아바코(083930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-19,4108,4398,4070,4284,598378,57533.0,10237204.0
2009-05-20,4283,4496,4146,4467,344798,59990.0,10237204.0
2009-05-21,4496,4611,4383,4490,242365,60297.0,10237204.0
2009-05-22,4390,4504,4268,4383,170663,58864.0,10237204.0
2009-05-25,4390,4451,3727,4040,379841,54257.0,10237204.0
2009-05-26,4146,4146,3620,3674,314644,49343.0,10237204.0
2009-05-27,3735,3833,3624,3659,277988,49139.0,10237204.0
2009-05-28,3727,3792,3559,3743,105208,50265.0,10237204.0
2009-05-29,3768,3910,3735,3774,60138,50674.0,10237204.0
2009-06-01,3833,3917,3727,3919,136303,52619.0,10237204.0
2009-06-02,4032,4070,3811,3872,79720,52005.0,10237204.0
2009-06-03,3894,3917,3696,3716,213147,49906.0,10237204.0
2009-06-04,3746,3746,3575,3583,185415,48115.0,10237204.0
2009-06-05,3590,3712,3403,3404,362090,45709.0,10237204.0
2009-06-08,3467,3620,3445,3507,118972,47091.0,10237204.0
2009-06-09,3514,3620,3391,3499,133903,46989.0,10237204.0
2009-06-10,3479,3544,3395,3499,50578,46989.0,10237204.0
2009-06-11,3499,3571,3452,3507,39876,47091.0,10237204.0
2009-06-12,3506,3696,3460,3651,154449,49036.0,10237204.0
2009-06-15,3696,3761,3658,3728,110655,50060.0,10237204.0
2009-06-16,3731,4215,3620,4025,1049247,54052.0,10237204.0
2009-06-17,4100,4344,3933,4017,511641,53950.0,10237204.0
2009-06-18,4039,4116,3887,3896,251359,52312.0,10237204.0
2009-06-19,3902,3948,3582,3614,310240,48524.0,10237204.0
2009-06-22,3605,3685,3491,3674,178735,49343.0,10237204.0
2009-06-23,3563,3696,3529,3614,117318,48524.0,10237204.0
2009-06-24,3612,3887,3612,3887,171640,52210.0,10237204.0
2009-06-25,3925,4002,3735,3811,120430,51186.0,10237204.0
2009-06-26,3887,3963,3818,3872,142430,52005.0,10237204.0
2009-06-29,3963,4024,3826,3903,157641,52414.0,10237204.0
2009-06-30,3925,4131,3925,4132,329505,55486.0,10237204.0
2009-07-01,4047,4192,3978,4162,313596,55895.0,10237204.0
2009-07-02,4192,4299,4116,4193,241095,56305.0,10237204.0
2009-07-03,4085,4207,4009,4208,142357,56509.0,10237204.0
2009-07-06,4245,4375,4131,4338,270560,58250.0,10237204.0
2009-07-07,4375,4573,4223,4277,457384,57431.0,10237204.0
2009-07-08,4275,4306,4123,4216,282894,56612.0,10237204.0
2009-07-09,4299,4528,4223,4498,391322,60400.0,10237204.0
2009-07-10,4520,4611,4344,4483,136749,60195.0,10237204.0
2009-07-13,4481,4550,4062,4117,202943,55281.0,10237204.0
2009-07-14,4245,4283,3925,4269,136791,57328.0,10237204.0
2009-07-15,4337,4886,4291,4719,653239,63368.0,10237204.0
2009-07-16,4947,4992,4543,4620,591276,62037.0,10237204.0
2009-07-17,4657,4764,4428,4498,301166,60400.0,10237204.0
2009-07-20,4512,4641,4496,4612,226323,61935.0,10237204.0
2009-07-21,4649,4687,4383,4429,262029,59478.0,10237204.0
2009-07-22,4459,4649,4459,4604,148941,61833.0,10237204.0
2009-07-23,4604,4626,4428,4429,138054,59478.0,10237204.0
2009-07-24,4436,4543,4390,4406,123470,59171.0,10237204.0
2009-07-27,4420,4489,4344,4346,110277,58352.0,10237204.0
2009-07-28,4314,4535,4268,4459,142426,59888.0,10237204.0
2009-07-29,4504,4520,4352,4475,118647,60092.0,10237204.0
2009-07-30,4481,4528,4344,4391,95911,58966.0,10237204.0
2009-07-31,4420,4466,4383,4398,117125,59069.0,10237204.0
2009-08-03,4398,4512,4344,4346,70465,58352.0,10237204.0
2009-08-04,4360,4390,4192,4269,142722,57328.0,10237204.0
2009-08-05,4314,4314,4116,4162,115364,55895.0,10237204.0
2009-08-06,4314,4352,4192,4284,187387,57533.0,10237204.0
2009-08-07,4283,4344,4207,4322,90313,58045.0,10237204.0
2009-08-10,4352,4619,4337,4612,256987,61935.0,10237204.0
2009-08-11,4641,4641,4535,4582,182719,61526.0,10237204.0
2009-08-12,4596,4741,4496,4688,174487,62959.0,10237204.0
2009-08-13,4802,4802,4665,4788,138508,64290.0,10237204.0
2009-08-14,4802,4908,4604,4620,161256,62037.0,10237204.0
2009-08-17,4596,4619,4344,4383,181206,58864.0,10237204.0
2009-08-18,4344,4543,4329,4498,124283,60400.0,10237204.0
2009-08-19,4641,4810,4573,4650,367895,62447.0,10237204.0
2009-08-20,4764,5015,4550,5016,417722,67361.0,10237204.0
2009-08-21,5144,5450,5076,5115,647547,68692.0,10237204.0
2009-08-24,5221,5465,5053,5252,360197,70534.0,10237204.0
2009-08-25,5259,5473,5068,5473,221802,73503.0,10237204.0
2009-08-26,5564,5679,5358,5390,191497,72377.0,10237204.0
2009-08-27,5389,5465,5160,5184,157023,69613.0,10237204.0
2009-08-28,5282,5526,5107,5496,177278,73810.0,10237204.0
2009-08-31,5480,5694,5480,5664,210054,76062.0,10237204.0
2009-09-01,5716,5716,5473,5504,138286,73913.0,10237204.0
2009-09-02,5503,5716,5351,5596,188998,75141.0,10237204.0
2009-09-03,5602,5808,5373,5428,200749,72889.0,10237204.0
2009-09-04,5434,5510,5228,5252,148627,70534.0,10237204.0
2009-09-07,5221,5785,5160,5633,510196,75653.0,10237204.0
2009-09-08,5755,6090,5716,5954,473927,79953.0,10237204.0
2009-09-09,6021,6090,5724,5832,263384,78315.0,10237204.0
2009-09-10,5945,6006,5793,5802,216744,77905.0,10237204.0
2009-09-11,5808,5846,5450,5481,270150,73605.0,10237204.0
2009-09-14,5594,5602,5259,5260,177184,70637.0,10237204.0
2009-09-15,5267,5404,5114,5115,324044,68692.0,10237204.0
2009-09-16,5183,5335,5152,5275,179729,70841.0,10237204.0
2009-09-17,5351,5351,4802,4948,342240,66439.0,10237204.0
2009-09-18,4992,5107,4810,5062,155898,67975.0,10237204.0
2009-09-21,5145,5213,4992,5046,100866,67770.0,10237204.0
2009-09-22,5053,5183,4992,5092,127267,68385.0,10237204.0
2009-09-23,5129,5152,4870,5016,170237,67361.0,10237204.0
2009-09-24,4985,4992,4680,4879,155475,65518.0,10237204.0
2009-09-25,4886,4886,4687,4856,70688,65211.0,10237204.0
2009-09-28,4847,4977,4741,4742,64968,63675.0,10237204.0
2009-09-29,4817,4817,4596,4658,103040,62549.0,10237204.0
2009-09-30,4657,4893,4611,4688,185095,62959.0,10237204.0
2009-10-01,4817,4817,4573,4704,53304,63164.0,10237204.0
2009-10-05,4702,4702,4481,4528,53944,60809.0,10237204.0
2009-10-06,4474,4550,4223,4307,198760,57840.0,10237204.0
2009-10-07,4314,4451,4131,4132,158250,55486.0,10237204.0
2009-10-08,4093,4253,4017,4155,121045,55793.0,10237204.0
2009-10-09,4162,4771,4162,4772,632038,64085.0,10237204.0
2009-10-12,4955,5114,4687,4688,756146,62959.0,10237204.0
2009-10-13,4764,4916,4687,4788,222882,64290.0,10237204.0
2009-10-14,4749,4840,4641,4726,145915,63471.0,10237204.0
2009-10-15,4741,4832,4466,4483,212838,60195.0,10237204.0
2009-10-16,4504,4520,4344,4383,108157,58864.0,10237204.0
2009-10-19,4420,4436,4207,4422,74421,59376.0,10237204.0
2009-10-20,4436,4527,4360,4467,69827,59990.0,10237204.0
2009-10-21,4420,4528,4306,4406,211077,59171.0,10237204.0
2009-10-22,4344,4405,4253,4254,95058,57124.0,10237204.0
2009-10-23,4283,4344,4268,4277,46779,57431.0,10237204.0
2009-10-26,4268,4322,4192,4231,58022,56816.0,10237204.0
2009-10-27,4192,4268,4154,4262,49955,57226.0,10237204.0
2009-10-28,4215,4283,4085,4086,67193,54871.0,10237204.0
2009-10-29,4039,4039,3857,3995,97460,53643.0,10237204.0
2009-10-30,3925,4024,3910,3949,69978,53029.0,10237204.0
2009-11-02,3811,3902,3784,3827,96282,51391.0,10237204.0
2009-11-03,3826,3917,3826,3872,54454,52005.0,10237204.0
2009-11-04,3849,4032,3849,4032,54580,54155.0,10237204.0
2009-11-05,4062,4123,4002,4010,40163,53848.0,10237204.0
2009-11-06,4062,4192,4039,4170,66408,55998.0,10237204.0
2009-11-09,4154,4383,4154,4322,78108,58045.0,10237204.0
2009-11-10,4275,4459,4215,4231,90399,56816.0,10237204.0
2009-11-11,4306,4306,4154,4238,35664,56919.0,10237204.0
2009-11-12,4306,4306,4177,4177,27198,56100.0,10237204.0
2009-11-13,4169,4230,4078,4155,27133,55793.0,10237204.0
2009-11-16,4162,4268,4085,4147,27615,55690.0,10237204.0
2009-11-17,4123,4154,4002,4002,35763,53745.0,10237204.0
2009-11-18,4085,4085,3963,4010,31400,53848.0,10237204.0
2009-11-19,3971,4131,3963,4117,46567,55281.0,10237204.0
2009-11-20,4116,4238,4078,4231,35921,56816.0,10237204.0
2009-11-23,4314,4344,4245,4269,47668,57328.0,10237204.0
2009-11-24,4291,4329,4245,4284,61048,57533.0,10237204.0
2009-11-25,4337,4459,4207,4391,93712,58966.0,10237204.0
2009-11-26,4375,4573,4344,4520,142478,60707.0,10237204.0
2009-11-27,4390,4459,4154,4155,82472,55793.0,10237204.0
2009-11-30,4283,4314,4230,4254,35794,57124.0,10237204.0
2009-12-01,4299,4314,4253,4269,26805,57328.0,10237204.0
2009-12-02,4383,4390,4314,4353,39778,58454.0,10237204.0
2009-12-03,4337,4368,4291,4346,42260,58352.0,10237204.0
2009-12-04,4420,4428,4337,4376,44598,58762.0,10237204.0
2009-12-07,4383,4405,4299,4383,69082,58864.0,10237204.0
2009-12-08,4398,4459,4337,4398,45872,59069.0,10237204.0
2009-12-09,4375,4375,4291,4376,45123,58762.0,10237204.0
2009-12-10,4314,4398,4299,4314,39441,57943.0,10237204.0
2009-12-11,4344,4459,4322,4452,80216,59785.0,10237204.0
2009-12-14,4489,4810,4451,4742,222456,63675.0,10237204.0
2009-12-15,4786,4923,4764,4886,249953,65620.0,10237204.0
2009-12-16,4916,5114,4916,5092,319999,68385.0,10237204.0
2009-12-17,5145,5183,4992,5176,237434,69511.0,10237204.0
2009-12-18,5168,5450,5107,5336,272098,71660.0,10237204.0
2009-12-21,5442,5495,5267,5443,247308,73094.0,10237204.0
2009-12-22,5473,5488,5107,5222,269008,70125.0,10237204.0
2009-12-23,5282,5282,4962,5039,235480,67668.0,10237204.0
2009-12-24,5099,5450,5068,5420,472639,72787.0,10237204.0
2009-12-28,5640,5960,5176,5336,471650,71660.0,10237204.0
2009-12-29,5442,5450,5191,5291,137120,71046.0,10237204.0
2009-12-30,5305,5488,5297,5466,112028,73401.0,10237204.0
2010-01-04,5465,5640,5450,5603,153256,75243.0,10237204.0
2010-01-05,5808,5945,5610,5611,293023,75346.0,10237204.0
2010-01-06,5610,5671,5343,5390,224811,72377.0,10237204.0
2010-01-07,5335,5419,5031,5031,296454,67566.0,10237204.0
2010-01-08,5099,5145,4916,5062,146911,67975.0,10237204.0
2010-01-11,5160,5191,5031,5046,150539,67770.0,10237204.0
2010-01-12,5031,5031,4862,4963,147106,66644.0,10237204.0
2010-01-13,4931,5068,4870,4871,146532,65416.0,10237204.0
2010-01-14,4870,5176,4870,5161,223639,69306.0,10237204.0
2010-01-15,5228,5297,4962,5107,176080,68589.0,10237204.0
2010-01-18,5084,5144,5023,5039,68241,67668.0,10237204.0
2010-01-19,5129,5129,4908,4940,106070,66337.0,10237204.0
2010-01-20,4992,5015,4702,4704,248063,63164.0,10237204.0
2010-01-21,4680,4786,4665,4719,181583,63368.0,10237204.0
2010-01-22,4665,4810,4634,4726,128183,63471.0,10237204.0
2010-01-25,4641,4878,4641,4734,94505,63573.0,10237204.0
2010-01-26,4802,4893,4649,4734,79514,63573.0,10237204.0
2010-01-27,4764,4802,4573,4643,76506,62345.0,10237204.0
2010-01-28,4619,4702,4550,4620,78612,62037.0,10237204.0
2010-01-29,4573,4619,4299,4299,116917,57738.0,10237204.0
2010-02-01,4291,4466,4238,4383,78239,58864.0,10237204.0
2010-02-02,4420,4550,4344,4368,93461,58659.0,10237204.0
2010-02-03,4444,4474,4329,4422,92162,59376.0,10237204.0
2010-02-04,4436,4474,4375,4475,40231,60092.0,10237204.0
2010-02-05,4321,4321,4123,4262,59366,57226.0,10237204.0
2010-02-08,4268,4337,4230,4314,70390,57943.0,10237204.0
2010-02-09,4238,4504,4207,4475,79289,60092.0,10237204.0
2010-02-10,4611,4687,4550,4551,147976,61116.0,10237204.0
2010-02-11,4604,4695,4474,4673,66682,62754.0,10237204.0
2010-02-12,4672,4718,4565,4673,68810,62754.0,10237204.0
2010-02-16,4741,4749,4459,4711,49645,63266.0,10237204.0
2010-02-17,4718,4771,4687,4704,44180,63164.0,10237204.0
2010-02-18,4718,4802,4649,4673,49085,62754.0,10237204.0
2010-02-19,4672,4847,4626,4734,106281,63573.0,10237204.0
2010-02-22,4802,4840,4726,4788,41094,64290.0,10237204.0
2010-02-23,4786,4802,4710,4749,18046,63778.0,10237204.0
2010-02-24,4741,4741,4596,4635,50251,62242.0,10237204.0
2010-02-25,4649,4680,4535,4567,45755,61321.0,10237204.0
2010-02-26,4504,4596,4428,4490,64674,60297.0,10237204.0
2010-03-02,4496,4619,4496,4620,65777,62037.0,10237204.0
2010-03-03,4604,4649,4543,4604,43018,61833.0,10237204.0
2010-03-04,4596,4596,4451,4452,89080,59785.0,10237204.0
2010-03-05,4535,4535,4413,4498,44691,60400.0,10237204.0
2010-03-08,4543,4543,4459,4498,28748,60400.0,10237204.0
2010-03-09,4466,4558,4466,4528,43278,60809.0,10237204.0
2010-03-10,4558,4718,4504,4665,100215,62652.0,10237204.0
2010-03-11,4680,4756,4641,4665,76129,62652.0,10237204.0
2010-03-12,4702,4710,4634,4680,33914,62856.0,10237204.0
2010-03-15,4702,4802,4649,4711,100750,63266.0,10237204.0
2010-03-16,4741,5076,4741,5024,387662,67463.0,10237204.0
2010-03-17,5053,5176,4992,5100,300717,68487.0,10237204.0
2010-03-18,5145,5176,5038,5054,149327,67873.0,10237204.0
2010-03-19,5053,5198,5053,5154,149717,69203.0,10237204.0
2010-03-22,5176,5206,5053,5161,93609,69306.0,10237204.0
2010-03-23,5183,5244,5107,5169,120443,69408.0,10237204.0
2010-03-24,5213,5259,5137,5138,137108,68999.0,10237204.0
2010-03-25,5137,5168,4908,4917,207368,66030.0,10237204.0
2010-03-26,4962,5206,4923,5207,194265,69920.0,10237204.0
2010-03-29,5183,5244,5068,5199,75417,69818.0,10237204.0
2010-03-30,5144,5152,4862,4994,237273,67054.0,10237204.0
2010-03-31,4992,4992,4810,4856,107291,65211.0,10237204.0
2010-04-01,4840,5000,4840,4955,82918,66542.0,10237204.0
2010-04-02,4977,5137,4939,5001,98931,67156.0,10237204.0
2010-04-05,5198,5198,4955,5016,159718,67361.0,10237204.0
2010-04-06,5099,5152,4985,5031,57125,67566.0,10237204.0
2010-04-07,5099,5099,4992,5039,39938,67668.0,10237204.0
2010-04-08,5038,5099,4992,5054,45457,67873.0,10237204.0
2010-04-09,5068,5092,5000,5039,58721,67668.0,10237204.0
2010-04-12,5031,5137,4955,5077,138605,68180.0,10237204.0
2010-04-13,5107,5236,5000,5176,234561,69511.0,10237204.0
2010-04-14,5221,5244,5107,5122,137352,68794.0,10237204.0
2010-04-15,5152,5297,4992,5070,213582,68077.0,10237204.0
2010-04-16,5061,5107,4893,5016,101525,67361.0,10237204.0
2010-04-19,4878,4992,4862,4864,75513,65313.0,10237204.0
2010-04-20,4862,4970,4862,4932,71405,66235.0,10237204.0
2010-04-21,4962,5176,4955,5176,111048,69511.0,10237204.0
2010-04-22,5183,5518,5144,5405,545974,72582.0,10237204.0
2010-04-23,5465,5907,5419,5710,821976,76677.0,10237204.0
2010-04-26,5831,5952,5731,5870,562489,78826.0,10237204.0
2010-04-27,5907,6235,5808,6205,583511,83331.0,10237204.0
2010-04-28,6097,6448,6067,6365,757190,85481.0,10237204.0
2010-04-29,6426,6616,6318,6434,500466,86402.0,10237204.0
2010-04-30,6532,6532,6174,6289,448280,84457.0,10237204.0
2010-05-03,6212,6288,6021,6289,378680,84457.0,10237204.0
2010-05-04,6426,6936,6387,6647,669994,89268.0,10237204.0
2010-05-06,6441,6829,6441,6556,399305,88040.0,10237204.0
2010-05-07,6250,6387,6136,6335,287615,85071.0,10237204.0
2010-05-10,6326,7013,6273,6708,752250,90087.0,10237204.0
2010-05-11,6860,6898,6563,6731,492488,90395.0,10237204.0
2010-05-12,6890,7203,6860,7037,611925,94489.0,10237204.0
2010-05-13,7104,8080,7104,8081,1788080,108514.0,10237204.0
2010-05-14,8309,9147,8232,8538,1644185,114657.0,10237204.0
2010-05-17,8537,8994,8422,8614,757866,115680.0,10237204.0
2010-05-18,8994,8994,7622,8233,897502,110562.0,10237204.0
2010-05-19,8004,8118,7493,7700,984400,103396.0,10237204.0
2010-05-20,7622,7965,6776,7166,681549,96230.0,10237204.0
2010-05-24,7157,7851,7043,7166,999836,96230.0,10237204.0
2010-05-25,7035,7165,6136,6708,592886,90087.0,10237204.0
2010-05-26,6914,7584,6784,7585,614287,101860.0,10237204.0
2010-05-27,7737,8690,7584,8500,2007304,114145.0,10237204.0
2010-05-28,8613,8728,7927,8042,941709,108003.0,10237204.0
2010-05-31,8270,8690,8233,8690,876270,116704.0,10237204.0
2010-06-01,8651,8994,8309,8996,576057,120799.0,10237204.0
2010-06-03,9299,9414,8690,8881,659221,119263.0,10237204.0
2010-06-04,8994,8994,8613,8653,324037,116192.0,10237204.0
2010-06-07,8080,8461,8004,8424,531270,113121.0,10237204.0
2010-06-08,8918,9605,8881,9224,2117683,123870.0,10237204.0
2010-06-09,9299,9338,8766,8766,668217,117728.0,10237204.0
2010-06-10,8766,9033,8499,8614,385956,115680.0,10237204.0
2010-06-11,8804,8842,8233,8272,397760,111074.0,10237204.0
2010-06-14,8270,8461,8118,8233,268504,110562.0,10237204.0
2010-06-15,8346,8994,8118,8996,526891,120799.0,10237204.0
2010-06-16,9071,9147,8804,8881,363858,119263.0,10237204.0
2010-06-17,8881,8994,8613,8843,253121,118752.0,10237204.0
2010-06-18,9147,9452,8842,9224,803138,123870.0,10237204.0
2010-06-21,9375,9719,9262,9643,593124,129501.0,10237204.0
2010-06-22,9566,9795,9375,9529,459988,127965.0,10237204.0
2010-06-23,9414,9642,9033,9033,289274,121311.0,10237204.0
2010-06-24,9262,10214,9223,10062,1186607,135131.0,10237204.0
2010-06-25,9986,10748,9910,10520,1529998,141273.0,10237204.0
2010-06-28,10634,10748,10252,10253,569396,137690.0,10237204.0
2010-06-29,10367,10405,9833,9910,447812,133084.0,10237204.0
2010-06-30,9566,10100,9490,10062,451365,135131.0,10237204.0
2010-07-01,10062,10367,9566,9872,393824,132572.0,10237204.0
2010-07-02,9910,9910,9375,9453,384734,126941.0,10237204.0
2010-07-05,9375,9642,9262,9453,279855,126941.0,10237204.0
2010-07-06,9452,9452,8957,9186,391966,123358.0,10237204.0
2010-07-07,9185,9490,8690,8766,361442,117728.0,10237204.0
2010-07-08,9071,9109,8613,8614,270308,115680.0,10237204.0
2010-07-09,8804,9452,8651,9377,610541,125918.0,10237204.0
2010-07-12,9490,9833,9223,9529,408829,127965.0,10237204.0
2010-07-13,9642,10062,9605,9758,393926,131036.0,10237204.0
2010-07-14,9910,10138,9795,10062,356569,135131.0,10237204.0
2010-07-15,10062,10138,9719,9758,185682,131036.0,10237204.0
2010-07-16,9795,9986,9528,9529,175980,127965.0,10237204.0
2010-07-19,9299,9528,9223,9301,150757,124894.0,10237204.0
2010-07-20,9452,9642,9147,9338,189420,125406.0,10237204.0
2010-07-21,9375,9795,9338,9758,258619,131036.0,10237204.0
2010-07-22,9910,10023,8957,8996,454793,120799.0,10237204.0
2010-07-23,9299,9338,8537,8729,322845,117216.0,10237204.0
2010-07-26,8804,9071,8613,8843,183503,118752.0,10237204.0
2010-07-27,8842,8994,8690,8766,177755,117728.0,10237204.0
2010-07-28,8881,9147,8804,8919,150766,119775.0,10237204.0
2010-07-29,9185,9566,9033,9033,362494,121311.0,10237204.0
2010-07-30,8957,9071,8690,9072,161360,121823.0,10237204.0
2010-08-02,9071,9109,8804,8843,148423,118752.0,10237204.0
2010-08-03,9147,9375,8918,9186,295551,123358.0,10237204.0
2010-08-04,9338,9338,8690,8729,255682,117216.0,10237204.0
2010-08-05,8842,8842,8156,8309,260522,111586.0,10237204.0
2010-08-06,8309,8385,7698,8385,230556,112609.0,10237204.0
2010-08-09,8194,8499,8156,8309,113205,111586.0,10237204.0
2010-08-10,8309,8575,8194,8309,111014,111586.0,10237204.0
2010-08-11,8233,8309,7927,7966,118384,106979.0,10237204.0
2010-08-12,7698,8080,7622,7966,136299,106979.0,10237204.0
2010-08-13,7774,8233,7774,8157,93600,109538.0,10237204.0
2010-08-16,8156,8156,7661,8042,113981,108003.0,10237204.0
2010-08-17,8042,8118,7927,8042,86560,108003.0,10237204.0
2010-08-18,8233,8309,7965,8081,111668,108514.0,10237204.0
2010-08-19,8156,8346,8118,8157,165982,109538.0,10237204.0
2010-08-20,8080,8080,7813,7928,127890,106467.0,10237204.0
2010-08-23,7965,8004,7615,7624,98257,102372.0,10237204.0
2010-08-24,7553,7584,7393,7395,141521,99301.0,10237204.0
2010-08-25,7302,7516,7081,7082,143034,95104.0,10237204.0
2010-08-26,7180,7203,7081,7158,96032,96127.0,10237204.0
2010-08-27,6906,7050,6745,6784,174630,91111.0,10237204.0
2010-08-30,6860,7028,6616,6754,145681,90702.0,10237204.0
2010-08-31,6669,6807,6357,6480,251322,87016.0,10237204.0
2010-09-01,6540,7013,6433,6929,669445,93056.0,10237204.0
2010-09-02,6966,7111,6868,7013,243920,94182.0,10237204.0
2010-09-03,7035,7264,7020,7234,197175,97151.0,10237204.0
2010-09-06,7409,8309,7378,8157,872608,109538.0,10237204.0
2010-09-07,8156,8194,7851,7890,345796,105955.0,10237204.0
2010-09-08,7889,8156,7813,7852,246745,105443.0,10237204.0
2010-09-09,8042,8499,7889,8195,434371,110050.0,10237204.0
2010-09-10,8309,8728,8233,8614,519712,115680.0,10237204.0
2010-09-13,8690,8918,8422,8462,410306,113633.0,10237204.0
2010-09-14,8499,8728,8233,8385,278551,112609.0,10237204.0
2010-09-15,8537,8537,7965,8272,247377,111074.0,10237204.0
2010-09-16,8270,8537,8156,8309,149497,111586.0,10237204.0
2010-09-17,8346,8537,8309,8538,186069,114657.0,10237204.0
2010-09-20,8613,8690,8270,8348,138042,112097.0,10237204.0
2010-09-24,8309,8309,7965,8004,163777,107491.0,10237204.0
2010-09-27,8118,8194,7927,8004,133233,107491.0,10237204.0
2010-09-28,7927,8385,7927,8385,223150,112609.0,10237204.0
2010-09-29,8461,9033,8270,8996,550074,120799.0,10237204.0
2010-09-30,8918,9109,8728,8957,263713,120287.0,10237204.0
2010-10-01,8957,9414,8842,9301,557813,124894.0,10237204.0
2010-10-04,9338,9452,9109,9110,401935,122335.0,10237204.0
2010-10-05,8994,9375,8881,9110,260941,122335.0,10237204.0
2010-10-06,9338,9795,9147,9453,565624,126941.0,10237204.0
2010-10-07,9375,9642,9338,9529,237760,127965.0,10237204.0
2010-10-08,9452,9605,9375,9605,156966,128989.0,10237204.0
2010-10-11,9642,9757,9147,9301,263996,124894.0,10237204.0
2010-10-12,9414,9528,8918,9262,229697,124382.0,10237204.0
2010-10-13,9223,9414,9109,9414,185432,126429.0,10237204.0
2010-10-14,9490,9528,9185,9491,177495,127453.0,10237204.0
2010-10-15,9414,10214,9414,9986,530491,134107.0,10237204.0
2010-10-18,10558,11472,10367,11473,1112667,154070.0,10237204.0
2010-10-19,11739,11853,11205,11282,1089187,151511.0,10237204.0
2010-10-20,11167,11587,10939,11587,1007018,155606.0,10237204.0
2010-10-21,11548,11739,11129,11130,540823,149463.0,10237204.0
2010-10-22,11205,11358,10824,11015,407608,147928.0,10237204.0
2010-10-25,11167,11739,11091,11511,598973,154582.0,10237204.0
2010-10-26,11510,11663,11243,11435,244276,153558.0,10237204.0
2010-10-27,11358,11434,10748,10787,541127,144856.0,10237204.0
2010-10-28,10900,11624,10786,11626,521653,156117.0,10237204.0
2010-10-29,11968,12235,11510,11587,1019027,155606.0,10237204.0
2010-11-01,11587,11663,10900,10939,460643,146904.0,10237204.0
2010-11-02,11167,11205,10671,10825,412832,145368.0,10237204.0
2010-11-03,10862,11053,10290,10597,560004,142297.0,10237204.0
2010-11-04,10595,11891,10481,11587,1239978,155606.0,10237204.0
2010-11-05,11891,12159,11472,11473,1064712,154070.0,10237204.0
2010-11-08,11624,12006,11396,12007,724973,161236.0,10237204.0
2010-11-09,11853,12311,11510,11550,1124635,155094.0,10237204.0
2010-11-10,11663,11700,11243,11511,302974,154582.0,10237204.0
2010-11-11,11434,11548,11129,11130,284131,149463.0,10237204.0
2010-11-12,11205,11243,10252,10406,643002,139738.0,10237204.0
2010-11-15,10252,10595,9795,10025,278561,134619.0,10237204.0
2010-11-16,9910,10100,9375,9986,457195,134107.0,10237204.0
2010-11-17,9757,10252,9681,10062,270361,135131.0,10237204.0
2010-11-18,10138,10443,10062,10444,234578,140250.0,10237204.0
2010-11-19,10519,10671,10214,10558,216812,141785.0,10237204.0
2010-11-22,10900,11129,10710,10863,332176,145880.0,10237204.0
2010-11-23,10939,11282,10786,11054,284938,148439.0,10237204.0
2010-11-24,10443,10824,10291,10711,281013,143833.0,10237204.0
2010-11-25,10976,11053,10786,10787,149394,144856.0,10237204.0
2010-11-26,10786,10900,10138,10253,198533,137690.0,10237204.0
2010-11-29,10176,10443,10062,10330,106787,138714.0,10237204.0
2010-11-30,10481,10595,10214,10444,132666,140250.0,10237204.0
2010-12-01,10367,10634,10252,10444,148711,140250.0,10237204.0
2010-12-02,10671,11091,10519,10978,340458,147416.0,10237204.0
2010-12-03,10976,11053,10634,10673,223485,143321.0,10237204.0
2010-12-06,10671,10900,10443,10749,143212,144345.0,10237204.0
2010-12-07,10862,11282,10786,11015,360688,147928.0,10237204.0
2010-12-08,10900,11091,10519,10520,209552,141273.0,10237204.0
2010-12-09,10558,10748,10519,10558,125671,141785.0,10237204.0
2010-12-10,10786,11243,10748,10978,412783,147416.0,10237204.0
2010-12-13,11205,11472,11167,11244,328396,150999.0,10237204.0
2010-12-14,11167,11282,10939,11015,272999,147928.0,10237204.0
2010-12-15,11053,11434,10976,11435,308990,153558.0,10237204.0
2010-12-16,11434,11891,11396,11702,480213,157141.0,10237204.0
2010-12-17,11739,11777,11510,11626,228113,156117.0,10237204.0
2010-12-20,11320,11510,10976,11282,302233,151511.0,10237204.0
2010-12-21,11777,12959,11739,12197,1706174,163795.0,10237204.0
2010-12-22,12082,12501,11853,12159,589718,163283.0,10237204.0
2010-12-23,12272,12425,11587,11740,358076,157653.0,10237204.0
2010-12-24,11700,12006,11396,11626,226460,156117.0,10237204.0
2010-12-27,11587,12235,11587,11968,407654,160724.0,10237204.0
2010-12-28,11853,11929,11510,11626,271833,156117.0,10237204.0
2010-12-29,11663,12006,11472,12007,277796,161236.0,10237204.0
2010-12-30,12006,12806,11968,12731,829751,170961.0,10237204.0
2011-01-03,12806,12997,12616,12807,392400,171985.0,10237204.0
2011-01-04,12997,13340,12577,12731,550887,170961.0,10237204.0
2011-01-05,12692,13188,12425,12883,385345,173009.0,10237204.0
2011-01-06,13073,14674,13073,13569,2079066,182222.0,10237204.0
2011-01-07,13683,14178,13568,13645,588075,183246.0,10237204.0
2011-01-10,13873,14331,13759,13912,476690,186829.0,10237204.0
2011-01-11,13873,14102,13492,13836,328187,185805.0,10237204.0
2011-01-12,13873,14102,13645,14027,302454,188365.0,10237204.0
2011-01-13,14102,14293,13836,14179,294247,190412.0,10237204.0
2011-01-14,14102,14636,13797,13875,346124,186317.0,10237204.0
2011-01-17,14026,14026,13149,13150,444112,176592.0,10237204.0
