알파홀딩스(117670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-05-30,7700,7700,7456,7484,23541,31931.0,8032896.0
2012-05-31,7512,7512,7343,7475,9878,31891.0,8032896.0
2012-06-01,7531,7672,7474,7494,10286,31971.0,8032896.0
2012-06-04,7135,7333,6900,7023,26517,29963.0,8032896.0
2012-06-05,7173,7173,6778,6967,47227,29722.0,8032896.0
2012-06-07,7220,7653,6985,7174,127548,30605.0,8032896.0
2012-06-08,8246,8246,8246,8247,35225,35184.0,8032896.0
2012-06-11,9470,9470,9470,9471,17328,40405.0,8032896.0
2012-06-12,10882,10882,10882,10883,227328,46430.0,8032896.0
2012-06-13,12502,12502,11560,11674,2127830,49804.0,8032896.0
2012-06-14,11579,12238,11278,11862,1059816,50607.0,8032896.0
2012-06-15,11880,11918,10769,10808,545189,46109.0,8032896.0
2012-06-18,10826,11127,10581,11128,332664,47474.0,8032896.0
2012-06-19,11089,11089,10619,10789,234723,46028.0,8032896.0
2012-06-20,10845,10995,10449,10996,203849,46912.0,8032896.0
2012-06-21,10976,11617,9979,10167,777752,43378.0,8032896.0
2012-06-22,9979,10148,9677,10092,272672,43056.0,8032896.0
2012-06-25,10092,10468,9903,10224,201099,43619.0,8032896.0
2012-06-26,10073,10355,9790,10299,164402,43940.0,8032896.0
2012-06-27,10449,10920,10280,10732,460219,45788.0,8032896.0
2012-06-28,10600,11240,10449,11241,252846,47956.0,8032896.0
2012-06-29,11240,11447,10882,10902,198851,46510.0,8032896.0
2012-07-02,10939,11184,10317,10356,192012,44181.0,8032896.0
2012-07-03,10355,10506,9903,10186,198866,43458.0,8032896.0
2012-07-04,10280,10280,9658,10186,166031,43458.0,8032896.0
2012-07-05,10016,10412,9715,9753,153639,41610.0,8032896.0
2012-07-06,9903,10129,9790,10054,149366,42896.0,8032896.0
2012-07-09,9922,10110,9696,10054,133381,42896.0,8032896.0
2012-07-10,10054,10355,9790,9847,112857,42012.0,8032896.0
2012-07-11,9790,9979,9282,9546,168090,40727.0,8032896.0
2012-07-12,9546,9658,9225,9546,123929,40727.0,8032896.0
2012-07-13,9414,9658,8858,9094,84494,38799.0,8032896.0
2012-07-16,9037,9329,8821,8831,54257,37674.0,8032896.0
2012-07-17,8679,8990,8435,8981,115391,38317.0,8032896.0
2012-07-18,9141,9169,8284,8322,81600,35505.0,8032896.0
2012-07-19,8341,8585,8331,8416,52826,35907.0,8032896.0
2012-07-20,8623,9009,8425,8840,82651,37714.0,8032896.0
2012-07-23,8632,8877,8322,8322,34584,35505.0,8032896.0
2012-07-24,8284,8369,7907,7908,62021,33738.0,8032896.0
2012-07-25,7776,8086,7625,7738,53637,33015.0,8032896.0
2012-07-26,7992,7992,7757,7786,16267,33216.0,8032896.0
2012-07-27,8020,8369,7823,8115,64066,34622.0,8032896.0
2012-07-30,8115,8284,7719,7993,30785,34100.0,8032896.0
2012-07-31,8077,8425,7860,8397,49756,35827.0,8032896.0
2012-08-01,8397,8397,8133,8341,63825,35586.0,8032896.0
2012-08-02,8943,9583,8774,9584,182466,40887.0,8032896.0
2012-08-03,9433,9621,9112,9490,338575,40486.0,8032896.0
2012-08-06,9640,9753,9282,9282,227434,39602.0,8032896.0
2012-08-07,9273,9489,8971,9320,165814,39763.0,8032896.0
2012-08-08,9291,9414,9094,9188,85672,39201.0,8032896.0
2012-08-09,9263,9291,9056,9169,59515,39120.0,8032896.0
2012-08-10,9150,9235,9075,9075,39878,38719.0,8032896.0
2012-08-13,9169,9320,9018,9085,30559,38759.0,8032896.0
2012-08-14,9018,9225,8849,8887,40400,37915.0,8032896.0
2012-08-16,8868,9141,8717,8887,67660,37915.0,8032896.0
2012-08-17,8905,9037,8736,8736,39305,37273.0,8032896.0
2012-08-20,8736,8981,8736,8849,25641,37755.0,8032896.0
2012-08-21,8887,9197,8887,9179,86915,39160.0,8032896.0
2012-08-22,10223,10543,10186,10544,285873,44984.0,8032896.0
2012-08-23,11259,11259,9771,9772,1243326,41691.0,8032896.0
2012-08-24,9753,10167,9602,9753,312997,41610.0,8032896.0
2012-08-27,9696,9771,8924,8925,277271,38076.0,8032896.0
2012-08-28,8774,9103,8774,9094,118605,38799.0,8032896.0
2012-08-29,9112,9348,9056,9094,142190,38799.0,8032896.0
2012-08-30,8943,9075,8877,9009,101344,38437.0,8032896.0
2012-08-31,9009,9225,8915,9056,108517,38638.0,8032896.0
2012-09-03,9131,9188,8849,9000,79542,38397.0,8032896.0
2012-09-04,9000,9696,8858,9621,277603,41048.0,8032896.0
2012-09-05,9640,9696,9216,9395,100889,40084.0,8032896.0
2012-09-06,9470,9546,7992,9000,93213,38397.0,8032896.0
2012-09-07,9131,9207,8849,9132,53430,38960.0,8032896.0
2012-09-10,9160,9395,9122,9339,63487,39843.0,8032896.0
2012-09-11,9225,9338,9056,9226,48049,39361.0,8032896.0
2012-09-12,9235,9771,9235,9772,137613,41691.0,8032896.0
2012-09-13,9677,9960,9470,9508,235371,40566.0,8032896.0
2012-09-14,9696,9884,9197,9235,137791,39401.0,8032896.0
2012-09-17,9225,9235,8924,9019,76532,38478.0,8032896.0
2012-09-18,9122,9602,9028,9452,106693,40325.0,8032896.0
2012-09-19,9489,9809,9367,9508,81251,40566.0,8032896.0
2012-09-20,9489,9753,9273,9603,96567,40968.0,8032896.0
2012-09-21,9451,9583,9273,9508,84354,40566.0,8032896.0
2012-09-24,9546,10713,9546,10111,499824,43137.0,8032896.0
2012-09-25,10205,11447,9941,10450,1479640,44583.0,8032896.0
2012-09-26,10543,10939,10148,10318,440685,44020.0,8032896.0
2012-09-27,10317,10807,9847,9979,170544,42574.0,8032896.0
2012-09-28,9715,10223,9602,9772,143193,41691.0,8032896.0
2012-10-02,9715,9903,9696,9734,88650,41530.0,8032896.0
2012-10-04,9696,9790,9433,9546,139397,40727.0,8032896.0
2012-10-05,9640,9640,9414,9546,70414,40727.0,8032896.0
2012-10-08,9508,9621,9320,9508,77022,40566.0,8032896.0
2012-10-09,9404,9602,9404,9471,45624,40405.0,8032896.0
2012-10-10,9470,9470,9197,9329,66826,39803.0,8032896.0
2012-10-11,9320,9508,9263,9292,39352,39642.0,8032896.0
2012-10-12,9451,9451,9207,9301,48973,39683.0,8032896.0
2012-10-15,9385,9385,8661,8661,120304,36951.0,8032896.0
2012-10-16,8623,8839,8585,8680,46816,37032.0,8032896.0
2012-10-17,8755,9000,8670,8962,50452,38237.0,8032896.0
2012-10-18,9028,9103,8745,8746,31114,37313.0,8032896.0
2012-10-19,8679,9094,8679,9094,39104,38799.0,8032896.0
2012-10-22,8858,9056,8802,8972,22441,38277.0,8032896.0
2012-10-23,8858,9489,8858,9358,115129,39923.0,8032896.0
2012-10-24,9112,10035,9084,10036,414137,42815.0,8032896.0
2012-10-25,10054,10336,9640,9791,305532,41771.0,8032896.0
2012-10-26,9847,9847,8924,8944,189933,38156.0,8032896.0
2012-10-29,8943,9000,8557,8595,88310,36670.0,8032896.0
2012-10-30,8661,8943,8463,8473,43334,36148.0,8032896.0
2012-10-31,8529,8849,8501,8567,35668,36550.0,8032896.0
2012-11-01,8576,8708,8491,8501,29536,36269.0,8032896.0
2012-11-02,8529,8661,8472,8482,40543,36188.0,8032896.0
2012-11-05,8604,8604,8463,8482,34457,36188.0,8032896.0
2012-11-06,8491,8566,8444,8473,47529,36148.0,8032896.0
2012-11-07,8698,8990,8538,8793,28366,37514.0,8032896.0
2012-11-08,8698,8717,8604,8623,18245,36791.0,8032896.0
2012-11-09,8698,8698,8463,8633,37125,36831.0,8032896.0
2012-11-12,8708,8708,8510,8558,26385,36510.0,8032896.0
2012-11-13,8491,8595,8435,8492,13819,36228.0,8032896.0
2012-11-14,8491,8614,8237,8303,56762,35425.0,8032896.0
2012-11-15,8030,8293,7842,7842,34571,33457.0,8032896.0
2012-11-16,7700,8171,7691,7729,19124,32975.0,8032896.0
2012-11-19,7682,8096,7682,7917,13668,33778.0,8032896.0
2012-11-20,8067,8152,7842,7917,18697,33778.0,8032896.0
2012-11-21,7992,8058,7870,7908,22506,33738.0,8032896.0
2012-11-22,8086,8491,7992,8492,68752,36228.0,8032896.0
2012-11-23,8491,8604,8237,8492,47891,36228.0,8032896.0
2012-11-26,8642,8698,8369,8454,25615,36068.0,8032896.0
2012-11-27,8519,8651,8369,8445,20506,36028.0,8032896.0
2012-11-28,8519,8519,8002,8096,24831,34541.0,8032896.0
2012-11-29,8096,8199,8067,8077,17499,34461.0,8032896.0
2012-11-30,8180,8180,8020,8068,10911,34421.0,8032896.0
2012-12-03,8228,8228,8002,8002,6614,34140.0,8032896.0
2012-12-04,7945,8020,7719,7964,16632,33979.0,8032896.0
2012-12-05,7889,7973,7842,7880,27705,33618.0,8032896.0
2012-12-06,8002,8002,7804,7880,13586,33618.0,8032896.0
2012-12-07,8002,8002,7842,7964,12146,33979.0,8032896.0
2012-12-10,7945,8661,7945,8275,139572,35305.0,8032896.0
2012-12-11,8180,8359,7907,7908,61578,33738.0,8032896.0
2012-12-12,7851,8002,7851,7936,15378,33859.0,8032896.0
2012-12-13,7936,8199,7907,8143,24694,34742.0,8032896.0
2012-12-14,8058,8435,8058,8237,25330,35144.0,8032896.0
2012-12-17,8322,8661,8133,8247,30599,35184.0,8032896.0
2012-12-18,8293,8293,8105,8200,15798,34983.0,8032896.0
2012-12-20,8190,8538,8133,8237,20727,35144.0,8032896.0
2012-12-21,8237,8510,8237,8473,57899,36148.0,8032896.0
2012-12-24,8472,8557,8378,8445,31470,36028.0,8032896.0
2012-12-26,8472,8839,8453,8680,118451,37032.0,8032896.0
2012-12-27,8604,8774,8576,8699,26233,37112.0,8032896.0
2012-12-28,8576,8830,8576,8699,37070,37112.0,8032896.0
2013-01-02,8896,8924,8595,8736,29874,37273.0,8032896.0
2013-01-03,8736,8764,8595,8595,23584,36670.0,8032896.0
2013-01-04,8717,8717,8585,8595,28381,36670.0,8032896.0
2013-01-07,8595,8661,8529,8548,24135,36469.0,8032896.0
2013-01-08,8595,8783,8548,8718,75323,37192.0,8032896.0
2013-01-09,8717,8821,8614,8755,51086,37353.0,8032896.0
2013-01-10,8755,9414,8755,9226,195935,39361.0,8032896.0
2013-01-11,9225,9320,9000,9132,54407,38960.0,8032896.0
2013-01-14,9131,9131,8811,8859,31068,37795.0,8032896.0
2013-01-15,8858,9131,8566,8718,33455,37192.0,8032896.0
2013-01-16,8764,9000,8717,8793,43712,37514.0,8032896.0
2013-01-17,8905,9470,8821,9226,200100,39361.0,8032896.0
2013-01-18,9225,9508,9084,9085,47505,38759.0,8032896.0
2013-01-21,9094,10430,8999,10431,538073,44502.0,8032896.0
2013-01-22,10939,10976,9847,9904,828138,42253.0,8032896.0
2013-01-23,10035,10430,9997,10205,586434,43538.0,8032896.0
2013-01-24,9997,9997,9451,9508,321441,40566.0,8032896.0
2013-01-25,9602,9677,9131,9264,193472,39522.0,8032896.0
2013-01-28,9235,9404,9188,9311,97172,39723.0,8032896.0
2013-01-29,9329,9414,9244,9311,91264,39723.0,8032896.0
2013-01-30,9188,9357,8962,8981,108599,38317.0,8032896.0
2013-01-31,8849,8990,8482,8783,59622,37473.0,8032896.0
2013-02-01,8783,8962,8642,8661,53648,36951.0,8032896.0
2013-02-04,8717,8849,8529,8567,59048,36550.0,8032896.0
2013-02-05,8444,8453,8256,8454,69622,36068.0,8032896.0
2013-02-06,8557,8764,8444,8765,42671,37393.0,8032896.0
2013-02-07,8774,8924,8679,8887,42045,37915.0,8032896.0
2013-02-08,8868,8915,8670,8887,24659,37915.0,8032896.0
2013-02-12,8849,9000,8632,8708,41079,37152.0,8032896.0
2013-02-13,8698,8971,8698,8925,38052,38076.0,8032896.0
2013-02-14,8962,9404,8962,9320,319540,39763.0,8032896.0
2013-02-15,9263,9376,9160,9282,53662,39602.0,8032896.0
2013-02-18,9291,9696,9282,9414,144248,40164.0,8032896.0
2013-02-19,9273,9404,9225,9358,49390,39923.0,8032896.0
2013-02-20,9301,9847,9301,9678,235807,41289.0,8032896.0
2013-02-21,9677,9809,9583,9697,93678,41369.0,8032896.0
2013-02-22,9715,10129,9640,9885,106836,42173.0,8032896.0
2013-02-25,9734,10073,9696,9697,64174,41369.0,8032896.0
2013-02-26,9451,9658,9395,9405,90028,40124.0,8032896.0
2013-02-27,9489,10073,9433,10054,188753,42896.0,8032896.0
2013-02-28,10054,10205,9884,9998,55602,42655.0,8032896.0
2013-03-04,9979,10317,9884,9923,95826,42333.0,8032896.0
2013-03-05,9790,10223,9790,10167,110232,43378.0,8032896.0
2013-03-06,10242,10261,10035,10130,66683,43217.0,8032896.0
2013-03-07,10167,10223,9941,9941,87887,42414.0,8032896.0
2013-03-08,9941,10092,9734,9772,77858,41691.0,8032896.0
2013-03-11,9847,9960,9564,9772,60198,41691.0,8032896.0
2013-03-12,9922,10054,9790,9979,58019,42574.0,8032896.0
2013-03-13,9997,10016,9866,9998,53941,42655.0,8032896.0
2013-03-14,9997,10280,9866,10167,91590,43378.0,8032896.0
2013-03-15,10186,10543,10186,10262,125233,43779.0,8032896.0
2013-03-18,10167,10167,9771,9847,99983,42012.0,8032896.0
2013-03-19,9922,10073,9790,9828,32905,41932.0,8032896.0
2013-03-20,9828,10148,9734,9810,38844,41851.0,8032896.0
2013-03-21,9960,9960,9734,9734,29262,41530.0,8032896.0
2013-03-22,9734,9941,9602,9941,37691,42414.0,8032896.0
2013-03-25,9979,10205,9941,10130,58435,43217.0,8032896.0
2013-03-26,10186,10223,9997,10167,50377,43378.0,8032896.0
2013-03-27,10167,10167,9809,9828,67078,41932.0,8032896.0
2013-03-28,9640,10110,9640,10017,45387,42735.0,8032896.0
2013-03-29,9922,10167,9640,9772,147011,41691.0,8032896.0
2013-04-01,9828,9828,9640,9678,30706,41289.0,8032896.0
2013-04-02,9696,9790,9602,9715,30760,41450.0,8032896.0
2013-04-03,9658,9753,9508,9697,38052,41369.0,8032896.0
2013-04-04,9696,9790,9197,9584,70664,40887.0,8032896.0
2013-04-05,9583,9696,9320,9433,31660,40245.0,8032896.0
2013-04-08,9602,9602,9150,9151,25811,39040.0,8032896.0
2013-04-09,8887,9489,8708,9075,71121,38719.0,8032896.0
2013-04-10,9188,9301,9000,9132,25923,38960.0,8032896.0
2013-04-11,9141,9640,9141,9640,80996,41128.0,8032896.0
2013-04-12,9640,9753,9310,9527,49018,40646.0,8032896.0
2013-04-15,9640,9658,9357,9659,37617,41209.0,8032896.0
2013-04-16,9527,9715,9451,9621,32701,41048.0,8032896.0
2013-04-17,9753,10487,9621,10412,419724,44422.0,8032896.0
2013-04-18,10355,10449,10073,10073,125032,42976.0,8032896.0
2013-04-19,10299,11146,9960,10469,694294,44663.0,8032896.0
2013-04-22,10525,10713,10242,10638,149561,45386.0,8032896.0
2013-04-23,10638,10845,10223,10224,122305,43619.0,8032896.0
2013-04-24,10317,10788,10280,10280,181766,43860.0,8032896.0
2013-04-25,10487,10675,10261,10262,121865,43779.0,8032896.0
2013-04-26,10374,10638,10280,10487,109800,44743.0,8032896.0
2013-04-29,10543,10807,10487,10695,133876,45627.0,8032896.0
2013-04-30,10845,12238,10769,11730,1350944,50045.0,8032896.0
2013-05-02,11824,11861,11391,11523,330687,49161.0,8032896.0
2013-05-03,11579,12050,11372,11900,367516,50768.0,8032896.0
2013-05-06,12050,12332,11579,11674,394684,49804.0,8032896.0
2013-05-07,11767,11824,11466,11655,119176,49724.0,8032896.0
2013-05-08,11673,11974,11504,11824,182357,50447.0,8032896.0
2013-05-09,11956,12351,11692,11843,333900,50527.0,8032896.0
2013-05-10,11937,11956,11165,11278,189696,48117.0,8032896.0
2013-05-13,11259,11353,10920,11297,180290,48197.0,8032896.0
2013-05-14,11259,11410,10543,10638,151147,45386.0,8032896.0
2013-05-15,10732,11184,10374,11090,116028,47314.0,8032896.0
2013-05-16,10939,11202,10769,10921,84836,46591.0,8032896.0
2013-05-20,11014,11052,10562,10902,98001,46510.0,8032896.0
2013-05-21,10976,11278,10920,11128,124978,47474.0,8032896.0
2013-05-22,11127,11447,11071,11203,118088,47796.0,8032896.0
2013-05-23,11297,11635,10675,10808,200122,46109.0,8032896.0
2013-05-24,10845,11071,10694,11015,91786,46992.0,8032896.0
2013-05-27,11127,11956,11127,11768,274949,50206.0,8032896.0
2013-05-28,11786,11937,11598,11937,122492,50929.0,8032896.0
2013-05-29,11993,11993,11617,11617,128626,49563.0,8032896.0
2013-05-30,11617,11861,11410,11579,77797,49402.0,8032896.0
2013-05-31,11579,11673,10995,11297,107610,48197.0,8032896.0
2013-06-03,11089,11278,10976,11071,58405,47233.0,8032896.0
2013-06-04,11052,11259,10638,10676,94427,45547.0,8032896.0
2013-06-05,10562,10920,10543,10695,42594,45627.0,8032896.0
2013-06-07,10694,11108,10638,10789,118305,46028.0,8032896.0
2013-06-10,11221,11221,10732,10732,58789,45788.0,8032896.0
2013-06-11,10751,10958,10638,10939,28050,46671.0,8032896.0
2013-06-12,11014,11278,10826,11052,90240,47153.0,8032896.0
2013-06-13,10864,11146,10656,10845,48589,46269.0,8032896.0
2013-06-14,11089,11278,10807,11090,71092,47314.0,8032896.0
2013-06-17,11278,11278,10656,11203,61388,47796.0,8032896.0
2013-06-18,10995,11560,10939,11429,90492,48760.0,8032896.0
2013-06-19,11428,11692,11278,11278,73037,48117.0,8032896.0
2013-06-20,10976,11579,10826,11015,113386,46992.0,8032896.0
2013-06-21,10713,10976,10016,10525,118236,44904.0,8032896.0
2013-06-24,10412,10638,9640,9640,108565,41128.0,8032896.0
2013-06-25,9141,9583,8717,8925,111893,38076.0,8032896.0
2013-06-26,9131,9178,8849,9094,40062,38799.0,8032896.0
2013-06-27,9094,9470,9094,9348,49587,39883.0,8032896.0
2013-06-28,9470,9734,9348,9508,35843,40566.0,8032896.0
2013-07-01,9433,9677,9320,9546,28318,40727.0,8032896.0
2013-07-02,9470,9621,9225,9254,46904,39482.0,8032896.0
2013-07-03,9254,9414,8981,8981,31664,38317.0,8032896.0
2013-07-04,8971,9263,8896,9245,36469,39442.0,8032896.0
2013-07-05,9188,9367,9037,9254,26450,39482.0,8032896.0
2013-07-08,9263,9263,8774,8859,46961,37795.0,8032896.0
2013-07-09,8962,9018,8755,8944,21142,38156.0,8032896.0
2013-07-10,8943,9037,8689,8934,30085,38116.0,8032896.0
2013-07-11,8868,9094,8868,9038,32429,38558.0,8032896.0
2013-07-12,9112,9207,9018,9132,20194,38960.0,8032896.0
2013-07-15,9131,9131,8952,9009,30115,38437.0,8032896.0
2013-07-16,9028,9273,9000,9273,41148,39562.0,8032896.0
2013-07-17,9282,9433,9131,9169,31489,39120.0,8032896.0
2013-07-18,9188,9753,9188,9490,95628,40486.0,8032896.0
2013-07-19,9489,9640,9348,9348,32692,39883.0,8032896.0
2013-07-22,9367,9508,9235,9235,25991,39401.0,8032896.0
2013-07-23,9207,9527,9207,9311,37942,39723.0,8032896.0
2013-07-24,9404,9922,9310,9885,135932,42173.0,8032896.0
2013-07-25,9922,9922,9640,9753,52830,41610.0,8032896.0
2013-07-26,9790,10261,9658,9659,187421,41209.0,8032896.0
2013-07-29,9790,9941,9602,9603,37146,40968.0,8032896.0
2013-07-30,9696,9696,9508,9603,29814,40968.0,8032896.0
2013-07-31,9602,9696,9508,9621,19775,41048.0,8032896.0
2013-08-01,9658,9790,9320,9452,79205,40325.0,8032896.0
2013-08-02,9470,9546,9367,9377,25467,40004.0,8032896.0
2013-08-05,9376,9508,9320,9490,41131,40486.0,8032896.0
2013-08-06,9489,9489,9348,9433,39400,40245.0,8032896.0
2013-08-07,9433,9433,9310,9311,26302,39723.0,8032896.0
2013-08-08,9310,9395,9207,9292,15332,39642.0,8032896.0
2013-08-09,9395,9395,9169,9169,20131,39120.0,8032896.0
2013-08-12,9207,9225,8821,8944,41904,38156.0,8032896.0
2013-08-13,8952,9122,8952,9075,21120,38719.0,8032896.0
2013-08-14,9150,9677,9037,9621,107221,41048.0,8032896.0
2013-08-16,9489,9997,9451,9866,145115,42092.0,8032896.0
2013-08-19,9960,9997,9753,9998,82851,42655.0,8032896.0
2013-08-20,9922,10261,9866,9904,143176,42253.0,8032896.0
2013-08-21,10073,10073,9376,9452,92095,40325.0,8032896.0
2013-08-22,9329,9451,9122,9132,38025,38960.0,8032896.0
2013-08-23,9188,9508,9188,9508,24010,40566.0,8032896.0
2013-08-26,9640,9696,9320,9452,25178,40325.0,8032896.0
2013-08-27,9451,9527,9244,9245,35389,39442.0,8032896.0
2013-08-28,8971,9225,8887,9207,42715,39281.0,8032896.0
2013-08-29,9207,9329,9131,9217,47521,39321.0,8032896.0
2013-08-30,9197,9348,9094,9226,27589,39361.0,8032896.0
2013-09-02,9301,9508,9216,9452,15264,40325.0,8032896.0
2013-09-03,9621,9677,9404,9584,24293,40887.0,8032896.0
2013-09-04,9489,9621,9451,9527,10202,40646.0,8032896.0
2013-09-05,9640,9640,9470,9527,25236,40646.0,8032896.0
2013-09-06,9621,9621,9451,9546,12489,40727.0,8032896.0
2013-09-09,9602,9602,9207,9207,37435,39281.0,8032896.0
2013-09-10,9282,9348,9178,9235,17645,39401.0,8032896.0
2013-09-11,9320,9367,9235,9235,20674,39401.0,8032896.0
2013-09-12,9301,9790,9254,9621,93129,41048.0,8032896.0
2013-09-13,9715,9715,9527,9621,22808,41048.0,8032896.0
2013-09-16,9715,9715,9470,9508,19220,40566.0,8032896.0
2013-09-17,9602,9602,9404,9414,17213,40164.0,8032896.0
2013-09-23,9338,9470,9310,9320,26658,39763.0,8032896.0
2013-09-24,9320,9470,9273,9348,25380,39883.0,8032896.0
2013-09-25,9404,9404,9263,9264,18116,39522.0,8032896.0
2013-09-26,9263,9367,9188,9226,49523,39361.0,8032896.0
2013-09-27,9225,9320,9216,9235,11493,39401.0,8032896.0
2013-09-30,9263,9263,9141,9179,27609,39160.0,8032896.0
2013-10-01,9084,9178,8943,8962,68407,38237.0,8032896.0
2013-10-02,9037,9065,8877,8878,28447,37875.0,8032896.0
2013-10-04,8877,9282,8877,9094,40161,38799.0,8032896.0
2013-10-07,9282,9282,8990,8991,24421,38357.0,8032896.0
2013-10-08,8943,9075,8896,9038,19146,38558.0,8032896.0
2013-10-10,9112,9112,8971,8972,24451,38277.0,8032896.0
2013-10-11,9056,9903,9009,9810,195647,41851.0,8032896.0
2013-10-14,9828,9866,9583,9659,64191,41209.0,8032896.0
2013-10-15,9658,9979,9621,9828,82153,41932.0,8032896.0
2013-10-16,9979,9979,9451,9452,59284,40325.0,8032896.0
2013-10-17,9489,9696,9301,9301,42954,39683.0,8032896.0
2013-10-18,9225,9508,9225,9339,19626,39843.0,8032896.0
2013-10-21,9414,9753,9404,9697,55981,41369.0,8032896.0
2013-10-22,9715,9715,9546,9603,27280,40968.0,8032896.0
2013-10-23,9677,9866,9564,9584,54237,40887.0,8032896.0
2013-10-24,9658,10242,9658,10167,213062,43378.0,8032896.0
2013-10-25,10167,10638,10073,10337,265044,44101.0,8032896.0
2013-10-28,10336,10393,10054,10111,61099,43137.0,8032896.0
2013-10-29,10205,10543,10035,10205,88888,43538.0,8032896.0
2013-10-30,10205,10449,10167,10186,83418,43458.0,8032896.0
2013-10-31,10148,10261,9960,10073,46327,42976.0,8032896.0
2013-11-01,9903,10110,9884,10111,52827,43137.0,8032896.0
2013-11-04,10261,10995,10242,10469,241362,44663.0,8032896.0
2013-11-05,10525,10732,10374,10582,70470,45145.0,8032896.0
2013-11-06,10656,10675,10280,10280,56499,43860.0,8032896.0
2013-11-07,10261,10543,10054,10092,74541,43056.0,8032896.0
2013-11-08,10016,10242,9790,9828,54522,41932.0,8032896.0
2013-11-11,9903,9979,9489,9603,77524,40968.0,8032896.0
2013-11-12,9640,9922,9564,9697,44231,41369.0,8032896.0
2013-11-13,9696,9790,9470,9565,29482,40807.0,8032896.0
2013-11-14,9753,9753,9564,9678,14859,41289.0,8032896.0
2013-11-15,9677,9753,9225,9226,71972,39361.0,8032896.0
2013-11-18,9225,9320,8905,8906,86770,37996.0,8032896.0
2013-11-19,8981,9000,8839,8849,56115,37755.0,8032896.0
2013-11-20,8849,8971,8839,8906,37948,37996.0,8032896.0
2013-11-21,8905,9075,8905,9019,26772,38478.0,8032896.0
2013-11-22,9018,9122,8943,9038,26975,38558.0,8032896.0
2013-11-25,9037,9103,8971,9038,36246,38558.0,8032896.0
2013-11-26,9094,9301,9018,9282,28338,39602.0,8032896.0
2013-11-27,9329,9338,9131,9273,35920,39562.0,8032896.0
2013-11-28,9291,9301,9112,9207,68903,39281.0,8032896.0
2013-11-29,9141,9263,8924,8934,79622,38116.0,8032896.0
2013-12-02,8934,8943,8632,8633,98728,36831.0,8032896.0
2013-12-03,8614,8698,8096,8294,83031,35385.0,8032896.0
2013-12-04,8303,8849,8303,8746,62694,37313.0,8032896.0
2013-12-05,8811,9112,8566,9075,105098,38719.0,8032896.0
2013-12-06,8990,9112,8792,8831,53245,37674.0,8032896.0
2013-12-09,8830,8887,8614,8642,27779,36871.0,8032896.0
2013-12-10,8661,8849,8284,8294,47117,35385.0,8032896.0
2013-12-11,8228,8444,8143,8285,40407,35345.0,8032896.0
2013-12-12,8190,8472,8190,8397,22033,35827.0,8032896.0
2013-12-13,8397,8642,8359,8623,28216,36791.0,8032896.0
2013-12-16,8576,8698,8444,8595,31382,36670.0,8032896.0
2013-12-17,8566,8934,8510,8529,1044294,36389.0,8032896.0
2013-12-18,8604,8661,8378,8454,48652,36068.0,8032896.0
2013-12-19,8472,8519,8265,8266,33810,35264.0,8032896.0
2013-12-20,8265,8435,8256,8416,19613,35907.0,8032896.0
2013-12-23,8416,8614,8359,8614,42891,36750.0,8032896.0
2013-12-24,8585,8670,8463,8510,37621,36309.0,8032896.0
2013-12-26,8510,8698,8510,8689,25391,37072.0,8032896.0
2013-12-27,8689,8924,8632,8746,48676,37313.0,8032896.0
2013-12-30,8896,8896,8642,8689,12740,37072.0,8032896.0
2014-01-02,8830,8830,8632,8642,23059,36871.0,8032896.0
2014-01-03,8642,8736,8472,8482,12715,36188.0,8032896.0
2014-01-06,8397,8519,8397,8492,26873,36228.0,8032896.0
2014-01-07,8491,8548,8416,8529,20981,36389.0,8032896.0
2014-01-08,8632,8632,8435,8454,25030,36068.0,8032896.0
2014-01-09,8453,8604,8453,8586,29465,36630.0,8032896.0
2014-01-10,8585,8623,8388,8435,43222,35987.0,8032896.0
2014-01-13,8435,9508,8435,8849,501627,37755.0,8032896.0
2014-01-14,8849,8915,8632,8718,166356,37192.0,8032896.0
2014-01-15,8839,9131,8708,8991,177750,38357.0,8032896.0
2014-01-16,9065,9866,8896,8925,486229,38076.0,8032896.0
2014-01-17,9047,9056,8774,9019,121919,38478.0,8032896.0
2014-01-20,9037,9169,8943,8944,106727,38156.0,8032896.0
2014-01-21,8868,9188,8868,9028,224390,38518.0,8032896.0
2014-01-22,9028,9451,8990,9320,391422,39763.0,8032896.0
2014-01-23,9470,9790,9244,9282,374823,39602.0,8032896.0
2014-01-24,9338,9451,9009,9113,205646,38879.0,8032896.0
2014-01-27,8849,9188,8802,9188,202807,39201.0,8032896.0
2014-01-28,9197,9602,9065,9584,127040,40887.0,8032896.0
2014-01-29,9602,10035,9489,9810,224058,41851.0,8032896.0
2014-02-03,9658,9960,9602,9866,173921,42092.0,8032896.0
2014-02-04,9696,9847,9508,9584,142751,40887.0,8032896.0
2014-02-05,9696,9734,9451,9452,90125,40325.0,8032896.0
2014-02-06,9508,10148,9433,10149,179277,43297.0,8032896.0
2014-02-07,10167,10675,8896,9301,1203305,39683.0,8032896.0
2014-02-10,9414,9470,9169,9471,188251,40405.0,8032896.0
2014-02-11,9508,9866,9395,9490,136759,40486.0,8032896.0
2014-02-12,9489,9583,9263,9282,113371,39602.0,8032896.0
