제이엔케이히터(126880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-10-11,9586,9725,9447,9587,73008,110400.0,8000000.0
2012-10-12,9516,9829,9447,9448,124090,108800.0,8000000.0
2012-10-15,9447,9586,9030,9031,140043,104000.0,8000000.0
2012-10-16,9030,9169,8718,9031,73247,104000.0,8000000.0
2012-10-17,9134,9134,8787,8823,54401,101600.0,8000000.0
2012-10-18,8822,8961,8405,8476,139090,97600.0,8000000.0
2012-10-19,8579,8752,8509,8649,57245,99600.0,8000000.0
2012-10-22,8475,8787,8475,8684,31606,100000.0,8000000.0
2012-10-23,8718,8856,8579,8788,47574,101200.0,8000000.0
2012-10-24,8614,8752,8614,8719,36888,100400.0,8000000.0
2012-10-25,8648,8683,8058,8163,128803,94000.0,8000000.0
2012-10-26,8266,8266,7711,7746,112677,89200.0,8000000.0
2012-10-29,7745,7850,7433,7433,86392,85600.0,8000000.0
2012-10-30,7363,7711,7363,7642,46448,88000.0,8000000.0
2012-10-31,7884,8093,7572,7746,91660,89200.0,8000000.0
2012-11-01,7815,7815,7572,7746,38605,89200.0,8000000.0
2012-11-02,7780,7850,7676,7781,48031,89600.0,8000000.0
2012-11-05,7780,7815,7641,7676,24290,88400.0,8000000.0
2012-11-06,7676,7780,7502,7642,36255,88000.0,8000000.0
2012-11-07,7676,7745,7537,7642,24247,88000.0,8000000.0
2012-11-08,7502,7572,7433,7537,33281,86800.0,8000000.0
2012-11-09,7606,7884,7502,7711,48084,88800.0,8000000.0
2012-11-12,7850,7850,7641,7850,23917,90400.0,8000000.0
2012-11-13,7850,7919,7606,7607,24217,87600.0,8000000.0
2012-11-14,7572,7606,7328,7329,29156,84400.0,8000000.0
2012-11-15,7120,7328,7085,7329,40827,84400.0,8000000.0
2012-11-16,7189,7294,7085,7086,27733,81600.0,8000000.0
2012-11-19,7051,7224,6932,7086,33608,81600.0,8000000.0
2012-11-20,7155,7433,7155,7225,25456,83200.0,8000000.0
2012-11-21,7259,7328,7016,7086,19234,81600.0,8000000.0
2012-11-22,7120,7189,7016,7086,24531,81600.0,8000000.0
2012-11-23,7085,7363,6981,7294,72427,84000.0,8000000.0
2012-11-26,7328,7572,7294,7329,59167,84400.0,8000000.0
2012-11-27,7467,7745,7363,7537,142643,86800.0,8000000.0
2012-11-28,7502,7641,7363,7537,29358,86800.0,8000000.0
2012-11-29,7641,7711,7467,7607,49276,87600.0,8000000.0
2012-11-30,7641,7641,7502,7572,16755,87200.0,8000000.0
2012-12-03,7502,7572,7398,7398,21073,85200.0,8000000.0
2012-12-04,7328,7572,7328,7468,16058,86000.0,8000000.0
2012-12-05,7467,7572,7328,7398,22819,85200.0,8000000.0
2012-12-06,7433,7711,7433,7572,50199,87200.0,8000000.0
2012-12-07,7572,7815,7537,7711,43557,88800.0,8000000.0
2012-12-10,7815,7815,7537,7642,21229,88000.0,8000000.0
2012-12-11,7711,7780,7537,7607,18779,87600.0,8000000.0
2012-12-12,7606,7711,7433,7433,35759,85600.0,8000000.0
2012-12-13,7502,7745,7467,7642,37581,88000.0,8000000.0
2012-12-14,7676,7676,7572,7572,21848,87200.0,8000000.0
2012-12-17,7606,7676,7467,7572,19533,87200.0,8000000.0
2012-12-18,7572,7815,7537,7711,44437,88800.0,8000000.0
2012-12-20,7780,7884,7502,7607,46717,87600.0,8000000.0
2012-12-21,7537,7641,7398,7503,42545,86400.0,8000000.0
2012-12-24,7433,7537,7398,7433,25447,85600.0,8000000.0
2012-12-26,7467,7572,7433,7537,23379,86800.0,8000000.0
2012-12-27,7467,7537,7363,7537,18047,86800.0,8000000.0
2012-12-28,7606,7641,7398,7398,41275,85200.0,8000000.0
2013-01-02,7433,7502,7433,7468,21154,86000.0,8000000.0
2013-01-03,7502,7780,7467,7711,87317,88800.0,8000000.0
2013-01-04,7745,7815,7537,7781,62128,89600.0,8000000.0
2013-01-07,7780,7919,7641,7746,60352,89200.0,8000000.0
2013-01-08,7676,7850,7641,7711,34612,88800.0,8000000.0
2013-01-09,7780,7919,7641,7920,38256,91200.0,8000000.0
2013-01-10,7884,8023,7815,7850,27425,90400.0,8000000.0
2013-01-11,7850,8058,7815,7815,41610,90000.0,8000000.0
2013-01-14,7780,7954,7780,7850,18247,90400.0,8000000.0
2013-01-15,7815,7884,7641,7711,51448,88800.0,8000000.0
2013-01-16,7676,7780,7641,7746,28915,89200.0,8000000.0
2013-01-17,7711,7989,7641,7920,41149,91200.0,8000000.0
2013-01-18,7919,8266,7884,8267,73993,95200.0,8000000.0
2013-01-21,8266,8266,7120,8024,41192,92400.0,8000000.0
2013-01-22,8093,8266,7919,8128,27156,93600.0,8000000.0
2013-01-23,8162,8162,7884,7885,20996,90800.0,8000000.0
2013-01-24,7919,7954,7676,7676,25598,88400.0,8000000.0
2013-01-25,7676,7954,7676,7815,31240,90000.0,8000000.0
2013-01-28,7815,7815,7641,7711,14463,88800.0,8000000.0
2013-01-29,7850,7850,7641,7642,23288,88000.0,8000000.0
2013-01-30,7641,7850,7641,7815,16158,90000.0,8000000.0
2013-01-31,7815,7884,7745,7746,18728,89200.0,8000000.0
2013-02-01,7815,7954,7676,7746,43150,89200.0,8000000.0
2013-02-04,7780,7815,7711,7815,14290,90000.0,8000000.0
2013-02-05,7815,7815,7641,7781,22700,89600.0,8000000.0
2013-02-06,7815,8093,7745,8059,37560,92800.0,8000000.0
2013-02-07,7989,8093,7884,7989,19086,92000.0,8000000.0
2013-02-08,7884,8023,7780,7989,13819,92000.0,8000000.0
2013-02-12,7989,7989,7711,7885,13872,90800.0,8000000.0
2013-02-13,7850,7954,7815,7850,8946,90400.0,8000000.0
2013-02-14,7850,7919,7780,7885,10420,90800.0,8000000.0
2013-02-15,7954,7954,7711,7815,15197,90000.0,8000000.0
2013-02-18,7780,7884,7711,7746,30884,89200.0,8000000.0
2013-02-19,7780,7850,7676,7781,19376,89600.0,8000000.0
2013-02-20,7780,7989,7780,7920,34327,91200.0,8000000.0
2013-02-21,7850,7989,7711,7746,24891,89200.0,8000000.0
2013-02-22,7780,8023,7711,7885,41404,90800.0,8000000.0
2013-02-25,7954,7954,7780,7815,23690,90000.0,8000000.0
2013-02-26,7780,7884,7780,7850,11017,90400.0,8000000.0
2013-02-27,7884,8232,7850,8163,110926,94000.0,8000000.0
2013-02-28,8197,8232,8023,8059,41817,92800.0,8000000.0
2013-03-04,8093,8197,7745,7781,53105,89600.0,8000000.0
2013-03-05,7850,7919,7780,7815,27687,90000.0,8000000.0
2013-03-06,7884,7884,7780,7850,27113,90400.0,8000000.0
2013-03-07,7815,7884,7606,7642,55439,88000.0,8000000.0
2013-03-08,7641,7745,7572,7607,21443,87600.0,8000000.0
2013-03-11,7606,7745,7363,7607,47919,87600.0,8000000.0
2013-03-12,7572,7850,7572,7815,16988,90000.0,8000000.0
2013-03-13,7850,7919,7745,7885,16971,90800.0,8000000.0
2013-03-14,7919,8058,7815,7954,44776,91600.0,8000000.0
2013-03-15,8023,8371,7989,8198,78967,94400.0,8000000.0
2013-03-18,8058,8232,7989,8059,39472,92800.0,8000000.0
2013-03-19,8162,8197,7989,8128,23706,93600.0,8000000.0
2013-03-20,8197,8197,7850,7850,56915,90400.0,8000000.0
2013-03-21,7919,8023,7850,7989,25329,92000.0,8000000.0
2013-03-22,8058,8058,7884,7885,23430,90800.0,8000000.0
2013-03-25,7884,7989,7850,7850,17703,90400.0,8000000.0
2013-03-26,7850,8128,7780,8059,37662,92800.0,8000000.0
2013-03-27,8058,8128,7919,8059,27908,92800.0,8000000.0
2013-03-28,8058,8266,8023,8059,35182,92800.0,8000000.0
2013-03-29,8128,8336,8093,8302,69582,95600.0,8000000.0
2013-04-01,8232,8440,8197,8267,67988,95200.0,8000000.0
2013-04-02,8232,8440,8023,8128,54767,93600.0,8000000.0
2013-04-03,8232,8232,7884,7920,41226,91200.0,8000000.0
2013-04-04,7919,7919,7502,7746,75785,89200.0,8000000.0
2013-04-05,7641,7711,7467,7468,37135,86000.0,8000000.0
2013-04-08,7537,7537,7085,7155,63195,82400.0,8000000.0
2013-04-09,7155,7363,6981,7051,39929,81200.0,8000000.0
2013-04-10,7155,7294,7120,7155,24861,82400.0,8000000.0
2013-04-11,7224,7328,7120,7329,17084,84400.0,8000000.0
2013-04-12,7294,7398,7120,7190,40192,82800.0,8000000.0
2013-04-15,7155,7189,6842,6850,93661,78880.0,8000000.0
2013-04-16,6807,6807,6599,6717,54529,77360.0,8000000.0
2013-04-17,6717,6786,6634,6704,23520,77200.0,8000000.0
2013-04-18,6696,6932,6689,6717,27439,77360.0,8000000.0
2013-04-19,6745,6766,6634,6669,32933,76800.0,8000000.0
2013-04-22,6689,6807,6641,6697,18129,77120.0,8000000.0
2013-04-23,6703,6863,6675,6843,24735,78800.0,8000000.0
2013-04-24,6856,7051,6856,7051,26870,81200.0,8000000.0
2013-04-25,6946,7085,6946,6982,14093,80400.0,8000000.0
2013-04-26,6981,7189,6946,7086,18055,81600.0,8000000.0
2013-04-29,7120,7155,6946,7086,8373,81600.0,8000000.0
2013-04-30,7051,7328,7016,7155,25039,82400.0,8000000.0
2013-05-02,7155,7363,7051,7155,35051,82400.0,8000000.0
2013-05-03,7155,7224,7120,7225,15995,83200.0,8000000.0
2013-05-06,7294,7363,7155,7225,13156,83200.0,8000000.0
2013-05-07,7224,7224,7051,7121,22203,82000.0,8000000.0
2013-05-08,7120,7189,6981,7051,25675,81200.0,8000000.0
2013-05-09,7051,7155,6981,7051,32654,81200.0,8000000.0
2013-05-10,7085,7120,6925,6982,31172,80400.0,8000000.0
2013-05-13,7016,7051,6891,6898,21906,79440.0,8000000.0
2013-05-14,6898,6946,6738,6745,63627,77680.0,8000000.0
2013-05-15,6710,6842,6710,6815,19767,78480.0,8000000.0
2013-05-16,6863,6925,6759,6759,31942,77840.0,8000000.0
2013-05-20,6759,6877,6752,6815,10330,78480.0,8000000.0
2013-05-21,6814,6939,6800,6850,26344,78880.0,8000000.0
2013-05-22,6946,7085,6884,7051,46775,81200.0,8000000.0
2013-05-23,7016,7085,6786,6850,57291,78880.0,8000000.0
2013-05-24,6842,6981,6752,6919,49249,79680.0,8000000.0
2013-05-27,6905,6918,6786,6870,35938,79120.0,8000000.0
2013-05-28,6870,6946,6821,6891,35068,79360.0,8000000.0
2013-05-29,6939,6981,6856,6884,18892,79280.0,8000000.0
2013-05-30,6912,6939,6738,6801,57806,78320.0,8000000.0
2013-05-31,6842,6863,6745,6843,46923,78800.0,8000000.0
2013-06-03,6828,6891,6786,6808,25281,78400.0,8000000.0
2013-06-04,6877,6891,6613,6717,56000,77360.0,8000000.0
2013-06-05,6731,6793,6578,6599,33489,76000.0,8000000.0
2013-06-07,6606,6647,6286,6523,60348,75120.0,8000000.0
2013-06-10,6529,6703,6376,6669,18150,76800.0,8000000.0
2013-06-11,6634,6710,6515,6585,28352,75840.0,8000000.0
2013-06-12,6529,6585,6411,6426,33639,74000.0,8000000.0
2013-06-13,6370,6453,6342,6349,15057,73120.0,8000000.0
2013-06-14,6349,6383,6321,6356,15991,73200.0,8000000.0
2013-06-17,6286,6529,6286,6440,11611,74160.0,8000000.0
2013-06-18,6390,6488,6376,6454,14186,74320.0,8000000.0
2013-06-19,6453,6578,6390,6405,10170,73760.0,8000000.0
2013-06-20,6404,6404,6154,6155,31071,70880.0,8000000.0
2013-06-21,5946,6064,5765,5808,39589,66880.0,8000000.0
2013-06-24,5821,5855,5696,5697,11507,65600.0,8000000.0
2013-06-25,5640,5737,5279,5280,36887,60800.0,8000000.0
2013-06-26,5480,5480,5299,5398,11226,62160.0,8000000.0
2013-06-27,5376,5612,5376,5593,14433,64400.0,8000000.0
2013-06-28,5626,5758,5605,5704,8834,65680.0,8000000.0
2013-07-01,5834,6112,5834,6016,36944,69280.0,8000000.0
2013-07-02,5918,6022,5904,5919,12611,68160.0,8000000.0
2013-07-03,5876,5967,5709,5711,11154,65760.0,8000000.0
2013-07-04,5730,5828,5668,5718,15127,65840.0,8000000.0
2013-07-05,5716,5807,5716,5753,7634,66240.0,8000000.0
2013-07-08,5772,5793,5647,5697,6939,65600.0,8000000.0
2013-07-09,5661,5751,5640,5739,9866,66080.0,8000000.0
2013-07-10,5758,5765,5626,5628,6885,64800.0,8000000.0
2013-07-11,5647,5814,5647,5766,19033,66400.0,8000000.0
2013-07-12,5779,5800,5709,5759,7454,66320.0,8000000.0
2013-07-15,5758,5946,5758,5877,9953,67680.0,8000000.0
2013-07-16,5828,6175,5828,6148,24585,70800.0,8000000.0
2013-07-17,6147,6383,6147,6259,25363,72080.0,8000000.0
2013-07-18,6258,6307,6231,6280,4090,72320.0,8000000.0
2013-07-19,6279,6321,6251,6308,7344,72640.0,8000000.0
2013-07-22,6307,6411,6286,6301,10393,72560.0,8000000.0
2013-07-23,6279,6342,6251,6259,8845,72080.0,8000000.0
2013-07-24,6293,6404,6286,6391,13418,73600.0,8000000.0
2013-07-25,6411,6731,6411,6599,45408,76000.0,8000000.0
2013-07-26,6620,6641,6564,6620,17028,76240.0,8000000.0
2013-07-29,6620,6620,6536,6579,12232,75760.0,8000000.0
2013-07-30,6474,6564,6467,6551,21328,75440.0,8000000.0
2013-07-31,6550,6647,6481,6551,12392,75440.0,8000000.0
2013-08-01,6550,6599,6495,6558,13394,75520.0,8000000.0
2013-08-02,6529,6564,6515,6516,10976,75040.0,8000000.0
2013-08-05,6460,6522,6425,6461,13057,74400.0,8000000.0
2013-08-06,6411,6488,6390,6467,9542,74480.0,8000000.0
2013-08-07,6495,6495,6390,6433,8640,74080.0,8000000.0
2013-08-08,6432,6502,6370,6461,11608,74400.0,8000000.0
2013-08-09,6467,6522,6376,6488,16837,74720.0,8000000.0
2013-08-12,6488,6536,6390,6516,7033,75040.0,8000000.0
2013-08-13,6495,6529,6481,6495,11301,74800.0,8000000.0
2013-08-14,6439,6529,6425,6523,10395,75120.0,8000000.0
2013-08-16,6529,6627,6460,6530,14628,75200.0,8000000.0
2013-08-19,6529,6641,6529,6530,8498,75200.0,8000000.0
2013-08-20,6425,6529,6363,6391,15913,73600.0,8000000.0
2013-08-21,6418,6488,6085,6107,17261,70320.0,8000000.0
2013-08-22,6099,6099,5702,5864,16522,67520.0,8000000.0
2013-08-23,5869,5960,5869,5940,6952,68400.0,8000000.0
2013-08-26,5953,5973,5841,5975,7076,68800.0,8000000.0
2013-08-27,5876,5953,5730,5773,15824,66480.0,8000000.0
2013-08-28,5598,5772,5598,5697,9224,65600.0,8000000.0
2013-08-29,5633,5987,5633,5940,17197,68400.0,8000000.0
2013-08-30,5932,5987,5828,5975,2499,68800.0,8000000.0
2013-09-02,5960,5960,5716,5905,9794,68000.0,8000000.0
2013-09-03,5939,5994,5869,5968,11278,68720.0,8000000.0
2013-09-04,5973,6036,5821,5891,17674,67840.0,8000000.0
2013-09-05,5890,5911,5779,5780,10249,66560.0,8000000.0
2013-09-06,5779,5841,5723,5829,7032,67120.0,8000000.0
2013-09-09,5800,6099,5800,6100,26064,70240.0,8000000.0
2013-09-10,6182,6182,6057,6058,2537,69760.0,8000000.0
2013-09-11,6001,6099,6001,6058,10909,69760.0,8000000.0
2013-09-12,6029,6092,5918,5933,9235,68320.0,8000000.0
2013-09-13,5876,5994,5876,5961,3862,68640.0,8000000.0
2013-09-16,5960,6168,5946,5961,6006,68640.0,8000000.0
2013-09-17,5939,5973,5911,5968,3706,68720.0,8000000.0
2013-09-23,5967,6036,5828,5940,8660,68400.0,8000000.0
2013-09-24,5946,5946,5869,5926,9404,68240.0,8000000.0
2013-09-25,5925,5946,5765,5871,7265,67600.0,8000000.0
2013-09-26,5800,5862,5793,5801,7818,66800.0,8000000.0
2013-09-27,5765,5828,5765,5815,9851,66960.0,8000000.0
2013-09-30,5779,5807,5709,5759,9671,66320.0,8000000.0
2013-10-01,5758,5758,5612,5648,13412,65040.0,8000000.0
2013-10-02,5626,5709,5563,5628,4381,64800.0,8000000.0
2013-10-04,5584,5633,5577,5579,7566,64240.0,8000000.0
2013-10-07,5577,5577,5452,5502,8880,63360.0,8000000.0
2013-10-08,5383,5459,5348,5363,9457,61760.0,8000000.0
2013-10-10,5383,5418,5369,5391,4309,62080.0,8000000.0
2013-10-11,5411,5591,5411,5516,13477,63520.0,8000000.0
2013-10-14,5515,5557,5431,5516,4964,63520.0,8000000.0
2013-10-15,5438,5529,5438,5530,8133,63680.0,8000000.0
2013-10-16,5529,5584,5473,5530,6896,63680.0,8000000.0
2013-10-17,5529,5591,5494,5572,9739,64160.0,8000000.0
2013-10-18,5570,5640,5522,5572,11516,64160.0,8000000.0
2013-10-21,5605,5605,5487,5558,2024,64000.0,8000000.0
2013-10-22,5508,5591,5355,5475,12116,63040.0,8000000.0
2013-10-23,5473,5473,5292,5329,31517,61360.0,8000000.0
2013-10-24,5348,5348,5279,5308,10860,61120.0,8000000.0
2013-10-25,5390,5431,5348,5384,10844,62000.0,8000000.0
2013-10-28,5404,5404,5237,5266,16370,60640.0,8000000.0
2013-10-29,5244,5292,5070,5127,42125,59040.0,8000000.0
2013-10-30,5119,5195,5119,5176,12123,59600.0,8000000.0
2013-10-31,5112,5174,5056,5079,17046,58480.0,8000000.0
2013-11-01,5133,5133,5001,5002,13608,57600.0,8000000.0
2013-11-04,5056,5056,4994,5009,6655,57680.0,8000000.0
2013-11-05,5063,5112,5001,5072,17564,58400.0,8000000.0
2013-11-06,5105,5105,5008,5016,6929,57760.0,8000000.0
2013-11-07,5001,5001,4855,4898,20732,56400.0,8000000.0
2013-11-08,4890,4890,4751,4773,19143,54960.0,8000000.0
2013-11-11,4772,4799,4480,4495,38718,51760.0,8000000.0
2013-11-12,4494,4563,4466,4530,12748,52160.0,8000000.0
2013-11-13,4529,4549,4445,4467,7381,51440.0,8000000.0
2013-11-14,4466,4536,4466,4516,12571,52000.0,8000000.0
2013-11-15,4480,4515,4480,4502,6944,51840.0,8000000.0
2013-11-18,4515,4744,4501,4620,18212,53200.0,8000000.0
2013-11-19,4584,4945,4584,4884,37737,56240.0,8000000.0
2013-11-20,4945,4945,4792,4884,13744,56240.0,8000000.0
2013-11-21,4897,4924,4737,4745,2284,54640.0,8000000.0
2013-11-22,4779,4855,4730,4801,1978,55280.0,8000000.0
2013-11-25,4827,5508,4827,5224,111605,60160.0,8000000.0
2013-11-26,5244,5244,5042,5169,13106,59520.0,8000000.0
2013-11-27,5181,5181,5008,5099,11778,58720.0,8000000.0
2013-11-28,5077,5383,5063,5315,15589,61200.0,8000000.0
2013-11-29,5292,5452,5202,5224,7255,60160.0,8000000.0
2013-12-02,5265,5265,5119,5169,3243,59520.0,8000000.0
2013-12-03,5084,5223,5021,5072,6590,58400.0,8000000.0
2013-12-04,5077,5126,4945,5072,3918,58400.0,8000000.0
2013-12-05,4980,5035,4862,4863,85418,56000.0,8000000.0
2013-12-06,4862,4994,4792,4926,9164,56720.0,8000000.0
2013-12-09,4924,5140,4924,5037,11865,58000.0,8000000.0
2013-12-10,5008,5473,5008,5329,47255,61360.0,8000000.0
2013-12-11,5411,5411,5147,5218,11782,60080.0,8000000.0
2013-12-12,5098,5209,5091,5197,3508,59840.0,8000000.0
2013-12-13,5209,5348,5133,5343,16355,61520.0,8000000.0
2013-12-16,5292,5348,5216,5322,9532,61280.0,8000000.0
2013-12-17,5334,5383,5251,5343,14525,61520.0,8000000.0
2013-12-18,5279,5348,5265,5273,7877,60720.0,8000000.0
2013-12-19,5272,5327,5216,5218,12030,60080.0,8000000.0
2013-12-20,5216,5431,5216,5363,7245,61760.0,8000000.0
2013-12-23,5404,5452,5299,5363,5399,61760.0,8000000.0
2013-12-24,5341,5383,5209,5350,16091,61600.0,8000000.0
2013-12-26,5244,5376,5174,5245,3314,60400.0,8000000.0
2013-12-27,5154,5244,5077,5245,9055,60400.0,8000000.0
2013-12-30,5119,5119,4980,5002,13002,57600.0,8000000.0
2014-01-02,4931,5008,4813,4815,24092,55440.0,8000000.0
2014-01-03,4813,4931,4799,4877,7478,56160.0,8000000.0
2014-01-06,4876,5035,4841,5016,22191,57760.0,8000000.0
2014-01-07,5015,5119,5001,5113,5330,58880.0,8000000.0
2014-01-08,5028,5188,5028,5190,6719,59760.0,8000000.0
2014-01-09,5188,5272,5084,5211,20511,60000.0,8000000.0
2014-01-10,5209,5251,5174,5231,9573,60240.0,8000000.0
2014-01-13,5237,5272,5230,5238,4244,60320.0,8000000.0
2014-01-14,5209,5279,5160,5238,13115,60320.0,8000000.0
2014-01-15,5279,5313,5244,5315,6017,61200.0,8000000.0
2014-01-16,5313,5334,5279,5315,3568,61200.0,8000000.0
2014-01-17,5258,5341,5244,5322,4387,61280.0,8000000.0
2014-01-20,5341,5341,5258,5266,1961,60640.0,8000000.0
2014-01-21,5265,5320,5140,5294,22706,60960.0,8000000.0
2014-01-22,5292,5348,5237,5315,9369,61200.0,8000000.0
2014-01-23,5348,5598,5313,5495,45257,63280.0,8000000.0
2014-01-24,5543,5855,5494,5753,55119,66240.0,8000000.0
2014-01-27,5702,5702,5543,5621,15994,64720.0,8000000.0
2014-01-28,5619,5668,5383,5530,22249,63680.0,8000000.0
2014-01-29,5452,5619,5452,5551,8911,63920.0,8000000.0
2014-02-03,5494,5619,5418,5544,8956,63840.0,8000000.0
2014-02-04,5570,5570,5383,5509,15574,63440.0,8000000.0
2014-02-05,5452,5577,5452,5544,8089,63840.0,8000000.0
2014-02-06,5404,5765,5404,5676,29690,65360.0,8000000.0
2014-02-07,5675,5751,5675,5676,13411,65360.0,8000000.0
2014-02-10,5640,5675,5487,5607,17923,64560.0,8000000.0
2014-02-11,5626,5626,5466,5551,16019,63920.0,8000000.0
2014-02-12,5501,5598,5390,5391,13476,62080.0,8000000.0
2014-02-13,5508,5508,5334,5419,5518,62400.0,8000000.0
2014-02-14,5438,5438,5348,5419,1681,62400.0,8000000.0
2014-02-17,5362,5501,5348,5502,11662,63360.0,8000000.0
2014-02-18,5501,5577,5452,5544,10307,63840.0,8000000.0
2014-02-19,5563,5619,5501,5614,11333,64640.0,8000000.0
2014-02-20,5626,5626,5466,5551,3081,63920.0,8000000.0
2014-02-21,5529,5591,5501,5558,7850,64000.0,8000000.0
2014-02-24,5598,5626,5529,5558,8075,64000.0,8000000.0
2014-02-25,5557,5584,5515,5586,3286,64320.0,8000000.0
2014-02-26,5619,5619,5480,5544,7655,63840.0,8000000.0
2014-02-27,5487,5570,5487,5544,18938,63840.0,8000000.0
2014-02-28,5494,5696,5494,5558,9813,64000.0,8000000.0
2014-03-03,5557,5654,5557,5565,5744,64080.0,8000000.0
2014-03-04,5612,5612,5515,5593,11554,64400.0,8000000.0
2014-03-05,5591,5675,5543,5628,37111,64800.0,8000000.0
2014-03-06,5682,5682,5584,5641,21178,64960.0,8000000.0
2014-03-07,5640,5668,5598,5641,9718,64960.0,8000000.0
2014-03-10,5633,5689,5612,5641,8845,64960.0,8000000.0
2014-03-11,5661,5661,5612,5641,4471,64960.0,8000000.0
2014-03-12,5619,5654,5487,5489,14530,63200.0,8000000.0
2014-03-13,5487,5557,5459,5461,7093,62880.0,8000000.0
2014-03-14,5418,5508,5411,5468,12809,62960.0,8000000.0
2014-03-17,5466,5515,5411,5482,3977,63120.0,8000000.0
2014-03-18,5480,5480,5390,5391,10830,62080.0,8000000.0
2014-03-19,5390,5557,5383,5523,2647,63600.0,8000000.0
2014-03-20,5522,5619,5418,5426,4509,62480.0,8000000.0
2014-03-21,5418,5425,5341,5419,10967,62400.0,8000000.0
2014-03-24,5418,5445,5348,5447,9527,62720.0,8000000.0
2014-03-25,5452,5452,5376,5426,1278,62480.0,8000000.0
2014-03-26,5418,5459,5404,5461,4361,62880.0,8000000.0
2014-03-27,5487,5487,5411,5461,9059,62880.0,8000000.0
2014-03-28,5466,5466,5383,5419,2445,62400.0,8000000.0
2014-03-31,5404,5418,5348,5384,4396,62000.0,8000000.0
2014-04-01,5383,5536,5383,5502,20058,63360.0,8000000.0
2014-04-02,5459,5570,5452,5523,15747,63600.0,8000000.0
2014-04-03,5550,5563,5480,5516,16306,63520.0,8000000.0
2014-04-04,5515,5682,5515,5558,60633,64000.0,8000000.0
2014-04-07,5570,5577,5487,5516,11608,63520.0,8000000.0
2014-04-08,5515,5557,5418,5516,8664,63520.0,8000000.0
2014-04-09,5508,5557,5452,5489,36340,63200.0,8000000.0
2014-04-10,5494,5543,5473,5495,36229,63280.0,8000000.0
2014-04-11,5494,5550,5445,5495,8270,63280.0,8000000.0
2014-04-14,5452,5529,5445,5489,19464,63200.0,8000000.0
2014-04-15,5466,5487,5355,5405,13832,62240.0,8000000.0
2014-04-16,5404,5411,5320,5398,27641,62160.0,8000000.0
2014-04-17,5383,5418,5334,5377,6585,61920.0,8000000.0
2014-04-18,5369,5411,5334,5405,10088,62240.0,8000000.0
2014-04-21,5390,5459,5348,5357,11599,61680.0,8000000.0
2014-04-22,5362,5404,5292,5357,12159,61680.0,8000000.0
2014-04-23,5355,5355,5313,5350,15717,61600.0,8000000.0
2014-04-24,5348,5369,5209,5252,12113,60480.0,8000000.0
2014-04-25,5216,5313,5167,5204,13522,59920.0,8000000.0
2014-04-28,5154,5327,5147,5231,33568,60240.0,8000000.0
2014-04-29,5230,5279,5209,5211,9065,60000.0,8000000.0
2014-04-30,5188,5258,5174,5197,94746,59840.0,8000000.0
2014-05-02,5195,5320,5195,5245,73226,60400.0,8000000.0
2014-05-07,5244,5286,5188,5259,77390,60560.0,8000000.0
2014-05-08,5258,5279,5195,5280,14490,60800.0,8000000.0
2014-05-09,5244,5279,5174,5218,4809,60080.0,8000000.0
2014-05-12,5147,5216,5105,5141,9048,59200.0,8000000.0
2014-05-13,5070,5174,5035,5058,22395,58240.0,8000000.0
2014-05-14,5028,5133,5028,5086,14066,58560.0,8000000.0
2014-05-15,5063,5126,5001,5002,10965,57600.0,8000000.0
2014-05-16,5001,5021,4952,4967,13716,57200.0,8000000.0
2014-05-19,4966,5063,4938,4967,7275,57200.0,8000000.0
2014-05-20,4966,4966,4862,4905,6924,56480.0,8000000.0
2014-05-21,4903,4966,4855,4912,10398,56560.0,8000000.0
2014-05-22,4883,4959,4855,4960,6176,57120.0,8000000.0
2014-05-23,4959,5001,4924,4981,7230,57360.0,8000000.0
2014-05-26,5015,5015,4952,4988,675,57440.0,8000000.0
2014-05-27,4931,5008,4931,4967,16912,57200.0,8000000.0
2014-05-28,4966,4966,4924,4947,3228,56960.0,8000000.0
2014-05-29,4938,4938,4848,4849,5334,55840.0,8000000.0
2014-05-30,4848,4890,4785,4891,10507,56320.0,8000000.0
2014-06-02,4834,4834,4723,4787,14633,55120.0,8000000.0
2014-06-03,4765,4765,4640,4662,8715,53680.0,8000000.0
2014-06-05,4633,4702,4584,4676,3588,53840.0,8000000.0
2014-06-09,4258,4667,4258,4411,34735,50800.0,8000000.0
2014-06-10,4369,4411,4279,4300,12176,49520.0,8000000.0
2014-06-11,4300,4341,4244,4273,7796,49200.0,8000000.0
2014-06-12,4244,4286,4244,4266,6523,49120.0,8000000.0
2014-06-13,4244,4286,4189,4189,8119,48240.0,8000000.0
2014-06-16,4209,4293,4168,4259,19240,49040.0,8000000.0
2014-06-17,4307,4307,4244,4266,1574,49120.0,8000000.0
2014-06-18,4209,4272,4209,4259,2907,49040.0,8000000.0
2014-06-19,4286,4286,4265,4273,10554,49200.0,8000000.0
2014-06-20,4306,4327,4223,4245,771,48880.0,8000000.0
2014-06-23,4480,4480,4168,4245,5719,48880.0,8000000.0
2014-06-24,4286,4286,4126,4231,1963,48720.0,8000000.0
2014-06-25,4126,4251,4084,4224,5583,48640.0,8000000.0
2014-06-26,4237,4237,4161,4196,2593,48320.0,8000000.0
2014-06-27,4202,4265,4091,4252,15953,48960.0,8000000.0
