우노앤컴퍼니(114630),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-23,2930,2930,2760,2880,156,37480.0,13013789.0
2011-09-26,2850,3245,2770,2860,8673,37219.0,13013789.0
2011-09-27,2860,3080,2750,2880,2466,37480.0,13013789.0
2011-09-28,2900,2900,2850,2850,1934,37089.0,13013789.0
2011-09-29,2850,2850,2780,2845,3052,37024.0,13013789.0
2011-09-30,2845,2995,2780,2880,2693,37480.0,13013789.0
2011-10-04,2720,2895,2720,2850,5639,37089.0,13013789.0
2011-10-05,2975,2975,2710,2830,7102,36829.0,13013789.0
2011-10-06,2815,2865,2720,2840,2935,36959.0,13013789.0
2011-10-07,2990,2990,2800,2900,4194,37740.0,13013789.0
2011-10-10,2940,2940,2875,2910,3244,37870.0,13013789.0
2011-10-11,2920,3225,2910,2995,13408,38976.0,13013789.0
2011-10-12,3000,3085,2960,2995,7398,38976.0,13013789.0
2011-10-13,2995,3100,2930,3085,8020,40148.0,13013789.0
2011-10-14,3095,3095,2950,3080,3304,40082.0,13013789.0
2011-10-17,3060,3060,2960,3000,17561,39041.0,13013789.0
2011-10-18,3000,3095,3000,3000,2768,39041.0,13013789.0
2011-10-19,2930,3060,2930,3035,6264,39497.0,13013789.0
2011-10-20,3060,3100,2975,3010,1817,39172.0,13013789.0
2011-10-21,3010,3025,2980,3020,3658,39302.0,13013789.0
2011-10-24,3000,3050,2940,3000,18441,39041.0,13013789.0
2011-10-25,3095,3095,2960,2980,10205,38781.0,13013789.0
2011-10-26,2970,3060,2910,2920,5372,38000.0,13013789.0
2011-10-27,3060,3060,2920,2920,5189,38000.0,13013789.0
2011-10-28,2930,3000,2865,2910,3898,37870.0,13013789.0
2011-10-31,2910,2910,2850,2895,4000,37675.0,13013789.0
2011-11-01,2895,2900,2860,2900,4607,37740.0,13013789.0
2011-11-02,2895,2940,2880,2940,673,38261.0,13013789.0
2011-11-03,2910,2980,2910,2960,1842,38521.0,13013789.0
2011-11-04,2935,3150,2840,2975,12498,38716.0,13013789.0
2011-11-07,3085,3085,2960,3040,8369,39562.0,13013789.0
2011-11-08,3040,3040,2980,2980,5968,38781.0,13013789.0
2011-11-09,2980,3035,2960,2960,9778,38521.0,13013789.0
2011-11-10,2995,3090,2910,3010,6580,39172.0,13013789.0
2011-11-11,3080,3100,2950,2950,7390,38391.0,13013789.0
2011-11-14,2950,3000,2900,3000,15705,39041.0,13013789.0
2011-11-15,3000,3200,2995,3075,20135,40017.0,13013789.0
2011-11-16,3100,3105,3000,3015,8366,39237.0,13013789.0
2011-11-17,3180,3180,3010,3045,4759,39627.0,13013789.0
2011-11-18,2950,3045,2950,3035,1604,39497.0,13013789.0
2011-11-21,3090,3090,2945,2950,4719,38391.0,13013789.0
2011-11-22,2855,3045,2855,3045,2414,39627.0,13013789.0
2011-11-23,2955,3090,2925,2925,3927,38065.0,13013789.0
2011-11-24,2900,3060,2900,2990,1537,38911.0,13013789.0
2011-11-25,2955,3060,2955,2995,4357,38976.0,13013789.0
2011-11-28,2995,3000,2980,2990,2058,38911.0,13013789.0
2011-11-29,2990,3000,2905,2995,12714,38976.0,13013789.0
2011-11-30,2985,3000,2890,3000,12670,39041.0,13013789.0
2011-12-01,3000,3045,2925,2925,18973,38065.0,13013789.0
2011-12-02,2925,3040,2925,2990,10150,38911.0,13013789.0
2011-12-05,3000,3030,2975,3010,9977,39172.0,13013789.0
2011-12-06,3015,3015,2950,2970,4622,38651.0,13013789.0
2011-12-07,3000,3000,2945,3000,5752,39041.0,13013789.0
2011-12-08,3005,3045,3000,3020,9330,39302.0,13013789.0
2011-12-09,3045,3045,2960,2975,15170,38716.0,13013789.0
2011-12-12,3045,3045,2930,2990,3941,38911.0,13013789.0
2011-12-13,3030,3030,2950,2990,2149,38911.0,13013789.0
2011-12-14,3035,3035,2920,2935,2257,38195.0,13013789.0
2011-12-15,2895,2970,2895,2970,7107,38651.0,13013789.0
2011-12-16,3415,3415,3170,3415,392868,44442.0,13013789.0
2011-12-19,3660,3785,3100,3320,298212,43206.0,13013789.0
2011-12-20,3310,3450,3215,3300,58349,42946.0,13013789.0
2011-12-21,3400,3550,3230,3290,86845,42815.0,13013789.0
2011-12-22,3250,3350,3215,3245,24259,42230.0,13013789.0
2011-12-23,3235,3365,3180,3365,48768,43791.0,13013789.0
2011-12-26,3365,3380,3275,3280,25705,42685.0,13013789.0
2011-12-27,3280,3330,3215,3250,16705,42295.0,13013789.0
2011-12-28,3250,3250,3205,3220,15362,41904.0,13013789.0
2011-12-29,3275,3275,3205,3230,5375,42035.0,13013789.0
2012-01-02,3280,3280,3125,3175,6581,41319.0,13013789.0
2012-01-03,3060,3200,3060,3100,13949,40343.0,13013789.0
2012-01-04,3175,3175,3020,3070,8167,39952.0,13013789.0
2012-01-05,3100,3190,3065,3160,10034,41124.0,13013789.0
2012-01-06,3130,3220,3095,3150,15748,40993.0,13013789.0
2012-01-09,3150,3280,3100,3175,14108,41319.0,13013789.0
2012-01-10,3270,3270,3120,3195,10344,41579.0,13013789.0
2012-01-11,3190,3190,3050,3120,12416,40603.0,13013789.0
2012-01-12,3140,3240,3130,3130,3665,40733.0,13013789.0
2012-01-13,3205,3210,3075,3180,26257,41384.0,13013789.0
2012-01-16,3150,3230,3065,3085,8568,40148.0,13013789.0
2012-01-17,3145,3145,3040,3060,7826,39822.0,13013789.0
2012-01-18,3065,3110,2980,3025,15892,39367.0,13013789.0
2012-01-19,2985,3100,2980,3100,10580,40343.0,13013789.0
2012-01-20,3185,3185,3000,3000,2916,39041.0,13013789.0
2012-01-25,3150,3150,3000,3055,5480,39757.0,13013789.0
2012-01-26,3165,3165,3030,3030,1856,39432.0,13013789.0
2012-01-27,3050,3070,2985,3025,14555,39367.0,13013789.0
2012-01-30,2995,3040,2955,3000,7714,39041.0,13013789.0
2012-01-31,3000,3030,2970,3000,9091,39041.0,13013789.0
2012-02-01,3000,3030,2985,3030,5166,39432.0,13013789.0
2012-02-02,3030,3090,3020,3055,8293,39757.0,13013789.0
2012-02-03,3055,3145,3030,3130,14347,40733.0,13013789.0
2012-02-06,3130,3240,3095,3230,17583,42035.0,13013789.0
2012-02-07,3235,3235,3095,3200,286805,41644.0,13013789.0
2012-02-08,3175,3220,3120,3140,16161,40863.0,13013789.0
2012-02-09,3225,3280,3140,3220,8403,41904.0,13013789.0
2012-02-10,3300,3330,3185,3240,11709,42165.0,13013789.0
2012-02-13,3190,3300,3030,3245,15293,42230.0,13013789.0
2012-02-14,3195,3245,3195,3235,5582,42100.0,13013789.0
2012-02-15,3235,3290,3200,3280,9833,42685.0,13013789.0
2012-02-16,3250,3490,3250,3410,23576,44377.0,13013789.0
2012-02-17,3400,3535,3385,3510,18352,45678.0,13013789.0
2012-02-20,3500,3735,3440,3640,72367,47370.0,13013789.0
2012-02-21,3750,3780,3575,3590,21402,46720.0,13013789.0
2012-02-22,3570,3690,3570,3590,18653,46720.0,13013789.0
2012-02-23,3590,3650,3550,3600,18567,46850.0,13013789.0
2012-02-24,3650,3715,3555,3660,40868,47630.0,13013789.0
2012-02-27,3690,3990,3605,3845,51706,50038.0,13013789.0
2012-02-28,3845,3920,3730,3825,20488,49778.0,13013789.0
2012-02-29,3840,3840,3655,3740,22352,48672.0,13013789.0
2012-03-02,3655,3740,3620,3630,25664,47240.0,13013789.0
2012-03-05,3595,3765,3590,3690,20738,48021.0,13013789.0
2012-03-06,3775,3775,3600,3670,6910,47761.0,13013789.0
2012-03-07,3695,3695,3590,3635,346864,47305.0,13013789.0
2012-03-08,3720,3750,3585,3690,23000,48021.0,13013789.0
2012-03-09,3765,3770,3690,3740,16180,48672.0,13013789.0
2012-03-12,3835,3835,3650,3680,22861,47891.0,13013789.0
2012-03-13,3630,3830,3630,3750,8963,48802.0,13013789.0
2012-03-14,3715,3840,3715,3830,6371,49843.0,13013789.0
2012-03-15,3830,3850,3755,3845,16794,50038.0,13013789.0
2012-03-16,3850,3850,3750,3750,12132,48802.0,13013789.0
2012-03-19,3850,3900,3805,3850,8532,50103.0,13013789.0
2012-03-20,3850,3850,3700,3800,13785,49452.0,13013789.0
2012-03-21,3740,3835,3740,3800,5314,49452.0,13013789.0
2012-03-22,3835,3835,3775,3800,3167,49452.0,13013789.0
2012-03-23,3840,3840,3785,3790,3071,49322.0,13013789.0
2012-03-26,3820,3820,3625,3795,6286,49387.0,13013789.0
2012-03-27,3845,3890,3795,3870,15342,50363.0,13013789.0
2012-03-28,3870,4180,3870,4055,88808,52771.0,13013789.0
2012-03-29,4100,4150,4005,4100,23019,53357.0,13013789.0
2012-03-30,4100,4190,4060,4185,25296,54463.0,13013789.0
2012-04-02,4185,4185,4000,4150,8397,54007.0,13013789.0
2012-04-03,4250,4250,4070,4070,8875,52966.0,13013789.0
2012-04-04,4340,4340,4000,4090,28763,53226.0,13013789.0
2012-04-05,4000,4200,4000,4140,26961,53877.0,13013789.0
2012-04-06,4330,4330,4140,4200,12344,54658.0,13013789.0
2012-04-09,4270,4270,4110,4140,28245,53877.0,13013789.0
2012-04-10,4345,4345,4055,4100,927629,53357.0,13013789.0
2012-04-12,4100,4420,4100,4200,53524,54658.0,13013789.0
2012-04-13,4200,4750,4200,4550,147853,59213.0,13013789.0
2012-04-16,4760,4965,4570,4685,217647,60970.0,13013789.0
2012-04-17,4820,4980,4630,4700,125295,61165.0,13013789.0
2012-04-18,4660,4890,4660,4890,39590,63637.0,13013789.0
2012-04-19,4990,4990,4770,4785,18308,62271.0,13013789.0
2012-04-20,4660,4770,4550,4650,49419,60514.0,13013789.0
2012-04-23,4740,4740,4600,4700,11409,61165.0,13013789.0
2012-04-24,4610,4745,4610,4745,8922,61750.0,13013789.0
2012-04-25,4720,4740,4560,4700,16040,61165.0,13013789.0
2012-04-26,4740,4740,4540,4600,18720,59863.0,13013789.0
2012-04-27,4560,4650,4470,4540,22289,59083.0,13013789.0
2012-04-30,4740,4740,4250,4335,28563,56415.0,13013789.0
2012-05-02,4225,4500,4225,4320,17313,56220.0,13013789.0
2012-05-03,4590,4600,4335,4360,8106,56740.0,13013789.0
2012-05-04,4490,4490,4340,4360,1172,56740.0,13013789.0
2012-05-07,4380,4400,4265,4290,3652,55829.0,13013789.0
2012-05-08,4290,4360,4160,4250,23846,55309.0,13013789.0
2012-05-09,4260,4300,4120,4195,121986,54593.0,13013789.0
2012-05-10,4200,4395,4155,4275,34077,55634.0,13013789.0
2012-05-11,4300,4575,4210,4565,34628,59408.0,13013789.0
2012-05-14,4580,4730,4300,4495,23427,58497.0,13013789.0
2012-05-15,4500,4500,4270,4440,37150,57781.0,13013789.0
2012-05-16,4400,4400,4250,4300,20042,55959.0,13013789.0
2012-05-17,4195,4500,4195,4250,1367,55309.0,13013789.0
2012-05-18,4485,4485,4135,4140,29292,53877.0,13013789.0
2012-05-21,4050,4490,4050,4150,32859,54007.0,13013789.0
2012-05-22,4140,4400,4135,4225,12561,54983.0,13013789.0
2012-05-23,4240,4300,4150,4150,4890,54007.0,13013789.0
2012-05-24,4200,4250,4100,4245,1624,55244.0,13013789.0
2012-05-25,4400,4400,4180,4180,44627,54398.0,13013789.0
2012-05-29,4320,4320,4140,4200,6509,54658.0,13013789.0
2012-05-30,4200,4250,4100,4150,17528,54007.0,13013789.0
2012-05-31,4110,4240,4000,4040,39860,52576.0,13013789.0
2012-06-01,4040,4140,3855,3860,45236,50233.0,13013789.0
2012-06-04,3770,3775,3500,3670,109546,47761.0,13013789.0
2012-06-05,3800,3875,3715,3830,13293,49843.0,13013789.0
2012-06-07,3985,3985,3800,3850,4545,50103.0,13013789.0
2012-06-08,3880,3880,3700,3850,8286,50103.0,13013789.0
2012-06-11,3985,3985,3780,3785,7056,49257.0,13013789.0
2012-06-12,3625,3870,3625,3710,14846,48281.0,13013789.0
2012-06-13,3725,3785,3655,3700,8799,48151.0,13013789.0
2012-06-14,3750,3800,3710,3790,10906,49322.0,13013789.0
2012-06-15,3985,3985,3795,3890,6939,50624.0,13013789.0
2012-06-18,3890,3940,3885,3900,90709,50754.0,13013789.0
2012-06-19,3950,3975,3850,3910,15402,50884.0,13013789.0
2012-06-20,3930,3970,3880,3950,5956,51404.0,13013789.0
2012-06-21,4000,4070,3875,4060,10696,52836.0,13013789.0
2012-06-22,4060,4060,3885,4030,7697,52446.0,13013789.0
2012-06-25,4050,4050,3960,4050,7009,52706.0,13013789.0
2012-06-26,4070,4070,3955,3970,12525,51665.0,13013789.0
2012-06-27,3965,4000,3905,3980,17883,51795.0,13013789.0
2012-06-28,3940,4040,3925,3970,11480,51665.0,13013789.0
2012-06-29,3995,4000,3905,4000,26761,52055.0,13013789.0
2012-07-02,4150,4150,3940,3985,35128,51860.0,13013789.0
2012-07-03,4040,4040,3970,3985,22722,51860.0,13013789.0
2012-07-04,4000,4020,3965,3965,22077,51600.0,13013789.0
2012-07-05,4030,4030,3965,3965,8966,51600.0,13013789.0
2012-07-06,4045,4045,3970,4000,53642,52055.0,13013789.0
2012-07-09,3935,4035,3935,3985,2194,51860.0,13013789.0
2012-07-10,4000,4050,3930,4000,15095,52055.0,13013789.0
2012-07-11,4040,4040,3950,3950,5183,51404.0,13013789.0
2012-07-12,4015,4100,4000,4060,40557,52836.0,13013789.0
2012-07-13,4060,4140,3900,4080,51722,53096.0,13013789.0
2012-07-16,4165,4165,3970,4015,13046,52250.0,13013789.0
2012-07-17,3985,4050,3905,3950,12116,51404.0,13013789.0
2012-07-18,3995,3995,3920,3950,8886,51404.0,13013789.0
2012-07-19,4020,4020,3940,3970,9057,51665.0,13013789.0
2012-07-20,3950,4035,3860,3980,20594,51795.0,13013789.0
2012-07-23,4035,4040,3885,3920,6546,51014.0,13013789.0
2012-07-24,3920,3955,3860,3955,13875,51470.0,13013789.0
2012-07-25,3865,3935,3845,3895,17655,50689.0,13013789.0
2012-07-26,3910,3910,3800,3870,6934,50363.0,13013789.0
2012-07-27,3880,3945,3870,3930,6821,51144.0,13013789.0
2012-07-30,3950,4010,3900,3900,10699,50754.0,13013789.0
2012-07-31,3940,3950,3820,3900,8946,50754.0,13013789.0
2012-08-01,3860,3975,3860,3940,2473,51274.0,13013789.0
2012-08-02,3900,4050,3895,3980,2369,51795.0,13013789.0
2012-08-03,3940,4025,3900,3900,9829,50754.0,13013789.0
2012-08-06,3905,4035,3900,3925,5749,51079.0,13013789.0
2012-08-07,3935,3975,3900,3965,2288,51600.0,13013789.0
2012-08-08,4100,4100,3915,3985,6662,51860.0,13013789.0
2012-08-09,3905,4015,3905,4015,11606,52250.0,13013789.0
2012-08-10,4015,4015,3950,3950,10139,51404.0,13013789.0
2012-08-13,3930,4005,3900,3940,6257,51274.0,13013789.0
2012-08-14,3870,3940,3870,3935,13528,51209.0,13013789.0
2012-08-16,3950,3950,3885,3935,7439,51209.0,13013789.0
2012-08-17,4000,4000,3840,3880,15214,50494.0,13013789.0
2012-08-20,3830,3970,3830,3950,23119,51404.0,13013789.0
2012-08-21,3950,3950,3835,3945,16844,51339.0,13013789.0
2012-08-22,3995,3995,3880,3950,10421,51404.0,13013789.0
2012-08-23,3980,3980,3900,3945,5849,51339.0,13013789.0
2012-08-24,3955,3955,3860,3900,9297,50754.0,13013789.0
2012-08-27,4050,4050,3850,3905,25758,50819.0,13013789.0
2012-08-28,3900,3990,3870,3950,15588,51404.0,13013789.0
2012-08-29,4000,4000,3950,3995,13078,51990.0,13013789.0
2012-08-30,3990,4275,3935,4200,60272,54658.0,13013789.0
2012-08-31,4330,4330,4110,4160,19472,54137.0,13013789.0
2012-09-03,4160,4165,4105,4145,15754,53942.0,13013789.0
2012-09-04,4160,4280,4110,4145,30363,53942.0,13013789.0
2012-09-05,4220,4250,4160,4205,26829,54723.0,13013789.0
2012-09-06,4240,4550,4240,4490,137837,58432.0,13013789.0
2012-09-07,4510,4550,4450,4545,95043,59148.0,13013789.0
2012-09-10,4545,4570,4485,4500,114670,58562.0,13013789.0
2012-09-11,4520,4520,4345,4350,54754,56610.0,13013789.0
2012-09-12,4360,4400,4230,4340,44249,56480.0,13013789.0
2012-09-13,4345,4415,4270,4310,34665,56089.0,13013789.0
2012-09-14,4395,4395,4225,4310,39733,56089.0,13013789.0
2012-09-17,4315,4395,4210,4270,21136,55569.0,13013789.0
2012-09-18,4250,4355,4250,4295,50901,55894.0,13013789.0
2012-09-19,4295,4315,4255,4260,41806,55439.0,13013789.0
2012-09-20,4250,4280,4050,4210,19380,54788.0,13013789.0
2012-09-21,4210,4255,3990,4210,47853,54788.0,13013789.0
2012-09-24,4190,4230,4090,4180,21578,54398.0,13013789.0
2012-09-25,4200,4250,4130,4230,23120,55048.0,13013789.0
2012-09-26,4230,4235,4145,4210,25051,54788.0,13013789.0
2012-09-27,4235,4300,4130,4300,27877,55959.0,13013789.0
2012-09-28,4290,4300,4200,4250,16996,55309.0,13013789.0
2012-10-02,4250,4360,4250,4295,11048,55894.0,13013789.0
2012-10-04,4295,4370,4270,4345,32775,56545.0,13013789.0
2012-10-05,4300,4345,4270,4330,13518,56350.0,13013789.0
2012-10-08,4330,4355,4240,4280,25456,55699.0,13013789.0
2012-10-09,4280,4280,4170,4250,21774,55309.0,13013789.0
2012-10-10,4250,4285,4175,4200,22742,54658.0,13013789.0
2012-10-11,4200,4240,4130,4160,465100,54137.0,13013789.0
2012-10-12,4165,4455,4165,4400,93098,57261.0,13013789.0
2012-10-15,4450,4640,4335,4400,138040,57261.0,13013789.0
2012-10-16,4495,4540,4420,4450,79193,57911.0,13013789.0
2012-10-17,4500,4540,4455,4455,41441,57976.0,13013789.0
2012-10-18,4490,4535,4300,4320,38944,56220.0,13013789.0
2012-10-19,4305,4335,4220,4280,21186,55699.0,13013789.0
2012-10-22,4215,4275,4160,4250,23390,55309.0,13013789.0
2012-10-23,4410,4410,4300,4370,14297,56870.0,13013789.0
2012-10-24,4315,4450,4315,4395,36467,57196.0,13013789.0
2012-10-25,4395,4490,4320,4320,71755,56220.0,13013789.0
2012-10-26,4320,4430,4240,4350,54029,56610.0,13013789.0
2012-10-29,4395,4690,4260,4310,110256,56089.0,13013789.0
2012-10-30,4250,4470,4250,4330,27552,56350.0,13013789.0
2012-10-31,4425,4485,4360,4425,58568,57586.0,13013789.0
2012-11-01,4470,4480,4360,4480,37529,58302.0,13013789.0
2012-11-02,4515,4700,4450,4685,88222,60970.0,13013789.0
2012-11-05,4685,4760,4585,4600,50224,59863.0,13013789.0
2012-11-06,4560,4665,4560,4610,56969,59994.0,13013789.0
2012-11-07,4660,4840,4610,4835,165424,62922.0,13013789.0
2012-11-08,4820,5510,4815,5290,399715,68843.0,13013789.0
2012-11-09,5270,5360,5100,5190,126019,67542.0,13013789.0
2012-11-12,5280,5280,5100,5200,101933,67672.0,13013789.0
2012-11-13,5270,5900,4890,4890,485740,63637.0,13013789.0
2012-11-14,4820,5030,4700,4740,96308,61685.0,13013789.0
2012-11-15,4630,4780,4490,4515,102900,58757.0,13013789.0
2012-11-16,4690,4770,4500,4675,106765,60839.0,13013789.0
2012-11-19,4650,4860,4605,4775,45709,62141.0,13013789.0
2012-11-20,4770,4920,4770,4780,57286,62206.0,13013789.0
2012-11-21,4825,4920,4700,4740,51198,61685.0,13013789.0
2012-11-22,4795,4795,4650,4745,50927,61750.0,13013789.0
2012-11-23,4815,5000,4815,4950,83532,64418.0,13013789.0
2012-11-26,5020,5030,4825,4930,48235,64158.0,13013789.0
2012-11-27,4920,4970,4830,4900,25880,63768.0,13013789.0
2012-11-28,4910,4915,4820,4895,11573,63702.0,13013789.0
2012-11-29,4895,4940,4820,4850,16699,63117.0,13013789.0
2012-11-30,4870,4890,4725,4825,25458,62792.0,13013789.0
2012-12-03,4740,4815,4700,4800,30447,62466.0,13013789.0
2012-12-04,4950,4950,4710,4790,15761,62336.0,13013789.0
2012-12-05,4850,4850,4650,4750,63761,61815.0,13013789.0
2012-12-06,4800,4800,4420,4670,113227,60774.0,13013789.0
2012-12-07,4605,4690,4520,4580,10846,59603.0,13013789.0
2012-12-10,4645,4645,4490,4590,43793,59733.0,13013789.0
2012-12-11,4625,4625,4420,4580,14368,59603.0,13013789.0
2012-12-12,4605,4605,4495,4530,41331,58952.0,13013789.0
2012-12-13,4550,4875,4535,4650,6548,60514.0,13013789.0
2012-12-14,4585,4785,4505,4600,5858,59863.0,13013789.0
2012-12-17,4760,4760,4500,4550,9174,59213.0,13013789.0
2012-12-18,4450,4645,4450,4600,6364,59863.0,13013789.0
2012-12-20,4600,4680,4450,4520,31187,58822.0,13013789.0
2012-12-21,4515,4560,4330,4340,47914,56480.0,13013789.0
2012-12-24,4400,4415,4270,4410,10186,57391.0,13013789.0
2012-12-26,4355,4535,4355,4455,12878,57976.0,13013789.0
2012-12-27,4490,4495,4400,4430,6301,57651.0,13013789.0
2012-12-28,4495,4495,4380,4385,4400,57065.0,13013789.0
2013-01-02,4380,4385,4255,4270,27472,55569.0,13013789.0
2013-01-03,4250,4280,4100,4200,79574,54658.0,13013789.0
2013-01-04,4275,4300,4150,4280,16985,55699.0,13013789.0
2013-01-07,4280,4290,4195,4280,21860,55699.0,13013789.0
2013-01-08,4220,4450,4220,4440,18295,57781.0,13013789.0
2013-01-09,4440,4585,4395,4435,4471,57716.0,13013789.0
2013-01-10,4390,4490,4355,4400,8603,57261.0,13013789.0
2013-01-11,4400,4475,4400,4445,4819,57846.0,13013789.0
2013-01-14,4445,4550,4390,4445,14093,57846.0,13013789.0
2013-01-15,4490,4540,4390,4430,13834,57651.0,13013789.0
2013-01-16,4400,4475,4320,4425,10997,57586.0,13013789.0
2013-01-17,4320,4415,4320,4350,7555,56610.0,13013789.0
2013-01-18,4310,4390,4310,4350,11730,56610.0,13013789.0
2013-01-21,4350,4390,4280,4370,14216,56870.0,13013789.0
2013-01-22,4400,4590,4395,4450,28614,57911.0,13013789.0
2013-01-23,4450,4495,4350,4400,26700,57261.0,13013789.0
2013-01-24,4400,4500,4315,4400,36992,57261.0,13013789.0
2013-01-25,4400,4480,4315,4370,24802,56870.0,13013789.0
2013-01-28,4410,4550,4370,4510,55754,58692.0,13013789.0
2013-01-29,4480,4800,4465,4660,56956,60644.0,13013789.0
2013-01-30,4660,4705,4580,4600,24847,59863.0,13013789.0
2013-01-31,4565,4630,4545,4575,10753,59538.0,13013789.0
2013-02-01,4590,4635,4445,4500,14199,58562.0,13013789.0
2013-02-04,4545,4545,4470,4490,8808,58432.0,13013789.0
2013-02-05,4335,4490,4325,4475,8522,58237.0,13013789.0
2013-02-06,4410,4475,4390,4460,13815,58041.0,13013789.0
2013-02-07,4490,4490,4325,4430,8450,57651.0,13013789.0
2013-02-08,4415,4450,4350,4390,61909,57131.0,13013789.0
2013-02-12,4350,4595,4300,4590,64221,59733.0,13013789.0
2013-02-13,4460,4540,4390,4390,63865,57131.0,13013789.0
2013-02-14,4360,4390,4305,4315,18672,56154.0,13013789.0
2013-02-15,4300,4380,4290,4295,25839,55894.0,13013789.0
2013-02-18,4290,4315,4250,4265,14046,55504.0,13013789.0
2013-02-19,4190,4340,4185,4190,33495,54528.0,13013789.0
2013-02-20,4170,4185,4070,4090,101327,53226.0,13013789.0
2013-02-21,4090,4145,3995,4000,55432,52055.0,13013789.0
2013-02-22,4030,4195,4030,4170,40116,54268.0,13013789.0
2013-02-25,4170,4275,4150,4230,36034,55048.0,13013789.0
2013-02-26,4230,4280,4135,4200,19541,54658.0,13013789.0
2013-02-27,4250,4250,4050,4080,31569,53096.0,13013789.0
2013-02-28,4100,4110,4050,4070,38092,52966.0,13013789.0
2013-03-04,4090,4145,4040,4100,49815,53357.0,13013789.0
2013-03-05,4130,4240,4100,4240,57756,55178.0,13013789.0
2013-03-06,4250,4300,4200,4290,46977,55829.0,13013789.0
2013-03-07,4325,4370,4195,4260,34452,55439.0,13013789.0
2013-03-08,4260,4350,4180,4285,21082,55764.0,13013789.0
2013-03-11,4285,4320,4250,4295,48372,55894.0,13013789.0
2013-03-12,4330,4330,4255,4285,13830,55764.0,13013789.0
2013-03-13,4285,4370,4250,4335,126175,56415.0,13013789.0
2013-03-14,4365,4560,4305,4495,48641,58497.0,13013789.0
2013-03-15,4530,4530,4370,4450,39902,57911.0,13013789.0
2013-03-18,4485,4490,4400,4440,97352,57781.0,13013789.0
2013-03-19,4440,4600,4440,4505,84187,58627.0,13013789.0
2013-03-20,4505,4540,4490,4505,28205,58627.0,13013789.0
2013-03-21,4505,4540,4435,4500,16750,58562.0,13013789.0
2013-03-22,4500,4520,4430,4485,9535,58367.0,13013789.0
2013-03-25,4500,4500,4250,4385,32338,57065.0,13013789.0
2013-03-26,4345,4400,4300,4390,16864,57131.0,13013789.0
2013-03-27,4400,4400,4355,4390,11066,57131.0,13013789.0
2013-03-28,4350,4495,4325,4435,53603,57716.0,13013789.0
2013-03-29,4435,4530,4380,4495,59795,58497.0,13013789.0
2013-04-01,4490,4545,4430,4525,34201,58887.0,13013789.0
2013-04-02,4525,4570,4465,4555,53317,59278.0,13013789.0
2013-04-03,4555,4680,4515,4630,67300,60254.0,13013789.0
2013-04-04,4600,4640,4385,4510,37312,58692.0,13013789.0
2013-04-05,4510,4510,4380,4420,52785,57521.0,13013789.0
2013-04-08,4415,4415,4195,4220,89065,54918.0,13013789.0
2013-04-09,4105,4200,4055,4170,43366,54268.0,13013789.0
2013-04-10,4105,4280,4105,4280,42171,55699.0,13013789.0
2013-04-11,4310,4350,4195,4350,37721,56610.0,13013789.0
2013-04-12,4290,4350,4220,4230,36761,55048.0,13013789.0
2013-04-15,4200,4315,4155,4285,63139,55764.0,13013789.0
2013-04-16,4210,4300,4200,4250,19687,55309.0,13013789.0
2013-04-17,4260,4300,4200,4230,33493,55048.0,13013789.0
2013-04-18,4220,4265,4180,4225,63723,54983.0,13013789.0
2013-04-19,4225,4250,4170,4225,56172,54983.0,13013789.0
2013-04-22,4225,4240,4190,4205,11638,54723.0,13013789.0
2013-04-23,4205,4280,4095,4150,74597,54007.0,13013789.0
2013-04-24,4120,4235,4120,4190,25441,54528.0,13013789.0
2013-04-25,4175,4220,4145,4175,29132,54333.0,13013789.0
2013-04-26,4160,4175,4120,4155,31038,54072.0,13013789.0
2013-04-29,4135,4165,4065,4070,41411,52966.0,13013789.0
2013-04-30,4100,4100,4005,4060,52613,52836.0,13013789.0
2013-05-02,4145,4440,4030,4170,54256,54268.0,13013789.0
2013-05-03,4230,4790,4205,4590,483054,59733.0,13013789.0
2013-05-06,4600,4740,4545,4675,514577,60839.0,13013789.0
2013-05-07,4800,5000,4600,4600,208506,59863.0,13013789.0
2013-05-08,4605,4640,4480,4550,120299,59213.0,13013789.0
2013-05-09,4670,4695,4510,4545,109739,59148.0,13013789.0
2013-05-10,4595,4595,4435,4475,80606,58237.0,13013789.0
2013-05-13,4530,4540,4405,4405,81786,57326.0,13013789.0
2013-05-14,4440,4600,4405,4570,190311,59473.0,13013789.0
2013-05-15,4595,4850,4540,4600,345901,59863.0,13013789.0
2013-05-16,4585,4600,4510,4520,47818,58822.0,13013789.0
2013-05-20,4500,4500,4420,4465,36276,58107.0,13013789.0
2013-05-21,4500,4800,4435,4680,149508,60905.0,13013789.0
2013-05-22,4700,4720,4505,4650,145177,60514.0,13013789.0
2013-05-23,4650,5030,4590,4935,442093,64223.0,13013789.0
2013-05-24,4950,5100,4860,5090,310987,66240.0,13013789.0
2013-05-27,5080,5150,4910,5090,179190,66240.0,13013789.0
2013-05-28,5100,5130,4925,4990,137479,64939.0,13013789.0
2013-05-29,5110,5110,4845,4935,166778,64223.0,13013789.0
2013-05-30,4985,4985,4840,4900,91526,63768.0,13013789.0
2013-05-31,4895,4980,4720,4790,78617,62336.0,13013789.0
2013-06-03,4820,4900,4760,4800,54364,62466.0,13013789.0
