휴메딕스(200670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-04,31875,32109,30937,31172,22797,310813.0,9347753.0
2018-06-05,31546,31593,31125,31453,10651,313617.0,9347753.0
2018-06-07,31593,32156,31593,32156,15877,320628.0,9347753.0
2018-06-08,31968,32343,31546,31828,17673,317356.0,9347753.0
2018-06-11,31828,31921,31031,31172,16206,310813.0,9347753.0
2018-06-12,31171,31734,30890,31594,18834,315019.0,9347753.0
2018-06-14,31406,31640,30890,31266,33982,311748.0,9347753.0
2018-06-15,31031,31359,30468,30891,27889,308008.0,9347753.0
2018-06-18,30421,30843,28828,29156,52462,290715.0,9347753.0
2018-06-19,28921,29390,27937,27984,36812,279030.0,9347753.0
2018-06-20,27703,29015,27703,28969,31684,288846.0,9347753.0
2018-06-21,28500,29156,28265,28734,15192,286509.0,9347753.0
2018-06-22,28453,29250,28265,29250,14758,291650.0,9347753.0
2018-06-25,28875,29953,28875,29906,15793,298193.0,9347753.0
2018-06-26,29718,30000,29203,29906,15299,298193.0,9347753.0
2018-06-27,29718,30234,29062,29063,17137,289780.0,9347753.0
2018-06-28,28828,29906,28500,28500,15996,284172.0,9347753.0
2018-06-29,28500,29015,26437,28406,14803,283237.0,9347753.0
2018-07-02,28031,28828,26718,26719,23004,266411.0,9347753.0
2018-07-03,27421,27984,26812,27609,18374,275291.0,9347753.0
2018-07-04,27187,30281,27187,29250,50855,291650.0,9347753.0
2018-07-05,29250,29999,28781,29953,21409,298661.0,9347753.0
2018-07-06,30468,30468,29531,30281,26914,301932.0,9347753.0
2018-07-09,29906,30796,29531,30750,21559,306606.0,9347753.0
2018-07-10,30796,31312,30562,30797,14679,307074.0,9347753.0
2018-07-11,30562,30562,29156,29156,22222,290715.0,9347753.0
2018-07-12,28921,29343,28640,28641,15764,285574.0,9347753.0
2018-07-13,28687,29531,28687,29484,10303,293987.0,9347753.0
2018-07-16,29109,29296,29015,29156,7463,290715.0,9347753.0
2018-07-17,28968,29625,28828,29063,8812,289780.0,9347753.0
2018-07-18,29343,31031,28968,30516,50599,304269.0,9347753.0
2018-07-19,30281,30656,29859,30000,18226,299128.0,9347753.0
2018-07-20,29812,30750,29625,30094,18833,300063.0,9347753.0
2018-07-23,30656,30656,28968,28969,24526,288846.0,9347753.0
2018-07-24,29109,29671,28687,28922,17119,288378.0,9347753.0
2018-07-25,29062,29343,27843,28172,31271,280900.0,9347753.0
2018-07-26,28218,29531,28218,29344,18980,292585.0,9347753.0
2018-07-27,29343,29578,29062,29438,8725,293519.0,9347753.0
2018-07-30,29531,29531,28593,28688,16001,286041.0,9347753.0
2018-07-31,28359,29203,28125,29203,10858,291183.0,9347753.0
2018-08-01,28921,30562,28921,30469,27131,303802.0,9347753.0
2018-08-02,29953,30093,29062,29438,20951,293519.0,9347753.0
2018-08-03,29343,30093,29296,30094,9832,300063.0,9347753.0
2018-08-06,30468,30468,29765,30094,19743,300063.0,9347753.0
2018-08-07,30093,30421,29437,30328,9717,302400.0,9347753.0
2018-08-08,29859,30468,29812,30188,12257,300998.0,9347753.0
2018-08-09,29859,30796,29437,30750,23501,306606.0,9347753.0
2018-08-10,30843,31031,30421,30891,23702,308008.0,9347753.0
2018-08-13,30515,30609,29531,29672,28355,295856.0,9347753.0
2018-08-14,29578,30515,29531,30094,15975,300063.0,9347753.0
2018-08-16,30375,30375,28828,30000,31805,299128.0,9347753.0
2018-08-17,30046,31078,29953,31078,30802,309878.0,9347753.0
2018-08-20,31406,31406,30656,30656,21128,305672.0,9347753.0
2018-08-21,30515,31921,30515,31313,33533,312215.0,9347753.0
2018-08-22,31218,31874,31218,31734,21307,316421.0,9347753.0
2018-08-23,31500,32015,31500,32016,20984,319226.0,9347753.0
2018-08-24,32343,32343,31453,32016,19947,319226.0,9347753.0
2018-08-27,32015,32203,31265,31875,26085,317824.0,9347753.0
2018-08-28,32531,32578,31500,31500,34905,314085.0,9347753.0
2018-08-29,31265,31828,31218,31547,12835,314552.0,9347753.0
2018-08-30,31781,32250,31312,31500,22623,314085.0,9347753.0
2018-08-31,31312,32156,31078,31781,27154,316889.0,9347753.0
2018-09-03,31546,32156,31546,32016,13136,319226.0,9347753.0
2018-09-04,31968,32718,31593,32438,21241,323432.0,9347753.0
2018-09-05,32390,32906,32296,32484,26015,323900.0,9347753.0
2018-09-06,32390,32812,32015,32250,22664,321563.0,9347753.0
2018-09-07,32250,32906,31828,32859,26310,327639.0,9347753.0
2018-09-10,33000,33000,32484,33000,14669,329041.0,9347753.0
2018-09-11,33000,33234,32671,32766,13881,326704.0,9347753.0
2018-09-12,32953,32953,32437,32531,11969,324367.0,9347753.0
2018-09-13,32531,32671,31734,32109,34882,320161.0,9347753.0
2018-09-14,32156,32625,32062,32625,10507,325302.0,9347753.0
2018-09-17,32250,32531,31359,31688,22149,315954.0,9347753.0
2018-09-18,31687,32156,31453,31734,11832,316421.0,9347753.0
2018-09-19,32156,32156,30984,31219,12455,311280.0,9347753.0
2018-09-20,30984,31828,30796,30844,20032,307541.0,9347753.0
2018-09-21,30843,31453,30562,30938,16015,308476.0,9347753.0
2018-09-27,30843,31875,30750,31547,18279,314552.0,9347753.0
2018-09-28,31640,31828,30796,30844,21977,307541.0,9347753.0
2018-10-01,30937,30937,30093,30094,15120,300063.0,9347753.0
2018-10-02,30140,30656,28640,28688,38004,286041.0,9347753.0
2018-10-04,28687,29015,26718,28125,25627,280433.0,9347753.0
2018-10-05,28125,28265,27328,27328,31563,272487.0,9347753.0
2018-10-08,27843,28359,27187,27984,21269,279030.0,9347753.0
2018-10-10,27984,28546,27328,27563,21285,274824.0,9347753.0
2018-10-11,26156,27281,26062,26063,55260,259868.0,9347753.0
2018-10-12,25218,27187,25218,27047,35135,269683.0,9347753.0
2018-10-15,26859,26859,25312,25781,38307,257063.0,9347753.0
2018-10-16,25781,27000,25781,26484,24500,264074.0,9347753.0
2018-10-17,26906,27046,26437,26813,10039,267346.0,9347753.0
2018-10-18,26812,27000,26250,26484,12320,264074.0,9347753.0
2018-10-19,25968,27000,25921,26953,18220,268748.0,9347753.0
2018-10-22,26953,27046,26250,26719,10461,266411.0,9347753.0
2018-10-23,26718,26812,25734,26250,18431,261737.0,9347753.0
2018-10-24,26718,26765,26015,26063,19508,259868.0,9347753.0
2018-10-25,25734,26718,24937,26391,29428,263139.0,9347753.0
2018-10-26,26296,26484,24562,24891,46608,248183.0,9347753.0
2018-10-29,24890,26343,23812,23813,48836,237433.0,9347753.0
2018-10-30,23109,24468,23062,24094,65829,240237.0,9347753.0
2018-10-31,24187,24703,23578,24375,33426,243042.0,9347753.0
2018-11-01,24093,24656,23671,23766,25702,236966.0,9347753.0
2018-11-02,23765,25125,23765,25125,37111,250520.0,9347753.0
2018-11-05,24843,24937,24140,24609,33960,245379.0,9347753.0
2018-11-06,24656,27093,24468,25641,64748,255661.0,9347753.0
2018-11-07,25406,25640,24375,24563,41507,244911.0,9347753.0
2018-11-08,24656,25031,24328,24375,40223,243042.0,9347753.0
2018-11-09,24562,24562,23859,24094,19941,240237.0,9347753.0
2018-11-12,23906,24421,23765,23906,20006,238368.0,9347753.0
2018-11-13,23671,23765,22781,23344,48407,232759.0,9347753.0
2018-11-14,23109,24093,23015,23391,26716,233226.0,9347753.0
2018-11-15,24140,24140,22968,23250,45376,231824.0,9347753.0
2018-11-16,23578,25359,23109,25078,75961,250052.0,9347753.0
2018-11-19,24750,25406,24421,24844,37806,247715.0,9347753.0
2018-11-20,24656,24656,23953,23953,41311,238835.0,9347753.0
2018-11-21,23578,23906,23156,23813,39000,237433.0,9347753.0
2018-11-22,23812,24421,23625,24188,36187,241172.0,9347753.0
2018-11-23,24281,24515,23812,24094,27296,240237.0,9347753.0
2018-11-26,24140,24187,23296,23672,47530,236031.0,9347753.0
2018-11-27,23718,23953,23484,23672,32084,236031.0,9347753.0
2018-11-28,23859,24468,23718,24188,39186,241172.0,9347753.0
2018-11-29,24609,24609,23437,23859,50552,237900.0,9347753.0
2018-11-30,24234,24234,23015,23016,139953,229487.0,9347753.0
2018-12-03,23390,24234,23390,24141,57076,240705.0,9347753.0
2018-12-04,23906,24703,23812,24375,47846,243042.0,9347753.0
2018-12-05,24046,24656,23812,24328,27891,242574.0,9347753.0
2018-12-06,24328,24656,23437,23484,38057,234161.0,9347753.0
2018-12-07,23531,24093,23203,23766,39094,236966.0,9347753.0
2018-12-10,23812,25968,23812,24891,203746,248183.0,9347753.0
2018-12-11,25359,26156,24937,25641,113304,255661.0,9347753.0
2018-12-12,26062,26390,25500,25734,86275,256596.0,9347753.0
2018-12-13,25968,25968,24843,25828,251912,257531.0,9347753.0
2018-12-14,25687,30468,25640,29016,484035,289313.0,9347753.0
2018-12-17,29015,29156,28218,28641,90881,285574.0,9347753.0
2018-12-18,28218,29578,27890,28359,88225,282770.0,9347753.0
2018-12-19,28687,30000,28359,29719,76061,296324.0,9347753.0
2018-12-20,29484,29578,28687,29016,57808,289313.0,9347753.0
2018-12-21,28781,29343,28593,28594,35879,285106.0,9347753.0
2018-12-24,28687,29296,28546,29297,34765,292117.0,9347753.0
2018-12-26,29156,29343,28546,29250,52401,291650.0,9347753.0
2018-12-27,29800,29800,28100,28500,47560,266411.0,9347753.0
2018-12-28,28500,28700,27450,27600,29954,257998.0,9347753.0
2019-01-02,27700,27900,26700,26800,32134,250520.0,9347753.0
2019-01-03,26800,27100,25750,25800,35180,241172.0,9347753.0
2019-01-04,25900,26100,25250,25750,31917,240705.0,9347753.0
2019-01-07,26100,26350,25100,25450,55515,237900.0,9347753.0
2019-01-08,25600,26100,25350,26000,44890,243042.0,9347753.0
2019-01-09,25950,27000,25850,26050,37328,243509.0,9347753.0
2019-01-10,26100,26150,25350,25400,41640,237433.0,9347753.0
2019-01-11,25650,26050,25400,25750,27046,240705.0,9347753.0
2019-01-14,25750,26100,25500,25800,13678,241172.0,9347753.0
2019-01-15,25750,26100,25300,25500,43792,238368.0,9347753.0
2019-01-16,25500,25800,25200,25550,23932,238835.0,9347753.0
2019-01-17,25500,25650,25050,25100,32392,234629.0,9347753.0
2019-01-18,24950,25300,24800,24850,25017,232292.0,9347753.0
2019-01-21,24950,25150,24400,24450,36915,228553.0,9347753.0
2019-01-22,24450,24650,24350,24650,30332,230422.0,9347753.0
2019-01-23,24350,25150,24350,25000,21531,233694.0,9347753.0
2019-01-24,25250,26600,24900,26500,111571,247715.0,9347753.0
2019-01-25,26500,26600,25850,26100,33530,243976.0,9347753.0
2019-01-28,26200,26650,26150,26300,32451,245846.0,9347753.0
2019-01-29,26300,26400,25900,26350,24286,246313.0,9347753.0
2019-01-30,26400,26500,25800,25950,22030,242574.0,9347753.0
2019-01-31,25900,26350,25850,26150,28434,244444.0,9347753.0
2019-02-01,26300,26500,26000,26300,21265,245846.0,9347753.0
2019-02-07,26400,26650,25850,26650,40226,249118.0,9347753.0
2019-02-08,26550,27050,26300,26450,21672,247248.0,9347753.0
2019-02-11,26450,26700,26250,26550,27258,248183.0,9347753.0
2019-02-12,26700,26850,26200,26350,19292,246313.0,9347753.0
2019-02-13,26350,26550,26050,26550,14605,248183.0,9347753.0
2019-02-14,26600,27000,26450,26550,24334,248183.0,9347753.0
2019-02-15,26800,28400,26500,28000,139101,261737.0,9347753.0
2019-02-18,28100,28200,27550,27650,72462,258465.0,9347753.0
2019-02-19,27800,28100,27300,27500,52160,257063.0,9347753.0
2019-02-20,27600,27900,27200,27350,62436,255661.0,9347753.0
2019-02-21,27350,28450,27200,27950,120344,261270.0,9347753.0
2019-02-22,27950,28000,26900,27050,76048,252857.0,9347753.0
2019-02-25,27300,27300,26700,27050,45490,252857.0,9347753.0
2019-02-26,26900,27450,26900,27100,20739,253324.0,9347753.0
2019-02-27,27300,27750,27100,27650,39155,258465.0,9347753.0
2019-02-28,27900,28600,27500,27550,73899,257531.0,9347753.0
2019-03-04,28200,29700,27950,29050,122992,271552.0,9347753.0
2019-03-05,29050,29250,28400,28950,58237,270617.0,9347753.0
2019-03-06,28900,28900,28100,28350,51969,265009.0,9347753.0
2019-03-07,28100,28650,27800,27950,33117,261270.0,9347753.0
2019-03-08,27650,28550,27600,28200,34595,263607.0,9347753.0
2019-03-11,28450,30150,27950,30100,168842,281367.0,9347753.0
2019-03-12,31800,32900,30500,30950,372801,289313.0,9347753.0
2019-03-13,31000,32250,30450,31200,104535,291650.0,9347753.0
2019-03-14,31600,31600,30500,30500,51977,285106.0,9347753.0
2019-03-15,30500,30850,29600,30850,71601,288378.0,9347753.0
2019-03-18,31050,31050,29950,30300,38203,283237.0,9347753.0
2019-03-19,30600,30600,29800,29850,30657,279030.0,9347753.0
2019-03-20,29850,30050,29150,29400,48246,274824.0,9347753.0
2019-03-21,29500,29550,28950,28950,42499,270617.0,9347753.0
2019-03-22,29000,29550,29000,29500,33893,275759.0,9347753.0
2019-03-25,29150,29150,28100,28100,64108,262672.0,9347753.0
2019-03-26,28300,28600,27850,28050,35870,262204.0,9347753.0
2019-03-27,28050,28250,27950,28100,18792,262672.0,9347753.0
2019-03-28,28350,28400,27200,27350,34301,255661.0,9347753.0
2019-03-29,27200,27600,26500,27600,41013,257998.0,9347753.0
2019-04-01,27600,28600,27600,28100,40557,262672.0,9347753.0
2019-04-02,28400,28400,27950,28150,18451,263139.0,9347753.0
2019-04-03,28050,28350,27850,28150,18896,263139.0,9347753.0
2019-04-04,28400,28400,27800,28000,17050,261737.0,9347753.0
2019-04-05,28300,28300,27500,27850,19915,260335.0,9347753.0
2019-04-08,28050,28400,27350,27650,25412,258465.0,9347753.0
2019-04-09,27550,27950,27450,27850,19122,260335.0,9347753.0
2019-04-10,27750,27950,26950,27950,73559,278695.0,9971194.0
2019-04-11,28100,28200,27700,27950,29802,278695.0,9971194.0
2019-04-12,28200,28300,27750,27800,31616,277199.0,9971194.0
2019-04-15,28200,28600,27800,28600,51341,285176.0,9971194.0
2019-04-16,28700,28700,28000,28250,32479,281686.0,9971194.0
2019-04-17,28250,28250,27800,28000,20493,279193.0,9971194.0
2019-04-18,28150,28150,27450,27500,34848,274208.0,9971194.0
2019-04-19,27500,27950,27500,27850,16475,277698.0,9971194.0
2019-04-22,28000,28500,27600,27900,30428,278196.0,9971194.0
2019-04-23,27900,27950,27550,27900,21121,278196.0,9971194.0
2019-04-24,27900,27950,27250,27450,36189,273709.0,9971194.0
2019-04-25,27500,27700,27050,27100,17580,270219.0,9971194.0
2019-04-26,27150,27150,26550,26550,36916,264735.0,9971194.0
2019-04-29,26550,27250,26550,27200,13810,271216.0,9971194.0
2019-04-30,27400,27400,26850,27050,8432,269721.0,9971194.0
2019-05-02,27050,27500,26900,27200,26295,271216.0,9971194.0
2019-05-03,27250,27700,27200,27450,21918,273709.0,9971194.0
2019-05-07,26550,27300,26550,27150,16720,270718.0,9971194.0
2019-05-08,26700,26850,26650,26850,21966,267727.0,9971194.0
2019-05-09,27150,27200,26150,26300,26612,262242.0,9971194.0
2019-05-10,26150,26550,25750,25950,27852,258752.0,9971194.0
2019-05-13,26000,26200,25550,25550,23069,254764.0,9971194.0
2019-05-14,25000,25700,24950,25250,39738,251773.0,9971194.0
2019-05-15,25350,26200,25350,26000,24635,259251.0,9971194.0
2019-05-16,26150,26800,26000,26500,24917,264237.0,9971194.0
2019-05-17,26400,26850,25800,26050,15901,259750.0,9971194.0
2019-05-20,25900,26550,25000,25200,26742,251274.0,9971194.0
2019-05-21,25200,25650,25000,25200,23957,251274.0,9971194.0
2019-05-22,25300,26100,25250,26100,18557,260248.0,9971194.0
2019-05-23,26350,27050,25950,26500,39452,264237.0,9971194.0
2019-05-24,26500,27000,25750,26000,20655,259251.0,9971194.0
2019-05-27,26400,26550,25950,26000,16672,259251.0,9971194.0
2019-05-28,26300,27600,25750,26950,64238,268724.0,9971194.0
2019-05-29,26950,27100,26100,26300,21084,262242.0,9971194.0
2019-05-30,26200,26550,26050,26200,16248,261245.0,9971194.0
2019-05-31,26050,26700,26050,26450,15090,263738.0,9971194.0
2019-06-03,26250,26400,26150,26250,6433,261744.0,9971194.0
2019-06-04,26050,26750,26050,26600,22456,265234.0,9971194.0
2019-06-05,26850,27200,26800,26800,17542,267228.0,9971194.0
2019-06-07,27100,27250,26600,26850,22142,267727.0,9971194.0
2019-06-10,27000,27100,26850,27100,17621,270219.0,9971194.0
2019-06-11,26950,27950,26800,27400,39815,273211.0,9971194.0
2019-06-12,27350,27750,27000,27000,16755,269222.0,9971194.0
2019-06-13,26900,27400,26300,27200,18539,271216.0,9971194.0
2019-06-14,27350,27350,26650,26700,16620,266231.0,9971194.0
2019-06-17,27050,27050,26450,26550,12909,264735.0,9971194.0
2019-06-18,27100,27100,26300,26400,16574,263240.0,9971194.0
2019-06-19,26650,26900,26300,26550,15814,264735.0,9971194.0
2019-06-20,26750,26750,26300,26450,21374,263738.0,9971194.0
2019-06-21,26700,26750,26300,26450,14186,263738.0,9971194.0
2019-06-24,26450,26800,26200,26350,11794,262741.0,9971194.0
2019-06-25,26200,26700,26000,26150,16454,260747.0,9971194.0
2019-06-26,26400,26450,25800,25900,23301,258254.0,9971194.0
2019-06-27,25900,26150,25500,25900,23935,258254.0,9971194.0
2019-06-28,25650,26150,24900,25450,35500,253767.0,9971194.0
2019-07-01,25400,26350,25400,25800,20682,257257.0,9971194.0
2019-07-02,25600,25850,25450,25850,13622,257755.0,9971194.0
2019-07-03,25600,25800,25300,25400,15116,253268.0,9971194.0
2019-07-04,25100,25500,24900,25000,20369,249280.0,9971194.0
2019-07-05,25000,25450,25000,25450,7883,253767.0,9971194.0
2019-07-08,25300,25400,24750,25100,22440,250277.0,9971194.0
2019-07-09,24950,25350,24350,24700,25869,246288.0,9971194.0
2019-07-10,24600,25300,24600,24700,10558,246288.0,9971194.0
2019-07-11,24700,25000,24700,24800,12409,247286.0,9971194.0
2019-07-12,25000,25000,24500,24750,15484,246787.0,9971194.0
2019-07-15,24700,24700,24250,24450,14188,243796.0,9971194.0
2019-07-16,24450,24800,24050,24100,20156,240306.0,9971194.0
2019-07-17,24100,24200,23400,23650,28981,235819.0,9971194.0
2019-07-18,23450,23650,23050,23350,14644,232827.0,9971194.0
2019-07-19,23300,24150,23200,24150,13582,240804.0,9971194.0
2019-07-22,24400,24650,24150,24300,10781,242300.0,9971194.0
2019-07-23,24600,24600,23950,24150,9178,240804.0,9971194.0
2019-07-24,23900,24150,23450,23500,12382,234323.0,9971194.0
2019-07-25,23500,23500,22350,22500,36322,224352.0,9971194.0
2019-07-26,22350,22800,21950,22200,19831,221361.0,9971194.0
2019-07-29,22250,22250,20550,20850,41518,207899.0,9971194.0
2019-07-30,20800,21250,20550,21050,17872,209894.0,9971194.0
2019-07-31,20800,21450,20550,21300,16461,212386.0,9971194.0
2019-08-01,21350,21600,21100,21150,8359,210891.0,9971194.0
2019-08-02,20550,21500,20400,21400,20321,213384.0,9971194.0
2019-08-05,21250,21250,18250,18500,85671,184467.0,9971194.0
2019-08-06,17400,19100,17300,17950,66747,178983.0,9971194.0
2019-08-07,17300,18750,17300,18600,62290,185464.0,9971194.0
2019-08-08,18750,19450,18000,19250,27546,191945.0,9971194.0
2019-08-09,19100,19500,19000,19400,21013,193441.0,9971194.0
2019-08-12,19300,22200,19150,20400,71519,203412.0,9971194.0
2019-08-13,20650,20850,20300,20500,21786,204409.0,9971194.0
2019-08-14,21050,21050,20300,20300,16312,202415.0,9971194.0
2019-08-16,20100,20200,19750,20150,15048,200920.0,9971194.0
2019-08-19,20450,20600,19750,19850,18081,197928.0,9971194.0
2019-08-20,20150,20450,19950,20200,8852,201418.0,9971194.0
2019-08-21,20400,21850,19950,21450,36931,213882.0,9971194.0
2019-08-22,21450,22600,21050,22600,52002,225349.0,9971194.0
2019-08-23,22600,22600,22000,22100,19801,220363.0,9971194.0
2019-08-26,21650,21750,20850,20850,22089,207899.0,9971194.0
2019-08-27,21150,21600,20850,20850,10552,207899.0,9971194.0
2019-08-28,20850,21700,20800,21600,8707,215378.0,9971194.0
2019-08-29,21600,21750,21100,21500,11719,214381.0,9971194.0
2019-08-30,21800,22100,21350,21600,15357,215378.0,9971194.0
2019-09-02,21700,21850,21350,21800,11709,217372.0,9971194.0
2019-09-03,21800,22700,21600,22450,27429,223853.0,9971194.0
2019-09-04,22300,22900,22300,22700,13805,226346.0,9971194.0
2019-09-05,22900,22950,22200,22500,22622,224352.0,9971194.0
2019-09-06,22550,22850,22200,22400,6854,223355.0,9971194.0
2019-09-09,22450,23000,22200,22700,16353,226346.0,9971194.0
2019-09-10,23000,23000,22300,22350,9291,222856.0,9971194.0
2019-09-11,22250,23050,22250,22950,19874,228839.0,9971194.0
2019-09-16,23450,23450,23050,23300,10211,232329.0,9971194.0
2019-09-17,23300,23950,23200,23750,17717,236816.0,9971194.0
2019-09-18,24000,24000,23450,23800,8687,237314.0,9971194.0
2019-09-19,23750,24000,23150,23400,23078,233326.0,9971194.0
2019-09-20,23600,24000,23600,23750,9335,236816.0,9971194.0
2019-09-23,23700,24150,23300,23650,8229,235819.0,9971194.0
2019-09-24,23400,23800,23400,23550,7981,234822.0,9971194.0
2019-09-25,23250,23750,22900,22900,13406,228340.0,9971194.0
2019-09-26,22950,23650,22950,23400,9039,233326.0,9971194.0
2019-09-27,23450,23900,23000,23350,11890,232827.0,9971194.0
2019-09-30,23350,23800,23000,23350,7509,232827.0,9971194.0
2019-10-01,23400,23700,23150,23700,7271,236317.0,9971194.0
2019-10-02,23600,23600,23200,23400,6329,233326.0,9971194.0
2019-10-04,23700,23700,23200,23600,12084,235320.0,9971194.0
2019-10-07,23800,23800,23100,23300,14566,232329.0,9971194.0
