안랩(053800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-02-10,18200,18250,17850,18100,23189,181251.0,10013855.0
2011-02-11,17950,18100,17550,17550,32417,175743.0,10013855.0
2011-02-14,17600,17750,17350,17650,29672,176745.0,10013855.0
2011-02-15,17650,17750,17400,17650,18664,176745.0,10013855.0
2011-02-16,17650,17950,17450,17950,20543,179749.0,10013855.0
2011-02-17,17700,18050,17400,17800,26112,178247.0,10013855.0
2011-02-18,17600,17900,17600,17800,17079,178247.0,10013855.0
2011-02-21,17800,17900,17700,17800,14118,178247.0,10013855.0
2011-02-22,17800,17850,17350,17350,17279,173740.0,10013855.0
2011-02-23,17250,17450,16950,17050,17181,170736.0,10013855.0
2011-02-24,17300,17300,16850,17100,23684,171237.0,10013855.0
2011-02-25,17350,17350,16850,17050,18171,170736.0,10013855.0
2011-02-28,17200,17200,16950,17000,11462,170236.0,10013855.0
2011-03-02,17000,17200,16950,16950,8314,169735.0,10013855.0
2011-03-03,16950,17750,16950,17700,17788,177245.0,10013855.0
2011-03-04,18000,19900,17650,18750,899355,187760.0,10013855.0
2011-03-07,19700,20150,18000,18000,533309,180249.0,10013855.0
2011-03-08,17900,18100,17450,17550,140470,175743.0,10013855.0
2011-03-09,17550,18150,17300,17650,83735,176745.0,10013855.0
2011-03-10,17550,17800,17500,17700,38564,177245.0,10013855.0
2011-03-11,17800,17800,17400,17600,46820,176244.0,10013855.0
2011-03-14,17400,17400,16600,16700,61536,167231.0,10013855.0
2011-03-15,17150,17400,16500,17000,61332,170236.0,10013855.0
2011-03-16,17250,17250,17050,17100,41278,171237.0,10013855.0
2011-03-17,17000,17100,16800,16950,37809,169735.0,10013855.0
2011-03-18,16900,17350,16900,17250,29634,172739.0,10013855.0
2011-03-21,17100,17600,17100,17600,21500,176244.0,10013855.0
2011-03-22,17750,17750,17400,17450,21702,174742.0,10013855.0
2011-03-23,17400,17700,17300,17600,19735,176244.0,10013855.0
2011-03-24,17600,17800,17500,17500,26990,175242.0,10013855.0
2011-03-25,17450,17600,17450,17500,20898,175242.0,10013855.0
2011-03-28,17500,17750,17400,17600,43425,176244.0,10013855.0
2011-03-29,17650,17750,17500,17700,14949,177245.0,10013855.0
2011-03-30,17550,18050,17550,17800,46533,178247.0,10013855.0
2011-03-31,18200,18400,18000,18250,47485,182753.0,10013855.0
2011-04-01,18250,18600,18150,18550,44826,185757.0,10013855.0
2011-04-04,18450,18600,18150,18150,37806,181751.0,10013855.0
2011-04-05,18100,18300,18100,18150,15062,181751.0,10013855.0
2011-04-06,18150,18200,17750,17800,28851,178247.0,10013855.0
2011-04-07,17650,18050,17650,17850,33399,178747.0,10013855.0
2011-04-08,17800,18050,17800,18000,13242,180249.0,10013855.0
2011-04-11,19750,19800,18300,18300,147917,183254.0,10013855.0
2011-04-12,18700,18800,18100,18100,48542,181251.0,10013855.0
2011-04-13,18400,19000,18300,18950,71326,189763.0,10013855.0
2011-04-14,19000,19300,18850,19100,118162,191265.0,10013855.0
2011-04-15,19250,21200,19250,20100,351823,201278.0,10013855.0
2011-04-18,20500,20550,19550,20500,157570,205284.0,10013855.0
2011-04-19,20200,20800,19850,20150,81782,201779.0,10013855.0
2011-04-20,20550,20600,20000,20200,82289,202280.0,10013855.0
2011-04-21,20400,20700,19650,19650,68778,196772.0,10013855.0
2011-04-22,19700,19700,18950,19000,98782,190263.0,10013855.0
2011-04-25,19300,19650,19150,19350,37261,193768.0,10013855.0
2011-04-26,19150,19950,19000,19950,67847,199776.0,10013855.0
2011-04-27,20300,20450,19700,19700,68959,197273.0,10013855.0
2011-04-28,19900,19900,18700,18700,46602,187259.0,10013855.0
2011-04-29,18900,19100,18400,18600,34384,186258.0,10013855.0
2011-05-02,18850,19550,18500,19550,38124,195771.0,10013855.0
2011-05-03,19600,20000,19050,19150,62180,191765.0,10013855.0
2011-05-04,21000,21650,19150,19150,347700,191765.0,10013855.0
2011-05-06,19350,19800,19150,19750,50969,197774.0,10013855.0
2011-05-09,19800,20250,19600,19950,44440,199776.0,10013855.0
2011-05-11,19750,19750,19100,19300,45857,193267.0,10013855.0
2011-05-12,19800,19850,19150,19350,36499,193768.0,10013855.0
2011-05-13,19400,19500,19000,19300,44298,193267.0,10013855.0
2011-05-16,19250,19600,18900,19000,27088,190263.0,10013855.0
2011-05-17,18900,19000,18650,18750,37947,187760.0,10013855.0
2011-05-18,19250,19300,18750,18800,49685,188260.0,10013855.0
2011-05-19,19150,19250,18700,18850,50424,188761.0,10013855.0
2011-05-20,19100,19600,19100,19400,66055,194269.0,10013855.0
2011-05-23,19500,19750,19300,19500,50688,195270.0,10013855.0
2011-05-24,19200,19550,19150,19300,40516,193267.0,10013855.0
2011-05-25,19450,19550,19150,19150,38757,191765.0,10013855.0
2011-05-26,19400,19600,19150,19350,42594,193768.0,10013855.0
2011-05-27,19300,20000,19300,19900,73326,199276.0,10013855.0
2011-05-30,19800,19950,19550,19750,40684,197774.0,10013855.0
2011-05-31,19600,19900,19600,19900,46667,199276.0,10013855.0
2011-06-01,19900,20050,19650,19650,62327,196772.0,10013855.0
2011-06-02,19300,19600,19250,19250,48464,192767.0,10013855.0
2011-06-03,19550,19550,19000,19050,25487,190764.0,10013855.0
2011-06-07,18700,19150,18650,18750,22025,187760.0,10013855.0
2011-06-08,18850,19100,18800,18850,12571,188761.0,10013855.0
2011-06-09,19000,19100,18650,18850,13084,188761.0,10013855.0
2011-06-10,18850,19050,18750,18750,16344,187760.0,10013855.0
2011-06-13,18900,19000,18750,18800,18753,188260.0,10013855.0
2011-06-14,18800,19000,18750,19000,20682,190263.0,10013855.0
2011-06-15,19100,19200,18900,18900,10524,189262.0,10013855.0
2011-06-16,18900,19500,18650,19150,45678,191765.0,10013855.0
2011-06-17,19250,19300,18750,18900,32376,189262.0,10013855.0
2011-06-20,18800,19200,18750,18950,27972,189763.0,10013855.0
2011-06-21,19100,19500,18950,19300,41617,193267.0,10013855.0
2011-06-22,19350,19550,19200,19400,21144,194269.0,10013855.0
2011-06-23,19400,19400,19200,19300,9115,193267.0,10013855.0
2011-06-24,19500,19500,19200,19300,31268,193267.0,10013855.0
2011-06-27,19200,19200,18950,19050,22858,190764.0,10013855.0
2011-06-28,19050,19400,19000,19150,30952,191765.0,10013855.0
2011-06-29,19250,19350,19050,19100,13771,191265.0,10013855.0
2011-06-30,19100,19200,18950,19050,16994,190764.0,10013855.0
2011-07-01,19100,19650,19000,19650,45151,196772.0,10013855.0
2011-07-04,19700,19700,19400,19650,25579,196772.0,10013855.0
2011-07-05,19800,20200,19600,19950,82146,199776.0,10013855.0
2011-07-06,19750,20000,19450,19450,36309,194769.0,10013855.0
2011-07-07,19600,20100,19500,19850,34130,198775.0,10013855.0
2011-07-08,19800,20200,19800,20150,45930,201779.0,10013855.0
2011-07-11,20250,21000,20250,20650,118386,206786.0,10013855.0
2011-07-12,20650,21000,20300,20800,74641,208288.0,10013855.0
2011-07-13,21350,21700,20500,20800,187440,208288.0,10013855.0
2011-07-14,21100,22100,21100,22100,246571,221306.0,10013855.0
2011-07-15,22200,22650,21900,22200,139844,222308.0,10013855.0
2011-07-18,22450,23350,22450,23300,188838,233323.0,10013855.0
2011-07-19,23400,23900,22950,23800,161763,238330.0,10013855.0
2011-07-20,24100,24100,23200,23300,121372,233323.0,10013855.0
2011-07-21,23000,23750,23000,23600,89668,236327.0,10013855.0
2011-07-22,23700,23800,23150,23150,71839,231821.0,10013855.0
2011-07-25,23400,23400,22800,22800,89218,228316.0,10013855.0
2011-07-26,22800,23250,22350,23250,89615,232822.0,10013855.0
2011-07-27,23000,23800,22950,23550,70620,235826.0,10013855.0
2011-07-28,23150,25100,23100,25100,223484,251348.0,10013855.0
2011-07-29,25300,25300,23600,23750,175440,237829.0,10013855.0
2011-08-01,24300,27300,24000,25900,510434,259359.0,10013855.0
2011-08-02,25700,26700,25100,26000,189030,260360.0,10013855.0
2011-08-03,25600,26600,25400,25750,122876,257857.0,10013855.0
2011-08-04,26100,28950,25850,27200,449949,272377.0,10013855.0
2011-08-05,25950,28650,24050,26300,542530,263364.0,10013855.0
2011-08-08,26300,26600,22400,23800,575797,238330.0,10013855.0
2011-08-09,22050,23250,20350,22150,365519,221807.0,10013855.0
2011-08-10,23650,25450,23350,25450,443058,254853.0,10013855.0
2011-08-11,24600,29000,24300,28150,746821,281890.0,10013855.0
2011-08-12,29550,31800,28550,30000,628359,300416.0,10013855.0
2011-08-16,31350,33250,30700,31250,432241,312933.0,10013855.0
2011-08-17,30900,32600,29900,31000,382879,310430.0,10013855.0
2011-08-18,31750,35650,31350,35650,1035777,356994.0,10013855.0
2011-08-19,37700,40950,37000,40950,1802943,410067.0,10013855.0
2011-08-22,42000,42850,34850,34850,2608005,348983.0,10013855.0
2011-08-23,34850,38100,32750,34550,4006902,345979.0,10013855.0
2011-08-24,35200,39500,35000,36900,3155286,369511.0,10013855.0
2011-08-25,38050,38600,34100,34200,1657773,342474.0,10013855.0
2011-08-26,34200,35750,32000,32950,1170494,329957.0,10013855.0
2011-08-29,33900,36150,33100,35250,1412134,352988.0,10013855.0
2011-08-30,35450,37750,34650,36000,1481777,360499.0,10013855.0
2011-08-31,36400,37350,35350,35350,520951,353990.0,10013855.0
2011-09-01,35550,36850,33850,34650,970939,346980.0,10013855.0
2011-09-02,39100,39800,38150,39800,2613768,398551.0,10013855.0
2011-09-05,45750,45750,45750,45750,115548,458134.0,10013855.0
2011-09-06,47950,52600,47900,47900,7129302,479664.0,10013855.0
2011-09-07,40750,40750,40750,40750,32866,408065.0,10013855.0
2011-09-08,39600,42650,36150,38150,6700353,382029.0,10013855.0
2011-09-09,37700,40050,36750,38300,3433367,383531.0,10013855.0
2011-09-14,39100,41600,38000,38050,2789278,381027.0,10013855.0
2011-09-15,39100,39450,34100,34150,2619335,341973.0,10013855.0
2011-09-16,34600,35150,33200,34150,1545657,341973.0,10013855.0
2011-09-19,34850,36050,32000,32000,1560546,320443.0,10013855.0
2011-09-20,31800,35500,30950,34000,2365488,340471.0,10013855.0
2011-09-21,34150,35500,33500,33750,1273022,337968.0,10013855.0
2011-09-22,33000,33850,32100,32100,545463,321445.0,10013855.0
2011-09-23,31000,36100,30850,32750,3408188,327954.0,10013855.0
2011-09-26,33650,34600,29550,30500,1272595,305423.0,10013855.0
2011-09-27,32100,33200,31300,32500,927807,325450.0,10013855.0
2011-09-28,33300,37350,32750,37350,2683530,374017.0,10013855.0
2011-09-29,37500,37800,35350,35600,2252724,356493.0,10013855.0
2011-09-30,36600,37100,35100,36000,1240116,360499.0,10013855.0
2011-10-04,39000,41100,37500,37900,3527319,379525.0,10013855.0
2011-10-05,38850,39650,37550,37600,1616392,376521.0,10013855.0
2011-10-06,38800,42600,37600,40050,2750729,401055.0,10013855.0
2011-10-07,42100,46050,42000,45400,3383019,454629.0,10013855.0
2011-10-10,46000,52200,46000,52200,2641685,522723.0,10013855.0
2011-10-11,56400,60000,55500,60000,1632489,600831.0,10013855.0
2011-10-12,61300,64600,56600,60700,6234455,607841.0,10013855.0
2011-10-13,62300,64300,60300,61200,2745881,612848.0,10013855.0
2011-10-14,60500,69500,59200,68000,5377417,680942.0,10013855.0
2011-10-17,66000,74000,65000,71700,3654531,717993.0,10013855.0
2011-10-18,72400,76200,68000,69100,2814802,691957.0,10013855.0
2011-10-19,74400,75400,69000,75200,3183488,753042.0,10013855.0
2011-10-20,77300,84900,74000,80000,4645246,801108.0,10013855.0
2011-10-21,82500,88300,82200,87000,3664848,871205.0,10013855.0
2011-10-24,95800,100000,90700,100000,2714305,1001386.0,10013855.0
2011-10-25,93000,97500,85000,85000,3316315,851178.0,10013855.0
2011-10-26,73000,91400,72300,72400,7018439,725003.0,10013855.0
2011-10-27,79000,82500,61600,61600,3674136,616853.0,10013855.0
2011-10-28,61000,62200,53100,56200,3490228,562779.0,10013855.0
2011-10-31,57600,59700,55600,58800,1978188,588815.0,10013855.0
2011-11-01,57900,58000,53300,55300,1328319,553766.0,10013855.0
2011-11-02,53300,58200,51500,56300,1394692,563780.0,10013855.0
2011-11-03,56500,58500,54000,55500,1180593,555769.0,10013855.0
2011-11-04,56600,57300,55900,57100,525358,571791.0,10013855.0
2011-11-07,58400,65600,58300,65600,1909640,656909.0,10013855.0
2011-11-08,69800,75400,69200,75400,1162235,755045.0,10013855.0
2011-11-09,80500,85300,77600,82700,4820021,828146.0,10013855.0
2011-11-10,81800,87400,79600,84100,3117630,842165.0,10013855.0
2011-11-11,88200,89700,78000,83400,2946157,835156.0,10013855.0
2011-11-14,84500,84600,80600,81400,1642796,815128.0,10013855.0
2011-11-15,90000,93600,89500,93600,809302,937297.0,10013855.0
2011-11-16,103000,107400,97000,97700,4873537,978354.0,10013855.0
2011-11-17,99100,102000,92700,95800,2621061,959327.0,10013855.0
2011-11-18,94500,98900,82500,84200,2997063,843167.0,10013855.0
2011-11-21,81700,84900,73300,75000,2452188,751039.0,10013855.0
2011-11-22,74600,85000,72600,84000,2879560,841164.0,10013855.0
2011-11-23,85800,92700,83600,87800,2663370,879216.0,10013855.0
2011-11-24,91000,92500,85300,90100,1571499,902248.0,10013855.0
2011-11-25,89500,102000,88000,94700,2594555,948312.0,10013855.0
2011-11-28,97000,101500,94200,101200,2365514,1013402.0,10013855.0
2011-11-29,103900,104000,98700,100300,1454130,1004390.0,10013855.0
2011-11-30,103000,115300,101500,115300,2385804,1154597.0,10013855.0
2011-12-01,124000,130600,98100,98100,4698648,982359.0,10013855.0
2011-12-02,92000,109000,89200,104000,7158852,1041441.0,10013855.0
2011-12-05,107200,119600,107000,119600,2839399,1197657.0,10013855.0
2011-12-06,126500,134700,123000,133500,5397845,1336850.0,10013855.0
2011-12-07,133900,142000,125600,135000,4591082,1351870.0,10013855.0
2011-12-08,136000,145000,135500,144500,3360878,1447002.0,10013855.0
2011-12-09,145700,147000,135500,138100,3008769,1382913.0,10013855.0
2011-12-12,134300,144400,123300,138900,3644147,1390924.0,10013855.0
2011-12-13,142100,148200,135100,141500,2640494,1416960.0,10013855.0
2011-12-14,142000,144000,135100,135100,1642559,1352872.0,10013855.0
2011-12-15,131900,142400,115000,118400,2745789,1185640.0,10013855.0
2011-12-16,125900,136100,125200,136100,2911513,1362886.0,10013855.0
2011-12-19,141500,142300,122800,128200,2291895,1283776.0,10013855.0
2011-12-20,132200,138700,130600,138300,1618343,1384916.0,10013855.0
2011-12-21,138300,140900,134100,136700,1344338,1368894.0,10013855.0
2011-12-22,136700,138800,132100,134000,929977,1341857.0,10013855.0
2011-12-23,133000,136300,128400,128700,964064,1288783.0,10013855.0
2011-12-26,129200,134000,128000,128900,781867,1290786.0,10013855.0
2011-12-27,127500,129200,114200,116900,1527591,1170620.0,10013855.0
2011-12-28,121500,123500,119800,120900,740565,1210675.0,10013855.0
2011-12-29,138000,139000,133600,139000,2650661,1391926.0,10013855.0
2012-01-02,143700,159800,142500,159800,2891667,1600214.0,10013855.0
2012-01-03,162000,167200,150700,157400,4338015,1576181.0,10013855.0
2012-01-04,157400,164100,155000,159900,1940793,1601215.0,10013855.0
2012-01-05,160000,160400,154600,155000,1181794,1552148.0,10013855.0
2012-01-06,154000,162700,153500,157000,1201494,1572175.0,10013855.0
2012-01-09,149400,157500,141500,150500,1910633,1507085.0,10013855.0
2012-01-10,154600,156700,151000,151200,639139,1514095.0,10013855.0
2012-01-11,147000,148500,131300,135300,1691856,1354875.0,10013855.0
2012-01-12,139600,142000,134200,139500,672622,1396933.0,10013855.0
2012-01-13,138000,141400,136800,138100,352400,1382913.0,10013855.0
2012-01-16,135000,142700,133400,137500,588752,1376905.0,10013855.0
2012-01-17,140000,142200,137900,140900,615142,1410952.0,10013855.0
2012-01-18,142500,143600,135600,136400,499026,1365890.0,10013855.0
2012-01-19,139500,139900,131200,134000,421748,1341857.0,10013855.0
2012-01-20,135000,152000,131000,147000,1885306,1472037.0,10013855.0
2012-01-25,128000,143500,125000,126000,2550660,1261746.0,10013855.0
2012-01-26,129500,132500,126600,127200,768142,1273762.0,10013855.0
2012-01-27,129100,131800,121400,124500,1030947,1246725.0,10013855.0
2012-01-30,120600,123900,118500,118500,508592,1186642.0,10013855.0
2012-01-31,117000,119200,100800,100800,1561852,1009397.0,10013855.0
2012-02-01,101800,109300,101700,106700,1180684,1068478.0,10013855.0
2012-02-02,115000,122700,113700,122700,1628064,1228700.0,10013855.0
2012-02-03,124900,129000,114600,114600,2071283,1147588.0,10013855.0
2012-02-06,119400,131000,115000,124000,3470302,1241718.0,10013855.0
2012-02-07,129400,138700,127600,130900,2463607,1310814.0,10013855.0
2012-02-08,115000,129000,115000,119200,2221833,1193652.0,10013855.0
2012-02-09,122200,127400,118500,119500,1502602,1196656.0,10013855.0
2012-02-10,123000,124000,111300,112000,894548,1121552.0,10013855.0
2012-02-13,112000,114700,107000,111500,714667,1116545.0,10013855.0
2012-02-14,111500,115600,111000,111500,771516,1116545.0,10013855.0
2012-02-15,113500,113900,109100,110800,504999,1109535.0,10013855.0
2012-02-16,111900,111900,104200,104800,725535,1049452.0,10013855.0
2012-02-17,106000,108300,102900,104200,597234,1043444.0,10013855.0
2012-02-20,102000,103000,99800,100800,619880,1009397.0,10013855.0
2012-02-21,101300,113200,101300,111900,2399081,1120550.0,10013855.0
2012-02-22,112900,113700,102800,103500,1136089,1036434.0,10013855.0
2012-02-23,104800,108700,103000,103500,640013,1036434.0,10013855.0
2012-02-24,104600,107300,103500,103500,425730,1036434.0,10013855.0
2012-02-27,103000,105500,100100,101000,428042,1011399.0,10013855.0
2012-02-28,101000,103000,95900,96800,585033,969341.0,10013855.0
2012-02-29,98100,98300,90500,92000,926991,921275.0,10013855.0
2012-03-02,93500,96900,92200,92900,685713,930287.0,10013855.0
2012-03-05,95600,99100,93200,94000,1070462,941302.0,10013855.0
2012-03-06,92500,92600,82200,83100,1114993,832151.0,10013855.0
2012-03-07,80200,85400,79500,81500,667220,816129.0,10013855.0
2012-03-08,83200,86400,80600,82300,735158,824140.0,10013855.0
2012-03-09,81100,84500,81100,82100,351256,822137.0,10013855.0
2012-03-12,81500,82000,74100,74300,871194,744029.0,10013855.0
2012-03-13,77600,79900,76400,78100,964444,782082.0,10013855.0
2012-03-14,79400,82600,78600,80500,757903,806115.0,10013855.0
2012-03-15,80000,88800,80000,83400,1511440,835156.0,10013855.0
2012-03-16,84400,86400,81700,82700,792685,828146.0,10013855.0
2012-03-19,84300,86000,82800,84500,548917,846171.0,10013855.0
2012-03-20,84200,85700,81500,82600,490695,827144.0,10013855.0
2012-03-21,82600,84400,81700,83800,484670,839161.0,10013855.0
2012-03-22,85000,87000,83500,84000,659965,841164.0,10013855.0
2012-03-23,83100,83900,82000,83200,384727,833153.0,10013855.0
2012-03-26,84700,85500,82300,82300,322875,824140.0,10013855.0
2012-03-27,83100,83500,77800,78200,543474,783083.0,10013855.0
2012-03-28,89900,89900,89900,89900,318272,900246.0,10013855.0
2012-03-29,100000,103300,98800,103300,1703736,1034431.0,10013855.0
2012-03-30,109000,116800,106300,113300,2641826,1134570.0,10013855.0
2012-04-02,115000,124800,110700,121600,2102637,1217685.0,10013855.0
2012-04-03,119900,129100,118200,121200,2440269,1213679.0,10013855.0
2012-04-04,125900,127100,116800,117900,1796062,1180634.0,10013855.0
2012-04-05,124600,125000,105000,108200,2320707,1083499.0,10013855.0
2012-04-06,106400,113000,103200,106100,1820138,1062470.0,10013855.0
2012-04-09,102900,103600,90200,92600,1511941,927283.0,10013855.0
2012-04-10,90800,96400,86100,93900,1793836,940301.0,10013855.0
2012-04-12,102100,107900,101600,107900,2055985,1080495.0,10013855.0
2012-04-13,111300,116200,109100,111500,1685527,1116545.0,10013855.0
2012-04-16,128200,128200,128200,128200,540072,1283776.0,10013855.0
2012-04-17,133000,141600,119600,123300,4397367,1234708.0,10013855.0
2012-04-18,125500,126500,117000,123300,2277444,1234708.0,10013855.0
2012-04-19,121500,124600,118500,119000,1046857,1191649.0,10013855.0
2012-04-20,116600,118000,109600,111300,965860,1114542.0,10013855.0
2012-04-23,113500,127900,112900,127900,1721654,1280772.0,10013855.0
2012-04-24,126000,133800,120000,122000,3095770,1221690.0,10013855.0
2012-04-25,124000,127000,120300,121500,1065243,1216683.0,10013855.0
2012-04-26,120500,123500,110300,114400,1340641,1145585.0,10013855.0
2012-04-27,119500,123600,117700,121000,1513866,1211676.0,10013855.0
2012-04-30,122900,124000,116700,120000,889747,1201663.0,10013855.0
2012-05-02,121500,123100,119200,121000,713162,1211676.0,10013855.0
2012-05-03,122100,122400,117800,119500,437492,1196656.0,10013855.0
2012-05-04,130000,132500,122300,124900,1615063,1250730.0,10013855.0
2012-05-07,121700,122800,119500,120200,460455,1203665.0,10013855.0
2012-05-08,121700,121800,117800,119000,371473,1191649.0,10013855.0
2012-05-09,117900,119500,115400,116400,364026,1165613.0,10013855.0
2012-05-10,115000,119100,115000,116700,330533,1168617.0,10013855.0
2012-05-11,116500,118000,115800,116600,249084,1167615.0,10013855.0
2012-05-14,115500,116200,108300,109900,412875,1100523.0,10013855.0
2012-05-15,106000,107400,100300,105100,507904,1052456.0,10013855.0
2012-05-16,103200,112400,102500,106000,588797,1061469.0,10013855.0
2012-05-17,106000,108500,105200,105500,254405,1056462.0,10013855.0
2012-05-18,102500,103200,98200,98500,348419,986365.0,10013855.0
2012-05-21,106300,113200,102200,113200,758276,1133568.0,10013855.0
2012-05-22,113600,119700,111200,114500,1006323,1146586.0,10013855.0
2012-05-23,114600,118600,112500,115800,583529,1159604.0,10013855.0
2012-05-24,115000,119400,114800,115600,538903,1157602.0,10013855.0
2012-05-25,126200,131100,124100,127100,1635242,1272761.0,10013855.0
2012-05-29,126600,128900,124600,127500,716571,1276767.0,10013855.0
2012-05-30,129800,132800,126900,128900,1135754,1290786.0,10013855.0
2012-05-31,120200,121000,111500,111800,1332497,1119549.0,10013855.0
2012-06-01,113100,117500,113100,114700,496687,1148589.0,10013855.0
2012-06-04,110000,112200,105500,108900,516418,1090509.0,10013855.0
2012-06-05,110900,112500,110100,111500,338073,1116545.0,10013855.0
2012-06-07,113700,118900,113100,114700,491369,1148589.0,10013855.0
2012-06-08,116100,117300,113400,113800,286651,1139577.0,10013855.0
2012-06-11,115600,117700,114500,115200,252813,1153596.0,10013855.0
2012-06-12,113500,116400,113200,114400,257858,1145585.0,10013855.0
2012-06-13,115500,115900,113000,113000,251267,1131566.0,10013855.0
2012-06-14,113100,113600,111300,111800,193265,1119549.0,10013855.0
2012-06-15,113000,119700,112200,113400,731024,1135571.0,10013855.0
2012-06-18,116500,116600,113900,114500,222198,1146586.0,10013855.0
2012-06-19,115700,115800,108000,111500,391419,1116545.0,10013855.0
2012-06-20,111000,113700,108500,112700,366423,1128561.0,10013855.0
2012-06-21,112200,112500,104900,107100,582631,1072484.0,10013855.0
2012-06-22,105000,110600,104500,108000,315237,1081496.0,10013855.0
2012-06-25,110500,112500,108100,108100,310441,1082498.0,10013855.0
2012-06-26,107500,110600,107500,108600,154611,1087505.0,10013855.0
2012-06-27,109300,109500,107300,107900,138723,1080495.0,10013855.0
2012-06-28,108300,111500,107800,109300,216266,1094514.0,10013855.0
2012-06-29,111100,112000,109100,111100,183912,1112539.0,10013855.0
2012-07-02,111500,112200,109300,110100,212767,1102525.0,10013855.0
2012-07-03,109200,110000,108700,108800,179379,1089507.0,10013855.0
2012-07-04,109100,109400,108200,108500,135311,1086503.0,10013855.0
2012-07-05,108300,109500,108300,109000,90989,1091510.0,10013855.0
2012-07-06,108100,108500,105100,107700,281527,1078492.0,10013855.0
2012-07-09,107700,113000,107700,109000,540028,1091510.0,10013855.0
2012-07-10,109100,110300,108000,108000,170714,1081496.0,10013855.0
2012-07-11,108000,108400,105500,105500,138169,1056462.0,10013855.0
2012-07-12,107400,116100,107200,109400,863304,1095516.0,10013855.0
2012-07-13,109400,113000,105500,110300,349863,1104528.0,10013855.0
2012-07-16,113500,114500,111000,113000,354978,1131566.0,10013855.0
2012-07-17,111500,112700,110800,112500,196990,1126559.0,10013855.0
2012-07-18,113700,115200,109800,111500,306737,1116545.0,10013855.0
2012-07-19,112200,126900,110700,122000,1958919,1221690.0,10013855.0
2012-07-20,128000,138800,126500,138000,2503084,1381912.0,10013855.0
2012-07-23,135800,136100,128500,129500,1544774,1296794.0,10013855.0
2012-07-24,132800,134900,120600,121300,1308114,1214681.0,10013855.0
2012-07-25,118900,125700,117200,120200,783065,1203665.0,10013855.0
2012-07-26,122500,125400,120800,121500,588009,1216683.0,10013855.0
2012-07-27,119300,122600,119200,121500,406630,1216683.0,10013855.0
2012-07-30,122400,123100,120000,120000,282708,1201663.0,10013855.0
2012-07-31,118800,119900,116600,117700,360613,1178631.0,10013855.0
2012-08-01,119300,121800,118300,118900,320700,1190647.0,10013855.0
2012-08-02,118800,120200,118300,118600,148793,1187643.0,10013855.0
2012-08-03,119500,122000,119100,121700,329578,1218686.0,10013855.0
2012-08-06,122800,123100,121100,121700,233991,1218686.0,10013855.0
2012-08-07,121700,122000,119700,120100,176580,1202664.0,10013855.0
2012-08-08,121600,123300,120700,121000,375498,1211676.0,10013855.0
2012-08-09,121600,122400,120400,121400,182304,1215682.0,10013855.0
2012-08-10,122200,122900,121000,122800,211776,1229701.0,10013855.0
2012-08-13,122800,123000,117100,118100,281958,1182636.0,10013855.0
2012-08-14,119300,121100,119300,120600,179542,1207671.0,10013855.0
2012-08-16,122000,123000,120100,120500,318535,1206670.0,10013855.0
2012-08-17,121600,122100,120400,120700,215928,1208672.0,10013855.0
2012-08-20,120100,120900,118700,119900,185469,1200661.0,10013855.0
2012-08-21,119800,121100,119100,119600,192667,1197657.0,10013855.0
2012-08-22,120200,120300,118800,118900,181497,1190647.0,10013855.0
2012-08-23,118400,119400,117600,118200,194744,1183638.0,10013855.0
2012-08-24,120800,132200,120700,127500,1563353,1276767.0,10013855.0
2012-08-27,127500,129800,122600,123400,824146,1235710.0,10013855.0
2012-08-28,122700,125400,121800,122500,589672,1226697.0,10013855.0
2012-08-29,123500,127500,123500,124900,670139,1250730.0,10013855.0
2012-08-30,124500,126300,121700,121700,420561,1218686.0,10013855.0
2012-08-31,123000,124600,122400,123500,290871,1236711.0,10013855.0
2012-09-03,123200,126800,121900,124300,438718,1244722.0,10013855.0
2012-09-04,121900,122400,109400,117000,853575,1171621.0,10013855.0
2012-09-05,119300,120100,117000,117000,287858,1171621.0,10013855.0
2012-09-06,117500,127500,116000,119500,750342,1196656.0,10013855.0
2012-09-07,124000,124400,120500,120900,407262,1210675.0,10013855.0
2012-09-10,123100,127000,122200,125400,642427,1255737.0,10013855.0
2012-09-11,123300,124500,121300,122700,352784,1228700.0,10013855.0
2012-09-12,130000,130200,123800,125100,638502,1252733.0,10013855.0
2012-09-13,125000,125000,122200,123300,354501,1234708.0,10013855.0
2012-09-14,123300,134500,123300,129300,1567678,1294791.0,10013855.0
2012-09-17,130500,133400,129500,132400,634399,1325834.0,10013855.0
2012-09-18,135000,137700,116500,125000,1128024,1251732.0,10013855.0
2012-09-19,125000,131500,122000,124900,1265181,1250730.0,10013855.0
2012-09-20,128000,129800,116500,117300,1210131,1174625.0,10013855.0
2012-09-21,111500,112800,99800,99800,1607084,999383.0,10013855.0
2012-09-24,93400,93500,84900,84900,1735559,850176.0,10013855.0
2012-09-25,80900,88900,79100,85400,1610280,855183.0,10013855.0
2012-09-26,84600,87600,83300,83300,471379,834154.0,10013855.0
2012-09-27,80600,82400,74700,76600,1075372,767061.0,10013855.0
2012-09-28,78000,79200,76100,77700,406140,778077.0,10013855.0
2012-10-02,77700,86300,76900,82000,1020846,821136.0,10013855.0
2012-10-04,82000,85800,80600,81300,528628,814126.0,10013855.0
2012-10-05,82300,83000,79800,81600,297545,817131.0,10013855.0
