인포마크(175140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-29,12300,12650,12250,12350,55649,43271.0,3503708.0
2015-12-30,12350,12550,12150,12450,48081,43621.0,3503708.0
2016-01-04,12500,12900,12450,12550,50901,43972.0,3503708.0
2016-01-05,12550,12650,12400,12550,34802,43972.0,3503708.0
2016-01-06,12700,13700,12600,13400,155838,46950.0,3503708.0
2016-01-07,13850,16250,13700,14500,568054,50804.0,3503708.0
2016-01-08,14100,14250,13550,13950,123584,48877.0,3503708.0
2016-01-11,13750,14500,13650,14350,133568,50278.0,3503708.0
2016-01-12,15950,16200,13950,14300,346980,50103.0,3503708.0
2016-01-13,14200,14350,13700,14350,76573,50278.0,3503708.0
2016-01-14,14000,14150,13550,13700,66018,48001.0,3503708.0
2016-01-15,13800,14300,13150,13500,65392,47300.0,3503708.0
2016-01-18,13150,13350,12800,13250,46529,46424.0,3503708.0
2016-01-19,13250,13900,13150,13800,50825,48351.0,3503708.0
2016-01-20,13650,13950,12700,13050,38984,45723.0,3503708.0
2016-01-21,12750,13450,12500,12800,47672,44847.0,3503708.0
2016-01-22,12900,13300,12750,13300,19519,46599.0,3503708.0
2016-01-25,13500,14350,13500,14050,66241,49227.0,3503708.0
2016-01-26,13950,14350,13700,13800,25631,48351.0,3503708.0
2016-01-27,13950,14300,13250,13250,42147,46424.0,3503708.0
2016-01-28,13350,13400,12950,13150,21609,46074.0,3503708.0
2016-01-29,13150,13200,12900,13050,16281,45723.0,3503708.0
2016-02-01,13150,13250,12750,12950,16198,45373.0,3503708.0
2016-02-02,12850,12950,12650,12700,22995,44497.0,3503708.0
2016-02-03,12700,12700,12300,12550,25538,43972.0,3503708.0
2016-02-04,12600,13150,12600,12800,16333,44847.0,3503708.0
2016-02-05,12800,13250,12750,12950,8829,45373.0,3503708.0
2016-02-11,12750,12750,11800,11800,34305,41344.0,3503708.0
2016-02-12,11750,11800,10500,11000,42318,38541.0,3503708.0
2016-02-15,11400,11500,11050,11200,19035,39242.0,3503708.0
2016-02-16,11300,12400,11250,12050,37734,42220.0,3503708.0
2016-02-17,12000,12450,11850,12400,16703,43446.0,3503708.0
2016-02-18,12550,15400,12100,13800,145540,48351.0,3503708.0
2016-02-19,13450,14600,13000,13300,62092,46599.0,3503708.0
2016-02-22,13250,13800,13100,13300,24739,46599.0,3503708.0
2016-02-23,13650,13700,12850,13200,29376,46249.0,3503708.0
2016-02-24,13050,13150,12850,13000,8769,45548.0,3503708.0
2016-02-25,13050,13450,12800,12950,25402,45373.0,3503708.0
2016-02-26,13000,14100,13000,13900,41796,48702.0,3503708.0
2016-02-29,14000,14150,13400,13500,25455,47300.0,3503708.0
2016-03-02,13700,14500,13550,13800,71506,48351.0,3503708.0
2016-03-03,13900,14250,13600,13800,27759,48351.0,3503708.0
2016-03-04,13750,13950,13600,13700,14087,48001.0,3503708.0
2016-03-07,13100,13100,12250,12550,130302,43972.0,3503708.0
2016-03-08,12550,12800,12450,12450,29570,43621.0,3503708.0
2016-03-09,12450,12650,12050,12450,27004,43621.0,3503708.0
2016-03-10,12500,14900,12200,12800,320057,44847.0,3503708.0
2016-03-11,12850,13100,12700,12700,58500,44497.0,3503708.0
2016-03-14,12750,12850,12550,12800,28981,44847.0,3503708.0
2016-03-15,12800,13750,12700,13600,101603,47650.0,3503708.0
2016-03-16,13650,13900,13400,13400,34125,46950.0,3503708.0
2016-03-17,13400,14200,13250,14200,90799,49753.0,3503708.0
2016-03-18,14500,14600,13800,14300,57645,50103.0,3503708.0
2016-03-21,14400,14450,13850,14100,28555,49402.0,3503708.0
2016-03-22,14100,14900,14050,14850,130563,52030.0,3503708.0
2016-03-23,14900,19300,14900,19300,1302443,67622.0,3503708.0
2016-03-24,19300,20200,18100,19150,823900,67096.0,3503708.0
2016-03-25,19350,21850,17800,17800,1084257,62366.0,3503708.0
2016-03-28,17500,17750,16000,16550,348268,57986.0,3503708.0
2016-03-29,16650,17500,16300,16300,288021,57110.0,3503708.0
2016-03-30,16350,17050,16200,16600,170615,58162.0,3503708.0
2016-03-31,16800,17450,16400,17050,185848,59738.0,3503708.0
2016-04-01,17100,17150,15700,15900,141894,55709.0,3503708.0
2016-04-04,16100,16250,15550,15950,77946,55884.0,3503708.0
2016-04-05,15900,16200,15250,16050,68902,56235.0,3503708.0
2016-04-06,15800,16400,15800,16350,43149,57286.0,3503708.0
2016-04-07,16400,16500,15650,15750,56522,55183.0,3503708.0
2016-04-08,15500,15500,14500,14650,230182,51329.0,3503708.0
2016-04-11,14750,14900,14500,14650,58442,51329.0,3503708.0
2016-04-12,14650,15250,14650,15050,80138,52731.0,3503708.0
2016-04-14,15350,15350,14800,14900,42290,52205.0,3503708.0
2016-04-15,14950,15300,14650,15200,46150,53256.0,3503708.0
2016-04-18,15350,15500,15050,15350,41314,53782.0,3503708.0
2016-04-19,15350,15450,15050,15350,30850,53782.0,3503708.0
2016-04-20,15300,15800,15150,15600,51407,54658.0,3503708.0
2016-04-21,15700,15700,15300,15300,30874,53607.0,3503708.0
2016-04-22,15300,15850,15150,15850,29940,55534.0,3503708.0
2016-04-25,15850,15850,15500,15800,22619,55359.0,3503708.0
2016-04-26,15800,15850,15150,15350,50268,53782.0,3503708.0
2016-04-27,15350,15550,15050,15300,25732,53607.0,3503708.0
2016-04-28,15300,15450,15000,15300,44072,53607.0,3503708.0
2016-04-29,15150,15250,14650,15150,31637,53081.0,3503708.0
2016-05-02,15150,15250,14500,14800,22650,51855.0,3503708.0
2016-05-03,14750,15000,14650,14850,16639,52030.0,3503708.0
2016-05-04,14600,14900,14450,14650,26681,51329.0,3503708.0
2016-05-09,14650,15600,14600,15100,65064,52906.0,3503708.0
2016-05-10,15100,15750,14700,14950,105293,52380.0,3503708.0
2016-05-11,15250,15300,14850,14850,63385,52030.0,3503708.0
2016-05-12,14800,15050,14450,15050,53004,52731.0,3503708.0
2016-05-13,14850,15200,14700,14850,30759,52030.0,3503708.0
2016-05-16,14800,15000,14700,14800,23357,51855.0,3503708.0
2016-05-17,14800,14950,14450,14550,26140,50979.0,3503708.0
2016-05-18,14400,14450,13300,13300,85285,46599.0,3503708.0
2016-05-19,13300,13700,13300,13500,20266,47300.0,3503708.0
2016-05-20,13700,13700,13200,13400,15494,46950.0,3503708.0
2016-05-23,13500,13600,12900,12900,48938,45198.0,3503708.0
2016-05-24,12900,13300,12850,13000,26767,45548.0,3503708.0
2016-05-25,13100,13300,12850,12850,26603,45023.0,3503708.0
2016-05-26,12900,13500,12850,13100,19567,45899.0,3503708.0
2016-05-27,13050,13600,13000,13450,24832,47125.0,3503708.0
2016-05-30,13500,13700,13100,13300,19503,46599.0,3503708.0
2016-05-31,13450,13950,13200,13650,17079,47826.0,3503708.0
2016-06-01,13700,13800,13400,13400,9780,46950.0,3503708.0
2016-06-02,13550,14300,13500,14000,45683,49052.0,3503708.0
2016-06-03,13950,14100,13700,13800,9953,48351.0,3503708.0
2016-06-07,14250,14650,13950,14300,64143,50103.0,3503708.0
2016-06-08,14400,14600,14050,14500,27711,50804.0,3503708.0
2016-06-09,14500,14600,14200,14350,37245,50278.0,3503708.0
2016-06-10,14300,14350,13500,13650,42174,47826.0,3503708.0
2016-06-13,13700,14000,13650,13700,9128,48001.0,3503708.0
2016-06-14,13600,14500,13550,14250,25604,49928.0,3503708.0
2016-06-15,14350,14400,13900,14150,10701,49577.0,3503708.0
2016-06-16,14200,14200,13150,13150,31358,46074.0,3503708.0
2016-06-17,13150,13600,12600,12950,22347,45373.0,3503708.0
2016-06-20,12900,13450,12900,13100,17989,45899.0,3503708.0
2016-06-21,13150,13400,13050,13200,7866,46249.0,3503708.0
2016-06-22,13250,13400,12900,13200,9750,46249.0,3503708.0
2016-06-23,13100,13250,12800,13000,10988,45548.0,3503708.0
2016-06-24,13300,13300,11800,12350,50335,43271.0,3503708.0
2016-06-27,11800,12450,11800,12250,22758,42920.0,3503708.0
2016-06-28,11900,12650,11900,12600,15036,44147.0,3503708.0
2016-06-29,12600,13050,12600,12850,12241,45023.0,3503708.0
2016-06-30,12750,13050,12750,12950,6070,45373.0,3503708.0
2016-07-01,13000,13400,13000,13050,21178,45723.0,3503708.0
2016-07-04,13150,13600,13150,13500,24649,47300.0,3503708.0
2016-07-05,13750,13800,13050,13200,18426,46249.0,3503708.0
2016-07-06,13050,13350,12950,13200,12159,46249.0,3503708.0
2016-07-07,13400,13600,13150,13500,20715,47300.0,3503708.0
2016-07-08,13600,13600,13000,13250,27473,46424.0,3503708.0
2016-07-11,13200,13550,13200,13350,7131,46775.0,3503708.0
2016-07-12,13350,13750,13250,13550,28049,47475.0,3503708.0
2016-07-13,13600,13700,13250,13450,15543,47125.0,3503708.0
2016-07-14,13600,14500,13300,14500,63366,50804.0,3503708.0
2016-07-15,14550,15050,14100,14250,68755,49928.0,3503708.0
2016-07-18,14250,14500,14050,14300,30021,50103.0,3503708.0
2016-07-19,14400,14750,14150,14150,30736,49577.0,3503708.0
2016-07-20,14200,14400,14150,14400,20490,50453.0,3503708.0
2016-07-21,14500,14700,14200,14400,16916,50453.0,3503708.0
2016-07-22,14400,14550,14150,14400,11084,50453.0,3503708.0
2016-07-25,14500,14500,13850,14000,24649,49052.0,3503708.0
2016-07-26,14000,14200,13700,14150,19030,49577.0,3503708.0
2016-07-27,14300,14650,14050,14150,15258,49577.0,3503708.0
2016-07-28,14150,14450,14150,14250,20721,49928.0,3503708.0
2016-07-29,14300,14950,14300,14500,57914,50804.0,3503708.0
2016-08-01,14600,15050,14600,14750,54762,51680.0,3503708.0
2016-08-02,14750,14850,14400,14700,22699,51505.0,3503708.0
2016-08-03,14750,14850,14350,14800,32903,51855.0,3503708.0
2016-08-04,14950,15150,14550,14800,21647,51855.0,3503708.0
2016-08-05,14800,14950,14450,14650,32789,51329.0,3503708.0
2016-08-08,14650,14800,14400,14500,19257,50804.0,3503708.0
2016-08-09,14500,14650,14000,14250,28311,49928.0,3503708.0
2016-08-10,14250,14550,14050,14250,16901,49928.0,3503708.0
2016-08-11,13950,14250,13700,13900,21835,48702.0,3503708.0
2016-08-12,13800,14050,13700,13750,8561,48176.0,3503708.0
2016-08-16,13700,14000,13650,13650,7915,47826.0,3503708.0
2016-08-17,13650,13650,12850,13150,28656,46074.0,3503708.0
2016-08-18,13000,13450,13000,13150,20014,46074.0,3503708.0
2016-08-19,13100,13450,13100,13200,10972,46249.0,3503708.0
2016-08-22,13100,13500,13100,13200,15089,46249.0,3503708.0
2016-08-23,13500,14100,13250,13400,36685,46950.0,3503708.0
2016-08-24,13550,13750,13050,13300,27885,46599.0,3503708.0
2016-08-25,13150,13350,12900,13050,20826,45723.0,3503708.0
2016-08-26,13000,13100,12800,12850,14418,45023.0,3503708.0
2016-08-29,12850,12950,12450,12450,19786,43621.0,3503708.0
2016-08-30,12600,13100,12600,13100,5468,45899.0,3503708.0
2016-08-31,13200,13200,12500,12600,31277,44147.0,3503708.0
2016-09-01,12600,13050,12500,12950,8807,45373.0,3503708.0
2016-09-02,13100,13100,12700,12950,5335,45373.0,3503708.0
2016-09-05,12850,13700,12850,13550,18793,47475.0,3503708.0
2016-09-06,13450,13700,13250,13600,7803,47650.0,3503708.0
2016-09-07,13500,13700,13050,13250,8435,46424.0,3503708.0
2016-09-08,13250,13250,12550,12800,19158,44847.0,3503708.0
2016-09-09,12800,12900,12600,12750,6375,44672.0,3503708.0
2016-09-12,12550,12700,12300,12500,7906,43796.0,3503708.0
2016-09-13,12500,12900,12500,12850,5688,45023.0,3503708.0
2016-09-19,12850,13050,12700,12950,6547,45373.0,3503708.0
2016-09-20,12950,13400,12850,13100,7908,45899.0,3503708.0
2016-09-21,13000,13200,12900,12900,8972,45198.0,3503708.0
2016-09-22,13050,13200,12900,13100,2874,45899.0,3503708.0
2016-09-23,13100,13150,12950,13100,2994,45899.0,3503708.0
2016-09-26,13150,14050,13000,13500,36474,47300.0,3503708.0
2016-09-27,13350,13600,13300,13500,10181,47300.0,3503708.0
2016-09-28,13400,13650,13350,13500,9459,47300.0,3503708.0
2016-09-29,13400,13950,13400,13800,8640,48351.0,3503708.0
2016-09-30,13800,13800,13200,13200,13713,46249.0,3503708.0
2016-10-04,13200,13700,13200,13600,6673,47650.0,3503708.0
2016-10-05,13400,13800,13200,13800,8705,48351.0,3503708.0
2016-10-06,13700,13900,13550,13750,4574,48176.0,3503708.0
2016-10-07,13750,13800,13400,13400,3531,46950.0,3503708.0
2016-10-10,13400,13800,13200,13550,16514,47475.0,3503708.0
2016-10-11,13550,13700,13000,13200,26909,46249.0,3503708.0
2016-10-12,13100,13450,12900,12950,21429,45373.0,3503708.0
2016-10-13,12950,13150,12750,12950,15786,45373.0,3503708.0
2016-10-14,12950,16800,12800,16800,955200,58862.0,3503708.0
2016-10-17,16400,17250,15900,17150,925742,60089.0,3503708.0
2016-10-18,17250,18600,15950,15950,858594,55884.0,3503708.0
2016-10-19,16100,16500,15100,15600,296887,54658.0,3503708.0
2016-10-20,15650,15850,15100,15550,210411,54483.0,3503708.0
2016-10-21,15550,19700,15300,18200,2939016,63767.0,3503708.0
2016-10-24,18000,18750,17500,18400,575302,64468.0,3503708.0
2016-10-25,17900,18000,16900,17250,404444,60439.0,3503708.0
2016-10-26,17000,18150,16500,17150,336849,60089.0,3503708.0
2016-10-27,17500,19650,17000,17250,1189034,60439.0,3503708.0
2016-10-28,17250,17400,16400,16550,178922,57986.0,3503708.0
2016-10-31,16350,16700,15800,16150,128190,56585.0,3503708.0
2016-11-01,16600,16750,15950,16200,116776,56760.0,3503708.0
2016-11-02,16400,16400,14800,14900,144835,52205.0,3503708.0
2016-11-03,14800,17950,14800,16550,1045797,57986.0,3503708.0
2016-11-04,16550,17400,16250,16800,279254,58862.0,3503708.0
2016-11-07,17150,18550,16850,17550,509879,61490.0,3503708.0
2016-11-08,17700,17800,17050,17250,131631,60439.0,3503708.0
2016-11-09,17350,19450,15750,17500,1199719,61315.0,3503708.0
2016-11-10,18250,18800,17650,17700,256664,62016.0,3503708.0
2016-11-11,17500,18900,17150,18450,266375,64643.0,3503708.0
2016-11-14,18500,18800,17800,18650,170308,66417.0,3561208.0
2016-11-15,18250,18900,18000,18900,161876,67307.0,3561208.0
2016-11-16,18700,19300,17900,18050,165647,64280.0,3561208.0
2016-11-17,18050,18150,17500,17850,79276,63568.0,3561208.0
2016-11-18,17800,18050,16650,16700,128253,59472.0,3561208.0
2016-11-21,16650,16800,16150,16500,63143,58760.0,3561208.0
2016-11-22,16600,17050,16400,16400,55120,58404.0,3561208.0
2016-11-23,16650,17400,16250,16550,93535,58938.0,3561208.0
2016-11-24,16650,17200,16500,17000,55086,60541.0,3561208.0
2016-11-25,16700,17200,16650,17000,60859,60541.0,3561208.0
2016-11-28,17000,17850,16900,17450,80033,62143.0,3561208.0
2016-11-29,17600,17600,16650,17050,83484,60719.0,3561208.0
2016-11-30,17050,17150,16050,16500,75682,58760.0,3561208.0
2016-12-01,16450,16500,15950,16100,50219,57335.0,3561208.0
2016-12-02,16000,16100,15050,15300,95061,54486.0,3561208.0
2016-12-05,15050,15500,14850,15250,43428,54308.0,3561208.0
2016-12-06,15250,15650,15250,15350,28077,54665.0,3561208.0
2016-12-07,15900,16900,15450,15550,215862,55377.0,3561208.0
2016-12-08,15600,15700,14900,15000,77302,53418.0,3561208.0
2016-12-09,14850,15250,14800,15000,42115,53418.0,3561208.0
2016-12-12,15100,15600,14950,15050,51207,53596.0,3561208.0
2016-12-13,15200,15750,15050,15400,91417,54843.0,3561208.0
2016-12-14,15500,15600,15300,15550,35901,55377.0,3561208.0
2016-12-15,15500,15800,15350,15600,49994,55555.0,3561208.0
2016-12-16,15600,15800,15500,15800,24702,56267.0,3561208.0
2016-12-19,15750,15800,15550,15600,28100,55555.0,3561208.0
2016-12-20,15750,16850,15700,16250,165312,57870.0,3561208.0
2016-12-21,16400,16500,16100,16300,44408,58048.0,3561208.0
2016-12-22,16200,16700,16100,16400,37551,58404.0,3561208.0
2016-12-23,16250,16600,16050,16400,39896,58404.0,3561208.0
2016-12-26,16550,16550,15950,16000,32804,56979.0,3561208.0
2016-12-27,16000,16150,15700,15900,27901,56623.0,3561208.0
2016-12-28,15950,16250,15700,16200,19638,57692.0,3561208.0
2016-12-29,16150,16750,15950,16700,32863,59472.0,3561208.0
2017-01-02,16700,17300,16350,17150,53502,61075.0,3561208.0
2017-01-03,17300,17400,17000,17250,34431,61431.0,3561208.0
2017-01-04,17350,17350,16700,16750,50721,59650.0,3561208.0
2017-01-05,16750,17050,16600,16750,37041,59650.0,3561208.0
2017-01-06,16750,17200,16600,16800,33282,59828.0,3561208.0
2017-01-09,16700,17050,16400,16400,29369,58404.0,3561208.0
2017-01-10,16300,16500,16000,16450,44806,58582.0,3561208.0
2017-01-11,16450,17250,16300,17050,47188,60719.0,3561208.0
2017-01-12,17300,17300,16800,17200,33338,61253.0,3561208.0
2017-01-13,17200,17200,16700,17200,36214,61253.0,3561208.0
2017-01-16,17200,17450,16500,16500,42221,58760.0,3561208.0
2017-01-17,16600,16750,16000,16050,31115,57157.0,3561208.0
2017-01-18,16050,16200,15800,16050,18848,57157.0,3561208.0
2017-01-19,16350,17350,16200,16550,91305,58938.0,3561208.0
2017-01-20,16750,16950,16500,16800,19150,59828.0,3561208.0
2017-01-23,16800,17000,16050,16050,33321,57157.0,3561208.0
2017-01-24,16050,16250,15650,15800,21548,56267.0,3561208.0
2017-01-25,15900,16300,14900,15450,33606,55021.0,3561208.0
2017-01-26,15450,15800,15450,15750,13553,56089.0,3561208.0
2017-01-31,15500,15750,15250,15350,16821,54665.0,3561208.0
2017-02-01,15250,15750,15250,15550,26397,55377.0,3561208.0
2017-02-02,15700,16450,15500,16050,42506,57157.0,3561208.0
2017-02-03,16150,16400,16000,16350,12886,58226.0,3561208.0
2017-02-06,16350,16600,15950,16600,17165,59116.0,3561208.0
2017-02-07,16600,16650,16300,16650,17286,59294.0,3561208.0
2017-02-08,16700,16850,16100,16200,20273,57692.0,3561208.0
2017-02-09,16100,16350,15950,16350,9297,58226.0,3561208.0
2017-02-10,16150,16350,15900,16050,10939,57157.0,3561208.0
2017-02-13,16000,16350,15650,15750,27521,56089.0,3561208.0
2017-02-14,15800,16200,15750,16150,18992,57514.0,3561208.0
2017-02-15,16200,16450,15900,15900,20912,56623.0,3561208.0
2017-02-16,16150,16250,15850,15950,15443,56801.0,3561208.0
2017-02-17,15900,16250,15600,16050,16738,57157.0,3561208.0
2017-02-20,16150,16500,16000,16000,26876,56979.0,3561208.0
2017-02-21,16250,16800,16100,16500,40206,58760.0,3561208.0
2017-02-22,16400,16850,16250,16300,28853,58048.0,3561208.0
2017-02-23,16400,16450,15900,16000,29512,56979.0,3561208.0
2017-02-24,16100,16300,15800,16000,12739,56979.0,3561208.0
2017-02-27,15950,16150,15750,15750,11730,56089.0,3561208.0
2017-02-28,15650,15950,15650,15850,14303,56445.0,3561208.0
2017-03-02,16850,18000,16200,16250,174675,57870.0,3561208.0
2017-03-03,16000,16400,15800,16200,27263,57692.0,3561208.0
2017-03-06,15850,16450,15850,16000,19398,56979.0,3561208.0
2017-03-07,16100,16550,15950,16550,17679,58938.0,3561208.0
2017-03-08,16550,16800,16350,16600,18893,59116.0,3561208.0
2017-03-09,16400,17100,16400,16600,28330,59116.0,3561208.0
2017-03-10,16700,16900,16200,16600,43735,59116.0,3561208.0
2017-03-13,16750,17050,16600,17000,27971,60541.0,3561208.0
2017-03-14,16950,17200,16500,16550,37147,58938.0,3561208.0
2017-03-15,16600,17950,16500,17350,124116,61787.0,3561208.0
2017-03-16,17550,17950,17250,17350,77637,61787.0,3561208.0
2017-03-17,17400,18400,17350,17700,92769,63033.0,3561208.0
2017-03-20,17650,17700,17200,17400,37679,61965.0,3561208.0
2017-03-21,17500,18000,17300,17700,43397,63033.0,3561208.0
2017-03-22,17450,17800,17200,17300,27196,61609.0,3561208.0
2017-03-23,17300,17300,16800,16800,32657,59828.0,3561208.0
2017-03-24,16800,16950,16600,16700,19176,59472.0,3561208.0
2017-03-27,16650,17100,16300,16700,39950,59472.0,3561208.0
2017-03-28,16900,17300,16750,17250,19497,61431.0,3561208.0
2017-03-29,17400,17400,17050,17100,25657,60897.0,3561208.0
2017-03-30,17300,17700,17050,17650,46476,62855.0,3561208.0
2017-03-31,17700,18600,17600,18600,72622,66238.0,3561208.0
2017-04-03,18650,18850,18150,18750,77835,66773.0,3561208.0
2017-04-04,18500,19000,18300,18300,56334,65170.0,3561208.0
2017-04-05,18300,19200,18150,19100,76360,68019.0,3561208.0
2017-04-06,18900,19300,18550,18850,31083,67129.0,3561208.0
2017-04-07,18850,19400,18800,19000,61055,67663.0,3561208.0
2017-04-10,19050,19200,17800,18350,69727,65348.0,3561208.0
2017-04-11,18200,18550,17600,17950,48581,63924.0,3561208.0
2017-04-12,17850,18250,17800,18250,22330,64992.0,3561208.0
2017-04-13,18250,18450,18050,18300,18723,65170.0,3561208.0
2017-04-14,18300,18400,17700,17900,24772,63746.0,3561208.0
2017-04-17,17850,18200,17650,17700,12291,63033.0,3561208.0
2017-04-18,17700,18350,17700,18300,27116,65170.0,3561208.0
2017-04-19,18100,19100,18100,19000,43154,67663.0,3561208.0
2017-04-20,18900,19450,18750,19100,37959,68019.0,3561208.0
2017-04-21,19000,19650,18900,19100,48329,68220.0,3571708.0
2017-04-24,18750,18800,17700,18400,72245,65719.0,3571708.0
2017-04-25,18350,18800,18350,18550,19000,66255.0,3571708.0
2017-04-26,18750,18750,18100,18200,9969,65005.0,3571708.0
2017-04-27,18200,18500,17900,18100,12576,64648.0,3571708.0
2017-04-28,18100,18400,17150,17350,35539,61969.0,3571708.0
2017-05-02,17550,17650,16700,17400,29615,62148.0,3571708.0
2017-05-04,17100,17600,17000,17400,13104,62148.0,3571708.0
2017-05-08,17300,17350,16850,17000,34564,60719.0,3571708.0
2017-05-10,16900,17150,16800,16950,18546,60540.0,3571708.0
2017-05-11,16850,17550,16850,17350,15939,61969.0,3571708.0
2017-05-12,17350,17500,17100,17150,13433,61255.0,3571708.0
2017-05-15,17000,17400,17000,17000,9139,60719.0,3571708.0
2017-05-16,16900,17200,16700,17000,17287,60719.0,3571708.0
2017-05-17,17050,17250,16800,16800,14460,60005.0,3571708.0
2017-05-18,16600,16700,16100,16350,30045,58397.0,3571708.0
2017-05-19,16500,16500,15800,16000,25584,57147.0,3571708.0
2017-05-22,16450,17150,16150,17000,54233,60719.0,3571708.0
2017-05-23,16950,17100,16800,16900,15207,60362.0,3571708.0
2017-05-24,17050,17100,16300,16500,19024,58933.0,3571708.0
2017-05-25,16400,16600,16400,16600,12038,59290.0,3571708.0
2017-05-26,16600,16800,16450,16700,10230,59648.0,3571708.0
2017-05-29,16600,16700,16100,16300,24417,58219.0,3571708.0
2017-05-30,16300,16350,16000,16250,12686,58040.0,3571708.0
2017-05-31,16200,16600,16000,16500,12789,58933.0,3571708.0
2017-06-01,16350,16500,16100,16450,6843,58755.0,3571708.0
2017-06-02,16600,16650,16300,16550,7881,59112.0,3571708.0
2017-06-05,16750,16750,16250,16600,10854,59290.0,3571708.0
2017-06-07,16650,16650,16300,16400,5293,58576.0,3571708.0
2017-06-08,16400,16450,16200,16450,8509,58755.0,3571708.0
2017-06-09,16450,16700,16250,16650,12809,59469.0,3571708.0
2017-06-12,16650,17550,16450,16900,63481,60362.0,3571708.0
