태웅(044490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-07-07,21800,23200,21800,22650,197815,356058.0,15720000.0
2006-07-10,22750,25800,22750,25350,240183,398502.0,15720000.0
2006-07-11,25100,26700,23800,25000,150440,393000.0,15720000.0
2006-07-12,24600,24950,22800,22800,461784,358416.0,15720000.0
2006-07-13,23350,23900,22600,23200,134848,364704.0,15720000.0
2006-07-14,22900,22900,21950,22000,81467,345840.0,15720000.0
2006-07-18,22000,22800,21450,21600,97925,339552.0,15720000.0
2006-07-19,22100,22500,21150,21400,88688,336408.0,15720000.0
2006-07-20,22100,22500,21750,22500,105421,353700.0,15720000.0
2006-07-21,22100,22300,21700,22250,29516,349770.0,15720000.0
2006-07-24,21800,22400,21700,22350,28532,351342.0,15720000.0
2006-07-25,22850,23200,22750,22750,61735,357630.0,15720000.0
2006-07-26,22950,23050,21950,22000,53677,345840.0,15720000.0
2006-07-27,22000,22200,21700,22050,28739,346626.0,15720000.0
2006-07-28,21800,22400,21500,22100,23774,347412.0,15720000.0
2006-07-31,22200,22850,22050,22050,25108,346626.0,15720000.0
2006-08-01,22000,22400,21250,21550,24659,338766.0,15720000.0
2006-08-02,21100,21450,21000,21300,14529,334836.0,15720000.0
2006-08-03,21250,21700,21000,21000,28533,330120.0,15720000.0
2006-08-04,21150,21150,20400,20950,24463,329334.0,15720000.0
2006-08-07,20950,21150,20400,20450,12770,321474.0,15720000.0
2006-08-08,20250,20700,20000,20700,17827,325404.0,15720000.0
2006-08-09,20700,20700,19400,19800,80624,311256.0,15720000.0
2006-08-10,19600,19600,19050,19200,52850,301824.0,15720000.0
2006-08-11,19450,19550,19100,19100,25849,300252.0,15720000.0
2006-08-14,19000,19350,18850,19250,36426,302610.0,15720000.0
2006-08-16,19300,20900,19300,20500,113085,322260.0,15720000.0
2006-08-17,20550,21400,20100,21400,62000,336408.0,15720000.0
2006-08-18,21400,22400,21200,21300,70069,334836.0,15720000.0
2006-08-21,22000,22000,21200,21700,35960,341124.0,15720000.0
2006-08-22,21900,22000,20550,21500,67038,337980.0,15720000.0
2006-08-23,21400,21400,20500,20950,59267,329334.0,15720000.0
2006-08-24,20650,21200,20300,21150,34503,332478.0,15720000.0
2006-08-25,21300,22200,21200,21600,119251,339552.0,15720000.0
2006-08-28,22100,22400,21600,21600,92683,339552.0,15720000.0
2006-08-29,21900,22000,21300,21300,64124,334836.0,15720000.0
2006-08-30,21600,21850,21150,21600,58970,339552.0,15720000.0
2006-08-31,21950,23000,21850,22200,175820,348984.0,15720000.0
2006-09-01,22050,22350,21600,22000,54139,345840.0,15720000.0
2006-09-04,21950,22200,21650,21650,27138,340338.0,15720000.0
2006-09-05,21750,21850,21150,21250,43400,334050.0,15720000.0
2006-09-06,21300,21400,20950,20950,37616,329334.0,15720000.0
2006-09-07,20700,20750,20450,20600,44392,323832.0,15720000.0
2006-09-08,20500,21100,20450,21000,66105,330120.0,15720000.0
2006-09-11,21300,21300,20600,20750,32034,326190.0,15720000.0
2006-09-12,20650,20750,20400,20400,16567,320688.0,15720000.0
2006-09-13,20750,20800,20550,20550,19822,323046.0,15720000.0
2006-09-14,20800,20800,20350,20550,27523,323046.0,15720000.0
2006-09-15,20550,20900,20300,20600,28618,323832.0,15720000.0
2006-09-18,20900,21850,20800,21700,69998,341124.0,15720000.0
2006-09-19,22000,22850,22000,22600,152965,355272.0,15720000.0
2006-09-20,22150,22450,21600,21750,40546,341910.0,15720000.0
2006-09-21,22050,22200,21550,21700,28049,341124.0,15720000.0
2006-09-22,21650,21800,21100,21300,34200,334836.0,15720000.0
2006-09-25,21000,21750,21000,21350,26617,335622.0,15720000.0
2006-09-26,21700,22100,21050,21250,73925,334050.0,15720000.0
2006-09-27,21550,21650,20950,21100,31397,331692.0,15720000.0
2006-09-28,21500,22300,21450,22200,76888,348984.0,15720000.0
2006-09-29,22700,22750,22300,22400,61364,352128.0,15720000.0
2006-10-02,22300,22650,21800,21950,27150,345054.0,15720000.0
2006-10-04,21650,21950,21350,21600,23355,339552.0,15720000.0
2006-10-09,21800,21950,20000,21000,78935,330120.0,15720000.0
2006-10-10,21000,21700,21000,21650,15016,340338.0,15720000.0
2006-10-11,21000,21800,20800,21650,22844,340338.0,15720000.0
2006-10-12,21800,22200,21600,22200,14458,348984.0,15720000.0
2006-10-13,22400,23000,22300,22500,129182,353700.0,15720000.0
2006-10-16,23100,23450,22650,23450,42097,368634.0,15720000.0
2006-10-17,23500,23850,22700,23000,65390,361560.0,15720000.0
2006-10-18,22800,23900,22800,23900,31629,375708.0,15720000.0
2006-10-19,23900,24150,23500,24100,40063,378852.0,15720000.0
2006-10-20,24250,24600,23900,24200,28471,380424.0,15720000.0
2006-10-23,24600,25550,24600,25200,73258,396144.0,15720000.0
2006-10-24,25200,25700,25200,25400,33199,399288.0,15720000.0
2006-10-25,25400,25450,24900,25350,38180,398502.0,15720000.0
2006-10-26,25500,25700,24900,25000,21606,393000.0,15720000.0
2006-10-27,25000,25950,25000,25400,30702,399288.0,15720000.0
2006-10-30,25500,26500,25100,26000,55600,408720.0,15720000.0
2006-10-31,26550,26700,26050,26050,22062,409506.0,15720000.0
2006-11-01,27100,27100,26250,26850,22382,422082.0,15720000.0
2006-11-02,26850,26850,26250,26850,17372,422082.0,15720000.0
2006-11-03,26950,27000,26450,26500,13962,416580.0,15720000.0
2006-11-06,26500,27400,26150,27150,20441,426798.0,15720000.0
2006-11-07,27000,27300,26700,26950,58926,423654.0,15720000.0
2006-11-08,27100,27100,26500,26800,12318,421296.0,15720000.0
2006-11-09,27300,27300,26700,27100,4961,426012.0,15720000.0
2006-11-10,26750,27300,26750,26800,6536,421296.0,15720000.0
2006-11-13,26700,26800,26050,26400,25226,415008.0,15720000.0
2006-11-14,26100,26600,26050,26100,63214,410292.0,15720000.0
2006-11-15,26100,26200,25600,25650,48389,403218.0,15720000.0
2006-11-16,25450,25650,25200,25650,27082,403218.0,15720000.0
2006-11-17,25750,26400,25500,25700,19702,404004.0,15720000.0
2006-11-20,25850,26400,25700,25750,102199,404790.0,15720000.0
2006-11-21,25800,26600,25800,26350,35334,414222.0,15720000.0
2006-11-22,26500,27650,26500,27100,94495,426012.0,15720000.0
2006-11-23,27750,31050,27300,29550,109051,464526.0,15720000.0
2006-11-24,29900,30450,28500,28850,28987,453522.0,15720000.0
2006-11-27,28800,28800,27900,28100,19454,441732.0,15720000.0
2006-11-28,27450,28900,27350,28600,14456,449592.0,15720000.0
2006-11-29,28600,28950,28300,28350,11551,445662.0,15720000.0
2006-11-30,28400,29800,28400,29300,20577,460596.0,15720000.0
2006-12-01,29800,29800,29050,29350,7326,461382.0,15720000.0
2006-12-04,28600,29350,28600,28900,12194,454308.0,15720000.0
2006-12-05,28700,29300,28700,28950,6214,455094.0,15720000.0
2006-12-06,28950,29000,28300,28800,10299,452736.0,15720000.0
2006-12-07,28750,28750,28000,28000,10088,440160.0,15720000.0
2006-12-08,28000,28750,27800,28300,8039,444876.0,15720000.0
2006-12-11,28300,28450,27850,27850,11350,437802.0,15720000.0
2006-12-12,27850,28300,27700,27850,5915,437802.0,15720000.0
2006-12-13,27850,28350,27550,28200,8131,443304.0,15720000.0
2006-12-14,29150,29150,28500,28500,5219,448020.0,15720000.0
2006-12-15,28150,29150,28150,28700,2377,451164.0,15720000.0
2006-12-18,29750,29750,28600,28700,6416,451164.0,15720000.0
2006-12-19,29000,29000,28350,28750,3317,451950.0,15720000.0
2006-12-20,29000,33000,28900,31000,68186,487320.0,15720000.0
2006-12-21,31050,31450,30250,30700,21649,482604.0,15720000.0
2006-12-22,31100,32950,31050,32500,24679,510900.0,15720000.0
2006-12-26,34000,34000,31750,33000,8178,518760.0,15720000.0
2006-12-27,32150,33150,31200,32000,15964,503040.0,15720000.0
2006-12-28,31350,32050,31350,32000,5804,503040.0,15720000.0
2007-01-02,31600,32300,31600,32150,2671,505398.0,15720000.0
2007-01-03,32350,32400,30700,31000,6882,487320.0,15720000.0
2007-01-04,31100,31750,30600,30800,11182,484176.0,15720000.0
2007-01-05,30400,31500,29850,31500,16822,495180.0,15720000.0
2007-01-08,31500,31500,30350,30350,7129,477102.0,15720000.0
2007-01-09,30400,31400,30400,30900,12088,485748.0,15720000.0
2007-01-10,31500,31500,30700,31300,4353,492036.0,15720000.0
2007-01-11,32400,32400,31100,31600,4523,496752.0,15720000.0
2007-01-12,31150,31900,31150,31250,3345,491250.0,15720000.0
2007-01-15,31850,31850,30300,30700,10945,482604.0,15720000.0
2007-01-16,30500,31000,29700,31000,9103,487320.0,15720000.0
2007-01-17,30650,30700,30450,30600,9288,481032.0,15720000.0
2007-01-18,30600,30850,30500,30700,107359,482604.0,15720000.0
2007-01-19,31000,31000,30300,30900,14449,485748.0,15720000.0
2007-01-22,31200,31200,30200,30750,36620,483390.0,15720000.0
2007-01-23,30250,31300,30250,30700,10669,482604.0,15720000.0
2007-01-24,30800,31150,30600,30700,389319,482604.0,15720000.0
2007-01-25,30700,31100,30500,30700,107765,482604.0,15720000.0
2007-01-26,31200,31200,29750,30600,9659,481032.0,15720000.0
2007-01-29,30000,30850,29850,29900,17782,470028.0,15720000.0
2007-01-30,30000,30000,29400,29550,45454,464526.0,15720000.0
2007-01-31,29300,29550,28800,28800,55027,452736.0,15720000.0
2007-02-01,28800,29300,28000,28250,432248,444090.0,15720000.0
2007-02-02,28300,29100,28300,29000,111343,455880.0,15720000.0
2007-02-05,29000,29000,28250,28350,168596,445662.0,15720000.0
2007-02-06,28000,28250,27100,27150,113702,426798.0,15720000.0
2007-02-07,27250,27550,27200,27450,67585,431514.0,15720000.0
2007-02-08,27800,28000,26800,26800,182791,421296.0,15720000.0
2007-02-09,26900,27550,26900,27350,81713,429942.0,15720000.0
2007-02-12,27300,27300,26600,26800,56873,421296.0,15720000.0
2007-02-13,26800,27050,26400,26500,74626,416580.0,15720000.0
2007-02-14,26700,26850,26650,26750,110088,420510.0,15720000.0
2007-02-15,26950,27800,26850,27100,196791,426012.0,15720000.0
2007-02-16,27100,28900,27100,28100,243205,441732.0,15720000.0
2007-02-20,28900,28900,27300,27450,172513,431514.0,15720000.0
2007-02-21,27450,27500,26600,27150,127679,426798.0,15720000.0
2007-02-22,26900,27900,26850,27800,75451,437016.0,15720000.0
2007-02-23,27750,28400,27650,28000,102139,440160.0,15720000.0
2007-02-26,28150,28500,28150,28150,155717,442518.0,15720000.0
2007-02-27,28400,28400,27500,27500,52237,432300.0,15720000.0
2007-02-28,24500,26700,24500,26500,76024,416580.0,15720000.0
2007-03-02,25900,26500,25900,26200,40173,411864.0,15720000.0
2007-03-05,25850,26150,25000,25450,50213,400074.0,15720000.0
2007-03-06,25100,26500,25100,26350,22138,414222.0,15720000.0
2007-03-07,26600,26950,26400,26850,40943,422082.0,15720000.0
2007-03-08,26850,27350,26850,27250,38290,428370.0,15720000.0
2007-03-09,27300,27550,27200,27550,29959,433086.0,15720000.0
2007-03-12,28300,28300,26800,27550,64295,433086.0,15720000.0
2007-03-13,27600,27600,26500,26550,75511,417366.0,15720000.0
2007-03-14,25900,27100,25900,26500,62416,416580.0,15720000.0
2007-03-15,26500,28300,26200,27500,183132,432300.0,15720000.0
2007-03-16,27500,27800,27000,27450,84366,431514.0,15720000.0
2007-03-19,27100,27500,26900,27000,74451,424440.0,15720000.0
2007-03-20,27150,27950,27050,27750,173846,436230.0,15720000.0
2007-03-21,28200,28250,27800,28000,142718,440160.0,15720000.0
2007-03-22,28200,28200,27550,27650,62556,434658.0,15720000.0
2007-03-23,27800,29200,27500,28950,363200,455094.0,15720000.0
2007-03-26,29300,30250,28950,29600,167921,465312.0,15720000.0
2007-03-27,30150,30150,29300,29900,57042,470028.0,15720000.0
2007-03-28,29450,30100,29150,29850,48542,469242.0,15720000.0
2007-03-29,29800,29850,29250,29750,34006,467670.0,15720000.0
2007-03-30,30100,32750,30100,32500,251697,510900.0,15720000.0
2007-04-02,32500,33300,31700,32950,123801,517974.0,15720000.0
2007-04-03,32900,33750,32350,33700,80976,529764.0,15720000.0
2007-04-04,34000,34000,33000,33750,63033,530550.0,15720000.0
2007-04-05,33700,33700,32100,32700,93047,514044.0,15720000.0
2007-04-06,32350,33400,32150,32700,70938,514044.0,15720000.0
2007-04-09,32700,34700,32700,34000,108704,534480.0,15720000.0
2007-04-10,34500,34900,33350,34900,48059,548628.0,15720000.0
2007-04-11,35300,36900,34850,34850,96692,547842.0,15720000.0
2007-04-12,35300,38450,35100,37600,170573,591072.0,15720000.0
2007-04-13,38000,38500,36600,37100,69156,583212.0,15720000.0
2007-04-16,37700,38650,37300,38500,49782,605220.0,15720000.0
2007-04-17,39900,39900,37600,37700,85358,592644.0,15720000.0
2007-04-18,37600,38200,36400,36900,64500,580068.0,15720000.0
2007-04-19,37200,37200,35750,35900,59233,564348.0,15720000.0
2007-04-20,35950,37200,35800,37200,86402,584784.0,15720000.0
2007-04-23,37250,39300,37250,38900,85750,611508.0,15720000.0
2007-04-24,38800,42500,38350,41600,166055,653952.0,15720000.0
2007-04-25,41150,42100,40300,42100,89529,661812.0,15720000.0
2007-04-26,42100,42600,40800,41300,51789,649236.0,15720000.0
2007-04-27,40700,40700,38500,39500,44599,620940.0,15720000.0
2007-04-30,40000,41850,38800,40000,88312,628800.0,15720000.0
2007-05-02,39500,40500,38950,39550,32776,621726.0,15720000.0
2007-05-03,39050,40600,38950,40300,106159,633516.0,15720000.0
2007-05-04,41600,43200,41600,42400,127099,666528.0,15720000.0
2007-05-07,42800,45000,41500,45000,125593,707400.0,15720000.0
2007-05-08,45300,47000,44200,45300,96197,712116.0,15720000.0
2007-05-09,45700,47000,45300,46100,39122,724692.0,15720000.0
2007-05-10,46500,48100,46150,46200,95633,726264.0,15720000.0
2007-05-11,46000,47650,45100,47450,58592,745914.0,15720000.0
2007-05-14,48150,48500,46600,47450,50001,745914.0,15720000.0
2007-05-15,47450,47650,45800,45800,44727,719976.0,15720000.0
2007-05-16,46800,47950,45800,47200,34051,741984.0,15720000.0
2007-05-17,49000,49900,48600,48700,83326,765564.0,15720000.0
2007-05-18,49400,50900,48800,50000,55727,786000.0,15720000.0
2007-05-21,49850,50500,48100,49750,40853,782070.0,15720000.0
2007-05-22,50000,50000,48350,49500,41541,778140.0,15720000.0
2007-05-23,49050,50900,49050,50900,59545,800148.0,15720000.0
2007-05-25,49500,50200,49000,50100,44233,787572.0,15720000.0
2007-05-28,49300,50500,49300,50000,34471,786000.0,15720000.0
2007-05-29,50500,50500,49450,49800,49951,782856.0,15720000.0
2007-05-30,50000,51200,49200,50000,44563,786000.0,15720000.0
2007-05-31,50100,52700,50100,52500,59756,825300.0,15720000.0
2007-06-01,52600,53500,52300,52900,26380,831588.0,15720000.0
2007-06-04,60600,60800,55200,60800,244258,955776.0,15720000.0
2007-06-05,61700,69900,60900,62500,382738,982500.0,15720000.0
2007-06-07,61400,65000,58400,63000,229290,990360.0,15720000.0
2007-06-08,61600,64400,60000,61700,162074,969924.0,15720000.0
2007-06-11,61400,61700,55100,55100,204000,866172.0,15720000.0
2007-06-12,55900,57500,54400,56700,108984,891324.0,15720000.0
2007-06-13,56400,58100,55800,57000,147354,896040.0,15720000.0
2007-06-14,58000,59600,57600,59500,122779,935340.0,15720000.0
2007-06-15,63400,68300,60000,67100,292719,1054812.0,15720000.0
2007-06-18,67800,70700,65100,65600,142736,1031232.0,15720000.0
2007-06-19,65100,65200,62600,64000,121410,1006080.0,15720000.0
2007-06-20,65500,66600,62100,62200,93281,977784.0,15720000.0
2007-06-21,61100,63500,61100,62300,94438,979356.0,15720000.0
2007-06-22,63500,63500,61400,62300,73098,979356.0,15720000.0
2007-06-25,60000,61300,59600,59700,100086,938484.0,15720000.0
2007-06-26,59700,64000,59700,64000,166327,1006080.0,15720000.0
2007-06-27,63600,63800,61500,62600,45292,984072.0,15720000.0
2007-06-28,63500,65100,62300,64500,84955,1013940.0,15720000.0
2007-06-29,64100,65300,63000,64900,67359,1020228.0,15720000.0
2007-07-02,64900,65500,63500,63700,54258,1001364.0,15720000.0
2007-07-03,65900,67900,64100,66000,115488,1037520.0,15720000.0
2007-07-04,66900,70500,66400,70000,102477,1100400.0,15720000.0
2007-07-05,71700,76000,69500,70800,143001,1112976.0,15720000.0
2007-07-06,73000,80500,72000,76400,186191,1201008.0,15720000.0
2007-07-09,78600,82300,76100,78000,100484,1226160.0,15720000.0
2007-07-10,79900,82400,78000,81800,75130,1285896.0,15720000.0
2007-07-11,80400,83700,78500,80700,57576,1268604.0,15720000.0
2007-07-12,82300,88600,80000,83200,90342,1307904.0,15720000.0
2007-07-13,85500,86000,83200,84000,67007,1320480.0,15720000.0
2007-07-16,84000,84200,79500,80100,68322,1261701.0,15751578.0
2007-07-18,79900,79900,77600,78400,89792,1234924.0,15751578.0
2007-07-19,77300,79800,74600,79400,82187,1250675.0,15751578.0
2007-07-20,82000,82000,78900,80500,28104,1268002.0,15751578.0
2007-07-23,78900,80600,77000,78100,26725,1230198.0,15751578.0
2007-07-24,77000,80800,76900,80200,47329,1263277.0,15751578.0
2007-07-25,79400,79800,77500,78400,58161,1234924.0,15751578.0
2007-07-26,79400,82000,79100,80000,69048,1260126.0,15751578.0
2007-07-27,76100,79800,76100,77000,38859,1212872.0,15751578.0
2007-07-30,78900,78900,72000,73300,111096,1154591.0,15751578.0
2007-07-31,74100,74200,71900,73500,109152,1157741.0,15751578.0
2007-08-01,73000,75300,71500,73500,58474,1157741.0,15751578.0
2007-08-02,75000,77500,72300,77000,60425,1212872.0,15751578.0
2007-08-03,79900,79900,75800,76100,31106,1198695.0,15751578.0
2007-08-06,74000,75300,72400,72700,34902,1145140.0,15751578.0
2007-08-07,73400,73600,71000,71000,47410,1118362.0,15751578.0
2007-08-08,71500,74300,71500,73800,53029,1162466.0,15751578.0
2007-08-09,74700,75400,74000,74000,46302,1165617.0,15751578.0
2007-08-10,71500,75600,71500,72000,50164,1136766.0,15788420.0
2007-08-13,72000,72000,70900,71000,50478,1120978.0,15788420.0
2007-08-14,71000,72000,70500,70500,76545,1113084.0,15788420.0
2007-08-16,69200,69200,60000,60000,60942,947305.0,15788420.0
2007-08-17,60000,64400,55000,57900,142345,914150.0,15788420.0
2007-08-20,63500,66200,60100,62800,107003,991513.0,15788420.0
2007-08-21,64900,65100,53400,64500,52441,1018353.0,15788420.0
2007-08-22,64500,72900,64500,71400,80509,1127293.0,15788420.0
2007-08-23,72600,74500,70400,71000,89427,1120978.0,15788420.0
2007-08-24,71100,72000,70000,71600,20398,1130451.0,15788420.0
2007-08-27,73800,73800,71500,71500,14960,1128872.0,15788420.0
2007-08-28,71600,73900,71500,73500,28008,1160449.0,15788420.0
2007-08-29,69000,72800,69000,72600,31087,1146239.0,15788420.0
2007-08-30,75100,79200,74400,74400,37345,1174658.0,15788420.0
2007-08-31,74600,76500,74300,76400,35652,1206235.0,15788420.0
2007-09-03,75800,77400,75800,76000,48465,1199920.0,15788420.0
2007-09-04,76000,76500,74500,74800,16816,1180974.0,15788420.0
2007-09-05,75100,76700,75100,75500,28196,1192026.0,15788420.0
2007-09-06,74500,81900,74500,81000,60202,1278862.0,15788420.0
2007-09-07,81200,82300,78600,80800,26466,1275704.0,15788420.0
2007-09-10,79700,82500,77500,77700,69524,1226760.0,15788420.0
2007-09-11,78000,80000,77500,79800,18968,1259916.0,15788420.0
2007-09-12,79800,84100,79800,82100,53678,1296229.0,15788420.0
2007-09-13,82100,83000,81300,82800,23018,1307281.0,15788420.0
2007-09-14,83200,87500,82400,84500,42343,1334121.0,15788420.0
2007-09-17,84100,89500,84100,89000,59143,1405169.0,15788420.0
2007-09-18,89100,92900,87000,91000,80957,1436746.0,15788420.0
2007-09-19,94800,96800,93000,96800,46343,1528319.0,15788420.0
2007-09-20,98800,105000,98500,99700,148107,1574105.0,15788420.0
2007-09-21,99700,100000,96600,99300,56451,1567790.0,15788420.0
2007-09-27,99500,114100,99500,114100,77350,1801459.0,15788420.0
2007-09-28,110900,114000,104100,108800,87126,1717780.0,15788420.0
2007-10-01,109900,111000,106500,108400,34816,1711465.0,15788420.0
2007-10-02,110000,113000,105100,105900,104083,1671994.0,15788420.0
2007-10-04,106900,110100,105600,108200,41609,1708307.0,15788420.0
2007-10-05,106400,109700,106400,107600,20127,1698834.0,15788420.0
2007-10-08,107500,114700,105900,109700,131503,1731990.0,15788420.0
2007-10-09,110800,111000,107000,107600,38846,1698834.0,15788420.0
2007-10-10,107600,108000,102800,103800,68485,1638838.0,15788420.0
2007-10-11,101500,106400,101500,103300,86595,1630944.0,15788420.0
2007-10-12,103900,104800,100300,101600,63105,1604103.0,15788420.0
2007-10-15,102900,104200,100600,103000,59655,1626207.0,15788420.0
2007-10-16,101000,102900,99200,100200,43009,1582000.0,15788420.0
2007-10-17,97500,106400,97500,104900,63810,1656205.0,15788420.0
2007-10-18,107900,109700,105400,108700,70447,1716201.0,15788420.0
2007-10-19,110000,110000,103100,105000,31681,1657784.0,15788420.0
2007-10-22,94200,101000,92200,99300,32742,1567790.0,15788420.0
2007-10-23,102900,106200,99500,105900,27286,1671994.0,15788420.0
2007-10-24,106200,110000,106200,107300,63638,1694097.0,15788420.0
2007-10-25,109800,110000,104900,108400,25755,1711465.0,15788420.0
2007-10-26,108000,108800,104900,107000,17648,1689361.0,15788420.0
2007-10-29,107000,120700,107000,120500,64093,1902505.0,15788420.0
2007-10-30,122600,129400,117500,127000,79119,2005129.0,15788420.0
2007-10-31,133900,133900,124000,127200,58340,2008287.0,15788420.0
2007-11-01,128900,128900,123100,126000,48215,1989341.0,15788420.0
2007-11-02,121000,130000,120900,125600,43325,1983026.0,15788420.0
2007-11-05,125700,131000,125700,127800,38119,2017760.0,15788420.0
2007-11-06,129400,131000,124800,127800,31515,2017760.0,15788420.0
2007-11-07,130000,130000,127000,128800,59548,2033548.0,15788420.0
2007-11-08,128500,128500,122400,125700,22704,1984604.0,15788420.0
2007-11-09,125900,130800,125900,130500,52563,2060389.0,15788420.0
2007-11-12,129000,129900,112900,112900,58353,1782513.0,15788420.0
2007-11-13,110000,119400,109500,116000,36617,1831457.0,15788420.0
2007-11-14,122500,122500,112200,114900,25548,1814089.0,15788420.0
2007-11-15,112700,114900,100000,100000,36607,1578842.0,15788420.0
2007-11-16,95900,102000,90300,94000,101547,1484111.0,15788420.0
2007-11-19,94100,94100,85700,86600,180677,1367277.0,15788420.0
2007-11-20,82000,87000,75400,83700,221196,1321491.0,15788420.0
2007-11-21,85000,94300,85000,89000,267531,1405169.0,15788420.0
2007-11-22,89000,90600,85200,89400,54762,1411485.0,15788420.0
2007-11-23,89000,89900,84700,89000,63121,1405169.0,15788420.0
2007-11-26,90300,93800,89100,92200,80420,1455692.0,15788420.0
2007-11-27,88100,91000,87500,90500,58008,1428852.0,15788420.0
2007-11-28,93000,93000,89100,89600,37270,1414642.0,15788420.0
2007-11-29,92700,103000,90700,103000,119657,1626207.0,15788420.0
2007-11-30,106100,118400,103500,109000,144217,1720938.0,15788420.0
2007-12-03,111900,119800,100000,100300,124451,1583579.0,15788420.0
2007-12-04,100700,109500,100400,106900,50824,1687782.0,15788420.0
2007-12-05,105900,112000,105900,108500,37831,1713044.0,15788420.0
2007-12-06,111600,116300,107800,111400,98084,1758830.0,15788420.0
2007-12-07,113800,115800,103900,105900,46422,1671994.0,15788420.0
2007-12-10,105100,106000,92900,95300,108646,1504636.0,15788420.0
2007-12-11,96000,99200,95300,97500,62300,1539371.0,15788420.0
2007-12-12,93300,96900,91000,92800,90963,1465165.0,15788420.0
2007-12-13,93400,102500,93400,96000,42737,1515688.0,15788420.0
2007-12-14,97200,99300,94000,96200,23806,1518846.0,15788420.0
2007-12-17,94100,96200,93300,94000,19594,1484111.0,15788420.0
2007-12-18,91300,95500,89600,94300,22218,1488848.0,15788420.0
2007-12-20,96000,96900,91000,93900,30819,1482533.0,15788420.0
2007-12-21,93000,96000,91000,93000,27904,1468323.0,15788420.0
2007-12-24,94700,94700,92000,93000,23863,1468323.0,15788420.0
2007-12-26,92900,94500,91900,92200,22531,1455692.0,15788420.0
2007-12-27,90500,93100,90500,92000,19966,1452535.0,15788420.0
2007-12-28,91800,92600,89500,89500,40665,1413064.0,15788420.0
2008-01-02,92000,93000,90500,91800,27962,1449377.0,15788420.0
2008-01-03,89000,94500,89000,92500,24058,1460429.0,15788420.0
2008-01-04,92700,95800,92700,94500,41692,1492006.0,15788420.0
2008-01-07,91600,93500,90600,92000,18575,1452535.0,15788420.0
2008-01-08,93900,96600,89700,95700,42216,1510952.0,15788420.0
2008-01-09,96100,98400,89900,91000,136021,1436746.0,15788420.0
2008-01-10,91700,92500,89800,91000,60722,1436746.0,15788420.0
2008-01-11,91800,94200,89900,93000,162179,1468323.0,15788420.0
2008-01-14,92000,94600,91200,94200,40161,1487269.0,15788420.0
2008-01-15,94200,95200,86800,89100,102768,1406748.0,15788420.0
2008-01-16,88800,88800,84600,85700,83218,1353068.0,15788420.0
2008-01-17,85100,87500,79000,80000,88106,1263074.0,15788420.0
2008-01-18,75600,81100,75600,81100,63093,1280441.0,15788420.0
2008-01-21,79600,82900,79200,80000,30117,1263074.0,15788420.0
2008-01-22,79000,80000,73000,80000,72737,1263074.0,15788420.0
2008-01-23,81500,90300,80300,88000,119049,1389381.0,15788420.0
2008-01-24,88000,90300,86000,88000,41489,1389381.0,15788420.0
2008-01-25,89600,89600,85300,86000,30207,1357804.0,15788420.0
2008-01-28,83700,85900,80700,84700,16620,1337279.0,15788420.0
2008-01-29,84000,84800,80200,84000,56918,1326227.0,15788420.0
2008-01-30,84000,84800,79100,80000,41782,1263074.0,15788420.0
2008-01-31,79000,80300,74200,79800,50134,1259916.0,15788420.0
2008-02-01,80100,88400,80100,87500,48028,1381487.0,15788420.0
2008-02-04,90100,100500,88000,95000,108107,1499900.0,15788420.0
2008-02-05,94400,96300,90200,94900,30071,1498321.0,15788420.0
2008-02-11,91300,98600,89500,97000,87361,1531477.0,15788420.0
2008-02-12,96500,99700,95000,95100,27258,1501479.0,15788420.0
2008-02-13,96600,98000,93400,93900,12931,1482533.0,15788420.0
2008-02-14,94400,95900,92600,93700,43246,1479375.0,15788420.0
2008-02-15,93700,95500,92600,93900,25576,1482533.0,15788420.0
2008-02-18,94100,96100,92900,93000,22365,1468323.0,15788420.0
2008-02-19,94900,99700,93400,97700,80382,1542529.0,15788420.0
2008-02-20,95000,97700,88900,88900,253906,1403591.0,15788420.0
2008-02-21,91000,91800,87000,88900,63474,1403591.0,15788420.0
2008-02-22,87300,89500,86400,88900,48120,1403591.0,15788420.0
2008-02-25,89100,90500,86900,87000,30160,1373593.0,15788420.0
2008-02-26,88200,90300,86100,86100,71382,1359383.0,15788420.0
2008-02-27,86400,88400,84700,88400,64981,1395696.0,15788420.0
2008-02-28,87100,88200,85100,85300,86268,1346752.0,15788420.0
2008-02-29,84400,86200,84200,84500,20878,1334121.0,15788420.0
2008-03-03,83100,83600,80900,82800,18655,1307281.0,15788420.0
2008-03-04,81000,84000,81000,83000,21853,1310439.0,15788420.0
2008-03-05,82100,82900,78800,80800,58859,1342122.0,16610420.0
2008-03-06,82500,82700,81100,81800,26553,1358732.0,16610420.0
2008-03-07,79800,81500,78100,78200,48433,1298935.0,16610420.0
2008-03-10,75300,76500,74900,76000,50163,1262392.0,16610420.0
2008-03-11,74000,77400,73900,76200,19526,1265714.0,16610420.0
2008-03-12,78200,79400,74500,76000,62032,1262392.0,16610420.0
2008-03-13,74800,76500,74300,76000,53597,1262392.0,16610420.0
2008-03-14,77000,77300,74000,77100,21705,1280663.0,16610420.0
2008-03-17,77000,77000,71600,73200,26873,1215883.0,16610420.0
2008-03-18,73200,74200,71800,73200,19936,1215883.0,16610420.0
