모다(149940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-14,3175,3275,3155,3260,20311,32000.0,4908000.0
2013-02-15,3260,3305,3210,3250,17051,31902.0,4908000.0
2013-02-18,3500,3735,3465,3735,708859,36663.0,4908000.0
2013-02-19,4294,4294,3730,4075,2847990,40000.0,4908000.0
2013-02-20,3975,4270,3875,3875,1680299,38037.0,4908000.0
2013-02-21,3920,3920,3525,3550,1145317,34847.0,4908000.0
2013-02-22,3600,3625,3450,3545,406333,34798.0,4908000.0
2013-02-25,3555,3820,3555,3590,966821,35239.0,4908000.0
2013-02-26,3525,3580,3485,3535,284317,34700.0,4908000.0
2013-02-27,3630,3740,3550,3720,472222,36516.0,4908000.0
2013-02-28,3745,3750,3685,3735,253508,36663.0,4908000.0
2013-03-04,3740,3740,3185,3285,894928,32246.0,4908000.0
2013-03-05,3330,3380,3250,3320,279716,32589.0,4908000.0
2013-03-06,3330,3350,3265,3275,236343,32147.0,4908000.0
2013-03-07,3280,3375,3280,3335,103469,32736.0,4908000.0
2013-03-08,3360,3360,3255,3270,92217,32098.0,4908000.0
2013-03-11,3250,3450,3155,3390,338978,33276.0,4908000.0
2013-03-12,3430,3595,3390,3455,579498,33914.0,4908000.0
2013-03-13,3455,3645,3365,3645,428646,35779.0,4908000.0
2013-03-14,4050,4130,3550,3550,1239448,34847.0,4908000.0
2013-03-15,3645,3650,3510,3525,199048,34601.0,4908000.0
2013-03-18,3550,3600,3410,3410,167257,33473.0,4908000.0
2013-03-19,3395,3585,3390,3570,167205,35043.0,4908000.0
2013-03-20,3660,3660,3470,3495,127497,34307.0,4908000.0
2013-03-21,3500,3625,3490,3575,122018,35092.0,4908000.0
2013-03-22,3575,3850,3570,3615,308983,35485.0,4908000.0
2013-03-25,3750,3845,3710,3730,207041,36614.0,4908000.0
2013-03-26,3745,3755,3625,3720,73906,36516.0,4908000.0
2013-03-27,3720,3770,3675,3720,71384,36516.0,4908000.0
2013-03-28,3720,4010,3680,3850,314595,37792.0,4908000.0
2013-03-29,3855,4070,3855,4015,261477,39411.0,4908000.0
2013-04-01,4090,4125,3955,4045,113951,39706.0,4908000.0
2013-04-02,4045,4080,3875,3925,124517,38528.0,4908000.0
2013-04-03,3955,4015,3765,3850,121492,37792.0,4908000.0
2013-04-04,3840,3840,3600,3830,107018,37595.0,4908000.0
2013-04-05,3825,3850,3615,3725,66861,36565.0,4908000.0
2013-04-08,3710,3750,3625,3690,62267,36221.0,4908000.0
2013-04-09,3600,3685,3520,3550,80468,34847.0,4908000.0
2013-04-10,3560,3800,3560,3745,66170,36761.0,4908000.0
2013-04-11,3735,3845,3710,3805,85853,37350.0,4908000.0
2013-04-12,3770,3895,3720,3770,48884,37006.0,4908000.0
2013-04-15,3780,3815,3700,3785,51025,37154.0,4908000.0
2013-04-16,3785,3980,3740,3900,67212,38282.0,4908000.0
2013-04-17,3990,4050,3895,3990,124596,39166.0,4908000.0
2013-04-18,3980,4040,3910,4030,46474,39558.0,4908000.0
2013-04-19,4050,4050,3940,3975,87322,39019.0,4908000.0
2013-04-22,3995,3995,3885,3910,46346,38381.0,4908000.0
2013-04-23,3925,3935,3830,3910,86580,38381.0,4908000.0
2013-04-24,3915,4020,3900,4005,60019,39313.0,4908000.0
2013-04-25,4035,4035,3930,3930,42497,38577.0,4908000.0
2013-04-26,3925,3970,3790,3850,65939,37792.0,4908000.0
2013-04-29,3850,3895,3760,3770,33979,37006.0,4908000.0
2013-04-30,3755,4040,3755,4040,150866,39657.0,4908000.0
2013-05-02,4060,4095,3930,4000,72531,39264.0,4908000.0
2013-05-03,4000,4285,3994,4255,250985,41767.0,4908000.0
2013-05-06,4280,4650,4250,4500,256356,44172.0,4908000.0
2013-05-07,4530,4550,4355,4475,89194,43927.0,4908000.0
2013-05-08,4450,4685,4415,4650,98663,45644.0,4908000.0
2013-05-09,4595,4700,4550,4565,35927,44810.0,4908000.0
2013-05-10,4640,4650,4390,4400,61685,43190.0,4908000.0
2013-05-13,4355,4495,4310,4390,33194,43092.0,4908000.0
2013-05-14,4375,4400,4260,4400,62588,43190.0,4908000.0
2013-05-15,4450,4685,4380,4650,79297,45644.0,4908000.0
2013-05-16,4675,4800,4465,4575,83078,44908.0,4908000.0
2013-05-20,4575,4595,4425,4485,43453,44025.0,4908000.0
2013-05-21,4485,4500,4355,4490,29226,44074.0,4908000.0
2013-05-22,4535,4745,4490,4615,97889,45301.0,4908000.0
2013-05-23,4675,4730,4545,4655,101821,45693.0,4908000.0
2013-05-24,4655,4730,4615,4675,49594,45890.0,4908000.0
2013-05-27,4675,4740,4625,4740,82262,46528.0,4908000.0
2013-05-28,4800,4985,4735,4950,234204,48589.0,4908000.0
2013-05-29,4925,4970,4845,4900,57626,48098.0,4908000.0
2013-05-30,4865,4900,4680,4755,78399,46675.0,4908000.0
2013-05-31,4745,4890,4605,4700,143326,46135.0,4908000.0
2013-06-03,4615,4750,4405,4535,105144,44516.0,4908000.0
2013-06-04,4535,4585,4285,4350,76054,42700.0,4908000.0
2013-06-05,4355,4540,4260,4375,63354,42945.0,4908000.0
2013-06-07,4375,4400,4130,4150,60341,40736.0,4908000.0
2013-06-10,4120,4380,4100,4295,80822,42160.0,4908000.0
2013-06-11,4300,4335,4200,4210,32163,41325.0,4908000.0
2013-06-12,4170,4275,4170,4260,33302,41816.0,4908000.0
2013-06-13,4240,4300,4135,4215,32660,41374.0,4908000.0
2013-06-14,4215,4275,4000,4100,48196,40246.0,4908000.0
2013-06-17,4100,4125,3795,3855,54516,37841.0,4908000.0
2013-06-18,3875,4030,3850,4030,44006,39558.0,4908000.0
2013-06-19,4030,4120,3975,4100,27109,40246.0,4908000.0
2013-06-20,4185,4350,3955,4080,129079,40049.0,4908000.0
2013-06-21,4050,4065,3760,4065,52951,39902.0,4908000.0
2013-06-24,4145,4145,3855,3890,60438,38184.0,4908000.0
2013-06-25,3875,3890,3475,3625,107788,35583.0,4908000.0
2013-06-26,3585,3750,3570,3710,45430,36417.0,4908000.0
2013-06-27,3770,3880,3650,3810,19976,37399.0,4908000.0
2013-06-28,3785,3905,3775,3895,27512,38233.0,4908000.0
2013-07-01,3895,4175,3830,3890,83999,38184.0,4908000.0
2013-07-02,3900,4000,3775,3850,20139,37792.0,4908000.0
2013-07-03,3850,3925,3805,3890,24131,38184.0,4908000.0
2013-07-04,3870,3940,3800,3890,5540,38184.0,4908000.0
2013-07-05,3945,3945,3825,3905,14116,38331.0,4908000.0
2013-07-08,3965,3965,3750,3800,12488,37301.0,4908000.0
2013-07-09,3740,3835,3650,3700,25086,36319.0,4908000.0
2013-07-10,3700,3850,3665,3705,15425,36368.0,4908000.0
2013-07-11,3780,3815,3705,3800,16172,37301.0,4908000.0
2013-07-12,3870,4250,3870,3950,297904,38773.0,4908000.0
2013-07-15,3935,4070,3840,4035,128026,39608.0,4908000.0
2013-07-16,4055,4220,4020,4130,84182,40540.0,4908000.0
2013-07-17,4130,4180,4005,4120,37984,40442.0,4908000.0
2013-07-18,4120,4150,4045,4100,35385,40246.0,4908000.0
2013-07-19,4055,4174,4035,4095,22278,40197.0,4908000.0
2013-07-22,4105,4174,3975,4035,27157,39608.0,4908000.0
2013-07-23,4010,4070,3950,3995,28743,39215.0,4908000.0
2013-07-24,4000,4060,3945,4060,38254,39853.0,4908000.0
2013-07-25,4085,4125,4035,4115,36833,40393.0,4908000.0
2013-07-26,4140,4175,4065,4115,27170,40393.0,4908000.0
2013-07-29,4115,4115,3905,3930,53301,38577.0,4908000.0
2013-07-30,3980,3980,3850,3955,36908,38822.0,4908000.0
2013-07-31,4025,4145,3925,4135,84753,40589.0,4908000.0
2013-08-01,4135,4405,4135,4385,167826,43043.0,4908000.0
2013-08-02,4390,4470,4235,4330,75345,42503.0,4908000.0
2013-08-05,4425,4440,4315,4365,65279,42847.0,4908000.0
2013-08-06,4365,4425,4345,4380,62151,42994.0,4908000.0
2013-08-07,4425,4670,4385,4550,128119,44663.0,4908000.0
2013-08-08,4560,4595,4495,4555,49193,44712.0,4908000.0
2013-08-09,4570,4600,4435,4570,37534,44859.0,4908000.0
2013-08-12,4590,4590,4350,4500,76211,44172.0,4908000.0
2013-08-13,4500,4705,4495,4665,131298,45792.0,4908000.0
2013-08-14,4625,4680,4570,4665,58183,45792.0,4908000.0
2013-08-16,4665,4870,4535,4870,166912,47804.0,4908000.0
2013-08-19,4875,5025,4300,4300,427945,42209.0,4908000.0
2013-08-20,4490,4590,4280,4355,227087,42749.0,4908000.0
2013-08-21,4425,4500,4300,4425,78258,43436.0,4908000.0
2013-08-22,4625,4725,4430,4550,262225,44663.0,4908000.0
2013-08-23,4500,4595,4500,4570,53933,44859.0,4908000.0
2013-08-26,4600,4600,4535,4590,50257,45055.0,4908000.0
2013-08-27,4560,4670,4560,4585,63249,45006.0,4908000.0
2013-08-28,4525,4615,4450,4600,54970,45154.0,4908000.0
2013-08-29,4650,4650,4530,4550,47178,44663.0,4908000.0
2013-08-30,4550,4570,4400,4405,73863,43239.0,4908000.0
2013-09-02,4360,4500,4305,4500,118984,44172.0,4908000.0
2013-09-03,4640,4695,4520,4590,168634,22528.0,4908000.0
2013-09-04,4585,4585,4300,4540,56090,22282.0,4908000.0
2013-09-05,4450,4560,4430,4500,55267,22086.0,4908000.0
2013-09-06,4500,4540,4380,4500,39060,22086.0,4908000.0
2013-09-09,4450,4540,4375,4500,23822,22086.0,4908000.0
2013-09-10,4500,5070,4430,4760,148254,23362.0,4908000.0
2013-09-11,4785,4835,4615,4800,37837,23558.0,4908000.0
2013-09-12,4870,4870,4665,4780,35639,23460.0,4908000.0
2013-09-13,4780,5030,4725,4850,387517,23804.0,4908000.0
2013-09-16,4885,4950,4620,4750,73258,23313.0,4908000.0
2013-09-17,4800,4815,4700,4810,50280,23607.0,4908000.0
2013-09-23,4920,4920,4700,4780,52448,23460.0,4908000.0
2013-09-24,4825,4825,4620,4750,30470,23313.0,4908000.0
2013-09-25,4650,4700,4575,4600,61150,22577.0,4908000.0
2013-09-26,4525,4600,4465,4490,47706,22037.0,4908000.0
2013-09-27,4460,4600,4375,4530,142166,44466.0,9816000.0
2013-09-30,4480,4565,4450,4470,88929,43878.0,9816000.0
2013-10-01,4450,4530,4290,4320,109420,42405.0,9816000.0
2013-10-02,4315,4485,4310,4425,90732,43436.0,9816000.0
2013-10-04,4470,4470,4325,4400,61853,43190.0,9816000.0
2013-10-07,4510,4585,4080,4190,1219412,41129.0,9816000.0
2013-10-08,4220,4300,4085,4100,117868,40246.0,9816000.0
2013-10-10,4100,4170,4060,4100,83924,40246.0,9816000.0
2013-10-11,4140,4150,3900,4050,160675,39755.0,9816000.0
2013-10-14,4050,4090,3840,4090,138875,40147.0,9816000.0
2013-10-15,4100,4100,3990,4045,59872,39706.0,9816000.0
2013-10-16,3965,4140,3895,3935,146903,38626.0,9816000.0
2013-10-17,3980,4000,3875,3935,47195,38626.0,9816000.0
2013-10-18,3935,4000,3875,4000,68547,39264.0,9816000.0
2013-10-21,3980,4150,3970,4145,100367,40687.0,9816000.0
2013-10-22,4150,4150,4075,4100,76708,40246.0,9816000.0
2013-10-23,4140,4350,4075,4295,177935,42160.0,9816000.0
2013-10-24,4395,4685,4250,4295,1036130,42160.0,9816000.0
2013-10-25,4350,4410,4200,4340,187856,42601.0,9816000.0
2013-10-28,4315,4930,4280,4780,1299131,46920.0,9816000.0
2013-10-29,4770,4980,4650,4780,583456,46920.0,9816000.0
2013-10-30,4830,4940,4730,4905,303205,48147.0,9816000.0
2013-10-31,4940,5640,4880,5640,2632978,55362.0,9816000.0
2013-11-01,5760,6340,5590,5970,4267732,58602.0,9816000.0
2013-11-04,6060,6320,5940,6200,2348887,60859.0,9816000.0
2013-11-05,6050,6120,5910,6090,1063062,59779.0,9816000.0
2013-11-06,6000,6050,5740,6030,1124985,59190.0,9816000.0
2013-11-07,5910,6050,5600,5600,1119119,54970.0,9816000.0
2013-11-08,5530,5740,5490,5660,677692,55559.0,9816000.0
2013-11-11,5820,6500,5810,6400,4380215,62822.0,9816000.0
2013-11-12,6390,6960,6220,6500,3377469,63804.0,9816000.0
2013-11-13,0,0,0,6500,0,63804.0,9816000.0
2013-11-14,6440,6500,6170,6170,560610,60565.0,9816000.0
2013-11-15,6120,6690,6080,6690,574413,65669.0,9816000.0
2013-11-18,6600,7000,6600,6780,450286,66552.0,9816000.0
2013-11-19,6380,6420,5770,5770,1927402,56638.0,9816000.0
2013-11-20,5650,5970,5260,5440,1779849,53399.0,9816000.0
2013-11-21,5450,5750,5300,5300,1446067,52025.0,9816000.0
2013-11-22,5250,5410,4910,4985,1735568,48933.0,9816000.0
2013-11-25,5010,5080,4945,5030,801215,49374.0,9816000.0
2013-11-26,5050,5190,4830,4920,938876,48295.0,9816000.0
2013-11-27,4920,4995,4840,4900,462185,48098.0,9816000.0
2013-11-28,4935,4995,4770,4780,428392,46920.0,9816000.0
2013-11-29,4820,4835,4700,4700,283945,46135.0,9816000.0
2013-12-02,4745,4955,4730,4875,612873,47853.0,9816000.0
2013-12-03,4895,5120,4805,4885,795794,47951.0,9816000.0
2013-12-04,4950,5510,4935,5220,2335794,51240.0,9816000.0
2013-12-05,5290,5440,5090,5200,805877,51043.0,9816000.0
2013-12-06,5350,5610,5260,5320,1201751,52221.0,9816000.0
2013-12-09,5410,5600,5260,5550,870643,54479.0,9816000.0
2013-12-10,5520,5520,5330,5430,499962,53301.0,9816000.0
2013-12-11,5400,5430,5010,5110,774912,50160.0,9816000.0
2013-12-12,5110,5870,4985,5870,2078099,57620.0,9816000.0
2013-12-13,5820,5850,5400,5560,1468095,54577.0,9816000.0
2013-12-16,5610,5910,5520,5550,1201602,54479.0,9816000.0
2013-12-17,5550,5740,5550,5680,627015,55755.0,9816000.0
2013-12-18,5830,6040,5330,5340,2012195,52417.0,9816000.0
2013-12-19,5440,5550,5300,5450,590033,53497.0,9816000.0
2013-12-20,5480,5580,5350,5380,487941,52810.0,9816000.0
2013-12-23,5390,5470,5060,5070,708003,49767.0,9816000.0
2013-12-24,5070,5490,4920,5230,782203,51338.0,9816000.0
2013-12-26,5320,5470,5260,5470,532644,53694.0,9816000.0
2013-12-27,5640,5800,5500,5560,954339,54577.0,9816000.0
2013-12-30,5570,6280,5480,6000,1587140,58896.0,9816000.0
2014-01-02,6060,6230,5880,6200,837237,60859.0,9816000.0
2014-01-03,6070,6290,6010,6290,832982,61743.0,9816000.0
2014-01-06,6290,6300,5820,5930,857839,58209.0,9816000.0
2014-01-07,5920,6600,5860,6340,2672943,62233.0,9816000.0
2014-01-08,6400,6500,6240,6500,770364,63804.0,9816000.0
2014-01-09,6470,6700,6370,6500,1033711,63804.0,9816000.0
2014-01-10,6850,7440,6720,7090,3146310,69595.0,9816000.0
2014-01-13,7600,8150,7600,8150,606623,80000.0,9816000.0
2014-01-14,9370,9370,8610,9000,5002825,88344.0,9816000.0
2014-01-15,8900,9950,8680,9640,6144145,94626.0,9816000.0
2014-01-16,9460,9920,9330,9920,2671688,97375.0,9816000.0
2014-01-17,10050,10300,8930,9200,3161976,90307.0,9816000.0
2014-01-20,9050,10050,8980,9510,3082627,93350.0,9816000.0
2014-01-21,9400,10650,9370,9510,3969863,93350.0,9816000.0
2014-01-22,9470,10100,8770,8940,4391409,87755.0,9816000.0
2014-01-23,9150,9340,8530,8960,2618237,87951.0,9816000.0
2014-01-24,9100,9200,8610,9190,1994111,90209.0,9816000.0
2014-01-27,8740,9260,8700,9240,1478608,90700.0,9816000.0
2014-01-28,8930,9050,8510,8900,1267123,87362.0,9816000.0
2014-01-29,8830,9310,8550,8660,1452110,85007.0,9816000.0
2014-02-03,8850,9350,8790,8910,1957421,87461.0,9816000.0
2014-02-04,8750,9140,8560,9110,1601580,89424.0,9816000.0
2014-02-05,9360,9420,7800,7920,1796294,77743.0,9816000.0
2014-02-06,7900,8140,7600,7730,1246343,75878.0,9816000.0
2014-02-07,8060,8540,7670,7710,2787984,75681.0,9816000.0
2014-02-10,7750,7770,7550,7750,679564,76074.0,9816000.0
2014-02-11,7880,8130,7720,7800,1204525,76565.0,9816000.0
2014-02-12,7820,8300,7790,7840,1650038,76957.0,9816000.0
2014-02-13,7960,8130,7870,7890,751241,77448.0,9816000.0
2014-02-14,8000,8080,7770,7850,576116,77056.0,9816000.0
2014-02-17,7900,8180,7820,8110,877425,79608.0,9816000.0
2014-02-18,8600,8950,8070,8100,2552914,79510.0,9816000.0
2014-02-19,8190,8420,8050,8400,1139187,82454.0,9816000.0
2014-02-20,8350,8380,7980,8000,750367,78528.0,9816000.0
2014-02-21,7950,8300,7950,8180,662043,80295.0,9816000.0
2014-02-24,8350,8490,8240,8310,673851,81571.0,9816000.0
2014-02-25,8400,8580,8050,8140,940335,79902.0,9816000.0
2014-02-26,8140,8550,8060,8450,1081796,82945.0,9816000.0
2014-02-27,8490,8620,8270,8270,941814,81178.0,9816000.0
2014-02-28,7380,7820,7030,7120,2718401,69890.0,9816000.0
2014-03-03,7050,7290,6810,7110,618594,69792.0,9816000.0
2014-03-04,7050,7280,7030,7130,622032,69988.0,9816000.0
2014-03-05,7160,7470,7140,7410,1079678,72737.0,9816000.0
2014-03-06,7230,7380,7160,7380,515282,72442.0,9816000.0
2014-03-07,7380,7500,7200,7200,424531,70675.0,9816000.0
2014-03-10,7160,7340,7160,7160,260492,70283.0,9816000.0
2014-03-11,7260,7480,7220,7480,741564,73424.0,9816000.0
2014-03-12,7350,7420,7190,7190,530937,70577.0,9816000.0
2014-03-13,7210,7320,7110,7110,349050,69792.0,9816000.0
2014-03-14,7090,7100,6550,6670,753828,65473.0,9816000.0
2014-03-17,6670,6890,6650,6800,385544,66749.0,9816000.0
2014-03-18,6760,6890,6690,6750,279419,66258.0,9816000.0
2014-03-19,6820,7360,6820,7090,1035990,69595.0,9816000.0
2014-03-20,7280,7730,7230,7360,2407875,72246.0,9816000.0
2014-03-21,7420,7750,7210,7210,1440794,70773.0,9816000.0
2014-03-24,7240,7450,7200,7260,599761,71264.0,9816000.0
2014-03-25,7250,7410,7050,7150,625655,70184.0,9816000.0
2014-03-26,7050,7470,7040,7180,1085709,70479.0,9816000.0
2014-03-27,7220,7520,7200,7310,632530,71755.0,9816000.0
2014-03-28,7450,8400,7420,8400,3202957,82454.0,9816000.0
2014-03-31,8910,9660,8880,9660,3497252,94823.0,9816000.0
2014-04-01,10000,10150,9210,9560,5067752,93841.0,9816000.0
2014-04-02,9700,10200,9280,9500,4218319,93252.0,9816000.0
2014-04-03,9830,10600,9600,10000,5948048,98160.0,9816000.0
2014-04-04,10200,10350,9530,9750,2140968,95706.0,9816000.0
2014-04-07,9660,9800,9160,9700,2049101,95215.0,9816000.0
2014-04-08,10050,10500,9430,9430,3809341,92565.0,9816000.0
2014-04-09,9370,9400,8550,8740,4610586,85792.0,9816000.0
2014-04-10,8900,8980,8460,8600,1539176,84418.0,9816000.0
2014-04-11,8510,8770,8470,8500,1255219,83436.0,9816000.0
2014-04-14,8520,8690,8480,8690,927923,85301.0,9816000.0
2014-04-15,8730,8870,8510,8510,1411317,83534.0,9816000.0
2014-04-16,8580,9320,8580,8990,3726184,88246.0,9816000.0
2014-04-17,9050,9060,8220,8300,1792588,81473.0,9816000.0
2014-04-18,8300,8420,7980,8140,919508,79902.0,9816000.0
2014-04-21,8210,8400,8070,8350,979522,81964.0,9816000.0
2014-04-22,8230,8500,8220,8270,1510107,81178.0,9816000.0
2014-04-23,8330,8580,8000,8000,1463050,78528.0,9816000.0
2014-04-24,8130,8160,7660,8120,576282,79706.0,9816000.0
2014-04-25,8170,8260,7730,7770,456120,76270.0,9816000.0
2014-04-28,7750,8830,7730,8610,2735786,84516.0,9816000.0
2014-04-29,8570,8720,8170,8250,1404747,80982.0,9816000.0
2014-04-30,8390,9140,8350,8580,3580191,84221.0,9816000.0
2014-05-02,8940,9150,8530,8600,2343341,84418.0,9816000.0
2014-05-07,8720,8760,8390,8560,803832,84025.0,9816000.0
2014-05-08,8510,8560,8000,8140,1169336,79902.0,9816000.0
2014-05-09,8180,8440,8110,8110,956676,79608.0,9816000.0
2014-05-12,8210,8380,8110,8270,540959,81178.0,9816000.0
2014-05-13,8300,8370,8130,8160,518487,80099.0,9816000.0
2014-05-14,8200,8530,8200,8360,1130495,82062.0,9816000.0
2014-05-15,8430,8470,8150,8150,613114,80000.0,9816000.0
2014-05-16,8220,8400,8080,8310,683031,81571.0,9816000.0
2014-05-19,8360,8480,8130,8200,663797,80491.0,9816000.0
2014-05-20,8150,8360,7720,7900,736619,77546.0,9816000.0
2014-05-21,7810,8040,7660,7660,477846,75191.0,9816000.0
2014-05-22,7730,7860,7690,7700,352521,75583.0,9816000.0
2014-05-23,7750,7900,7660,7850,324379,77056.0,9816000.0
2014-05-26,7910,7920,7610,7610,433970,74700.0,9816000.0
2014-05-27,7650,8090,7570,7830,938948,76859.0,9816000.0
2014-05-28,8200,8450,7950,7950,2063044,78037.0,9816000.0
2014-05-29,8000,8090,7720,7900,1063605,77546.0,9816000.0
2014-05-30,7830,7910,7580,7580,513531,74405.0,9816000.0
2014-06-02,7350,7430,6900,7010,784794,68810.0,9816000.0
2014-06-03,7220,7430,7050,7080,721574,69497.0,9816000.0
2014-06-05,6750,7050,6660,6660,282713,65375.0,9816000.0
2014-06-09,6640,6880,6590,6770,192372,66454.0,9816000.0
2014-06-10,6720,7110,6720,7030,319889,69006.0,9816000.0
