상아프론테크(089980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-11-29,5340,5480,5310,5340,178693,65626.0,12289470.0
2011-11-30,5400,5400,5140,5160,176617,63414.0,12289470.0
2011-12-01,5270,5430,5110,5150,271615,63291.0,12289470.0
2011-12-02,5170,5200,4955,5100,261732,62676.0,12289470.0
2011-12-05,5100,5330,5040,5300,214328,65134.0,12289470.0
2011-12-06,5300,5540,5240,5510,491580,67715.0,12289470.0
2011-12-07,5500,5600,5380,5430,261081,66732.0,12289470.0
2011-12-08,5470,5620,5430,5460,328830,67101.0,12289470.0
2011-12-09,5400,5450,5180,5180,303097,63659.0,12289470.0
2011-12-12,5240,5260,5130,5170,207042,63537.0,12289470.0
2011-12-13,5120,5290,5060,5160,265816,63414.0,12289470.0
2011-12-14,5180,5180,5080,5080,121589,62431.0,12289470.0
2011-12-15,5030,5170,4890,4895,204916,60157.0,12289470.0
2011-12-16,4895,4975,4860,4915,150165,60403.0,12289470.0
2011-12-19,4880,4950,4230,4550,222752,55917.0,12289470.0
2011-12-20,4515,4690,4515,4675,80655,57453.0,12289470.0
2011-12-21,4745,4840,4740,4800,103573,58989.0,12289470.0
2011-12-22,4700,4850,4670,4725,72089,58068.0,12289470.0
2011-12-23,4725,4845,4725,4795,85724,58928.0,12289470.0
2011-12-26,4875,4875,4780,4800,68621,58989.0,12289470.0
2011-12-27,4835,4835,4710,4780,75149,58744.0,12289470.0
2011-12-28,4780,4790,4635,4680,65178,57515.0,12289470.0
2011-12-29,4650,4730,4625,4695,51742,57699.0,12289470.0
2012-01-02,4695,4770,4640,4670,71957,57392.0,12289470.0
2012-01-03,4680,4770,4680,4735,98482,58191.0,12289470.0
2012-01-04,4790,4985,4735,4890,170625,60096.0,12289470.0
2012-01-05,4890,4965,4850,4900,94170,60218.0,12289470.0
2012-01-06,4880,4960,4765,4765,103770,58559.0,12289470.0
2012-01-09,4760,4780,4620,4725,117220,58068.0,12289470.0
2012-01-10,4740,4855,4730,4830,90190,59358.0,12289470.0
2012-01-11,4870,5130,4845,4970,275715,61079.0,12289470.0
2012-01-12,5000,5170,4970,4995,147582,61386.0,12289470.0
2012-01-13,5030,5130,4980,4990,112277,61324.0,12289470.0
2012-01-16,5010,5120,4960,4970,141306,61079.0,12289470.0
2012-01-17,5050,5050,4905,4970,90270,61079.0,12289470.0
2012-01-18,4975,5020,4935,4970,64789,61079.0,12289470.0
2012-01-19,4980,5020,4885,4940,114996,60710.0,12289470.0
2012-01-20,4965,4970,4815,4840,92555,59481.0,12289470.0
2012-01-25,4835,4890,4765,4795,62111,58928.0,12289470.0
2012-01-26,4890,4890,4805,4850,29562,59604.0,12289470.0
2012-01-27,4870,5040,4845,4930,97241,60587.0,12289470.0
2012-01-30,4950,4990,4850,4850,73990,59604.0,12289470.0
2012-01-31,4850,4975,4795,4965,118268,61017.0,12289470.0
2012-02-01,4970,5020,4925,4970,88741,61079.0,12289470.0
2012-02-02,5010,5070,4945,4970,100035,61079.0,12289470.0
2012-02-03,4925,5000,4925,4990,57593,61324.0,12289470.0
2012-02-06,5050,5050,4925,4990,126556,61324.0,12289470.0
2012-02-07,5300,5330,5030,5050,214699,62062.0,12289470.0
2012-02-08,5030,5090,4950,5040,143420,61939.0,12289470.0
2012-02-09,5110,5600,5070,5480,1292111,67346.0,12289470.0
2012-02-10,5460,5660,5340,5540,289868,68084.0,12289470.0
2012-02-13,5540,5560,5370,5370,157639,65994.0,12289470.0
2012-02-14,5330,5740,5310,5530,337868,67961.0,12289470.0
2012-02-15,5510,5570,5360,5400,174278,66363.0,12289470.0
2012-02-16,5400,5460,5340,5410,134236,66486.0,12289470.0
2012-02-17,5460,5640,5360,5400,193232,66363.0,12289470.0
2012-02-20,5420,5460,5340,5380,106988,66117.0,12289470.0
2012-02-21,5360,5430,5210,5270,179174,64766.0,12289470.0
2012-02-22,5270,5350,5240,5250,117061,64520.0,12289470.0
2012-02-23,5250,5480,5230,5480,256292,67346.0,12289470.0
2012-02-24,5570,5570,5370,5470,227526,67223.0,12289470.0
2012-02-27,5470,5480,5350,5440,143054,66855.0,12289470.0
2012-02-28,5410,5480,5310,5320,155345,65380.0,12289470.0
2012-02-29,5350,5460,5300,5460,151888,67101.0,12289470.0
2012-03-02,5510,5510,5400,5470,135843,67223.0,12289470.0
2012-03-05,5470,5670,5430,5600,381550,68821.0,12289470.0
2012-03-06,5620,5670,5420,5580,295946,68575.0,12289470.0
2012-03-07,5480,5610,5310,5510,110265,67715.0,12289470.0
2012-03-08,5570,5830,5540,5740,505694,70542.0,12289470.0
2012-03-09,5780,5790,5640,5690,184946,69927.0,12289470.0
2012-03-12,5700,5730,5260,5260,365200,64643.0,12289470.0
2012-03-13,5320,5360,5080,5140,356824,63168.0,12289470.0
2012-03-14,5220,5240,5090,5140,235149,63168.0,12289470.0
2012-03-15,5150,5150,4935,5010,254399,61570.0,12289470.0
2012-03-16,4985,5100,4970,5050,156085,62062.0,12289470.0
2012-03-19,5050,5150,5030,5120,116885,62922.0,12289470.0
2012-03-20,5100,5150,5040,5110,155754,62799.0,12289470.0
2012-03-21,5090,5100,5000,5060,59111,62185.0,12289470.0
2012-03-22,5040,5070,4895,4975,141492,61140.0,12289470.0
2012-03-23,5000,5000,4910,4960,37203,60956.0,12289470.0
2012-03-26,4970,4980,4815,4910,88749,60341.0,12289470.0
2012-03-27,4910,4970,4830,4900,80861,60218.0,12289470.0
2012-03-28,4930,4930,4755,4755,100389,58436.0,12289470.0
2012-03-29,4715,4755,4565,4585,102111,56347.0,12289470.0
2012-03-30,4520,4690,4520,4635,48018,56962.0,12289470.0
2012-04-02,4640,4740,4615,4725,28056,58068.0,12289470.0
2012-04-03,4800,4800,4635,4725,38257,58068.0,12289470.0
2012-04-04,4725,4725,4510,4580,71374,56286.0,12289470.0
2012-04-05,4570,4570,4325,4450,112144,54688.0,12289470.0
2012-04-06,4450,4505,4375,4500,31583,55303.0,12289470.0
2012-04-09,4525,4525,4325,4370,35303,53705.0,12289470.0
2012-04-10,4330,4440,4310,4350,39225,53459.0,12289470.0
2012-04-12,4350,4395,4280,4385,27297,53889.0,12289470.0
2012-04-13,4385,4590,4385,4490,20843,55180.0,12289470.0
2012-04-16,4460,4530,4445,4530,14842,55671.0,12289470.0
2012-04-17,4545,4645,4520,4615,21562,56716.0,12289470.0
2012-04-18,4645,4650,4500,4570,46009,56163.0,12289470.0
2012-04-19,4570,4600,4500,4540,28070,55794.0,12289470.0
2012-04-20,4500,4530,4385,4440,48781,54565.0,12289470.0
2012-04-23,4440,4450,4360,4420,29619,54319.0,12289470.0
2012-04-24,4430,4430,4270,4280,48809,52599.0,12289470.0
2012-04-25,4295,4350,4105,4170,35000,51247.0,12289470.0
2012-04-26,4200,4200,3925,4050,41816,49772.0,12289470.0
2012-04-27,4000,4170,4000,4080,35447,50141.0,12289470.0
2012-04-30,4100,4215,4060,4200,35081,51616.0,12289470.0
2012-05-02,4160,4290,4150,4270,13699,52476.0,12289470.0
2012-05-03,4250,4330,4250,4280,27041,52599.0,12289470.0
2012-05-04,4300,4315,4255,4305,15721,52906.0,12289470.0
2012-05-07,4280,4280,4155,4220,24251,51862.0,12289470.0
2012-05-08,4220,4325,4150,4230,27474,51984.0,12289470.0
2012-05-09,4225,4230,4200,4205,24851,51677.0,12289470.0
2012-05-10,4160,4225,4110,4190,27671,51493.0,12289470.0
2012-05-11,4200,4360,4115,4360,77892,53582.0,12289470.0
2012-05-14,4280,4330,4200,4200,75004,51616.0,12289470.0
2012-05-15,4130,4155,4000,4090,46991,50264.0,12289470.0
2012-05-16,4000,4205,4000,4070,25015,50018.0,12289470.0
2012-05-17,4070,4070,3910,3990,57248,49035.0,12289470.0
2012-05-18,3925,3980,3660,3660,70873,44979.0,12289470.0
2012-05-21,3670,3775,3600,3655,19764,44918.0,12289470.0
2012-05-22,3700,3850,3700,3850,32755,47314.0,12289470.0
2012-05-23,3805,3900,3805,3880,19461,47683.0,12289470.0
2012-05-24,3820,3965,3820,3965,16286,48728.0,12289470.0
2012-05-25,3965,3995,3900,3980,10732,48912.0,12289470.0
2012-05-29,4000,4000,3900,3980,3846,48912.0,12289470.0
2012-05-30,3945,4025,3900,3940,9110,48421.0,12289470.0
2012-05-31,3970,4000,3855,4000,12701,49158.0,12289470.0
2012-06-01,4080,4080,3985,4000,13502,49158.0,12289470.0
2012-06-04,3970,3970,3690,3740,37951,45963.0,12289470.0
2012-06-05,3690,3795,3690,3795,34923,46639.0,12289470.0
2012-06-07,3830,3925,3830,3885,12640,47745.0,12289470.0
2012-06-08,3925,3925,3810,3820,12322,46946.0,12289470.0
2012-06-11,3890,3935,3830,3830,16875,47069.0,12289470.0
2012-06-12,3795,3845,3705,3825,24822,47007.0,12289470.0
2012-06-13,3985,4015,3825,3880,30611,47683.0,12289470.0
2012-06-14,3840,3970,3835,3920,10207,48175.0,12289470.0
2012-06-15,3950,3950,3880,3900,10228,47929.0,12289470.0
2012-06-18,3950,3950,3900,3930,23398,48298.0,12289470.0
2012-06-19,3900,3940,3875,3915,14695,48113.0,12289470.0
2012-06-20,3930,3940,3850,3915,35001,48113.0,12289470.0
2012-06-21,3905,3995,3880,3925,63391,48236.0,12289470.0
2012-06-22,3800,3915,3800,3900,21729,47929.0,12289470.0
2012-06-25,3950,3950,3770,3820,48179,46946.0,12289470.0
2012-06-26,3750,3820,3700,3740,36561,45963.0,12289470.0
2012-06-27,3750,3885,3700,3765,23824,46270.0,12289470.0
2012-06-28,3795,3795,3740,3780,17935,46454.0,12289470.0
2012-06-29,3780,3845,3740,3830,17794,47069.0,12289470.0
2012-07-02,3935,3935,3830,3865,16278,47499.0,12289470.0
2012-07-03,3920,3920,3865,3900,22032,47929.0,12289470.0
2012-07-04,3920,3920,3800,3840,31551,47192.0,12289470.0
2012-07-05,3890,3970,3820,3930,22289,48298.0,12289470.0
2012-07-06,3970,3970,3875,3910,26143,48052.0,12289470.0
2012-07-09,3910,4000,3875,3960,40745,48666.0,12289470.0
2012-07-10,3945,4015,3945,4005,38762,49219.0,12289470.0
2012-07-11,4005,4030,3915,4010,23066,49281.0,12289470.0
2012-07-12,4000,4010,3940,3995,26288,49096.0,12289470.0
2012-07-13,4020,4020,3830,4000,33102,49158.0,12289470.0
2012-07-16,4015,4060,3950,4025,17010,49465.0,12289470.0
2012-07-17,4035,4035,3960,4025,17839,49465.0,12289470.0
2012-07-18,3980,4020,3860,3970,32413,48789.0,12289470.0
2012-07-19,3950,4005,3905,3955,25405,48605.0,12289470.0
2012-07-20,3955,3970,3905,3955,17250,48605.0,12289470.0
2012-07-23,3880,3915,3810,3915,70503,48113.0,12289470.0
2012-07-24,4050,4050,3840,3900,61256,47929.0,12289470.0
2012-07-25,3815,3900,3805,3835,10289,47130.0,12289470.0
2012-07-26,3840,3900,3800,3900,20893,47929.0,12289470.0
2012-07-27,3950,3990,3910,3990,32453,49035.0,12289470.0
2012-07-30,4050,4050,3980,4010,47259,49281.0,12289470.0
2012-07-31,4010,4050,3970,4045,52997,49711.0,12289470.0
2012-08-01,4050,4190,4045,4045,71722,49711.0,12289470.0
2012-08-02,4045,4090,4010,4025,43176,49465.0,12289470.0
2012-08-03,4025,4065,3975,3975,24422,48851.0,12289470.0
2012-08-06,4030,4090,4030,4075,47686,50080.0,12289470.0
2012-08-07,4090,4120,4055,4120,47767,50633.0,12289470.0
2012-08-08,4120,4140,4035,4035,63853,49588.0,12289470.0
2012-08-09,4050,4085,4035,4060,76135,49895.0,12289470.0
2012-08-10,4035,4100,4035,4050,46408,49772.0,12289470.0
2012-08-13,4035,4130,4035,4060,48789,49895.0,12289470.0
2012-08-14,4050,4120,4050,4060,51114,49895.0,12289470.0
2012-08-16,4090,4090,4035,4060,51779,49895.0,12289470.0
2012-08-17,4085,4085,4000,4030,60739,49527.0,12289470.0
2012-08-20,4090,4090,4005,4035,20028,49588.0,12289470.0
2012-08-21,4035,4035,3955,3990,35775,49035.0,12289470.0
2012-08-22,3985,4015,3955,3955,37491,48605.0,12289470.0
2012-08-23,4025,4025,3925,3970,36382,48789.0,12289470.0
2012-08-24,3940,4020,3925,3960,36888,48666.0,12289470.0
2012-08-27,3940,3970,3820,3880,34597,47683.0,12289470.0
2012-08-28,3890,3890,3795,3805,50077,46761.0,12289470.0
2012-08-29,3800,3830,3775,3815,45524,46884.0,12289470.0
2012-08-30,3830,3830,3710,3745,57839,46024.0,12289470.0
2012-08-31,3710,3770,3710,3765,26161,46270.0,12289470.0
2012-09-03,3775,3840,3765,3820,20955,46946.0,12289470.0
2012-09-04,3830,3830,3765,3810,30187,46823.0,12289470.0
2012-09-05,3810,3865,3790,3790,30223,46577.0,12289470.0
2012-09-06,3790,3875,3790,3850,27264,47314.0,12289470.0
2012-09-07,3860,3915,3835,3850,23564,47314.0,12289470.0
2012-09-10,3860,3880,3825,3850,16351,47314.0,12289470.0
2012-09-11,3815,3850,3750,3825,39110,47007.0,12289470.0
2012-09-12,3825,3835,3780,3825,35233,47007.0,12289470.0
2012-09-13,3820,3870,3795,3850,39158,47314.0,12289470.0
2012-09-14,3880,3880,3820,3870,52203,47560.0,12289470.0
2012-09-17,3870,3970,3835,3900,60249,47929.0,12289470.0
2012-09-18,3940,3955,3895,3925,31983,48236.0,12289470.0
2012-09-19,3965,4015,3925,3985,36850,48974.0,12289470.0
2012-09-20,4000,4160,4000,4110,135689,50510.0,12289470.0
2012-09-21,4115,4190,4050,4115,91134,50571.0,12289470.0
2012-09-24,4115,4150,4050,4050,35654,49772.0,12289470.0
2012-09-25,4040,4080,3985,4030,34092,49527.0,12289470.0
2012-09-26,3965,4085,3960,3960,26965,48666.0,12289470.0
2012-09-27,3970,4080,3940,4080,46668,50141.0,12289470.0
2012-09-28,4100,4185,4030,4055,51791,49834.0,12289470.0
2012-10-02,4070,4090,4010,4060,34930,49895.0,12289470.0
2012-10-04,4040,4090,4000,4040,51130,49649.0,12289470.0
2012-10-05,4040,4120,3980,4110,71473,50510.0,12289470.0
2012-10-08,4125,4125,4020,4060,50200,49895.0,12289470.0
2012-10-09,4050,4105,4010,4025,95849,49465.0,12289470.0
2012-10-10,4030,4090,3995,4075,84778,50080.0,12289470.0
2012-10-11,4090,4350,4075,4190,279673,51493.0,12289470.0
2012-10-12,4200,4370,4195,4370,116596,53705.0,12289470.0
2012-10-15,4425,5020,4410,5020,896897,61693.0,12289470.0
2012-10-16,5290,5480,5050,5290,1271443,65011.0,12289470.0
2012-10-17,5360,5620,5200,5500,786435,67592.0,12289470.0
2012-10-18,5650,5760,5200,5340,653444,65626.0,12289470.0
2012-10-19,5300,5590,5110,5590,306753,68698.0,12289470.0
2012-10-22,5410,5940,5400,5910,458604,72631.0,12289470.0
2012-10-23,5950,6030,5400,5450,455424,66978.0,12289470.0
2012-10-24,5440,5670,5300,5440,294358,66855.0,12289470.0
2012-10-25,5550,6000,5480,5500,1095146,67592.0,12289470.0
2012-10-26,5510,5650,5250,5250,239668,64520.0,12289470.0
2012-10-29,5250,5390,4860,4990,174794,61324.0,12289470.0
2012-10-30,5100,5490,5050,5460,265906,67101.0,12289470.0
2012-10-31,5440,5550,5250,5370,198431,65994.0,12289470.0
2012-11-01,5440,5440,5090,5170,139011,63537.0,12289470.0
2012-11-02,5270,5400,5170,5250,118506,64520.0,12289470.0
2012-11-05,5250,5370,5170,5300,100151,65134.0,12289470.0
2012-11-06,5400,5400,5000,5090,122865,62553.0,12289470.0
2012-11-07,5100,5110,4780,4910,243883,60341.0,12289470.0
2012-11-08,4790,4830,4595,4690,235959,57638.0,12289470.0
2012-11-09,4650,4900,4600,4900,188513,60218.0,12289470.0
2012-11-12,4900,4900,4695,4725,122669,58068.0,12289470.0
2012-11-13,4725,4845,4550,4630,195641,56900.0,12289470.0
2012-11-14,4600,4675,4510,4625,59151,56839.0,12289470.0
2012-11-15,4520,4585,4270,4340,99118,53336.0,12289470.0
2012-11-16,4320,4385,4190,4220,84242,51862.0,12289470.0
2012-11-19,4260,4400,4245,4275,77619,52537.0,12289470.0
2012-11-20,4285,4525,4285,4440,132121,54565.0,12289470.0
2012-11-21,4445,4505,4405,4455,54137,54750.0,12289470.0
2012-11-22,4460,4665,4450,4610,126414,56654.0,12289470.0
2012-11-23,4590,4635,4445,4560,84262,56040.0,12289470.0
2012-11-26,4570,4580,4475,4475,47708,54995.0,12289470.0
2012-11-27,4530,4530,4355,4360,52757,53582.0,12289470.0
2012-11-28,4335,4500,4325,4500,50629,55303.0,12289470.0
2012-11-29,4505,4570,4435,4530,40056,55671.0,12289470.0
2012-11-30,4510,4580,4455,4520,42968,55548.0,12289470.0
2012-12-03,4485,4550,4350,4360,40329,53582.0,12289470.0
2012-12-04,4360,4380,4170,4250,109888,52230.0,12289470.0
2012-12-05,4220,4325,4135,4180,50729,51370.0,12289470.0
2012-12-06,4230,4230,4100,4110,68420,50510.0,12289470.0
2012-12-07,4115,4250,4100,4150,58807,51001.0,12289470.0
2012-12-10,4155,4480,4150,4450,116970,54688.0,12289470.0
2012-12-11,4430,4495,4360,4435,57032,54504.0,12289470.0
2012-12-12,4410,4535,4410,4500,48658,55303.0,12289470.0
2012-12-13,4500,4555,4315,4400,74018,54074.0,12289470.0
2012-12-14,4395,4455,4325,4455,27151,54750.0,12289470.0
2012-12-17,4435,4745,4435,4525,292850,55610.0,12289470.0
2012-12-18,4625,4670,4430,4550,78587,55917.0,12289470.0
2012-12-20,4510,4545,4375,4400,69729,54074.0,12289470.0
2012-12-21,4380,4490,4300,4360,49016,53582.0,12289470.0
2012-12-24,4350,4410,4320,4380,56661,53828.0,12289470.0
2012-12-26,4650,4650,4410,4430,65343,54442.0,12289470.0
2012-12-27,4400,4430,4300,4400,35920,54074.0,12289470.0
2012-12-28,4345,4465,4320,4450,38164,54688.0,12289470.0
2013-01-02,4470,4545,4460,4515,47682,55487.0,12289470.0
2013-01-03,4530,4600,4480,4540,63604,55794.0,12289470.0
2013-01-04,4560,4570,4470,4570,49561,56163.0,12289470.0
2013-01-07,4600,4600,4475,4520,37027,55548.0,12289470.0
2013-01-08,4500,4520,4475,4490,21578,55180.0,12289470.0
2013-01-09,4490,4650,4440,4600,106744,56532.0,12289470.0
2013-01-10,4640,4875,4560,4830,187868,59358.0,12289470.0
2013-01-11,4910,4995,4750,4790,90122,58867.0,12289470.0
2013-01-14,4790,4870,4730,4870,78618,59850.0,12289470.0
2013-01-15,4915,4950,4700,4725,89130,58068.0,12289470.0
2013-01-16,4725,4825,4665,4715,41684,57945.0,12289470.0
2013-01-17,4720,4720,4510,4585,107491,56347.0,12289470.0
2013-01-18,4590,4670,4500,4500,82309,55303.0,12289470.0
2013-01-21,4525,4565,4440,4440,108319,54565.0,12289470.0
2013-01-22,4430,4475,4425,4475,52643,54995.0,12289470.0
2013-01-23,4485,4605,4455,4580,68639,56286.0,12289470.0
2013-01-24,4580,4605,4525,4545,52415,55856.0,12289470.0
2013-01-25,4545,4705,4530,4645,150742,57085.0,12289470.0
2013-01-28,4670,4680,4490,4540,66893,55794.0,12289470.0
2013-01-29,4540,4540,4430,4510,120980,55426.0,12289470.0
2013-01-30,4510,4560,4325,4350,100191,53459.0,12289470.0
2013-01-31,4350,4375,4090,4115,381956,50571.0,12289470.0
2013-02-01,4125,4140,4045,4130,67006,50756.0,12289470.0
2013-02-04,4140,4140,3980,3995,106052,49096.0,12289470.0
2013-02-05,3950,4055,3950,4010,56424,49281.0,12289470.0
2013-02-06,4020,4185,4020,4125,64356,50694.0,12289470.0
2013-02-07,4125,4200,3825,4130,48154,50756.0,12289470.0
2013-02-08,4130,4290,4090,4255,36104,52292.0,12289470.0
2013-02-12,4200,4410,4200,4410,121447,54197.0,12289470.0
2013-02-13,4470,4685,4470,4685,266160,57576.0,12289470.0
2013-02-14,4685,4765,4635,4685,142905,57576.0,12289470.0
2013-02-15,4685,4770,4600,4750,116208,58375.0,12289470.0
2013-02-18,4840,4890,4690,4760,138685,58498.0,12289470.0
2013-02-19,4740,4975,4740,4960,265236,60956.0,12289470.0
2013-02-20,4960,5000,4815,4960,113745,60956.0,12289470.0
2013-02-21,4900,5000,4855,4905,89022,60280.0,12289470.0
2013-02-22,4870,4900,4720,4800,125006,58989.0,12289470.0
2013-02-25,5080,5160,4915,4970,539371,61079.0,12289470.0
2013-02-26,4895,4985,4840,4975,160602,61140.0,12289470.0
2013-02-27,4970,5090,4885,4885,133737,60034.0,12289470.0
2013-02-28,4890,4950,4750,4750,176773,58375.0,12289470.0
2013-03-04,4760,4810,4745,4795,45458,58928.0,12289470.0
2013-03-05,4795,4975,4795,4915,139004,60403.0,12289470.0
2013-03-06,4985,5050,4870,4915,85640,60403.0,12289470.0
2013-03-07,4915,4970,4880,4930,52083,60587.0,12289470.0
2013-03-08,4960,5270,4955,5110,248966,62799.0,12289470.0
2013-03-11,5110,5220,4980,5130,102439,63045.0,12289470.0
2013-03-12,5130,5240,5050,5110,84258,62799.0,12289470.0
2013-03-13,5140,5380,5140,5210,171352,64028.0,12289470.0
2013-03-14,5260,5300,5110,5290,131808,65011.0,12289470.0
2013-03-15,5290,5320,5180,5200,114360,63905.0,12289470.0
2013-03-18,5090,5170,4935,4950,192533,60833.0,12289470.0
2013-03-19,4960,5080,4950,5060,84306,62185.0,12289470.0
2013-03-20,5020,5060,4850,4870,92053,59850.0,12289470.0
2013-03-21,4985,4985,4730,4790,59517,58867.0,12289470.0
2013-03-22,4785,4875,4740,4870,39455,59850.0,12289470.0
2013-03-25,4910,5090,4910,5050,69484,62062.0,12289470.0
2013-03-26,5050,5080,4970,5060,40983,62185.0,12289470.0
2013-03-27,5060,5080,4910,4910,58049,60341.0,12289470.0
2013-03-28,4895,5060,4890,5020,65604,61693.0,12289470.0
2013-03-29,5040,5050,4970,5010,44312,61570.0,12289470.0
