테스(095610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-11-18,1907,1941,1853,1911,17491,28895.0,4706000.0
2008-11-19,1934,1950,1788,1836,40294,27765.0,4706000.0
2008-11-20,1756,1756,1657,1693,45506,25601.0,4706000.0
2008-11-21,1648,1784,1604,1774,22049,26824.0,4706000.0
2008-11-24,1773,1804,1679,1697,42202,25648.0,4706000.0
2008-11-25,1744,1778,1663,1665,47937,25177.0,4706000.0
2008-11-26,1685,1913,1685,1914,111334,28942.0,4706000.0
2008-11-27,2146,2146,1822,1877,199728,28377.0,4706000.0
2008-11-28,1890,1916,1850,1877,48505,28377.0,4706000.0
2008-12-01,1872,1928,1850,1852,41344,28001.0,4706000.0
2008-12-02,1741,1850,1710,1845,33094,27907.0,4706000.0
2008-12-03,1844,1884,1804,1808,26114,27342.0,4706000.0
2008-12-04,1897,2072,1756,1799,232595,27201.0,4706000.0
2008-12-05,1804,1818,1735,1787,24120,27012.0,4706000.0
2008-12-08,1804,1850,1756,1759,77057,26589.0,4706000.0
2008-12-09,1804,1822,1732,1756,63251,26542.0,4706000.0
2008-12-10,1754,2015,1741,2017,344993,30495.0,4706000.0
2008-12-11,2015,2149,1925,1977,353381,29883.0,4706000.0
2008-12-12,1975,2239,1950,2069,377702,31295.0,4706000.0
2008-12-15,2174,2376,2152,2379,184622,35954.0,4706000.0
2008-12-16,2482,2526,2364,2443,314876,36942.0,4706000.0
2008-12-17,2488,2488,2240,2272,174316,34354.0,4706000.0
2008-12-18,2286,2432,2264,2315,97098,35013.0,4706000.0
2008-12-19,2308,2352,2186,2203,103681,33318.0,4706000.0
2008-12-22,2186,2327,2180,2231,58272,33742.0,4706000.0
2008-12-23,2240,2240,2114,2151,44511,32518.0,4706000.0
2008-12-24,2100,2146,2050,2061,32638,31154.0,4706000.0
2008-12-26,2065,2124,2025,2069,52060,31295.0,4706000.0
2008-12-29,2111,2367,2087,2219,150959,33554.0,4706000.0
2008-12-30,2268,2298,2165,2188,97672,33083.0,4706000.0
2009-01-02,2214,2286,2214,2257,52573,34118.0,4706000.0
2009-01-05,2280,2368,2246,2257,80535,34118.0,4706000.0
2009-01-06,2255,2339,2224,2247,101101,33977.0,4706000.0
2009-01-07,2258,2389,2246,2341,124884,35389.0,4706000.0
2009-01-08,2302,2612,2271,2441,110680,36895.0,4706000.0
2009-01-09,2442,2563,2379,2460,124076,37177.0,4706000.0
2009-01-12,2442,2442,2271,2331,85912,35248.0,4706000.0
2009-01-13,2280,2336,2146,2241,55275,33883.0,4706000.0
2009-01-14,2271,2332,2230,2291,27142,34636.0,4706000.0
2009-01-15,2209,2251,2028,2029,49762,30683.0,4706000.0
2009-01-16,2040,2114,2037,2113,45849,31954.0,4706000.0
2009-01-19,2192,2209,2146,2151,39050,32518.0,4706000.0
2009-01-20,2174,2174,2069,2079,26779,31436.0,4706000.0
2009-01-21,1947,2040,1913,2039,45068,30824.0,4706000.0
2009-01-22,2111,2111,2065,2085,13657,31530.0,4706000.0
2009-01-23,2069,2077,2022,2035,17503,30777.0,4706000.0
2009-01-28,2112,2339,2087,2341,119538,35389.0,4706000.0
2009-01-29,2395,2395,2223,2225,144293,33648.0,4706000.0
2009-01-30,2209,2305,2186,2272,80194,34354.0,4706000.0
2009-02-02,2274,2348,2221,2272,75054,34354.0,4706000.0
2009-02-03,2302,2364,2243,2353,99308,35577.0,4706000.0
2009-02-04,2398,2703,2364,2705,511269,40895.0,4706000.0
2009-02-05,2722,3049,2681,2739,569826,41413.0,4706000.0
2009-02-06,2830,3008,2750,2795,264577,42260.0,4706000.0
2009-02-09,2862,2906,2597,2599,134464,39295.0,4706000.0
2009-02-10,2628,2638,2491,2618,103396,39577.0,4706000.0
2009-02-11,2516,2612,2513,2611,61998,39483.0,4706000.0
2009-02-12,2622,2725,2610,2633,75105,39813.0,4706000.0
2009-02-13,2674,2821,2612,2755,132710,41648.0,4706000.0
2009-02-16,2756,2871,2752,2755,83469,41648.0,4706000.0
2009-02-17,2756,2756,2426,2427,128752,36707.0,4706000.0
2009-02-18,2327,2426,2243,2325,134414,35154.0,4706000.0
2009-02-19,2379,2429,2223,2265,75383,34260.0,4706000.0
2009-02-20,2212,2240,2012,2055,84539,31060.0,4706000.0
2009-02-23,1997,2184,1997,2154,63368,32566.0,4706000.0
2009-02-24,2083,2099,2015,2079,46764,31436.0,4706000.0
2009-02-25,2174,2178,2037,2061,50028,31154.0,4706000.0
2009-02-26,2090,2121,1978,2007,56138,30354.0,4706000.0
2009-02-27,1991,2037,1900,1902,51012,28754.0,4706000.0
2009-03-02,1773,1784,1616,1619,95034,24471.0,4706000.0
2009-03-03,1492,1601,1474,1594,53440,24095.0,4706000.0
2009-03-04,1580,1756,1580,1737,30580,26259.0,4706000.0
2009-03-05,1773,1784,1660,1681,46795,25412.0,4706000.0
2009-03-06,1616,1710,1604,1703,45177,25742.0,4706000.0
2009-03-09,1732,1784,1716,1753,36362,26495.0,4706000.0
2009-03-10,1719,1781,1716,1759,46793,26589.0,4706000.0
2009-03-11,1810,1850,1797,1799,33597,27201.0,4706000.0
2009-03-12,1850,1988,1818,1961,45377,29648.0,4706000.0
2009-03-13,2052,2236,2028,2147,243564,32471.0,4706000.0
2009-03-16,2140,2140,1994,2007,80645,30354.0,4706000.0
2009-03-17,2032,2106,1994,2066,31645,31248.0,4706000.0
2009-03-18,2155,2155,2084,2110,23884,31907.0,4706000.0
2009-03-19,2127,2192,2062,2103,36744,31813.0,4706000.0
2009-03-20,2131,2178,2080,2117,17488,32001.0,4706000.0
2009-03-23,2065,2114,2025,2057,52776,31107.0,4706000.0
2009-03-24,2083,2090,1984,2001,34281,30260.0,4706000.0
2009-03-25,2000,2134,1991,2120,42098,32048.0,4706000.0
2009-03-26,2146,2364,2117,2315,131231,35013.0,4706000.0
2009-03-27,2358,2504,2286,2365,129241,35766.0,4706000.0
2009-03-30,2370,2479,2280,2319,60281,35060.0,4706000.0
2009-03-31,2320,2373,2320,2365,40033,35766.0,4706000.0
2009-04-01,2382,2382,2280,2353,67066,35577.0,4706000.0
2009-04-02,2376,2703,2376,2652,199334,40095.0,4706000.0
2009-04-03,2738,2738,2560,2646,71282,40001.0,4706000.0
2009-04-06,2622,2847,2622,2739,69849,41413.0,4706000.0
2009-04-07,2762,2843,2653,2845,66832,43013.0,4706000.0
2009-04-08,2766,3220,2743,3081,160732,46589.0,4706000.0
2009-04-09,3235,3516,3173,3331,198679,50354.0,4706000.0
2009-04-10,3360,3468,3127,3361,107636,50825.0,4706000.0
2009-04-13,3438,3780,3267,3611,272590,54590.0,4706000.0
2009-04-14,3608,3608,3173,3579,127753,54119.0,4706000.0
2009-04-15,3468,3625,3220,3393,119772,51295.0,4706000.0
2009-04-16,3453,3578,3282,3283,93507,49648.0,4706000.0
2009-04-17,3329,3422,3002,3041,94928,45978.0,4706000.0
2009-04-20,3080,3220,3034,3087,41438,46684.0,4706000.0
2009-04-21,2970,3422,2893,3205,69212,48472.0,4706000.0
2009-04-22,3204,3422,3173,3393,94636,51295.0,4706000.0
2009-04-23,3484,3516,3251,3299,70068,49884.0,4706000.0
2009-04-24,3391,3391,3080,3099,101973,46872.0,4706000.0
2009-04-27,3189,3251,3092,3103,53168,46919.0,4706000.0
2009-04-28,3110,3110,2681,2683,96725,40566.0,4706000.0
2009-04-29,2690,2869,2690,2826,52491,42730.0,4706000.0
2009-04-30,2869,2950,2800,2841,34190,42966.0,4706000.0
2009-05-04,2903,2903,2762,2801,44847,42354.0,4706000.0
2009-05-06,2800,2830,2706,2739,46785,41413.0,4706000.0
2009-05-07,2769,2800,2690,2699,52369,40801.0,4706000.0
2009-05-08,2750,2750,2674,2721,36267,41130.0,4706000.0
2009-05-11,2759,2900,2703,2876,63180,43483.0,4706000.0
2009-05-12,2866,2893,2790,2807,37696,42448.0,4706000.0
2009-05-13,2834,2834,2709,2739,58626,41413.0,4706000.0
2009-05-14,2706,2780,2674,2677,28441,40472.0,4706000.0
2009-05-15,2684,2769,2674,2729,46262,41272.0,4706000.0
2009-05-18,2684,2715,2610,2611,73543,39483.0,4706000.0
2009-05-19,2647,2728,2622,2686,73130,40613.0,4706000.0
2009-05-20,2690,3086,2690,3087,344281,46684.0,4706000.0
2009-05-21,3189,3422,3092,3097,410951,46825.0,4706000.0
2009-05-22,3096,3313,3065,3175,168510,48001.0,4706000.0
2009-05-25,3220,3220,2712,3038,113109,45931.0,4706000.0
2009-05-26,3052,3076,2809,2857,55198,43201.0,4706000.0
2009-05-27,2884,3127,2862,2963,125253,44801.0,4706000.0
2009-05-28,3011,3204,2862,2985,96209,45131.0,4706000.0
2009-05-29,3096,3127,2934,2981,47736,45083.0,4706000.0
2009-06-01,3002,3046,2924,2935,47319,44378.0,4706000.0
2009-06-02,3028,3028,2888,2898,52095,43813.0,4706000.0
2009-06-03,2915,3158,2878,3081,123167,46589.0,4706000.0
2009-06-04,3189,3453,3080,3143,315639,47531.0,4706000.0
2009-06-05,3158,3173,3014,3175,69247,48001.0,4706000.0
2009-06-08,3220,3375,3173,3315,106795,50119.0,4706000.0
2009-06-09,3344,3375,3173,3175,95268,48001.0,4706000.0
2009-06-10,3110,3204,3014,3038,49258,45931.0,4706000.0
2009-06-11,3036,3235,3028,3079,65479,46542.0,4706000.0
2009-06-12,3105,3127,2959,2994,43941,45272.0,4706000.0
2009-06-15,2980,3018,2862,2863,50265,43295.0,4706000.0
2009-06-16,2834,2959,2834,2925,26782,44236.0,4706000.0
2009-06-17,2940,3049,2909,2951,30327,44613.0,4706000.0
2009-06-18,3018,3018,2878,2951,15966,44613.0,4706000.0
2009-06-19,2977,2977,2814,2845,43057,43013.0,4706000.0
2009-06-22,2806,2859,2706,2755,39229,41648.0,4706000.0
2009-06-23,2674,2780,2663,2783,36794,42072.0,4706000.0
2009-06-24,2759,2859,2734,2839,32714,42919.0,4706000.0
2009-06-25,2814,2912,2774,2839,22819,42919.0,4706000.0
2009-06-26,2878,2878,2809,2833,26158,42825.0,4706000.0
2009-06-29,2830,2878,2814,2841,16077,42966.0,4706000.0
2009-06-30,2847,2915,2828,2851,24557,43107.0,4706000.0
2009-07-01,2834,2906,2830,2885,10713,43625.0,4706000.0
2009-07-02,2909,2956,2884,2957,21580,44707.0,4706000.0
2009-07-03,2937,3030,2893,3019,29379,45648.0,4706000.0
2009-07-06,3018,3092,2962,3028,27346,45789.0,4706000.0
2009-07-07,3058,3076,2903,2954,28722,44660.0,4706000.0
2009-07-08,2940,2940,2828,2925,29344,44236.0,4706000.0
2009-07-09,2928,2956,2900,2939,14370,44425.0,4706000.0
2009-07-10,2980,2980,2912,2951,13814,44613.0,4706000.0
2009-07-13,2924,2959,2746,2857,17652,43201.0,4706000.0
2009-07-14,2859,2903,2718,2777,17661,41978.0,4706000.0
2009-07-15,2777,2866,2738,2767,18238,41836.0,4706000.0
2009-07-16,2766,2890,2728,2767,20564,41836.0,4706000.0
2009-07-17,2772,2850,2772,2833,24127,42825.0,4706000.0
2009-07-20,2837,3220,2837,2985,179245,45131.0,4706000.0
2009-07-21,3039,3039,2956,2973,56922,44942.0,4706000.0
2009-07-22,3005,3158,2993,3113,87794,47060.0,4706000.0
2009-07-23,3110,3267,3058,3113,81265,47060.0,4706000.0
2009-07-24,3142,3235,3110,3159,55400,47766.0,4706000.0
2009-07-27,3235,3251,3110,3143,29763,47531.0,4706000.0
2009-07-28,3127,3142,3008,3010,42333,45507.0,4706000.0
2009-07-29,3018,3058,2970,3010,28268,45507.0,4706000.0
2009-07-30,3011,3039,2974,2976,9202,44989.0,4706000.0
2009-07-31,3036,3036,2912,2913,17947,44048.0,4706000.0
2009-08-03,2924,3189,2900,2987,41557,45178.0,4706000.0
2009-08-04,3005,3092,2965,2987,23430,45178.0,4706000.0
2009-08-05,2990,3018,2912,2963,15682,44801.0,4706000.0
2009-08-06,2946,2962,2830,2879,20237,43530.0,4706000.0
2009-08-07,2881,2909,2869,2910,5702,44001.0,4706000.0
2009-08-10,2943,2965,2896,2920,15423,44142.0,4706000.0
2009-08-11,2922,2984,2896,2907,10722,43954.0,4706000.0
2009-08-12,2900,2930,2866,2882,8626,43578.0,4706000.0
2009-08-13,2888,2893,2830,2885,25085,43625.0,4706000.0
2009-08-14,2871,2909,2862,2863,14390,43295.0,4706000.0
2009-08-17,2862,2862,2725,2739,28273,41413.0,4706000.0
2009-08-18,2738,2793,2700,2715,15816,41036.0,4706000.0
2009-08-19,2722,2796,2722,2770,10335,41883.0,4706000.0
2009-08-20,2752,2987,2746,2973,29045,44942.0,4706000.0
2009-08-21,3018,3080,2821,2932,55473,44331.0,4706000.0
2009-08-24,2934,2977,2830,2867,28179,43342.0,4706000.0
2009-08-25,2840,2862,2674,2742,37705,41460.0,4706000.0
2009-08-26,2740,2800,2725,2767,10581,41836.0,4706000.0
2009-08-27,2796,2796,2752,2780,14724,42025.0,4706000.0
2009-08-28,2780,2828,2740,2758,15273,41695.0,4706000.0
2009-08-31,2743,2809,2678,2686,15164,40613.0,4706000.0
2009-09-01,2731,2759,2688,2752,6859,41601.0,4706000.0
2009-09-02,2762,2796,2728,2770,13769,41883.0,4706000.0
2009-09-03,2738,2796,2738,2786,7961,42119.0,4706000.0
2009-09-04,2800,3002,2800,2863,40650,43295.0,4706000.0
2009-09-07,2906,2968,2843,2957,34760,44707.0,4706000.0
2009-09-08,2974,3024,2943,2944,29127,44519.0,4706000.0
2009-09-09,2984,3329,2903,3283,169910,49648.0,4706000.0
2009-09-10,3344,3406,3173,3237,122748,48942.0,4706000.0
2009-09-11,3313,3593,3251,3471,167348,52472.0,4706000.0
2009-09-14,3453,3983,3406,3983,401605,60237.0,4706000.0
2009-09-15,4014,4573,3952,4575,575180,69178.0,4706000.0
2009-09-16,4823,5258,4621,4747,1524699,71766.0,4706000.0
2009-09-17,4729,4885,4403,4715,811010,71296.0,4706000.0
2009-09-18,4792,5414,4729,4887,1646483,73884.0,4706000.0
2009-09-21,4776,5522,4480,4669,1704039,70590.0,4706000.0
2009-09-22,4698,5072,4480,4607,655236,69649.0,4706000.0
2009-09-23,4604,4729,4262,4342,284401,65649.0,4706000.0
2009-09-24,4231,4294,3889,4124,302990,62354.0,4706000.0
2009-09-25,4060,4247,4014,4109,196031,62119.0,4706000.0
2009-09-28,4107,4216,3966,4186,227481,63296.0,4706000.0
2009-09-29,4278,4387,3687,3688,327625,55766.0,4706000.0
2009-09-30,3656,3764,3578,3579,126867,54119.0,4706000.0
2009-10-01,3625,3764,3547,3611,77909,54590.0,4706000.0
2009-10-05,3578,3670,3391,3393,75226,51295.0,4706000.0
2009-10-06,3438,3656,3422,3595,81166,54354.0,4706000.0
2009-10-07,3608,3796,3453,3533,132948,53413.0,4706000.0
2009-10-08,3531,3670,3453,3673,68659,55531.0,4706000.0
2009-10-09,3656,3670,3578,3611,36364,54590.0,4706000.0
2009-10-12,3625,3748,3593,3642,46428,55060.0,4706000.0
2009-10-13,3656,3656,3516,3517,49332,53178.0,4706000.0
2009-10-14,3562,3562,3484,3533,33169,53413.0,4706000.0
2009-10-15,3547,3593,3360,3361,54806,50825.0,4706000.0
2009-10-16,3344,3391,3142,3205,94213,48472.0,4706000.0
2009-10-19,3142,3267,3127,3190,26553,48236.0,4706000.0
2009-10-20,3189,3282,3189,3237,32976,48942.0,4706000.0
2009-10-21,3204,3235,3099,3128,39496,47295.0,4706000.0
2009-10-22,3142,3158,2970,2973,31912,44942.0,4706000.0
2009-10-23,2987,3406,2987,3409,194094,51531.0,4706000.0
2009-10-26,3422,3827,3375,3533,452290,53413.0,4706000.0
2009-10-27,3468,3516,3344,3517,111265,53178.0,4706000.0
2009-10-28,3547,3562,3173,3205,122058,48472.0,4706000.0
2009-10-29,3142,3142,2990,3097,51327,46825.0,4706000.0
2009-10-30,3204,3329,3127,3190,54661,48236.0,4706000.0
2009-11-02,3021,3329,3014,3268,97677,49413.0,4706000.0
2009-11-03,3267,3298,3220,3268,33478,49413.0,4706000.0
2009-11-04,3282,3375,3220,3268,62098,49413.0,4706000.0
2009-11-05,3235,3251,3127,3128,41479,47295.0,4706000.0
2009-11-06,3173,3298,3105,3299,76603,49884.0,4706000.0
2009-11-09,3313,3344,3220,3283,31596,49648.0,4706000.0
2009-11-10,3313,3406,3204,3409,56930,51531.0,4706000.0
2009-11-11,3468,3656,3438,3657,153309,55296.0,4706000.0
2009-11-12,3764,4060,3625,4061,261729,61413.0,4706000.0
2009-11-13,3998,4045,3889,3953,150063,59766.0,4706000.0
2009-11-16,3998,4138,3547,3626,184088,54825.0,4706000.0
2009-11-17,3625,3733,3484,3704,77488,56001.0,4706000.0
2009-11-18,3670,3718,3625,3626,48508,54825.0,4706000.0
2009-11-19,3625,3796,3608,3657,63332,55296.0,4706000.0
2009-11-20,3656,3748,3593,3657,42287,55296.0,4706000.0
2009-11-23,3702,3889,3656,3766,80232,56943.0,4706000.0
2009-11-24,3796,3827,3547,3611,65979,54590.0,4706000.0
2009-11-25,3578,3670,3562,3673,29449,55531.0,4706000.0
2009-11-26,3670,3889,3625,3781,75326,57178.0,4706000.0
2009-11-27,3718,3780,3468,3471,46240,52472.0,4706000.0
2009-11-30,3500,3640,3500,3595,21672,54354.0,4706000.0
2009-12-01,3702,3796,3608,3719,40005,56237.0,4706000.0
2009-12-02,3733,3780,3670,3719,27196,56237.0,4706000.0
2009-12-03,3718,4247,3718,4061,247969,61413.0,4706000.0
2009-12-04,4014,4076,3936,4077,51865,61649.0,4706000.0
2009-12-07,4107,4185,4029,4155,49523,62825.0,4706000.0
2009-12-08,4309,4621,4138,4155,276465,62825.0,4706000.0
2009-12-09,4076,4231,4029,4233,53766,64002.0,4706000.0
2009-12-10,4231,4309,4123,4279,63518,64708.0,4706000.0
2009-12-11,4294,4309,4154,4248,52687,64237.0,4706000.0
2009-12-14,4278,4278,4123,4124,35679,62354.0,4706000.0
2009-12-15,4076,4216,4060,4139,44614,62590.0,4706000.0
2009-12-16,4138,4387,4107,4357,78185,65884.0,4706000.0
2009-12-17,4371,4449,4247,4248,51029,64237.0,4706000.0
2009-12-18,4216,4294,4045,4248,193816,64237.0,4706000.0
2009-12-21,4356,4573,4278,4405,161801,66590.0,4706000.0
2009-12-22,4418,4480,4138,4139,101918,62590.0,4706000.0
2009-12-23,4154,4169,3983,3983,71090,60237.0,4706000.0
2009-12-24,3952,4014,3796,3797,76026,57413.0,4706000.0
2009-12-28,3827,3936,3796,3813,46427,57648.0,4706000.0
2009-12-29,3921,3921,3812,3829,33066,57884.0,4706000.0
2009-12-30,3874,3936,3858,3937,22464,59531.0,4706000.0
2010-01-04,3921,4029,3889,3983,34390,60237.0,4706000.0
2010-01-05,3998,4278,3998,4031,124080,60943.0,4706000.0
2010-01-06,4123,4123,3966,4015,38720,60707.0,4706000.0
2010-01-07,4045,4200,3889,4015,88860,60707.0,4706000.0
2010-01-08,4014,4092,3843,3859,53225,58354.0,4706000.0
2010-01-11,3921,4154,3905,4061,133912,61413.0,4706000.0
2010-01-12,3998,4138,3983,4139,74960,62590.0,4706000.0
2010-01-13,4045,4107,3952,3983,35309,60237.0,4706000.0
2010-01-14,4014,4107,3983,4093,32554,61884.0,4706000.0
2010-01-15,4092,4185,3889,4093,66662,61884.0,4706000.0
2010-01-18,4123,4371,4123,4295,134322,64943.0,4706000.0
2010-01-19,4387,4558,4231,4342,271092,65649.0,4706000.0
