TS인베스트먼트(246690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-29,2950,3045,2940,2970,777998,66590.0,22421004.0
2018-08-30,3010,3040,2915,2915,364751,65357.0,22421004.0
2018-08-31,2915,2945,2750,2905,146320,65133.0,22421004.0
2018-09-03,2905,2980,2855,2930,135927,65694.0,22421004.0
2018-09-04,2910,2955,2910,2950,147115,66142.0,22421004.0
2018-09-05,2950,2960,2885,2885,140628,64685.0,22421004.0
2018-09-06,2885,2915,2815,2865,101025,64236.0,22421004.0
2018-09-07,2870,2895,2835,2845,115001,63788.0,22421004.0
2018-09-10,2830,2890,2820,2840,59716,63676.0,22421004.0
2018-09-11,2825,2945,2825,2900,189217,65021.0,22421004.0
2018-09-12,2930,2930,2835,2865,84310,64236.0,22421004.0
2018-09-13,2865,2910,2825,2910,99770,65245.0,22421004.0
2018-09-14,2925,2925,2860,2890,85786,64797.0,22421004.0
2018-09-17,2825,2920,2800,2850,94789,63900.0,22421004.0
2018-09-18,2805,2850,2795,2805,112356,62891.0,22421004.0
2018-09-19,2820,2880,2790,2815,156176,63115.0,22421004.0
2018-09-20,2810,2850,2750,2755,110762,61770.0,22421004.0
2018-09-21,2760,2795,2740,2780,40277,62330.0,22421004.0
2018-09-27,2760,2780,2725,2780,79679,62330.0,22421004.0
2018-09-28,2795,2875,2775,2800,92014,62779.0,22421004.0
2018-10-01,2810,2875,2780,2845,93952,63788.0,22421004.0
2018-10-02,2835,2880,2815,2825,81584,63339.0,22421004.0
2018-10-04,2820,2845,2750,2765,66164,61994.0,22421004.0
2018-10-05,2700,2785,2655,2725,95591,61097.0,22421004.0
2018-10-08,2670,2740,2615,2620,55329,58743.0,22421004.0
2018-10-10,2545,2635,2410,2430,146043,54483.0,22421004.0
2018-10-11,2265,2430,2150,2155,284489,48317.0,22421004.0
2018-10-12,2050,2230,2050,2190,118072,49102.0,22421004.0
2018-10-15,2195,2340,2195,2305,140497,51680.0,22421004.0
2018-10-16,2340,2670,2340,2475,1828276,55492.0,22421004.0
2018-10-17,2475,2500,2390,2415,274473,54147.0,22421004.0
2018-10-18,2395,2535,2375,2390,295271,53586.0,22421004.0
2018-10-19,2350,2400,2300,2400,69968,53810.0,22421004.0
2018-10-22,2355,2415,2300,2410,55152,54035.0,22421004.0
2018-10-23,2400,2415,2370,2375,50760,53250.0,22421004.0
2018-10-24,2400,2785,2390,2480,2638227,55604.0,22421004.0
2018-10-25,2410,2610,2395,2420,712703,54259.0,22421004.0
2018-10-26,2460,2490,2250,2250,269194,50447.0,22421004.0
2018-10-29,2170,2270,1990,1990,243321,44618.0,22421004.0
2018-10-30,1890,2150,1885,2020,438254,45290.0,22421004.0
2018-10-31,2015,2130,2015,2060,217387,46187.0,22421004.0
2018-11-01,2115,2190,2105,2130,96981,47757.0,22421004.0
2018-11-02,2135,2285,2135,2280,92619,51120.0,22421004.0
2018-11-05,2250,2385,2230,2335,90146,52353.0,22421004.0
2018-11-06,2375,2375,2250,2265,59992,50784.0,22421004.0
2018-11-07,2285,2325,2150,2190,88921,49102.0,22421004.0
2018-11-08,2285,2285,2210,2250,22624,50447.0,22421004.0
2018-11-09,2275,2275,2180,2220,52852,49775.0,22421004.0
2018-11-12,2220,2295,2195,2230,70676,49999.0,22421004.0
2018-11-13,2185,2200,2125,2195,85103,49214.0,22421004.0
2018-11-14,2170,2220,2165,2190,31553,49102.0,22421004.0
2018-11-15,2190,2230,2150,2215,49397,49663.0,22421004.0
2018-11-16,2220,2320,2200,2290,104273,51344.0,22421004.0
2018-11-19,2280,2420,2280,2330,122457,52241.0,22421004.0
2018-11-20,2255,2345,2255,2300,56719,51568.0,22421004.0
2018-11-21,2300,2305,2245,2280,96336,51120.0,22421004.0
2018-11-22,2355,2360,2270,2305,75285,51680.0,22421004.0
2018-11-23,2310,2325,2210,2225,96443,49887.0,22421004.0
2018-11-26,2225,2290,2225,2265,35102,50784.0,22421004.0
2018-11-27,2270,2325,2255,2325,75636,52129.0,22421004.0
2018-11-28,2335,2350,2270,2270,79633,50896.0,22421004.0
2018-11-29,2325,2465,2300,2335,444004,52353.0,22421004.0
2018-11-30,2375,2375,2305,2305,81324,51680.0,22421004.0
2018-12-03,2380,2390,2320,2375,82127,53250.0,22421004.0
2018-12-04,2380,2395,2335,2380,68732,53362.0,22421004.0
2018-12-05,2340,2420,2320,2420,155050,54259.0,22421004.0
2018-12-06,2430,2510,2330,2350,307538,52689.0,22421004.0
2018-12-07,2350,2400,2310,2315,96440,51905.0,22421004.0
2018-12-10,2275,2310,2210,2245,101802,50335.0,22421004.0
2018-12-11,2230,2295,2200,2230,94553,49999.0,22421004.0
2018-12-12,2210,2270,2210,2250,56939,50447.0,22421004.0
2018-12-13,2255,2290,2255,2275,39226,51008.0,22421004.0
2018-12-14,2300,2300,2225,2245,46403,50335.0,22421004.0
2018-12-17,2245,2330,2240,2310,98315,51793.0,22421004.0
2018-12-18,2315,2430,2310,2395,312314,53698.0,22421004.0
2018-12-19,2375,2395,2270,2315,194179,51905.0,22421004.0
2018-12-20,2315,2375,2290,2345,70111,52577.0,22421004.0
2018-12-21,2390,2550,2340,2340,593216,52465.0,22421004.0
2018-12-24,2325,2390,2305,2325,110220,52129.0,22421004.0
2018-12-26,2260,2295,2245,2275,107166,51008.0,22421004.0
2018-12-27,2280,2370,2280,2305,52752,51680.0,22421004.0
2018-12-28,2340,2375,2320,2350,98055,52689.0,22421004.0
2019-01-02,2395,2395,2350,2370,85838,53138.0,22421004.0
2019-01-03,2360,2420,2330,2400,144837,53810.0,22421004.0
2019-01-04,2415,2515,2380,2395,528106,53698.0,22421004.0
2019-01-07,2415,2510,2395,2510,294248,56277.0,22421004.0
2019-01-08,2590,2630,2480,2505,666330,56165.0,22421004.0
2019-01-09,2505,2560,2480,2560,131787,57398.0,22421004.0
2019-01-10,2575,2595,2530,2550,150315,57174.0,22421004.0
2019-01-11,2565,2590,2485,2510,173885,56277.0,22421004.0
2019-01-14,2500,2500,2435,2475,111347,55492.0,22421004.0
2019-01-15,2520,2540,2460,2505,95109,56165.0,22421004.0
2019-01-16,2505,2565,2490,2550,81775,57174.0,22421004.0
2019-01-17,2570,2570,2500,2510,68838,56277.0,22421004.0
2019-01-18,2535,2565,2510,2560,122090,57398.0,22421004.0
2019-01-21,2575,2585,2535,2565,90212,57510.0,22421004.0
2019-01-22,2570,2570,2505,2505,71197,56165.0,22421004.0
2019-01-23,2505,2525,2460,2490,78282,55828.0,22421004.0
2019-01-24,2480,2510,2455,2455,96847,55044.0,22421004.0
2019-01-25,2465,2495,2430,2470,84432,55380.0,22421004.0
2019-01-28,2470,2510,2455,2475,63030,55492.0,22421004.0
2019-01-29,2475,2480,2425,2445,62803,54819.0,22421004.0
2019-01-30,2450,2460,2405,2425,119988,54371.0,22421004.0
2019-01-31,2450,2450,2380,2400,84261,53810.0,22421004.0
2019-02-01,2400,2420,2340,2375,77320,53250.0,22421004.0
2019-02-07,2390,2420,2330,2410,62709,54035.0,22421004.0
2019-02-08,2410,2430,2385,2400,49267,53810.0,22421004.0
2019-02-11,2450,2450,2400,2420,41190,54259.0,22421004.0
2019-02-12,2420,2440,2375,2400,99135,53810.0,22421004.0
2019-02-13,2470,2505,2410,2490,256716,55828.0,22421004.0
2019-02-14,2490,2500,2465,2500,75724,56053.0,22421004.0
2019-02-15,2490,2520,2475,2490,60653,55828.0,22421004.0
2019-02-18,2500,2515,2475,2505,116654,56165.0,22421004.0
2019-02-19,2525,2525,2470,2490,63049,55828.0,22421004.0
2019-02-20,2500,2545,2490,2510,135830,56277.0,22421004.0
2019-02-21,2515,2650,2475,2570,382688,57622.0,22421004.0
2019-02-22,2570,2585,2520,2520,98175,56501.0,22421004.0
2019-02-25,2500,2725,2480,2505,769020,56165.0,22421004.0
2019-02-26,2505,2540,2330,2460,218036,55156.0,22421004.0
2019-02-27,2465,2495,2440,2480,66233,55604.0,22421004.0
2019-02-28,2480,2495,2340,2340,95983,52465.0,22421004.0
2019-03-04,2390,2450,2355,2435,83023,54595.0,22421004.0
2019-03-05,2435,2485,2435,2465,32913,55268.0,22421004.0
2019-03-06,2465,2705,2455,2705,1192678,60649.0,22421004.0
2019-03-07,2925,2940,2530,2560,2396992,57398.0,22421004.0
2019-03-08,2530,2620,2500,2565,392993,57510.0,22421004.0
2019-03-11,2560,2695,2500,2670,981072,59864.0,22421004.0
2019-03-12,2695,2750,2640,2705,651177,60649.0,22421004.0
2019-03-13,2765,2765,2610,2635,358307,59079.0,22421004.0
2019-03-14,2655,2695,2635,2685,219799,60200.0,22421004.0
2019-03-15,2725,2790,2560,2605,737388,58407.0,22421004.0
2019-03-18,2605,2720,2580,2720,360281,60985.0,22421004.0
2019-03-19,2760,2765,2630,2720,436439,60985.0,22421004.0
2019-03-20,2715,2975,2645,2745,938846,61546.0,22421004.0
2019-03-21,2745,2765,2630,2655,251019,59528.0,22421004.0
2019-03-22,2685,2695,2590,2655,136956,59528.0,22421004.0
2019-03-25,2620,2630,2530,2535,169409,56837.0,22421004.0
2019-03-26,2565,2610,2530,2595,89910,58183.0,22421004.0
2019-03-27,2590,2630,2555,2560,89585,57398.0,22421004.0
2019-03-28,2525,2580,2490,2540,110354,56949.0,22421004.0
2019-03-29,2555,2555,2475,2500,101519,56053.0,22421004.0
2019-04-01,2495,2555,2485,2530,88680,56725.0,22421004.0
2019-04-02,2540,2660,2515,2640,292337,59191.0,22421004.0
2019-04-03,2640,2660,2565,2595,163698,58183.0,22421004.0
2019-04-04,2630,2695,2595,2685,259736,60200.0,22421004.0
2019-04-05,2685,2830,2615,2660,415777,59640.0,22421004.0
2019-04-08,2665,2730,2645,2685,385414,60200.0,22421004.0
2019-04-09,2700,2705,2615,2630,142885,58967.0,22421004.0
2019-04-10,2630,2695,2560,2645,186207,59304.0,22421004.0
2019-04-11,2640,2680,2630,2670,77724,59864.0,22421004.0
2019-04-12,2675,2705,2650,2680,99356,60088.0,22421004.0
2019-04-15,2680,2685,2640,2670,72264,59864.0,22421004.0
2019-04-16,2665,2700,2585,2605,131926,58407.0,22421004.0
2019-04-17,2605,2645,2590,2610,108500,58519.0,22421004.0
2019-04-18,2625,2660,2560,2565,108764,57510.0,22421004.0
2019-04-19,2565,2635,2565,2630,99167,58967.0,22421004.0
2019-04-22,2635,2665,2615,2630,68840,58967.0,22421004.0
2019-04-23,2630,2690,2590,2655,120724,59528.0,22421004.0
2019-04-24,2660,2770,2650,2695,348726,60425.0,22421004.0
2019-04-25,2695,2735,2525,2555,229577,57286.0,22421004.0
2019-04-26,2555,2580,2505,2505,141355,56165.0,22421004.0
2019-04-29,2520,2545,2360,2470,103492,55380.0,22421004.0
2019-04-30,2450,2485,2405,2475,115995,55492.0,22421004.0
2019-05-02,2460,2550,2450,2550,34017,57174.0,22421004.0
2019-05-03,2540,2570,2535,2550,50916,57174.0,22421004.0
2019-05-07,2515,2570,2445,2465,135530,55268.0,22421004.0
2019-05-08,2420,2465,2405,2450,151505,54931.0,22421004.0
2019-05-09,2450,2470,2320,2355,137703,52801.0,22421004.0
2019-05-10,2355,2380,2275,2330,122568,52241.0,22421004.0
2019-05-13,2335,2400,2300,2310,123082,51793.0,22421004.0
2019-05-14,2330,2340,2275,2325,58851,52129.0,22421004.0
2019-05-15,2340,2390,2330,2390,34708,53586.0,22421004.0
2019-05-16,2390,2395,2335,2355,60314,52801.0,22421004.0
2019-05-17,2345,2410,2345,2345,71214,52577.0,22421004.0
2019-05-20,2360,2360,2290,2290,67131,51344.0,22421004.0
2019-05-21,2255,2325,2255,2295,39563,51456.0,22421004.0
2019-05-22,2310,2340,2280,2300,24898,51568.0,22421004.0
2019-05-23,2285,2315,2250,2260,41450,50671.0,22421004.0
2019-05-24,2250,2275,2215,2215,53504,49663.0,22421004.0
2019-05-27,2215,2250,2205,2235,47799,50111.0,22421004.0
2019-05-28,2250,2270,2215,2245,56008,50335.0,22421004.0
2019-05-29,2250,2255,2165,2225,58747,49887.0,22421004.0
2019-05-30,2195,2205,2160,2165,50767,48541.0,22421004.0
2019-05-31,2180,2190,2145,2190,49668,49102.0,22421004.0
2019-06-03,2190,2195,2155,2155,29707,48317.0,22421004.0
2019-06-04,2090,2170,2090,2165,148452,48541.0,22421004.0
2019-06-05,2185,2240,2155,2235,80381,50111.0,22421004.0
2019-06-07,2250,2295,2225,2280,61397,51120.0,22421004.0
2019-06-10,2300,2305,2230,2255,53101,50559.0,22421004.0
2019-06-11,2245,2275,2245,2270,92497,50896.0,22421004.0
2019-06-12,2260,2280,2225,2230,45168,49999.0,22421004.0
2019-06-13,2230,2255,2215,2235,45645,50111.0,22421004.0
2019-06-14,2235,2260,2215,2225,39716,49887.0,22421004.0
2019-06-17,2225,2280,2220,2255,47778,50559.0,22421004.0
2019-06-18,2255,2265,2235,2245,28160,50335.0,22421004.0
2019-06-19,2255,2315,2240,2280,117919,51120.0,22421004.0
2019-06-20,2290,2350,2275,2305,65434,51680.0,22421004.0
2019-06-21,2300,2330,2285,2300,31080,51568.0,22421004.0
2019-06-24,2335,2335,2255,2270,49216,50896.0,22421004.0
2019-06-25,2285,2350,2270,2330,100193,52241.0,22421004.0
2019-06-26,2310,2360,2260,2275,103759,51008.0,22421004.0
2019-06-27,2275,2320,2230,2230,58723,49999.0,22421004.0
2019-06-28,2230,2265,2180,2185,52301,48990.0,22421004.0
2019-07-01,2190,2270,2190,2215,21516,49663.0,22421004.0
2019-07-02,2190,2265,2185,2265,85222,50784.0,22421004.0
2019-07-03,2260,2265,2165,2200,79397,49326.0,22421004.0
2019-07-04,2195,2195,2135,2145,57801,48093.0,22421004.0
2019-07-05,2160,2160,2115,2150,80572,48205.0,22421004.0
2019-07-08,2135,2150,2050,2055,94095,46075.0,22421004.0
2019-07-09,2010,2070,1955,1960,265333,43945.0,22421004.0
2019-07-10,1965,2035,1965,2005,73043,44954.0,22421004.0
2019-07-11,1995,2065,1995,2060,83131,46187.0,22421004.0
2019-07-12,2085,2085,2015,2050,42455,45963.0,22421004.0
2019-07-15,2050,2055,1995,2020,39901,45290.0,22421004.0
2019-07-16,2005,2025,1970,2005,33373,44954.0,22421004.0
2019-07-17,2005,2100,1950,1955,79551,43833.0,22421004.0
2019-07-18,1905,1995,1905,1925,37820,43160.0,22421004.0
2019-07-19,1930,2170,1930,2020,484945,45290.0,22421004.0
2019-07-22,2020,2020,1955,1990,47653,44618.0,22421004.0
2019-07-23,1990,2020,1985,2020,39513,45290.0,22421004.0
2019-07-24,2030,2030,1990,1990,39875,44618.0,22421004.0
2019-07-25,1950,1990,1920,1965,57563,44057.0,22421004.0
2019-07-26,1930,2000,1910,1935,63459,43385.0,22421004.0
2019-07-29,1915,1955,1765,1785,152254,40021.0,22421004.0
2019-07-30,1735,1870,1735,1835,78637,41143.0,22421004.0
2019-07-31,1835,1870,1775,1850,43858,41479.0,22421004.0
2019-08-01,1805,1890,1805,1840,14256,41255.0,22421004.0
2019-08-02,1840,1845,1790,1795,37331,40246.0,22421004.0
2019-08-05,1800,1805,1585,1590,228003,35649.0,22421004.0
2019-08-06,1510,1630,1420,1470,128152,32959.0,22421004.0
2019-08-07,1470,1585,1470,1550,116693,34753.0,22421004.0
2019-08-08,1555,1665,1555,1625,42525,36434.0,22421004.0
2019-08-09,1625,1675,1625,1665,22234,37331.0,22421004.0
2019-08-12,1635,1695,1600,1685,51954,37779.0,22421004.0
2019-08-13,1675,1695,1660,1670,19900,37443.0,22421004.0
2019-08-14,1680,1720,1630,1700,34721,38116.0,22421004.0
2019-08-16,1695,1695,1610,1665,35840,37331.0,22421004.0
2019-08-19,1660,1735,1660,1735,56958,38900.0,22421004.0
2019-08-20,1730,1765,1700,1755,20027,39349.0,22421004.0
2019-08-21,1755,1835,1740,1830,54868,41030.0,22421004.0
2019-08-22,1830,1835,1800,1830,30034,41030.0,22421004.0
2019-08-23,1830,1850,1785,1810,32913,40582.0,22421004.0
2019-08-26,1785,1785,1730,1740,27394,39013.0,22421004.0
2019-08-27,1740,1770,1740,1750,19131,39237.0,22421004.0
2019-08-28,1730,1785,1725,1780,17679,39909.0,22421004.0
2019-08-29,1780,1800,1740,1760,11629,39461.0,22421004.0
2019-08-30,1770,1800,1760,1790,11853,40134.0,22421004.0
2019-09-02,1750,1820,1750,1815,15456,40694.0,22421004.0
2019-09-03,1815,1825,1770,1810,9984,40582.0,22421004.0
2019-09-04,1810,1835,1795,1820,9509,40806.0,22421004.0
2019-09-05,1810,1850,1805,1840,13823,41255.0,22421004.0
2019-09-06,1835,1840,1800,1830,9250,41030.0,22421004.0
2019-09-09,1810,1850,1795,1810,8722,40582.0,22421004.0
2019-09-10,1780,1850,1780,1825,17646,40918.0,22421004.0
2019-09-11,1815,1845,1805,1830,11926,41030.0,22421004.0
2019-09-16,1810,1870,1810,1860,20108,41703.0,22421004.0
2019-09-17,1840,1880,1840,1860,26556,41703.0,22421004.0
2019-09-18,1860,1885,1855,1865,31247,41815.0,22421004.0
2019-09-19,1855,1885,1855,1870,20311,41927.0,22421004.0
2019-09-20,1870,1880,1855,1880,48858,42151.0,22421004.0
2019-09-23,1880,1890,1840,1875,23991,42039.0,22421004.0
2019-09-24,1865,1885,1850,1865,20513,41815.0,22421004.0
2019-09-25,1865,1875,1770,1770,47540,39685.0,22421004.0
2019-09-26,1785,1810,1710,1805,54296,40470.0,22421004.0
2019-09-27,1840,1840,1730,1805,19755,40470.0,22421004.0
2019-09-30,1805,1825,1720,1805,70970,40470.0,22421004.0
2019-10-01,1795,1875,1775,1775,51322,39797.0,22421004.0
2019-10-02,1795,1820,1720,1720,25713,38564.0,22421004.0
2019-10-04,1720,1770,1720,1750,22712,39237.0,22421004.0
2019-10-07,1750,1790,1735,1765,22735,39573.0,22421004.0
