엔에이치스팩13호(310840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-18,2200,2200,2160,2170,1150,7421.0,3420000.0
2019-09-19,2195,2200,2150,2200,531,7524.0,3420000.0
2019-09-20,2170,2200,2170,2190,8242,7490.0,3420000.0
2019-09-23,2200,2220,2200,2220,20,7592.0,3420000.0
2019-09-24,2220,2220,2220,2220,0,7592.0,3420000.0
2019-09-25,2150,2220,2150,2220,8545,7592.0,3420000.0
2019-09-26,2200,2200,2200,2200,135,7524.0,3420000.0
2019-09-27,2190,2190,2190,2190,311,7490.0,3420000.0
2019-09-30,2190,2190,2190,2190,46,7490.0,3420000.0
2019-10-01,2170,2190,2170,2190,56,7490.0,3420000.0
2019-10-02,2150,2190,2150,2190,290,7490.0,3420000.0
2019-10-04,2180,2180,2180,2180,45,7456.0,3420000.0
2019-10-07,2150,2170,2105,2120,12984,7250.0,3420000.0
