엔에이치스팩13호(310840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-24,2000,2010,2000,2010,367246,6874.0,3420000.0
2018-12-26,2010,2010,2005,2010,40633,6874.0,3420000.0
2018-12-27,2010,2010,2010,2010,55358,6874.0,3420000.0
2018-12-28,2010,2010,2005,2005,39027,6857.0,3420000.0
2019-01-02,2010,2010,2005,2005,18007,6857.0,3420000.0
2019-01-03,2005,2010,2005,2010,54105,6874.0,3420000.0
2019-01-04,2010,2015,2010,2010,4667,6874.0,3420000.0
2019-01-07,2010,2010,2010,2010,24310,6874.0,3420000.0
2019-01-08,2010,2015,2005,2015,101674,6891.0,3420000.0
2019-01-09,2015,2015,2010,2015,4416,6891.0,3420000.0
2019-01-10,2015,2015,2010,2010,3409,6874.0,3420000.0
2019-01-11,2010,2010,2010,2010,3000,6874.0,3420000.0
2019-01-14,2010,2015,2010,2015,15709,6891.0,3420000.0
2019-01-15,2015,2015,2015,2015,0,6891.0,3420000.0
2019-01-16,2015,2015,2015,2015,28950,6891.0,3420000.0
2019-01-17,2015,2015,2015,2015,15000,6891.0,3420000.0
2019-01-18,2010,2020,2010,2020,16827,6908.0,3420000.0
2019-01-21,2015,2015,2015,2015,10800,6891.0,3420000.0
2019-01-22,2015,2015,2015,2015,15300,6891.0,3420000.0
2019-01-23,2015,2020,2010,2015,25418,6891.0,3420000.0
2019-01-24,2010,2015,2010,2015,4804,6891.0,3420000.0
2019-01-25,2015,2015,2015,2015,7831,6891.0,3420000.0
2019-01-28,2015,2020,2015,2020,8032,6908.0,3420000.0
2019-01-29,2015,2020,2015,2020,8,6908.0,3420000.0
2019-01-30,2020,2025,2020,2025,34259,6926.0,3420000.0
2019-01-31,2025,2025,2020,2025,8933,6926.0,3420000.0
2019-02-01,2025,2025,2025,2025,2,6926.0,3420000.0
2019-02-07,2020,2025,2020,2025,16,6926.0,3420000.0
2019-02-08,2025,2025,2025,2025,0,6926.0,3420000.0
2019-02-11,2025,2025,2025,2025,0,,
2019-02-12,2025,2025,2020,2020,1897,6908.0,3420000.0
2019-02-13,2020,2025,2015,2015,15039,6891.0,3420000.0
2019-02-14,2020,2020,2015,2015,20681,6891.0,3420000.0
2019-02-15,2025,2025,2015,2025,5228,6926.0,3420000.0
2019-02-18,2020,2020,2020,2020,15200,6908.0,3420000.0
2019-02-19,2025,2025,2015,2025,6924,6926.0,3420000.0
2019-02-20,2020,2020,2015,2015,3746,6891.0,3420000.0
2019-02-21,2020,2025,2020,2020,14314,6908.0,3420000.0
2019-02-22,2020,2025,2020,2020,24249,6908.0,3420000.0
2019-02-25,2020,2025,2020,2025,20394,6926.0,3420000.0
2019-02-26,2025,2025,2015,2015,2598,6891.0,3420000.0
2019-02-27,2020,2020,2015,2015,43594,6891.0,3420000.0
2019-02-28,2025,2025,2015,2015,2183,6891.0,3420000.0
2019-03-04,2025,2025,2015,2020,9300,6908.0,3420000.0
2019-03-05,2020,2020,2015,2015,2197,6891.0,3420000.0
2019-03-06,2025,2025,2015,2015,4065,6891.0,3420000.0
2019-03-07,2015,2025,2015,2025,29610,6926.0,3420000.0
2019-03-08,2025,2025,2015,2020,10018,6908.0,3420000.0
2019-03-11,2025,2030,2025,2030,13430,6943.0,3420000.0
2019-03-12,2045,2045,2020,2035,8880,6960.0,3420000.0
2019-03-13,2025,2025,2025,2025,7998,6926.0,3420000.0
2019-03-14,2025,2025,2025,2025,5000,6926.0,3420000.0
2019-03-15,2050,2050,2050,2050,5000,7011.0,3420000.0
2019-03-18,2025,2030,2025,2030,2673,6943.0,3420000.0
2019-03-19,2030,2030,2030,2030,10000,6943.0,3420000.0
2019-03-20,2030,2030,2030,2030,1,6943.0,3420000.0
2019-03-21,2045,2045,2045,2045,1,6994.0,3420000.0
2019-03-22,2050,2050,2025,2035,59,6960.0,3420000.0
2019-03-25,2050,2050,2050,2050,1,7011.0,3420000.0
2019-03-26,2055,2055,2050,2050,6,7011.0,3420000.0
2019-03-27,2030,2030,2030,2030,99,6943.0,3420000.0
2019-03-28,2035,2035,2035,2035,6516,6960.0,3420000.0
2019-03-29,2060,2060,2030,2030,3033,6943.0,3420000.0
2019-04-01,2045,2045,2045,2045,304,6994.0,3420000.0
2019-04-02,2035,2060,2035,2035,5700,6960.0,3420000.0
2019-04-03,2090,2090,2030,2035,5030,6960.0,3420000.0
2019-04-04,2085,2085,2040,2040,9864,6977.0,3420000.0
2019-04-05,2040,2050,2040,2040,1799,6977.0,3420000.0
2019-04-08,2050,2050,2040,2050,5005,7011.0,3420000.0
2019-04-09,2040,2040,2035,2035,1052,6960.0,3420000.0
2019-04-10,2040,2040,2040,2040,4200,6977.0,3420000.0
2019-04-11,2065,2065,2040,2040,709,6977.0,3420000.0
2019-04-12,2040,2080,2040,2075,1709,7096.0,3420000.0
2019-04-15,2075,2080,2070,2080,10065,7114.0,3420000.0
2019-04-16,2085,2085,2080,2080,17863,7114.0,3420000.0
2019-04-17,2080,2080,2075,2075,4818,7096.0,3420000.0
2019-04-18,2080,2110,2080,2110,9027,7216.0,3420000.0
2019-04-19,2120,2120,2075,2120,574,7250.0,3420000.0
2019-04-22,2115,2120,2110,2120,7418,7250.0,3420000.0
2019-04-23,2120,2120,2080,2120,1762,7250.0,3420000.0
2019-04-24,2120,2120,2085,2120,5518,7250.0,3420000.0
2019-04-25,2120,2120,2095,2120,5420,7250.0,3420000.0
2019-04-26,2120,2125,2115,2120,4007,7250.0,3420000.0
2019-04-29,2120,2130,2120,2130,1300,7285.0,3420000.0
2019-04-30,2120,2120,2095,2120,25157,7250.0,3420000.0
2019-05-02,2120,2120,2100,2100,25137,7182.0,3420000.0
2019-05-03,2055,2095,2055,2090,8900,7148.0,3420000.0
2019-05-07,2120,2120,2080,2115,7028,7233.0,3420000.0
2019-05-08,2120,2120,2080,2100,23779,7182.0,3420000.0
2019-05-09,2125,2175,2110,2150,64447,7353.0,3420000.0
2019-05-10,2160,2160,2120,2150,35244,7353.0,3420000.0
2019-05-13,2140,2155,2140,2155,5004,7370.0,3420000.0
2019-05-14,2175,2225,2120,2120,31832,7250.0,3420000.0
2019-05-15,2170,2170,2130,2130,1127,7285.0,3420000.0
2019-05-16,2130,2130,2130,2130,649,7285.0,3420000.0
2019-05-17,2220,2220,2135,2160,7,7387.0,3420000.0
2019-05-20,2225,2225,2115,2180,2345,7456.0,3420000.0
2019-05-21,2125,2170,2125,2170,1124,7421.0,3420000.0
2019-05-22,2225,2225,2195,2200,11,7524.0,3420000.0
2019-05-23,2195,2195,2190,2190,120,7490.0,3420000.0
2019-05-24,2115,2200,2115,2185,59,7473.0,3420000.0
2019-05-27,2240,2240,2200,2200,33,7524.0,3420000.0
2019-05-28,2225,2225,2110,2200,249,7524.0,3420000.0
2019-05-29,2195,2195,2195,2195,211,7507.0,3420000.0
2019-05-30,2130,2135,2130,2135,234,7302.0,3420000.0
2019-05-31,2120,2165,2120,2140,90,7319.0,3420000.0
2019-06-03,2130,2195,2130,2145,549,7336.0,3420000.0
2019-06-04,2135,2190,2135,2190,8,7490.0,3420000.0
2019-06-05,2180,2195,2140,2140,5,7319.0,3420000.0
2019-06-07,2135,2180,2135,2140,9,7319.0,3420000.0
2019-06-10,2185,2185,2135,2135,14,7302.0,3420000.0
2019-06-11,2195,2195,2150,2150,18000,7353.0,3420000.0
2019-06-12,2170,2170,2150,2150,6,7353.0,3420000.0
2019-06-13,2195,2195,2185,2185,48,7473.0,3420000.0
2019-06-14,2185,2285,2160,2175,7930,7438.0,3420000.0
2019-06-17,2280,2280,2150,2255,1538,7712.0,3420000.0
2019-06-18,2250,2335,2185,2300,6321,7866.0,3420000.0
2019-06-19,2250,2250,2120,2200,18713,7524.0,3420000.0
2019-06-20,2250,2250,2210,2230,565,7627.0,3420000.0
2019-06-21,2230,2240,2230,2240,108,7661.0,3420000.0
2019-06-24,2265,2265,2260,2260,2,7729.0,3420000.0
2019-06-25,2180,2180,2170,2180,3558,7456.0,3420000.0
2019-06-26,2185,2185,2160,2185,308,7473.0,3420000.0
2019-06-27,2200,2200,2200,2200,463,7524.0,3420000.0
2019-06-28,2225,2225,2220,2220,11,7592.0,3420000.0
2019-07-01,2260,2260,2255,2260,203,7729.0,3420000.0
2019-07-02,2255,2260,2185,2200,7883,7524.0,3420000.0
2019-07-03,2185,2220,2150,2220,10001,7592.0,3420000.0
2019-07-04,2185,2185,2150,2150,11816,7353.0,3420000.0
2019-07-05,2175,2175,2150,2175,6036,7438.0,3420000.0
2019-07-08,2180,2180,2175,2180,102,7456.0,3420000.0
2019-07-09,2200,2200,2160,2200,6511,7524.0,3420000.0
2019-07-10,2210,2210,2180,2180,201,7456.0,3420000.0
2019-07-11,2180,2180,2180,2180,4000,7456.0,3420000.0
2019-07-12,2160,2215,2160,2215,6,7575.0,3420000.0
2019-07-15,2200,2200,2200,2200,0,7524.0,3420000.0
2019-07-16,2195,2195,2195,2195,0,7507.0,3420000.0
2019-07-17,2185,2185,2185,2185,0,7473.0,3420000.0
2019-07-18,2185,2185,2185,2185,0,7473.0,3420000.0
2019-07-19,2180,2180,2180,2180,200,7456.0,3420000.0
2019-07-22,2180,2180,2160,2160,1190,7387.0,3420000.0
2019-07-23,2165,2230,2160,2165,3453,7404.0,3420000.0
2019-07-24,2225,2225,2160,2190,3517,7490.0,3420000.0
2019-07-25,2160,2195,2150,2150,2889,7353.0,3420000.0
2019-07-26,2155,2210,2155,2210,3463,7558.0,3420000.0
2019-07-29,2150,2210,2150,2150,3803,7353.0,3420000.0
2019-07-30,2150,2180,2150,2180,1102,7456.0,3420000.0
2019-07-31,2180,2180,2180,2180,3,7456.0,3420000.0
2019-08-01,2180,2180,2180,2180,2,7456.0,3420000.0
2019-08-02,2180,2180,2150,2165,5671,7404.0,3420000.0
2019-08-05,2180,2180,2145,2150,10077,7353.0,3420000.0
2019-08-06,2150,2220,2125,2185,451,7473.0,3420000.0
2019-08-07,2170,2170,2170,2170,240,7421.0,3420000.0
2019-08-08,2170,2170,2170,2170,0,7421.0,3420000.0
2019-08-09,2165,2165,2165,2165,0,7404.0,3420000.0
2019-08-12,2165,2165,2165,2165,0,7404.0,3420000.0
2019-08-13,2200,2200,2185,2185,11,7473.0,3420000.0
2019-08-14,2210,2210,2140,2205,624,7541.0,3420000.0
2019-08-16,2210,2210,2140,2185,1022,7473.0,3420000.0
2019-08-19,2210,2210,2210,2210,10,7558.0,3420000.0
2019-08-20,2215,2215,2130,2175,3628,7438.0,3420000.0
2019-08-21,2175,2210,2170,2190,1361,7490.0,3420000.0
2019-08-22,2215,2215,2215,2215,1,7575.0,3420000.0
2019-08-23,2210,2210,2210,2210,1,7558.0,3420000.0
2019-08-26,2150,2210,2150,2210,1179,7558.0,3420000.0
2019-08-27,2210,2210,2150,2160,1176,7387.0,3420000.0
2019-08-28,2150,2190,2150,2150,511,7353.0,3420000.0
2019-08-29,2180,2180,2150,2180,2423,7456.0,3420000.0
2019-08-30,2150,2180,2140,2180,3211,7456.0,3420000.0
2019-09-02,2155,2180,2150,2180,2378,7456.0,3420000.0
2019-09-03,2155,2180,2150,2180,980,7456.0,3420000.0
2019-09-04,2170,2180,2130,2145,9696,7336.0,3420000.0
2019-09-05,2180,2180,2130,2175,3645,7438.0,3420000.0
2019-09-06,2140,2175,2140,2170,637,7421.0,3420000.0
2019-09-09,2130,2175,2130,2170,553,7421.0,3420000.0
2019-09-10,2135,2200,2135,2195,12896,7507.0,3420000.0
2019-09-11,2220,2220,2140,2155,10923,7370.0,3420000.0
2019-09-16,2150,2175,2150,2155,1074,7370.0,3420000.0
2019-09-17,2185,2190,2170,2170,1975,7421.0,3420000.0
