이노와이어리스(073490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-05-07,8750,9080,8750,8980,73033,53700.0,5980000.0
2008-05-08,8940,9400,8940,9270,43349,55435.0,5980000.0
2008-05-09,9300,9460,9210,9290,41071,55554.0,5980000.0
2008-05-13,9210,9350,8990,9080,48283,54298.0,5980000.0
2008-05-14,9060,9260,8550,8640,86319,51667.0,5980000.0
2008-05-15,8550,8900,8550,8900,38382,53222.0,5980000.0
2008-05-16,8900,9130,8900,9070,19717,54239.0,5980000.0
2008-05-19,9200,9310,8980,9050,49353,54119.0,5980000.0
2008-05-20,8990,9120,8890,8910,37884,53282.0,5980000.0
2008-05-21,8810,8900,8660,8700,22898,52026.0,5980000.0
2008-05-22,8700,8800,8590,8590,29172,51368.0,5980000.0
2008-05-23,8600,8800,8550,8600,45726,51428.0,5980000.0
2008-05-26,8600,8670,8400,8450,26961,50531.0,5980000.0
2008-05-27,8350,8840,8350,8760,37647,52385.0,5980000.0
2008-05-28,8940,8940,8520,8700,25824,52026.0,5980000.0
2008-05-29,8790,8860,8720,8860,15263,52983.0,5980000.0
2008-05-30,8770,9340,8770,9200,57261,55016.0,5980000.0
2008-06-02,9320,9320,9090,9240,9493,55255.0,5980000.0
2008-06-03,9240,9270,8990,9100,22785,54418.0,5980000.0
2008-06-04,9100,9220,9000,9100,8495,54418.0,5980000.0
2008-06-05,8910,9100,8910,9020,15225,53940.0,5980000.0
2008-06-09,8930,9000,8810,9000,20525,53820.0,5980000.0
2008-06-10,8980,9050,8860,8990,22838,53760.0,5980000.0
2008-06-11,8990,9350,8990,9340,44831,55853.0,5980000.0
2008-06-12,9290,9440,9190,9360,30229,55973.0,5980000.0
2008-06-13,9400,9490,9280,9350,19587,55913.0,5980000.0
2008-06-16,9470,9470,9300,9350,20953,55913.0,5980000.0
2008-06-17,9350,9370,9200,9340,7526,55853.0,5980000.0
2008-06-18,9420,9820,9400,9820,67529,58724.0,5980000.0
2008-06-19,9820,9900,9500,9590,32897,57348.0,5980000.0
2008-06-20,9600,9670,9500,9500,29981,56810.0,5980000.0
2008-06-23,9500,9500,9400,9480,22616,56690.0,5980000.0
2008-06-24,9500,9500,9400,9480,22775,56690.0,5980000.0
2008-06-25,9380,9650,9380,9520,17291,56930.0,5980000.0
2008-06-26,9510,9630,9450,9500,23229,56810.0,5980000.0
2008-06-27,9480,9480,9150,9450,21689,56511.0,5980000.0
2008-06-30,9500,9560,9400,9500,21708,56810.0,5980000.0
2008-07-01,9470,9690,9470,9680,43638,57886.0,5980000.0
2008-07-02,9790,9800,9210,9500,61278,56810.0,5980000.0
2008-07-03,9490,9630,9370,9600,38074,57408.0,5980000.0
2008-07-04,9650,9860,9560,9640,34296,57647.0,5980000.0
2008-07-07,9600,9770,9500,9720,24366,58126.0,5980000.0
2008-07-08,9760,10950,9710,10200,343428,60996.0,5980000.0
2008-07-09,10500,10850,9950,10250,154518,61295.0,5980000.0
2008-07-10,10300,11200,10200,10800,244409,64584.0,5980000.0
2008-07-11,11000,11000,10400,10750,104006,64285.0,5980000.0
2008-07-14,10800,11150,10800,11000,131186,65780.0,5980000.0
2008-07-15,11150,11800,11000,11000,231169,65780.0,5980000.0
2008-07-16,11150,11400,10600,11050,96447,66079.0,5980000.0
2008-07-17,11300,11300,10900,11000,59607,65780.0,5980000.0
2008-07-18,11100,11400,10700,10700,62476,63986.0,5980000.0
2008-07-21,10550,10800,10350,10450,85950,62491.0,5980000.0
2008-07-22,10400,11150,10350,11000,125027,65780.0,5980000.0
2008-07-23,11100,11200,10850,11000,70683,65780.0,5980000.0
2008-07-24,11200,11800,11000,11000,91053,65780.0,5980000.0
2008-07-25,10850,11150,10800,10800,27780,64584.0,5980000.0
2008-07-28,10850,11050,10500,10500,33050,62790.0,5980000.0
2008-07-29,10600,10600,9950,9990,47333,59740.0,5980000.0
2008-07-30,10250,10400,10200,10350,20836,61893.0,5980000.0
2008-07-31,10500,10800,10250,10350,30587,61893.0,5980000.0
2008-08-01,10200,10500,9910,9980,28912,59680.0,5980000.0
2008-08-04,9980,10200,9690,9690,19077,57946.0,5980000.0
2008-08-05,9880,9880,9590,9800,22013,58604.0,5980000.0
2008-08-06,9830,10250,8980,9110,83814,54478.0,5980000.0
2008-08-07,9230,9270,9090,9120,19447,54538.0,5980000.0
2008-08-08,8990,9390,8990,9150,21663,54717.0,5980000.0
2008-08-11,9160,9300,9150,9150,12126,54717.0,5980000.0
2008-08-12,9010,9450,8930,8990,25757,53760.0,5980000.0
2008-08-13,8910,9080,8550,8600,55919,51428.0,5980000.0
2008-08-14,8600,8720,8440,8560,13876,51189.0,5980000.0
2008-08-18,8480,8660,8480,8540,13655,51069.0,5980000.0
2008-08-19,8660,8660,8480,8550,17975,51129.0,5980000.0
2008-08-20,8510,8600,8480,8490,18393,50770.0,5980000.0
2008-08-21,8490,8500,8150,8180,23749,48916.0,5980000.0
2008-08-22,8060,8370,7700,7800,36513,46644.0,5980000.0
2008-08-25,7760,7800,7700,7760,20703,46405.0,5980000.0
2008-08-26,7500,7770,7500,7530,10027,45029.0,5980000.0
2008-08-27,7300,7600,7100,7300,35171,43654.0,5980000.0
2008-08-28,7400,7400,7040,7040,15626,42099.0,5980000.0
2008-08-29,7350,7350,7050,7060,8844,42219.0,5980000.0
2008-09-01,7000,7090,6010,6990,82139,41800.0,5980000.0
2008-09-02,6700,6790,5950,5950,69861,35581.0,5980000.0
2008-09-03,5490,5900,5400,5650,53372,33787.0,5980000.0
2008-09-04,5680,6200,5680,6110,34661,36538.0,5980000.0
2008-09-05,5810,6650,5780,6400,41902,38272.0,5980000.0
2008-09-08,6420,7250,6420,7110,50074,42518.0,5980000.0
2008-09-09,7300,7380,6950,7130,15405,42637.0,5980000.0
2008-09-10,7300,7300,7000,7160,16082,42817.0,5980000.0
2008-09-11,7160,7360,7100,7220,15723,43176.0,5980000.0
2008-09-12,7300,7310,7120,7230,9476,43235.0,5980000.0
2008-09-16,6160,7000,6150,6150,52859,36777.0,5980000.0
2008-09-17,6320,6460,6110,6300,96455,37674.0,5980000.0
2008-09-18,5900,6060,5750,5900,39707,35282.0,5980000.0
2008-09-19,6200,6300,6010,6150,53847,36777.0,5980000.0
2008-09-22,6350,6400,6080,6150,27048,36777.0,5980000.0
2008-09-23,6290,6290,5910,6110,20032,36538.0,5980000.0
2008-09-24,6110,6140,6000,6060,13465,36239.0,5980000.0
2008-09-25,6070,6200,6000,6070,14338,36299.0,5980000.0
2008-09-26,6340,6340,5880,5900,18485,35282.0,5980000.0
2008-09-29,5910,6000,5850,6000,12120,35880.0,5980000.0
2008-09-30,5120,5680,5120,5680,53956,33966.0,5980000.0
2008-10-01,5800,6000,5550,5550,37062,33189.0,5980000.0
2008-10-02,5570,5670,5530,5670,16801,33907.0,5980000.0
2008-10-06,5460,5500,5180,5390,15540,32232.0,5980000.0
2008-10-07,5070,5290,4600,5150,38495,30797.0,5980000.0
2008-10-08,4755,5020,4380,4380,31059,26192.0,5980000.0
2008-10-09,4280,4615,4230,4400,50564,26312.0,5980000.0
2008-10-10,4015,4200,3745,3940,61617,23561.0,5980000.0
2008-10-13,4005,4200,3905,4050,66236,24219.0,5980000.0
2008-10-14,4270,4390,4270,4345,43589,25983.0,5980000.0
2008-10-15,4310,4335,4150,4200,30762,25116.0,5980000.0
2008-10-16,3955,3985,3670,3800,38191,22724.0,5980000.0
2008-10-17,3920,4000,3500,3700,32481,22126.0,5980000.0
2008-10-20,3800,3800,3405,3700,14651,22126.0,5980000.0
2008-10-21,3720,3985,3665,3680,16793,22006.0,5980000.0
2008-10-22,3520,3675,3475,3585,34645,21438.0,5980000.0
2008-10-23,3450,3480,3055,3285,41932,19644.0,5980000.0
2008-10-24,3125,3405,2900,2900,47446,17342.0,5980000.0
2008-10-27,2600,2860,2600,2810,92555,16804.0,5980000.0
2008-10-28,2695,3050,2500,3040,102125,18179.0,5980000.0
2008-10-29,3275,3275,2790,2790,45054,16684.0,5980000.0
2008-10-30,2930,3205,2930,3205,54143,19166.0,5980000.0
2008-10-31,3300,3525,3250,3500,54833,20930.0,5980000.0
2008-11-03,3735,3760,3500,3615,40004,21618.0,5980000.0
2008-11-04,3890,3890,3500,3690,23469,22066.0,5980000.0
2008-11-05,3740,4100,3740,3810,35298,22784.0,5980000.0
2008-11-06,3410,3790,3410,3495,26955,20900.0,5980000.0
2008-11-07,3250,3850,3150,3535,32170,21139.0,5980000.0
2008-11-10,3550,3600,3400,3430,29660,20511.0,5980000.0
2008-11-11,3350,3600,3185,3465,72044,20721.0,5980000.0
2008-11-12,3440,3495,3330,3420,13359,20452.0,5980000.0
2008-11-13,3320,3320,2950,3205,16257,19166.0,5980000.0
2008-11-14,3300,3515,3225,3230,12648,19315.0,5980000.0
2008-11-17,3250,3250,3140,3235,15877,19345.0,5980000.0
2008-11-18,3300,3550,3020,3165,40988,18927.0,5980000.0
2008-11-19,3120,3200,3005,3110,40641,18598.0,5980000.0
2008-11-20,2905,3100,2730,2895,18985,17312.0,5980000.0
2008-11-21,2900,3075,2750,3055,42569,18269.0,5980000.0
2008-11-24,3080,3140,2890,2955,39246,17671.0,5980000.0
2008-11-25,3025,3100,2860,2955,48211,17671.0,5980000.0
2008-11-26,2860,3050,2850,2960,73539,17701.0,5980000.0
2008-11-27,3005,3160,2975,3000,58494,17940.0,5980000.0
2008-11-28,3000,3080,2990,3060,25445,18299.0,5980000.0
2008-12-01,3090,3165,2955,3160,50858,18897.0,5980000.0
2008-12-02,3055,3055,2970,3000,13512,17940.0,5980000.0
2008-12-03,3005,3130,2875,2980,62715,17820.0,5980000.0
2008-12-04,2950,3150,2905,2910,45301,17402.0,5980000.0
2008-12-05,2840,3190,2840,2920,11484,17462.0,5980000.0
2008-12-08,2930,3355,2930,3355,85412,20063.0,5980000.0
2008-12-09,3500,3855,3495,3855,272744,23053.0,5980000.0
2008-12-10,3945,3950,3650,3800,124330,22724.0,5980000.0
2008-12-11,3800,4300,3615,3615,109304,21618.0,5980000.0
2008-12-12,3625,3900,3365,3490,132331,20870.0,5980000.0
2008-12-15,3700,3780,3540,3695,51920,22096.0,5980000.0
2008-12-16,3760,3760,3530,3685,26932,22036.0,5980000.0
2008-12-17,3820,3820,3555,3590,46106,21468.0,5980000.0
2008-12-18,3600,4100,3590,3695,160803,22096.0,5980000.0
2008-12-19,3700,3795,3630,3755,68645,22455.0,5980000.0
2008-12-22,3870,4315,3825,4315,232829,25804.0,5980000.0
2008-12-23,4320,4550,4130,4130,219481,24697.0,5980000.0
2008-12-24,4195,4300,3990,4260,87234,25475.0,5980000.0
2008-12-26,4610,4895,4610,4895,552163,29272.0,5980000.0
2008-12-29,5110,5620,5060,5620,318837,33608.0,5980000.0
2008-12-30,6450,6460,6020,6460,1787182,38631.0,5980000.0
2009-01-02,6650,7070,6340,6500,1609382,38870.0,5980000.0
2009-01-05,6500,7470,6350,7200,2100135,43056.0,5980000.0
2009-01-06,7100,7380,6920,7200,1010270,43056.0,5980000.0
2009-01-07,7200,7870,6970,6970,1781602,41681.0,5980000.0
2009-01-08,7050,7380,6960,7160,1248401,42817.0,5980000.0
2009-01-09,7270,7270,6330,6360,630392,38033.0,5980000.0
2009-01-12,6300,6680,6050,6190,538575,37016.0,5980000.0
2009-01-13,6190,6470,6100,6380,555070,38152.0,5980000.0
2009-01-14,6570,7120,6340,6390,1012135,38212.0,5980000.0
2009-01-15,6290,6850,5670,6030,748877,36059.0,5980000.0
2009-01-16,6280,6860,6200,6820,1052086,40784.0,5980000.0
2009-01-19,6820,7000,6520,6900,826306,41262.0,5980000.0
2009-01-20,7390,7550,6550,6580,902722,39348.0,5980000.0
2009-01-21,6100,6700,6100,6330,378879,37853.0,5980000.0
2009-01-22,6550,6590,6100,6120,199584,36598.0,5980000.0
2009-01-23,6040,6200,5570,5630,181708,33667.0,5980000.0
2009-01-28,5630,6010,5630,5920,142288,35402.0,5980000.0
2009-01-29,6190,6190,5700,5720,94387,34206.0,5980000.0
2009-01-30,5660,6350,5560,6000,251188,35880.0,5980000.0
2009-02-02,6500,6900,6370,6480,731173,38750.0,5980000.0
2009-02-03,6490,6530,6110,6260,265201,37435.0,5980000.0
2009-02-04,6380,6480,6200,6400,248453,38272.0,5980000.0
2009-02-05,6390,6490,6290,6360,184023,38033.0,5980000.0
2009-02-06,6410,6780,6360,6380,449137,38152.0,5980000.0
2009-02-09,6470,6720,6370,6370,188480,38093.0,5980000.0
2009-02-10,6310,6380,5950,6140,207785,36717.0,5980000.0
2009-02-11,5930,6130,5910,6130,83589,36657.0,5980000.0
2009-02-12,6200,6210,6050,6180,97881,36956.0,5980000.0
2009-02-13,6140,6260,6140,6240,89563,37315.0,5980000.0
2009-02-16,6420,6690,6300,6330,150115,37853.0,5980000.0
2009-02-17,6390,6420,5850,6060,100187,36239.0,5980000.0
2009-02-18,5880,6020,5700,5930,60689,35461.0,5980000.0
2009-02-19,5880,6020,5700,5860,60931,35043.0,5980000.0
2009-02-20,5820,6000,5210,5490,50563,32830.0,5980000.0
2009-02-23,5300,5740,5300,5350,63030,31993.0,5980000.0
2009-02-24,5090,5410,4980,5280,134637,31574.0,5980000.0
2009-02-25,5470,5490,5210,5220,38411,31216.0,5980000.0
2009-02-26,5250,5340,4800,5000,54127,29900.0,5980000.0
2009-02-27,5000,5050,4835,5010,24113,29960.0,5980000.0
2009-03-02,4860,4860,4605,4625,38337,27658.0,5980000.0
2009-03-03,4410,4450,4080,4380,37438,26192.0,5980000.0
2009-03-04,4470,4695,4260,4695,51018,28076.0,5980000.0
2009-03-05,4745,4895,4570,4895,26015,29272.0,5980000.0
2009-03-06,4850,5140,4610,5050,84271,30199.0,5980000.0
2009-03-09,5020,5150,4980,5140,56570,30737.0,5980000.0
2009-03-10,5000,5330,4900,5000,31868,29900.0,5980000.0
2009-03-11,5110,5750,5000,5750,183953,34385.0,5980000.0
2009-03-12,5750,6370,5510,6000,475433,35880.0,5980000.0
2009-03-13,6000,6200,5750,5800,100288,34684.0,5980000.0
2009-03-16,5920,5950,5600,5690,52827,34026.0,5980000.0
2009-03-17,5700,6000,5700,6000,59734,35880.0,5980000.0
2009-03-18,6400,6880,6200,6250,377860,37375.0,5980000.0
2009-03-19,6260,6390,5900,6060,70144,36239.0,5980000.0
2009-03-20,6060,6180,5970,6060,50984,36239.0,5980000.0
2009-03-23,6010,6120,6000,6090,43106,36418.0,5980000.0
2009-03-24,6130,6250,6110,6140,47586,36717.0,5980000.0
2009-03-25,6110,6200,5900,6130,38331,36657.0,5980000.0
2009-03-26,6210,6250,5970,6140,32037,36717.0,5980000.0
2009-03-27,6120,6230,5910,5910,69014,35342.0,5980000.0
2009-03-30,5910,6000,5660,5700,34385,34086.0,5980000.0
2009-03-31,5700,5880,5650,5780,29637,34564.0,5980000.0
2009-04-01,5790,6080,5780,5960,44775,35641.0,5980000.0
2009-04-02,6000,6190,6000,6150,81653,36777.0,5980000.0
2009-04-03,6300,6980,6000,6910,287718,41322.0,5980000.0
2009-04-06,6760,6970,6640,6740,254861,40305.0,5980000.0
2009-04-07,6890,6890,6620,6780,77743,40544.0,5980000.0
2009-04-08,6640,6760,6560,6620,89786,39588.0,5980000.0
2009-04-09,6700,7120,6680,6890,135716,41202.0,5980000.0
2009-04-10,7160,7180,6750,6860,68807,41023.0,5980000.0
2009-04-13,7000,7200,6950,7050,136696,42159.0,5980000.0
2009-04-14,7400,7400,6830,7060,107958,42219.0,5980000.0
2009-04-15,7020,7180,6630,6850,84308,40963.0,5980000.0
2009-04-16,7100,7130,6810,6820,70708,40784.0,5980000.0
2009-04-17,6950,6990,6310,6630,79942,39647.0,5980000.0
2009-04-20,6800,6800,6410,6550,41497,39169.0,5980000.0
2009-04-21,6300,6540,6300,6440,32052,38511.0,5980000.0
2009-04-22,6590,7070,6480,6920,102691,41382.0,5980000.0
2009-04-23,7010,7420,6800,6890,282932,41202.0,5980000.0
2009-04-24,6940,7000,6640,6800,64982,40664.0,5980000.0
2009-04-27,6890,7190,6520,6650,206021,39767.0,5980000.0
2009-04-28,6750,6850,6390,6500,73991,38870.0,5980000.0
2009-04-29,6480,6790,6470,6790,52935,40604.0,5980000.0
2009-04-30,6810,6920,6620,6730,59327,40245.0,5980000.0
2009-05-04,6900,6900,6650,6730,43762,40245.0,5980000.0
2009-05-06,6810,7410,6810,7410,303126,44312.0,5980000.0
2009-05-07,7600,7730,7250,7350,211419,43953.0,5980000.0
2009-05-08,7250,7550,7240,7510,103912,44910.0,5980000.0
2009-05-11,7500,7800,7000,7000,211781,41860.0,5980000.0
2009-05-12,6930,7070,6700,6730,88910,40245.0,5980000.0
2009-05-13,6720,6870,6590,6710,84465,40126.0,5980000.0
2009-05-14,6630,6800,6630,6710,45608,40126.0,5980000.0
2009-05-15,6790,6840,6690,6720,54713,40186.0,5980000.0
2009-05-18,6620,6740,6410,6500,53967,38870.0,5980000.0
2009-05-19,6540,6680,6500,6540,44867,39109.0,5980000.0
2009-05-20,6750,6880,6620,6730,102927,40245.0,5980000.0
2009-05-21,6740,6740,6510,6570,35754,39289.0,5980000.0
2009-05-22,6650,6650,6510,6610,55967,39528.0,5980000.0
2009-05-25,6630,6630,5620,6220,66009,37196.0,5980000.0
2009-05-26,6250,6460,5840,6020,44639,36000.0,5980000.0
2009-05-27,6250,6250,5730,5750,79030,34385.0,5980000.0
2009-05-28,5730,5900,5560,5700,46818,34086.0,5980000.0
2009-05-29,5650,5760,5440,5740,30759,34325.0,5980000.0
2009-06-01,5790,5890,5600,5840,40891,34923.0,5980000.0
2009-06-02,5850,5900,5700,5710,28543,34146.0,5980000.0
2009-06-03,5610,5770,5610,5710,29568,34146.0,5980000.0
2009-06-04,5700,5770,5450,5450,28201,32591.0,5980000.0
2009-06-05,5550,5590,5420,5450,15681,32591.0,5980000.0
2009-06-08,5660,5660,5450,5480,13742,32770.0,5980000.0
2009-06-09,5480,5580,5250,5250,37967,31395.0,5980000.0
2009-06-10,5260,5310,5180,5300,18096,31694.0,5980000.0
2009-06-11,5300,5330,5140,5240,21161,31335.0,5980000.0
2009-06-12,5180,5260,5130,5240,34073,31335.0,5980000.0
2009-06-15,5240,5250,5130,5200,26348,31096.0,5980000.0
2009-06-16,5110,5250,5110,5200,25014,31096.0,5980000.0
2009-06-17,5210,5220,5040,5080,24348,30378.0,5980000.0
2009-06-18,5050,5250,5020,5080,18156,30378.0,5980000.0
2009-06-19,5190,5190,5000,5040,13818,30139.0,5980000.0
2009-06-22,5040,5140,4980,5120,15216,30618.0,5980000.0
2009-06-23,4910,5160,4910,5070,20468,30319.0,5980000.0
2009-06-24,5050,5160,4950,5070,12110,30319.0,5980000.0
2009-06-25,5150,5150,5000,5080,16801,30378.0,5980000.0
2009-06-26,5160,5290,5080,5190,21222,31036.0,5980000.0
2009-06-29,5450,5450,5210,5370,34017,32113.0,5980000.0
2009-06-30,5540,5540,5300,5360,37339,32053.0,5980000.0
2009-07-01,5480,5480,5360,5410,13132,32352.0,5980000.0
2009-07-02,5450,5550,5210,5530,26613,33069.0,5980000.0
2009-07-03,5460,5530,5400,5510,15479,32950.0,5980000.0
2009-07-06,5560,5570,5430,5550,25835,33189.0,5980000.0
2009-07-07,5570,5780,5570,5730,28561,34265.0,5980000.0
2009-07-08,5750,5840,5680,5790,17349,34624.0,5980000.0
2009-07-09,5960,6070,5740,6070,75799,36299.0,5980000.0
2009-07-10,6080,6980,6040,6980,198692,41740.0,5980000.0
2009-07-13,6980,6980,5940,5940,300204,35521.0,5980000.0
2009-07-14,6080,6690,5500,5880,334173,35162.0,5980000.0
2009-07-15,6170,6170,5680,5860,120863,35043.0,5980000.0
2009-07-16,6000,6020,5560,5790,87532,34624.0,5980000.0
2009-07-17,5710,5770,5490,5490,65683,32830.0,5980000.0
2009-07-20,5500,5670,5020,5650,54815,33787.0,5980000.0
2009-07-21,5690,5690,5440,5650,51243,33787.0,5980000.0
2009-07-22,5670,5680,5550,5680,32080,33966.0,5980000.0
2009-07-23,5750,5750,5510,5650,30917,33787.0,5980000.0
2009-07-24,5770,5770,5520,5650,34910,33787.0,5980000.0
2009-07-27,5670,5690,5520,5680,70315,33966.0,5980000.0
2009-07-28,5740,5770,5610,5670,33799,33907.0,5980000.0
2009-07-29,5700,5700,5490,5610,39853,33548.0,5980000.0
2009-07-30,5680,5680,5380,5620,30518,33608.0,5980000.0
2009-07-31,5680,5680,5470,5630,21769,33667.0,5980000.0
2009-08-03,5630,5710,5550,5640,43878,33727.0,5980000.0
2009-08-04,5890,5890,5690,5700,23852,34086.0,5980000.0
2009-08-05,5810,5810,5400,5720,27203,34206.0,5980000.0
2009-08-06,5790,5790,5580,5640,26578,33727.0,5980000.0
2009-08-07,5700,5700,5540,5650,19427,33787.0,5980000.0
2009-08-10,5750,6150,5600,5850,174580,34983.0,5980000.0
2009-08-11,5890,5890,5700,5810,64907,34744.0,5980000.0
2009-08-12,5860,5860,5680,5810,37981,34744.0,5980000.0
2009-08-13,5810,6080,5700,5870,83531,35103.0,5980000.0
2009-08-14,5870,5880,5750,5830,43152,34863.0,5980000.0
2009-08-17,5750,5810,5600,5700,34580,34086.0,5980000.0
2009-08-18,5610,5700,5460,5530,19734,33069.0,5980000.0
2009-08-19,5540,5610,5450,5530,46629,33069.0,5980000.0
2009-08-20,5570,5570,5470,5560,30473,33249.0,5980000.0
2009-08-21,5620,5620,5400,5490,38999,32830.0,5980000.0
2009-08-24,5490,5580,5390,5510,55570,32950.0,5980000.0
2009-08-25,5550,5550,5400,5480,22529,32770.0,5980000.0
2009-08-26,5480,5630,5360,5630,60161,33667.0,5980000.0
2009-08-27,5690,5700,5500,5600,31451,33488.0,5980000.0
2009-08-28,5500,5690,5500,5600,26526,33488.0,5980000.0
2009-08-31,5500,5600,5400,5450,26341,32591.0,5980000.0
2009-09-01,5550,5560,5350,5450,34337,32591.0,5980000.0
2009-09-02,5530,6050,5350,6010,379152,35940.0,5980000.0
2009-09-03,6180,6310,5610,5780,337293,34564.0,5980000.0
2009-09-04,5790,5870,5500,5530,68482,33069.0,5980000.0
2009-09-07,5580,5660,5500,5600,39326,33488.0,5980000.0
2009-09-08,5510,5600,5490,5560,76579,33249.0,5980000.0
2009-09-09,5590,5660,5490,5540,60380,33129.0,5980000.0
2009-09-10,5550,5600,5540,5540,36738,33129.0,5980000.0
2009-09-11,5600,5600,5500,5590,27718,33428.0,5980000.0
2009-09-14,5550,5600,5450,5520,29931,33010.0,5980000.0
2009-09-15,5500,5580,5480,5570,20504,33309.0,5980000.0
2009-09-16,5570,5690,5540,5670,49027,33907.0,5980000.0
2009-09-17,5600,5670,5560,5630,30051,33667.0,5980000.0
2009-09-18,5570,5700,5570,5630,18825,33667.0,5980000.0
2009-09-21,5590,5700,5570,5630,42150,33667.0,5980000.0
2009-09-22,5660,5690,5560,5670,47144,33907.0,5980000.0
2009-09-23,5610,5670,5560,5650,21633,33787.0,5980000.0
2009-09-24,5710,5720,5490,5570,26673,33309.0,5980000.0
2009-09-25,5600,5660,5460,5480,23709,32770.0,5980000.0
2009-09-28,5480,5750,5480,5630,62795,33667.0,5980000.0
2009-09-29,5590,5700,5530,5650,30538,33787.0,5980000.0
2009-09-30,5670,5680,5550,5640,31404,33727.0,5980000.0
2009-10-01,5630,5640,5420,5550,30662,33189.0,5980000.0
2009-10-05,5550,5670,5400,5510,17305,32950.0,5980000.0
2009-10-06,5530,5580,5380,5500,25151,32890.0,5980000.0
2009-10-07,5590,5590,5430,5500,12411,32890.0,5980000.0
2009-10-08,5590,5590,5340,5420,17007,32412.0,5980000.0
2009-10-09,5480,5480,5300,5420,32481,32412.0,5980000.0
2009-10-12,5420,5580,5400,5440,20623,32531.0,5980000.0
2009-10-13,5340,5410,5310,5370,44540,32113.0,5980000.0
2009-10-14,5390,5400,5300,5400,13494,32292.0,5980000.0
2009-10-15,5500,5500,5300,5310,17958,31754.0,5980000.0
2009-10-16,5330,5390,5260,5330,25077,31873.0,5980000.0
2009-10-19,5240,5350,5240,5300,7512,31694.0,5980000.0
2009-10-20,5300,5450,5290,5400,15010,32292.0,5980000.0
2009-10-21,5420,5440,5300,5350,21619,31993.0,5980000.0
2009-10-22,5380,5380,5220,5380,29208,32172.0,5980000.0
2009-10-23,5400,5400,5250,5360,32123,32053.0,5980000.0
2009-10-26,5300,5400,5250,5250,26934,31395.0,5980000.0
2009-10-27,5180,5270,5040,5140,53205,30737.0,5980000.0
2009-10-28,5090,5200,4960,5000,44473,29900.0,5980000.0
2009-10-29,4880,5000,4855,4935,40156,29511.0,5980000.0
2009-10-30,4940,5080,4885,5070,44071,30319.0,5980000.0
2009-11-02,4990,5060,4930,4985,10480,29810.0,5980000.0
2009-11-03,4990,5050,4900,4930,6604,29481.0,5980000.0
2009-11-04,4715,4990,4715,4900,61726,29302.0,5980000.0
2009-11-05,4825,4925,4770,4820,46214,28824.0,5980000.0
2009-11-06,4820,4920,4820,4900,22775,29302.0,5980000.0
2009-11-09,4925,4930,4770,4805,17004,28734.0,5980000.0
2009-11-10,4810,4855,4765,4840,20592,28943.0,5980000.0
2009-11-11,4990,4990,4790,4885,14945,29212.0,5980000.0
2009-11-12,4930,4950,4885,4900,12373,29302.0,5980000.0
2009-11-13,5030,5030,4825,4850,16111,29003.0,5980000.0
2009-11-16,4750,4975,4750,4880,44926,29182.0,5980000.0
2009-11-17,4950,4990,4880,4925,25892,29452.0,5980000.0
2009-11-18,4940,4980,4925,4950,11943,29601.0,5980000.0
2009-11-19,5050,5130,4930,5090,96471,30438.0,5980000.0
2009-11-20,5130,5150,5000,5150,22378,30797.0,5980000.0
2009-11-23,5110,5170,5090,5160,22614,30857.0,5980000.0
2009-11-24,5250,5250,5070,5180,11563,30976.0,5980000.0
2009-11-25,5130,5200,5100,5180,18205,30976.0,5980000.0
2009-11-26,5100,5190,5080,5160,25769,30857.0,5980000.0
2009-11-27,5080,5140,4830,5000,20041,29900.0,5980000.0
2009-11-30,5150,5150,4935,5020,36305,30020.0,5980000.0
2009-12-01,5020,5050,4915,5040,20288,30139.0,5980000.0
2009-12-02,5040,5050,4925,5000,20700,29900.0,5980000.0
2009-12-03,5000,5040,4960,5040,18832,30139.0,5980000.0
2009-12-04,4940,5100,4940,5060,21970,30259.0,5980000.0
2009-12-07,5060,5100,4970,5050,44891,30199.0,5980000.0
2009-12-08,5220,5220,4960,5050,39286,30199.0,5980000.0
2009-12-09,5060,5160,5020,5050,57740,30199.0,5980000.0
2009-12-10,5020,5050,4920,4965,8162,29691.0,5980000.0
2009-12-11,4965,5030,4940,5030,38735,30079.0,5980000.0
2009-12-14,5040,5060,5000,5060,19179,30259.0,5980000.0
2009-12-15,5020,5200,5020,5200,48655,31096.0,5980000.0
2009-12-16,5200,5400,5090,5400,77752,32292.0,5980000.0
2009-12-17,5400,5500,5240,5500,69883,32890.0,5980000.0
2009-12-18,5520,6320,5510,6080,437134,36358.0,5980000.0
2009-12-21,6240,6630,6120,6440,228302,38511.0,5980000.0
2009-12-22,6440,6600,6100,6490,124715,38810.0,5980000.0
2009-12-23,6350,6500,6160,6420,77285,38392.0,5980000.0
2009-12-24,6500,6750,6340,6500,148596,38870.0,5980000.0
2009-12-28,6320,6490,5980,6210,85631,37136.0,5980000.0
2009-12-29,6350,6350,6150,6350,73771,37973.0,5980000.0
2009-12-30,6350,6400,6200,6400,34455,38272.0,5980000.0
2010-01-04,6590,6930,6380,6740,238439,40305.0,5980000.0
2010-01-05,6750,6770,6550,6770,70321,40485.0,5980000.0
2010-01-06,6820,6850,6650,6850,136123,40963.0,5980000.0
2010-01-07,6850,7230,6730,7140,109026,42697.0,5980000.0
2010-01-08,7130,7180,6870,7040,136143,42099.0,5980000.0
