IBKS제7호스팩(276920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-12-21,1844,1844,1844,1845,1594,7245.0,3650000.0
2017-12-22,1835,1858,1835,1859,2258,7300.0,3650000.0
2017-12-26,1858,1858,1858,1859,0,7300.0,3650000.0
2017-12-27,1858,1858,1858,1859,0,,
2017-12-28,1858,1858,1858,1859,0,,
2018-01-02,1835,1872,1835,1873,180,7355.0,3650000.0
2018-01-03,1872,1872,1872,1873,0,7355.0,3650000.0
2018-01-04,1844,1863,1830,1863,1071,7318.0,3650000.0
2018-01-05,1830,1863,1830,1859,7440,7300.0,3650000.0
2018-01-08,1863,1872,1863,1868,57464,7336.0,3650000.0
2018-01-09,1858,1858,1844,1854,64149,7282.0,3650000.0
2018-01-10,1863,1867,1858,1863,2400,7318.0,3650000.0
2018-01-11,1849,1863,1849,1854,3333,7282.0,3650000.0
2018-01-12,1844,1867,1844,1868,10681,7336.0,3650000.0
2018-01-15,1844,1867,1844,1868,1640,7336.0,3650000.0
2018-01-16,1863,1867,1849,1863,19278,7318.0,3650000.0
2018-01-17,1858,1858,1849,1854,10665,7282.0,3650000.0
2018-01-18,1844,1867,1844,1849,10875,7264.0,3650000.0
2018-01-19,1849,1849,1849,1849,806,7264.0,3650000.0
2018-01-22,1844,1867,1844,1849,4241,7264.0,3650000.0
2018-01-23,1863,1867,1853,1854,7453,7282.0,3650000.0
2018-01-24,1849,1867,1849,1868,20441,7336.0,3650000.0
2018-01-25,1849,1886,1849,1863,61972,7318.0,3650000.0
2018-01-26,1895,1895,1858,1863,15666,7318.0,3650000.0
2018-01-29,1877,1877,1863,1868,31885,7336.0,3650000.0
2018-01-30,1877,1886,1867,1877,28979,7373.0,3650000.0
2018-01-31,1881,1881,1877,1882,6309,7391.0,3650000.0
2018-02-01,1886,1886,1877,1882,7452,7391.0,3650000.0
2018-02-02,1886,1886,1877,1882,17150,7391.0,3650000.0
2018-02-05,1881,1886,1877,1886,16003,7410.0,3650000.0
2018-02-06,1881,1886,1872,1886,6992,7410.0,3650000.0
2018-02-07,1891,1891,1872,1886,10004,7410.0,3650000.0
2018-02-08,1872,1886,1872,1886,5003,7410.0,3650000.0
2018-02-09,1872,1886,1872,1886,3,7410.0,3650000.0
2018-02-12,1863,1886,1863,1882,32022,7391.0,3650000.0
2018-02-13,1877,1881,1872,1877,3105,7373.0,3650000.0
2018-02-14,1877,1877,1867,1868,89,7336.0,3650000.0
2018-02-19,1891,1891,1863,1868,10800,7336.0,3650000.0
2018-02-20,1877,1886,1863,1877,4110,7373.0,3650000.0
2018-02-21,1886,1886,1863,1877,13954,7373.0,3650000.0
2018-02-22,1877,1877,1858,1873,2206,7355.0,3650000.0
2018-02-23,1881,1881,1858,1859,60673,7300.0,3650000.0
2018-02-26,1877,1877,1858,1863,10818,7318.0,3650000.0
2018-02-27,1877,1877,1867,1868,2,7336.0,3650000.0
2018-02-28,1872,1872,1853,1868,17383,7336.0,3650000.0
2018-03-02,1867,1881,1863,1877,7670,7373.0,3650000.0
2018-03-05,1867,1877,1867,1877,3481,7373.0,3650000.0
2018-03-06,1877,1881,1867,1877,13453,7373.0,3650000.0
2018-03-07,1872,1877,1872,1873,6369,7355.0,3650000.0
2018-03-08,1872,1872,1863,1873,3099,7355.0,3650000.0
2018-03-09,1891,1891,1867,1886,7576,7410.0,3650000.0
2018-03-12,1867,1877,1867,1877,2033,7373.0,3650000.0
2018-03-13,1863,1881,1863,1877,3781,7373.0,3650000.0
2018-03-14,1867,1905,1867,1900,15058,7464.0,3650000.0
2018-03-15,1895,1895,1891,1896,1441,7446.0,3650000.0
2018-03-16,1895,1900,1895,1900,2109,7464.0,3650000.0
2018-03-19,1900,1905,1872,1900,11415,7464.0,3650000.0
2018-03-20,1872,1905,1872,1905,3717,7482.0,3650000.0
2018-03-21,1900,1909,1895,1910,7010,7501.0,3650000.0
2018-03-22,1905,1909,1900,1900,2039,7464.0,3650000.0
2018-03-23,1905,1905,1900,1905,2976,7482.0,3650000.0
2018-03-26,1909,1909,1900,1910,2076,7501.0,3650000.0
2018-03-27,1909,1914,1905,1914,2302,7519.0,3650000.0
2018-03-28,1918,1918,1909,1914,12696,7519.0,3650000.0
2018-03-29,1914,1914,1909,1914,11347,7519.0,3650000.0
2018-03-30,1914,1918,1909,1910,28703,7501.0,3650000.0
2018-04-02,1909,1914,1909,1914,14459,7519.0,3650000.0
2018-04-03,1918,1918,1905,1910,2280,7501.0,3650000.0
2018-04-04,1909,1918,1909,1914,3507,7519.0,3650000.0
2018-04-05,1918,1932,1914,1933,5604,7592.0,3650000.0
2018-04-06,1918,1951,1918,1947,15932,7647.0,3650000.0
2018-04-09,1928,1946,1918,1942,5340,7628.0,3650000.0
2018-04-10,1946,1946,1909,1938,6590,7610.0,3650000.0
2018-04-11,1909,1923,1900,1919,14811,7537.0,3650000.0
2018-04-12,1900,1918,1891,1914,8525,7519.0,3650000.0
2018-04-13,1914,1914,1900,1905,11402,7482.0,3650000.0
2018-04-16,1905,1937,1905,1938,6583,7610.0,3650000.0
2018-04-17,1909,1946,1909,1942,7550,7628.0,3650000.0
2018-04-18,1914,1951,1914,1938,1036,7610.0,3650000.0
2018-04-19,1909,1946,1909,1933,1064,7592.0,3650000.0
2018-04-20,1956,1956,1923,1924,13812,7556.0,3650000.0
2018-04-23,1909,1937,1905,1919,11105,7537.0,3650000.0
2018-04-24,1923,1942,1918,1933,600,7592.0,3650000.0
2018-04-25,1946,1946,1905,1928,510,7574.0,3650000.0
2018-04-26,1914,1970,1914,1928,5598,7574.0,3650000.0
2018-04-27,1914,1932,1914,1933,680,7592.0,3650000.0
2018-04-30,1965,1965,1905,1914,1468,7519.0,3650000.0
2018-05-02,1928,1928,1905,1919,9710,7537.0,3650000.0
2018-05-03,1918,1923,1918,1919,327,7537.0,3650000.0
2018-05-04,1923,1923,1909,1914,3275,7519.0,3650000.0
2018-05-08,1895,1932,1895,1910,19918,7501.0,3650000.0
2018-05-09,1928,1928,1895,1910,1665,7501.0,3650000.0
2018-05-10,1918,1918,1895,1905,2456,7482.0,3650000.0
2018-05-11,1905,1960,1895,1919,4590,7537.0,3650000.0
2018-05-14,1946,1946,1895,1914,11859,7519.0,3650000.0
2018-05-15,1942,1942,1905,1928,1465,7574.0,3650000.0
2018-05-16,1942,1942,1923,1938,32333,7610.0,3650000.0
2018-05-17,1923,1970,1923,1952,10024,7665.0,3650000.0
2018-05-18,1970,1970,1932,1952,998,7665.0,3650000.0
2018-05-21,1965,2346,1956,1998,946505,7848.0,3650000.0
2018-05-23,1988,2016,1956,1975,131551,7756.0,3650000.0
2018-05-24,1997,2258,1979,2035,1173353,7994.0,3650000.0
2018-05-25,2011,2207,1988,2100,449515,8249.0,3650000.0
2018-05-28,2067,2104,2035,2068,112285,8121.0,3650000.0
2018-05-29,2067,2151,2035,2082,179321,8176.0,3650000.0
2018-05-30,2104,2104,2039,2082,79551,8176.0,3650000.0
2018-05-31,2081,2104,2044,2063,39144,8103.0,3650000.0
2018-06-01,2063,2207,2063,2184,458745,8578.0,3650000.0
2018-06-04,2183,2183,2095,2114,140864,8304.0,3650000.0
2018-06-05,2137,2137,2053,2063,69354,8103.0,3650000.0
2018-06-07,2104,2104,1965,2049,41792,8048.0,3650000.0
2018-06-08,2044,2063,2016,2054,28340,8066.0,3650000.0
2018-06-11,2053,2100,2035,2035,43763,7994.0,3650000.0
2018-06-12,2063,2067,2002,2021,34090,7939.0,3650000.0
2018-06-14,2007,2072,2007,2072,39418,8140.0,3650000.0
2018-06-15,2072,2100,2021,2044,12098,8030.0,3650000.0
2018-06-18,2086,2086,1997,1998,37520,7848.0,3650000.0
2018-06-19,1997,2063,1970,1989,11779,7811.0,3650000.0
2018-06-20,2035,2072,1997,2031,14349,7975.0,3650000.0
2018-06-21,2044,2063,1997,2054,7244,8066.0,3650000.0
2018-06-22,2016,2049,2002,2035,16351,7994.0,3650000.0
2018-06-25,2007,2049,2007,2017,35563,7920.0,3650000.0
2018-06-26,2044,2076,2016,2068,10386,8121.0,3650000.0
2018-06-27,2109,2109,2044,2058,14221,8085.0,3650000.0
2018-06-28,2072,2076,2044,2068,3612,8121.0,3650000.0
2018-06-29,2072,2132,2044,2072,29804,8140.0,3650000.0
2018-07-02,2072,2090,2072,2072,15742,8140.0,3650000.0
2018-07-03,2067,2100,2067,2100,8108,8249.0,3650000.0
2018-07-04,2076,2165,2076,2091,5882,8212.0,3650000.0
2018-07-05,2137,2137,2053,2082,4273,8176.0,3650000.0
2018-07-06,2081,2081,2039,2077,8714,8158.0,3650000.0
2018-07-09,2025,2104,2025,2068,5579,8121.0,3650000.0
2018-07-10,2090,2090,2044,2072,7206,8140.0,3650000.0
2018-07-11,2086,2086,2044,2077,5473,8158.0,3650000.0
2018-07-12,2090,2090,2053,2077,3554,8158.0,3650000.0
2018-07-13,2053,2100,2053,2077,10061,8158.0,3650000.0
2018-07-16,2081,2137,2049,2137,39689,8395.0,3650000.0
2018-07-17,2151,2151,2072,2123,7767,8340.0,3650000.0
2018-07-18,2132,2132,2090,2119,2768,8322.0,3650000.0
2018-07-19,2137,2137,2081,2105,7189,8267.0,3650000.0
2018-07-20,2072,2109,2072,2105,11760,8267.0,3650000.0
2018-07-23,2100,2174,2095,2137,32909,8395.0,3650000.0
2018-07-24,2109,2151,2109,2133,19455,8377.0,3650000.0
2018-07-25,2174,2174,2132,2175,37939,8541.0,3650000.0
2018-07-26,2174,2174,2128,2128,29729,8358.0,3650000.0
2018-07-27,2128,2174,2128,2142,9549,8413.0,3650000.0
2018-07-30,2174,2174,2142,2156,6360,8468.0,3650000.0
2018-07-31,2160,2174,2137,2165,12698,8504.0,3650000.0
2018-08-01,2165,2174,2109,2175,9054,8541.0,3650000.0
2018-08-02,2174,2174,2114,2137,15778,8395.0,3650000.0
2018-08-03,2155,2155,2104,2137,5040,8395.0,3650000.0
2018-08-06,2155,2155,2063,2151,11111,8450.0,3650000.0
2018-08-07,2114,2146,2114,2147,709,8432.0,3650000.0
2018-08-08,2174,2174,2118,2137,117,8395.0,3650000.0
2018-08-09,2169,2169,2104,2123,2262,8340.0,3650000.0
2018-08-10,2155,2155,2072,2100,29530,8249.0,3650000.0
2018-08-13,2100,2151,2081,2086,4799,8194.0,3650000.0
2018-08-14,2100,2100,2067,2068,17,8121.0,3650000.0
2018-08-16,2146,2146,2081,2119,3416,8322.0,3650000.0
2018-08-17,2053,2155,2053,2147,2917,8432.0,3650000.0
2018-08-20,2146,2146,2095,2100,9894,8249.0,3650000.0
2018-08-21,2155,2495,2063,2170,1363376,8523.0,3650000.0
2018-08-22,2118,2179,2109,2156,199120,8468.0,3650000.0
2018-08-23,2132,2276,2132,2230,186257,8760.0,3650000.0
2018-08-24,2188,2276,2188,2230,174163,8760.0,3650000.0
2018-08-27,2230,2258,2160,2230,22212,8760.0,3650000.0
2018-08-28,2188,2272,2188,2226,28822,8742.0,3650000.0
2018-08-29,2211,2369,2211,2272,139384,8924.0,3650000.0
2018-08-30,2341,2341,2239,2267,20522,8906.0,3650000.0
2018-08-31,2230,2286,2197,2254,18674,8851.0,3650000.0
2018-09-03,2244,2467,2211,2351,1764278,9234.0,3650000.0
2018-09-04,2388,2536,2332,2370,1380018,9308.0,3650000.0
2018-09-05,2378,2439,2286,2286,285947,8979.0,3650000.0
2018-09-06,2304,2304,2188,2207,160981,8669.0,3650000.0
2018-09-07,2207,2383,2155,2188,607880,8596.0,3650000.0
2018-09-10,2225,2225,2188,2202,57214,8650.0,3650000.0
2018-09-11,2188,2239,2183,2202,74503,8650.0,3650000.0
2018-09-12,2197,2207,2188,2188,32531,8596.0,3650000.0
2018-09-13,2183,2230,2155,2216,51182,8705.0,3650000.0
2018-09-14,2239,2239,2188,2226,14652,8742.0,3650000.0
2018-09-17,2202,2234,2193,2221,20970,8724.0,3650000.0
2018-09-18,2216,2216,2183,2202,33678,8650.0,3650000.0
2018-09-19,2193,2207,2179,2202,46269,8650.0,3650000.0
2018-09-20,2179,2207,2179,2198,26519,8632.0,3650000.0
2018-09-21,2234,2234,2183,2221,15461,8724.0,3650000.0
2018-09-27,2202,2230,2202,2216,5637,8705.0,3650000.0
2018-09-28,2253,2253,2188,2244,14394,8815.0,3650000.0
2018-10-01,2313,2313,2207,2240,7915,8796.0,3650000.0
2018-10-02,2258,2258,2174,2188,16992,8596.0,3650000.0
2018-10-04,2179,2211,2169,2198,2228,8632.0,3650000.0
2018-10-05,2193,2225,2169,2226,8758,8742.0,3650000.0
2018-10-08,2225,2248,2183,2240,12888,8796.0,3650000.0
2018-10-10,2179,2230,2179,2216,26715,8705.0,3650000.0
2018-10-11,2109,2225,2095,2096,76035,8231.0,3650000.0
2018-10-12,2123,2132,2081,2133,8998,8377.0,3650000.0
2018-10-15,2132,2155,2086,2133,16479,8377.0,3650000.0
2018-10-16,2146,2146,2076,2109,12535,8286.0,3650000.0
2018-10-17,2109,2151,2081,2109,9818,8286.0,3650000.0
2018-10-18,2207,2207,2044,2109,22845,8286.0,3650000.0
2018-10-19,2100,2100,2044,2100,61616,8249.0,3650000.0
2018-10-22,2049,2100,2049,2096,2509,8231.0,3650000.0
2018-10-23,2095,2095,2053,2063,10879,8103.0,3650000.0
2018-10-24,2109,2109,2044,2077,46910,8158.0,3650000.0
2018-10-25,2035,2067,1932,2031,121736,7975.0,3650000.0
2018-10-26,1997,2011,1970,2003,26018,7866.0,3650000.0
2018-10-29,1960,2002,1928,1965,118404,7720.0,3650000.0
2018-10-30,1979,1988,1932,1970,44976,7738.0,3650000.0
2018-10-31,1970,1974,1970,1970,28608,7738.0,3650000.0
2018-11-01,1951,1979,1951,1970,113,7738.0,3650000.0
2018-11-02,1960,1979,1956,1979,6922,7774.0,3650000.0
2018-11-05,1974,1974,1956,1975,15152,7756.0,3650000.0
2018-11-06,1974,1974,1974,1975,2,7756.0,3650000.0
2018-11-07,1988,1988,1942,1970,5237,7738.0,3650000.0
2018-11-08,1970,1988,1951,1979,467,7774.0,3650000.0
2018-11-09,1974,1988,1951,1984,675,7793.0,3650000.0
2018-11-12,1993,1993,1960,1993,546,7829.0,3650000.0
2018-11-13,1946,1984,1946,1979,8582,7774.0,3650000.0
2018-11-14,1937,1979,1937,1979,49,7774.0,3650000.0
2018-11-15,1942,1974,1942,1975,5540,7756.0,3650000.0
2018-11-16,1988,1988,1988,1989,6036,7811.0,3650000.0
2018-11-19,1988,2025,1988,2026,8851,7957.0,3650000.0
2018-11-20,2021,2086,2021,2077,54300,8158.0,3650000.0
2018-11-21,2030,2114,2025,2058,104477,8085.0,3650000.0
2018-11-22,2095,2095,2039,2058,11079,8085.0,3650000.0
2018-11-23,2067,2067,2035,2058,5116,8085.0,3650000.0
2018-11-26,2123,2123,1997,2058,5594,8085.0,3650000.0
2018-11-27,2044,2044,2002,2007,9508,7884.0,3650000.0
2018-11-28,2058,2058,2035,2035,2795,7994.0,3650000.0
2018-11-29,2063,2063,2063,2063,1,8103.0,3650000.0
2018-11-30,2035,2076,1997,2049,2004,8048.0,3650000.0
2018-12-03,2095,2095,2095,2096,1,8231.0,3650000.0
2018-12-04,2109,2123,2039,2082,66925,8176.0,3650000.0
2018-12-05,2104,2104,2007,2096,9824,8231.0,3650000.0
2018-12-06,2100,2128,2095,2109,32276,8286.0,3650000.0
2018-12-07,2123,2123,2109,2123,5484,8340.0,3650000.0
2018-12-10,2137,2137,2044,2119,114,8322.0,3650000.0
2018-12-11,2090,2118,2090,2119,5602,8322.0,3650000.0
2018-12-12,2118,2118,2090,2109,2232,8286.0,3650000.0
2018-12-13,2081,2100,2076,2091,2065,8212.0,3650000.0
2018-12-14,2081,2081,2011,2072,4079,8140.0,3650000.0
2018-12-17,2072,2072,2025,2068,1661,8121.0,3650000.0
2018-12-18,2025,2044,1997,2040,5098,8012.0,3650000.0
2018-12-19,2072,2072,2025,2072,541,8140.0,3650000.0
2018-12-20,2039,2067,1997,2017,5741,7920.0,3650000.0
2018-12-21,2081,2081,2063,2063,12,8103.0,3650000.0
2018-12-24,2072,2086,2025,2072,1760,8140.0,3650000.0
2018-12-26,2053,2053,1984,2049,1453,8048.0,3650000.0
2018-12-27,2072,2072,2002,2003,623,7866.0,3650000.0
2018-12-28,1970,2076,1970,2072,1049,8140.0,3650000.0
2019-01-02,2072,2118,2011,2105,3356,8267.0,3650000.0
2019-01-03,2095,2095,2086,2086,11811,8194.0,3650000.0
2019-01-04,2044,2086,2044,2086,1445,8194.0,3650000.0
2019-01-07,2081,2118,2081,2086,97283,8194.0,3650000.0
2019-01-08,2114,2137,2104,2105,47959,8267.0,3650000.0
2019-01-09,2104,2155,2090,2091,28362,8212.0,3650000.0
2019-01-10,2109,2183,2072,2109,32078,8286.0,3650000.0
2019-01-11,2174,2179,2137,2137,31831,8395.0,3650000.0
2019-01-14,2197,2221,2151,2151,29575,8450.0,3650000.0
2019-01-15,2221,2230,2155,2161,15123,8486.0,3650000.0
2019-01-16,2225,2490,2197,2240,362164,8796.0,3650000.0
2019-01-17,2202,2351,2202,2300,23294,9034.0,3650000.0
2019-01-18,0,0,0,2300,0,9034.0,3650000.0
2019-01-21,0,0,0,2300,0,,
2019-01-22,0,0,0,2300,0,,
2019-01-23,0,0,0,2300,0,,
2019-01-24,0,0,0,2300,0,,
2019-01-25,0,0,0,2300,0,,
2019-01-28,0,0,0,2300,0,,
2019-01-29,0,0,0,2300,0,,
2019-01-30,0,0,0,2300,0,,
2019-01-31,0,0,0,2300,0,,
2019-02-01,0,0,0,2300,0,,
2019-02-07,0,0,0,2300,0,,
2019-02-08,0,0,0,2300,0,,
2019-02-11,0,0,0,2300,0,,
2019-02-12,0,0,0,2300,0,,
2019-02-13,0,0,0,2300,0,,
2019-02-14,0,0,0,2300,0,,
2019-02-15,0,0,0,2300,0,,
2019-02-18,0,0,0,2300,0,,
2019-02-19,0,0,0,2300,0,,
2019-02-20,0,0,0,2300,0,,
2019-02-21,0,0,0,2300,0,,
2019-02-22,0,0,0,2300,0,,
2019-02-25,0,0,0,2300,0,,
2019-02-26,0,0,0,2300,0,,
2019-02-27,0,0,0,2300,0,,
2019-02-28,0,0,0,2300,0,,
2019-03-04,0,0,0,2300,0,,
2019-03-05,0,0,0,2300,0,,
2019-03-06,0,0,0,2300,0,,
2019-03-07,0,0,0,2300,0,,
2019-03-08,0,0,0,2300,0,,
2019-03-11,0,0,0,2300,0,,
2019-03-12,0,0,0,2300,0,,
2019-03-13,0,0,0,2300,0,,
2019-03-14,0,0,0,2300,0,,
2019-03-15,2300,2300,2130,2150,222408,7848.0,3650000.0
2019-03-18,2165,2165,2115,2150,76481,7848.0,3650000.0
2019-03-19,2145,2160,2130,2155,17427,7866.0,3650000.0
2019-03-20,2135,2140,2120,2140,36726,7811.0,3650000.0
2019-03-21,2160,2160,2130,2135,1711,7793.0,3650000.0
2019-03-22,2165,2165,2110,2135,30709,7793.0,3650000.0
2019-03-25,2145,2145,2110,2130,26319,7774.0,3650000.0
2019-03-26,2120,2125,2115,2125,9281,7756.0,3650000.0
2019-03-27,2115,2140,2085,2120,33382,7738.0,3650000.0
2019-03-28,2095,2110,2070,2105,84261,7683.0,3650000.0
2019-03-29,2100,2140,2100,2110,33,7702.0,3650000.0
2019-04-01,2130,2130,2100,2130,4009,7774.0,3650000.0
2019-04-02,2130,2130,2095,2130,3820,7774.0,3650000.0
2019-04-03,2105,2120,2095,2115,11556,7720.0,3650000.0
2019-04-04,2140,2140,2100,2130,7172,7774.0,3650000.0
2019-04-05,2130,2130,2120,2120,1719,7738.0,3650000.0
2019-04-08,2145,2145,2095,2115,54007,7720.0,3650000.0
2019-04-09,2115,2115,2095,2115,8155,7720.0,3650000.0
2019-04-10,2095,2135,2095,2120,11007,7738.0,3650000.0
2019-04-11,2120,2120,2095,2120,34513,7738.0,3650000.0
2019-04-12,2125,2125,2100,2120,64869,7738.0,3650000.0
2019-04-15,2120,2120,2100,2110,27617,7702.0,3650000.0
2019-04-16,2105,2115,2105,2115,4892,7720.0,3650000.0
2019-04-17,2100,2115,2085,2105,25815,7683.0,3650000.0
2019-04-18,2105,2110,2095,2100,30995,7665.0,3650000.0
2019-04-19,2100,2115,2100,2115,19132,7720.0,3650000.0
2019-04-22,2110,2130,2110,2110,47112,7702.0,3650000.0
2019-04-23,2110,2125,2110,2125,16888,7756.0,3650000.0
2019-04-24,2120,2130,2110,2125,36820,7756.0,3650000.0
2019-04-25,2110,2120,2110,2110,7038,7702.0,3650000.0
2019-04-26,2110,2125,2105,2120,8281,7738.0,3650000.0
2019-04-29,2120,2125,2095,2110,14261,7702.0,3650000.0
2019-04-30,2115,2120,2105,2120,2667,7738.0,3650000.0
2019-05-02,2120,2120,2110,2115,10339,7720.0,3650000.0
2019-05-03,2105,2125,2100,2125,26511,7756.0,3650000.0
2019-05-07,2135,2135,2115,2130,7608,7774.0,3650000.0
2019-05-08,2140,2255,2125,2160,63716,7884.0,3650000.0
2019-05-09,2195,2195,2135,2135,37501,7793.0,3650000.0
2019-05-10,2190,2190,2125,2135,23428,7793.0,3650000.0
2019-05-13,2135,2235,2135,2200,10837,8030.0,3650000.0
2019-05-14,2225,2415,2160,2170,374508,7920.0,3650000.0
2019-05-15,2170,2215,2150,2175,52628,7939.0,3650000.0
2019-05-16,2155,2170,2155,2170,11882,7920.0,3650000.0
2019-05-17,2235,2235,2170,2170,2798,7920.0,3650000.0
2019-05-20,2165,2195,2150,2150,9623,7848.0,3650000.0
2019-05-21,2150,2190,2120,2190,26411,7994.0,3650000.0
2019-05-22,2205,2205,2195,2195,2,8012.0,3650000.0
2019-05-23,2215,2215,2130,2195,183,8012.0,3650000.0
2019-05-24,2175,2175,2125,2130,28678,7774.0,3650000.0
2019-05-27,2155,2155,2130,2150,474,7848.0,3650000.0
2019-05-28,2165,2165,2125,2135,7392,7793.0,3650000.0
2019-05-29,2115,2140,2115,2140,44332,7811.0,3650000.0
2019-05-30,2140,2145,2135,2145,11,7829.0,3650000.0
2019-05-31,2150,2150,2145,2150,1508,7848.0,3650000.0
2019-06-03,2165,2165,2140,2160,4279,7884.0,3650000.0
2019-06-04,2160,2200,2160,2190,1005,7994.0,3650000.0
2019-06-05,2185,2185,2135,2170,27287,7920.0,3650000.0
2019-06-07,2195,2195,2145,2150,5907,7848.0,3650000.0
2019-06-10,2190,2190,2140,2170,7254,7920.0,3650000.0
2019-06-11,2210,2210,2140,2160,95505,7884.0,3650000.0
2019-06-12,2185,2195,2145,2195,10913,8012.0,3650000.0
2019-06-13,2205,2205,2155,2195,4886,8012.0,3650000.0
2019-06-14,2245,2260,2195,2205,23655,8048.0,3650000.0
2019-06-17,2240,2290,2185,2205,48350,8048.0,3650000.0
2019-06-18,2195,2275,2165,2180,33197,7957.0,3650000.0
2019-06-19,2180,2180,2165,2180,2496,7957.0,3650000.0
2019-06-20,2180,2215,2180,2205,4131,8048.0,3650000.0
2019-06-21,2225,2225,2180,2205,21624,8048.0,3650000.0
2019-06-24,2240,2240,2180,2230,11,8140.0,3650000.0
2019-06-25,2185,2215,2170,2170,66100,7920.0,3650000.0
2019-06-26,2195,2195,2170,2190,14598,7994.0,3650000.0
2019-06-27,2200,2200,2170,2200,360,8030.0,3650000.0
2019-06-28,2165,2220,2165,2200,5494,8030.0,3650000.0
2019-07-01,2245,2245,2175,2215,6,8085.0,3650000.0
2019-07-02,2200,2200,2180,2200,3381,8030.0,3650000.0
2019-07-03,2200,2200,2180,2195,905,8012.0,3650000.0
2019-07-04,2180,2220,2180,2220,8279,8103.0,3650000.0
2019-07-05,2215,2295,2215,2270,18998,8286.0,3650000.0
2019-07-08,2255,2280,2215,2270,1216,8286.0,3650000.0
2019-07-09,2275,2280,2245,2275,566,8304.0,3650000.0
2019-07-10,2275,2290,2260,2290,3151,8358.0,3650000.0
2019-07-11,2280,2285,2235,2285,5738,8340.0,3650000.0
2019-07-12,2280,2290,2250,2285,1099,8340.0,3650000.0
2019-07-15,2285,2285,2235,2280,213,8322.0,3650000.0
2019-07-16,2280,2280,2230,2260,3425,8249.0,3650000.0
2019-07-17,2230,2275,2230,2270,5007,8286.0,3650000.0
2019-07-18,2270,2330,2265,2270,6320,8286.0,3650000.0
2019-07-19,2280,2285,2280,2280,301,8322.0,3650000.0
2019-07-22,2295,2295,2270,2295,156,8377.0,3650000.0
2019-07-23,2260,2290,2255,2290,3004,8358.0,3650000.0
2019-07-24,2205,2290,2205,2285,715,8340.0,3650000.0
2019-07-25,2250,2280,2250,2275,31,8304.0,3650000.0
2019-07-26,2285,2285,2270,2285,112,8340.0,3650000.0
2019-07-29,2300,2300,2280,2285,4641,8340.0,3650000.0
2019-07-30,2200,2305,2200,2290,1764,8358.0,3650000.0
2019-07-31,2300,2300,2250,2285,1005,8340.0,3650000.0
2019-08-01,2290,2290,2275,2280,2872,8322.0,3650000.0
2019-08-02,2240,2285,2240,2285,204,8340.0,3650000.0
2019-08-05,2240,2275,2185,2265,629,8267.0,3650000.0
2019-08-06,2225,2265,2175,2260,2178,8249.0,3650000.0
2019-08-07,2250,2250,2190,2220,474,8103.0,3650000.0
2019-08-08,2210,2215,2200,2215,176,8085.0,3650000.0
2019-08-09,2215,2285,2175,2200,1463,8030.0,3650000.0
2019-08-12,2315,2315,2175,2250,53,8212.0,3650000.0
2019-08-13,2240,2245,2235,2235,8802,8158.0,3650000.0
2019-08-14,2255,2255,2250,2250,13,8212.0,3650000.0
2019-08-16,2215,2240,2215,2240,23,8176.0,3650000.0
2019-08-19,2235,2235,2220,2235,6358,8158.0,3650000.0
2019-08-20,2260,2260,2225,2240,91,8176.0,3650000.0
2019-08-21,2260,2260,2190,2190,3839,7994.0,3650000.0
2019-08-22,2255,2255,2215,2240,1002,8176.0,3650000.0
