잉크테크(049550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-10-11,5114,5114,4894,5115,11180,44840.0,7731000.0
2006-10-12,4991,5282,4991,5212,12063,45690.0,7731000.0
2006-10-13,5520,5520,5158,5176,16413,45381.0,7731000.0
2006-10-16,5176,5290,5132,5141,20449,45072.0,7731000.0
2006-10-17,5255,5255,5070,5141,11899,45072.0,7731000.0
2006-10-18,5158,5158,4858,5141,5289,45072.0,7731000.0
2006-10-19,5140,5237,4982,4982,6290,43680.0,7731000.0
2006-10-20,5114,5114,4902,5106,15015,44762.0,7731000.0
2006-10-23,5176,5176,5026,5123,5449,44917.0,7731000.0
2006-10-24,5044,5176,5044,5141,12051,45072.0,7731000.0
2006-10-25,5141,5264,5079,5203,14445,45613.0,7731000.0
2006-10-26,5290,5335,5079,5291,15953,46386.0,7731000.0
2006-10-27,5290,5467,5202,5203,18253,45613.0,7731000.0
2006-10-30,5246,5414,5220,5414,8209,47468.0,7731000.0
2006-10-31,5379,5458,5211,5317,15829,46618.0,7731000.0
2006-11-01,5458,5458,5255,5317,9103,46618.0,7731000.0
2006-11-02,5379,5379,5202,5203,16897,45613.0,7731000.0
2006-11-03,5246,5343,5026,5335,7916,46773.0,7731000.0
2006-11-06,5290,5899,5290,5688,74100,49865.0,7731000.0
2006-11-07,5820,5934,5476,5582,52225,48937.0,7731000.0
2006-11-08,5643,5714,5423,5547,21405,48628.0,7731000.0
2006-11-09,5476,5581,5396,5423,19440,47546.0,7731000.0
2006-11-10,5308,5555,5246,5388,19512,47236.0,7731000.0
2006-11-13,5555,5555,5220,5388,8695,47236.0,7731000.0
2006-11-14,5458,5458,5282,5344,11245,46850.0,7731000.0
2006-11-15,5379,5379,5255,5291,15965,46386.0,7731000.0
2006-11-16,5290,5290,5167,5291,8563,46386.0,7731000.0
2006-11-17,5167,5326,5167,5247,10267,45999.0,7731000.0
2006-11-20,5238,5282,5185,5282,3836,46309.0,7731000.0
2006-11-21,5202,5282,5158,5264,32248,46154.0,7731000.0
2006-11-22,5273,5290,5202,5282,7105,46309.0,7731000.0
2006-11-23,5511,5511,5211,5212,13864,45690.0,7731000.0
2006-11-24,5405,5414,5202,5212,10241,45690.0,7731000.0
2006-11-27,5405,5405,5167,5256,5751,46077.0,7731000.0
2006-11-28,5440,5440,5167,5353,10981,46927.0,7731000.0
2006-11-29,5352,5696,5352,5697,47597,49942.0,7731000.0
2006-11-30,5696,5723,5476,5511,39263,48319.0,7731000.0
2006-12-01,5467,5723,5387,5723,22680,50174.0,7731000.0
2006-12-04,5714,5714,5599,5679,13982,49788.0,7731000.0
2006-12-05,5573,5661,5555,5600,20373,49092.0,7731000.0
2006-12-06,5722,5722,5493,5529,16263,48473.0,7731000.0
2006-12-07,5581,5581,5387,5388,18226,47236.0,7731000.0
2006-12-08,5423,5529,5335,5414,5019,47468.0,7731000.0
2006-12-11,5414,5520,5387,5432,7853,47623.0,7731000.0
2006-12-12,5687,5687,5467,5494,15714,48164.0,7731000.0
2006-12-13,5449,5634,5449,5503,2162,48241.0,7731000.0
2006-12-14,5555,5634,5387,5406,10542,47391.0,7731000.0
2006-12-15,5405,5476,5343,5467,5946,47932.0,7731000.0
2006-12-18,5502,5581,5423,5547,11255,48628.0,7731000.0
2006-12-19,5546,5661,5440,5494,12436,48164.0,7731000.0
2006-12-20,5599,5599,5405,5406,22655,47391.0,7731000.0
2006-12-21,5555,5555,5290,5379,17237,47159.0,7731000.0
2006-12-22,5326,5511,5044,5335,22827,46773.0,7731000.0
2006-12-26,5335,5335,5114,5291,5418,46386.0,7731000.0
2006-12-27,5211,5335,5132,5335,6414,46773.0,7731000.0
2006-12-28,5290,5546,5290,5547,15212,48628.0,7731000.0
2007-01-02,5758,5758,4770,5467,10911,47932.0,7731000.0
2007-01-03,5458,5458,5238,5291,5207,46386.0,7731000.0
2007-01-04,5414,5458,5202,5326,6598,46695.0,7731000.0
2007-01-05,5246,5379,5220,5335,2845,46773.0,7731000.0
2007-01-08,5423,6128,5290,5864,208281,51411.0,7731000.0
2007-01-09,5864,5908,5555,5573,49154,48860.0,7731000.0
2007-01-10,5652,5908,5537,5582,40673,48937.0,7731000.0
2007-01-11,5581,5723,5511,5635,19319,49401.0,7731000.0
2007-01-12,5731,6269,5731,6076,112176,53267.0,7731000.0
2007-01-15,6014,6084,5855,5935,30707,52030.0,7731000.0
2007-01-16,6252,6252,5872,6005,57196,52648.0,7731000.0
2007-01-17,6014,6014,5890,5935,24817,52030.0,7731000.0
2007-01-18,5890,6066,5820,6067,19510,53189.0,7731000.0
2007-01-19,5943,6234,5943,6129,41538,53730.0,7731000.0
2007-01-22,6102,6322,6093,6120,51927,53653.0,7731000.0
2007-01-23,6234,6234,5731,5767,29050,50561.0,7731000.0
2007-01-24,5855,6084,5775,5908,13387,51798.0,7731000.0
2007-01-25,5969,5978,5837,5873,5023,51488.0,7731000.0
2007-01-26,5687,5969,5687,5811,16000,50947.0,7731000.0
2007-01-29,5731,5811,5581,5582,23859,48937.0,7731000.0
2007-01-30,5705,5705,5546,5608,8533,49169.0,7731000.0
2007-01-31,5687,5696,5423,5441,13726,47700.0,7731000.0
2007-02-01,5449,5520,5290,5450,7023,47778.0,7731000.0
2007-02-02,5687,5687,5361,5414,23814,47468.0,7731000.0
2007-02-05,5220,5405,5202,5379,29992,47159.0,7731000.0
2007-02-06,5326,5379,5290,5379,7734,47159.0,7731000.0
2007-02-07,5335,5599,5290,5317,15053,46618.0,7731000.0
2007-02-08,5458,5458,5202,5220,8051,45768.0,7731000.0
2007-02-09,5220,5290,5114,5247,3785,45999.0,7731000.0
2007-02-12,5246,5290,5158,5264,9389,46154.0,7731000.0
2007-02-13,5379,5890,5158,5335,34179,46773.0,7731000.0
2007-02-14,5379,5379,5238,5344,5617,46850.0,7731000.0
2007-02-15,5379,5467,5290,5458,11418,47855.0,7731000.0
2007-02-16,5335,5511,5335,5432,11793,47623.0,7731000.0
2007-02-20,5432,5493,5326,5485,15754,48087.0,7731000.0
2007-02-21,5484,6305,5379,6040,257397,52957.0,7731000.0
2007-02-22,5899,5899,5555,5573,60039,48860.0,7731000.0
2007-02-23,5590,5802,5564,5564,35301,48783.0,7731000.0
2007-02-26,5546,5661,5493,5635,13416,49401.0,7731000.0
2007-02-27,5590,5811,5564,5564,8193,48783.0,7731000.0
2007-02-28,5290,5467,5290,5441,18090,47700.0,7731000.0
2007-03-02,5326,5546,5326,5467,5851,47932.0,7731000.0
2007-03-05,5467,5899,5290,5494,10861,48164.0,7731000.0
2007-03-06,5634,5634,5352,5494,8848,48164.0,7731000.0
2007-03-07,5396,5555,5379,5458,8806,47855.0,7731000.0
2007-03-08,5379,5467,5290,5423,9216,47546.0,7731000.0
2007-03-09,5590,5590,5167,5414,28200,47468.0,7731000.0
2007-03-12,5308,5467,5308,5423,6526,47546.0,7731000.0
2007-03-13,5343,5467,5282,5379,13786,47159.0,7731000.0
2007-03-14,5370,5379,5273,5361,8749,47004.0,7731000.0
2007-03-15,5282,5396,5220,5273,13047,46231.0,7731000.0
2007-03-16,5158,5290,5158,5282,5469,46309.0,7731000.0
2007-03-19,5282,5423,5246,5370,12619,47082.0,7731000.0
2007-03-20,5379,5467,5308,5423,12523,47546.0,7731000.0
2007-03-21,5423,5423,5335,5406,9124,47391.0,7731000.0
2007-03-22,5423,5423,5326,5388,11244,47236.0,7731000.0
2007-03-23,5440,5537,5343,5344,16916,46850.0,7731000.0
2007-03-26,5317,5458,5264,5397,12343,47314.0,7731000.0
2007-03-27,5379,5820,5299,5361,25253,47004.0,7731000.0
2007-03-28,5370,5414,5290,5300,13736,46463.0,7731000.0
2007-03-29,5238,5361,5238,5317,5883,46618.0,7731000.0
2007-03-30,5361,5361,5282,5335,13879,46773.0,7731000.0
2007-04-02,5335,5352,5273,5317,16538,46618.0,7731000.0
2007-04-03,5308,5458,5299,5353,5846,46927.0,7731000.0
2007-04-04,5352,5511,5326,5423,9951,47546.0,7731000.0
2007-04-05,5467,5493,5352,5441,2595,47700.0,7731000.0
2007-04-06,5502,5502,5379,5423,5259,47546.0,7731000.0
2007-04-09,5467,5467,5335,5335,5696,46773.0,7731000.0
2007-04-10,5467,5467,5290,5344,2872,46850.0,7731000.0
2007-04-11,5343,5396,5299,5353,6713,46927.0,7731000.0
2007-04-12,5379,5379,5282,5282,14481,46309.0,7731000.0
2007-04-13,5335,5352,5282,5353,6052,46927.0,7731000.0
2007-04-16,5352,5396,5282,5300,19814,46463.0,7731000.0
2007-04-17,5308,5423,5290,5335,21311,46773.0,7731000.0
2007-04-18,5343,5387,5290,5370,19466,47082.0,7731000.0
2007-04-19,5379,5414,5299,5309,11120,46541.0,7731000.0
2007-04-20,5352,5352,5255,5309,34819,46541.0,7731000.0
2007-04-23,5467,5758,5361,5555,59710,48705.0,7731000.0
2007-04-24,5555,5670,5370,5503,34536,48241.0,7731000.0
2007-04-25,5546,5599,5379,5423,32087,47546.0,7731000.0
2007-04-26,5502,5502,5326,5467,22581,47932.0,7731000.0
2007-04-27,5458,5458,5246,5379,22648,47159.0,7731000.0
2007-04-30,5229,5387,5229,5291,10250,46386.0,7731000.0
2007-05-02,5299,5352,5273,5273,6874,46231.0,7731000.0
2007-05-03,5264,5334,5264,5273,4015,46231.0,7731000.0
2007-05-04,5264,5379,5202,5353,12999,46927.0,7731000.0
2007-05-07,5352,5414,5308,5344,8043,46850.0,7731000.0
2007-05-08,5273,5379,5202,5203,14214,45613.0,7731000.0
2007-05-09,5246,5282,5167,5256,13208,46077.0,7731000.0
2007-05-10,5202,5273,5026,5247,21876,45999.0,7731000.0
2007-05-11,5282,5282,5079,5079,6316,44531.0,7731000.0
2007-05-14,5079,5202,5079,5150,8702,45149.0,7731000.0
2007-05-15,5149,5149,4982,5026,18825,44067.0,7731000.0
2007-05-16,5096,5114,4991,5018,5441,43989.0,7731000.0
2007-05-17,4982,5290,4894,5291,71690,46386.0,7731000.0
2007-05-18,5326,5326,5185,5264,12683,46154.0,7731000.0
2007-05-21,5290,5290,5176,5185,7970,45458.0,7731000.0
2007-05-22,5220,5335,5202,5247,16597,45999.0,7731000.0
2007-05-23,5246,5264,5141,5185,5319,45458.0,7731000.0
2007-05-25,5123,5185,5114,5185,11539,45458.0,7731000.0
2007-05-28,5246,5246,5149,5185,15300,45458.0,7731000.0
2007-05-29,5237,5767,5176,5467,38285,47932.0,7731000.0
2007-05-30,5467,5484,5255,5379,13509,47159.0,7731000.0
2007-05-31,5387,5387,5202,5282,11053,46309.0,7731000.0
2007-06-01,5282,5820,5282,5582,51396,48937.0,7731000.0
2007-06-04,5581,6040,5467,5952,70079,52184.0,7731000.0
2007-06-05,5952,6111,5731,5970,47199,52339.0,7731000.0
2007-06-07,5969,6772,5969,6552,108788,57441.0,7731000.0
2007-06-08,6657,6657,5996,6199,37574,54349.0,7731000.0
2007-06-11,6172,6657,5978,6614,65263,57982.0,7731000.0
2007-06-12,6701,6781,6278,6323,30825,55431.0,7731000.0
2007-06-13,6322,6490,6181,6437,12590,56436.0,7731000.0
2007-06-14,6305,6569,6260,6473,13517,56746.0,7731000.0
2007-06-15,6472,6525,6313,6481,9906,56823.0,7731000.0
2007-06-18,6499,6701,6472,6658,33649,58369.0,7731000.0
2007-06-19,6789,6789,6437,6437,19951,56436.0,7731000.0
2007-06-20,6507,6569,6084,6155,25645,53962.0,7731000.0
2007-06-21,6163,6331,5908,6287,55556,55122.0,7731000.0
2007-06-22,6304,6322,5740,5952,24886,52184.0,7731000.0
2007-06-25,5837,5987,5820,5988,13032,52493.0,7731000.0
2007-06-26,6066,6155,5952,6129,12620,53730.0,7731000.0
2007-06-27,5908,6119,5899,5899,12881,51720.0,7731000.0
2007-06-28,6049,6049,5837,5996,7979,52571.0,7731000.0
2007-06-29,6128,6128,5952,5952,8114,52184.0,7731000.0
2007-07-02,6084,6163,5890,6120,8727,53653.0,7731000.0
2007-07-03,6084,6172,5890,5952,17575,52184.0,7731000.0
2007-07-04,5890,6049,5828,5855,14383,51334.0,7731000.0
2007-07-05,5846,5855,5617,5846,26959,51257.0,7731000.0
2007-07-06,5925,5925,5678,5838,4135,51179.0,7731000.0
2007-07-09,5696,5996,5696,5776,18691,50638.0,7731000.0
2007-07-10,5731,5855,5670,5705,12679,50020.0,7731000.0
2007-07-11,5740,5740,5661,5732,10813,50252.0,7731000.0
2007-07-12,5731,5820,5643,5820,21408,51025.0,7731000.0
2007-07-13,5855,5855,5537,5547,16581,48628.0,7731000.0
2007-07-16,5546,5555,5396,5450,18779,47778.0,7731000.0
2007-07-18,5387,5529,5387,5441,9468,47700.0,7731000.0
2007-07-19,5511,5511,5282,5450,38409,47778.0,7731000.0
2007-07-20,5502,5502,5290,5503,14350,48241.0,7731000.0
2007-07-23,5387,5590,5379,5555,15384,48705.0,7731000.0
2007-07-24,5617,5687,5511,5688,25656,49865.0,7731000.0
2007-07-25,5731,5864,5643,5838,47436,51179.0,7731000.0
2007-07-26,5775,5987,5758,5829,10620,51102.0,7731000.0
2007-07-27,5643,5820,5467,5652,9556,49556.0,7731000.0
2007-07-30,5467,5793,5379,5644,14989,49478.0,7731000.0
2007-07-31,5793,5793,5564,5661,2287,49633.0,7731000.0
2007-08-01,5793,5793,5290,5503,12777,48241.0,7731000.0
2007-08-02,5502,5617,5255,5379,13293,47159.0,7731000.0
2007-08-03,5502,5502,5282,5353,25430,46927.0,7731000.0
2007-08-06,5290,5290,5220,5247,12863,45999.0,7731000.0
2007-08-07,5440,5440,5158,5300,14656,46463.0,7731000.0
2007-08-08,5229,5379,5185,5300,17822,46463.0,7731000.0
2007-08-09,5458,5458,5202,5282,11016,46309.0,7731000.0
2007-08-10,5202,5264,5141,5238,10074,45922.0,7731000.0
2007-08-13,5211,5352,5140,5273,4774,46231.0,7731000.0
2007-08-14,5193,5379,5114,5291,5436,46386.0,7731000.0
2007-08-16,5070,5167,4991,5167,8701,45304.0,7731000.0
2007-08-17,5202,5202,4488,4938,27282,43294.0,7731000.0
2007-08-20,4717,5167,4717,5115,6397,44840.0,7731000.0
2007-08-21,5467,5881,5026,5044,95853,44221.0,7731000.0
2007-08-22,5044,5317,5035,5141,12974,45072.0,7731000.0
2007-08-23,5149,5423,5149,5291,12273,46386.0,7731000.0
2007-08-24,5467,5467,5185,5361,7898,47004.0,7731000.0
2007-08-27,5467,5643,5290,5520,21294,48396.0,7731000.0
2007-08-28,5581,5661,5379,5591,22939,49015.0,7731000.0
2007-08-29,5555,5555,5335,5503,11733,48241.0,7731000.0
2007-08-30,5502,5502,5335,5335,11973,46773.0,7731000.0
2007-08-31,5423,5458,5335,5379,4270,47159.0,7731000.0
2007-09-03,5379,5423,5273,5282,8156,46309.0,7731000.0
2007-09-04,5449,5449,5238,5282,5815,46309.0,7731000.0
2007-09-05,5317,5317,5202,5273,8972,46231.0,7731000.0
2007-09-06,5334,5334,5043,5273,10752,46231.0,7731000.0
2007-09-07,5079,5290,5079,5247,1386,45999.0,7731000.0
2007-09-10,5264,5264,5070,5070,9828,44453.0,7731000.0
2007-09-11,5220,5255,5070,5079,16431,44531.0,7731000.0
2007-09-12,5123,5202,5096,5150,2602,45149.0,7731000.0
2007-09-13,4955,5141,4955,5026,10487,44067.0,7731000.0
2007-09-14,5149,5290,5026,5185,3811,45458.0,7731000.0
2007-09-17,5282,5282,5017,5167,9825,45304.0,7731000.0
2007-09-18,5114,5246,4973,5106,13953,44762.0,7731000.0
2007-09-19,5211,5246,5026,5026,4178,44067.0,7731000.0
2007-09-20,5158,5273,5044,5203,19037,45613.0,7731000.0
2007-09-21,5299,5299,5079,5229,3425,45845.0,7731000.0
2007-09-27,5414,5414,5158,5282,3342,46309.0,7731000.0
2007-09-28,5114,5273,5114,5220,4189,45768.0,7731000.0
2007-10-01,5158,5423,5158,5282,13661,46309.0,7731000.0
2007-10-02,5282,5317,5176,5247,5559,45999.0,7731000.0
2007-10-04,5290,5458,5290,5379,22248,47159.0,7731000.0
2007-10-05,5335,5467,5335,5335,10506,46773.0,7731000.0
2007-10-08,5335,5687,5335,5555,37500,48705.0,7731000.0
2007-10-09,5546,6084,5290,5732,222685,50252.0,7731000.0
2007-10-10,5731,6031,5335,5335,37919,46773.0,7731000.0
2007-10-11,5396,5626,5343,5573,15560,48860.0,7731000.0
2007-10-12,5573,5573,5202,5273,31471,46231.0,7731000.0
2007-10-15,5290,5379,5114,5291,6439,46386.0,7731000.0
2007-10-16,5379,5379,5096,5097,16245,44685.0,7731000.0
2007-10-17,5193,5193,4902,5009,10444,43912.0,7731000.0
2007-10-18,5026,5185,4894,5026,4855,44067.0,7731000.0
2007-10-19,5026,5282,4858,5070,12491,44453.0,7731000.0
2007-10-22,5114,5114,4761,4771,13056,41825.0,7731000.0
2007-10-23,4708,5105,4708,4779,8693,41902.0,7731000.0
2007-10-24,5185,5185,4788,4850,2883,42520.0,7731000.0
2007-10-25,5123,5123,4850,4850,4666,42520.0,7731000.0
2007-10-26,4858,5114,4841,4841,9989,42443.0,7731000.0
2007-10-29,5096,5335,4920,5159,28289,45226.0,7731000.0
2007-10-30,5379,5925,5335,5926,103486,51952.0,7731000.0
2007-10-31,5925,5925,5158,5220,171574,45768.0,7731000.0
2007-11-01,5229,5343,5114,5335,25179,46773.0,7731000.0
2007-11-02,5246,5379,5088,5309,11995,46541.0,7731000.0
2007-11-05,5290,5290,5026,5115,11739,44840.0,7731000.0
2007-11-06,5017,5202,4920,4956,19665,43448.0,7731000.0
2007-11-07,5096,5096,4894,4973,5408,43603.0,7731000.0
2007-11-08,5008,5105,4797,4965,7401,43526.0,7731000.0
2007-11-09,5008,5008,4850,4938,6411,43294.0,7731000.0
2007-11-12,4982,4982,4761,4850,7471,42520.0,7731000.0
2007-11-13,4726,4920,4726,4912,7783,43062.0,7731000.0
2007-11-14,5079,5079,4850,4947,1199,43371.0,7731000.0
2007-11-15,5202,5202,4885,5115,610,44840.0,7731000.0
2007-11-16,5158,5158,4779,4841,12584,42443.0,7731000.0
2007-11-19,4770,5017,4726,4744,19505,41593.0,7731000.0
2007-11-20,4603,4814,4506,4718,17481,41361.0,7731000.0
2007-11-21,4717,4761,4585,4585,7785,40201.0,7731000.0
2007-11-22,4611,4673,4541,4585,9051,40201.0,7731000.0
2007-11-23,4664,4664,4453,4559,3395,39969.0,7731000.0
2007-11-26,4444,4620,3880,4427,13108,38810.0,7731000.0
2007-11-27,4162,4409,4162,4365,2894,38268.0,7731000.0
2007-11-28,4444,4735,4290,4497,13739,39428.0,7731000.0
2007-11-29,4409,4708,4409,4409,2328,38655.0,7731000.0
2007-11-30,4409,4462,4325,4436,4630,38887.0,7731000.0
2007-12-03,4708,4708,4347,4541,11441,39815.0,7731000.0
2007-12-04,4506,4761,4365,4453,11423,39042.0,7731000.0
2007-12-05,4497,4532,4365,4378,6296,38384.0,7731000.0
2007-12-06,4647,4647,4409,4453,4254,39042.0,7731000.0
2007-12-07,4567,4594,4409,4488,1360,39351.0,7731000.0
2007-12-10,4365,4532,4320,4361,3827,38230.0,7731000.0
2007-12-11,4325,4453,4320,4427,5219,38810.0,7731000.0
2007-12-12,4409,4470,4369,4453,1904,39042.0,7731000.0
2007-12-13,4373,4462,4369,4409,2434,38655.0,7731000.0
2007-12-14,4400,4453,4400,4436,4277,38887.0,7731000.0
2007-12-17,4488,4488,4391,4400,1889,38578.0,7731000.0
2007-12-18,4409,4409,4391,4409,1903,38655.0,7731000.0
2007-12-20,4409,4523,4404,4488,3259,39351.0,7731000.0
2007-12-21,4488,4488,4417,4471,1538,39196.0,7731000.0
2007-12-24,4656,4656,4435,4577,1066,40124.0,7731000.0
2007-12-26,4426,4576,4409,4488,3693,39351.0,7731000.0
2007-12-27,4254,4488,4254,4418,4223,38732.0,7731000.0
2007-12-28,4409,4462,4334,4409,879,38655.0,7731000.0
2008-01-02,4263,4409,4263,4321,5955,37882.0,7731000.0
2008-01-03,4404,4541,4320,4488,2762,39351.0,7731000.0
2008-01-04,4497,4550,4294,4418,6608,38732.0,7731000.0
2008-01-07,4497,4497,4320,4405,2861,38616.0,7731000.0
2008-01-08,4444,4444,4320,4321,1077,37882.0,7731000.0
2008-01-09,4444,4444,4285,4321,2535,37882.0,7731000.0
2008-01-10,4320,4365,4276,4277,4908,37495.0,7731000.0
2008-01-11,4276,4409,4276,4277,2710,37495.0,7731000.0
2008-01-14,4303,4409,4144,4339,8272,38037.0,7731000.0
2008-01-15,4338,4409,4232,4321,2761,37882.0,7731000.0
2008-01-16,4391,4391,4188,4189,1545,36722.0,7731000.0
2008-01-17,4228,4356,3809,4268,2376,37418.0,7731000.0
2008-01-18,4453,4453,4126,4361,3145,38230.0,7731000.0
2008-01-21,4559,4559,4162,4361,1316,38230.0,7731000.0
2008-01-22,4365,4365,3906,4215,1862,36954.0,7731000.0
2008-01-23,4400,4400,4113,4334,104,37998.0,7731000.0
2008-01-24,4232,4444,4065,4334,3776,37998.0,7731000.0
2008-01-25,4334,4391,4232,4321,2707,37882.0,7731000.0
2008-01-28,4320,4320,4144,4153,7221,36413.0,7731000.0
2008-01-29,4091,4268,4091,4171,3148,36568.0,7731000.0
2008-01-30,4144,4171,4060,4171,2295,36568.0,7731000.0
2008-01-31,4294,4294,4113,4268,1453,37418.0,7731000.0
2008-02-01,4232,4232,4148,4233,1121,37109.0,7731000.0
2008-02-04,4144,4228,4056,4220,9618,36993.0,7731000.0
2008-02-05,4219,4453,4144,4444,9308,38964.0,7731000.0
2008-02-11,4444,4444,4148,4409,2676,38655.0,7731000.0
2008-02-12,4193,4351,4193,4347,4871,38114.0,7731000.0
2008-02-13,4400,4523,4210,4277,13189,37495.0,7731000.0
2008-02-14,4364,4435,4254,4400,171,38578.0,7731000.0
2008-02-15,4488,4488,4320,4436,2030,38887.0,7731000.0
2008-02-18,4523,4532,4329,4480,3539,39273.0,7731000.0
2008-02-19,4391,4470,4356,4369,1506,38307.0,7731000.0
2008-02-20,4435,4435,4338,4391,2249,38500.0,7731000.0
2008-02-21,4365,4656,4365,4541,20979,39815.0,7731000.0
2008-02-22,4717,4805,4497,4753,13722,41670.0,7731000.0
2008-02-25,4753,4929,4620,4894,5434,42907.0,7731000.0
2008-02-26,5026,5026,4673,4824,4718,42289.0,7731000.0
2008-02-27,4929,4929,4620,4630,2968,40588.0,7731000.0
2008-02-28,4682,4805,4541,4585,3195,40201.0,7731000.0
2008-02-29,4523,4629,4409,4436,4167,38887.0,7731000.0
2008-03-03,4409,4479,4365,4471,2056,39196.0,7731000.0
2008-03-04,4409,4523,4373,4524,2691,39660.0,7731000.0
2008-03-05,4488,4514,4347,4409,2163,38655.0,7731000.0
2008-03-06,4347,4532,4338,4471,1144,39196.0,7731000.0
2008-03-07,4470,4470,4351,4471,1356,39196.0,7731000.0
2008-03-10,4470,4656,4334,4656,3062,40820.0,7731000.0
2008-03-11,4585,4585,4365,4374,3659,38346.0,7731000.0
2008-03-12,4342,4585,4329,4365,5182,38268.0,7731000.0
2008-03-13,4664,4664,4285,4400,1220,38578.0,7731000.0
2008-03-14,5052,5052,4144,4471,15272,39196.0,7731000.0
2008-03-17,4541,4541,4303,4409,560,38655.0,7731000.0
2008-03-18,4179,4409,4171,4189,8176,36722.0,7731000.0
2008-03-19,4232,4382,4056,4145,5820,36336.0,7731000.0
2008-03-20,4365,4365,4100,4347,1258,38114.0,7731000.0
2008-03-21,4347,4347,4201,4321,2285,37882.0,7731000.0
2008-03-24,4541,4541,4232,4409,9298,38655.0,7731000.0
2008-03-25,4365,4470,4351,4427,2587,38810.0,7731000.0
2008-03-26,4453,4726,4325,4568,11371,40047.0,7731000.0
2008-03-27,4559,4656,4409,4656,13537,40820.0,7731000.0
2008-03-28,4788,4788,4541,4762,13234,41747.0,7731000.0
2008-03-31,4894,4894,4585,4859,32436,42598.0,7731000.0
2008-04-01,4876,5361,4832,5194,48778,45536.0,7731000.0
2008-04-02,5290,5467,5246,5335,22489,46773.0,7731000.0
2008-04-03,5255,5335,4982,5247,15523,45999.0,7731000.0
2008-04-04,4947,5379,4911,5361,15373,47004.0,7731000.0
2008-04-07,5379,5520,5246,5370,7345,47082.0,7731000.0
2008-04-08,5440,5449,5114,5115,9862,44840.0,7731000.0
2008-04-10,4947,5105,4850,5070,1691,44453.0,7731000.0
2008-04-11,4885,5026,4876,5009,6494,43912.0,7731000.0
2008-04-14,5017,5017,4867,4982,6368,43680.0,7731000.0
2008-04-15,4805,4982,4717,4797,8343,42057.0,7731000.0
2008-04-16,4973,4973,4761,4868,5242,42675.0,7731000.0
2008-04-17,4991,4991,4832,4850,2685,42520.0,7731000.0
2008-04-18,4920,4920,4585,4718,11401,41361.0,7731000.0
2008-04-21,4735,5026,4735,4912,7368,43062.0,7731000.0
2008-04-22,4938,5290,4770,5070,8486,44453.0,7731000.0
2008-04-23,5282,5282,4999,5203,7907,45613.0,7731000.0
2008-04-24,5202,5202,4982,5176,1472,45381.0,7731000.0
2008-04-25,5220,5220,4823,5044,11989,44221.0,7731000.0
2008-04-28,4867,5220,4867,5070,10559,44453.0,7731000.0
2008-04-29,5114,5828,5070,5829,357503,51102.0,7731000.0
2008-04-30,6119,6119,5379,5600,132341,49092.0,7731000.0
2008-05-02,5731,5731,4761,5370,64344,47082.0,7731000.0
2008-05-06,5370,5440,5044,5062,35849,44376.0,7731000.0
2008-05-07,5114,5282,5035,5062,15699,44376.0,7731000.0
2008-05-08,5035,5158,5026,5123,9575,44917.0,7731000.0
2008-05-09,5114,5308,5035,5194,5349,45536.0,7731000.0
2008-05-13,5193,5467,5167,5361,8548,47004.0,7731000.0
2008-05-14,5379,5379,5123,5379,5462,47159.0,7731000.0
2008-05-15,5458,5458,5211,5370,5709,47082.0,7731000.0
2008-05-16,5467,5467,5211,5326,4298,46695.0,7731000.0
2008-05-19,5158,5290,5070,5088,9939,44608.0,7731000.0
2008-05-20,5246,5246,5052,5159,3843,45226.0,7731000.0
2008-05-21,5114,5255,5026,5097,1731,44685.0,7731000.0
2008-05-22,5088,5141,4902,5141,4654,45072.0,7731000.0
2008-05-23,5290,5290,5123,5150,2657,45149.0,7731000.0
2008-05-26,5273,5290,5114,5194,6480,45536.0,7731000.0
2008-05-27,5132,5290,5114,5282,5920,46309.0,7731000.0
2008-05-28,5149,5379,5141,5238,2308,45922.0,7731000.0
2008-05-29,5282,5282,5141,5247,6334,45999.0,7731000.0
2008-05-30,5290,5290,5114,5291,22841,46386.0,7731000.0
2008-06-02,5290,5290,5123,5256,4013,46077.0,7731000.0
2008-06-03,5202,5273,5088,5106,3571,44762.0,7731000.0
2008-06-04,5141,5202,4991,5203,6948,45613.0,7731000.0
2008-06-05,5096,5238,5026,5167,1657,45304.0,7731000.0
2008-06-09,5052,5114,4911,5115,10669,44840.0,7731000.0
2008-06-10,5035,5052,4955,5026,5423,44067.0,7731000.0
2008-06-11,5017,5026,4814,4965,6527,43526.0,7731000.0
2008-06-12,4955,4955,4770,4788,2904,41979.0,7731000.0
2008-06-13,4797,4850,4594,4753,6353,41670.0,7731000.0
2008-06-16,4682,4823,4673,4762,3633,41747.0,7731000.0
2008-06-17,4673,4761,4523,4647,5494,40742.0,7731000.0
2008-06-18,4585,4744,4497,4577,11172,40124.0,7731000.0
2008-06-19,4541,5176,4541,4638,14868,40665.0,7731000.0
2008-06-20,4611,4973,4611,4700,6535,41206.0,7731000.0
2008-06-23,4700,4708,4603,4630,4763,40588.0,7731000.0
2008-06-24,4805,4805,4585,4718,1130,41361.0,7731000.0
2008-06-25,4850,4911,4462,4630,1887,40588.0,7731000.0
2008-06-26,4850,4850,4638,4674,3892,40974.0,7731000.0
2008-06-27,4850,4850,4506,4630,1085,40588.0,7731000.0
2008-06-30,4585,4964,4585,4603,2777,40356.0,7731000.0
