디딤(217620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-28,2190,2190,2180,2190,16804,16316.0,7450000.0
2015-07-29,2190,2220,2190,2200,20822,16390.0,7450000.0
2015-07-30,2200,2225,2200,2215,23664,16502.0,7450000.0
2015-07-31,2215,2225,2205,2220,24511,16539.0,7450000.0
2015-08-03,2225,2230,2225,2225,17748,16576.0,7450000.0
2015-08-04,2225,2265,2225,2250,121865,16762.0,7450000.0
2015-08-05,2250,2280,2245,2245,35998,16725.0,7450000.0
2015-08-06,2245,2450,2240,2270,42658,16912.0,7450000.0
2015-08-07,2430,2440,2275,2310,95135,17210.0,7450000.0
2015-08-10,2330,2370,2285,2290,22523,17060.0,7450000.0
2015-08-11,2290,2315,2280,2300,15772,17135.0,7450000.0
2015-08-12,2300,2300,2265,2265,18825,16874.0,7450000.0
2015-08-13,2265,2300,2250,2255,24334,16800.0,7450000.0
2015-08-17,2245,2265,2235,2235,39628,16651.0,7450000.0
2015-08-18,2225,2325,2215,2215,28071,16502.0,7450000.0
2015-08-19,2210,2245,2180,2200,73774,16390.0,7450000.0
2015-08-20,2200,2220,2200,2215,9270,16502.0,7450000.0
2015-08-21,2190,2205,2160,2205,38118,16427.0,7450000.0
2015-08-24,2155,2205,2155,2160,16581,16092.0,7450000.0
2015-08-25,2160,2200,2160,2180,20032,16241.0,7450000.0
2015-08-26,2240,2240,2170,2215,3897,16502.0,7450000.0
2015-08-27,2215,2215,2165,2180,9777,16241.0,7450000.0
2015-08-28,2180,2180,2165,2170,3717,16166.0,7450000.0
2015-08-31,2170,2190,2150,2155,23514,16055.0,7450000.0
2015-09-01,2175,2175,2140,2150,32415,16018.0,7450000.0
2015-09-02,2150,2160,2150,2150,15152,16018.0,7450000.0
2015-09-03,2150,2210,2150,2150,18564,16018.0,7450000.0
2015-09-04,2155,2175,2150,2165,27116,16129.0,7450000.0
2015-09-07,2150,2160,2150,2150,67456,16018.0,7450000.0
2015-09-08,2150,2190,2145,2180,8035,16241.0,7450000.0
2015-09-09,2150,2165,2150,2155,10870,16055.0,7450000.0
2015-09-10,2165,2165,2145,2160,4118,16092.0,7450000.0
2015-09-11,2145,2145,2120,2145,24835,15980.0,7450000.0
2015-09-14,2145,2160,2130,2145,19780,15980.0,7450000.0
2015-09-15,2145,2145,2090,2105,28790,15682.0,7450000.0
2015-09-16,2100,2120,2100,2120,24139,15794.0,7450000.0
2015-09-17,2115,2120,2105,2115,10156,15757.0,7450000.0
2015-09-18,2115,2115,2085,2100,34244,15645.0,7450000.0
2015-09-21,2095,2105,2095,2100,62771,15645.0,7450000.0
2015-09-22,2100,2115,2095,2110,6557,15720.0,7450000.0
2015-09-23,2110,2110,2090,2105,5359,15682.0,7450000.0
2015-09-24,2120,2120,2095,2095,215,15608.0,7450000.0
2015-09-25,2095,2105,2090,2105,39691,15682.0,7450000.0
2015-09-30,2100,2105,2080,2105,61802,15682.0,7450000.0
2015-10-01,2095,2115,2095,2115,5515,15757.0,7450000.0
2015-10-02,2115,2120,2110,2120,590,15794.0,7450000.0
2015-10-05,2115,2115,2100,2115,4342,15757.0,7450000.0
2015-10-06,2105,2120,2100,2120,3960,15794.0,7450000.0
2015-10-07,2100,2125,2100,2125,9607,15831.0,7450000.0
2015-10-08,2130,2130,2100,2105,15536,15682.0,7450000.0
2015-10-12,2105,2120,2100,2120,5782,15794.0,7450000.0
2015-10-13,2100,2120,2100,2110,6843,15720.0,7450000.0
2015-10-14,2120,2120,2090,2100,8120,15645.0,7450000.0
2015-10-15,2100,2110,2100,2110,20424,15720.0,7450000.0
2015-10-16,2100,2155,2100,2135,107850,15906.0,7450000.0
2015-10-19,2100,2120,2100,2120,2221,15794.0,7450000.0
2015-10-20,2100,2115,2100,2110,1439,15720.0,7450000.0
2015-10-21,2110,2115,2100,2115,5147,15757.0,7450000.0
2015-10-22,2100,2115,2100,2115,2339,15757.0,7450000.0
2015-10-23,2100,2125,2100,2105,14157,15682.0,7450000.0
2015-10-26,2115,2115,2095,2105,11983,15682.0,7450000.0
2015-10-27,2100,2110,2095,2110,12212,15720.0,7450000.0
2015-10-28,2100,2105,2095,2105,1346,15682.0,7450000.0
2015-10-29,2110,2110,2070,2105,2002,15682.0,7450000.0
2015-10-30,2100,2105,2100,2105,70069,15682.0,7450000.0
2015-11-02,2105,2110,2095,2110,17511,15720.0,7450000.0
2015-11-03,2090,2095,2070,2095,6739,15608.0,7450000.0
2015-11-04,2090,2090,2055,2080,2906,15496.0,7450000.0
2015-11-05,2060,2095,2055,2070,12449,15422.0,7450000.0
2015-11-06,2050,2070,2050,2055,43960,15310.0,7450000.0
2015-11-09,2055,2055,2020,2050,6066,15272.0,7450000.0
2015-11-10,2080,2080,2030,2040,434,15198.0,7450000.0
2015-11-11,2040,2040,2030,2035,14959,15161.0,7450000.0
2015-11-12,2060,2060,2025,2045,4431,15235.0,7450000.0
2015-11-13,2030,2050,2005,2020,77762,15049.0,7450000.0
2015-11-16,2010,2050,2000,2005,16970,14937.0,7450000.0
2015-11-17,2050,2050,2010,2025,8956,15086.0,7450000.0
2015-11-18,2040,2040,1995,2015,23947,15012.0,7450000.0
2015-11-19,2030,2030,1990,2010,6622,14974.0,7450000.0
2015-11-20,2010,2010,1995,2010,6537,14974.0,7450000.0
2015-11-23,2005,2010,2000,2010,3197,14974.0,7450000.0
2015-11-24,2010,2010,2000,2010,1691,14974.0,7450000.0
2015-11-25,2010,2040,1995,2010,12533,14974.0,7450000.0
2015-11-26,2010,2035,2010,2020,2827,15049.0,7450000.0
2015-11-27,2030,2030,2000,2010,3899,14974.0,7450000.0
2015-11-30,2000,2035,2000,2010,15905,14974.0,7450000.0
2015-12-01,2000,2030,2000,2030,3796,15124.0,7450000.0
2015-12-02,2000,2010,2000,2000,7957,14900.0,7450000.0
2015-12-03,2005,2005,2000,2005,16389,14937.0,7450000.0
2015-12-04,2005,2010,2000,2010,5784,14974.0,7450000.0
2015-12-07,2035,2035,2000,2010,5916,14974.0,7450000.0
2015-12-08,2010,2010,2000,2010,9913,14974.0,7450000.0
2015-12-09,2000,2005,1995,2005,20470,14937.0,7450000.0
2015-12-10,2005,2010,2000,2005,910,14937.0,7450000.0
2015-12-11,2010,2010,2000,2000,3999,14900.0,7450000.0
2015-12-14,2000,2005,1995,1995,8597,14863.0,7450000.0
2015-12-15,1995,2005,1995,1995,17451,14863.0,7450000.0
2015-12-16,2000,2000,1995,1995,10252,14863.0,7450000.0
2015-12-17,1995,1995,1995,1995,2135,14863.0,7450000.0
2015-12-18,1995,2000,1990,2000,10848,14900.0,7450000.0
2015-12-21,1990,2000,1900,2000,19598,14900.0,7450000.0
2015-12-22,2000,2005,1995,2005,12338,14937.0,7450000.0
2015-12-23,2005,2005,2000,2000,8631,14900.0,7450000.0
2015-12-24,1995,2000,1995,1995,3996,14863.0,7450000.0
2015-12-28,2010,2010,1995,2000,9624,14900.0,7450000.0
2015-12-29,2000,2015,1995,2010,17937,14974.0,7450000.0
2015-12-30,2025,2025,2005,2015,49,15012.0,7450000.0
2016-01-04,2020,2020,1990,1990,422,14826.0,7450000.0
2016-01-05,2000,2000,1995,2000,304,14900.0,7450000.0
2016-01-06,2000,2000,1990,1990,6662,14826.0,7450000.0
2016-01-07,1990,2010,1990,2010,8177,14974.0,7450000.0
2016-01-08,1990,2010,1990,2000,4005,14900.0,7450000.0
2016-01-11,2005,2005,1995,2000,3355,14900.0,7450000.0
2016-01-12,2000,2010,1990,2010,2052,14974.0,7450000.0
2016-01-13,2025,2025,1990,1995,3817,14863.0,7450000.0
2016-01-14,1990,2000,1990,1995,957,14863.0,7450000.0
2016-01-15,2015,2015,1995,2010,14245,14974.0,7450000.0
2016-01-18,1990,2025,1990,2005,3113,14937.0,7450000.0
2016-01-19,1995,2005,1995,2005,1303,14937.0,7450000.0
2016-01-20,1995,2005,1990,2005,8398,14937.0,7450000.0
2016-01-21,2000,2000,1995,2000,968,14900.0,7450000.0
2016-01-22,1995,2015,1995,2000,3426,14900.0,7450000.0
2016-01-25,1995,2015,1985,1990,11491,14826.0,7450000.0
2016-01-26,2000,2005,1995,2005,1061,14937.0,7450000.0
2016-01-27,2005,2010,1980,1995,9267,14863.0,7450000.0
2016-01-28,1995,2010,1970,2000,3883,14900.0,7450000.0
2016-01-29,2000,2000,1995,2000,4142,14900.0,7450000.0
2016-02-01,2000,2015,1995,2015,11934,15012.0,7450000.0
2016-02-02,2005,2015,2000,2000,1576,14900.0,7450000.0
2016-02-03,2000,2000,1990,2000,17227,14900.0,7450000.0
2016-02-04,2000,2000,1985,2000,9205,14900.0,7450000.0
2016-02-05,2005,2005,1985,1985,53754,14788.0,7450000.0
2016-02-11,1995,1995,1900,1985,15719,14788.0,7450000.0
2016-02-12,1990,2015,1980,1990,37124,14826.0,7450000.0
2016-02-15,1975,2000,1975,1995,7615,14863.0,7450000.0
2016-02-16,1995,2000,1990,2000,4389,14900.0,7450000.0
2016-02-17,2000,2000,1990,1990,19392,14826.0,7450000.0
2016-02-18,1995,2000,1995,2000,15160,14900.0,7450000.0
2016-02-19,2010,2010,1995,2005,2563,14937.0,7450000.0
2016-02-22,1995,2000,1995,2000,5402,14900.0,7450000.0
2016-02-23,2005,2005,1990,2000,455,14900.0,7450000.0
2016-02-24,2000,2000,1995,2000,505,14900.0,7450000.0
2016-02-25,2000,2000,1990,2000,2017,14900.0,7450000.0
2016-02-26,2000,2005,1970,1975,5799,14714.0,7450000.0
2016-02-29,2000,2000,1995,1995,3303,14863.0,7450000.0
2016-03-02,1990,2000,1990,2000,6554,14900.0,7450000.0
2016-03-03,2000,2000,1970,1970,2704,14676.0,7450000.0
2016-03-04,1990,1990,1970,1985,29995,14788.0,7450000.0
2016-03-07,1990,1995,1975,1995,8514,14863.0,7450000.0
2016-03-08,1995,1995,1975,1985,753,14788.0,7450000.0
2016-03-09,2000,2000,1980,1990,527,14826.0,7450000.0
2016-03-10,1995,1995,1955,1965,4583,14639.0,7450000.0
2016-03-11,1990,2000,1965,1995,3326,14863.0,7450000.0
2016-03-14,1990,1990,1965,1990,65,14826.0,7450000.0
2016-03-15,1995,1995,1970,1970,1857,14676.0,7450000.0
2016-03-16,1970,1995,1960,1970,1476,14676.0,7450000.0
2016-03-17,1965,1970,1960,1970,9938,14676.0,7450000.0
2016-03-18,1960,1975,1960,1970,3226,14676.0,7450000.0
2016-03-21,1965,1970,1965,1965,412,14639.0,7450000.0
2016-03-22,1965,1965,1955,1965,15315,14639.0,7450000.0
2016-03-23,1955,1965,1945,1950,15337,14528.0,7450000.0
2016-03-24,1970,1970,1955,1960,8203,14602.0,7450000.0
2016-03-25,1965,1990,1955,1960,15835,14602.0,7450000.0
2016-03-28,1995,1995,1975,1980,2066,14751.0,7450000.0
2016-03-29,1970,1985,1960,1980,4900,14751.0,7450000.0
2016-03-30,1980,1990,1960,1960,1094,14602.0,7450000.0
2016-03-31,1985,1985,1955,1970,3401,14676.0,7450000.0
2016-04-01,1970,1990,1960,1990,19158,14826.0,7450000.0
2016-04-04,1990,1990,1960,1985,1137,14788.0,7450000.0
2016-04-05,1990,1990,1965,1985,2082,14788.0,7450000.0
2016-04-06,1985,1995,1985,1995,3208,14863.0,7450000.0
2016-04-07,1965,1995,1965,1985,73,14788.0,7450000.0
2016-04-08,1965,1995,1950,1970,24077,14676.0,7450000.0
2016-04-11,1990,1990,1960,1985,2044,14788.0,7450000.0
2016-04-12,1960,1990,1960,1975,2046,14714.0,7450000.0
2016-04-14,1970,1985,1970,1985,6994,14788.0,7450000.0
2016-04-15,1950,1980,1950,1975,2351,14714.0,7450000.0
2016-04-18,1960,1980,1960,1960,5515,14602.0,7450000.0
2016-04-19,1970,1970,1955,1965,9219,14639.0,7450000.0
2016-04-20,1955,1990,1955,1985,31132,14788.0,7450000.0
2016-04-21,2000,2000,1955,1980,13175,14751.0,7450000.0
2016-04-22,1960,2000,1960,1975,2344,14714.0,7450000.0
2016-04-25,1980,1995,1950,1990,6297,14826.0,7450000.0
2016-04-26,2050,2050,1945,1970,31376,14676.0,7450000.0
2016-04-27,1960,1975,1950,1970,4860,14676.0,7450000.0
2016-04-28,1980,1980,1970,1970,251,14676.0,7450000.0
2016-04-29,1955,1975,1940,1970,458,14676.0,7450000.0
2016-05-02,1985,1985,1950,1970,3081,14676.0,7450000.0
2016-05-03,2005,2005,1955,1960,333,14602.0,7450000.0
2016-05-04,1985,1985,1975,1980,1302,14751.0,7450000.0
2016-05-09,1980,1980,1980,1980,3458,14751.0,7450000.0
2016-05-10,1975,1975,1955,1975,204,14714.0,7450000.0
2016-05-11,1980,1980,1955,1955,1151,14565.0,7450000.0
2016-05-12,1955,1975,1955,1965,94,14639.0,7450000.0
2016-05-13,1970,1975,1950,1975,13819,14714.0,7450000.0
2016-05-16,1975,1985,1955,1980,2860,14751.0,7450000.0
2016-05-17,1980,1980,1960,1960,17148,14602.0,7450000.0
2016-05-18,1950,1975,1950,1975,12557,14714.0,7450000.0
2016-05-19,1955,1980,1955,1980,16050,14751.0,7450000.0
2016-05-20,1985,1990,1950,1960,12128,14602.0,7450000.0
2016-05-23,1995,1995,1955,1975,9946,14714.0,7450000.0
2016-05-24,1975,1975,1970,1975,7984,14714.0,7450000.0
2016-05-25,1975,1975,1970,1970,502,14676.0,7450000.0
2016-05-26,1970,1970,1955,1965,5837,14639.0,7450000.0
2016-05-27,1965,1965,1950,1950,5586,14528.0,7450000.0
2016-05-30,1975,1975,1945,1965,36060,14639.0,7450000.0
2016-05-31,1965,1965,1940,1960,71769,14602.0,7450000.0
2016-06-01,1960,1960,1945,1950,15113,14528.0,7450000.0
2016-06-02,1930,1960,1930,1960,4902,14602.0,7450000.0
2016-06-03,1940,1960,1940,1960,11005,14602.0,7450000.0
2016-06-07,1960,1960,1895,1950,109982,14528.0,7450000.0
2016-06-08,1950,1955,1945,1955,16906,14565.0,7450000.0
2016-06-09,1955,1960,1940,1955,5207,14565.0,7450000.0
2016-06-10,1960,1960,1940,1945,9006,14490.0,7450000.0
2016-06-13,1945,1950,1945,1950,7021,14528.0,7450000.0
2016-06-14,1955,1955,1940,1950,1085,14528.0,7450000.0
2016-06-15,1950,1955,1950,1950,5003,14528.0,7450000.0
2016-06-16,1945,1955,1940,1955,8812,14565.0,7450000.0
2016-06-17,1960,1960,1945,1960,1989,14602.0,7450000.0
2016-06-20,1955,1955,1950,1950,3836,14528.0,7450000.0
2016-06-21,1955,1960,1955,1960,1957,14602.0,7450000.0
2016-06-22,1960,1970,1950,1970,12757,14676.0,7450000.0
2016-06-23,1965,1965,1955,1965,234,14639.0,7450000.0
2016-06-24,1965,1965,1950,1950,25898,14528.0,7450000.0
2016-06-27,1950,1960,1950,1960,1763,14602.0,7450000.0
2016-06-28,1960,1960,1960,1960,3000,14602.0,7450000.0
2016-06-29,1960,1970,1955,1965,15831,14639.0,7450000.0
2016-06-30,1970,1980,1960,1980,9816,14751.0,7450000.0
2016-07-01,1980,2000,1980,2000,20197,14900.0,7450000.0
2016-07-04,2000,2005,1985,2000,20342,14900.0,7450000.0
2016-07-05,2000,2010,1995,1995,12417,14863.0,7450000.0
2016-07-06,2000,2000,1990,2000,1215,14900.0,7450000.0
2016-07-07,2005,2005,2000,2000,23,14900.0,7450000.0
2016-07-08,2005,2005,1990,2000,1026,14900.0,7450000.0
2016-07-11,2010,2010,1985,2005,346,14937.0,7450000.0
2016-07-12,2015,2020,2010,2015,36,15012.0,7450000.0
2016-07-13,2010,2030,2005,2030,4687,15124.0,7450000.0
2016-07-14,2030,2030,2000,2030,3155,15124.0,7450000.0
2016-07-15,2025,2025,2005,2025,6738,15086.0,7450000.0
2016-07-18,2020,2025,2000,2020,7551,15049.0,7450000.0
2016-07-19,2000,2015,1995,2010,8079,14974.0,7450000.0
2016-07-20,2010,2010,2000,2010,4293,14974.0,7450000.0
2016-07-21,2035,2035,2000,2000,977,14900.0,7450000.0
2016-07-22,2020,2020,1995,2000,330,14900.0,7450000.0
2016-07-25,2010,2010,1990,1990,1249,14826.0,7450000.0
2016-07-26,1990,1990,1985,1990,4777,14826.0,7450000.0
2016-07-27,1990,1990,1985,1990,3207,14826.0,7450000.0
2016-07-28,2015,2015,1990,2015,40,15012.0,7450000.0
2016-07-29,2045,2045,2025,2025,12,15086.0,7450000.0
2016-08-01,2025,2030,2000,2020,8632,15049.0,7450000.0
2016-08-02,2030,2030,2005,2005,5532,14937.0,7450000.0
2016-08-03,1995,2005,1995,2000,1110,14900.0,7450000.0
2016-08-04,2045,2045,1975,2025,967,15086.0,7450000.0
2016-08-05,2020,2020,1975,2010,2147,14974.0,7450000.0
2016-08-08,2000,2035,1980,2000,10852,14900.0,7450000.0
2016-08-09,2000,2000,2000,2000,0,14900.0,7450000.0
2016-08-10,2000,2000,2000,2000,0,,
2016-08-11,2000,2035,2000,2000,9636,14900.0,7450000.0
2016-08-12,1990,2005,1980,2005,2750,14937.0,7450000.0
2016-08-16,2030,2030,1975,1995,2039,14863.0,7450000.0
2016-08-17,2000,2000,1970,1995,10860,14863.0,7450000.0
2016-08-18,1990,1990,1980,1985,2115,14788.0,7450000.0
2016-08-19,1980,1980,1975,1980,2430,14751.0,7450000.0
2016-08-22,1975,2000,1975,1985,2816,14788.0,7450000.0
2016-08-23,1975,1990,1975,1990,2343,14826.0,7450000.0
2016-08-24,2000,2000,1975,1975,3209,14714.0,7450000.0
2016-08-25,1980,1990,1980,1990,21921,14826.0,7450000.0
2016-08-26,2090,2090,1995,2005,13571,14937.0,7450000.0
2016-08-29,2010,2010,1990,1990,10138,14826.0,7450000.0
2016-08-30,2000,2015,1990,2010,11161,14974.0,7450000.0
2016-08-31,2020,2020,2000,2010,2011,14974.0,7450000.0
2016-09-01,2025,2030,2005,2015,30850,15012.0,7450000.0
2016-09-02,2040,2040,2010,2010,4680,14974.0,7450000.0
2016-09-05,2030,2030,2000,2000,2133,14900.0,7450000.0
2016-09-06,2005,2030,1995,1995,6590,14863.0,7450000.0
2016-09-07,2025,2025,2000,2015,17500,15012.0,7450000.0
2016-09-08,2025,2025,2000,2015,2837,15012.0,7450000.0
2016-09-09,2010,2015,2005,2005,3548,14937.0,7450000.0
2016-09-12,2040,2040,1995,2015,6614,15012.0,7450000.0
2016-09-13,2045,2045,1990,2015,592,15012.0,7450000.0
2016-09-19,2005,2040,1990,1990,2740,14826.0,7450000.0
2016-09-20,2010,2020,1990,1990,1971,14826.0,7450000.0
2016-09-21,2010,2020,1995,2005,2238,14937.0,7450000.0
2016-09-22,2000,2005,1995,2005,5927,14937.0,7450000.0
2016-09-23,2010,2010,1990,2000,3965,14900.0,7450000.0
2016-09-26,2065,2065,1995,2000,2916,14900.0,7450000.0
2016-09-27,2020,2020,1985,1990,9312,14826.0,7450000.0
2016-09-28,2010,2010,1995,2010,2725,14974.0,7450000.0
2016-09-29,2000,2005,1990,2005,3329,14937.0,7450000.0
2016-09-30,2020,2020,1990,1995,2620,14863.0,7450000.0
2016-10-04,2005,2005,1980,1985,4355,14788.0,7450000.0
2016-10-05,2020,2020,1980,2005,1910,14937.0,7450000.0
2016-10-06,2020,2020,1985,1990,260,14826.0,7450000.0
2016-10-07,2020,2020,1995,1995,2234,14863.0,7450000.0
2016-10-10,1975,1995,1975,1995,111,14863.0,7450000.0
2016-10-11,1980,2010,1980,2010,1147,14974.0,7450000.0
2016-10-12,2020,2020,1995,2000,6751,14900.0,7450000.0
2016-10-13,2010,2010,1980,1995,12783,14863.0,7450000.0
2016-10-14,2025,2025,2000,2000,908,14900.0,7450000.0
2016-10-17,2020,2020,1980,2000,1334,14900.0,7450000.0
2016-10-18,2020,2020,1985,2000,3068,14900.0,7450000.0
2016-10-19,2005,2005,1985,2000,2561,14900.0,7450000.0
2016-10-20,1990,2000,1985,2000,1045,14900.0,7450000.0
2016-10-21,2010,2010,1985,1995,262,14863.0,7450000.0
2016-10-24,2030,2030,1985,2000,451,14900.0,7450000.0
2016-10-25,1990,1995,1985,1985,280,14788.0,7450000.0
2016-10-26,1985,1990,1980,1990,7707,14826.0,7450000.0
2016-10-27,1985,1995,1970,1995,2606,14863.0,7450000.0
2016-10-28,2010,2010,1995,1995,4,14863.0,7450000.0
2016-10-31,1970,1995,1970,1995,1817,14863.0,7450000.0
2016-11-01,1990,1990,1975,1990,3741,14826.0,7450000.0
2016-11-02,1980,1985,1965,1980,24821,14751.0,7450000.0
2016-11-03,1980,1990,1970,1970,13240,14676.0,7450000.0
2016-11-04,1975,2035,1975,1980,16730,14751.0,7450000.0
2016-11-07,2015,2015,1970,1995,15378,14863.0,7450000.0
2016-11-08,1980,2005,1970,1970,3555,14676.0,7450000.0
2016-11-09,1995,1995,1955,1980,16768,14751.0,7450000.0
2016-11-10,1995,1995,1970,1985,10500,14788.0,7450000.0
2016-11-11,1995,1995,1960,1995,20597,14863.0,7450000.0
2016-11-14,1965,1995,1965,1985,2256,14788.0,7450000.0
2016-11-15,1995,1995,1965,1980,2230,14751.0,7450000.0
2016-11-16,1995,2000,1970,1985,11747,14788.0,7450000.0
2016-11-17,1975,1985,1975,1980,4564,14751.0,7450000.0
2016-11-18,1965,1980,1965,1980,128,14751.0,7450000.0
2016-11-21,1970,1980,1965,1980,7597,14751.0,7450000.0
2016-11-22,1965,1995,1965,1995,2526,14863.0,7450000.0
2016-11-23,1965,1995,1965,1995,3078,14863.0,7450000.0
2016-11-24,1980,1990,1970,1990,3792,14826.0,7450000.0
2016-11-25,1985,1990,1965,1970,3959,14676.0,7450000.0
2016-11-28,1995,1995,1970,1990,2001,14826.0,7450000.0
2016-11-29,1965,1990,1965,1985,3630,14788.0,7450000.0
2016-11-30,1990,1990,1980,1980,7,14751.0,7450000.0
2016-12-01,1970,1980,1965,1980,1239,14751.0,7450000.0
2016-12-02,1980,1990,1980,1990,497,14826.0,7450000.0
2016-12-05,1990,1990,1970,1970,2063,14676.0,7450000.0
2016-12-06,1980,1980,1965,1970,1771,14676.0,7450000.0
2016-12-07,1970,1975,1960,1975,4790,14714.0,7450000.0
2016-12-08,1990,1990,1990,1990,33,14826.0,7450000.0
2016-12-09,1970,1990,1970,1975,576,14714.0,7450000.0
2016-12-12,1990,1990,1985,1990,21,14826.0,7450000.0
2016-12-13,1980,1990,1980,1985,2637,14788.0,7450000.0
2016-12-14,1990,1990,1965,1985,403,14788.0,7450000.0
2016-12-15,1965,1980,1965,1965,2657,14639.0,7450000.0
2016-12-16,1965,1980,1965,1975,1540,14714.0,7450000.0
2016-12-19,1965,1990,1965,1970,1890,14676.0,7450000.0
2016-12-20,1970,1990,1965,1975,7653,14714.0,7450000.0
2016-12-21,1965,1975,1965,1975,1353,14714.0,7450000.0
2016-12-22,1970,1980,1970,1980,1449,14751.0,7450000.0
2016-12-23,1980,1990,1975,1985,841,14788.0,7450000.0
2016-12-26,1980,1985,1980,1980,820,14751.0,7450000.0
2016-12-27,1990,1990,1990,1990,20,14826.0,7450000.0
2016-12-28,1965,1990,1965,1980,76,14751.0,7450000.0
2016-12-29,1990,1990,1975,1980,133,14751.0,7450000.0
2017-01-02,1985,1990,1985,1990,72,14826.0,7450000.0
2017-01-03,1985,1985,1985,1985,1,14788.0,7450000.0
2017-01-04,1995,1995,1965,1975,1378,14714.0,7450000.0
2017-01-05,1970,1985,1970,1975,1563,14714.0,7450000.0
2017-01-06,1970,1975,1965,1975,1032,14714.0,7450000.0
2017-01-09,1970,1975,1965,1970,1989,14676.0,7450000.0
2017-01-10,1970,1970,1955,1970,44585,14676.0,7450000.0
2017-01-11,1975,1980,1950,1975,4579,14714.0,7450000.0
2017-01-12,1980,1980,1955,1970,3865,14676.0,7450000.0
2017-01-13,1970,1970,1955,1960,6433,14602.0,7450000.0
2017-01-16,1975,1975,1950,1955,18013,14565.0,7450000.0
2017-01-17,1970,1975,1970,1975,1402,14714.0,7450000.0
2017-01-18,1975,1980,1950,1980,4677,14751.0,7450000.0
2017-01-19,1950,1975,1950,1975,6402,14714.0,7450000.0
2017-01-20,1970,1970,1970,1970,694,14676.0,7450000.0
2017-01-23,1970,1970,1950,1970,4578,14676.0,7450000.0
2017-01-24,1945,1970,1945,1960,4096,14602.0,7450000.0
2017-01-25,1945,1965,1945,1965,12684,14639.0,7450000.0
2017-01-26,1950,1950,1940,1950,17868,14528.0,7450000.0
2017-01-31,1960,1960,1945,1950,3734,14528.0,7450000.0
2017-02-01,1950,1955,1950,1955,8632,14565.0,7450000.0
2017-02-02,1960,1960,1960,1960,2000,14602.0,7450000.0
2017-02-03,1945,1955,1945,1945,3847,14490.0,7450000.0
2017-02-06,1945,1955,1940,1945,8006,14490.0,7450000.0
2017-02-07,1940,1950,1940,1945,3125,14490.0,7450000.0
2017-02-08,1940,1950,1940,1950,25070,14528.0,7450000.0
2017-02-09,1960,1960,1945,1955,2450,14565.0,7450000.0
2017-02-10,1965,1965,1940,1955,1729,14565.0,7450000.0
2017-02-13,1965,1965,1940,1940,3728,14453.0,7450000.0
2017-02-14,1935,1950,1935,1945,1576,14490.0,7450000.0
2017-02-15,1960,1960,1940,1945,1223,14490.0,7450000.0
2017-02-16,1940,1945,1940,1945,6826,14490.0,7450000.0
2017-02-17,1955,1955,1940,1940,2226,14453.0,7450000.0
2017-02-20,1935,1950,1935,1950,26147,14528.0,7450000.0
2017-02-21,1940,1955,1940,1955,3799,14565.0,7450000.0
2017-02-22,1960,1960,1935,1940,34909,14453.0,7450000.0
