하림지주(003380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,,,,,,407.0,153500.0
1999-01-19,,,,,,454.0,153500.0
1999-01-20,,,,,,3096.0,1046081.0
1999-01-22,,,,,,3138.0,1046081.0
1999-01-25,,,,,,3138.0,1046081.0
1999-02-01,,,,,,3515.0,1046081.0
1999-02-02,,,,,,3933.0,1046081.0
1999-02-03,,,,,,3933.0,1046081.0
1999-02-08,,,,,,4404.0,1046081.0
1999-02-09,,,,,,4404.0,1046081.0
1999-03-15,,,,,,4707.0,1046081.0
1999-03-16,,,,,,4718.0,1046081.0
1999-03-17,,,,,,4728.0,1046081.0
1999-03-18,,,,,,4728.0,1046081.0
1999-03-22,,,,,,4739.0,1046081.0
1999-03-23,,,,,,4739.0,1046081.0
1999-03-29,,,,,,4749.0,1046081.0
1999-03-30,,,,,,4749.0,1046081.0
1999-03-31,,,,,,4184.0,1046081.0
1999-04-01,,,,,,4184.0,1046081.0
1999-04-13,,,,,,4686.0,1046081.0
1999-04-14,,,,,,4707.0,1046081.0
1999-04-15,,,,,,5272.0,1046081.0
1999-04-16,,,,,,5900.0,1046081.0
1999-04-19,,,,,,6601.0,1046081.0
1999-04-20,,,,,,6601.0,1046081.0
1999-04-23,,,,,,7385.0,1046081.0
1999-04-26,,,,,,7385.0,1046081.0
1999-04-27,,,,,,8264.0,1046081.0
1999-04-28,,,,,,8264.0,1046081.0
1999-05-11,,,,,,9247.0,1046081.0
1999-05-12,,,,,,10356.0,1046081.0
1999-05-13,,,,,,10356.0,1046081.0
1999-05-18,,,,,,11088.0,1046081.0
1999-05-19,,,,,,11088.0,1046081.0
1999-06-07,,,,,,12344.0,1046081.0
1999-06-08,,,,,,13599.0,1046081.0
1999-06-09,,,,,,13599.0,1046081.0
1999-06-10,,,,,,14854.0,1046081.0
1999-06-11,,,,,,14854.0,1046081.0
1999-06-14,,,,,,15587.0,1046081.0
1999-06-15,,,,,,17417.0,1046081.0
1999-06-16,,,,,,17417.0,1046081.0
1999-06-17,,,,,,19457.0,1046081.0
1999-06-18,,,,,,21758.0,1046081.0
1999-06-21,,,,,,24321.0,1046081.0
1999-06-22,,,,,,27198.0,1046081.0
1999-06-23,,,,,,30441.0,1046081.0
1999-06-24,,,,,,34050.0,1046081.0
1999-06-25,,,,,,34050.0,1046081.0
1999-07-07,,,,,,38130.0,1046081.0
1999-07-08,,,,,,42366.0,1046081.0
1999-07-09,,,,,,47074.0,1046081.0
1999-07-12,,,,,,52409.0,1046081.0
1999-07-13,,,,,,55442.0,1046081.0
1999-07-14,,,,,,62033.0,1046081.0
1999-07-15,,,,,,63811.0,1046081.0
1999-07-16,,,,,,63811.0,1046081.0
1999-07-19,,,,,,67995.0,1046081.0
1999-07-20,,,,,,67995.0,1046081.0
1999-07-21,,,,,,76155.0,1046081.0
1999-07-22,,,,,,76155.0,1046081.0
1999-08-10,,,,,,76364.0,1046081.0
1999-08-11,,,,,,77410.0,1046081.0
1999-08-12,,,,,,80548.0,1046081.0
1999-08-13,,,,,,80548.0,1046081.0
1999-10-04,,,,,,80548.0,2092162.0
1999-10-11,,,,,,80548.0,2092162.0
1999-11-17,,,,,,75318.0,2092162.0
1999-11-18,,,,,,75318.0,2092162.0
1999-11-23,,,,,,69041.0,2092162.0
1999-11-24,,,,,,69041.0,2092162.0
1999-11-25,,,,,,73226.0,2092162.0
1999-11-26,,,,,,73226.0,2092162.0
1999-12-09,,,,,,64439.0,2092162.0
1999-12-10,,,,,,57534.0,2092162.0
1999-12-13,,,,,,51049.0,2092162.0
1999-12-14,,,,,,44981.0,2092162.0
1999-12-15,,,,,,44981.0,2092162.0
1999-12-16,,,,,,39751.0,2092162.0
1999-12-17,,,,,,39751.0,2092162.0
1999-12-20,,,,,,35148.0,2092162.0
1999-12-21,,,,,,35148.0,2092162.0
1999-12-22,,,,,,31382.0,2092162.0
1999-12-23,,,,,,28244.0,2092162.0
1999-12-24,,,,,,25315.0,2092162.0
1999-12-27,,,,,,26361.0,2092162.0
1999-12-28,,,,,,26361.0,2092162.0
2000-01-06,,,,,,23223.0,2092162.0
2000-01-07,,,,,,20712.0,2092162.0
2000-01-10,,,,,,18411.0,2092162.0
2000-01-11,,,,,,18411.0,2092162.0
2017-06-30,18650.0,20100.0,18650.0,19050.0,6094806.0,1347178.0,70718000.0
2017-07-03,19200.0,19450.0,18400.0,18950.0,1197713.0,1340106.0,70718000.0
2017-07-04,18900.0,19050.0,18000.0,18050.0,1425684.0,1276460.0,70718000.0
2017-07-05,18050.0,18300.0,17800.0,17850.0,1000249.0,1262316.0,70718000.0
2017-07-06,17950.0,18250.0,17800.0,17950.0,664325.0,1269388.0,70718000.0
2017-07-07,18050.0,18500.0,17900.0,18250.0,819783.0,1290604.0,70718000.0
2017-07-10,18300.0,18350.0,17950.0,18150.0,346522.0,1283532.0,70718000.0
2017-07-11,18250.0,18300.0,18000.0,18100.0,335615.0,1279996.0,70718000.0
2017-07-12,18000.0,19000.0,18000.0,18600.0,1111485.0,1315355.0,70718000.0
2017-07-13,18900.0,19100.0,18600.0,19050.0,699745.0,1347178.0,70718000.0
2017-07-14,18950.0,19000.0,18450.0,18550.0,538280.0,1311819.0,70718000.0
2017-07-17,18700.0,18800.0,18050.0,18050.0,807151.0,1276460.0,70718000.0
2017-07-18,18050.0,18400.0,18000.0,18250.0,308424.0,1290604.0,70718000.0
2017-07-19,18400.0,18650.0,18350.0,18400.0,361224.0,1301211.0,70718000.0
