삼영이엔씨(065570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-06-14,5980,5980,5850,5980,2117,52624.0,8800000.0
2011-06-15,6000,6000,5910,5980,5090,52624.0,8800000.0
2011-06-16,5980,5980,5850,5930,9557,52184.0,8800000.0
2011-06-17,5930,5930,5800,5880,5787,51744.0,8800000.0
2011-06-20,5940,5940,5850,5890,1762,51832.0,8800000.0
2011-06-21,5730,5900,5730,5840,7063,51392.0,8800000.0
2011-06-22,5860,5860,5770,5820,4146,51216.0,8800000.0
2011-06-23,5770,5910,5740,5910,8242,52008.0,8800000.0
2011-06-24,5910,5920,5720,5880,9246,51744.0,8800000.0
2011-06-27,5780,5880,5760,5800,8331,51040.0,8800000.0
2011-06-28,5850,5860,5790,5860,6494,51568.0,8800000.0
2011-06-29,5900,5940,5870,5930,7348,52184.0,8800000.0
2011-06-30,5920,6090,5920,6050,8422,53240.0,8800000.0
2011-07-01,6080,6140,6000,6080,11975,53504.0,8800000.0
2011-07-04,6080,6140,6050,6080,2239,53504.0,8800000.0
2011-07-05,6080,6130,5950,6120,19735,53856.0,8800000.0
2011-07-06,6140,6150,6080,6140,5923,54032.0,8800000.0
2011-07-07,6170,6220,6070,6160,8130,54208.0,8800000.0
2011-07-08,6160,6160,6040,6130,7380,53944.0,8800000.0
2011-07-11,6070,6150,6030,6150,12143,54120.0,8800000.0
2011-07-12,6090,6150,5970,6150,17646,54120.0,8800000.0
2011-07-13,6140,6150,6000,6030,10909,53064.0,8800000.0
2011-07-14,5950,6120,5950,6100,6386,53680.0,8800000.0
2011-07-15,5970,6140,5970,6130,22409,53944.0,8800000.0
2011-07-18,6120,6280,6120,6280,37688,55264.0,8800000.0
2011-07-19,6280,6350,6200,6310,10707,55528.0,8800000.0
2011-07-20,6310,6340,6180,6250,18141,55000.0,8800000.0
2011-07-21,6300,6300,6180,6190,11121,54472.0,8800000.0
2011-07-22,6200,6300,6170,6300,21017,55440.0,8800000.0
2011-07-25,6300,6340,6240,6260,10423,55088.0,8800000.0
2011-07-26,6230,6310,6230,6300,18044,55440.0,8800000.0
2011-07-27,6470,6730,6300,6340,172864,55792.0,8800000.0
2011-07-28,6290,6370,6250,6370,47975,56056.0,8800000.0
2011-07-29,6340,6500,6340,6450,47668,56760.0,8800000.0
2011-08-01,6510,6510,6200,6360,30263,55968.0,8800000.0
2011-08-02,6330,6380,6310,6350,17023,55880.0,8800000.0
2011-08-03,6390,6390,6210,6320,34152,55616.0,8800000.0
2011-08-04,6430,6430,6300,6320,29016,55616.0,8800000.0
2011-08-05,6170,6200,6050,6130,46613,53944.0,8800000.0
2011-08-08,6090,6120,5710,6000,46917,52800.0,8800000.0
2011-08-09,5500,5990,5110,5880,65665,51744.0,8800000.0
2011-08-10,5890,6010,5740,5880,26322,51744.0,8800000.0
2011-08-11,5700,5780,5510,5780,24509,50864.0,8800000.0
2011-08-12,5790,5900,5700,5780,22538,50864.0,8800000.0
2011-08-16,5910,6000,5740,5820,46555,51216.0,8800000.0
2011-08-17,5800,5840,5650,5760,40262,50688.0,8800000.0
2011-08-18,5720,5720,5620,5660,49038,49808.0,8800000.0
2011-08-19,5590,5590,5390,5540,35351,48752.0,8800000.0
2011-08-22,5540,5540,5220,5240,47905,46112.0,8800000.0
2011-08-23,5240,5340,5180,5260,20011,46288.0,8800000.0
2011-08-24,5250,5460,5160,5350,38205,47080.0,8800000.0
2011-08-25,5300,5380,5240,5300,19283,46640.0,8800000.0
2011-08-26,5210,5320,5200,5240,15952,46112.0,8800000.0
2011-08-29,5310,5390,5270,5340,24195,46992.0,8800000.0
2011-08-30,5300,5380,5250,5250,31684,46200.0,8800000.0
2011-08-31,5250,5320,5210,5320,22817,46816.0,8800000.0
2011-09-01,5360,5440,5300,5300,20714,46640.0,8800000.0
2011-09-02,5270,5380,5270,5340,10950,46992.0,8800000.0
2011-09-05,5270,5280,5230,5230,8209,46024.0,8800000.0
2011-09-06,5220,5250,5150,5190,6167,45672.0,8800000.0
2011-09-07,5190,5290,5190,5210,4445,45848.0,8800000.0
2011-09-08,5200,5300,5200,5290,5690,46552.0,8800000.0
2011-09-09,5290,5340,5200,5280,2291,46464.0,8800000.0
2011-09-14,5290,5290,5200,5250,7241,46200.0,8800000.0
2011-09-15,5300,5300,5210,5280,12958,46464.0,8800000.0
2011-09-16,5290,5470,5290,5430,10101,47784.0,8800000.0
2011-09-19,5470,5480,5410,5440,6972,47872.0,8800000.0
2011-09-20,5450,5470,5370,5450,5495,47960.0,8800000.0
2011-09-21,5500,5570,5450,5570,7364,49016.0,8800000.0
2011-09-22,5540,5540,5370,5520,7400,48576.0,8800000.0
2011-09-23,5340,5680,5340,5560,15549,48928.0,8800000.0
2011-09-26,5450,5560,5220,5400,11019,47520.0,8800000.0
2011-09-27,5250,5470,5190,5450,10447,47960.0,8800000.0
2011-09-28,5470,5520,5250,5450,14747,47960.0,8800000.0
2011-09-29,5420,5440,5300,5400,4668,47520.0,8800000.0
2011-09-30,5470,5470,5280,5390,1990,47432.0,8800000.0
2011-10-04,5230,5300,5110,5300,22290,46640.0,8800000.0
2011-10-05,5130,5260,5090,5260,14425,46288.0,8800000.0
2011-10-06,5290,5290,5190,5260,8675,46288.0,8800000.0
2011-10-07,5300,5300,5180,5250,15446,46200.0,8800000.0
2011-10-10,5840,6030,5610,5740,501241,50512.0,8800000.0
2011-10-11,5790,5790,5500,5720,105385,50336.0,8800000.0
2011-10-12,5720,5830,5660,5830,46136,51304.0,8800000.0
2011-10-13,5970,5970,5700,5730,30672,50424.0,8800000.0
2011-10-14,5760,5760,5600,5630,15212,49544.0,8800000.0
2011-10-17,5650,5760,5600,5630,29731,49544.0,8800000.0
2011-10-18,5600,5650,5510,5560,19802,48928.0,8800000.0
2011-10-19,5610,5690,5520,5620,32127,49456.0,8800000.0
2011-10-20,5620,5810,5550,5660,58990,49808.0,8800000.0
2011-10-21,5900,5900,5600,5680,48984,49984.0,8800000.0
2011-10-24,5700,5750,5650,5690,18859,50072.0,8800000.0
2011-10-25,5750,5850,5690,5740,16323,50512.0,8800000.0
2011-10-26,5680,5780,5660,5780,21311,50864.0,8800000.0
2011-10-27,5830,5830,5700,5800,22078,51040.0,8800000.0
2011-10-28,5830,5850,5740,5760,19748,50688.0,8800000.0
2011-10-31,5790,6100,5790,5800,63368,51040.0,8800000.0
2011-11-01,5850,5910,5800,5850,25033,51480.0,8800000.0
2011-11-02,5700,5850,5700,5830,16800,51304.0,8800000.0
2011-11-03,5800,5890,5800,5800,22368,51040.0,8800000.0
2011-11-04,6000,6040,5910,5910,49675,52008.0,8800000.0
2011-11-07,5980,6000,5800,5880,22406,51744.0,8800000.0
2011-11-08,5980,5980,5850,5880,12860,51744.0,8800000.0
2011-11-09,5890,6080,5880,6000,33222,52800.0,8800000.0
2011-11-10,5800,5890,5770,5890,11102,51832.0,8800000.0
2011-11-11,5880,5950,5800,5820,9265,51216.0,8800000.0
2011-11-14,5820,5950,5820,5900,9259,51920.0,8800000.0
2011-11-15,5930,5930,5830,5910,4328,52008.0,8800000.0
2011-11-16,5950,5970,5850,5850,15951,51480.0,8800000.0
2011-11-17,5850,5890,5780,5870,12183,51656.0,8800000.0
2011-11-18,5850,5860,5750,5820,13570,51216.0,8800000.0
2011-11-21,5780,5820,5750,5760,11690,50688.0,8800000.0
2011-11-22,5710,5810,5710,5780,7826,50864.0,8800000.0
2011-11-23,5780,5840,5700,5840,17263,51392.0,8800000.0
2011-11-24,5840,5850,5710,5840,7018,51392.0,8800000.0
2011-11-25,5870,5870,5740,5820,4594,51216.0,8800000.0
2011-11-28,5760,5890,5740,5790,6743,50952.0,8800000.0
2011-11-29,5810,5890,5790,5890,7882,51832.0,8800000.0
2011-11-30,5940,5940,5800,5840,2742,51392.0,8800000.0
2011-12-01,5940,5940,5800,5850,16060,51480.0,8800000.0
2011-12-02,5850,5900,5810,5890,19109,51832.0,8800000.0
2011-12-05,5900,6180,5900,6130,46645,53944.0,8800000.0
2011-12-06,6140,6200,6080,6130,24748,53944.0,8800000.0
2011-12-07,6150,6320,6110,6300,53612,55440.0,8800000.0
2011-12-08,6200,6450,6200,6310,41466,55528.0,8800000.0
2011-12-09,6420,6420,6140,6240,13659,54912.0,8800000.0
2011-12-12,6270,6330,6100,6200,14774,54560.0,8800000.0
2011-12-13,6200,6200,6060,6150,9049,54120.0,8800000.0
2011-12-14,6150,6150,6020,6140,10505,54032.0,8800000.0
2011-12-15,6030,6120,6010,6080,6258,53504.0,8800000.0
2011-12-16,6090,6100,5980,6060,9758,53328.0,8800000.0
2011-12-19,6080,6880,5750,6140,258712,54032.0,8800000.0
2011-12-20,6290,6290,5900,5950,55399,52360.0,8800000.0
2011-12-21,6120,6120,5940,5990,25922,52712.0,8800000.0
2011-12-22,5990,6100,5960,6090,29121,53592.0,8800000.0
2011-12-23,6090,6090,6000,6030,19453,53064.0,8800000.0
2011-12-26,6030,6190,5990,6040,35107,53152.0,8800000.0
2011-12-27,6150,6150,6020,6040,21525,53152.0,8800000.0
2011-12-28,5990,6070,5860,6030,20721,53064.0,8800000.0
2011-12-29,6030,6030,5840,5900,12217,51920.0,8800000.0
2012-01-02,6070,6240,6000,6100,35447,53680.0,8800000.0
2012-01-03,5800,6110,5800,6100,33734,53680.0,8800000.0
2012-01-04,6100,6120,6020,6020,5016,52976.0,8800000.0
2012-01-05,6020,6090,5930,5960,15631,52448.0,8800000.0
2012-01-06,5960,6110,5960,6030,19224,53064.0,8800000.0
2012-01-09,6030,6070,5880,5990,40570,52712.0,8800000.0
2012-01-10,5990,6040,5890,5930,22927,52184.0,8800000.0
2012-01-11,5990,6000,5890,5890,20092,51832.0,8800000.0
2012-01-12,5890,6000,5880,5920,10054,52096.0,8800000.0
2012-01-13,5980,5980,5890,5920,4273,52096.0,8800000.0
2012-01-16,6010,6010,5880,5940,2964,52272.0,8800000.0
2012-01-17,5900,5970,5850,5860,15197,51568.0,8800000.0
2012-01-18,5870,6000,5830,5830,11609,51304.0,8800000.0
2012-01-19,5940,5940,5830,5860,8741,51568.0,8800000.0
2012-01-20,5860,5860,5780,5790,8149,50952.0,8800000.0
2012-01-25,5840,5880,5750,5780,9975,50864.0,8800000.0
2012-01-26,5770,5840,5760,5810,10147,51128.0,8800000.0
2012-01-27,5800,5850,5760,5840,9761,51392.0,8800000.0
2012-01-30,5860,5860,5790,5840,2645,51392.0,8800000.0
2012-01-31,5880,5940,5810,5890,6001,51832.0,8800000.0
2012-02-01,5890,5940,5800,5800,11047,51040.0,8800000.0
2012-02-02,5870,5870,5800,5830,15842,51304.0,8800000.0
2012-02-03,5850,5850,5780,5820,4837,51216.0,8800000.0
2012-02-06,5850,5850,5790,5840,13024,51392.0,8800000.0
2012-02-07,5830,5860,5780,5800,5047,51040.0,8800000.0
2012-02-08,5810,5850,5770,5850,18024,51480.0,8800000.0
2012-02-09,5810,5940,5800,5930,9865,52184.0,8800000.0
2012-02-10,5950,5950,5850,5860,49975,51568.0,8800000.0
2012-02-13,5870,5920,5860,5900,22272,51920.0,8800000.0
2012-02-14,5900,5930,5860,5880,11823,51744.0,8800000.0
2012-02-15,5920,5960,5880,5930,29967,52184.0,8800000.0
2012-02-16,5930,5960,5850,5880,17677,51744.0,8800000.0
2012-02-17,5950,6170,5920,6070,42060,53416.0,8800000.0
2012-02-20,6120,6220,6040,6150,34904,54120.0,8800000.0
2012-02-21,6190,6230,6110,6200,20646,54560.0,8800000.0
2012-02-22,6200,6200,6080,6080,16550,53504.0,8800000.0
2012-02-23,6120,6330,6050,6230,68498,54824.0,8800000.0
2012-02-24,6250,6980,6230,6600,247017,58080.0,8800000.0
2012-02-27,7590,7590,6400,6400,2258794,56320.0,8800000.0
2012-02-28,6300,6460,6010,6110,739164,53768.0,8800000.0
2012-02-29,6230,6530,6150,6450,415943,56760.0,8800000.0
2012-03-02,6490,6610,6340,6410,215010,56408.0,8800000.0
2012-03-05,6350,6550,6340,6340,145010,55792.0,8800000.0
2012-03-06,6250,6480,6100,6480,199185,57024.0,8800000.0
2012-03-07,6400,6830,6300,6800,231005,59840.0,8800000.0
2012-03-08,6750,6880,6570,6750,137285,59400.0,8800000.0
2012-03-09,6850,6870,6600,6650,74286,58520.0,8800000.0
2012-03-12,6600,6680,6370,6420,121781,56496.0,8800000.0
2012-03-13,6420,6720,6370,6720,113711,59136.0,8800000.0
2012-03-14,6720,6730,6400,6520,178977,57376.0,8800000.0
2012-03-15,6630,6640,6400,6570,121520,57816.0,8800000.0
2012-03-16,6580,6580,6390,6390,86761,56232.0,8800000.0
2012-03-19,6380,6470,6160,6350,94157,55880.0,8800000.0
2012-03-20,6380,6380,6190,6200,71925,54560.0,8800000.0
2012-03-21,6150,6280,6150,6180,50880,54384.0,8800000.0
2012-03-22,6240,6340,6170,6180,94792,54384.0,8800000.0
2012-03-23,6250,6250,6080,6200,52136,54560.0,8800000.0
2012-03-26,6240,6250,6110,6200,47639,54560.0,8800000.0
2012-03-27,6150,6210,6100,6140,49135,54032.0,8800000.0
2012-03-28,6140,6220,6020,6080,48533,53504.0,8800000.0
2012-03-29,6120,6120,5900,6000,64715,52800.0,8800000.0
2012-03-30,6000,6130,5920,6050,34520,53240.0,8800000.0
2012-04-02,6020,6200,6020,6170,25598,54296.0,8800000.0
2012-04-03,6200,6230,6110,6180,33603,54384.0,8800000.0
2012-04-04,6230,6400,6140,6210,147000,54648.0,8800000.0
2012-04-05,6130,6270,6110,6160,65255,54208.0,8800000.0
2012-04-06,6160,6200,6050,6120,39271,53856.0,8800000.0
2012-04-09,6060,6200,5930,5970,89362,52536.0,8800000.0
2012-04-10,5980,6040,5780,5930,67079,52184.0,8800000.0
2012-04-12,5900,5900,5750,5820,69435,51216.0,8800000.0
2012-04-13,5920,6040,5880,5950,47117,52360.0,8800000.0
2012-04-16,5910,6050,5900,5980,24941,52624.0,8800000.0
2012-04-17,5900,6030,5900,6030,24887,53064.0,8800000.0
2012-04-18,6040,6050,5970,6000,17906,52800.0,8800000.0
2012-04-19,6000,6000,5910,5950,23410,52360.0,8800000.0
2012-04-20,5960,6010,5950,6000,24877,52800.0,8800000.0
2012-04-23,6020,6120,5990,6070,34318,53416.0,8800000.0
2012-04-24,6090,6090,5980,6040,15540,53152.0,8800000.0
2012-04-25,6070,6070,5910,6020,29475,52976.0,8800000.0
2012-04-26,6010,6030,5850,5940,26471,52272.0,8800000.0
2012-04-27,5940,5980,5900,5940,11453,52272.0,8800000.0
2012-04-30,6100,6100,5970,6000,26454,52800.0,8800000.0
2012-05-02,5950,6070,5950,6050,29122,53240.0,8800000.0
2012-05-03,5980,6100,5980,6060,19415,53328.0,8800000.0
2012-05-04,6060,6080,6000,6080,28693,53504.0,8800000.0
2012-05-07,6080,6440,6080,6240,57122,54912.0,8800000.0
2012-05-08,6280,6460,6140,6430,108867,56584.0,8800000.0
2012-05-09,6470,6470,6250,6350,31636,55880.0,8800000.0
2012-05-10,6310,6360,6280,6320,18115,55616.0,8800000.0
2012-05-11,6310,6500,6220,6370,99143,56056.0,8800000.0
2012-05-14,6400,6960,6400,6520,408221,57376.0,8800000.0
2012-05-15,6380,6430,6140,6250,124541,55000.0,8800000.0
2012-05-16,6230,6240,5930,5990,122328,52712.0,8800000.0
2012-05-17,5960,6070,5950,6000,40687,52800.0,8800000.0
2012-05-18,5940,5940,5730,5750,77482,50600.0,8800000.0
2012-05-21,5770,5920,5650,5920,37618,52096.0,8800000.0
2012-05-22,5930,6040,5830,5860,31186,51568.0,8800000.0
2012-05-23,5900,5900,5760,5830,36093,51304.0,8800000.0
2012-05-24,5830,5850,5740,5800,22005,51040.0,8800000.0
2012-05-25,5800,5880,5750,5870,18415,51656.0,8800000.0
2012-05-29,5810,5940,5800,5840,29751,51392.0,8800000.0
2012-05-30,5820,5870,5780,5800,32780,51040.0,8800000.0
2012-05-31,5800,5890,5790,5830,28351,51304.0,8800000.0
2012-06-01,5830,5990,5830,5950,30906,52360.0,8800000.0
2012-06-04,5830,5910,5670,5730,30080,50424.0,8800000.0
2012-06-05,5730,5850,5720,5790,29508,50952.0,8800000.0
2012-06-07,5840,5890,5780,5780,63610,50864.0,8800000.0
2012-06-08,5860,5860,5740,5770,58205,50776.0,8800000.0
2012-06-11,5800,6000,5770,5900,42190,51920.0,8800000.0
2012-06-12,5900,5970,5890,5960,17284,52448.0,8800000.0
2012-06-13,5840,5990,5840,5970,15487,52536.0,8800000.0
2012-06-14,5920,5980,5880,5910,7759,52008.0,8800000.0
2012-06-15,5920,5920,5790,5800,19430,51040.0,8800000.0
2012-06-18,5880,5930,5850,5870,23999,51656.0,8800000.0
2012-06-19,5830,6060,5800,6050,52626,53240.0,8800000.0
2012-06-20,5940,6190,5940,6130,38009,53944.0,8800000.0
2012-06-21,6150,6170,6030,6090,31794,53592.0,8800000.0
2012-06-22,6010,6030,5910,5940,20823,52272.0,8800000.0
2012-06-25,5940,6110,5900,6100,25883,53680.0,8800000.0
2012-06-26,6040,6180,5950,6010,19763,52888.0,8800000.0
2012-06-27,6090,6090,5940,6050,14633,53240.0,8800000.0
2012-06-28,6020,6090,6000,6050,16001,53240.0,8800000.0
2012-06-29,6080,6100,6000,6050,23160,53240.0,8800000.0
2012-07-02,6050,6380,6000,6280,66432,55264.0,8800000.0
2012-07-03,6210,6330,6140,6260,44329,55088.0,8800000.0
2012-07-04,6270,6280,6190,6190,19507,54472.0,8800000.0
2012-07-05,6230,6230,6130,6180,8785,54384.0,8800000.0
2012-07-06,6150,6190,6080,6120,14199,53856.0,8800000.0
2012-07-09,6130,6350,6100,6200,45504,54560.0,8800000.0
2012-07-10,6200,6260,6100,6200,15460,54560.0,8800000.0
2012-07-11,6150,6210,6080,6130,25152,53944.0,8800000.0
2012-07-12,6150,6200,6050,6050,15849,53240.0,8800000.0
2012-07-13,6130,6130,5990,6110,37447,53768.0,8800000.0
2012-07-16,6140,6240,6020,6020,49289,52976.0,8800000.0
2012-07-17,6100,6160,6020,6030,23695,53064.0,8800000.0
2012-07-18,6070,6100,5940,6100,32444,53680.0,8800000.0
2012-07-19,6100,6170,6050,6160,19286,54208.0,8800000.0
2012-07-20,6170,6480,6160,6280,107139,55264.0,8800000.0
2012-07-23,6320,6330,6150,6260,34419,55088.0,8800000.0
2012-07-24,6210,6250,6000,6130,17763,53944.0,8800000.0
2012-07-25,5960,6550,5960,6310,89445,55528.0,8800000.0
2012-07-26,6270,6460,6240,6250,40838,55000.0,8800000.0
2012-07-27,6450,6450,6270,6300,32183,55440.0,8800000.0
2012-07-30,6370,6370,6230,6240,14583,54912.0,8800000.0
2012-07-31,6350,6350,6130,6230,15791,54824.0,8800000.0
2012-08-01,6230,6350,6100,6290,20636,55352.0,8800000.0
2012-08-02,6310,6550,6260,6500,80283,57200.0,8800000.0
2012-08-03,6450,6520,6290,6350,37687,55880.0,8800000.0
2012-08-06,6360,6550,6340,6500,36574,57200.0,8800000.0
2012-08-07,6420,6540,6400,6400,20304,56320.0,8800000.0
2012-08-08,6420,6520,6290,6370,37089,56056.0,8800000.0
2012-08-09,6380,6400,6270,6360,23393,55968.0,8800000.0
2012-08-10,6390,6390,6260,6280,27606,55264.0,8800000.0
2012-08-13,6370,6370,6280,6320,16260,55616.0,8800000.0
2012-08-14,6320,6390,6250,6340,13232,55792.0,8800000.0
2012-08-16,6340,6470,6280,6310,33280,55528.0,8800000.0
2012-08-17,6280,6370,6250,6330,22983,55704.0,8800000.0
2012-08-20,6330,6390,6210,6340,29605,55792.0,8800000.0
2012-08-21,6340,6530,6340,6430,35640,56584.0,8800000.0
2012-08-22,6430,6680,6400,6600,57980,58080.0,8800000.0
2012-08-23,6620,6630,6520,6570,24874,57816.0,8800000.0
2012-08-24,6510,6610,6440,6460,29505,56848.0,8800000.0
2012-08-27,6420,6470,6350,6420,34873,56496.0,8800000.0
2012-08-28,6400,6480,6320,6400,31664,56320.0,8800000.0
2012-08-29,6400,6550,6370,6510,37071,57288.0,8800000.0
2012-08-30,6550,6700,6450,6570,55710,57816.0,8800000.0
2012-08-31,6600,6660,6460,6460,23685,56848.0,8800000.0
2012-09-03,6590,6600,6390,6390,26889,56232.0,8800000.0
2012-09-04,6420,6490,6350,6460,89654,56848.0,8800000.0
2012-09-05,6430,6580,6430,6460,69344,56848.0,8800000.0
2012-09-06,6460,6570,6410,6540,22560,57552.0,8800000.0
2012-09-07,6540,7050,6540,6880,258780,60544.0,8800000.0
2012-09-10,6800,6890,6710,6730,36603,59224.0,8800000.0
2012-09-11,6740,6900,6650,6740,37230,59312.0,8800000.0
2012-09-12,6780,6920,6720,6860,35666,60368.0,8800000.0
2012-09-13,6810,6880,6770,6840,21670,60192.0,8800000.0
2012-09-14,6890,6890,6730,6800,27010,59840.0,8800000.0
2012-09-17,6760,6800,6700,6740,15342,59312.0,8800000.0
2012-09-18,6750,6780,6630,6770,20204,59576.0,8800000.0
2012-09-19,6800,6820,6670,6790,12025,59752.0,8800000.0
2012-09-20,6720,6760,6650,6680,41233,58784.0,8800000.0
2012-09-21,6680,6770,6640,6730,24101,59224.0,8800000.0
2012-09-24,6730,6940,6730,6740,69535,59312.0,8800000.0
2012-09-25,6800,6890,6650,6670,56037,58696.0,8800000.0
2012-09-26,6650,6720,6480,6500,57370,57200.0,8800000.0
2012-09-27,6450,6570,6440,6460,31749,56848.0,8800000.0
2012-09-28,6490,6530,6420,6500,31109,57200.0,8800000.0
2012-10-02,6560,6690,6480,6680,65400,58784.0,8800000.0
2012-10-04,6690,6840,6610,6810,26711,59928.0,8800000.0
2012-10-05,6810,6840,6750,6810,20647,59928.0,8800000.0
2012-10-08,6770,6900,6730,6880,18166,60544.0,8800000.0
2012-10-09,6880,6920,6750,6870,34444,60456.0,8800000.0
2012-10-10,6770,6890,6770,6870,13344,60456.0,8800000.0
2012-10-11,6840,6900,6780,6870,16992,60456.0,8800000.0
2012-10-12,6810,6880,6690,6850,17953,60280.0,8800000.0
2012-10-15,6780,6860,6520,6600,31049,58080.0,8800000.0
2012-10-16,6600,6820,6600,6770,14618,59576.0,8800000.0
2012-10-17,6770,6900,6740,6800,16574,59840.0,8800000.0
2012-10-18,6800,6840,6610,6820,21093,60016.0,8800000.0
2012-10-19,6800,6960,6630,6880,30738,60544.0,8800000.0
2012-10-22,6810,7250,6810,7170,124948,63096.0,8800000.0
2012-10-23,7230,7240,7050,7070,37278,62216.0,8800000.0
2012-10-24,7070,7440,7070,7110,101023,62568.0,8800000.0
2012-10-25,7250,7250,7060,7110,32180,62568.0,8800000.0
2012-10-26,7070,7270,6880,6910,85717,60808.0,8800000.0
2012-10-29,6910,7060,6750,6950,35962,61160.0,8800000.0
2012-10-30,7020,7030,6800,6850,24080,60280.0,8800000.0
2012-10-31,6820,7000,6760,7000,88329,61600.0,8800000.0
2012-11-01,7000,7020,6900,7000,19810,61600.0,8800000.0
2012-11-02,7020,7120,6950,7110,28963,62568.0,8800000.0
2012-11-05,7030,7120,6990,7090,24043,62392.0,8800000.0
2012-11-06,7050,7410,7050,7240,58329,63712.0,8800000.0
2012-11-07,7300,7330,7200,7250,21555,63800.0,8800000.0
2012-11-08,7220,7270,7120,7180,27586,63184.0,8800000.0
2012-11-09,7180,7180,7010,7010,42458,61688.0,8800000.0
2012-11-12,6970,7170,6970,7140,20014,62832.0,8800000.0
2012-11-13,7070,7200,7060,7150,20565,62920.0,8800000.0
2012-11-14,7070,7230,7050,7080,32429,62304.0,8800000.0
2012-11-15,7130,7130,6970,7090,24411,62392.0,8800000.0
2012-11-16,7040,7150,7010,7130,13963,62744.0,8800000.0
2012-11-19,7100,7290,7100,7250,23542,63800.0,8800000.0
2012-11-20,7270,7300,7190,7240,22343,63712.0,8800000.0
2012-11-21,7260,7260,7090,7110,25562,62568.0,8800000.0
2012-11-22,7280,7460,7110,7220,81947,63536.0,8800000.0
2012-11-23,7340,7340,7160,7280,27190,64064.0,8800000.0
2012-11-26,7330,7340,7220,7300,30319,64240.0,8800000.0
2012-11-27,7300,7500,7230,7400,46236,65120.0,8800000.0
2012-11-28,7410,7410,7290,7370,12604,64856.0,8800000.0
2012-11-29,7370,7470,7320,7370,18667,64856.0,8800000.0
2012-11-30,7340,7440,7310,7360,17189,64768.0,8800000.0
2012-12-03,7360,7570,7360,7470,42182,65736.0,8800000.0
2012-12-04,7520,7550,7370,7440,46895,65472.0,8800000.0
2012-12-05,7440,7520,7390,7490,23049,65912.0,8800000.0
2012-12-06,7540,7540,7360,7420,24315,65296.0,8800000.0
2012-12-07,7420,7490,7340,7420,17403,65296.0,8800000.0
2012-12-10,7450,7450,7340,7430,16253,65384.0,8800000.0
2012-12-11,7430,7460,7340,7420,6716,65296.0,8800000.0
2012-12-12,7410,7410,7280,7370,17710,64856.0,8800000.0
2012-12-13,7370,7370,7240,7360,26701,64768.0,8800000.0
2012-12-14,7340,7400,7290,7360,10158,64768.0,8800000.0
2012-12-17,7350,7420,7270,7270,20077,63976.0,8800000.0
2012-12-18,7250,7330,7200,7300,14005,64240.0,8800000.0
2012-12-20,7260,7300,7180,7240,25389,63712.0,8800000.0
2012-12-21,7330,7330,7070,7190,26713,63272.0,8800000.0
2012-12-24,7140,7240,7120,7230,11571,63624.0,8800000.0
2012-12-26,7250,7440,7180,7300,27374,64240.0,8800000.0
2012-12-27,7340,7350,7180,7290,18674,64152.0,8800000.0
2012-12-28,7210,7280,7150,7170,20794,63096.0,8800000.0
2013-01-02,7190,7200,7070,7120,18952,62656.0,8800000.0
2013-01-03,7110,7150,6990,6990,24234,61512.0,8800000.0
2013-01-04,6940,7000,6910,6910,32465,60808.0,8800000.0
2013-01-07,6910,6940,6830,6900,21246,60720.0,8800000.0
2013-01-08,6920,7130,6900,7030,22273,61864.0,8800000.0
2013-01-09,7030,7110,7000,7060,10132,62128.0,8800000.0
2013-01-10,7100,7110,7000,7080,19224,62304.0,8800000.0
2013-01-11,7070,7140,7070,7120,10898,62656.0,8800000.0
2013-01-14,7120,7120,7020,7070,6863,62216.0,8800000.0
2013-01-15,7070,7120,7000,7070,10265,62216.0,8800000.0
2013-01-16,7090,7090,7000,7060,10415,62128.0,8800000.0
2013-01-17,7040,7110,6970,7030,14373,61864.0,8800000.0
2013-01-18,7080,7080,6910,7050,43499,62040.0,8800000.0
2013-01-21,7070,7070,6920,6980,6955,61424.0,8800000.0
2013-01-22,6980,7040,6940,6950,6954,61160.0,8800000.0
2013-01-23,6890,6980,6890,6950,13261,61160.0,8800000.0
2013-01-24,6900,6960,6890,6900,11355,60720.0,8800000.0
2013-01-25,6950,6950,6800,6800,8111,59840.0,8800000.0
2013-01-28,6880,6880,6740,6780,14200,59664.0,8800000.0
2013-01-29,6840,6840,6700,6770,13985,59576.0,8800000.0
2013-01-30,6840,6840,6600,6640,15202,58432.0,8800000.0
2013-01-31,6600,6700,6590,6640,16375,58432.0,8800000.0
2013-02-01,6600,6730,6600,6720,11830,59136.0,8800000.0
2013-02-04,6710,6940,6700,6880,20717,60544.0,8800000.0
2013-02-05,6850,6940,6800,6910,15844,60808.0,8800000.0
2013-02-06,6870,6950,6850,6950,12040,61160.0,8800000.0
2013-02-07,6950,6990,6820,6950,8597,61160.0,8800000.0
2013-02-08,7000,7000,6880,6950,7095,61160.0,8800000.0
2013-02-12,6990,6990,6820,6970,5868,61336.0,8800000.0
2013-02-13,6940,6980,6850,6880,13521,60544.0,8800000.0
2013-02-14,6880,6920,6820,6890,7766,60632.0,8800000.0
2013-02-15,6900,6930,6840,6910,3859,60808.0,8800000.0
2013-02-18,6880,6890,6790,6850,13468,60280.0,8800000.0
2013-02-19,6890,6890,6790,6850,13329,60280.0,8800000.0
2013-02-20,6900,7000,6860,6920,9003,60896.0,8800000.0
