포티스(141020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-03-13,2520,2540,2472,2473,39979,24615.0,4977833.0
2013-03-14,2472,2545,2465,2465,98446,24541.0,4977833.0
2013-03-15,2495,2495,2465,2488,41282,24765.0,4977833.0
2013-03-18,2460,2460,2390,2390,85993,23794.0,4977833.0
2013-03-19,2390,2462,2375,2428,73170,24167.0,4977833.0
2013-03-20,2450,2450,2280,2370,46338,23595.0,4977833.0
2013-03-21,2395,2395,2325,2333,54999,23222.0,4977833.0
2013-03-22,2350,2400,2325,2400,40439,23894.0,4977833.0
2013-03-25,2395,2422,2355,2370,33319,23595.0,4977833.0
2013-03-26,2370,2520,2357,2515,233346,25038.0,4977833.0
2013-03-27,2525,2535,2472,2525,75219,25138.0,4977833.0
2013-03-28,2525,2620,2487,2580,432375,25686.0,4977833.0
2013-03-29,2595,2610,2515,2550,111022,25387.0,4977833.0
2013-04-01,2565,2565,2490,2525,86059,25138.0,4977833.0
2013-04-02,2525,2540,2472,2498,113945,24864.0,4977833.0
2013-04-03,2497,2535,2380,2413,98519,24018.0,4977833.0
2013-04-04,2412,2412,2250,2330,116694,23197.0,4977833.0
2013-04-05,2310,2340,2255,2260,63752,22500.0,4977833.0
2013-04-08,2260,2277,2200,2210,69494,22002.0,4977833.0
2013-04-09,2170,2235,2162,2193,44346,21828.0,4977833.0
2013-04-10,2217,2245,2170,2243,59991,22326.0,4977833.0
2013-04-11,2385,2565,2335,2348,265323,23371.0,4977833.0
2013-04-12,2330,2345,2265,2265,70418,22550.0,4977833.0
2013-04-15,2300,2300,2222,2233,79832,22226.0,4977833.0
2013-04-16,2210,2232,2192,2223,36588,22126.0,4977833.0
2013-04-17,2227,2345,2215,2253,119715,22425.0,4977833.0
2013-04-18,2250,2307,2237,2290,112511,22798.0,4977833.0
2013-04-19,2277,2310,2245,2260,79418,22500.0,4977833.0
2013-04-22,2235,2335,2235,2250,56903,22400.0,4977833.0
2013-04-23,2250,2277,2245,2273,54010,22624.0,4977833.0
2013-04-24,2300,2300,2265,2270,41544,22599.0,4977833.0
2013-04-25,2290,2365,2245,2333,134200,23222.0,4977833.0
2013-04-26,2335,2390,2310,2325,201786,23147.0,4977833.0
2013-04-29,2330,2405,2315,2378,108740,23670.0,4977833.0
2013-04-30,2400,2410,2332,2363,141040,23520.0,4977833.0
2013-05-02,2350,2390,2330,2338,52261,23271.0,4977833.0
2013-05-03,2357,2382,2295,2375,256737,23645.0,4977833.0
2013-05-06,2375,2570,2375,2488,283242,24765.0,4977833.0
2013-05-07,2545,2680,2515,2555,367463,25437.0,4977833.0
2013-05-08,2560,2670,2555,2640,265593,26283.0,4977833.0
2013-05-09,2695,2725,2620,2620,154236,26084.0,4977833.0
2013-05-10,2620,2665,2555,2600,133389,25885.0,4977833.0
2013-05-13,2475,2565,2360,2360,682544,23495.0,4977833.0
2013-05-14,2327,2347,2245,2260,315452,22500.0,4977833.0
2013-05-15,2242,2292,2242,2278,81434,22674.0,4977833.0
2013-05-16,2257,2287,2242,2285,83912,22749.0,4977833.0
2013-05-20,2267,2300,2260,2260,39149,22500.0,4977833.0
2013-05-21,2260,2287,2260,2280,42066,22699.0,4977833.0
2013-05-22,2297,2305,2250,2303,39289,22923.0,4977833.0
2013-05-23,2350,2475,2350,2425,392625,24142.0,4977833.0
2013-05-24,2457,2497,2382,2445,136784,24342.0,4977833.0
2013-05-27,2465,2500,2450,2500,123184,24889.0,4977833.0
2013-05-28,2510,2540,2472,2510,93233,24989.0,4977833.0
2013-05-29,2505,2510,2472,2500,65205,24889.0,4977833.0
2013-05-30,2500,2500,2462,2490,38953,24790.0,4977833.0
2013-05-31,2475,2490,2400,2475,53657,24640.0,4977833.0
2013-06-03,2475,2490,2420,2420,20173,24093.0,4977833.0
2013-06-04,2420,2440,2330,2360,31336,23495.0,4977833.0
2013-06-05,2355,2415,2325,2375,13182,23645.0,4977833.0
2013-06-07,2415,2415,2305,2305,25647,22948.0,4977833.0
2013-06-10,2262,2385,2255,2365,22218,23545.0,4977833.0
2013-06-11,2395,2415,2315,2415,20608,24043.0,4977833.0
2013-06-12,2420,2420,2325,2365,17498,23545.0,4977833.0
2013-06-13,2365,2387,2300,2345,33347,23346.0,4977833.0
2013-06-14,2335,2425,2297,2323,16626,23122.0,4977833.0
2013-06-17,2260,2322,2200,2208,54923,21977.0,4977833.0
2013-06-18,2245,2295,2185,2220,14948,22102.0,4977833.0
2013-06-19,2272,2272,2192,2225,27537,22151.0,4977833.0
2013-06-20,2190,2555,2190,2555,43678,25437.0,4977833.0
2013-06-21,2420,2420,2300,2300,70208,22898.0,4977833.0
2013-06-24,2307,2307,2250,2250,14939,22400.0,4977833.0
2013-06-25,2240,2335,2060,2335,39131,23246.0,4977833.0
2013-06-26,2325,2387,2250,2375,22047,23645.0,4977833.0
2013-06-27,2377,2410,2325,2408,33305,23968.0,4977833.0
2013-06-28,2425,2425,2345,2410,17205,23993.0,4977833.0
2013-07-01,2410,2447,2360,2365,18630,23545.0,4977833.0
2013-07-02,2357,2430,2307,2373,14973,23620.0,4977833.0
2013-07-03,2390,2390,2332,2350,6110,23396.0,4977833.0
2013-07-04,2375,2375,2272,2310,22947,22998.0,4977833.0
2013-07-05,2310,2360,2290,2350,19500,23396.0,4977833.0
2013-07-08,2367,2367,2300,2355,13232,23446.0,4977833.0
2013-07-09,2335,2395,2335,2373,8386,23620.0,4977833.0
2013-07-10,2375,2407,2350,2365,19104,23545.0,4977833.0
2013-07-11,2365,2397,2347,2348,9989,23371.0,4977833.0
2013-07-12,2360,2372,2332,2350,12868,23396.0,4977833.0
2013-07-15,2362,2365,2320,2345,8120,23346.0,4977833.0
2013-07-16,2355,2355,2317,2343,7979,23321.0,4977833.0
2013-07-17,2350,2350,2312,2335,5353,23246.0,4977833.0
2013-07-18,2335,2347,2287,2305,18186,22948.0,4977833.0
2013-07-19,2305,2315,2250,2280,23468,22699.0,4977833.0
2013-07-22,2250,2315,2250,2275,8562,22649.0,4977833.0
2013-07-23,2307,2307,2260,2298,9461,22873.0,4977833.0
2013-07-24,2305,2312,2275,2303,11237,22923.0,4977833.0
2013-07-25,2315,2315,2220,2293,21887,22823.0,4977833.0
2013-07-26,2240,2292,2232,2275,18555,22649.0,4977833.0
2013-07-29,2292,2292,2175,2265,8351,22550.0,4977833.0
2013-07-30,2280,2280,2150,2175,38485,21654.0,4977833.0
2013-07-31,2175,2227,2155,2175,31128,21654.0,4977833.0
2013-08-01,2197,2257,2177,2245,13032,22350.0,4977833.0
2013-08-02,2227,2372,2227,2255,4051,22450.0,4977833.0
2013-08-05,2295,2295,2235,2268,4901,22574.0,4977833.0
2013-08-06,2250,2275,2235,2250,11222,22400.0,4977833.0
2013-08-07,2250,2250,2175,2195,16249,21853.0,4977833.0
2013-08-08,2205,2207,2167,2208,5397,21977.0,4977833.0
2013-08-09,2230,2230,2185,2200,8211,21902.0,4977833.0
2013-08-12,2175,2225,2175,2200,8513,21902.0,4977833.0
2013-08-13,2200,2222,2092,2220,35521,22102.0,4977833.0
2013-08-14,2245,2245,2197,2215,2111,22052.0,4977833.0
2013-08-16,2192,2217,2150,2170,6516,21604.0,4977833.0
2013-08-19,2150,2180,2120,2125,18512,21156.0,4977833.0
2013-08-20,2135,2240,2090,2220,42015,22102.0,4977833.0
2013-08-21,2207,2230,2132,2183,10844,21728.0,4977833.0
2013-08-22,2172,2210,2095,2150,13558,21405.0,4977833.0
2013-08-23,2135,2450,2132,2135,29810,21255.0,4977833.0
2013-08-26,2135,2190,2125,2130,4808,21206.0,4977833.0
2013-08-27,2117,2187,2107,2108,12769,20982.0,4977833.0
2013-08-28,2075,2165,2075,2105,12299,20957.0,4977833.0
2013-08-29,2087,2147,2075,2110,4382,21006.0,4977833.0
2013-08-30,2120,2145,2010,2018,34120,20086.0,4977833.0
2013-09-02,2000,2060,2000,2050,14296,20409.0,4977833.0
2013-09-03,2057,2092,2040,2070,10967,20608.0,4977833.0
2013-09-04,2070,2117,2057,2075,2138,20658.0,4977833.0
2013-09-05,2075,2132,2017,2120,7983,21106.0,4977833.0
2013-09-06,2147,2147,2077,2115,7590,21056.0,4977833.0
2013-09-09,2115,2137,2067,2075,6491,20658.0,4977833.0
2013-09-10,2060,2107,2045,2045,8529,20359.0,4977833.0
2013-09-11,2067,2067,2025,2035,6652,20260.0,4977833.0
2013-09-12,2050,2050,2015,2015,9085,20061.0,4977833.0
2013-09-13,2005,2045,2005,2035,4309,20260.0,4977833.0
2013-09-16,2027,2067,2020,2045,2135,20359.0,4977833.0
2013-09-17,2027,2065,2012,2050,8118,20409.0,4977833.0
2013-09-23,2030,2050,2012,2033,8422,20235.0,4977833.0
2013-09-24,2032,2055,2005,2050,7110,20409.0,4977833.0
2013-09-25,2060,2065,2012,2030,4945,20210.0,4977833.0
2013-09-26,2052,2052,2015,2020,3336,20110.0,4977833.0
2013-09-27,2012,2042,2005,2030,6340,20210.0,4977833.0
2013-09-30,2050,2050,2000,2000,11779,19911.0,4977833.0
2013-10-01,2000,2022,1965,1965,5712,19563.0,4977833.0
2013-10-02,1965,2020,1957,1968,8583,19588.0,4977833.0
2013-10-04,1952,2000,1942,1978,7851,19687.0,4977833.0
2013-10-07,1977,2030,1965,1965,5423,19563.0,4977833.0
2013-10-08,1955,1982,1915,1948,6995,19389.0,4977833.0
2013-10-10,1922,2000,1905,1990,15775,19812.0,4977833.0
2013-10-11,1960,2010,1960,1985,3357,19762.0,4977833.0
2013-10-14,1977,2017,1825,1978,16663,19687.0,4977833.0
2013-10-15,1967,1975,1945,1965,281,19563.0,4977833.0
2013-10-16,1952,1965,1877,1880,46145,18717.0,4977833.0
2013-10-17,1900,1907,1750,1750,219845,17422.0,4977833.0
2013-10-18,1765,1805,1655,1670,48610,16626.0,4977833.0
2013-10-21,1670,1800,1650,1663,31232,16551.0,4977833.0
2013-10-22,1700,1700,1625,1663,21408,16551.0,4977833.0
2013-10-23,1662,1700,1642,1685,18140,16775.0,4977833.0
2013-10-24,1690,1740,1687,1715,13758,17074.0,4977833.0
2013-10-25,1742,1750,1677,1693,7490,16850.0,4977833.0
2013-10-28,1725,1725,1680,1680,4290,16726.0,4977833.0
2013-10-29,1710,1725,1655,1680,22025,16726.0,4977833.0
2013-10-30,1677,1702,1675,1703,2103,16950.0,4977833.0
2013-10-31,1720,1722,1685,1710,455,17024.0,4977833.0
2013-11-01,1735,1940,1725,1868,61149,18592.0,4977833.0
2013-11-04,1872,1930,1832,1863,21614,18542.0,4977833.0
2013-11-05,1870,1897,1817,1868,3933,18592.0,4977833.0
2013-11-06,1880,1970,1867,1900,13577,18916.0,4977833.0
2013-11-07,1875,1902,1830,1840,10392,18318.0,4977833.0
2013-11-08,1792,1845,1792,1840,2901,18318.0,4977833.0
2013-11-11,1812,1847,1695,1720,10362,17124.0,4977833.0
2013-11-12,1600,1720,1572,1695,58882,16875.0,4977833.0
2013-11-13,1695,1947,1650,1925,20499,19165.0,4977833.0
2013-11-14,1885,1950,1805,1925,11052,19165.0,4977833.0
2013-11-15,1950,1960,1875,1920,6902,19115.0,4977833.0
2013-11-18,1902,1925,1815,1863,9780,18542.0,4977833.0
2013-11-19,1815,1862,1797,1798,1417,17895.0,4977833.0
2013-11-20,1805,1825,1717,1748,2492,17398.0,4977833.0
2013-11-21,1987,1987,1767,1820,16101,18119.0,4977833.0
2013-11-22,1890,1890,1780,1820,4331,18119.0,4977833.0
2013-11-25,1850,1850,1715,1783,13033,17746.0,4977833.0
2013-11-26,1820,1820,1760,1760,700,17522.0,4977833.0
2013-11-27,1805,1805,1730,1760,2278,17522.0,4977833.0
2013-11-28,1730,1795,1717,1725,3216,17174.0,4977833.0
2013-11-29,1725,1930,1700,1865,28119,18567.0,4977833.0
2013-12-02,1900,1925,1752,1868,8699,18592.0,4977833.0
2013-12-03,1907,1907,1800,1865,3616,18567.0,4977833.0
2013-12-04,1910,1910,1807,1865,2183,18567.0,4977833.0
2013-12-05,1892,1967,1840,1840,4425,18318.0,4977833.0
2013-12-06,1912,1912,1777,1778,1717,17696.0,4977833.0
2013-12-09,1780,1867,1765,1790,1507,17821.0,4977833.0
2013-12-10,1782,1895,1732,1880,4187,18717.0,4977833.0
2013-12-11,1905,1927,1827,1925,24332,19165.0,4977833.0
2013-12-12,2020,2175,1842,2000,89311,19911.0,4977833.0
2013-12-13,1997,1997,1810,1945,4840,19364.0,4977833.0
2013-12-16,1942,1942,1852,1915,5578,19065.0,4977833.0
2013-12-17,1912,1925,1870,1915,1740,19065.0,4977833.0
2013-12-18,1912,1927,1852,1925,3404,19165.0,4977833.0
2013-12-19,1902,1950,1860,1915,5706,19065.0,4977833.0
2013-12-20,1902,1940,1850,1890,4543,18816.0,4977833.0
2013-12-23,1890,1940,1872,1910,1859,19015.0,4977833.0
2013-12-24,1925,2000,1880,1950,451,19414.0,4977833.0
2013-12-26,1907,1990,1832,1848,21329,18393.0,4977833.0
2013-12-27,1847,1890,1827,1858,2273,18493.0,4977833.0
2013-12-30,1872,1872,1810,1863,287,18542.0,4977833.0
2014-01-02,1865,1897,1817,1840,4447,18318.0,4977833.0
2014-01-03,1850,1857,1797,1845,9759,18368.0,4977833.0
2014-01-06,1817,1850,1817,1848,1653,18393.0,4977833.0
2014-01-07,1847,1847,1765,1768,14993,17597.0,4977833.0
2014-01-08,1740,1805,1740,1783,4747,17746.0,4977833.0
2014-01-09,1765,1965,1745,1903,49438,18941.0,4977833.0
2014-01-10,1910,1945,1850,1870,7340,18617.0,4977833.0
2014-01-13,1870,1950,1830,1875,2739,18667.0,4977833.0
2014-01-14,1865,1875,1805,1853,1160,18443.0,4977833.0
2014-01-15,1852,1852,1800,1815,6792,18070.0,4977833.0
2014-01-16,1815,1882,1805,1843,13105,18343.0,4977833.0
2014-01-17,1845,1917,1822,1875,1620,18667.0,4977833.0
2014-01-20,1880,1940,1837,1898,2464,18891.0,4977833.0
2014-01-21,1855,1917,1845,1865,3325,18567.0,4977833.0
2014-01-22,1872,1887,1795,1795,12034,17870.0,4977833.0
2014-01-23,1800,1845,1772,1773,3602,17646.0,4977833.0
2014-01-24,1815,1825,1687,1753,18218,17447.0,4977833.0
2014-01-27,1750,1800,1680,1795,12191,17870.0,4977833.0
2014-01-28,1790,1797,1730,1788,3983,17796.0,4977833.0
2014-01-29,1815,1815,1795,1795,224,17870.0,4977833.0
2014-02-03,1795,1795,1750,1793,3849,17846.0,4977833.0
2014-02-04,1790,1792,1745,1785,1642,17771.0,4977833.0
2014-02-05,1785,1785,1735,1735,6666,17273.0,4977833.0
2014-02-06,1780,1782,1700,1735,4869,17273.0,4977833.0
2014-02-07,1777,1777,1727,1748,2066,17398.0,4977833.0
2014-02-10,1775,1775,1715,1765,6717,17572.0,4977833.0
2014-02-11,1775,1775,1662,1728,15544,17198.0,4977833.0
2014-02-12,1765,1825,1712,1825,7731,18169.0,4977833.0
2014-02-13,1825,1870,1712,1800,23358,17920.0,4977833.0
2014-02-14,1737,1862,1737,1855,21531,18468.0,4977833.0
2014-02-17,1855,1855,1785,1790,10900,17821.0,4977833.0
2014-02-18,1812,1840,1750,1793,8092,17846.0,4977833.0
2014-02-19,1795,1795,1737,1773,7507,17646.0,4977833.0
2014-02-20,1772,1805,1745,1770,1479,17622.0,4977833.0
2014-02-21,1727,1835,1700,1710,13369,17024.0,4977833.0
2014-02-24,1725,1757,1685,1725,3077,17174.0,4977833.0
2014-02-25,1702,1765,1702,1738,354,17298.0,4977833.0
2014-02-26,1725,1757,1702,1735,774,17273.0,4977833.0
2014-02-27,1717,1735,1677,1698,3688,16900.0,4977833.0
2014-02-28,1745,1745,1662,1703,1953,16950.0,4977833.0
2014-03-03,1732,1732,1685,1725,3979,17174.0,4977833.0
2014-03-04,1702,1760,1702,1730,498,17223.0,4977833.0
2014-03-05,1710,1747,1692,1708,3428,16999.0,4977833.0
2014-03-06,1747,1747,1650,1710,7198,17024.0,4977833.0
2014-03-07,1717,1722,1650,1685,10358,16775.0,4977833.0
2014-03-10,1670,1745,1670,1710,4199,17024.0,4977833.0
2014-03-11,1710,1740,1637,1665,16544,16576.0,4977833.0
2014-03-12,1690,1750,1610,1750,16315,17422.0,4977833.0
2014-03-13,1770,1772,1595,1748,23152,17398.0,4977833.0
2014-03-14,1690,1747,1687,1735,787,17273.0,4977833.0
2014-03-17,1730,1730,1630,1708,16303,16999.0,4977833.0
2014-03-18,1707,1707,1640,1640,6152,16327.0,4977833.0
2014-03-19,1665,1685,1615,1630,9157,16228.0,4977833.0
2014-03-20,1682,1682,1600,1600,9696,15929.0,4977833.0
2014-03-21,1640,1667,1595,1660,10879,16526.0,4977833.0
2014-03-24,1660,1697,1637,1650,1207,16427.0,4977833.0
2014-03-25,1672,1672,1567,1618,12032,16103.0,4977833.0
2014-03-26,1647,1700,1642,1665,4149,16576.0,4977833.0
2014-03-27,1662,1707,1625,1695,16655,16875.0,4977833.0
2014-03-28,1722,1722,1635,1635,8244,16278.0,4977833.0
2014-03-31,1632,1695,1575,1695,13408,16875.0,4977833.0
2014-04-01,1645,1692,1625,1650,3584,16427.0,4977833.0
2014-04-02,1637,1790,1637,1763,34936,17547.0,4977833.0
2014-04-03,1750,1775,1700,1763,4242,17547.0,4977833.0
2014-04-04,1750,1750,1695,1695,4332,16875.0,4977833.0
2014-04-07,1692,1732,1625,1640,9750,16327.0,4977833.0
2014-04-08,1665,1722,1622,1685,3078,16775.0,4977833.0
2014-04-09,1677,1695,1617,1623,16847,16153.0,4977833.0
2014-04-10,1622,1650,1607,1640,2002,16327.0,4977833.0
2014-04-11,1700,1700,1612,1650,3237,16427.0,4977833.0
2014-04-14,1650,1672,1637,1668,2759,16601.0,4977833.0
2014-04-15,1670,1700,1637,1668,4882,16601.0,4977833.0
2014-04-16,1667,1730,1667,1680,14708,16726.0,4977833.0
2014-04-17,1700,1725,1687,1715,2428,17074.0,4977833.0
2014-04-18,1722,1745,1687,1715,621,17074.0,4977833.0
2014-04-21,1705,1722,1680,1685,2678,16775.0,4977833.0
2014-04-22,1722,1722,1682,1700,764,16925.0,4977833.0
2014-04-23,1697,1735,1645,1680,25975,16726.0,4977833.0
2014-04-24,1680,1710,1620,1628,17132,16203.0,4977833.0
2014-04-25,1627,1692,1625,1650,2639,16427.0,4977833.0
2014-04-28,1650,1675,1600,1638,17250,16302.0,4977833.0
2014-04-29,1612,1665,1602,1635,13567,16278.0,4977833.0
2014-04-30,1647,1650,1612,1640,6625,16327.0,4977833.0
2014-05-02,1640,1665,1595,1665,23446,16576.0,4977833.0
2014-05-07,1650,1672,1602,1640,2205,16327.0,4977833.0
2014-05-08,1640,1697,1600,1683,25848,16750.0,4977833.0
2014-05-09,1675,1675,1650,1650,2325,16427.0,4977833.0
2014-05-12,1695,1695,1620,1648,748,16402.0,4977833.0
2014-05-13,1650,1790,1630,1680,9106,16726.0,4977833.0
2014-05-14,1930,1930,1930,1930,100590,19214.0,4977833.0
2014-05-15,1850,1885,1702,1730,205359,17223.0,4977833.0
2014-05-16,1732,1752,1687,1700,23937,16925.0,4977833.0
2014-05-19,1700,1700,1632,1688,24330,16800.0,4977833.0
2014-05-20,1712,1747,1672,1730,32565,17223.0,4977833.0
2014-05-21,1665,1727,1665,1720,14702,17124.0,4977833.0
2014-05-22,1695,1745,1650,1683,23738,16750.0,4977833.0
2014-05-23,1675,1710,1612,1670,14353,16626.0,4977833.0
2014-05-26,1627,1730,1627,1693,27685,16850.0,4977833.0
2014-05-27,1665,1710,1650,1650,2999,16427.0,4977833.0
2014-05-28,1632,1700,1612,1668,19649,16601.0,4977833.0
2014-05-29,1652,1667,1587,1620,58869,16128.0,4977833.0
2014-05-30,1617,1635,1557,1615,19449,16078.0,4977833.0
2014-06-02,1610,1610,1535,1595,14652,15879.0,4977833.0
2014-06-03,1592,1597,1525,1593,9385,15854.0,4977833.0
2014-06-05,1572,1622,1517,1573,10026,15655.0,4977833.0
2014-06-09,1565,1590,1520,1573,29590,15655.0,4977833.0
2014-06-10,1572,1610,1527,1565,6437,15581.0,4977833.0
2014-06-11,1577,1622,1520,1595,37248,15879.0,4977833.0
2014-06-12,1577,1615,1567,1605,3195,15979.0,4977833.0
2014-06-13,1595,1620,1552,1600,6934,15929.0,4977833.0
2014-06-16,1612,1620,1582,1620,9931,16128.0,4977833.0
2014-06-17,1635,1650,1600,1645,14942,16377.0,4977833.0
2014-06-18,1630,1667,1627,1643,5137,16352.0,4977833.0
2014-06-19,1635,1667,1617,1650,704,16427.0,4977833.0
2014-06-20,1625,1662,1625,1643,10762,16352.0,4977833.0
2014-06-23,1630,1650,1575,1580,4226,15730.0,4977833.0
2014-06-24,1597,1732,1575,1675,31503,16676.0,4977833.0
2014-06-25,1650,1675,1597,1613,13474,16054.0,4977833.0
2014-06-26,1615,1695,1615,1655,1349,16477.0,4977833.0
2014-06-27,1655,1692,1577,1655,15658,16477.0,4977833.0
2014-06-30,1677,1677,1622,1645,2032,16377.0,4977833.0
2014-07-01,1645,1650,1615,1640,7562,16327.0,4977833.0
2014-07-02,1640,1692,1640,1683,14665,16750.0,4977833.0
2014-07-03,1662,1720,1650,1720,8794,17124.0,4977833.0
2014-07-04,1697,1745,1675,1710,3265,17024.0,4977833.0
2014-07-07,1700,1747,1675,1720,11114,17124.0,4977833.0
2014-07-08,1747,1747,1625,1625,4001,16178.0,4977833.0
2014-07-09,1645,1690,1622,1690,13516,16825.0,4977833.0
2014-07-10,1690,1757,1665,1685,48381,16775.0,4977833.0
2014-07-11,1687,1725,1630,1665,8100,16576.0,4977833.0
2014-07-14,1662,1697,1622,1640,8395,16327.0,4977833.0
2014-07-15,1680,1727,1565,1665,47969,16576.0,4977833.0
2014-07-16,1675,1710,1662,1668,5108,16601.0,4977833.0
2014-07-17,1670,1705,1625,1685,11910,16775.0,4977833.0
2014-07-18,1692,1692,1650,1690,1904,16825.0,4977833.0
2014-07-21,1665,1705,1647,1690,8233,16825.0,4977833.0
2014-07-22,1667,1715,1650,1673,1965,16651.0,4977833.0
2014-07-23,1672,1700,1610,1630,24074,16228.0,4977833.0
2014-07-24,1630,1637,1582,1590,26915,15830.0,4977833.0
2014-07-25,1615,1615,1582,1605,5053,15979.0,4977833.0
2014-07-28,1602,1602,1522,1595,60216,15879.0,4977833.0
2014-07-29,1595,1625,1575,1593,2467,15854.0,4977833.0
2014-07-30,1590,1590,1562,1585,3075,15780.0,4977833.0
2014-07-31,1592,1612,1500,1588,18796,15805.0,4977833.0
2014-08-01,1615,1650,1565,1650,31463,16427.0,4977833.0
2014-08-04,1642,1660,1607,1650,1848,16427.0,4977833.0
2014-08-05,1660,1665,1575,1643,21663,16352.0,4977833.0
2014-08-06,1640,1640,1585,1635,6662,16278.0,4977833.0
2014-08-07,1630,1632,1575,1633,13280,16253.0,4977833.0
2014-08-08,1647,1647,1592,1623,2865,16153.0,4977833.0
2014-08-11,1627,1640,1597,1618,118,16103.0,4977833.0
2014-08-12,1617,1630,1540,1615,15097,16078.0,4977833.0
2014-08-13,1615,1615,1555,1580,7973,15730.0,4977833.0
2014-08-14,1580,1620,1577,1588,8081,15805.0,4977833.0
2014-08-18,1575,1775,1575,1720,89386,17124.0,4977833.0
2014-08-19,1695,1900,1670,1900,110902,18916.0,4977833.0
2014-08-20,1820,1912,1792,1850,118431,18418.0,4977833.0
2014-08-21,1925,2127,1865,2128,501700,21181.0,4977833.0
2014-08-22,2445,2445,2445,2445,101385,24342.0,4977833.0
2014-08-25,2810,2810,2810,2810,41377,27975.0,4977833.0
2014-08-26,3230,3230,3230,3230,92694,32157.0,4977833.0
2014-08-27,3500,3535,3115,3390,1564879,33750.0,4977833.0
2014-08-28,3330,3895,3255,3895,1122888,38777.0,4977833.0
2014-08-29,0,0,0,3895,0,38777.0,4977833.0
2014-09-01,4475,4475,4475,4475,102673,44552.0,4977833.0
2014-09-02,5125,5125,4780,5100,341140,50774.0,4977833.0
2014-09-03,5025,5600,4850,5575,250354,55503.0,4977833.0
2014-09-04,5075,5075,4750,4750,249306,47289.0,4977833.0
2014-09-05,4315,4750,4315,4750,204887,47289.0,4977833.0
2014-09-11,4835,5250,4750,4750,138874,47289.0,4977833.0
2014-09-12,4335,5150,4275,4750,297505,94065.0,9901605.0
2014-09-15,4750,4750,4200,4360,167714,86342.0,9901605.0
2014-09-16,4200,4345,4000,4345,238609,86045.0,9901605.0
2014-09-17,4345,4750,4155,4605,303831,91194.0,9901605.0
2014-09-18,4685,4785,4520,4775,150784,94560.0,9901605.0
2014-09-19,5000,5475,4940,5475,812838,108423.0,9901605.0
2014-09-22,5750,5975,5250,5700,488411,112878.0,9901605.0
2014-09-23,5900,5950,5325,5725,288893,113373.0,9901605.0
2014-09-24,5450,5875,5375,5600,227025,110898.0,9901605.0
2014-09-25,5375,5475,4825,4990,472734,98818.0,9901605.0
2014-09-26,4815,5725,4815,5725,535630,113373.0,9901605.0
2014-09-29,5750,5850,5150,5425,420058,107432.0,9901605.0
2014-09-30,5300,5700,5225,5600,227260,110898.0,9901605.0
2014-10-01,5925,6425,5825,6000,1197905,118819.0,9901605.0
2014-10-02,5774,6325,5750,6150,278182,121790.0,9901605.0
2014-10-06,6300,6300,5250,5525,502128,109413.0,9901605.0
2014-10-07,5500,6150,4825,4925,547321,97531.0,9901605.0
2014-10-08,4850,4900,4580,4650,340645,92085.0,9901605.0
2014-10-10,4700,4785,4485,4585,167870,90798.0,9901605.0
2014-10-13,4405,4575,4135,4225,184589,83669.0,9901605.0
2014-10-14,4225,4560,4225,4270,232648,84560.0,9901605.0
2014-10-15,4275,4325,4060,4150,106858,82183.0,9901605.0
2014-10-16,4125,4225,3950,4070,120177,80599.0,9901605.0
2014-10-17,4055,4225,3975,4040,104335,80005.0,9901605.0
