모바일어플라이언스(087260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-08,5610,5680,5410,5620,102778,84300.0,15000000.0
2019-03-11,5610,5680,5430,5580,57461,83700.0,15000000.0
2019-03-12,5690,5740,5590,5600,73553,84000.0,15000000.0
2019-03-13,5600,5740,5590,5700,64836,85500.0,15000000.0
2019-03-14,5700,5780,5640,5730,44219,85950.0,15000000.0
2019-03-15,5730,5760,5530,5550,106015,83250.0,15000000.0
2019-03-18,5570,5940,5570,5650,91904,84750.0,15000000.0
2019-03-19,5650,5750,5640,5680,74228,85200.0,15000000.0
2019-03-20,5680,5710,5620,5630,51934,84450.0,15000000.0
2019-03-21,5630,5760,5520,5520,84758,82800.0,15000000.0
2019-03-22,5630,5630,5410,5490,48629,82350.0,15000000.0
2019-03-25,5370,5470,5330,5330,64128,79950.0,15000000.0
2019-03-26,5300,5390,5230,5310,49446,79650.0,15000000.0
2019-03-27,5330,5340,5110,5150,61262,77250.0,15000000.0
2019-03-28,5250,6690,5250,6250,11230900,93750.0,15000000.0
2019-03-29,6250,6390,6020,6380,1683539,95700.0,15000000.0
2019-04-01,6420,6560,6220,6440,1018620,96600.0,15000000.0
2019-04-02,6540,7190,6320,6480,6795321,97200.0,15000000.0
2019-04-03,6650,7360,6420,6800,5960152,102000.0,15000000.0
2019-04-04,6800,6930,6660,6800,1212714,102000.0,15000000.0
2019-04-05,6750,6870,6520,6620,825042,99300.0,15000000.0
2019-04-08,6660,6910,6540,6800,1086892,102000.0,15000000.0
2019-04-09,6750,6950,6690,6750,530630,101250.0,15000000.0
2019-04-10,6750,6900,6660,6800,660566,102000.0,15000000.0
2019-04-11,6830,7210,6650,6650,2574011,99750.0,15000000.0
2019-04-12,6590,6760,6530,6630,325613,99450.0,15000000.0
2019-04-15,6640,6750,6540,6610,299254,99150.0,15000000.0
2019-04-16,6590,6650,6400,6630,326562,99450.0,15000000.0
2019-04-17,6680,6930,6600,6820,741971,102300.0,15000000.0
2019-04-18,6850,7230,6790,6950,2053838,104250.0,15000000.0
2019-04-19,6900,7290,6890,7070,895316,106050.0,15000000.0
2019-04-22,7080,7250,6970,7020,414546,105300.0,15000000.0
2019-04-23,7090,7130,6970,6980,273270,104700.0,15000000.0
2019-04-24,6960,7190,6820,7160,531455,107400.0,15000000.0
2019-04-25,7160,7160,6920,6930,346913,103950.0,15000000.0
2019-04-26,6860,6950,6620,6660,259983,99900.0,15000000.0
2019-04-29,6620,6960,6620,6950,204968,104250.0,15000000.0
2019-04-30,6890,7240,6890,7170,475949,107550.0,15000000.0
2019-05-02,7260,7370,7120,7330,532860,109950.0,15000000.0
2019-05-03,7410,7430,7110,7180,481944,107700.0,15000000.0
2019-05-07,7100,7320,6990,7180,324399,107700.0,15000000.0
2019-05-08,7100,7800,7070,7770,1144212,116550.0,15000000.0
2019-05-09,7650,7660,6850,6850,1239898,102750.0,15000000.0
2019-05-10,6850,7070,6300,6440,901155,96600.0,15000000.0
2019-05-13,6550,6720,6460,6480,309025,97200.0,15000000.0
2019-05-14,6300,6600,6150,6520,278573,97800.0,15000000.0
2019-05-15,6590,6790,6590,6700,221766,100500.0,15000000.0
2019-05-16,6700,6920,6320,6410,294337,96150.0,15000000.0
2019-05-17,6540,6800,6350,6370,157814,95550.0,15000000.0
2019-05-20,6330,6720,6330,6530,243479,97950.0,15000000.0
2019-05-21,6400,6650,6380,6410,164568,96150.0,15000000.0
2019-05-22,6440,6500,6270,6360,134202,95400.0,15000000.0
2019-05-23,6330,6430,6010,6010,210908,90150.0,15000000.0
2019-05-24,5910,6200,5890,6130,185612,91950.0,15000000.0
2019-05-27,6150,6250,6060,6130,88950,91950.0,15000000.0
2019-05-28,6090,6270,6090,6220,94573,93300.0,15000000.0
2019-05-29,6140,6270,6090,6270,95117,94050.0,15000000.0
2019-05-30,6200,6610,6130,6300,460532,94500.0,15000000.0
2019-05-31,6200,6450,6190,6290,101104,94350.0,15000000.0
2019-06-03,6290,6450,6130,6450,101464,96750.0,15000000.0
2019-06-04,6500,6650,6350,6600,210551,99000.0,15000000.0
2019-06-05,6690,6720,6520,6620,186513,99300.0,15000000.0
2019-06-07,6620,6720,6560,6690,131026,100350.0,15000000.0
2019-06-10,6840,7230,6680,6900,816135,103500.0,15000000.0
2019-06-11,6810,6920,6770,6900,187267,103500.0,15000000.0
2019-06-12,6840,6910,6750,6760,182307,101400.0,15000000.0
2019-06-13,6770,7040,6690,6990,248536,104850.0,15000000.0
2019-06-14,7030,7230,6910,6990,462647,104850.0,15000000.0
2019-06-17,6990,7090,6900,7050,136934,105750.0,15000000.0
2019-06-18,7050,7180,6970,7070,152611,106050.0,15000000.0
2019-06-19,7080,7220,7050,7150,255093,107250.0,15000000.0
2019-06-20,7160,7380,7130,7350,416027,110250.0,15000000.0
2019-06-21,7360,7370,7060,7110,277638,106650.0,15000000.0
2019-06-24,7110,7110,6840,6840,269701,102600.0,15000000.0
2019-06-25,6910,6970,6820,6930,147606,103950.0,15000000.0
2019-06-26,6970,6970,6810,6930,112476,103950.0,15000000.0
2019-06-27,6930,6970,6820,6850,140932,102750.0,15000000.0
2019-06-28,6930,7170,6870,6990,234815,104850.0,15000000.0
2019-07-01,6970,7100,6930,7070,142568,106050.0,15000000.0
2019-07-02,7130,7130,6800,6860,178043,102900.0,15000000.0
2019-07-03,6880,6900,6450,6500,261146,97500.0,15000000.0
2019-07-04,6430,6660,6410,6530,128592,97950.0,15000000.0
2019-07-05,6600,6600,6360,6410,85096,96150.0,15000000.0
2019-07-08,6400,6480,6040,6140,177797,92100.0,15000000.0
2019-07-09,6100,6220,5950,5990,169678,89850.0,15000000.0
2019-07-10,5970,6060,5900,6050,108314,90750.0,15000000.0
2019-07-11,6070,6190,6030,6150,82388,92250.0,15000000.0
2019-07-12,6110,6290,6100,6270,59037,94050.0,15000000.0
2019-07-15,6320,6320,5920,6270,73789,94050.0,15000000.0
2019-07-16,6270,6350,6130,6290,55135,94350.0,15000000.0
2019-07-17,6290,6300,6030,6090,54214,91350.0,15000000.0
2019-07-18,6110,6120,5980,6000,43319,90000.0,15000000.0
2019-07-19,6000,6240,5990,6150,53669,92250.0,15000000.0
2019-07-22,6150,6150,5990,6100,71519,91500.0,15000000.0
2019-07-23,6170,6170,5920,5990,91944,89850.0,15000000.0
2019-07-24,5930,6060,5810,5980,86296,89700.0,15000000.0
2019-07-25,5850,6040,5710,5890,265211,88350.0,15000000.0
2019-07-26,5730,5800,5590,5680,190587,85200.0,15000000.0
2019-07-29,5680,5700,5120,5300,262795,79500.0,15000000.0
2019-07-30,5090,5500,5090,5400,119447,81000.0,15000000.0
2019-07-31,5320,5500,5200,5490,113385,82350.0,15000000.0
2019-08-01,5480,5490,5240,5350,51657,80250.0,15000000.0
2019-08-02,5200,5310,4990,5130,175200,76950.0,15000000.0
2019-08-05,5030,5100,4450,4450,277081,66750.0,15000000.0
2019-08-06,4010,4575,3950,4200,608795,63000.0,15000000.0
2019-08-07,4095,4480,4095,4345,341880,65175.0,15000000.0
2019-08-08,4355,4530,4355,4520,90866,67800.0,15000000.0
2019-08-09,4480,4690,4470,4560,103851,68400.0,15000000.0
2019-08-12,4505,4780,4505,4780,145787,71700.0,15000000.0
2019-08-13,4755,4840,4590,4700,102855,70500.0,15000000.0
2019-08-14,4700,4835,4680,4730,95598,70950.0,15000000.0
2019-08-16,4730,4730,4585,4585,74790,68775.0,15000000.0
2019-08-19,4590,4780,4590,4720,68417,70800.0,15000000.0
2019-08-20,4670,4885,4670,4855,82886,72825.0,15000000.0
2019-08-21,4880,4930,4815,4875,82737,73125.0,15000000.0
2019-08-22,4875,5360,4865,4950,479361,74250.0,15000000.0
2019-08-23,4855,5030,4820,4995,122501,74925.0,15000000.0
2019-08-26,4805,4900,4605,4655,160779,69825.0,15000000.0
2019-08-27,4700,4775,4660,4735,36263,71025.0,15000000.0
2019-08-28,4840,4840,4730,4795,40005,71925.0,15000000.0
2019-08-29,4790,4840,4705,4740,35706,71100.0,15000000.0
2019-08-30,4765,4920,4745,4895,47920,73425.0,15000000.0
2019-09-02,4895,4960,4790,4915,51822,73725.0,15000000.0
2019-09-03,4905,5250,4850,5110,155513,76650.0,15000000.0
2019-09-04,5080,5190,5050,5100,88906,76500.0,15000000.0
2019-09-05,5100,5190,5030,5120,125475,76800.0,15000000.0
2019-09-06,5060,5200,5060,5170,73844,77550.0,15000000.0
2019-09-09,5170,5280,5090,5150,87393,77250.0,15000000.0
2019-09-10,5150,5180,5020,5090,56201,76350.0,15000000.0
2019-09-11,5100,5250,5050,5240,62678,78600.0,15000000.0
2019-09-16,5320,5320,5180,5300,40794,79500.0,15000000.0
2019-09-17,5220,5310,5180,5300,40184,79500.0,15000000.0
2019-09-18,5300,5330,5220,5310,66761,79650.0,15000000.0
2019-09-19,5330,5370,5190,5200,62564,78000.0,15000000.0
2019-09-20,5230,5280,5150,5230,39062,78450.0,15000000.0
2019-09-23,5220,5300,5170,5210,73231,78150.0,15000000.0
2019-09-24,5580,6750,5500,6330,7961188,94950.0,15000000.0
2019-09-25,6300,6310,5850,5850,1684827,87750.0,15000000.0
2019-09-26,5810,6090,5700,5920,1305997,88800.0,15000000.0
2019-09-27,5880,5910,5670,5730,393088,85950.0,15000000.0
2019-09-30,5880,5900,5600,5650,387999,84750.0,15000000.0
2019-10-01,5640,5800,5440,5740,791090,86100.0,15000000.0
2019-10-02,5940,6060,5510,5520,1360116,82800.0,15000000.0
2019-10-04,5460,5570,5320,5350,242414,80250.0,15000000.0
2019-10-07,5400,5430,5200,5200,253582,78000.0,15000000.0
