리노공업(058470),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-01-02,9164,9164,8953,8980,4142,136780.0,8022300.0
2007-01-03,8900,8927,8690,8874,23576,135176.0,8022300.0
2007-01-04,8742,8821,8532,8716,16631,132769.0,8022300.0
2007-01-05,8584,8742,8479,8479,13079,129159.0,8022300.0
2007-01-08,8531,8611,8453,8453,7979,128758.0,8022300.0
2007-01-09,8479,8505,8374,8453,10284,128758.0,8022300.0
2007-01-10,8584,8584,8268,8532,6872,129961.0,8022300.0
2007-01-11,8452,8690,8426,8532,12970,129961.0,8022300.0
2007-01-12,8584,8584,8453,8506,3264,129560.0,8022300.0
2007-01-15,8584,8584,8347,8506,10150,129560.0,8022300.0
2007-01-16,8505,8611,8400,8558,13723,130362.0,8022300.0
2007-01-17,8637,8637,8453,8558,2017,130362.0,8022300.0
2007-01-18,8584,8690,8426,8558,11957,130362.0,8022300.0
2007-01-19,8558,8558,8321,8427,8103,128357.0,8022300.0
2007-01-22,8505,8505,8268,8269,2374,125950.0,8022300.0
2007-01-23,8268,8295,8057,8190,18049,124747.0,8022300.0
2007-01-24,8216,8453,8137,8348,6274,127153.0,8022300.0
2007-01-25,8426,8532,8347,8479,7215,129159.0,8022300.0
2007-01-26,8558,8558,8347,8532,17243,129961.0,8022300.0
2007-01-29,8611,8611,8426,8532,3676,129961.0,8022300.0
2007-01-30,8611,8611,8347,8532,752,129961.0,8022300.0
2007-01-31,8532,8611,8347,8506,8384,129560.0,8022300.0
2007-02-01,8426,8532,8321,8348,13470,127153.0,8022300.0
2007-02-02,8400,8505,8163,8427,62651,128357.0,8022300.0
2007-02-05,8426,8453,8242,8400,46402,127956.0,8022300.0
2007-02-06,8347,8453,8295,8400,27600,127956.0,8022300.0
2007-02-07,8347,8426,8268,8374,31429,127555.0,8022300.0
2007-02-08,8347,8584,8321,8506,19282,129560.0,8022300.0
2007-02-09,8505,8584,8374,8400,9272,127956.0,8022300.0
2007-02-12,8479,8479,8295,8374,6028,127555.0,8022300.0
2007-02-13,8374,8426,8321,8374,1709,127555.0,8022300.0
2007-02-14,8374,8531,8268,8400,10861,127956.0,8022300.0
2007-02-15,8453,8453,8295,8374,7650,127555.0,8022300.0
2007-02-16,8321,8479,8321,8427,14589,128357.0,8022300.0
2007-02-20,8426,8532,8321,8506,14040,129560.0,8022300.0
2007-02-21,8479,8558,8426,8479,8789,129159.0,8022300.0
2007-02-22,8374,8874,8374,8585,18017,130763.0,8022300.0
2007-02-23,8584,8690,8479,8532,10441,129961.0,8022300.0
2007-02-26,8479,8611,8479,8558,4243,130362.0,8022300.0
2007-02-27,8611,8690,8532,8664,6356,131967.0,8022300.0
2007-02-28,8216,8690,8216,8611,9017,131165.0,8022300.0
2007-03-02,8558,8584,8426,8585,11752,130763.0,8022300.0
2007-03-05,8558,8584,8268,8269,12317,125950.0,8022300.0
2007-03-06,8268,8479,8084,8163,33032,124346.0,8022300.0
2007-03-07,8189,8321,8031,8295,29523,126351.0,8022300.0
2007-03-08,8321,8453,8321,8427,32978,128357.0,8022300.0
2007-03-09,8321,8532,8321,8427,6295,128357.0,8022300.0
2007-03-12,8531,8531,8374,8453,5773,128758.0,8022300.0
2007-03-13,8532,8532,8400,8506,4922,129560.0,8022300.0
2007-03-14,8426,8426,8295,8295,8726,126351.0,8022300.0
2007-03-15,8374,8663,8321,8427,28768,128357.0,8022300.0
2007-03-16,8400,8532,8295,8374,132075,127555.0,8022300.0
2007-03-19,8426,8479,8295,8374,46585,127555.0,8022300.0
2007-03-20,8479,8505,8374,8453,9215,128758.0,8022300.0
2007-03-21,8453,8505,8374,8427,12034,128357.0,8022300.0
2007-03-22,8426,8584,8426,8506,72517,129560.0,8022300.0
2007-03-23,8558,8611,8426,8585,13533,130763.0,8022300.0
2007-03-26,8479,8742,8453,8743,22568,133170.0,8022300.0
2007-03-27,8690,8690,8558,8585,13903,130763.0,8022300.0
2007-03-28,8532,8584,8426,8479,17787,129159.0,8022300.0
2007-03-29,8400,8637,8400,8637,17133,131566.0,8022300.0
2007-03-30,8663,8821,8505,8716,16171,132769.0,8022300.0
2007-04-02,8848,8848,8532,8795,22378,133972.0,8022300.0
2007-04-03,8690,8795,8584,8585,17970,130763.0,8022300.0
2007-04-04,8690,8742,8479,8611,108205,131165.0,8022300.0
2007-04-05,8611,8637,8505,8611,22827,131165.0,8022300.0
2007-04-06,8558,8663,8347,8532,120355,129961.0,8022300.0
2007-04-09,8663,8663,8347,8479,65741,129159.0,8022300.0
2007-04-10,8532,8532,8347,8427,28008,128357.0,8022300.0
2007-04-11,8374,8584,8347,8453,36035,128758.0,8022300.0
2007-04-12,8453,8531,8374,8453,15863,128758.0,8022300.0
2007-04-13,8426,8716,8400,8611,41331,131165.0,8022300.0
2007-04-16,8742,8795,8532,8769,54304,133571.0,8022300.0
2007-04-17,8848,8848,8453,8611,22722,131165.0,8022300.0
2007-04-18,8558,8558,8216,8427,104830,128357.0,8022300.0
2007-04-19,8479,8505,8321,8453,41386,128758.0,8022300.0
2007-04-20,8505,8505,8321,8453,94225,128758.0,8022300.0
2007-04-23,8426,8690,8426,8532,44736,129961.0,8022300.0
2007-04-24,8584,8637,8479,8532,26497,129961.0,8022300.0
2007-04-25,8532,8637,8505,8532,23294,129961.0,8022300.0
2007-04-26,8769,9664,8769,9296,298866,141594.0,8022300.0
2007-04-27,9427,9480,9058,9454,58557,144000.0,8022300.0
2007-04-30,9743,9769,9243,9269,89127,141192.0,8022300.0
2007-05-02,9638,10507,9453,9980,152711,152023.0,8022300.0
2007-05-03,10270,10428,10006,10165,87006,154830.0,8022300.0
2007-05-04,10349,10349,10006,10112,53467,154028.0,8022300.0
2007-05-07,10270,10717,10085,10428,92067,158842.0,8022300.0
2007-05-08,10533,10691,10138,10191,105430,155232.0,8022300.0
2007-05-09,10296,10296,9769,10007,84239,152424.0,8022300.0
2007-05-10,10217,10217,9980,10059,59563,153226.0,8022300.0
2007-05-11,9980,10006,9717,9822,75623,149616.0,8022300.0
2007-05-14,10059,10059,9690,9743,50636,148413.0,8022300.0
2007-05-15,9743,9796,9559,9585,36105,146006.0,8022300.0
2007-05-16,9585,9743,9480,9691,33733,147610.0,8022300.0
2007-05-17,9848,9848,9690,9770,25059,148814.0,8022300.0
2007-05-18,9638,9769,9585,9664,24075,147209.0,8022300.0
2007-05-21,9480,9796,9269,9770,45449,148814.0,8022300.0
2007-05-22,9901,9901,9532,9743,37196,148413.0,8022300.0
2007-05-23,9585,9743,9585,9638,75143,146808.0,8022300.0
2007-05-25,9585,9585,9295,9480,49307,144401.0,8022300.0
2007-05-28,9506,9717,9374,9401,42524,143198.0,8022300.0
2007-05-29,9427,9769,9348,9638,85309,146808.0,8022300.0
2007-05-30,9690,9743,9427,9585,34443,146006.0,8022300.0
2007-05-31,9611,9743,9585,9717,28891,148011.0,8022300.0
2007-06-01,9796,9796,9374,9375,44025,142797.0,8022300.0
2007-06-04,9374,9611,9348,9348,41165,142396.0,8022300.0
2007-06-05,9427,9480,9269,9480,36364,144401.0,8022300.0
2007-06-07,9427,9743,9269,9322,70170,141995.0,8022300.0
2007-06-08,9374,9559,9243,9401,46088,143198.0,8022300.0
2007-06-11,9427,9822,9427,9480,112801,144401.0,8022300.0
2007-06-12,9690,9690,9480,9638,24102,146808.0,8022300.0
2007-06-13,9638,9690,9348,9480,39393,144401.0,8022300.0
2007-06-14,9453,9743,9401,9506,46937,144803.0,8022300.0
2007-06-15,9664,9901,9559,9691,45754,147610.0,8022300.0
2007-06-18,9927,10164,9822,10059,91597,153226.0,8022300.0
2007-06-19,10164,10164,9901,10112,55034,154028.0,8022300.0
2007-06-20,10059,10059,9480,9585,56109,146006.0,8022300.0
2007-06-21,9532,9848,9532,9638,91814,146808.0,8022300.0
2007-06-22,9796,10006,9690,9743,42981,148413.0,8022300.0
2007-06-25,9743,9848,9585,9585,35579,146006.0,8022300.0
2007-06-26,9585,9690,9216,9375,63145,142797.0,8022300.0
2007-06-27,9374,9480,9137,9164,17681,139588.0,8022300.0
2007-06-28,9269,9585,9216,9533,21555,145204.0,8022300.0
2007-06-29,9585,9585,9427,9427,18704,143599.0,8022300.0
2007-07-02,9532,9717,9453,9638,12618,146808.0,8022300.0
2007-07-03,9717,9743,9559,9559,17834,145605.0,8022300.0
2007-07-04,9717,10006,9480,10007,49985,152424.0,8022300.0
2007-07-05,9980,9980,9743,9743,22619,148413.0,8022300.0
2007-07-06,9875,10164,9796,10165,35133,154830.0,8022300.0
2007-07-09,10085,10480,9901,9980,28511,152023.0,8022300.0
2007-07-10,9980,10006,9743,9901,18884,150819.0,8022300.0
2007-07-11,9848,9927,9638,9770,12981,148814.0,8022300.0
2007-07-12,9796,10085,9743,9980,50798,152023.0,8022300.0
2007-07-13,10138,10138,9585,9849,42043,150017.0,8022300.0
2007-07-16,9848,9901,9638,9743,18404,148413.0,8022300.0
2007-07-18,9848,9848,9664,9717,21656,148011.0,8022300.0
2007-07-19,9848,10059,9796,9901,24065,150819.0,8022300.0
2007-07-20,9954,10112,9769,10007,41591,152424.0,8022300.0
2007-07-23,9901,9980,9743,9901,31992,150819.0,8022300.0
2007-07-24,10006,10006,9664,9822,30624,149616.0,8022300.0
2007-07-25,9743,9796,9664,9717,27712,148011.0,8022300.0
2007-07-26,9717,9901,9717,9717,27218,148011.0,8022300.0
2007-07-27,9559,9796,9401,9480,38414,144401.0,8022300.0
2007-07-30,9216,9427,9216,9322,15714,141995.0,8022300.0
2007-07-31,9374,9585,9348,9533,12957,145204.0,8022300.0
2007-08-01,9453,9480,9164,9427,23971,143599.0,8022300.0
2007-08-02,9427,9480,9085,9296,29856,141594.0,8022300.0
2007-08-03,9427,9480,9164,9454,25658,144000.0,8022300.0
2007-08-06,9348,9374,9111,9322,18063,141995.0,8022300.0
2007-08-07,9374,9374,9243,9269,7973,141192.0,8022300.0
2007-08-08,9269,9322,9190,9243,11388,140791.0,8022300.0
2007-08-09,9427,9506,9401,9480,12418,144401.0,8022300.0
2007-08-10,9322,9322,9216,9296,12953,141594.0,8022300.0
2007-08-13,9216,9374,9137,9322,13452,141995.0,8022300.0
2007-08-14,9348,9374,9137,9269,7772,141192.0,8022300.0
2007-08-16,8769,8927,8373,8874,36843,135176.0,8022300.0
2007-08-17,8769,8821,8532,8637,20013,131566.0,8022300.0
2007-08-20,9216,9216,8742,8901,18730,135577.0,8022300.0
2007-08-21,8769,8953,8769,8822,20790,134374.0,8022300.0
2007-08-22,8900,8900,8690,8822,17397,134374.0,8022300.0
2007-08-23,8874,8953,8848,8874,15874,135176.0,8022300.0
2007-08-24,8927,8927,8716,8822,79901,134374.0,8022300.0
2007-08-27,8900,8900,8795,8848,14595,134775.0,8022300.0
2007-08-28,8848,8900,8795,8822,10650,134374.0,8022300.0
2007-08-29,8558,8821,8558,8795,12371,133972.0,8022300.0
2007-08-30,8900,8900,8821,8901,8533,135577.0,8022300.0
2007-08-31,8900,9032,8821,8874,10535,135176.0,8022300.0
2007-09-03,8927,9295,8795,9059,29304,137984.0,8022300.0
2007-09-04,9111,9243,9006,9059,9081,137984.0,8022300.0
2007-09-05,9058,9058,8848,8848,16960,134775.0,8022300.0
2007-09-06,8953,8953,8716,8927,38815,135978.0,8022300.0
2007-09-07,8900,8953,8821,8848,8766,134775.0,8022300.0
2007-09-10,8663,8769,8532,8769,13811,133571.0,8022300.0
2007-09-11,8769,8769,8611,8690,20786,132368.0,8022300.0
2007-09-12,8689,8795,8426,8479,44015,129159.0,8022300.0
2007-09-13,8505,8690,8453,8611,15285,131165.0,8022300.0
2007-09-14,8690,9190,8611,8690,19559,132368.0,8022300.0
2007-09-17,8848,8848,8479,8690,31537,132368.0,8022300.0
2007-09-18,8742,8742,8505,8532,23844,129961.0,8022300.0
2007-09-19,8690,8690,8532,8585,23279,130763.0,8022300.0
2007-09-20,8716,8716,8479,8558,13254,130362.0,8022300.0
2007-09-21,8505,8558,8242,8269,53499,125950.0,8022300.0
2007-09-27,8321,8426,8321,8400,12709,127956.0,8022300.0
2007-09-28,8347,8663,8347,8637,12357,131566.0,8022300.0
2007-10-01,8505,8689,8400,8400,31280,127956.0,8022300.0
2007-10-02,8426,8532,8268,8348,59976,127153.0,8022300.0
2007-10-04,8373,8400,8215,8321,31092,126752.0,8022300.0
2007-10-05,8321,8374,7742,7926,223304,120736.0,8022300.0
2007-10-08,8084,8084,7847,7926,43507,120736.0,8022300.0
2007-10-09,7926,8058,7768,7795,35457,118730.0,8022300.0
2007-10-10,7715,7873,7610,7795,61456,118730.0,8022300.0
2007-10-11,7794,7979,7689,7900,43396,120334.0,8022300.0
2007-10-12,8031,8031,7636,7663,22021,116724.0,8022300.0
2007-10-15,7689,7821,7320,7479,62113,113917.0,8022300.0
2007-10-16,7452,7478,7162,7479,104165,113917.0,8022300.0
2007-10-17,7478,7478,7136,7373,21917,112312.0,8022300.0
2007-10-18,7399,7452,7083,7084,49122,107900.0,8022300.0
2007-10-19,7162,7399,7083,7347,39376,111911.0,8022300.0
2007-10-22,7110,7346,6794,7321,20733,111510.0,8022300.0
2007-10-23,7452,7452,7110,7163,17986,109103.0,8022300.0
2007-10-24,7399,7399,7057,7084,16338,107900.0,8022300.0
2007-10-25,7110,7189,6873,6873,15472,104691.0,8022300.0
2007-10-26,6978,6978,6688,6899,51728,105092.0,8022300.0
2007-10-29,6925,7083,6794,7057,16166,107499.0,8022300.0
2007-10-30,7083,7083,6846,6899,21583,105092.0,8022300.0
2007-10-31,6978,7030,6899,7005,16055,106697.0,8022300.0
2007-11-01,7162,7373,6952,7321,65570,111510.0,8022300.0
2007-11-02,7162,7241,6846,6978,37312,106295.0,8022300.0
2007-11-05,7083,7162,7004,7110,12757,108301.0,8022300.0
2007-11-06,7162,7294,7083,7242,24876,110307.0,8022300.0
2007-11-07,7162,7294,7031,7057,11571,107499.0,8022300.0
2007-11-08,6952,7057,6741,6820,17438,103889.0,8022300.0
2007-11-09,6767,6952,6662,6741,32666,102685.0,8022300.0
2007-11-12,6741,6741,6372,6478,37628,98674.0,8022300.0
2007-11-13,6478,6530,6320,6425,34602,97872.0,8022300.0
2007-11-14,6478,6504,6372,6373,21517,97070.0,8022300.0
2007-11-15,6372,6556,6056,6373,58381,97070.0,8022300.0
2007-11-16,6267,6293,6083,6267,57538,95465.0,8022300.0
2007-11-19,6267,6688,6214,6662,39713,101482.0,8022300.0
2007-11-20,6504,6557,6267,6346,62851,96669.0,8022300.0
2007-11-21,6425,6451,6241,6346,22841,96669.0,8022300.0
2007-11-22,6320,6399,6162,6267,17873,95465.0,8022300.0
2007-11-23,6267,6346,6188,6188,13704,94262.0,8022300.0
2007-11-26,6214,6952,6214,6531,30823,99477.0,8022300.0
2007-11-27,6477,6477,6188,6294,13937,95866.0,8022300.0
2007-11-28,6372,6399,6241,6294,9019,95866.0,8022300.0
2007-11-29,6346,6530,6241,6294,23648,95866.0,8022300.0
2007-11-30,6293,6346,6056,6162,32417,93861.0,8022300.0
2007-12-03,6109,6346,6004,6320,40777,96268.0,8022300.0
2007-12-04,6399,6451,6241,6320,12935,96268.0,8022300.0
2007-12-05,6293,6557,6267,6557,24857,99878.0,8022300.0
2007-12-06,6557,6688,6451,6583,39240,100279.0,8022300.0
2007-12-07,6504,6609,6320,6320,38378,96268.0,8022300.0
2007-12-10,6399,6504,6293,6320,15697,96268.0,8022300.0
2007-12-11,6399,7268,6320,6583,296524,100279.0,8022300.0
2007-12-12,6583,6688,6398,6689,122464,101883.0,8022300.0
2007-12-13,6794,6794,6557,6636,68774,101081.0,8022300.0
2007-12-14,6583,6688,6530,6583,46455,100279.0,8022300.0
2007-12-17,6636,6636,6425,6425,45371,97872.0,8022300.0
2007-12-18,6320,6504,6267,6320,49425,96268.0,8022300.0
2007-12-20,6398,6504,6293,6373,36333,97070.0,8022300.0
2007-12-21,6425,6425,6320,6373,34479,97070.0,8022300.0
2007-12-24,6451,6636,6399,6636,60385,101081.0,8022300.0
2007-12-26,6767,6846,6715,6794,165113,103488.0,8022300.0
2007-12-27,6478,6557,6320,6425,68201,97872.0,8022300.0
2007-12-28,6425,6557,6161,6557,46092,99878.0,8022300.0
2008-01-02,6478,6767,6267,6373,142209,97070.0,8022300.0
2008-01-03,6346,6372,6162,6215,40444,94663.0,8022300.0
2008-01-04,6267,6293,6056,6109,60793,93059.0,8022300.0
2008-01-07,5898,6109,5898,5951,44604,90652.0,8022300.0
2008-01-08,5951,6030,5688,5741,84789,87443.0,8022300.0
2008-01-09,5688,5951,5530,5872,97938,89449.0,8022300.0
2008-01-10,5872,5898,5688,5688,51689,86641.0,8022300.0
2008-01-11,5688,5819,5609,5688,55089,86641.0,8022300.0
2008-01-14,5556,5793,5503,5793,47132,88245.0,8022300.0
2008-01-15,5846,6030,5609,5741,58947,87443.0,8022300.0
2008-01-16,5688,5767,5477,5556,73850,84635.0,8022300.0
2008-01-17,5582,5714,5477,5556,119340,84635.0,8022300.0
2008-01-18,5530,5951,5424,5793,137512,88245.0,8022300.0
2008-01-21,5846,5872,5661,5793,34273,88245.0,8022300.0
2008-01-22,5688,5688,5424,5609,60127,85437.0,8022300.0
2008-01-23,5635,5846,5477,5635,76180,85839.0,8022300.0
2008-01-24,5635,5846,5503,5846,257508,89048.0,8022300.0
2008-01-25,5951,5977,5767,5846,73554,89048.0,8022300.0
2008-01-28,5793,5872,5635,5688,55965,86641.0,8022300.0
2008-01-29,5793,5977,5688,5925,78603,90251.0,8022300.0
2008-01-30,6162,6267,5582,5583,329305,85036.0,8022300.0
2008-01-31,5635,6004,5635,6004,160854,91454.0,8022300.0
2008-02-01,6083,6109,5872,6004,225575,91454.0,8022300.0
2008-02-04,6162,6609,6056,6583,344767,100279.0,8022300.0
2008-02-05,6504,6794,6320,6741,150638,102685.0,8022300.0
2008-02-11,6478,6688,6478,6636,117460,101081.0,8022300.0
2008-02-12,6767,6899,6688,6715,120895,102284.0,8022300.0
2008-02-13,6820,6820,6451,6504,98892,99075.0,8022300.0
2008-02-14,6741,6741,6478,6662,84533,101482.0,8022300.0
2008-02-15,6557,6688,6451,6662,56507,101482.0,8022300.0
2008-02-18,6741,6741,6556,6689,53501,101883.0,8022300.0
2008-02-19,6662,6767,6530,6741,58072,102685.0,8022300.0
2008-02-20,6741,6767,6609,6662,51917,101482.0,8022300.0
2008-02-21,6741,6767,6583,6583,67696,100279.0,8022300.0
2008-02-22,6609,6609,6399,6504,28460,99075.0,8022300.0
2008-02-25,6530,6636,6425,6636,38421,101081.0,8022300.0
2008-02-26,6636,6741,6504,6741,33903,102685.0,8022300.0
2008-02-27,6846,6873,6714,6768,59590,103087.0,8022300.0
2008-02-28,6846,6846,6662,6715,32714,102284.0,8022300.0
2008-02-29,6741,6741,6556,6689,45816,101883.0,8022300.0
2008-03-03,6530,6557,6399,6531,18457,99477.0,8022300.0
2008-03-04,6609,6609,6451,6583,17570,100279.0,8022300.0
2008-03-05,6504,6583,6425,6583,25131,100279.0,8022300.0
2008-03-06,6530,6636,6451,6583,37648,100279.0,8022300.0
2008-03-07,6478,6557,6346,6425,23536,97872.0,8022300.0
2008-03-10,6372,6372,6162,6188,25538,94262.0,8022300.0
2008-03-11,6030,6399,5977,6399,18856,97471.0,8022300.0
2008-03-12,6530,6530,6346,6373,12835,97070.0,8022300.0
2008-03-13,6372,6372,6214,6215,20223,94663.0,8022300.0
2008-03-14,6241,6556,6214,6294,29424,95866.0,8022300.0
2008-03-17,6241,6372,6162,6320,28575,96268.0,8022300.0
2008-03-18,6267,6557,6267,6531,43258,99477.0,8022300.0
2008-03-19,6662,6767,6530,6741,54909,102685.0,8022300.0
2008-03-20,6636,6741,6609,6689,17913,101883.0,8022300.0
2008-03-21,6715,6741,6530,6610,18134,100680.0,8022300.0
2008-03-24,6583,6715,6504,6557,34204,99878.0,8022300.0
2008-03-25,6609,6609,6320,6346,60785,96669.0,8022300.0
2008-03-26,6425,6425,6214,6267,39645,95465.0,8022300.0
2008-03-27,6267,6346,6214,6267,9535,95465.0,8022300.0
2008-03-28,6320,6451,6188,6373,24518,97070.0,8022300.0
2008-03-31,6372,6609,6372,6610,22400,100680.0,8022300.0
2008-04-01,6636,6662,6504,6583,25734,100279.0,8022300.0
2008-04-02,6741,6767,6662,6768,67586,103087.0,8022300.0
2008-04-03,6715,6925,6715,6741,60361,102685.0,8022300.0
2008-04-04,6715,6794,6688,6741,14076,102685.0,8022300.0
2008-04-07,6741,7136,6662,6899,93154,105092.0,8022300.0
2008-04-08,6899,7004,6794,6794,21293,103488.0,8022300.0
2008-04-10,6741,6978,6688,6794,21560,103488.0,8022300.0
2008-04-11,6846,7083,6794,7005,44538,106697.0,8022300.0
2008-04-14,6872,6952,6609,6689,44872,101883.0,8022300.0
2008-04-15,6688,6767,6583,6662,23568,101482.0,8022300.0
2008-04-16,6794,6846,6636,6715,23138,102284.0,8022300.0
2008-04-17,6767,6820,6609,6636,20514,101081.0,8022300.0
2008-04-18,6583,6741,6556,6689,17015,101883.0,8022300.0
2008-04-21,6741,6767,6662,6689,26578,101883.0,8022300.0
2008-04-22,6688,6794,6662,6715,36737,102284.0,8022300.0
2008-04-23,6688,6873,6662,6873,45728,104691.0,8022300.0
2008-04-24,6978,7110,6767,6899,59330,105092.0,8022300.0
2008-04-25,6925,6925,6793,6926,33843,105493.0,8022300.0
2008-04-28,6925,7031,6767,6926,26873,105493.0,8022300.0
2008-04-29,6925,6978,6820,6926,22130,105493.0,8022300.0
2008-04-30,6846,6925,6715,6715,18188,102284.0,8022300.0
2008-05-02,6767,6846,6715,6847,31671,104290.0,8022300.0
2008-05-06,6846,7110,6846,7110,68452,108301.0,8022300.0
2008-05-07,7268,7268,6978,7136,78107,108702.0,8022300.0
2008-05-08,7057,7162,6846,7163,33649,109103.0,8022300.0
2008-05-09,7162,7636,7057,7610,176887,115922.0,8022300.0
2008-05-13,7689,7689,7373,7610,50579,115922.0,8022300.0
2008-05-14,7610,7689,7399,7584,49079,115521.0,8022300.0
2008-05-15,7478,7636,7320,7373,86369,112312.0,8022300.0
2008-05-16,7426,7610,7215,7610,76706,115922.0,8022300.0
2008-05-19,7584,7715,7373,7558,79620,115120.0,8022300.0
2008-05-20,7794,7978,7426,7637,177415,116323.0,8022300.0
2008-05-21,7478,7610,7373,7584,47494,115521.0,8022300.0
2008-05-22,7452,7610,7320,7584,51226,115521.0,8022300.0
2008-05-23,7478,7636,7478,7558,27895,115120.0,8022300.0
2008-05-26,7478,7531,7109,7242,65103,110307.0,8022300.0
2008-05-27,7268,7268,7110,7189,31944,109504.0,8022300.0
2008-05-28,7268,7478,7241,7321,55027,111510.0,8022300.0
2008-05-29,7373,7663,7373,7610,47840,115922.0,8022300.0
2008-05-30,7636,7742,7478,7637,43922,116323.0,8022300.0
2008-06-02,7715,7715,7531,7558,37145,115120.0,8022300.0
2008-06-03,7557,7557,7294,7321,37457,111510.0,8022300.0
2008-06-04,7320,7504,7320,7426,26481,113114.0,8022300.0
2008-06-05,7426,7426,7241,7294,29943,111109.0,8022300.0
2008-06-09,7110,7320,7057,7321,19470,111510.0,8022300.0
2008-06-10,7241,7373,7110,7215,16751,109906.0,8022300.0
2008-06-11,7241,7241,7057,7163,22967,109103.0,8022300.0
2008-06-12,7136,7136,6978,7005,15602,106697.0,8022300.0
2008-06-13,7004,7110,6846,7110,26100,108301.0,8022300.0
2008-06-16,7162,7162,7030,7110,6031,108301.0,8022300.0
2008-06-17,7057,7110,6873,6873,16666,104691.0,8022300.0
2008-06-18,6820,6899,6793,6873,17767,104691.0,8022300.0
2008-06-19,6715,6873,6583,6662,27761,101482.0,8022300.0
2008-06-20,6741,6820,6715,6715,14681,102284.0,8022300.0
2008-06-23,6636,6899,6636,6820,14137,103889.0,8022300.0
2008-06-24,6794,6899,6715,6847,6305,104290.0,8022300.0
2008-06-25,6846,6899,6714,6768,11695,103087.0,8022300.0
2008-06-26,6741,6846,6741,6768,8985,103087.0,8022300.0
2008-06-27,6715,6715,6557,6636,13177,101081.0,8022300.0
2008-06-30,6556,6609,6346,6373,22114,97070.0,8022300.0
2008-07-01,6293,6425,6267,6294,16925,95866.0,8022300.0
2008-07-02,6320,6425,6056,6188,24606,94262.0,8022300.0
2008-07-03,6188,6188,5530,6083,16476,92658.0,8022300.0
2008-07-04,6004,6162,6004,6030,9848,91855.0,8022300.0
2008-07-07,5925,6030,5819,5951,15288,90652.0,8022300.0
2008-07-08,5951,6030,5688,5925,25274,90251.0,8022300.0
2008-07-09,5951,6162,5951,6057,25378,92256.0,8022300.0
2008-07-10,6056,6188,6004,6188,18807,94262.0,8022300.0
2008-07-11,6293,6636,6161,6452,35972,98273.0,8022300.0
2008-07-14,6530,6530,6320,6346,19342,96669.0,8022300.0
2008-07-15,6320,6425,6083,6162,16605,93861.0,8022300.0
2008-07-16,6241,6346,6188,6241,25662,95064.0,8022300.0
2008-07-17,6320,6583,6320,6478,33381,98674.0,8022300.0
2008-07-18,6583,6609,6451,6478,13745,98674.0,8022300.0
2008-07-21,6530,6636,6504,6636,10250,101081.0,8022300.0
2008-07-22,6504,6688,6504,6636,9739,101081.0,8022300.0
2008-07-23,6820,6820,6662,6715,10635,102284.0,8022300.0
2008-07-24,6820,6820,6636,6820,15218,103889.0,8022300.0
2008-07-25,6715,6820,6609,6662,9898,101482.0,8022300.0
2008-07-28,6714,6714,6478,6478,7655,98674.0,8022300.0
2008-07-29,6451,6504,6372,6425,8958,97872.0,8022300.0
2008-07-30,6451,6662,6425,6583,18656,100279.0,8022300.0
2008-07-31,6583,6662,6557,6557,4033,99878.0,8022300.0
2008-08-01,6557,6688,6425,6662,11693,101482.0,8022300.0
2008-08-04,6662,6662,6451,6478,13515,98674.0,8022300.0
2008-08-05,6425,6557,6320,6320,14140,96268.0,8022300.0
2008-08-06,6478,6478,6293,6373,11538,97070.0,8022300.0
2008-08-07,6320,6399,6293,6320,5598,96268.0,8022300.0
2008-08-08,6320,6425,6188,6425,6762,97872.0,8022300.0
2008-08-11,6504,6530,6425,6478,8195,98674.0,8022300.0
2008-08-12,6504,6583,6451,6504,4725,99075.0,8022300.0
2008-08-13,6504,6556,6320,6373,8386,97070.0,8022300.0
2008-08-14,6372,6451,6320,6399,13116,97471.0,8022300.0
2008-08-18,6372,6478,6320,6320,4743,96268.0,8022300.0
2008-08-19,6320,6320,6188,6267,9541,95465.0,8022300.0
2008-08-20,6214,6293,6188,6294,5616,95866.0,8022300.0
2008-08-21,6188,6399,6188,6267,14521,95465.0,8022300.0
2008-08-22,6267,6293,6004,6162,12301,93861.0,8022300.0
2008-08-25,6162,6267,6109,6109,8759,93059.0,8022300.0
2008-08-26,6135,6135,5898,5978,17041,91053.0,8022300.0
2008-08-27,6056,6056,5793,6004,20969,91454.0,8022300.0
2008-08-28,6004,6056,5819,5820,14804,88646.0,8022300.0
2008-08-29,5846,6004,5793,5872,37555,89449.0,8022300.0
2008-09-01,5872,5925,5556,5556,11919,84635.0,8022300.0
2008-09-02,5556,5661,5293,5556,24484,84635.0,8022300.0
2008-09-03,5398,5635,5345,5556,66765,84635.0,8022300.0
2008-09-04,5556,5819,5530,5635,30516,85839.0,8022300.0
2008-09-05,5582,5740,5503,5741,19739,87443.0,8022300.0
2008-09-08,5767,6030,5767,5978,45204,91053.0,8022300.0
2008-09-09,5872,5898,5740,5767,38897,87844.0,8022300.0
2008-09-10,5740,5951,5688,5951,13743,90652.0,8022300.0
2008-09-11,5951,6056,5872,6004,13941,91454.0,8022300.0
2008-09-12,6004,6109,5977,6030,23320,91855.0,8022300.0
2008-09-16,5372,5740,5372,5583,26743,85036.0,8022300.0
2008-09-17,5767,5846,5688,5820,15712,88646.0,8022300.0
2008-09-18,5740,5740,5556,5609,15155,85437.0,8022300.0
