슈프리마(236200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-27,24300,24400,23700,23850,54999,168865.0,7080273.0
2017-10-30,23850,24150,23450,24100,33983,170635.0,7080273.0
2017-10-31,24000,24450,23750,24450,42973,173113.0,7080273.0
2017-11-01,24550,24550,24000,24000,40567,169927.0,7080273.0
2017-11-02,24150,24350,23650,23700,32811,167802.0,7080273.0
2017-11-03,24100,24100,23050,23400,59751,165678.0,7080273.0
2017-11-06,23450,23550,23200,23400,31127,165678.0,7080273.0
2017-11-07,23450,23550,23050,23300,36527,164970.0,7080273.0
2017-11-08,23200,23400,22800,22850,61821,161784.0,7080273.0
2017-11-09,22850,23600,22800,23500,48786,166386.0,7080273.0
2017-11-10,23500,23850,23300,23850,52283,168865.0,7080273.0
2017-11-13,23950,24200,23700,24150,55907,170989.0,7080273.0
2017-11-14,24050,24150,23700,23950,43188,169573.0,7080273.0
2017-11-15,24250,25150,24150,24500,157411,173467.0,7080273.0
2017-11-16,24500,24500,23850,24150,67420,170989.0,7080273.0
2017-11-17,24050,24150,23400,23450,72659,166032.0,7080273.0
2017-11-20,23500,23850,23300,23350,36190,165324.0,7080273.0
2017-11-21,23400,23550,23250,23550,43997,166740.0,7080273.0
2017-11-22,23600,23600,22800,23050,112219,163200.0,7080273.0
2017-11-23,23200,23200,22700,22800,63800,161430.0,7080273.0
2017-11-24,22750,23700,22750,23350,93259,165324.0,7080273.0
2017-11-27,24000,24650,23900,24100,214838,170635.0,7080273.0
2017-11-28,24100,24450,23700,23800,72410,168510.0,7080273.0
2017-11-29,24100,24950,24100,24750,199834,175237.0,7080273.0
2017-11-30,24750,24750,23800,24150,88545,170989.0,7080273.0
2017-12-01,24450,24450,23800,23950,45830,169573.0,7080273.0
2017-12-04,23950,24050,23300,23800,47363,168510.0,7080273.0
2017-12-05,23800,24550,23700,24000,74790,169927.0,7080273.0
2017-12-06,23850,24100,23750,23900,62504,169219.0,7080273.0
2017-12-07,23850,24250,23150,23500,54157,166386.0,7080273.0
2017-12-08,23500,23700,22950,23300,52855,164970.0,7080273.0
2017-12-11,23300,23450,22900,23200,27034,164262.0,7080273.0
2017-12-12,23300,23450,22700,22850,45096,161784.0,7080273.0
2017-12-13,22700,23350,22700,22950,46522,162492.0,7080273.0
2017-12-14,23150,23700,22750,23300,47881,164970.0,7080273.0
2017-12-15,23550,23550,23050,23200,34318,164262.0,7080273.0
2017-12-18,23200,23800,23200,23600,42438,167094.0,7080273.0
2017-12-19,23600,23850,23300,23500,56037,166386.0,7080273.0
2017-12-20,23400,23600,22900,23050,49267,163200.0,7080273.0
2017-12-21,23000,23200,21600,22200,137465,157182.0,7080273.0
2017-12-22,22000,22350,21650,22100,67880,156474.0,7080273.0
2017-12-26,22100,22400,21750,22050,45651,156120.0,7080273.0
2017-12-27,22050,22800,22050,22700,42312,160722.0,7080273.0
2017-12-28,22900,23650,22700,23400,69726,165678.0,7080273.0
2018-01-02,23400,23600,23200,23450,30074,166032.0,7080273.0
2018-01-03,23550,23800,23300,23350,44801,165324.0,7080273.0
2018-01-04,23450,24950,23200,24350,213158,172405.0,7080273.0
2018-01-05,24350,24500,23700,24100,75463,170635.0,7080273.0
2018-01-08,24100,24100,23200,23550,77990,166740.0,7080273.0
2018-01-09,23850,23900,23200,23500,40660,166386.0,7080273.0
2018-01-10,23650,23750,22950,23050,50989,163200.0,7080273.0
2018-01-11,22950,23850,22850,23350,61215,165324.0,7080273.0
2018-01-12,23250,23550,22600,22950,73151,162492.0,7080273.0
2018-01-15,23000,23000,22400,22700,59904,160722.0,7080273.0
2018-01-16,22550,23050,22550,23050,42332,163200.0,7080273.0
2018-01-17,23250,23550,22800,23400,82174,165678.0,7080273.0
2018-01-18,23450,24200,23050,23550,102749,166740.0,7080273.0
2018-01-19,23800,24550,23700,23800,142634,168510.0,7080273.0
2018-01-22,24000,24400,23450,24100,101132,170635.0,7080273.0
2018-01-23,24500,25700,24100,24300,295462,172051.0,7080273.0
2018-01-24,24200,24800,23950,24600,93905,174175.0,7080273.0
2018-01-25,25250,25250,24300,24750,110397,175237.0,7080273.0
2018-01-26,24750,25000,24600,24850,90201,175945.0,7080273.0
2018-01-29,25000,25300,24850,25200,116900,178423.0,7080273.0
2018-01-30,25200,25700,24650,24900,131249,176299.0,7080273.0
2018-01-31,24950,25500,24650,25100,109621,177715.0,7080273.0
2018-02-01,25350,25600,25000,25500,88115,180547.0,7080273.0
2018-02-02,25400,25500,24750,25100,78618,177715.0,7080273.0
2018-02-05,24400,24750,23850,24000,78189,169927.0,7080273.0
2018-02-06,22900,25050,22500,24400,186261,172759.0,7080273.0
2018-02-07,24650,26300,24000,25450,360969,180193.0,7080273.0
2018-02-08,25900,26950,25700,26600,352353,188335.0,7080273.0
2018-02-09,25700,27750,25550,27350,279666,193645.0,7080273.0
2018-02-12,27500,28550,27150,27500,277930,194708.0,7080273.0
2018-02-13,27900,27900,27000,27450,139712,194353.0,7080273.0
2018-02-14,27450,27700,26400,26900,232926,190459.0,7080273.0
2018-02-19,26900,27850,26350,27850,140203,197186.0,7080273.0
2018-02-20,27850,28450,27600,27800,92304,196832.0,7080273.0
2018-02-21,27850,29100,27800,28550,181097,202142.0,7080273.0
2018-02-22,28900,29200,27850,28000,118201,198248.0,7080273.0
2018-02-23,28000,28200,27250,27350,83027,193645.0,7080273.0
2018-02-26,27300,27900,26550,26650,112669,188689.0,7080273.0
2018-02-27,26800,27800,26650,27400,105348,193999.0,7080273.0
2018-02-28,27400,27400,26150,26700,64936,189043.0,7080273.0
2018-03-02,26550,26650,25800,26050,79759,184441.0,7080273.0
2018-03-05,26000,26300,24800,24950,108788,176653.0,7080273.0
2018-03-06,25300,25650,25150,25600,28416,181255.0,7080273.0
2018-03-07,25350,26000,25250,25450,33925,180193.0,7080273.0
2018-03-08,25450,25800,25350,25800,37913,182671.0,7080273.0
2018-03-09,26100,26150,25250,25400,52928,179839.0,7080273.0
2018-03-12,25700,25850,24950,25450,91950,180193.0,7080273.0
2018-03-13,25500,26550,25500,26200,55575,185503.0,7080273.0
2018-03-14,26200,26250,25000,25200,78381,178423.0,7080273.0
2018-03-15,25300,25750,24550,25600,83482,181255.0,7080273.0
2018-03-16,25750,26150,25150,25850,55072,183025.0,7080273.0
2018-03-19,25800,26000,25350,25750,48697,182317.0,7080273.0
2018-03-20,25700,25700,25150,25550,42452,180901.0,7080273.0
2018-03-21,25800,26550,25450,26450,87109,187273.0,7080273.0
2018-03-22,26500,27000,26100,26350,109613,186565.0,7080273.0
2018-03-23,25300,25750,24200,24700,150645,174883.0,7080273.0
2018-03-26,24350,24950,23700,24950,69708,176653.0,7080273.0
2018-03-27,25000,25350,24400,24800,111510,175591.0,7080273.0
2018-03-28,24500,25350,24500,24650,99969,174529.0,7080273.0
2018-03-29,25000,25050,24450,24950,39331,176653.0,7080273.0
2018-03-30,25000,25250,24700,25000,55462,177007.0,7080273.0
2018-04-02,25500,25500,24500,24550,50390,173821.0,7080273.0
2018-04-03,24050,24400,23950,24400,43153,172759.0,7080273.0
2018-04-04,24600,24600,23550,23950,58650,169573.0,7080273.0
2018-04-05,24200,24200,23550,23800,55868,168510.0,7080273.0
2018-04-06,23800,24100,23600,23700,35121,167802.0,7080273.0
2018-04-09,23750,23800,23300,23550,30914,166740.0,7080273.0
2018-04-10,23450,23950,23450,23700,49222,167802.0,7080273.0
2018-04-11,24000,24250,23800,23850,39197,168865.0,7080273.0
2018-04-12,24150,24150,23500,23700,40641,167802.0,7080273.0
2018-04-13,23700,24200,23500,24150,35707,170989.0,7080273.0
2018-04-16,24250,24750,24000,24350,63104,172405.0,7080273.0
2018-04-17,24500,25100,24500,25050,88198,177361.0,7080273.0
2018-04-18,25300,25300,24550,24600,66524,174175.0,7080273.0
2018-04-19,24550,24550,23900,24100,61641,170635.0,7080273.0
2018-04-20,23950,24400,23950,24300,21050,172051.0,7080273.0
2018-04-23,24050,24300,23750,24250,59511,171697.0,7080273.0
2018-04-24,24050,24350,23550,24100,72553,170635.0,7080273.0
2018-04-25,23900,24000,23550,23550,34006,166740.0,7080273.0
2018-04-26,23800,23950,23450,23450,37950,166032.0,7080273.0
2018-04-27,23650,23650,21950,22350,196898,158244.0,7080273.0
2018-04-30,22050,22300,21400,21850,121923,154704.0,7080273.0
2018-05-02,21750,22400,21550,22150,49216,156828.0,7080273.0
2018-05-03,21950,22350,21900,22050,36073,156120.0,7080273.0
2018-05-04,22000,22000,21400,21550,80543,152580.0,7080273.0
2018-05-08,21650,22750,21600,21800,71704,154350.0,7080273.0
2018-05-09,22150,22150,21450,21900,54313,155058.0,7080273.0
2018-05-10,21900,22150,21400,22050,62169,156120.0,7080273.0
2018-05-11,22000,22400,22000,22250,38275,157536.0,7080273.0
2018-05-14,22300,22300,21550,21750,49077,153996.0,7080273.0
2018-05-15,21850,21850,21250,21650,57484,153288.0,7080273.0
2018-05-16,21600,21600,20850,20900,65854,147978.0,7080273.0
2018-05-17,21000,21250,20800,21150,39930,149748.0,7080273.0
2018-05-18,20950,22100,20950,21700,55131,153642.0,7080273.0
2018-05-21,21900,21900,21600,21800,17036,154350.0,7080273.0
2018-05-23,21600,21850,21450,21550,25122,152580.0,7080273.0
2018-05-24,21500,21550,21250,21400,17355,151518.0,7080273.0
2018-05-25,21400,21450,21000,21400,20964,151518.0,7080273.0
2018-05-28,21300,21400,20850,21000,42242,148686.0,7080273.0
2018-05-29,21000,21350,20750,21200,36043,150102.0,7080273.0
2018-05-30,21150,21600,20800,21200,52218,150102.0,7080273.0
2018-05-31,21500,22800,21400,22650,113593,160368.0,7080273.0
2018-06-01,22650,22650,22100,22300,46725,157890.0,7080273.0
2018-06-04,22300,23250,22250,22900,89126,162138.0,7080273.0
2018-06-05,22900,23150,22500,23000,50232,162846.0,7080273.0
2018-06-07,23150,23300,22900,23200,40958,164262.0,7080273.0
2018-06-08,23200,23350,22650,22950,24184,162492.0,7080273.0
2018-06-11,23350,23450,23000,23050,36921,163200.0,7080273.0
2018-06-12,23250,23700,22700,23450,57256,166032.0,7080273.0
2018-06-14,23450,23650,23050,23250,35576,164616.0,7080273.0
2018-06-15,23600,23600,23100,23200,33315,164262.0,7080273.0
2018-06-18,23250,23350,22400,22700,42626,160722.0,7080273.0
2018-06-19,22600,23000,21250,21500,64972,152226.0,7080273.0
2018-06-20,21500,22600,21300,22200,41169,157182.0,7080273.0
2018-06-21,22400,22400,21150,21350,52294,151164.0,7080273.0
2018-06-22,21300,21650,20950,21650,46672,153288.0,7080273.0
2018-06-25,21550,22150,21300,22000,16049,155766.0,7080273.0
2018-06-26,21450,22000,21450,22000,22916,155766.0,7080273.0
2018-06-27,22000,22700,21800,22200,21541,157182.0,7080273.0
2018-06-28,22400,22400,21500,21550,34473,152580.0,7080273.0
2018-06-29,21550,21900,21350,21450,12458,151872.0,7080273.0
2018-07-02,21450,21700,21200,21350,23894,151164.0,7080273.0
2018-07-03,21900,22900,21550,22450,81080,158952.0,7080273.0
2018-07-04,22700,23550,22600,23300,80087,164970.0,7080273.0
2018-07-05,23450,23500,22750,23250,43475,164616.0,7080273.0
2018-07-06,23200,23200,22400,23200,33490,164262.0,7080273.0
2018-07-09,23200,23350,22500,22750,31816,161076.0,7080273.0
2018-07-10,22750,22900,21750,21750,108456,153996.0,7080273.0
2018-07-11,21750,21850,21400,21400,48362,151518.0,7080273.0
2018-07-12,21700,21950,21400,21700,56120,153642.0,7080273.0
2018-07-13,21550,23000,21550,23000,88140,162846.0,7080273.0
2018-07-16,23000,23200,22650,22800,49758,161430.0,7080273.0
2018-07-17,22950,23650,22900,23550,100460,166740.0,7080273.0
2018-07-18,23600,24800,23600,23950,167183,169573.0,7080273.0
2018-07-19,24200,24200,23350,23350,54228,165324.0,7080273.0
2018-07-20,23150,24350,23150,24000,60656,169927.0,7080273.0
2018-07-23,24150,24250,22650,22800,69556,161430.0,7080273.0
2018-07-24,22700,23700,22400,23200,39542,164262.0,7080273.0
2018-07-25,23150,23450,22550,22950,26113,162492.0,7080273.0
2018-07-26,23050,23150,22450,23000,42684,162846.0,7080273.0
2018-07-27,22850,23450,22550,23200,47574,164262.0,7080273.0
2018-07-30,23200,23650,23050,23250,46677,164616.0,7080273.0
2018-07-31,23300,23300,22550,22900,34258,162138.0,7080273.0
2018-08-01,22900,23500,22550,23500,77662,166386.0,7080273.0
2018-08-02,23600,23600,22800,23000,33756,162846.0,7080273.0
2018-08-03,23000,23250,22850,23100,25266,163554.0,7080273.0
2018-08-06,23200,23250,22750,22850,22364,161784.0,7080273.0
2018-08-07,22850,23000,22600,22950,26779,162492.0,7080273.0
2018-08-08,22900,23050,22700,22800,23903,161430.0,7080273.0
2018-08-09,22800,22850,22450,22450,40081,158952.0,7080273.0
2018-08-10,22600,22600,21600,21750,73820,153996.0,7080273.0
2018-08-13,21600,21600,20150,20300,161666,143730.0,7080273.0
2018-08-14,20300,21100,20200,20650,52047,146208.0,7080273.0
2018-08-16,20300,20500,19850,20500,109810,145146.0,7080273.0
2018-08-17,20600,20650,20150,20350,53456,144084.0,7080273.0
2018-08-20,20350,20550,20250,20500,31564,145146.0,7080273.0
2018-08-21,20600,21000,20250,20950,39795,148332.0,7080273.0
2018-08-22,21000,21200,20600,20800,28853,147270.0,7080273.0
2018-08-23,20800,20950,20550,20850,32904,147624.0,7080273.0
2018-08-24,20850,20950,20500,20850,28121,147624.0,7080273.0
2018-08-27,20850,20900,20600,20750,35190,146916.0,7080273.0
2018-08-28,20950,21550,20800,21400,85889,151518.0,7080273.0
2018-08-29,21550,22600,21500,22150,128187,156828.0,7080273.0
2018-08-30,22300,22500,22000,22400,37156,158598.0,7080273.0
2018-08-31,22400,22400,21750,21950,42883,155412.0,7080273.0
2018-09-03,21950,22050,21500,21700,26420,153642.0,7080273.0
2018-09-04,21700,21850,21050,21350,87175,151164.0,7080273.0
2018-09-05,21350,21700,21000,21500,41056,152226.0,7080273.0
2018-09-06,21450,23000,21450,22650,191391,160368.0,7080273.0
2018-09-07,22650,23200,22400,23000,92268,162846.0,7080273.0
2018-09-10,23000,23550,22650,23450,77360,166032.0,7080273.0
2018-09-11,23400,23600,22900,23200,60771,164262.0,7080273.0
2018-09-12,23300,23600,23100,23500,75262,166386.0,7080273.0
2018-09-13,23650,23650,22500,22800,63288,161430.0,7080273.0
2018-09-14,22900,22900,22100,22400,69465,158598.0,7080273.0
2018-09-17,22500,22500,21550,22050,60576,156120.0,7080273.0
2018-09-18,21900,22350,21700,22300,41797,157890.0,7080273.0
2018-09-19,22300,23000,22100,22500,54935,159306.0,7080273.0
2018-09-20,22500,22500,21300,21800,93540,154350.0,7080273.0
2018-09-21,22100,22250,21650,21900,64496,155058.0,7080273.0
2018-09-27,21850,21950,21550,21800,34345,154350.0,7080273.0
2018-09-28,21800,21800,21150,21350,49442,151164.0,7080273.0
2018-10-01,21500,21650,21000,21150,50048,149748.0,7080273.0
2018-10-02,21150,21200,20500,20800,73382,147270.0,7080273.0
2018-10-04,20900,20900,20100,20100,40700,142313.0,7080273.0
2018-10-05,19900,20500,19900,20400,31657,144438.0,7080273.0
2018-10-08,20300,21000,20300,20600,24406,145854.0,7080273.0
2018-10-10,20600,20750,19950,20200,36058,143022.0,7080273.0
2018-10-11,19500,19500,18000,18300,162075,129569.0,7080273.0
2018-10-12,18000,18900,18000,18500,75954,130985.0,7080273.0
2018-10-15,18850,18900,18500,18500,20336,130985.0,7080273.0
2018-10-16,18450,18850,18450,18750,21749,132755.0,7080273.0
2018-10-17,18900,19250,18300,18550,42856,131339.0,7080273.0
2018-10-18,18550,18850,18200,18250,33125,129215.0,7080273.0
2018-10-19,18100,18350,17450,18200,98304,128861.0,7080273.0
2018-10-22,18200,18300,17800,18100,31804,128153.0,7080273.0
2018-10-23,18100,18100,17100,17200,63192,121781.0,7080273.0
2018-10-24,17350,17700,16950,16950,57181,120011.0,7080273.0
2018-10-25,16300,16900,15850,16900,75433,119657.0,7080273.0
2018-10-26,17000,17000,15950,16750,71556,118595.0,7080273.0
2018-10-29,16400,17050,15600,15850,86334,112222.0,7080273.0
2018-10-30,15300,16400,15200,16400,102133,116116.0,7080273.0
2018-10-31,16250,16500,15900,16000,35506,113284.0,7080273.0
2018-11-01,16300,16500,16100,16250,33084,115054.0,7080273.0
2018-11-02,16450,19450,16450,18700,243940,132401.0,7080273.0
2018-11-05,18700,19600,18600,19050,129730,134879.0,7080273.0
2018-11-06,19050,19550,18800,19000,90251,134525.0,7080273.0
2018-11-07,19000,19250,18300,18900,27386,133817.0,7080273.0
2018-11-08,19300,20000,19000,19750,119983,139835.0,7080273.0
2018-11-09,19700,20050,19550,19750,27089,139835.0,7080273.0
2018-11-12,19750,20850,19750,20650,152608,146208.0,7080273.0
2018-11-13,20650,20750,19500,20400,71430,144438.0,7080273.0
2018-11-14,20400,20750,19650,20450,56491,144792.0,7080273.0
2018-11-15,20450,20500,19850,20350,23917,144084.0,7080273.0
2018-11-16,20500,20500,19250,19450,51961,137711.0,7080273.0
2018-11-19,19400,20250,19400,20150,37110,142668.0,7080273.0
2018-11-20,20000,22000,19850,22000,318172,155766.0,7080273.0
2018-11-21,21950,22950,21600,22750,301355,161076.0,7080273.0
2018-11-22,22750,23600,22100,22200,239996,157182.0,7080273.0
2018-11-23,22500,23450,21500,22300,215164,157890.0,7080273.0
2018-11-26,22150,24250,21450,22050,180530,156120.0,7080273.0
2018-11-27,22050,23100,21850,22050,143456,156120.0,7080273.0
2018-11-28,22000,23950,21850,23850,245795,168865.0,7080273.0
2018-11-29,24050,27100,23950,26700,1134420,189043.0,7080273.0
2018-11-30,26700,26700,25000,25150,285593,178069.0,7080273.0
2018-12-03,25300,27100,25250,26150,326541,185149.0,7080273.0
2018-12-04,26100,27200,25600,26550,213537,187981.0,7080273.0
2018-12-05,26500,27500,25650,27050,219479,191521.0,7080273.0
2018-12-06,27050,27200,25100,25450,222138,180193.0,7080273.0
2018-12-07,25950,27550,25700,27000,336995,191167.0,7080273.0
2018-12-10,26900,27000,26000,26400,138190,186919.0,7080273.0
2018-12-11,26450,26950,24700,25250,177336,178777.0,7080273.0
2018-12-12,25300,26250,25300,26250,94846,185857.0,7080273.0
2018-12-13,26300,26500,25800,26250,49709,185857.0,7080273.0
2018-12-14,26250,26450,25650,26350,65822,186565.0,7080273.0
2018-12-17,26300,26300,25050,25450,80865,180193.0,7080273.0
2018-12-18,25150,25200,24200,24850,103101,175945.0,7080273.0
2018-12-19,24900,25500,24000,25100,105612,177715.0,7080273.0
2018-12-20,24800,25050,24000,24900,67088,176299.0,7080273.0
2018-12-21,24800,25200,24150,24850,53055,175945.0,7080273.0
2018-12-24,24350,24750,23800,23850,47997,168865.0,7080273.0
2018-12-26,23250,24400,23150,23700,78471,167802.0,7080273.0
2018-12-27,24150,25050,24000,24200,65891,171343.0,7080273.0
2018-12-28,24800,26300,24200,26000,95031,184087.0,7080273.0
2019-01-02,26000,26000,24900,25500,49135,180547.0,7080273.0
2019-01-03,25250,25950,24050,25100,108657,177715.0,7080273.0
2019-01-04,24450,24600,22500,23750,241645,168156.0,7080273.0
2019-01-07,23800,25650,23800,25300,113044,179131.0,7080273.0
2019-01-08,25900,27200,25850,26700,224827,189043.0,7080273.0
2019-01-09,27000,27200,26150,26650,81351,188689.0,7080273.0
2019-01-10,27000,27000,25700,26300,83386,186211.0,7080273.0
2019-01-11,26100,27700,26100,27550,191448,195062.0,7080273.0
2019-01-14,28750,29000,27400,28200,307553,199664.0,7080273.0
2019-01-15,28350,28900,27600,28700,169205,203204.0,7080273.0
2019-01-16,29100,29650,28150,28700,169676,203204.0,7080273.0
2019-01-17,28700,29250,28250,28400,71478,201080.0,7080273.0
2019-01-18,28400,28700,27950,28550,50842,202142.0,7080273.0
2019-01-21,28850,29000,27600,28300,98563,200372.0,7080273.0
2019-01-22,28300,29300,27800,28300,51304,200372.0,7080273.0
2019-01-23,28000,28450,27600,28150,68223,199310.0,7080273.0
2019-01-24,28350,28350,27450,28150,61374,199310.0,7080273.0
2019-01-25,28150,28250,27400,28100,58832,198956.0,7080273.0
2019-01-28,27850,28300,27150,27450,87821,194353.0,7080273.0
2019-01-29,27600,27700,26350,26800,175866,189751.0,7080273.0
2019-01-30,27200,27200,26000,26450,112967,187273.0,7080273.0
2019-01-31,26500,26800,25350,25850,136353,183025.0,7080273.0
2019-02-01,26800,27450,25400,25650,196522,181609.0,7080273.0
2019-02-07,25750,26800,25350,26550,82413,187981.0,7080273.0
2019-02-08,26550,26550,25450,25550,100392,180901.0,7080273.0
2019-02-11,25800,26400,24850,26400,70726,186919.0,7080273.0
2019-02-12,26500,26500,25150,25550,104570,180901.0,7080273.0
2019-02-13,25650,26900,25550,26500,152235,187627.0,7080273.0
2019-02-14,26900,27350,26300,26500,113670,187627.0,7080273.0
2019-02-15,26550,27000,25300,25550,143736,180901.0,7080273.0
2019-02-18,25500,25500,24400,24750,130555,175237.0,7080273.0
2019-02-19,24800,26100,24800,25200,173856,178423.0,7080273.0
2019-02-20,25500,25600,24500,25300,177284,179131.0,7080273.0
2019-02-21,25300,25450,23800,24100,348672,170635.0,7080273.0
2019-02-22,24200,24700,24000,24250,87507,171697.0,7080273.0
2019-02-25,24300,24900,24100,24250,94868,171697.0,7080273.0
2019-02-26,24450,24750,24150,24400,82501,172759.0,7080273.0
2019-02-27,24400,24450,23350,23550,181541,166740.0,7080273.0
2019-02-28,23800,23800,22650,22650,183366,160368.0,7080273.0
2019-03-04,23150,24100,23150,23750,138418,168156.0,7080273.0
2019-03-05,24150,25050,23900,24250,309108,171697.0,7080273.0
2019-03-06,24550,25700,24350,25500,242741,180547.0,7080273.0
2019-03-07,25400,26250,25250,25600,163763,181255.0,7080273.0
2019-03-08,25350,25900,24550,25300,83011,179131.0,7080273.0
2019-03-11,25300,25300,23700,24550,210693,173821.0,7080273.0
2019-03-12,24700,25050,24200,24800,92809,175591.0,7080273.0
2019-03-13,24550,25100,24200,25000,82629,177007.0,7080273.0
2019-03-14,25200,25500,24450,25400,143795,179839.0,7080273.0
2019-03-15,25500,25600,24250,24450,123476,173113.0,7080273.0
2019-03-18,24600,24950,23950,24450,85456,173113.0,7080273.0
2019-03-19,24300,27900,24300,27150,452400,192229.0,7080273.0
2019-03-20,27400,29550,27250,29450,686738,208514.0,7080273.0
2019-03-21,29200,30050,28250,28900,406044,204620.0,7080273.0
2019-03-22,29150,29400,28250,29050,181174,205682.0,7080273.0
2019-03-25,28100,28600,26500,26700,326181,189043.0,7080273.0
2019-03-26,26900,27750,26500,27450,201122,194353.0,7080273.0
2019-03-27,27600,28400,27200,28000,164688,198248.0,7080273.0
2019-03-28,27850,29750,27650,28150,245547,199310.0,7080273.0
2019-03-29,28500,29400,27400,28950,217192,204974.0,7080273.0
2019-04-01,29900,30300,28950,29700,225303,210284.0,7080273.0
2019-04-02,30000,30050,28800,28900,116560,204620.0,7080273.0
2019-04-03,28900,29250,28150,28150,108870,199310.0,7080273.0
2019-04-04,28600,29350,28100,28450,157876,201434.0,7080273.0
2019-04-05,28600,29000,27900,28300,92962,200372.0,7080273.0
2019-04-08,28300,28300,27350,27650,125576,195770.0,7080273.0
2019-04-09,27550,28300,26750,27000,266847,191167.0,7080273.0
2019-04-10,26850,27300,26500,27200,85537,192583.0,7080273.0
2019-04-11,27100,27650,26800,27100,104230,191875.0,7080273.0
2019-04-12,27250,28300,26950,28100,205526,198956.0,7080273.0
2019-04-15,28400,28550,27400,27800,140468,196832.0,7080273.0
2019-04-16,27700,27900,26800,26950,97225,190813.0,7080273.0
2019-04-17,27250,27600,26800,27450,79215,194353.0,7080273.0
2019-04-18,28050,28050,26500,26600,119137,188335.0,7080273.0
2019-04-19,26650,27050,26500,26900,49292,190459.0,7080273.0
2019-04-22,26700,32250,26600,32250,1025579,228339.0,7080273.0
2019-04-23,32250,32550,30800,31650,406273,224091.0,7080273.0
2019-04-24,31500,31950,29950,30450,260533,215594.0,7080273.0
2019-04-25,30200,30800,29650,30050,173276,212762.0,7080273.0
2019-04-26,30100,30350,29000,29300,175304,207452.0,7080273.0
2019-04-29,29700,30050,29300,29950,76470,212054.0,7080273.0
2019-04-30,30150,30600,29400,29750,103720,210638.0,7080273.0
2019-05-02,30600,31350,30250,30500,240279,215948.0,7080273.0
2019-05-03,30900,31750,30450,31300,130392,221613.0,7080273.0
2019-05-07,30500,31150,30150,30150,91676,213470.0,7080273.0
2019-05-08,29800,29900,29150,29650,97691,209930.0,7080273.0
2019-05-09,29600,29850,28100,28300,111264,200372.0,7080273.0
2019-05-10,28300,28700,27250,28050,83925,198602.0,7080273.0
2019-05-13,28000,28350,26900,27350,86531,193645.0,7080273.0
2019-05-14,27000,28200,26700,28000,105720,198248.0,7080273.0
2019-05-15,28400,29150,28150,29150,84964,206390.0,7080273.0
2019-05-16,29450,29450,27300,27550,110852,195062.0,7080273.0
2019-05-17,27900,28250,26300,26600,172966,188335.0,7080273.0
2019-05-20,27050,27050,25250,25600,194328,181255.0,7080273.0
2019-05-21,25600,27600,25350,27000,181722,191167.0,7080273.0
2019-05-22,27300,28350,27250,28100,183307,198956.0,7080273.0
2019-05-23,28400,28600,26950,27550,146466,195062.0,7080273.0
2019-05-24,27550,28750,26800,27300,87354,193291.0,7080273.0
2019-05-27,27350,28700,27300,27850,105301,197186.0,7080273.0
2019-05-28,28000,28550,27900,28200,48962,199664.0,7080273.0
2019-05-29,28100,28500,27800,28200,56714,199664.0,7080273.0
2019-05-30,28600,29750,28400,28900,122805,204620.0,7080273.0
2019-05-31,29100,29350,28250,28450,92102,201434.0,7080273.0
2019-06-03,28900,29050,28000,28900,53365,204620.0,7080273.0
2019-06-04,29050,31450,28900,30950,248254,219134.0,7080273.0
2019-06-05,31150,34850,31100,34650,552912,245331.0,7080273.0
2019-06-07,34650,36400,34500,35950,382303,254536.0,7080273.0
2019-06-10,36400,36850,35300,36000,224903,254890.0,7080273.0
2019-06-11,35650,36050,34450,35050,154180,248164.0,7080273.0
2019-06-12,35000,35300,33650,34800,192727,246394.0,7080273.0
2019-06-13,34200,35500,34200,34750,59772,246039.0,7080273.0
2019-06-14,35050,36250,34700,34950,126194,247456.0,7080273.0
2019-06-17,34850,36400,34050,36400,118650,257722.0,7080273.0
2019-06-18,36400,37300,34550,34800,165754,246394.0,7080273.0
2019-06-19,34750,35900,34500,34900,76548,247102.0,7080273.0
2019-06-20,34700,37500,34600,37000,209639,261970.0,7080273.0
2019-06-21,37400,38100,36300,36800,121072,260554.0,7080273.0
2019-06-24,37150,37350,35700,37000,100024,261970.0,7080273.0
2019-06-25,37250,37300,35900,36350,64074,257368.0,7080273.0
2019-06-26,36350,38250,36050,36750,126600,260200.0,7080273.0
2019-06-27,36950,38600,36500,37350,128952,264448.0,7080273.0
2019-06-28,37550,37800,35800,36350,82632,257368.0,7080273.0
2019-07-01,36300,36550,35200,35350,106029,250288.0,7080273.0
2019-07-02,35350,36250,34450,35150,91162,248872.0,7080273.0
2019-07-03,35150,36600,34850,35300,102540,249934.0,7080273.0
2019-07-04,35300,35650,33800,35300,135951,249934.0,7080273.0
2019-07-05,35300,35350,32750,33550,221245,237543.0,7080273.0
2019-07-08,33450,33500,32500,33150,70163,234711.0,7080273.0
2019-07-09,33150,33400,32000,32450,84518,229755.0,7080273.0
2019-07-10,32450,33100,32300,32900,44573,232941.0,7080273.0
2019-07-11,33250,33250,31700,32600,89166,230817.0,7080273.0
2019-07-12,32650,32750,31850,32300,54940,228693.0,7080273.0
2019-07-15,32150,32500,31450,31850,46770,225507.0,7080273.0
2019-07-16,31850,31850,30500,31050,105776,219842.0,7080273.0
2019-07-17,31050,31300,30600,31000,48767,219488.0,7080273.0
