지노믹트리(228760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-29,49500,49500,47500,49350,2390,387699.0,7856109.0
2018-05-30,49350,49350,49200,49350,1684,387699.0,7856109.0
2018-05-31,49000,49350,49000,49350,2114,387699.0,7856109.0
2018-06-01,49000,49000,47900,48800,4966,383378.0,7856109.0
2018-06-04,48800,48850,47900,48800,2165,383378.0,7856109.0
2018-06-05,48800,49500,48800,49250,235,386913.0,7856109.0
2018-06-07,49500,49500,48950,49200,1065,386521.0,7856109.0
2018-06-08,49300,49300,49200,49300,602,387306.0,7856109.0
2018-06-11,49300,49300,48600,49000,1389,384949.0,7856109.0
2018-06-12,49000,49000,48850,49000,2117,384949.0,7856109.0
2018-06-14,49000,49000,48500,48750,1149,382985.0,7856109.0
2018-06-15,48900,48900,47000,48750,5026,382985.0,7856109.0
2018-06-18,48750,48750,48200,48200,516,378664.0,7856109.0
2018-06-19,48200,49600,47200,48600,2678,381807.0,7856109.0
2018-06-20,48500,48550,48450,48500,1732,381021.0,7856109.0
2018-06-21,49000,49000,48300,48300,321,379450.0,7856109.0
2018-06-22,48300,48850,48300,48850,770,383771.0,7856109.0
2018-06-25,47050,48800,47050,47900,2438,376308.0,7856109.0
2018-06-26,47450,47500,47050,47200,484,370808.0,7856109.0
2018-06-27,47200,47200,46100,47000,1057,369237.0,7856109.0
2018-06-28,46800,46900,46300,46900,556,368452.0,7856109.0
2018-06-29,46700,46900,46400,46450,391,364916.0,7856109.0
2018-07-02,46000,46000,39500,41100,6036,322886.0,7856109.0
2018-07-03,44800,47000,44600,44850,882,352346.0,7856109.0
2018-07-04,44850,44850,44800,44850,600,352346.0,7856109.0
2018-07-05,49800,49800,46600,47000,3384,369237.0,7856109.0
2018-07-06,48700,48700,47000,48000,693,377093.0,7856109.0
2018-07-09,48850,48850,47500,48700,2842,382593.0,7856109.0
2018-07-10,48700,48700,48200,48600,2149,381807.0,7856109.0
2018-07-11,48600,48700,48200,48700,2260,382593.0,7856109.0
2018-07-12,49000,49000,48200,48700,1431,382593.0,7856109.0
2018-07-13,48700,48800,48500,48750,3611,382985.0,7856109.0
2018-07-16,49000,49000,47700,48700,6149,382593.0,7856109.0
2018-07-17,48800,48900,48700,48700,803,382593.0,7856109.0
2018-07-18,48500,48700,48000,48500,1206,381021.0,7856109.0
2018-07-19,48750,48750,48000,48500,473,381021.0,7856109.0
2018-07-20,48850,49000,48050,48700,4780,382593.0,7856109.0
2018-07-23,48700,48700,47000,48000,1014,377093.0,7856109.0
2018-07-24,48700,48700,47000,47000,1796,369237.0,7856109.0
2018-07-25,48000,48000,47000,47800,1063,375522.0,7856109.0
2018-07-26,47800,47800,46200,47800,2427,375522.0,7856109.0
2018-07-27,48000,48000,47000,47500,853,373165.0,7856109.0
2018-07-30,47000,47000,46900,46900,556,368452.0,7856109.0
2018-07-31,47950,53900,47950,49300,1282,387306.0,7856109.0
2018-08-01,49200,49300,49000,49300,2689,387306.0,7856109.0
2018-08-02,49500,49600,49500,49500,1512,388877.0,7856109.0
2018-08-03,49450,49500,49450,49450,1951,388485.0,7856109.0
2018-08-06,49500,51000,47700,48900,3245,384164.0,7856109.0
2018-08-07,48800,48800,47000,47000,2524,369237.0,7856109.0
2018-08-08,47000,47900,46900,47000,644,369237.0,7856109.0
2018-08-09,47000,48450,46500,48200,3727,378664.0,7856109.0
2018-08-10,47000,47800,46200,47500,1356,373165.0,7856109.0
2018-08-13,46750,47000,46100,46950,585,368844.0,7856109.0
2018-08-14,46900,47500,46250,47450,2439,372772.0,7856109.0
2018-08-16,47200,47500,47000,47350,982,371987.0,7856109.0
2018-08-17,47350,48000,47000,47950,2326,376700.0,7856109.0
2018-08-20,48500,48500,48250,48250,336,379057.0,7856109.0
2018-08-21,47150,49500,47150,49500,4675,388877.0,7856109.0
2018-08-22,49950,49950,49500,49500,403,388877.0,7856109.0
2018-08-23,49700,49900,49500,49750,1896,390841.0,7856109.0
2018-08-24,49800,53000,49600,53000,9300,416374.0,7856109.0
2018-08-27,52300,54700,52000,54400,3666,427372.0,7856109.0
2018-08-28,54400,59800,54400,55400,5873,435228.0,7856109.0
2018-08-29,57900,57900,54500,55800,3330,438371.0,7856109.0
2018-08-30,56000,57400,53100,53700,5078,421873.0,7856109.0
2018-08-31,54900,58700,53600,57100,4643,448584.0,7856109.0
2018-09-03,58700,61900,58700,60000,12940,471367.0,7856109.0
2018-09-04,60000,60100,59400,60000,3790,471367.0,7856109.0
2018-09-05,61500,61500,59500,59900,2798,470581.0,7856109.0
2018-09-06,61300,61300,58000,60500,3853,475295.0,7856109.0
2018-09-07,59400,61000,59400,60500,4933,475295.0,7856109.0
2018-09-10,60500,60900,59000,60400,5673,474509.0,7856109.0
2018-09-11,60400,60500,59500,60500,4106,475295.0,7856109.0
2018-09-12,58700,60500,58700,60300,2318,473723.0,7856109.0
2018-09-13,60500,60500,59600,60200,3009,480070.0,7974589.0
2018-09-14,33400,33700,31450,32500,17685,259174.0,7974589.0
2018-09-17,32700,34450,32500,33950,18576,270737.0,7974589.0
2018-09-18,33950,35200,33950,35150,13696,280307.0,7974589.0
2018-09-19,35200,37650,35200,37200,17980,296655.0,7974589.0
2018-09-20,38000,39300,36000,37000,18710,295060.0,7974589.0
2018-09-21,36900,38000,34800,36150,16100,288281.0,7974589.0
2018-09-27,36100,36500,34300,35100,14368,279908.0,7974589.0
2018-09-28,33300,35900,33300,35000,7668,279111.0,7974589.0
2018-10-01,36150,36150,33250,35000,5574,279111.0,7974589.0
2018-10-02,35500,35800,35450,35650,1118,284294.0,7974589.0
2018-10-04,35650,36400,35650,36350,2634,289876.0,7974589.0
2018-10-05,37450,37450,36100,36300,2053,289478.0,7974589.0
2018-10-08,36300,36400,35000,36300,3955,289478.0,7974589.0
2018-10-10,36300,36300,36100,36300,830,289478.0,7974589.0
2018-10-11,34700,34700,31550,33700,10970,537487.0,15949178.0
2018-10-12,34900,34900,34500,34700,1594,553436.0,15949178.0
2018-10-15,36000,36000,34050,34950,6867,557424.0,15949178.0
2018-10-16,34950,34950,34300,34950,1023,557424.0,15949178.0
2018-10-17,34950,34950,33900,34300,4126,547057.0,15949178.0
2018-10-18,34900,34900,34000,34100,5911,543867.0,15949178.0
2018-10-19,33900,34100,33000,33500,3701,534297.0,15949178.0
2018-10-22,33050,33500,32600,33000,1281,526323.0,15949178.0
2018-10-23,33000,33300,31800,31800,3553,507184.0,15949178.0
2018-10-24,32950,32950,31000,31750,1801,506386.0,15949178.0
2018-10-25,31050,31050,30000,30650,11081,488842.0,15949178.0
2018-10-26,31000,31000,30000,30300,3898,483260.0,15949178.0
2018-10-29,30000,30000,29000,30000,7765,478475.0,15949178.0
2018-10-30,30000,30000,28500,29950,15624,477678.0,15949178.0
2018-10-31,30050,34400,30050,31100,20034,496019.0,15949178.0
2018-11-01,31150,34500,31150,33600,2121,535892.0,15949178.0
2018-11-02,34750,34750,31000,32800,9905,523133.0,15949178.0
2018-11-05,32800,32800,31000,31400,3385,500804.0,15949178.0
2018-11-06,32450,32500,30500,31450,3291,501602.0,15949178.0
2018-11-07,35950,35950,30000,30050,7128,479273.0,15949178.0
2018-11-08,30500,30700,30100,30300,1226,483260.0,15949178.0
2018-11-09,30300,30850,29900,30200,1652,481665.0,15949178.0
2018-11-12,30950,30950,29350,30000,445,478475.0,15949178.0
2018-11-13,30000,30000,29000,29600,869,472096.0,15949178.0
2018-11-14,29550,29900,29500,29500,302,470501.0,15949178.0
2018-11-15,29000,29900,28900,28900,596,460931.0,15949178.0
2018-11-16,29000,30450,27350,28050,10221,447374.0,15949178.0
2018-11-19,28050,29000,27700,27700,2362,441792.0,15949178.0
2018-11-20,27800,27900,27750,27900,294,444982.0,15949178.0
2018-11-21,27400,27700,26600,26800,4074,427438.0,15949178.0
2018-11-22,28800,28800,27500,27850,1087,444185.0,15949178.0
2018-11-23,29000,30600,27250,28950,973,461729.0,15949178.0
2018-11-26,29000,29000,26050,28300,1604,451362.0,15949178.0
2018-11-27,28850,28850,28000,28550,785,455349.0,15949178.0
2018-11-28,28850,28850,27550,27800,1875,443387.0,15949178.0
2018-11-29,28750,28750,27800,28600,2114,456146.0,15949178.0
2018-11-30,28600,28600,27850,28600,1177,456146.0,15949178.0
2018-12-03,28300,28600,27450,27450,3274,437805.0,15949178.0
2018-12-04,27800,27800,26950,27400,1857,437007.0,15949178.0
2018-12-05,27600,27700,26500,26950,2402,429830.0,15949178.0
2018-12-06,26500,26950,25900,26750,1396,426641.0,15949178.0
2018-12-07,26050,28250,26000,26100,2355,416274.0,15949178.0
2018-12-10,26500,27500,26400,27200,1526,433818.0,15949178.0
2018-12-11,26750,29600,26050,26700,2507,425843.0,15949178.0
2018-12-12,27450,27750,26200,27350,2099,436210.0,15949178.0
2018-12-13,27400,27450,27000,27400,66,437007.0,15949178.0
2018-12-14,27450,27500,26500,27350,1617,436210.0,15949178.0
2018-12-17,26900,27250,26900,27150,274,433020.0,15949178.0
2018-12-18,27150,27150,26400,26400,2278,421058.0,15949178.0
2018-12-19,27150,27500,26700,27300,1344,435413.0,15949178.0
2018-12-20,27500,28000,27000,27000,438,430628.0,15949178.0
2018-12-21,27000,27600,27000,27100,627,432223.0,15949178.0
2018-12-24,26750,27300,26500,26600,11605,424248.0,15949178.0
2018-12-26,26600,27000,26200,27000,2175,430628.0,15949178.0
2018-12-27,28900,28900,27050,27550,141,439400.0,15949178.0
2018-12-28,29950,29950,27550,27550,2292,439400.0,15949178.0
2019-01-02,27550,28550,26000,27550,2993,439400.0,15949178.0
2019-01-03,27500,27500,26800,27500,1496,438602.0,15949178.0
2019-01-04,27000,27500,27000,27500,589,438602.0,15949178.0
2019-01-07,28000,28000,27000,27700,3032,441792.0,15949178.0
2019-01-08,28000,28000,27700,27700,652,441792.0,15949178.0
2019-01-09,30950,30950,27800,28250,638,450564.0,15949178.0
2019-01-10,29800,29800,28500,28500,543,454552.0,15949178.0
2019-01-11,29000,29500,28450,28700,703,457741.0,15949178.0
2019-01-14,29000,29000,28400,28450,703,453754.0,15949178.0
2019-01-15,29500,29500,24300,26500,1463,422653.0,15949178.0
2019-01-16,27800,29850,27050,29800,3369,475286.0,15949178.0
2019-01-17,26950,29850,26950,29800,1338,475286.0,15949178.0
2019-01-18,30800,30800,28900,30550,238,487247.0,15949178.0
2019-01-21,30800,31600,29300,31500,2661,502399.0,15949178.0
2019-01-22,31900,32800,31900,32600,5159,519943.0,15949178.0
2019-01-23,32700,32850,32500,32850,2966,523930.0,15949178.0
2019-01-24,32800,32850,30650,32650,1500,520741.0,15949178.0
2019-01-25,33050,34950,32650,32850,6045,523930.0,15949178.0
2019-01-28,33200,33200,29100,32650,2432,520741.0,15949178.0
2019-01-29,32300,32300,27800,31700,3632,505589.0,15949178.0
2019-01-30,31700,31700,31550,31600,520,503994.0,15949178.0
2019-01-31,33200,33200,31700,31700,3632,505589.0,15949178.0
2019-02-01,32350,32350,31000,31800,4674,507184.0,15949178.0
2019-02-07,31900,31900,31000,31400,1747,500804.0,15949178.0
2019-02-08,31600,31600,31100,31500,2386,502399.0,15949178.0
2019-02-11,31450,31700,31400,31700,4948,505589.0,15949178.0
2019-02-12,31800,32600,31750,32500,10958,518348.0,15949178.0
2019-02-13,32900,32900,32550,32800,7535,523133.0,15949178.0
2019-02-14,32800,32850,31150,32750,5181,522336.0,15949178.0
2019-02-15,32750,32750,31500,32700,453,521538.0,15949178.0
2019-02-18,32700,32700,31500,31500,5008,502399.0,15949178.0
2019-02-19,31600,31600,30000,30850,7819,492032.0,15949178.0
2019-02-20,30850,31450,30500,30850,2875,492032.0,15949178.0
2019-02-21,30850,31350,30500,31200,1304,497614.0,15949178.0
2019-02-22,31400,31900,31250,31550,1593,503197.0,15949178.0
2019-02-25,33400,33400,31500,31500,6399,502399.0,15949178.0
2019-02-26,31500,32000,31400,31500,2418,502399.0,15949178.0
2019-02-27,31550,32000,31550,31600,1988,503994.0,15949178.0
2019-02-28,31900,32950,31500,32100,4244,511969.0,15949178.0
2019-03-04,32500,32500,31500,32350,2567,515956.0,15949178.0
2019-03-05,32300,37200,31100,32550,7909,519146.0,15949178.0
2019-03-06,32550,35700,32550,35500,19387,566196.0,15949178.0
2019-03-07,35700,37450,35600,36950,20140,589322.0,15949178.0
2019-03-08,36950,37150,36500,36600,7518,583740.0,15949178.0
2019-03-11,37650,38000,36000,36950,10308,589322.0,15949178.0
2019-03-12,36950,37300,36550,36800,7800,586930.0,15949178.0
2019-03-13,36800,37200,31300,35750,11302,570183.0,15949178.0
2019-03-14,35750,35850,34000,35500,9610,566196.0,15949178.0
2019-03-15,36200,37100,36000,36500,11937,582145.0,15949178.0
2019-03-18,36700,37450,36000,36600,6152,583740.0,15949178.0
2019-03-19,36900,36900,35700,35750,5002,570183.0,15949178.0
2019-03-20,34900,34900,33200,34900,9539,556626.0,15949178.0
2019-03-21,34900,35000,34900,35000,709,558221.0,15949178.0
2019-03-22,34950,36950,34500,36950,6518,589322.0,15949178.0
2019-03-25,37700,39700,37150,37700,21123,601284.0,15949178.0
2019-03-26,38500,39800,37000,38000,25250,606069.0,15949178.0
2019-03-27,29450,30700,26500,27300,4056831,545624.0,19986215.0
2019-03-28,28350,29050,27300,27500,1049598,549621.0,19986215.0
2019-03-29,27650,27850,26250,26800,488879,535631.0,19986215.0
2019-04-01,26800,29100,26800,28200,608447,563611.0,19986215.0
2019-04-02,28250,28700,27250,27750,287597,554617.0,19986215.0
2019-04-03,28050,28100,26400,26500,428208,529635.0,19986215.0
2019-04-04,26750,26900,24300,25300,727383,505651.0,19986215.0
2019-04-05,25000,25300,23300,23750,538141,474673.0,19986215.0
2019-04-08,23750,24100,23000,23750,295419,474673.0,19986215.0
2019-04-09,23900,26400,23450,26100,722951,521640.0,19986215.0
2019-04-10,26400,27500,25850,26950,582591,538628.0,19986215.0
2019-04-11,26900,27300,26150,26950,324827,538628.0,19986215.0
2019-04-12,26900,28200,26300,27600,323027,551620.0,19986215.0
2019-04-15,27350,27800,26050,26200,265352,523639.0,19986215.0
2019-04-16,26350,26400,24800,25650,164225,512646.0,19986215.0
2019-04-17,25450,26450,25350,26000,106471,519642.0,19986215.0
2019-04-18,26100,27700,25750,27200,290204,543625.0,19986215.0
2019-04-19,27300,27700,26750,27650,207041,552619.0,19986215.0
2019-04-22,27900,28250,27400,27550,184205,550620.0,19986215.0
2019-04-23,27800,27950,27200,27750,191540,554617.0,19986215.0
2019-04-24,28100,28550,27650,27750,318643,554617.0,19986215.0
2019-04-25,27900,28300,27450,27850,157587,556616.0,19986215.0
2019-04-26,27450,27600,26550,27300,232168,545624.0,19986215.0
2019-04-29,26300,27750,26300,27200,951623,543625.0,19986215.0
2019-04-30,27500,34250,27500,32850,2408670,656547.0,19986215.0
2019-05-02,33100,35250,32150,33050,688027,660544.0,19986215.0
2019-05-03,33050,36350,32500,35500,759530,709511.0,19986215.0
2019-05-07,34500,38200,34000,37000,652890,739490.0,19986215.0
2019-05-08,36550,38200,36050,37250,430180,744487.0,19986215.0
2019-05-09,37700,38050,34650,35700,402682,713508.0,19986215.0
2019-05-10,37600,38900,34950,38550,698194,770469.0,19986215.0
2019-05-13,38750,39700,35100,36000,518894,719504.0,19986215.0
2019-05-14,35000,36050,34200,35150,401468,702515.0,19986215.0
2019-05-15,35200,36000,34300,36000,278128,719504.0,19986215.0
2019-05-16,35950,36150,33800,35000,198157,699518.0,19986215.0
2019-05-17,35300,35650,33100,34450,201774,688525.0,19986215.0
2019-05-20,33950,34600,32800,33200,216564,663542.0,19986215.0
2019-05-21,32950,34700,31950,33900,329958,677533.0,19986215.0
2019-05-22,34000,35800,33900,34650,262700,692522.0,19986215.0
2019-05-23,35100,37900,34850,35850,463055,716506.0,19986215.0
2019-05-24,35700,35850,33700,35400,234118,707512.0,19986215.0
2019-05-27,35000,35400,32650,33550,288537,670538.0,19986215.0
2019-05-28,33650,33650,30500,32100,422075,641558.0,19986215.0
2019-05-29,31700,31700,28600,29250,583936,584597.0,19986215.0
2019-05-30,29250,30200,28000,29600,270586,591592.0,19986215.0
2019-05-31,29300,30250,28850,29850,194730,596589.0,19986215.0
2019-06-03,29100,30250,28650,29050,126699,580600.0,19986215.0
2019-06-04,29000,29300,27200,27500,224230,549621.0,19986215.0
2019-06-05,28100,28400,27200,28000,137391,559614.0,19986215.0
2019-06-07,27100,29200,26650,29100,204761,581599.0,19986215.0
2019-06-10,29000,29100,25550,26150,312812,522640.0,19986215.0
2019-06-11,27000,27900,26700,27000,243448,539628.0,19986215.0
2019-06-12,26850,27250,26000,27000,112180,539628.0,19986215.0
2019-06-13,26650,27150,26000,26950,146841,538628.0,19986215.0
2019-06-14,26750,27100,26050,26400,96027,527636.0,19986215.0
2019-06-17,26350,26350,23400,23700,437383,473673.0,19986215.0
2019-06-18,23600,24400,21150,22450,675150,448691.0,19986215.0
2019-06-19,23200,23300,21650,22050,317835,440696.0,19986215.0
2019-06-20,22300,24300,22050,24200,466826,483666.0,19986215.0
2019-06-21,24300,24750,23400,23650,190909,472674.0,19986215.0
2019-06-24,23650,24900,22750,24500,202947,489662.0,19986215.0
2019-06-25,24150,24600,22900,23050,158000,460682.0,19986215.0
2019-06-26,23100,23600,22600,23500,86747,469676.0,19986215.0
2019-06-27,22900,23850,20650,20850,312820,416713.0,19986215.0
2019-06-28,20850,21400,19950,20850,375137,416713.0,19986215.0
2019-07-01,21050,21450,20200,20950,177762,418711.0,19986215.0
2019-07-02,21900,23800,21500,22000,259082,439697.0,19986215.0
2019-07-03,22000,22550,21400,21600,161736,431702.0,19986215.0
2019-07-04,21300,21750,20700,21200,143839,423708.0,19986215.0
2019-07-05,21200,21800,20800,21800,126578,435699.0,19986215.0
2019-07-08,21800,21950,19200,19300,300424,385734.0,19986215.0
2019-07-09,19300,19700,17400,17850,505042,356754.0,19986215.0
2019-07-10,18000,18750,17750,18450,194860,368746.0,19986215.0
2019-07-11,18550,19800,18500,18800,158180,375741.0,19986215.0
2019-07-12,18800,19550,18800,19300,117660,385734.0,19986215.0
2019-07-15,19300,19400,18100,18500,127702,369745.0,19986215.0
2019-07-16,18500,18650,17600,17950,237472,358753.0,19986215.0
2019-07-17,17800,17950,17350,17500,116438,349759.0,19986215.0
2019-07-18,17550,17800,16350,16750,216151,334769.0,19986215.0
2019-07-19,17000,17550,16700,17200,203833,343763.0,19986215.0
2019-07-22,17400,18200,16950,17800,200020,355755.0,19986215.0
2019-07-23,17800,18500,17700,18150,154151,362750.0,19986215.0
2019-07-24,17950,18150,16950,17050,120708,340765.0,19986215.0
2019-07-25,16950,17100,15850,16350,153942,326775.0,19986215.0
2019-07-26,16350,16500,14200,14800,565958,295796.0,19986215.0
2019-07-29,15000,15100,13950,14600,266465,291799.0,19986215.0
2019-07-30,14600,15200,14600,14700,181856,293797.0,19986215.0
2019-07-31,14650,15850,13950,15500,301787,309786.0,19986215.0
2019-08-01,15400,16800,15350,15600,268477,311785.0,19986215.0
2019-08-02,15050,15450,14450,14800,257397,295796.0,19986215.0
2019-08-05,14500,14750,12100,12700,408947,253825.0,19986215.0
2019-08-06,12000,13100,11500,12150,295589,242833.0,19986215.0
2019-08-07,12250,13050,12000,12450,231503,248828.0,19986215.0
2019-08-08,12750,14000,12600,13850,291009,276809.0,19986215.0
2019-08-09,13800,14500,13600,14050,160514,280806.0,19986215.0
2019-08-12,14350,14350,13750,14100,62303,281806.0,19986215.0
2019-08-13,14050,14200,12950,13000,136783,259821.0,19986215.0
2019-08-14,13200,13500,12650,12900,128116,257822.0,19986215.0
2019-08-16,12700,13200,12000,12950,231479,258821.0,19986215.0
2019-08-19,12950,13350,12650,12750,88691,254824.0,19986215.0
2019-08-20,13000,13850,12750,13650,178415,272812.0,19986215.0
2019-08-21,13550,15800,13300,15500,777882,309786.0,19986215.0
2019-08-22,15500,16500,15150,16200,435808,323777.0,19986215.0
2019-08-23,15900,16200,15450,16200,278657,323777.0,19986215.0
2019-08-26,15500,15700,13650,13950,366800,278808.0,19986215.0
2019-08-27,14250,14350,13150,13850,259597,276809.0,19986215.0
2019-08-28,13750,15300,13450,15150,331672,302791.0,19986215.0
2019-08-29,15150,15450,14450,14900,224522,297795.0,19986215.0
2019-08-30,15300,15750,14850,15200,137336,303790.0,19986215.0
2019-09-02,15000,15450,14900,15400,76947,307788.0,19986215.0
2019-09-03,15400,16250,15350,15450,229326,308787.0,19986215.0
2019-09-04,15450,16000,15350,15650,143569,312784.0,19986215.0
2019-09-05,15700,15750,15150,15200,125102,303790.0,19986215.0
2019-09-06,15100,15300,14600,14900,143209,297795.0,19986215.0
2019-09-09,14900,15100,14450,14800,104636,295796.0,19986215.0
2019-09-10,14550,14700,13900,13950,191698,278808.0,19986215.0
2019-09-11,13950,14950,13950,14900,197548,297795.0,19986215.0
2019-09-16,14850,15450,14700,15350,157733,306788.0,19986215.0
2019-09-17,15350,16300,15000,15900,256119,317781.0,19986215.0
2019-09-18,15900,16100,15250,15700,131945,313784.0,19986215.0
2019-09-19,15700,16550,15650,15800,149552,315782.0,19986215.0
2019-09-20,15750,15900,15000,15250,112974,304790.0,19986215.0
2019-09-23,15250,15350,14600,15100,82150,301792.0,19986215.0
2019-09-24,14500,15300,14350,15100,151420,301792.0,19986215.0
2019-09-25,14900,15150,14500,14550,70381,290799.0,19986215.0
2019-09-26,14650,14950,14250,14400,80624,287801.0,19986215.0
2019-09-27,14500,15000,14400,14800,100746,295796.0,19986215.0
2019-09-30,14900,15150,14550,14700,97695,293797.0,19986215.0
2019-10-01,14850,16500,14650,16150,623890,322777.0,19986215.0
2019-10-02,15900,16150,15550,16100,207181,321778.0,19986215.0
2019-10-04,15850,16450,15500,16150,145945,322777.0,19986215.0
2019-10-07,16500,18000,16400,17600,798997,351757.0,19986215.0
