케이엔더블유(105330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-15,4055,4055,3970,3970,8433,17468.0,4400000.0
2013-02-18,3995,4050,3945,3950,4938,17380.0,4400000.0
2013-02-19,4045,4050,3920,4000,6527,17600.0,4400000.0
2013-02-20,4000,4075,3930,4075,5540,17930.0,4400000.0
2013-02-21,4070,4090,3980,4035,6437,17754.0,4400000.0
2013-02-22,4095,4095,3965,4065,4824,17886.0,4400000.0
2013-02-25,4095,4095,3925,4020,6888,17688.0,4400000.0
2013-02-26,3990,4045,3950,4030,863,17732.0,4400000.0
2013-02-27,4035,4035,3970,3975,4086,17490.0,4400000.0
2013-02-28,4095,4095,3980,3995,1221,17578.0,4400000.0
2013-03-04,4090,4145,4005,4095,5821,18018.0,4400000.0
2013-03-05,4120,4120,4015,4095,8295,18018.0,4400000.0
2013-03-06,4080,4150,4000,4075,7647,17930.0,4400000.0
2013-03-07,4000,4040,3990,4035,10251,17754.0,4400000.0
2013-03-08,4010,4025,3930,4025,5193,17710.0,4400000.0
2013-03-11,4020,4020,3920,3945,6849,17358.0,4400000.0
2013-03-12,3995,4025,3950,4010,2891,17644.0,4400000.0
2013-03-13,4045,4080,3970,4035,5865,17754.0,4400000.0
2013-03-14,4080,4080,3985,4025,3562,17710.0,4400000.0
2013-03-15,4155,4155,3955,4025,7091,17710.0,4400000.0
2013-03-18,4050,4050,3955,4030,1445,17732.0,4400000.0
2013-03-19,4030,4085,3940,4070,9123,17908.0,4400000.0
2013-03-20,4100,4460,4050,4270,31390,18788.0,4400000.0
2013-03-21,4390,4460,4245,4375,16356,19250.0,4400000.0
2013-03-22,4350,4400,4240,4400,6941,19360.0,4400000.0
2013-03-25,4310,4400,4295,4330,1383,19052.0,4400000.0
2013-03-26,4330,4340,4260,4300,7715,18920.0,4400000.0
2013-03-27,4305,4675,4245,4340,3723,19096.0,4400000.0
2013-03-28,4300,4300,4140,4195,14298,18458.0,4400000.0
2013-03-29,4195,4280,4150,4190,9949,18436.0,4400000.0
2013-04-01,4190,4280,4190,4250,4427,18700.0,4400000.0
2013-04-02,4210,4540,4210,4380,23757,19272.0,4400000.0
2013-04-03,4500,4500,4380,4435,21546,19514.0,4400000.0
2013-04-04,4435,4620,4400,4585,58088,20174.0,4400000.0
2013-04-05,4600,4625,4455,4500,6450,19800.0,4400000.0
2013-04-08,4585,4650,4440,4510,12133,19844.0,4400000.0
2013-04-09,4565,4565,4380,4455,8066,19602.0,4400000.0
2013-04-10,4455,4600,4300,4425,4954,19470.0,4400000.0
2013-04-11,4365,4450,4340,4440,16768,19536.0,4400000.0
2013-04-12,4490,4580,4395,4540,3669,19976.0,4400000.0
2013-04-15,4550,4800,4420,4535,7841,19954.0,4400000.0
2013-04-16,4500,4690,4485,4560,4651,20064.0,4400000.0
2013-04-17,4650,4650,4470,4550,4935,20020.0,4400000.0
2013-04-18,4595,4900,4455,4720,42852,20768.0,4400000.0
2013-04-19,4730,5010,4645,4865,23551,21406.0,4400000.0
2013-04-22,4900,4900,4825,4895,6997,21538.0,4400000.0
2013-04-23,4990,5060,4870,5020,21285,22088.0,4400000.0
2013-04-24,5000,5200,4990,5190,21540,22836.0,4400000.0
2013-04-25,5200,5200,5040,5200,3377,22880.0,4400000.0
2013-04-26,5170,5230,5080,5220,22456,22968.0,4400000.0
2013-04-29,5220,5250,5150,5160,13620,22704.0,4400000.0
2013-04-30,5160,5220,5040,5120,18931,22528.0,4400000.0
2013-05-02,5200,5200,5040,5130,11001,22572.0,4400000.0
2013-05-03,5270,5270,5080,5130,6279,22572.0,4400000.0
2013-05-06,5130,5230,5070,5150,21599,22660.0,4400000.0
2013-05-07,5200,5280,5140,5220,28423,22968.0,4400000.0
2013-05-08,5260,5350,5200,5320,19741,23408.0,4400000.0
2013-05-09,5510,5510,5350,5360,13321,23584.0,4400000.0
2013-05-10,5360,5690,5230,5530,72000,24332.0,4400000.0
2013-05-13,5670,6350,5480,6230,121285,27412.0,4400000.0
2013-05-14,6200,6400,6040,6040,62840,26576.0,4400000.0
2013-05-15,5980,6140,5550,5900,46329,25960.0,4400000.0
2013-05-16,6000,6260,5900,6200,39603,27280.0,4400000.0
2013-05-20,6300,6590,6030,6320,67390,27808.0,4400000.0
2013-05-21,6400,6430,5930,6220,67241,27368.0,4400000.0
2013-05-22,6300,6300,5950,6090,34772,26796.0,4400000.0
2013-05-23,6070,6120,5900,6010,30925,26444.0,4400000.0
2013-05-24,6050,6050,5720,5830,57237,25652.0,4400000.0
2013-05-27,5810,6040,5800,6030,26558,26532.0,4400000.0
2013-05-28,6050,6180,6020,6100,15877,26840.0,4400000.0
2013-05-29,6030,6200,6030,6180,24116,27192.0,4400000.0
2013-05-30,6180,6200,5970,6090,52635,26796.0,4400000.0
2013-05-31,6170,6290,6070,6260,26296,28334.0,4526135.0
2013-06-03,6440,6440,6040,6160,28161,27881.0,4526135.0
2013-06-04,6150,6280,6060,6200,31364,28062.0,4526135.0
2013-06-05,6200,6220,6080,6160,22872,27881.0,4526135.0
2013-06-07,6220,6290,6040,6080,30903,27519.0,4526135.0
2013-06-10,6170,6170,6000,6070,6515,27474.0,4526135.0
2013-06-11,6130,6140,6040,6090,14136,27564.0,4526135.0
2013-06-12,6090,6230,6080,6080,96384,27519.0,4526135.0
2013-06-13,6080,6250,5990,6080,31984,27519.0,4526135.0
2013-06-14,6220,6220,6010,6090,2343,27871.0,4576587.0
2013-06-17,6190,6190,5910,6040,11869,27643.0,4576587.0
2013-06-18,6010,6090,5990,6060,8036,27734.0,4576587.0
2013-06-19,6060,6280,5840,6030,16923,27597.0,4576587.0
2013-06-20,6040,6040,5850,6000,10938,27460.0,4576587.0
2013-06-21,5920,6100,5840,5940,13303,27185.0,4576587.0
2013-06-24,5990,5990,5870,5970,7881,27322.0,4576587.0
2013-06-25,5900,5960,5700,5750,21364,26315.0,4576587.0
2013-06-26,6080,6080,5740,5740,7008,26270.0,4576587.0
2013-06-27,5730,6050,5730,6000,11902,27460.0,4576587.0
2013-06-28,6000,6050,5880,5950,2797,27231.0,4576587.0
2013-07-01,5950,6050,5890,6000,8346,27460.0,4576587.0
2013-07-02,6320,6320,5950,6000,2924,27460.0,4576587.0
2013-07-03,6000,6050,5930,6000,4415,27460.0,4576587.0
2013-07-04,6040,6040,5130,5920,31975,27093.0,4576587.0
2013-07-05,6040,6040,5910,5970,10285,27322.0,4576587.0
2013-07-08,5760,6020,5760,5970,5205,27322.0,4576587.0
2013-07-09,5910,6000,5880,5980,3370,27368.0,4576587.0
2013-07-10,6000,6000,5870,5970,5712,27322.0,4576587.0
2013-07-11,6020,6020,5750,5970,4994,27322.0,4576587.0
2013-07-12,5940,5960,5810,5920,5858,27093.0,4576587.0
2013-07-15,5950,6030,5850,5920,4466,27093.0,4576587.0
2013-07-16,5920,6160,5890,6040,7037,27643.0,4576587.0
2013-07-17,6050,6050,5880,6000,11632,27460.0,4576587.0
2013-07-18,5980,6030,5900,6000,3378,27460.0,4576587.0
2013-07-19,6000,6000,5930,5960,7104,27276.0,4576587.0
2013-07-22,5910,6490,5910,6360,41489,29107.0,4576587.0
2013-07-23,6480,7150,6350,6830,58894,31258.0,4576587.0
2013-07-24,6970,7200,6830,7080,55982,32402.0,4576587.0
2013-07-25,7010,7220,6900,7090,25881,32448.0,4576587.0
2013-07-26,7090,7160,6910,7000,10480,32036.0,4576587.0
2013-07-29,7020,7050,6280,6550,22968,29977.0,4576587.0
2013-07-30,6560,6680,6410,6600,7330,30205.0,4576587.0
2013-07-31,6550,6630,6470,6630,22739,30343.0,4576587.0
2013-08-01,6550,6660,6520,6550,4169,29977.0,4576587.0
2013-08-02,6550,6850,6480,6500,9340,30568.0,4702722.0
2013-08-05,6480,6600,6460,6590,52841,30991.0,4702722.0
2013-08-06,6590,7070,6590,6800,15017,31979.0,4702722.0
2013-08-07,6810,7150,6810,7080,26878,33295.0,4702722.0
2013-08-08,7080,7400,7080,7300,35693,34330.0,4702722.0
2013-08-09,7310,7470,7210,7450,15777,35035.0,4702722.0
2013-08-12,7450,7490,7250,7300,14498,34330.0,4702722.0
2013-08-13,7300,7330,7230,7290,10093,34283.0,4702722.0
2013-08-14,7230,7280,7170,7220,7890,33954.0,4702722.0
2013-08-16,7100,7290,7020,7250,9631,34095.0,4702722.0
2013-08-19,7250,7380,7140,7240,21967,34048.0,4702722.0
2013-08-20,7300,7300,6350,7110,35911,33436.0,4702722.0
2013-08-21,7100,7230,6590,6720,18175,31602.0,4702722.0
2013-08-22,6670,6730,6450,6450,17233,30333.0,4702722.0
2013-08-23,6780,6780,6420,6670,20791,31367.0,4702722.0
2013-08-26,6670,6810,6610,6710,9677,31555.0,4702722.0
2013-08-27,6750,6750,6570,6580,7442,30944.0,4702722.0
2013-08-28,6470,6630,6410,6490,12675,30521.0,4702722.0
2013-08-29,6490,6690,6460,6690,4586,31461.0,4702722.0
2013-08-30,6650,6700,6430,6560,18447,30850.0,4702722.0
2013-09-02,6490,6760,6490,6740,11734,31696.0,4702722.0
2013-09-03,6740,6950,6710,6950,13928,32684.0,4702722.0
2013-09-04,6900,7090,6820,7080,9922,33295.0,4702722.0
2013-09-05,7090,7150,6960,7000,4376,32919.0,4702722.0
2013-09-06,6900,7140,6890,7060,2545,33201.0,4702722.0
2013-09-09,7090,7140,6820,6900,3711,32449.0,4702722.0
2013-09-10,7080,7080,6840,7000,2316,32919.0,4702722.0
2013-09-11,7000,7000,6700,6890,2931,32402.0,4702722.0
2013-09-12,6890,6890,6680,6830,13298,32120.0,4702722.0
2013-09-13,7000,7000,6700,6800,2252,31979.0,4702722.0
2013-09-16,6770,6940,6750,6840,1303,32167.0,4702722.0
2013-09-17,7000,7000,6780,6890,2340,32402.0,4702722.0
2013-09-23,7040,7040,6800,6850,8667,32214.0,4702722.0
2013-09-24,6880,7020,6720,6770,3360,31837.0,4702722.0
2013-09-25,6990,6990,6700,6730,4862,31649.0,4702722.0
2013-09-26,6780,6780,6580,6760,1649,31790.0,4702722.0
2013-09-27,6710,6960,6710,6900,3043,32449.0,4702722.0
2013-09-30,6800,6890,6700,6730,6700,31649.0,4702722.0
2013-10-01,6730,6890,6660,6820,5249,32073.0,4702722.0
2013-10-02,6890,6890,6700,6800,1828,31979.0,4702722.0
2013-10-04,6740,6740,6490,6610,14418,31085.0,4702722.0
2013-10-07,6800,6800,6600,6620,1747,31612.0,4775249.0
2013-10-08,6630,6930,6570,6810,6961,32519.0,4775249.0
2013-10-10,6760,6940,6590,6870,6262,32806.0,4775249.0
2013-10-11,6850,6990,6590,6860,15431,32758.0,4775249.0
2013-10-14,6870,6870,6550,6640,2755,31708.0,4775249.0
2013-10-15,6810,6810,6590,6600,9140,31517.0,4775249.0
2013-10-16,6600,6650,6540,6600,7714,31517.0,4775249.0
2013-10-17,6600,6600,6000,6240,46121,29798.0,4775249.0
2013-10-18,6240,6460,6090,6190,8686,29559.0,4775249.0
2013-10-21,6120,6190,6000,6050,9542,28890.0,4775249.0
2013-10-22,6450,6450,5610,5700,54305,27219.0,4775249.0
2013-10-23,5700,5890,5610,5740,4654,27410.0,4775249.0
2013-10-24,5720,5800,5670,5770,6137,27553.0,4775249.0
2013-10-25,5790,5790,5650,5690,9139,27171.0,4775249.0
2013-10-28,5640,5930,5610,5890,17913,28126.0,4775249.0
2013-10-29,5870,6010,5660,5980,4393,28556.0,4775249.0
2013-10-30,5990,5990,5760,5930,5267,28317.0,4775249.0
2013-10-31,5930,5930,5750,5830,3958,27840.0,4775249.0
2013-11-01,6200,6200,5680,5720,14367,27314.0,4775249.0
2013-11-04,5700,5720,5610,5710,4741,27267.0,4775249.0
2013-11-05,5710,5710,5500,5670,8946,27076.0,4775249.0
2013-11-06,5650,5660,5500,5600,4026,26741.0,4775249.0
2013-11-07,5540,5600,5260,5340,8616,25500.0,4775249.0
2013-11-08,5280,5360,5240,5310,41224,25357.0,4775249.0
2013-11-11,5310,5490,5280,5490,11974,26216.0,4775249.0
2013-11-12,5490,5490,5310,5470,3268,26121.0,4775249.0
2013-11-13,5470,5570,5400,5490,1922,26216.0,4775249.0
2013-11-14,6200,6200,5460,5650,4881,26980.0,4775249.0
2013-11-15,5600,5800,5600,5800,5325,27696.0,4775249.0
2013-11-18,6200,6200,5710,5780,5870,27601.0,4775249.0
2013-11-19,5720,5980,5610,5980,8383,28556.0,4775249.0
2013-11-20,5940,5940,5630,5630,6360,26885.0,4775249.0
2013-11-21,5630,5800,5400,5690,2536,27171.0,4775249.0
2013-11-22,5590,5880,5560,5860,352,27983.0,4775249.0
2013-11-25,5980,5980,5730,5790,1032,27649.0,4775249.0
2013-11-26,5790,5790,5790,5790,800,27649.0,4775249.0
2013-11-27,5890,5890,5750,5790,2248,27649.0,4775249.0
2013-11-28,5770,5900,5600,5900,8937,28174.0,4775249.0
2013-11-29,5900,5900,5680,5780,3834,27601.0,4775249.0
2013-12-02,5660,5790,5450,5520,11227,26359.0,4775249.0
2013-12-03,5470,5550,5420,5550,3053,26503.0,4775249.0
2013-12-04,5690,5690,5480,5590,1424,26694.0,4775249.0
2013-12-05,5610,5780,5470,5770,7744,27553.0,4775249.0
2013-12-06,5700,5700,5650,5690,2443,27171.0,4775249.0
2013-12-09,6000,6000,5530,5800,8815,27696.0,4775249.0
2013-12-10,5740,5830,5600,5790,587,27649.0,4775249.0
2013-12-11,5870,5870,5610,5610,875,26789.0,4775249.0
2013-12-12,5530,5770,5500,5630,1767,26885.0,4775249.0
2013-12-13,5750,5750,5620,5700,503,27219.0,4775249.0
2013-12-16,5700,5730,5410,5590,4965,26694.0,4775249.0
2013-12-17,5590,5650,5410,5440,1809,25977.0,4775249.0
2013-12-18,5430,5680,5350,5680,4512,27123.0,4775249.0
2013-12-19,5580,5730,5500,5730,549,27362.0,4775249.0
2013-12-20,5700,5700,5560,5700,144,27219.0,4775249.0
2013-12-23,5700,5700,5410,5570,17477,26598.0,4775249.0
2013-12-24,5550,5750,5440,5520,1966,26359.0,4775249.0
2013-12-26,5530,5670,5520,5590,1727,26694.0,4775249.0
2013-12-27,5640,5640,5550,5610,1367,26789.0,4775249.0
2013-12-30,5590,5810,5540,5710,4746,27267.0,4775249.0
2014-01-02,5710,5790,5430,5600,9971,26741.0,4775249.0
2014-01-03,5630,5790,5440,5780,14366,27601.0,4775249.0
2014-01-06,5750,5970,5710,5950,6854,28413.0,4775249.0
2014-01-07,5850,5940,5750,5900,3431,28174.0,4775249.0
2014-01-08,5950,5950,5800,5910,739,28222.0,4775249.0
2014-01-09,5940,6170,5800,6150,17589,29368.0,4775249.0
2014-01-10,6110,6150,5980,6010,7675,28699.0,4775249.0
2014-01-13,6080,6080,5970,6050,3777,28890.0,4775249.0
2014-01-14,6140,6140,5910,6060,1789,28938.0,4775249.0
2014-01-15,6080,6080,5970,6020,638,28747.0,4775249.0
2014-01-16,6000,6020,5880,5970,2417,28508.0,4775249.0
2014-01-17,6000,6000,5860,5940,462,28365.0,4775249.0
2014-01-20,5940,5940,5590,5630,9571,26885.0,4775249.0
2014-01-21,5630,5680,5400,5530,9556,26407.0,4775249.0
2014-01-22,5480,5690,5440,5680,1469,27123.0,4775249.0
2014-01-23,5670,5950,5600,5850,707,27935.0,4775249.0
2014-01-24,5910,5910,5670,5880,647,28820.0,4901384.0
2014-01-27,5870,5870,5500,5640,3765,27644.0,4901384.0
2014-01-28,5790,5790,5590,5740,42,28134.0,4901384.0
2014-01-29,5840,5840,5700,5800,10,28428.0,4901384.0
2014-02-03,5680,5800,5640,5780,116,28330.0,4901384.0
2014-02-04,5780,5960,5700,5840,10511,28624.0,4901384.0
2014-02-05,5790,5890,5700,5830,4920,28575.0,4901384.0
2014-02-06,5900,5900,5780,5840,1117,28624.0,4901384.0
2014-02-07,5790,5900,5710,5750,7472,28183.0,4901384.0
2014-02-10,5710,5870,5710,5870,92,28771.0,4901384.0
2014-02-11,5710,5910,5710,5840,758,28624.0,4901384.0
2014-02-12,5840,5840,5700,5790,2813,28379.0,4901384.0
2014-02-13,5750,5750,5560,5730,413,28085.0,4901384.0
2014-02-14,5730,5750,5590,5750,3847,28183.0,4901384.0
2014-02-17,5750,5990,5750,5930,17965,29065.0,4901384.0
2014-02-18,5930,6170,5880,6170,38259,30242.0,4901384.0
2014-02-19,6170,6300,6170,6210,8948,30438.0,4901384.0
2014-02-20,6210,6310,6110,6200,9024,30389.0,4901384.0
2014-02-21,6290,6300,6170,6270,4797,30732.0,4901384.0
2014-02-24,6450,6460,6000,6100,3479,29898.0,4901384.0
2014-02-25,6170,6300,6040,6290,20448,30830.0,4901384.0
2014-02-26,6290,6520,6290,6500,31336,31859.0,4901384.0
2014-02-27,6460,6630,6460,6600,10900,32349.0,4901384.0
2014-02-28,6600,6830,6550,6820,22072,33427.0,4901384.0
2014-03-03,6810,6900,6750,6840,2797,33525.0,4901384.0
2014-03-04,6840,6930,6740,6860,16561,33623.0,4901384.0
2014-03-05,6960,6960,6780,6890,43356,33771.0,4901384.0
2014-03-06,6890,6970,6850,6930,3659,33967.0,4901384.0
2014-03-07,6930,6980,6860,6940,986,34016.0,4901384.0
2014-03-10,6980,6980,6740,6750,17390,33084.0,4901384.0
2014-03-11,6750,6880,6670,6860,9679,33623.0,4901384.0
2014-03-12,6860,6860,6700,6830,1252,33498.0,4904537.0
2014-03-13,6850,6850,6700,6790,2337,33302.0,4904537.0
2014-03-14,6800,6800,6510,6740,10550,33057.0,4904537.0
2014-03-17,6690,6800,6500,6590,7712,32321.0,4904537.0
2014-03-18,6600,6640,6600,6640,5209,32566.0,4904537.0
2014-03-19,6880,6880,6640,6690,149,32811.0,4904537.0
2014-03-20,6950,6950,6550,6830,1768,33498.0,4904537.0
2014-03-21,6780,6960,6700,6820,1494,33449.0,4904537.0
2014-03-24,6830,6830,6740,6790,462,33302.0,4904537.0
2014-03-25,6700,6850,6700,6700,5734,32860.0,4904537.0
2014-03-26,6930,6930,6230,6770,635,33204.0,4904537.0
2014-03-27,6700,6900,6550,6610,14541,32419.0,4904537.0
2014-03-28,6600,6800,6600,6720,627,32958.0,4904537.0
2014-03-31,6850,6850,6600,6730,6381,33008.0,4904537.0
2014-04-01,6420,6700,6420,6670,13379,32713.0,4904537.0
2014-04-02,6780,6780,6460,6460,26433,31683.0,4904537.0
2014-04-03,6490,6530,6310,6490,16438,31830.0,4904537.0
2014-04-04,6370,6460,6320,6420,11380,31487.0,4904537.0
2014-04-07,6330,6420,6310,6390,5649,31340.0,4904537.0
2014-04-08,6250,6630,6250,6480,4365,31781.0,4904537.0
2014-04-09,6880,6880,6300,6380,2584,31291.0,4904537.0
2014-04-10,6730,6770,6350,6620,37234,32468.0,4904537.0
2014-04-11,6560,6850,6520,6800,6321,33351.0,4904537.0
2014-04-14,6900,6900,6730,6870,10825,33694.0,4904537.0
2014-04-15,6890,7680,6750,6810,5201,33400.0,4904537.0
2014-04-16,7280,7280,6810,6930,2043,33988.0,4904537.0
2014-04-17,7020,7020,6750,6910,4201,33890.0,4904537.0
2014-04-18,6890,6900,6780,6900,2936,33841.0,4904537.0
2014-04-21,6800,7000,6780,6950,4172,34087.0,4904537.0
2014-04-22,6950,7180,6840,6900,7551,33841.0,4904537.0
2014-04-23,6910,6910,6800,6880,17893,33743.0,4904537.0
2014-04-24,6880,6900,6700,6710,13773,32909.0,4904537.0
2014-04-25,6740,6850,6650,6820,1338,33449.0,4904537.0
2014-04-28,6660,6890,6660,6840,278,33547.0,4904537.0
2014-04-29,6800,6840,6740,6740,2378,33057.0,4904537.0
2014-04-30,6810,6870,6750,6860,5429,33645.0,4904537.0
2014-05-02,6860,6860,6740,6740,1116,33057.0,4904537.0
2014-05-07,6740,6770,6490,6750,2034,33106.0,4904537.0
2014-05-08,6980,6980,6700,6840,3447,33547.0,4904537.0
2014-05-09,6840,6900,6820,6900,9772,33841.0,4904537.0
2014-05-12,6900,7930,6900,7930,230922,38893.0,4904537.0
2014-05-13,8500,8550,8130,8280,150611,40610.0,4904537.0
2014-05-14,8280,8330,8040,8100,52635,39727.0,4904537.0
2014-05-15,8160,8400,8030,8080,34711,39629.0,4904537.0
2014-05-16,7990,8550,7980,8460,48237,41492.0,4904537.0
2014-05-19,8480,8700,8340,8400,45406,41198.0,4904537.0
2014-05-20,8300,8390,8110,8300,18794,40708.0,4904537.0
2014-05-21,8300,8440,8240,8250,5975,40462.0,4904537.0
2014-05-22,8250,8440,8010,8280,9012,40610.0,4904537.0
2014-05-23,8280,8700,8170,8260,13665,40511.0,4904537.0
2014-05-26,8270,8520,8220,8340,5959,40904.0,4904537.0
2014-05-27,8890,8890,8270,8730,31647,42817.0,4904537.0
2014-05-28,8760,9440,8450,9300,79310,45612.0,4904537.0
2014-05-29,9380,9690,9100,9200,34451,45122.0,4904537.0
2014-05-30,9110,9450,9100,9320,8489,45710.0,4904537.0
2014-06-02,9320,9450,8950,9090,6443,44582.0,4904537.0
2014-06-03,9250,9250,8820,8980,13109,44043.0,4904537.0
2014-06-05,9170,9170,8570,8990,6260,44092.0,4904537.0
2014-06-09,8990,9300,8660,9290,6228,45563.0,4904537.0
2014-06-10,9430,9430,8920,9210,4203,45171.0,4904537.0
2014-06-11,9380,9380,8880,8880,4274,43552.0,4904537.0
2014-06-12,8880,9100,8700,9080,4396,44533.0,4904537.0
2014-06-13,8800,9200,8800,9160,3201,44926.0,4904537.0
2014-06-16,9160,9160,9010,9150,357,44877.0,4904537.0
2014-06-17,9190,9190,8950,9000,4850,44141.0,4904537.0
2014-06-18,8950,8950,8100,8770,9781,43013.0,4904537.0
2014-06-19,8750,8860,8750,8860,2283,43454.0,4904537.0
2014-06-20,8700,8770,8580,8750,1722,42915.0,4904537.0
2014-06-23,8840,8840,8570,8760,3630,42964.0,4904537.0
2014-06-24,8760,8760,8500,8730,14038,42817.0,4904537.0
2014-06-25,8950,8950,8570,8740,1607,42866.0,4904537.0
2014-06-26,8740,8990,8610,8780,3729,43062.0,4904537.0
2014-06-27,8690,8780,8570,8780,4747,43062.0,4904537.0
2014-06-30,9190,9190,8350,8820,22892,43258.0,4904537.0
2014-07-01,8760,8830,8660,8800,1975,43160.0,4904537.0
2014-07-02,8800,8820,8680,8820,3357,43258.0,4904537.0
2014-07-03,8870,8870,8610,8790,5263,43111.0,4904537.0
2014-07-04,8970,8970,8680,8750,2429,42915.0,4904537.0
2014-07-07,8710,8890,8600,8840,3267,43356.0,4904537.0
2014-07-08,8780,8840,8430,8590,9271,42130.0,4904537.0
2014-07-09,8900,8900,8520,8610,14646,42228.0,4904537.0
2014-07-10,8650,9000,8590,8830,12108,43307.0,4904537.0
2014-07-11,8900,8900,8780,8800,8539,43160.0,4904537.0
2014-07-14,8860,9170,8800,8990,159778,44092.0,4904537.0
2014-07-15,9320,9950,9100,9850,219225,48310.0,4904537.0
2014-07-16,9900,10100,9670,10050,89678,49291.0,4904537.0
2014-07-17,10100,10200,9960,9990,32518,48996.0,4904537.0
2014-07-18,10100,10100,9930,9930,32190,48702.0,4904537.0
2014-07-21,10050,10150,9510,9660,80910,47378.0,4904537.0
2014-07-22,9650,9720,9450,9560,32728,46887.0,4904537.0
2014-07-23,9560,9560,8140,8990,175055,44092.0,4904537.0
2014-07-24,8940,8940,8000,8190,79657,40168.0,4904537.0
2014-07-25,8170,8200,7690,8200,34032,40217.0,4904537.0
2014-07-28,8150,8150,7980,8010,11288,39285.0,4904537.0
2014-07-29,8010,8370,7920,8370,15399,41051.0,4904537.0
2014-07-30,8330,8450,8100,8300,5894,40708.0,4904537.0
2014-07-31,8150,8500,8150,8350,5156,40953.0,4904537.0
2014-08-01,8350,8350,8070,8300,9260,40708.0,4904537.0
2014-08-04,8260,8450,8110,8450,1672,41443.0,4904537.0
2014-08-05,8530,8530,8170,8190,2084,42234.0,5156807.0
2014-08-06,8190,8340,8170,8200,2073,42286.0,5156807.0
2014-08-07,8150,8400,8150,8400,4374,43317.0,5156807.0
2014-08-08,8350,8400,8150,8210,7530,42337.0,5156807.0
2014-08-11,8180,8300,8160,8290,15124,42750.0,5156807.0
2014-08-12,8480,8660,8180,8640,26215,44555.0,5156807.0
2014-08-13,8500,8700,8470,8480,15095,43730.0,5156807.0
2014-08-14,8370,8610,8370,8550,23207,44091.0,5156807.0
2014-08-18,8570,8600,8380,8600,5897,44349.0,5156807.0
2014-08-19,8690,9100,7700,7950,202970,40997.0,5156807.0
2014-08-20,8000,8010,7490,7850,45897,40481.0,5156807.0
2014-08-21,7860,7860,7500,7600,19068,39192.0,5156807.0
2014-08-22,7510,7660,6910,7570,67342,39037.0,5156807.0
2014-08-25,7570,7580,7210,7380,15466,38057.0,5156807.0
2014-08-26,7380,7640,7300,7590,29844,39140.0,5156807.0
2014-08-27,7520,7900,7510,7790,38868,40172.0,5156807.0
2014-08-28,7830,7850,7660,7700,2468,39707.0,5156807.0
2014-08-29,7800,7800,7540,7540,8347,38882.0,5156807.0
2014-09-01,7890,7890,7510,7790,9388,40172.0,5156807.0
2014-09-02,7860,7860,7620,7770,1446,40068.0,5156807.0
2014-09-03,7710,7800,7500,7500,2708,38676.0,5156807.0
2014-09-04,7870,7870,7170,7400,11267,38160.0,5156807.0
2014-09-05,7440,7770,7250,7370,5000,38006.0,5156807.0
2014-09-11,7370,7370,7110,7120,22468,36716.0,5156807.0
2014-09-12,7240,7240,7100,7130,2387,36768.0,5156807.0
2014-09-15,7690,7690,6980,7050,4760,36355.0,5156807.0
2014-09-16,7030,7220,6980,7050,6716,36355.0,5156807.0
2014-09-17,7080,7080,6860,6980,23999,35995.0,5156807.0
2014-09-18,7120,7250,6950,7130,11861,36768.0,5156807.0
2014-09-19,7190,7270,7130,7230,18424,37284.0,5156807.0
2014-09-22,7220,7390,7170,7250,6925,37387.0,5156807.0
2014-09-23,7330,7330,7140,7240,604,37335.0,5156807.0
2014-09-24,7240,7400,7160,7260,1802,37438.0,5156807.0
2014-09-25,7450,7450,7120,7120,9555,36716.0,5156807.0
2014-09-26,7070,7390,7070,7190,14444,37077.0,5156807.0
2014-09-29,7270,7270,6940,7170,421,36974.0,5156807.0
2014-09-30,7140,7440,6880,7370,26269,38006.0,5156807.0
2014-10-01,7360,7490,6820,7450,31253,38418.0,5156807.0
2014-10-02,7280,7450,7020,7400,9314,38160.0,5156807.0
2014-10-06,7440,7600,7370,7550,34673,38934.0,5156807.0
2014-10-07,7610,7700,7200,7230,32281,37284.0,5156807.0
2014-10-08,7240,7480,7100,7360,48157,37954.0,5156807.0
2014-10-10,7270,7360,7120,7200,14377,37129.0,5156807.0
2014-10-13,7290,7290,7020,7020,17996,36201.0,5156807.0
2014-10-14,7020,7240,7000,7110,9724,36665.0,5156807.0
2014-10-15,7050,7400,6940,6960,8988,35891.0,5156807.0
2014-10-16,6960,7080,6770,6970,14386,35943.0,5156807.0
2014-10-17,7160,7160,6900,6900,5754,35582.0,5156807.0
2014-10-20,6920,7270,6920,7140,10155,36820.0,5156807.0
2014-10-21,7150,7150,7000,7150,3489,36871.0,5156807.0
2014-10-22,7150,7400,7110,7380,13167,38057.0,5156807.0
2014-10-23,7380,7420,7200,7290,10701,37593.0,5156807.0
2014-10-24,7300,7370,7150,7360,6255,37954.0,5156807.0
2014-10-27,7290,7380,7110,7270,16439,37490.0,5156807.0
2014-10-28,7520,7520,7100,7230,4886,37284.0,5156807.0
2014-10-29,7220,7230,7070,7070,4044,36459.0,5156807.0
2014-10-30,7070,7250,7060,7250,2917,37387.0,5156807.0
2014-10-31,7210,7250,7100,7220,4994,37232.0,5156807.0
2014-11-03,7150,7250,7100,7100,4855,36613.0,5156807.0
2014-11-04,7140,7140,6970,7100,5087,36613.0,5156807.0
2014-11-05,7030,7190,6900,7000,6398,36098.0,5156807.0
