골드퍼시픽(038530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-10-09,72840,81329,71481,78083,2644276,89400.0,12000000.0
2000-10-10,78615,79973,73892,76409,1191045,87480.0,12000000.0
2000-10-11,74413,75252,67282,67283,955385,77040.0,12000000.0
2000-10-12,62892,65407,61629,63827,1031198,73080.0,12000000.0
2000-10-13,57756,58594,56185,56600,919999,64800.0,12000000.0
2000-10-16,63304,63304,61839,63305,833462,72480.0,12000000.0
2000-10-17,62885,64774,55763,55754,1095448,63840.0,12000000.0
2000-10-18,54509,57438,50518,55232,933662,63240.0,12000000.0
2000-10-19,52095,57752,52095,55970,759271,64080.0,12000000.0
2000-10-20,60484,61004,58904,60263,798462,69000.0,12000000.0
2000-10-23,56602,59745,53769,53972,595065,61800.0,12000000.0
2000-10-24,54504,56595,53454,55025,507343,63000.0,12000000.0
2000-10-25,54827,56918,53564,54818,547578,62760.0,12000000.0
2000-10-26,53457,59008,52512,56069,986727,64200.0,12000000.0
2000-10-27,57749,58598,52930,53972,666591,61800.0,12000000.0
2000-10-30,51263,53249,47591,47582,680235,54480.0,12000000.0
2000-10-31,44127,50208,42026,48734,884456,55800.0,12000000.0
2000-11-01,51361,54502,49993,54503,1194242,62400.0,12000000.0
2000-11-02,52406,57119,52406,56069,1103235,64200.0,12000000.0
2000-11-03,56911,58694,53982,54503,857838,62400.0,12000000.0
2000-11-06,54504,58483,54398,55025,782177,63000.0,12000000.0
2000-11-07,54503,56806,53453,54080,779905,61920.0,12000000.0
2000-11-08,52512,54294,51991,52406,450918,60000.0,12000000.0
2000-11-09,53251,55978,52413,53666,858225,61440.0,12000000.0
2000-11-10,54184,54290,52401,53558,461812,61320.0,12000000.0
2000-11-13,53153,53259,48431,49472,454064,56640.0,12000000.0
2000-11-14,48212,51460,48212,51461,383337,58920.0,12000000.0
2000-11-15,53981,57547,52930,53972,1340344,61800.0,12000000.0
2000-11-16,53974,54398,51353,52298,497381,59880.0,12000000.0
2000-11-17,52405,55025,51884,54188,665943,62040.0,12000000.0
2000-11-20,54189,56290,54189,54710,734939,62640.0,12000000.0
2000-11-21,55030,61217,52726,61208,1021188,70080.0,12000000.0
2000-11-22,60682,63622,54920,55547,1973812,63600.0,12000000.0
2000-11-23,54610,56605,51257,51884,993282,59400.0,12000000.0
2000-11-24,52401,53972,50300,52190,476294,59760.0,12000000.0
2000-11-27,52940,56293,52940,55340,879570,63360.0,12000000.0
2000-11-28,53453,54494,50832,51353,574871,58800.0,12000000.0
2000-11-29,49265,49265,47164,47897,347266,54840.0,12000000.0
2000-11-30,47793,48217,42762,46637,384097,53400.0,12000000.0
2000-12-01,43292,46327,42656,45692,342987,52320.0,12000000.0
2000-12-04,46336,47068,44235,44756,400525,51240.0,12000000.0
2000-12-05,44768,45501,43197,45387,249810,51960.0,12000000.0
2000-12-06,48324,48536,44025,44855,526970,51360.0,12000000.0
2000-12-07,42976,46541,42976,45800,887314,52440.0,12000000.0
2000-12-08,46647,51263,46338,51254,1573706,58680.0,12000000.0
2000-12-11,54505,57328,53454,57329,1529675,65640.0,12000000.0
2000-12-12,57643,60158,55754,57644,2217408,66000.0,12000000.0
2000-12-13,56915,64461,55026,60578,1768420,69360.0,12000000.0
2000-12-14,59221,62055,57863,60263,1369095,69000.0,12000000.0
2000-12-15,61306,66548,53028,53135,2907367,60840.0,12000000.0
2000-12-18,50409,52924,47374,47789,999844,54720.0,12000000.0
2000-12-19,47795,48633,42977,43604,857564,49920.0,12000000.0
2000-12-20,39313,41934,38474,38465,846345,44040.0,12000000.0
2000-12-21,34704,36170,33866,33857,928660,38760.0,12000000.0
2000-12-22,33855,34905,29875,30077,735138,34440.0,12000000.0
2000-12-26,30401,31760,29457,30393,495670,34800.0,12000000.0
2001-01-02,28510,33965,28510,33956,488847,38880.0,12000000.0
2001-01-03,33958,37832,32695,35423,1128927,40560.0,12000000.0
2001-01-04,39308,39616,37939,39618,786909,45360.0,12000000.0
2001-01-05,39829,41930,36995,39618,1336344,45360.0,12000000.0
2001-01-08,37737,41400,37207,39618,1416984,45360.0,12000000.0
2001-01-09,40255,44342,38781,44333,1868831,50760.0,12000000.0
2001-01-10,44857,48846,39094,39096,2712922,44760.0,12000000.0
2001-01-11,39831,43079,37942,42030,2033947,48120.0,12000000.0
2001-01-12,44862,47069,44235,47060,1578646,53880.0,12000000.0
2001-01-15,48218,52622,48218,52613,1812315,60240.0,12000000.0
2001-01-16,53459,56388,49787,53450,3350511,61200.0,12000000.0
2001-01-17,52408,53247,47069,47060,1727608,53880.0,12000000.0
2001-01-18,46640,48731,42651,44540,1826881,51000.0,12000000.0
2001-01-19,45591,47894,45071,47789,908995,54720.0,12000000.0
2001-01-22,48843,53459,48004,53450,1430176,61200.0,12000000.0
2001-01-26,53972,56911,50416,50831,1944344,58200.0,12000000.0
2001-01-29,51354,56385,49890,55547,1733601,63600.0,12000000.0
2001-01-30,57643,61835,55022,57644,2212172,66000.0,12000000.0
2001-01-31,59434,59434,51888,58481,1445114,66960.0,12000000.0
2001-02-01,57647,59218,54506,55547,1092774,63600.0,12000000.0
2001-02-02,55022,56806,53558,54503,954684,62400.0,12000000.0
2001-02-05,51257,59111,50100,53243,2642046,60960.0,12000000.0
2001-02-06,53459,54712,51888,53450,871863,61200.0,12000000.0
2001-02-07,53458,55029,51049,51146,1024402,58560.0,12000000.0
2001-02-08,51149,52932,50832,52721,582050,60360.0,12000000.0
2001-02-09,52410,55137,51880,53972,793522,61800.0,12000000.0
2001-02-12,53457,60164,52936,59741,1855535,68400.0,12000000.0
2001-02-13,62983,65498,59842,62252,2873049,71280.0,12000000.0
2001-02-14,61840,69704,59951,69695,2796772,79800.0,12000000.0
2001-02-15,73367,77877,71382,72944,2972206,83520.0,12000000.0
2001-02-16,72948,80599,71271,75464,3576264,86400.0,12000000.0
2001-02-19,73367,80074,72529,77030,1980462,88200.0,12000000.0
2001-02-20,81762,83641,77569,78920,1770087,90360.0,12000000.0
2001-02-21,77561,77667,69698,69911,1395515,80040.0,12000000.0
2001-02-22,68864,68864,61521,62360,1201262,71400.0,12000000.0
2001-02-23,62998,69811,62998,69803,1838619,79920.0,12000000.0
2001-02-26,71899,75156,70222,71900,1224082,82320.0,12000000.0
2001-02-27,72524,74307,64352,65924,1067991,75480.0,12000000.0
2001-02-28,64460,65510,61944,65087,623485,74520.0,12000000.0
2001-03-02,64465,66036,57333,57536,635430,65880.0,12000000.0
2001-03-05,52515,62576,52515,62567,855857,71640.0,12000000.0
2001-03-06,62887,63832,57857,58166,808111,66600.0,12000000.0
2001-03-07,59215,61210,56594,58166,648178,66600.0,12000000.0
2001-03-08,59734,62356,59002,61730,862801,70680.0,12000000.0
2001-03-09,59745,60583,58174,58589,437773,67080.0,12000000.0
2001-03-12,53769,57643,53557,53558,450013,61320.0,12000000.0
2001-03-13,49795,55240,48224,51569,795277,59040.0,12000000.0
2001-03-14,54507,55973,53987,55655,888862,63720.0,12000000.0
2001-03-15,51368,55561,51368,55340,604749,63360.0,12000000.0
2001-03-16,55347,56610,53776,54818,655374,62760.0,12000000.0
2001-03-19,53666,58696,52509,55970,1037871,64080.0,12000000.0
2001-03-20,58696,60065,55343,55970,737564,64080.0,12000000.0
2001-03-21,53452,55235,53037,54503,477648,62400.0,12000000.0
2001-03-22,54503,55448,52932,54080,464801,61920.0,12000000.0
2001-03-23,55448,55862,53867,54080,564230,61920.0,12000000.0
2001-03-26,55333,60469,55333,60470,1221845,69240.0,12000000.0
2001-03-27,59750,60175,56291,56600,759426,64800.0,12000000.0
2001-03-28,58695,60266,56594,58166,1370220,66600.0,12000000.0
2001-03-29,57538,62048,56604,59534,1956812,68160.0,12000000.0
2001-03-30,61208,64465,59223,60785,3577720,69600.0,12000000.0
2001-04-02,61842,62362,58691,59318,1262819,67920.0,12000000.0
2001-04-03,57646,58590,52297,52298,1316222,59880.0,12000000.0
2001-04-04,47592,51263,46657,47168,1107370,54000.0,12000000.0
2001-04-06,50627,50945,48738,48941,875954,56040.0,12000000.0
2001-04-09,46748,48424,46429,46430,393349,53160.0,12000000.0
2001-04-10,46644,47801,43609,44756,541867,51240.0,12000000.0
2001-04-11,46859,48015,46232,47168,631058,54000.0,12000000.0
2001-04-12,49269,49375,47592,48527,759539,55560.0,12000000.0
2001-04-13,49788,50212,47273,47582,442291,54480.0,12000000.0
2001-04-16,47583,49886,47371,48104,453895,55080.0,12000000.0
2001-04-17,46540,48747,46540,48005,305166,54960.0,12000000.0
2001-04-18,49155,53665,49059,53666,1303309,61440.0,12000000.0
2001-04-19,58589,59523,55023,57221,1271496,65520.0,12000000.0
2001-04-20,58174,58174,54502,54503,654841,62400.0,12000000.0
2001-04-23,55023,59322,55023,56807,1119774,65040.0,12000000.0
2001-04-24,55556,55556,53455,54188,580415,62040.0,12000000.0
2001-04-25,52926,59324,52723,57851,1212844,66240.0,12000000.0
2001-04-26,59734,59946,54502,54917,673440,62880.0,12000000.0
2001-04-27,55347,55867,52619,53873,318430,61680.0,12000000.0
2001-04-30,55555,59218,55025,58274,921656,66720.0,12000000.0
2001-05-02,59958,62156,58176,58697,964835,67200.0,12000000.0
2001-05-03,60680,60680,56276,57221,632850,65520.0,12000000.0
2001-05-04,56073,59215,55235,58589,666457,67080.0,12000000.0
2001-05-07,59842,65190,59842,64979,1908377,74400.0,12000000.0
2001-05-08,64994,67085,63105,63935,1168410,73200.0,12000000.0
2001-05-09,63309,64572,59435,59426,699252,68040.0,12000000.0
2001-05-10,59432,60695,58286,60686,480961,69480.0,12000000.0
2001-05-11,59745,63204,58800,61316,1024348,70200.0,12000000.0
2001-05-14,60789,62147,59324,59633,481955,68280.0,12000000.0
2001-05-15,59219,59855,56916,57437,520343,65760.0,12000000.0
2001-05-16,56603,58280,53558,54503,608596,62400.0,12000000.0
2001-05-17,57022,57541,55971,56492,558398,64680.0,12000000.0
2001-05-18,56079,56398,54509,54818,357221,62760.0,12000000.0
2001-05-21,55028,57437,55028,56069,413711,64200.0,12000000.0
2001-05-22,57228,58172,55657,55754,384051,63840.0,12000000.0
2001-05-23,55544,56383,53973,54080,329740,61920.0,12000000.0
2001-05-24,52933,55024,52933,55025,238912,63000.0,12000000.0
2001-05-25,55543,55543,54184,54917,269277,62880.0,12000000.0
2001-05-28,54918,57434,54918,56384,385715,64560.0,12000000.0
2001-05-29,56609,57023,55877,56600,317786,64800.0,12000000.0
2001-05-30,55029,55656,54604,55232,259258,63240.0,12000000.0
2001-05-31,53981,54607,53460,53972,260885,61800.0,12000000.0
2001-06-01,53986,54506,52309,52406,265767,60000.0,12000000.0
2001-06-04,51979,52923,50726,51353,253257,58800.0,12000000.0
2001-06-05,50946,51784,49895,49886,335974,57120.0,12000000.0
2001-06-07,49361,50306,48426,49256,222631,56400.0,12000000.0
2001-06-08,50843,52828,50630,51884,376632,59400.0,12000000.0
2001-06-11,50835,50835,49264,49679,180436,56880.0,12000000.0
2001-06-12,49064,50635,48958,49788,189754,57000.0,12000000.0
2001-06-13,49780,50830,49780,50831,265422,58200.0,12000000.0
2001-06-14,50409,51247,50101,50516,227427,57840.0,12000000.0
2001-06-15,49788,50424,49056,50309,184666,57600.0,12000000.0
2001-06-18,50212,50838,50000,50309,138736,57600.0,12000000.0
2001-06-19,50419,52405,50419,51461,398647,58920.0,12000000.0
2001-06-20,52303,52303,49055,49364,243074,56520.0,12000000.0
2001-06-21,49796,49796,47694,48842,194720,55920.0,12000000.0
2001-06-22,48316,48835,47997,48104,132904,55080.0,12000000.0
2001-06-25,47273,47793,46646,46637,157348,53400.0,12000000.0
2001-06-26,46846,47588,44224,44225,153426,50640.0,12000000.0
2001-06-27,44964,45484,43913,44540,191946,51000.0,12000000.0
2001-06-28,44131,44970,43601,43910,185281,50280.0,12000000.0
2001-06-29,44544,45701,44544,45692,210660,52320.0,12000000.0
2001-07-02,45912,46432,45180,46115,151172,52800.0,12000000.0
2001-07-03,46750,46750,45179,45170,136537,51720.0,12000000.0
2001-07-04,45169,45169,43492,44225,154315,50640.0,12000000.0
2001-07-05,44022,44446,43502,43811,108892,50160.0,12000000.0
2001-07-06,43503,43503,41402,42030,162950,48120.0,12000000.0
2001-07-09,40040,40252,37111,38258,201150,43800.0,12000000.0
2001-07-10,37833,39298,37833,38673,118069,44280.0,12000000.0
2001-07-11,36174,36906,34805,35846,160167,41040.0,12000000.0
2001-07-12,36691,39833,36691,39824,250449,45600.0,12000000.0
2001-07-13,40465,40880,36370,36476,246929,41760.0,12000000.0
2001-07-16,36786,37316,34483,35630,118755,40800.0,12000000.0
2001-07-18,36065,36798,34388,34379,358982,39360.0,12000000.0
2001-07-19,33642,34385,32496,33750,127155,38640.0,12000000.0
2001-07-20,33860,34073,32183,33119,125006,37920.0,12000000.0
2001-07-23,31964,33217,30393,30915,137191,35400.0,12000000.0
2001-07-24,30394,32803,29874,32805,179732,37560.0,12000000.0
2001-07-25,30916,33855,30916,32382,185029,37080.0,12000000.0
2001-07-26,33014,34055,32484,32696,136311,37440.0,12000000.0
2001-07-27,34070,35843,33858,34794,231300,39840.0,12000000.0
2001-07-30,35639,35639,34068,34272,101364,39240.0,12000000.0
2001-07-31,34174,36372,34068,35217,254941,40320.0,12000000.0
2001-08-01,35543,39100,35331,38888,338754,44520.0,12000000.0
2001-08-02,40348,40348,37515,37728,259640,43200.0,12000000.0
2001-08-03,37832,38256,36262,36368,138318,41640.0,12000000.0
2001-08-06,35743,37526,35637,36476,130232,41760.0,12000000.0
2001-08-07,35320,36264,35320,36053,121878,41280.0,12000000.0
2001-08-08,35545,36171,35333,35324,90630,40440.0,12000000.0
2001-08-09,33857,36690,33857,36162,278737,41400.0,12000000.0
2001-08-10,36371,37941,36158,37412,416185,42840.0,12000000.0
2001-08-13,38258,38258,36369,36890,237238,42240.0,12000000.0
2001-08-14,37731,37943,36584,36575,182336,41880.0,12000000.0
2001-08-16,34591,36692,34591,36684,192460,42000.0,12000000.0
2001-08-17,36687,39511,36263,36890,1107586,42240.0,12000000.0
2001-08-20,33749,35849,33749,35108,108192,40200.0,12000000.0
2001-08-21,35747,35949,34696,34794,95080,39840.0,12000000.0
2001-08-22,33536,34797,33536,34586,165733,39600.0,12000000.0
2001-08-23,35119,35745,33866,33857,121492,38760.0,12000000.0
2001-08-24,34379,34379,33021,33956,102696,38880.0,12000000.0
2001-08-27,34587,35001,34163,34163,99463,39120.0,12000000.0
2001-08-28,33549,33964,33019,33434,75484,38280.0,12000000.0
2001-08-29,32707,33016,31242,31445,135663,36000.0,12000000.0
2001-08-30,30931,32290,29880,31761,108732,36360.0,12000000.0
2001-08-31,29971,31233,29971,30077,105836,34440.0,12000000.0
2001-09-03,29351,30922,29245,29978,61671,34320.0,12000000.0
2001-09-04,29870,31451,29455,31229,99918,35760.0,12000000.0
2001-09-05,30929,30929,30091,30294,69683,34680.0,12000000.0
2001-09-06,30511,31032,30405,30609,100103,35040.0,12000000.0
2001-09-07,30927,34068,29982,33857,521157,38760.0,12000000.0
2001-09-10,33227,34586,31550,31860,511372,36480.0,12000000.0
2001-09-11,31966,32804,31022,31022,146395,35520.0,12000000.0
2001-09-12,27350,27350,27350,27350,9911,31320.0,12000000.0
2001-09-13,24220,26630,24220,25263,301078,28920.0,12000000.0
2001-09-14,26217,26217,22333,23481,359483,26880.0,12000000.0
2001-09-17,22546,23066,20762,20753,162261,23760.0,12000000.0
2001-09-18,21066,22541,21066,21906,295866,25080.0,12000000.0
2001-09-19,21388,22535,21388,21591,219444,24720.0,12000000.0
2001-09-20,21182,21915,19601,20547,140427,23520.0,12000000.0
2001-09-21,19081,20864,19081,20547,137218,23520.0,12000000.0
2001-09-24,19706,22115,19706,21384,145440,24480.0,12000000.0
2001-09-25,22439,23904,21070,22536,617318,25800.0,12000000.0
2001-09-26,22744,23794,22117,22851,241893,26160.0,12000000.0
2001-09-27,22330,23274,22330,22851,147428,26160.0,12000000.0
2001-09-28,23068,23694,22325,23580,230159,27000.0,12000000.0
2001-10-04,25167,25794,24849,25785,379965,29520.0,12000000.0
2001-10-05,26417,26417,24423,24731,224882,28320.0,12000000.0
2001-10-08,23994,24833,23050,24102,195832,27600.0,12000000.0
2001-10-09,24737,26095,24418,25470,565224,29160.0,12000000.0
2001-10-10,24946,27154,24638,25362,718994,29040.0,12000000.0
2001-10-11,26942,27260,26209,26307,382357,30120.0,12000000.0
2001-10-12,26725,27458,25992,26514,251885,30360.0,12000000.0
2001-10-15,26523,27053,25685,27044,233555,30960.0,12000000.0
2001-10-16,26525,27777,26525,27566,238002,31560.0,12000000.0
2001-10-17,28610,29660,28397,28610,396068,32760.0,12000000.0
2001-10-18,28093,28093,27254,27882,211343,31920.0,12000000.0
2001-10-19,27781,28302,27463,28197,189402,32280.0,12000000.0
2001-10-22,28935,29879,28202,29871,325791,34200.0,12000000.0
2001-10-23,30394,32486,29971,30077,523485,34440.0,12000000.0
2001-10-24,30498,30922,29872,29978,176308,34320.0,12000000.0
2001-10-25,30093,30613,28203,29033,197812,33240.0,12000000.0
2001-10-26,28404,29454,28202,28926,172377,33120.0,12000000.0
2001-10-29,29036,29036,27986,28295,134400,32400.0,12000000.0
2001-10-30,27257,27777,26843,27566,142772,31560.0,12000000.0
2001-10-31,26939,27990,26727,27981,134346,32040.0,12000000.0
2001-11-01,28294,29344,28187,29132,173460,33360.0,12000000.0
2001-11-02,29878,30929,28933,29349,245112,33600.0,12000000.0
2001-11-05,29665,30927,29558,30186,145872,34560.0,12000000.0
2001-11-06,30922,31452,30083,30393,157893,34800.0,12000000.0
2001-11-07,30596,30809,29132,29132,137967,33360.0,12000000.0
2001-11-08,29135,29771,28721,29762,186854,34080.0,12000000.0
2001-11-09,30080,30919,29146,30707,295566,35160.0,12000000.0
2001-11-12,31767,34388,30928,34379,802254,39360.0,12000000.0
2001-11-13,33964,34176,32074,33434,417198,38280.0,12000000.0
2001-11-14,34068,35013,33548,33857,386116,38760.0,12000000.0
2001-11-15,33333,33546,30924,31445,320273,36000.0,12000000.0
2001-11-16,31443,31857,30392,31338,175270,35880.0,12000000.0
2001-11-19,30610,33434,30505,33011,369686,37800.0,12000000.0
2001-11-20,32809,33445,31449,31652,216274,36240.0,12000000.0
2001-11-21,30606,32177,30606,31445,190185,36000.0,12000000.0
2001-11-22,31450,33763,31344,33543,351423,38400.0,12000000.0
2001-11-23,33859,35324,32702,33011,815604,37800.0,12000000.0
2001-11-26,33014,33853,32600,33228,226387,38040.0,12000000.0
2001-11-27,33229,34907,32921,32912,248962,37680.0,12000000.0
2001-11-28,32607,33022,29879,29871,198818,34200.0,12000000.0
2001-11-29,29877,33443,29347,33434,223244,38280.0,12000000.0
2001-11-30,32916,33437,32077,32174,197539,36840.0,12000000.0
2001-12-03,31659,32805,31234,31967,144880,36600.0,12000000.0
2001-12-04,31445,31869,31030,31445,173341,36000.0,12000000.0
2001-12-05,32489,35217,32287,34794,705598,39840.0,12000000.0
2001-12-06,36154,38149,33119,34478,746250,39480.0,12000000.0
2001-12-07,34589,36054,33220,35630,410429,40800.0,12000000.0
2001-12-10,34801,36266,34387,35217,298330,40320.0,12000000.0
2001-12-11,35009,35009,33429,33641,220942,38520.0,12000000.0
2001-12-12,33642,35001,33218,34163,478872,39120.0,12000000.0
2001-12-13,35013,35013,33750,34272,193707,39240.0,12000000.0
2001-12-14,33534,36261,32590,32696,1075313,37440.0,12000000.0
2001-12-17,32712,33020,31449,31652,282998,36240.0,12000000.0
2001-12-18,32185,32290,29977,30393,203033,34800.0,12000000.0
2001-12-19,29771,31034,28094,28404,212069,32520.0,12000000.0
2001-12-20,27894,28935,27364,28511,136015,32640.0,12000000.0
2001-12-21,27892,28518,25685,27044,170648,30960.0,12000000.0
2001-12-24,26739,27683,26739,26730,112563,30600.0,12000000.0
2001-12-26,26309,28082,26309,27350,146872,31320.0,12000000.0
2001-12-27,27463,28620,27251,28197,66966,32280.0,12000000.0
2001-12-28,28305,29345,27563,29241,103073,33480.0,12000000.0
2002-01-02,29768,31234,29557,31022,165863,35520.0,12000000.0
2002-01-03,31230,32493,30711,31338,190918,35880.0,12000000.0
2002-01-04,32074,32498,30715,31131,160492,35640.0,12000000.0
2002-01-07,31446,31764,30405,30609,152848,35040.0,12000000.0
2002-01-08,30085,30393,29343,29555,150936,33840.0,12000000.0
2002-01-09,29878,32915,29878,32598,434657,37320.0,12000000.0
2002-01-10,32809,33436,30399,31229,371896,35760.0,12000000.0
2002-01-11,31444,32591,30394,31860,236252,36480.0,12000000.0
2002-01-14,31874,33763,31874,33543,540628,38400.0,12000000.0
2002-01-15,33335,33335,30405,30609,296967,35040.0,12000000.0
2002-01-16,31231,31231,29343,29555,175256,33840.0,12000000.0
2002-01-17,28724,29255,27992,29033,128172,33240.0,12000000.0
2002-01-18,28830,29775,28618,29033,101640,33240.0,12000000.0
2002-01-21,26209,29361,26209,29033,87593,33240.0,12000000.0
2002-01-22,28823,30288,28823,29132,160515,33360.0,12000000.0
2002-01-23,28823,29555,28505,29132,96779,33360.0,12000000.0
2002-01-24,29660,31549,28927,31338,425444,35880.0,12000000.0
2002-01-25,31966,32496,30289,31022,417053,35520.0,12000000.0
2002-01-28,30821,33337,30821,32489,296852,37200.0,12000000.0
2002-01-29,32392,33124,30715,31544,148404,36120.0,12000000.0
2002-01-30,30715,31235,30194,30186,162992,34560.0,12000000.0
2002-01-31,30400,31451,30400,30816,146699,35280.0,12000000.0
2002-02-01,30922,31452,30083,30393,94868,34800.0,12000000.0
2002-02-04,30607,31031,29557,29664,91108,33960.0,12000000.0
2002-02-05,29351,30189,29139,29978,73999,34320.0,12000000.0
2002-02-06,29357,30398,29357,29349,75867,33600.0,12000000.0
2002-02-07,29359,29774,28520,28511,69961,32640.0,12000000.0
2002-02-08,28295,29133,27774,28295,60074,32400.0,12000000.0
2002-02-14,29878,29878,28827,29349,70134,33600.0,12000000.0
2002-02-15,28827,29984,28827,29349,44803,33600.0,12000000.0
2002-02-18,28823,29758,28823,29132,67171,33360.0,12000000.0
2002-02-19,29347,30503,29135,29762,122337,34080.0,12000000.0
2002-02-20,29768,30607,29556,30077,112017,34440.0,12000000.0
2002-02-21,30607,31967,30607,31967,359735,36600.0,12000000.0
2002-02-22,31973,35634,31230,34064,732240,39000.0,12000000.0
2002-02-25,34590,35014,33126,33434,308951,38280.0,12000000.0
