코스메카코리아(241710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-18,32950,33300,32700,32900,21858,351372.0,10680000.0
2018-07-19,32800,32900,29600,30400,118862,324672.0,10680000.0
2018-07-20,29700,30250,29400,29800,59429,318264.0,10680000.0
2018-07-23,29600,29650,28100,28300,60844,302244.0,10680000.0
2018-07-24,27650,28450,27550,27750,60507,296370.0,10680000.0
2018-07-25,28500,28500,27100,27450,47248,293166.0,10680000.0
2018-07-26,27750,27950,26850,27600,41131,294768.0,10680000.0
2018-07-27,27200,27550,26900,27200,80996,290496.0,10680000.0
2018-07-30,27050,27350,26350,26600,58060,284088.0,10680000.0
2018-07-31,26600,29200,26450,27850,139096,297438.0,10680000.0
2018-08-01,28300,30200,27850,30100,121212,321468.0,10680000.0
2018-08-02,29900,30600,29250,29900,47470,319332.0,10680000.0
2018-08-03,29700,30800,29700,30500,29963,325740.0,10680000.0
2018-08-06,30500,31900,30200,31550,60119,336954.0,10680000.0
2018-08-07,31950,31950,30050,31700,75782,338556.0,10680000.0
2018-08-08,31700,31700,30700,31050,37393,331614.0,10680000.0
2018-08-09,30650,31050,29750,29800,61139,318264.0,10680000.0
2018-08-10,29800,31150,29400,30850,38439,329478.0,10680000.0
2018-08-13,30550,30600,28300,28650,47085,305982.0,10680000.0
2018-08-14,28800,30750,28800,30200,48375,322536.0,10680000.0
2018-08-16,30300,34150,29700,33000,288239,352440.0,10680000.0
2018-08-17,33700,34450,32350,33900,100748,362052.0,10680000.0
2018-08-20,33900,34650,33600,33900,30498,362052.0,10680000.0
2018-08-21,33600,34050,33300,33950,28344,362586.0,10680000.0
2018-08-22,34300,34300,32800,33100,28027,353508.0,10680000.0
2018-08-23,33700,35150,33650,34750,159459,371130.0,10680000.0
2018-08-24,34750,35650,34250,35100,105948,374868.0,10680000.0
2018-08-27,35000,35100,32800,33550,142420,358314.0,10680000.0
2018-08-28,33800,33800,32550,32600,65789,348168.0,10680000.0
2018-08-29,32600,33300,32150,33300,60970,355644.0,10680000.0
2018-08-30,34000,34050,33150,33300,62957,355644.0,10680000.0
2018-08-31,33500,33500,32800,33300,34196,355644.0,10680000.0
2018-09-03,33300,33350,32650,33200,38341,354576.0,10680000.0
2018-09-04,33100,33200,32750,33100,39623,353508.0,10680000.0
2018-09-05,33050,33400,32150,32300,50398,344964.0,10680000.0
2018-09-06,32100,32300,31450,31750,51771,339090.0,10680000.0
2018-09-07,31450,31600,30450,31200,64536,333216.0,10680000.0
2018-09-10,31000,32050,30650,31350,40348,334818.0,10680000.0
2018-09-11,31500,32900,31450,32800,56231,350304.0,10680000.0
2018-09-12,33100,33100,31650,32200,42330,343896.0,10680000.0
2018-09-13,32250,33000,31700,33000,34434,352440.0,10680000.0
2018-09-14,32900,36150,32900,36150,193827,386082.0,10680000.0
2018-09-17,36400,37650,35550,37600,243484,401568.0,10680000.0
2018-09-18,37100,37400,36450,37400,71988,399432.0,10680000.0
2018-09-19,37250,37650,36400,36650,64969,391422.0,10680000.0
2018-09-20,36750,36850,35050,35800,75933,382344.0,10680000.0
2018-09-21,35800,36100,34800,35600,64007,380208.0,10680000.0
2018-09-27,35600,36500,35250,36200,59091,386616.0,10680000.0
2018-09-28,36200,36650,33300,34900,82759,372732.0,10680000.0
2018-10-01,35150,36950,34650,36000,71745,384480.0,10680000.0
2018-10-02,36050,36650,35300,35800,68549,382344.0,10680000.0
2018-10-04,36400,36400,33900,34400,88095,367392.0,10680000.0
2018-10-05,34350,34850,33400,34700,53507,370596.0,10680000.0
2018-10-08,34000,35400,34000,34250,28714,365790.0,10680000.0
2018-10-10,34450,34600,33000,33400,32786,356712.0,10680000.0
2018-10-11,32000,33850,31600,32000,44581,341760.0,10680000.0
2018-10-12,32000,33250,31400,31450,49163,335886.0,10680000.0
2018-10-15,31600,31750,30300,30300,30635,323604.0,10680000.0
2018-10-16,30600,31450,30600,31200,30642,333216.0,10680000.0
2018-10-17,31650,31900,30200,30900,52372,330012.0,10680000.0
2018-10-18,31250,31250,29500,29500,29175,315060.0,10680000.0
2018-10-19,29600,29900,27500,29850,28241,318798.0,10680000.0
2018-10-22,29800,31250,29350,31050,37518,331614.0,10680000.0
2018-10-23,30800,31000,29950,30100,27526,321468.0,10680000.0
2018-10-24,30550,31200,29250,29600,38921,316128.0,10680000.0
2018-10-25,29250,29350,28000,28600,43252,305448.0,10680000.0
2018-10-26,28600,28600,26400,26900,43159,287292.0,10680000.0
2018-10-29,27300,28350,25200,25600,57947,273408.0,10680000.0
2018-10-30,25800,26800,25050,26700,34774,285156.0,10680000.0
2018-10-31,26500,27350,24700,25200,82740,269136.0,10680000.0
2018-11-01,25450,26300,25050,25450,46723,271806.0,10680000.0
2018-11-02,25700,26700,25550,26600,62070,284088.0,10680000.0
2018-11-05,26250,26250,25300,26000,41976,277680.0,10680000.0
2018-11-06,26300,26500,25350,25950,39213,277146.0,10680000.0
2018-11-07,25950,26800,25450,25600,66318,273408.0,10680000.0
2018-11-08,26050,26550,25800,26000,62669,277680.0,10680000.0
2018-11-09,25750,26000,24750,25250,67605,269670.0,10680000.0
2018-11-12,25200,25450,24600,24700,37548,263796.0,10680000.0
2018-11-13,24250,24900,23600,24700,42832,263796.0,10680000.0
2018-11-14,24550,25600,24200,25550,36739,272874.0,10680000.0
2018-11-15,27000,32200,26700,29700,692056,317196.0,10680000.0
2018-11-16,30450,33750,30000,33300,514613,355644.0,10680000.0
2018-11-19,33700,34250,33050,34000,190507,363120.0,10680000.0
2018-11-20,33500,34550,32650,33900,115501,362052.0,10680000.0
2018-11-21,32950,35800,32500,34050,179594,363654.0,10680000.0
2018-11-22,34350,34400,32400,32550,118557,347634.0,10680000.0
2018-11-23,32500,32550,31700,32300,77629,344964.0,10680000.0
2018-11-26,32200,32600,31350,32100,57611,342828.0,10680000.0
2018-11-27,32100,33750,31850,33050,108088,352974.0,10680000.0
2018-11-28,33950,35550,33000,33300,246007,355644.0,10680000.0
2018-11-29,33750,34250,32550,32800,67437,350304.0,10680000.0
2018-11-30,32700,33650,32300,33650,51149,359382.0,10680000.0
2018-12-03,34000,34300,33400,33650,56462,359382.0,10680000.0
2018-12-04,33500,33800,32450,33350,43818,356178.0,10680000.0
2018-12-05,32800,33100,32450,32750,25486,349770.0,10680000.0
2018-12-06,32500,32750,30650,31150,88162,332682.0,10680000.0
2018-12-07,31300,31900,30450,30950,38499,330546.0,10680000.0
2018-12-10,30400,31950,30400,31150,38845,332682.0,10680000.0
2018-12-11,31200,31350,29950,30300,39318,323604.0,10680000.0
2018-12-12,30700,32150,30300,31850,60839,340158.0,10680000.0
2018-12-13,31900,32150,31200,32150,37175,343362.0,10680000.0
2018-12-14,32150,32200,30800,31250,29438,333750.0,10680000.0
2018-12-17,30700,31650,30350,30800,25887,328944.0,10680000.0
2018-12-18,30400,31300,30150,30850,26704,329478.0,10680000.0
2018-12-19,30600,33050,30500,32500,42089,347100.0,10680000.0
2018-12-20,32150,32500,31300,31550,27119,336954.0,10680000.0
2018-12-21,31550,31900,30650,30800,32788,328944.0,10680000.0
2018-12-24,30700,31300,30350,30850,25159,329478.0,10680000.0
2018-12-26,30700,30850,28950,30700,71447,327876.0,10680000.0
2018-12-27,30850,33050,30850,32950,71816,351906.0,10680000.0
2018-12-28,33300,33300,31950,32500,25372,347100.0,10680000.0
2019-01-02,32550,32550,30450,30450,35771,325206.0,10680000.0
2019-01-03,30450,30800,29000,29000,36698,309720.0,10680000.0
2019-01-04,28650,29500,28050,28400,42035,303312.0,10680000.0
2019-01-07,28850,29250,28200,28450,33559,303846.0,10680000.0
2019-01-08,28600,29200,27200,27600,60429,294768.0,10680000.0
2019-01-09,28150,28250,27650,27950,34958,298506.0,10680000.0
2019-01-10,27900,28100,27200,27400,56905,292632.0,10680000.0
2019-01-11,27400,28550,27400,27900,37397,297972.0,10680000.0
2019-01-14,28250,29000,27850,27900,50108,297972.0,10680000.0
2019-01-15,28000,28300,27800,28000,38522,299040.0,10680000.0
2019-01-16,28550,28750,27400,27650,74080,295302.0,10680000.0
2019-01-17,27550,27850,26600,26850,85073,286758.0,10680000.0
2019-01-18,26850,27150,26500,26900,70623,287292.0,10680000.0
2019-01-21,27050,27100,26300,26450,49787,282486.0,10680000.0
2019-01-22,26250,26550,25750,26400,102354,281952.0,10680000.0
2019-01-23,26500,27600,25950,27150,147629,289962.0,10680000.0
2019-01-24,27200,27450,26700,26900,66080,287292.0,10680000.0
2019-01-25,27150,27750,27000,27400,54923,292632.0,10680000.0
2019-01-28,27850,27850,26750,26800,83104,286224.0,10680000.0
2019-01-29,27300,27550,26800,27100,68105,289428.0,10680000.0
2019-01-30,27150,28150,27000,28000,102959,299040.0,10680000.0
2019-01-31,28000,28300,27500,27900,64774,297972.0,10680000.0
2019-02-01,27900,28400,27600,28100,93210,300108.0,10680000.0
2019-02-07,28150,28150,27300,27450,78700,293166.0,10680000.0
2019-02-08,27300,27400,26700,26900,73300,287292.0,10680000.0
2019-02-11,26900,27550,26600,27500,62589,293700.0,10680000.0
2019-02-12,27350,27800,26950,27150,53750,289962.0,10680000.0
2019-02-13,27300,28000,27200,27700,69160,295836.0,10680000.0
2019-02-14,28100,29000,28050,28150,118652,300642.0,10680000.0
2019-02-15,28600,29900,28300,29200,233154,311856.0,10680000.0
2019-02-18,29850,29900,29000,29300,89128,312924.0,10680000.0
2019-02-19,29450,29550,28600,29200,71716,311856.0,10680000.0
2019-02-20,29200,30150,29200,30000,127355,320400.0,10680000.0
2019-02-21,29700,30300,29400,29800,94207,318264.0,10680000.0
2019-02-22,30050,31150,29050,29250,135637,312390.0,10680000.0
2019-02-25,29500,29650,29000,29400,45897,313992.0,10680000.0
2019-02-26,29200,29650,28400,28700,60219,306516.0,10680000.0
2019-02-27,28700,29050,28350,29050,50477,310254.0,10680000.0
2019-02-28,29050,29050,27350,27750,114997,296370.0,10680000.0
2019-03-04,27650,27900,25600,25800,324895,275544.0,10680000.0
2019-03-05,25800,25850,24700,24800,176436,264864.0,10680000.0
2019-03-06,25050,25400,24900,24900,103306,265932.0,10680000.0
2019-03-07,24600,25600,24600,25150,102138,268602.0,10680000.0
2019-03-08,25050,25100,23950,24000,184922,256320.0,10680000.0
2019-03-11,24050,24400,23200,24150,110099,257922.0,10680000.0
2019-03-12,24200,24600,23950,24250,98020,258990.0,10680000.0
2019-03-13,24300,24800,23950,24150,89885,257922.0,10680000.0
2019-03-14,24000,24300,23550,23900,106922,255252.0,10680000.0
2019-03-15,23850,25000,23850,25000,153295,267000.0,10680000.0
2019-03-18,25000,25600,24550,25600,115619,273408.0,10680000.0
2019-03-19,25700,25900,25000,25000,72737,267000.0,10680000.0
2019-03-20,24950,24950,24150,24300,95824,259524.0,10680000.0
2019-03-21,24300,24600,23700,23800,82728,254184.0,10680000.0
2019-03-22,23900,24400,23800,24200,45390,258456.0,10680000.0
2019-03-25,23800,24100,23600,23750,29521,253650.0,10680000.0
2019-03-26,23750,24150,23700,23750,45052,253650.0,10680000.0
2019-03-27,23900,24150,23250,23450,63986,250446.0,10680000.0
2019-03-28,23650,23700,22800,22800,71302,243504.0,10680000.0
2019-03-29,22650,23300,22500,23300,74023,248844.0,10680000.0
2019-04-01,23500,23500,23200,23400,53961,249912.0,10680000.0
2019-04-02,23400,23550,23100,23450,40877,250446.0,10680000.0
2019-04-03,23450,23700,23250,23350,42371,249378.0,10680000.0
2019-04-04,23450,23700,23350,23550,57755,251514.0,10680000.0
2019-04-05,23550,23800,23400,23650,33727,252582.0,10680000.0
2019-04-08,23700,24350,23600,23750,82042,253650.0,10680000.0
2019-04-09,23850,23850,23400,23800,42241,254184.0,10680000.0
2019-04-10,23600,23850,23450,23800,23377,254184.0,10680000.0
2019-04-11,23800,24250,23650,24000,34891,256320.0,10680000.0
2019-04-12,23900,24200,23800,23900,56161,255252.0,10680000.0
2019-04-15,24150,25700,24050,25150,214214,268602.0,10680000.0
2019-04-16,25250,25350,24500,24600,86585,262728.0,10680000.0
2019-04-17,24500,25250,24200,24250,84823,258990.0,10680000.0
2019-04-18,24250,24300,23500,23550,66881,251514.0,10680000.0
2019-04-19,23650,24450,23550,24150,48278,257922.0,10680000.0
2019-04-22,24400,24400,23800,24050,41790,256854.0,10680000.0
2019-04-23,24050,24100,23650,23900,36513,255252.0,10680000.0
2019-04-24,24150,24150,23450,23800,42153,254184.0,10680000.0
2019-04-25,23800,23800,23300,23300,42631,248844.0,10680000.0
2019-04-26,23300,23600,23050,23150,36024,247242.0,10680000.0
2019-04-29,23100,23600,23050,23450,19459,250446.0,10680000.0
2019-04-30,23400,23600,23150,23150,25545,247242.0,10680000.0
2019-05-02,23300,23300,22950,23150,38097,247242.0,10680000.0
2019-05-03,23200,23200,22850,23000,33171,245640.0,10680000.0
2019-05-07,22900,22900,22000,22300,55847,238164.0,10680000.0
2019-05-08,22050,22700,22000,22350,22385,238698.0,10680000.0
2019-05-09,22650,22650,21200,21350,73112,228018.0,10680000.0
2019-05-10,21200,21850,20950,21200,38854,226416.0,10680000.0
2019-05-13,21300,21450,20500,20500,35313,218940.0,10680000.0
2019-05-14,20200,21700,20100,21050,57669,224814.0,10680000.0
2019-05-15,21150,22300,21050,22250,60811,237630.0,10680000.0
2019-05-16,22500,22500,21450,21600,34323,230688.0,10680000.0
2019-05-17,21600,22250,21600,21800,28415,232824.0,10680000.0
2019-05-20,21800,22000,20950,21050,35639,224814.0,10680000.0
2019-05-21,20950,21400,20800,21050,32060,224814.0,10680000.0
2019-05-22,21050,21200,20500,20650,50976,220542.0,10680000.0
2019-05-23,20350,20850,20050,20100,39331,214668.0,10680000.0
2019-05-24,20000,20300,19600,19650,45185,209862.0,10680000.0
2019-05-27,19550,20200,19300,20000,19371,213600.0,10680000.0
2019-05-28,19900,20650,19900,20650,24659,220542.0,10680000.0
2019-05-29,20350,20850,20100,20450,17013,218406.0,10680000.0
2019-05-30,20500,20800,20250,20800,20854,222144.0,10680000.0
2019-05-31,20600,21000,20400,21000,16969,224280.0,10680000.0
2019-06-03,20650,21050,20650,20800,11978,222144.0,10680000.0
2019-06-04,20500,21200,20500,20850,12345,222678.0,10680000.0
2019-06-05,21200,21250,20900,21100,17430,225348.0,10680000.0
2019-06-07,21100,21550,20900,21550,18471,230154.0,10680000.0
2019-06-10,21600,21700,20850,21200,28934,226416.0,10680000.0
2019-06-11,21150,22350,21150,22250,46903,237630.0,10680000.0
2019-06-12,22250,22250,21750,22150,16202,236562.0,10680000.0
2019-06-13,21900,22300,21450,22250,47002,237630.0,10680000.0
2019-06-14,22200,22200,21600,21600,18382,230688.0,10680000.0
2019-06-17,21600,21750,21250,21750,16631,232290.0,10680000.0
2019-06-18,21750,21950,21300,21400,18346,228552.0,10680000.0
2019-06-19,21950,21950,21350,21650,42455,231222.0,10680000.0
2019-06-20,21800,21950,21400,21800,18367,232824.0,10680000.0
2019-06-21,21700,22000,21300,21650,20968,231222.0,10680000.0
2019-06-24,21650,21750,21100,21350,18581,228018.0,10680000.0
2019-06-25,21350,21700,21250,21450,22427,229086.0,10680000.0
2019-06-26,21700,21700,21000,21000,17173,224280.0,10680000.0
2019-06-27,21500,21600,20750,20950,26154,223746.0,10680000.0
2019-06-28,21050,21250,20550,20550,15364,219474.0,10680000.0
2019-07-01,20850,21450,20700,21350,51720,228018.0,10680000.0
2019-07-02,21200,21200,20450,20700,42615,221076.0,10680000.0
2019-07-03,20850,20850,19950,20200,29090,215736.0,10680000.0
2019-07-04,20050,20400,19700,19950,24253,213066.0,10680000.0
2019-07-05,20150,20350,19800,20200,19834,215736.0,10680000.0
2019-07-08,20000,20200,19200,19300,35169,206124.0,10680000.0
2019-07-09,19600,19700,18750,18750,36731,200250.0,10680000.0
2019-07-10,18750,19100,18700,18850,27525,201318.0,10680000.0
2019-07-11,19050,19400,18850,19300,16573,206124.0,10680000.0
2019-07-12,19150,19450,19100,19350,14652,206658.0,10680000.0
2019-07-15,19350,19400,18950,19000,25030,202920.0,10680000.0
2019-07-16,18950,19250,18800,18900,19121,201852.0,10680000.0
2019-07-17,18800,19000,17950,18150,58040,193842.0,10680000.0
2019-07-18,17800,18350,17800,17800,17330,190104.0,10680000.0
2019-07-19,17800,18100,17800,18000,17264,192240.0,10680000.0
2019-07-22,17950,18050,17600,17750,21903,189570.0,10680000.0
2019-07-23,17650,18000,17650,17850,17549,190638.0,10680000.0
2019-07-24,17850,17950,17250,17450,27192,186366.0,10680000.0
2019-07-25,17250,17500,16800,16800,29163,179424.0,10680000.0
2019-07-26,16700,17000,16450,16650,26109,177822.0,10680000.0
2019-07-29,16450,16550,15550,15750,41064,168210.0,10680000.0
2019-07-30,15450,16800,15450,16650,29939,177822.0,10680000.0
2019-07-31,16700,16800,16100,16300,27422,174084.0,10680000.0
2019-08-01,16100,16350,15800,16100,27107,171948.0,10680000.0
2019-08-02,16000,16350,15700,15700,27190,167676.0,10680000.0
2019-08-05,15600,15600,13650,13650,60335,145782.0,10680000.0
2019-08-06,12550,15350,12550,14300,91836,152724.0,10680000.0
2019-08-07,14050,15200,14050,15200,29982,162336.0,10680000.0
2019-08-08,15300,16300,14950,15350,57787,163938.0,10680000.0
2019-08-09,15400,15850,14700,14800,41534,158064.0,10680000.0
2019-08-12,16700,17500,15450,15700,229625,167676.0,10680000.0
2019-08-13,15700,15800,14650,14800,76445,158064.0,10680000.0
2019-08-14,14900,15250,14000,14200,92872,151656.0,10680000.0
2019-08-16,14100,14850,13500,14500,130372,154860.0,10680000.0
2019-08-19,14450,14800,13850,14000,52613,149520.0,10680000.0
2019-08-20,14000,14100,13650,14000,52752,149520.0,10680000.0
2019-08-21,13900,14450,13750,14200,66730,151656.0,10680000.0
2019-08-22,14300,14600,14200,14250,28085,152190.0,10680000.0
2019-08-23,14250,14300,13700,13800,48077,147384.0,10680000.0
2019-08-26,13450,13450,12700,12750,96100,136170.0,10680000.0
2019-08-27,12950,13350,12950,13250,31689,141510.0,10680000.0
2019-08-28,13300,13800,13200,13800,40965,147384.0,10680000.0
2019-08-29,13650,13850,13250,13600,29115,145248.0,10680000.0
2019-08-30,13800,14050,13650,13800,47667,147384.0,10680000.0
2019-09-02,13700,14350,13600,13800,24229,147384.0,10680000.0
2019-09-03,13700,14600,13700,13900,119021,148452.0,10680000.0
2019-09-04,13900,14250,13750,14100,33233,150588.0,10680000.0
2019-09-05,14250,14450,14200,14450,24405,154326.0,10680000.0
2019-09-06,14450,14500,14150,14250,18835,152190.0,10680000.0
2019-09-09,14250,14400,14000,14000,15236,149520.0,10680000.0
2019-09-10,14050,14250,13700,13900,31088,148452.0,10680000.0
2019-09-11,13950,15150,13950,15150,96082,161802.0,10680000.0
2019-09-16,15200,16250,14950,16250,99157,173550.0,10680000.0
2019-09-17,16250,16300,15450,15600,63608,166608.0,10680000.0
2019-09-18,15550,15600,14900,14950,48059,159666.0,10680000.0
2019-09-19,14850,15300,14850,15200,17117,162336.0,10680000.0
2019-09-20,15300,15350,15000,15050,23304,160734.0,10680000.0
2019-09-23,15050,15150,14750,14850,16018,158598.0,10680000.0
2019-09-24,15100,15550,15050,15400,24315,164472.0,10680000.0
2019-09-25,15400,15400,14750,14800,25147,158064.0,10680000.0
2019-09-26,15300,15350,14500,14850,21188,158598.0,10680000.0
2019-09-27,15100,15250,14850,15150,25420,161802.0,10680000.0
2019-09-30,15150,15250,14550,14550,23983,,
2019-10-01,14650,15200,14400,15150,19258,,
2019-10-02,15150,15150,14600,14600,16616,,
2019-10-04,14600,14600,14000,14000,24735,,
2019-10-07,14000,14050,13750,14000,15417,,
