씨트리(047920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-07,4380,4395,4275,4290,91794,59410.0,13848373.0
2019-01-08,4330,4335,4260,4275,61866,59202.0,13848373.0
2019-01-09,4255,4415,4255,4365,99037,60448.0,13848373.0
2019-01-10,4385,4500,4330,4375,143366,60587.0,13848373.0
2019-01-11,4345,4460,4345,4410,88366,61071.0,13848373.0
2019-01-14,4470,4480,4390,4415,62231,61141.0,13848373.0
2019-01-15,4400,4535,4360,4515,99620,62525.0,13848373.0
2019-01-16,4520,4520,4460,4510,59128,62456.0,13848373.0
2019-01-17,4500,4685,4480,4515,187077,62525.0,13848373.0
2019-01-18,4550,4655,4515,4655,103916,64464.0,13848373.0
2019-01-21,4660,4740,4575,4590,134965,63564.0,13848373.0
2019-01-22,4545,4970,4525,4750,965698,65780.0,13848373.0
2019-01-23,4730,4800,4645,4670,160859,64672.0,13848373.0
2019-01-24,4700,4825,4655,4755,170846,65849.0,13848373.0
2019-01-25,4810,4810,4710,4755,106380,65849.0,13848373.0
2019-01-28,4800,5200,4695,4835,767470,66957.0,13848373.0
2019-01-29,4920,4940,4790,4815,275959,66680.0,13848373.0
2019-01-30,4885,4885,4710,4755,109879,65849.0,13848373.0
2019-01-31,4780,4880,4750,4760,143617,65918.0,13848373.0
2019-02-01,4760,4820,4640,4700,116898,65087.0,13848373.0
2019-02-07,4690,4715,4610,4665,91257,64603.0,13848373.0
2019-02-08,4665,4755,4665,4725,58501,65434.0,13848373.0
2019-02-11,4735,4875,4735,4860,236228,67303.0,13848373.0
2019-02-12,4835,4920,4830,4875,108236,67511.0,13848373.0
2019-02-13,4885,4895,4820,4865,87063,67372.0,13848373.0
2019-02-14,4865,4905,4825,4885,102053,67649.0,13848373.0
2019-02-15,4920,5130,4855,5040,573628,69796.0,13848373.0
2019-02-18,5070,5190,4950,5150,407593,71319.0,13848373.0
2019-02-19,5160,5200,5080,5110,181274,70765.0,13848373.0
2019-02-20,5080,5130,4950,4970,179920,68826.0,13848373.0
2019-02-21,4965,5150,4965,5030,119229,69657.0,13848373.0
2019-02-22,5030,5070,4905,4925,100546,68203.0,13848373.0
2019-02-25,4925,4995,4835,4910,84994,67996.0,13848373.0
2019-02-26,4865,4980,4825,4825,103266,66818.0,13848373.0
2019-02-27,4835,4955,4800,4900,57712,67857.0,13848373.0
2019-02-28,4885,5120,4820,4835,217890,66957.0,13848373.0
2019-03-04,4835,5030,4835,5000,138832,69242.0,13848373.0
2019-03-05,5000,5190,4985,5120,353156,70904.0,13848373.0
2019-03-06,5090,5170,4960,5050,156670,69934.0,13848373.0
2019-03-07,5010,5100,4850,4875,140852,67511.0,13848373.0
2019-03-08,4845,4900,4710,4770,96033,66057.0,13848373.0
2019-03-11,4775,4845,4555,4655,127408,64464.0,13848373.0
2019-03-12,4600,4760,4600,4745,52937,65711.0,13848373.0
2019-03-13,4705,4865,4705,4780,53329,66195.0,13848373.0
2019-03-14,4780,4850,4695,4765,64977,65987.0,13848373.0
2019-03-15,4755,4795,4685,4705,90761,65157.0,13848373.0
2019-03-18,4715,4770,4620,4700,87861,65087.0,13848373.0
2019-03-19,4670,4765,4615,4640,98917,64256.0,13848373.0
2019-03-20,4610,4670,4400,4460,137792,61764.0,13848373.0
2019-03-21,4250,4480,3720,4050,1971284,56086.0,13848373.0
2019-03-22,4035,4165,4035,4105,143582,56848.0,13848373.0
2019-03-25,3955,4100,3955,4020,118004,55670.0,13848373.0
2019-03-26,3990,4070,3990,4050,65782,56086.0,13848373.0
2019-03-27,4025,4070,3970,3995,101626,55324.0,13848373.0
2019-03-28,3950,4660,3950,4235,2379229,58648.0,13848373.0
2019-03-29,4235,4235,4075,4130,206983,57194.0,13848373.0
2019-04-01,4250,4325,4105,4250,151210,58856.0,13848373.0
2019-04-02,4240,4285,4200,4250,86563,58856.0,13848373.0
2019-04-03,4250,4395,4245,4320,87625,59825.0,13848373.0
2019-04-04,4350,5610,4300,5610,7389848,77689.0,13848373.0
2019-04-05,5520,6950,5410,6430,23954300,89045.0,13848373.0
2019-04-08,6530,7280,6360,6650,11642553,92092.0,13848373.0
2019-04-09,6640,6810,6380,6570,2701155,90984.0,13848373.0
2019-04-10,6500,7050,6440,6570,4054584,90984.0,13848373.0
2019-04-11,6460,6720,6310,6320,1615897,87522.0,13848373.0
2019-04-12,6370,6690,6300,6660,2099754,92230.0,13848373.0
2019-04-15,6770,7340,6740,6900,5861879,95554.0,13848373.0
2019-04-16,6760,6810,6370,6370,1402403,88214.0,13848373.0
2019-04-17,6420,6650,6200,6200,802988,85860.0,13848373.0
2019-04-18,6130,6380,6000,6270,827696,86829.0,13848373.0
2019-04-19,6260,6410,6010,6040,549309,83644.0,13848373.0
2019-04-22,6100,6240,6050,6120,268465,84752.0,13848373.0
2019-04-23,6150,6230,5870,5880,413957,81428.0,13848373.0
2019-04-24,5890,6100,5850,5850,378162,81013.0,13848373.0
2019-04-25,5970,6670,5490,5490,5411998,76028.0,13848373.0
2019-04-26,5500,5750,5380,5410,713919,74920.0,13848373.0
2019-04-29,5430,5750,5400,5690,497730,78797.0,13848373.0
2019-04-30,5650,6330,5530,5870,1954917,81290.0,13848373.0
2019-05-02,5840,5980,5680,5700,505232,78936.0,13848373.0
2019-05-03,5730,5920,5680,5720,429307,79213.0,13848373.0
2019-05-07,5650,5980,5640,5670,962248,78520.0,13848373.0
2019-05-08,5660,5690,5430,5450,434228,75474.0,13848373.0
2019-05-09,5520,5530,4800,4905,693356,67926.0,13848373.0
2019-05-10,4905,5130,4905,5120,394701,70904.0,13848373.0
2019-05-13,5030,5130,4920,4930,206409,68272.0,13848373.0
2019-05-14,4880,5080,4800,4930,250399,68272.0,13848373.0
2019-05-15,4935,5170,4935,5080,207923,70350.0,13848373.0
2019-05-16,5060,5210,4850,4950,236259,68549.0,13848373.0
2019-05-17,4990,5000,4820,4835,165426,66957.0,13848373.0
2019-05-20,4860,4920,4680,4695,193455,65018.0,13848373.0
2019-05-21,4650,4795,4650,4735,125323,65572.0,13848373.0
2019-05-22,4785,5260,4705,4760,588101,65918.0,13848373.0
2019-05-23,4810,4870,4640,4640,153477,64256.0,13848373.0
2019-05-24,4600,4670,4500,4575,115771,63356.0,13848373.0
2019-05-27,4660,4660,4500,4550,86439,63010.0,13848373.0
2019-05-28,4550,4750,4530,4750,115046,65780.0,13848373.0
2019-05-29,4750,4750,4530,4545,130759,62941.0,13848373.0
2019-05-30,4530,4595,4375,4450,109806,61625.0,13848373.0
2019-05-31,4450,4700,4400,4595,127585,63633.0,13848373.0
2019-06-03,4590,4660,4545,4590,60449,63564.0,13848373.0
2019-06-04,4575,4645,4555,4605,55077,63772.0,13848373.0
2019-06-05,4640,4840,4640,4710,146069,65226.0,13848373.0
2019-06-07,4725,4795,4710,4780,72412,66195.0,13848373.0
2019-06-10,4780,4825,4725,4825,91205,66818.0,13848373.0
2019-06-11,4845,4845,4755,4775,92163,66126.0,13848373.0
2019-06-12,4790,4790,4710,4730,47568,65503.0,13848373.0
2019-06-13,4790,4830,4710,4800,77828,66472.0,13848373.0
2019-06-14,4825,4845,4700,4725,70376,65434.0,13848373.0
2019-06-17,4730,4780,4665,4705,70565,65157.0,13848373.0
2019-06-18,4705,4800,4655,4660,66332,64533.0,13848373.0
2019-06-19,4740,4740,4450,4580,58133,63426.0,13848373.0
2019-06-20,4540,4765,4540,4730,70240,65503.0,13848373.0
2019-06-21,4730,4775,4560,4580,84623,63426.0,13848373.0
2019-06-24,4580,4700,4530,4550,70392,63010.0,13848373.0
2019-06-25,4610,4610,4430,4440,100315,61487.0,13848373.0
2019-06-26,4410,4535,4385,4450,70885,61625.0,13848373.0
2019-06-27,4460,4715,4340,4410,252721,61071.0,13848373.0
2019-06-28,4540,4540,4135,4185,280113,57955.0,13848373.0
2019-07-01,4260,4350,4150,4280,108583,59271.0,13848373.0
2019-07-02,4235,4430,4235,4360,72744,60379.0,13848373.0
2019-07-03,4345,4365,4200,4240,89583,58717.0,13848373.0
2019-07-04,4200,4275,4055,4120,127186,57055.0,13848373.0
2019-07-05,4095,4270,4095,4215,65486,58371.0,13848373.0
2019-07-08,4200,4265,3970,4030,81819,55809.0,13848373.0
2019-07-09,3910,4080,3910,3955,60242,54770.0,13848373.0
2019-07-10,4005,4120,3955,4020,56576,55670.0,13848373.0
2019-07-11,4020,4125,4015,4100,46427,56778.0,13848373.0
2019-07-12,4110,4140,4055,4090,36167,56640.0,13848373.0
2019-07-15,4065,4100,3945,3950,71349,54701.0,13848373.0
2019-07-16,3950,4035,3900,3980,61217,55117.0,13848373.0
2019-07-17,4040,4040,3855,3925,72645,54355.0,13848373.0
2019-07-18,3930,4000,3860,3880,35604,53732.0,13848373.0
2019-07-19,3990,4040,3830,3995,55692,55324.0,13848373.0
2019-07-22,4065,4075,3960,4000,30952,55393.0,13848373.0
2019-07-23,4070,4070,3850,3910,35086,54147.0,13848373.0
2019-07-24,3910,3940,3790,3800,68989,52624.0,13848373.0
2019-07-25,3865,3865,3670,3720,81084,51516.0,13848373.0
2019-07-26,3800,3800,3605,3625,64355,50200.0,13848373.0
2019-07-29,3560,3635,3275,3310,186389,45838.0,13848373.0
2019-07-30,3240,3500,3240,3480,94172,48192.0,13848373.0
2019-07-31,3430,3650,3275,3580,114000,49577.0,13848373.0
2019-08-01,3650,3785,3605,3660,50485,50685.0,13848373.0
2019-08-02,3460,3655,3455,3540,46286,49023.0,13848373.0
2019-08-05,3540,3540,3080,3160,113309,43761.0,13848373.0
2019-08-06,3050,3195,2860,2905,140905,40230.0,13848373.0
2019-08-07,2880,3700,2880,3165,889860,43830.0,13848373.0
2019-08-08,3175,3490,3165,3305,158652,45769.0,13848373.0
2019-08-09,3305,3390,3245,3320,125041,45977.0,13848373.0
2019-08-12,3245,3530,3245,3490,119475,48331.0,13848373.0
2019-08-13,3375,3525,3375,3505,57448,48539.0,13848373.0
2019-08-14,3505,3745,3485,3545,113572,49092.0,13848373.0
2019-08-16,3470,3680,3405,3530,85717,48885.0,13848373.0
2019-08-19,3565,3595,3505,3565,46977,49369.0,13848373.0
2019-08-20,3650,3690,3525,3620,52900,50131.0,13848373.0
2019-08-21,3620,3875,3620,3755,140526,52001.0,13848373.0
2019-08-22,3800,3800,3650,3730,53924,51654.0,13848373.0
2019-08-23,3700,3780,3645,3685,60506,51031.0,13848373.0
2019-08-26,3525,3620,3410,3540,104719,49023.0,13848373.0
2019-08-27,3560,3700,3560,3585,54732,49646.0,13848373.0
2019-08-28,3585,3850,3585,3690,92646,51100.0,13848373.0
2019-08-29,3820,3820,3650,3815,79092,52832.0,13848373.0
2019-08-30,3870,3870,3795,3795,54837,52555.0,13848373.0
2019-09-02,3795,3865,3795,3855,38589,53385.0,13848373.0
2019-09-03,3885,4250,3855,4170,339195,57748.0,13848373.0
2019-09-04,4145,4145,4020,4070,85080,56363.0,13848373.0
2019-09-05,4060,4075,3975,3975,87781,55047.0,13848373.0
2019-09-06,4030,4070,3955,4035,47365,55878.0,13848373.0
2019-09-09,4095,4095,3985,4045,38311,56017.0,13848373.0
2019-09-10,4080,4080,3960,3970,50088,54978.0,13848373.0
2019-09-11,3970,4050,3970,4015,25881,55601.0,13848373.0
2019-09-16,3960,4125,3960,4090,85861,56640.0,13848373.0
2019-09-17,4150,4400,4085,4315,249475,59756.0,13848373.0
2019-09-18,4315,4460,4250,4390,218435,60794.0,13848373.0
2019-09-19,4340,4500,4220,4395,184641,60864.0,13848373.0
2019-09-20,4405,4680,4290,4350,303908,60240.0,13848373.0
2019-09-23,4385,4445,4275,4320,102708,59825.0,13848373.0
2019-09-24,4230,4365,4105,4320,66698,59825.0,13848373.0
2019-09-25,4320,4320,4125,4140,74277,57332.0,13848373.0
2019-09-26,4270,4270,4125,4180,63106,57886.0,13848373.0
2019-09-27,4130,4640,4130,4450,503383,61625.0,13848373.0
2019-09-30,4460,4475,4305,4415,152327,61141.0,13848373.0
2019-10-01,4450,4795,4300,4625,657107,64049.0,13848373.0
2019-10-02,4620,4620,4430,4510,150892,62456.0,13848373.0
2019-10-04,4510,4600,4335,4505,79766,62387.0,13848373.0
2019-10-07,4555,4680,4400,4575,249784,,
