랩지노믹스(084650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-10,17705,17880,16752,16953,147482,142977.0,4230076.0
2015-04-13,16952,17579,16652,17053,146843,143823.0,4230076.0
2015-04-14,16978,17253,16125,16276,103412,137266.0,4230076.0
2015-04-15,16326,16677,15799,16276,101307,137266.0,4230076.0
2015-04-16,16401,17228,16225,17053,150986,143823.0,4230076.0
2015-04-17,17153,18006,17153,18006,179157,151860.0,4230076.0
2015-04-20,17981,18658,17579,18433,197335,155455.0,4230076.0
2015-04-21,18432,18482,17956,18433,67296,155455.0,4230076.0
2015-04-22,18432,21191,17304,20213,512318,170472.0,4230076.0
2015-04-23,20789,21391,18532,18708,300917,157782.0,4230076.0
2015-04-24,18307,18608,17680,17831,154792,150379.0,4230076.0
2015-04-27,18257,19761,18006,19661,175004,165819.0,4230076.0
2015-04-28,19410,19987,18783,19411,89222,163704.0,4230076.0
2015-04-29,19611,21266,19435,20991,219307,177029.0,4230076.0
2015-04-30,20965,21667,20137,20263,134597,170895.0,4230076.0
2015-05-04,19661,20388,18482,19135,147691,161377.0,4230076.0
2015-05-06,18557,18858,17153,17254,238898,145515.0,4230076.0
2015-05-07,17228,18131,16802,17655,92320,148899.0,4230076.0
2015-05-08,17680,18708,17529,18307,74242,154398.0,4230076.0
2015-05-11,18583,19009,18131,18132,61466,152917.0,4230076.0
2015-05-12,18407,18733,17755,18056,118755,152283.0,4230076.0
2015-05-13,17931,18081,17479,17555,68043,148053.0,4230076.0
2015-05-14,17554,18357,17479,18257,74499,153975.0,4230076.0
2015-05-15,18307,19059,18006,18282,124567,154186.0,4230076.0
2015-05-18,17755,18557,17253,18282,118851,154186.0,4230076.0
2015-05-19,18106,19811,18106,19210,202446,162012.0,4230076.0
2015-05-20,20137,20564,19159,19436,260314,163915.0,4230076.0
2015-05-21,19761,19761,18884,19060,115870,160743.0,4230076.0
2015-05-22,18884,19360,18081,18357,108968,154821.0,4230076.0
2015-05-26,18206,18733,17554,18182,61224,153340.0,4230076.0
2015-05-27,18131,18131,17429,17555,73868,148053.0,4230076.0
2015-05-28,17579,17931,17479,17555,55729,148053.0,4230076.0
2015-05-29,17755,18683,17278,18458,96544,155667.0,4230076.0
2015-06-01,18482,19034,18056,18056,80690,152283.0,4230076.0
2015-06-02,18257,19310,17905,19060,139708,160743.0,4230076.0
2015-06-03,19059,19285,17705,17781,114333,149956.0,4230076.0
2015-06-04,17981,18131,17153,17154,95196,144669.0,4230076.0
2015-06-05,17003,17504,15949,16502,135653,139170.0,4230076.0
2015-06-08,16526,16652,16025,16100,66825,135785.0,4230076.0
2015-06-09,16250,16702,16025,16476,60863,138958.0,4230076.0
2015-06-10,16802,16852,15699,15699,83707,132401.0,4230076.0
2015-06-11,15799,16000,14896,15248,121191,128594.0,4230076.0
2015-06-12,15247,16075,14921,15473,96279,130498.0,4230076.0
2015-06-15,15147,15648,14620,14897,66048,125633.0,4230076.0
2015-06-16,14796,15247,13918,14295,98712,120557.0,4230076.0
2015-06-17,14420,14670,13717,14545,121840,122672.0,4230076.0
2015-06-18,14470,15072,14344,15022,90199,126691.0,4230076.0
2015-06-19,15297,15373,14545,14646,62957,123518.0,4230076.0
2015-06-22,14796,14796,14094,14094,61758,118865.0,4230076.0
2015-06-23,14194,15197,13993,15122,103863,127537.0,4230076.0
2015-06-24,15322,17905,15122,17154,407992,144669.0,4230076.0
2015-06-25,17153,18282,16476,18282,182204,154186.0,4230076.0
2015-06-26,18934,20288,18307,19260,542054,162435.0,4230076.0
2015-06-29,18557,20137,18557,19636,235292,165607.0,4230076.0
2015-06-30,19636,20062,18307,20038,214294,168992.0,4230076.0
2015-07-01,20489,25053,20413,24176,788652,203890.0,4230076.0
2015-07-02,24877,27335,24551,24853,451485,209600.0,4230076.0
2015-07-03,24852,27084,24075,26332,387804,222079.0,4230076.0
2015-07-06,26231,27636,25028,26232,255722,223848.0,4280076.0
2015-07-07,26583,27235,18407,19611,706420,167351.0,4280076.0
2015-07-08,19811,21943,17855,21592,501261,184257.0,4280076.0
2015-07-09,20815,22244,19460,21818,321574,186183.0,4280076.0
2015-07-10,21843,23548,20313,22044,237895,188109.0,4280076.0
2015-07-13,22043,23222,21266,22972,138039,196027.0,4280076.0
2015-07-14,23974,24752,23523,24125,188451,205872.0,4280076.0
2015-07-15,26031,26031,23448,23824,139124,203304.0,4280076.0
2015-07-16,23573,24877,22570,23774,113692,202876.0,4280076.0
2015-07-17,23523,23648,22670,22771,97842,194315.0,4280076.0
2015-07-20,22570,23222,21918,23022,95753,196455.0,4280076.0
2015-07-21,23523,24501,22570,22571,109615,192603.0,4280076.0
2015-07-22,22219,22721,20815,22094,251084,188537.0,4280076.0
2015-07-23,22319,22520,21442,21693,59272,185113.0,4280076.0
2015-07-24,21692,23322,21617,23072,135156,196883.0,4280076.0
2015-07-27,22645,22796,20714,20715,134885,176767.0,4280076.0
2015-07-28,20112,20489,19159,19987,108403,170561.0,4280076.0
2015-07-29,19586,21266,18382,18483,168232,157721.0,4280076.0
2015-07-30,18507,19360,16802,17304,139364,147663.0,4280076.0
2015-07-31,17304,18257,16100,18056,87887,154083.0,4280076.0
2015-08-03,18507,18507,17203,17204,61856,146807.0,4280076.0
2015-08-04,17028,18307,16802,18282,59464,156009.0,4280076.0
2015-08-05,18407,18909,17905,18784,60862,160289.0,4280076.0
2015-08-06,19009,19962,18633,19712,95353,168207.0,4280076.0
2015-08-07,19310,19987,19059,19611,48515,167351.0,4280076.0
2015-08-10,19811,19811,18131,18282,74834,156009.0,4280076.0
2015-08-11,18482,19310,18357,18508,87908,157935.0,4280076.0
2015-08-12,18081,18181,17053,17806,106608,151943.0,4280076.0
2015-08-13,17605,19159,17554,19060,90155,162643.0,4280076.0
2015-08-17,18758,19310,18131,18132,43175,154725.0,4280076.0
2015-08-18,18056,19210,17178,17555,86938,149803.0,4280076.0
2015-08-19,17554,17554,15974,16652,127763,142099.0,4280076.0
2015-08-20,16250,17053,15799,16226,70760,138460.0,4280076.0
2015-08-21,15297,15523,14043,14721,113084,125620.0,4280076.0
2015-08-24,14445,15398,14394,14596,76828,124550.0,4280076.0
2015-08-25,14921,16200,14545,16201,75009,138246.0,4280076.0
2015-08-26,16200,17028,15824,16476,69480,140600.0,4280076.0
2015-08-27,16652,16927,16025,16050,64877,136962.0,4280076.0
2015-08-28,16601,16702,15874,16326,77964,139316.0,4280076.0
2015-08-31,16225,16702,16000,16100,36984,137390.0,4280076.0
2015-09-01,15824,17655,15824,16803,94178,143383.0,4280076.0
2015-09-02,16526,17479,16150,17254,76004,147235.0,4280076.0
2015-09-03,17554,18808,17554,18307,161451,156223.0,4280076.0
2015-09-04,18608,18959,16526,16552,118747,141243.0,4280076.0
2015-09-07,16551,16827,15473,15799,85122,134822.0,4280076.0
2015-09-08,15749,16125,14746,15047,54676,128402.0,4280076.0
2015-09-09,15749,15899,15322,15900,39256,135678.0,4280076.0
2015-09-10,15749,16200,15498,16050,36722,136962.0,4280076.0
2015-09-11,16225,16802,16000,16301,39090,139102.0,4280076.0
2015-09-14,16326,17730,16225,17379,53362,148305.0,4280076.0
2015-09-15,17454,17805,16827,16828,36568,143597.0,4280076.0
2015-09-16,17304,17304,16852,16853,27770,143811.0,4280076.0
2015-09-17,17153,17404,16601,16602,24228,141671.0,4280076.0
2015-09-18,16626,17228,16626,17103,67539,145951.0,4280076.0
2015-09-21,17103,17103,16601,17003,26339,145095.0,4280076.0
2015-09-22,16852,18006,16752,17304,53320,147663.0,4280076.0
2015-09-23,17053,17278,16601,16652,26022,142099.0,4280076.0
2015-09-24,17003,17078,16150,16953,32703,144667.0,4280076.0
2015-09-25,16802,17253,16476,16803,13492,143383.0,4280076.0
2015-09-30,16175,16351,15724,16251,43372,138674.0,4280076.0
2015-10-01,16351,16652,15849,15975,33693,136320.0,4280076.0
2015-10-02,16025,16150,15799,16075,22416,137176.0,4280076.0
2015-10-05,16100,16326,16000,16301,24807,139102.0,4280076.0
2015-10-06,16351,16952,16050,16426,41631,140172.0,4280076.0
2015-10-07,16175,16727,15874,16301,29676,139102.0,4280076.0
2015-10-08,16326,16802,15974,16000,23103,136534.0,4280076.0
2015-10-12,16000,16225,15498,15524,19959,132468.0,4280076.0
2015-10-13,15498,16100,15398,15850,24077,135250.0,4280076.0
2015-10-14,15473,15699,14746,15122,46218,129044.0,4280076.0
2015-10-15,15498,15498,14996,15348,24840,130970.0,4280076.0
2015-10-16,15498,15849,15347,15799,27341,134822.0,4280076.0
2015-10-19,16050,16050,15297,15348,27856,130970.0,4280076.0
2015-10-20,15272,16050,15272,15724,28373,134180.0,4280076.0
2015-10-21,15974,16050,15548,15824,28348,135036.0,4280076.0
2015-10-22,15548,15949,15097,15448,32510,131826.0,4280076.0
2015-10-23,15673,15799,15047,15649,24574,133538.0,4280076.0
2015-10-26,15548,15648,15021,15197,27995,129686.0,4280076.0
2015-10-27,15097,15523,15047,15197,29607,129686.0,4280076.0
2015-10-28,15222,15398,14896,15373,26601,131184.0,4280076.0
2015-10-29,15448,15473,14821,14947,37998,127546.0,4280076.0
2015-10-30,15021,15021,14545,14922,33405,127332.0,4280076.0
2015-11-02,14921,14921,14545,14796,13645,126262.0,4280076.0
2015-11-03,14645,14846,14445,14696,14130,125406.0,4280076.0
2015-11-04,14595,15047,14520,14596,27121,124550.0,4280076.0
2015-11-05,14721,15749,14695,15248,51530,130114.0,4280076.0
2015-11-06,15799,15799,15197,15398,31229,131398.0,4280076.0
2015-11-09,15398,15398,14144,14219,49087,121340.0,4280076.0
2015-11-10,13943,14996,13717,14947,51773,127546.0,4280076.0
2015-11-11,14796,15974,14645,15699,56571,133966.0,4280076.0
2015-11-12,15749,16225,15347,15850,58688,135250.0,4280076.0
2015-11-13,15473,15949,15297,15774,28574,134608.0,4280076.0
2015-11-16,15423,16250,15172,15724,50946,134180.0,4280076.0
2015-11-17,15749,16050,15473,15875,33561,135464.0,4280076.0
2015-11-18,15724,17278,15724,16853,139069,143811.0,4280076.0
2015-11-19,16702,17078,16526,17028,35267,145309.0,4280076.0
2015-11-20,16902,17655,16902,17505,90257,149375.0,4280076.0
2015-11-23,17730,17780,17329,17705,51262,151087.0,4280076.0
2015-11-24,17605,18382,17454,18006,64612,153655.0,4280076.0
2015-11-25,18156,18257,17605,17956,47677,153227.0,4280076.0
2015-11-26,18006,18156,17705,17705,37419,151087.0,4280076.0
2015-11-27,17705,17981,17630,17630,25783,150445.0,4280076.0
2015-11-30,17504,17905,16927,17229,54073,147021.0,4280076.0
2015-12-01,17479,17479,16626,16953,35209,144667.0,4280076.0
2015-12-02,17078,17278,16626,16878,33733,144025.0,4280076.0
2015-12-03,16877,17028,16501,16677,25815,142313.0,4280076.0
2015-12-04,16576,16601,16075,16301,21034,139102.0,4280076.0
2015-12-07,16551,16752,15047,15197,57872,129686.0,4280076.0
2015-12-08,15272,15548,14520,15047,51514,128402.0,4280076.0
2015-12-09,15047,15197,14670,14696,24722,125406.0,4280076.0
2015-12-10,14570,14846,14294,14771,24721,126048.0,4280076.0
2015-12-11,14670,15799,14670,15398,50564,131398.0,4280076.0
2015-12-14,15297,15297,14219,14370,40299,122624.0,4280076.0
2015-12-15,14520,14620,13993,14395,17757,122838.0,4280076.0
2015-12-16,14570,15021,14420,14871,18422,126904.0,4280076.0
2015-12-17,15047,15247,14771,14796,20560,126262.0,4280076.0
2015-12-18,14695,14946,14420,14646,25346,124978.0,4280076.0
2015-12-21,14470,14645,14169,14245,26219,121554.0,4280076.0
2015-12-22,14294,14595,13943,14219,26500,121340.0,4280076.0
2015-12-23,14294,14369,13742,13918,30774,118772.0,4280076.0
2015-12-24,13943,14244,13542,13542,33035,115562.0,4280076.0
2015-12-28,13542,13692,12890,12991,43553,110854.0,4280076.0
2015-12-29,13291,13968,13141,13918,43728,118772.0,4280076.0
2015-12-30,13993,14545,13617,14320,37415,122196.0,4280076.0
2016-01-04,14445,14520,13843,14194,19963,121126.0,4280076.0
2016-01-05,14094,14495,13742,14370,31056,122624.0,4280076.0
2016-01-06,14169,14771,14144,14395,30764,122838.0,4280076.0
2016-01-07,14620,14670,14169,14420,31462,123052.0,4280076.0
2016-01-08,14344,14394,13667,14395,23935,122838.0,4280076.0
2016-01-11,14344,15021,14018,14821,58553,126476.0,4280076.0
2016-01-12,14821,14871,14219,14219,36257,121340.0,4280076.0
2016-01-13,14244,14570,14068,14420,26028,123052.0,4280076.0
2016-01-14,14043,14144,13793,13893,27379,118558.0,4280076.0
2016-01-15,14194,14470,13893,14019,29679,119628.0,4280076.0
2016-01-18,13793,14394,13617,14069,25909,120056.0,4280076.0
2016-01-19,14294,14645,13768,13793,47487,117702.0,4280076.0
2016-01-20,13717,14043,12990,13241,46518,112994.0,4280076.0
2016-01-21,13341,13742,12840,13342,33609,113850.0,4280076.0
2016-01-22,13843,14169,13391,14144,38313,120698.0,4280076.0
2016-01-25,14294,14294,13893,14019,27348,119628.0,4280076.0
2016-01-26,14068,15147,13918,14897,96652,127118.0,4280076.0
2016-01-27,15047,16100,14821,16075,166134,137176.0,4280076.0
2016-01-28,16351,16902,15874,16176,152836,138032.0,4280076.0
2016-01-29,16175,16777,15699,16426,65090,140172.0,4280076.0
2016-02-01,16702,17554,16702,17555,156219,149803.0,4280076.0
2016-02-02,17705,17730,15899,17053,197850,145523.0,4280076.0
2016-02-03,17053,18257,17053,17856,317379,152371.0,4280076.0
2016-02-04,18507,18783,17429,17655,112354,150659.0,4280076.0
2016-02-05,17354,17605,16551,17379,132185,148305.0,4280076.0
2016-02-11,16777,17153,16050,16326,98816,139316.0,4280076.0
2016-02-12,16050,16326,13341,14545,157043,124122.0,4280076.0
2016-02-15,14695,14946,14043,14922,62612,127332.0,4280076.0
2016-02-16,15097,15423,14846,14846,65353,126690.0,4280076.0
2016-02-17,14946,15097,14394,14897,61337,127118.0,4280076.0
2016-02-18,15147,15347,14244,14520,115901,123908.0,4280076.0
2016-02-19,14670,14721,14144,14671,37952,125192.0,4280076.0
2016-02-22,14645,15021,14470,15022,39835,128188.0,4280076.0
2016-02-23,15021,15172,14520,14621,40812,124764.0,4280076.0
2016-02-24,14620,14620,14269,14571,45072,124336.0,4280076.0
2016-02-25,14545,14595,14194,14295,48451,121982.0,4280076.0
2016-02-26,14445,14545,13993,14445,56386,123266.0,4280076.0
2016-02-29,14344,14545,14018,14545,44462,124122.0,4280076.0
2016-03-02,14545,14670,14420,14621,40956,124764.0,4280076.0
2016-03-03,14670,14721,14344,14621,36323,124764.0,4280076.0
2016-03-04,14670,14771,14344,14771,34345,126048.0,4280076.0
2016-03-07,14846,15247,14645,14796,44673,126262.0,4280076.0
2016-03-08,14896,15122,14445,14696,40273,125406.0,4280076.0
2016-03-09,14896,15749,14796,15649,118341,133538.0,4280076.0
2016-03-10,15749,15949,15548,15674,52029,133752.0,4280076.0
2016-03-11,15724,15724,15272,15549,57421,132682.0,4280076.0
2016-03-14,15849,15874,15021,15122,48774,129044.0,4280076.0
2016-03-15,15222,15297,14821,15197,43928,129686.0,4280076.0
2016-03-16,15147,15373,14946,15172,24894,129472.0,4280076.0
2016-03-17,15147,15247,14946,15047,22923,128402.0,4280076.0
2016-03-18,15047,15047,14721,14897,28547,127118.0,4280076.0
2016-03-21,14871,15047,14520,14545,40211,124122.0,4280076.0
2016-03-22,14520,14921,14470,14646,41977,124978.0,4280076.0
2016-03-23,14695,14695,14369,14420,28307,123052.0,4280076.0
2016-03-24,14294,14470,14169,14420,36617,123052.0,4280076.0
2016-03-25,14445,14570,14319,14345,20872,122410.0,4280076.0
2016-03-28,14344,14344,13717,13843,41059,118130.0,4280076.0
2016-03-29,13843,14068,13793,13969,41457,119200.0,4280076.0
2016-03-30,14043,14119,13492,13743,44720,117274.0,4280076.0
2016-03-31,13793,13893,13492,13492,38974,115134.0,4280076.0
2016-04-01,13592,14144,13592,13868,43398,118344.0,4280076.0
2016-04-04,14094,14445,13893,14345,56719,122410.0,4280076.0
2016-04-05,14244,14570,14144,14571,44886,124336.0,4280076.0
2016-04-06,14394,14871,14394,14796,33318,126262.0,4280076.0
2016-04-07,14796,14896,14495,14571,20764,124336.0,4280076.0
2016-04-08,14595,14871,14495,14571,25332,124336.0,4280076.0
2016-04-11,14746,14746,14194,14571,31795,124336.0,4280076.0
2016-04-12,14470,14896,14394,14821,34548,126476.0,4280076.0
2016-04-14,14896,14896,14620,14846,19839,126690.0,4280076.0
2016-04-15,14620,14821,14520,14771,28629,126048.0,4280076.0
2016-04-18,14520,14645,14369,14445,29199,123266.0,4280076.0
2016-04-19,14545,14721,14369,14395,45357,122838.0,4280076.0
2016-04-20,14319,14645,14319,14320,39825,122196.0,4280076.0
2016-04-21,14319,14520,14319,14495,24262,123694.0,4280076.0
2016-04-22,14520,14570,14043,14320,42926,122196.0,4280076.0
2016-04-25,14344,14394,14068,14169,21901,120912.0,4280076.0
2016-04-26,14194,14394,13918,13944,46708,118986.0,4280076.0
2016-04-27,13893,14144,13617,13868,62262,118344.0,4280076.0
2016-04-28,14043,14846,13893,14295,124527,121982.0,4280076.0
2016-04-29,14645,14896,14294,14746,102710,125834.0,4280076.0
2016-05-02,14896,14896,14420,14520,53617,123908.0,4280076.0
2016-05-03,14445,14545,14068,14245,48442,121554.0,4280076.0
2016-05-04,14394,14670,14018,14169,38285,120912.0,4280076.0
2016-05-09,14520,14695,14043,14169,50710,120912.0,4280076.0
2016-05-10,14369,14520,14144,14445,36450,123266.0,4280076.0
2016-05-11,14445,14921,14369,14922,89937,127332.0,4280076.0
2016-05-12,14896,14996,14595,14746,53744,125834.0,4280076.0
2016-05-13,14695,15548,14645,15273,106708,130328.0,4280076.0
2016-05-16,15222,15774,15122,15172,62990,129472.0,4280076.0
2016-05-17,15398,15523,14695,14846,50732,126690.0,4280076.0
2016-05-18,14971,15398,14871,15047,52260,128402.0,4280076.0
2016-05-19,15147,15272,14670,14746,51553,125834.0,4280076.0
2016-05-20,14746,14896,14495,14696,66265,125406.0,4280076.0
2016-05-23,14821,15749,14771,15649,133263,133538.0,4280076.0
2016-05-24,15724,16000,15373,15524,76402,132468.0,4280076.0
2016-05-25,15598,16476,15498,16451,187228,140386.0,4280076.0
2016-05-26,16551,16902,15849,16150,134993,137818.0,4280076.0
2016-05-27,16150,16526,15598,15925,96922,135892.0,4280076.0
2016-05-30,15874,16100,15423,15749,55843,134394.0,4280076.0
2016-05-31,15648,16326,14695,15498,379817,132254.0,4280076.0
2016-06-01,15749,15799,15423,15448,115514,131826.0,4280076.0
2016-06-02,15523,15573,15097,15398,101510,131398.0,4280076.0
2016-06-03,15297,15423,15172,15298,78297,130542.0,4280076.0
2016-06-07,15322,15749,15172,15674,92064,133752.0,4280076.0
2016-06-08,15573,15899,15473,15850,77092,135250.0,4280076.0
2016-06-09,15974,16125,15322,15649,106504,133538.0,4280076.0
2016-06-10,15699,16275,15573,16276,123027,138888.0,4280076.0
2016-06-13,16150,16451,15849,16301,153290,139102.0,4280076.0
2016-06-14,16075,16250,15548,16000,146438,136534.0,4280076.0
2016-06-15,16300,16600,15750,15800,148562,67625.0,4280076.0
2016-06-16,15800,16300,14700,15300,122443,65485.0,4280076.0
2016-06-17,15350,15700,15250,15350,47133,65699.0,4280076.0
2016-06-20,15350,15650,15050,15650,30662,66983.0,4280076.0
2016-06-21,15500,15700,15300,15450,22650,66127.0,4280076.0
2016-06-22,15500,15600,15050,15400,29483,65913.0,4280076.0
2016-06-23,15400,15400,14850,15000,45235,64201.0,4280076.0
2016-06-24,15350,15400,13200,13800,126197,59065.0,4280076.0
2016-06-27,13300,13950,13150,13750,57884,58851.0,4280076.0
2016-06-28,14000,17850,14000,17850,1830414,76399.0,4280076.0
2016-06-29,17800,18500,17050,18500,1131210,79181.0,4280076.0
2016-06-30,18300,18400,17600,17600,468155,75329.0,4280076.0
2016-07-01,17300,21400,17300,18750,2667045,80251.0,4280076.0
2016-07-04,19350,20150,18850,19150,698929,81963.0,4280076.0
2016-07-05,18950,19550,18150,18600,367673,79609.0,4280076.0
2016-07-06,18450,18600,17550,18100,367031,77469.0,4280076.0
2016-07-07,18150,19300,18000,18450,439622,78967.0,4280076.0
2016-07-08,18100,18300,17750,18100,303511,77469.0,4280076.0
2016-07-11,18400,18400,17450,17650,213924,75543.0,4280076.0
2016-07-12,17300,18200,17200,17500,543185,149338.0,8533599.0
2016-07-13,17650,17700,16700,16700,399903,142511.0,8533599.0
2016-07-14,16700,16700,15950,16200,312323,138244.0,8533599.0
2016-07-15,16250,16400,15800,16150,265789,137818.0,8533599.0
2016-07-18,15900,16450,15800,16200,200260,138244.0,8533599.0
2016-07-19,16300,16900,16200,16300,244089,139098.0,8533599.0
2016-07-20,16350,16900,16100,16500,149456,140804.0,8533599.0
2016-07-21,16700,16900,16500,16650,135579,142084.0,8533599.0
2016-07-22,16650,16750,16200,16250,121150,138671.0,8533599.0
2016-07-25,16350,16500,16050,16250,87693,138671.0,8533599.0
2016-07-26,16350,16600,16200,16250,90466,138671.0,8533599.0
2016-07-27,16300,16750,16150,16450,154544,140378.0,8533599.0
2016-07-28,16650,16900,16300,16600,150740,141658.0,8533599.0
2016-07-29,16650,16750,16250,16350,96841,139524.0,8533599.0
2016-08-01,16250,16500,15450,15650,189798,133551.0,8533599.0
2016-08-02,15800,15850,15050,15050,184803,128431.0,8533599.0
2016-08-03,15200,15800,14900,15800,150225,134831.0,8533599.0
2016-08-04,15700,15950,15400,15600,110957,133124.0,8533599.0
2016-08-05,15550,15750,15250,15400,112836,131417.0,8533599.0
2016-08-08,15300,15500,14750,15000,120106,128004.0,8533599.0
2016-08-09,15100,15250,14850,15100,100438,128857.0,8533599.0
2016-08-10,15050,15950,15000,15350,208547,130991.0,8533599.0
2016-08-11,15550,15550,15050,15100,98179,128857.0,8533599.0
2016-08-12,15350,15550,15150,15450,97126,131844.0,8533599.0
2016-08-16,15700,15850,15400,15450,122228,131844.0,8533599.0
2016-08-17,15500,15700,15150,15450,74171,131844.0,8533599.0
2016-08-18,15500,15600,15200,15250,70895,130137.0,8533599.0
2016-08-19,15250,15350,15000,15050,72817,128431.0,8533599.0
2016-08-22,15000,15150,14400,14450,139832,123311.0,8533599.0
2016-08-23,14550,14800,14400,14500,64988,123737.0,8533599.0
2016-08-24,14550,14750,14350,14350,65973,122457.0,8533599.0
2016-08-25,14350,14500,14000,14100,76063,120324.0,8533599.0
2016-08-26,14100,14300,13900,14150,68449,120750.0,8533599.0
2016-08-29,14150,14150,13450,13900,92339,118617.0,8533599.0
2016-08-30,13800,14050,13650,13900,52509,118617.0,8533599.0
2016-08-31,13950,14000,13100,13450,123628,114777.0,8533599.0
2016-09-01,13400,13500,13250,13400,53911,114350.0,8533599.0
2016-09-02,13350,13800,13350,13750,71291,117337.0,8533599.0
2016-09-05,13750,13900,13750,13900,50518,118617.0,8533599.0
2016-09-06,13900,14350,13850,14100,53744,120324.0,8533599.0
2016-09-07,14000,14200,13800,14000,33508,119470.0,8533599.0
2016-09-08,14000,14150,13550,13650,63272,116484.0,8533599.0
2016-09-09,13800,13800,13500,13750,34150,117337.0,8533599.0
2016-09-12,13300,13450,13100,13200,53089,112644.0,8533599.0
2016-09-13,13300,13500,13100,13300,60705,113497.0,8533599.0
2016-09-19,13300,13750,13300,13750,47475,117337.0,8533599.0
2016-09-20,13750,14000,13550,14000,37550,119470.0,8533599.0
2016-09-21,14350,14700,14200,14300,123530,122030.0,8533599.0
2016-09-22,14350,14600,14150,14400,70994,122884.0,8533599.0
2016-09-23,14600,14600,14300,14400,40080,122884.0,8533599.0
2016-09-26,14250,14550,14250,14400,34162,122884.0,8533599.0
2016-09-27,14400,14400,14000,14250,54630,121604.0,8533599.0
2016-09-28,14200,14550,14000,14300,47269,122030.0,8533599.0
2016-09-29,14800,15550,14600,14600,419791,124591.0,8533599.0
2016-09-30,14600,14600,14200,14400,93986,122884.0,8533599.0
2016-10-04,14300,14300,13500,14150,109762,120750.0,8533599.0
2016-10-05,14100,14150,13800,13850,59951,118190.0,8533599.0
2016-10-06,14050,14200,13500,13650,81525,116484.0,8533599.0
2016-10-07,13550,13750,13400,13400,67023,114350.0,8533599.0
2016-10-10,13500,13600,13250,13350,57373,113924.0,8533599.0
2016-10-11,13350,13700,13350,13600,62217,116057.0,8533599.0
2016-10-12,13350,15600,13250,14550,1360510,124164.0,8533599.0
2016-10-13,14300,14400,13800,13850,203007,118190.0,8533599.0
2016-10-14,13950,14100,13600,13600,121358,116057.0,8533599.0
2016-10-17,13550,13850,13300,13300,128736,113497.0,8533599.0
2016-10-18,13350,13600,13100,13250,82036,113070.0,8533599.0
2016-10-19,13250,13400,13250,13300,55505,113497.0,8533599.0
2016-10-20,13300,13750,13100,13300,74035,113497.0,8533599.0
2016-10-21,13200,13350,12100,12150,254887,103683.0,8533599.0
2016-10-24,12200,12300,11550,11650,178232,99416.0,8533599.0
2016-10-25,11600,11650,11100,11250,143321,96003.0,8533599.0
2016-10-26,11150,11450,10800,11100,94783,94723.0,8533599.0
2016-10-27,11150,11600,11100,11500,91174,98136.0,8533599.0
2016-10-28,11400,11700,11200,11250,54664,96003.0,8533599.0
2016-10-31,11250,11250,10300,10450,125289,89176.0,8533599.0
2016-11-01,10200,10700,9990,10350,171555,88323.0,8533599.0
2016-11-02,10150,10300,9790,9790,106782,83544.0,8533599.0
2016-11-03,9460,10100,9460,9920,74095,84653.0,8533599.0
2016-11-04,9810,10050,9710,9900,50046,84483.0,8533599.0
2016-11-07,10100,10300,10000,10250,44071,87469.0,8533599.0
2016-11-08,10300,10800,10100,10700,82144,91310.0,8533599.0
2016-11-09,10950,10950,9650,9860,158846,84141.0,8533599.0
2016-11-10,10300,10450,10150,10350,83420,88323.0,8533599.0
2016-11-11,10450,10450,10100,10200,96698,87043.0,8533599.0
2016-11-14,10250,10350,10100,10250,68357,87469.0,8533599.0
2016-11-15,10050,10150,9570,9810,231619,83715.0,8533599.0
2016-11-16,9850,9950,9720,9810,90763,83715.0,8533599.0
2016-11-17,9780,12050,9780,10550,1747649,90029.0,8533599.0
2016-11-18,10700,11450,10450,11150,624998,95150.0,8533599.0
2016-11-21,11400,11650,10800,11400,510609,97283.0,8533599.0
2016-11-22,11900,12900,11350,11600,1060605,98990.0,8533599.0
2016-11-23,11600,11800,10800,10900,340557,93016.0,8533599.0
2016-11-24,11050,11100,10300,10750,240926,91736.0,8533599.0
2016-11-25,10750,11650,10600,11600,274995,98990.0,8533599.0
2016-11-28,11800,12050,11150,11150,252523,95150.0,8533599.0
2016-11-29,11350,11500,10700,11000,338958,93870.0,8533599.0
2016-11-30,11050,11100,10750,10850,160128,92590.0,8533599.0
2016-12-01,11200,11950,10950,11850,646498,101123.0,8533599.0
2016-12-02,11800,11800,11350,11450,293453,97710.0,8533599.0
2016-12-05,11400,11500,10750,10800,287861,92163.0,8533599.0
2016-12-06,10950,11200,10800,10900,128177,93016.0,8533599.0
2016-12-07,11000,11050,9990,10000,359288,85336.0,8533599.0
2016-12-08,10150,10300,9850,10000,178722,85336.0,8533599.0
2016-12-09,10000,10400,10000,10150,138566,86616.0,8533599.0
2016-12-12,10250,10900,10200,10800,208144,92163.0,8533599.0
2016-12-13,10800,11200,10500,10600,101150,90456.0,8533599.0
2016-12-14,10700,10750,10250,10400,107793,88749.0,8533599.0
2016-12-15,10300,11000,10250,10950,148357,93443.0,8533599.0
2016-12-16,10950,11050,10550,10650,69658,90883.0,8533599.0
2016-12-19,10700,10700,10400,10700,88844,91310.0,8533599.0
2016-12-20,10800,10800,10550,10650,91173,90883.0,8533599.0
2016-12-21,10650,11050,10550,10750,98790,91736.0,8533599.0
2016-12-22,10700,10700,10350,10350,110500,88323.0,8533599.0
