드림시큐리티(203650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-03-30,5807,5826,5563,5676,1359858,216625.0,35805754.0
2018-04-02,5845,6605,5732,6333,8770458,241689.0,35805754.0
2018-04-03,6211,6380,6079,6380,1668445,243479.0,35805754.0
2018-04-04,6380,6389,6154,6286,1081179,239899.0,35805754.0
2018-04-05,6427,6595,6192,6286,1987534,239899.0,35805754.0
2018-04-06,6192,6342,6004,6221,1004046,237392.0,35805754.0
2018-04-09,6427,8078,6351,8078,9444682,308288.0,35805754.0
2018-04-10,8022,8819,7703,8163,6758678,311510.0,35805754.0
2018-04-11,8275,8725,8097,8379,3073186,319745.0,35805754.0
2018-04-12,8425,8603,7806,8407,1946993,320820.0,35805754.0
2018-04-13,8519,8716,8200,8679,1581617,331203.0,35805754.0
2018-04-16,8960,9804,7327,7919,12818134,302201.0,35805754.0
2018-04-17,7956,7956,7412,7581,2155068,289310.0,35805754.0
2018-04-18,7571,7796,7421,7478,1313217,285372.0,35805754.0
2018-04-19,7393,7487,7036,7140,1149645,272482.0,35805754.0
2018-04-20,7046,7684,7046,7525,1471349,287162.0,35805754.0
2018-04-23,7581,7825,7459,7647,1611785,291817.0,35805754.0
2018-04-24,7581,7721,7430,7431,698651,283582.0,35805754.0
2018-04-25,7327,7703,7327,7440,681142,283940.0,35805754.0
2018-04-26,7524,7618,7412,7431,382539,283582.0,35805754.0
2018-04-27,7459,7552,6839,6840,974456,261024.0,35805754.0
2018-04-30,6830,6896,6361,6624,1474569,252789.0,35805754.0
2018-05-02,6567,6755,6389,6540,682406,249566.0,35805754.0
2018-05-03,6567,6624,6370,6371,453875,243121.0,35805754.0
2018-05-04,6370,6455,6145,6174,573631,235602.0,35805754.0
2018-05-08,6192,6305,5864,5864,486385,223786.0,35805754.0
2018-05-09,5920,6192,5817,6117,700287,233454.0,35805754.0
2018-05-10,6164,6530,6136,6174,916380,235602.0,35805754.0
2018-05-11,6201,6295,6032,6052,434682,230947.0,35805754.0
2018-05-14,6070,6145,5676,5723,783947,218415.0,35805754.0
2018-05-15,5742,6154,5742,5742,575041,219131.0,35805754.0
2018-05-16,5723,5882,5404,5404,713096,206241.0,35805754.0
2018-05-17,5535,5713,5423,5536,547218,211254.0,35805754.0
2018-05-18,5516,5864,5507,5705,583973,217699.0,35805754.0
2018-05-21,5779,5873,5648,5648,358760,215551.0,35805754.0
2018-05-23,5760,5760,5470,5489,363734,209464.0,35805754.0
2018-05-24,5507,5779,5507,5554,396879,211970.0,35805754.0
2018-05-25,5423,5667,5423,5470,422384,208748.0,35805754.0
2018-05-28,5470,5976,5348,5911,1159202,225576.0,35805754.0
2018-05-29,6004,6079,5723,5723,657252,218415.0,35805754.0
2018-05-30,5789,5789,5535,5583,557692,213044.0,35805754.0
2018-05-31,5723,5789,5394,5414,1194537,206599.0,35805754.0
2018-06-01,5413,5554,5404,5451,398968,208031.0,35805754.0
2018-06-04,5470,5601,5366,5423,323518,206957.0,35805754.0
2018-06-05,5376,5488,5310,5311,302380,202661.0,35805754.0
2018-06-07,5310,5413,5291,5404,305858,206241.0,35805754.0
2018-06-08,5376,5451,5329,5367,235928,204809.0,35805754.0
2018-06-11,5545,6126,5488,5489,4402197,209464.0,35805754.0
2018-06-12,5545,5667,5376,5442,618015,207673.0,35805754.0
2018-06-14,5488,5535,5104,5104,616018,194783.0,35805754.0
2018-06-15,5113,5226,4775,4785,625221,182609.0,35805754.0
2018-06-18,4738,4869,4606,4649,436120,177418.0,35805754.0
2018-06-19,4606,4691,4456,4471,344588,170614.0,35805754.0
2018-06-20,4428,5610,4428,4748,6972264,181177.0,35805754.0
2018-06-21,4803,5235,4710,4757,1954693,181535.0,35805754.0
2018-06-22,4728,4822,4508,4593,395689,175269.0,35805754.0
2018-06-25,4508,4541,4297,4344,668135,165781.0,35805754.0
2018-06-26,4222,4452,4217,4302,358805,164169.0,35805754.0
2018-06-27,4301,4461,4301,4433,365591,169182.0,35805754.0
2018-06-28,4419,4437,4104,4119,307849,157187.0,35805754.0
2018-06-29,4118,4362,4118,4236,276701,161663.0,35805754.0
2018-07-02,4269,4461,4133,4175,326848,159336.0,35805754.0
2018-07-03,4137,4339,4053,4147,304745,158261.0,35805754.0
2018-07-04,4231,4414,4161,4382,434973,167213.0,35805754.0
2018-07-05,4409,4433,4222,4283,331495,163453.0,35805754.0
2018-07-06,4325,4330,4170,4316,257392,164706.0,35805754.0
2018-07-09,4334,4644,4325,4485,1391939,171152.0,35805754.0
2018-07-10,4517,4517,4381,4424,325719,168824.0,35805754.0
2018-07-11,4409,4433,4292,4330,280600,165244.0,35805754.0
2018-07-12,4278,4498,4250,4429,306401,169003.0,35805754.0
2018-07-13,4470,4545,4409,4433,209907,169182.0,35805754.0
2018-07-16,4437,4447,4315,4335,198375,165423.0,35805754.0
2018-07-17,4334,4494,4301,4471,272133,170614.0,35805754.0
2018-07-18,4555,5197,4536,4785,6949800,182609.0,35805754.0
2018-07-19,4785,4916,4620,4870,1148955,185832.0,35805754.0
2018-07-20,4869,5151,4775,4794,2008533,182967.0,35805754.0
2018-07-23,4822,5029,4756,4832,994559,184400.0,35805754.0
2018-07-24,4860,5019,4860,5010,932993,191203.0,35805754.0
2018-07-25,5010,5413,5000,5038,2488775,192277.0,35805754.0
2018-07-26,5104,5169,4953,5057,662298,192993.0,35805754.0
2018-07-27,5151,5329,5066,5085,1437171,194067.0,35805754.0
2018-07-30,5085,5207,4982,5198,742138,198364.0,35805754.0
2018-07-31,5460,5460,5029,5029,1414871,191919.0,35805754.0
2018-08-01,5094,5151,4822,4982,605203,190129.0,35805754.0
2018-08-02,4944,4991,4822,4870,312870,185832.0,35805754.0
2018-08-03,4850,4944,4794,4879,283955,186190.0,35805754.0
2018-08-06,4888,5010,4850,4851,260453,185116.0,35805754.0
2018-08-07,4860,5085,4803,5085,403784,194067.0,35805754.0
2018-08-08,5254,5254,4982,4982,834331,190129.0,35805754.0
2018-08-09,4953,5066,4878,5001,242818,190845.0,35805754.0
2018-08-10,4953,5535,4935,5160,2481920,196932.0,35805754.0
2018-08-13,5179,5179,4963,4973,504133,189770.0,35805754.0
2018-08-14,4935,5113,4878,4879,513374,186190.0,35805754.0
2018-08-16,4756,4756,4452,4532,580114,172942.0,35805754.0
2018-08-17,4555,4630,4555,4579,241984,174732.0,35805754.0
2018-08-20,4550,4578,4409,4410,401129,168287.0,35805754.0
2018-08-21,4381,4541,4334,4541,283210,173300.0,35805754.0
2018-08-22,4541,4663,4437,4602,481612,175627.0,35805754.0
2018-08-23,4592,4592,4447,4494,281141,171510.0,35805754.0
2018-08-24,4503,4766,4475,4677,793293,178492.0,35805754.0
2018-08-27,4597,4766,4588,4602,384652,175627.0,35805754.0
2018-08-28,4677,4766,4531,4532,423285,172942.0,35805754.0
2018-08-29,4569,4710,4508,4597,286074,175448.0,35805754.0
2018-08-30,4616,4630,4550,4565,213228,174195.0,35805754.0
2018-08-31,4564,4616,4522,4551,171011,173658.0,35805754.0
2018-09-03,4588,4606,4461,4551,238389,173658.0,35805754.0
2018-09-04,4527,4606,4522,4588,201173,175090.0,35805754.0
2018-09-05,4592,4625,4508,4532,212931,172942.0,35805754.0
2018-09-06,4531,4569,4419,4461,268219,170256.0,35805754.0
2018-09-07,4456,4475,4306,4353,235263,166139.0,35805754.0
2018-09-10,4348,4503,4287,4400,391500,167929.0,35805754.0
2018-09-11,4395,4470,4381,4447,133144,169719.0,35805754.0
2018-09-12,4433,4475,4376,4400,154344,167929.0,35805754.0
2018-09-13,4395,4437,4353,4419,125847,168645.0,35805754.0
2018-09-14,4447,4461,4367,4377,200113,167034.0,35805754.0
2018-09-17,4376,4376,4301,4302,147502,164169.0,35805754.0
2018-09-18,4301,4301,4222,4232,231359,161484.0,35805754.0
2018-09-19,4245,4273,4203,4208,179280,160589.0,35805754.0
2018-09-20,4165,4245,4090,4095,263310,156292.0,35805754.0
2018-09-21,4151,4151,4090,4091,106300,156113.0,35805754.0
2018-09-27,4095,4133,4039,4105,164868,156650.0,35805754.0
2018-09-28,4057,4123,3987,3992,201842,152353.0,35805754.0
2018-10-01,3982,4025,3940,3950,103178,150742.0,35805754.0
2018-10-02,3950,3987,3860,3866,111900,147520.0,35805754.0
2018-10-04,3865,3940,3856,3856,119571,147162.0,35805754.0
2018-10-05,3757,3799,3607,3631,241906,138568.0,35805754.0
2018-10-08,3607,3724,3607,3622,97070,138210.0,35805754.0
2018-10-10,3560,3621,3358,3364,232534,128364.0,35805754.0
2018-10-11,3129,3326,3129,3143,281207,119949.0,35805754.0
2018-10-12,3058,3293,3058,3256,210921,124246.0,35805754.0
2018-10-15,3227,3344,3227,3289,108128,125499.0,35805754.0
2018-10-16,3410,3889,3354,3378,1951249,128901.0,35805754.0
2018-10-17,3401,3429,3335,3368,252942,128543.0,35805754.0
2018-10-18,3377,3527,3363,3429,279565,130870.0,35805754.0
2018-10-19,3377,3415,3157,3312,178798,126394.0,35805754.0
2018-10-22,3293,3297,3199,3270,86457,124783.0,35805754.0
2018-10-23,3218,3283,3143,3171,156282,121023.0,35805754.0
2018-10-24,3171,3199,2964,2965,184125,113146.0,35805754.0
2018-10-25,2824,2913,2786,2810,196971,107238.0,35805754.0
2018-10-26,2810,2894,2542,2618,391921,99898.0,35805754.0
2018-10-29,2542,2791,2467,2468,273613,94169.0,35805754.0
2018-10-30,2303,2627,2303,2590,300823,98824.0,35805754.0
2018-10-31,2566,2753,2566,2683,133068,102404.0,35805754.0
2018-11-01,2683,2819,2683,2712,133292,103479.0,35805754.0
2018-11-02,2744,2856,2744,2857,126609,109029.0,35805754.0
2018-11-05,2847,2880,2767,2880,104688,109924.0,35805754.0
2018-11-06,2885,2885,2795,2815,138022,107417.0,35805754.0
2018-11-07,2856,3185,2805,2852,665545,108849.0,35805754.0
2018-11-08,2899,2960,2856,2918,171532,111356.0,35805754.0
2018-11-09,2922,2922,2828,2852,75871,108849.0,35805754.0
2018-11-12,2838,2861,2730,2730,101815,104195.0,35805754.0
2018-11-13,2730,2753,2631,2726,83607,104016.0,35805754.0
2018-11-14,2711,2805,2702,2744,84433,104732.0,35805754.0
2018-11-15,2758,2791,2735,2773,104412,105806.0,35805754.0
2018-11-16,2795,2993,2781,2885,212518,110103.0,35805754.0
2018-11-19,2856,3157,2856,2988,1086370,114041.0,35805754.0
2018-11-20,2960,3673,2950,3270,5962674,124783.0,35805754.0
2018-11-21,3222,3363,3171,3214,1154616,122635.0,35805754.0
2018-11-22,3265,3649,3265,3453,5809772,131765.0,35805754.0
2018-11-23,3410,3452,3110,3110,886357,118696.0,35805754.0
2018-11-26,3147,3429,3147,3199,1264773,122098.0,35805754.0
2018-11-27,3307,3358,3086,3148,576415,120128.0,35805754.0
2018-11-28,3161,3476,3129,3246,1738915,123888.0,35805754.0
2018-11-29,3274,3363,3194,3223,411768,122993.0,35805754.0
2018-11-30,3307,3387,3236,3256,613087,124246.0,35805754.0
2018-12-03,3288,3377,3227,3317,395511,126573.0,35805754.0
2018-12-04,3330,3340,3246,3275,240527,124962.0,35805754.0
2018-12-05,3208,3288,3157,3270,129887,124783.0,35805754.0
2018-12-06,3283,3288,3185,3199,180916,122098.0,35805754.0
2018-12-07,3208,3283,3204,3214,170165,122635.0,35805754.0
2018-12-10,3161,3199,2988,2988,174410,114041.0,35805754.0
2018-12-11,2993,3068,2833,2834,177895,108133.0,35805754.0
2018-12-12,2833,3039,2833,2970,222213,113325.0,35805754.0
2018-12-13,2988,3246,2988,3190,1071245,121740.0,35805754.0
2018-12-14,3143,3204,3058,3073,254867,117264.0,35805754.0
2018-12-17,3035,3049,2927,2970,142427,113325.0,35805754.0
2018-12-18,2899,3072,2899,2951,154035,112609.0,35805754.0
2018-12-19,2983,3016,2922,2937,102077,112072.0,35805754.0
2018-12-20,2974,3312,2908,3106,1282100,118517.0,35805754.0
2018-12-21,3110,3335,3110,3256,1021465,124246.0,35805754.0
2018-12-24,3279,3279,3110,3204,374309,122277.0,35805754.0
2018-12-26,3082,3129,3002,3002,256749,114578.0,35805754.0
2018-12-27,3016,3082,2988,3002,170272,114578.0,35805754.0
2018-12-28,3011,3124,3011,3106,224614,118517.0,35805754.0
2019-01-02,3105,3283,3105,3190,430521,121740.0,35805754.0
2019-01-03,3251,3373,3152,3195,775193,121919.0,35805754.0
2019-01-04,3194,3321,3161,3275,290244,124962.0,35805754.0
2019-01-07,3377,3565,3297,3307,1114057,126215.0,35805754.0
2019-01-08,3316,3344,3279,3293,273447,125678.0,35805754.0
2019-01-09,3312,3354,3260,3284,325812,125320.0,35805754.0
2019-01-10,3330,3349,3260,3270,192556,124783.0,35805754.0
2019-01-11,3288,3434,3213,3242,669905,123709.0,35805754.0
2019-01-14,3241,3297,3190,3237,175959,123530.0,35805754.0
2019-01-15,3279,3358,3246,3317,295589,126573.0,35805754.0
2019-01-16,3415,3560,3363,3439,1625261,131228.0,35805754.0
2019-01-17,3443,3518,3321,3495,859525,133376.0,35805754.0
2019-01-18,4048,4081,3551,3584,2708794,136778.0,35805754.0
2019-01-21,3621,3621,3499,3504,386224,133734.0,35805754.0
2019-01-22,3537,3560,3424,3429,286028,130870.0,35805754.0
2019-01-23,3443,3480,3396,3406,166550,129975.0,35805754.0
2019-01-24,3405,3677,3382,3678,923420,140359.0,35805754.0
2019-01-25,3659,3677,3546,3565,464600,136062.0,35805754.0
2019-01-28,3570,3649,3518,3556,262414,135704.0,35805754.0
2019-01-29,3584,3593,3485,3551,186025,135525.0,35805754.0
2019-01-30,3574,3588,3509,3518,131157,134272.0,35805754.0
2019-01-31,3584,3720,3513,3650,716044,139284.0,35805754.0
2019-02-01,3631,3649,3579,3603,201144,137494.0,35805754.0
2019-02-07,3626,3668,3537,3603,227867,137494.0,35805754.0
2019-02-08,3621,3724,3602,3659,667937,139642.0,35805754.0
2019-02-11,3687,3856,3659,3800,1409032,145013.0,35805754.0
2019-02-12,3818,3832,3701,3772,533665,143939.0,35805754.0
2019-02-13,3785,3987,3771,3913,1135068,149310.0,35805754.0
2019-02-14,3959,3987,3823,3837,521118,146446.0,35805754.0
2019-02-15,3865,3865,3668,3701,405589,141254.0,35805754.0
2019-02-18,3753,3785,3706,3767,157096,143760.0,35805754.0
2019-02-19,3776,3818,3729,3734,170847,142507.0,35805754.0
2019-02-20,3767,4353,3738,4025,9353740,153607.0,35805754.0
2019-02-21,3950,5216,3950,5029,17372163,191919.0,35805754.0
2019-02-22,5000,5047,4578,4588,3495291,175090.0,35805754.0
2019-02-25,4597,4738,4489,4691,1562249,179029.0,35805754.0
2019-02-26,4766,4991,4480,4480,5655707,170972.0,35805754.0
2019-02-27,4480,4545,4391,4466,770345,170435.0,35805754.0
2019-02-28,4503,4541,4203,4222,920833,161126.0,35805754.0
2019-03-04,4315,4466,4315,4452,548673,169898.0,35805754.0
2019-03-05,4414,4452,4278,4443,514360,169540.0,35805754.0
2019-03-06,4452,4663,4452,4485,2156059,171152.0,35805754.0
2019-03-07,4480,4620,4297,4349,580267,165960.0,35805754.0
2019-03-08,4367,4461,4278,4297,510131,163990.0,35805754.0
2019-03-11,4306,4433,4236,4278,343629,163274.0,35805754.0
2019-03-12,4301,4456,4283,4353,504655,166139.0,35805754.0
2019-03-13,4344,4405,4240,4316,456560,164706.0,35805754.0
2019-03-14,4353,4437,4320,4382,524398,167213.0,35805754.0
2019-03-15,4391,4573,4386,4400,1994042,167929.0,35805754.0
2019-03-18,4456,4686,4358,4677,2891735,178492.0,35805754.0
2019-03-19,4602,4639,4531,4532,1239118,172942.0,35805754.0
2019-03-20,4550,4592,4358,4377,898680,167034.0,35805754.0
2019-03-21,4447,4588,4437,4475,1402554,170793.0,35805754.0
2019-03-22,4475,4512,4287,4288,563816,163632.0,35805754.0
2019-03-25,4231,4231,4039,4072,464225,155397.0,35805754.0
2019-03-26,4081,4203,4062,4063,289469,155039.0,35805754.0
2019-03-27,4076,4123,3992,4030,255499,153786.0,35805754.0
2019-03-28,4043,4109,3945,4110,372825,156829.0,35805754.0
2019-03-29,4283,4484,4133,4133,2408217,157724.0,35805754.0
2019-04-01,4193,4250,4147,4222,309436,161126.0,35805754.0
2019-04-02,4053,4165,3692,3823,2105223,145908.0,35805754.0
2019-04-03,3846,3870,3776,3837,455933,146446.0,35805754.0
2019-04-04,3846,3856,3771,3795,347911,144834.0,35805754.0
2019-04-05,3813,3828,3701,3725,309312,142149.0,35805754.0
2019-04-08,3743,3851,3734,3800,447352,145013.0,35805754.0
2019-04-09,3804,3917,3720,3866,657921,147520.0,35805754.0
2019-04-10,3865,3865,3799,3814,199221,145550.0,35805754.0
2019-04-11,3832,3832,3738,3767,291096,143760.0,35805754.0
2019-04-12,3767,3813,3734,3758,228916,143402.0,35805754.0
2019-04-15,3771,3837,3715,3720,477106,141970.0,35805754.0
2019-04-16,3715,3748,3631,3631,346713,138568.0,35805754.0
2019-04-17,3687,3823,3626,3626,1131771,138389.0,35805754.0
2019-04-18,3631,3696,3546,3579,350020,136599.0,35805754.0
2019-04-19,3565,3654,3565,3584,157609,136778.0,35805754.0
2019-04-22,3584,3631,3570,3584,151738,136778.0,35805754.0
2019-04-23,3640,3781,3593,3594,1062962,137136.0,35805754.0
2019-04-24,3607,3682,3570,3673,314857,140180.0,35805754.0
2019-04-25,3677,3706,3570,3575,232126,136420.0,35805754.0
2019-04-26,3546,3565,3387,3425,319436,130691.0,35805754.0
2019-04-29,3424,3518,3424,3462,137489,132123.0,35805754.0
2019-04-30,3466,3504,3401,3481,130173,132839.0,35805754.0
2019-05-02,3434,3499,3424,3490,176800,133197.0,35805754.0
2019-05-03,3626,4278,3612,3692,6864531,140896.0,35805754.0
2019-05-07,3598,3645,3471,3528,624589,134630.0,35805754.0
2019-05-08,3494,3734,3424,3495,970931,133376.0,35805754.0
2019-05-09,3523,3532,3358,3387,425522,129259.0,35805754.0
2019-05-10,3349,3401,3251,3256,319202,124246.0,35805754.0
2019-05-13,3255,3363,3222,3260,267971,124425.0,35805754.0
2019-05-14,3260,3283,3218,3232,227406,123351.0,35805754.0
2019-05-15,3279,3649,3251,3340,1290083,127468.0,35805754.0
2019-05-16,3297,3330,3274,3289,249338,125499.0,35805754.0
2019-05-17,3283,3373,3274,3275,220655,124962.0,35805754.0
2019-05-20,3274,3274,3190,3195,169603,121919.0,35805754.0
2019-05-21,3147,3213,3100,3106,233823,118517.0,35805754.0
2019-05-22,3199,3321,3115,3148,505283,120128.0,35805754.0
2019-05-23,3138,3180,3063,3068,185549,117085.0,35805754.0
2019-05-24,3307,3354,3077,3082,892535,117622.0,35805754.0
2019-05-27,3054,3152,3021,3021,128526,115295.0,35805754.0
2019-05-28,2983,3049,2955,2965,142572,113146.0,35805754.0
2019-05-29,2927,2964,2847,2852,167997,108849.0,35805754.0
2019-05-30,2824,3269,2758,2880,1430755,109924.0,35805754.0
2019-05-31,2875,2983,2842,2960,164240,112967.0,35805754.0
2019-06-03,2955,3100,2908,3007,197118,114757.0,35805754.0
2019-06-04,2974,3063,2974,3054,96607,116548.0,35805754.0
2019-06-05,3096,3096,3011,3035,133779,115832.0,35805754.0
2019-06-07,3016,3143,3011,3115,166542,118875.0,35805754.0
2019-06-10,3115,3312,3105,3195,412029,121919.0,35805754.0
2019-06-11,3190,3340,3190,3237,445212,123530.0,35805754.0
2019-06-12,3260,3274,3199,3237,153125,123530.0,35805754.0
2019-06-13,3218,3326,3204,3275,199550,124962.0,35805754.0
2019-06-14,3269,3312,3199,3204,174142,122277.0,35805754.0
2019-06-17,3218,3387,3171,3340,449950,127468.0,35805754.0
2019-06-18,3330,4339,3321,3847,21513663,146804.0,35805754.0
2019-06-19,3846,4086,3729,3959,4119917,151100.0,35805754.0
2019-06-20,3884,4020,3799,4016,1953306,153249.0,35805754.0
2019-06-21,4813,5047,4001,4011,16917068,153070.0,35805754.0
2019-06-24,3954,3964,3748,3795,2144368,144834.0,35805754.0
2019-06-25,3870,4372,3785,3959,10151634,151100.0,35805754.0
2019-06-26,3870,4498,3809,4011,8749414,153070.0,35805754.0
2019-06-27,4128,4334,4011,4222,5735589,161126.0,35805754.0
2019-06-28,4179,4334,4043,4119,1768333,157187.0,35805754.0
2019-07-01,4048,4156,3879,3880,1256873,148057.0,35805754.0
2019-07-02,3851,4484,3781,4058,9496756,154860.0,35805754.0
2019-07-03,4086,4254,4057,4128,2960748,157545.0,35805754.0
2019-07-04,4128,4245,3959,3969,955773,151458.0,35805754.0
2019-07-05,3907,4161,3874,4156,1537550,158619.0,35805754.0
2019-07-08,4114,4179,3856,3894,997710,148594.0,35805754.0
2019-07-09,3893,4029,3804,3823,783706,145908.0,35805754.0
2019-07-10,3842,4114,3823,4039,1419534,154144.0,35805754.0
2019-07-11,4043,4161,3987,4030,1084818,153786.0,35805754.0
2019-07-12,4067,4137,3954,4072,990688,155397.0,35805754.0
2019-07-15,4147,4193,3640,3650,1894743,139284.0,35805754.0
2019-07-16,3598,3598,3307,3345,1592694,127648.0,35805754.0
2019-07-17,3349,3471,3316,3321,689281,126752.0,35805754.0
2019-07-18,3321,3354,3241,3256,339248,124246.0,35805754.0
2019-07-19,3241,3668,3241,3392,2341290,129438.0,35805754.0
2019-07-22,3358,3476,3293,3378,522088,128901.0,35805754.0
2019-07-23,3382,3480,3344,3345,563334,127648.0,35805754.0
2019-07-24,3349,3419,3161,3242,469752,123709.0,35805754.0
2019-07-25,3321,3321,3110,3153,265999,120307.0,35805754.0
2019-07-26,3119,3185,3058,3073,233044,117264.0,35805754.0
2019-07-29,3044,3157,2899,2913,341023,111177.0,35805754.0
2019-07-30,2810,3035,2810,2960,332690,112967.0,35805754.0
2019-07-31,2932,3846,2932,3847,5061150,146804.0,35805754.0
2019-08-01,3846,3921,3302,3495,10809721,133376.0,35805754.0
2019-08-02,3349,3593,3321,3467,2130425,132302.0,35805754.0
2019-08-05,3466,3509,2866,2866,1546917,109387.0,35805754.0
2019-08-06,2758,3185,2533,2848,1896377,108670.0,35805754.0
2019-08-07,2880,3105,2880,2974,1180500,113504.0,35805754.0
2019-08-08,2974,3236,2974,3096,1205401,118159.0,35805754.0
2019-08-09,3166,3232,3091,3120,788951,119054.0,35805754.0
2019-08-12,3100,3316,3096,3209,1503275,122456.0,35805754.0
2019-08-13,3190,3349,3180,3246,928655,123888.0,35805754.0
2019-08-14,3293,3330,3208,3265,495049,124604.0,35805754.0
2019-08-16,3565,3621,3175,3303,1889549,126036.0,35805754.0
2019-08-19,3340,3541,3236,3495,1868638,133376.0,35805754.0
2019-08-20,3762,3818,3471,3472,3299024,132481.0,35805754.0
2019-08-21,3429,3504,3396,3396,484632,129617.0,35805754.0
2019-08-22,3424,3462,3297,3303,377638,126036.0,35805754.0
2019-08-23,3283,3340,3246,3275,256172,124962.0,35805754.0
2019-08-26,3161,3208,3110,3124,333647,119233.0,35805754.0
2019-08-27,3143,3218,3129,3129,258353,119412.0,35805754.0
2019-08-28,3124,3297,3119,3270,550909,124783.0,35805754.0
2019-08-29,3236,3509,3199,3204,1244920,122277.0,35805754.0
2019-08-30,3218,3387,3218,3284,543588,125320.0,35805754.0
2019-09-02,3269,3471,3269,3387,802788,129259.0,35805754.0
2019-09-03,3368,3494,3349,3439,1256713,131228.0,35805754.0
2019-09-04,3429,3504,3396,3467,534911,132302.0,35805754.0
2019-09-05,3509,3612,3448,3523,1400915,134451.0,35805754.0
2019-09-06,3574,3602,3462,3476,770446,132660.0,35805754.0
2019-09-09,3537,3537,3387,3387,362110,129259.0,35805754.0
2019-09-10,3415,3462,3382,3396,275883,129617.0,35805754.0
2019-09-11,3415,3448,3354,3368,225466,128543.0,35805754.0
2019-09-16,3405,3466,3335,3443,270821,131407.0,35805754.0
2019-09-17,3326,3424,3274,3425,477193,130691.0,35805754.0
2019-09-18,3429,3480,3377,3429,366856,130870.0,35805754.0
2019-09-19,3471,3635,3434,3443,1267448,131407.0,35805754.0
2019-09-20,3448,3640,3391,3514,1665776,134093.0,35805754.0
2019-09-23,3640,3659,3471,3476,1394471,132660.0,35805754.0
2019-09-24,3462,3555,3448,3537,490105,134988.0,35805754.0
2019-09-25,3537,3541,3340,3387,519544,129259.0,35805754.0
2019-09-26,3391,3415,3194,3242,508456,123709.0,35805754.0
2019-09-27,3265,3344,3011,3115,762454,118875.0,35805754.0
2019-09-30,3150,3290,3100,3170,326307,113504.0,35805754.0
2019-10-01,3170,3260,3140,3190,154164,114220.0,35805754.0
2019-10-02,3190,3325,3160,3220,297471,115295.0,35805754.0
2019-10-04,3220,3300,3200,3225,134573,115474.0,35805754.0
2019-10-07,3210,3300,3195,3200,112644,114578.0,35805754.0
