한컴MDS(086960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-12-23,8440,9200,7850,7850,554019,74585.0,9501280.0
2009-12-24,8000,8290,7850,8100,125794,76960.0,9501280.0
2009-12-28,8000,8410,7730,8260,139248,78481.0,9501280.0
2009-12-29,7960,8440,7960,8440,107016,80191.0,9501280.0
2009-12-30,9000,9000,8520,8700,344682,82661.0,9501280.0
2010-01-04,8790,9780,8750,9420,783215,89502.0,9501280.0
2010-01-05,9650,9650,9230,9500,526518,90262.0,9501280.0
2010-01-06,9550,9550,9160,9210,209688,87507.0,9501280.0
2010-01-07,9210,9460,8650,8790,321368,83516.0,9501280.0
2010-01-08,8870,8970,8400,8960,182569,85131.0,9501280.0
2010-01-11,8960,9500,8850,8950,145239,85036.0,9501280.0
2010-01-12,8900,9040,8640,8900,91022,84561.0,9501280.0
2010-01-13,8990,9380,8960,9000,309451,85512.0,9501280.0
2010-01-14,9400,9470,9100,9370,355142,89027.0,9501280.0
2010-01-15,9380,9450,9050,9120,133900,86652.0,9501280.0
2010-01-18,8890,9030,8690,8800,182153,83611.0,9501280.0
2010-01-19,8830,8970,8700,8720,112402,82851.0,9501280.0
2010-01-20,8850,8940,8360,8510,191485,80856.0,9501280.0
2010-01-21,8500,9030,8360,9020,164017,85702.0,9501280.0
2010-01-22,9110,10350,9110,10350,1642773,98338.0,9501280.0
2010-01-25,10250,11450,9500,10100,2761216,95963.0,9501280.0
2010-01-26,10000,10100,8720,8830,1674344,83896.0,9501280.0
2010-01-27,8950,9040,8160,8190,529565,77815.0,9501280.0
2010-01-28,8280,8700,7910,8600,323305,81711.0,9501280.0
2010-01-29,8400,8460,7850,8000,219449,76010.0,9501280.0
2010-02-01,8010,8570,7920,8340,277419,79241.0,9501280.0
2010-02-02,8430,8740,8250,8250,238867,78468.0,9511280.0
2010-02-03,8400,8730,8400,8690,255084,82653.0,9511280.0
2010-02-04,8610,8720,8430,8720,190585,82938.0,9511280.0
2010-02-05,9200,9880,8820,8820,2146937,83889.0,9511280.0
2010-02-08,8920,9060,7900,7910,707540,75234.0,9511280.0
2010-02-09,7930,8200,7840,8170,266723,77707.0,9511280.0
2010-02-10,8300,8330,8070,8070,207835,76756.0,9511280.0
2010-02-11,8080,8460,8080,8320,224974,79134.0,9511280.0
2010-02-12,8380,8470,8260,8390,91388,79800.0,9511280.0
2010-02-16,8410,8500,8300,8410,94159,79990.0,9511280.0
2010-02-17,8440,8540,8330,8340,137911,79324.0,9511280.0
2010-02-18,8430,9090,8410,8800,743199,83699.0,9511280.0
2010-02-19,8860,9030,8650,8890,422039,84555.0,9511280.0
2010-02-22,9180,9320,8890,9270,406305,88170.0,9511280.0
2010-02-23,9340,9430,9050,9180,268932,87314.0,9511280.0
2010-02-24,9330,9680,9270,9280,782290,88265.0,9511280.0
2010-02-25,9360,9380,8590,8620,594952,81987.0,9511280.0
2010-02-26,8660,8760,8420,8560,165897,81417.0,9511280.0
2010-03-02,8590,8800,8520,8520,131704,81036.0,9511280.0
2010-03-03,8330,8570,8330,8430,152790,80180.0,9511280.0
2010-03-04,8500,8500,8190,8230,142894,78278.0,9511280.0
2010-03-05,8290,8410,8170,8220,101463,78183.0,9511280.0
2010-03-08,8320,8530,8260,8440,144009,80275.0,9511280.0
2010-03-09,8410,8610,8390,8430,90342,80180.0,9511280.0
2010-03-10,8460,8540,8280,8300,111108,78944.0,9511280.0
2010-03-11,8310,8400,8260,8300,55670,78944.0,9511280.0
2010-03-12,8300,8350,8160,8300,93303,78944.0,9511280.0
2010-03-15,8390,8390,8170,8240,59605,78373.0,9511280.0
2010-03-16,8530,9130,8520,8600,703452,81797.0,9511280.0
2010-03-17,8630,8920,8450,8700,228274,82748.0,9511280.0
2010-03-18,8790,8910,8640,8880,185584,84460.0,9511280.0
2010-03-19,8880,9070,8750,8750,193762,83224.0,9511280.0
2010-03-22,8800,9270,8800,9200,410194,87504.0,9511280.0
2010-03-23,9200,9250,9000,9140,173895,86933.0,9511280.0
2010-03-24,9250,9330,8650,8780,204376,83509.0,9511280.0
2010-03-25,8710,9150,8640,9080,117024,86362.0,9511280.0
2010-03-26,9180,9550,9100,9130,471237,86838.0,9511280.0
2010-03-29,9130,9130,8650,8750,263318,83224.0,9511280.0
2010-03-30,8830,8870,8670,8670,111189,82463.0,9511280.0
2010-03-31,8740,8900,8670,8670,96964,82463.0,9511280.0
2010-04-01,8670,8760,8670,8750,94643,83224.0,9511280.0
2010-04-02,8870,8870,8650,8650,75068,82273.0,9511280.0
2010-04-05,8650,8680,7710,8200,179171,77992.0,9511280.0
2010-04-06,8240,8340,8030,8120,96109,77232.0,9511280.0
2010-04-07,8150,8350,8140,8300,53214,78944.0,9511280.0
2010-04-08,8230,8360,8230,8280,41868,78753.0,9511280.0
2010-04-09,8430,8430,8200,8250,43995,78468.0,9511280.0
2010-04-12,8350,8350,8000,8160,58665,77612.0,9511280.0
2010-04-13,8160,8240,8050,8120,45873,77232.0,9511280.0
2010-04-14,8210,8320,8100,8320,44997,79134.0,9511280.0
2010-04-15,8320,8560,8200,8540,78912,81226.0,9511280.0
2010-04-16,8540,8600,8340,8470,60907,80561.0,9511280.0
2010-04-19,8470,8470,8200,8360,70673,79514.0,9511280.0
2010-04-20,8280,8500,8280,8380,44053,79705.0,9511280.0
2010-04-21,8380,8810,8380,8800,174570,83699.0,9511280.0
2010-04-22,8750,8920,8650,8820,82015,83889.0,9511280.0
2010-04-23,8800,8810,8640,8660,56274,82368.0,9511280.0
2010-04-26,8680,8960,8660,8830,110599,83985.0,9511280.0
2010-04-27,8900,9650,8850,9300,804494,88455.0,9511280.0
2010-04-28,9100,9380,9050,9280,262296,88265.0,9511280.0
2010-04-29,9360,9400,8860,9280,286268,88265.0,9511280.0
2010-04-30,9430,9890,9320,9690,372670,92164.0,9511280.0
2010-05-03,9550,9790,9280,9440,229081,89786.0,9511280.0
2010-05-04,9540,9540,9160,9290,170947,88360.0,9511280.0
2010-05-06,9100,9380,8950,9050,196838,86077.0,9511280.0
2010-05-07,8720,9110,8600,9000,149090,85602.0,9511280.0
2010-05-10,9200,9340,9010,9050,249428,86077.0,9511280.0
2010-05-11,9150,9150,8490,8540,297905,81226.0,9511280.0
2010-05-12,8610,8630,8350,8500,213212,80846.0,9511280.0
2010-05-13,8570,8830,8550,8800,125172,83699.0,9511280.0
2010-05-14,9050,9690,9020,9520,578326,90547.0,9511280.0
2010-05-17,9550,10200,9310,9600,622844,91308.0,9511280.0
2010-05-18,9750,9800,9280,9500,254783,82179.0,8650438.0
2010-05-19,9440,9720,9350,9580,372031,82871.0,8650438.0
2010-05-20,9640,9930,9010,9200,680809,79584.0,8650438.0
2010-05-24,9000,9150,8010,8600,231656,74394.0,8650438.0
2010-05-25,8440,8440,7440,7840,426395,67819.0,8650438.0
2010-05-26,7840,8320,7800,8250,156169,71366.0,8650438.0
2010-05-27,8080,8500,8010,8280,212668,71626.0,8650438.0
2010-05-28,8540,8740,8360,8590,170317,74307.0,8650438.0
2010-05-31,8600,8920,8560,8830,195257,76383.0,8650438.0
2010-06-01,8800,8850,8640,8750,111103,75691.0,8650438.0
2010-06-03,8890,9120,8830,9040,208420,78200.0,8650438.0
2010-06-04,9030,9170,8920,9100,203580,78719.0,8650438.0
2010-06-07,8700,8870,8590,8700,122127,75259.0,8650438.0
2010-06-08,8700,9110,8630,9110,257318,78805.0,8650438.0
2010-06-09,9280,9370,9030,9100,289436,78719.0,8650438.0
2010-06-10,9000,9150,8880,9090,147954,78632.0,8650438.0
2010-06-11,9220,9220,8820,8980,161740,77681.0,8650438.0
2010-06-14,8950,9030,8880,8950,91506,77421.0,8650438.0
2010-06-15,9020,9180,8950,9120,125895,78892.0,8650438.0
2010-06-16,9180,9200,8990,9000,117938,77854.0,8650438.0
2010-06-17,9080,9080,8820,8840,145603,76470.0,8650438.0
2010-06-18,8810,8870,8570,8570,168151,74134.0,8650438.0
2010-06-21,8500,8650,8410,8540,99783,73875.0,8650438.0
2010-06-22,8550,8620,8510,8540,56533,73875.0,8650438.0
2010-06-23,8440,8570,8200,8260,120858,71453.0,8650438.0
2010-06-24,8210,8440,8200,8380,56134,72491.0,8650438.0
2010-06-25,8370,8430,8280,8290,63881,71712.0,8650438.0
2010-06-28,8300,8560,8290,8430,69457,72923.0,8650438.0
2010-06-29,8350,8500,8190,8190,50827,70847.0,8650438.0
2010-06-30,8090,8650,7960,8650,60815,74826.0,8650438.0
2010-07-01,8480,8610,8250,8370,52649,72404.0,8650438.0
2010-07-02,8400,8430,8150,8160,75399,70588.0,8650438.0
2010-07-05,8040,8230,8040,8050,61462,69636.0,8650438.0
2010-07-06,8110,8240,8020,8050,59808,69636.0,8650438.0
2010-07-07,8070,8430,8060,8090,76986,69982.0,8650438.0
2010-07-08,8220,8320,8090,8100,76448,70069.0,8650438.0
2010-07-09,8160,8160,7850,7980,86057,69030.0,8650438.0
2010-07-12,7980,8080,7880,7980,92938,69030.0,8650438.0
2010-07-13,7980,8040,7860,7860,77093,68135.0,8668627.0
2010-07-14,7910,8040,7900,7980,68096,69176.0,8668627.0
2010-07-15,7980,8140,7950,7990,85356,69262.0,8668627.0
2010-07-16,8080,8100,7870,7890,64528,68395.0,8668627.0
2010-07-19,7720,7850,7690,7690,71894,66662.0,8668627.0
2010-07-20,7720,7780,7610,7640,53947,66228.0,8668627.0
2010-07-21,7630,7750,7630,7730,43550,67008.0,8668627.0
2010-07-22,7780,7780,7290,7350,85041,63714.0,8668627.0
2010-07-23,7410,7510,7180,7200,88338,62414.0,8668627.0
2010-07-26,7240,7430,6950,7010,160973,60767.0,8668627.0
2010-07-27,7040,7200,7040,7130,40869,61807.0,8668627.0
2010-07-28,7240,7580,7170,7470,81933,64755.0,8668627.0
2010-07-29,7450,7540,7260,7420,40813,64321.0,8668627.0
2010-07-30,7410,7490,7340,7360,35973,63801.0,8668627.0
2010-08-02,7310,7680,7310,7590,68063,65795.0,8668627.0
2010-08-03,7590,7660,7460,7590,39326,65795.0,8668627.0
2010-08-04,7670,7700,7550,7590,46625,65795.0,8668627.0
2010-08-05,7690,7690,7400,7400,25786,64148.0,8668627.0
2010-08-06,7400,7470,7050,7420,48271,64321.0,8668627.0
2010-08-09,7510,7750,7450,7520,79115,65188.0,8668627.0
2010-08-10,7530,7600,7460,7600,52854,65882.0,8668627.0
2010-08-11,7740,7740,7410,7430,37871,64408.0,8668627.0
2010-08-12,7130,7340,7100,7150,56213,61981.0,8668627.0
2010-08-13,7150,7400,7100,7300,43141,63281.0,8668627.0
2010-08-16,7570,7760,7310,7700,161966,66748.0,8668627.0
2010-08-17,7620,8150,7620,8060,226321,69869.0,8668627.0
2010-08-18,8110,8250,7950,7960,86784,69002.0,8668627.0
2010-08-19,8100,8100,7700,7800,36602,67615.0,8668627.0
2010-08-20,7770,7930,7710,7790,29455,67529.0,8668627.0
2010-08-23,7880,7910,7450,7540,37157,65361.0,8668627.0
2010-08-24,7500,7660,7400,7460,58320,64668.0,8668627.0
2010-08-25,7400,7400,7150,7400,54295,64148.0,8668627.0
2010-08-26,7400,7400,7030,7200,33717,62414.0,8668627.0
2010-08-27,7050,7260,7050,7130,25482,61807.0,8668627.0
2010-08-30,7160,7490,7150,7380,16323,63974.0,8668627.0
2010-08-31,7250,7380,7150,7340,13583,63628.0,8668627.0
2010-09-01,7360,7360,7190,7220,14157,62587.0,8668627.0
2010-09-02,7240,7360,7150,7190,34625,62327.0,8668627.0
2010-09-03,7210,7450,7210,7440,17779,64495.0,8668627.0
2010-09-06,7440,7480,7370,7440,16934,64495.0,8668627.0
2010-09-07,7400,7530,7300,7410,28262,64235.0,8668627.0
2010-09-08,7410,7690,7340,7680,30996,66575.0,8668627.0
2010-09-09,7680,7820,7500,7810,42133,67702.0,8668627.0
2010-09-10,7800,7870,7740,7860,22316,68135.0,8668627.0
2010-09-13,7860,7860,7690,7700,13486,66748.0,8668627.0
2010-09-14,7700,7780,7550,7700,12784,66748.0,8668627.0
2010-09-15,7750,7810,7500,7740,26703,67095.0,8668627.0
2010-09-16,7700,7950,7700,7820,42122,67789.0,8668627.0
2010-09-17,7870,7900,7150,7800,22002,67615.0,8668627.0
2010-09-20,7770,7770,7450,7630,34837,66142.0,8668627.0
2010-09-24,7650,7670,7430,7500,28842,65015.0,8668627.0
2010-09-27,7540,7550,7380,7390,28062,64061.0,8668627.0
2010-09-28,7290,7430,7220,7430,55322,64408.0,8668627.0
2010-09-29,7540,7540,7350,7380,36502,63974.0,8668627.0
2010-09-30,7390,7460,7180,7250,44701,62848.0,8668627.0
2010-10-01,7380,7380,7200,7220,49764,62587.0,8668627.0
2010-10-04,7220,7450,7220,7350,35511,63714.0,8668627.0
2010-10-05,7340,7570,7340,7530,49674,65275.0,8668627.0
2010-10-06,7560,7820,7560,7710,57163,66835.0,8668627.0
2010-10-07,7730,7760,7610,7690,30534,66662.0,8668627.0
2010-10-08,7660,7760,7620,7700,28951,66748.0,8668627.0
2010-10-11,7730,7740,7610,7650,29785,66315.0,8668627.0
2010-10-12,7590,7650,7440,7540,20037,65361.0,8668627.0
2010-10-13,7520,7650,7510,7590,34395,65795.0,8668627.0
2010-10-14,7680,7940,7670,7810,70191,67702.0,8668627.0
2010-10-15,7780,8050,7780,8050,72152,69782.0,8668627.0
2010-10-18,8290,8550,8210,8450,178346,73250.0,8668627.0
2010-10-19,8600,8650,8280,8370,124293,72556.0,8668627.0
2010-10-20,8230,8450,8230,8380,62403,72643.0,8668627.0
2010-10-21,8410,8610,8370,8380,78511,72643.0,8668627.0
2010-10-22,8530,8650,8360,8380,86865,72643.0,8668627.0
2010-10-25,8400,8500,8110,8310,95082,72036.0,8668627.0
2010-10-26,8280,8510,8260,8490,86964,73597.0,8668627.0
2010-10-27,8480,8780,8460,8570,129647,74290.0,8668627.0
2010-10-28,8680,9150,8650,9000,276367,78018.0,8668627.0
2010-10-29,9130,9160,8760,9000,95733,78018.0,8668627.0
2010-11-01,9070,9170,8950,9070,137094,78624.0,8668627.0
2010-11-02,9100,9120,8820,8820,141163,76457.0,8668627.0
2010-11-03,8900,9100,8700,9050,149843,78451.0,8668627.0
2010-11-04,9050,9300,9000,9150,105031,79318.0,8668627.0
2010-11-05,9240,9280,8890,8970,61186,77758.0,8668627.0
2010-11-08,8980,9010,8840,8900,69371,77151.0,8668627.0
2010-11-09,8890,9220,8870,9130,122368,79145.0,8668627.0
2010-11-10,9150,9250,9000,9030,85859,78278.0,8668627.0
2010-11-11,9130,9130,8880,8880,62992,76977.0,8668627.0
2010-11-12,8920,9000,8300,8540,79558,74030.0,8668627.0
2010-11-15,8470,8800,8470,8550,63618,74117.0,8668627.0
2010-11-16,8610,8700,8470,8670,30753,75157.0,8668627.0
2010-11-17,8540,9080,8300,9080,78631,78711.0,8668627.0
2010-11-18,9110,9290,9010,9150,63011,79318.0,8668627.0
2010-11-19,9180,9180,8980,9010,49269,78104.0,8668627.0
2010-11-22,9000,9100,8850,8850,38636,76717.0,8668627.0
2010-11-23,8990,8990,8610,8750,49363,75850.0,8668627.0
2010-11-24,8290,8700,8290,8700,78968,75417.0,8668627.0
2010-11-25,8800,8850,8630,8700,35635,75417.0,8668627.0
2010-11-26,8680,8830,8470,8600,64928,74550.0,8668627.0
2010-11-29,8690,8690,8490,8600,17517,74550.0,8668627.0
2010-11-30,8600,8790,8400,8790,44161,76197.0,8668627.0
2010-12-01,8570,8780,8570,8650,27399,74984.0,8668627.0
2010-12-02,8700,8840,8670,8700,44875,75417.0,8668627.0
2010-12-03,8720,8780,8550,8550,31753,74117.0,8668627.0
2010-12-06,8520,8760,8450,8490,55122,73597.0,8668627.0
2010-12-07,8580,8610,8450,8520,25268,73857.0,8668627.0
2010-12-08,8530,8750,8530,8600,36425,74550.0,8668627.0
2010-12-09,8580,8680,8530,8610,17305,74637.0,8668627.0
2010-12-10,8610,8670,8400,8520,37967,73857.0,8668627.0
2010-12-13,8450,8690,8450,8570,30535,74290.0,8668627.0
2010-12-14,8410,8590,8410,8430,35844,73077.0,8668627.0
2010-12-15,8490,8540,8170,8200,88203,71083.0,8668627.0
2010-12-16,8150,8240,7800,8070,171760,69956.0,8668627.0
2010-12-17,8010,8130,8010,8050,37751,69856.0,8677721.0
2010-12-20,8050,8050,7600,7730,49416,67079.0,8677721.0
2010-12-21,7800,8060,7800,8050,35600,69856.0,8677721.0
2010-12-22,8050,8170,7800,8020,14064,69595.0,8677721.0
2010-12-23,7980,8700,7980,8070,103297,70029.0,8677721.0
2010-12-24,8100,8140,8020,8060,19663,69942.0,8677721.0
2010-12-27,8050,8100,7900,8000,19072,69422.0,8677721.0
2010-12-28,7920,8090,7900,7910,12815,68641.0,8677721.0
2010-12-29,7990,8020,7810,7850,19472,68120.0,8677721.0
2010-12-30,7850,8180,7850,8140,11124,70637.0,8677721.0
2011-01-03,8230,8260,8060,8170,28303,70897.0,8677721.0
2011-01-04,8160,8310,8160,8260,24527,71678.0,8677721.0
2011-01-05,8250,8270,8100,8160,39804,70810.0,8677721.0
2011-01-06,8200,8220,7900,8080,43978,70116.0,8677721.0
2011-01-07,8080,8110,8000,8030,36528,69682.0,8677721.0
2011-01-10,8080,8220,8050,8070,44998,70029.0,8677721.0
2011-01-11,8050,8160,8000,8080,25188,70116.0,8677721.0
2011-01-12,8030,8160,7910,8010,46194,69509.0,8677721.0
2011-01-13,8010,8080,7870,7970,40698,69161.0,8677721.0
2011-01-14,7970,7990,7800,7810,50510,67773.0,8677721.0
2011-01-17,7790,7830,7660,7660,64020,66471.0,8677721.0
2011-01-18,7690,7740,7560,7560,29962,65604.0,8677721.0
2011-01-19,7540,7620,7400,7400,79497,64215.0,8677721.0
2011-01-20,7360,7520,7290,7300,55602,63347.0,8677721.0
2011-01-21,7370,7430,7200,7380,37280,64042.0,8677721.0
2011-01-24,7330,7410,7320,7360,22287,63868.0,8677721.0
2011-01-25,7410,7620,7350,7500,49343,65083.0,8677721.0
2011-01-26,7490,7620,7490,7540,38491,65430.0,8677721.0
2011-01-27,7450,7570,7440,7550,21689,65517.0,8677721.0
2011-01-28,7450,7600,7350,7510,13209,65170.0,8677721.0
2011-01-31,7360,7490,7220,7250,53055,62913.0,8677721.0
2011-02-01,7260,7400,7220,7320,19703,63521.0,8677721.0
2011-02-07,7320,7470,7270,7360,28502,63868.0,8677721.0
2011-02-08,7360,7980,7360,7850,190642,68120.0,8677721.0
2011-02-09,7940,7940,7620,7720,35349,66992.0,8677721.0
2011-02-10,7720,7730,7430,7550,33990,65517.0,8677721.0
2011-02-11,7550,7690,7460,7590,26061,65864.0,8677721.0
2011-02-14,7590,7690,7460,7470,24071,64823.0,8677721.0
2011-02-15,7450,7650,7360,7500,25392,65083.0,8677721.0
2011-02-16,7780,7900,7570,7660,38088,66471.0,8677721.0
2011-02-17,7670,7780,7420,7590,30752,65864.0,8677721.0
2011-02-18,7570,7680,7500,7660,14215,66471.0,8677721.0
2011-02-21,7600,7660,7450,7520,40311,65256.0,8677721.0
2011-02-22,7440,7550,7210,7350,40464,63781.0,8677721.0
2011-02-23,7220,7380,7190,7200,40910,62480.0,8677721.0
2011-02-24,7200,7360,7150,7150,14049,62046.0,8677721.0
2011-02-25,7160,7260,7150,7250,21647,62913.0,8677721.0
2011-02-28,7290,7290,7070,7070,27100,61351.0,8677721.0
2011-03-02,7150,7170,6980,7030,17411,61004.0,8677721.0
2011-03-03,7060,7170,7050,7150,13214,62046.0,8677721.0
2011-03-04,7190,7280,7150,7270,13122,63087.0,8677721.0
2011-03-07,7310,7430,7260,7300,19681,63347.0,8677721.0
2011-03-08,7180,7330,7130,7260,23711,63000.0,8677721.0
2011-03-09,7330,7350,7150,7180,16377,62306.0,8677721.0
2011-03-10,7230,7260,7080,7150,26618,62046.0,8677721.0
2011-03-11,7100,7150,7000,7040,36065,61091.0,8677721.0
2011-03-14,7010,7010,6780,6900,48068,59876.0,8677721.0
2011-03-15,6800,6900,6190,6800,69242,59009.0,8677721.0
2011-03-16,6570,6930,6530,6640,33319,57620.0,8677721.0
2011-03-17,6480,6700,6480,6700,15458,58141.0,8677721.0
2011-03-18,6790,6880,6710,6830,20491,59269.0,8677721.0
2011-03-21,6830,6980,6800,6910,21257,59963.0,8677721.0
2011-03-22,7000,7000,6750,6900,32495,59876.0,8677721.0
2011-03-23,6870,6930,6800,6870,20965,59616.0,8677721.0
2011-03-24,6800,6920,6750,6880,46340,59703.0,8677721.0
2011-03-25,6830,6920,6780,6800,27528,59009.0,8677721.0
2011-03-28,6890,7220,6820,7100,88529,61612.0,8677721.0
2011-03-29,7100,7400,7070,7360,64326,63868.0,8677721.0
2011-03-30,7770,7860,7420,7430,130810,64475.0,8677721.0
2011-03-31,7440,7550,7210,7520,38419,65256.0,8677721.0
2011-04-01,7530,7680,7400,7460,17998,64736.0,8677721.0
2011-04-04,7470,7490,7260,7310,38182,63434.0,8677721.0
2011-04-05,7450,7450,7190,7230,68525,62740.0,8677721.0
2011-04-06,7230,7330,7140,7250,43963,62913.0,8677721.0
2011-04-07,7330,7450,7290,7340,21833,63694.0,8677721.0
2011-04-08,7390,7520,7220,7340,33018,63694.0,8677721.0
2011-04-11,7820,7860,7450,7640,124851,66298.0,8677721.0
2011-04-12,7690,7690,7300,7450,49129,64649.0,8677721.0
2011-04-13,7460,7520,7250,7400,31498,64215.0,8677721.0
2011-04-14,7560,7760,7500,7680,93853,66645.0,8677721.0
2011-04-15,7690,7790,7600,7740,83614,67166.0,8677721.0
2011-04-18,7840,7890,7650,7650,114846,66385.0,8677721.0
2011-04-19,7700,7700,7470,7570,50417,65690.0,8677721.0
2011-04-20,7590,7640,7430,7590,64863,65864.0,8677721.0
2011-04-21,7600,7650,7450,7450,52364,64649.0,8677721.0
2011-04-22,7470,7470,7250,7250,33308,62913.0,8677721.0
2011-04-25,7300,7800,7300,7750,97505,67252.0,8677721.0
2011-04-26,7790,7820,7500,7550,33339,65517.0,8677721.0
2011-04-27,7600,7710,7420,7500,26510,65083.0,8677721.0
2011-04-28,7650,7690,7390,7390,14156,64128.0,8677721.0
2011-04-29,7560,7560,7320,7420,15403,64389.0,8677721.0
2011-05-02,7420,7520,7350,7380,9410,64042.0,8677721.0
2011-05-03,7310,7400,7240,7280,16014,63174.0,8677721.0
2011-05-04,7280,7440,7140,7140,21700,61959.0,8677721.0
2011-05-06,7140,7230,6870,7000,46457,60744.0,8677721.0
2011-05-09,6870,6970,6730,6800,38332,59009.0,8677721.0
2011-05-11,6670,7190,6670,6840,122405,59356.0,8677721.0
2011-05-12,6810,7000,6790,6810,116635,59095.0,8677721.0
2011-05-13,6930,6930,6730,6730,55077,58401.0,8677721.0
2011-05-16,6730,6830,6690,6700,54209,58141.0,8677721.0
2011-05-17,6700,6750,6400,6460,71774,56058.0,8677721.0
2011-05-18,6400,6580,6250,6250,90778,54236.0,8677721.0
2011-05-19,6250,6420,6250,6360,54652,55190.0,8677721.0
2011-05-20,6310,6570,6280,6450,64554,55971.0,8677721.0
2011-05-23,6410,6610,6100,6440,49903,55885.0,8677721.0
2011-05-24,6290,6530,6290,6420,30649,55711.0,8677721.0
2011-05-25,6460,6780,6360,6580,56973,57099.0,8677721.0
2011-05-26,6950,7190,6570,6790,89399,58922.0,8677721.0
2011-05-27,6830,6850,6710,6850,22537,59442.0,8677721.0
2011-05-30,6930,6930,6670,6780,21316,58835.0,8677721.0
2011-05-31,6710,6900,6710,6890,22378,59789.0,8677721.0
2011-06-01,6910,6980,6800,6980,16829,60570.0,8677721.0
2011-06-02,6900,6950,6810,6850,15733,59442.0,8677721.0
2011-06-03,6770,6970,6770,6950,11627,60310.0,8677721.0
2011-06-07,6730,6980,6730,6970,11664,60484.0,8677721.0
2011-06-08,6850,6980,6760,6900,11504,59876.0,8677721.0
2011-06-09,6950,6970,6900,6960,9854,60397.0,8677721.0
2011-06-10,6960,6980,6860,6860,14996,59529.0,8677721.0
2011-06-13,6860,6890,6700,6720,21432,58314.0,8677721.0
2011-06-14,6550,6820,6540,6750,18821,58575.0,8677721.0
2011-06-15,6760,6930,6760,6930,11125,60137.0,8677721.0
2011-06-16,6900,6900,6800,6900,3006,59876.0,8677721.0
2011-06-17,6940,6940,6760,6770,5973,58748.0,8677721.0
2011-06-20,6610,6880,6600,6690,11329,58054.0,8677721.0
2011-06-21,6700,6770,6650,6650,3298,57707.0,8677721.0
2011-06-22,6660,6730,6620,6710,9407,58228.0,8677721.0
2011-06-23,6790,6790,6610,6750,15302,58575.0,8677721.0
2011-06-24,6800,7070,6750,6920,20841,60050.0,8677721.0
2011-06-27,6920,6980,6780,6810,17844,59095.0,8677721.0
2011-06-28,6800,6930,6690,6740,13746,58488.0,8677721.0
2011-06-29,6760,6760,6580,6640,15386,57620.0,8677721.0
2011-06-30,6580,6740,6540,6720,9523,58314.0,8677721.0
2011-07-01,6770,6890,6550,6600,35135,57273.0,8677721.0
2011-07-04,6660,6730,6470,6470,24703,56145.0,8677721.0
2011-07-05,6320,6480,6320,6410,31565,55624.0,8677721.0
2011-07-06,6440,6440,6360,6390,10726,55451.0,8677721.0
2011-07-07,6410,6530,6350,6410,26970,55624.0,8677721.0
2011-07-08,6410,6480,6400,6400,8184,55537.0,8677721.0
2011-07-11,6310,6530,6310,6450,23062,55971.0,8677721.0
2011-07-12,6490,6570,6290,6340,23943,55017.0,8677721.0
2011-07-13,6410,6410,6210,6320,13827,54843.0,8677721.0
2011-07-14,6240,6370,6200,6210,20289,53889.0,8677721.0
2011-07-15,6260,6500,6200,6260,21810,54323.0,8677721.0
2011-07-18,6300,6520,6300,6480,21151,56232.0,8677721.0
2011-07-19,6570,6570,6450,6510,18070,56492.0,8677721.0
2011-07-20,6560,6570,6430,6510,17986,56492.0,8677721.0
2011-07-21,6560,6680,6430,6570,19329,57013.0,8677721.0
2011-07-22,6600,6760,6590,6750,13209,58575.0,8677721.0
2011-07-25,6750,6790,6600,6700,9178,58141.0,8677721.0
2011-07-26,6580,6680,6500,6600,10570,57273.0,8677721.0
2011-07-27,6550,6740,6550,6650,10989,57707.0,8677721.0
2011-07-28,6640,6720,6320,6700,10920,58141.0,8677721.0
2011-07-29,6770,6770,6350,6630,38666,57533.0,8677721.0
2011-08-01,6500,6680,6500,6670,5143,57880.0,8677721.0
2011-08-02,6790,6790,6550,6690,20988,58054.0,8677721.0
2011-08-03,6690,6690,6450,6640,16973,57620.0,8677721.0
2011-08-04,6560,6660,6460,6500,19221,56405.0,8677721.0
2011-08-05,6370,6370,5900,6120,29079,53108.0,8677721.0
2011-08-08,5850,6200,5300,5760,37982,49984.0,8677721.0
2011-08-09,5100,5600,4900,4900,103443,42521.0,8677721.0
2011-08-10,5090,5180,4970,5070,30456,43996.0,8677721.0
2011-08-11,4700,5160,4675,5150,30764,44690.0,8677721.0
2011-08-12,5210,5460,5210,5270,31279,45732.0,8677721.0
2011-08-16,5380,5790,5380,5600,24980,48595.0,8677721.0
2011-08-17,5650,6150,5650,5960,34309,51719.0,8677721.0
2011-08-18,6200,6580,6000,6390,58148,55451.0,8677721.0
2011-08-19,6350,7330,6000,6510,156229,56492.0,8677721.0
2011-08-22,6990,6990,6310,6630,48273,57533.0,8677721.0
2011-08-23,6700,7270,6630,7140,96389,61959.0,8677721.0
2011-08-24,7150,7300,6720,6950,38774,60310.0,8677721.0
2011-08-25,6960,7160,6700,6930,29971,60137.0,8677721.0
2011-08-26,6730,6900,6500,6600,37409,57273.0,8677721.0
2011-08-29,6610,6830,6450,6800,35430,59009.0,8677721.0
2011-08-30,6890,6970,6690,6790,25526,58922.0,8677721.0
2011-08-31,6880,6880,6600,6740,28102,58488.0,8677721.0
2011-09-01,6810,6870,6640,6710,11855,58228.0,8677721.0
