시스웍(269620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-14,3775,3830,3650,3650,266045,65700.0,18000000.0
2018-05-15,3650,3720,3605,3630,139762,65340.0,18000000.0
2018-05-16,3630,3650,3530,3575,169832,64350.0,18000000.0
2018-05-17,3570,3645,3560,3585,109153,64530.0,18000000.0
2018-05-18,3610,3715,3585,3620,186462,65160.0,18000000.0
2018-05-21,3720,3725,3620,3725,202487,67050.0,18000000.0
2018-05-23,3730,3785,3680,3785,202696,68130.0,18000000.0
2018-05-24,3820,3820,3700,3700,182114,66600.0,18000000.0
2018-05-25,3635,3730,3600,3650,175118,65700.0,18000000.0
2018-05-28,3620,3725,3600,3625,152257,65250.0,18000000.0
2018-05-29,3605,3710,3605,3665,112645,65970.0,18000000.0
2018-05-30,3665,3665,3585,3595,122049,64710.0,18000000.0
2018-05-31,3595,3765,3570,3750,234506,67500.0,18000000.0
2018-06-01,3790,3790,3690,3750,149015,67500.0,18000000.0
2018-06-04,3750,3805,3710,3750,251539,67500.0,18000000.0
2018-06-05,3740,3795,3700,3750,159943,67500.0,18000000.0
2018-06-07,3755,3790,3720,3760,181129,67680.0,18000000.0
2018-06-08,3785,3785,3690,3690,99714,66420.0,18000000.0
2018-06-11,3710,3950,3665,3935,801687,70830.0,18000000.0
2018-06-12,3970,4030,3830,3855,705182,69390.0,18000000.0
2018-06-14,3905,4260,3835,3940,3055665,70920.0,18000000.0
2018-06-15,3955,4090,3920,4055,831429,72990.0,18000000.0
2018-06-18,4055,4055,3720,3825,510224,68850.0,18000000.0
2018-06-19,3825,3900,3650,3650,269863,65700.0,18000000.0
2018-06-20,3610,3795,3600,3750,144859,67500.0,18000000.0
2018-06-21,3715,3780,3545,3545,189227,63810.0,18000000.0
2018-06-22,3540,3545,3330,3365,265532,60570.0,18000000.0
2018-06-25,3400,3490,3400,3415,81295,61470.0,18000000.0
2018-06-26,3380,3485,3340,3475,85156,62550.0,18000000.0
2018-06-27,3410,3470,3335,3335,135680,60030.0,18000000.0
2018-06-28,3310,3385,3200,3200,203718,57600.0,18000000.0
2018-06-29,3210,3270,3100,3140,100814,56520.0,18000000.0
2018-07-02,3150,3245,2985,2985,125023,53730.0,18000000.0
2018-07-03,3000,3130,2930,2960,114459,53280.0,18000000.0
2018-07-04,2925,3155,2925,3105,100612,55890.0,18000000.0
2018-07-05,3075,3230,3075,3130,73852,56340.0,18000000.0
2018-07-06,3160,3250,3125,3235,72817,58230.0,18000000.0
2018-07-09,3270,3340,3255,3315,60516,59670.0,18000000.0
2018-07-10,3320,3345,3250,3280,73616,59040.0,18000000.0
2018-07-11,3285,3420,3230,3410,123243,61380.0,18000000.0
2018-07-12,3380,3500,3360,3390,138786,61020.0,18000000.0
2018-07-13,3395,3480,3340,3360,42411,60480.0,18000000.0
2018-07-16,3370,3545,3315,3415,219181,61470.0,18000000.0
2018-07-17,3510,3510,3395,3395,85715,61110.0,18000000.0
2018-07-18,3490,3490,3295,3365,58411,60570.0,18000000.0
2018-07-19,3330,3400,3285,3285,50672,59130.0,18000000.0
2018-07-20,3295,3350,3200,3290,50674,59220.0,18000000.0
2018-07-23,3305,3390,3175,3200,57087,57600.0,18000000.0
2018-07-24,3150,3335,3060,3205,54674,57690.0,18000000.0
2018-07-25,3225,3290,3110,3170,24067,57060.0,18000000.0
2018-07-26,3170,3225,3045,3150,107332,56700.0,18000000.0
2018-07-27,3210,3305,3150,3295,115661,59310.0,18000000.0
2018-07-30,3290,3305,3255,3290,30386,59220.0,18000000.0
2018-07-31,3300,3355,3270,3310,39224,59580.0,18000000.0
2018-08-01,3350,3405,3295,3300,72889,59400.0,18000000.0
2018-08-02,3340,3355,3240,3305,25028,59490.0,18000000.0
2018-08-03,3300,3350,3185,3260,38962,58680.0,18000000.0
2018-08-06,3265,3330,3265,3265,32442,58770.0,18000000.0
2018-08-07,3270,3310,3200,3260,26870,58680.0,18000000.0
2018-08-08,3265,3590,3260,3340,380039,60120.0,18000000.0
2018-08-09,3390,3410,3300,3365,96507,60570.0,18000000.0
2018-08-10,3410,3425,3305,3345,89968,60210.0,18000000.0
2018-08-13,3345,3400,3215,3280,63387,59040.0,18000000.0
2018-08-14,3240,3340,3240,3290,24083,59220.0,18000000.0
2018-08-16,3200,3280,3150,3245,57289,58410.0,18000000.0
2018-08-17,3245,3305,3175,3245,39275,58410.0,18000000.0
2018-08-20,3220,3285,3215,3255,37418,58590.0,18000000.0
2018-08-21,3220,3275,3220,3260,21889,58680.0,18000000.0
2018-08-22,3265,3305,3235,3275,30753,58950.0,18000000.0
2018-08-23,3280,3350,3270,3275,44199,58950.0,18000000.0
2018-08-24,3385,3385,3255,3285,40624,59130.0,18000000.0
2018-08-27,3285,3335,3255,3285,30870,59130.0,18000000.0
2018-08-28,3290,3345,3270,3300,50928,59400.0,18000000.0
2018-08-29,3300,3330,3255,3280,49651,59040.0,18000000.0
2018-08-30,3295,3295,3190,3230,131032,58140.0,18000000.0
2018-08-31,3185,3230,3165,3165,54827,56970.0,18000000.0
2018-09-03,3205,3205,3080,3125,127569,56250.0,18000000.0
2018-09-04,3140,3140,3085,3130,50768,56340.0,18000000.0
2018-09-05,3140,3145,3095,3115,49699,56070.0,18000000.0
2018-09-06,3135,3135,3070,3090,53957,55620.0,18000000.0
2018-09-07,3090,3095,3040,3085,72535,55530.0,18000000.0
2018-09-10,3100,3165,3060,3130,58527,56340.0,18000000.0
2018-09-11,3120,3180,3115,3130,46364,56340.0,18000000.0
2018-09-12,3145,3165,3085,3090,62129,55620.0,18000000.0
2018-09-13,3140,3140,3065,3125,26174,56250.0,18000000.0
2018-09-14,3145,3150,3080,3090,56083,55620.0,18000000.0
2018-09-17,3140,3140,3045,3060,34845,55080.0,18000000.0
2018-09-18,3025,3060,2995,3035,79795,54630.0,18000000.0
2018-09-19,3050,3050,2975,2975,57288,53550.0,18000000.0
2018-09-20,2975,3025,2975,2985,30363,53730.0,18000000.0
2018-09-21,2985,3045,2985,3005,14290,54090.0,18000000.0
2018-09-27,3040,3050,2980,3030,28492,54540.0,18000000.0
2018-09-28,2980,3040,2980,3030,23132,54540.0,18000000.0
2018-10-01,3000,3040,2995,3015,32647,54270.0,18000000.0
2018-10-02,2990,3045,2955,2955,42067,53190.0,18000000.0
2018-10-04,2955,2990,2900,2955,57283,53190.0,18000000.0
2018-10-05,2955,2965,2805,2920,33478,52560.0,18000000.0
2018-10-08,2950,2950,2830,2835,34339,51030.0,18000000.0
2018-10-10,2810,2835,2600,2700,140985,48600.0,18000000.0
2018-10-11,2530,2695,2430,2430,160179,43740.0,18000000.0
2018-10-12,2305,2470,2305,2395,120517,43110.0,18000000.0
2018-10-15,2370,2450,2325,2325,54267,41850.0,18000000.0
2018-10-16,2315,2380,2300,2355,74739,42390.0,18000000.0
2018-10-17,2405,2440,2365,2395,56231,43110.0,18000000.0
2018-10-18,2395,2400,2350,2350,27060,42300.0,18000000.0
2018-10-19,2330,2365,2300,2355,73508,42390.0,18000000.0
2018-10-22,2360,2465,2350,2380,74826,42840.0,18000000.0
2018-10-23,2385,2895,2385,2465,4520120,44370.0,18000000.0
2018-10-24,2530,2630,2350,2350,704104,42300.0,18000000.0
2018-10-25,2260,2295,2080,2145,374420,38610.0,18000000.0
2018-10-26,2155,2210,2055,2080,192416,37440.0,18000000.0
2018-10-29,2090,2135,1735,1765,184472,31770.0,18000000.0
2018-10-30,1710,1915,1705,1900,260122,34200.0,18000000.0
2018-10-31,1900,2135,1875,2000,276266,36000.0,18000000.0
2018-11-01,2090,2340,1990,2175,371162,39150.0,18000000.0
2018-11-02,2280,2295,2170,2225,100454,40050.0,18000000.0
2018-11-05,2210,2275,2160,2260,78582,40680.0,18000000.0
2018-11-06,2270,2270,2190,2215,49283,39870.0,18000000.0
2018-11-07,2205,2295,2095,2150,187345,38700.0,18000000.0
2018-11-08,2185,2285,2170,2210,114070,39780.0,18000000.0
2018-11-09,2225,2280,2200,2255,46244,40590.0,18000000.0
2018-11-12,2260,2330,2185,2185,61749,39330.0,18000000.0
2018-11-13,2120,2185,2045,2175,113993,39150.0,18000000.0
2018-11-14,2175,2190,2125,2135,40193,38430.0,18000000.0
2018-11-15,2135,2160,2075,2155,30561,38790.0,18000000.0
2018-11-16,2180,2230,2060,2185,50408,39330.0,18000000.0
2018-11-19,2200,2245,2175,2225,34707,40050.0,18000000.0
2018-11-20,2200,2225,2170,2170,29049,39060.0,18000000.0
2018-11-21,2175,2175,2090,2105,52403,37890.0,18000000.0
2018-11-22,2135,2155,2075,2080,29445,37440.0,18000000.0
2018-11-23,2060,2090,1990,2020,42659,36360.0,18000000.0
2018-11-26,2000,2050,1965,2020,55631,36360.0,18000000.0
2018-11-27,2020,2070,1980,2040,34700,36720.0,18000000.0
2018-11-28,2100,2105,2035,2045,46922,36810.0,18000000.0
2018-11-29,2085,2560,2040,2340,1168845,42120.0,18000000.0
2018-11-30,2345,2540,2245,2300,693358,41400.0,18000000.0
2018-12-03,2300,2450,2260,2345,321012,42210.0,18000000.0
2018-12-04,2345,2450,2325,2410,254578,43380.0,18000000.0
2018-12-05,2400,2570,2370,2370,581799,42660.0,18000000.0
2018-12-06,2375,2395,2255,2275,145666,40950.0,18000000.0
2018-12-07,2285,2330,2230,2275,62671,40950.0,18000000.0
2018-12-10,2210,2265,2145,2195,93973,39510.0,18000000.0
2018-12-11,2200,2250,2115,2140,44503,38520.0,18000000.0
2018-12-12,2105,2225,2105,2180,42976,39240.0,18000000.0
2018-12-13,2200,2830,2140,2695,6136948,48510.0,18000000.0
2018-12-14,2680,3085,2560,2700,5193246,48600.0,18000000.0
2018-12-17,2860,2970,2670,2735,2936901,49230.0,18000000.0
2018-12-18,2665,2850,2625,2850,949342,51300.0,18000000.0
2018-12-19,2860,2885,2750,2800,619177,50400.0,18000000.0
2018-12-20,2700,2725,2480,2545,788277,45810.0,18000000.0
2018-12-21,2525,2655,2440,2615,748793,47070.0,18000000.0
2018-12-24,2615,2640,2440,2475,261450,44550.0,18000000.0
2018-12-26,2410,2465,2280,2290,309749,41220.0,18000000.0
2018-12-27,2350,2435,2205,2260,385540,40680.0,18000000.0
2018-12-28,2275,2395,2275,2385,224410,42930.0,18000000.0
2019-01-02,2410,2470,2385,2400,144334,43200.0,18000000.0
2019-01-03,2425,2430,2325,2355,164733,42390.0,18000000.0
2019-01-04,2405,2810,2335,2705,2361056,48690.0,18000000.0
2019-01-07,2680,2850,2600,2770,1251444,49860.0,18000000.0
2019-01-08,2770,2795,2655,2700,399407,48600.0,18000000.0
2019-01-09,2675,2890,2660,2855,857408,51390.0,18000000.0
2019-01-10,2815,2850,2705,2725,520070,49050.0,18000000.0
2019-01-11,2760,2760,2600,2630,348926,47340.0,18000000.0
2019-01-14,2600,2865,2600,2685,700552,48330.0,18000000.0
2019-01-15,2685,2810,2655,2770,378806,49860.0,18000000.0
2019-01-16,2880,3045,2765,2770,1246602,49860.0,18000000.0
2019-01-17,2760,2835,2725,2730,269411,49140.0,18000000.0
2019-01-18,2730,2775,2655,2720,275541,48960.0,18000000.0
2019-01-21,2750,2920,2670,2855,958219,51390.0,18000000.0
2019-01-22,2835,2885,2800,2850,380224,51300.0,18000000.0
2019-01-23,2845,2880,2800,2880,248058,51840.0,18000000.0
2019-01-24,2930,3100,2850,2900,1802318,52200.0,18000000.0
2019-01-25,2900,2915,2860,2915,192113,52470.0,18000000.0
2019-01-28,2915,2950,2800,2880,314842,51840.0,18000000.0
2019-01-29,2855,2875,2780,2815,164170,50670.0,18000000.0
2019-01-30,2815,2875,2765,2765,133370,49770.0,18000000.0
2019-01-31,2790,2850,2790,2805,92139,50490.0,18000000.0
2019-02-01,2840,2875,2755,2770,109867,49860.0,18000000.0
2019-02-07,2795,2855,2740,2830,102500,50940.0,18000000.0
2019-02-08,2830,2885,2785,2875,94975,51750.0,18000000.0
2019-02-11,2850,2945,2820,2900,265789,52200.0,18000000.0
2019-02-12,2920,2995,2875,2945,420179,53010.0,18000000.0
2019-02-13,2950,3115,2895,3050,1299628,54900.0,18000000.0
2019-02-14,3080,3080,2950,3025,350030,54450.0,18000000.0
2019-02-15,3015,3025,2900,2910,292209,52380.0,18000000.0
2019-02-18,2915,3040,2915,2980,205177,53640.0,18000000.0
2019-02-19,3020,3050,2975,2990,154108,53820.0,18000000.0
2019-02-20,3030,3030,2900,2910,187730,52380.0,18000000.0
2019-02-21,2900,2970,2855,2925,171143,52650.0,18000000.0
2019-02-22,2895,2955,2890,2925,120131,52650.0,18000000.0
2019-02-25,2940,3080,2910,2980,496042,53640.0,18000000.0
2019-02-26,3040,3040,2920,2955,160790,53190.0,18000000.0
2019-02-27,2955,3020,2925,3010,171606,54180.0,18000000.0
2019-02-28,3020,3020,2780,2850,259608,51300.0,18000000.0
2019-03-04,2830,2980,2830,2980,210764,53640.0,18000000.0
2019-03-05,2980,3030,2905,3030,230568,54540.0,18000000.0
2019-03-06,3110,3520,3055,3220,8264240,57960.0,18000000.0
2019-03-07,3200,3200,3005,3005,1174186,54090.0,18000000.0
2019-03-08,3000,3075,2915,2915,496492,52470.0,18000000.0
2019-03-11,2940,2975,2830,2875,302494,51750.0,18000000.0
2019-03-12,2895,2980,2840,2880,275832,51840.0,18000000.0
2019-03-13,2880,2905,2800,2855,321368,51390.0,18000000.0
2019-03-14,2870,2900,2820,2880,191243,51840.0,18000000.0
2019-03-15,2890,2905,2700,2780,291622,50040.0,18000000.0
2019-03-18,2795,2855,2740,2835,166513,51030.0,18000000.0
2019-03-19,2840,2930,2830,2905,236852,52290.0,18000000.0
2019-03-20,2925,2935,2835,2835,179355,51030.0,18000000.0
2019-03-21,2865,2935,2795,2820,302101,50760.0,18000000.0
2019-03-22,2840,3085,2750,3035,1316067,54630.0,18000000.0
2019-03-25,2975,3390,2930,3150,3411059,56700.0,18000000.0
2019-03-26,3120,3285,3005,3160,1141947,56880.0,18000000.0
2019-03-27,3240,4095,3200,3730,23598400,67140.0,18000000.0
2019-03-28,3730,3825,3610,3775,4734278,67950.0,18000000.0
2019-03-29,3765,3815,3380,3380,4062123,60840.0,18000000.0
2019-04-01,3400,3455,3335,3425,1877579,61650.0,18000000.0
2019-04-02,3390,3480,3355,3470,1389208,62460.0,18000000.0
2019-04-03,3470,3480,3365,3380,906411,60840.0,18000000.0
2019-04-04,3380,3405,3190,3270,1495216,58860.0,18000000.0
2019-04-05,3280,3370,3235,3320,1258909,59760.0,18000000.0
2019-04-08,3305,3320,3210,3235,611033,58230.0,18000000.0
2019-04-09,3235,3295,3215,3270,425425,58860.0,18000000.0
2019-04-10,3265,3345,3235,3335,646269,60030.0,18000000.0
2019-04-11,3350,3365,3280,3285,446451,59130.0,18000000.0
2019-04-12,3285,3345,3275,3275,306524,58950.0,18000000.0
2019-04-15,3275,3300,3125,3180,682835,57240.0,18000000.0
2019-04-16,3185,3210,3125,3155,291502,56790.0,18000000.0
2019-04-17,3155,3290,3155,3250,552434,58500.0,18000000.0
2019-04-18,3240,3315,3165,3205,606571,57690.0,18000000.0
2019-04-19,3200,3265,3190,3200,241714,57600.0,18000000.0
2019-04-22,3200,3245,3175,3220,145839,57960.0,18000000.0
2019-04-23,3195,3250,3125,3130,346497,56340.0,18000000.0
2019-04-24,3130,3170,3100,3115,223412,56070.0,18000000.0
2019-04-25,3115,3200,3030,3125,501364,56250.0,18000000.0
2019-04-26,3090,3180,3030,3050,233592,54900.0,18000000.0
2019-04-29,3025,3190,3025,3190,181418,57420.0,18000000.0
2019-04-30,3195,3195,3120,3190,172591,57420.0,18000000.0
2019-05-02,3190,3255,3150,3235,373454,58230.0,18000000.0
2019-05-03,3215,3250,3180,3195,157868,57510.0,18000000.0
2019-05-07,3170,3170,3050,3090,247363,55620.0,18000000.0
2019-05-08,3040,3140,3030,3030,160556,54540.0,18000000.0
2019-05-09,3035,3100,2830,2835,425739,51030.0,18000000.0
2019-05-10,2840,2950,2705,2950,204516,53100.0,18000000.0
2019-05-13,2920,3060,2855,2855,142381,51390.0,18000000.0
2019-05-14,2770,2880,2760,2870,115184,51660.0,18000000.0
2019-05-15,2870,3005,2845,2975,123031,53550.0,18000000.0
2019-05-16,2935,3030,2915,2955,129848,53190.0,18000000.0
2019-05-17,2955,2995,2910,2910,76023,52380.0,18000000.0
2019-05-20,2910,2945,2845,2860,85195,51480.0,18000000.0
2019-05-21,2800,2895,2800,2800,80187,50400.0,18000000.0
2019-05-22,2780,2880,2755,2805,56772,50490.0,18000000.0
2019-05-23,2805,2820,2645,2690,122640,48420.0,18000000.0
2019-05-24,2625,2695,2540,2540,178095,45720.0,18000000.0
2019-05-27,2530,2630,2510,2540,98030,45720.0,18000000.0
2019-05-28,2475,2810,2475,2705,378677,48690.0,18000000.0
2019-05-29,2695,2720,2640,2690,59056,48420.0,18000000.0
2019-05-30,2690,2710,2600,2630,56912,47340.0,18000000.0
2019-05-31,2635,2795,2630,2735,185079,49230.0,18000000.0
2019-06-03,2740,2780,2700,2745,45939,49410.0,18000000.0
2019-06-04,2710,2785,2705,2745,65676,49410.0,18000000.0
2019-06-05,2790,2790,2720,2760,82042,49680.0,18000000.0
2019-06-07,2800,2830,2745,2790,59047,50220.0,18000000.0
2019-06-10,2800,2840,2790,2825,61238,50850.0,18000000.0
2019-06-11,2805,2850,2760,2830,38803,50940.0,18000000.0
2019-06-12,2830,2865,2790,2810,59504,50580.0,18000000.0
2019-06-13,2785,2870,2785,2800,81423,50400.0,18000000.0
2019-06-14,2775,2840,2765,2775,71253,49950.0,18000000.0
2019-06-17,2760,2810,2745,2795,42211,50310.0,18000000.0
2019-06-18,2785,2840,2770,2770,55287,49860.0,18000000.0
2019-06-19,2800,3015,2765,2860,581638,51480.0,18000000.0
2019-06-20,3025,3615,2950,3150,17467286,56700.0,18000000.0
2019-06-21,3100,3250,3065,3210,3127961,57780.0,18000000.0
2019-06-24,3185,3200,3045,3120,1072034,56160.0,18000000.0
2019-06-25,3150,3335,2910,2920,3757678,52560.0,18000000.0
2019-06-26,2880,2985,2845,2845,689886,51210.0,18000000.0
2019-06-27,2850,2905,2730,2755,472149,49590.0,18000000.0
2019-06-28,2820,2955,2775,2845,913822,51210.0,18000000.0
2019-07-01,2820,2825,2600,2620,876220,47160.0,18000000.0
2019-07-02,2615,2715,2605,2700,359135,48600.0,18000000.0
2019-07-03,2665,2690,2565,2565,309218,46170.0,18000000.0
2019-07-04,2565,2610,2500,2555,269884,45990.0,18000000.0
2019-07-05,2555,2630,2530,2585,187028,46530.0,18000000.0
2019-07-08,2555,2595,2365,2390,276733,43020.0,18000000.0
2019-07-09,2390,2475,2350,2435,181357,43830.0,18000000.0
2019-07-10,2415,2680,2410,2570,1301956,46260.0,18000000.0
2019-07-11,2530,2790,2530,2600,1067396,46800.0,18000000.0
2019-07-12,2610,2660,2565,2595,301040,46710.0,18000000.0
2019-07-15,2600,2610,2495,2500,161401,45000.0,18000000.0
2019-07-16,2510,2695,2495,2610,460517,46980.0,18000000.0
2019-07-17,2570,2615,2525,2540,122586,45720.0,18000000.0
2019-07-18,2605,2665,2540,2620,322865,47160.0,18000000.0
2019-07-19,2610,2635,2530,2600,174580,46800.0,18000000.0
2019-07-22,2600,2655,2545,2635,133696,47430.0,18000000.0
2019-07-23,2650,3380,2650,3000,21995219,54000.0,18000000.0
2019-07-24,3050,3100,2930,3065,3718501,55170.0,18000000.0
2019-07-25,3015,3125,2855,2900,2700827,52200.0,18000000.0
2019-07-26,2855,3000,2785,3000,1795655,54000.0,18000000.0
2019-07-29,2965,2975,2805,2905,1667416,52290.0,18000000.0
2019-07-30,2855,3060,2845,3045,2748292,54810.0,18000000.0
2019-07-31,3040,3180,2960,3085,2975113,55530.0,18000000.0
2019-08-01,3090,3140,2800,2810,2245273,50580.0,18000000.0
2019-08-02,2810,3040,2795,2880,1073306,51840.0,18000000.0
2019-08-05,2860,3000,2650,2650,1083759,47700.0,18000000.0
2019-08-06,2510,2685,2215,2400,1065491,43200.0,18000000.0
2019-08-07,2360,2560,2350,2425,556184,43650.0,18000000.0
2019-08-08,2430,2540,2430,2510,413949,45180.0,18000000.0
2019-08-09,2545,2575,2435,2500,296156,45000.0,18000000.0
2019-08-12,2510,2530,2435,2490,194066,44820.0,18000000.0
2019-08-13,2475,2755,2445,2610,1071169,46980.0,18000000.0
2019-08-14,2610,2670,2545,2565,402796,46170.0,18000000.0
2019-08-16,2555,2555,2360,2370,456829,42660.0,18000000.0
2019-08-19,2370,2465,2370,2440,187228,43920.0,18000000.0
2019-08-20,2455,2545,2440,2545,256604,45810.0,18000000.0
2019-08-21,2530,2605,2520,2585,216763,46530.0,18000000.0
2019-08-22,2600,2605,2505,2520,148776,45360.0,18000000.0
2019-08-23,2480,2550,2460,2510,104599,45180.0,18000000.0
2019-08-26,2450,2485,2380,2400,142531,43200.0,18000000.0
2019-08-27,2405,2535,2405,2435,147558,43830.0,18000000.0
2019-08-28,2465,2500,2420,2500,101440,45000.0,18000000.0
2019-08-29,2535,2535,2420,2440,159644,43920.0,18000000.0
2019-08-30,2455,2500,2450,2475,135169,44550.0,18000000.0
2019-09-02,2465,2560,2400,2540,259815,45720.0,18000000.0
2019-09-03,2565,2585,2500,2540,149134,45720.0,18000000.0
2019-09-04,2550,2630,2510,2590,240894,46620.0,18000000.0
2019-09-05,2605,2665,2575,2630,217285,47340.0,18000000.0
2019-09-06,2645,2690,2560,2635,266802,47430.0,18000000.0
2019-09-09,2695,2695,2620,2650,188206,47700.0,18000000.0
2019-09-10,2640,2700,2635,2635,163654,47430.0,18000000.0
2019-09-11,2640,2680,2620,2645,93477,47610.0,18000000.0
