이글루시큐리티(067920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-14,6341,6541,6333,6400,125533,57600.0,7500000.0
2010-09-15,6391,6425,6325,6400,83961,57600.0,7500000.0
2010-09-16,6441,6524,6366,6375,60542,57375.0,7500000.0
2010-09-17,6300,6424,6300,6342,68216,57075.0,7500000.0
2010-09-20,6375,6391,6308,6367,48704,57300.0,7500000.0
2010-09-24,6350,6475,6350,6417,49774,57750.0,7500000.0
2010-09-27,6433,6450,6391,6425,63219,57825.0,7500000.0
2010-09-28,6416,6450,6324,6375,66055,57375.0,7500000.0
2010-09-29,6366,6375,6291,6317,95647,56850.0,7500000.0
2010-09-30,6366,6608,6324,6342,275919,57075.0,7500000.0
2010-10-01,6416,6450,6358,6383,46845,57450.0,7500000.0
2010-10-04,6424,6516,6374,6442,72498,57975.0,7500000.0
2010-10-05,6458,6750,6391,6600,245048,59400.0,7500000.0
2010-10-06,6666,6891,6608,6667,188630,60000.0,7500000.0
2010-10-07,6716,6716,6591,6692,107200,60225.0,7500000.0
2010-10-08,6716,6774,6658,6692,77057,60225.0,7500000.0
2010-10-11,6750,6916,6708,6917,146129,62250.0,7500000.0
2010-10-12,6991,7383,6916,7275,306090,65475.0,7500000.0
2010-10-13,7250,7250,7008,7108,154691,63975.0,7500000.0
2010-10-14,7166,7166,6925,7100,140448,63900.0,7500000.0
2010-10-15,7125,7150,6933,7000,79414,63000.0,7500000.0
2010-10-18,7150,7291,7041,7242,132230,65175.0,7500000.0
2010-10-19,7316,7316,7083,7083,72251,63750.0,7500000.0
2010-10-20,6966,7125,6958,7000,68325,63000.0,7500000.0
2010-10-21,7041,7091,6975,7083,49590,63750.0,7500000.0
2010-10-22,7041,7116,6883,6933,48115,62400.0,7500000.0
2010-10-25,6941,7133,6841,7083,62259,63750.0,7500000.0
2010-10-26,7166,7183,7016,7083,60948,63750.0,7500000.0
2010-10-27,7200,7400,7091,7300,123663,65700.0,7500000.0
2010-10-28,7300,7325,7216,7233,42527,65100.0,7500000.0
2010-10-29,7291,7308,7100,7192,56917,64725.0,7500000.0
2010-11-01,7275,7308,7166,7267,71757,65400.0,7500000.0
2010-11-02,7275,7850,7250,7508,296103,67575.0,7500000.0
2010-11-03,7625,7625,7350,7483,93224,67350.0,7500000.0
2010-11-04,7458,7625,7408,7500,65224,67500.0,7500000.0
2010-11-05,7525,7625,7341,7342,98854,66075.0,7500000.0
2010-11-08,7350,7391,6983,7000,114111,63000.0,7500000.0
2010-11-09,7000,7000,6566,6583,201189,59250.0,7500000.0
2010-11-10,6608,6783,6500,6750,63918,60750.0,7500000.0
2010-11-11,6783,6783,6458,6508,162777,58575.0,7500000.0
2010-11-12,6625,6625,6358,6467,89029,58200.0,7500000.0
2010-11-15,6375,6641,6375,6475,72314,58275.0,7500000.0
2010-11-16,6375,6550,6375,6508,40665,58575.0,7500000.0
2010-11-17,6341,6566,6341,6458,32818,58125.0,7500000.0
2010-11-18,6516,6533,6416,6525,23639,58725.0,7500000.0
2010-11-19,6525,6541,6433,6525,21625,58725.0,7500000.0
2010-11-22,6450,6558,6450,6500,37975,58500.0,7500000.0
2010-11-23,6500,6550,6400,6417,54367,57750.0,7500000.0
2010-11-24,6125,6250,5458,6200,67612,55800.0,7500000.0
2010-11-25,6241,6291,6183,6208,19194,55875.0,7500000.0
2010-11-26,6166,6233,6050,6050,36731,54450.0,7500000.0
2010-11-29,6050,6066,5883,6017,29366,54150.0,7500000.0
2010-11-30,6008,6166,5975,6167,18103,55500.0,7500000.0
2010-12-01,6166,6283,6133,6158,8334,55425.0,7500000.0
2010-12-02,6208,6208,6091,6125,27786,55125.0,7500000.0
2010-12-03,6166,6166,6108,6125,10399,55125.0,7500000.0
2010-12-06,6141,6150,6091,6117,20103,55050.0,7500000.0
2010-12-07,6083,6141,6083,6092,14311,54825.0,7500000.0
2010-12-08,6175,6175,6075,6083,12809,54750.0,7500000.0
2010-12-09,6100,6200,6075,6108,9855,54975.0,7500000.0
2010-12-10,6225,6225,6116,6117,23382,55050.0,7500000.0
2010-12-13,6133,6183,6024,6142,30000,55275.0,7500000.0
2010-12-14,6166,6183,6125,6167,12824,55500.0,7500000.0
2010-12-15,6200,6425,6133,6250,32036,56250.0,7500000.0
2010-12-16,6341,6441,6250,6383,15260,57450.0,7500000.0
2010-12-17,6283,6400,6208,6267,31096,56400.0,7500000.0
2010-12-20,6241,6250,5950,6083,35864,54750.0,7500000.0
2010-12-21,6075,6225,6041,6150,9304,55350.0,7500000.0
2010-12-22,6291,6291,6083,6200,22609,55800.0,7500000.0
2010-12-23,6175,6233,6116,6200,15777,55800.0,7500000.0
2010-12-24,6200,6541,6083,6133,30870,55200.0,7500000.0
2010-12-27,6216,6216,6083,6150,19188,55350.0,7500000.0
2010-12-28,6150,6158,6066,6125,17107,55125.0,7500000.0
2010-12-29,6125,6141,6083,6117,5249,55050.0,7500000.0
2010-12-30,6216,6216,6141,6175,4566,55575.0,7500000.0
2011-01-03,6175,6300,6175,6250,14834,56250.0,7500000.0
2011-01-04,6324,6324,6250,6292,26726,56625.0,7500000.0
2011-01-05,6300,6300,6208,6275,5524,56475.0,7500000.0
2011-01-06,6316,6316,6150,6208,16632,55875.0,7500000.0
2011-01-07,6241,6400,6124,6292,32379,56625.0,7500000.0
2011-01-10,6208,6350,6208,6283,14808,56550.0,7500000.0
2011-01-11,6250,6333,6174,6242,10817,56175.0,7500000.0
2011-01-12,6275,6275,6166,6200,23798,55800.0,7500000.0
2011-01-13,6216,6300,6166,6250,12087,56250.0,7500000.0
2011-01-14,6250,6291,6183,6208,12730,55875.0,7500000.0
2011-01-17,6208,6291,6175,6208,20459,55875.0,7500000.0
2011-01-18,6266,6266,6166,6208,16717,55875.0,7500000.0
2011-01-19,6250,6250,6133,6158,15635,55425.0,7500000.0
2011-01-20,6183,6233,6066,6158,21650,55425.0,7500000.0
2011-01-21,6166,6166,6083,6133,18546,55200.0,7500000.0
2011-01-24,6141,6208,6083,6133,11154,55200.0,7500000.0
2011-01-25,6174,6174,6116,6125,16171,55125.0,7500000.0
2011-01-26,6083,6175,6083,6083,14820,54750.0,7500000.0
2011-01-27,6158,6283,6041,6250,27478,56250.0,7500000.0
2011-01-28,6274,6358,6191,6292,15425,56625.0,7500000.0
2011-01-31,6283,6283,6091,6100,10128,54900.0,7500000.0
2011-02-01,6200,6200,5991,6033,13122,54300.0,7500000.0
2011-02-07,6008,6141,6008,6083,19104,54750.0,7500000.0
2011-02-08,6041,6116,5958,5992,16202,53925.0,7500000.0
2011-02-09,6075,6075,5908,5917,13987,53250.0,7500000.0
2011-02-10,5966,5966,5808,5917,17012,53250.0,7500000.0
2011-02-11,5791,5891,5766,5867,39454,52800.0,7500000.0
2011-02-14,5866,5875,5658,5667,32313,51000.0,7500000.0
2011-02-15,5816,5816,5508,5567,29217,50100.0,7500000.0
2011-02-16,5650,5650,5541,5633,12306,50700.0,7500000.0
2011-02-17,5658,5675,5491,5500,12461,49500.0,7500000.0
2011-02-18,5458,5658,5424,5442,16911,48975.0,7500000.0
2011-02-21,5441,5550,5333,5442,30399,48975.0,7500000.0
2011-02-22,5333,5483,5316,5392,10416,48525.0,7500000.0
2011-02-23,5275,5450,5266,5308,11682,47775.0,7500000.0
2011-02-24,5200,5350,5125,5125,35267,46125.0,7500000.0
2011-02-25,5125,5341,5058,5208,19011,46875.0,7500000.0
2011-02-28,5208,5250,5066,5100,5021,45900.0,7500000.0
2011-03-02,4958,5141,4958,5083,18566,45750.0,7500000.0
2011-03-03,4850,5000,4850,4942,25354,44475.0,7500000.0
2011-03-04,4941,5200,4908,5158,57141,46425.0,7500000.0
2011-03-07,5091,5208,4950,4975,29570,44775.0,7500000.0
2011-03-08,4975,5008,4916,5000,17957,45000.0,7500000.0
2011-03-09,5008,5266,5000,5242,142552,47175.0,7500000.0
2011-03-10,5241,5324,5075,5142,32640,46275.0,7500000.0
2011-03-11,5091,5216,5075,5175,23986,46575.0,7500000.0
2011-03-14,5075,5175,4841,5058,66640,45525.0,7500000.0
2011-03-15,5083,5083,4858,4975,87043,44775.0,7500000.0
2011-03-16,5033,5216,4950,5200,51492,46800.0,7500000.0
2011-03-17,5125,5291,4991,5283,46513,47550.0,7500000.0
2011-03-18,5283,5316,5200,5283,34265,47550.0,7500000.0
2011-03-21,5325,5641,5291,5617,49569,50550.0,7500000.0
2011-03-22,5566,5741,5458,5617,55200,50550.0,7500000.0
2011-03-23,5608,5808,5566,5775,32815,51975.0,7500000.0
2011-03-24,5775,5916,5708,5708,65120,51375.0,7500000.0
2011-03-25,5725,5841,5716,5825,41505,52425.0,7500000.0
2011-03-28,5874,5941,5841,5892,33662,53025.0,7500000.0
2011-03-29,5933,5933,5775,5867,46911,52800.0,7500000.0
2011-03-30,5883,5883,5716,5733,15418,51600.0,7500000.0
2011-03-31,5766,5766,5450,5542,23355,49875.0,7500000.0
2011-04-01,5575,5575,5483,5508,10896,49575.0,7500000.0
2011-04-04,5575,5575,5475,5533,13337,49800.0,7500000.0
2011-04-05,5583,5583,5466,5467,9378,49200.0,7500000.0
2011-04-06,5466,5650,5416,5617,26433,50550.0,7500000.0
2011-04-07,5625,5733,5558,5708,10241,51375.0,7500000.0
2011-04-08,5658,5741,5641,5650,18941,50850.0,7500000.0
2011-04-11,5750,5750,5624,5675,9339,51075.0,7500000.0
2011-04-12,5674,5750,5666,5692,5636,51225.0,7500000.0
2011-04-13,5750,5750,5416,5708,18214,51375.0,7500000.0
2011-04-14,5708,5750,5591,5625,21690,50625.0,7500000.0
2011-04-15,5666,5875,5666,5850,48957,52650.0,7500000.0
2011-04-18,5925,6200,5908,6167,70794,55500.0,7500000.0
2011-04-19,6166,6300,6074,6192,73011,55725.0,7500000.0
2011-04-20,6241,6283,6183,6250,38804,56250.0,7500000.0
2011-04-21,6291,6316,6091,6167,24837,55500.0,7500000.0
2011-04-22,6233,6250,6058,6092,32734,54825.0,7500000.0
2011-04-25,6125,6274,5941,6225,46472,56025.0,7500000.0
2011-04-26,6225,6266,6166,6233,15606,56100.0,7500000.0
2011-04-27,6250,6250,6083,6167,17561,55500.0,7500000.0
2011-04-28,6166,6166,5958,6058,15431,54525.0,7500000.0
2011-04-29,5916,6124,5916,6042,9419,54375.0,7500000.0
2011-05-02,6041,6191,5950,6183,25115,55650.0,7500000.0
2011-05-03,6266,6266,6083,6133,15343,55200.0,7500000.0
2011-05-04,6250,6733,6250,6258,129919,56325.0,7500000.0
2011-05-06,6258,6258,5983,6000,33712,54000.0,7500000.0
2011-05-09,6241,6241,5925,5933,8628,53400.0,7500000.0
2011-05-11,5950,5966,5875,5875,9996,52875.0,7500000.0
2011-05-12,5841,5958,5725,5825,6979,52425.0,7500000.0
2011-05-13,5833,5966,5791,5800,6054,52200.0,7500000.0
2011-05-16,5833,6041,5758,6042,46789,54375.0,7500000.0
2011-05-17,6041,6041,5908,6008,470,54075.0,7500000.0
2011-05-18,6008,6075,5916,5983,819,53850.0,7500000.0
2011-05-19,6083,6116,5858,5992,11011,53925.0,7500000.0
2011-05-20,6041,6041,5774,5792,4256,52125.0,7500000.0
2011-05-23,5766,5766,5574,5742,10885,51675.0,7500000.0
2011-05-24,5816,5816,5708,5742,1347,51675.0,7500000.0
2011-05-25,5800,5800,5633,5667,2659,51000.0,7500000.0
2011-05-26,5791,5791,5425,5567,11299,50100.0,7500000.0
2011-05-27,5566,5750,5566,5608,11776,50475.0,7500000.0
2011-05-30,5583,5750,5541,5583,9796,50250.0,7500000.0
2011-05-31,5591,5800,5416,5800,13091,52200.0,7500000.0
2011-06-01,5908,5908,5608,5792,1936,52125.0,7500000.0
2011-06-02,5783,5783,5508,5542,6281,49875.0,7500000.0
2011-06-03,5541,5741,5541,5658,15210,50925.0,7500000.0
2011-06-07,5625,5750,5625,5625,1733,50625.0,7500000.0
2011-06-08,5708,5708,5583,5692,7051,51225.0,7500000.0
2011-06-09,5708,5716,5575,5700,7237,51300.0,7500000.0
2011-06-10,5700,5750,5583,5592,3078,50325.0,7500000.0
2011-06-13,5541,5625,5533,5608,2555,50475.0,7500000.0
2011-06-14,5433,5700,5433,5600,1858,50400.0,7500000.0
2011-06-15,5583,5708,5441,5617,1741,50550.0,7500000.0
2011-06-16,5500,5700,5466,5700,8475,51300.0,7500000.0
2011-06-17,5700,5700,5500,5500,4877,49500.0,7500000.0
2011-06-20,5516,5675,5500,5508,10481,49575.0,7500000.0
2011-06-21,5700,5700,5500,5567,2739,50100.0,7500000.0
2011-06-22,5583,5700,5566,5683,1958,51150.0,7500000.0
2011-06-23,5750,5750,5500,5708,4799,51375.0,7500000.0
2011-06-24,5708,5891,5641,5833,11546,52500.0,7500000.0
2011-06-27,5866,5866,5641,5825,7079,52425.0,7500000.0
2011-06-28,5850,5916,5816,5825,12463,52425.0,7500000.0
2011-06-29,5791,5891,5766,5767,538,51900.0,7500000.0
2011-06-30,5783,5866,5733,5733,959,51600.0,7500000.0
2011-07-01,5916,5916,5750,5833,7282,52500.0,7500000.0
2011-07-04,5875,5900,5666,5833,7818,52500.0,7500000.0
2011-07-05,5916,5916,5791,5883,18204,52950.0,7500000.0
2011-07-06,5916,5916,5825,5883,301,52950.0,7500000.0
2011-07-07,5883,5958,5833,5950,20069,53550.0,7500000.0
2011-07-08,5833,5958,5833,5833,627,52500.0,7500000.0
2011-07-11,5008,6000,5008,5892,12680,53025.0,7500000.0
2011-07-12,5833,5908,5691,5833,6743,52500.0,7500000.0
2011-07-13,5666,5900,5666,5750,9459,51750.0,7500000.0
2011-07-14,5791,5875,5750,5767,12961,51900.0,7500000.0
2011-07-15,5833,5900,5758,5783,4517,52050.0,7500000.0
2011-07-18,5833,5916,5833,5917,20854,53250.0,7500000.0
2011-07-19,5958,5983,5874,5925,10181,53325.0,7500000.0
2011-07-20,5924,5966,5833,5942,37949,53475.0,7500000.0
2011-07-21,5941,5983,5933,5958,13513,53625.0,7500000.0
2011-07-22,5941,6016,5941,6017,18344,54150.0,7500000.0
2011-07-25,6200,6200,5908,6042,12447,54375.0,7500000.0
2011-07-26,5933,6041,5875,6000,707,54000.0,7500000.0
2011-07-27,6000,6041,5883,5983,10082,53850.0,7500000.0
2011-07-28,5833,5975,5833,5975,13506,53775.0,7500000.0
2011-07-29,5975,5983,5841,5967,9089,53700.0,7500000.0
2011-08-01,5966,6075,5933,6000,33163,54000.0,7500000.0
2011-08-02,5841,6041,5841,6008,16509,54075.0,7500000.0
2011-08-03,5833,6033,5833,6000,8751,54000.0,7500000.0
2011-08-04,6041,6041,5916,5992,17325,53925.0,7500000.0
2011-08-05,5358,5875,5333,5433,31187,48900.0,7500000.0
2011-08-08,5424,5824,5266,5392,30608,48525.0,7500000.0
2011-08-09,5216,5258,5000,5100,16331,45900.0,7500000.0
2011-08-10,5191,5416,5191,5317,9211,47850.0,7500000.0
2011-08-11,5483,5908,5250,5750,34325,51750.0,7500000.0
2011-08-12,5908,5916,5541,5542,18678,49875.0,7500000.0
2011-08-16,5633,5950,5633,5725,7771,51525.0,7500000.0
2011-08-17,5825,5825,5608,5725,3882,51525.0,7500000.0
2011-08-18,5775,6583,5666,6583,256808,59250.0,7500000.0
2011-08-19,6583,7116,5666,5667,579260,51000.0,7500000.0
2011-08-22,5916,6000,5433,5583,166846,50250.0,7500000.0
2011-08-23,5725,5808,5416,5558,61083,50025.0,7500000.0
2011-08-24,5700,6000,5558,5767,121018,51900.0,7500000.0
2011-08-25,5975,6541,5825,5917,527678,53250.0,7500000.0
2011-08-26,6058,6058,5850,5958,77312,53625.0,7500000.0
2011-08-29,5958,6050,5891,5992,96024,53925.0,7500000.0
2011-08-30,6150,6150,5724,5842,99337,52575.0,7500000.0
2011-08-31,6000,6225,5941,6083,167464,54750.0,7500000.0
2011-09-01,6416,6825,6175,6350,406109,57150.0,7500000.0
2011-09-02,6408,6583,6108,6333,154064,57000.0,7500000.0
2011-09-05,6291,6458,5966,6183,121954,55650.0,7500000.0
2011-09-06,6166,6166,5708,5708,108000,51375.0,7500000.0
2011-09-07,5833,5874,5641,5792,54011,52125.0,7500000.0
2011-09-08,5816,5891,5691,5708,32209,51375.0,7500000.0
2011-09-09,5675,5816,5583,5583,37510,50250.0,7500000.0
2011-09-14,5358,5558,5250,5250,81880,47250.0,7500000.0
2011-09-15,5333,5416,5166,5167,19054,46500.0,7500000.0
2011-09-16,5333,5374,5208,5342,19708,48075.0,7500000.0
2011-09-19,5325,5675,5166,5417,25518,48750.0,7500000.0
2011-09-20,5441,5441,5175,5350,20615,48150.0,7500000.0
2011-09-21,5441,5525,5291,5417,24729,48750.0,7500000.0
2011-09-22,5316,5333,5166,5208,43580,46875.0,7500000.0
2011-09-23,5041,5325,4975,5208,33444,46875.0,7500000.0
2011-09-26,5358,5608,4966,5000,62870,45000.0,7500000.0
2011-09-27,5008,5166,5008,5125,14755,46125.0,7500000.0
2011-09-28,5408,5408,5091,5092,15226,45825.0,7500000.0
2011-09-29,4958,5158,4950,5158,30538,46425.0,7500000.0
2011-09-30,5200,5275,5033,5250,23126,47250.0,7500000.0
2011-10-04,5166,5374,5083,5117,10973,46050.0,7500000.0
2011-10-05,5116,5166,4933,4958,24695,44625.0,7500000.0
2011-10-06,5083,5091,5000,5025,12240,45225.0,7500000.0
2011-10-07,5083,5208,5066,5083,7440,45750.0,7500000.0
2011-10-10,5100,5241,5100,5192,6624,46725.0,7500000.0
2011-10-11,5258,5458,5208,5358,23804,48225.0,7500000.0
2011-10-12,5400,5408,5258,5383,8637,48450.0,7500000.0
2011-10-13,5375,5408,5200,5200,16619,46800.0,7500000.0
2011-10-14,5141,5333,5141,5308,9012,47775.0,7500000.0
2011-10-17,5333,5500,5333,5450,21307,49050.0,7500000.0
2011-10-18,5383,5791,5375,5700,173277,51300.0,7500000.0
2011-10-19,5650,5783,5625,5708,28041,51375.0,7500000.0
2011-10-20,5774,5774,5391,5542,66473,49875.0,7500000.0
2011-10-21,5541,5550,5308,5500,31245,49500.0,7500000.0
2011-10-24,5616,5883,5433,5867,117134,52800.0,7500000.0
2011-10-25,5833,5866,5666,5767,29047,51900.0,7500000.0
2011-10-26,5833,5833,5616,5733,26250,51600.0,7500000.0
2011-10-27,5775,5891,5708,5850,45406,52650.0,7500000.0
2011-10-28,5850,5933,5775,5850,28180,52650.0,7500000.0
2011-10-31,5924,6000,5500,5692,54600,51225.0,7500000.0
2011-11-01,5691,5708,5466,5667,18343,51000.0,7500000.0
2011-11-02,5466,5625,5416,5608,27565,50475.0,7500000.0
2011-11-03,5625,5625,5383,5383,57374,48450.0,7500000.0
2011-11-04,5525,5541,5400,5517,17379,49650.0,7500000.0
2011-11-07,5608,5658,5441,5533,8476,49800.0,7500000.0
2011-11-08,5466,5558,5375,5483,42379,49350.0,7500000.0
2011-11-09,5533,5791,5400,5567,58844,50100.0,7500000.0
2011-11-10,5566,5566,5316,5333,41108,48000.0,7500000.0
2011-11-11,5375,5458,5333,5333,18211,48000.0,7500000.0
2011-11-14,5358,5416,5333,5358,21357,48225.0,7500000.0
2011-11-15,5483,5483,5316,5358,20583,48225.0,7500000.0
2011-11-16,5358,5500,5333,5342,17063,48075.0,7500000.0
2011-11-17,5316,5525,5316,5467,79216,49200.0,7500000.0
2011-11-18,5441,5441,5325,5417,18393,48750.0,7500000.0
2011-11-21,5350,5400,5300,5308,6133,47775.0,7500000.0
2011-11-22,5291,5333,5241,5308,21422,47775.0,7500000.0
2011-11-23,5316,5400,5241,5242,10747,47175.0,7500000.0
2011-11-24,5275,5341,5208,5317,5874,47850.0,7500000.0
2011-11-25,5366,5366,5233,5317,7695,47850.0,7500000.0
2011-11-28,5408,5408,5183,5292,4574,47625.0,7500000.0
2011-11-29,5350,5374,5274,5325,7618,47925.0,7500000.0
2011-11-30,5325,5358,5233,5317,3173,47850.0,7500000.0
2011-12-01,5300,5441,5225,5433,88982,48900.0,7500000.0
2011-12-02,5300,5550,5300,5517,16152,49650.0,7500000.0
2011-12-05,5641,6000,5458,5667,236633,51000.0,7500000.0
2011-12-06,5800,5800,5583,5750,63977,51750.0,7500000.0
2011-12-07,5791,5866,5716,5767,89447,51900.0,7500000.0
2011-12-08,5750,5841,5591,5667,35875,51000.0,7500000.0
2011-12-09,5666,5758,5466,5742,33579,51675.0,7500000.0
2011-12-12,5800,6141,5750,6033,54103,54300.0,7500000.0
2011-12-13,6041,6066,5841,6042,33076,54375.0,7500000.0
2011-12-14,5958,6116,5958,6025,33483,54225.0,7500000.0
2011-12-15,6066,6066,5750,5850,22597,52650.0,7500000.0
2011-12-16,5850,6000,5708,5775,14267,51975.0,7500000.0
2011-12-19,5758,5850,5058,5417,62445,48750.0,7500000.0
2011-12-20,5525,5533,5333,5450,10850,49050.0,7500000.0
2011-12-21,5624,5800,5458,5792,19590,52125.0,7500000.0
2011-12-22,5833,5875,5758,5867,21187,52800.0,7500000.0
2011-12-23,5866,5958,5758,5892,46388,53025.0,7500000.0
2011-12-26,5916,5916,5750,5833,14194,52500.0,7500000.0
2011-12-27,5900,6066,5625,5725,111886,51525.0,7500000.0
2011-12-28,5674,5866,5674,5825,3385,52425.0,7500000.0
2011-12-29,5816,6000,5666,5983,15494,53850.0,7500000.0
2012-01-02,5983,5983,5783,5783,18773,52050.0,7500000.0
2012-01-03,5875,5908,5750,5833,13893,52500.0,7500000.0
2012-01-04,5758,6008,5716,5933,29954,53400.0,7500000.0
2012-01-05,5991,5991,5833,5917,18527,53250.0,7500000.0
2012-01-06,5966,5966,5800,5867,14168,52800.0,7500000.0
2012-01-09,5866,5908,5733,5733,9629,51600.0,7500000.0
2012-01-10,5791,5841,5733,5767,13758,51900.0,7500000.0
2012-01-11,5758,5866,5750,5808,17243,52275.0,7500000.0
2012-01-12,5808,5824,5708,5742,15795,51675.0,7500000.0
2012-01-13,5774,5833,5674,5792,7870,52125.0,7500000.0
2012-01-16,5791,5825,5625,5733,7990,51600.0,7500000.0
2012-01-17,5666,5775,5666,5708,8046,51375.0,7500000.0
2012-01-18,5683,5733,5608,5692,13683,51225.0,7500000.0
2012-01-19,5674,5691,5641,5642,9441,50775.0,7500000.0
2012-01-20,5666,5675,5616,5633,20217,50700.0,7500000.0
2012-01-25,5666,5675,5558,5558,62277,50025.0,7500000.0
2012-01-26,5625,5700,5566,5700,5768,51300.0,7500000.0
2012-01-27,5708,5783,5583,5650,14793,50850.0,7500000.0
2012-01-30,5741,5741,5583,5650,11242,50850.0,7500000.0
2012-01-31,5741,5741,5574,5625,19636,50625.0,7500000.0
2012-02-01,5725,5725,5575,5583,14775,50250.0,7500000.0
2012-02-02,5666,5716,5583,5717,20501,51450.0,7500000.0
2012-02-03,5716,5791,5666,5767,8127,51900.0,7500000.0
2012-02-06,5808,5816,5658,5750,23506,51750.0,7500000.0
2012-02-07,5708,5750,5575,5733,20626,51600.0,7500000.0
2012-02-08,5825,5825,5625,5667,14485,51000.0,7500000.0
2012-02-09,5775,5775,5591,5700,19702,51300.0,7500000.0
2012-02-10,5816,5816,5633,5642,12756,50775.0,7500000.0
2012-02-13,5658,5666,5566,5667,31988,51000.0,7500000.0
2012-02-14,5666,5691,5583,5592,19079,50325.0,7500000.0
2012-02-15,5583,5641,5566,5592,31130,50325.0,7500000.0
2012-02-16,5641,5641,5558,5575,14161,50175.0,7500000.0
2012-02-17,5566,5666,5541,5550,20997,49950.0,7500000.0
2012-02-20,5641,5750,5541,5550,14728,49950.0,7500000.0
2012-02-21,5641,5641,5541,5608,22820,50475.0,7500000.0
2012-02-22,5583,5625,5558,5608,4780,50475.0,7500000.0
2012-02-23,5566,5666,5566,5608,9624,50475.0,7500000.0
2012-02-24,5608,5666,5566,5608,13986,50475.0,7500000.0
2012-02-27,5608,5675,5583,5617,11611,50550.0,7500000.0
2012-02-28,5591,5716,5591,5683,22427,51150.0,7500000.0
2012-02-29,5683,5783,5674,5692,7959,51225.0,7500000.0
2012-03-02,5758,5758,5666,5708,6206,51375.0,7500000.0
2012-03-05,5708,5783,5583,5692,10871,51225.0,7500000.0
2012-03-06,5591,5750,5583,5633,16781,50700.0,7500000.0
2012-03-07,5591,5633,5566,5575,7171,50175.0,7500000.0
2012-03-08,5733,5733,5533,5700,43993,51300.0,7500000.0
2012-03-09,5741,5741,5583,5583,24048,50250.0,7500000.0
2012-03-12,5708,5708,5591,5617,10898,50550.0,7500000.0
2012-03-13,5600,5675,5600,5650,9043,50850.0,7500000.0
2012-03-14,5708,5708,5591,5625,7417,50625.0,7500000.0
2012-03-15,5691,5691,5525,5567,11065,50100.0,7500000.0
2012-03-16,5516,5608,5416,5433,28316,48900.0,7500000.0
2012-03-19,5450,5466,5408,5433,52638,48900.0,7500000.0
2012-03-20,5433,5525,5333,5433,17754,48900.0,7500000.0
2012-03-21,5433,5491,5333,5383,7473,48450.0,7500000.0
2012-03-22,5333,5408,5266,5267,11756,47400.0,7500000.0
2012-03-23,5266,5358,5058,5200,21958,46800.0,7500000.0
2012-03-26,5175,5200,5083,5125,15305,46125.0,7500000.0
2012-03-27,5125,5258,5083,5258,2733,47325.0,7500000.0
2012-03-28,5341,5341,5083,5125,13550,46125.0,7500000.0
2012-03-29,5133,5191,5100,5125,13729,46125.0,7500000.0
2012-03-30,5125,5216,5058,5125,4990,46125.0,7500000.0
2012-04-02,5133,5241,5100,5117,4086,46050.0,7500000.0
2012-04-03,5291,5291,5116,5167,7401,46500.0,7500000.0
2012-04-04,5208,5208,5108,5117,10956,46050.0,7500000.0
2012-04-05,5241,5241,5050,5125,5685,46125.0,7500000.0
2012-04-06,5041,5166,5041,5100,5357,45900.0,7500000.0
2012-04-09,5083,5150,5000,5058,5868,45525.0,7500000.0
2012-04-10,5058,5108,5025,5067,5643,45600.0,7500000.0
