케어젠(214370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-23,121200,125000,121000,122500,48908,1311975.0,10710000.0
2016-08-24,121700,124000,120600,122300,34706,1309833.0,10710000.0
2016-08-25,121500,123200,120800,122500,19336,1311975.0,10710000.0
2016-08-26,121700,123900,121200,122800,22193,1315188.0,10710000.0
2016-08-29,121500,123100,118000,118100,53818,1264851.0,10710000.0
2016-08-30,118900,119300,117000,117400,39790,1257354.0,10710000.0
2016-08-31,116800,119700,111700,119700,67748,1281987.0,10710000.0
2016-09-01,119700,120500,117400,117500,29332,1258425.0,10710000.0
2016-09-02,119000,119500,116300,118000,39514,1263780.0,10710000.0
2016-09-05,119600,119900,117700,118000,24646,1263780.0,10710000.0
2016-09-06,118100,119200,114000,115000,36962,1231650.0,10710000.0
2016-09-07,114300,115100,110300,110300,81974,1181313.0,10710000.0
2016-09-08,110500,115800,108700,113800,69090,1218798.0,10710000.0
2016-09-09,114000,115800,110000,112900,38067,1209159.0,10710000.0
2016-09-12,110200,111700,108600,108600,31206,1163106.0,10710000.0
2016-09-13,109600,110600,106200,107800,38758,1154538.0,10710000.0
2016-09-19,107500,109900,107300,109400,21493,1171674.0,10710000.0
2016-09-20,109000,112300,107300,111700,35680,1196307.0,10710000.0
2016-09-21,111700,115100,111400,113500,36800,1215585.0,10710000.0
2016-09-22,114000,117500,113600,115500,42930,1237005.0,10710000.0
2016-09-23,116400,116400,113800,115500,22411,1237005.0,10710000.0
2016-09-26,114600,114700,112100,112100,35591,1200591.0,10710000.0
2016-09-27,111100,111200,107800,109200,77545,1169532.0,10710000.0
2016-09-28,110000,110400,107600,107700,61614,1153467.0,10710000.0
2016-09-29,108500,109300,107000,107700,79586,1153467.0,10710000.0
2016-09-30,107100,107700,100900,102300,141659,1095633.0,10710000.0
2016-10-04,102000,105400,100000,103900,70164,1112769.0,10710000.0
2016-10-05,103900,104500,102500,104400,32057,1118124.0,10710000.0
2016-10-06,104000,107600,104000,106500,30030,1140615.0,10710000.0
2016-10-07,105500,106500,100000,100000,74176,1071000.0,10710000.0
2016-10-10,100000,102200,99100,99700,51016,1067787.0,10710000.0
2016-10-11,100000,101600,99700,99700,31260,1067787.0,10710000.0
2016-10-12,98600,99900,96500,97000,58997,1038870.0,10710000.0
2016-10-13,97000,98000,91500,93100,100640,997101.0,10710000.0
2016-10-14,98000,99100,95400,96700,87037,1035657.0,10710000.0
2016-10-17,96100,97100,92500,92700,69271,992817.0,10710000.0
2016-10-18,91700,92700,88000,88500,107852,947835.0,10710000.0
2016-10-19,88500,95900,88500,95900,97479,1027089.0,10710000.0
2016-10-20,97000,99000,94100,95400,66018,1021734.0,10710000.0
2016-10-21,95700,95700,91400,94400,61832,1011024.0,10710000.0
2016-10-24,94400,95100,91900,93800,38626,1004598.0,10710000.0
2016-10-25,93300,94000,91000,91900,41520,984249.0,10710000.0
2016-10-26,90700,91800,88600,89100,51509,954261.0,10710000.0
2016-10-27,88400,103200,88400,102000,143154,1092420.0,10710000.0
2016-10-28,101000,101800,95700,95700,66894,1024947.0,10710000.0
2016-10-31,95100,96300,93200,94600,32823,1013166.0,10710000.0
2016-11-01,94000,97700,94000,95300,38062,1020663.0,10710000.0
2016-11-02,95100,95100,91000,91100,38526,975681.0,10710000.0
2016-11-03,91100,93700,91100,91600,25209,981036.0,10710000.0
2016-11-04,91500,93200,89400,92000,39632,985320.0,10710000.0
2016-11-07,93500,94900,90800,91100,42976,975681.0,10710000.0
2016-11-08,92200,92700,89500,90000,52827,963900.0,10710000.0
2016-11-09,90600,92200,83600,88600,99848,948906.0,10710000.0
2016-11-10,92000,94500,90600,93500,93912,1001385.0,10710000.0
2016-11-11,93500,97000,91300,95500,66547,1022805.0,10710000.0
2016-11-14,95000,98400,94700,96000,45033,1028160.0,10710000.0
2016-11-15,96700,97700,94200,95100,34625,1018521.0,10710000.0
2016-11-16,96000,96700,95100,96000,34705,1028160.0,10710000.0
2016-11-17,96100,96400,93900,94200,27272,1008882.0,10710000.0
2016-11-18,94900,96000,93900,95600,23151,1023876.0,10710000.0
2016-11-21,95700,96200,92900,93000,36138,996030.0,10710000.0
2016-11-22,92700,93500,89200,89200,79375,955332.0,10710000.0
2016-11-23,77000,77700,64400,65700,727014,703647.0,10710000.0
2016-11-24,65200,66200,60500,62000,424476,664020.0,10710000.0
2016-11-25,62000,66200,61700,66200,208123,709002.0,10710000.0
2016-11-28,65400,68700,65000,65100,149270,697221.0,10710000.0
2016-11-29,64300,70200,64300,70000,150668,749700.0,10710000.0
2016-11-30,70800,74100,68800,73600,121813,788256.0,10710000.0
2016-12-01,73300,76300,72400,75200,108087,805392.0,10710000.0
2016-12-02,74500,75100,71500,73000,74934,781830.0,10710000.0
2016-12-05,73000,73400,67700,68000,80885,728280.0,10710000.0
2016-12-06,68200,69700,67500,67700,45743,725067.0,10710000.0
2016-12-07,68200,78600,63300,71700,295217,767907.0,10710000.0
2016-12-08,73400,74700,69700,72400,131932,775404.0,10710000.0
2016-12-09,72400,75400,72200,74500,98018,797895.0,10710000.0
2016-12-12,74800,77400,74800,76100,59797,815031.0,10710000.0
2016-12-13,76300,77400,75200,75500,59542,808605.0,10710000.0
2016-12-14,76400,79500,76300,78900,77182,845019.0,10710000.0
2016-12-15,78000,81800,78000,80500,44883,862155.0,10710000.0
2016-12-16,80500,82100,79700,80300,45371,860013.0,10710000.0
2016-12-19,79700,80200,77900,78000,37787,835380.0,10710000.0
2016-12-20,78100,79500,78000,78800,23696,843948.0,10710000.0
2016-12-21,78900,79500,77500,78500,25914,840735.0,10710000.0
2016-12-22,78100,78600,76600,76700,39399,821457.0,10710000.0
2016-12-23,77000,79100,76300,77900,40145,834309.0,10710000.0
2016-12-26,78200,78900,77500,78600,28856,841806.0,10710000.0
2016-12-27,78900,79600,77900,79300,19650,849303.0,10710000.0
2016-12-28,79300,82600,78600,81900,37044,877149.0,10710000.0
2016-12-29,82000,86400,81100,82100,53601,879291.0,10710000.0
2017-01-02,82100,82100,78900,78900,30933,845019.0,10710000.0
2017-01-03,79000,79900,77100,77300,44460,827883.0,10710000.0
2017-01-04,77700,78600,77100,77700,27704,832167.0,10710000.0
2017-01-05,78500,78700,76300,77400,33707,828954.0,10710000.0
2017-01-06,77500,79200,76500,77100,39152,825741.0,10710000.0
2017-01-09,77200,77700,75100,75100,39168,804321.0,10710000.0
2017-01-10,74600,74800,71100,71300,71425,763623.0,10710000.0
2017-01-11,71600,72600,70900,71300,28806,763623.0,10710000.0
2017-01-12,71000,72500,70300,70900,29654,759339.0,10710000.0
2017-01-13,71000,74900,70000,73500,42785,787185.0,10710000.0
2017-01-16,73900,75400,71200,71500,33008,765765.0,10710000.0
2017-01-17,71600,72400,70600,71000,15612,760410.0,10710000.0
2017-01-18,71300,72200,69900,69900,24180,748629.0,10710000.0
2017-01-19,70400,70800,69100,69500,26333,744345.0,10710000.0
2017-01-20,69600,70500,68000,68100,23195,729351.0,10710000.0
2017-01-23,68500,70200,67600,68000,18622,728280.0,10710000.0
2017-01-24,68100,69200,64400,65400,56954,700434.0,10710000.0
2017-01-25,65700,66500,62000,65900,77395,705789.0,10710000.0
2017-01-26,66400,66400,64200,64400,22688,689724.0,10710000.0
2017-01-31,65000,65700,64400,65400,13631,700434.0,10710000.0
2017-02-01,64400,67900,64400,66800,16747,715428.0,10710000.0
2017-02-02,66800,68800,65900,67500,24948,722925.0,10710000.0
2017-02-03,68400,68400,66000,66300,17941,710073.0,10710000.0
2017-02-06,66300,67900,66100,67700,12558,725067.0,10710000.0
2017-02-07,67700,72500,67700,70500,55120,755055.0,10710000.0
2017-02-08,70500,70800,68900,69100,16195,740061.0,10710000.0
2017-02-09,69700,73300,66100,70500,93176,755055.0,10710000.0
2017-02-10,70700,72300,69600,70000,24802,749700.0,10710000.0
2017-02-13,69700,71000,68500,70500,18176,755055.0,10710000.0
2017-02-14,70200,70900,69500,70300,13357,752913.0,10710000.0
2017-02-15,70900,72800,70300,72000,37474,771120.0,10710000.0
2017-02-16,72400,73300,70700,70900,19638,759339.0,10710000.0
2017-02-17,71100,72100,70200,71200,12347,762552.0,10710000.0
2017-02-20,71800,72000,70400,71200,7540,762552.0,10710000.0
2017-02-21,71300,71500,70200,70300,13671,752913.0,10710000.0
2017-02-22,70300,70900,69100,69200,19254,741132.0,10710000.0
2017-02-23,69000,70800,69000,70300,14494,752913.0,10710000.0
2017-02-24,70100,71000,69700,70000,17229,749700.0,10710000.0
2017-02-27,69300,70700,69300,70400,13954,753984.0,10710000.0
2017-02-28,70500,70500,69000,69100,16910,740061.0,10710000.0
2017-03-02,69300,69300,67800,68000,11710,728280.0,10710000.0
2017-03-03,67200,68500,65500,66300,25152,710073.0,10710000.0
2017-03-06,66000,66700,65100,65400,23998,700434.0,10710000.0
2017-03-07,65400,66400,65300,66300,13802,710073.0,10710000.0
2017-03-08,66100,66100,63500,64700,43706,692937.0,10710000.0
2017-03-09,64700,64700,63200,64000,33814,685440.0,10710000.0
2017-03-10,63800,65400,63300,65000,19586,696150.0,10710000.0
2017-03-13,65900,65900,64500,64600,19264,691866.0,10710000.0
2017-03-14,64700,65100,63600,64400,23182,689724.0,10710000.0
2017-03-15,64400,64400,63300,63600,17459,681156.0,10710000.0
2017-03-16,63900,64200,62700,64000,16599,685440.0,10710000.0
2017-03-17,64000,64300,63100,63400,9117,679014.0,10710000.0
2017-03-20,63400,63900,61100,62200,40595,666162.0,10710000.0
2017-03-21,61500,62600,61200,61900,24239,662949.0,10710000.0
2017-03-22,61800,62500,60800,61100,25520,654381.0,10710000.0
2017-03-23,61200,61900,60200,60900,26529,652239.0,10710000.0
2017-03-24,61600,61800,61000,61500,11203,658665.0,10710000.0
2017-03-27,62200,63000,61300,61800,23135,661878.0,10710000.0
2017-03-28,61500,63600,61500,62400,24831,668304.0,10710000.0
2017-03-29,62700,63200,61000,61400,22632,657594.0,10710000.0
2017-03-30,61300,62100,60800,61800,11647,661878.0,10710000.0
2017-03-31,61400,64700,61400,64500,38740,690795.0,10710000.0
2017-04-03,64500,67300,64000,66900,39487,716499.0,10710000.0
2017-04-04,66500,67600,65300,66100,20976,707931.0,10710000.0
2017-04-05,66100,69800,66100,68600,54845,734706.0,10710000.0
2017-04-06,67300,68300,67100,68300,18146,731493.0,10710000.0
2017-04-07,69200,69200,67100,67500,19578,722925.0,10710000.0
2017-04-10,68000,68000,64200,64800,17867,694008.0,10710000.0
2017-04-11,64300,66900,64300,65000,23842,696150.0,10710000.0
2017-04-12,65000,65700,63100,64300,23738,688653.0,10710000.0
2017-04-13,63800,66800,63700,66800,18718,715428.0,10710000.0
2017-04-14,65800,66900,64900,64900,12535,695079.0,10710000.0
2017-04-17,64900,71300,64500,70200,69222,751842.0,10710000.0
2017-04-18,70900,71200,67800,68800,34881,736848.0,10710000.0
2017-04-19,68900,69400,67600,67700,27837,725067.0,10710000.0
2017-04-20,68100,69700,68000,68700,25857,735777.0,10710000.0
2017-04-21,69300,72400,68600,69800,51485,747558.0,10710000.0
2017-04-24,70300,70800,67900,67900,29313,727209.0,10710000.0
2017-04-25,68300,69100,67800,68600,14012,734706.0,10710000.0
2017-04-26,68700,71900,68700,71000,55026,760410.0,10710000.0
2017-04-27,71800,71800,70000,70000,20664,749700.0,10710000.0
2017-04-28,70300,71800,69800,71700,25633,767907.0,10710000.0
2017-05-02,72300,72300,70600,71600,19302,766836.0,10710000.0
2017-05-04,71600,71900,70700,70700,19464,757197.0,10710000.0
2017-05-08,71200,73000,70200,72100,58241,772191.0,10710000.0
2017-05-10,72300,72300,68900,69600,66711,745416.0,10710000.0
2017-05-11,69100,70200,69100,69600,28502,745416.0,10710000.0
2017-05-12,69600,69700,67700,68400,27360,732564.0,10710000.0
2017-05-15,68100,69300,67400,68800,16255,736848.0,10710000.0
2017-05-16,69100,69200,67500,69000,19042,738990.0,10710000.0
2017-05-17,68500,69900,68200,68600,12958,734706.0,10710000.0
2017-05-18,67500,68500,67400,68100,11221,729351.0,10710000.0
2017-05-19,67900,68900,67200,67700,16684,725067.0,10710000.0
2017-05-22,67800,68300,67400,67600,12424,723996.0,10710000.0
2017-05-23,67600,68100,66700,67500,17014,722925.0,10710000.0
2017-05-24,67500,69400,67500,68300,16916,731493.0,10710000.0
2017-05-25,69000,69200,68000,68300,20406,731493.0,10710000.0
2017-05-26,68800,71500,68300,71300,45816,763623.0,10710000.0
2017-05-29,71300,71500,69600,69700,23998,746487.0,10710000.0
2017-05-30,69700,72500,69300,72200,48633,773262.0,10710000.0
2017-05-31,72500,73400,71600,72600,53641,777546.0,10710000.0
2017-06-01,72600,77600,72500,76100,107488,815031.0,10710000.0
2017-06-02,73300,73300,69500,69800,1210686,747558.0,10710000.0
2017-06-05,70500,71200,69100,69700,207732,746487.0,10710000.0
2017-06-07,69400,71000,69400,69900,108817,748629.0,10710000.0
2017-06-08,70000,70600,68400,68900,96239,737919.0,10710000.0
2017-06-09,68800,69500,68200,68600,57067,734706.0,10710000.0
2017-06-12,69400,69400,67800,68300,68524,731493.0,10710000.0
2017-06-13,68100,70100,68100,69900,58015,748629.0,10710000.0
2017-06-14,70400,70700,68700,69000,57892,738990.0,10710000.0
2017-06-15,69400,69700,67200,67400,76063,721854.0,10710000.0
2017-06-16,67400,68600,66800,68500,65646,733635.0,10710000.0
2017-06-19,68700,70700,68100,69800,77027,747558.0,10710000.0
2017-06-20,69800,70000,67900,68100,60225,729351.0,10710000.0
2017-06-21,67900,68200,66200,66800,62024,715428.0,10710000.0
2017-06-22,66800,67000,65300,65400,65115,702592.0,10743000.0
2017-06-23,65400,67100,65400,66000,31558,709038.0,10743000.0
2017-06-26,66300,67300,66300,66700,30853,716558.0,10743000.0
2017-06-27,66500,67700,66500,66600,41303,715484.0,10743000.0
2017-06-28,66800,66900,66000,66700,38995,716558.0,10743000.0
2017-06-29,66800,66800,64000,64400,89364,691849.0,10743000.0
2017-06-30,64500,65400,62600,63900,95334,686478.0,10743000.0
2017-07-03,63300,64900,62800,64600,31631,693998.0,10743000.0
2017-07-04,64000,65400,62300,63000,51811,676809.0,10743000.0
2017-07-05,63600,63900,62300,63700,52275,684329.0,10743000.0
2017-07-06,64000,65500,63000,63200,68466,678958.0,10743000.0
2017-07-07,63900,65200,63600,65000,55171,698295.0,10743000.0
2017-07-10,65000,65500,63600,63600,28163,683255.0,10743000.0
2017-07-11,64100,65400,62800,63900,48346,686478.0,10743000.0
2017-07-12,64900,66200,64300,64800,63092,696146.0,10743000.0
2017-07-13,64900,66200,64800,65300,43258,701518.0,10743000.0
2017-07-14,65300,66500,64100,66200,26542,711187.0,10743000.0
2017-07-17,66500,68700,66300,68500,83444,735896.0,10743000.0
2017-07-18,68500,70000,68000,68800,75669,739118.0,10743000.0
2017-07-19,68800,69400,68000,68800,39537,739118.0,10743000.0
2017-07-20,68700,71000,68500,70000,91918,752010.0,10743000.0
2017-07-21,70100,71100,69300,70700,50239,759530.0,10743000.0
