넷게임즈(225570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-14,8975,9150,8850,9075,87531,204050.0,112423988.0
2017-08-16,9100,9775,9050,9225,596485,207422.0,112423988.0
2017-08-17,9250,9450,9175,9250,85966,207984.0,112423988.0
2017-08-18,9275,9650,9200,9500,198356,213606.0,112423988.0
2017-08-21,9500,10050,9350,9650,848395,216978.0,112423988.0
2017-08-22,9650,9975,9650,9900,448540,222599.0,112423988.0
2017-08-23,10000,10000,9750,9775,144678,219789.0,112423988.0
2017-08-24,9950,9975,9775,9950,175378,223724.0,112423988.0
2017-08-25,9950,10274,9850,9875,513232,222381.0,112598099.0
2017-08-28,9875,10000,9775,9950,89118,224070.0,112598099.0
2017-08-29,9925,9975,9775,9950,73834,224070.0,112598099.0
2017-08-30,9825,10250,9825,10100,137722,227448.0,112598099.0
2017-08-31,10100,10325,10075,10300,112677,231952.0,112598099.0
2017-09-01,10300,10800,10300,10600,422346,238708.0,112598099.0
2017-09-04,10300,10850,10200,10750,346730,242086.0,112598099.0
2017-09-05,10750,10975,10650,10750,221488,242086.0,112598099.0
2017-09-06,10925,11050,10775,10850,177740,244338.0,112598099.0
2017-09-07,10925,11025,10725,10725,156712,241523.0,112598099.0
2017-09-08,10600,10800,10475,10800,83032,243212.0,112598099.0
2017-09-11,10750,11525,10750,11125,178328,250531.0,112598099.0
2017-09-12,11350,11350,11000,11125,77304,250531.0,112598099.0
2017-09-13,11150,11250,11050,11100,48107,255102.0,114910892.0
2017-09-14,11150,11150,10875,10925,76446,251080.0,114910892.0
2017-09-15,10975,12450,10850,11475,1109174,263720.0,114910892.0
2017-09-18,11974,14900,11525,14550,7399526,334391.0,114910892.0
2017-09-19,14400,14800,13049,13625,2663329,313132.0,114910892.0
2017-09-20,13700,14250,13075,13250,1977290,304514.0,114910892.0
2017-09-21,13400,17100,13400,14900,12584112,342434.0,114910892.0
2017-09-22,15200,15275,14200,14725,1980178,338413.0,114910892.0
2017-09-25,14675,14800,13500,13600,1211578,312558.0,114910892.0
2017-09-26,13750,15300,13500,13500,3828751,310625.0,115046312.0
2017-09-27,13550,14800,13425,14000,1663448,322130.0,115046312.0
2017-09-28,14074,14800,13974,14150,1261764,325581.0,115046312.0
2017-09-29,14200,17500,14200,15500,6190739,356644.0,115046312.0
2017-10-10,15925,17250,15550,16500,4508102,379653.0,115046312.0
2017-10-11,16575,16800,16100,16450,1236460,378502.0,115046312.0
2017-10-12,16500,17350,16300,16550,1969365,380803.0,115046312.0
2017-10-13,16725,16775,15500,15725,940676,361821.0,115046312.0
2017-10-16,15350,15700,14900,15225,572366,350316.0,115046312.0
2017-10-17,14850,15825,14800,15275,439706,351466.0,115046312.0
2017-10-18,15449,15449,14625,14725,395142,338811.0,115046312.0
2017-10-19,14775,16249,14600,14725,688117,338811.0,115046312.0
2017-10-20,15074,15350,14825,15350,247764,353192.0,115046312.0
2017-10-23,15850,17075,15500,16375,2656532,376777.0,115046312.0
2017-10-24,16150,16875,16150,16725,640434,384830.0,115046312.0
2017-10-25,16950,17000,16250,16450,469241,378502.0,115046312.0
2017-10-26,16450,20275,16125,17700,3014332,407264.0,115046312.0
2017-10-27,17900,19000,17425,18150,2160511,417618.0,115046312.0
2017-10-30,18375,18400,17800,18150,623759,417618.0,115046312.0
2017-10-31,18450,18950,17625,17625,1203387,405538.0,115046312.0
2017-11-01,17350,18100,17350,17575,537589,404388.0,115046312.0
2017-11-02,17500,17700,16750,17100,579379,393458.0,115046312.0
2017-11-03,17050,17750,16725,17250,356893,396910.0,115046312.0
2017-11-06,17250,18950,17175,18600,1852068,427972.0,115046312.0
2017-11-07,18875,19900,18050,18550,2472643,426822.0,115046312.0
2017-11-08,19275,19275,18125,18925,1011208,435450.0,115046312.0
2017-11-09,18875,19125,18525,18525,497467,426247.0,115046312.0
2017-11-10,18525,19200,18275,19025,813770,437751.0,115046312.0
2017-11-13,19200,19224,18475,18900,668816,434875.0,115046312.0
2017-11-14,18925,18925,17600,18550,874568,426822.0,115046312.0
2017-11-15,18250,18450,17725,18350,767486,422438.0,115105703.0
2017-11-16,18225,18949,18075,18950,620878,436251.0,115105703.0
2017-11-17,19050,19050,17500,18000,762591,414381.0,115105703.0
2017-11-20,18100,18400,16550,17150,1034105,394813.0,115105703.0
2017-11-21,16600,18250,16200,17500,1685003,402870.0,115105703.0
2017-11-22,17550,18900,17550,18600,1922399,428193.0,115105703.0
2017-11-23,18500,18625,17800,18250,779814,420136.0,115105703.0
2017-11-24,18350,19375,17950,18725,1883218,431071.0,115105703.0
2017-11-27,19975,20750,18225,19000,4774576,437402.0,115105703.0
2017-11-28,19600,19650,17050,17200,2462732,395964.0,115105703.0
2017-11-29,17050,17125,15349,16175,3365511,372367.0,115105703.0
2017-11-30,16275,16475,14850,14850,1688634,341864.0,115105703.0
2017-12-01,15024,15475,14650,15250,1414289,351072.0,115105703.0
2017-12-04,14800,15150,13800,13800,1407871,317692.0,115105703.0
2017-12-05,14174,14250,13650,13750,934860,316541.0,115105703.0
2017-12-06,13800,14000,12800,13000,1769259,299275.0,115105703.0
2017-12-07,13025,13075,12200,12750,1224216,293520.0,115105703.0
2017-12-08,12700,12850,12250,12325,487435,283736.0,115105703.0
2017-12-11,12525,12925,12425,12850,423471,295822.0,115105703.0
2017-12-12,12850,13225,12500,12550,532957,288915.0,115105703.0
2017-12-13,13150,13675,12800,12800,3129543,294671.0,115105703.0
2017-12-14,13000,13150,12625,12750,1020610,293520.0,115105703.0
2017-12-15,12750,12825,12250,12525,830181,288340.0,115105703.0
2017-12-18,12475,12500,11600,11750,1187482,270498.0,115105703.0
2017-12-19,11550,11625,10975,11400,1038543,262441.0,115105703.0
2017-12-20,11425,12000,11100,11525,775267,265319.0,115105703.0
2017-12-21,11325,11750,10525,10725,728271,246902.0,115105703.0
2017-12-22,10600,10825,10074,10175,837950,234240.0,115105703.0
2017-12-26,10550,12000,10300,10800,3557134,248628.0,115105703.0
2017-12-27,10800,11475,10725,11075,814469,254959.0,115105703.0
2017-12-28,11075,12750,11075,11925,3790946,274527.0,115105703.0
2018-01-02,12300,13250,12275,13250,2695567,305030.0,115105703.0
2018-01-03,13800,13900,12875,13075,2150742,301001.0,115105703.0
2018-01-04,13050,13575,12500,12875,1304258,296397.0,115105703.0
2018-01-05,13050,13225,12925,12975,477941,298699.0,115105703.0
2018-01-08,13125,13150,12325,12475,708819,287189.0,115105703.0
2018-01-09,12350,12900,11800,12150,917598,279707.0,115105703.0
2018-01-10,12150,12150,11550,11850,619022,272801.0,115105703.0
2018-01-11,12000,12900,11825,12250,700474,282009.0,115105703.0
2018-01-12,12250,12250,11725,11950,548370,275103.0,115105703.0
2018-01-15,11950,12650,11700,12650,482214,291217.0,115105703.0
2018-01-16,12900,12900,12250,12575,564567,289491.0,115105703.0
2018-01-17,12575,13275,12475,12875,942625,297483.0,115527438.0
2018-01-18,13200,13600,13125,13425,1090479,310191.0,115527438.0
2018-01-19,13525,14749,13525,13875,2329321,320589.0,115527438.0
2018-01-22,13875,15250,13875,14500,3632100,335030.0,115527438.0
2018-01-23,14625,16975,14175,16125,6360396,372576.0,115527438.0
2018-01-24,16124,17975,16124,17450,7679495,403191.0,115527438.0
2018-01-25,17450,18425,16050,16950,4406630,391638.0,115527438.0
2018-01-26,16700,17675,16100,17500,2657597,404346.0,115527438.0
2018-01-29,17750,17950,16875,17600,1872182,406657.0,115527438.0
2018-01-30,17500,17525,16375,16775,1560121,387595.0,115527438.0
2018-01-31,16275,16500,15250,15850,2267003,366808.0,115712189.0
2018-02-01,15449,17450,15425,16725,2359137,387057.0,115712189.0
2018-02-02,16725,17400,16274,16950,1158180,392264.0,115712189.0
2018-02-05,16400,16875,16125,16175,561377,374329.0,115712189.0
2018-02-06,14950,15974,14750,15550,1669764,359865.0,115712189.0
2018-02-07,16075,17500,15850,15900,1618364,367965.0,115712189.0
2018-02-08,16200,17300,16200,17175,1279966,397471.0,115712189.0
2018-02-09,16475,18500,16275,17375,2397211,402100.0,115712189.0
2018-02-12,17375,17500,16600,16625,919398,384743.0,115712189.0
2018-02-13,16800,17450,16550,16550,824249,383007.0,115712189.0
2018-02-14,16450,19925,16450,18175,3823465,420825.0,115770226.0
2018-02-19,18275,19650,17975,19525,3477941,452083.0,115770226.0
2018-02-20,19650,20600,17875,18150,6981250,420246.0,115770226.0
2018-02-21,18150,18750,17925,18000,1766088,416773.0,115770226.0
2018-02-22,17850,18050,16675,17200,3020563,398250.0,115770226.0
2018-02-23,17050,17275,16325,16725,1175159,387251.0,115770226.0
2018-02-26,16725,17000,15775,16300,1614950,377411.0,115770226.0
2018-02-27,16250,17325,16200,17175,1667080,397671.0,115770226.0
2018-02-28,17200,17375,16225,16525,1035244,382621.0,115770226.0
2018-03-02,16100,17325,16100,17200,1113234,398250.0,115770226.0
2018-03-05,17350,17875,16700,17475,1192644,404617.0,115770226.0
2018-03-06,17725,17825,16925,17225,734329,398828.0,115770226.0
2018-03-07,17250,17300,16050,16175,1252811,374517.0,115770226.0
2018-03-08,16000,16700,15974,16150,596077,373938.0,115770226.0
2018-03-09,16100,16400,15750,15800,879849,365834.0,115770226.0
2018-03-12,16025,16250,15850,16150,421399,373938.0,115770226.0
2018-03-13,16000,16100,15150,15325,1225625,354836.0,115770226.0
2018-03-14,15275,15725,15200,15325,560358,354836.0,115770226.0
2018-03-15,15249,15700,15025,15525,426616,359467.0,115770226.0
2018-03-16,15474,15474,15000,15150,622319,350784.0,115770226.0
2018-03-19,15275,15275,14250,14700,830616,340364.0,115770226.0
2018-03-20,14500,15049,14400,14725,255992,340943.0,115770226.0
2018-03-21,14800,17475,14775,16000,4421626,370465.0,115770226.0
2018-03-22,16100,16550,15450,15550,1002471,360045.0,115770226.0
2018-03-23,14750,15975,14750,15000,646495,347311.0,115770226.0
2018-03-26,14750,15875,14750,15400,704198,356572.0,115770226.0
2018-03-27,15675,15900,15225,15425,458076,357151.0,115770226.0
2018-03-28,15300,15400,14925,15125,360560,350205.0,115770226.0
2018-03-29,15249,15249,14900,15125,255971,350205.0,115770226.0
2018-03-30,15200,15725,15200,15400,387255,356572.0,115770226.0
2018-04-02,15675,16475,15249,16425,1203670,380305.0,115770226.0
2018-04-03,16225,16600,15925,15975,604976,369886.0,115770226.0
2018-04-04,15975,16225,15475,15700,417978,363519.0,115770226.0
2018-04-05,15774,15900,15250,15350,369209,355415.0,115770226.0
2018-04-06,15400,15900,15250,15700,439988,363519.0,115770226.0
2018-04-09,15575,16425,15525,16000,673597,370465.0,115770226.0
2018-04-10,16000,16350,15625,16325,681294,377990.0,115770226.0
2018-04-11,16725,16925,16225,16475,763080,381463.0,115770226.0
2018-04-12,16650,17925,16150,17925,1586726,415036.0,115770226.0
2018-04-13,17925,18850,17275,17925,1313183,418730.0,116800453.0
2018-04-16,18250,18675,17800,17800,1165170,415810.0,116800453.0
2018-04-17,17800,19750,17575,18775,2665235,438586.0,116800453.0
2018-04-18,18725,19499,18275,18675,1352935,436250.0,116800453.0
2018-04-19,18700,19050,17525,18500,1518366,432162.0,116800453.0
2018-04-20,0,0,0,18500,0,432162.0,116800453.0
2018-04-23,0,0,0,18500,0,,
2018-04-24,0,0,0,18500,0,,
2018-04-25,0,0,0,18500,0,,
2018-04-26,0,0,0,18500,0,,
2018-04-27,0,0,0,18500,0,,
2018-04-30,0,0,0,18500,0,,
2018-05-02,0,0,0,18500,0,,
2018-05-03,0,0,0,18500,0,,
2018-05-04,0,0,0,18500,0,,
2018-05-08,0,0,0,18500,0,,
2018-05-09,18000,18600,16250,17000,318642,401986.0,23646214.0
2018-05-10,17200,17450,15900,17350,119740,410262.0,23646214.0
2018-05-11,17250,18500,17250,17850,119580,422085.0,23646214.0
2018-05-14,17550,18100,17250,17300,111779,409080.0,23646214.0
2018-05-15,17050,17800,16950,17000,97002,401986.0,23646214.0
2018-05-16,15650,17050,15650,17000,143373,401986.0,23646214.0
2018-05-17,17200,17650,16750,17000,48083,402294.0,23664381.0
2018-05-18,17150,17500,16950,17500,54273,414127.0,23664381.0
2018-05-21,17900,18750,17700,17800,126885,421226.0,23664381.0
2018-05-23,18300,18350,17500,17800,96134,421226.0,23664381.0
2018-05-24,18050,18400,17550,17950,173913,424776.0,23664381.0
2018-05-25,18200,19700,18000,19250,403518,455539.0,23664381.0
2018-05-28,19350,19450,17800,18100,367039,428325.0,23664381.0
2018-05-29,20600,22650,18800,18800,1735111,444890.0,23664381.0
2018-05-30,19550,20300,18400,19850,779782,469738.0,23664381.0
2018-05-31,19100,19150,17450,17500,802577,414127.0,23664381.0
2018-06-01,16950,17100,16000,16600,695729,392829.0,23664381.0
2018-06-04,17300,17450,16200,16200,245436,383363.0,23664381.0
2018-06-05,16350,16600,14900,15050,488807,356149.0,23664381.0
2018-06-07,15450,15650,15050,15250,167696,360882.0,23664381.0
2018-06-08,15200,15450,14300,14700,209001,347866.0,23664381.0
2018-06-11,14400,14450,13600,13600,426431,321836.0,23664381.0
2018-06-12,13650,14250,13500,13900,253153,332271.0,23904381.0
2018-06-14,13600,13750,13050,13250,125934,316733.0,23904381.0
2018-06-15,13000,13350,12650,12950,436078,309562.0,23904381.0
2018-06-18,12850,13200,12550,12800,148812,306402.0,23937655.0
2018-06-19,12850,12850,12100,12300,157847,294433.0,23937655.0
2018-06-20,12300,12850,12300,12650,86031,302811.0,23937655.0
2018-06-21,12650,13200,12300,13150,171267,314780.0,23937655.0
2018-06-22,13000,13600,12850,13050,150859,312386.0,23937655.0
2018-06-25,12950,14150,12900,14000,341653,335127.0,23937655.0
2018-06-26,13700,14200,13500,14050,171333,336324.0,23937655.0
2018-06-27,13950,14000,13500,13500,108524,323158.0,23937655.0
2018-06-28,13750,13750,12950,12950,146962,309993.0,23937655.0
2018-06-29,13150,13200,12550,13150,105480,314933.0,23949262.0
2018-07-02,12850,13100,12500,12550,87585,300563.0,23949262.0
2018-07-03,12550,12750,12250,12300,58575,294576.0,23949262.0
2018-07-04,12250,12500,12100,12200,58873,292181.0,23949262.0
2018-07-05,12200,12400,11650,11850,96012,283799.0,23949262.0
2018-07-06,11850,12000,11600,11950,46615,286194.0,23949262.0
2018-07-09,11950,12200,11500,12000,48137,287391.0,23949262.0
2018-07-10,11900,12350,11750,12000,60772,287391.0,23949262.0
2018-07-11,12100,12100,11650,11850,61547,283799.0,23949262.0
2018-07-12,11800,12100,11750,11950,56753,286194.0,23949262.0
2018-07-13,12200,12300,12000,12250,61882,293710.0,23976345.0
2018-07-16,12200,12250,11800,11850,59525,284120.0,23976345.0
2018-07-17,11750,11950,11600,11700,41138,280523.0,23976345.0
2018-07-18,11750,12000,11500,11900,62005,285319.0,23976345.0
2018-07-19,11850,12000,11500,11500,55352,275728.0,23976345.0
2018-07-20,11500,11750,11250,11500,45894,275728.0,23976345.0
2018-07-23,11450,11800,11200,11300,44676,270933.0,23976345.0
2018-07-24,11150,11450,11050,11200,30161,268535.0,23976345.0
2018-07-25,11250,11400,10450,10600,94812,254149.0,23976345.0
2018-07-26,10600,10800,10400,10700,37071,256547.0,23976345.0
2018-07-27,10600,11200,10500,11100,49122,266137.0,23976345.0
2018-07-30,11000,11500,10950,11100,36694,266137.0,23976345.0
2018-07-31,11050,11300,10900,11000,26490,263740.0,23976345.0
2018-08-01,11100,11450,11000,11350,49219,272132.0,23976345.0
2018-08-02,11400,11500,11000,11150,38238,267336.0,23976345.0
2018-08-03,11350,11500,10900,11000,29516,263740.0,23976345.0
2018-08-06,11300,11500,11000,11050,47812,264939.0,23976345.0
2018-08-07,11050,11400,11000,11150,31799,267336.0,23976345.0
2018-08-08,11150,11300,10850,10900,31297,261342.0,23976345.0
2018-08-09,10850,11000,10500,10850,53798,260143.0,23976345.0
2018-08-10,10850,11000,10550,10700,28768,256547.0,23976345.0
2018-08-13,10700,10800,10200,10400,65671,249354.0,23976345.0
2018-08-14,10400,10550,9960,9980,135808,239400.0,23987952.0
2018-08-16,9880,10000,9800,9980,33154,239400.0,23987952.0
2018-08-17,9900,10300,9900,10050,42003,241079.0,23987952.0
2018-08-20,9840,10000,9830,9870,59344,236761.0,23987952.0
2018-08-21,9970,10250,9970,10150,29935,243478.0,23987952.0
2018-08-22,10350,10350,10000,10050,27795,241079.0,23987952.0
2018-08-23,10200,10200,9910,10100,14344,242278.0,23987952.0
2018-08-24,10100,10400,10000,10250,26652,245877.0,23987952.0
2018-08-27,10250,10250,10000,10150,25825,243478.0,23987952.0
2018-08-28,10050,10200,10000,10150,33286,243478.0,23987952.0
2018-08-29,10200,10500,10050,10450,52058,250674.0,23987952.0
2018-08-30,10550,10550,10300,10450,16189,250674.0,23987952.0
2018-08-31,10500,10550,10250,10500,20230,251873.0,23987952.0
2018-09-03,10400,10500,10200,10250,22640,245877.0,23987952.0
2018-09-04,10250,10400,10250,10350,15926,248275.0,23987952.0
2018-09-05,10250,10500,10150,10500,37374,251873.0,23987952.0
2018-09-06,10500,10500,10250,10300,35041,247076.0,23987952.0
2018-09-07,10250,10300,10050,10100,26008,242278.0,23987952.0
2018-09-10,10000,10300,9890,10100,44779,242278.0,23987952.0
2018-09-11,10100,10200,10100,10200,15029,244677.0,23987952.0
2018-09-12,10200,10300,10000,10100,21604,242278.0,23987952.0
2018-09-13,10000,10150,10000,10100,27693,242278.0,23987952.0
2018-09-14,10100,10500,10000,10500,69453,251873.0,23987952.0
2018-09-17,10500,10500,10150,10150,34922,243478.0,23987952.0
2018-09-18,10100,10300,10100,10300,31612,247076.0,23987952.0
2018-09-19,10350,10350,10050,10100,31959,242278.0,23987952.0
2018-09-20,10050,10350,9990,10050,41845,241079.0,23987952.0
2018-09-21,10050,10200,10000,10050,32447,241079.0,23987952.0
2018-09-27,10050,10350,10050,10250,39737,245877.0,23987952.0
2018-09-28,10250,10350,10000,10150,33401,243478.0,23987952.0
2018-10-01,10250,10250,9990,10150,35653,243478.0,23987952.0
2018-10-02,10200,10200,10000,10050,37874,241079.0,23987952.0
2018-10-04,10050,10100,9800,9850,39697,236281.0,23987952.0
2018-10-05,10000,10000,9110,9180,84147,220209.0,23987952.0
2018-10-08,9120,9340,9010,9120,21339,218770.0,23987952.0
2018-10-10,8950,9090,8650,8650,61318,207496.0,23987952.0
2018-10-11,8300,8350,7420,7420,117701,177991.0,23987952.0
2018-10-12,7200,7620,7190,7550,68549,181109.0,23987952.0
2018-10-15,7550,9530,7540,8440,477574,202458.0,23987952.0
2018-10-16,8310,8470,8090,8150,71430,195502.0,23987952.0
2018-10-17,8150,9580,8150,8560,529538,205337.0,23987952.0
2018-10-18,8400,8620,8400,8550,67293,205097.0,23987952.0
2018-10-19,8750,9500,8500,9050,347772,217091.0,23987952.0
2018-10-22,8950,9110,8810,9080,31707,217811.0,23987952.0
2018-10-23,9050,9110,8810,8900,26567,213493.0,23987952.0
2018-10-24,8900,9140,8500,8600,27193,206296.0,23987952.0
2018-10-25,8390,8570,8080,8530,26397,204617.0,23987952.0
2018-10-26,8400,8560,7800,8000,61867,191904.0,23987952.0
2018-10-29,7800,8000,7200,7290,52796,174872.0,23987952.0
2018-10-30,7030,7280,6710,7070,78027,169595.0,23987952.0
2018-10-31,6870,7480,6870,7380,51323,177031.0,23987952.0
2018-11-01,7620,8140,7320,7700,23603,184707.0,23987952.0
2018-11-02,7610,8060,7610,7970,21654,191184.0,23987952.0
2018-11-05,7820,7970,7800,7870,14205,188785.0,23987952.0
2018-11-06,7970,8110,7660,7860,29291,188545.0,23987952.0
2018-11-07,7860,8900,7860,8090,114182,194063.0,23987952.0
2018-11-08,8200,8270,8000,8120,22068,194782.0,23987952.0
2018-11-09,8130,8130,7900,8090,12083,194063.0,23987952.0
2018-11-12,8160,8160,7610,8120,13095,194782.0,23987952.0
2018-11-13,8120,8120,7910,8070,12318,193583.0,23987952.0
2018-11-14,8130,8270,8000,8130,14412,195022.0,23987952.0
2018-11-15,8130,8220,7840,8060,20320,193343.0,23987952.0
2018-11-16,8060,8170,8010,8010,14205,192143.0,23987952.0
2018-11-19,8080,8380,8010,8150,19472,195502.0,23987952.0
2018-11-20,8200,8200,8050,8140,15824,195262.0,23987952.0
2018-11-21,8340,8340,7970,7970,17440,191184.0,23987952.0
2018-11-22,8050,8140,7830,7860,19886,188545.0,23987952.0
2018-11-23,7740,8100,7710,7950,14462,190704.0,23987952.0
2018-11-26,7820,8040,7730,7990,10793,191664.0,23987952.0
2018-11-27,8010,8120,7850,7990,6064,191664.0,23987952.0
2018-11-28,8000,8230,7930,7940,11766,190464.0,23987952.0
2018-11-29,8000,8180,7900,7910,19784,189745.0,23987952.0
2018-11-30,8130,8130,7860,7900,13186,189505.0,23987952.0
2018-12-03,7990,8100,7880,7940,10621,190464.0,23987952.0
2018-12-04,7910,8080,7910,7930,8328,190224.0,23987952.0
2018-12-05,7810,8060,7810,7880,13265,189025.0,23987952.0
2018-12-06,7960,7960,7760,7800,13870,187106.0,23987952.0
2018-12-07,7800,7890,7710,7800,6252,187106.0,23987952.0
2018-12-10,7830,7830,7470,7480,31361,179430.0,23987952.0
2018-12-11,7760,7760,7320,7330,21493,175945.0,24003428.0
2018-12-12,7570,7580,7010,7270,21257,174505.0,24003428.0
2018-12-13,7270,7380,7020,7120,32160,170904.0,24003428.0
2018-12-14,7220,7360,6940,7070,28684,169704.0,24003428.0
2018-12-17,7020,7180,6880,7080,20947,169944.0,24003428.0
2018-12-18,7110,7110,6900,6900,27845,165624.0,24003428.0
2018-12-19,6880,6940,6770,6810,22997,163463.0,24003428.0
2018-12-20,6650,6850,6590,6780,36395,162743.0,24003428.0
2018-12-21,6780,6780,6630,6740,42093,161783.0,24003428.0
2018-12-24,6640,7150,6640,6990,39670,167784.0,24003428.0
2018-12-26,6750,6960,6750,6960,16805,167064.0,24003428.0
2018-12-27,7090,7150,6940,7030,22085,168744.0,24003428.0
2018-12-28,7040,7350,6950,7300,43922,175225.0,24003428.0
2019-01-02,7230,7450,7230,7370,14363,176905.0,24003428.0
2019-01-03,7500,9580,7500,9580,2074959,229953.0,24003428.0
2019-01-04,10000,11850,9710,10050,6441634,241234.0,24003428.0
2019-01-07,10500,12850,10500,12550,7538348,301243.0,24003428.0
2019-01-08,12300,12300,11000,11350,1992980,272439.0,24003428.0
2019-01-09,11250,11350,10700,10800,723466,259237.0,24003428.0
2019-01-10,10600,10900,10300,10500,688237,252036.0,24003428.0
2019-01-11,10350,10450,9800,9860,767534,236674.0,24003428.0
2019-01-14,9710,10150,9710,10050,424915,241234.0,24003428.0
2019-01-15,10050,12500,9970,11050,9120120,265238.0,24003428.0
2019-01-16,11050,11100,10350,10650,999474,255637.0,24003428.0
2019-01-17,10600,10750,10150,10150,616549,243635.0,24003428.0
2019-01-18,10900,13150,10650,13150,10395064,315645.0,24003428.0
2019-01-21,12350,12350,11850,11850,890333,284441.0,24003428.0
2019-01-22,12000,12200,11750,12200,356358,292842.0,24003428.0
2019-01-23,12550,12650,11850,12000,842880,288041.0,24003428.0
2019-01-24,12000,12000,11250,11600,950354,278440.0,24003428.0
2019-01-25,11800,11800,11150,11150,553016,267638.0,24003428.0
2019-01-28,11200,11750,11050,11500,620410,276039.0,24003428.0
2019-01-29,11500,12600,11150,11800,2173637,283240.0,24003428.0
2019-01-30,12850,13750,11700,11700,3146841,280840.0,24003428.0
2019-01-31,11850,14500,11200,14050,10754738,337248.0,24003428.0
2019-02-01,14500,14550,13100,13350,2725863,320446.0,24003428.0
2019-02-07,13350,13600,12800,13050,969909,313245.0,24003428.0
2019-02-08,13800,14350,12900,12900,2519449,309644.0,24003428.0
2019-02-11,12900,13250,12600,13050,503759,313245.0,24003428.0
2019-02-12,12950,13200,12100,12450,703368,298843.0,24003428.0
2019-02-13,12250,12800,12250,12600,426697,302443.0,24003428.0
2019-02-14,12750,12900,12300,12300,306102,295242.0,24003428.0
2019-02-15,12400,13500,12200,12700,2012910,304844.0,24003428.0
2019-02-18,12600,13250,12600,12750,436977,306044.0,24003428.0
2019-02-19,12850,13000,12500,12550,337140,301243.0,24003428.0
2019-02-20,12200,12450,12000,12250,326813,294042.0,24003428.0
2019-02-21,12200,12750,11250,11250,886639,270039.0,24003428.0
2019-02-22,11700,12150,10200,10550,993786,253236.0,24003428.0
2019-02-25,10500,10800,10150,10150,247716,243635.0,24003428.0
2019-02-26,10300,10550,10050,10150,259264,243635.0,24003428.0
2019-02-27,10250,10750,10150,10750,467447,258037.0,24003428.0
2019-02-28,12800,13150,10750,11050,2239610,265238.0,24003428.0
2019-03-04,10900,11550,10900,11000,469705,264038.0,24003428.0
2019-03-05,10750,11000,10300,10300,439759,247235.0,24003428.0
2019-03-06,10500,10650,10250,10500,224027,252036.0,24003428.0
2019-03-07,10500,10750,10200,10200,201981,244835.0,24003428.0
2019-03-08,10100,10300,9980,10100,135246,242435.0,24003428.0
2019-03-11,10250,10400,10000,10200,127258,244835.0,24003428.0
2019-03-12,10200,10300,10050,10050,133013,241234.0,24003428.0
2019-03-13,10100,11050,9990,10400,569330,249636.0,24003428.0
2019-03-14,10400,10500,10200,10250,129366,246035.0,24003428.0
2019-03-15,10150,10300,10050,10050,136777,241234.0,24003428.0
2019-03-18,10050,10300,10000,10100,155435,242435.0,24003428.0
2019-03-19,10150,10300,10050,10100,114397,242435.0,24003428.0
2019-03-20,10100,10250,10000,10050,69514,241234.0,24003428.0
2019-03-21,9900,10200,9900,9940,111043,238594.0,24003428.0
2019-03-22,9910,10000,9530,9800,152265,235234.0,24003428.0
2019-03-25,9790,9880,9570,9570,75231,229713.0,24003428.0
2019-03-26,9540,9770,9540,9700,84582,232833.0,24003428.0
2019-03-27,9650,9740,9390,9390,86133,225392.0,24003428.0
2019-03-28,9300,9750,8700,9260,153973,222272.0,24003428.0
2019-03-29,9250,9350,9000,9260,93084,222272.0,24003428.0
2019-04-01,9120,9420,9120,9320,60746,223712.0,24003428.0
2019-04-02,9310,9410,9240,9300,59015,223232.0,24003428.0
2019-04-03,9380,9590,9380,9480,68310,227552.0,24003428.0
2019-04-04,9840,11650,9750,10200,2578128,244835.0,24003428.0
2019-04-05,10150,10250,9930,10050,273963,241234.0,24003428.0
2019-04-08,10150,10300,9990,9990,175049,239794.0,24003428.0
2019-04-09,9990,10200,9950,10150,147210,243635.0,24003428.0
2019-04-10,10000,10300,9990,10100,159494,242435.0,24003428.0
2019-04-11,10100,10200,10000,10000,106770,240034.0,24003428.0
2019-04-12,10050,10200,9970,10000,128413,240034.0,24003428.0
2019-04-15,10050,10100,9940,10000,174917,240034.0,24003428.0
2019-04-16,10050,10150,9830,10050,147639,241234.0,24003428.0
2019-04-17,10800,11150,10050,10050,796513,241234.0,24003428.0
2019-04-18,10150,10350,10000,10100,221262,242435.0,24003428.0
2019-04-19,10300,10300,9920,9920,118666,238114.0,24003428.0
2019-04-22,9930,10100,9910,9950,62601,238834.0,24003428.0
2019-04-23,10000,10050,9920,9960,70902,239074.0,24003428.0
2019-04-24,10000,12850,10000,10500,5497222,252036.0,24003428.0
2019-04-25,10250,10300,9990,9990,745567,239794.0,24003428.0
2019-04-26,10050,10200,9110,9430,462815,226352.0,24003428.0
2019-04-29,9720,9840,9390,9660,203204,231873.0,24003428.0
2019-04-30,9580,9780,9460,9570,129643,229713.0,24003428.0
2019-05-02,9430,9830,9430,9700,100567,232833.0,24003428.0
2019-05-03,9640,10100,9640,9890,179051,237394.0,24003428.0
2019-05-07,9710,9990,9700,9790,82730,234994.0,24003428.0
2019-05-08,9750,10300,9580,10200,293391,244835.0,24003428.0
2019-05-09,10100,10200,9800,9910,170490,237874.0,24003428.0
2019-05-10,9990,10100,9570,10000,178764,240034.0,24003428.0
2019-05-13,10650,12750,10150,12250,6428197,294042.0,24003428.0
2019-05-14,11750,11950,9610,9790,2346831,234994.0,24003428.0
