지스마트글로벌(114570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-12-09,379,379,358,375,1154,10311.0,4697433.0
2011-12-12,363,379,363,377,11728,10381.0,4697433.0
2011-12-13,367,397,367,377,3617,10381.0,4697433.0
2011-12-14,369,377,368,377,3704,10381.0,4697433.0
2011-12-15,375,387,366,377,41182,10381.0,4697433.0
2011-12-16,379,430,364,366,325621,10053.0,4697433.0
2011-12-19,362,419,356,420,566797,11556.0,4697433.0
2011-12-20,392,399,375,378,253094,10405.0,4697433.0
2011-12-21,376,400,374,396,93438,10898.0,4697433.0
2011-12-22,439,454,405,406,374152,11180.0,4697433.0
2011-12-23,409,417,388,413,128716,11368.0,4697433.0
2011-12-26,412,432,391,393,102526,10804.0,4697433.0
2011-12-27,396,400,373,381,34580,10475.0,4697433.0
2011-12-28,392,392,369,376,16658,10334.0,4697433.0
2011-12-29,375,388,366,368,21078,10123.0,4697433.0
2012-01-02,368,408,367,397,30620,10922.0,4697433.0
2012-01-03,402,422,388,401,24876,11015.0,4697433.0
2012-01-04,419,419,387,394,15564,10828.0,4697433.0
2012-01-05,408,409,382,400,30284,10992.0,4697433.0
2012-01-06,393,416,393,418,41943,11485.0,4697433.0
2012-01-09,440,441,401,411,42983,11297.0,4697433.0
2012-01-10,413,414,397,406,20931,11180.0,4697433.0
2012-01-11,400,422,399,401,24848,11015.0,4697433.0
2012-01-12,405,412,397,412,21161,11321.0,4697433.0
2012-01-13,418,421,394,402,35417,11039.0,4697433.0
2012-01-16,385,398,378,383,34485,10522.0,4697433.0
2012-01-17,395,395,367,369,29660,10146.0,4697433.0
2012-01-18,370,372,360,363,20191,9982.0,4697433.0
2012-01-19,361,371,360,371,9158,10217.0,4697433.0
2012-01-20,374,379,360,380,19494,10452.0,4697433.0
2012-01-25,384,384,358,370,43478,10170.0,4697433.0
2012-01-26,369,372,363,370,2150,10170.0,4697433.0
2012-01-27,368,386,366,376,4083,10334.0,4697433.0
2012-01-30,376,407,369,395,48213,10851.0,4697433.0
2012-01-31,389,423,388,397,13398,10922.0,4697433.0
2012-02-01,396,405,375,386,47965,10593.0,4697433.0
2012-02-02,388,389,377,390,8289,10734.0,4697433.0
2012-02-03,386,400,383,402,7217,11039.0,4697433.0
2012-02-06,400,412,387,399,26470,10969.0,4697433.0
2012-02-07,411,411,385,389,13820,10710.0,4697433.0
2012-02-08,405,405,387,392,22652,10781.0,4697433.0
2012-02-09,393,399,382,385,21038,10569.0,4697433.0
2012-02-10,389,403,381,393,14837,10804.0,4697433.0
2012-02-13,397,401,388,397,7803,10922.0,4697433.0
2012-02-14,405,407,391,397,27773,10922.0,4697433.0
2012-02-15,397,441,388,419,124585,11509.0,4697433.0
2012-02-16,418,444,410,411,125272,11297.0,4697433.0
2012-02-17,423,423,404,420,35899,11556.0,4697433.0
2012-02-20,419,481,419,483,378745,13270.0,4697433.0
2012-02-21,455,472,429,431,285788,11838.0,4697433.0
2012-02-22,431,479,422,423,276941,11650.0,4697433.0
2012-02-23,419,427,395,402,122677,11039.0,4697433.0
2012-02-24,400,411,397,404,28160,11109.0,4697433.0
2012-02-27,414,414,395,396,34450,10898.0,4697433.0
2012-02-28,402,402,391,395,33241,10851.0,4697433.0
2012-02-29,402,402,392,402,21234,11039.0,4697433.0
2012-03-02,400,418,400,409,28920,11250.0,4697433.0
2012-03-05,418,423,411,423,36944,11650.0,4697433.0
2012-03-06,422,428,411,421,27451,11579.0,4697433.0
2012-03-07,420,432,411,431,26846,11838.0,4697433.0
2012-03-08,425,459,425,443,61562,12190.0,4697433.0
2012-03-09,446,460,434,444,26630,12213.0,4697433.0
2012-03-12,443,443,415,423,57059,11650.0,4697433.0
2012-03-13,426,428,411,422,23679,11626.0,4697433.0
2012-03-14,428,428,419,422,12516,11603.0,4697433.0
2012-03-15,415,429,409,414,27281,11391.0,4697433.0
2012-03-16,406,415,405,416,8185,11438.0,4697433.0
2012-03-19,422,422,405,409,10505,11250.0,4697433.0
2012-03-20,405,416,405,410,8853,11274.0,4697433.0
2012-03-21,397,415,397,407,29346,11203.0,4697433.0
2012-03-22,403,467,403,468,516191,12871.0,4697433.0
2012-03-23,468,481,426,427,678335,11744.0,4697433.0
2012-03-26,426,439,417,429,95258,11791.0,4697433.0
2012-03-27,433,492,433,493,435073,13552.0,4697433.0
2012-03-28,519,561,477,482,503404,13247.0,4697433.0
2012-03-29,493,493,456,482,153650,13247.0,4697433.0
2012-03-30,497,552,493,530,505423,14562.0,4697433.0
2012-04-02,528,537,509,538,105701,14797.0,4697433.0
2012-04-03,534,535,483,485,122159,13317.0,4697433.0
2012-04-04,477,499,476,483,48802,13270.0,4697433.0
2012-04-05,464,479,458,469,61691,12894.0,4697433.0
2012-04-06,460,503,460,497,56138,13670.0,4697433.0
2012-04-09,510,510,472,473,24356,13012.0,4697433.0
2012-04-10,446,474,427,429,66670,11791.0,4697433.0
2012-04-12,427,482,367,378,80315,10405.0,4697433.0
2012-04-13,377,394,377,387,29871,10663.0,4697433.0
2012-04-16,385,442,384,436,50808,11978.0,4697433.0
2012-04-17,424,443,406,415,21888,11415.0,4697433.0
2012-04-18,437,437,415,422,20821,11603.0,4697433.0
2012-04-19,440,440,416,427,5408,11744.0,4697433.0
2012-04-20,424,449,410,427,29788,11744.0,4697433.0
2012-04-23,432,432,404,404,8261,11133.0,4697433.0
2012-04-24,421,421,389,401,7646,11015.0,4697433.0
2012-04-25,389,423,389,407,22447,11203.0,4697433.0
2012-04-26,417,417,398,400,5413,10992.0,4697433.0
2012-04-27,398,413,377,399,7360,10969.0,4697433.0
2012-04-30,414,414,388,401,14620,11015.0,4697433.0
2012-05-02,409,409,388,402,10752,11039.0,4697433.0
2012-05-03,397,417,397,408,6389,11227.0,4697433.0
2012-05-04,415,415,398,414,8570,11391.0,4697433.0
2012-05-07,397,455,397,439,12636,12072.0,4697433.0
2012-05-08,447,448,431,445,15755,12237.0,4697433.0
2012-05-09,446,446,421,443,7637,12190.0,4697433.0
2012-05-10,443,493,443,454,49943,12495.0,4697433.0
2012-05-11,460,487,446,465,18934,12777.0,4697433.0
2012-05-14,463,484,438,439,10129,12072.0,4697433.0
2012-05-15,434,466,409,428,20263,11767.0,4697433.0
2012-05-16,436,440,421,434,23377,11931.0,4697433.0
2012-05-17,448,448,414,436,12859,11978.0,4697433.0
2012-05-18,455,455,397,398,10182,10945.0,4697433.0
2012-05-21,397,406,383,397,5153,10922.0,4697433.0
2012-05-22,409,413,390,414,18080,11391.0,4697433.0
2012-05-23,437,437,397,400,3837,10992.0,4697433.0
2012-05-24,424,424,397,405,2476,11156.0,4697433.0
2012-05-25,405,426,394,398,4029,10945.0,4697433.0
2012-05-29,395,411,388,389,8731,10710.0,4697433.0
2012-05-30,403,403,391,403,6410,11086.0,4697433.0
2012-05-31,403,403,385,400,2842,10992.0,4697433.0
2012-06-01,397,415,395,408,8927,11227.0,4697433.0
2012-06-04,425,425,362,394,7201,10828.0,4697433.0
2012-06-05,393,395,378,381,4835,10475.0,4697433.0
2012-06-07,379,394,368,384,16824,10546.0,4697433.0
2012-06-08,393,393,358,370,62688,10193.0,4697433.0
2012-06-11,318,333,314,315,305241,8667.0,4697433.0
2012-06-12,287,302,283,296,334499,8127.0,4697433.0
2012-06-13,293,305,292,293,79043,8056.0,4697433.0
2012-06-14,292,297,284,294,53189,8080.0,4697433.0
2012-06-15,289,299,289,292,49043,8033.0,4697433.0
2012-06-18,291,296,288,291,17871,8009.0,4697433.0
2012-06-19,290,304,286,302,39556,8291.0,4697433.0
2012-06-20,303,317,299,310,27194,8526.0,4697433.0
2012-06-21,309,331,309,333,78175,9160.0,4697433.0
2012-06-22,336,381,324,383,176444,10522.0,4697433.0
2012-06-25,397,397,333,335,136848,9207.0,4697433.0
2012-06-26,326,361,320,353,42515,9700.0,4697433.0
2012-06-27,349,367,349,361,37645,9935.0,4697433.0
2012-06-28,368,368,349,357,34980,9818.0,4697433.0
2012-06-29,366,371,358,366,13127,10053.0,4697433.0
2012-07-02,378,378,346,355,34553,9771.0,4697433.0
2012-07-03,352,372,348,367,29586,10076.0,4697433.0
2012-07-04,366,420,366,421,145983,11579.0,4697433.0
2012-07-05,451,480,440,448,115529,9019.0,4697433.0
2012-07-06,446,446,414,434,19775,8737.0,4697433.0
2012-07-09,443,443,425,429,5497,8643.0,4697433.0
2012-07-10,435,474,422,462,28028,9301.0,4697433.0
2012-07-11,459,459,439,459,2040,9254.0,4697433.0
2012-07-12,456,460,438,441,19766,8878.0,4697433.0
2012-07-13,451,455,438,456,5945,9183.0,4697433.0
2012-07-16,473,473,441,454,12217,9160.0,4697433.0
2012-07-17,454,455,444,454,6174,9160.0,4697433.0
2012-07-18,454,460,440,446,45817,8972.0,4697433.0
2012-07-19,445,510,438,512,26830,10311.0,4697433.0
2012-07-20,489,497,459,482,79734,9700.0,4697433.0
2012-07-23,486,486,459,469,55632,9442.0,4697433.0
2012-07-24,468,468,454,462,22224,9301.0,4697433.0
2012-07-25,451,463,438,454,10876,9160.0,4697433.0
2012-07-26,440,454,435,452,10123,9090.0,4697433.0
2012-07-27,453,453,438,451,7518,9066.0,4697433.0
2012-07-30,449,460,435,442,17342,8902.0,4697433.0
2012-07-31,448,448,430,438,11851,8831.0,4697433.0
2012-08-01,438,446,431,441,20525,8878.0,4697433.0
2012-08-02,430,443,421,444,45517,8949.0,4697433.0
2012-08-03,431,450,431,444,43061,8949.0,4697433.0
2012-08-06,451,454,438,438,19111,8831.0,4697433.0
2012-08-07,438,444,431,443,32850,8925.0,4697433.0
2012-08-08,446,462,438,463,18721,9324.0,4697433.0
2012-08-09,446,531,446,532,116434,10710.0,4697433.0
2012-08-10,581,610,573,611,421636,12307.0,4697433.0
2012-08-13,610,626,574,595,385838,11978.0,4697433.0
2012-08-14,591,610,583,592,150051,11931.0,4697433.0
2012-08-16,591,620,588,594,113642,11955.0,4697433.0
2012-08-17,591,593,535,546,195396,10992.0,4697433.0
2012-08-20,538,574,535,572,109119,11532.0,4697433.0
2012-08-21,539,561,535,561,201134,11297.0,4697433.0
2012-08-22,548,606,503,513,436392,10334.0,4697433.0
2012-08-23,479,529,468,512,751380,23882.0,10880000.0
2012-08-24,520,558,500,548,496157,25568.0,10880000.0
2012-08-27,539,628,539,630,473119,29376.0,10880000.0
2012-08-28,647,668,618,640,395442,29866.0,10880000.0
2012-08-29,638,661,631,634,381227,29594.0,10880000.0
2012-08-30,633,641,624,630,109539,29376.0,10880000.0
2012-08-31,631,641,615,636,133145,29702.0,10880000.0
2012-09-03,641,659,630,644,107337,30029.0,10880000.0
2012-09-04,657,662,623,641,123703,29920.0,10880000.0
2012-09-05,627,628,598,612,143999,28560.0,10880000.0
2012-09-06,611,626,582,610,101387,28451.0,10880000.0
2012-09-07,615,615,584,605,153985,28234.0,10880000.0
2012-09-10,606,606,588,601,104918,28070.0,10880000.0
2012-09-11,601,601,584,600,63125,27962.0,10880000.0
2012-09-12,589,606,582,606,90051,28288.0,10880000.0
2012-09-13,597,664,593,659,135187,30736.0,10880000.0
2012-09-14,661,694,645,666,57511,31062.0,10880000.0
2012-09-17,674,674,628,654,45967,30518.0,10880000.0
2012-09-18,661,701,642,699,127885,32586.0,10880000.0
2012-09-19,717,717,686,699,49034,32640.0,10880000.0
2012-09-20,690,709,666,685,96902,31987.0,10880000.0
2012-09-21,685,700,582,636,184525,29702.0,10880000.0
2012-09-24,620,650,617,638,13884,29757.0,10880000.0
2012-09-25,637,638,622,628,16659,29267.0,10880000.0
2012-09-26,608,650,608,650,39618,30355.0,10880000.0
2012-09-27,650,657,638,649,15432,30301.0,10880000.0
2012-09-28,657,661,646,660,20079,30790.0,10880000.0
2012-10-02,659,661,628,653,22489,30464.0,10880000.0
2012-10-04,641,671,641,658,50410,30682.0,10880000.0
2012-10-05,657,671,638,640,32725,29866.0,10880000.0
2012-10-08,633,651,612,648,62762,30192.0,10880000.0
2012-10-09,646,650,616,636,33873,31363.0,11488272.0
2012-10-10,617,640,615,625,30804,30789.0,11488272.0
2012-10-11,641,641,603,606,51947,29870.0,11488272.0
2012-10-12,606,625,567,584,103538,28721.0,11488272.0
2012-10-15,589,607,576,584,23836,28778.0,11488272.0
2012-10-16,591,606,559,572,40783,28204.0,11488272.0
2012-10-17,573,573,523,560,54422,27572.0,11488272.0
2012-10-18,559,567,537,560,13678,27572.0,11488272.0
2012-10-19,558,567,525,526,16065,25906.0,11488272.0
2012-10-22,533,554,514,548,53598,26997.0,11488272.0
2012-10-23,555,604,538,571,78009,28146.0,11488272.0
2012-10-24,563,617,563,618,45197,30444.0,11488272.0
2012-10-25,617,624,587,611,33142,30099.0,11488272.0
2012-10-26,624,624,586,590,46358,29065.0,11488272.0
2012-10-29,598,606,561,587,36072,28950.0,11488272.0
2012-10-30,583,591,566,576,22375,28376.0,11488272.0
2012-10-31,593,596,564,574,21399,28261.0,11488272.0
2012-11-01,577,647,571,629,49703,30961.0,11488272.0
2012-11-02,607,617,595,600,31776,29525.0,11488272.0
2012-11-05,628,628,589,604,10903,29755.0,11488272.0
2012-11-06,623,623,576,601,13563,29640.0,11488272.0
2012-11-07,588,612,584,600,26659,29525.0,11488272.0
2012-11-08,616,616,577,600,37585,29525.0,11488272.0
2012-11-09,599,601,588,601,14194,29640.0,11488272.0
2012-11-12,597,625,587,599,29056,29467.0,11488272.0
2012-11-13,624,624,586,594,40746,29238.0,11488272.0
2012-11-14,624,624,588,601,12087,29640.0,11488272.0
2012-11-15,596,601,587,595,14657,29295.0,11488272.0
2012-11-16,589,599,588,596,20126,29353.0,11488272.0
2012-11-19,593,596,561,591,43606,29123.0,11488272.0
2012-11-20,582,602,563,584,25154,28721.0,11488272.0
2012-11-21,582,612,579,596,7555,29353.0,11488272.0
2012-11-22,588,611,588,592,6097,29180.0,11488272.0
2012-11-23,589,603,587,592,19375,29180.0,11488272.0
2012-11-26,591,603,578,604,10902,29755.0,11488272.0
2012-11-27,621,621,589,606,14305,29870.0,11488272.0
2012-11-28,593,617,591,614,13540,30214.0,11488272.0
2012-11-29,612,648,610,644,83603,31708.0,11488272.0
2012-11-30,642,656,625,638,19850,31420.0,11488272.0
2012-12-03,647,717,631,704,259612,34695.0,11488272.0
2012-12-04,721,721,692,713,90976,35097.0,11488272.0
2012-12-05,709,721,671,688,78514,33890.0,11488272.0
2012-12-06,687,687,627,643,62623,31650.0,11488272.0
2012-12-07,647,647,595,618,53864,30444.0,11488272.0
2012-12-10,612,645,606,618,32877,30444.0,11488272.0
2012-12-11,627,627,610,628,18840,30903.0,11488272.0
2012-12-12,650,650,612,625,10928,30789.0,11488272.0
2012-12-13,615,631,593,612,58490,30157.0,11488272.0
2012-12-14,596,626,582,600,19385,29525.0,11488272.0
2012-12-17,588,645,588,611,8907,30099.0,11488272.0
2012-12-18,599,632,598,615,4644,30272.0,11488272.0
2012-12-20,593,624,593,616,24317,30329.0,11488272.0
2012-12-21,593,615,593,612,12816,30157.0,11488272.0
2012-12-24,603,626,583,618,18040,30444.0,11488272.0
2012-12-26,617,622,595,608,17951,29927.0,11488272.0
2012-12-27,598,627,598,623,11031,30674.0,11488272.0
2012-12-28,622,642,621,632,12483,31133.0,11488272.0
2013-01-02,632,699,622,646,90865,31823.0,11488272.0
2013-01-03,637,671,628,648,17698,31880.0,11488272.0
2013-01-04,647,670,632,666,40985,32799.0,11488272.0
2013-01-07,664,665,652,655,11022,32282.0,11488272.0
2013-01-08,647,664,641,656,11396,32339.0,11488272.0
2013-01-09,655,666,615,645,59456,31765.0,11488272.0
2013-01-10,641,657,606,620,129909,30559.0,11488272.0
2013-01-11,621,635,589,597,150306,29410.0,11488272.0
2013-01-14,593,608,586,586,194246,28893.0,11488272.0
2013-01-15,593,602,567,567,308139,27974.0,11488272.0
2013-01-16,568,582,537,543,417164,26768.0,11488272.0
2013-01-17,548,566,546,555,127959,27342.0,11488272.0
2013-01-18,557,564,523,547,395981,26940.0,11488272.0
2013-01-21,553,592,542,584,631873,28721.0,11488272.0
2013-01-22,617,670,606,670,484945,33029.0,11488272.0
2013-01-23,670,764,664,747,508244,36762.0,11488272.0
2013-01-24,745,778,723,763,240936,37567.0,11488272.0
2013-01-25,759,845,759,800,327661,39405.0,11488272.0
2013-01-28,808,808,768,768,209067,37854.0,11488272.0
2013-01-29,769,778,724,747,107469,36762.0,11488272.0
2013-01-30,748,830,745,825,218045,40611.0,11488272.0
2013-01-31,838,886,805,811,219507,39922.0,11488272.0
2013-02-01,795,865,769,856,163098,42162.0,11488272.0
2013-02-04,862,904,862,886,195443,43655.0,11488272.0
2013-02-05,886,891,861,876,82325,43138.0,11488272.0
2013-02-06,886,902,876,896,70104,44115.0,11488272.0
2013-02-07,879,902,870,875,58977,43081.0,11488272.0
2013-02-08,864,887,838,856,70609,42162.0,11488272.0
2013-02-12,850,886,848,886,60277,43655.0,11488272.0
2013-02-13,897,897,864,866,101140,42679.0,11488272.0
2013-02-14,873,884,841,876,79460,43138.0,11488272.0
2013-02-15,876,894,850,853,111686,42047.0,11488272.0
2013-02-18,845,901,843,886,78837,43655.0,11488272.0
2013-02-19,869,885,869,885,29445,43598.0,11488272.0
2013-02-20,899,899,843,885,189490,43598.0,11488272.0
2013-02-21,892,892,754,754,315861,37165.0,11488272.0
2013-02-22,722,867,706,793,333795,39060.0,11488272.0
2013-02-25,789,815,772,793,65945,39060.0,11488272.0
2013-02-26,780,798,740,762,107100,37509.0,11488272.0
2013-02-27,750,766,712,745,157888,36705.0,11488272.0
2013-02-28,734,794,734,781,76748,38486.0,11488272.0
2013-03-04,815,817,769,788,52706,38830.0,11488272.0
2013-03-05,783,798,763,767,32520,37796.0,11488272.0
2013-03-06,764,792,764,781,71585,38486.0,11488272.0
2013-03-07,780,789,750,766,126014,37739.0,11488272.0
2013-03-08,753,763,716,725,133489,35729.0,11488272.0
2013-03-11,714,719,685,692,117603,34063.0,11488272.0
2013-03-12,690,701,661,674,103425,33201.0,11488272.0
2013-03-13,660,699,617,675,70678,33259.0,11488272.0
2013-03-14,674,674,574,575,543812,28319.0,11488272.0
2013-03-15,576,596,567,595,278696,29295.0,11488272.0
2013-03-18,596,601,505,506,498380,24930.0,11488272.0
2013-03-19,514,561,505,545,223310,26825.0,11488272.0
2013-03-20,554,554,522,536,83007,26423.0,11488272.0
2013-03-21,533,543,455,484,559052,23838.0,11488272.0
2013-03-22,482,505,476,499,142081,24585.0,11488272.0
2013-03-25,502,573,500,574,509591,28261.0,11488272.0
2013-03-26,566,575,538,546,520227,26883.0,11488272.0
2013-03-27,555,555,503,522,353339,25734.0,11488272.0
2013-03-28,522,522,443,464,1179905,22862.0,11488272.0
2013-03-29,469,494,453,488,968893,24068.0,11488272.0
2013-04-01,485,488,464,473,323143,23321.0,11488272.0
2013-04-02,471,475,440,454,494466,22402.0,11488272.0
2013-04-03,465,465,440,452,187229,22230.0,11488272.0
2013-04-04,451,473,413,473,297459,23321.0,11488272.0
2013-04-05,473,475,449,464,115574,22862.0,11488272.0
2013-04-08,465,465,444,449,59739,22115.0,11488272.0
2013-04-09,443,449,431,443,109354,21828.0,11488272.0
2013-04-10,434,446,434,439,38731,21655.0,11488272.0
2013-04-11,443,453,433,447,100297,22000.0,11488272.0
2013-04-12,448,454,438,443,72154,21828.0,11488272.0
2013-04-15,449,454,436,449,85689,22115.0,11488272.0
2013-04-16,448,464,441,463,179768,22804.0,11488272.0
2013-04-17,463,469,454,467,180923,22977.0,11488272.0
2013-04-18,465,489,456,482,234131,23723.0,11488272.0
2013-04-19,482,485,460,467,118045,22977.0,11488272.0
2013-04-22,465,466,454,462,65542,22747.0,11488272.0
2013-04-23,460,465,392,459,137742,22632.0,11488272.0
2013-04-24,459,462,445,453,91092,22345.0,11488272.0
2013-04-25,460,495,454,463,642458,22804.0,11488272.0
2013-04-26,465,478,454,472,172433,23264.0,11488272.0
2013-04-29,475,482,460,467,215132,22977.0,11488272.0
2013-04-30,465,473,460,469,135602,23091.0,11488272.0
2013-05-02,469,533,460,528,863322,26021.0,11488272.0
2013-05-03,513,522,491,505,340395,24872.0,11488272.0
2013-05-06,507,507,488,490,255721,24125.0,11488272.0
2013-05-07,489,503,483,498,145531,24527.0,11488272.0
2013-05-08,495,500,484,495,122691,24355.0,11488272.0
2013-05-09,493,503,486,495,91220,24355.0,11488272.0
2013-05-10,497,503,483,487,139385,24010.0,11488272.0
2013-05-13,484,493,479,492,79028,24240.0,11488272.0
2013-05-14,493,494,466,476,82008,23436.0,11488272.0
2013-05-15,474,482,465,469,107092,23091.0,11488272.0
2013-05-16,474,500,473,495,186958,24355.0,11488272.0
2013-05-20,494,503,489,499,79244,24585.0,11488272.0
2013-05-21,497,500,488,495,78212,24355.0,11488272.0
2013-05-22,493,525,493,506,200005,24930.0,11488272.0
2013-05-23,505,519,503,508,168646,25044.0,11488272.0
2013-05-24,508,515,490,501,105007,24642.0,11488272.0
2013-05-27,500,510,493,502,99254,24757.0,11488272.0
2013-05-28,502,522,500,519,137073,25561.0,11488272.0
2013-05-29,518,533,518,528,176545,26021.0,11488272.0
2013-05-30,526,531,507,526,79334,25906.0,11488272.0
2013-05-31,526,543,523,545,237236,26825.0,11488272.0
2013-06-03,551,551,512,513,171339,25274.0,11488272.0
2013-06-04,508,526,504,513,125951,25274.0,11488272.0
2013-06-05,513,519,488,488,102723,24068.0,11488272.0
2013-06-07,488,489,448,476,100499,23436.0,11488272.0
2013-06-10,465,494,465,496,45796,24413.0,11488272.0
2013-06-11,498,498,483,493,27809,24298.0,11488272.0
2013-06-12,480,493,473,490,46886,24125.0,11488272.0
2013-06-13,488,509,477,507,104282,24987.0,11488272.0
2013-06-14,508,510,495,498,21399,24527.0,11488272.0
2013-06-17,497,507,485,487,150525,24010.0,11488272.0
2013-06-18,498,503,489,503,36374,24815.0,11488272.0
2013-06-19,508,520,503,506,74443,24930.0,11488272.0
2013-06-20,494,525,494,513,122446,25274.0,11488272.0
2013-06-21,508,512,490,508,99157,25044.0,11488272.0
2013-06-24,509,519,491,508,52472,25044.0,11488272.0
2013-06-25,507,507,442,468,103579,23034.0,11488272.0
2013-06-26,465,487,465,484,37968,23838.0,11488272.0
2013-06-27,482,509,482,495,72900,24355.0,11488272.0
2013-06-28,493,510,490,511,89954,25159.0,11488272.0
2013-07-01,507,542,507,536,221635,26423.0,11488272.0
2013-07-02,544,544,519,531,71066,26136.0,11488272.0
2013-07-03,528,535,519,521,50413,25676.0,11488272.0
2013-07-04,527,528,503,518,91489,25504.0,11488272.0
2013-07-05,513,523,495,511,88438,25159.0,11488272.0
2013-07-08,508,508,483,503,71359,24815.0,11488272.0
2013-07-09,503,504,488,496,23825,24413.0,11488272.0
2013-07-10,498,498,477,486,40269,23953.0,11488272.0
2013-07-11,488,499,484,498,17472,24527.0,11488272.0
2013-07-12,498,500,490,493,54810,24298.0,11488272.0
2013-07-15,532,532,489,501,103156,24700.0,11488272.0
2013-07-16,498,504,485,488,95477,24068.0,11488272.0
2013-07-17,488,495,479,485,59200,23896.0,11488272.0
2013-07-18,479,494,469,487,33127,24010.0,11488272.0
2013-07-19,495,495,470,481,35063,23666.0,11488272.0
2013-07-22,474,491,474,487,30144,24010.0,11488272.0
2013-07-23,480,490,477,485,25463,23896.0,11488272.0
2013-07-24,484,488,478,479,42244,23608.0,11488272.0
2013-07-25,478,482,464,472,53457,23264.0,11488272.0
2013-07-26,475,475,463,467,34355,22977.0,11488272.0
2013-07-29,465,477,458,466,19405,22919.0,11488272.0
2013-07-30,464,475,455,468,24766,23034.0,11488272.0
2013-07-31,465,473,465,473,21595,23321.0,11488272.0
2013-08-01,477,479,463,472,23959,23264.0,11488272.0
2013-08-02,463,474,460,471,19396,23206.0,11488272.0
2013-08-05,460,471,454,462,29074,22747.0,11488272.0
2013-08-06,462,462,448,459,15489,22632.0,11488272.0
2013-08-07,459,465,448,457,6842,22517.0,11488272.0
2013-08-08,455,460,445,447,25468,22000.0,11488272.0
2013-08-09,451,456,440,448,40574,22057.0,11488272.0
2013-08-12,446,454,438,438,25781,21598.0,11488272.0
2013-08-13,438,451,434,452,23810,22287.0,11488272.0
2013-08-14,449,450,435,443,52885,21828.0,11488272.0
2013-08-16,441,448,430,441,18563,21713.0,11488272.0
2013-08-19,438,438,411,428,93892,21081.0,11488272.0
2013-08-20,428,428,411,413,60786,20334.0,11488272.0
2013-08-21,406,419,406,417,46639,20507.0,11488272.0
2013-08-22,410,419,409,412,19669,20277.0,11488272.0
2013-08-23,409,424,407,414,13883,20392.0,11488272.0
2013-08-26,411,428,411,422,53707,20794.0,11488272.0
2013-08-27,421,421,411,418,6716,20564.0,11488272.0
2013-08-28,411,421,407,418,39640,20564.0,11488272.0
2013-08-29,415,439,414,439,36122,21655.0,11488272.0
2013-08-30,446,449,425,442,18024,21770.0,11488272.0
2013-09-02,433,445,430,439,17775,21655.0,11488272.0
2013-09-03,441,443,427,429,30945,21138.0,11488272.0
2013-09-04,427,443,418,427,25122,21024.0,11488272.0
2013-09-05,425,429,402,417,54364,20507.0,11488272.0
2013-09-06,409,419,391,408,121517,20104.0,11488272.0
2013-09-09,406,407,379,407,134891,20047.0,11488272.0
2013-09-10,404,407,374,393,55108,19358.0,11488272.0
2013-09-11,395,427,395,421,116027,20736.0,11488272.0
2013-09-12,422,433,415,429,57421,21138.0,11488272.0
2013-09-13,433,434,419,427,18250,21024.0,11488272.0
2013-09-16,433,433,416,424,40411,20909.0,11488272.0
2013-09-17,419,428,413,422,24856,20794.0,11488272.0
2013-09-23,425,438,419,434,78617,21368.0,11488272.0
2013-09-24,438,438,424,435,55698,21426.0,11488272.0
2013-09-25,441,441,426,432,59660,21253.0,11488272.0
2013-09-26,435,450,426,451,92545,22172.0,11488272.0
2013-09-27,446,451,443,451,47607,22172.0,11488272.0
2013-09-30,449,459,443,454,37108,22402.0,11488272.0
2013-10-01,460,460,445,448,79352,22057.0,11488272.0
2013-10-02,443,459,443,454,53906,22402.0,11488272.0
2013-10-04,449,454,443,454,40969,22402.0,11488272.0
2013-10-07,446,459,443,459,83597,22632.0,11488272.0
2013-10-08,454,469,450,459,44086,22632.0,11488272.0
2013-10-10,465,465,450,461,18762,22689.0,11488272.0
2013-10-11,453,468,444,461,72480,22689.0,11488272.0
2013-10-14,458,460,451,457,21157,22517.0,11488272.0
2013-10-15,458,463,443,454,21251,22402.0,11488272.0
2013-10-16,460,460,444,456,16020,22460.0,11488272.0
2013-10-17,451,455,444,451,17165,22172.0,11488272.0
2013-10-18,450,451,443,451,21264,22172.0,11488272.0
2013-10-21,443,450,443,452,67438,22230.0,11488272.0
2013-10-22,448,483,443,484,134436,23838.0,11488272.0
2013-10-23,479,534,479,501,280212,24700.0,11488272.0
2013-10-24,509,524,502,523,114226,25791.0,11488272.0
2013-10-25,514,532,500,520,101456,25619.0,11488272.0
2013-10-28,523,528,509,527,98349,25963.0,11488272.0
2013-10-29,528,537,484,497,130758,24470.0,11488272.0
2013-10-30,495,495,471,497,66410,24470.0,11488272.0
2013-10-31,500,500,475,487,25372,24010.0,11488272.0
2013-11-01,475,499,474,488,27250,24068.0,11488272.0
2013-11-04,477,493,475,488,9350,24068.0,11488272.0
2013-11-05,497,497,471,483,25857,23781.0,11488272.0
2013-11-06,479,488,476,483,31805,23781.0,11488272.0
2013-11-07,493,493,477,488,29228,24068.0,11488272.0
2013-11-08,488,490,477,487,19794,24010.0,11488272.0
2013-11-11,485,509,485,499,83619,24585.0,11488272.0
2013-11-12,498,504,490,497,86953,24470.0,11488272.0
2013-11-13,491,498,490,492,33532,24240.0,11488272.0
2013-11-14,495,495,473,483,42507,23781.0,11488272.0
2013-11-15,479,531,479,522,207401,25734.0,11488272.0
2013-11-18,527,551,514,539,258849,26538.0,11488272.0
