신화콘텍(187270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-27,3060,3100,3015,3075,8636,31192.0,10143845.0
2018-12-28,3055,3210,3045,3190,31570,32359.0,10143845.0
2019-01-02,3185,3220,3090,3100,45825,31446.0,10143845.0
2019-01-03,3100,3140,3060,3100,13893,31446.0,10143845.0
2019-01-04,3060,3130,3010,3125,18866,31700.0,10143845.0
2019-01-07,3125,3175,3100,3170,10392,32156.0,10143845.0
2019-01-08,3165,3185,3110,3130,7728,31750.0,10143845.0
2019-01-09,3110,3200,3110,3155,22921,32004.0,10143845.0
2019-01-10,3155,3190,3140,3185,8095,32308.0,10143845.0
2019-01-11,3220,3220,3170,3185,27215,32308.0,10143845.0
2019-01-14,3260,3260,3150,3185,16524,32308.0,10143845.0
2019-01-15,3220,3245,3185,3200,23602,32460.0,10143845.0
2019-01-16,3200,3255,3200,3240,22726,32866.0,10143845.0
2019-01-17,3275,3275,3175,3175,15401,32207.0,10143845.0
2019-01-18,3205,3350,3175,3280,44790,33272.0,10143845.0
2019-01-21,3280,3435,3230,3365,76073,34134.0,10143845.0
2019-01-22,3370,3555,3370,3455,90491,35047.0,10143845.0
2019-01-23,3450,3450,3370,3435,50792,34844.0,10143845.0
2019-01-24,3435,3510,3430,3435,15189,34844.0,10143845.0
2019-01-25,3435,3465,3370,3430,6526,34793.0,10143845.0
2019-01-28,3400,3460,3325,3350,19078,33982.0,10143845.0
2019-01-29,3320,3345,3200,3230,53418,32765.0,10143845.0
2019-01-30,3230,3290,3215,3280,26195,33272.0,10143845.0
2019-01-31,3280,3305,3220,3220,20458,32663.0,10143845.0
2019-02-01,3220,3340,3215,3255,13863,33018.0,10143845.0
2019-02-07,3255,3275,3230,3255,11153,33018.0,10143845.0
2019-02-08,3235,3375,3235,3370,29642,34185.0,10143845.0
2019-02-11,3370,3430,3340,3390,30699,34388.0,10143845.0
2019-02-12,3360,3450,3245,3305,23255,33525.0,10143845.0
2019-02-13,3300,3340,3250,3305,24564,33525.0,10143845.0
2019-02-14,3385,3385,3275,3300,32429,33475.0,10143845.0
2019-02-15,3300,3395,3260,3350,18450,33982.0,10143845.0
2019-02-18,3355,3365,3295,3295,36295,33424.0,10143845.0
2019-02-19,3295,3325,3210,3310,31480,33576.0,10143845.0
2019-02-20,3310,3500,3310,3435,107737,34844.0,10143845.0
2019-02-21,3455,3520,3385,3425,66391,34743.0,10143845.0
2019-02-22,3425,3500,3365,3390,35687,34388.0,10143845.0
2019-02-25,3390,3440,3365,3440,13425,34895.0,10143845.0
2019-02-26,3510,3535,3380,3385,27962,34337.0,10143845.0
2019-02-27,3385,3455,3335,3340,26725,33880.0,10143845.0
2019-02-28,3310,3390,3260,3260,33137,33069.0,10143845.0
2019-03-04,3260,3340,3260,3300,15024,33475.0,10143845.0
2019-03-05,3300,3325,3250,3295,15806,33424.0,10143845.0
2019-03-06,3275,3365,3270,3305,22012,33525.0,10143845.0
2019-03-07,3305,3370,3270,3290,24496,33373.0,10143845.0
2019-03-08,3325,3375,3250,3360,27230,34083.0,10143845.0
2019-03-11,3375,3490,3340,3380,45352,34286.0,10143845.0
2019-03-12,3390,3450,3360,3450,80691,34996.0,10143845.0
2019-03-13,3580,4150,3505,3850,5299053,39054.0,10143845.0
2019-03-14,3810,3900,3755,3890,659738,39460.0,10143845.0
2019-03-15,3880,3880,3665,3725,492532,37786.0,10143845.0
2019-03-18,3725,3820,3705,3795,302169,38496.0,10143845.0
2019-03-19,3800,3815,3670,3740,179362,37938.0,10143845.0
2019-03-20,3740,3740,3610,3685,115722,37380.0,10143845.0
2019-03-21,3655,3720,3625,3655,87111,37076.0,10143845.0
2019-03-22,3645,3690,3625,3690,53718,37431.0,10143845.0
2019-03-25,3625,3650,3555,3555,84973,36061.0,10143845.0
2019-03-26,3555,3680,3550,3650,67656,37025.0,10143845.0
2019-03-27,3650,3720,3640,3700,59737,37532.0,10143845.0
2019-03-28,3710,3710,3555,3565,59163,36163.0,10143845.0
2019-03-29,3520,3565,3425,3530,100262,35808.0,10143845.0
2019-04-01,3500,3655,3500,3630,58253,36822.0,10143845.0
2019-04-02,3635,3670,3580,3670,28403,37228.0,10143845.0
2019-04-03,3675,3680,3630,3665,32728,37177.0,10143845.0
2019-04-04,3670,3725,3665,3710,70264,37634.0,10143845.0
2019-04-05,3710,3755,3680,3700,36876,37532.0,10143845.0
2019-04-08,3700,3850,3675,3815,290133,38699.0,10143845.0
2019-04-09,3860,3970,3705,3905,548611,39612.0,10143845.0
2019-04-10,3945,4080,3775,4015,442643,40728.0,10143845.0
2019-04-11,4080,4190,3900,4070,405294,41285.0,10143845.0
2019-04-12,4100,4100,3995,4000,94952,40575.0,10143845.0
2019-04-15,4040,4040,3875,3910,118602,39662.0,10143845.0
2019-04-16,3910,3930,3795,3930,54354,39865.0,10143845.0
2019-04-17,3930,3965,3855,3860,28500,39155.0,10143845.0
2019-04-18,3910,3910,3720,3765,89659,38192.0,10143845.0
2019-04-19,3765,3870,3715,3870,45578,39257.0,10143845.0
2019-04-22,3960,4060,3815,3840,131991,38952.0,10143845.0
2019-04-23,3815,3900,3815,3865,21388,39206.0,10143845.0
2019-04-24,3865,3865,3690,3770,61865,38242.0,10143845.0
2019-04-25,3760,3770,3690,3725,23387,37786.0,10143845.0
2019-04-26,3725,3745,3645,3675,24157,37279.0,10143845.0
2019-04-29,3675,3850,3660,3765,17171,38192.0,10143845.0
2019-04-30,3710,3850,3710,3810,14078,38648.0,10143845.0
2019-05-02,3810,4095,3785,4095,255694,41539.0,10143845.0
2019-05-03,4150,4200,3850,4030,349712,40880.0,10143845.0
2019-05-07,3940,4020,3910,3965,33151,40220.0,10143845.0
2019-05-08,3955,4000,3875,3965,40532,40220.0,10143845.0
2019-05-09,3965,3965,3670,3700,126279,37532.0,10143845.0
2019-05-10,3655,3740,3650,3705,33433,37583.0,10143845.0
2019-05-13,3555,3755,3555,3570,35644,36214.0,10143845.0
2019-05-14,3550,3560,3410,3520,24112,35706.0,10143845.0
2019-05-15,3520,3850,3520,3670,170089,37228.0,10143845.0
2019-05-16,3660,3790,3590,3725,30048,37786.0,10143845.0
2019-05-17,3915,3915,3675,3745,38911,37989.0,10143845.0
2019-05-20,3800,3800,3560,3585,47435,36366.0,10143845.0
2019-05-21,3585,3630,3555,3570,18022,36214.0,10143845.0
2019-05-22,3650,3650,3520,3560,26614,36112.0,10143845.0
2019-05-23,3525,3600,3425,3425,19367,34743.0,10143845.0
2019-05-24,3290,3425,3220,3220,61161,32663.0,10143845.0
2019-05-27,3190,3290,3190,3200,23182,32460.0,10143845.0
2019-05-28,3170,3235,3160,3195,21325,32410.0,10143845.0
2019-05-29,3195,3225,3140,3140,8838,31852.0,10143845.0
2019-05-30,3090,3110,3030,3050,17926,30939.0,10143845.0
2019-05-31,3045,3170,3010,3125,21190,31700.0,10143845.0
2019-06-03,3120,3225,3090,3225,9689,32714.0,10143845.0
2019-06-04,3190,3215,3105,3180,23945,32257.0,10143845.0
2019-06-05,3160,3300,3160,3210,13531,32562.0,10143845.0
2019-06-07,3235,3275,3190,3210,8173,32562.0,10143845.0
2019-06-10,3210,3245,3195,3240,12114,32866.0,10143845.0
2019-06-11,3230,3275,3225,3270,10312,33170.0,10143845.0
2019-06-12,3270,3400,3255,3365,26439,34134.0,10143845.0
2019-06-13,3325,3445,3325,3380,14057,34286.0,10143845.0
2019-06-14,3445,3445,3360,3400,4167,34489.0,10143845.0
2019-06-17,3400,3430,3285,3385,35017,34337.0,10143845.0
2019-06-18,3450,3450,3340,3445,17763,34946.0,10143845.0
2019-06-19,3445,3470,3385,3445,28697,34946.0,10143845.0
2019-06-20,3415,3530,3410,3500,27390,35503.0,10143845.0
2019-06-21,3565,3570,3455,3475,8788,35250.0,10143845.0
2019-06-24,3475,3475,3325,3460,38578,35098.0,10143845.0
2019-06-25,3460,3460,3300,3390,53029,34388.0,10143845.0
2019-06-26,3390,3390,3230,3280,48809,33272.0,10143845.0
2019-06-27,3280,3280,3235,3270,10381,33170.0,10143845.0
2019-06-28,3270,3270,3135,3175,27195,32207.0,10143845.0
2019-07-01,3135,3175,3125,3145,6431,31902.0,10143845.0
2019-07-02,3145,3265,3105,3265,18545,33120.0,10143845.0
2019-07-03,3265,3295,3220,3220,8666,32663.0,10143845.0
2019-07-04,3220,3295,3160,3295,21049,33424.0,10143845.0
2019-07-05,3295,3310,3235,3310,10083,33576.0,10143845.0
2019-07-08,3305,3305,3135,3145,25237,31902.0,10143845.0
2019-07-09,3145,3215,3020,3095,15101,31395.0,10143845.0
2019-07-10,3055,3190,3055,3190,8786,32359.0,10143845.0
2019-07-11,3200,3200,3110,3200,13899,32460.0,10143845.0
2019-07-12,3210,3235,3125,3170,10438,32156.0,10143845.0
2019-07-15,3200,3200,3085,3120,21593,31649.0,10143845.0
2019-07-16,3075,3140,3060,3120,25196,31649.0,10143845.0
2019-07-17,3120,3155,3050,3120,13289,31649.0,10143845.0
2019-07-18,3065,3115,3055,3115,15669,31598.0,10143845.0
2019-07-19,3115,3140,3065,3100,10477,31446.0,10143845.0
2019-07-22,3100,3110,3050,3080,10722,31243.0,10143845.0
2019-07-23,3050,3110,3050,3070,7583,31142.0,10143845.0
2019-07-24,3070,3120,3060,3100,10895,31446.0,10143845.0
2019-07-25,3050,3090,3030,3050,8174,30939.0,10143845.0
2019-07-26,3050,3050,2990,3010,10251,30533.0,10143845.0
2019-07-29,3010,3010,2780,2810,49965,28504.0,10143845.0
2019-07-30,2810,2925,2795,2890,13222,29316.0,10143845.0
2019-07-31,2835,2880,2790,2860,9557,29011.0,10143845.0
2019-08-01,2880,2950,2835,2895,2656,29366.0,10143845.0
2019-08-02,2900,2900,2755,2810,25453,28504.0,10143845.0
2019-08-05,2750,2800,2485,2490,57360,25258.0,10143845.0
2019-08-06,2440,2575,2405,2420,42559,24548.0,10143845.0
2019-08-07,2350,2600,2350,2550,18768,25867.0,10143845.0
2019-08-08,2575,2645,2550,2635,5273,26729.0,10143845.0
2019-08-09,2650,2700,2605,2655,3340,26932.0,10143845.0
2019-08-12,2600,2725,2600,2720,10223,27591.0,10143845.0
2019-08-13,2740,2745,2620,2745,6331,27845.0,10143845.0
2019-08-14,2750,2790,2715,2790,8165,28301.0,10143845.0
2019-08-16,2790,2845,2730,2845,8277,28859.0,10143845.0
2019-08-19,2845,2850,2785,2835,10679,28758.0,10143845.0
2019-08-20,2860,2860,2780,2780,4628,28200.0,10143845.0
2019-08-21,2900,2900,2770,2845,1605,28859.0,10143845.0
2019-08-22,2845,2845,2775,2825,7167,28656.0,10143845.0
2019-08-23,2820,2820,2785,2785,4706,28251.0,10143845.0
2019-08-26,2785,2795,2700,2730,4456,27693.0,10143845.0
2019-08-27,2730,2760,2655,2725,13375,27642.0,10143845.0
2019-08-28,2750,2805,2695,2725,18157,27642.0,10143845.0
2019-08-29,2755,2780,2620,2620,10022,26577.0,10143845.0
2019-08-30,2625,2705,2620,2700,8727,27388.0,10143845.0
2019-09-02,2700,2775,2650,2760,14423,27997.0,10143845.0
2019-09-03,2800,2800,2710,2755,6600,27946.0,10143845.0
2019-09-04,2800,2830,2740,2745,10616,27845.0,10143845.0
2019-09-05,2770,2815,2730,2765,8515,28048.0,10143845.0
2019-09-06,2765,2800,2750,2800,18769,28403.0,10143845.0
2019-09-09,2800,2950,2765,2905,24676,29468.0,10143845.0
2019-09-10,2860,2950,2840,2945,13244,29874.0,10143845.0
2019-09-11,2945,2945,2880,2940,19791,29823.0,10143845.0
2019-09-16,2915,2995,2915,2990,21140,30330.0,10143845.0
2019-09-17,2975,3000,2945,2990,22618,30330.0,10143845.0
2019-09-18,2990,2990,2950,2980,15174,30229.0,10143845.0
2019-09-19,2950,2980,2940,2970,8040,30127.0,10143845.0
2019-09-20,2965,2965,2930,2955,3501,29975.0,10143845.0
2019-09-23,2955,2960,2825,2950,27883,29924.0,10143845.0
2019-09-24,2955,3180,2955,3025,162776,30685.0,10143845.0
2019-09-25,3025,3025,2825,2965,51566,30077.0,10143845.0
2019-09-26,2960,2985,2935,2950,17419,29924.0,10143845.0
2019-09-27,2950,2950,2925,2945,6908,29874.0,10143845.0
2019-09-30,2910,2945,2850,2910,21664,29519.0,10143845.0
2019-10-01,2865,2900,2815,2900,18412,29417.0,10143845.0
2019-10-02,2895,2895,2820,2870,13358,29113.0,10143845.0
2019-10-04,2870,2870,2810,2835,7544,28758.0,10143845.0
2019-10-07,2835,2835,2705,2825,13873,28656.0,10143845.0
