아이씨디(040910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-04-16,14450,15200,14400,15150,1265088,242395.0,15999664.0
2013-04-17,15300,15350,14900,15100,656622,241595.0,15999664.0
2013-04-18,15100,15700,15000,15300,990169,244795.0,15999664.0
2013-04-19,15350,15350,14550,14600,776342,233595.0,15999664.0
2013-04-22,14800,15000,14550,14800,470846,236795.0,15999664.0
2013-04-23,14850,15200,14650,15050,632439,240795.0,15999664.0
2013-04-24,15300,15400,14900,14950,607611,239195.0,15999664.0
2013-04-25,15050,15100,14350,14400,724115,230395.0,15999664.0
2013-04-26,14500,15000,14450,14650,692305,234395.0,15999664.0
2013-04-29,14800,14850,14600,14700,258284,235195.0,15999664.0
2013-04-30,14850,14850,14050,14050,694519,224795.0,15999664.0
2013-05-02,13950,14200,13600,13750,410349,219995.0,15999664.0
2013-05-03,13800,14200,13750,14000,282578,223995.0,15999664.0
2013-05-06,14100,14300,14000,14150,241450,226395.0,15999664.0
2013-05-07,14150,14250,13950,14150,196340,226395.0,15999664.0
2013-05-08,14200,14500,14150,14200,405103,227195.0,15999664.0
2013-05-09,14350,14400,14000,14000,292554,223995.0,15999664.0
2013-05-10,14000,14050,13650,13700,273325,219195.0,15999664.0
2013-05-13,13850,13900,13300,13300,258001,212796.0,15999664.0
2013-05-14,13300,13700,12900,13500,445040,215995.0,15999664.0
2013-05-15,13600,14050,13450,13900,401864,222395.0,15999664.0
2013-05-16,13900,14050,13700,13850,192039,221595.0,15999664.0
2013-05-20,13850,14100,13850,13950,231293,223195.0,15999664.0
2013-05-21,13950,14250,13850,14250,289131,227995.0,15999664.0
2013-05-22,14300,14300,13850,13850,303301,221595.0,15999664.0
2013-05-23,13800,14100,13700,13750,250810,219995.0,15999664.0
2013-05-24,13750,13950,13500,13550,225510,216795.0,15999664.0
2013-05-27,13650,14300,13450,14300,389240,228795.0,15999664.0
2013-05-28,14550,15150,14350,14900,1358120,238395.0,15999664.0
2013-05-29,15250,15700,15200,15200,1728422,243195.0,15999664.0
2013-05-30,15250,15650,15000,15500,906823,247995.0,15999664.0
2013-05-31,15550,15550,14700,15200,761881,243195.0,15999664.0
2013-06-03,14900,15150,14800,14850,312982,237595.0,15999664.0
2013-06-04,15000,15100,14550,14600,309132,233595.0,15999664.0
2013-06-05,14700,15300,14700,15200,742275,243195.0,15999664.0
2013-06-07,15150,15200,14200,14300,705862,228795.0,15999664.0
2013-06-10,14400,14650,14050,14500,387148,231995.0,15999664.0
2013-06-11,14500,14500,14150,14200,283113,227195.0,15999664.0
2013-06-12,13950,15150,13750,15000,937669,239995.0,15999664.0
2013-06-13,14900,15250,14600,14900,553598,238395.0,15999664.0
2013-06-14,15050,15100,14650,14900,382388,238395.0,15999664.0
2013-06-17,14900,15400,14400,14700,824230,235195.0,15999664.0
2013-06-18,14800,16000,14550,15900,1359193,254395.0,15999664.0
2013-06-19,16000,16250,15750,15800,842124,252795.0,15999664.0
2013-06-20,15500,16100,15450,15850,993543,253595.0,15999664.0
2013-06-21,15450,16000,15050,15800,970239,252795.0,15999664.0
2013-06-24,16050,16400,14950,14950,1029867,239195.0,15999664.0
2013-06-25,15050,15450,14300,14300,1346102,228795.0,15999664.0
2013-06-26,14700,14950,14450,14850,710600,237595.0,15999664.0
2013-06-27,15100,15550,15100,15250,661873,243995.0,15999664.0
2013-06-28,15300,15550,14900,14900,625054,238395.0,15999664.0
2013-07-01,14900,15450,14900,15400,455173,246395.0,15999664.0
2013-07-02,15500,15800,15250,15500,727762,247995.0,15999664.0
2013-07-03,15500,15750,15150,15200,545863,243195.0,15999664.0
2013-07-04,15300,15450,14900,15350,471617,245595.0,15999664.0
2013-07-05,15500,15950,15250,15950,794258,255195.0,15999664.0
2013-07-08,15850,16000,15150,15150,697373,242395.0,15999664.0
2013-07-09,15250,15350,14700,14950,528350,239195.0,15999664.0
2013-07-10,15100,15400,14850,15300,416760,244795.0,15999664.0
2013-07-11,15550,15700,15350,15550,476489,248795.0,15999664.0
2013-07-12,15500,16000,15350,16000,742271,255995.0,15999664.0
2013-07-15,16050,16050,15650,15700,560783,251195.0,15999664.0
2013-07-16,15750,16100,15550,16100,558892,257595.0,15999664.0
2013-07-17,16100,16350,15850,16000,504527,255995.0,15999664.0
2013-07-18,15950,16050,15650,15650,402289,250395.0,15999664.0
2013-07-19,15700,15800,15400,15550,312687,248795.0,15999664.0
2013-07-22,15550,16050,15550,15950,395270,255195.0,15999664.0
2013-07-23,15950,16100,15050,15050,673635,240795.0,15999664.0
2013-07-24,15100,15250,14700,15000,487349,239995.0,15999664.0
2013-07-25,14850,14900,14300,14450,1036696,231195.0,15999664.0
2013-07-26,14600,14900,14450,14700,408264,235195.0,15999664.0
2013-07-29,14700,14950,14550,14700,257878,235195.0,15999664.0
2013-07-30,14800,15050,14750,14750,200432,235995.0,15999664.0
2013-07-31,14850,14850,14650,14750,171323,235995.0,15999664.0
2013-08-01,14800,14950,14750,14800,225084,236795.0,15999664.0
2013-08-02,14950,14950,14450,14500,264326,231995.0,15999664.0
2013-08-05,14550,14650,14300,14650,205707,234395.0,15999664.0
2013-08-06,14600,14650,14050,14100,406055,225595.0,15999664.0
2013-08-07,13950,14150,13700,14000,312182,223995.0,15999664.0
2013-08-08,14050,14400,14050,14100,201623,225595.0,15999664.0
2013-08-09,14200,14600,14200,14250,218415,227995.0,15999664.0
2013-08-12,14250,14350,14000,14000,177184,223995.0,15999664.0
2013-08-13,13950,14150,13800,14100,213625,225595.0,15999664.0
2013-08-14,14200,14350,14150,14250,122733,227995.0,15999664.0
2013-08-16,14050,14400,14000,14350,123229,229595.0,15999664.0
2013-08-19,14350,14350,13950,14000,173903,223995.0,15999664.0
2013-08-20,13950,14150,13250,13400,325168,214395.0,15999664.0
2013-08-21,13500,13600,12850,13150,280812,210396.0,15999664.0
2013-08-22,12850,13000,12250,12300,338518,196796.0,15999664.0
2013-08-23,12500,12800,12400,12650,238815,202396.0,15999664.0
2013-08-26,12950,13000,12600,12650,162319,202396.0,15999664.0
2013-08-27,12650,12750,11950,12100,286197,193596.0,15999664.0
2013-08-28,11800,12100,11600,12100,252413,193596.0,15999664.0
2013-08-29,12200,12300,11850,12050,191079,192796.0,15999664.0
2013-08-30,12050,12450,12000,12300,146371,196796.0,15999664.0
2013-09-02,12250,12700,12250,12550,151598,200796.0,15999664.0
2013-09-03,12600,12800,12250,12350,210104,197596.0,15999664.0
2013-09-04,12400,12400,11800,11850,426035,189596.0,15999664.0
2013-09-05,12000,12350,11850,12200,207514,195196.0,15999664.0
2013-09-06,12250,12350,12100,12250,89752,195996.0,15999664.0
2013-09-09,12250,12400,11850,12000,219077,191996.0,15999664.0
2013-09-10,12150,12200,11900,11950,141040,191196.0,15999664.0
2013-09-11,12100,12450,12050,12450,188315,199196.0,15999664.0
2013-09-12,12450,12500,12150,12250,149542,195996.0,15999664.0
2013-09-13,12200,12400,12050,12100,143827,193596.0,15999664.0
2013-09-16,12150,12250,12000,12000,94229,191996.0,15999664.0
2013-09-17,12050,12200,12000,12000,58379,191996.0,15999664.0
2013-09-23,12100,12350,12000,12300,118090,196796.0,15999664.0
2013-09-24,12200,12300,11950,12050,182802,192796.0,15999664.0
2013-09-25,12100,12100,11900,11950,92866,191196.0,15999664.0
2013-09-26,11950,12400,11950,12400,166240,198396.0,15999664.0
2013-09-27,12400,12700,12300,12550,190608,200796.0,15999664.0
2013-09-30,12500,12550,12200,12250,145385,195996.0,15999664.0
2013-10-01,12200,12400,11950,12000,157713,191996.0,15999664.0
2013-10-02,12100,12250,11950,12250,135492,195996.0,15999664.0
2013-10-04,12300,12500,12050,12050,205166,192796.0,15999664.0
2013-10-07,12100,12250,11950,11950,144130,191196.0,15999664.0
2013-10-08,11800,11950,11500,11500,248968,183996.0,15999664.0
2013-10-10,11400,11650,11350,11450,173295,183196.0,15999664.0
2013-10-11,11600,11750,11450,11450,164183,183196.0,15999664.0
2013-10-14,11600,11800,11500,11650,96270,186396.0,15999664.0
2013-10-15,11750,11850,11600,11750,114365,187996.0,15999664.0
2013-10-16,11750,11900,11700,11700,102627,187196.0,15999664.0
2013-10-17,11850,11850,11200,11300,187483,180796.0,15999664.0
2013-10-18,11400,11600,11300,11400,119446,182396.0,15999664.0
2013-10-21,11500,11900,11500,11800,131799,188796.0,15999664.0
2013-10-22,11950,11950,11650,11800,83875,188796.0,15999664.0
2013-10-23,11850,11850,11500,11500,124616,183996.0,15999664.0
2013-10-24,11600,11650,11350,11550,81061,184796.0,15999664.0
2013-10-25,11600,11800,11550,11650,94878,186396.0,15999664.0
2013-10-28,11700,11850,11550,11850,115039,189596.0,15999664.0
2013-10-29,11800,11900,11650,11700,84947,187196.0,15999664.0
2013-10-30,11700,11950,11700,11800,91105,188796.0,15999664.0
2013-10-31,11800,11800,11350,11350,120720,181596.0,15999664.0
2013-11-01,11400,11800,11400,11750,108019,187996.0,15999664.0
2013-11-04,11750,12200,11700,12000,231136,191996.0,15999664.0
2013-11-05,12000,12150,11600,11650,164709,186396.0,15999664.0
2013-11-06,11700,11900,11650,11750,79130,187996.0,15999664.0
2013-11-07,11850,11850,11450,11550,98807,184796.0,15999664.0
2013-11-08,11450,11450,11250,11350,85791,181596.0,15999664.0
2013-11-11,11350,11500,10550,10550,206295,168796.0,15999664.0
2013-11-12,10500,10900,10500,10750,96248,171996.0,15999664.0
2013-11-13,10700,10900,10350,10350,122507,165597.0,15999664.0
2013-11-14,10450,10700,10450,10500,117466,167996.0,15999664.0
2013-11-15,10500,10800,10500,10700,80930,171196.0,15999664.0
2013-11-18,10650,10850,10400,10450,108924,167196.0,15999664.0
2013-11-19,10400,10650,10200,10300,133183,164797.0,15999664.0
2013-11-20,10300,10550,10250,10300,103501,164797.0,15999664.0
2013-11-21,10300,10350,9690,9700,388107,155197.0,15999664.0
2013-11-22,9750,9810,9680,9720,122155,155517.0,15999664.0
2013-11-25,9740,9950,9700,9910,124997,158557.0,15999664.0
2013-11-26,9960,10250,9850,10050,116119,160797.0,15999664.0
2013-11-27,10050,10200,9950,10100,104201,161597.0,15999664.0
2013-11-28,10100,10300,10050,10250,100889,163997.0,15999664.0
2013-11-29,10250,10450,10200,10300,74940,164797.0,15999664.0
2013-12-02,10200,10450,10100,10100,76032,161597.0,15999664.0
2013-12-03,10000,10150,9940,9940,58067,159037.0,15999664.0
2013-12-04,9980,10250,9940,10200,63382,163197.0,15999664.0
2013-12-05,10100,10450,10100,10400,94677,166397.0,15999664.0
2013-12-06,10300,10800,10300,10650,171281,170396.0,15999664.0
2013-12-09,10700,10750,10350,10350,63886,165597.0,15999664.0
2013-12-10,10250,10400,10150,10250,52806,163997.0,15999664.0
2013-12-11,10200,10450,9950,9980,157086,159677.0,15999664.0
2013-12-12,9890,10100,9800,10050,53898,160797.0,15999664.0
2013-12-13,10000,10000,9840,9950,69005,159197.0,15999664.0
2013-12-16,9950,9970,9810,9830,54639,157277.0,15999664.0
2013-12-17,9830,9900,9760,9760,40953,156157.0,15999664.0
2013-12-18,9800,9850,9610,9680,66718,154877.0,15999664.0
2013-12-19,9740,10050,9740,9950,85611,159197.0,15999664.0
2013-12-20,9910,10050,9900,9980,37284,159677.0,15999664.0
2013-12-23,10050,10100,10000,10000,47442,159997.0,15999664.0
2013-12-24,10000,10250,10000,10100,89308,161597.0,15999664.0
2013-12-26,10200,10200,9920,9950,67687,159197.0,15999664.0
2013-12-27,10000,10150,9940,10050,67428,160797.0,15999664.0
2013-12-30,10200,10400,10150,10250,72238,163997.0,15999664.0
2014-01-02,10250,10350,9980,9980,93409,159677.0,15999664.0
2014-01-03,9970,10100,9850,9970,49863,159517.0,15999664.0
2014-01-06,10000,10000,9790,9980,56030,159677.0,15999664.0
2014-01-07,9980,10250,9960,10200,69947,163197.0,15999664.0
2014-01-08,10300,10300,10000,10050,61632,160797.0,15999664.0
2014-01-09,10100,10600,10000,10550,185693,168796.0,15999664.0
2014-01-10,10550,10950,10500,10850,231856,173596.0,15999664.0
2014-01-13,10850,11000,10650,10950,154842,175196.0,15999664.0
2014-01-14,10900,11100,10800,10950,200290,175196.0,15999664.0
2014-01-15,11300,11650,11250,11500,374035,183996.0,15999664.0
2014-01-16,11550,11600,11300,11550,124674,184796.0,15999664.0
2014-01-17,11600,11600,11350,11350,101638,181596.0,15999664.0
2014-01-20,11350,11650,11000,11400,160393,182396.0,15999664.0
2014-01-21,11450,11650,11350,11550,90761,184796.0,15999664.0
2014-01-22,11600,11600,11400,11450,73692,183196.0,15999664.0
2014-01-23,11550,12400,11550,12100,612471,193596.0,15999664.0
2014-01-24,12050,12300,11700,11950,268308,191196.0,15999664.0
2014-01-27,11450,11600,11050,11150,266697,178396.0,15999664.0
2014-01-28,11200,11400,11000,11300,147350,180796.0,15999664.0
2014-01-29,11400,11550,11150,11150,124394,178396.0,15999664.0
2014-02-03,11050,11600,11050,11400,135841,182396.0,15999664.0
2014-02-04,11150,11400,11000,11200,106494,179196.0,15999664.0
2014-02-05,11250,11450,11150,11350,126337,181596.0,15999664.0
2014-02-06,11300,11950,11300,11850,178086,189596.0,15999664.0
2014-02-07,11900,12000,11450,11550,161361,184796.0,15999664.0
2014-02-10,11650,11950,11550,11600,142576,185596.0,15999664.0
2014-02-11,11600,11800,11250,11300,160364,180796.0,15999664.0
2014-02-12,11500,11550,11000,11100,206680,177596.0,15999664.0
2014-02-13,11150,11300,11050,11100,100140,177596.0,15999664.0
2014-02-14,11200,11400,11150,11300,98019,180796.0,15999664.0
2014-02-17,11400,11400,10850,10850,161217,173596.0,15999664.0
2014-02-18,10900,11000,10800,10950,95049,175196.0,15999664.0
2014-02-19,10950,11100,10950,11050,74690,176796.0,15999664.0
2014-02-20,11100,11150,10900,11050,90082,176796.0,15999664.0
2014-02-21,11100,11400,11100,11250,112984,179996.0,15999664.0
2014-02-24,11150,11300,11000,11050,77404,176796.0,15999664.0
2014-02-25,11100,11150,10750,10800,115348,172796.0,15999664.0
2014-02-26,10900,10950,10750,10800,61246,172796.0,15999664.0
2014-02-27,10850,11200,10850,11150,87212,178396.0,15999664.0
2014-02-28,11100,11350,10900,10900,106771,174396.0,15999664.0
2014-03-03,10800,10950,10550,10600,87100,169596.0,15999664.0
2014-03-04,10500,10700,10350,10450,109886,167196.0,15999664.0
2014-03-05,10550,10650,10300,10400,122354,166397.0,15999664.0
2014-03-06,10450,10550,10300,10450,73349,167196.0,15999664.0
2014-03-07,10550,10900,10500,10800,117476,172796.0,15999664.0
2014-03-10,10700,10800,10350,10500,82066,167996.0,15999664.0
2014-03-11,10450,10600,10350,10500,62236,167996.0,15999664.0
2014-03-12,10500,10550,10200,10200,78672,163197.0,15999664.0
2014-03-13,10200,10300,10100,10200,66732,163197.0,15999664.0
2014-03-14,9930,10150,9920,9990,151129,163986.0,16415064.0
2014-03-17,10000,10150,9960,9980,62205,163822.0,16415064.0
2014-03-18,10000,10100,9960,10000,65698,164151.0,16415064.0
2014-03-19,10000,10300,10000,10150,91299,166613.0,16415064.0
2014-03-20,10200,10400,10000,10000,68177,164151.0,16415064.0
2014-03-21,10100,10250,10050,10100,56656,165792.0,16415064.0
2014-03-24,10100,10300,10100,10250,74478,168254.0,16415064.0
2014-03-25,10250,10250,10050,10050,74103,164971.0,16415064.0
2014-03-26,10100,10200,10000,10050,67867,164971.0,16415064.0
2014-03-27,10100,10100,9970,9980,109847,163822.0,16415064.0
2014-03-28,10000,10250,9990,10150,108386,166613.0,16415064.0
2014-03-31,10200,10600,10150,10350,236306,169896.0,16415064.0
2014-04-01,10400,10450,10250,10250,80358,168254.0,16415064.0
2014-04-02,10350,10550,10200,10300,151972,169075.0,16415064.0
2014-04-03,10350,10400,10150,10200,106161,167434.0,16415064.0
2014-04-04,10200,10400,10200,10400,148758,170717.0,16415064.0
2014-04-07,10300,10350,10200,10250,86862,168254.0,16415064.0
2014-04-08,10250,10550,10250,10450,153812,171537.0,16415064.0
2014-04-09,10450,10450,10300,10300,71925,169075.0,16415064.0
2014-04-10,10400,10550,10300,10350,91176,169896.0,16415064.0
2014-04-11,10650,11900,10650,11750,2033352,192877.0,16415064.0
2014-04-14,11750,11900,11650,11900,459197,195339.0,16415064.0
2014-04-15,11900,12000,11700,11950,291517,196160.0,16415064.0
2014-04-16,12400,12750,12050,12050,931809,197802.0,16415064.0
2014-04-17,12100,12150,11700,11750,274023,192877.0,16415064.0
2014-04-18,11750,12300,11750,12000,281234,196981.0,16415064.0
2014-04-21,11950,12200,11750,11800,152331,193698.0,16415064.0
2014-04-22,11750,11800,11500,11500,255722,188773.0,16415064.0
2014-04-23,11450,12000,11400,11600,344776,190415.0,16415064.0
2014-04-24,11650,11700,11100,11300,203801,185490.0,16415064.0
2014-04-25,11300,11750,11250,11550,213479,189594.0,16415064.0
2014-04-28,11550,11800,11350,11400,224091,187132.0,16415064.0
2014-04-29,11500,11550,11200,11350,131578,186311.0,16415064.0
2014-04-30,11450,11500,11300,11450,120650,187952.0,16415064.0
2014-05-02,11650,11950,11600,11700,265365,192056.0,16415064.0
2014-05-07,11650,11750,11300,11300,113932,185490.0,16415064.0
2014-05-08,11300,11500,10700,10800,281447,177283.0,16415064.0
2014-05-09,10700,10950,10550,10550,126805,173179.0,16415064.0
2014-05-12,10550,10650,10150,10200,201054,167434.0,16415064.0
2014-05-13,10300,10500,10250,10350,106628,169896.0,16415064.0
2014-05-14,10450,10450,10250,10350,95965,169896.0,16415064.0
2014-05-15,10400,10700,10300,10500,116810,172358.0,16415064.0
2014-05-16,10400,10700,10300,10700,131519,175641.0,16415064.0
2014-05-19,10900,11100,10450,10450,220400,171537.0,16415064.0
2014-05-20,10500,10700,10200,10300,140585,169075.0,16415064.0
2014-05-21,10400,10800,10350,10500,124136,172358.0,16415064.0
2014-05-22,10650,10650,10250,10300,114678,169075.0,16415064.0
2014-05-23,10350,10450,10250,10350,70241,169896.0,16415064.0
2014-05-26,10300,10450,10250,10250,106458,168254.0,16415064.0
2014-05-27,10300,10350,9800,9890,264150,162345.0,16415064.0
2014-05-28,9980,10100,9920,9940,107081,163166.0,16415064.0
2014-05-29,9980,10100,9660,9850,131907,161688.0,16415064.0
2014-05-30,10000,10150,9400,9400,221511,154302.0,16415064.0
2014-06-02,9320,9460,9040,9200,266597,151019.0,16415064.0
2014-06-03,9100,9170,8700,8700,257852,142811.0,16415064.0
2014-06-05,8360,8970,8360,8840,180649,145109.0,16415064.0
2014-06-09,8840,8950,8350,8530,193219,140020.0,16415064.0
2014-06-10,8410,8970,8410,8900,135065,146094.0,16415064.0
2014-06-11,8940,8950,8790,8840,90559,145109.0,16415064.0
2014-06-12,8810,8930,8810,8870,49200,145602.0,16415064.0
2014-06-13,8870,9080,8810,8880,57877,145766.0,16415064.0
2014-06-16,9000,9150,8910,8980,63920,147407.0,16415064.0
2014-06-17,8860,9000,8790,8950,46025,146915.0,16415064.0
2014-06-18,9000,9020,8850,8880,35984,145766.0,16415064.0
2014-06-19,8860,8960,8610,8650,73581,141990.0,16415064.0
2014-06-20,8620,8620,8200,8200,185694,134604.0,16415064.0
2014-06-23,8150,8180,6990,7200,508174,118188.0,16415064.0
2014-06-24,7150,7290,6910,7050,272171,115726.0,16415064.0
2014-06-25,7080,7440,7080,7300,204778,119830.0,16415064.0
2014-06-26,7300,7480,7260,7280,71169,119502.0,16415064.0
2014-06-27,7280,7400,7180,7220,86835,118517.0,16415064.0
2014-06-30,7220,7480,7220,7420,61644,121800.0,16415064.0
2014-07-01,7480,7500,7340,7410,74782,121636.0,16415064.0
2014-07-02,7410,7530,7310,7420,98155,121800.0,16415064.0
2014-07-03,7490,7510,7330,7360,82630,120815.0,16415064.0
2014-07-04,7380,7450,7250,7340,79802,120487.0,16415064.0
2014-07-07,7270,7350,7080,7120,117265,116875.0,16415064.0
2014-07-08,7170,7170,6750,6840,314632,112279.0,16415064.0
2014-07-09,6900,7360,6860,7220,649545,118517.0,16415064.0
2014-07-10,7260,7620,7260,7480,319411,122785.0,16415064.0
2014-07-11,7600,7700,7200,7320,243117,120158.0,16415064.0
2014-07-14,7320,7410,7140,7200,110535,118188.0,16415064.0
2014-07-15,7150,7350,7050,7350,129989,120651.0,16415064.0
2014-07-16,7440,7570,7300,7400,154873,121471.0,16415064.0
2014-07-17,7400,7650,7360,7540,134057,123770.0,16415064.0
2014-07-18,7510,7600,7460,7600,62661,124975.0,16444064.0
2014-07-21,7630,7700,7480,7540,65902,123988.0,16444064.0
2014-07-22,7500,7550,7350,7400,104470,121686.0,16444064.0
2014-07-23,7450,8150,7370,7690,636353,126455.0,16444064.0
2014-07-24,7800,7830,7480,7540,210513,123988.0,16444064.0
2014-07-25,7620,7670,7450,7460,103403,122673.0,16444064.0
2014-07-28,7390,7460,7220,7220,135641,118726.0,16444064.0
2014-07-29,7240,7330,6990,7080,155581,116424.0,16444064.0
2014-07-30,7040,7090,6800,6860,171664,112806.0,16444064.0
2014-07-31,6860,6930,6610,6660,156584,109517.0,16444064.0
2014-08-01,6600,6850,6600,6710,84468,110340.0,16444064.0
2014-08-04,6660,6980,6660,6910,107667,113628.0,16444064.0
2014-08-05,6900,6940,6650,6650,95265,109353.0,16444064.0
2014-08-06,6660,6890,6660,6680,77669,109846.0,16444064.0
2014-08-07,6750,6820,6640,6650,90400,109353.0,16444064.0
2014-08-08,6650,6860,6600,6840,122730,112477.0,16444064.0
2014-08-11,6910,6910,6740,6840,86599,112477.0,16444064.0
2014-08-12,6820,6860,6630,6650,83037,109353.0,16444064.0
2014-08-13,6610,6750,6020,6050,528948,99487.0,16444064.0
2014-08-14,6020,6190,6000,6040,200358,99322.0,16444064.0
2014-08-18,6060,6760,6060,6550,652493,107709.0,16444064.0
2014-08-19,6610,6760,6350,6740,329592,110833.0,16444064.0
2014-08-20,6740,6940,6600,6940,244113,114122.0,16444064.0
2014-08-21,7000,7180,6800,7060,224443,116095.0,16444064.0
2014-08-22,7070,7110,6950,7010,120964,115273.0,16444064.0
2014-08-25,7020,7170,6940,6940,82511,114122.0,16444064.0
2014-08-26,6910,7000,6740,6800,107509,111820.0,16444064.0
2014-08-27,6870,7000,6720,6860,131745,112806.0,16444064.0
2014-08-28,6920,7230,6880,7150,169985,117575.0,16444064.0
2014-08-29,7060,7250,7010,7030,118621,115602.0,16444064.0
2014-09-01,7030,7170,6770,6800,99648,111820.0,16444064.0
2014-09-02,6750,6870,6580,6630,96217,109024.0,16444064.0
2014-09-03,6580,6680,6390,6480,131383,106558.0,16444064.0
2014-09-04,6540,6680,6480,6500,87452,106886.0,16444064.0
2014-09-05,6520,6710,6510,6640,44810,109189.0,16444064.0
2014-09-11,6670,6710,6550,6600,60255,108531.0,16444064.0
2014-09-12,6630,6680,6510,6630,60222,109024.0,16444064.0
2014-09-15,6700,6700,6360,6480,72915,106558.0,16444064.0
2014-09-16,6400,6600,6390,6470,65834,106393.0,16444064.0
2014-09-17,6480,6670,6480,6520,48473,107215.0,16444064.0
2014-09-18,6550,6660,6510,6570,48837,108038.0,16444064.0
2014-09-19,6670,6800,6600,6620,92794,108860.0,16444064.0
2014-09-22,6570,6690,6520,6540,51671,107544.0,16444064.0
2014-09-23,6500,6580,6270,6360,78662,104584.0,16444064.0
2014-09-24,6310,6480,6140,6370,77701,104749.0,16444064.0
2014-09-25,6480,6480,6340,6360,67506,104584.0,16444064.0
2014-09-26,6320,6450,6270,6450,68316,106064.0,16444064.0
2014-09-29,6430,6520,6080,6390,116407,105078.0,16444064.0
2014-09-30,6270,6350,6090,6090,118558,100144.0,16444064.0
2014-10-01,6060,6160,5790,5850,218940,96198.0,16444064.0
2014-10-02,5870,6020,5750,5960,65277,98007.0,16444064.0
2014-10-06,5870,6000,5810,5920,53846,97349.0,16444064.0
2014-10-07,5960,6300,5960,6150,96608,101131.0,16444064.0
2014-10-08,6140,6240,6020,6150,31920,101131.0,16444064.0
2014-10-10,6100,6170,5840,5950,55651,97842.0,16444064.0
2014-10-13,5840,5890,5460,5500,99668,90442.0,16444064.0
2014-10-14,5420,5590,5320,5320,144682,87482.0,16444064.0
2014-10-15,5330,5490,5300,5320,94763,87482.0,16444064.0
2014-10-16,5250,5310,5050,5300,140045,87154.0,16444064.0
2014-10-17,5260,5390,5140,5370,76274,88305.0,16444064.0
2014-10-20,5370,5410,5250,5340,57007,87811.0,16444064.0
2014-10-21,5390,5400,5150,5280,124514,86825.0,16444064.0
2014-10-22,5760,6070,5590,5610,986611,92251.0,16444064.0
2014-10-23,5580,5710,5500,5670,107787,93238.0,16444064.0
2014-10-24,5830,5870,5500,5600,171095,92087.0,16444064.0
2014-10-27,5610,5820,5510,5810,86754,95540.0,16444064.0
2014-10-28,5840,6050,5740,5870,174250,96527.0,16444064.0
2014-10-29,5990,6090,5900,5990,115596,98500.0,16444064.0
2014-10-30,6040,6040,5870,5880,68201,96691.0,16444064.0
2014-10-31,5920,6150,5910,6130,98348,100802.0,16444064.0
2014-11-03,6170,6170,5840,5840,122048,96033.0,16444064.0
2014-11-04,5820,5900,5540,5570,65081,91593.0,16444064.0
2014-11-05,5470,5710,5420,5590,58024,91922.0,16444064.0
2014-11-06,5520,5730,5460,5620,58405,92416.0,16444064.0
2014-11-07,5620,5880,5620,5820,60511,95704.0,16444064.0
2014-11-10,5800,5920,5770,5900,70332,97020.0,16444064.0
2014-11-11,5870,5990,5860,5970,40081,98171.0,16444064.0
2014-11-12,5970,5980,5760,5780,90557,95047.0,16444064.0
2014-11-13,5740,6050,5730,5890,107131,96856.0,16444064.0
2014-11-14,5890,5960,5840,5890,24545,96856.0,16444064.0
2014-11-17,5970,6090,5860,6040,65275,99322.0,16444064.0
2014-11-18,6120,6390,6110,6190,243804,101789.0,16444064.0
2014-11-19,6290,6300,6150,6170,42150,101460.0,16444064.0
2014-11-20,6210,6220,5960,5990,76409,98500.0,16444064.0
2014-11-21,6050,6670,6000,6440,333971,105900.0,16444064.0
2014-11-24,6540,6710,6400,6610,219273,108695.0,16444064.0
2014-11-25,6650,6750,6540,6600,133101,108531.0,16444064.0
2014-11-26,6550,6640,6540,6580,61588,108202.0,16444064.0
2014-11-27,6630,6790,6510,6540,99372,107544.0,16444064.0
2014-11-28,6450,6630,6270,6360,102151,104584.0,16444064.0
2014-12-01,6390,6390,6150,6290,50660,103433.0,16444064.0
2014-12-02,6290,6410,6240,6300,51612,103598.0,16444064.0
2014-12-03,6280,6950,6280,6950,360130,114286.0,16444064.0
2014-12-04,6920,6950,6760,6850,190751,112642.0,16444064.0
2014-12-05,6890,7010,6770,6920,158430,113793.0,16444064.0
2014-12-08,6990,7180,6810,6830,256681,112313.0,16444064.0
2014-12-09,6770,6940,6760,6930,127297,113957.0,16444064.0
2014-12-10,6990,6990,6800,6870,117908,112971.0,16444064.0
2014-12-11,6800,6960,6750,6760,90975,111162.0,16444064.0
2014-12-12,6870,6870,6520,6520,90964,107215.0,16444064.0
2014-12-15,6520,6600,6260,6490,60907,106722.0,16444064.0
2014-12-16,6350,6490,6330,6400,58109,105242.0,16444064.0
2014-12-17,6410,6630,6400,6570,74184,108038.0,16444064.0
2014-12-18,6630,6700,6300,6560,68438,107873.0,16444064.0
2014-12-19,6570,6610,6360,6390,70013,105078.0,16444064.0
2014-12-22,6380,6470,6320,6360,32380,104584.0,16444064.0
2014-12-23,6370,6440,6210,6270,48785,103104.0,16444064.0
2014-12-24,6270,6310,6200,6200,65703,101953.0,16444064.0
2014-12-26,6160,6610,6160,6370,123258,104749.0,16444064.0
2014-12-29,6300,6440,6260,6350,31263,104420.0,16444064.0
2014-12-30,6380,6470,6260,6400,53902,105242.0,16444064.0
2015-01-02,6460,6860,6460,6810,150062,111984.0,16444064.0
2015-01-05,6920,7030,6780,6950,211780,114286.0,16444064.0
