픽셀플러스(087600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-02-23,15200,15500,15150,15300,18971,124948.0,8166558.0
2017-02-24,15350,15400,14900,15000,7218,122498.0,8166558.0
2017-02-27,14950,15350,14850,15000,13701,122498.0,8166558.0
2017-02-28,14550,14700,14300,14600,33380,119232.0,8166558.0
2017-03-02,14450,14800,14450,14800,18191,120865.0,8166558.0
2017-03-03,14600,14750,14150,14300,10549,116782.0,8166558.0
2017-03-06,14100,15000,14000,15000,21617,122498.0,8166558.0
2017-03-07,14850,15000,14650,14950,3830,122090.0,8166558.0
2017-03-08,14950,14950,14500,14950,8228,122090.0,8166558.0
2017-03-09,14650,14950,14600,14700,3574,120048.0,8166558.0
2017-03-10,14850,15000,14400,15000,12331,122498.0,8166558.0
2017-03-13,14850,15000,14700,14800,11619,120865.0,8166558.0
2017-03-14,14950,15000,14650,15000,6985,122498.0,8166558.0
2017-03-15,15000,15150,14650,14750,10944,120457.0,8166558.0
2017-03-16,14800,15100,14500,14800,26243,120865.0,8166558.0
2017-03-17,14700,14800,14350,14450,22088,118007.0,8166558.0
2017-03-20,14450,14500,14200,14450,7738,118007.0,8166558.0
2017-03-21,14350,14800,14000,14000,55329,114332.0,8166558.0
2017-03-22,14000,14150,13700,13700,13730,111882.0,8166558.0
2017-03-23,13850,13850,13100,13250,28550,108207.0,8166558.0
2017-03-24,13450,13550,13200,13450,7381,109840.0,8166558.0
2017-03-27,13550,13650,13300,13600,4439,111065.0,8166558.0
2017-03-28,13750,13750,13550,13650,2750,111474.0,8166558.0
2017-03-29,13650,13650,13350,13500,3508,110249.0,8166558.0
2017-03-30,13450,13600,12950,13500,16771,110249.0,8166558.0
2017-03-31,13500,13550,13250,13500,7310,110249.0,8166558.0
2017-04-03,13500,13650,13200,13500,14874,110249.0,8166558.0
2017-04-04,13550,13900,13300,13800,13930,112699.0,8166558.0
2017-04-05,13700,13750,13500,13700,12685,111882.0,8166558.0
2017-04-06,13650,13700,13450,13550,9232,110657.0,8166558.0
2017-04-07,13550,13700,13400,13650,11329,111474.0,8166558.0
2017-04-10,13650,13650,13300,13400,16097,109432.0,8166558.0
2017-04-11,13250,13600,13250,13600,8556,111065.0,8166558.0
2017-04-12,13500,14000,13200,14000,20529,114332.0,8166558.0
2017-04-13,13650,13650,13400,13500,20581,110249.0,8166558.0
2017-04-14,13550,13550,13250,13400,14291,109432.0,8166558.0
2017-04-17,13400,13600,13350,13400,12728,109432.0,8166558.0
2017-04-18,13500,13950,13250,13850,43765,113107.0,8166558.0
2017-04-19,13800,14200,13700,14200,30509,115965.0,8166558.0
2017-04-20,14200,14750,13950,14400,65035,117598.0,8166558.0
2017-04-21,14300,14400,14050,14250,14509,116373.0,8166558.0
2017-04-24,14800,14900,13950,14200,93799,115965.0,8166558.0
2017-04-25,14050,14350,13900,14000,27813,114332.0,8166558.0
2017-04-26,14000,14150,13700,13900,20592,113515.0,8166558.0
2017-04-27,13900,14000,13650,13700,10009,111882.0,8166558.0
2017-04-28,13700,13900,13400,13650,17996,111474.0,8166558.0
2017-05-02,13650,13650,13350,13500,9668,110249.0,8166558.0
2017-05-04,13450,13650,13450,13650,6360,111474.0,8166558.0
2017-05-08,13700,13700,13100,13200,64709,107799.0,8166558.0
2017-05-10,13200,13300,13100,13150,23901,107390.0,8166558.0
2017-05-11,13150,13200,12900,13050,34434,106574.0,8166558.0
2017-05-12,13100,13100,12900,13000,12521,106165.0,8166558.0
2017-05-15,13000,13100,12900,13050,28449,106574.0,8166558.0
2017-05-16,13000,13000,12750,12950,21132,105757.0,8166558.0
2017-05-17,12950,12950,12700,12900,7159,105349.0,8166558.0
2017-05-18,12700,12900,12700,12900,16048,105349.0,8166558.0
2017-05-19,12900,13150,12850,13050,16895,106574.0,8166558.0
2017-05-22,13150,13250,13000,13150,9493,107390.0,8166558.0
2017-05-23,13200,13200,13050,13150,4861,107390.0,8166558.0
2017-05-24,13150,13150,12800,12950,8118,105757.0,8166558.0
2017-05-25,13000,13000,12850,12950,6992,105757.0,8166558.0
2017-05-26,12850,13050,12800,12900,14043,105349.0,8166558.0
2017-05-29,12850,12950,12750,12950,18047,105757.0,8166558.0
2017-05-30,12900,13050,12850,12950,10599,105757.0,8166558.0
2017-05-31,13000,13150,12900,13000,10593,106165.0,8166558.0
2017-06-01,13050,13100,12900,13100,6103,106982.0,8166558.0
2017-06-02,13150,13150,13000,13100,4984,106982.0,8166558.0
2017-06-05,13100,13100,12950,13050,9991,106574.0,8166558.0
2017-06-07,12950,13100,12900,13000,7803,106165.0,8166558.0
2017-06-08,13050,13750,12900,13550,73299,110657.0,8166558.0
2017-06-09,13550,13700,13100,13450,22673,109840.0,8166558.0
2017-06-12,13350,13350,13000,13200,13612,107799.0,8166558.0
2017-06-13,13350,13600,13200,13600,19943,111065.0,8166558.0
2017-06-14,13600,13600,13400,13500,11365,110249.0,8166558.0
2017-06-15,13500,13500,13300,13400,7557,109432.0,8166558.0
2017-06-16,13500,13500,13250,13400,9162,109432.0,8166558.0
2017-06-19,13450,13550,13350,13500,12606,110249.0,8166558.0
2017-06-20,13600,13600,13300,13400,10125,109432.0,8166558.0
2017-06-21,13500,13500,13200,13400,5404,109432.0,8166558.0
2017-06-22,13250,13400,13200,13350,4873,109024.0,8166558.0
2017-06-23,13250,13450,13100,13400,14975,109432.0,8166558.0
2017-06-26,13250,13400,13050,13350,12480,109024.0,8166558.0
2017-06-27,13350,13400,13050,13300,14117,108615.0,8166558.0
2017-06-28,13300,13300,12950,12950,11904,105757.0,8166558.0
2017-06-29,12950,13050,12850,12900,4679,105349.0,8166558.0
2017-06-30,12800,13000,12800,12850,7332,104940.0,8166558.0
2017-07-03,12850,13000,12800,12900,8003,105349.0,8166558.0
2017-07-04,12900,12900,12600,12850,13418,104940.0,8166558.0
2017-07-05,12900,12900,12700,12850,2739,104940.0,8166558.0
2017-07-06,12900,12900,12600,12850,9869,104940.0,8166558.0
2017-07-07,12850,12900,12650,12800,7945,104532.0,8166558.0
2017-07-10,12850,12850,12350,12350,17529,100857.0,8166558.0
2017-07-11,12350,12450,12050,12250,10739,100040.0,8166558.0
2017-07-12,12300,12300,11850,11900,16114,97182.0,8166558.0
2017-07-13,11900,12000,11800,11800,4328,96365.0,8166558.0
2017-07-14,11800,11950,11600,11750,7367,95957.0,8166558.0
2017-07-17,11950,11950,11650,11850,3716,96774.0,8166558.0
2017-07-18,11950,11950,11550,11750,10026,95957.0,8166558.0
2017-07-19,11550,11750,11300,11350,16962,92690.0,8166558.0
2017-07-20,11500,11500,11200,11250,35477,91874.0,8166558.0
2017-07-21,11300,11350,10900,11050,48286,90240.0,8166558.0
2017-07-24,11000,11200,10900,11150,22357,91057.0,8166558.0
2017-07-25,11300,13650,11300,12050,1206479,98407.0,8166558.0
2017-07-26,11850,12050,11550,11850,153272,96774.0,8166558.0
2017-07-27,11900,12000,11350,11350,85739,92690.0,8166558.0
2017-07-28,11300,11400,10700,10850,79275,88607.0,8166558.0
2017-07-31,10750,10750,10150,10300,49258,84116.0,8166558.0
2017-08-01,10450,10600,10250,10300,32423,84116.0,8166558.0
2017-08-02,10500,10600,10300,10450,16968,85341.0,8166558.0
2017-08-03,10450,10600,10050,10100,18000,82482.0,8166558.0
2017-08-04,10100,10350,10000,10000,16589,81666.0,8166558.0
2017-08-07,10250,10700,10050,10150,31477,82891.0,8166558.0
2017-08-08,10250,10300,9890,10150,21716,82891.0,8166558.0
2017-08-09,10150,10450,10150,10150,8338,82891.0,8166558.0
2017-08-10,10200,10350,9900,10050,15652,82074.0,8166558.0
2017-08-11,10050,10050,9640,9740,29832,79542.0,8166558.0
2017-08-14,9700,9890,9380,9470,18461,77337.0,8166558.0
2017-08-16,9360,9640,9360,9630,13137,78644.0,8166558.0
2017-08-17,9690,9740,9450,9690,9930,79134.0,8166558.0
2017-08-18,9670,9870,9600,9850,12097,80441.0,8166558.0
2017-08-21,9850,9900,9760,9820,7270,80196.0,8166558.0
2017-08-22,9900,10150,9880,9960,25482,81339.0,8166558.0
2017-08-23,9990,10250,9970,10200,30432,83299.0,8166558.0
2017-08-24,10150,10450,10100,10300,17486,84116.0,8166558.0
2017-08-25,10300,10300,10150,10250,7111,83707.0,8166558.0
2017-08-28,10350,10350,10100,10200,29858,83299.0,8166558.0
2017-08-29,10250,10250,9950,10200,7976,83299.0,8166558.0
2017-08-30,10300,10350,10000,10250,15868,83707.0,8166558.0
2017-08-31,10200,10250,10000,10100,3925,82482.0,8166558.0
2017-09-01,10150,10150,9930,9990,11638,81584.0,8166558.0
2017-09-04,9840,9880,9720,9830,21690,80277.0,8166558.0
2017-09-05,9830,9920,9570,9740,28075,79542.0,8166558.0
2017-09-06,9710,9950,9670,9880,17542,80686.0,8166558.0
2017-09-07,9970,10000,9880,9950,7356,81257.0,8166558.0
2017-09-08,10050,10050,9760,9770,8180,79787.0,8166558.0
2017-09-11,9730,10050,9730,9950,16346,81257.0,8166558.0
2017-09-12,9920,10150,9920,10000,12169,81666.0,8166558.0
2017-09-13,10100,10150,9970,9990,7942,81584.0,8166558.0
2017-09-14,10050,11300,9920,10300,134870,84116.0,8166558.0
2017-09-15,10250,10550,10200,10250,19097,83707.0,8166558.0
2017-09-18,10200,10350,10050,10100,15291,82482.0,8166558.0
2017-09-19,10150,10300,10000,10250,21460,83707.0,8166558.0
2017-09-20,10250,10300,9910,10000,14190,81666.0,8166558.0
2017-09-21,10100,10200,9940,10100,9202,82482.0,8166558.0
2017-09-22,9970,10100,9720,9760,18419,79706.0,8166558.0
2017-09-25,9760,9930,9370,9370,40769,76521.0,8166558.0
2017-09-26,9340,9680,9300,9420,7736,76929.0,8166558.0
2017-09-27,9540,9680,9420,9420,3060,76929.0,8166558.0
2017-09-28,9590,9590,9350,9500,4949,77582.0,8166558.0
2017-09-29,9540,9660,9400,9640,10241,78726.0,8166558.0
2017-10-10,9790,9800,9600,9600,1341,78399.0,8166558.0
2017-10-11,9530,9900,9530,9750,4605,79624.0,8166558.0
2017-10-12,9900,10050,9790,9930,9786,81094.0,8166558.0
2017-10-13,9950,10050,9820,9960,10267,81339.0,8166558.0
2017-10-16,9990,10000,9800,9920,3332,81012.0,8166558.0
2017-10-17,9820,10050,9820,9970,9236,81421.0,8166558.0
2017-10-18,9880,10200,9850,10000,10300,81666.0,8166558.0
2017-10-19,10050,10050,9700,9760,8265,79706.0,8166558.0
2017-10-20,9760,9940,9650,9870,4847,80604.0,8166558.0
2017-10-23,9820,9990,9800,9800,2375,80032.0,8166558.0
2017-10-24,9750,9950,9730,9880,5683,80686.0,8166558.0
2017-10-25,9970,10100,9780,10100,17924,82482.0,8166558.0
2017-10-26,10000,10200,9980,10100,16447,82482.0,8166558.0
2017-10-27,10200,10450,10100,10300,16527,84116.0,8166558.0
2017-10-30,10400,10450,10250,10300,7852,84116.0,8166558.0
2017-10-31,10400,10400,10150,10350,7662,84524.0,8166558.0
2017-11-01,10400,10450,10100,10300,7495,84116.0,8166558.0
2017-11-02,10400,11150,10300,10850,51271,88607.0,8166558.0
2017-11-03,10850,10950,10550,10800,8645,88199.0,8166558.0
2017-11-06,10800,10800,10550,10650,6128,86974.0,8166558.0
2017-11-07,10600,10800,10400,10700,12474,87382.0,8166558.0
2017-11-08,10700,10850,10600,10800,9502,88199.0,8166558.0
2017-11-09,10850,11000,10600,10900,11080,89015.0,8166558.0
2017-11-10,10900,10950,10600,10800,22399,88199.0,8166558.0
2017-11-13,10850,11150,10550,10950,18069,89424.0,8166558.0
2017-11-14,11100,11350,10800,11250,26041,91874.0,8166558.0
2017-11-15,11150,11350,10650,11150,17548,91057.0,8166558.0
2017-11-16,11150,11200,10800,10950,5127,89424.0,8166558.0
2017-11-17,11050,11200,10700,10950,21665,89424.0,8166558.0
2017-11-20,10950,11050,10700,11000,12644,89832.0,8166558.0
2017-11-21,11000,11050,10550,10750,31139,87790.0,8166558.0
2017-11-22,10900,10950,10650,10850,12932,88607.0,8166558.0
2017-11-23,10900,11000,10750,10900,4848,89015.0,8166558.0
2017-11-24,11000,11200,10900,11050,13924,90240.0,8166558.0
2017-11-27,11100,11150,10850,11000,1754,89832.0,8166558.0
2017-11-28,10950,11000,10600,10650,7472,86974.0,8166558.0
2017-11-29,10800,11000,10700,10950,9498,89424.0,8166558.0
2017-11-30,10950,11000,10700,10800,2107,88199.0,8166558.0
2017-12-01,10950,11000,10750,10950,11527,89424.0,8166558.0
2017-12-04,11000,11000,10450,10500,9309,85749.0,8166558.0
2017-12-05,10500,10700,10300,10500,18663,85749.0,8166558.0
2017-12-06,10600,10750,10200,10450,18610,85341.0,8166558.0
2017-12-07,10550,10600,10100,10250,11263,83707.0,8166558.0
2017-12-08,10200,10350,9810,10150,27337,82891.0,8166558.0
2017-12-11,10300,10500,10000,10400,13115,84932.0,8166558.0
2017-12-12,10500,10550,10150,10500,3032,85749.0,8166558.0
2017-12-13,10500,10500,10150,10300,3561,84116.0,8166558.0
2017-12-14,10300,10450,10050,10350,13594,84524.0,8166558.0
2017-12-15,10400,10650,10150,10400,28310,84932.0,8166558.0
2017-12-18,10550,10550,9990,9990,29159,81584.0,8166558.0
2017-12-19,10000,10100,9840,9950,17359,81257.0,8166558.0
2017-12-20,10050,10050,9820,9990,1834,81584.0,8166558.0
2017-12-21,10000,10100,9800,9940,3335,81176.0,8166558.0
2017-12-22,10050,10200,9920,10000,16133,81666.0,8166558.0
2017-12-26,10050,10100,9710,9750,11118,79624.0,8166558.0
2017-12-27,9840,10100,9670,9990,13106,81584.0,8166558.0
2017-12-28,9990,10050,9920,10000,4790,81666.0,8166558.0
2018-01-02,10100,10100,9800,9990,3562,81584.0,8166558.0
2018-01-03,10100,10100,9780,9930,11895,81094.0,8166558.0
2018-01-04,9930,9950,9700,9780,11625,79869.0,8166558.0
2018-01-05,9960,9960,9690,9800,17715,80032.0,8166558.0
2018-01-08,9900,9970,9700,9840,18666,80359.0,8166558.0
2018-01-09,10000,10350,9800,9950,7104,81257.0,8166558.0
2018-01-10,9980,9990,9730,9890,5273,80767.0,8166558.0
2018-01-11,9930,10200,9820,9960,18850,81339.0,8166558.0
2018-01-12,9990,10100,9850,10000,10458,81666.0,8166558.0
2018-01-15,10000,10100,9920,10000,18686,81666.0,8166558.0
2018-01-16,9960,10150,9920,9970,9294,81421.0,8166558.0
2018-01-17,9980,10150,9720,9960,8894,81339.0,8166558.0
2018-01-18,9960,10000,9790,9880,6152,80686.0,8166558.0
2018-01-19,9980,10050,9900,10000,17885,81666.0,8166558.0
2018-01-22,10000,10100,9860,9940,10939,81176.0,8166558.0
2018-01-23,9940,9970,9800,9940,12675,81176.0,8166558.0
2018-01-24,9930,10200,9910,9990,55355,81584.0,8166558.0
2018-01-25,10000,10100,9940,9990,74651,81584.0,8166558.0
2018-01-26,10000,10200,9960,9990,134701,81584.0,8166558.0
2018-01-29,10000,11750,10000,11100,426395,90649.0,8166558.0
2018-01-30,11100,11700,10650,10700,161862,87382.0,8166558.0
2018-01-31,10550,10900,10400,10900,81394,89015.0,8166558.0
2018-02-01,10900,11500,10750,11300,66681,92282.0,8166558.0
2018-02-02,11050,11500,10750,10800,70043,88199.0,8166558.0
2018-02-05,10800,10900,10250,10250,62566,83707.0,8166558.0
2018-02-06,9900,9980,9700,9920,39165,81012.0,8166558.0
2018-02-07,10050,10200,9880,10100,24977,82482.0,8166558.0
2018-02-08,10300,10500,9970,10150,22796,82891.0,8166558.0
2018-02-09,9950,10100,9880,9950,14219,81257.0,8166558.0
2018-02-12,10200,10350,9820,9910,6744,80931.0,8166558.0
2018-02-13,9910,10200,9700,9850,35205,80441.0,8166558.0
2018-02-14,9850,10100,9620,9850,13809,80441.0,8166558.0
2018-02-19,10000,10000,9850,9890,3071,80767.0,8166558.0
2018-02-20,9870,9980,9600,9750,25592,79624.0,8166558.0
2018-02-21,9700,9900,9600,9600,24313,78399.0,8166558.0
2018-02-22,9600,9790,9320,9450,47844,77174.0,8166558.0
2018-02-23,9380,9680,9380,9450,9719,77174.0,8166558.0
2018-02-26,9580,9730,9450,9660,7017,78889.0,8166558.0
2018-02-27,9800,9910,9350,9520,20208,77746.0,8166558.0
2018-02-28,9410,9560,9350,9500,10840,77582.0,8166558.0
2018-03-02,9510,9590,9310,9310,13727,76031.0,8166558.0
2018-03-05,9320,9470,9210,9210,7644,75214.0,8166558.0
2018-03-06,9320,9460,9160,9270,6051,75704.0,8166558.0
2018-03-07,9220,9360,9000,9150,18115,74724.0,8166558.0
2018-03-08,9220,9490,9000,9420,22152,76929.0,8166558.0
2018-03-09,9320,9480,9320,9390,3834,76684.0,8166558.0
2018-03-12,9400,9510,9300,9350,9964,76357.0,8166558.0
2018-03-13,9450,9460,9160,9240,12545,75459.0,8166558.0
2018-03-14,9210,9300,9140,9210,4863,75214.0,8166558.0
2018-03-15,9200,9250,9130,9180,3040,74969.0,8166558.0
2018-03-16,9240,9240,9000,9180,15014,74969.0,8166558.0
2018-03-19,9220,9320,9050,9140,6660,74642.0,8166558.0
2018-03-20,9080,9270,9020,9250,12829,75541.0,8166558.0
2018-03-21,9290,9380,9110,9270,12843,75704.0,8166558.0
2018-03-22,9260,9270,8840,8900,33557,72682.0,8166558.0
2018-03-23,8660,8910,8630,8780,14521,71702.0,8166558.0
2018-03-26,8780,9040,8780,8950,8948,73091.0,8166558.0
2018-03-27,8990,8990,8850,8950,3059,73091.0,8166558.0
2018-03-28,8850,8940,8730,8850,8348,72274.0,8166558.0
2018-03-29,9000,9040,8800,8940,7169,73009.0,8166558.0
2018-03-30,8920,9000,8690,8950,12882,73091.0,8166558.0
2018-04-02,8840,9000,8750,8750,4754,71457.0,8166558.0
2018-04-03,8700,8770,8460,8480,24642,69252.0,8166558.0
2018-04-04,8480,8670,8410,8520,13480,69579.0,8166558.0
2018-04-05,8650,8730,8520,8700,15799,71049.0,8166558.0
2018-04-06,8850,8860,8600,8650,9468,70641.0,8166558.0
2018-04-09,8500,8690,8500,8590,1239,70151.0,8166558.0
2018-04-10,8590,8600,8260,8440,16205,68926.0,8166558.0
2018-04-11,8600,8600,8290,8450,7303,69007.0,8166558.0
2018-04-12,8490,8490,8290,8340,4871,68109.0,8166558.0
2018-04-13,8500,8520,8350,8360,8249,68272.0,8166558.0
2018-04-16,8430,8470,8280,8450,7155,69007.0,8166558.0
2018-04-17,8670,8670,8450,8510,2879,69497.0,8166558.0
2018-04-18,8590,8590,8300,8410,10801,68681.0,8166558.0
2018-04-19,8410,8500,8380,8500,10177,69416.0,8166558.0
2018-04-20,8500,8690,8360,8690,12006,70967.0,8166558.0
2018-04-23,8690,8700,8490,8690,7843,70967.0,8166558.0
2018-04-24,8770,8770,8630,8670,5491,70804.0,8166558.0
2018-04-25,8710,9000,8600,8900,30521,72682.0,8166558.0
2018-04-26,8790,8900,8790,8900,3171,72682.0,8166558.0
2018-04-27,8900,8900,8790,8890,1948,72601.0,8166558.0
2018-04-30,8800,9000,8690,8820,23867,72029.0,8166558.0
2018-05-02,8750,8890,8610,8750,2240,71457.0,8166558.0
2018-05-03,8870,8870,8610,8700,7756,71049.0,8166558.0
2018-05-04,8620,8700,8610,8630,5268,70477.0,8166558.0
2018-05-08,8630,8820,8600,8640,8834,70559.0,8166558.0
2018-05-09,8640,8640,8450,8570,5334,69987.0,8166558.0
2018-05-10,8600,8660,8450,8450,6227,69007.0,8166558.0
2018-05-11,8450,8560,7940,8210,30297,67047.0,8166558.0
2018-05-14,8270,8270,8100,8250,12521,67374.0,8166558.0
2018-05-15,8270,8280,8100,8280,7677,67619.0,8166558.0
2018-05-16,8180,8240,8040,8230,12109,67211.0,8166558.0
2018-05-17,8230,8230,8160,8210,2103,67047.0,8166558.0
2018-05-18,8110,8210,8050,8190,5880,66884.0,8166558.0
2018-05-21,8170,8210,8100,8200,4089,66966.0,8166558.0
2018-05-23,8200,8200,8010,8160,2940,66639.0,8166558.0
2018-05-24,8160,8190,8070,8160,1588,66639.0,8166558.0
2018-05-25,8060,8130,7960,8120,12584,66312.0,8166558.0
2018-05-28,8030,8170,8020,8160,4311,66639.0,8166558.0
2018-05-29,8130,8170,8070,8150,3983,66557.0,8166558.0
2018-05-30,8130,8210,8010,8110,4879,66231.0,8166558.0
2018-05-31,8060,8180,8030,8160,4567,66639.0,8166558.0
2018-06-01,8100,8250,8050,8210,6403,67047.0,8166558.0
2018-06-04,8210,8320,8210,8300,5985,67782.0,8166558.0
2018-06-05,8290,8330,8200,8300,3939,67782.0,8166558.0
2018-06-07,8250,8440,8250,8440,5846,68926.0,8166558.0
2018-06-08,8400,8580,8370,8540,7052,69742.0,8166558.0
2018-06-11,8540,8600,8450,8570,1902,69987.0,8166558.0
2018-06-12,8570,8650,8410,8580,8563,70069.0,8166558.0
2018-06-14,8580,8580,8400,8470,4350,69171.0,8166558.0
2018-06-15,8470,8470,8300,8390,2413,68517.0,8166558.0
2018-06-18,8350,8680,8190,8200,2436,66966.0,8166558.0
2018-06-19,8190,8330,8000,8200,7595,66966.0,8166558.0
2018-06-20,8100,8260,8040,8170,4136,66721.0,8166558.0
2018-06-21,8140,8250,8040,8080,5705,65986.0,8166558.0
2018-06-22,8050,8490,8050,8410,8208,68681.0,8166558.0
2018-06-25,8410,8750,8340,8700,18930,71049.0,8166558.0
2018-06-26,8670,8670,8370,8600,5196,70232.0,8166558.0
2018-06-27,8370,8700,8370,8610,2006,70314.0,8166558.0
2018-06-28,8610,8640,8390,8510,4409,69497.0,8166558.0
2018-06-29,8510,8790,8040,8410,10775,68681.0,8166558.0
2018-07-02,8190,8510,8190,8200,2460,66966.0,8166558.0
2018-07-03,8150,8350,8100,8280,4843,67619.0,8166558.0
2018-07-04,8150,8410,8120,8330,3666,68027.0,8166558.0
2018-07-05,8210,8410,8110,8170,1175,66721.0,8166558.0
2018-07-06,8150,8310,8150,8160,2518,66639.0,8166558.0
2018-07-09,8170,8400,8100,8190,1244,66884.0,8166558.0
2018-07-10,8170,8350,8120,8270,4796,67537.0,8166558.0
2018-07-11,8140,8390,8090,8150,5840,66557.0,8166558.0
2018-07-12,8120,8220,7980,8050,5129,65741.0,8166558.0
2018-07-13,8150,8150,7980,8040,8041,65659.0,8166558.0
2018-07-16,8010,8040,7880,7910,4807,64597.0,8166558.0
2018-07-17,8060,8060,7770,7900,7677,64516.0,8166558.0
2018-07-18,8060,8060,7800,7870,2452,64271.0,8166558.0
2018-07-19,7790,7930,7030,7290,36649,59534.0,8166558.0
2018-07-20,7390,7390,7180,7290,1964,59534.0,8166558.0
2018-07-23,7200,7340,7160,7160,7683,58473.0,8166558.0
2018-07-24,7080,7500,7080,7280,7034,59453.0,8166558.0
2018-07-25,7380,7400,6920,7270,7039,59371.0,8166558.0
2018-07-26,7260,7340,7200,7280,1718,59453.0,8166558.0
2018-07-27,7240,7370,7160,7350,1632,60024.0,8166558.0
2018-07-30,7430,7430,7210,7290,1405,59534.0,8166558.0
2018-07-31,7160,7240,7050,7170,3552,58554.0,8166558.0
2018-08-01,7290,7290,7090,7120,2218,58146.0,8166558.0
2018-08-02,7120,7280,7100,7170,2170,58554.0,8166558.0
2018-08-03,7200,7430,7100,7250,7232,59208.0,8166558.0
2018-08-06,7390,7390,7200,7330,1976,59861.0,8166558.0
2018-08-07,7360,8800,7280,8230,180659,67211.0,8166558.0
2018-08-08,8800,10650,8640,10650,1174701,86974.0,8166558.0
2018-08-09,12000,13500,11400,11900,3507570,97182.0,8166558.0
2018-08-10,11550,12250,11400,11950,1160440,97590.0,8166558.0
2018-08-13,11650,12000,11400,12000,238028,97999.0,8166558.0
2018-08-14,12000,12250,11500,11650,186702,95140.0,8166558.0
2018-08-16,11250,11850,11250,11850,195981,96774.0,8166558.0
2018-08-17,12000,12100,10650,10800,652091,88199.0,8166558.0
2018-08-20,10850,11000,10250,10700,340771,87382.0,8166558.0
2018-08-21,10600,10950,10450,10750,225853,87790.0,8166558.0
2018-08-22,10750,10950,10600,10850,252046,88607.0,8166558.0
2018-08-23,10750,11150,10700,11100,162999,90649.0,8166558.0
2018-08-24,10850,11400,10700,10950,201475,89424.0,8166558.0
2018-08-27,11100,11400,10800,11400,148941,93099.0,8166558.0
2018-08-28,11300,11400,10800,11050,145539,90240.0,8166558.0
2018-08-29,11050,11050,10600,11000,143175,89832.0,8166558.0
2018-08-30,11000,11500,10700,10750,278985,87790.0,8166558.0
2018-08-31,10900,10900,10300,10300,152527,84116.0,8166558.0
2018-09-03,10400,10400,9830,9880,154127,80686.0,8166558.0
2018-09-04,9980,10250,9980,10050,88855,82074.0,8166558.0
2018-09-05,10050,10600,10050,10200,137148,83299.0,8166558.0
2018-09-06,10200,10200,9910,9920,65740,81012.0,8166558.0
2018-09-07,9920,10150,9810,9850,44099,80441.0,8166558.0
2018-09-10,9850,9980,9540,9640,70418,78726.0,8166558.0
2018-09-11,9740,9940,9600,9790,50468,79951.0,8166558.0
2018-09-12,9840,10150,9630,9930,52676,81094.0,8166558.0
2018-09-13,9930,10200,9800,10200,65862,83299.0,8166558.0
2018-09-14,10450,10550,9960,9960,102967,81339.0,8166558.0
2018-09-17,10000,10200,9920,9920,21026,81012.0,8166558.0
2018-09-18,10000,10000,9550,9600,73823,78399.0,8166558.0
2018-09-19,9600,9650,9320,9430,44039,77011.0,8166558.0
2018-09-20,9350,9500,8950,9110,95826,74397.0,8166558.0
2018-09-21,9220,9250,9070,9240,25199,75459.0,8166558.0
2018-09-27,9270,9280,9090,9120,20071,74479.0,8166558.0
2018-09-28,9130,9290,8980,8980,33159,73336.0,8166558.0
2018-10-01,9010,9150,8800,8970,30417,73254.0,8166558.0
2018-10-02,8930,8980,8680,8880,23919,72519.0,8166558.0
2018-10-04,8850,8950,8720,8740,36133,71376.0,8166558.0
2018-10-05,8830,8830,8320,8500,35694,69416.0,8166558.0
2018-10-08,8410,8600,8340,8460,15278,69089.0,8166558.0
2018-10-10,8420,8510,8120,8200,24989,66966.0,8166558.0
2018-10-11,7940,8090,7450,7500,61075,61249.0,8166558.0
2018-10-12,7500,7850,7410,7750,17496,63291.0,8166558.0
2018-10-15,7800,7800,7410,7610,12202,62148.0,8166558.0
2018-10-16,7740,7890,7420,7780,28762,63536.0,8166558.0
2018-10-17,7800,8140,7800,8000,19273,65332.0,8166558.0
2018-10-18,8000,8040,7760,7810,9672,63781.0,8166558.0
2018-10-19,7840,7900,7550,7850,11618,64107.0,8166558.0
2018-10-22,7750,9700,7750,9000,1356247,73499.0,8166558.0
2018-10-23,8950,9140,8430,8430,222599,68844.0,8166558.0
2018-10-24,8520,8900,7900,8060,170896,65822.0,8166558.0
2018-10-25,7740,7950,7360,7390,47290,60351.0,8166558.0
2018-10-26,7400,7470,6670,6810,59609,55614.0,8166558.0
2018-10-29,6610,7200,6000,6170,50514,50388.0,8166558.0
2018-10-30,5600,6310,5600,6310,49104,51531.0,8166558.0
2018-10-31,6310,6900,6190,6370,23861,52021.0,8166558.0
2018-11-01,6400,6700,6400,6510,13662,53164.0,8166558.0
2018-11-02,6550,6790,6210,6700,33347,54716.0,8166558.0
2018-11-05,6700,6820,6500,6740,7903,55043.0,8166558.0
2018-11-06,6850,7180,6720,7060,26813,57656.0,8166558.0
2018-11-07,7020,7320,6840,7060,17104,57656.0,8166558.0
2018-11-08,7200,7390,7150,7290,24906,59534.0,8166558.0
2018-11-09,7550,7760,7220,7420,53914,60596.0,8166558.0
2018-11-12,7370,7440,6960,7080,17030,57819.0,8166558.0
2018-11-13,6830,7130,6830,6960,7852,56839.0,8166558.0
2018-11-14,6850,7180,6850,6960,10735,56839.0,8166558.0
2018-11-15,6900,7150,6860,6970,5073,56921.0,8166558.0
2018-11-16,6900,7300,6900,7200,19204,58799.0,8166558.0
