바른테크놀로지(029480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-21,4915,5126,4634,4635,769339,6237.0,18898568.0
2004-07-22,4634,4775,4564,4565,382241,6142.0,18898568.0
2004-07-23,4564,4775,4564,4705,184595,6331.0,18898568.0
2004-07-26,4634,4845,4634,4846,504572,6520.0,18898568.0
2004-07-27,4845,4985,4494,4494,1305600,6048.0,18898568.0
2004-07-28,4494,4634,4283,4354,705832,5859.0,18898568.0
2004-07-29,4283,4424,4002,4213,323777,5670.0,18898568.0
2004-07-30,4143,4213,3932,4003,212360,5386.0,18898568.0
2004-08-02,3862,3932,3792,3862,294043,5197.0,18898568.0
2004-08-03,3721,3862,3441,3722,358064,5008.0,18898568.0
2004-08-04,3511,3651,3370,3371,349664,4536.0,18898568.0
2004-08-05,3441,3651,3441,3581,350395,4819.0,18898568.0
2004-08-06,3511,3581,3300,3581,383956,4819.0,18898568.0
2004-08-09,3651,3721,3511,3722,368127,5008.0,18898568.0
2004-08-10,3651,3792,3651,3652,277822,4914.0,18898568.0
2004-08-11,3651,3721,3511,3652,271483,4914.0,18898568.0
2004-08-12,3581,3721,3511,3511,141695,4725.0,18898568.0
2004-08-13,3511,3932,3511,3933,578893,5292.0,18898568.0
2004-08-16,3721,3862,3581,3722,341731,5008.0,18898568.0
2004-08-17,3651,3721,3511,3581,231267,4819.0,18898568.0
2004-08-18,3581,3721,3581,3652,135392,4914.0,18898568.0
2004-08-19,3581,4002,3581,3792,943280,5103.0,18898568.0
2004-08-20,3792,3932,3792,3862,179078,5197.0,18898568.0
2004-08-23,3932,4002,3792,3933,128323,5292.0,18898568.0
2004-08-24,3862,3932,3792,3792,81093,5103.0,18898568.0
2004-08-25,3792,3932,3792,3862,132028,5197.0,18898568.0
2004-08-26,3792,4213,3792,4073,612094,5481.0,18898568.0
2004-08-27,4143,4143,3932,4003,153260,5386.0,18898568.0
2004-08-30,3932,4143,3862,3862,245003,5197.0,18898568.0
2004-08-31,3792,3862,3721,3862,171497,5197.0,18898568.0
2004-09-01,3792,3932,3792,3862,190918,5197.0,18898568.0
2004-09-02,3932,4002,3721,3862,310368,5197.0,18898568.0
2004-09-03,3792,3862,3721,3862,283086,5197.0,18898568.0
2004-09-06,3792,3862,3721,3722,181328,5008.0,18898568.0
2004-09-07,3721,3862,3651,3722,256970,5008.0,18898568.0
2004-09-08,3792,3792,3651,3652,113245,4914.0,18898568.0
2004-09-09,3651,3792,3581,3652,218910,4914.0,18898568.0
2004-09-10,3651,3721,3651,3722,76901,5008.0,18898568.0
2004-09-13,3721,3862,3721,3792,237817,5103.0,18898568.0
2004-09-14,3792,3932,3721,3862,254650,5197.0,18898568.0
2004-09-15,3862,3932,3651,3722,341850,5008.0,18898568.0
2004-09-16,3651,3721,3581,3652,91063,4914.0,18898568.0
2004-09-17,3581,3721,3581,3652,71566,4914.0,18898568.0
2004-09-20,3581,3721,3581,3652,250895,4914.0,18898568.0
2004-09-21,3651,3721,3651,3722,38554,5008.0,18898568.0
2004-09-22,3721,3792,3511,3581,148652,4819.0,18898568.0
2004-09-23,3511,3651,3511,3511,127468,4725.0,18898568.0
2004-09-24,3581,3581,3370,3581,116111,4819.0,18898568.0
2004-09-30,3441,3511,3370,3371,160616,4536.0,18898568.0
2004-10-01,3441,3511,3370,3511,85462,4725.0,18898568.0
2004-10-04,3511,3651,3441,3511,128558,4725.0,18898568.0
2004-10-05,3581,3651,3511,3511,78225,4725.0,18898568.0
2004-10-06,3511,3581,3441,3441,162179,4630.0,18898568.0
2004-10-07,3441,3511,3370,3371,159651,4536.0,18898568.0
2004-10-08,3370,3511,3370,3441,93860,4630.0,18898568.0
2004-10-11,3441,3581,3441,3581,167573,4819.0,18898568.0
2004-10-12,3581,3581,3370,3371,225625,4536.0,18898568.0
2004-10-13,3441,3651,3441,3511,197737,4725.0,18898568.0
2004-10-14,3370,3511,3300,3301,194470,4441.0,18898568.0
2004-10-15,3300,3441,3230,3371,205867,4536.0,18898568.0
2004-10-18,3300,3441,3300,3371,100579,4536.0,18898568.0
2004-10-19,3370,3441,3019,3020,392094,4063.0,18898568.0
2004-10-20,3089,3370,3089,3371,943117,4536.0,18898568.0
2004-10-21,3721,3721,3581,3722,938450,5008.0,18898568.0
2004-10-22,3932,4002,3370,3581,823820,4819.0,18898568.0
2004-10-25,3370,3441,3300,3441,297387,4630.0,18898568.0
2004-10-26,3441,3581,3300,3371,263403,4536.0,18898568.0
2004-10-27,3370,3441,3230,3371,168811,4536.0,18898568.0
2004-10-28,3230,3370,3230,3371,107210,4536.0,18898568.0
2004-10-29,3300,3441,3230,3301,114205,4441.0,18898568.0
2004-11-01,3230,3300,3089,3230,334661,4347.0,18898568.0
2004-11-02,3160,3300,3089,3230,207095,4347.0,18898568.0
2004-11-03,3160,3441,3160,3441,210967,4630.0,18898568.0
2004-11-04,3441,3441,3230,3230,182894,4347.0,18898568.0
2004-11-05,3370,3441,3230,3371,187045,4536.0,18898568.0
2004-11-08,3370,3441,3230,3230,152470,4347.0,18898568.0
2004-11-09,3300,3300,3160,3160,204303,4252.0,18898568.0
2004-11-10,3160,3300,3160,3160,156692,4252.0,18898568.0
2004-11-11,3230,3300,3160,3160,101774,4252.0,18898568.0
2004-11-12,3230,3300,3160,3230,242076,4347.0,18898568.0
2004-11-15,3230,3581,3160,3230,1654036,4347.0,18898568.0
2004-11-16,3230,3300,3160,3230,313603,4347.0,18898568.0
2004-11-17,3230,3300,3160,3160,179135,4252.0,18898568.0
2004-11-18,3160,3230,3089,3160,355325,4252.0,18898568.0
2004-11-19,3160,3230,3089,3160,126475,4252.0,18898568.0
2004-11-22,3160,3230,3089,3230,91199,4347.0,18898568.0
2004-11-23,3160,3511,3089,3230,769022,4347.0,18898568.0
2004-11-24,3230,3300,3160,3230,136783,4347.0,18898568.0
2004-11-25,3230,3370,3230,3301,176831,4441.0,18898568.0
2004-11-26,3300,3370,3230,3230,185000,4347.0,18898568.0
2004-11-29,3230,3300,3160,3160,211642,4252.0,18898568.0
2004-11-30,3160,3300,3160,3230,145207,4347.0,18898568.0
2004-12-01,3160,3300,3160,3160,184205,4252.0,18898568.0
2004-12-02,3160,3230,3089,3160,271769,4252.0,18898568.0
2004-12-03,3230,3441,3230,3301,712517,4441.0,18898568.0
2004-12-06,3441,3441,3300,3371,541401,4536.0,18898568.0
2004-12-07,3370,3581,3370,3441,468241,4630.0,18898568.0
2004-12-08,3441,3792,3441,3792,1885687,5103.0,18898568.0
2004-12-09,3932,4213,3792,4213,4037034,5670.0,18898568.0
2004-12-10,4353,4705,4143,4213,5192467,5670.0,18898568.0
2004-12-13,4353,4705,4213,4705,1952873,6331.0,18898568.0
2004-12-14,5266,5266,4845,5267,2944746,7087.0,18898568.0
2004-12-15,5477,5898,5056,5478,4381112,7370.0,18898568.0
2004-12-16,5266,5477,4915,5126,1671859,6898.0,18898568.0
2004-12-17,5266,5266,4564,4635,3299085,6237.0,18898568.0
2004-12-20,4424,4915,4213,4705,2701975,6331.0,18898568.0
2004-12-21,4775,4915,4213,4284,1120982,5764.0,18898568.0
2004-12-22,4213,4775,4002,4565,1933488,6142.0,18898568.0
2004-12-23,4424,4775,4213,4354,1193268,5859.0,18898568.0
2004-12-24,4283,4494,4213,4354,729668,5859.0,18898568.0
2004-12-27,4283,4775,4283,4354,1636722,5859.0,18898568.0
2004-12-28,4494,4845,4143,4705,2528212,6331.0,18898568.0
2004-12-29,4705,4845,4353,4565,1550297,6142.0,18898568.0
2004-12-30,4564,4564,4213,4354,798497,5859.0,18898568.0
2005-01-03,4564,4845,4564,4846,843183,6520.0,18898568.0
2005-01-04,5407,5407,5266,5407,678402,7276.0,18898568.0
2005-01-05,5547,6039,5477,6039,2602004,8126.0,18898568.0
2005-01-06,6601,6741,5337,5969,3731722,8032.0,18898568.0
2005-01-07,5828,6179,5617,6039,1512058,8126.0,18898568.0
2005-01-10,6460,6741,6250,6742,2773019,9071.0,18898568.0
2005-01-11,7022,7233,5969,5969,4222542,8032.0,18898568.0
2005-01-12,5688,5898,5477,5548,2206695,7465.0,18898568.0
2005-01-13,5617,6109,5547,5688,2116519,7654.0,18898568.0
2005-01-14,5688,5969,5477,5688,1594238,7654.0,18898568.0
2005-01-17,5898,6320,5688,6320,2305819,8504.0,18898568.0
2005-01-18,7022,7022,7022,7022,58691,9449.0,18898568.0
2005-01-19,7865,7865,7865,7865,160163,10583.0,18898568.0
2005-01-20,8778,8778,8778,8778,1487755,11812.0,18898568.0
2005-01-21,9831,9831,9831,9831,172425,13229.0,18898568.0
2005-01-24,10955,10955,10955,10955,106021,14741.0,18898568.0
2005-01-25,12219,12219,12219,12219,83992,16442.0,18898568.0
2005-01-26,13623,13623,13623,13624,115919,18332.0,18898568.0
2005-01-27,15238,15238,12008,12219,11897111,16442.0,18898568.0
2005-01-28,13061,13623,11657,13624,6617759,18332.0,18898568.0
2005-01-31,13904,15238,12640,15239,4263655,20505.0,18898568.0
2005-02-01,15589,16221,13483,13553,4693637,18237.0,18898568.0
2005-02-02,13553,13553,11938,11938,2846993,16064.0,18898568.0
2005-02-03,11306,13132,10814,12360,4968475,16631.0,18898568.0
2005-02-04,12921,13834,12710,13834,4228701,18615.0,18898568.0
2005-02-07,13974,15449,13272,15449,4310153,20788.0,18898568.0
2005-02-11,14887,17134,14466,16081,3411946,21639.0,18898568.0
2005-02-14,15870,17837,14185,14185,3949734,19088.0,18898568.0
2005-02-15,14747,15660,13974,14747,3438233,19843.0,18898568.0
2005-02-16,14676,14887,13132,14045,3433742,18899.0,18898568.0
2005-02-17,13764,14887,13202,14045,3184361,18899.0,18898568.0
2005-02-18,13553,14536,12500,13202,2420869,17765.0,18898568.0
2005-02-21,13202,13764,12359,12781,1774544,17198.0,18898568.0
2005-02-22,12500,13272,12008,12008,1881383,16158.0,18898568.0
2005-02-23,11516,11797,10814,10885,2257045,14646.0,18898568.0
2005-02-24,11095,11938,10955,11025,2201682,14835.0,18898568.0
2005-02-25,11025,11376,9761,9831,2533081,13229.0,18898568.0
2005-02-28,10042,10603,9339,10463,2300935,14079.0,18898568.0
2005-03-02,10393,10603,9831,10042,1189116,13512.0,18898568.0
2005-03-03,10042,10323,9620,9691,1392994,13040.0,18898568.0
2005-03-04,9761,10182,9129,10112,1538631,13607.0,18898568.0
2005-03-07,10112,11306,10112,11166,2281480,15024.0,18898568.0
2005-03-08,11025,12359,10603,11376,3532649,15308.0,18898568.0
2005-03-09,11306,11657,10674,10674,918236,14363.0,18898568.0
2005-03-10,10252,10603,9410,9480,2074673,12757.0,18898568.0
2005-03-11,9339,9971,9339,9902,1461645,13323.0,18898568.0
2005-03-14,9691,10042,9410,9551,1063736,12851.0,18898568.0
2005-03-15,9480,10674,9480,10112,4055958,13607.0,18898568.0
2005-03-16,9971,11306,9971,11306,2428013,15213.0,18898568.0
2005-03-17,11376,12289,10463,10463,2787110,14079.0,18898568.0
2005-03-18,10814,11587,10533,11306,1898306,15213.0,18898568.0
2005-03-21,11657,12429,11095,11587,2101406,15591.0,18898568.0
2005-03-22,11306,12008,10393,10534,1363634,14174.0,18898568.0
2005-03-23,10323,10674,9971,10112,893028,13607.0,18898568.0
2005-03-24,10112,10674,9550,9691,1363112,13040.0,18898568.0
2005-03-25,9550,10744,9269,9621,2168658,12946.0,18898568.0
2005-03-28,9620,10252,8216,8216,1348373,11056.0,18898568.0
2005-03-29,7022,7724,7022,7022,3807163,9449.0,18898568.0
2005-03-30,6530,7654,6179,6952,10961152,9355.0,18898568.0
2005-03-31,7162,7303,6390,6390,2173711,8599.0,18898568.0
2005-04-01,6390,6811,6320,6390,2928829,8599.0,18898568.0
2005-04-04,6390,6460,6109,6180,1394532,8315.0,18898568.0
2005-04-06,6179,6390,6109,6110,1249127,8221.0,18898568.0
2005-04-07,6179,6320,6109,6250,1356992,8410.0,18898568.0
2005-04-08,6320,6811,6250,6461,3631365,8693.0,18898568.0
2005-04-11,6530,6530,6109,6250,1437988,8410.0,18898568.0
2005-04-12,6250,6390,6179,6320,954739,8504.0,18898568.0
2005-04-13,6320,7233,6320,6742,8620424,9071.0,18898568.0
2005-04-14,6601,6882,6179,6180,1586501,8315.0,18898568.0
2005-04-15,6250,6601,5898,6180,3596845,8315.0,18898568.0
2005-04-18,5758,5969,5617,5688,2300120,7654.0,18898568.0
2005-04-19,5758,6530,5688,6531,3830656,8788.0,18898568.0
2005-04-20,7443,7443,6601,7444,13165357,10016.0,18898568.0
2005-04-21,7373,8497,7022,8497,6982474,11434.0,18898568.0
2005-04-22,8988,9761,8426,8778,6951641,11812.0,18898568.0
2005-04-25,8848,9410,8146,8638,4634124,11623.0,18898568.0
2005-04-26,8567,8918,7865,8919,4833669,12001.0,18898568.0
2005-04-27,8426,8848,8356,8357,3275398,11245.0,18898568.0
2005-04-28,8286,8707,7443,7795,1817880,10489.0,18898568.0
2005-04-29,7514,7865,7162,7865,2159257,10583.0,18898568.0
2005-05-02,7865,8988,7865,7935,8623573,10678.0,18898568.0
2005-05-03,7514,7514,6811,6812,2986507,9166.0,18898568.0
2005-05-04,6390,7022,6390,6601,1796428,8882.0,18898568.0
2005-05-06,7303,7443,6601,7233,3090082,9733.0,18898568.0
2005-05-09,7233,7303,6671,6812,1244888,9166.0,18898568.0
2005-05-10,6952,7022,6601,6812,1162753,9166.0,18898568.0
2005-05-11,6671,7022,6601,6812,602492,9166.0,18898568.0
2005-05-12,6671,6952,6601,6671,1213713,8977.0,18898568.0
2005-05-13,6671,6811,6530,6671,716343,10876.0,22897568.0
2005-05-16,6811,7233,6601,6742,1129168,10991.0,22897568.0
2005-05-17,6882,7092,6671,6742,677307,10991.0,22897568.0
2005-05-18,6741,7233,6741,7093,1845580,11563.0,22897568.0
2005-05-19,7303,7443,6882,6882,1214937,11220.0,22897568.0
2005-05-20,6952,7022,6741,6812,798672,11105.0,22897568.0
2005-05-23,6811,7794,6671,7795,4907246,12708.0,22897568.0
2005-05-24,8146,8918,7794,8919,5877680,14540.0,22897568.0
2005-05-25,9550,10112,8426,8708,5531224,14196.0,22897568.0
2005-05-26,9058,9480,8356,8848,8703594,14425.0,22897568.0
2005-05-27,9058,9480,8146,8287,5140514,13510.0,22897568.0
2005-05-30,8286,8567,7654,7795,2248837,12708.0,22897568.0
2005-05-31,7865,8426,7584,7865,5474788,12823.0,22897568.0
2005-06-01,7865,8286,7794,8146,3978086,13281.0,22897568.0
2005-06-02,8426,8848,8216,8287,3494640,13510.0,22897568.0
2005-06-03,8216,8286,7935,7935,2133429,12937.0,22897568.0
2005-06-07,7935,8005,6882,7163,3037158,11678.0,22897568.0
2005-06-08,7303,7373,7022,7233,1455423,11792.0,22897568.0
2005-06-09,7303,8075,7303,7514,4131565,12250.0,22897568.0
2005-06-10,7724,7794,7373,7514,1286224,12250.0,22897568.0
2005-06-13,7443,8426,7443,7725,7899476,12594.0,22897568.0
2005-06-14,7794,8005,7654,7865,1673123,12823.0,22897568.0
2005-06-15,8005,8075,7584,7654,1817780,12479.0,22897568.0
2005-06-16,7654,7794,7584,7654,1122115,12479.0,22897568.0
2005-06-17,7654,7794,7443,7514,1027574,12250.0,22897568.0
2005-06-20,7584,8005,7514,7865,1992829,12823.0,22897568.0
2005-06-21,8005,8356,7794,7935,4126565,12937.0,22897568.0
2005-06-22,8005,8075,7724,8006,1456124,13052.0,22897568.0
2005-06-23,8005,9199,7865,9199,9133308,14998.0,22897568.0
2005-06-24,9269,9339,8286,8357,5042971,13624.0,22897568.0
2005-06-27,8426,9269,8426,8989,4770553,14654.0,22897568.0
2005-06-28,8918,9129,8497,8638,2487175,15263.0,24817568.0
2005-06-29,8637,9058,8216,8216,2640576,14518.0,24817568.0
2005-06-30,8216,8567,8075,8357,2796892,14766.0,24817568.0
2005-07-01,8356,9058,8286,8919,4346095,15759.0,24817568.0
2005-07-04,9129,10252,8988,9902,6981546,17496.0,24817568.0
2005-07-05,9901,10042,9480,9831,2698753,17372.0,24817568.0
2005-07-06,9971,10744,9831,9831,6712956,17372.0,24817568.0
2005-07-07,9691,10323,9691,10183,2517306,17993.0,24817568.0
2005-07-08,10252,11587,10182,11236,5954989,20568.0,25710425.0
2005-07-11,11727,11867,10814,11236,2831430,20568.0,25710425.0
2005-07-12,11235,11306,10533,10534,1746317,19283.0,25710425.0
2005-07-13,10252,11657,10252,10955,2943243,20054.0,25710425.0
2005-07-14,11025,12570,11025,12219,7915632,22368.0,25710425.0
2005-07-15,12078,12570,11235,11657,3611244,21340.0,25710425.0
2005-07-18,11516,12289,11306,11447,3988945,20954.0,25710425.0
2005-07-19,11446,11797,11306,11306,1990076,20697.0,25710425.0
2005-07-20,11376,12008,10603,10955,3502516,20054.0,25710425.0
2005-07-21,11025,11446,10884,11096,2528964,20311.0,25710425.0
2005-07-22,11306,12078,10955,12079,4405960,22111.0,25710425.0
2005-07-25,12640,13202,12219,12289,3318104,22497.0,25710425.0
2005-07-26,12219,12710,11867,12640,2409208,23139.0,25710425.0
2005-07-27,12780,13553,12570,13062,2485586,23911.0,25710425.0
2005-07-28,13553,13623,12640,12640,1475488,23139.0,25710425.0
2005-07-29,12640,12640,11797,12219,1703439,22368.0,25710425.0
2005-08-01,12078,12851,11727,12851,1698396,23525.0,25710425.0
2005-08-02,12780,13483,12289,13272,2693887,24296.0,25710425.0
2005-08-03,13483,13553,12921,13132,1345066,24039.0,25710425.0
2005-08-04,13132,14887,12921,14537,4990238,26610.0,25710425.0
2005-08-05,14676,15098,13834,14396,2063462,26353.0,25710425.0
2005-08-08,15028,15449,12289,12289,6412789,22497.0,25710425.0
2005-08-09,12078,12359,10603,10674,3053898,19540.0,25710425.0
2005-08-10,10744,11516,10744,11306,2234093,20697.0,25710425.0
2005-08-11,11235,11306,10744,11025,1390834,20183.0,25710425.0
2005-08-12,11025,11867,11025,11447,2188044,20954.0,25710425.0
2005-08-16,11446,12289,11095,11306,2699004,20697.0,25710425.0
2005-08-17,11587,11938,11446,11657,1245610,21340.0,25710425.0
2005-08-18,11587,11727,11095,11096,1022959,20311.0,25710425.0
2005-08-19,10744,11165,10603,10674,1484221,19540.0,25710425.0
2005-08-22,11025,11025,10603,10955,680208,20054.0,25710425.0
2005-08-23,10744,11727,10744,10955,2370272,20054.0,25710425.0
2005-08-24,11095,11235,10884,10885,494930,19926.0,25710425.0
2005-08-25,10814,11095,10533,10534,673586,19283.0,25710425.0
2005-08-26,10674,10674,9761,9761,1266533,17869.0,25710425.0
2005-08-29,9620,9620,8356,8357,1463912,15298.0,25710425.0
2005-08-30,8497,8637,8075,8216,1505589,15041.0,25710425.0
2005-08-31,8146,8497,8146,8427,798528,15426.0,25710425.0
2005-09-01,8426,9691,8426,9199,3023946,16840.0,25710425.0
2005-09-02,9129,9269,8988,9059,856301,16583.0,25710425.0
2005-09-05,9269,9269,8918,8919,699132,16326.0,25710425.0
2005-09-06,8988,9339,8988,9129,958923,16712.0,25710425.0
2005-09-07,9480,10393,9199,10183,3131279,18640.0,25710425.0
2005-09-08,10182,10533,9761,9972,1268422,18254.0,25710425.0
2005-09-09,10042,10323,9691,9902,1125906,18126.0,25710425.0
2005-09-12,9901,10182,9550,9551,739003,17483.0,25710425.0
2005-09-13,9550,9691,8988,9340,1124481,17097.0,25710425.0
2005-09-14,10674,10674,10533,10674,2167060,19540.0,25710425.0
2005-09-15,11376,11727,10393,10674,5623429,19540.0,25710425.0
2005-09-16,10674,10955,10182,10393,1182580,19026.0,25710425.0
2005-09-20,10112,10533,10112,10112,1178318,18512.0,25710425.0
2005-09-21,10042,10323,9901,9972,1026166,18254.0,25710425.0
2005-09-22,9831,10042,9761,9761,933481,17869.0,25710425.0
2005-09-23,9971,10042,9550,9551,773049,17483.0,25710425.0
2005-09-26,9550,10042,9550,9831,1873102,17997.0,25710425.0
2005-09-27,9761,9971,9410,9551,1434348,17483.0,25710425.0
2005-09-28,9480,9831,9410,9480,1067533,17355.0,25710425.0
2005-09-29,9550,9761,9480,9551,1002727,17483.0,25710425.0
2005-09-30,9620,9691,9410,9621,919350,17612.0,25710425.0
2005-10-04,9550,10112,9550,10112,1540967,18512.0,25710425.0
2005-10-05,9971,10323,9831,9902,1394115,18126.0,25710425.0
2005-10-06,9831,10182,9691,10183,1513195,18640.0,25710425.0
2005-10-07,10252,10603,9971,10112,2734835,18512.0,25710425.0
2005-10-10,10182,11025,10182,10463,2609633,19154.0,25710425.0
2005-10-11,10674,11306,10323,11096,2743855,20311.0,25710425.0
2005-10-12,11165,11446,10603,10744,1511322,19668.0,25710425.0
2005-10-13,10814,11095,10674,10885,1317315,19926.0,25710425.0
2005-10-14,10955,11306,10814,11166,1809805,20440.0,25710425.0
2005-10-17,11235,11867,11025,11447,2704169,20954.0,25710425.0
2005-10-18,11235,11727,10814,10815,2382210,19797.0,25710425.0
2005-10-19,10744,11025,9339,9480,2799790,17355.0,25710425.0
2005-10-20,9620,9831,9550,9621,1064363,17612.0,25710425.0
2005-10-21,9410,9831,9339,9831,1108513,17997.0,25710425.0
2005-10-24,9620,9901,9620,9761,722419,17869.0,25710425.0
2005-10-25,9831,10042,9761,9831,793695,17997.0,25710425.0
2005-10-26,9761,10042,9691,9972,893055,18254.0,25710425.0
2005-10-27,9971,10252,9901,10042,764751,18383.0,25710425.0
2005-10-28,10112,10533,9901,9972,755400,18254.0,25710425.0
2005-10-31,10042,10112,9831,9902,733115,18126.0,25710425.0
2005-11-01,9831,10603,9831,10253,3152083,18769.0,25710425.0
2005-11-02,10323,10884,10182,10323,2337914,18897.0,25710425.0
2005-11-03,10603,10603,10112,10112,1259343,18512.0,25710425.0
2005-11-04,10042,10463,10042,10112,1802952,18512.0,25710425.0
2005-11-07,10323,10603,10252,10534,1453023,19283.0,25710425.0
2005-11-08,10533,10744,10182,10253,1252139,18769.0,25710425.0
2005-11-09,10323,10463,9971,10112,2279791,18512.0,25710425.0
2005-11-10,10252,10463,10112,10183,958261,18640.0,25710425.0
2005-11-11,10182,10533,10182,10253,1289873,18769.0,25710425.0
2005-11-14,10252,10393,10042,10183,1031286,18640.0,25710425.0
2005-11-15,10182,10252,9971,10042,699545,18383.0,25710425.0
2005-11-16,10042,10182,9620,9691,1743462,17740.0,25710425.0
2005-11-17,9620,9761,9410,9551,1439085,17483.0,25710425.0
2005-11-18,9550,9691,9410,9410,800803,17226.0,25710425.0
2005-11-21,9480,9761,9410,9621,1051906,17612.0,25710425.0
2005-11-22,9620,9691,9480,9691,708553,17740.0,25710425.0
2005-11-23,9620,9691,9550,9621,629138,17612.0,25710425.0
2005-11-24,9550,10042,9550,9902,1006218,18126.0,25710425.0
2005-11-25,9761,10393,9761,10112,2777465,18512.0,25710425.0
2005-11-28,10182,10463,10042,10323,1334496,18897.0,25710425.0
2005-11-29,10323,10393,10042,10253,948955,18769.0,25710425.0
2005-11-30,10252,10463,10182,10393,2053165,19026.0,25710425.0
2005-12-01,10533,11025,10533,10604,2441336,19411.0,25710425.0
2005-12-02,10674,10814,10393,10674,1550589,19540.0,25710425.0
2005-12-05,10744,12219,10533,12219,5006968,22368.0,25710425.0
2005-12-06,12710,14044,12710,13483,7037866,24682.0,25710425.0
2005-12-07,13904,13904,12289,13413,3964250,24553.0,25710425.0
2005-12-08,13412,13483,11516,12219,3700145,22368.0,25710425.0
2005-12-09,12078,13132,11797,12149,2004862,22240.0,25710425.0
2005-12-12,11938,13623,11938,13553,1964766,24811.0,25710425.0
2005-12-13,13342,14044,13132,13483,2129641,24682.0,25710425.0
2005-12-14,13764,14676,13693,14115,3209325,25839.0,25710425.0
2005-12-15,14466,14536,13202,13764,2320860,25196.0,25710425.0
2005-12-16,13342,13553,12500,13272,1697439,24296.0,25710425.0
2005-12-19,13412,14185,12921,13624,2183831,24939.0,25710425.0
2005-12-20,14255,15660,14115,15660,5923568,28667.0,25710425.0
2005-12-21,16573,17977,16573,17978,8163557,32909.0,25710425.0
2005-12-22,17837,17977,15379,16152,6969870,29567.0,25710425.0
2005-12-23,16432,16713,13764,13764,2854686,25588.0,26110425.0
2005-12-26,12780,13834,12359,13132,5975716,24413.0,26110425.0
2005-12-27,13132,13483,11306,11376,5989541,22941.0,28322662.0
2005-12-28,11657,12008,11516,11587,3052014,23366.0,28322662.0
2005-12-29,11587,11938,10533,11025,3867717,22233.0,28322662.0
2006-01-02,11025,12008,11025,11587,4113767,23366.0,28322662.0
2006-01-03,11727,11938,11025,11657,6103107,23508.0,28322662.0
2006-01-04,12078,13132,11797,12008,8076823,24216.0,28322662.0
2006-01-05,12359,12710,12078,12640,3043748,27481.0,30534899.0
2006-01-06,12991,14536,12429,14537,5470954,31604.0,30534899.0
2006-01-09,16713,16713,15730,16713,1634938,36337.0,30534899.0
2006-01-10,17275,19030,14255,14256,13147853,30993.0,30534899.0
2006-01-11,13974,14957,13553,14466,6092891,31451.0,30534899.0
2006-01-12,14676,16573,14676,16573,5568830,36031.0,30534899.0
2006-01-13,16151,17907,15028,16713,6958379,36337.0,30534899.0
2006-01-16,16713,17696,15870,16011,3300944,34810.0,30534899.0
2006-01-17,15730,16643,15168,15379,2641437,33436.0,30534899.0
2006-01-18,15028,15379,13132,14185,3340918,30840.0,30534899.0
2006-01-19,14185,14747,13342,14185,2261021,30840.0,30534899.0
2006-01-20,14396,14957,13342,13413,2472686,29161.0,30534899.0
2006-01-23,12640,12991,11446,11447,2970588,24886.0,30534899.0
2006-01-24,11095,12078,9761,12008,3026566,26107.0,30534899.0
2006-01-25,11797,13412,11797,12711,2315020,27634.0,30534899.0
2006-01-26,12851,12921,12219,12781,1476228,27787.0,30534899.0
2006-01-27,13202,13553,12921,13132,1336764,28550.0,30534899.0
2006-01-31,13483,14536,13202,14185,2023842,30840.0,30534899.0
2006-02-01,13974,14255,12500,13062,2216837,28397.0,30534899.0
2006-02-02,13623,13623,12148,12570,1644639,27329.0,30534899.0
2006-02-03,12148,12780,11867,12570,1356152,27329.0,30534899.0
2006-02-06,12780,14396,12780,13483,6449020,29314.0,30534899.0
2006-02-07,13693,14255,12710,12711,4311783,27634.0,30534899.0
2006-02-08,12780,14606,12570,13975,7542476,30382.0,30534899.0
2006-02-09,14396,15168,13764,14115,7670667,30688.0,30534899.0
2006-02-10,14185,14396,13412,13975,4809720,30382.0,30534899.0
2006-02-13,13764,13974,13272,13483,3137525,29314.0,30534899.0
2006-02-14,13342,14325,13342,13483,6986113,29314.0,30534899.0
2006-02-15,13693,13904,12710,12781,4247344,27787.0,30534899.0
2006-02-16,12640,13132,12289,12570,3263019,27329.0,30534899.0
2006-02-17,12640,12921,12289,12430,2115187,27023.0,30534899.0
2006-02-20,12570,13483,12359,12921,5948307,28092.0,30534899.0
2006-02-21,12780,12851,12570,12781,2341916,27787.0,30534899.0
2006-02-22,13132,13202,12640,12640,3079415,27481.0,30534899.0
2006-02-23,12780,13132,12640,12711,3328813,27634.0,30534899.0
2006-02-24,12710,12991,12570,12781,2318529,27787.0,30534899.0
2006-02-27,12710,13061,12710,12992,1961132,28245.0,30534899.0
2006-02-28,12991,14115,12851,13413,7045982,29161.0,30534899.0
2006-03-02,13904,14536,13412,13483,3250205,29314.0,30534899.0
2006-03-03,13483,13483,12851,12921,2189823,28092.0,30534899.0
2006-03-06,12640,13061,12640,12781,1367392,27787.0,30534899.0
2006-03-07,12780,12851,12078,12079,2279473,26260.0,30534899.0
2006-03-08,11938,12429,11938,12079,1332786,26260.0,30534899.0
2006-03-09,12148,12710,12148,12289,1830919,26718.0,30534899.0
2006-03-10,12148,12500,12148,12360,1433773,26871.0,30534899.0
2006-03-13,12500,12851,12289,12640,1471980,27481.0,30534899.0
2006-03-14,12640,12710,12359,12430,717067,27023.0,30534899.0
2006-03-15,12500,12640,12359,12360,893748,26871.0,30534899.0
