리켐(131100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-20,21515,21848,21152,21802,40176,49126.0,5800000.0
2013-02-21,21796,21928,21540,21571,22826,48604.0,5800000.0
2013-02-22,21435,22181,21356,22134,34599,49880.0,5800000.0
2013-02-25,21870,23031,21768,22855,128242,51504.0,5800000.0
2013-02-26,22546,23136,22134,23139,59042,52142.0,5800000.0
2013-02-27,23034,23136,22261,22264,48800,50170.0,5800000.0
2013-02-28,22388,22668,21614,22599,80100,50924.0,5800000.0
2013-03-04,22311,22572,21565,21571,42251,48604.0,5800000.0
2013-03-05,21488,21769,21100,21106,60808,47560.0,5800000.0
2013-03-06,21153,21359,19584,20052,122075,45182.0,5800000.0
2013-03-07,20046,20253,19688,20052,34602,45182.0,5800000.0
2013-03-08,20278,20713,20046,20335,53805,45820.0,5800000.0
2013-03-11,20409,20921,20126,20514,34776,46226.0,5800000.0
2013-03-12,20688,21100,20330,20360,36068,45878.0,5800000.0
2013-03-13,20357,21565,20228,21158,39874,47676.0,5800000.0
2013-03-14,21078,21334,20745,21158,6924,47676.0,5800000.0
2013-03-15,21152,21284,20745,21158,22925,47676.0,5800000.0
2013-03-18,20872,21230,20228,20360,36123,45878.0,5800000.0
2013-03-19,19947,20586,19840,19947,44354,44950.0,5800000.0
2013-03-20,19766,20484,19741,20052,9730,45182.0,5800000.0
2013-03-21,20071,20536,20071,20154,8557,45414.0,5800000.0
2013-03-22,20151,20432,19813,20412,11232,45994.0,5800000.0
2013-03-25,20173,20767,20173,20360,12893,45878.0,5800000.0
2013-03-26,20253,20641,19765,20077,24353,45240.0,5800000.0
2013-03-27,20069,20099,19348,19356,31764,43616.0,5800000.0
2013-03-28,19430,19840,19377,19741,11557,44486.0,5800000.0
2013-03-29,19664,20071,19664,20052,15551,45182.0,5800000.0
2013-04-01,19661,20305,19661,19818,8883,44660.0,5800000.0
2013-04-02,19741,20745,19045,19177,32089,43210.0,5800000.0
2013-04-03,19376,19480,18756,18919,31132,42630.0,5800000.0
2013-04-04,18911,18911,17367,18300,31327,41238.0,5800000.0
2013-04-05,18016,18270,17372,17890,21131,40310.0,5800000.0
2013-04-08,17673,17934,17133,17425,16991,39266.0,5800000.0
2013-04-09,17059,17442,16701,17218,18176,38802.0,5800000.0
2013-04-10,16935,18270,16935,18096,13342,40774.0,5800000.0
2013-04-11,18145,18528,17812,18377,6259,41412.0,5800000.0
2013-04-12,18170,18503,18090,18352,4543,41354.0,5800000.0
2013-04-15,18269,18399,17755,18300,9473,41238.0,5800000.0
2013-04-16,17374,18376,17374,18377,9445,41412.0,5800000.0
2013-04-17,18478,18478,17963,18377,10877,41412.0,5800000.0
2013-04-18,18376,18431,18018,18377,9197,41412.0,5800000.0
2013-04-19,17879,18267,17623,17631,13767,39730.0,5800000.0
2013-04-22,17703,17934,17389,17631,6268,39730.0,5800000.0
2013-04-23,17752,18371,17623,18250,11722,41122.0,5800000.0
2013-04-24,18272,18659,18247,18660,11061,42050.0,5800000.0
2013-04-25,18659,18759,18398,18660,4463,42050.0,5800000.0
2013-04-26,18659,18789,18582,18789,9107,42340.0,5800000.0
2013-04-29,18811,19196,18759,19073,10051,42978.0,5800000.0
2013-04-30,18940,19353,18940,19073,8049,42978.0,5800000.0
2013-05-02,18836,19072,18734,18866,4365,42514.0,5800000.0
2013-05-03,18861,18993,18654,18737,3185,42224.0,5800000.0
2013-05-06,18734,18866,18635,18765,3224,42282.0,5800000.0
2013-05-07,18811,19403,18759,19254,28869,43384.0,5800000.0
2013-05-08,19298,19582,19194,19381,26388,43674.0,5800000.0
2013-05-09,19328,19480,19097,19304,12554,43500.0,5800000.0
2013-05-10,19348,19400,18679,18919,15546,42630.0,5800000.0
2013-05-13,18709,19072,18528,19073,8657,42978.0,5800000.0
2013-05-14,18965,19378,18321,18789,32593,42340.0,5800000.0
2013-05-15,18814,18839,18401,18558,21809,41818.0,5800000.0
2013-05-16,18453,18553,18222,18223,24391,41064.0,5800000.0
2013-05-20,18272,18478,18041,18352,5082,41354.0,5800000.0
2013-05-21,18242,18680,18088,18687,4232,42108.0,5800000.0
2013-05-22,18630,18732,18423,18687,9473,42108.0,5800000.0
2013-05-23,18734,18891,18272,18377,8278,41412.0,5800000.0
2013-05-24,18635,18635,18376,18533,8798,41760.0,5800000.0
2013-05-27,18528,18684,18321,18558,8335,41818.0,5800000.0
2013-05-28,18453,18814,18376,18789,26202,42340.0,5800000.0
2013-05-29,18732,18993,18550,18919,14682,42630.0,5800000.0
2013-05-30,18915,20153,18788,19895,78126,44834.0,5800000.0
2013-05-31,19892,19947,19121,19947,45017,44950.0,5800000.0
2013-06-03,19920,20101,19688,20077,22164,45240.0,5800000.0
2013-06-04,20153,20203,19559,19947,17227,44950.0,5800000.0
2013-06-05,19942,20226,19067,19381,19168,43674.0,5800000.0
2013-06-07,19323,19530,18349,18919,16698,42630.0,5800000.0
2013-06-10,18707,19323,18654,19331,18766,43558.0,5800000.0
2013-06-11,19323,19323,18605,19150,11838,43152.0,5800000.0
2013-06-12,19045,19122,18553,18789,11794,42340.0,5800000.0
2013-06-13,18811,18993,18319,18687,13818,42108.0,5800000.0
2013-06-14,18684,18866,18580,18635,17088,41992.0,5800000.0
2013-06-17,18637,18685,17812,18146,19527,40890.0,5800000.0
2013-06-18,18140,18371,17879,18250,9123,41122.0,5800000.0
2013-06-19,18453,19480,18453,19254,38890,43384.0,5800000.0
2013-06-20,19017,22132,18885,21493,506221,48430.0,5800000.0
2013-06-21,20591,21356,20434,20591,227510,46400.0,5800000.0
2013-06-24,20847,20872,20252,20591,113583,46400.0,5800000.0
2013-06-25,20333,20822,19303,19408,112982,43732.0,5800000.0
2013-06-26,19584,20178,19171,19692,69967,44370.0,5800000.0
2013-06-27,20278,20278,19790,20101,55043,45298.0,5800000.0
2013-06-28,20178,21411,20071,21260,175160,47908.0,5800000.0
2013-07-01,21234,21642,20822,21364,70016,48140.0,5800000.0
2013-07-02,21410,22954,20998,22470,233462,50634.0,5800000.0
2013-07-03,22465,22850,21769,21931,129647,49416.0,5800000.0
2013-07-04,21923,22594,21386,22110,84863,49822.0,5800000.0
2013-07-05,22000,23907,22000,22599,268686,50924.0,5800000.0
2013-07-08,22597,22699,21234,21364,127110,48140.0,5800000.0
2013-07-09,21771,24553,21053,22652,830616,51040.0,5800000.0
2013-07-10,22904,25992,22439,25482,1716125,57420.0,5800000.0
2013-07-11,24679,26635,24472,25868,932588,58290.0,5800000.0
2013-07-12,26252,28184,25452,25738,1465431,58000.0,5800000.0
2013-07-15,26120,27540,25554,26641,1193314,60030.0,5800000.0
2013-07-16,26638,26765,25245,25714,652311,57942.0,5800000.0
2013-07-17,24600,24940,23958,24195,860386,54520.0,5800000.0
2013-07-18,24572,24779,23931,23936,477177,53940.0,5800000.0
2013-07-19,24217,24731,24187,24454,363663,55100.0,5800000.0
2013-07-22,24550,24575,23831,23859,207379,53766.0,5800000.0
2013-07-23,23986,24629,23779,24272,189456,54694.0,5800000.0
2013-07-24,24393,24706,24063,24709,249785,55680.0,5800000.0
2013-07-25,24911,25475,23136,23139,571795,52142.0,5800000.0
2013-07-26,23265,23959,22905,22907,373428,51620.0,5800000.0
2013-07-29,23057,23420,21769,21879,581097,49300.0,5800000.0
2013-07-30,21871,22231,21537,21980,187843,49532.0,5800000.0
2013-07-31,21977,22261,21642,22264,139238,50170.0,5800000.0
2013-08-01,22286,22517,22002,22057,96637,49706.0,5800000.0
2013-08-02,22134,22159,21796,22008,105211,49590.0,5800000.0
2013-08-05,22000,22206,21488,21903,154987,49358.0,5800000.0
2013-08-06,22954,24575,22618,24041,1886012,54172.0,5800000.0
2013-08-07,24036,24036,23237,23422,332783,52780.0,5800000.0
2013-08-08,23954,24523,23339,23474,528901,52896.0,5800000.0
2013-08-09,23700,23725,23160,23397,236897,52722.0,5800000.0
2013-08-12,23469,23700,22492,22778,203299,51330.0,5800000.0
2013-08-13,22517,22723,21771,22033,205126,49648.0,5800000.0
2013-08-14,22258,22465,22027,22368,87041,50402.0,5800000.0
2013-08-16,21873,22286,21796,22008,104312,49590.0,5800000.0
2013-08-19,21999,22800,21999,22778,132898,51330.0,5800000.0
2013-08-20,22572,22723,21359,21364,224170,48140.0,5800000.0
2013-08-21,21389,21590,20665,21133,131017,47618.0,5800000.0
2013-08-22,20713,21026,20613,20643,78806,46516.0,5800000.0
2013-08-23,20894,21537,20894,21312,71587,48024.0,5800000.0
2013-08-26,21306,22132,21306,21903,90811,49358.0,5800000.0
2013-08-27,21901,22055,21234,21235,84094,47850.0,5800000.0
2013-08-28,20715,21259,20690,20976,65018,47270.0,5800000.0
2013-08-29,21150,21488,20844,21493,35233,48430.0,5800000.0
2013-08-30,21513,21513,20973,21260,47722,47908.0,5800000.0
2013-09-02,21259,21309,21028,21183,24810,47734.0,5800000.0
2013-09-03,21458,21769,21227,21725,43525,48952.0,5800000.0
2013-09-04,21719,22055,21356,21903,44263,49358.0,5800000.0
2013-09-05,21925,22052,21744,21749,31151,49010.0,5800000.0
2013-09-06,21719,21794,21202,21312,64047,48024.0,5800000.0
2013-09-09,21259,21513,21053,21260,33230,47908.0,5800000.0
2013-09-10,21279,21356,20919,21004,40435,47328.0,5800000.0
2013-09-11,21127,21465,20921,21364,46013,48140.0,5800000.0
2013-09-12,21356,21563,21028,21029,32345,47386.0,5800000.0
2013-09-13,20998,21975,20998,21648,91137,48778.0,5800000.0
2013-09-16,22002,22853,21771,22214,222004,50054.0,5800000.0
2013-09-17,22569,22569,21925,22162,53534,49938.0,5800000.0
2013-09-23,22467,24066,22467,23295,309602,52490.0,5800000.0
2013-09-24,22904,23367,22775,23191,75996,52258.0,5800000.0
2013-09-25,23367,24781,23262,24066,481352,54230.0,5800000.0
2013-09-26,23856,24448,23518,23859,138614,53766.0,5800000.0
2013-09-27,23857,24008,23158,23681,119526,53360.0,5800000.0
2013-09-30,23240,23678,23215,23526,78566,53012.0,5800000.0
2013-10-01,23290,23934,22646,23345,108894,52606.0,5800000.0
2013-10-02,23287,23596,22825,23268,65176,52432.0,5800000.0
2013-10-04,22776,22875,21488,22368,80524,50402.0,5800000.0
2013-10-07,22619,22619,21356,21980,41685,49532.0,5800000.0
2013-10-08,21950,22231,21615,22162,24820,49938.0,5800000.0
2013-10-10,22261,22261,21411,21466,40627,48372.0,5800000.0
2013-10-11,21871,21871,21513,21749,29774,49010.0,5800000.0
2013-10-14,21746,21873,21515,21802,33888,49126.0,5800000.0
2013-10-15,21796,22209,21722,21802,35496,49126.0,5800000.0
2013-10-16,21873,22055,21562,21879,40756,49300.0,5800000.0
2013-10-17,21928,22286,21540,21620,63144,48720.0,5800000.0
2013-10-18,21617,21903,21411,21620,15712,48720.0,5800000.0
2013-10-21,21769,22231,21615,21725,25426,48952.0,5800000.0
2013-10-22,21719,21719,21386,21697,29988,48894.0,5800000.0
2013-10-23,21562,21848,21259,21260,40689,47908.0,5800000.0
2013-10-24,21001,21284,20178,20696,72989,46632.0,5800000.0
2013-10-25,20713,20844,20019,20256,50473,45646.0,5800000.0
2013-10-28,20019,20275,19969,20206,53130,45530.0,5800000.0
2013-10-29,20021,20203,19947,20154,32457,45414.0,5800000.0
2013-10-30,20153,20847,20071,20696,47237,46632.0,5800000.0
2013-10-31,20354,20613,20275,20462,20246,46110.0,5800000.0
2013-11-01,20278,20404,20099,20360,11263,45878.0,5800000.0
2013-11-04,20171,20352,20098,20256,13402,45646.0,5800000.0
2013-11-05,20434,20847,20434,20514,29361,46226.0,5800000.0
2013-11-06,20511,20613,20019,20256,24697,45646.0,5800000.0
2013-11-07,20099,20253,19303,19304,44094,43500.0,5800000.0
2013-11-08,19249,19348,18374,18687,68525,42108.0,5800000.0
2013-11-11,18916,18916,18145,18146,16160,40890.0,5800000.0
2013-11-12,18272,18709,18041,18146,20832,40890.0,5800000.0
2013-11-13,18016,18143,17832,18121,10508,40832.0,5800000.0
2013-11-14,18142,18247,17628,18016,27273,40600.0,5800000.0
2013-11-15,18011,18501,17936,18275,22743,41180.0,5800000.0
2013-11-18,18349,18580,18038,18121,17141,40832.0,5800000.0
2013-11-19,17753,17909,16726,16886,54190,38048.0,5800000.0
2013-11-20,16701,17728,16624,17117,23443,38570.0,5800000.0
2013-11-21,17111,17111,16880,17040,6311,38396.0,5800000.0
2013-11-22,17086,17444,16726,17092,14197,38512.0,5800000.0
2013-11-25,16979,17265,16952,16987,9656,38280.0,5800000.0
2013-11-26,16830,17188,16830,17117,9348,38570.0,5800000.0
2013-11-27,17235,17623,17235,17425,16393,39266.0,5800000.0
2013-11-28,17752,18061,17623,18044,20381,40658.0,5800000.0
2013-11-29,17859,18090,17628,18016,7060,40600.0,5800000.0
2013-12-02,17882,18192,17829,18069,7975,40716.0,5800000.0
2013-12-03,17911,18732,17882,18121,15514,40832.0,5800000.0
2013-12-04,18476,18632,17959,18198,16248,41006.0,5800000.0
2013-12-05,18192,18272,17936,18016,3516,40600.0,5800000.0
2013-12-06,18016,18192,17936,18016,5630,40600.0,5800000.0
2013-12-09,17909,17984,17265,17813,11317,40136.0,5800000.0
2013-12-10,17785,17810,15361,15727,75005,35438.0,5800000.0
2013-12-11,15926,15926,14869,15056,48767,33930.0,5800000.0
2013-12-12,14691,15309,14691,14776,20403,33292.0,5800000.0
2013-12-13,15153,15153,14484,14776,24409,33292.0,5800000.0
2013-12-16,14820,14951,14539,14542,6312,32770.0,5800000.0
2013-12-17,14407,14509,14151,14157,11094,31900.0,5800000.0
2013-12-18,14022,14509,13895,14132,17373,31842.0,5800000.0
2013-12-19,14154,14591,14027,14234,8872,32074.0,5800000.0
2013-12-20,13895,14432,13895,14132,9235,31842.0,5800000.0
2013-12-23,14154,14385,13997,14003,14483,31552.0,5800000.0
2013-12-24,11917,12610,11917,11917,105054,26854.0,5800000.0
2013-12-26,11540,11680,10921,10976,420027,24737.0,5800000.0
2013-12-27,10920,11102,10920,10938,122446,24650.0,5800000.0
2013-12-30,11000,11139,10932,10938,71182,24650.0,5800000.0
2014-01-02,10948,11035,10803,10811,67741,24360.0,5800000.0
2014-01-03,10749,10881,10535,10657,112257,24012.0,5800000.0
2014-01-06,10678,10767,10561,10721,65173,24157.0,5800000.0
2014-01-07,10781,11092,10753,11067,68060,24940.0,5800000.0
2014-01-08,11139,11139,10677,10811,102494,24360.0,5800000.0
2014-01-09,10803,10883,10726,10811,80515,24360.0,5800000.0
2014-01-10,10700,11036,10700,10798,158819,24331.0,5800000.0
2014-01-13,10959,11278,10959,11114,103226,23432.0,5800000.0
2014-01-14,11082,11179,10985,11100,38790,23403.0,5800000.0
2014-01-15,11219,11644,11161,11458,116596,24157.0,5800000.0
2014-01-16,11453,11883,11386,11719,89613,24708.0,5800000.0
2014-01-17,11720,11827,11445,11816,51589,24911.0,5800000.0
2014-01-20,11811,11811,11369,11417,53600,24070.0,5800000.0
2014-01-21,11385,11564,11385,11430,18834,24099.0,5800000.0
2014-01-22,11523,11605,11399,11417,23781,24070.0,5800000.0
2014-01-23,11359,11511,11289,11472,30422,24186.0,5800000.0
2014-01-24,11457,11457,11114,11197,28192,23606.0,5800000.0
2014-01-27,10998,11161,10612,10633,43517,22417.0,5800000.0
2014-01-28,10560,10684,10296,10426,34356,21982.0,5800000.0
2014-01-29,10589,11153,10452,10701,41624,22562.0,5800000.0
2014-02-03,10698,10750,10531,10591,17285,22330.0,5800000.0
2014-02-04,10314,10409,10232,10275,28012,21663.0,5800000.0
2014-02-05,10286,10368,10217,10371,29632,21866.0,5800000.0
2014-02-06,10203,10367,9912,10096,52141,21286.0,5800000.0
2014-02-07,10194,10301,10069,10082,33152,21257.0,5800000.0
2014-02-10,10163,10245,10051,10124,31259,21344.0,5800000.0
2014-02-11,10134,10729,10134,10578,59761,22301.0,5800000.0
2014-02-12,10689,10689,10401,10578,21994,22301.0,5800000.0
2014-02-13,10519,10832,10519,10798,24878,22765.0,5800000.0
2014-02-14,10812,11070,10794,10949,74905,23084.0,5800000.0
2014-02-17,11082,11082,10503,10688,46939,22533.0,5800000.0
2014-02-18,10612,10612,10406,10426,45277,21982.0,5800000.0
2014-02-19,10354,10503,10339,10481,23554,22098.0,5800000.0
2014-02-20,10462,10655,10449,10591,38936,22330.0,5800000.0
2014-02-21,10646,10947,10646,10701,30366,22562.0,5800000.0
2014-02-24,10701,10920,10547,10701,30180,22562.0,5800000.0
2014-02-25,10726,11193,10644,11169,78890,23548.0,5800000.0
2014-02-26,11165,12830,10998,12833,417229,27057.0,5800000.0
2014-02-27,13615,14135,13215,13755,813519,29000.0,5800000.0
2014-02-28,13751,14027,13227,13232,263636,27898.0,5800000.0
2014-03-03,12814,13833,12814,13232,209883,27898.0,5800000.0
2014-03-04,13103,13710,12954,12957,183176,27318.0,5800000.0
2014-03-05,13023,13147,12461,12971,107230,27347.0,5800000.0
2014-03-06,13132,13132,12749,13122,141355,27666.0,5800000.0
2014-03-07,12941,14828,12941,14085,1054956,29696.0,5800000.0
2014-03-10,14028,15072,13807,14663,455729,30914.0,5800000.0
2014-03-11,14579,15292,14136,14415,394839,40872.0,7800000.0
2014-03-12,14276,14524,14029,14443,157855,40950.0,7800000.0
2014-03-13,14579,14909,14303,14415,193462,40872.0,7800000.0
2014-03-14,14135,14357,13916,14278,111760,40482.0,7800000.0
2014-03-17,14275,14606,13945,13948,94848,39546.0,7800000.0
2014-03-18,13970,14109,13696,13975,69660,39624.0,7800000.0
2014-03-19,13970,14191,13227,13232,107444,37518.0,7800000.0
2014-03-20,13451,13588,13080,13081,65663,37089.0,7800000.0
2014-03-21,12897,12927,12403,12806,177334,36309.0,7800000.0
2014-03-24,12928,12967,12321,12710,97803,36036.0,7800000.0
2014-03-25,12748,13048,12502,12545,30866,35568.0,7800000.0
2014-03-26,12544,12981,12471,12902,39652,36582.0,7800000.0
2014-03-27,12896,12896,12431,12613,25222,35763.0,7800000.0
2014-03-28,12557,12885,12363,12888,52755,36543.0,7800000.0
2014-03-31,12928,12928,12503,12710,26859,36036.0,7800000.0
2014-04-01,12706,12912,12663,12778,31608,36231.0,7800000.0
2014-04-02,12791,14414,12751,13920,157586,39468.0,7800000.0
2014-04-03,14135,14135,13533,13549,113720,38415.0,7800000.0
2014-04-04,13751,13751,13214,13439,55443,38103.0,7800000.0
2014-04-07,13407,13431,12870,12985,52012,36816.0,7800000.0
2014-04-08,12873,13203,12776,13095,35295,37128.0,7800000.0
2014-04-09,13105,13450,13092,13205,42783,37440.0,7800000.0
2014-04-10,13132,13515,13132,13232,15738,37518.0,7800000.0
2014-04-11,12957,13534,12957,13095,24462,37128.0,7800000.0
2014-04-14,13038,13204,12956,13205,34105,37440.0,7800000.0
2014-04-15,13173,13668,13173,13397,35747,37986.0,7800000.0
2014-04-16,13492,13698,13395,13507,43702,38298.0,7800000.0
2014-04-17,13681,13681,13326,13329,22693,37791.0,7800000.0
2014-04-18,13287,13371,13189,13260,20502,37596.0,7800000.0
2014-04-21,13227,13433,13163,13342,22539,37830.0,7800000.0
2014-04-22,13422,13547,13298,13507,33310,38298.0,7800000.0
2014-04-23,13698,15513,13616,15516,314498,43992.0,7800000.0
2014-04-24,16229,17166,15540,16396,2782081,46488.0,7800000.0
2014-04-25,16561,16643,15787,16148,558665,45786.0,7800000.0
2014-04-28,16090,16446,15732,16121,421336,45708.0,7800000.0
2014-04-29,16640,17411,15702,15708,1443689,44538.0,7800000.0
2014-04-30,15650,16145,15207,15598,476914,44226.0,7800000.0
2014-05-02,15649,15928,15373,15901,284777,45084.0,7800000.0
2014-05-07,15981,16916,15814,16093,701231,45630.0,7800000.0
2014-05-08,16118,16695,15899,16148,328940,45786.0,7800000.0
2014-05-09,16093,16175,15374,15653,238965,44382.0,7800000.0
2014-05-12,15650,15762,15267,15653,150235,44382.0,7800000.0
2014-05-13,15623,16117,15374,16066,164769,45552.0,7800000.0
2014-05-14,16175,16257,15733,15763,105993,44694.0,7800000.0
2014-05-15,15760,16585,15760,16121,251389,45708.0,7800000.0
2014-05-16,16174,16365,15540,15901,131877,45084.0,7800000.0
2014-05-19,15866,15978,15537,15543,107804,44070.0,7800000.0
2014-05-20,15647,15841,14163,14305,182564,40560.0,7800000.0
2014-05-21,14302,14359,13917,14333,84999,40638.0,7800000.0
2014-05-22,14439,14576,14275,14305,37993,40560.0,7800000.0
2014-05-23,14412,14467,14029,14443,39904,40950.0,7800000.0
2014-05-26,14497,14827,14303,14415,41921,40872.0,7800000.0
2014-05-27,14413,14525,13505,13700,97913,38844.0,7800000.0
2014-05-28,13310,13751,13310,13329,51818,37791.0,7800000.0
2014-05-29,13204,13517,12709,12765,87992,36192.0,7800000.0
2014-05-30,12762,13120,12182,12324,110251,34944.0,7800000.0
2014-06-02,12069,12250,11398,11458,116469,32487.0,7800000.0
2014-06-03,11112,11965,11112,11898,102570,33735.0,7800000.0
2014-06-05,12638,12638,11842,11967,70127,33930.0,7800000.0
2014-06-09,11989,12059,11688,11788,27888,33423.0,7800000.0
2014-06-10,11781,12112,11769,11953,38941,33891.0,7800000.0
2014-06-11,11962,12275,11962,12283,32495,34827.0,7800000.0
2014-06-12,12279,13228,12144,13095,58811,37128.0,7800000.0
2014-06-13,12790,13133,12690,13108,39952,37167.0,7800000.0
2014-06-16,13104,13203,12927,13012,31388,36894.0,7800000.0
2014-06-17,12882,13832,12882,13191,81478,37401.0,7800000.0
2014-06-18,13337,13779,13118,13604,60144,38571.0,7800000.0
2014-06-19,13807,15020,13641,14250,162222,40404.0,7800000.0
2014-06-20,14245,14546,13887,14305,53127,40560.0,7800000.0
2014-06-23,14217,14441,14028,14278,32436,40482.0,7800000.0
2014-06-24,14051,14409,13996,14305,40466,40560.0,7800000.0
2014-06-25,14276,14577,13781,14030,28302,39780.0,7800000.0
2014-06-26,13947,14166,13477,14003,46016,39702.0,7800000.0
2014-06-27,14003,14525,14003,14085,13267,39936.0,7800000.0
2014-06-30,14081,14493,13916,14278,26227,40482.0,7800000.0
2014-07-01,14279,14938,14279,14580,53652,41340.0,7800000.0
2014-07-02,14576,15019,14549,14855,38220,42120.0,7800000.0
2014-07-03,14629,14878,14495,14553,19501,41262.0,7800000.0
2014-07-04,14496,14578,13890,14333,39967,40638.0,7800000.0
2014-07-07,14326,14381,13969,14223,36241,40326.0,7800000.0
2014-07-08,14164,14383,13888,14140,24357,40092.0,7800000.0
2014-07-09,13862,14464,13862,14305,31176,40560.0,7800000.0
2014-07-10,14577,14577,14030,14113,33350,40014.0,7800000.0
2014-07-11,13888,14082,13617,13617,23720,38610.0,7800000.0
2014-07-14,13491,14165,13491,13837,19732,39234.0,7800000.0
2014-07-15,13834,14082,13722,13727,37279,38922.0,7800000.0
2014-07-16,13803,14081,13557,13975,11464,39624.0,7800000.0
2014-07-17,13834,14028,13628,13755,12627,39000.0,7800000.0
2014-07-18,13558,13682,13451,13494,46173,38259.0,7800000.0
2014-07-21,13452,13559,13286,13507,20406,38298.0,7800000.0
2014-07-22,13502,14026,13420,13686,16673,38805.0,7800000.0
2014-07-23,13338,13802,13338,13480,15647,38220.0,7800000.0
2014-07-24,13476,13752,13339,13342,28903,37830.0,7800000.0
2014-07-25,13476,13628,12844,12930,34127,36660.0,7800000.0
2014-07-28,12895,12895,12194,12242,51485,34710.0,7800000.0
2014-07-29,12379,12379,11909,11967,30000,33930.0,7800000.0
2014-07-30,11784,12296,11784,11884,22236,33696.0,7800000.0
2014-07-31,11702,11936,11411,11884,40466,33696.0,7800000.0
2014-08-01,11951,12516,11896,12352,26630,35022.0,7800000.0
2014-08-04,12514,12648,12360,12545,15499,35568.0,7800000.0
2014-08-05,12570,12791,12515,12682,8832,35958.0,7800000.0
2014-08-06,12788,12788,12376,12448,15602,35295.0,7800000.0
2014-08-07,12733,12733,11925,12104,30526,34320.0,7800000.0
2014-08-08,12101,12350,11743,12104,14726,34320.0,7800000.0
2014-08-11,12156,12156,11649,11692,31262,33150.0,7800000.0
2014-08-12,11717,12115,11677,11884,45169,33696.0,7800000.0
2014-08-13,11884,11908,11772,11857,18890,33618.0,7800000.0
2014-08-14,11854,12173,11690,12173,39602,34515.0,7800000.0
2014-08-18,12100,12170,11906,11912,29162,33774.0,7800000.0
2014-08-19,11926,12215,11926,11939,17572,33852.0,7800000.0
2014-08-20,12069,12069,11934,12077,10512,34242.0,7800000.0
2014-08-21,12072,12321,11965,12008,9045,34047.0,7800000.0
2014-08-22,12008,12158,11939,11939,14764,33852.0,7800000.0
2014-08-25,11857,12021,11703,11816,10605,33501.0,7800000.0
2014-08-26,11699,11863,11605,11747,12525,33306.0,7800000.0
2014-08-27,11742,12349,11742,12091,21160,34281.0,7800000.0
2014-08-28,12317,12317,11905,12077,8789,34242.0,7800000.0
2014-08-29,11991,12461,11991,12379,19498,35100.0,7800000.0
2014-09-01,12375,12375,11781,12159,21044,34476.0,7800000.0
2014-09-02,12154,12318,11687,11747,21696,33306.0,7800000.0
2014-09-03,11743,11965,11637,11692,15542,33150.0,7800000.0
2014-09-04,11717,11769,11411,11417,16004,32370.0,7800000.0
2014-09-05,11757,11757,11123,11417,14548,32370.0,7800000.0
2014-09-11,11317,11675,11233,11293,26301,32019.0,7800000.0
2014-09-12,11290,11678,11238,11403,52677,32331.0,7800000.0
2014-09-15,11328,11534,11015,11018,27270,31239.0,7800000.0
2014-09-16,11032,11072,10838,10990,32701,31161.0,7800000.0
2014-09-17,11000,11082,10545,10660,69363,30225.0,7800000.0
2014-09-18,10630,10851,10257,10454,120662,29640.0,7800000.0
2014-09-19,10383,10607,10289,10578,65658,29991.0,7800000.0
2014-09-22,10614,10768,10420,10674,36819,30264.0,7800000.0
2014-09-23,10670,10670,10533,10536,8839,29874.0,7800000.0
2014-09-24,10397,10685,10312,10591,35279,30030.0,7800000.0
2014-09-25,10504,10685,10451,10564,28412,29952.0,7800000.0
2014-09-26,10480,10850,10450,10550,41968,29913.0,7800000.0
2014-09-29,10492,10835,9903,9904,109520,28080.0,7800000.0
2014-09-30,9818,10313,9818,10261,45328,29094.0,7800000.0
2014-10-01,10206,10370,9902,10000,15897,28353.0,7800000.0
2014-10-02,9665,10160,9347,9986,46639,28314.0,7800000.0
2014-10-06,9987,10300,9721,10000,8291,28353.0,7800000.0
2014-10-07,9876,9987,9488,9670,49663,27417.0,7800000.0
2014-10-08,9572,9761,9447,9766,17648,27690.0,7800000.0
2014-10-10,9489,9760,9213,9450,28273,26793.0,7800000.0
2014-10-13,9473,9473,9047,9230,25742,26169.0,7800000.0
2014-10-14,8814,9408,8814,9408,32740,26676.0,7800000.0
2014-10-15,9294,9762,9294,9518,23576,26988.0,7800000.0
2014-10-16,9487,9818,9268,9587,28194,27183.0,7800000.0
2014-10-17,9377,9759,9377,9573,33140,27144.0,7800000.0
2014-10-20,9761,9761,9224,9353,28567,26520.0,7800000.0
2014-10-21,9377,9377,8745,8748,94316,24804.0,7800000.0
2014-10-22,8743,9018,8636,8927,25374,25311.0,7800000.0
2014-10-23,8908,8950,8719,8886,43088,25194.0,7800000.0
2014-10-24,9073,9073,8604,8776,37891,24882.0,7800000.0
2014-10-27,8797,8909,8551,8693,16645,24648.0,7800000.0
2014-10-28,8730,8799,8648,8721,10201,24726.0,7800000.0
2014-10-29,8720,8896,8459,8666,39278,24570.0,7800000.0
2014-10-30,8663,8745,8250,8335,47863,23634.0,7800000.0
2014-10-31,8333,8427,8208,8363,42518,23712.0,7800000.0
2014-11-03,8317,8581,8317,8542,32700,24219.0,7800000.0
2014-11-04,8429,8665,8265,8459,29604,23985.0,7800000.0
2014-11-05,8525,8731,8388,8679,22334,24609.0,7800000.0
2014-11-06,8555,8868,8555,8679,40727,24609.0,7800000.0
2014-11-07,8676,9502,8676,9298,113999,26364.0,7800000.0
