AP위성(211270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-21,7750,7780,7660,7680,13406,115314.0,15014804.0
2017-11-22,7680,7730,7550,7550,13137,113362.0,15014804.0
2017-11-23,7580,7580,7470,7500,13050,112611.0,15014804.0
2017-11-24,7450,7910,7110,7710,47931,115764.0,15014804.0
2017-11-27,7780,7820,7690,7720,8987,115914.0,15014804.0
2017-11-28,7650,7880,7650,7800,13704,117115.0,15014804.0
2017-11-29,7800,7880,7700,7820,11971,117416.0,15014804.0
2017-11-30,7880,7880,7750,7840,11291,117716.0,15014804.0
2017-12-01,7860,7860,7520,7660,21118,115013.0,15014804.0
2017-12-04,7660,7780,7520,7580,17581,113812.0,15014804.0
2017-12-05,7580,7700,7520,7620,8954,114413.0,15014804.0
2017-12-06,7620,7650,7520,7600,9432,114113.0,15014804.0
2017-12-07,7560,7600,7400,7590,18525,113962.0,15014804.0
2017-12-08,7580,7650,7400,7550,17299,113362.0,15014804.0
2017-12-11,7770,8500,7680,8080,202734,121320.0,15014804.0
2017-12-12,8080,8180,7960,8000,37467,120118.0,15014804.0
2017-12-13,8020,8090,7880,7980,26522,119818.0,15014804.0
2017-12-14,7990,8040,7960,8030,23618,120569.0,15014804.0
2017-12-15,8040,8290,7970,8280,68870,124323.0,15014804.0
2017-12-18,8280,8280,8100,8200,26263,123121.0,15014804.0
2017-12-19,8260,8450,8000,8420,85684,126425.0,15014804.0
2017-12-20,8400,8500,8160,8400,86220,126124.0,15014804.0
2017-12-21,8390,8430,8210,8410,63868,126275.0,15014804.0
2017-12-22,8410,8440,8210,8410,34635,126275.0,15014804.0
2017-12-26,8410,8410,8050,8080,55677,121320.0,15014804.0
2017-12-27,8170,8490,8080,8460,38698,127025.0,15014804.0
2017-12-28,8460,8550,8400,8530,49681,128076.0,15014804.0
2018-01-02,8530,8610,8390,8390,59333,125974.0,15014804.0
2018-01-03,8390,8610,8390,8590,61311,128977.0,15014804.0
2018-01-04,8700,8930,8600,8900,135425,133632.0,15014804.0
2018-01-05,8840,8910,8630,8820,100950,132431.0,15014804.0
2018-01-08,9000,9270,8870,8870,120802,133181.0,15014804.0
2018-01-09,8870,8990,8710,8710,63585,130779.0,15014804.0
2018-01-10,8720,8820,8540,8600,37987,129127.0,15014804.0
2018-01-11,8550,8700,8400,8550,53778,128377.0,15014804.0
2018-01-12,8610,8620,8410,8450,19429,126875.0,15014804.0
2018-01-15,8450,8500,8260,8460,23049,127025.0,15014804.0
2018-01-16,8460,8650,8320,8450,26560,126875.0,15014804.0
2018-01-17,8450,8550,8290,8420,30026,126425.0,15014804.0
2018-01-18,8520,8790,8460,8790,82526,131980.0,15014804.0
2018-01-19,8840,8900,8500,8600,85729,129127.0,15014804.0
2018-01-22,8620,8670,8270,8460,51660,127025.0,15014804.0
2018-01-23,8430,8510,8310,8470,44016,127175.0,15014804.0
2018-01-24,8470,8780,8390,8760,41442,131530.0,15014804.0
2018-01-25,8760,8800,8600,8690,58588,130479.0,15014804.0
2018-01-26,8730,8760,8610,8700,27537,130629.0,15014804.0
2018-01-29,8750,8980,8600,8920,144491,133932.0,15014804.0
2018-01-30,9000,9110,8790,8920,112687,133932.0,15014804.0
2018-01-31,8920,8970,8720,8840,29060,132731.0,15014804.0
2018-02-01,8850,8910,8700,8730,33885,131079.0,15014804.0
2018-02-02,8730,8820,8490,8580,51235,128827.0,15014804.0
2018-02-05,8550,8580,8300,8310,57536,124773.0,15014804.0
2018-02-06,8200,8200,7720,7930,99169,119067.0,15014804.0
2018-02-07,7940,8090,7850,7850,79754,117866.0,15014804.0
2018-02-08,7930,8000,7500,7860,37694,118016.0,15014804.0
2018-02-09,7780,8100,7700,8100,45218,121620.0,15014804.0
2018-02-12,8180,8290,8050,8180,34828,122821.0,15014804.0
2018-02-13,8200,8280,8120,8280,27171,124323.0,15014804.0
2018-02-14,8300,8650,8250,8530,76184,128076.0,15014804.0
2018-02-19,8540,8590,8290,8500,23350,127626.0,15014804.0
2018-02-20,8520,8620,8400,8500,19367,127626.0,15014804.0
2018-02-21,8570,8570,8400,8550,24878,128377.0,15014804.0
2018-02-22,8560,8620,8400,8560,23866,128527.0,15014804.0
2018-02-23,8560,8650,8550,8620,40221,129428.0,15014804.0
2018-02-26,8700,8700,8500,8590,30559,128977.0,15014804.0
2018-02-27,8620,8650,8490,8640,33695,129728.0,15014804.0
2018-02-28,8640,8690,8470,8600,15570,129127.0,15014804.0
2018-03-02,8530,8860,8370,8800,100079,132130.0,15014804.0
2018-03-05,8900,9060,8680,8680,81742,130328.0,15014804.0
2018-03-06,8720,9250,8720,9230,322977,138587.0,15014804.0
2018-03-07,9230,9290,9000,9000,83124,135133.0,15014804.0
2018-03-08,9010,9160,8860,8940,37538,134232.0,15014804.0
2018-03-09,8880,9100,8800,8870,35571,133181.0,15014804.0
2018-03-12,8870,9000,8720,8780,54666,131830.0,15014804.0
2018-03-13,8750,8780,8520,8760,64779,131530.0,15014804.0
2018-03-14,8660,9030,8620,8920,68587,133932.0,15014804.0
2018-03-15,9000,9000,8760,8880,27248,133331.0,15014804.0
2018-03-16,8900,8900,8690,8750,31200,131380.0,15014804.0
2018-03-19,8740,8790,8580,8620,43724,129428.0,15014804.0
2018-03-20,8620,8680,8420,8670,54649,130178.0,15014804.0
2018-03-21,8670,8670,8460,8500,32448,127626.0,15014804.0
2018-03-22,8500,8600,8310,8370,28418,125674.0,15014804.0
2018-03-23,8320,8360,8000,8070,38187,121169.0,15014804.0
2018-03-26,8170,8170,7870,8060,42392,121019.0,15014804.0
2018-03-27,8060,8180,8040,8130,20208,122070.0,15014804.0
2018-03-28,8030,8120,7910,8050,10057,120869.0,15014804.0
2018-03-29,8050,8200,8050,8150,12791,122371.0,15014804.0
2018-03-30,8150,8220,8060,8160,12365,122521.0,15014804.0
2018-04-02,8150,8620,8100,8540,66676,128226.0,15014804.0
2018-04-03,8490,8600,8300,8450,17378,126875.0,15014804.0
2018-04-04,8400,8600,8330,8450,17912,126875.0,15014804.0
2018-04-05,8450,8470,8260,8270,11619,124172.0,15014804.0
2018-04-06,8220,8290,8180,8250,12029,123872.0,15014804.0
2018-04-09,8250,8250,8090,8150,13245,122371.0,15014804.0
2018-04-10,8150,8150,7990,8050,13075,120869.0,15014804.0
2018-04-11,8060,8200,8050,8100,7092,121620.0,15014804.0
2018-04-12,8100,8180,8020,8100,11481,121620.0,15014804.0
2018-04-13,8040,8180,8040,8100,14018,121620.0,15014804.0
2018-04-16,8090,8180,8010,8150,10183,122371.0,15014804.0
2018-04-17,8190,8240,8080,8220,28891,123422.0,15014804.0
2018-04-18,8160,8420,8160,8250,19175,123872.0,15014804.0
2018-04-19,8300,8340,8190,8250,31568,123872.0,15014804.0
2018-04-20,8250,8380,8170,8200,11086,123121.0,15014804.0
2018-04-23,8200,8250,8090,8220,38283,123422.0,15014804.0
2018-04-24,8260,8300,8160,8230,20795,123572.0,15014804.0
2018-04-25,8210,8250,8100,8140,18181,122221.0,15014804.0
2018-04-26,8140,8180,8090,8150,30033,122371.0,15014804.0
2018-04-27,8200,8220,8060,8160,26593,122521.0,15014804.0
2018-04-30,8100,8300,8040,8080,22701,121320.0,15014804.0
2018-05-02,8100,8110,7940,8070,60422,121169.0,15014804.0
2018-05-03,8070,8070,7910,7910,51922,118767.0,15014804.0
2018-05-04,7910,7980,7880,7930,21130,119067.0,15014804.0
2018-05-08,7900,8000,7840,7910,22917,118767.0,15014804.0
2018-05-09,7780,7890,7780,7880,15574,118317.0,15014804.0
2018-05-10,7800,7910,7800,7900,15300,118617.0,15014804.0
2018-05-11,7900,7980,7820,7960,22193,119518.0,15014804.0
2018-05-14,7970,8000,7850,7950,20246,119368.0,15014804.0
2018-05-15,7920,7950,7880,7920,14944,118917.0,15014804.0
2018-05-16,7870,7910,7750,7800,22589,117115.0,15014804.0
2018-05-17,7800,8010,7750,7930,29421,119067.0,15014804.0
2018-05-18,7870,7990,7870,7940,19204,119218.0,15014804.0
2018-05-21,7970,8120,7940,7980,18709,119818.0,15014804.0
2018-05-23,7960,8080,7960,8020,12346,120419.0,15014804.0
2018-05-24,8020,8140,7980,8110,14191,121770.0,15014804.0
2018-05-25,8160,8160,7990,8090,11324,121470.0,15014804.0
2018-05-28,8100,8120,7940,8020,13115,120419.0,15014804.0
2018-05-29,8020,8080,7920,7920,18610,118917.0,15014804.0
2018-05-30,7920,8000,7890,7890,13483,118467.0,15014804.0
2018-05-31,7890,8140,7830,8080,24833,121320.0,15014804.0
2018-06-01,8160,8160,7960,8050,9282,120869.0,15014804.0
2018-06-04,8050,8130,7880,8000,13649,120118.0,15014804.0
2018-06-05,8070,8070,7900,7920,10567,118917.0,15014804.0
2018-06-07,7860,8020,7860,7950,4690,119368.0,15014804.0
2018-06-08,8000,8000,7840,7980,21482,119818.0,15014804.0
2018-06-11,7940,7970,7850,7900,21208,118617.0,15014804.0
2018-06-12,7880,7940,7850,7890,5002,118467.0,15014804.0
2018-06-14,7850,7930,7810,7890,12201,118467.0,15014804.0
2018-06-15,7890,8070,7810,7940,24496,119218.0,15014804.0
2018-06-18,7890,8000,7760,7830,20041,117566.0,15014804.0
2018-06-19,7900,7910,7410,7680,29037,115314.0,15014804.0
2018-06-20,7520,7760,7520,7660,19764,115013.0,15014804.0
2018-06-21,7630,7740,7630,7630,7064,114563.0,15014804.0
2018-06-22,7540,7650,7470,7560,15376,113512.0,15014804.0
2018-06-25,7640,7640,7470,7550,9677,113362.0,15014804.0
2018-06-26,7450,7530,7380,7520,9249,112911.0,15014804.0
2018-06-27,7520,7520,7320,7320,10018,109908.0,15014804.0
2018-06-28,7330,7400,7190,7300,8045,109608.0,15014804.0
2018-06-29,7330,7330,7070,7180,12928,107806.0,15014804.0
2018-07-02,7110,7250,6710,6900,22549,103602.0,15014804.0
2018-07-03,7090,7350,6950,7200,19474,108107.0,15014804.0
2018-07-04,7150,7630,7150,7620,27185,114413.0,15014804.0
2018-07-05,7630,7700,7590,7680,15673,115314.0,15014804.0
2018-07-06,7680,7800,7600,7790,21221,116965.0,15014804.0
2018-07-09,7700,8200,7600,8120,47183,121920.0,15014804.0
2018-07-10,8120,8360,8080,8260,42731,124022.0,15014804.0
2018-07-11,8260,8300,8080,8220,18156,123422.0,15014804.0
2018-07-12,8120,8220,8080,8180,19511,122821.0,15014804.0
2018-07-13,8180,8250,8000,8200,21923,123121.0,15014804.0
2018-07-16,8200,8200,8010,8150,13018,122371.0,15014804.0
2018-07-17,8150,8200,8050,8180,11156,122821.0,15014804.0
2018-07-18,8180,8250,8110,8220,27417,123422.0,15014804.0
2018-07-19,8300,8800,8290,8450,136218,126875.0,15014804.0
2018-07-20,8460,8470,8240,8360,33852,125524.0,15014804.0
2018-07-23,8360,8400,8050,8100,20987,121620.0,15014804.0
2018-07-24,8100,8350,8030,8270,31102,124172.0,15014804.0
2018-07-25,8270,8340,8160,8260,31252,124022.0,15014804.0
2018-07-26,8160,8330,8110,8270,8526,124172.0,15014804.0
2018-07-27,8180,8330,8180,8280,11701,124323.0,15014804.0
2018-07-30,8340,8520,8290,8410,61962,126275.0,15014804.0
2018-07-31,8500,8620,8380,8450,46924,126875.0,15014804.0
2018-08-01,8410,8490,8310,8450,17363,126875.0,15014804.0
2018-08-02,8450,8520,8360,8500,16374,127626.0,15014804.0
2018-08-03,8410,8550,8410,8520,14227,127926.0,15014804.0
2018-08-06,8620,8770,8430,8530,44996,128076.0,15014804.0
2018-08-07,8600,8600,8420,8480,10746,127326.0,15014804.0
2018-08-08,8500,8620,8400,8530,29483,128076.0,15014804.0
2018-08-09,8550,8560,8360,8550,20593,128377.0,15014804.0
2018-08-10,8590,8590,8450,8560,10028,128527.0,15014804.0
2018-08-13,8600,8600,8240,8240,19787,123722.0,15014804.0
2018-08-14,8350,8490,8260,8440,7632,126725.0,15014804.0
2018-08-16,8490,8490,8160,8350,9923,125374.0,15014804.0
2018-08-17,8310,8430,8260,8350,9883,125374.0,15014804.0
2018-08-20,8410,8410,8210,8290,5003,124473.0,15014804.0
2018-08-21,8380,8380,8200,8270,9532,124172.0,15014804.0
2018-08-22,8280,8280,8190,8190,5696,122971.0,15014804.0
2018-08-23,8110,8300,8110,8230,9695,123572.0,15014804.0
2018-08-24,8150,8300,8110,8300,9275,124623.0,15014804.0
2018-08-27,8300,8320,8200,8300,5074,124623.0,15014804.0
2018-08-28,8330,8330,8190,8270,15349,124172.0,15014804.0
2018-08-29,8350,8350,8250,8340,10229,125223.0,15014804.0
2018-08-30,8350,8380,8310,8360,2680,125524.0,15014804.0
2018-08-31,8400,8400,8210,8350,5720,125374.0,15014804.0
2018-09-03,8380,8380,8300,8340,10686,125223.0,15014804.0
2018-09-04,8340,8340,8160,8270,13055,124172.0,15014804.0
2018-09-05,8270,8330,8230,8290,11923,124473.0,15014804.0
2018-09-06,8220,8290,8160,8230,11797,123572.0,15014804.0
2018-09-07,8230,8240,8050,8220,18606,123422.0,15014804.0
2018-09-10,8180,8350,8090,8230,15898,123572.0,15014804.0
2018-09-11,8230,8300,8130,8280,10055,124323.0,15014804.0
2018-09-12,8290,8320,8180,8310,20419,124773.0,15014804.0
2018-09-13,8300,8510,8300,8500,40801,127626.0,15014804.0
2018-09-14,8540,8620,8500,8600,44165,129127.0,15014804.0
2018-09-17,8600,8670,8480,8590,13266,128977.0,15014804.0
2018-09-18,8540,8690,8510,8680,21546,130328.0,15014804.0
2018-09-19,8700,8880,8640,8700,64168,130629.0,15014804.0
2018-09-20,8770,8790,8510,8680,36091,130328.0,15014804.0
2018-09-21,8630,8740,8590,8670,10734,130178.0,15014804.0
2018-09-27,8770,8770,8430,8520,17621,127926.0,15014804.0
2018-09-28,8600,8600,8440,8480,11129,127326.0,15014804.0
2018-10-01,8400,8650,8250,8490,29737,127476.0,15014804.0
2018-10-02,8410,8580,8310,8370,8847,125674.0,15014804.0
2018-10-04,8430,8500,8240,8320,16295,124923.0,15014804.0
2018-10-05,8320,8390,8030,8180,13982,122821.0,15014804.0
2018-10-08,8140,8280,8060,8120,6814,121920.0,15014804.0
2018-10-10,8120,8120,7550,7550,34960,113362.0,15014804.0
2018-10-11,7100,7490,6610,6750,167688,101350.0,15014804.0
2018-10-12,6750,6970,6700,6970,51362,104653.0,15014804.0
2018-10-15,7000,7000,6770,6970,16911,104653.0,15014804.0
2018-10-16,6840,7200,6840,7070,10719,106155.0,15014804.0
2018-10-17,7020,7200,7020,7170,7146,107656.0,15014804.0
2018-10-18,7200,7200,7020,7100,7924,106605.0,15014804.0
2018-10-19,7000,7190,6960,7180,15702,107806.0,15014804.0
2018-10-22,7170,7600,7000,7500,21455,112611.0,15014804.0
2018-10-23,7400,7550,7050,7200,13942,108107.0,15014804.0
2018-10-24,7200,7200,6950,7000,6256,105104.0,15014804.0
2018-10-25,6900,6990,6750,6800,13447,102101.0,15014804.0
2018-10-26,7000,7100,6720,6720,11513,100899.0,15014804.0
2018-10-29,6800,6800,6300,6580,26993,98797.0,15014804.0
2018-10-30,6200,6510,6200,6430,27374,96545.0,15014804.0
2018-10-31,6430,6760,6290,6730,14133,101050.0,15014804.0
2018-11-01,6630,6890,6630,6840,7188,102701.0,15014804.0
2018-11-02,6880,7100,6880,7080,5497,106305.0,15014804.0
2018-11-05,7080,7080,6900,7050,3629,105854.0,15014804.0
2018-11-06,7000,7060,6940,7060,4067,106005.0,15014804.0
2018-11-07,7080,7320,6950,7120,11176,106905.0,15014804.0
2018-11-08,7190,7190,7040,7140,7197,107206.0,15014804.0
2018-11-09,7140,7190,7040,7090,588,106455.0,15014804.0
2018-11-12,7090,7090,6810,6830,9277,102551.0,15014804.0
2018-11-13,6800,6960,6680,6850,6253,102851.0,15014804.0
2018-11-14,6950,6980,6670,6830,5874,102551.0,15014804.0
2018-11-15,6870,6950,6700,6950,2120,104353.0,15014804.0
2018-11-16,7000,7040,6660,7020,12641,105404.0,15014804.0
2018-11-19,7090,7100,6780,7030,11115,105554.0,15014804.0
2018-11-20,6970,7090,6960,7070,1482,106155.0,15014804.0
2018-11-21,7000,7130,6810,6900,6322,103602.0,15014804.0
2018-11-22,6910,7030,6780,6790,6257,101951.0,15014804.0
2018-11-23,6860,7020,6790,6890,12746,103452.0,15014804.0
2018-11-26,6910,7030,6790,6870,14369,103152.0,15014804.0
2018-11-27,6870,6940,6820,6940,8408,104203.0,15014804.0
2018-11-28,7030,7070,6920,7000,26270,105104.0,15014804.0
2018-11-29,7110,7110,6720,6800,42198,102101.0,15014804.0
2018-11-30,6800,6840,6650,6650,15561,99848.0,15014804.0
2018-12-03,6390,6790,6390,6570,26594,98647.0,15014804.0
2018-12-04,6630,6630,6450,6530,20364,98047.0,15014804.0
2018-12-05,6560,6640,6440,6530,13709,98047.0,15014804.0
2018-12-06,6530,6610,6230,6520,19818,97897.0,15014804.0
2018-12-07,6530,6530,6350,6460,7417,96996.0,15014804.0
2018-12-10,6460,6460,6340,6350,2703,95344.0,15014804.0
2018-12-11,6210,6550,6040,6100,55756,91590.0,15014804.0
2018-12-12,6150,6180,6070,6180,4981,92791.0,15014804.0
2018-12-13,6170,6300,6090,6260,6459,93993.0,15014804.0
2018-12-14,6260,6260,5940,6020,15472,90389.0,15014804.0
2018-12-17,6090,6140,5980,6070,5725,91140.0,15014804.0
2018-12-18,5940,6500,5940,6400,47656,96095.0,15014804.0
2018-12-19,6380,6470,6250,6380,18547,95794.0,15014804.0
2018-12-20,6230,6480,6230,6400,11693,96095.0,15014804.0
2018-12-21,6320,6610,6320,6440,29551,96695.0,15014804.0
2018-12-24,6400,6480,6290,6310,3573,94743.0,15014804.0
2018-12-26,6200,6300,6070,6160,21172,92491.0,15014804.0
2018-12-27,6240,6490,6070,6290,26477,94443.0,15014804.0
2018-12-28,6350,6440,6230,6430,19655,96545.0,15014804.0
2019-01-02,6460,6640,6460,6600,23224,99098.0,15014804.0
2019-01-03,6600,6700,6450,6550,8966,98347.0,15014804.0
2019-01-04,6550,6560,6420,6540,6936,98197.0,15014804.0
2019-01-07,6470,6580,6400,6550,2256,98347.0,15014804.0
2019-01-08,6470,6600,6210,6350,10135,95344.0,15014804.0
2019-01-09,6450,6590,6350,6570,6910,98647.0,15014804.0
2019-01-10,6570,6570,6370,6500,5377,97596.0,15014804.0
2019-01-11,6580,6600,6410,6480,8083,97296.0,15014804.0
2019-01-14,6480,6480,6300,6400,5453,96095.0,15014804.0
2019-01-15,6400,6470,6350,6410,4716,96245.0,15014804.0
2019-01-16,6410,6410,6280,6300,9126,94593.0,15014804.0
2019-01-17,6300,6300,6210,6280,11219,94293.0,15014804.0
2019-01-18,6280,6320,6170,6270,15271,94143.0,15014804.0
2019-01-21,6200,6280,6160,6210,10212,93242.0,15014804.0
2019-01-22,6240,6240,6140,6230,11832,93542.0,15014804.0
2019-01-23,6240,6240,6160,6230,2050,93542.0,15014804.0
2019-01-24,6170,6300,6170,6240,17004,93692.0,15014804.0
2019-01-25,6250,6320,6220,6310,13532,94743.0,15014804.0
2019-01-28,6320,6380,6250,6310,10527,94743.0,15014804.0
2019-01-29,6310,6380,6230,6300,8013,94593.0,15014804.0
2019-01-30,6260,6330,6240,6260,4902,93993.0,15014804.0
2019-01-31,6280,6370,6250,6330,11700,95044.0,15014804.0
2019-02-01,6290,6440,6290,6340,5264,95194.0,15014804.0
2019-02-07,6350,6440,6300,6310,14370,94743.0,15014804.0
2019-02-08,6350,6370,6270,6350,4018,95344.0,15014804.0
2019-02-11,6450,6460,6330,6350,7036,95344.0,15014804.0
2019-02-12,6300,6380,6180,6270,15737,94143.0,15014804.0
2019-02-13,6250,6410,6190,6360,16597,95494.0,15014804.0
2019-02-14,6350,6410,6290,6320,9238,94894.0,15014804.0
2019-02-15,6350,6400,6250,6370,10430,95644.0,15014804.0
2019-02-18,6400,6410,6320,6390,11496,95945.0,15014804.0
2019-02-19,6350,6420,6350,6380,7348,95794.0,15014804.0
2019-02-20,6400,6650,6330,6640,44059,99698.0,15014804.0
2019-02-21,6900,7170,6800,6860,144641,103002.0,15014804.0
2019-02-22,6750,6850,6680,6710,23709,100749.0,15014804.0
2019-02-25,6710,6850,6700,6720,16151,100899.0,15014804.0
2019-02-26,6720,6820,6600,6670,23721,100149.0,15014804.0
2019-02-27,6630,6740,6550,6600,15249,99098.0,15014804.0
2019-02-28,6620,6720,6510,6600,16113,99098.0,15014804.0
2019-03-04,6600,6700,6600,6650,9624,99848.0,15014804.0
2019-03-05,6650,6690,6530,6600,10192,99098.0,15014804.0
2019-03-06,6680,6680,6550,6590,5264,98948.0,15014804.0
2019-03-07,6530,6590,6470,6520,13575,97897.0,15014804.0
2019-03-08,6570,6710,6470,6550,18301,98347.0,15014804.0
2019-03-11,6550,6650,6330,6640,9986,99698.0,15014804.0
2019-03-12,6610,6740,6610,6700,6336,100599.0,15014804.0
2019-03-13,6650,6780,6630,6750,11270,101350.0,15014804.0
2019-03-14,6750,6900,6750,6900,16309,103602.0,15014804.0
2019-03-15,6880,6970,6750,6820,9633,102401.0,15014804.0
2019-03-18,6810,6890,6760,6840,8705,102701.0,15014804.0
2019-03-19,6840,7050,6700,6910,23686,103752.0,15014804.0
2019-03-20,6970,6970,6710,6910,13752,103752.0,15014804.0
2019-03-21,6880,6970,6810,6890,8948,103452.0,15014804.0
2019-03-22,6850,6990,6850,6980,14024,104803.0,15014804.0
2019-03-25,6900,6980,6700,6900,14203,103602.0,15014804.0
2019-03-26,6900,6950,6680,6940,21487,104203.0,15014804.0
2019-03-27,6750,6970,6750,6930,6931,104053.0,15014804.0
2019-03-28,6900,6980,6710,6930,8980,104053.0,15014804.0
2019-03-29,6900,6960,6770,6960,13955,104503.0,15014804.0
2019-04-01,6990,7270,6890,7000,29598,105104.0,15014804.0
2019-04-02,7100,7100,6960,7000,3895,105104.0,15014804.0
2019-04-03,7100,7100,6970,7080,17682,106305.0,15014804.0
2019-04-04,7100,7470,7100,7300,134400,109608.0,15014804.0
2019-04-05,7310,7360,7130,7300,51498,109608.0,15014804.0
2019-04-08,7390,7390,7240,7300,36782,109608.0,15014804.0
2019-04-09,7300,7470,7240,7470,73315,112161.0,15014804.0
2019-04-10,7470,7470,7270,7370,34874,110659.0,15014804.0
2019-04-11,7450,7450,7320,7400,5717,111110.0,15014804.0
2019-04-12,7420,7420,7250,7320,16416,109908.0,15014804.0
2019-04-15,7310,7400,7260,7300,7322,109608.0,15014804.0
2019-04-16,7340,7340,7180,7290,9619,109458.0,15014804.0
2019-04-17,7370,7370,7250,7280,12232,109308.0,15014804.0
2019-04-18,7230,7280,7200,7250,10340,108857.0,15014804.0
2019-04-19,7290,7350,7160,7280,13328,109308.0,15014804.0
2019-04-22,7210,7280,7160,7220,4717,108407.0,15014804.0
2019-04-23,7280,7280,7070,7070,6482,106155.0,15014804.0
2019-04-24,7070,7260,6990,7210,36151,108257.0,15014804.0
2019-04-25,7210,7230,7000,7120,28606,106905.0,15014804.0
2019-04-26,7120,7120,6900,7110,4981,106755.0,15014804.0
2019-04-29,7000,7100,6900,7010,7717,105254.0,15014804.0
2019-04-30,6900,7080,6900,7080,5527,106305.0,15014804.0
2019-05-02,6910,7080,6910,7080,12972,106305.0,15014804.0
2019-05-03,7080,7140,6940,7140,2409,107206.0,15014804.0
2019-05-07,7000,7080,6900,7060,11352,106005.0,15014804.0
2019-05-08,6990,7070,6960,7050,2697,105854.0,15014804.0
2019-05-09,7080,7080,6820,7020,7528,105404.0,15014804.0
2019-05-10,7020,7040,6690,7030,6889,105554.0,15014804.0
2019-05-13,6980,7120,6890,6890,3829,103452.0,15014804.0
2019-05-14,6880,6950,6610,6710,12295,100749.0,15014804.0
2019-05-15,6730,6990,6700,6990,24126,104953.0,15014804.0
2019-05-16,6900,7030,6880,6940,15186,104203.0,15014804.0
2019-05-17,6940,7040,6870,6960,2408,104503.0,15014804.0
2019-05-20,6860,7050,6850,6920,19756,103902.0,15014804.0
2019-05-21,6920,6970,6800,6920,9236,103902.0,15014804.0
2019-05-22,6890,6960,6820,6960,4811,104503.0,15014804.0
2019-05-23,6860,7020,6740,6910,5342,103752.0,15014804.0
2019-05-24,6950,7100,6940,7000,10775,105104.0,15014804.0
2019-05-27,7000,7070,6920,7070,6414,106155.0,15014804.0
2019-05-28,7070,7070,6950,7020,5979,105404.0,15014804.0
2019-05-29,7070,7180,6950,7090,15879,106455.0,15014804.0
2019-05-30,6990,7130,6990,7020,3983,105404.0,15014804.0
2019-05-31,7000,7100,6900,7020,4804,105404.0,15014804.0
2019-06-03,7020,7060,6850,7000,32602,105104.0,15014804.0
2019-06-04,7000,7100,6940,7000,10173,105104.0,15014804.0
2019-06-05,7050,7060,6900,7000,14775,105104.0,15014804.0
2019-06-07,6940,7040,6940,7020,9784,105404.0,15014804.0
2019-06-10,7030,7040,6910,7020,16467,105404.0,15014804.0
2019-06-11,7020,7030,6990,7020,3139,105404.0,15014804.0
2019-06-12,7030,7080,6930,7000,7781,105104.0,15014804.0
2019-06-13,7010,7050,6970,7030,5301,105554.0,15014804.0
2019-06-14,6990,7040,6980,7040,5888,105704.0,15014804.0
2019-06-17,6990,7130,6980,7040,13446,105704.0,15014804.0
2019-06-18,7030,7040,6910,7010,5335,105254.0,15014804.0
2019-06-19,6980,7040,6950,7010,5383,105254.0,15014804.0
2019-06-20,7010,7050,6990,7030,9734,105554.0,15014804.0
2019-06-21,6970,7020,6950,7000,3326,105104.0,15014804.0
2019-06-24,7000,7000,6890,7000,6585,105104.0,15014804.0
2019-06-25,7000,7000,6900,6970,10697,104653.0,15014804.0
2019-06-26,7000,7000,6890,6960,6461,104503.0,15014804.0
2019-06-27,6960,6980,6850,6950,15949,104353.0,15014804.0
2019-06-28,6950,6990,6870,6930,7583,104053.0,15014804.0
2019-07-01,6950,6950,6880,6930,1908,104053.0,15014804.0
2019-07-02,6940,7150,6890,7150,46668,107356.0,15014804.0
2019-07-03,7130,7170,7040,7120,15008,106905.0,15014804.0
2019-07-04,7120,7320,7030,7180,26064,107806.0,15014804.0
2019-07-05,7220,7220,7010,7110,9045,106755.0,15014804.0
2019-07-08,7130,7130,6830,6950,34846,104353.0,15014804.0
2019-07-09,6960,7020,6660,6860,14363,103002.0,15014804.0
2019-07-10,6860,6910,6790,6900,4501,103602.0,15014804.0
2019-07-11,6920,6990,6840,6950,3130,104353.0,15014804.0
2019-07-12,6960,6960,6810,6930,7307,104053.0,15014804.0
2019-07-15,6930,6930,6810,6880,2437,103302.0,15014804.0
2019-07-16,6870,6870,6740,6740,4608,101200.0,15014804.0
2019-07-17,6740,6800,6690,6730,7221,101050.0,15014804.0
2019-07-18,6780,6780,6590,6630,4350,99548.0,15014804.0
2019-07-19,6590,6720,6590,6710,1222,100749.0,15014804.0
2019-07-22,6620,6730,6620,6720,1861,100899.0,15014804.0
2019-07-23,6790,6790,6690,6690,529,100449.0,15014804.0
2019-07-24,6690,6700,6580,6700,767,100599.0,15014804.0
2019-07-25,6700,6700,6540,6660,8534,99999.0,15014804.0
2019-07-26,6600,6680,6450,6650,4366,99848.0,15014804.0
2019-07-29,6650,6650,6200,6450,7117,96845.0,15014804.0
2019-07-30,6450,6490,6310,6350,3458,95344.0,15014804.0
2019-07-31,6400,6470,6260,6470,10714,97146.0,15014804.0
2019-08-01,6490,6560,6300,6460,3428,96996.0,15014804.0
2019-08-02,6460,6480,6240,6260,8452,93993.0,15014804.0
2019-08-05,6300,6330,5910,6000,15576,90089.0,15014804.0
2019-08-06,5990,6080,5660,6040,9549,90689.0,15014804.0
2019-08-07,6040,6070,5910,6050,3396,90840.0,15014804.0
2019-08-08,5960,6200,5960,6190,3520,92942.0,15014804.0
2019-08-09,6050,6260,6050,6240,8865,93692.0,15014804.0
2019-08-12,6250,6350,6220,6350,7574,95344.0,15014804.0
