클래시스(214150),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-21,3970,3970,3970,3970,1,10918.0,5500000.0
2016-12-22,3970,3970,3970,3970,0,10918.0,5500000.0
2016-12-23,3960,3960,3920,3960,10153,10890.0,5500000.0
2016-12-26,3960,3980,3960,3980,2703,10945.0,5500000.0
2016-12-27,4000,4000,3950,4000,35200,11000.0,5500000.0
2016-12-28,3930,4000,3930,4000,15010,11000.0,5500000.0
2016-12-29,3990,3990,3990,3990,0,10972.0,5500000.0
2017-01-02,3930,3980,3930,3980,201,10945.0,5500000.0
2017-01-03,3930,3980,3930,3980,47,10945.0,5500000.0
2017-01-04,3940,3970,3940,3970,1501,10918.0,5500000.0
2017-01-05,3960,3960,3940,3960,5489,10890.0,5500000.0
2017-01-06,3950,3960,3950,3960,201,10890.0,5500000.0
2017-01-09,3940,3940,3940,3940,904,10835.0,5500000.0
2017-01-10,3940,3940,3930,3930,3148,10808.0,5500000.0
2017-01-11,3930,3960,3910,3960,4001,10890.0,5500000.0
2017-01-12,3960,3960,3960,3960,0,,
2017-01-13,3950,3950,3950,3950,0,10862.0,5500000.0
2017-01-16,3970,3970,3920,3960,7108,10890.0,5500000.0
2017-01-17,3960,3960,3960,3960,0,,
2017-01-18,3940,3940,3940,3940,5105,10835.0,5500000.0
2017-01-19,3940,3940,3940,3940,2359,10835.0,5500000.0
2017-01-20,3940,3940,3940,3940,99,10835.0,5500000.0
2017-01-23,3940,3940,3930,3940,2476,10835.0,5500000.0
2017-01-24,3940,3940,3930,3940,1002,10835.0,5500000.0
2017-01-25,3950,3950,3920,3940,15685,10835.0,5500000.0
2017-01-26,3940,3940,3930,3940,737,10835.0,5500000.0
2017-01-31,3930,3940,3930,3940,192,10835.0,5500000.0
2017-02-01,3960,3960,3950,3950,1948,10862.0,5500000.0
2017-02-02,3950,3950,3910,3940,6780,10835.0,5500000.0
2017-02-03,3920,3920,3920,3920,9136,10780.0,5500000.0
2017-02-06,3920,3920,3900,3920,9758,10780.0,5500000.0
2017-02-07,3920,3920,3910,3910,1812,10752.0,5500000.0
2017-02-08,3900,3910,3900,3910,3018,10752.0,5500000.0
2017-02-09,3910,3950,3910,3910,1212,10752.0,5500000.0
2017-02-10,3910,3940,3910,3940,2153,10835.0,5500000.0
2017-02-13,3920,3920,3910,3910,3469,10752.0,5500000.0
2017-02-14,3910,3920,3900,3920,15577,10780.0,5500000.0
2017-02-15,3910,3970,3910,3920,1004,10780.0,5500000.0
2017-02-16,4000,4000,3920,3930,6828,10808.0,5500000.0
2017-02-17,3930,3970,3930,3930,2042,10808.0,5500000.0
2017-02-20,3910,3930,3910,3930,2036,10808.0,5500000.0
2017-02-21,3930,3930,3930,3930,44,10808.0,5500000.0
2017-02-22,3920,3930,3920,3920,1839,10780.0,5500000.0
2017-02-23,3920,3970,3920,3940,5011,10835.0,5500000.0
2017-02-24,3910,3990,3910,3930,1051,10808.0,5500000.0
2017-02-27,3920,3930,3920,3930,3086,10808.0,5500000.0
2017-02-28,3920,3960,3920,3940,14435,10835.0,5500000.0
2017-03-02,3950,3950,3940,3940,2657,10835.0,5500000.0
2017-03-03,3990,3990,3930,3940,5936,10835.0,5500000.0
2017-03-06,3940,3990,3940,3970,9485,10918.0,5500000.0
2017-03-07,3990,3990,3940,3940,2239,10835.0,5500000.0
2017-03-08,3980,3980,3950,3950,1359,10862.0,5500000.0
2017-03-09,3980,3980,3950,3950,2619,10862.0,5500000.0
2017-03-10,3960,3960,3950,3960,1220,10890.0,5500000.0
2017-03-13,3950,3970,3940,3970,4474,10918.0,5500000.0
2017-03-14,4000,4000,3950,3950,1222,10862.0,5500000.0
2017-03-15,3940,3980,3940,3980,2614,10945.0,5500000.0
2017-03-16,3990,3990,3940,3980,11596,10945.0,5500000.0
2017-03-17,3990,4000,3960,3980,30900,10945.0,5500000.0
2017-03-20,4000,4080,3990,4070,16444,11192.0,5500000.0
2017-03-21,3990,4000,3990,4000,9164,11000.0,5500000.0
2017-03-22,3990,4010,3990,4010,39,11028.0,5500000.0
2017-03-23,4000,4010,3990,4010,12021,11028.0,5500000.0
2017-03-24,4010,4020,4010,4010,5455,11028.0,5500000.0
2017-03-27,3970,4020,3970,4000,16915,11000.0,5500000.0
2017-03-28,4030,4030,4000,4000,49383,11000.0,5500000.0
2017-03-29,4020,4020,3990,4000,3174,11000.0,5500000.0
2017-03-30,3990,4020,3990,4010,9675,11028.0,5500000.0
2017-03-31,4020,4020,4000,4020,15337,11055.0,5500000.0
2017-04-03,4000,4020,4000,4020,1528,11055.0,5500000.0
2017-04-04,4000,4010,3990,4000,5353,11000.0,5500000.0
2017-04-05,3970,4000,3960,4000,24372,11000.0,5500000.0
2017-04-06,4000,4000,3990,4000,12223,11000.0,5500000.0
2017-04-07,4000,4000,4000,4000,656,11000.0,5500000.0
2017-04-10,4040,4040,4020,4030,11533,11082.0,5500000.0
2017-04-11,4000,4020,3970,4000,45821,11000.0,5500000.0
2017-04-12,4000,4010,4000,4000,74965,11000.0,5500000.0
2017-04-13,4010,4030,4000,4000,2508,11000.0,5500000.0
2017-04-14,4000,4040,4000,4010,5731,11028.0,5500000.0
2017-04-17,4020,4040,4010,4010,3977,11028.0,5500000.0
2017-04-18,4010,4010,4010,4010,8680,11028.0,5500000.0
2017-04-19,4040,4040,4020,4030,4602,11082.0,5500000.0
2017-04-20,4020,4020,4020,4020,14753,11055.0,5500000.0
2017-04-21,4020,4060,4020,4020,4815,11055.0,5500000.0
2017-04-24,4030,4030,4030,4030,1017,11082.0,5500000.0
2017-04-25,4030,4030,4010,4020,6409,11055.0,5500000.0
2017-04-26,4000,4040,4000,4010,1012,11028.0,5500000.0
2017-04-27,4010,4020,4010,4010,1673,11028.0,5500000.0
2017-04-28,4000,4040,4000,4010,1397,11028.0,5500000.0
2017-05-02,4010,4010,4010,4010,2565,11028.0,5500000.0
2017-05-04,4010,4010,4010,4010,0,11028.0,5500000.0
2017-05-08,4020,4020,4020,4020,7348,11055.0,5500000.0
2017-05-10,4020,4030,4020,4020,1852,11055.0,5500000.0
2017-05-11,4020,4020,4000,4020,60415,11055.0,5500000.0
2017-05-12,4020,4020,4010,4020,3577,11055.0,5500000.0
2017-05-15,4020,4060,4020,4030,7483,11082.0,5500000.0
2017-05-16,4030,4050,4030,4030,7425,11082.0,5500000.0
2017-05-17,4040,4040,4040,4040,3650,11110.0,5500000.0
2017-05-18,4030,4070,4030,4030,5454,11082.0,5500000.0
2017-05-19,4020,4050,4020,4030,3317,11082.0,5500000.0
2017-05-22,4150,4150,4020,4070,15283,11192.0,5500000.0
2017-05-23,4070,4120,4070,4080,13094,11220.0,5500000.0
2017-05-24,4090,4180,4090,4120,91075,11330.0,5500000.0
2017-05-25,4100,4130,4100,4120,6692,11330.0,5500000.0
2017-05-26,4040,4130,4030,4110,3903,11302.0,5500000.0
2017-05-29,4110,4110,4030,4080,11652,11220.0,5500000.0
2017-05-30,4060,4110,4050,4080,16278,11220.0,5500000.0
2017-05-31,4080,4110,4060,4110,4418,11302.0,5500000.0
2017-06-01,4080,4110,4070,4070,10548,11192.0,5500000.0
2017-06-02,4070,4070,4010,4030,56217,11082.0,5500000.0
2017-06-05,4030,4110,4020,4030,16954,11082.0,5500000.0
2017-06-07,4030,4090,4030,4090,41491,11248.0,5500000.0
2017-06-08,4040,4070,4030,4070,14642,11192.0,5500000.0
2017-06-09,4050,4050,4040,4050,32096,11138.0,5500000.0
2017-06-12,4040,4070,4040,4070,3362,11192.0,5500000.0
2017-06-13,4080,4080,4040,4080,6737,11220.0,5500000.0
2017-06-14,4060,4100,4060,4100,8499,11275.0,5500000.0
2017-06-15,4100,4130,4060,4070,42504,11192.0,5500000.0
2017-06-16,4070,4090,4060,4070,38577,11192.0,5500000.0
2017-06-19,4070,4080,4070,4070,28996,11192.0,5500000.0
2017-06-20,4080,4100,4070,4070,15713,11192.0,5500000.0
2017-06-21,4090,4100,4080,4100,10366,11275.0,5500000.0
2017-06-22,4090,4130,4090,4100,29555,11275.0,5500000.0
2017-06-23,4100,4180,4100,4160,71320,11440.0,5500000.0
2017-06-26,4170,4180,4100,4160,67524,11440.0,5500000.0
2017-06-27,4110,4230,4110,4170,84827,11468.0,5500000.0
2017-06-28,4170,4170,4120,4130,27709,11358.0,5500000.0
2017-06-29,4120,4170,4090,4170,34235,11468.0,5500000.0
2017-06-30,4170,4170,4120,4150,59987,11412.0,5500000.0
2017-07-03,4240,4250,4130,4150,16506,11412.0,5500000.0
2017-07-04,4140,4170,4110,4130,59901,11358.0,5500000.0
2017-07-05,4140,4200,4140,4160,58389,11440.0,5500000.0
2017-07-06,4180,4210,4170,4200,52561,11550.0,5500000.0
2017-07-07,4160,4570,4120,4270,1108870,11742.0,5500000.0
2017-07-10,4320,4420,4210,4370,471776,12018.0,5500000.0
2017-07-11,4350,4520,4180,4300,569207,11825.0,5500000.0
2017-07-12,4260,4320,4150,4190,191412,11522.0,5500000.0
2017-07-13,0,0,0,4190,0,11522.0,5500000.0
2017-07-14,0,0,0,4190,0,,
2017-07-17,0,0,0,4190,0,,
2017-07-18,0,0,0,4190,0,,
2017-07-19,0,0,0,4190,0,,
2017-07-20,0,0,0,4190,0,,
2017-07-21,0,0,0,4190,0,,
2017-07-24,0,0,0,4190,0,,
2017-07-25,0,0,0,4190,0,,
2017-07-26,0,0,0,4190,0,,
2017-07-27,0,0,0,4190,0,,
2017-07-28,0,0,0,4190,0,,
2017-07-31,0,0,0,4190,0,,
2017-08-01,0,0,0,4190,0,,
2017-08-02,0,0,0,4190,0,,
2017-08-03,0,0,0,4190,0,,
2017-08-04,0,0,0,4190,0,,
2017-08-07,0,0,0,4190,0,,
2017-08-08,0,0,0,4190,0,,
2017-08-09,0,0,0,4190,0,,
2017-08-10,0,0,0,4190,0,,
2017-08-11,0,0,0,4190,0,,
2017-08-14,0,0,0,4190,0,,
2017-08-16,0,0,0,4190,0,,
2017-08-17,0,0,0,4190,0,,
2017-08-18,0,0,0,4190,0,,
2017-08-21,0,0,0,4190,0,,
2017-08-22,0,0,0,4190,0,,
2017-08-23,0,0,0,4190,0,,
2017-08-24,0,0,0,4190,0,,
2017-08-25,0,0,0,4190,0,,
2017-08-28,0,0,0,4190,0,,
2017-08-29,0,0,0,4190,0,,
2017-08-30,0,0,0,4190,0,,
2017-08-31,0,0,0,4190,0,,
2017-09-01,0,0,0,4190,0,,
2017-09-04,0,0,0,4190,0,,
2017-09-05,0,0,0,4190,0,,
2017-09-06,0,0,0,4190,0,,
2017-09-07,0,0,0,4190,0,,
2017-09-08,0,0,0,4190,0,,
2017-09-11,0,0,0,4190,0,,
2017-09-12,0,0,0,4190,0,,
2017-09-13,0,0,0,4190,0,,
2017-09-14,0,0,0,4190,0,,
2017-09-15,4190,4500,2935,2935,6629679,16142.0,5500000.0
2017-09-18,2980,3000,2610,2705,1507817,14878.0,5500000.0
2017-09-19,2660,3130,2650,2880,2715494,15840.0,5500000.0
2017-09-20,2810,3740,2805,3300,5744076,18150.0,5500000.0
2017-09-21,3150,3285,2975,2980,1526455,16390.0,5500000.0
2017-09-22,3085,3370,2735,2750,1555161,15125.0,5500000.0
2017-09-25,2700,3100,2700,2880,994040,15840.0,5500000.0
2017-09-26,2800,3075,2800,2905,488716,15978.0,5500000.0
2017-09-27,2905,3015,2875,2910,183079,16005.0,5500000.0
2017-09-28,2945,3050,2900,2970,216507,16335.0,5500000.0
2017-09-29,2970,3115,2960,3005,119935,16528.0,5500000.0
2017-10-10,3020,3230,3020,3140,211280,17270.0,5500000.0
2017-10-11,3110,3620,3110,3235,633243,17792.0,5500000.0
2017-10-12,3300,3570,3285,3340,360292,18370.0,5500000.0
2017-10-13,3330,3480,3300,3330,103203,18315.0,5500000.0
2017-10-16,3315,3395,3180,3205,62543,17628.0,5500000.0
2017-10-17,3145,3300,3125,3200,41484,17600.0,5500000.0
2017-10-18,3200,3215,3095,3200,74060,17600.0,5500000.0
2017-10-19,3195,3215,3135,3175,36218,17462.0,5500000.0
2017-10-20,3195,3195,3050,3150,46217,17325.0,5500000.0
2017-10-23,3150,3150,3025,3025,66447,16638.0,5500000.0
2017-10-24,3135,3135,3000,3010,27620,16555.0,5500000.0
2017-10-25,3135,3165,2975,3050,46124,16775.0,5500000.0
2017-10-26,3115,3115,2930,2940,36841,16170.0,5500000.0
2017-10-27,2940,3045,2940,3000,25179,16500.0,5500000.0
2017-10-30,3040,3090,2905,2950,32511,16225.0,5500000.0
2017-10-31,2945,3030,2875,2915,19350,16032.0,5500000.0
2017-11-01,2910,3075,2760,3075,49832,16912.0,5500000.0
2017-11-02,3060,3200,3045,3175,55179,17462.0,5500000.0
2017-11-03,3175,3180,3110,3140,45494,17270.0,5500000.0
2017-11-06,3140,3180,3120,3160,47157,17380.0,5500000.0
2017-11-07,3175,3625,3140,3380,556909,18590.0,5500000.0
2017-11-08,3380,3495,3275,3370,138222,18535.0,5500000.0
2017-11-09,3445,3500,3290,3370,96890,18535.0,5500000.0
2017-11-10,3425,3425,3250,3315,65767,18232.0,5500000.0
2017-11-13,3245,3340,3210,3255,33620,17902.0,5500000.0
2017-11-14,3295,3310,3155,3270,54298,17985.0,5500000.0
2017-11-15,3270,3300,3210,3215,29552,17682.0,5500000.0
2017-11-16,3275,3275,3075,3145,25537,17298.0,5500000.0
2017-11-17,3230,3250,3120,3230,48391,17765.0,5500000.0
2017-11-20,3230,3430,3220,3365,73826,18508.0,5500000.0
2017-11-21,3440,3870,3295,3520,165509,19360.0,5500000.0
2017-11-22,3450,3975,3450,3755,248779,20652.0,5500000.0
2017-11-23,3830,4085,3765,3955,219006,21752.0,5500000.0
2017-11-24,4000,4000,3770,3840,83294,21120.0,5500000.0
2017-11-27,3890,3890,3695,3825,29781,21038.0,5500000.0
2017-11-28,3850,4090,3700,3805,51719,20928.0,5500000.0
2017-11-29,3805,3950,3710,3710,78078,20405.0,5500000.0
2017-11-30,3710,3825,3710,3775,24222,20762.0,5500000.0
2017-12-01,3950,3950,3730,3845,31853,21148.0,5500000.0
2017-12-04,3920,3920,3840,3880,67524,21340.0,5500000.0
2017-12-05,3935,3940,3800,3910,44005,21505.0,5500000.0
2017-12-06,3910,4000,3880,3945,81917,21698.0,5500000.0
2017-12-07,4200,4200,4015,4100,102026,22550.0,5500000.0
2017-12-08,4010,5010,4010,4515,582975,24832.0,5500000.0
2017-12-11,4500,4885,4380,4545,166120,24998.0,5500000.0
2017-12-12,4680,4680,4470,4575,57206,25162.0,5500000.0
2017-12-13,4575,4850,4575,4615,55890,25382.0,5500000.0
2017-12-14,4475,4695,4430,4500,64703,24750.0,5500000.0
2017-12-15,4500,4500,4055,4365,89706,24008.0,5500000.0
2017-12-18,4365,4495,4190,4195,33722,23072.0,5500000.0
2017-12-19,4105,4395,3995,4050,123482,22275.0,5500000.0
2017-12-20,4050,4055,3860,4000,53668,22000.0,5500000.0
2017-12-21,4000,4050,3805,3900,16612,21450.0,5500000.0
2017-12-22,4120,4120,3800,3980,58339,21890.0,5500000.0
2017-12-26,4070,4070,3985,4040,44825,22220.0,5500000.0
2017-12-27,4270,4320,4000,4315,72047,23732.0,5500000.0
2017-12-28,4315,4315,4050,4165,43816,251870.0,60473077.0
2018-01-02,4165,4165,3950,3965,50526,239776.0,60473077.0
2018-01-03,3925,4030,3805,3950,51207,238869.0,60473077.0
2018-01-04,3960,3990,3730,3730,75898,225565.0,60473077.0
2018-01-05,3760,3835,3500,3565,67575,215587.0,60473077.0
2018-01-08,3610,4435,3540,3900,694086,235845.0,60473077.0
2018-01-09,3885,4085,3700,3960,117994,239473.0,60473077.0
2018-01-10,3960,4075,3750,3850,47053,232821.0,60473077.0
2018-01-11,3895,3975,3725,3770,42515,227984.0,60473077.0
2018-01-12,3770,4080,3750,3935,121995,237962.0,60473077.0
2018-01-15,4020,4020,3910,3985,48704,240985.0,60473077.0
2018-01-16,3985,4715,3965,4510,575233,272734.0,60473077.0
2018-01-17,4510,5860,4510,5860,1434400,354372.0,60473077.0
2018-01-18,5970,7170,5720,6320,4809549,382190.0,60473077.0
2018-01-19,6270,6290,6000,6200,427891,374933.0,60473077.0
2018-01-22,6160,6900,5890,6220,1139903,376143.0,60473077.0
2018-01-23,6400,7860,6400,7180,3851767,434197.0,60473077.0
2018-01-24,7320,7480,6910,6940,610009,419683.0,60473077.0
2018-01-25,6850,6870,6570,6850,388842,414241.0,60473077.0
2018-01-26,6790,6820,6600,6680,226662,403960.0,60473077.0
2018-01-29,6650,6720,6480,6580,235607,397913.0,60473077.0
2018-01-30,6670,7700,6590,6680,2056982,403960.0,60473077.0
2018-01-31,6620,7190,6610,7190,379356,434801.0,60473077.0
2018-02-01,7400,7530,6750,6860,435128,414845.0,60473077.0
2018-02-02,6810,7050,6500,6960,260287,420893.0,60473077.0
2018-02-05,6730,6730,5970,5970,251149,361024.0,60473077.0
2018-02-06,5690,5690,5000,5490,534658,331997.0,60473077.0
2018-02-07,5700,6490,5500,5520,915080,333811.0,60473077.0
2018-02-08,5810,6320,5600,5790,225367,350139.0,60473077.0
2018-02-09,5400,5700,5320,5580,243508,337440.0,60473077.0
2018-02-12,5750,5770,5300,5460,120171,330183.0,60473077.0
2018-02-13,5510,5970,5470,5700,112139,344697.0,60473077.0
2018-02-14,5810,5810,5580,5700,83829,344697.0,60473077.0
2018-02-19,5610,5840,5610,5820,98416,351953.0,60473077.0
2018-02-20,5800,5900,5620,5690,71882,344092.0,60473077.0
2018-02-21,5680,5680,5420,5520,111251,333811.0,60473077.0
2018-02-22,5500,5720,5400,5470,87677,330788.0,60473077.0
2018-02-23,5560,5560,5250,5290,118098,319903.0,60473077.0
2018-02-26,5300,5400,5210,5250,72340,317484.0,60473077.0
2018-02-27,5430,5960,5270,5630,505488,340463.0,60473077.0
2018-02-28,5540,5660,5430,5560,106106,336230.0,60473077.0
2018-03-02,5600,5600,5270,5280,144983,319298.0,60473077.0
2018-03-05,5330,5330,5010,5120,99423,309622.0,60473077.0
2018-03-06,5300,5540,5150,5240,171313,316879.0,60473077.0
2018-03-07,5200,5360,5150,5300,77186,320507.0,60473077.0
2018-03-08,5750,6710,5560,5560,2891353,336230.0,60473077.0
2018-03-09,5560,5590,5310,5380,315501,325345.0,60473077.0
2018-03-12,5430,5440,5110,5110,367039,309017.0,60473077.0
2018-03-13,5110,5300,5100,5210,158373,315065.0,60473077.0
2018-03-14,5220,5340,5220,5330,97547,322322.0,60473077.0
2018-03-15,5360,5420,5250,5400,109761,326555.0,60473077.0
2018-03-16,5320,5710,5320,5560,207137,336230.0,60473077.0
2018-03-19,5620,5750,5100,5260,242122,318088.0,60473077.0
2018-03-20,5630,6190,5480,5510,1859984,333207.0,60473077.0
2018-03-21,5820,7160,5570,6800,6208298,411217.0,60473077.0
2018-03-22,6890,7400,6470,6890,2805800,416660.0,60473077.0
2018-03-23,6800,7120,6490,6490,1068896,392470.0,60473077.0
2018-03-26,6450,6870,6140,6560,804491,396703.0,60473077.0
2018-03-27,6860,7260,6710,6750,2513870,408193.0,60473077.0
2018-03-28,6700,6810,6400,6470,496102,391261.0,60473077.0
2018-03-29,6500,6680,6170,6300,385042,380980.0,60473077.0
2018-03-30,6430,6480,6100,6230,356727,376747.0,60473077.0
2018-04-02,6300,6680,6150,6540,597143,395494.0,60473077.0
2018-04-03,6320,6590,6270,6400,266641,387028.0,60473077.0
2018-04-04,6530,6790,6400,6400,682957,387028.0,60473077.0
2018-04-05,6530,6740,6450,6740,387884,407589.0,60473077.0
2018-04-06,6870,6920,6520,6590,481939,398518.0,60473077.0
2018-04-09,6550,6740,6470,6740,276966,407589.0,60473077.0
2018-04-10,6810,7050,6620,6730,413187,406984.0,60473077.0
2018-04-11,6790,6790,6600,6710,215616,405774.0,60473077.0
2018-04-12,6710,6940,6580,6940,408121,419683.0,60473077.0
2018-04-13,7000,7340,6900,7300,1950395,441453.0,60473077.0
2018-04-16,7300,7490,7090,7370,600966,445687.0,60473077.0
2018-04-17,7400,7400,6670,6960,691994,420893.0,60473077.0
2018-04-18,6950,6960,6510,6520,414576,394284.0,60473077.0
2018-04-19,6550,6780,6510,6750,224257,408193.0,60473077.0
2018-04-20,6820,6820,6600,6620,148635,400332.0,60473077.0
2018-04-23,6540,6600,6280,6280,188049,379771.0,60473077.0
2018-04-24,6260,6380,6200,6260,132521,378561.0,60473077.0
2018-04-25,6260,6400,6100,6390,182126,386423.0,60473077.0
2018-04-26,6410,6750,6300,6740,242166,407589.0,60473077.0
2018-04-27,6790,7060,6760,6790,955869,410612.0,60473077.0
2018-04-30,6800,6900,6450,6450,275845,390051.0,60473077.0
2018-05-02,6450,6460,6150,6150,227012,371909.0,60473077.0
2018-05-03,6210,6240,5980,6020,200173,364048.0,60473077.0
2018-05-04,6120,6380,6020,6020,162891,364048.0,60473077.0
2018-05-08,6080,6130,5890,5890,133616,356186.0,60473077.0
2018-05-09,5890,6080,5650,6040,183645,365257.0,60473077.0
2018-05-10,6040,6200,5960,6200,171098,374933.0,60473077.0
2018-05-11,6140,6200,6080,6150,68243,371909.0,60473077.0
2018-05-14,6100,6230,5910,6010,90831,363443.0,60473077.0
2018-05-15,6000,6100,5500,5810,131683,351349.0,60473077.0
2018-05-16,5790,5830,5270,5360,203396,324136.0,60473077.0
2018-05-17,5410,5450,5160,5300,198907,320507.0,60473077.0
2018-05-18,5320,5450,5320,5420,62235,327764.0,60473077.0
2018-05-21,5380,5450,5340,5350,56706,323531.0,60473077.0
2018-05-23,5400,6170,5400,5670,774104,342882.0,60473077.0
2018-05-24,5670,5720,5460,5510,137238,333207.0,60473077.0
2018-05-25,5400,5400,5150,5220,169525,315669.0,60473077.0
2018-05-28,5150,5270,5000,5000,215816,302365.0,60473077.0
2018-05-29,5000,5150,4920,4995,150228,302063.0,60473077.0
2018-05-30,5000,5080,4725,4800,119731,290271.0,60473077.0
2018-05-31,4800,5170,4760,4995,172331,302063.0,60473077.0
2018-06-01,4980,5200,4900,5160,107354,312041.0,60473077.0
2018-06-04,5180,5250,5000,5250,74162,317484.0,60473077.0
2018-06-05,5250,5320,5160,5300,84556,320507.0,60473077.0
2018-06-07,5400,5400,5180,5280,51914,319298.0,60473077.0
2018-06-08,5290,5290,5000,5180,83786,313251.0,60473077.0
2018-06-11,5070,5260,4950,5140,103888,310832.0,60473077.0
2018-06-12,5200,5200,4950,5170,111028,312646.0,60473077.0
2018-06-14,5160,5160,4945,4970,71885,300551.0,60473077.0
2018-06-15,4970,5050,4910,4980,42766,301156.0,60473077.0
2018-06-18,4865,4950,4620,4620,86478,279386.0,60473077.0
2018-06-19,4670,4785,4480,4560,61560,275757.0,60473077.0
2018-06-20,4455,4595,4425,4460,74052,269710.0,60473077.0
2018-06-21,4525,4600,4380,4380,54432,264872.0,60473077.0
2018-06-22,4510,4960,4100,4100,321389,247940.0,60473077.0
2018-06-25,4210,4210,3975,4010,89599,242497.0,60473077.0
2018-06-26,4015,4080,3950,4035,73151,244009.0,60473077.0
2018-06-27,4040,4250,4040,4220,86496,255196.0,60473077.0
2018-06-28,4230,4490,4170,4390,119568,265477.0,60473077.0
2018-06-29,4375,4550,4160,4400,102347,272682.0,61973077.0
2018-07-02,4340,4510,3915,4000,110146,247892.0,61973077.0
2018-07-03,4045,4050,3960,3965,31665,245723.0,61973077.0
2018-07-04,4005,4110,3870,4035,31310,250061.0,61973077.0
2018-07-05,3985,4030,3905,3950,39030,244794.0,61973077.0
2018-07-06,3920,4120,3870,4110,46242,254709.0,61973077.0
2018-07-09,4025,4340,4025,4270,66722,264625.0,61973077.0
2018-07-10,4300,4390,4150,4310,32211,267104.0,61973077.0
2018-07-11,4310,4375,4145,4290,37918,265865.0,61973077.0
2018-07-12,4250,4375,4195,4360,56927,270203.0,61973077.0
2018-07-13,4400,4400,4165,4365,17880,270512.0,61973077.0
2018-07-16,4375,4500,4200,4370,56594,270822.0,61973077.0
2018-07-17,4440,4440,4350,4410,14562,273301.0,61973077.0
2018-07-18,4330,4430,4210,4360,17902,270203.0,61973077.0
2018-07-19,4360,4410,4240,4330,76566,268343.0,61973077.0
2018-07-20,4330,4410,4260,4345,71232,269273.0,61973077.0
2018-07-23,4400,4400,4240,4245,67276,263076.0,61973077.0
2018-07-24,4215,4300,4200,4245,16811,263076.0,61973077.0
2018-07-25,4200,5510,4200,4730,4591455,293133.0,61973077.0
2018-07-26,4890,4905,4570,4785,1089906,296541.0,61973077.0
2018-07-27,4785,5500,4735,5070,2728185,314204.0,61973077.0
2018-07-30,5010,5180,4935,5170,334006,320401.0,61973077.0
2018-07-31,5120,5300,4975,5100,394594,316063.0,61973077.0
2018-08-01,5130,5260,5000,5020,276027,311105.0,61973077.0
2018-08-02,5020,5020,4850,4850,154521,300569.0,61973077.0
2018-08-03,4850,4940,4845,4865,74279,301499.0,61973077.0
2018-08-06,4855,5960,4840,5370,4819265,332795.0,61973077.0
2018-08-07,5360,5690,5230,5490,1281573,340232.0,61973077.0
2018-08-08,5490,5530,5290,5530,470413,342711.0,61973077.0
2018-08-09,5520,5520,5350,5420,236205,335894.0,61973077.0
2018-08-10,5360,5770,5130,5200,904600,322260.0,61973077.0
2018-08-13,5110,5220,4925,5080,213818,314823.0,61973077.0
2018-08-14,5100,5290,5040,5110,187856,316682.0,61973077.0
2018-08-16,5020,5210,4995,5210,133139,322880.0,61973077.0
2018-08-17,5390,5910,5360,5490,2915946,340232.0,61973077.0
2018-08-20,5550,5670,5360,5670,416495,351387.0,61973077.0
2018-08-21,5690,5730,5590,5670,285175,351387.0,61973077.0
2018-08-22,5790,5930,5610,5610,1348338,347669.0,61973077.0
2018-08-23,5670,5870,5600,5810,477869,360064.0,61973077.0
2018-08-24,5810,5890,5720,5850,279876,362543.0,61973077.0
2018-08-27,5870,5930,5750,5920,217983,366881.0,61973077.0
2018-08-28,5920,5940,5800,5930,124463,367500.0,61973077.0
2018-08-29,5950,5970,5760,5760,150128,356965.0,61973077.0
2018-08-30,5850,6300,5760,5940,318535,368120.0,61973077.0
2018-08-31,6000,6180,5830,6130,242169,379895.0,61973077.0
2018-09-03,6180,6180,6060,6100,103093,378036.0,61973077.0
2018-09-04,6120,6130,6050,6070,121864,376177.0,61973077.0
2018-09-05,6080,6170,6030,6070,82728,376177.0,61973077.0
2018-09-06,6070,6120,5780,5800,128614,359444.0,61973077.0
2018-09-07,5850,6040,5720,5900,102665,365641.0,61973077.0
2018-09-10,5830,5990,5750,5750,49832,356345.0,61973077.0
2018-09-11,5770,5950,5640,5730,61211,355106.0,61973077.0
2018-09-12,5830,5830,5610,5630,79214,348908.0,61973077.0
2018-09-13,5640,6210,5640,5810,331195,360064.0,61973077.0
2018-09-14,5820,5830,5690,5700,57353,353247.0,61973077.0
2018-09-17,5710,6080,5690,5760,172000,356965.0,61973077.0
2018-09-18,5760,5870,5620,5700,61934,353247.0,61973077.0
2018-09-19,5800,5820,5620,5620,90060,348289.0,61973077.0
2018-09-20,5760,5760,5220,5340,187609,330936.0,61973077.0
2018-09-21,5300,5440,5250,5330,58741,330317.0,61973077.0
2018-09-27,5370,5380,5270,5280,47578,327218.0,61973077.0
2018-09-28,5380,6200,5320,5570,712643,345190.0,61973077.0
2018-10-01,5580,5970,5570,5820,230797,360683.0,61973077.0
2018-10-02,5890,5890,5530,5530,99603,342711.0,61973077.0
2018-10-04,5540,5540,5260,5310,94502,329077.0,61973077.0
2018-10-05,5310,5430,5170,5210,84647,322880.0,61973077.0
2018-10-08,5140,5310,5110,5110,37016,316682.0,61973077.0
2018-10-10,5190,5190,4675,4710,139165,291893.0,61973077.0
2018-10-11,4500,4710,4400,4505,89979,279189.0,61973077.0
2018-10-12,4360,4690,4350,4690,45099,290654.0,61973077.0
