이수앱지스(086890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-15,6340,6440,6190,6190,55390,164811.0,26625292.0
2019-07-16,6190,6550,6140,6230,290536,165876.0,26625292.0
2019-07-17,6210,6260,6100,6260,92182,166674.0,26625292.0
2019-07-18,6260,6300,6150,6180,53559,164544.0,26625292.0
2019-07-19,6260,6720,6110,6330,780829,168538.0,26625292.0
2019-07-22,6290,6320,6190,6250,117068,166408.0,26625292.0
2019-07-23,6270,6350,6200,6320,70173,168272.0,26625292.0
2019-07-24,6380,6420,6230,6230,67464,165876.0,26625292.0
2019-07-25,6230,6270,6010,6110,83128,162681.0,26625292.0
2019-07-26,6080,6300,5960,6150,97686,163746.0,26625292.0
2019-07-29,6050,6090,5890,6000,85759,159752.0,26625292.0
2019-07-30,5910,6180,5910,5970,39461,158953.0,26625292.0
2019-07-31,5970,6360,5890,6260,103794,166674.0,26625292.0
2019-08-01,6310,6540,5830,5890,310362,156823.0,26625292.0
2019-08-02,5700,5860,5540,5540,185772,147504.0,26625292.0
2019-08-05,5540,5600,4860,4950,192026,131795.0,26625292.0
2019-08-06,4640,4980,4580,4815,168137,128201.0,26625292.0
2019-08-07,4760,5180,4760,4900,113094,130464.0,26625292.0
2019-08-08,4900,5130,4900,5130,66328,136588.0,26625292.0
2019-08-09,5130,5350,5100,5170,52660,137653.0,26625292.0
2019-08-12,5270,6090,5260,5720,661606,152297.0,26625292.0
2019-08-13,5710,6230,5610,6050,307195,161083.0,26625292.0
2019-08-14,6050,6940,6040,6700,543056,178389.0,26625292.0
2019-08-16,6600,6600,6250,6250,294064,166408.0,26625292.0
2019-08-19,6350,6700,6300,6550,180919,174396.0,26625292.0
2019-08-20,6550,7010,6470,6810,233616,181318.0,26625292.0
2019-08-21,6770,7000,6630,6910,116855,183981.0,26625292.0
2019-08-22,6990,7070,6500,6580,188875,175194.0,26625292.0
2019-08-23,6430,6660,6310,6440,93142,171467.0,26625292.0
2019-08-26,6300,6450,5840,5930,145862,157888.0,26625292.0
2019-08-27,6260,6400,6020,6020,149049,160284.0,26625292.0
2019-08-28,6050,6810,6040,6730,202290,179188.0,26625292.0
2019-08-29,6700,6840,6440,6600,114912,175727.0,26625292.0
2019-08-30,6590,6730,6420,6550,86170,174396.0,26625292.0
2019-09-02,6720,6900,6470,6780,114910,180519.0,26625292.0
2019-09-03,6750,6980,6680,6690,74375,178123.0,26625292.0
2019-09-04,6800,6870,6510,6830,55733,181851.0,26625292.0
2019-09-05,6840,6920,6640,6690,84458,178123.0,26625292.0
2019-09-06,6680,6720,6450,6500,94361,173064.0,26625292.0
2019-09-09,6580,6680,6330,6330,68245,168538.0,26625292.0
2019-09-10,6390,6450,6160,6290,53393,167473.0,26625292.0
2019-09-11,6260,6400,6100,6260,74746,166674.0,26625292.0
2019-09-16,6290,6380,6170,6310,128883,168006.0,26625292.0
2019-09-17,6320,6750,6320,6580,205587,175194.0,26625292.0
2019-09-18,6560,6830,6460,6820,261752,181584.0,26625292.0
2019-09-19,6800,6950,6660,6770,147737,180253.0,26625292.0
2019-09-20,6770,6840,6690,6770,56103,180253.0,26625292.0
2019-09-23,6720,7010,6710,6910,182906,183981.0,26625292.0
2019-09-24,6700,6950,6650,6800,100650,181052.0,26625292.0
2019-09-25,6750,6820,6530,6540,73616,174129.0,26625292.0
2019-09-26,6690,6840,6500,6600,96316,175727.0,26625292.0
2019-09-27,6590,6650,6420,6640,56430,176792.0,26625292.0
2019-09-30,6640,6780,6240,6280,149026,167207.0,26625292.0
2019-10-01,6400,6620,6220,6560,120270,174662.0,26625292.0
2019-10-02,6430,6600,6350,6530,70290,173863.0,26625292.0
2019-10-04,6560,6750,6420,6530,93406,173863.0,26625292.0
2019-10-07,6590,7230,6500,6780,664344,180519.0,26625292.0
