로보로보(215100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-01-12,4040,4040,4000,4000,23608,5600.0,2800000.0
2017-01-13,4040,4040,3990,3990,14422,5586.0,2800000.0
2017-01-16,3990,4030,3990,4010,3536,5614.0,2800000.0
2017-01-17,4020,4020,4000,4010,1710,5614.0,2800000.0
2017-01-18,4010,4010,3990,4010,2672,5614.0,2800000.0
2017-01-19,3990,4010,3990,4000,2855,5600.0,2800000.0
2017-01-20,4000,4000,3970,3990,10267,5586.0,2800000.0
2017-01-23,3980,4000,3960,3990,7604,5586.0,2800000.0
2017-01-24,3990,3990,3970,3970,2270,5558.0,2800000.0
2017-01-25,3950,4000,3920,4000,26142,5600.0,2800000.0
2017-01-26,3950,4040,3950,4040,7256,5656.0,2800000.0
2017-01-31,3910,4050,3910,3970,10216,5558.0,2800000.0
2017-02-01,4000,4040,4000,4040,9965,5656.0,2800000.0
2017-02-02,4000,4000,4000,4000,708,5600.0,2800000.0
2017-02-03,4050,4050,3990,4000,1524,5600.0,2800000.0
2017-02-06,3940,4040,3940,4040,1758,5656.0,2800000.0
2017-02-07,3970,4070,3970,4070,4374,5698.0,2800000.0
2017-02-08,4060,4080,4060,4080,8360,5712.0,2800000.0
2017-02-09,3960,4060,3960,3980,916,5572.0,2800000.0
2017-02-10,4070,4070,3950,4050,283,5670.0,2800000.0
2017-02-13,4070,4070,3920,3980,114294,5572.0,2800000.0
2017-02-14,3990,3990,3920,3980,3010,5572.0,2800000.0
2017-02-15,3980,3980,3960,3980,897,5572.0,2800000.0
2017-02-16,3980,3980,3980,3980,1,5572.0,2800000.0
2017-02-17,4000,4000,3980,3980,3137,5572.0,2800000.0
2017-02-20,3940,3990,3940,3990,1139,5586.0,2800000.0
2017-02-21,4000,4010,4000,4010,320,5614.0,2800000.0
2017-02-22,4030,4050,4010,4020,5220,5628.0,2800000.0
2017-02-23,4000,4020,4000,4020,4047,5628.0,2800000.0
2017-02-24,4070,4080,4060,4080,2016,5712.0,2800000.0
2017-02-27,4070,4070,4070,4070,35,5698.0,2800000.0
2017-02-28,4080,4080,3980,4060,4664,5684.0,2800000.0
2017-03-02,4100,4380,4030,4060,68151,5684.0,2800000.0
2017-03-03,4120,4500,4020,4040,519031,5656.0,2800000.0
2017-03-06,4020,4160,4020,4080,47084,5712.0,2800000.0
2017-03-07,4040,4140,4030,4090,26201,5726.0,2800000.0
2017-03-08,4110,4120,4060,4100,4447,5740.0,2800000.0
2017-03-09,4100,4110,4040,4070,13711,5698.0,2800000.0
2017-03-10,4050,4090,4040,4070,17243,5698.0,2800000.0
2017-03-13,4110,4110,4020,4030,9178,5642.0,2800000.0
2017-03-14,4040,4090,4030,4070,15941,5698.0,2800000.0
2017-03-15,4040,4110,4040,4050,2866,5670.0,2800000.0
2017-03-16,4090,5250,4050,4800,4831240,6720.0,2800000.0
2017-03-17,4990,6240,4990,6240,5308267,8736.0,2800000.0
2017-03-20,6800,7490,5220,5220,7205355,7308.0,2800000.0
2017-03-21,4980,5050,4100,4200,2548418,5880.0,2800000.0
2017-03-22,4260,5460,4230,5350,7964251,7490.0,2800000.0
2017-03-23,5040,6580,4680,5600,12270113,7840.0,2800000.0
2017-03-24,5460,6390,5390,5630,6592588,7882.0,2800000.0
2017-03-27,5630,6300,5310,5580,4210624,7812.0,2800000.0
2017-03-28,5530,5880,5170,5360,2026395,7504.0,2800000.0
2017-03-29,5530,6290,5160,6110,4240970,8554.0,2800000.0
2017-03-30,6000,7450,5800,6460,9605654,9044.0,2800000.0
2017-03-31,6340,7400,5830,6600,9714198,9240.0,2800000.0
2017-04-03,7090,8180,6830,7600,8382523,10640.0,2800000.0
2017-04-04,7600,7670,6090,6120,3290426,8568.0,2800000.0
2017-04-05,6360,7090,5470,6210,5896503,8694.0,2800000.0
2017-04-06,6060,6460,5750,5750,1254745,8050.0,2800000.0
2017-04-07,5610,5920,5170,5260,1100309,7364.0,2800000.0
2017-04-10,5080,5180,4500,4660,830839,6524.0,2800000.0
2017-04-11,4560,5800,4560,5550,5091011,7770.0,2800000.0
2017-04-12,5400,6060,5130,5190,2340887,7266.0,2800000.0
2017-04-13,5300,5520,4830,4860,1192551,6804.0,2800000.0
2017-04-14,4860,4970,4460,4500,900762,6300.0,2800000.0
2017-04-17,4500,5720,4480,5660,5527426,7924.0,2800000.0
2017-04-18,5400,6440,5300,5490,5361425,7686.0,2800000.0
2017-04-19,5600,5610,4840,5000,1043870,7000.0,2800000.0
2017-04-20,5200,5820,5000,5140,2862546,7196.0,2800000.0
2017-04-21,5320,5510,4870,5170,1374061,7238.0,2800000.0
2017-04-24,5010,5200,4810,4860,390594,6804.0,2800000.0
2017-04-25,5100,6060,4890,5220,6041488,7308.0,2800000.0
2017-04-26,5220,5260,4980,5020,681030,7028.0,2800000.0
2017-04-27,5170,5470,4950,5000,991165,7000.0,2800000.0
2017-04-28,5140,5170,4880,5000,264843,7000.0,2800000.0
2017-05-02,5000,5020,4710,4710,249634,6594.0,2800000.0
2017-05-04,4710,5500,4560,4880,3794873,6832.0,2800000.0
2017-05-08,4920,5340,4900,5010,1278965,7014.0,2800000.0
2017-05-10,5020,5100,4760,4810,430182,6734.0,2800000.0
2017-05-11,4920,4950,4670,4710,375666,6594.0,2800000.0
2017-05-12,4710,4720,4530,4600,267508,6440.0,2800000.0
2017-05-15,4620,4920,4500,4630,416951,6482.0,2800000.0
2017-05-16,4590,4680,4360,4370,313964,6118.0,2800000.0
2017-05-17,4420,5340,4290,4930,6594580,6902.0,2800000.0
2017-05-18,4810,4930,4430,4500,972232,6300.0,2800000.0
2017-05-19,4530,5100,4440,4640,2219621,6496.0,2800000.0
2017-05-22,4660,4940,4600,4660,651597,6524.0,2800000.0
2017-05-23,4760,4760,4570,4570,252611,6398.0,2800000.0
2017-05-24,4680,4900,4570,4590,725871,6426.0,2800000.0
2017-05-25,4620,4660,4550,4610,218578,6454.0,2800000.0
2017-05-26,4600,4630,4510,4550,184599,6370.0,2800000.0
2017-05-29,4550,4670,4400,4450,279126,6230.0,2800000.0
2017-05-30,4460,4480,4320,4330,213747,6062.0,2800000.0
2017-05-31,4480,4490,4310,4320,104260,6048.0,2800000.0
2017-06-01,4380,4870,4360,4450,1629553,6230.0,2800000.0
2017-06-02,4460,4490,4350,4370,274308,6118.0,2800000.0
2017-06-05,4380,4400,4310,4310,211814,6034.0,2800000.0
2017-06-07,4430,4500,4290,4310,311521,6034.0,2800000.0
2017-06-08,4310,4330,4260,4300,88601,6020.0,2800000.0
2017-06-09,4300,4340,4250,4270,120683,5978.0,2800000.0
2017-06-12,0,0,0,4270,2,5978.0,2800000.0
2017-06-13,0,0,0,4270,0,5978.0,2800000.0
2017-06-14,0,0,0,4270,0,,
2017-06-15,0,0,0,4270,0,,
2017-06-16,0,0,0,4270,0,,
2017-06-19,0,0,0,4270,0,,
2017-06-20,0,0,0,4270,0,,
2017-06-21,0,0,0,4270,0,,
2017-06-22,0,0,0,4270,0,,
2017-06-23,0,0,0,4270,0,,
2017-06-26,0,0,0,4270,0,,
2017-06-27,0,0,0,4270,0,,
2017-06-28,0,0,0,4270,0,,
2017-06-29,0,0,0,4270,0,,
2017-06-30,0,0,0,4270,0,,
2017-07-03,0,0,0,4270,0,,
2017-07-04,0,0,0,4270,0,,
2017-07-05,0,0,0,4270,0,,
2017-07-06,0,0,0,4270,0,,
2017-07-07,0,0,0,4270,0,,
2017-07-10,0,0,0,4270,0,,
2017-07-11,0,0,0,4270,0,,
2017-07-12,0,0,0,4270,0,,
2017-07-13,0,0,0,4270,0,,
2017-07-14,0,0,0,4270,0,,
2017-07-17,0,0,0,4270,0,,
2017-07-18,0,0,0,4270,0,,
2017-07-19,0,0,0,4270,0,,
2017-07-20,0,0,0,4270,0,,
2017-07-21,0,0,0,4270,0,,
2017-07-24,0,0,0,4270,0,,
2017-07-25,0,0,0,4270,0,,
2017-07-26,0,0,0,4270,0,,
2017-07-27,0,0,0,4270,0,,
2017-07-28,0,0,0,4270,0,,
2017-07-31,0,0,0,4270,0,,
2017-08-01,0,0,0,4270,0,,
2017-08-02,0,0,0,4270,0,,
2017-08-03,0,0,0,4270,0,,
2017-08-04,0,0,0,4270,0,,
2017-08-07,0,0,0,4270,0,,
2017-08-08,0,0,0,4270,0,,
2017-08-09,0,0,0,4270,0,,
2017-08-10,0,0,0,4270,0,,
2017-08-11,0,0,0,4270,0,,
2017-08-14,0,0,0,4270,0,,
2017-08-16,0,0,0,4270,0,,
2017-08-17,0,0,0,4270,0,,
2017-08-18,0,0,0,4270,0,,
2017-08-21,0,0,0,4270,0,,
2017-08-22,0,0,0,4270,0,,
2017-08-23,0,0,0,4270,0,,
2017-08-24,0,0,0,4270,0,,
2017-08-25,0,0,0,4270,0,,
2017-08-28,0,0,0,4270,0,,
2017-08-29,0,0,0,4270,0,,
2017-08-30,0,0,0,4270,0,,
2017-08-31,0,0,0,4270,0,,
2017-09-01,4270,5540,3850,3950,6679719,11060.0,2800000.0
2017-09-04,3660,3820,3000,3125,1905725,8750.0,2800000.0
2017-09-05,3050,3940,3045,3600,10073329,10080.0,2800000.0
2017-09-06,3535,3690,3100,3100,1801771,8680.0,2800000.0
2017-09-07,3175,3650,3110,3280,5624476,9184.0,2800000.0
2017-09-08,3470,3470,3160,3160,1368050,8848.0,2800000.0
2017-09-11,3240,3370,3000,3000,734875,8400.0,2800000.0
2017-09-12,3005,3040,2775,2855,742894,7994.0,2800000.0
2017-09-13,2915,2920,2680,2720,523618,7616.0,2800000.0
2017-09-14,2700,2700,2510,2615,577205,7322.0,2800000.0
2017-09-15,2580,2965,2540,2540,2020632,7112.0,2800000.0
2017-09-18,2580,2605,2510,2510,238298,7028.0,2800000.0
2017-09-19,2550,2570,2430,2440,268089,6832.0,2800000.0
2017-09-20,2440,2540,2365,2435,492037,6818.0,2800000.0
2017-09-21,2450,2475,2305,2310,297413,6468.0,2800000.0
2017-09-22,2310,2440,2185,2200,592581,6160.0,2800000.0
2017-09-25,2180,2290,2140,2145,173719,6006.0,2800000.0
2017-09-26,2095,2160,2095,2125,163039,5950.0,2800000.0
2017-09-27,2120,2200,2105,2125,138183,5950.0,2800000.0
2017-09-28,2125,2185,2100,2135,130365,5978.0,2800000.0
2017-09-29,2280,2315,2125,2130,360914,5964.0,2800000.0
2017-10-10,2150,2225,2145,2200,126328,6160.0,2800000.0
2017-10-11,2200,2300,2170,2170,104780,6076.0,2800000.0
2017-10-12,2200,2250,2175,2185,107708,6118.0,2800000.0
2017-10-13,2220,2485,2180,2300,2669285,6440.0,2800000.0
2017-10-16,2270,2300,2175,2225,312970,6230.0,2800000.0
2017-10-17,2270,2450,2265,2300,1161757,6440.0,2800000.0
2017-10-18,2305,2350,2205,2210,201608,6188.0,2800000.0
2017-10-19,2225,2230,2160,2180,147038,6104.0,2800000.0
2017-10-20,2155,2265,2145,2230,253843,6244.0,2800000.0
2017-10-23,2225,2445,2195,2300,2070091,6440.0,2800000.0
2017-10-24,2270,2345,2245,2315,232148,6482.0,2800000.0
2017-10-25,2335,2410,2295,2350,494892,6580.0,2800000.0
2017-10-26,2350,2580,2350,2500,1346917,7000.0,2800000.0
2017-10-27,2515,2745,2315,2365,2056786,6622.0,2800000.0
2017-10-30,2360,2385,2300,2365,192488,6622.0,2800000.0
2017-10-31,2360,2380,2280,2295,206774,6426.0,2800000.0
2017-11-01,2315,2355,2290,2350,201805,6580.0,2800000.0
2017-11-02,2330,2405,2330,2345,209071,6566.0,2800000.0
2017-11-03,2345,2345,2260,2270,109509,6356.0,2800000.0
2017-11-06,2270,2300,2200,2285,113473,6398.0,2800000.0
2017-11-07,2315,2400,2275,2345,269507,6566.0,2800000.0
2017-11-08,2345,2390,2270,2380,182740,6664.0,2800000.0
2017-11-09,2465,2535,2325,2365,720279,6622.0,2800000.0
2017-11-10,2365,2365,2295,2345,92867,6566.0,2800000.0
2017-11-13,2320,2355,2305,2310,87517,6468.0,2800000.0
2017-11-14,2325,2335,2275,2280,63082,6384.0,2800000.0
2017-11-15,2300,2300,2210,2220,96319,6216.0,2800000.0
2017-11-16,2220,2270,2200,2235,37131,6258.0,2800000.0
2017-11-17,2255,2305,2220,2235,122737,6258.0,2800000.0
2017-11-20,2235,2325,2235,2280,115923,6384.0,2800000.0
2017-11-21,2285,2315,2280,2295,77814,6426.0,2800000.0
2017-11-22,2310,2445,2270,2360,316439,6608.0,2800000.0
2017-11-23,2360,2375,2340,2375,117421,6650.0,2800000.0
2017-11-24,2475,2865,2425,2510,2478129,7028.0,2800000.0
2017-11-27,2500,2500,2370,2385,354366,6678.0,2800000.0
2017-11-28,2420,2480,2350,2365,277347,6622.0,2800000.0
2017-11-29,2345,2410,2340,2365,87385,6622.0,2800000.0
2017-11-30,2390,2790,2365,2500,1971447,7000.0,2800000.0
2017-12-01,2510,2720,2445,2610,946529,7308.0,2800000.0
2017-12-04,2655,2840,2590,2595,520182,7266.0,2800000.0
2017-12-05,2585,2840,2545,2835,791984,7938.0,2800000.0
2017-12-06,2835,2890,2650,2720,467587,7616.0,2800000.0
2017-12-07,2705,2825,2645,2680,362208,7504.0,2800000.0
2017-12-08,2665,2730,2515,2660,189603,7448.0,2800000.0
2017-12-11,2630,2820,2595,2690,413823,7532.0,2800000.0
2017-12-12,2660,2750,2640,2655,116240,7434.0,2800000.0
2017-12-13,2640,2710,2625,2650,128235,7420.0,2800000.0
2017-12-14,2675,2715,2625,2670,124396,7476.0,2800000.0
2017-12-15,2670,2685,2585,2650,125995,7420.0,2800000.0
2017-12-18,2625,2720,2610,2680,117504,7504.0,2800000.0
2017-12-19,2595,2685,2430,2485,319854,40874.0,16448454.0
2017-12-20,2485,2485,2240,2240,203577,36845.0,16448454.0
2017-12-21,2200,2255,2090,2115,345103,34788.0,16448454.0
2017-12-22,2160,2160,2025,2135,332402,35117.0,16448454.0
2017-12-26,2110,2775,2110,2775,5312358,45644.0,16448454.0
2017-12-27,3035,3595,2760,2780,8656352,45727.0,16448454.0
2017-12-28,2810,3560,2805,3100,15163995,50990.0,16448454.0
2018-01-02,3160,3305,3035,3205,2864834,52717.0,16448454.0
2018-01-03,3145,3745,3105,3230,7849748,53129.0,16448454.0
2018-01-04,3155,3340,3050,3320,1815491,54609.0,16448454.0
2018-01-05,3320,3365,3225,3265,745641,53704.0,16448454.0
2018-01-08,3325,3550,3160,3390,1370820,55760.0,16448454.0
2018-01-09,3390,3390,3275,3300,370369,54280.0,16448454.0
2018-01-10,3295,3340,3170,3180,280815,52306.0,16448454.0
2018-01-11,3160,3255,3140,3205,254606,52717.0,16448454.0
2018-01-12,3205,3485,3145,3410,1694178,56089.0,16448454.0
2018-01-15,3350,3490,3285,3435,631739,56500.0,16448454.0
2018-01-16,3435,4065,3350,3800,3552739,62504.0,16448454.0
2018-01-17,3790,3955,3700,3900,998062,64149.0,16448454.0
2018-01-18,3910,3970,3735,3775,574646,62093.0,16448454.0
2018-01-19,3770,3775,3580,3630,463553,59708.0,16448454.0
2018-01-22,3650,3840,3600,3805,522890,62586.0,16448454.0
2018-01-23,3810,4000,3730,3750,671401,61682.0,16448454.0
2018-01-24,3750,3825,3700,3735,254459,61435.0,16448454.0
2018-01-25,3720,3750,3650,3670,246881,60366.0,16448454.0
2018-01-26,3670,3750,3630,3640,249377,59872.0,16448454.0
2018-01-29,3700,3715,3620,3620,212724,59543.0,16448454.0
2018-01-30,3655,3880,3580,3805,793893,62586.0,16448454.0
2018-01-31,3675,3690,3560,3605,388396,59297.0,16448454.0
2018-02-01,3650,3685,3555,3655,303928,60119.0,16448454.0
2018-02-02,3680,3680,3425,3530,357421,58063.0,16448454.0
2018-02-05,3310,3480,3300,3335,247425,54856.0,16448454.0
2018-02-06,3120,3385,2910,3370,314802,55431.0,16448454.0
2018-02-07,3470,3470,3210,3250,244625,53457.0,16448454.0
2018-02-08,3210,3380,3210,3305,89694,54362.0,16448454.0
2018-02-09,3140,3450,3055,3450,275523,56747.0,16448454.0
2018-02-12,3440,3570,3400,3435,294364,56500.0,16448454.0
2018-02-13,3445,3530,3400,3475,118999,57158.0,16448454.0
2018-02-14,3505,3530,3410,3460,59508,56912.0,16448454.0
2018-02-19,3535,3665,3460,3660,381290,60201.0,16448454.0
2018-02-20,3665,4755,3615,4060,10420436,66781.0,16448454.0
2018-02-21,4100,4240,4015,4195,1664105,69001.0,16448454.0
2018-02-22,4150,4175,3930,4020,969040,66123.0,16448454.0
2018-02-23,3950,3985,3880,3975,482900,65383.0,16448454.0
2018-02-26,4045,4335,3950,3960,2010973,65136.0,16448454.0
2018-02-27,3965,4025,3830,3850,374452,63327.0,16448454.0
2018-02-28,3850,3850,3675,3675,288583,60448.0,16448454.0
2018-03-02,3615,3670,3535,3625,200601,59626.0,16448454.0
2018-03-05,3600,3955,3600,3780,999968,62175.0,16448454.0
2018-03-06,3810,4460,3800,4165,10388706,68508.0,16448454.0
2018-03-07,4105,4110,3835,3835,1181959,63080.0,16448454.0
2018-03-08,3860,4240,3730,4015,2788637,66041.0,16448454.0
2018-03-09,4000,4090,3905,3905,541873,64231.0,16448454.0
2018-03-12,3935,4020,3890,3915,370329,64396.0,16448454.0
2018-03-13,3925,4225,3910,4040,1781880,66452.0,16448454.0
2018-03-14,4090,4350,3990,4295,1757956,70646.0,16448454.0
2018-03-15,4250,4270,4110,4210,722375,69248.0,16448454.0
2018-03-16,4235,4630,4230,4300,2861697,70728.0,16448454.0
2018-03-19,4260,4270,4080,4235,433687,69659.0,16448454.0
2018-03-20,4235,4410,4165,4405,695602,72455.0,16448454.0
2018-03-21,4415,4500,4275,4280,603116,70399.0,16448454.0
2018-03-22,4235,4355,4140,4155,352493,68343.0,16448454.0
2018-03-23,4000,4095,3720,3895,442334,64067.0,16448454.0
2018-03-26,3800,3945,3705,3880,188968,63820.0,16448454.0
2018-03-27,3985,4175,3920,4115,405999,67685.0,16448454.0
2018-03-28,4065,4185,3980,4015,188646,66041.0,16448454.0
2018-03-29,4010,4150,3980,4020,181564,66123.0,16448454.0
2018-03-30,4040,4170,4030,4105,215988,67521.0,16448454.0
2018-04-02,4100,4280,4085,4215,360625,69330.0,16448454.0
2018-04-03,4185,4230,4035,4035,229277,66370.0,16448454.0
2018-04-04,4110,4110,3900,4010,203411,65958.0,16448454.0
2018-04-05,4040,4095,3930,3995,159834,65712.0,16448454.0
2018-04-06,3990,4040,3805,3945,167847,64889.0,16448454.0
2018-04-09,3860,3970,3860,3880,106892,63820.0,16448454.0
2018-04-10,3880,3980,3630,3635,279236,59790.0,16448454.0
2018-04-11,3720,3750,3640,3700,138965,60859.0,16448454.0
2018-04-12,3750,3760,3630,3710,162103,61024.0,16448454.0
2018-04-13,3800,3800,3630,3685,143320,60613.0,16448454.0
2018-04-16,3685,3760,3680,3730,80888,61353.0,16448454.0
2018-04-17,3735,3795,3690,3790,218980,62340.0,16448454.0
2018-04-18,3865,3895,3600,3735,181534,61435.0,16448454.0
2018-04-19,3770,3770,3560,3615,234737,59461.0,16448454.0
2018-04-20,3615,3685,3395,3405,347872,56007.0,16448454.0
2018-04-23,3405,3405,3180,3200,333196,52635.0,16448454.0
2018-04-24,3210,3325,3180,3195,216532,52553.0,16448454.0
2018-04-25,3195,3295,3105,3230,144682,53129.0,16448454.0
2018-04-26,3380,3380,3280,3280,143704,53951.0,16448454.0
2018-04-27,3330,3330,3170,3200,107412,52635.0,16448454.0
2018-04-30,3230,3230,2995,3035,216871,49921.0,16448454.0
2018-05-02,3000,3160,2900,3045,195314,50086.0,16448454.0
2018-05-03,3045,3100,3045,3075,59374,50579.0,16448454.0
2018-05-04,3130,3135,3015,3030,87192,49839.0,16448454.0
2018-05-08,3030,3030,2775,2800,229144,46056.0,16448454.0
2018-05-09,2790,2925,2770,2925,104145,48112.0,16448454.0
2018-05-10,2925,2995,2850,2980,82135,49016.0,16448454.0
2018-05-11,2935,3025,2935,2985,58978,49099.0,16448454.0
2018-05-14,2985,3025,2885,2895,90623,47618.0,16448454.0
2018-05-15,2895,2910,2820,2820,55844,46385.0,16448454.0
2018-05-16,2820,2820,2705,2735,77368,44987.0,16448454.0
2018-05-17,2715,2780,2705,2710,97566,44575.0,16448454.0
2018-05-18,2680,3170,2680,2960,549177,48687.0,16448454.0
2018-05-21,2960,2960,2865,2885,86508,47454.0,16448454.0
2018-05-23,2865,2935,2825,2930,90686,48194.0,16448454.0
2018-05-24,2960,2980,2880,2960,77920,48687.0,16448454.0
2018-05-25,2920,2950,2795,2860,181151,47043.0,16448454.0
2018-05-28,2860,2960,2790,2800,116821,46056.0,16448454.0
2018-05-29,2800,2850,2720,2720,115731,44740.0,16448454.0
2018-05-30,2720,2770,2650,2700,112695,44411.0,16448454.0
2018-05-31,2760,2760,2605,2630,123399,43259.0,16448454.0
2018-06-01,2590,2675,2590,2650,88033,43588.0,16448454.0
2018-06-04,2650,2775,2630,2730,115327,44904.0,16448454.0
2018-06-05,2705,2770,2685,2765,52241,45480.0,16448454.0
2018-06-07,2700,2805,2700,2775,37811,45644.0,16448454.0
2018-06-08,2750,3160,2725,2905,673022,47783.0,16448454.0
2018-06-11,2895,2970,2840,2915,108860,47947.0,16448454.0
2018-06-12,2920,3780,2875,3305,8467161,54362.0,16448454.0
2018-06-14,3165,3175,3070,3110,1160835,51155.0,16448454.0
2018-06-15,3110,3950,3110,3590,8499643,63896.0,17798454.0
2018-06-18,3570,3825,3460,3660,1609312,65142.0,17798454.0
2018-06-19,3615,3750,3400,3495,737588,62206.0,17798454.0
2018-06-20,3385,3480,3320,3385,490019,60248.0,17798454.0
2018-06-21,3365,3425,3135,3235,834724,57578.0,17798454.0
2018-06-22,3230,3300,3160,3200,388380,56955.0,17798454.0
2018-06-25,3235,3380,3195,3315,384184,59002.0,17798454.0
2018-06-26,3270,3475,3240,3405,1003627,60604.0,17798454.0
2018-06-27,3405,3455,3155,3160,590308,56243.0,17798454.0
2018-06-28,3160,3195,2860,2905,486089,51705.0,17798454.0
2018-06-29,2910,2995,2810,2970,139955,52861.0,17798454.0
2018-07-02,2970,3110,2795,2795,125520,49747.0,17798454.0
2018-07-03,2800,2905,2795,2835,113822,50459.0,17798454.0
2018-07-04,2850,3100,2850,2940,236638,52327.0,17798454.0
2018-07-05,2930,2985,2805,2820,101097,50192.0,17798454.0
2018-07-06,2820,3000,2550,2840,1062197,50548.0,17798454.0
2018-07-09,2860,2890,2760,2810,101500,50014.0,17798454.0
2018-07-10,2855,2945,2820,2895,163923,51527.0,17798454.0
2018-07-11,2850,2945,2825,2835,118154,50459.0,17798454.0
2018-07-12,2835,2895,2790,2865,72257,50993.0,17798454.0
2018-07-13,2935,2935,2865,2870,65929,51082.0,17798454.0
2018-07-16,2920,2970,2865,2920,340988,51971.0,17798454.0
2018-07-17,2980,2980,2875,2890,100179,51438.0,17798454.0
2018-07-18,2890,2930,2750,2790,153170,49658.0,17798454.0
2018-07-19,2750,2840,2650,2790,182683,49658.0,17798454.0
2018-07-20,2760,2810,2715,2800,92216,49836.0,17798454.0
2018-07-23,2805,2805,2610,2610,150882,46454.0,17798454.0
2018-07-24,2595,2690,2595,2640,61594,46988.0,17798454.0
2018-07-25,2605,2690,2605,2645,67213,47077.0,17798454.0
2018-07-26,2615,2770,2615,2730,141932,48590.0,17798454.0
2018-07-27,2740,2880,2735,2780,83418,49480.0,17798454.0
2018-07-30,2755,2760,2695,2705,40190,48145.0,17798454.0
2018-07-31,2690,2750,2690,2730,35802,48590.0,17798454.0
2018-08-01,2885,2885,2720,2740,94078,48768.0,17798454.0
2018-08-02,2770,2770,2685,2745,48505,48857.0,17798454.0
2018-08-03,2750,2775,2740,2760,24952,49124.0,17798454.0
2018-08-06,2700,2770,2700,2710,30334,48234.0,17798454.0
2018-08-07,2760,2880,2690,2835,156299,50459.0,17798454.0
2018-08-08,2855,2950,2810,2860,209998,50904.0,17798454.0
2018-08-09,2870,2910,2830,2865,64270,50993.0,17798454.0
2018-08-10,2885,2885,2785,2810,60605,50014.0,17798454.0
2018-08-13,2835,2900,2720,2770,86443,49302.0,17798454.0
2018-08-14,2750,2805,2645,2660,141117,47344.0,17798454.0
2018-08-16,2615,2650,2525,2625,90144,46721.0,17798454.0
2018-08-17,2620,2680,2500,2635,89039,46899.0,17798454.0
2018-08-20,2635,2645,2580,2605,80000,46365.0,17798454.0
2018-08-21,2620,2680,2590,2670,77043,47522.0,17798454.0
2018-08-22,2645,2695,2640,2685,41399,47789.0,17798454.0
2018-08-23,2685,2725,2650,2700,34372,48056.0,17798454.0
2018-08-24,2700,2710,2635,2690,29541,47878.0,17798454.0
2018-08-27,2690,2720,2620,2640,52061,46988.0,17798454.0
2018-08-28,2655,3105,2630,2785,3952062,49569.0,17798454.0
2018-08-29,2790,2915,2755,2915,936484,51882.0,17798454.0
2018-08-30,2915,2950,2835,2910,435204,51794.0,17798454.0
2018-08-31,2885,2965,2875,2910,348810,51794.0,17798454.0
2018-09-03,2910,2925,2800,2820,193700,50192.0,17798454.0
2018-09-04,2845,2845,2800,2835,129800,50459.0,17798454.0
2018-09-05,2845,2845,2745,2795,253888,49747.0,17798454.0
2018-09-06,2790,2840,2745,2755,161481,49035.0,17798454.0
2018-09-07,2755,2820,2695,2770,116679,49302.0,17798454.0
2018-09-10,2780,2840,2755,2835,150250,50459.0,17798454.0
2018-09-11,2845,2960,2840,2880,589413,51260.0,17798454.0
2018-09-12,2900,2915,2830,2880,390284,51260.0,17798454.0
2018-09-13,3185,3465,2980,2980,8769241,53039.0,17798454.0
2018-09-14,2970,3060,2910,3035,805610,54018.0,17798454.0
2018-09-17,3035,3035,2880,2900,495641,51616.0,17798454.0
2018-09-18,2895,2920,2850,2900,285571,51616.0,17798454.0
2018-09-19,2900,2925,2845,2845,214625,50637.0,17798454.0
2018-09-20,2845,2885,2770,2795,222060,49747.0,17798454.0
2018-09-21,2755,2855,2755,2840,106153,50548.0,17798454.0
2018-09-27,2820,2880,2815,2815,83599,50103.0,17798454.0
2018-09-28,2865,2865,2770,2795,120990,49747.0,17798454.0
2018-10-01,2805,2875,2785,2860,160390,50904.0,17798454.0
2018-10-02,2860,2875,2755,2770,125509,49302.0,17798454.0
2018-10-04,2765,2795,2685,2705,188002,48145.0,17798454.0
2018-10-05,2660,2760,2590,2625,207060,46721.0,17798454.0
2018-10-08,2610,2670,2590,2625,71988,46721.0,17798454.0
2018-10-10,2665,2665,2530,2590,139618,46098.0,17798454.0
2018-10-11,2460,2575,2350,2350,284503,41826.0,17798454.0
2018-10-12,2240,2435,2240,2435,175725,43339.0,17798454.0
2018-10-15,2415,2470,2375,2465,95635,43873.0,17798454.0
2018-10-16,2430,2950,2430,2720,4480882,48412.0,17798454.0
2018-10-17,2745,2775,2570,2715,931789,48323.0,17798454.0
2018-10-18,2700,2940,2675,2675,1016054,47611.0,17798454.0
2018-10-19,2660,2945,2625,2800,1259056,49836.0,17798454.0
2018-10-22,2785,2845,2735,2805,307660,49925.0,17798454.0
2018-10-23,2805,2820,2680,2725,248495,48501.0,17798454.0
2018-10-24,2715,2835,2630,2670,327539,47522.0,17798454.0
2018-10-25,2600,2640,2505,2590,161869,46098.0,17798454.0
2018-10-26,2650,2740,2270,2305,553846,41025.0,17798454.0
2018-10-29,2255,2340,1980,2080,350954,37021.0,17798454.0
2018-10-30,1930,2125,1930,2125,272466,37822.0,17798454.0
2018-10-31,2105,2225,2075,2225,178310,39602.0,17798454.0
2018-11-01,2225,2330,2210,2215,141240,39424.0,17798454.0
2018-11-02,2340,2340,2235,2325,136552,41381.0,17798454.0
2018-11-05,2325,2380,2270,2350,48040,41826.0,17798454.0
2018-11-06,2390,2460,2325,2360,119127,42004.0,17798454.0
2018-11-07,2365,2425,2275,2315,100434,41203.0,17798454.0
