바텍(043150),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-09,12800,13050,12800,12900,8379,116243.0,9011115.0
2009-11-10,12900,13050,12650,12650,15162,113991.0,9011115.0
2009-11-11,12800,12800,12500,12700,4638,114441.0,9011115.0
2009-11-12,12650,12700,12300,12450,20538,112188.0,9011115.0
2009-11-13,12400,12400,11650,11650,60765,104979.0,9011115.0
2009-11-16,11700,11800,11300,11600,39865,104529.0,9011115.0
2009-11-17,11500,11650,11300,11650,22735,104979.0,9011115.0
2009-11-18,11500,11700,11350,11350,14207,102276.0,9011115.0
2009-11-19,11500,11500,9650,9650,480895,86957.0,9011115.0
2009-11-20,9520,9620,9080,9480,301714,85425.0,9011115.0
2009-11-23,9550,9660,9500,9560,64234,86146.0,9011115.0
2009-11-24,9590,9640,9180,9250,93077,83353.0,9011115.0
2009-11-25,9200,9330,8800,8830,143155,79568.0,9011115.0
2009-11-26,8870,9290,8820,9290,119465,83713.0,9011115.0
2009-11-27,9250,9350,9000,9000,51730,81100.0,9011115.0
2009-11-30,9010,9310,9010,9280,36821,83623.0,9011115.0
2009-12-01,9300,10650,9280,9870,447187,88940.0,9011115.0
2009-12-02,9950,9950,9620,9830,55721,88579.0,9011115.0
2009-12-03,10100,10100,9650,9670,46816,87137.0,9011115.0
2009-12-04,9400,9870,9400,9770,28915,88039.0,9011115.0
2009-12-07,9770,9940,9660,9730,43641,87678.0,9011115.0
2009-12-08,9840,9840,9620,9770,18996,88039.0,9011115.0
2009-12-09,9680,9780,9620,9750,28634,87858.0,9011115.0
2009-12-10,9790,9790,9620,9650,26148,86957.0,9011115.0
2009-12-11,9650,9800,9620,9760,52832,87948.0,9011115.0
2009-12-14,9780,10450,9780,10100,196712,91012.0,9011115.0
2009-12-15,10100,10500,9970,10400,131413,93716.0,9011115.0
2009-12-16,10500,10900,10400,10700,215669,96419.0,9011115.0
2009-12-17,10750,10800,10350,10600,120065,95518.0,9011115.0
2009-12-18,10500,10650,10250,10500,69037,94617.0,9011115.0
2009-12-21,10400,10600,10150,10400,99203,93716.0,9011115.0
2009-12-22,10550,10550,10100,10150,92289,91463.0,9011115.0
2009-12-23,10150,10350,9910,10000,93639,90111.0,9011115.0
2009-12-24,9960,10100,9310,9990,107872,90021.0,9011115.0
2009-12-28,9910,9930,9000,9900,138243,89210.0,9011115.0
2009-12-29,9890,10000,9670,9760,26930,87948.0,9011115.0
2009-12-30,9600,9950,9600,9950,37381,89661.0,9011115.0
2010-01-04,10000,10050,9930,10000,48841,90111.0,9011115.0
2010-01-05,10100,10800,10100,10250,237245,92364.0,9011115.0
2010-01-06,10250,10600,10050,10600,96992,95518.0,9011115.0
2010-01-07,10600,10750,10150,10400,157264,93716.0,9011115.0
2010-01-08,10400,10500,9990,10200,77964,91913.0,9011115.0
2010-01-11,10250,10450,10000,10450,102205,94166.0,9011115.0
2010-01-12,10550,10600,9950,9990,214182,90021.0,9011115.0
2010-01-13,9900,10100,9710,10000,49431,90111.0,9011115.0
2010-01-14,10000,10100,9910,10000,78721,90111.0,9011115.0
2010-01-15,10100,10150,9960,9960,129363,89751.0,9011115.0
2010-01-18,9930,10200,9860,10000,109884,90111.0,9011115.0
2010-01-19,10000,10100,9850,9890,79389,89120.0,9011115.0
2010-01-20,9950,10000,9800,9850,62416,88759.0,9011115.0
2010-01-21,9850,9980,9820,9860,53139,88850.0,9011115.0
2010-01-22,9840,10250,9800,9990,157719,90021.0,9011115.0
2010-01-25,9910,10050,9700,9880,78657,89030.0,9011115.0
2010-01-26,9870,9950,9150,9650,88752,86957.0,9011115.0
2010-01-27,9460,9700,9210,9260,34246,83443.0,9011115.0
2010-01-28,9250,9400,9080,9290,39792,83713.0,9011115.0
2010-01-29,9110,9200,8880,9050,59377,81551.0,9011115.0
2010-02-01,9020,9100,8850,8990,28153,81010.0,9011115.0
2010-02-02,9120,9380,9010,9060,55196,81641.0,9011115.0
2010-02-03,9150,9330,9050,9310,46125,83893.0,9011115.0
2010-02-04,9310,9350,9100,9220,26016,83082.0,9011115.0
2010-02-05,8960,9030,8810,8990,70616,81010.0,9011115.0
2010-02-08,9000,9070,8830,8950,36805,80649.0,9011115.0
2010-02-09,8820,9000,8800,8890,24774,80109.0,9011115.0
2010-02-10,9040,9150,8830,8890,52483,80109.0,9011115.0
2010-02-11,8850,9040,8850,9030,35703,81370.0,9011115.0
2010-02-12,9050,9210,9050,9210,44061,82992.0,9011115.0
2010-02-16,9250,9280,9160,9250,20804,83353.0,9011115.0
2010-02-17,9250,9600,9190,9500,82964,85606.0,9011115.0
2010-02-18,9510,9550,9400,9400,49308,84704.0,9011115.0
2010-02-19,9410,9500,9050,9160,44096,82542.0,9011115.0
2010-02-22,9290,9300,9150,9250,20312,83353.0,9011115.0
2010-02-23,9250,9800,9200,9660,79890,87047.0,9011115.0
2010-02-24,9600,9700,9430,9580,27420,86326.0,9011115.0
2010-02-25,9630,9760,9350,9510,34219,85696.0,9011115.0
2010-02-26,9510,9700,9400,9540,16882,85966.0,9011115.0
2010-03-02,9570,9800,9550,9750,57284,87858.0,9011115.0
2010-03-03,9800,9840,9630,9680,51553,87228.0,9011115.0
2010-03-04,9690,9950,9630,9650,62046,86957.0,9011115.0
2010-03-05,9650,9740,9480,9640,34049,86867.0,9011115.0
2010-03-08,9700,9800,9550,9710,21974,87498.0,9011115.0
2010-03-09,9710,9780,9540,9620,30556,86687.0,9011115.0
2010-03-10,9620,9700,9500,9500,20214,85606.0,9011115.0
2010-03-11,9500,9590,9290,9410,39356,84795.0,9011115.0
2010-03-12,9370,9500,9370,9460,36397,85245.0,9011115.0
2010-03-15,9480,9480,9290,9300,22825,83803.0,9011115.0
2010-03-16,9280,9380,9200,9260,34069,83443.0,9011115.0
2010-03-17,9260,9400,9150,9400,47036,84704.0,9011115.0
2010-03-18,9410,9410,9310,9400,21116,84704.0,9011115.0
2010-03-19,9300,9400,9250,9400,55979,84704.0,9011115.0
2010-03-22,9390,9390,9260,9350,20588,84254.0,9011115.0
2010-03-23,9350,9570,9350,9450,44187,85155.0,9011115.0
2010-03-24,9460,9610,9310,9320,26543,83984.0,9011115.0
2010-03-25,9250,9420,9110,9230,31806,83173.0,9011115.0
2010-03-26,9300,9400,9230,9400,21289,84704.0,9011115.0
2010-03-29,9310,9350,9200,9200,33666,82902.0,9011115.0
2010-03-30,9230,9390,9200,9310,35147,83893.0,9011115.0
2010-03-31,9370,9370,9200,9230,24630,83173.0,9011115.0
2010-04-01,9230,9330,9200,9260,17891,83443.0,9011115.0
2010-04-02,9300,9340,9100,9180,38451,82722.0,9011115.0
2010-04-05,9100,9230,8950,9040,50590,81460.0,9011115.0
2010-04-06,9040,9100,8950,9100,15083,82001.0,9011115.0
2010-04-07,9000,9680,9000,9380,78107,84524.0,9011115.0
2010-04-08,9400,9470,9200,9260,28675,83443.0,9011115.0
2010-04-09,9290,9610,9250,9580,66186,86326.0,9011115.0
2010-04-12,9900,9960,9620,9620,65713,86687.0,9011115.0
2010-04-13,9680,9680,9490,9580,61796,86326.0,9011115.0
2010-04-14,9530,9690,9360,9560,27764,86146.0,9011115.0
2010-04-15,9590,9640,9480,9620,21291,86687.0,9011115.0
2010-04-16,9690,9690,9420,9590,40991,86417.0,9011115.0
2010-04-19,9490,9490,9280,9410,40656,84795.0,9011115.0
2010-04-20,9460,9520,9210,9210,56600,82992.0,9011115.0
2010-04-21,9120,9440,9120,9390,48862,84614.0,9011115.0
2010-04-22,9400,9500,9380,9440,35560,85065.0,9011115.0
2010-04-23,9440,9600,9370,9600,26257,86507.0,9011115.0
2010-04-26,9630,10250,9600,10200,185019,91913.0,9011115.0
2010-04-27,10300,10450,10100,10350,154370,93265.0,9011115.0
2010-04-28,10050,11300,10000,10700,382432,96419.0,9011115.0
2010-04-29,10900,11450,10600,11200,354386,100924.0,9011115.0
2010-04-30,11400,11550,10950,11450,156986,103177.0,9011115.0
2010-05-03,11350,11400,11000,11250,76644,101375.0,9011115.0
2010-05-04,11300,11500,10700,10700,98146,96419.0,9011115.0
2010-05-06,10500,10700,10400,10500,64428,94617.0,9011115.0
2010-05-07,10350,11050,10050,10750,125127,96869.0,9011115.0
2010-05-10,10750,11150,10700,11050,94803,99573.0,9011115.0
2010-05-11,11250,11300,10800,11050,90140,99573.0,9011115.0
2010-05-12,11000,11200,10650,10650,57416,95968.0,9011115.0
2010-05-13,10750,10850,10500,10700,37090,96419.0,9011115.0
2010-05-14,10400,11300,10400,11000,119626,99122.0,9011115.0
2010-05-17,10950,11900,10800,11200,249101,100924.0,9011115.0
2010-05-18,11250,11950,11200,11800,266948,106331.0,9011115.0
2010-05-19,11800,11800,11150,11600,162656,104529.0,9011115.0
2010-05-20,11500,11800,10050,10350,212050,93265.0,9011115.0
2010-05-24,10100,10550,9940,10300,107581,92814.0,9011115.0
2010-05-25,10150,10200,9400,9650,124586,86957.0,9011115.0
2010-05-26,0,0,0,9650,0,86957.0,9011115.0
2010-05-27,10000,10650,9910,9910,198791,89300.0,9011115.0
2010-05-28,9990,10100,9350,9370,145589,84434.0,9011115.0
2010-05-31,9370,9900,9310,9690,112082,87318.0,9011115.0
2010-06-01,9600,9730,9370,9700,72091,87408.0,9011115.0
2010-06-03,9720,9830,9450,9810,109902,88399.0,9011115.0
2010-06-04,9800,10150,9740,10000,129329,90111.0,9011115.0
2010-06-07,9650,9890,9610,9800,86745,88309.0,9011115.0
2010-06-08,9800,9830,9700,9820,72401,88489.0,9011115.0
2010-06-09,9830,9900,9720,9720,62707,87588.0,9011115.0
2010-06-10,9700,10050,9630,9980,71933,89931.0,9011115.0
2010-06-11,10050,10100,9820,10000,151182,90111.0,9011115.0
2010-06-14,10100,10100,9800,9920,94772,89390.0,9011115.0
2010-06-15,9990,9990,9800,9850,67342,88759.0,9011115.0
2010-06-16,9860,9880,9660,9700,90640,87408.0,9011115.0
2010-06-17,9700,9840,9400,9500,86362,85606.0,9011115.0
2010-06-18,9410,9730,9370,9630,66784,86777.0,9011115.0
2010-06-21,9610,9860,9610,9800,62833,88309.0,9011115.0
2010-06-22,9700,9810,9700,9740,32086,87768.0,9011115.0
2010-06-23,9670,9790,9600,9630,52998,86777.0,9011115.0
2010-06-24,9570,9790,9500,9720,55200,87588.0,9011115.0
2010-06-25,9780,10450,9600,10150,216908,91463.0,9011115.0
2010-06-28,10300,10450,10050,10250,99784,92364.0,9011115.0
2010-06-29,10300,10550,9960,10000,108630,90111.0,9011115.0
2010-06-30,9920,10150,9800,9810,60009,88399.0,9011115.0
2010-07-01,9820,10550,9820,10550,181841,95067.0,9011115.0
2010-07-02,10600,10600,10250,10500,82994,94617.0,9011115.0
2010-07-05,10500,10700,10350,10550,108605,95067.0,9011115.0
2010-07-06,10500,10650,10200,10600,77653,95518.0,9011115.0
2010-07-07,10650,10850,10450,10650,146294,95968.0,9011115.0
2010-07-08,10700,10850,10650,10650,82311,95968.0,9011115.0
2010-07-09,10650,10750,10500,10650,56005,95968.0,9011115.0
2010-07-12,10700,10800,10600,10700,44323,96419.0,9011115.0
2010-07-13,10700,10700,10300,10500,71652,94617.0,9011115.0
2010-07-14,10600,11000,10300,10800,596955,97320.0,9011115.0
2010-07-15,10800,10900,10500,10700,113969,96419.0,9011115.0
2010-07-16,10750,10850,10400,10750,100053,96869.0,9011115.0
2010-07-19,10700,10850,10450,10500,82615,94617.0,9011115.0
2010-07-20,10500,10650,10200,10450,118951,94166.0,9011115.0
2010-07-21,10450,10500,10250,10350,50613,93265.0,9011115.0
2010-07-22,10300,10400,9920,10000,98756,90111.0,9011115.0
2010-07-23,10100,10400,9970,10350,43273,93265.0,9011115.0
2010-07-26,10350,10450,10200,10300,54638,92814.0,9011115.0
2010-07-27,10300,10450,10200,10300,43658,92814.0,9011115.0
2010-07-28,10300,10450,10000,10050,59147,90562.0,9011115.0
2010-07-29,10100,10300,10000,10050,38532,90562.0,9011115.0
2010-07-30,10250,10250,10000,10050,38510,90562.0,9011115.0
2010-08-02,10000,10150,9920,9940,44240,89570.0,9011115.0
2010-08-03,9980,10100,9960,9960,21983,89751.0,9011115.0
2010-08-04,9970,10100,9770,10100,67839,91012.0,9011115.0
2010-08-05,10100,10100,9930,10000,14424,90111.0,9011115.0
2010-08-06,10000,10200,9700,10200,36690,91913.0,9011115.0
2010-08-09,10200,10200,10000,10200,17945,91913.0,9011115.0
2010-08-10,10150,10200,10000,10200,22583,91913.0,9011115.0
2010-08-11,10200,10200,9950,9960,29239,89751.0,9011115.0
2010-08-12,9770,9950,9750,9850,17574,88759.0,9011115.0
2010-08-13,9800,10000,9800,9900,21603,89210.0,9011115.0
2010-08-16,10050,10050,9630,9820,22844,88489.0,9011115.0
2010-08-17,9790,9870,9620,9620,32560,86687.0,9011115.0
2010-08-18,9620,9650,9300,9430,47719,84975.0,9011115.0
2010-08-19,9310,9570,9310,9550,14836,86056.0,9011115.0
2010-08-20,9580,9690,9510,9570,6774,86236.0,9011115.0
2010-08-23,9430,9600,9430,9570,14774,86236.0,9011115.0
2010-08-24,9570,9570,9400,9400,20895,84704.0,9011115.0
2010-08-25,9350,9370,9040,9270,36166,83533.0,9011115.0
2010-08-26,9270,9340,9130,9170,11601,82632.0,9011115.0
2010-08-27,9200,9240,9020,9120,25429,82181.0,9011115.0
2010-08-30,9250,9370,9200,9300,7387,83803.0,9011115.0
2010-08-31,9250,9650,9250,9550,24811,86056.0,9011115.0
2010-09-01,9600,9630,9550,9600,18210,86507.0,9011115.0
2010-09-02,9690,9900,9500,9900,35404,147057.0,14854256.0
2010-09-03,9910,10200,9900,10050,45849,149285.0,14854256.0
2010-09-06,10100,10100,9820,10050,23232,149285.0,14854256.0
2010-09-07,9900,10000,9830,10000,13278,148543.0,14854256.0
2010-09-08,9990,9990,9740,9900,15799,147057.0,14854256.0
2010-09-09,9810,9990,9700,9910,16629,147206.0,14854256.0
2010-09-10,9850,9950,9850,9900,9641,147057.0,14854256.0
2010-09-13,9900,10000,9830,9900,7842,147057.0,14854256.0
2010-09-14,9900,9990,9690,9800,11672,145572.0,14854256.0
2010-09-15,9700,9810,9600,9790,9243,145423.0,14854256.0
2010-09-16,9790,9900,9650,9750,26765,144829.0,14854256.0
2010-09-17,9840,9840,9520,9650,11930,143344.0,14854256.0
2010-09-20,9650,9800,9550,9800,16106,145572.0,14854256.0
2010-09-24,9590,9840,9590,9790,26703,145423.0,14854256.0
2010-09-27,9890,9890,9600,9790,11324,145423.0,14854256.0
2010-09-28,9760,9790,9600,9750,5945,144829.0,14854256.0
2010-09-29,9700,9750,9500,9510,34844,141264.0,14854256.0
2010-09-30,9590,9590,9410,9500,13961,141115.0,14854256.0
2010-10-01,9640,9640,9310,9480,24337,140818.0,14854256.0
2010-10-04,9400,9600,9400,9590,22086,142452.0,14854256.0
2010-10-05,9600,9670,9340,9450,28856,140373.0,14854256.0
2010-10-06,9450,9490,9350,9430,17488,140076.0,14854256.0
2010-10-07,9400,9450,9330,9390,21418,139481.0,14854256.0
2010-10-08,9440,9600,9390,9600,33636,142601.0,14854256.0
2010-10-11,9660,9690,9480,9670,27527,143641.0,14854256.0
2010-10-12,9560,10100,9560,9990,66121,148394.0,14854256.0
2010-10-13,9870,10050,9870,10000,40134,148543.0,14854256.0
2010-10-14,10000,10000,9810,9990,18279,148394.0,14854256.0
2010-10-15,10000,10300,9990,10250,69194,152256.0,14854256.0
2010-10-18,10250,10700,10200,10350,69855,153742.0,14854256.0
2010-10-19,10350,10500,10200,10350,49594,153742.0,14854256.0
2010-10-20,10000,10600,10000,10600,84966,157455.0,14854256.0
2010-10-21,11350,11900,10650,10900,704286,161911.0,14854256.0
2010-10-22,10850,11000,10550,10900,108986,161911.0,14854256.0
2010-10-25,10800,11100,10650,10850,72698,161169.0,14854256.0
2010-10-26,10850,10950,10500,10800,60590,160426.0,14854256.0
2010-10-27,10850,10950,10650,10850,72166,161169.0,14854256.0
2010-10-28,10800,10900,10600,10850,44866,161169.0,14854256.0
2010-10-29,10800,10800,10300,10650,78468,158198.0,14854256.0
2010-11-01,10950,10950,10450,10750,47601,159683.0,14854256.0
2010-11-02,10750,11450,10600,11200,163484,166368.0,14854256.0
2010-11-03,11000,11400,11000,11250,88338,167110.0,14854256.0
2010-11-04,11300,11400,10950,11300,64480,167853.0,14854256.0
2010-11-05,11350,11450,11000,11200,57936,166368.0,14854256.0
2010-11-08,11200,11350,11000,11250,37727,167110.0,14854256.0
2010-11-09,11250,11250,10950,11200,41590,166368.0,14854256.0
2010-11-10,11050,11150,10700,11000,42291,163397.0,14854256.0
2010-11-11,10850,11000,10800,11000,28392,163397.0,14854256.0
2010-11-12,10900,10950,10400,10700,65053,158941.0,14854256.0
2010-11-15,10500,10650,10350,10600,32371,157455.0,14854256.0
2010-11-16,10500,10600,10300,10500,17930,155970.0,14854256.0
2010-11-17,10300,10500,10300,10400,14829,154484.0,14854256.0
2010-11-18,10400,10700,10400,10600,28031,157455.0,14854256.0
2010-11-19,10600,10750,10450,10700,31995,158941.0,14854256.0
2010-11-22,10950,10950,10600,10600,13180,157455.0,14854256.0
2010-11-23,10600,10650,10400,10600,17937,157455.0,14854256.0
2010-11-24,9650,10550,9650,10400,24467,154484.0,14854256.0
2010-11-25,10300,10500,10200,10400,25561,154484.0,14854256.0
2010-11-26,10400,10400,9000,10000,45168,148543.0,14854256.0
2010-11-29,9950,10000,9870,9990,9798,148394.0,14854256.0
2010-11-30,10100,10100,9910,10000,10900,148543.0,14854256.0
2010-12-01,9910,10000,9830,9980,10632,148245.0,14854256.0
2010-12-02,9980,10150,9910,10000,9381,148543.0,14854256.0
2010-12-03,10000,10200,9920,9970,12533,148097.0,14854256.0
2010-12-06,9920,10050,9900,10050,13381,149285.0,14854256.0
2010-12-07,9850,10050,9850,10050,21447,149285.0,14854256.0
2010-12-08,10000,10100,9900,10100,13129,150028.0,14854256.0
2010-12-09,10000,10100,9990,10100,9926,150028.0,14854256.0
2010-12-10,10050,10150,9970,10100,24055,150028.0,14854256.0
2010-12-13,10200,10200,10000,10200,10435,151513.0,14854256.0
2010-12-14,10100,10300,10100,10250,16517,152256.0,14854256.0
2010-12-15,10200,10300,10150,10300,21566,152999.0,14854256.0
2010-12-16,10350,10350,10000,10100,18880,150028.0,14854256.0
2010-12-17,10150,10200,10000,10150,18470,150771.0,14854256.0
2010-12-20,10100,10100,9960,10100,28517,150028.0,14854256.0
2010-12-21,10100,10750,10100,10200,39192,151513.0,14854256.0
2010-12-22,10200,10550,10200,10400,30114,154484.0,14854256.0
2010-12-23,10350,11100,10350,11000,69472,163397.0,14854256.0
2010-12-24,10750,11500,10750,11150,188807,165625.0,14854256.0
2010-12-27,11000,11300,10700,11050,57423,164140.0,14854256.0
2010-12-28,11100,11850,11050,11700,253690,173795.0,14854256.0
2010-12-29,11700,12650,11450,11800,491913,175280.0,14854256.0
2010-12-30,11850,12050,11600,11850,213101,176023.0,14854256.0
2011-01-03,11950,12450,11850,12450,232503,184935.0,14854256.0
2011-01-04,12500,12750,12200,12400,155291,184193.0,14854256.0
2011-01-05,12350,12750,12150,12500,133723,185678.0,14854256.0
2011-01-06,12500,12600,12150,12300,115833,182707.0,14854256.0
2011-01-07,12350,12400,12050,12300,85323,182707.0,14854256.0
2011-01-10,12350,12700,12250,12700,99239,188649.0,14854256.0
2011-01-11,12650,12850,12250,12500,88017,185678.0,14854256.0
2011-01-12,12500,12650,12300,12400,59290,184193.0,14854256.0
2011-01-13,12400,12450,12100,12200,46924,181222.0,14854256.0
2011-01-14,12150,12350,11950,12250,47377,181965.0,14854256.0
2011-01-17,12250,12500,12000,12250,54322,181965.0,14854256.0
2011-01-18,12250,12300,12000,12250,35609,181965.0,14854256.0
2011-01-19,12250,12300,12000,12250,34286,181965.0,14854256.0
2011-01-20,12250,12750,12250,12650,120101,187906.0,14854256.0
2011-01-21,12650,12850,12300,12400,50436,184193.0,14854256.0
2011-01-24,12400,12600,12200,12600,60775,187164.0,14854256.0
2011-01-25,12700,13300,12600,13300,179280,197562.0,14854256.0
2011-01-26,13300,13800,13300,13500,126162,200532.0,14854256.0
2011-01-27,13350,13600,13100,13550,36087,201275.0,14854256.0
2011-01-28,13500,13600,13100,13200,37946,196076.0,14854256.0
2011-01-31,12900,13050,12550,13000,46276,193105.0,14854256.0
2011-02-01,12900,13100,12750,13000,265408,193105.0,14854256.0
2011-02-07,13100,13300,12700,12850,60600,190877.0,14854256.0
2011-02-08,12900,13000,12250,12300,49363,182707.0,14854256.0
2011-02-09,12300,12400,11900,12000,285330,178251.0,14854256.0
2011-02-10,12000,12200,11800,11950,39196,177508.0,14854256.0
2011-02-11,12000,12100,11350,11650,34116,173052.0,14854256.0
2011-02-14,11650,12000,11550,11800,19582,175280.0,14854256.0
2011-02-15,11800,12200,11800,12000,16090,178251.0,14854256.0
2011-02-16,12000,12100,11650,12000,27966,178251.0,14854256.0
2011-02-17,12000,12100,11650,11850,23835,176023.0,14854256.0
2011-02-18,11850,12100,11800,12000,33916,178251.0,14854256.0
2011-02-21,12300,12300,11800,12000,32625,178251.0,14854256.0
2011-02-22,12000,12000,11150,11300,43186,167853.0,14854256.0
2011-02-23,10900,11200,10350,11000,94195,163397.0,14854256.0
2011-02-24,10700,12450,10700,12250,52364,181965.0,14854256.0
2011-02-25,11800,12550,11800,12400,32618,184193.0,14854256.0
2011-02-28,12250,12300,11800,12300,25354,182707.0,14854256.0
2011-03-02,12000,12300,11800,12150,18654,180479.0,14854256.0
2011-03-03,12150,12300,11800,12150,32300,180479.0,14854256.0
2011-03-04,12100,12400,11850,12150,1075455,180479.0,14854256.0
2011-03-07,12750,13200,12200,12450,86182,184935.0,14854256.0
2011-03-08,12700,12700,12100,12500,34324,185678.0,14854256.0
2011-03-09,12300,12550,12250,12450,23543,184935.0,14854256.0
2011-03-10,12450,12600,12250,12450,38031,184935.0,14854256.0
2011-03-11,12050,12300,12000,12250,25039,181965.0,14854256.0
2011-03-14,12250,12250,11600,11850,29899,176023.0,14854256.0
2011-03-15,11850,11900,11000,11300,28000,167853.0,14854256.0
2011-03-16,11500,11500,11200,11300,16989,167853.0,14854256.0
2011-03-17,11000,11200,10450,10850,24381,161169.0,14854256.0
2011-03-18,10900,11400,10850,11150,31346,165625.0,14854256.0
2011-03-21,11200,11450,11100,11350,17391,168596.0,14854256.0
2011-03-22,11350,11500,11200,11350,21997,168596.0,14854256.0
2011-03-23,11300,11500,11250,11350,9855,168596.0,14854256.0
2011-03-24,11250,11700,11250,11600,15719,172309.0,14854256.0
2011-03-25,11600,11700,11300,11450,14078,170081.0,14854256.0
2011-03-28,11400,11650,11000,11000,23504,163397.0,14854256.0
2011-03-29,11000,11200,10650,11200,35505,166368.0,14854256.0
2011-03-30,11200,11400,11200,11300,22260,167853.0,14854256.0
2011-03-31,11300,11500,11300,11500,21011,170824.0,14854256.0
2011-04-01,11350,11500,11300,11400,18909,169339.0,14854256.0
2011-04-04,11500,11500,11150,11300,19604,167853.0,14854256.0
2011-04-05,11200,11300,11100,11300,19182,167853.0,14854256.0
2011-04-06,11300,11300,11050,11200,18156,166368.0,14854256.0
2011-04-07,11100,11300,11000,11000,16921,163397.0,14854256.0
2011-04-08,10800,11200,10800,11000,19762,163397.0,14854256.0
2011-04-11,11200,11200,10900,11000,10574,163397.0,14854256.0
2011-04-12,10900,11100,10450,10950,52494,162654.0,14854256.0
2011-04-13,10700,11000,10700,10900,20382,161911.0,14854256.0
2011-04-14,10800,10950,10700,10850,15240,161169.0,14854256.0
2011-04-15,10700,10900,10700,10800,14257,160426.0,14854256.0
2011-04-18,10800,10900,10600,10650,16306,158198.0,14854256.0
2011-04-19,10650,10700,10400,10400,16868,154484.0,14854256.0
2011-04-20,10400,11050,10300,10900,56943,161911.0,14854256.0
2011-04-21,10900,11200,10700,11100,24204,164882.0,14854256.0
2011-04-22,11100,11100,10750,11100,21400,164882.0,14854256.0
2011-04-25,11100,11600,10900,11600,47318,172309.0,14854256.0
2011-04-26,11600,11600,11100,11500,35270,170824.0,14854256.0
2011-04-27,11450,11650,11300,11500,17865,170824.0,14854256.0
2011-04-28,11450,11850,11300,11500,24415,170824.0,14854256.0
2011-04-29,11400,11600,11000,11600,38803,172309.0,14854256.0
2011-05-02,11400,11750,11400,11700,6811,173795.0,14854256.0
2011-05-03,11400,11700,11400,11600,8284,172309.0,14854256.0
2011-05-04,11400,11750,11200,11500,22443,170824.0,14854256.0
2011-05-06,11400,11500,11200,11450,20922,170081.0,14854256.0
2011-05-09,11400,11500,11200,11500,12729,170824.0,14854256.0
2011-05-11,11400,11500,11000,11100,35957,164882.0,14854256.0
2011-05-12,11100,11400,11000,11300,18996,167853.0,14854256.0
2011-05-13,11200,11300,11000,11250,11650,167110.0,14854256.0
2011-05-16,11200,11300,11000,11150,16702,165625.0,14854256.0
2011-05-17,11000,11150,10850,10900,6536,161911.0,14854256.0
2011-05-18,10750,10900,10600,10700,19368,158941.0,14854256.0
2011-05-19,10700,10900,10550,10750,13050,159683.0,14854256.0
2011-05-20,10700,10900,10400,10500,27998,155970.0,14854256.0
2011-05-23,10400,10900,10250,10500,25285,155970.0,14854256.0
2011-05-24,10350,10450,10150,10150,27283,150771.0,14854256.0
2011-05-25,10100,10200,10000,10100,15461,150028.0,14854256.0
2011-05-26,10100,10300,10100,10200,22455,151513.0,14854256.0
2011-05-27,10100,10300,10050,10100,4506,150028.0,14854256.0
2011-05-30,10100,10300,9980,10100,18826,150028.0,14854256.0
2011-05-31,10000,10300,10000,10300,9177,152999.0,14854256.0
2011-06-01,10200,10300,10050,10300,12053,152999.0,14854256.0
2011-06-02,10200,10200,9710,9900,28480,147057.0,14854256.0
2011-06-03,9750,9900,9750,9830,5389,146017.0,14854256.0
2011-06-07,9750,9890,9750,9760,9733,144978.0,14854256.0
2011-06-08,9750,9860,9550,9550,12080,141858.0,14854256.0
2011-06-09,9550,9740,9090,9110,34060,135322.0,14854256.0
2011-06-10,9130,9250,8930,8930,17238,132649.0,14854256.0
2011-06-13,8900,9290,8900,9200,14742,136659.0,14854256.0
2011-06-14,9250,9500,8930,9000,21890,133688.0,14854256.0
2011-06-15,9140,9270,9140,9210,8573,136808.0,14854256.0
2011-06-16,9200,9280,9040,9190,21719,136511.0,14854256.0
2011-06-17,9200,9290,8930,9000,9332,133688.0,14854256.0
2011-06-20,9000,9270,8930,9120,11651,135471.0,14854256.0
2011-06-21,9000,9260,9000,9260,4130,137550.0,14854256.0
2011-06-22,9360,9460,9150,9460,7719,140521.0,14854256.0
2011-06-23,9310,9790,8050,9480,27521,140818.0,14854256.0
2011-06-24,9400,9580,9200,9570,13924,142155.0,14854256.0
2011-06-27,9300,9560,9300,9440,6280,140224.0,14854256.0
2011-06-28,9440,9550,9380,9440,3087,140224.0,14854256.0
2011-06-29,9450,9800,9450,9560,6456,142007.0,14854256.0
2011-06-30,9400,10100,9400,9940,27928,147651.0,14854256.0
2011-07-01,9910,10300,9910,10250,16247,152256.0,14854256.0
2011-07-04,10300,10600,10050,10200,14277,151513.0,14854256.0
2011-07-05,10200,10200,9870,9870,11047,146612.0,14854256.0
2011-07-06,9810,9870,9470,9650,31324,143344.0,14854256.0
2011-07-07,9650,9780,9470,9590,17577,142452.0,14854256.0
2011-07-08,9590,9630,9450,9510,11836,141264.0,14854256.0
2011-07-11,9580,9620,9450,9600,8289,142601.0,14854256.0
2011-07-12,9580,9630,9450,9630,12280,143046.0,14854256.0
2011-07-13,9600,9650,9510,9650,27066,143344.0,14854256.0
2011-07-14,9630,9650,9500,9620,25100,142898.0,14854256.0
2011-07-15,9660,9800,9510,9700,34550,144086.0,14854256.0
2011-07-18,9960,11150,9810,10500,1202248,155970.0,14854256.0
2011-07-19,11350,11950,10200,10200,1590851,151513.0,14854256.0
