쎄트렉아이(099320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-10-25,9120,9170,8843,8868,37556,64416.0,3659990.0
2011-10-26,8717,9044,8616,9019,32147,65514.0,3659990.0
2011-10-27,9069,9220,8968,8969,27524,65148.0,3659990.0
2011-10-28,9145,9145,8691,8692,28381,63135.0,3659990.0
2011-10-31,8767,8767,8540,8616,16694,62586.0,3659990.0
2011-11-01,8691,8792,8641,8692,12426,63135.0,3659990.0
2011-11-02,8414,8565,8339,8490,21526,61671.0,3659990.0
2011-11-03,8565,8767,8465,8667,16939,62952.0,3659990.0
2011-11-04,8767,8893,8691,8692,19803,63135.0,3659990.0
2011-11-07,8767,8817,8565,8616,24203,62586.0,3659990.0
2011-11-08,8717,8742,8540,8541,13191,62037.0,3659990.0
2011-11-09,8666,8717,8414,8465,11792,61488.0,3659990.0
2011-11-10,8238,8263,7986,8012,25898,58194.0,3659990.0
2011-11-11,8087,8414,8062,8289,14700,60207.0,3659990.0
2011-11-14,8465,8565,8364,8541,10291,62037.0,3659990.0
2011-11-15,8565,8565,8389,8465,6974,61488.0,3659990.0
2011-11-16,8439,8515,8137,8188,17526,59475.0,3659990.0
2011-11-17,8062,8213,7986,8188,23438,59475.0,3659990.0
2011-11-18,8011,8313,7986,8138,12689,59109.0,3659990.0
2011-11-21,8288,8339,8011,8163,20579,59292.0,3659990.0
2011-11-22,8112,8515,8011,8264,13558,60024.0,3659990.0
2011-11-23,8339,8339,7910,8138,18061,59109.0,3659990.0
2011-11-24,7936,8187,7910,8012,8336,58194.0,3659990.0
2011-11-25,8062,8112,7759,7835,15168,56913.0,3659990.0
2011-11-28,7936,8112,7910,7986,11113,58011.0,3659990.0
2011-11-29,8087,8313,8062,8289,17138,60207.0,3659990.0
2011-11-30,8389,8389,8087,8087,9783,58743.0,3659990.0
2011-12-01,8313,8439,8238,8238,14653,59841.0,3659990.0
2011-12-02,8364,8641,8238,8641,13776,62769.0,3659990.0
2011-12-05,8792,8918,8565,8818,20249,64050.0,3659990.0
2011-12-06,8817,8817,8591,8667,12534,62952.0,3659990.0
2011-12-07,8742,8742,8565,8717,8098,63318.0,3659990.0
2011-12-08,8717,8817,8641,8767,9033,63684.0,3659990.0
2011-12-09,8465,8893,8465,8767,17188,63684.0,3659990.0
2011-12-12,8994,9271,8968,9070,35489,65880.0,3659990.0
2011-12-13,8868,9120,8717,9120,23597,66246.0,3659990.0
2011-12-14,9120,9346,8968,8969,32288,65148.0,3659990.0
2011-12-15,8968,9271,8616,9120,44169,66246.0,3659990.0
2011-12-16,9145,9271,8918,9095,34543,66063.0,3659990.0
2011-12-19,9094,9170,8062,8314,44981,60390.0,3659990.0
2011-12-20,8313,8616,7986,8213,58340,59658.0,3659990.0
2011-12-21,9069,9321,8616,8616,89730,62586.0,3659990.0
2011-12-22,8666,8817,8616,8616,15160,62586.0,3659990.0
2011-12-23,8641,8817,8565,8793,16894,63867.0,3659990.0
2011-12-26,8868,9548,8717,9271,70078,67344.0,3659990.0
2011-12-27,9170,9346,8968,8994,27065,65331.0,3659990.0
2011-12-28,9120,9724,9069,9725,60433,70638.0,3659990.0
2011-12-29,9875,10707,9875,10329,108029,75030.0,3659990.0
2012-01-02,10732,10934,10505,10808,72577,78507.0,3659990.0
2012-01-03,10682,10908,10405,10909,55568,79239.0,3659990.0
2012-01-04,10908,11009,10732,10833,23556,78690.0,3659990.0
2012-01-05,10858,11060,10480,10607,35633,77043.0,3659990.0
2012-01-06,10480,10858,10354,10859,25302,78873.0,3659990.0
2012-01-09,10959,11034,10631,10934,19808,79422.0,3659990.0
2012-01-10,10883,11236,10808,11186,29656,81252.0,3659990.0
2012-01-11,11211,12420,11186,11967,96961,86925.0,3659990.0
2012-01-12,12344,12496,11412,11715,78190,85095.0,3659990.0
2012-01-13,11841,12067,11563,12043,35330,87474.0,3659990.0
2012-01-16,11841,12042,11488,11891,36410,86376.0,3659990.0
2012-01-17,11891,12017,11639,11841,24409,86010.0,3659990.0
2012-01-18,11815,11967,11639,11690,17634,84912.0,3659990.0
2012-01-19,11790,11941,11387,11791,29927,85644.0,3659990.0
2012-01-20,11790,11891,11538,11640,22629,84546.0,3659990.0
2012-01-25,11488,11664,11186,11262,37395,81801.0,3659990.0
2012-01-26,11362,11891,11261,11766,50066,85461.0,3659990.0
2012-01-27,11916,11967,11614,11942,18590,86742.0,3659990.0
2012-01-30,11841,12596,11841,12345,65625,89670.0,3659990.0
2012-01-31,12344,12748,12168,12597,37437,91500.0,3659990.0
2012-02-01,12596,13050,12395,12950,56242,94062.0,3659990.0
2012-02-02,13100,13277,12697,12899,43593,93696.0,3659990.0
2012-02-03,12848,13000,12672,12924,19552,93879.0,3659990.0
2012-02-06,12949,13025,12647,12748,30300,92598.0,3659990.0
2012-02-07,12773,12798,12370,12421,38468,90219.0,3659990.0
2012-02-08,12395,12722,12344,12723,26313,92415.0,3659990.0
2012-02-09,12571,13025,12496,12975,36449,94245.0,3659990.0
2012-02-10,12848,13050,12773,12950,15558,94062.0,3659990.0
2012-02-13,12848,13251,12848,12899,25611,93696.0,3659990.0
2012-02-14,13000,13050,12672,12849,21891,93330.0,3659990.0
2012-02-15,12848,12949,12496,12672,33010,92049.0,3659990.0
2012-02-16,12470,12798,12470,12723,14757,92415.0,3659990.0
2012-02-17,12672,12798,12521,12547,26803,91134.0,3659990.0
2012-02-20,12697,12697,12093,12093,45066,87840.0,3659990.0
2012-02-21,12093,12093,11513,11841,75084,86010.0,3659990.0
2012-02-22,11992,12395,11841,12395,25542,90036.0,3659990.0
2012-02-23,12420,12420,12093,12295,20822,89304.0,3659990.0
2012-02-24,12319,12823,12319,12647,29992,91866.0,3659990.0
2012-02-27,12748,12773,12319,12370,18820,89853.0,3659990.0
2012-02-28,12344,12344,12017,12194,17217,88572.0,3659990.0
2012-02-29,12143,12344,11916,11992,16172,87108.0,3659990.0
2012-03-02,11916,12294,11916,12143,11650,88206.0,3659990.0
2012-03-05,11891,12218,11891,11992,8247,87108.0,3659990.0
2012-03-06,11891,12143,11715,11942,15852,86742.0,3659990.0
2012-03-07,11715,12193,11715,11917,6980,86559.0,3659990.0
2012-03-08,11941,12244,11941,12219,8479,88755.0,3659990.0
2012-03-09,12370,12395,12118,12244,22508,88938.0,3659990.0
2012-03-12,12470,12470,11841,11917,19410,86559.0,3659990.0
2012-03-13,12093,12093,11841,11841,12148,86010.0,3659990.0
2012-03-14,11992,12093,11790,11841,12096,86010.0,3659990.0
2012-03-15,11715,12017,11589,11816,17104,85827.0,3659990.0
2012-03-16,11715,11941,11715,11866,7745,86193.0,3659990.0
2012-03-19,11941,12244,11891,12093,13656,87840.0,3659990.0
2012-03-20,11866,12193,11866,12043,6546,87474.0,3659990.0
2012-03-21,12496,12496,11967,12143,15245,88206.0,3659990.0
2012-03-22,12042,12269,11841,11841,8487,86010.0,3659990.0
2012-03-23,11614,11866,11614,11665,9965,84729.0,3659990.0
2012-03-26,11589,11841,11538,11539,10959,83814.0,3659990.0
2012-03-27,11563,12042,11563,11866,15157,86193.0,3659990.0
2012-03-28,11689,12017,11437,11438,12831,83082.0,3659990.0
2012-03-29,11362,11538,10984,11161,28830,81069.0,3659990.0
2012-03-30,11236,11312,11009,11312,12502,82167.0,3659990.0
2012-04-02,11286,11563,11286,11539,6818,83814.0,3659990.0
2012-04-03,11563,11589,11412,11413,6037,82899.0,3659990.0
2012-04-04,11387,11513,11211,11337,9983,82350.0,3659990.0
2012-04-05,11135,11337,11034,11236,8002,81618.0,3659990.0
2012-04-06,11236,11538,11186,11488,11327,83448.0,3659990.0
2012-04-09,11437,11992,11437,11740,26115,85278.0,3659990.0
2012-04-10,11815,11815,11589,11766,15633,85461.0,3659990.0
2012-04-12,11765,12143,11639,12017,19464,87291.0,3659990.0
2012-04-13,12168,12168,11891,12017,15490,87291.0,3659990.0
2012-04-16,12017,12017,11664,11967,13654,86925.0,3659990.0
2012-04-17,12017,12017,11790,11891,11965,86376.0,3659990.0
2012-04-18,12042,12042,11841,11942,10273,86742.0,3659990.0
2012-04-19,11790,11941,11689,11841,11357,86010.0,3659990.0
2012-04-20,11740,11941,11740,11942,11276,86742.0,3659990.0
2012-04-23,11866,11992,11740,11866,9369,86193.0,3659990.0
2012-04-24,11790,11891,11614,11791,14094,85644.0,3659990.0
2012-04-25,11967,12521,11941,12219,56175,88755.0,3659990.0
2012-04-26,12093,12294,11790,12017,16659,87291.0,3659990.0
2012-04-27,12017,12067,11589,11690,18920,84912.0,3659990.0
2012-04-30,11689,11790,11513,11640,20406,84546.0,3659990.0
2012-05-02,11614,11916,11614,11891,18255,86376.0,3659990.0
2012-05-03,11841,12143,11841,12017,11553,87291.0,3659990.0
2012-05-04,11992,12193,11992,12093,7148,87840.0,3659990.0
2012-05-07,11992,12344,11992,12118,18330,88023.0,3659990.0
2012-05-08,12093,12748,12093,12647,52954,91866.0,3659990.0
2012-05-09,12596,12596,12319,12547,27349,91134.0,3659990.0
2012-05-10,12571,12974,12546,12924,30847,93879.0,3659990.0
2012-05-11,12899,13075,12773,12950,22247,94062.0,3659990.0
2012-05-14,12949,13025,12344,12597,27369,91500.0,3659990.0
2012-05-15,12596,12722,12244,12597,37700,91500.0,3659990.0
2012-05-16,12596,12596,12118,12169,20620,88389.0,3659990.0
2012-05-17,12042,12344,11941,12093,28110,87840.0,3659990.0
2012-05-18,11916,11916,10505,10556,90115,76677.0,3659990.0
2012-05-21,10631,10959,9901,10405,42215,75579.0,3659990.0
2012-05-22,10430,10757,10379,10758,25934,78141.0,3659990.0
2012-05-23,10732,10732,10480,10506,10578,76311.0,3659990.0
2012-05-24,10228,10934,10228,10581,25787,76860.0,3659990.0
2012-05-25,10732,10732,10505,10632,11896,77226.0,3659990.0
2012-05-29,10631,10732,10480,10733,10434,77958.0,3659990.0
2012-05-30,10606,10908,10581,10607,12963,77043.0,3659990.0
2012-05-31,10405,10581,10329,10556,6976,76677.0,3659990.0
2012-06-01,10379,10883,10379,10707,13303,77775.0,3659990.0
2012-06-04,10405,10732,10329,10329,27790,75030.0,3659990.0
2012-06-05,10379,10556,10228,10229,10501,74298.0,3659990.0
2012-06-07,10480,10581,10329,10380,9389,75396.0,3659990.0
2012-06-08,10379,10531,10228,10481,9174,76128.0,3659990.0
2012-06-11,10505,10656,10354,10556,8570,76677.0,3659990.0
2012-06-12,10531,10531,10430,10481,4012,76128.0,3659990.0
2012-06-13,10531,10631,10480,10632,10330,77226.0,3659990.0
2012-06-14,10505,10631,10505,10581,6367,76860.0,3659990.0
2012-06-15,10581,10581,10379,10531,10504,76494.0,3659990.0
2012-06-18,10480,11034,10480,10959,18986,79605.0,3659990.0
2012-06-19,10782,11085,10782,10934,11171,79422.0,3659990.0
2012-06-20,11135,11135,10782,10808,27169,78507.0,3659990.0
2012-06-21,10833,11085,10782,11085,19705,80520.0,3659990.0
2012-06-22,10934,11135,10833,11136,12650,80886.0,3659990.0
2012-06-25,11186,11236,10984,11211,18179,81435.0,3659990.0
2012-06-26,10984,11211,10984,11161,5771,81069.0,3659990.0
2012-06-27,11110,11236,11110,11161,7418,81069.0,3659990.0
2012-06-28,11236,11286,11034,11060,9781,80337.0,3659990.0
2012-06-29,10984,11286,10984,11262,9253,81801.0,3659990.0
2012-07-02,11286,11488,11261,11413,9040,82899.0,3659990.0
2012-07-03,11437,11866,11412,11791,26346,85644.0,3659990.0
2012-07-04,11866,12067,11689,11766,10397,85461.0,3659990.0
2012-07-05,11891,12344,11790,12169,24714,88389.0,3659990.0
2012-07-06,12344,12344,11866,12093,15456,87840.0,3659990.0
2012-07-09,12093,12244,12017,12143,14799,88206.0,3659990.0
2012-07-10,12143,12269,11941,11967,13367,86925.0,3659990.0
2012-07-11,12067,12067,11815,11891,14419,86376.0,3659990.0
2012-07-12,11841,12017,11488,11816,30944,85827.0,3659990.0
2012-07-13,11790,11916,11362,11816,20208,85827.0,3659990.0
2012-07-16,11916,12168,11916,12043,11696,87474.0,3659990.0
2012-07-17,12042,12344,11992,12143,12383,88206.0,3659990.0
2012-07-18,12168,12244,11815,12068,13188,87657.0,3659990.0
2012-07-19,12093,12395,12017,12244,28635,88938.0,3659990.0
2012-07-20,12395,12395,11815,12068,22341,87657.0,3659990.0
2012-07-23,11841,11992,11437,11514,20316,83631.0,3659990.0
2012-07-24,11312,11437,11085,11388,19795,82716.0,3659990.0
2012-07-25,11286,11437,11085,11110,15505,80703.0,3659990.0
2012-07-26,11110,11286,11034,11186,10723,81252.0,3659990.0
2012-07-27,11387,11538,11236,11463,11805,83265.0,3659990.0
2012-07-30,11488,11639,11412,11539,4643,83814.0,3659990.0
2012-07-31,11538,11614,11412,11614,7914,84363.0,3659990.0
2012-08-01,11563,11639,11488,11539,5432,83814.0,3659990.0
2012-08-02,11513,11664,11488,11564,9846,83997.0,3659990.0
2012-08-03,11689,11689,11513,11640,9758,84546.0,3659990.0
2012-08-06,11689,11992,11689,11967,19312,86925.0,3659990.0
2012-08-07,11916,11967,11614,11841,21653,86010.0,3659990.0
2012-08-08,11891,11891,11513,11589,13176,84180.0,3659990.0
2012-08-09,11488,11689,11488,11514,18017,83631.0,3659990.0
2012-08-10,11589,11689,11513,11690,7152,84912.0,3659990.0
2012-08-13,11790,11790,11614,11665,5222,84729.0,3659990.0
2012-08-14,11639,11941,11639,11917,16832,86559.0,3659990.0
2012-08-16,11916,11992,11841,11967,7592,86925.0,3659990.0
2012-08-17,12118,12218,12042,12118,10077,88023.0,3659990.0
2012-08-20,12118,12193,11967,12118,11471,88023.0,3659990.0
2012-08-21,11992,12118,11916,12043,10211,87474.0,3659990.0
2012-08-22,11916,12143,11916,12118,14075,88023.0,3659990.0
2012-08-23,12118,12193,11992,12143,10898,88206.0,3659990.0
2012-08-24,12093,12647,11992,12547,61659,91134.0,3659990.0
2012-08-27,12899,14410,12899,14411,293894,104676.0,3659990.0
2012-08-28,14990,14990,14259,14512,284727,105408.0,3659990.0
2012-08-29,14486,15443,14310,15091,180371,109617.0,3659990.0
2012-08-30,15040,15569,14864,15242,83093,110715.0,3659990.0
2012-08-31,15242,15343,14965,15343,54931,111447.0,3659990.0
2012-09-03,15620,15695,15166,15393,66127,111813.0,3659990.0
2012-09-04,15468,15468,14612,14612,98954,106140.0,3659990.0
2012-09-05,14536,15418,14536,15318,87956,111264.0,3659990.0
2012-09-06,15317,15317,14864,14965,47690,108702.0,3659990.0
2012-09-07,15166,15292,15015,15167,37241,110166.0,3659990.0
2012-09-10,15443,15771,15217,15494,58267,112545.0,3659990.0
2012-09-11,15670,15846,14562,14890,125160,108153.0,3659990.0
2012-09-12,14965,14965,14259,14764,109597,107238.0,3659990.0
2012-09-13,14864,14939,14612,14663,38407,106506.0,3659990.0
2012-09-14,14763,14839,14310,14461,53329,105042.0,3659990.0
2012-09-17,14335,14461,13906,13957,69129,101382.0,3659990.0
2012-09-18,14032,14461,13957,14386,45104,104493.0,3659990.0
2012-09-19,14335,14385,14158,14234,26008,103395.0,3659990.0
2012-09-20,14310,14562,14209,14411,36328,104676.0,3659990.0
2012-09-21,14562,15620,14536,15519,195562,112728.0,3659990.0
2012-09-24,15645,15720,15217,15570,77289,113094.0,3659990.0
2012-09-25,15594,15594,15040,15041,50804,109251.0,3659990.0
2012-09-26,15317,15720,15166,15167,84632,110166.0,3659990.0
2012-09-27,15015,15040,13151,14360,142700,104310.0,3659990.0
2012-09-28,14536,14637,14083,14587,59361,105957.0,3659990.0
2012-10-02,14662,15217,14410,14965,63223,108702.0,3659990.0
2012-10-04,15191,15242,14939,15016,48068,109068.0,3659990.0
2012-10-05,14939,14990,14158,14260,77085,103578.0,3659990.0
2012-10-08,14259,14360,13025,13025,157606,94611.0,3659990.0
2012-10-09,12748,13579,12722,13202,102560,95892.0,3659990.0
2012-10-10,13100,13705,12798,13453,72668,97722.0,3659990.0
2012-10-11,13327,13554,12370,12395,134544,90036.0,3659990.0
2012-10-12,12420,12596,11916,12496,90807,90768.0,3659990.0
2012-10-15,12546,12622,11437,11816,120047,85827.0,3659990.0
2012-10-16,11664,11941,11009,11640,121408,84546.0,3659990.0
2012-10-17,11790,11916,11513,11614,47042,84363.0,3659990.0
2012-10-18,11765,12672,11765,12093,138250,87840.0,3659990.0
2012-10-19,12218,13025,12042,12698,139392,92232.0,3659990.0
2012-10-22,12722,12974,12319,12496,107542,90768.0,3659990.0
2012-10-23,12596,12647,11236,11362,187448,82533.0,3659990.0
2012-10-24,11186,11866,11160,11614,110129,84363.0,3659990.0
2012-10-25,11967,11967,11236,11640,97180,84546.0,3659990.0
2012-10-26,11841,11992,10379,10682,255900,77592.0,3659990.0
2012-10-29,10581,10883,10405,10481,80189,76128.0,3659990.0
2012-10-30,10304,10757,10304,10481,41638,76128.0,3659990.0
2012-10-31,10505,10808,10455,10808,30326,78507.0,3659990.0
2012-11-01,10808,10808,10531,10632,25484,77226.0,3659990.0
2012-11-02,10732,10883,10656,10657,28038,77409.0,3659990.0
2012-11-05,10732,11085,10656,10682,41054,77592.0,3659990.0
2012-11-06,10682,10757,10480,10581,22505,76860.0,3659990.0
2012-11-07,10581,10707,10455,10531,21305,76494.0,3659990.0
2012-11-08,10480,10531,10279,10279,29186,74664.0,3659990.0
2012-11-09,10203,10505,10153,10481,18750,76128.0,3659990.0
2012-11-12,10581,10631,10405,10455,18190,75945.0,3659990.0
2012-11-13,10455,10455,9926,10128,47859,73566.0,3659990.0
2012-11-14,10228,10581,10178,10304,26155,74847.0,3659990.0
2012-11-15,10102,10329,10052,10254,21666,74481.0,3659990.0
2012-11-16,10203,10304,10001,10178,36066,73932.0,3659990.0
2012-11-19,10379,10757,10329,10607,27352,77043.0,3659990.0
2012-11-20,10833,10833,10480,10581,25498,76860.0,3659990.0
2012-11-21,10581,10833,10480,10632,19278,77226.0,3659990.0
2012-11-22,10782,10858,10581,10682,35478,77592.0,3659990.0
2012-11-23,10707,10732,10304,10430,38119,75762.0,3659990.0
2012-11-26,10455,10858,10304,10657,60222,77409.0,3659990.0
2012-11-27,10732,10883,10631,10859,46620,78873.0,3659990.0
2012-11-28,10908,11034,10682,10884,66221,79056.0,3659990.0
2012-11-29,11060,11513,10908,11262,244587,81801.0,3659990.0
2012-11-30,10027,10178,9649,9775,316818,71004.0,3659990.0
2012-12-03,9775,9926,9296,9372,109824,68076.0,3659990.0
2012-12-04,9145,9472,9145,9397,51701,68259.0,3659990.0
2012-12-05,9346,9447,9120,9221,61586,66978.0,3659990.0
2012-12-06,9145,9346,9019,9070,50216,65880.0,3659990.0
2012-12-07,9069,9195,8968,9120,23304,66246.0,3659990.0
2012-12-10,9195,9195,8968,9070,24688,65880.0,3659990.0
2012-12-11,9120,9120,8994,9019,20991,65514.0,3659990.0
2012-12-12,8893,9372,8893,9322,48590,67710.0,3659990.0
2012-12-13,9321,9422,9220,9322,23527,67710.0,3659990.0
2012-12-14,9271,9422,9246,9347,18546,67893.0,3659990.0
2012-12-17,9548,9573,9321,9347,35573,67893.0,3659990.0
2012-12-18,9346,9422,9271,9422,18551,68442.0,3659990.0
2012-12-20,9523,9674,9372,9498,39482,68991.0,3659990.0
2012-12-21,9598,9724,9523,9674,31936,70272.0,3659990.0
2012-12-24,9724,9976,9674,9876,42529,71736.0,3659990.0
2012-12-26,9775,10001,9775,9901,27450,71919.0,3659990.0
2012-12-27,10001,10127,9901,10027,36371,72834.0,3659990.0
2012-12-28,10052,10203,9901,10153,27690,73749.0,3659990.0
2013-01-02,10279,10682,10203,10581,36948,76860.0,3659990.0
2013-01-03,10757,10833,10455,10632,29745,77226.0,3659990.0
2013-01-04,10707,10732,10505,10632,22539,77226.0,3659990.0
2013-01-07,10631,10682,10505,10581,28123,76860.0,3659990.0
2013-01-08,10556,10757,10531,10581,30013,76860.0,3659990.0
2013-01-09,10631,10908,10581,10833,25449,78690.0,3659990.0
2013-01-10,10833,10959,10682,10859,23546,78873.0,3659990.0
2013-01-11,10934,11211,10883,11161,29046,81069.0,3659990.0
2013-01-14,11337,11538,11286,11539,57578,83814.0,3659990.0
2013-01-15,11538,11689,11236,11514,31777,83631.0,3659990.0
2013-01-16,11513,11790,10833,10959,70360,79605.0,3659990.0
2013-01-17,10984,11009,10757,10934,22437,79422.0,3659990.0
2013-01-18,11060,11337,10883,11337,13694,82350.0,3659990.0
2013-01-21,11135,11362,11110,11211,12261,81435.0,3659990.0
2013-01-22,11160,11312,11060,11085,19400,80520.0,3659990.0
2013-01-23,11337,11337,11034,11110,17750,80703.0,3659990.0
2013-01-24,11060,11110,10682,10682,37492,77592.0,3659990.0
2013-01-25,10707,10984,10379,10733,40333,77958.0,3659990.0
2013-01-28,10833,11211,10833,11186,54841,81252.0,3659990.0
2013-01-29,11488,11488,10959,11085,71566,80520.0,3659990.0
2013-01-30,11286,11790,11060,11337,290559,82350.0,3659990.0
2013-01-31,13025,13025,12848,13025,183657,94611.0,3659990.0
2013-02-01,13151,13201,11085,11085,590569,80520.0,3659990.0
2013-02-04,11085,11160,9699,9926,265182,72102.0,3659990.0
2013-02-05,9951,10102,9649,9674,76335,70272.0,3659990.0
2013-02-06,9724,9850,9472,9674,71362,70272.0,3659990.0
2013-02-07,9724,9875,9523,9649,39719,70089.0,3659990.0
2013-02-08,9649,9775,9523,9674,32441,70272.0,3659990.0
2013-02-12,9699,10178,9548,9599,36184,69723.0,3659990.0
2013-02-13,9649,9850,9624,9800,29351,71187.0,3659990.0
2013-02-14,9875,9875,9573,9674,30910,70272.0,3659990.0
2013-02-15,9674,9749,9498,9498,35019,68991.0,3659990.0
2013-02-18,9498,9649,9447,9448,27273,68625.0,3659990.0
2013-02-19,9447,9624,9447,9498,24411,68991.0,3659990.0
2013-02-20,9573,9624,9422,9448,18692,68625.0,3659990.0
2013-02-21,9422,9498,9271,9297,38728,67527.0,3659990.0
2013-02-22,9271,9372,9170,9221,20791,66978.0,3659990.0
2013-02-25,9246,9397,9220,9322,16521,67710.0,3659990.0
2013-02-26,9170,9346,9094,9145,19222,66429.0,3659990.0
2013-02-27,9195,9195,9019,9070,30871,65880.0,3659990.0
2013-02-28,9094,9195,9069,9120,16687,66246.0,3659990.0
2013-03-04,9094,9346,9094,9322,29167,67710.0,3659990.0
2013-03-05,9346,9548,9346,9498,32713,68991.0,3659990.0
2013-03-06,9523,9624,9472,9498,19211,68991.0,3659990.0
2013-03-07,9523,9598,9397,9473,19628,68808.0,3659990.0
2013-03-08,9573,9926,9573,9725,43726,70638.0,3659990.0
2013-03-11,9901,9926,9573,9649,29070,70089.0,3659990.0
2013-03-12,9598,9775,9548,9574,13795,69540.0,3659990.0
2013-03-13,9674,9674,9447,9473,25594,68808.0,3659990.0
2013-03-14,9472,9573,9397,9473,12299,68808.0,3659990.0
2013-03-15,9472,9749,9472,9599,20884,69723.0,3659990.0
2013-03-18,9699,9724,9447,9523,18185,69174.0,3659990.0
2013-03-19,9523,9573,9447,9523,11275,69174.0,3659990.0
2013-03-20,9573,9573,9321,9372,12940,68076.0,3659990.0
2013-03-21,9472,9472,9246,9422,22347,68442.0,3659990.0
2013-03-22,9397,9472,9321,9347,13039,67893.0,3659990.0
2013-03-25,9447,9472,9321,9322,12670,67710.0,3659990.0
2013-03-26,9397,9649,9372,9473,20447,68808.0,3659990.0
2013-03-27,9523,9624,9346,9372,21717,68076.0,3659990.0
2013-03-28,9321,9422,9296,9372,13551,68076.0,3659990.0
2013-03-29,9422,9523,9372,9422,10230,68442.0,3659990.0
2013-04-01,9498,9523,9346,9448,14911,68625.0,3659990.0
2013-04-02,9346,9699,9346,9574,38066,69540.0,3659990.0
2013-04-03,9624,10430,9624,10078,105439,73200.0,3659990.0
2013-04-04,10178,10228,9598,10153,68948,73749.0,3659990.0
2013-04-05,10127,10329,9724,10027,30107,72834.0,3659990.0
2013-04-08,10102,10102,9699,9700,25783,70455.0,3659990.0
2013-04-09,9674,9800,9195,9574,56353,69540.0,3659990.0
2013-04-10,9649,9825,9422,9826,24408,71370.0,3659990.0
2013-04-11,9875,10430,9724,10405,55834,75579.0,3659990.0
2013-04-12,10480,10959,10228,10581,100317,76860.0,3659990.0
2013-04-15,10934,11110,10455,10657,50468,77409.0,3659990.0
2013-04-16,10480,10682,10379,10581,25951,76860.0,3659990.0
2013-04-17,10581,10908,10531,10733,50592,77958.0,3659990.0
2013-04-18,10732,10757,10430,10707,27168,77775.0,3659990.0
2013-04-19,10707,10833,10405,10430,21725,75762.0,3659990.0
2013-04-22,10329,10430,10153,10380,21161,75396.0,3659990.0
2013-04-23,10304,10833,10304,10733,73082,77958.0,3659990.0
2013-04-24,10808,10883,10606,10783,28571,78324.0,3659990.0
2013-04-25,10858,10908,10732,10884,24702,79056.0,3659990.0
2013-04-26,10934,11060,10908,10984,22010,79788.0,3659990.0
2013-04-29,11110,11337,10984,11136,70026,80886.0,3659990.0
2013-04-30,11186,11211,10959,11085,24407,80520.0,3659990.0
2013-05-02,11085,11110,10808,10934,32849,79422.0,3659990.0
2013-05-03,11992,12193,11286,11388,183634,82716.0,3659990.0
2013-05-06,11236,11488,11236,11388,32936,82716.0,3659990.0
2013-05-07,11286,11538,11286,11539,27460,83814.0,3659990.0
2013-05-08,11589,11715,11437,11539,30795,83814.0,3659990.0
2013-05-09,11639,11639,11312,11463,22629,83265.0,3659990.0
2013-05-10,11463,11463,11110,11236,31537,81618.0,3659990.0
2013-05-13,11135,11387,11135,11312,33841,82167.0,3659990.0
2013-05-14,11337,11614,10883,11337,39572,82350.0,3659990.0
2013-05-15,11236,11312,11009,11136,30682,80886.0,3659990.0
2013-05-16,11186,11286,11060,11287,12746,81984.0,3659990.0
2013-05-20,11286,11337,10959,11186,16522,81252.0,3659990.0
2013-05-21,11186,11236,10908,10984,15923,79788.0,3659990.0
2013-05-22,10984,11286,10959,11287,19145,81984.0,3659990.0
2013-05-23,11186,11463,11060,11362,35048,82533.0,3659990.0
2013-05-24,11437,11463,11110,11337,14862,82350.0,3659990.0
2013-05-27,11286,11337,11085,11211,10306,81435.0,3659990.0
2013-05-28,11211,11211,10934,11161,19898,81069.0,3659990.0
2013-05-29,11186,11186,10934,11010,20236,79971.0,3659990.0
2013-05-30,11060,11085,10908,11010,12719,79971.0,3659990.0
2013-05-31,11034,11085,10858,10909,16225,79239.0,3659990.0
2013-06-03,10934,10984,10732,10808,12536,78507.0,3659990.0
2013-06-04,10858,10858,10556,10581,25699,76860.0,3659990.0
2013-06-05,10581,10757,10379,10481,15810,76128.0,3659990.0
2013-06-07,10480,10581,10052,10279,31459,74664.0,3659990.0
2013-06-10,10279,10480,10178,10380,7019,75396.0,3659990.0
2013-06-11,10354,10883,10279,10884,19885,79056.0,3659990.0
2013-06-12,10858,11060,10707,10959,13527,79605.0,3659990.0
2013-06-13,10782,11009,10707,10833,8887,78690.0,3659990.0
2013-06-14,10883,10908,10329,10506,14850,76311.0,3659990.0
2013-06-17,10379,10581,10228,10481,14072,76128.0,3659990.0
2013-06-18,10430,10606,10253,10430,16296,75762.0,3659990.0
2013-06-19,10581,10581,10253,10254,12572,74481.0,3659990.0
2013-06-20,10027,10304,9901,10078,23576,73200.0,3659990.0
2013-06-21,10001,10001,9624,9851,23277,71553.0,3659990.0
2013-06-24,9825,9875,9422,9473,22900,68808.0,3659990.0
2013-06-25,9346,9523,9044,9196,50726,66795.0,3659990.0
2013-06-26,9246,9523,9145,9422,10538,68442.0,3659990.0
2013-06-27,9472,9699,9472,9548,14064,69357.0,3659990.0
2013-06-28,9674,9951,9674,9876,12637,71736.0,3659990.0
2013-07-01,9976,10102,9800,10078,8013,73200.0,3659990.0
2013-07-02,10178,10178,9850,10002,4247,72651.0,3659990.0
2013-07-03,10001,10001,9624,9876,16108,71736.0,3659990.0
