THE MIDONG(161570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-29,4405,4490,4320,4405,45842,39645.0,9000000.0
2015-07-30,4340,4420,4330,4350,46114,39150.0,9000000.0
2015-07-31,4350,4520,4350,4460,45786,40140.0,9000000.0
2015-08-03,4370,4500,4370,4410,33362,39690.0,9000000.0
2015-08-04,4390,4500,4390,4490,50200,40410.0,9000000.0
2015-08-05,4470,4535,4470,4490,37869,40410.0,9000000.0
2015-08-06,4480,4630,4480,4590,77522,41310.0,9000000.0
2015-08-07,4580,4580,4450,4530,48228,40770.0,9000000.0
2015-08-10,4500,4555,4420,4445,25373,40005.0,9000000.0
2015-08-11,4445,4445,4370,4375,44182,39375.0,9000000.0
2015-08-12,4350,4420,4105,4200,87031,37800.0,9000000.0
2015-08-13,4205,4275,4180,4230,34579,38070.0,9000000.0
2015-08-17,4195,4270,4185,4255,24075,38295.0,9000000.0
2015-08-18,4215,4270,4030,4135,75813,37215.0,9000000.0
2015-08-19,4060,4135,3790,3790,78323,34110.0,9000000.0
2015-08-20,3650,3790,3375,3375,219105,30375.0,9000000.0
2015-08-21,3200,3200,2570,2650,716865,23850.0,9000000.0
2015-08-24,2650,2830,2600,2750,215145,24750.0,9000000.0
2015-08-25,2730,2960,2670,2900,195864,26100.0,9000000.0
2015-08-26,2970,3345,2930,3215,273581,28935.0,9000000.0
2015-08-27,3290,3435,3220,3380,177077,30420.0,9000000.0
2015-08-28,3450,3480,3320,3450,96031,31050.0,9000000.0
2015-08-31,3380,3790,3305,3660,231840,32940.0,9000000.0
2015-09-01,3630,4395,3630,4010,592275,36090.0,9000000.0
2015-09-02,5210,5210,5210,5210,302618,46890.0,9000000.0
2015-09-03,6300,6770,5290,5760,7639975,51840.0,9000000.0
2015-09-04,5630,6190,5350,5480,2467660,49320.0,9000000.0
2015-09-07,5420,5860,4985,5050,1215863,45450.0,9000000.0
2015-09-08,5050,6100,4845,5720,2024960,51480.0,9000000.0
2015-09-09,5730,6000,5630,5860,600657,52740.0,9000000.0
2015-09-10,5870,6030,5600,5750,350059,51750.0,9000000.0
2015-09-11,5750,5750,5360,5640,354633,50760.0,9000000.0
2015-09-14,5680,5710,5330,5440,266424,48960.0,9000000.0
2015-09-15,5330,5400,4950,5010,524173,45090.0,9000000.0
2015-09-16,5080,5240,4950,5180,368285,46620.0,9000000.0
2015-09-17,5160,5950,5160,5790,779846,52110.0,9000000.0
2015-09-18,6100,6710,6000,6070,1616319,54630.0,9000000.0
2015-09-21,6070,6070,5580,5820,382619,52380.0,9000000.0
2015-09-22,5820,6350,5660,5690,452293,51210.0,9000000.0
2015-09-23,5690,5900,5600,5680,262139,51120.0,9000000.0
2015-09-24,5680,5850,5500,5590,208866,50310.0,9000000.0
2015-09-25,5680,5980,5530,5750,188994,51750.0,9000000.0
2015-09-30,5780,7410,5780,5920,4334778,53280.0,9000000.0
2015-10-01,6000,6350,5830,6150,1219350,55350.0,9000000.0
2015-10-02,6090,6290,6010,6100,394301,54900.0,9000000.0
2015-10-05,6110,6370,6070,6110,401964,54990.0,9000000.0
2015-10-06,6160,6260,5990,6010,421435,54090.0,9000000.0
2015-10-07,5970,5970,5680,5810,389597,52290.0,9000000.0
2015-10-08,5820,6010,5810,5860,179505,52740.0,9000000.0
2015-10-12,5870,6540,5800,6200,840281,55800.0,9000000.0
2015-10-13,6340,7410,6210,7160,4210819,64440.0,9000000.0
2015-10-14,9300,9300,9300,9300,1331858,83700.0,9000000.0
2015-10-15,11000,11850,9560,10100,9597746,90900.0,9000000.0
2015-10-16,9850,10100,9340,9420,2512115,84780.0,9000000.0
2015-10-19,10100,10900,9590,9610,2936351,86490.0,9000000.0
2015-10-20,9480,9480,8550,8930,1574967,80370.0,9000000.0
2015-10-21,8870,10150,8640,8910,3395989,80190.0,9000000.0
2015-10-22,8750,9710,8560,8900,2110267,80100.0,9000000.0
2015-10-23,9130,10000,9100,10000,2118438,90000.0,9000000.0
2015-10-26,10600,13000,10450,13000,5034427,117000.0,9000000.0
2015-10-27,13600,16800,13000,14500,9676234,130500.0,9000000.0
2015-10-28,14050,14750,12300,13200,2186763,118800.0,9000000.0
2015-10-29,13250,14000,12400,13950,1617102,125550.0,9000000.0
2015-10-30,13500,16800,11300,12150,5686123,109350.0,9000000.0
2015-11-02,13250,15750,12850,15750,3175628,141750.0,9000000.0
2015-11-03,16750,18200,14350,15050,4671425,135450.0,9000000.0
2015-11-04,15400,15450,13250,13600,1406941,122400.0,9000000.0
2015-11-05,13700,13750,12400,12850,1546344,115650.0,9000000.0
2015-11-06,12600,12700,12050,12200,1021726,109800.0,9000000.0
2015-11-09,12350,12600,11800,12300,819565,110700.0,9000000.0
2015-11-10,12250,12350,10500,11100,1530901,99900.0,9000000.0
2015-11-11,10900,11350,10600,10800,813542,97200.0,9000000.0
2015-11-12,10650,11300,10500,11000,900937,99000.0,9000000.0
2015-11-13,10850,11100,10050,10300,728463,92700.0,9000000.0
2015-11-16,9980,10100,9630,9700,663274,87300.0,9000000.0
2015-11-17,9890,10000,9650,10000,450027,128000.0,12800000.0
2015-11-18,10000,10150,9530,9530,466556,121984.0,12800000.0
2015-11-19,9650,10100,9380,9930,737788,127104.0,12800000.0
2015-11-20,9700,10350,9670,10150,764039,129920.0,12800000.0
2015-11-23,10050,10400,9910,10400,481196,133120.0,12800000.0
2015-11-24,10300,10350,9950,10100,392432,129280.0,12800000.0
2015-11-25,10100,10200,9190,9400,664197,120320.0,12800000.0
2015-11-26,9500,9890,9370,9590,458106,122752.0,12800000.0
2015-11-27,9590,9630,9160,9360,347947,119808.0,12800000.0
2015-11-30,9210,9360,9130,9190,173316,117632.0,12800000.0
2015-12-01,9110,9760,9110,9330,513604,119424.0,12800000.0
2015-12-02,9420,9420,8940,9070,339710,116096.0,12800000.0
2015-12-03,8960,9160,8650,9000,282055,115200.0,12800000.0
2015-12-04,9050,9400,8820,9320,372073,119296.0,12800000.0
2015-12-07,9380,9550,8900,8900,384698,113920.0,12800000.0
2015-12-08,8890,8920,8190,8190,487975,104832.0,12800000.0
2015-12-09,8150,8460,7830,7830,316300,100224.0,12800000.0
2015-12-10,8480,10150,8400,10150,7670798,129920.0,12800000.0
2015-12-11,10600,10700,9000,9120,3757082,116736.0,12800000.0
2015-12-14,8940,8960,7850,8020,1099096,102656.0,12800000.0
2015-12-15,7980,8450,7620,7810,1383102,99968.0,12800000.0
2015-12-16,7860,8440,7810,7950,712707,101760.0,12800000.0
2015-12-17,7960,10250,7960,9630,6523702,123264.0,12800000.0
2015-12-18,9490,10400,9270,9520,2278013,121856.0,12800000.0
2015-12-21,9500,10700,9460,10500,2349348,134400.0,12800000.0
2015-12-22,10900,11250,10200,10300,1662476,131840.0,12800000.0
2015-12-23,10350,11100,10050,11100,1223854,142080.0,12800000.0
2015-12-24,11250,12000,10950,11100,1881575,142080.0,12800000.0
2015-12-28,11050,11700,11000,11350,1091033,145280.0,12800000.0
2015-12-29,11950,12250,11250,11250,1222248,144000.0,12800000.0
2015-12-30,11250,11550,10550,11500,1122632,147200.0,12800000.0
2016-01-04,11500,11550,10500,10500,877043,134400.0,12800000.0
2016-01-05,10200,11100,10200,10800,841977,138240.0,12800000.0
2016-01-06,11050,11050,9970,10100,895928,129280.0,12800000.0
2016-01-07,10300,10600,9830,9900,635431,126720.0,12800000.0
2016-01-08,9510,9750,9170,9260,609371,118528.0,12800000.0
2016-01-11,9070,9920,8960,9420,746639,120576.0,12800000.0
2016-01-12,9350,9560,9100,9130,297063,116864.0,12800000.0
2016-01-13,9130,9410,9130,9350,293605,119680.0,12800000.0
2016-01-14,9190,9560,9160,9300,286225,119040.0,12800000.0
2016-01-15,9650,10350,9520,9940,1240480,127232.0,12800000.0
2016-01-18,9800,10550,9750,10500,728846,134400.0,12800000.0
2016-01-19,10450,10650,10000,10050,601526,128640.0,12800000.0
2016-01-20,10250,10700,9710,10100,732422,129280.0,12800000.0
2016-01-21,10300,10450,9940,9940,448514,127232.0,12800000.0
2016-01-22,10100,10150,9200,9340,481359,119552.0,12800000.0
2016-01-25,9400,9850,9210,9540,318039,122112.0,12800000.0
2016-01-26,9490,9950,9450,9830,386569,125824.0,12800000.0
2016-01-27,9850,10200,9700,9900,364810,126720.0,12800000.0
2016-01-28,10050,10500,9980,10500,614135,134400.0,12800000.0
2016-01-29,10600,10600,10150,10500,369972,134400.0,12800000.0
2016-02-01,10500,10550,9950,10050,360573,128640.0,12800000.0
2016-02-02,10150,10550,9970,10350,480669,132480.0,12800000.0
2016-02-03,10200,10350,10000,10150,268297,129920.0,12800000.0
2016-02-04,10350,10950,10250,10600,740780,135680.0,12800000.0
2016-02-05,10600,10600,10000,10150,310132,129920.0,12800000.0
2016-02-11,9700,9850,9180,9180,459447,117504.0,12800000.0
2016-02-12,9000,9440,8210,8470,453856,108416.0,12800000.0
2016-02-15,8520,8980,8470,8940,295647,114432.0,12800000.0
2016-02-16,9000,9370,9000,9150,149375,117120.0,12800000.0
2016-02-17,9160,9280,8670,9080,227702,116224.0,12800000.0
2016-02-18,9350,9700,9210,9460,357761,121088.0,12800000.0
2016-02-19,9360,10550,9360,9670,1314861,123776.0,12800000.0
2016-02-22,9900,10200,9720,9850,445413,126080.0,12800000.0
2016-02-23,9860,9950,9510,9560,213369,122368.0,12800000.0
2016-02-24,9560,11150,9460,10450,1612068,133760.0,12800000.0
2016-02-25,10600,11350,10400,10400,1393954,133120.0,12800000.0
2016-02-26,10450,10600,10100,10150,356222,129920.0,12800000.0
2016-02-29,10100,10150,9800,9800,261325,125440.0,12800000.0
2016-03-02,10250,11500,10150,11000,2765456,140800.0,12800000.0
2016-03-03,11100,11200,10550,11200,625821,143360.0,12800000.0
2016-03-04,11200,11200,10700,10700,309355,136960.0,12800000.0
2016-03-07,10850,10950,10450,10650,285297,136320.0,12800000.0
2016-03-08,10650,10850,10250,10550,370817,135040.0,12800000.0
2016-03-09,10600,11100,10400,10650,406700,136320.0,12800000.0
2016-03-10,10900,11350,10600,10600,761442,135680.0,12800000.0
2016-03-11,10700,10950,10350,10950,336077,140160.0,12800000.0
2016-03-14,11100,11450,10900,10950,589980,140160.0,12800000.0
2016-03-15,11150,11850,10900,10900,1544888,139520.0,12800000.0
2016-03-16,10950,11200,10600,10950,528114,140160.0,12800000.0
2016-03-17,11100,11350,10700,10700,294889,136960.0,12800000.0
2016-03-18,10750,10850,10550,10600,225491,135680.0,12800000.0
2016-03-21,10650,10900,10500,10500,184232,134400.0,12800000.0
2016-03-22,10550,10650,10050,10150,322050,129920.0,12800000.0
2016-03-23,10150,10700,10100,10350,259003,132480.0,12800000.0
2016-03-24,10400,10500,10250,10250,132741,131200.0,12800000.0
2016-03-25,10300,10450,10100,10300,139757,131840.0,12800000.0
2016-03-28,10300,10350,9950,9970,223691,127616.0,12800000.0
2016-03-29,10050,10250,10000,10100,107561,129280.0,12800000.0
2016-03-30,10200,10200,9800,9900,218179,126720.0,12800000.0
2016-03-31,10000,10100,9540,9580,236287,122624.0,12800000.0
2016-04-01,9550,9770,9540,9660,149442,123648.0,12800000.0
2016-04-04,9560,9780,9560,9640,100940,123392.0,12800000.0
2016-04-05,9660,9710,9440,9480,126733,121344.0,12800000.0
2016-04-06,9550,9560,9400,9470,99500,121216.0,12800000.0
2016-04-07,9460,9530,9420,9460,101932,121088.0,12800000.0
2016-04-08,9420,9450,9240,9330,127677,119424.0,12800000.0
2016-04-11,9310,9490,9260,9310,86246,119168.0,12800000.0
2016-04-12,9350,9550,9240,9540,151299,122112.0,12800000.0
2016-04-14,9750,9750,9480,9650,124676,123520.0,12800000.0
2016-04-15,9580,9730,9580,9600,116830,122880.0,12800000.0
2016-04-18,9730,9770,9570,9610,84809,123008.0,12800000.0
2016-04-19,9600,9700,9050,9440,141093,120832.0,12800000.0
2016-04-20,9280,9440,9060,9070,225602,116096.0,12800000.0
2016-04-21,9020,9070,8650,8750,302171,112000.0,12800000.0
2016-04-22,8750,8890,8710,8740,132173,111872.0,12800000.0
2016-04-25,8760,8820,8560,8600,112174,110080.0,12800000.0
2016-04-26,8600,8670,8590,8620,57748,110336.0,12800000.0
2016-04-27,8690,8830,8680,8710,86949,111488.0,12800000.0
2016-04-28,8500,9260,8500,9130,393015,116864.0,12800000.0
2016-04-29,9150,11850,9000,11250,5050422,144000.0,12800000.0
2016-05-02,11700,11800,10400,10500,1555716,134400.0,12800000.0
2016-05-03,10700,11150,10400,10850,1137714,138880.0,12800000.0
2016-05-04,11800,13500,10600,10850,8260629,138880.0,12800000.0
2016-05-09,10850,12500,10600,12500,1686474,160000.0,12800000.0
2016-05-10,12200,12400,11500,11800,1227331,151040.0,12800000.0
2016-05-11,11650,12900,11550,11750,1885158,150400.0,12800000.0
2016-05-12,11750,11800,11150,11200,773205,143360.0,12800000.0
2016-05-13,11150,12400,11000,11400,1544159,145920.0,12800000.0
2016-05-16,11300,11300,10550,10600,711200,135680.0,12800000.0
2016-05-17,10650,11550,10500,10750,985483,137600.0,12800000.0
2016-05-18,10900,11600,10550,11400,954062,145920.0,12800000.0
2016-05-19,12200,12400,11200,11300,1078539,144640.0,12800000.0
2016-05-20,11300,11550,10900,10950,582262,140160.0,12800000.0
2016-05-23,10950,11550,10900,11400,446057,145920.0,12800000.0
2016-05-24,11600,11850,11200,11450,664046,146560.0,12800000.0
2016-05-25,11550,12300,11450,11700,1571864,149760.0,12800000.0
2016-05-26,11700,12000,11550,11750,517467,150400.0,12800000.0
2016-05-27,11650,12150,11650,11850,516539,151680.0,12800000.0
2016-05-30,11900,12300,11750,12250,592199,156800.0,12800000.0
2016-05-31,12250,12450,12000,12350,593047,158080.0,12800000.0
2016-06-01,12400,12750,11350,11650,818756,149120.0,12800000.0
2016-06-02,11650,11650,11050,11250,442724,144000.0,12800000.0
2016-06-03,11200,11550,11000,11500,253120,147200.0,12800000.0
2016-06-07,11350,11650,11250,11600,204054,148480.0,12800000.0
2016-06-08,11600,11600,11150,11200,178450,143360.0,12800000.0
2016-06-09,11250,11300,10750,10750,250099,137600.0,12800000.0
2016-06-10,10750,11050,10650,10950,150554,140160.0,12800000.0
2016-06-13,10950,10950,10500,10500,146351,134400.0,12800000.0
2016-06-14,10500,10650,10000,10500,207310,134400.0,12800000.0
2016-06-15,10500,10700,10100,10350,110899,132480.0,12800000.0
2016-06-16,10450,10550,9690,9740,249863,124672.0,12800000.0
2016-06-17,9670,10200,9580,9680,217252,123904.0,12800000.0
2016-06-20,9950,9950,9750,9770,97645,125056.0,12800000.0
2016-06-21,9870,10150,9740,10150,176198,129920.0,12800000.0
2016-06-22,9510,9690,9330,9450,311496,120960.0,12800000.0
2016-06-23,9430,9490,9000,9020,154605,115456.0,12800000.0
2016-06-24,9110,9140,7810,8290,389606,106112.0,12800000.0
2016-06-27,7820,8670,7810,8390,202027,107392.0,12800000.0
2016-06-28,8230,8630,8230,8630,104767,110464.0,12800000.0
2016-06-29,8800,9950,8740,9500,817594,121600.0,12800000.0
2016-06-30,9700,9730,9310,9480,170566,121344.0,12800000.0
2016-07-01,9550,9820,9380,9690,159650,124032.0,12800000.0
2016-07-04,9620,9820,9620,9670,97503,123776.0,12800000.0
2016-07-05,9730,10150,9670,9940,355989,127232.0,12800000.0
2016-07-06,10150,10250,9800,10000,345751,128000.0,12800000.0
2016-07-07,10100,10950,9970,10200,522710,130560.0,12800000.0
2016-07-08,10300,10400,9920,9930,222421,127104.0,12800000.0
2016-07-11,9840,9990,9740,9820,104429,125696.0,12800000.0
2016-07-12,9880,9890,9590,9600,172214,122880.0,12800000.0
2016-07-13,9650,9690,9150,9250,278293,118400.0,12800000.0
2016-07-14,9300,9440,9050,9280,128912,118784.0,12800000.0
2016-07-15,9320,9330,9130,9130,72719,116864.0,12800000.0
2016-07-18,9130,9500,9130,9340,109519,119552.0,12800000.0
2016-07-19,9340,9430,9280,9300,47806,119040.0,12800000.0
2016-07-20,9230,9400,9230,9340,42046,119552.0,12800000.0
2016-07-21,9340,9370,9150,9290,63204,118912.0,12800000.0
2016-07-22,9320,9490,9210,9490,71500,121472.0,12800000.0
2016-07-25,9590,9730,9430,9440,90727,120832.0,12800000.0
2016-07-26,9500,9500,9290,9300,77465,119040.0,12800000.0
2016-07-27,9300,9350,9090,9120,49450,116736.0,12800000.0
2016-07-28,9150,9280,8990,8990,62324,115072.0,12800000.0
2016-07-29,9050,9100,8900,8900,57301,113920.0,12800000.0
2016-08-01,8720,9350,8720,9240,92911,118272.0,12800000.0
2016-08-02,9170,9300,9010,9090,61843,116352.0,12800000.0
2016-08-03,9130,9130,8900,9000,67016,115200.0,12800000.0
2016-08-04,9600,10550,9150,9250,1263303,118400.0,12800000.0
2016-08-05,9350,9420,9040,9040,209317,115712.0,12800000.0
2016-08-08,8910,9110,8880,8930,102337,114304.0,12800000.0
2016-08-09,8810,9140,8810,9010,134815,115328.0,12800000.0
2016-08-10,9020,9400,8920,9070,125148,116096.0,12800000.0
2016-08-11,9200,9240,9010,9080,81784,116224.0,12800000.0
2016-08-12,9080,9120,8980,8990,65948,115072.0,12800000.0
2016-08-16,8960,9050,8900,8900,55523,113920.0,12800000.0
2016-08-17,8870,8950,8710,8770,80607,112256.0,12800000.0
2016-08-18,8770,8850,8700,8710,56745,111488.0,12800000.0
2016-08-19,8650,8800,8650,8660,52961,110848.0,12800000.0
2016-08-22,8660,8770,8510,8510,71965,108928.0,12800000.0
2016-08-23,8510,8620,8430,8430,59070,107904.0,12800000.0
2016-08-24,8430,8810,8430,8600,143993,110080.0,12800000.0
2016-08-25,8100,8160,7850,8080,370855,103424.0,12800000.0
2016-08-26,8080,8160,7920,8000,101559,102400.0,12800000.0
2016-08-29,8080,8170,8000,8000,68642,102400.0,12800000.0
2016-08-30,8000,8110,7930,8060,94745,103168.0,12800000.0
2016-08-31,8060,8170,8000,8020,70976,102656.0,12800000.0
2016-09-01,8080,8200,8030,8150,46194,104320.0,12800000.0
2016-09-02,8200,8250,8100,8140,31281,104192.0,12800000.0
2016-09-05,8250,8490,8160,8430,69973,107904.0,12800000.0
2016-09-06,8490,8750,8370,8400,127857,107520.0,12800000.0
2016-09-07,8400,8550,8210,8270,52056,105856.0,12800000.0
2016-09-08,8240,8350,8090,8090,77712,103552.0,12800000.0
2016-09-09,7990,8150,7950,8010,93801,102528.0,12800000.0
2016-09-12,7900,8110,7850,8070,131810,103296.0,12800000.0
2016-09-13,8700,9070,8340,8350,517406,106880.0,12800000.0
2016-09-19,8350,8390,8220,8290,66089,106112.0,12800000.0
2016-09-20,8210,8330,8180,8180,72520,104704.0,12800000.0
2016-09-21,8210,8470,8210,8390,87066,107392.0,12800000.0
2016-09-22,8400,8730,8330,8530,96048,109184.0,12800000.0
2016-09-23,8510,8600,8410,8500,30351,108800.0,12800000.0
2016-09-26,8420,8550,8350,8430,42444,107904.0,12800000.0
2016-09-27,8480,8480,8300,8420,22509,107776.0,12800000.0
2016-09-28,8340,8480,8310,8340,46217,106752.0,12800000.0
2016-09-29,8350,8400,8230,8300,28814,106240.0,12800000.0
2016-09-30,8250,8370,8130,8200,46129,104960.0,12800000.0
2016-10-04,8140,8200,8000,8110,43765,103808.0,12800000.0
2016-10-05,8080,8300,8080,8270,32350,105856.0,12800000.0
2016-10-06,8300,8370,8090,8090,38648,103552.0,12800000.0
2016-10-07,8140,8570,8140,8430,147094,107904.0,12800000.0
2016-10-10,8400,8570,8340,8540,68740,109312.0,12800000.0
2016-10-11,8520,8650,8360,8420,54256,107776.0,12800000.0
2016-10-12,8410,9070,8340,8900,284684,113920.0,12800000.0
2016-10-13,8650,8740,8420,8480,150238,108544.0,12800000.0
2016-10-14,8350,8570,8330,8400,113428,107520.0,12800000.0
2016-10-17,8450,8860,8420,8740,128646,111872.0,12800000.0
2016-10-18,8750,8870,8500,8560,81139,109568.0,12800000.0
2016-10-19,8600,9220,8370,8370,311727,107136.0,12800000.0
2016-10-20,8390,8490,8200,8250,98029,105600.0,12800000.0
2016-10-21,8200,8380,8150,8180,62609,104704.0,12800000.0
2016-10-24,8180,8330,8130,8200,40878,104960.0,12800000.0
2016-10-25,8150,8400,8040,8040,51101,102912.0,12800000.0
2016-10-26,7910,8040,7730,7750,83513,99200.0,12800000.0
2016-10-27,7850,7890,7710,7770,50308,99456.0,12800000.0
2016-10-28,7710,7830,7570,7630,49300,97664.0,12800000.0
2016-10-31,7560,7660,7030,7030,79382,89984.0,12800000.0
2016-11-01,6760,7050,6670,6810,80700,87168.0,12800000.0
2016-11-02,6680,6770,6300,6300,214699,80640.0,12800000.0
2016-11-03,6210,6460,6210,6280,60840,86612.0,13791786.0
2016-11-04,6280,6380,6240,6240,56383,86061.0,13791786.0
2016-11-07,6260,6990,6260,6870,134164,94750.0,13791786.0
2016-11-08,6760,6890,6740,6860,49266,94612.0,13791786.0
2016-11-09,6780,6920,6340,6520,181811,89922.0,13791786.0
2016-11-10,6600,6900,6600,6860,42309,94612.0,13791786.0
2016-11-11,6810,7280,6810,7130,67745,98335.0,13791786.0
2016-11-14,7010,7320,7010,7280,51063,100404.0,13791786.0
2016-11-15,8200,8350,7560,7600,262816,104818.0,13791786.0
2016-11-16,7640,7790,7430,7710,85311,106335.0,13791786.0
2016-11-17,7620,7800,7600,7640,23673,105369.0,13791786.0
2016-11-18,7640,7960,7560,7840,41991,108128.0,13791786.0
2016-11-21,7940,7940,7590,7640,37325,105369.0,13791786.0
2016-11-22,7540,7850,7520,7650,30754,105507.0,13791786.0
2016-11-23,7700,7760,7560,7570,23956,104404.0,13791786.0
2016-11-24,7520,7610,7170,7460,31687,102887.0,13791786.0
2016-11-25,7320,7520,7320,7480,19587,103163.0,13791786.0
2016-11-28,7410,7560,7110,7440,26091,102611.0,13791786.0
2016-11-29,7530,7530,7300,7450,17698,102749.0,13791786.0
2016-11-30,7360,7430,7120,7240,21654,99853.0,13791786.0
2016-12-01,7120,7230,7000,7230,35150,99715.0,13791786.0
2016-12-02,7130,7470,7130,7400,38274,102059.0,13791786.0
2016-12-05,7150,7370,7150,7190,16365,99163.0,13791786.0
2016-12-06,7170,7330,7040,7170,23161,98887.0,13791786.0
2016-12-07,7240,7240,6930,7150,11098,98611.0,13791786.0
2016-12-08,7200,7290,6810,7150,36793,98611.0,13791786.0
2016-12-09,7170,7240,7060,7180,11093,99025.0,13791786.0
2016-12-12,7180,7250,7160,7250,21059,99990.0,13791786.0
2016-12-13,7240,7440,7160,7440,25063,102611.0,13791786.0
2016-12-14,7550,7550,7360,7470,20262,103025.0,13791786.0
2016-12-15,7490,7550,7380,7530,22413,103852.0,13791786.0
2016-12-16,7550,7560,7270,7380,52922,101783.0,13791786.0
2016-12-19,7460,7460,7220,7280,15799,100404.0,13791786.0
2016-12-20,7190,7350,7140,7220,35318,99577.0,13791786.0
2016-12-21,7140,7390,7140,7320,32725,100956.0,13791786.0
2016-12-22,7250,7390,7160,7200,10599,99301.0,13791786.0
2016-12-23,7170,7380,7150,7240,45712,99853.0,13791786.0
2016-12-26,7220,7340,7090,7200,27921,99301.0,13791786.0
2016-12-27,7120,7300,7060,7170,38362,98887.0,13791786.0
2016-12-28,7170,7190,7060,7150,27654,98611.0,13791786.0
2016-12-29,7110,7300,7010,7250,43936,99990.0,13791786.0
2017-01-02,7280,7300,7140,7280,44520,100404.0,13791786.0
2017-01-03,7290,7430,7240,7430,53295,102473.0,13791786.0
2017-01-04,7500,7700,7380,7660,96787,105645.0,13791786.0
2017-01-05,7700,8040,7650,7870,218139,108541.0,13791786.0
2017-01-06,7890,8030,7740,7760,98459,107024.0,13791786.0
2017-01-09,7680,7890,7570,7610,37349,104955.0,13791786.0
2017-01-10,7580,7760,7400,7410,39922,102197.0,13791786.0
2017-01-11,7410,7490,7290,7400,24251,102059.0,13791786.0
2017-01-12,7470,7470,7100,7160,52142,98749.0,13791786.0
2017-01-13,7050,7290,7040,7110,57004,98060.0,13791786.0
2017-01-16,7200,7220,7030,7150,33313,98611.0,13791786.0
2017-01-17,7140,7190,6850,7070,50230,97508.0,13791786.0
2017-01-18,7000,7110,6900,7000,15226,96543.0,13791786.0
2017-01-19,7150,7150,6800,6890,30964,95025.0,13791786.0
2017-01-20,6890,6930,6690,6780,30215,93508.0,13791786.0
2017-01-23,6840,6840,6520,6520,38519,89922.0,13791786.0
2017-01-24,6310,6580,6270,6380,42986,87992.0,13791786.0
2017-01-25,6320,6510,6310,6430,26323,88681.0,13791786.0
2017-01-26,6350,6550,6350,6500,7345,89647.0,13791786.0
2017-01-31,6400,6620,6400,6560,20410,90474.0,13791786.0
2017-02-01,6640,6640,6530,6640,17922,91577.0,13791786.0
2017-02-02,6600,6760,6460,6500,25718,89647.0,13791786.0
2017-02-03,6430,6550,6330,6410,31860,88405.0,13791786.0
2017-02-06,6410,6470,6320,6440,24572,88819.0,13791786.0
2017-02-07,6500,6500,6250,6370,32214,87854.0,13791786.0
2017-02-08,6370,6380,6110,6240,33136,86061.0,13791786.0
2017-02-09,6250,6250,6150,6230,13848,85923.0,13791786.0
2017-02-10,6230,6250,6090,6090,33598,83992.0,13791786.0
2017-02-13,6060,6090,5820,5830,54125,80406.0,13791786.0
2017-02-14,5790,5920,5710,5900,47974,81372.0,13791786.0
2017-02-15,5910,6150,5910,6130,48239,84544.0,13791786.0
2017-02-16,6070,6150,6010,6110,27914,84268.0,13791786.0
2017-02-17,6040,6150,6040,6140,13146,84682.0,13791786.0
2017-02-20,6140,6380,6060,6150,76746,84819.0,13791786.0
2017-02-21,6170,6250,6040,6090,47032,83992.0,13791786.0
2017-02-22,6090,6140,6030,6100,17936,84130.0,13791786.0
2017-02-23,6060,6130,6030,6130,15916,84544.0,13791786.0
2017-02-24,6140,6150,6040,6080,13379,83854.0,13791786.0
2017-02-27,6080,6080,5950,6000,22436,82751.0,13791786.0
2017-02-28,6000,6000,5700,5700,44209,78613.0,13791786.0
2017-03-02,5670,5820,5620,5720,34947,78889.0,13791786.0
2017-03-03,5610,5730,5260,5350,63773,73786.0,13791786.0
2017-03-06,5300,5300,4835,4915,149761,67787.0,13791786.0
2017-03-07,4915,5060,4915,5000,60370,68959.0,13791786.0
2017-03-08,4965,5050,4945,4950,31469,68269.0,13791786.0
2017-03-09,4905,5040,4900,4980,51507,68683.0,13791786.0
2017-03-10,5090,5090,4900,5020,43643,69235.0,13791786.0
2017-03-13,5020,5850,5020,5330,270819,73510.0,13791786.0
2017-03-14,5460,5460,5270,5280,69055,72821.0,13791786.0
2017-03-15,5270,5310,5060,5270,50835,72683.0,13791786.0
2017-03-16,5280,6850,5280,6300,4131571,86888.0,13791786.0
2017-03-17,6170,6200,5900,5900,547015,81372.0,13791786.0
2017-03-20,5950,5950,5700,5700,229041,78613.0,13791786.0
2017-03-21,5710,7410,5710,7410,4681461,102197.0,13791786.0
2017-03-22,7800,7940,7200,7520,2768724,103714.0,13791786.0
2017-03-23,7560,7760,7210,7520,1855718,103714.0,13791786.0
2017-03-24,7530,7620,7100,7200,935624,99301.0,13791786.0
2017-03-27,7070,7190,6760,6900,621942,95163.0,13791786.0
2017-03-28,6970,7400,6850,7270,1068560,100266.0,13791786.0
2017-03-29,7230,8670,7120,7620,5481282,105093.0,13791786.0
2017-03-30,7690,7960,7280,7450,981532,102749.0,13791786.0
2017-03-31,7590,7760,7370,7530,626797,103852.0,13791786.0
2017-04-03,7530,8260,7510,7660,1126973,105645.0,13791786.0
2017-04-04,7660,7690,7150,7250,306752,99990.0,13791786.0
2017-04-05,7260,7400,7170,7310,140424,100818.0,13791786.0
2017-04-06,7370,7370,6930,7150,188474,98611.0,13791786.0
2017-04-07,7140,9290,6960,9290,2388422,128126.0,13791786.0
2017-04-10,9040,9840,8650,8900,4918350,122747.0,13791786.0
