녹십자랩셀(144510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-25,27050,27450,25700,25900,90915,273350.0,10554054.0
2016-10-26,25450,27000,25450,26250,54754,277044.0,10554054.0
2016-10-27,26250,27150,26000,26550,51645,280210.0,10554054.0
2016-10-28,26550,26600,25750,25750,34126,271767.0,10554054.0
2016-10-31,25500,25650,23950,23950,86949,252770.0,10554054.0
2016-11-01,23500,24500,23150,23700,62283,250131.0,10554054.0
2016-11-02,23250,23700,22500,22500,61335,237466.0,10554054.0
2016-11-03,22000,23250,22000,22450,77339,236939.0,10554054.0
2016-11-04,22250,22850,22150,22850,56251,241160.0,10554054.0
2016-11-07,22850,23050,22500,22750,38502,240105.0,10554054.0
2016-11-08,23000,23150,22800,23050,28112,243271.0,10554054.0
2016-11-09,23100,23400,21200,21800,98321,230078.0,10554054.0
2016-11-10,22800,28300,22800,27700,928878,292347.0,10554054.0
2016-11-11,26700,28000,26000,27600,291982,291292.0,10554054.0
2016-11-14,27050,27600,26400,26800,104852,282849.0,10554054.0
2016-11-15,26200,28450,26200,27600,221017,291292.0,10554054.0
2016-11-16,27350,28750,27200,27650,121731,291820.0,10554054.0
2016-11-17,27650,27650,26550,26550,56326,280210.0,10554054.0
2016-11-18,26600,26700,25000,25250,98922,266490.0,10554054.0
2016-11-21,25000,25300,23500,24050,76400,253825.0,10554054.0
2016-11-22,23950,24500,23550,23550,56192,248548.0,10554054.0
2016-11-23,23450,23700,22800,22800,58528,240632.0,10554054.0
2016-11-24,22800,23250,22200,22900,40221,241688.0,10554054.0
2016-11-25,22800,23700,22800,23200,45092,244854.0,10554054.0
2016-11-28,23300,23450,22600,22750,34188,240105.0,10554054.0
2016-11-29,22800,23400,22550,22900,33657,241688.0,10554054.0
2016-11-30,22850,23300,22850,23200,23687,244854.0,10554054.0
2016-12-01,23350,23350,22450,22500,30055,237466.0,10554054.0
2016-12-02,22500,22700,21650,21850,34299,230606.0,10554054.0
2016-12-05,21500,22450,21100,21500,44277,226912.0,10554054.0
2016-12-06,21500,22100,21500,21900,34087,231134.0,10554054.0
2016-12-07,21800,21800,20700,21000,55619,221635.0,10554054.0
2016-12-08,21100,21400,20600,20950,26215,221107.0,10554054.0
2016-12-09,21000,21600,21000,21150,29088,223218.0,10554054.0
2016-12-12,21650,24300,21550,22700,150633,239577.0,10554054.0
2016-12-13,22850,23450,22450,23300,55009,245909.0,10554054.0
2016-12-14,23350,23450,22800,22900,31643,241688.0,10554054.0
2016-12-15,22700,23500,22650,23150,43578,244326.0,10554054.0
2016-12-16,23250,23250,22700,23000,23495,242743.0,10554054.0
2016-12-19,22950,22950,22550,22600,22462,238522.0,10554054.0
2016-12-20,22800,23150,22450,22700,26084,239577.0,10554054.0
2016-12-21,22700,23000,22550,22600,18830,238522.0,10554054.0
2016-12-22,22700,22800,21800,21800,44729,230078.0,10554054.0
2016-12-23,21900,22450,21800,21950,32045,231661.0,10554054.0
2016-12-26,22000,22250,21700,22050,39148,232717.0,10554054.0
2016-12-27,22050,22150,21500,21900,70686,231134.0,10554054.0
2016-12-28,22650,24550,22400,24100,329604,254353.0,10554054.0
2016-12-29,24050,24950,23800,24950,142137,263324.0,10554054.0
2017-01-02,25000,25300,24600,24900,68616,262796.0,10554054.0
2017-01-03,24900,25100,24300,24750,44416,261213.0,10554054.0
2017-01-04,24750,25950,24400,25850,90122,272822.0,10554054.0
2017-01-05,25900,26450,25600,26200,89123,276516.0,10554054.0
2017-01-06,26200,26200,25500,25650,40810,270711.0,10554054.0
2017-01-09,25600,25650,24500,24550,64690,259102.0,10554054.0
2017-01-10,24550,24800,24100,24300,42865,256464.0,10554054.0
2017-01-11,24550,24950,24300,24450,37613,258047.0,10554054.0
2017-01-12,24250,24400,23600,24150,59916,254880.0,10554054.0
2017-01-13,24150,31250,24150,28800,2202129,303957.0,10554054.0
2017-01-16,28800,28800,26950,27300,506398,288126.0,10554054.0
2017-01-17,27250,27800,27000,27400,188957,289181.0,10554054.0
2017-01-18,27800,31500,27800,29000,1330811,306068.0,10554054.0
2017-01-19,29000,29250,28100,28650,200016,302374.0,10554054.0
2017-01-20,28650,28700,27600,28500,141434,300791.0,10554054.0
2017-01-23,28500,28550,26750,26750,147914,282321.0,10554054.0
2017-01-24,26700,27800,26600,27000,109795,284959.0,10554054.0
2017-01-25,27450,28550,27300,27500,150099,290236.0,10554054.0
2017-01-26,27300,27950,25900,26550,141214,280210.0,10554054.0
2017-01-31,26550,26600,25650,25800,78018,272295.0,10554054.0
2017-02-01,25800,26950,25800,26950,67319,284432.0,10554054.0
2017-02-02,26800,26900,26000,26000,52260,274405.0,10554054.0
2017-02-03,26700,26700,25250,25400,74628,268073.0,10554054.0
2017-02-06,25250,25550,24600,25500,67874,269128.0,10554054.0
2017-02-07,25550,25850,25350,25650,46471,270711.0,10554054.0
2017-02-08,25750,26600,25600,26000,68178,274405.0,10554054.0
2017-02-09,26050,26900,25700,26600,79101,280738.0,10554054.0
2017-02-10,26750,26750,26000,26050,37769,274933.0,10554054.0
2017-02-13,26200,26550,25950,25950,36676,273878.0,10554054.0
2017-02-14,25950,26250,25250,25550,35107,269656.0,10554054.0
2017-02-15,25400,26400,25400,26350,45310,278099.0,10554054.0
2017-02-16,26600,26600,25850,25850,32356,272822.0,10554054.0
2017-02-17,25800,26050,25600,25800,24231,272295.0,10554054.0
2017-02-20,25800,26350,25700,26100,23952,275461.0,10554054.0
2017-02-21,25900,26950,25900,26850,70915,283376.0,10554054.0
2017-02-22,26800,26950,26500,26650,49015,281266.0,10554054.0
2017-02-23,26650,26950,26450,26600,32362,280738.0,10554054.0
2017-02-24,26650,28600,26500,26500,229159,279682.0,10554054.0
2017-02-27,26450,27300,26200,27200,62683,287070.0,10554054.0
2017-02-28,27200,27350,26750,27000,37614,284959.0,10554054.0
2017-03-02,27450,27450,26700,26700,44716,281793.0,10554054.0
2017-03-03,26550,26850,25750,26000,67582,274405.0,10554054.0
2017-03-06,25800,26250,25600,25800,33045,272295.0,10554054.0
2017-03-07,25700,26150,25700,26000,19151,274405.0,10554054.0
2017-03-08,26000,26250,25700,25700,22971,271239.0,10554054.0
2017-03-09,25950,26150,25600,25600,35670,270184.0,10554054.0
2017-03-10,25600,26050,25450,25700,42752,271239.0,10554054.0
2017-03-13,25700,26100,25450,25550,23350,269656.0,10554054.0
2017-03-14,25600,25650,25050,25150,45221,265434.0,10554054.0
2017-03-15,25200,25350,24500,24700,47591,260685.0,10554054.0
2017-03-16,24950,25600,24650,24900,34696,262796.0,10554054.0
2017-03-17,24900,25150,24500,25050,31988,264379.0,10554054.0
2017-03-20,25100,26250,25100,25850,97897,272822.0,10554054.0
2017-03-21,25750,26300,25500,25550,51976,269656.0,10554054.0
2017-03-22,25900,26000,25500,25700,27154,271239.0,10554054.0
2017-03-23,25700,26000,25550,25550,17356,269656.0,10554054.0
2017-03-24,25900,25900,25400,25850,25245,272822.0,10554054.0
2017-03-27,25600,25900,25250,25300,37730,267018.0,10554054.0
2017-03-28,25350,25450,25050,25150,22138,265434.0,10554054.0
2017-03-29,25150,25450,25050,25100,16064,264907.0,10554054.0
2017-03-30,25000,25550,24900,25200,24009,265962.0,10554054.0
2017-03-31,25200,25700,25000,25400,29003,268073.0,10554054.0
2017-04-03,25400,26500,25400,26450,97273,279155.0,10554054.0
2017-04-04,26600,26800,26200,26200,49336,276516.0,10554054.0
2017-04-05,26300,26650,25950,25950,37764,273878.0,10554054.0
2017-04-06,25950,26050,25400,25900,31136,273350.0,10554054.0
2017-04-07,26050,27150,26000,26400,95496,278627.0,10554054.0
2017-04-10,26400,26450,25500,25550,44081,269656.0,10554054.0
2017-04-11,25550,26250,25100,25550,36187,269656.0,10554054.0
2017-04-12,25550,25700,25250,25550,13829,269656.0,10554054.0
2017-04-13,25450,25950,25300,25900,29467,273350.0,10554054.0
2017-04-14,25950,26700,25750,25900,77311,273350.0,10554054.0
2017-04-17,26200,26550,25950,26500,38707,279682.0,10554054.0
2017-04-18,26400,26800,26100,26550,38557,280210.0,10554054.0
2017-04-19,26300,27100,26300,26850,88586,283376.0,10554054.0
2017-04-20,26850,27050,26700,26800,50958,282849.0,10554054.0
2017-04-21,26850,27300,26300,26300,44372,277572.0,10554054.0
2017-04-24,26300,26500,26000,26150,25128,275989.0,10554054.0
2017-04-25,26150,26800,26150,26750,40600,282321.0,10554054.0
2017-04-26,26600,27500,26500,26700,39611,281793.0,10554054.0
2017-04-27,26800,27100,26450,26600,23670,280738.0,10554054.0
2017-04-28,26800,26800,25950,26050,103716,274933.0,10554054.0
2017-05-02,26050,26150,25550,25550,55115,269656.0,10554054.0
2017-05-04,25600,26100,25600,26100,22135,275461.0,10554054.0
2017-05-08,26200,26800,26100,26350,51903,278099.0,10554054.0
2017-05-10,26350,26350,25800,25850,43999,272822.0,10554054.0
2017-05-11,25750,26100,25750,25950,39664,273878.0,10554054.0
2017-05-12,26150,26450,25750,25900,41197,273350.0,10554054.0
2017-05-15,26100,26100,25650,25750,28430,271767.0,10554054.0
2017-05-16,25750,25850,25350,25500,41016,269128.0,10554054.0
2017-05-17,25500,25500,25200,25250,24054,266490.0,10554054.0
2017-05-18,25000,25250,24300,24550,85873,259102.0,10554054.0
2017-05-19,24450,24800,24450,24650,30198,260157.0,10554054.0
2017-05-22,24650,25000,24450,24600,39831,259630.0,10554054.0
2017-05-23,24600,24800,24450,24800,24549,261741.0,10554054.0
2017-05-24,24650,25000,24650,24900,24416,262796.0,10554054.0
2017-05-25,24900,25200,24850,25150,25557,265434.0,10554054.0
2017-05-26,25050,25350,24850,25200,36583,265962.0,10554054.0
2017-05-29,25200,25200,24600,24850,26854,262268.0,10554054.0
2017-05-30,24700,25050,24650,24700,17987,260685.0,10554054.0
2017-05-31,24850,25450,24750,25300,45415,267018.0,10554054.0
2017-06-01,25500,25500,25000,25100,23887,264907.0,10554054.0
2017-06-02,25350,25450,24850,25400,24185,268073.0,10554054.0
2017-06-05,25400,26900,25300,26500,245325,279682.0,10554054.0
2017-06-07,26700,26750,26200,26550,88802,280210.0,10554054.0
2017-06-08,26700,26800,26200,26650,54456,281266.0,10554054.0
2017-06-09,26650,27300,26400,26400,163292,278627.0,10554054.0
2017-06-12,26550,26800,25650,25650,75627,270711.0,10554054.0
2017-06-13,25650,26800,25650,26700,89960,281793.0,10554054.0
2017-06-14,26750,27100,26450,26500,98579,279682.0,10554054.0
2017-06-15,26800,27000,26100,26950,53085,284432.0,10554054.0
2017-06-16,27000,27000,26300,26300,40600,277572.0,10554054.0
2017-06-19,26300,27600,26300,27150,146200,286543.0,10554054.0
2017-06-20,27400,27400,26500,26550,70338,280210.0,10554054.0
2017-06-21,26550,26800,25850,25850,97496,272822.0,10554054.0
2017-06-22,26050,26550,26050,26150,50405,275989.0,10554054.0
2017-06-23,26200,26600,26100,26450,43584,279155.0,10554054.0
2017-06-26,26700,26750,25900,26150,59487,275989.0,10554054.0
2017-06-27,26150,26700,26150,26250,46095,277044.0,10554054.0
2017-06-28,26300,26700,26000,26400,45192,278627.0,10554054.0
2017-06-29,26500,27100,26200,26500,59700,279682.0,10554054.0
2017-06-30,26150,26400,25600,25600,72083,270184.0,10554054.0
2017-07-03,25600,26000,25150,25250,53152,266490.0,10554054.0
2017-07-04,25200,25350,24950,25050,54552,264379.0,10554054.0
2017-07-05,25050,25250,25050,25250,13922,266490.0,10554054.0
2017-07-06,25450,25850,25300,25500,23473,269128.0,10554054.0
2017-07-07,25400,25500,25000,25100,35551,264907.0,10554054.0
2017-07-10,25000,25250,24950,25150,18011,265434.0,10554054.0
2017-07-11,25100,25200,24550,24950,31061,263324.0,10554054.0
2017-07-12,24900,25200,24750,24850,14383,262268.0,10554054.0
2017-07-13,24900,25050,24450,24600,45632,259630.0,10554054.0
2017-07-14,24450,25200,24450,25000,20565,263851.0,10554054.0
2017-07-17,25000,25500,25000,25450,19036,268601.0,10554054.0
2017-07-18,25450,25650,25000,25150,15474,265434.0,10554054.0
2017-07-19,25300,25350,24650,25050,21091,264379.0,10554054.0
2017-07-20,24850,25200,24800,25150,19843,265434.0,10554054.0
2017-07-21,25150,25350,24700,24900,27742,262796.0,10554054.0
2017-07-24,24950,24950,24600,24700,18216,260685.0,10554054.0
2017-07-25,24650,24800,24500,24550,27007,259102.0,10554054.0
2017-07-26,24500,25000,24500,24900,29734,262796.0,10554054.0
2017-07-27,24700,25050,24600,24850,20450,262268.0,10554054.0
2017-07-28,24850,24900,24300,24700,26775,260685.0,10554054.0
2017-07-31,24650,24650,23850,23950,32658,252770.0,10554054.0
2017-08-01,23800,24050,23150,23350,38913,246437.0,10554054.0
2017-08-02,23300,23750,23250,23400,26559,246965.0,10554054.0
2017-08-03,23700,24050,23150,23400,30977,246965.0,10554054.0
2017-08-04,23400,23600,23000,23200,25254,244854.0,10554054.0
2017-08-07,23400,23750,23300,23600,13147,249076.0,10554054.0
2017-08-08,23650,24100,23500,23800,19146,251186.0,10554054.0
2017-08-09,24200,24200,23550,23650,12721,249603.0,10554054.0
2017-08-10,23500,24100,23300,23650,27050,249603.0,10554054.0
2017-08-11,23250,23550,23100,23100,24927,243799.0,10554054.0
2017-08-14,23200,23600,22900,23400,15585,246965.0,10554054.0
2017-08-16,23200,23550,23000,23200,24242,244854.0,10554054.0
2017-08-17,23050,23200,23000,23200,15320,244854.0,10554054.0
2017-08-18,23100,23700,23050,23650,10116,249603.0,10554054.0
2017-08-21,23750,23750,23200,23200,11572,244854.0,10554054.0
2017-08-22,23100,23400,22900,23000,35124,242743.0,10554054.0
2017-08-23,23050,23150,22700,22700,15657,239577.0,10554054.0
2017-08-24,22650,22950,22500,22600,16409,238522.0,10554054.0
2017-08-25,22600,23150,22600,22900,17939,241688.0,10554054.0
2017-08-28,22850,23350,22850,23200,15393,244854.0,10554054.0
2017-08-29,23000,24850,23000,23850,169271,251714.0,10554054.0
2017-08-30,23900,23900,23550,23750,28664,250659.0,10554054.0
2017-08-31,23800,24100,23600,23600,37642,249076.0,10554054.0
2017-09-01,24200,25500,23900,24900,176246,262796.0,10554054.0
2017-09-04,24500,25400,23900,24950,118921,263324.0,10554054.0
2017-09-05,25050,25450,24400,24600,49069,259630.0,10554054.0
2017-09-06,24700,25350,24400,24700,41051,260685.0,10554054.0
2017-09-07,25000,25050,24650,24800,19716,261741.0,10554054.0
2017-09-08,24800,24900,24000,24250,48571,255936.0,10554054.0
2017-09-11,24100,25050,24050,24800,55360,261741.0,10554054.0
2017-09-12,24900,25000,24200,24350,41995,256991.0,10554054.0
2017-09-13,24350,24400,23750,23750,51062,250659.0,10554054.0
2017-09-14,23600,23900,23200,23600,40153,249076.0,10554054.0
2017-09-15,23450,23950,23450,23600,18113,249076.0,10554054.0
2017-09-18,23600,24300,23600,23700,26337,250131.0,10554054.0
2017-09-19,24000,24100,23700,23900,23648,252242.0,10554054.0
2017-09-20,23800,24600,23800,24250,39910,255936.0,10554054.0
2017-09-21,24700,24750,23600,23750,33139,250659.0,10554054.0
2017-09-22,23850,23850,22900,23200,46215,244854.0,10554054.0
2017-09-25,23100,23100,22600,22600,32814,238522.0,10554054.0
2017-09-26,22450,24000,22450,23400,40123,246965.0,10554054.0
2017-09-27,23300,23600,23200,23250,7519,245382.0,10554054.0
2017-09-28,23500,23500,23100,23250,9473,245382.0,10554054.0
2017-09-29,23650,23650,23200,23500,15583,248020.0,10554054.0
2017-10-10,23900,23900,23200,23600,20575,249076.0,10554054.0
2017-10-11,23650,23650,23350,23400,10797,246965.0,10554054.0
2017-10-12,23600,23800,23300,23600,19395,249076.0,10554054.0
2017-10-13,23800,24050,23050,23200,49225,244854.0,10554054.0
2017-10-16,23150,23500,23000,23200,12133,244854.0,10554054.0
2017-10-17,23200,23600,23150,23250,13418,245382.0,10554054.0
2017-10-18,23250,24900,23250,23750,59346,250659.0,10554054.0
2017-10-19,23700,23950,23500,23950,19850,252770.0,10554054.0
2017-10-20,24400,24400,23700,23750,24228,250659.0,10554054.0
2017-10-23,23750,24000,23600,23650,22885,249603.0,10554054.0
2017-10-24,23650,24000,23600,23950,20767,252770.0,10554054.0
2017-10-25,23900,25100,23700,24900,59306,262796.0,10554054.0
2017-10-26,25000,25650,24700,25400,119784,268073.0,10554054.0
2017-10-27,25900,26350,25450,25750,108600,271767.0,10554054.0
2017-10-30,25750,27050,25750,26750,183660,282321.0,10554054.0
2017-10-31,26900,26900,25950,26450,88974,279155.0,10554054.0
2017-11-01,26650,26900,25700,26900,93793,283904.0,10554054.0
2017-11-02,27000,27050,26050,26450,55031,279155.0,10554054.0
2017-11-03,26100,27050,26000,27000,103203,284959.0,10554054.0
2017-11-06,27200,27400,26750,27400,95015,289181.0,10554054.0
2017-11-07,27600,27600,26650,26850,66126,283376.0,10554054.0
2017-11-08,26850,26850,26100,26850,79297,283376.0,10554054.0
2017-11-09,26850,26950,26300,26600,35667,280738.0,10554054.0
2017-11-10,26000,26700,26000,26450,38630,279155.0,10554054.0
2017-11-13,26550,27300,26250,27250,83696,287598.0,10554054.0
2017-11-14,27500,31400,26950,29200,916356,308178.0,10554054.0
2017-11-15,29600,30750,28550,29700,309266,313455.0,10554054.0
2017-11-16,30400,31250,29300,31150,358566,328759.0,10554054.0
2017-11-17,31500,33000,31150,31400,316163,331397.0,10554054.0
2017-11-20,31300,34400,30700,32350,396632,341424.0,10554054.0
2017-11-21,32900,42050,32150,42050,2072233,443798.0,10554054.0
2017-11-22,48950,52100,44200,44350,4464031,468072.0,10554054.0
2017-11-23,42350,56000,39800,48150,6480981,508178.0,10554054.0
2017-11-24,49100,59000,49100,53700,1167261,566753.0,10554054.0
2017-11-27,56300,60000,56100,59800,797187,631132.0,10554054.0
2017-11-28,66600,66600,62500,65000,790564,686014.0,10554054.0
2017-11-29,63500,63500,56600,59500,501047,627966.0,10554054.0
2017-11-30,57300,61300,57300,58000,315008,612135.0,10554054.0
2017-12-01,59400,63200,58100,62000,369536,654351.0,10554054.0
2017-12-04,59700,60900,49900,55300,1257817,583639.0,10554054.0
2017-12-05,53300,53800,47500,48450,985924,511344.0,10554054.0
2017-12-06,48500,50500,44800,46950,1074101,495513.0,10554054.0
2017-12-07,47000,49450,44700,49450,1139572,521898.0,10554054.0
2017-12-08,48400,49300,40100,42000,659113,443270.0,10554054.0
2017-12-11,41600,43650,40100,43400,507248,458046.0,10554054.0
2017-12-12,43950,45200,42650,44000,456844,464378.0,10554054.0
2017-12-13,46500,48800,45750,47500,1065188,501318.0,10554054.0
2017-12-14,46850,47000,43800,44250,620088,467017.0,10554054.0
2017-12-15,43800,46300,42850,44800,381075,472822.0,10554054.0
2017-12-18,44800,44950,42100,42300,385759,446436.0,10554054.0
2017-12-19,41800,43350,40000,43350,544865,457518.0,10554054.0
2017-12-20,43200,44400,41500,41750,317702,440632.0,10554054.0
2017-12-21,41500,46250,41500,45200,816259,477043.0,10554054.0
2017-12-22,44750,47000,43600,47000,585037,496041.0,10554054.0
2017-12-26,46950,48450,45650,46000,437766,485486.0,10554054.0
2017-12-27,47200,49700,45800,49500,533001,522426.0,10554054.0
2017-12-28,49700,50700,48500,50000,343353,527703.0,10554054.0
2018-01-02,50400,57500,49000,54800,754905,578362.0,10554054.0
2018-01-03,56200,56300,52600,54200,418523,572030.0,10554054.0
2018-01-04,54300,54900,47400,49000,613724,517149.0,10554054.0
2018-01-05,48300,51000,48250,50200,406376,529814.0,10554054.0
2018-01-08,50300,50500,48350,48900,331636,516093.0,10554054.0
2018-01-09,48600,50300,46100,47050,386658,496568.0,10554054.0
2018-01-10,47500,48350,45100,47800,296496,504484.0,10554054.0
2018-01-11,47800,50000,46600,49050,337626,517676.0,10554054.0
2018-01-12,49150,52300,48050,49250,621610,519787.0,10554054.0
2018-01-15,50800,55000,49000,55000,993611,580473.0,10554054.0
2018-01-16,55800,61300,52000,55700,2099225,587861.0,10554054.0
2018-01-17,54800,56700,52000,53200,570321,561476.0,10554054.0
2018-01-18,53900,54800,51500,54500,439415,575196.0,10554054.0
2018-01-19,54900,55800,51500,52000,397552,548811.0,10554054.0
2018-01-22,51000,51900,49450,51300,189548,541423.0,10554054.0
2018-01-23,52800,60800,52500,60000,2142600,633243.0,10554054.0
2018-01-24,61000,63800,58800,61200,1158444,645908.0,10554054.0
2018-01-25,60500,61100,57500,58500,501879,617412.0,10554054.0
2018-01-26,58000,62800,57300,59800,667392,631132.0,10554054.0
2018-01-29,59200,77700,58700,77700,3716587,820050.0,10554054.0
2018-01-30,76900,82000,73400,78500,3512213,828493.0,10554054.0
2018-01-31,76000,83400,72800,81900,1537938,864377.0,10554054.0
2018-02-01,80300,83800,75000,75000,1300165,791554.0,10554054.0
2018-02-02,73700,76200,70900,74000,1063168,781000.0,10554054.0
2018-02-05,71800,74000,64900,65000,972523,686014.0,10554054.0
2018-02-06,61000,64900,57500,63900,1241842,674404.0,10554054.0
2018-02-07,65900,66300,56000,56000,1123258,591027.0,10554054.0
2018-02-08,57400,62000,56000,59700,734068,630077.0,10554054.0
2018-02-09,56300,58600,56000,58200,409133,614246.0,10554054.0
2018-02-12,59500,61600,58200,58200,373352,614246.0,10554054.0
2018-02-13,60200,61000,57100,57500,277824,606858.0,10554054.0
2018-02-14,58000,60900,57200,60500,279941,638520.0,10554054.0
2018-02-19,60500,62100,59800,62000,323079,654351.0,10554054.0
2018-02-20,62000,63600,60100,60500,315120,638520.0,10554054.0
2018-02-21,60700,62300,60400,60600,196186,639576.0,10554054.0
2018-02-22,60000,60300,58300,59000,208715,622689.0,10554054.0
2018-02-23,60600,61600,58500,59100,170534,623745.0,10554054.0
2018-02-26,60900,69900,60000,66100,1868837,697623.0,10554054.0
2018-02-27,67800,68400,64600,64700,532851,682847.0,10554054.0
2018-02-28,63800,64400,60000,60200,432832,635354.0,10554054.0
2018-03-02,58100,60800,57900,59900,341153,632188.0,10554054.0
2018-03-05,59700,60400,55800,55800,462259,588916.0,10554054.0
2018-03-06,57200,58400,56400,57100,265885,602636.0,10554054.0
2018-03-07,56900,57000,53300,53400,399765,563586.0,10554054.0
2018-03-08,54100,55700,53900,54400,194796,574141.0,10554054.0
2018-03-09,55100,56800,55000,55500,184376,585750.0,10554054.0
