인탑스(049070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-09-11,14785,14960,14384,14384,33093,246820.0,8600000.0
2006-09-12,14384,14434,14083,14209,44436,243810.0,8600000.0
2006-09-13,14534,14609,14384,14384,35364,246820.0,8600000.0
2006-09-14,14384,14985,14283,14835,87835,254560.0,8600000.0
2006-09-15,14835,15135,14785,15011,48598,257570.0,8600000.0
2006-09-18,14885,15160,14885,15036,59113,258000.0,8600000.0
2006-09-19,15160,15261,15010,15036,38993,258000.0,8600000.0
2006-09-20,14885,15035,14333,14810,78156,254130.0,8600000.0
2006-09-21,14684,14810,14434,14534,69932,249400.0,8600000.0
2006-09-22,14534,14634,13907,14083,70666,241660.0,8600000.0
2006-09-25,13857,14008,13582,13983,104920,239940.0,8600000.0
2006-09-26,13882,14058,13757,13783,39127,236500.0,8600000.0
2006-09-27,13782,14258,13782,14209,82759,243810.0,8600000.0
2006-09-28,14409,14409,14108,14184,21995,243380.0,8600000.0
2006-09-29,14133,14534,13907,14534,93486,249400.0,8600000.0
2006-10-02,14258,14659,14258,14334,44551,245960.0,8600000.0
2006-10-04,14158,14308,13782,13933,58883,239080.0,8600000.0
2006-10-09,13732,13933,12780,13507,119089,231770.0,8600000.0
2006-10-10,13507,13682,13256,13432,92195,230480.0,8600000.0
2006-10-11,13406,13582,13181,13432,63993,230480.0,8600000.0
2006-10-12,13431,13707,13431,13457,73688,230910.0,8600000.0
2006-10-13,13632,13732,13331,13457,82526,230910.0,8600000.0
2006-10-16,13657,14058,13582,14008,94095,240370.0,8600000.0
2006-10-17,14083,14233,13807,13833,63002,237360.0,8600000.0
2006-10-18,13933,14008,13632,13858,42048,237790.0,8600000.0
2006-10-19,13832,13933,13657,13758,39989,236070.0,8600000.0
2006-10-20,13757,13757,13356,13758,106728,236070.0,8600000.0
2006-10-23,13732,13732,13231,13432,82359,230480.0,8600000.0
2006-10-24,13431,13481,13156,13181,77046,226180.0,8600000.0
2006-10-25,13055,13156,12880,12931,91907,221880.0,8600000.0
2006-10-26,13080,13181,12905,13081,81285,224460.0,8600000.0
2006-10-27,13206,13206,12930,13081,78766,224460.0,8600000.0
2006-10-30,12880,13030,12755,12956,40727,222310.0,8600000.0
2006-10-31,13055,13356,13005,13081,101989,224460.0,8600000.0
2006-11-01,13306,13832,13156,13758,132971,236070.0,8600000.0
2006-11-02,13657,13983,13657,13883,71328,238220.0,8600000.0
2006-11-03,13907,14033,13707,13933,52529,239080.0,8600000.0
2006-11-06,14033,14133,13682,14133,65204,242520.0,8600000.0
2006-11-07,14133,14183,13907,14159,56473,242950.0,8600000.0
2006-11-08,13983,14133,13983,14083,52720,241660.0,8600000.0
2006-11-09,14083,14183,13832,14058,55718,241230.0,8600000.0
2006-11-10,13983,13983,13707,13707,69016,235210.0,8600000.0
2006-11-13,13857,14033,13707,13883,79189,238220.0,8600000.0
2006-11-14,13958,14509,13958,14459,99041,248110.0,8600000.0
2006-11-15,14785,14785,14434,14484,76737,248540.0,8600000.0
2006-11-16,14559,14885,14434,14810,103392,254130.0,8600000.0
2006-11-17,14885,14885,14484,14484,56332,248540.0,8600000.0
2006-11-20,14559,14709,14308,14334,48427,245960.0,8600000.0
2006-11-21,14359,14509,14108,14334,43566,245960.0,8600000.0
2006-11-22,14333,14534,14158,14509,46593,248970.0,8600000.0
2006-11-23,14509,14634,14283,14309,53752,245530.0,8600000.0
2006-11-24,14484,14484,14283,14359,37640,246390.0,8600000.0
2006-11-27,14258,14434,14183,14184,32954,243380.0,8600000.0
2006-11-28,14033,14058,13732,14008,84295,240370.0,8600000.0
2006-11-29,13983,14258,13933,14234,53909,244240.0,8600000.0
2006-11-30,14434,14785,14233,14785,55047,253700.0,8600000.0
2006-12-01,14584,14634,14359,14359,71151,246390.0,8600000.0
2006-12-04,14409,14434,14083,14108,48365,242090.0,8600000.0
2006-12-05,14183,14183,13857,14008,60755,240370.0,8600000.0
2006-12-06,13933,13983,13682,13783,64520,236500.0,8600000.0
2006-12-07,13632,13933,13632,13933,53782,239080.0,8600000.0
2006-12-08,13882,13882,13331,13407,65510,230050.0,8600000.0
2006-12-11,13306,13507,13256,13256,30807,227470.0,8600000.0
2006-12-12,13481,13481,12980,13181,48241,226180.0,8600000.0
2006-12-13,12930,13281,12780,13281,71910,227900.0,8600000.0
2006-12-14,13281,13532,13030,13357,82501,229190.0,8600000.0
2006-12-15,13431,13607,13156,13156,111495,225750.0,8600000.0
2006-12-18,13406,13481,13256,13332,51421,228760.0,8600000.0
2006-12-19,13406,13456,13181,13231,116277,227040.0,8600000.0
2006-12-20,13356,13882,13256,13733,95703,235640.0,8600000.0
2006-12-21,13757,13757,13381,13382,53972,229620.0,8600000.0
2006-12-22,13306,13481,13106,13106,63943,224890.0,8600000.0
2006-12-26,13106,13281,12705,12881,55156,221020.0,8600000.0
2006-12-27,12880,13030,12730,13031,35433,223600.0,8600000.0
2006-12-28,13181,13431,12930,13432,59522,230480.0,8600000.0
2007-01-02,13256,13381,13181,13307,15559,228330.0,8600000.0
2007-01-03,13256,13406,12930,13081,24382,224460.0,8600000.0
2007-01-04,12930,13030,12755,12855,25948,220590.0,8600000.0
2007-01-05,12855,12980,12529,12755,21091,218870.0,8600000.0
2007-01-08,12780,13131,12755,12780,32442,219300.0,8600000.0
2007-01-09,12730,13005,12504,12530,44699,215000.0,8600000.0
2007-01-10,12529,12579,12153,12329,30680,211560.0,8600000.0
2007-01-11,12354,12479,12003,12003,43690,205970.0,8600000.0
2007-01-12,12078,12228,12028,12154,40033,208550.0,8600000.0
2007-01-15,12329,12604,12279,12505,40022,214570.0,8600000.0
2007-01-16,12554,12880,12554,12780,43678,219300.0,8600000.0
2007-01-17,12780,12855,12454,12705,32828,218010.0,8600000.0
2007-01-18,12880,12880,12454,12530,13982,215000.0,8600000.0
2007-01-19,12279,12329,11928,11928,28114,204680.0,8600000.0
2007-01-22,11828,11878,11276,11402,54711,195650.0,8600000.0
2007-01-23,11402,11652,11301,11477,34322,196940.0,8600000.0
2007-01-24,11427,12028,11427,11903,22658,204250.0,8600000.0
2007-01-25,12028,12254,11652,11928,20479,204680.0,8600000.0
2007-01-26,11928,11928,11602,11678,20959,200380.0,8600000.0
2007-01-29,12028,12028,11677,11703,29524,200810.0,8600000.0
2007-01-30,11828,11928,11577,11703,44971,200810.0,8600000.0
2007-01-31,11727,11777,11276,11477,45689,196940.0,8600000.0
2007-02-01,11527,11627,11502,11628,64433,199520.0,8600000.0
2007-02-02,11627,11802,11502,11678,128621,200380.0,8600000.0
2007-02-05,11727,11752,11602,11703,103913,200810.0,8600000.0
2007-02-06,11702,12028,11602,11978,137182,205540.0,8600000.0
2007-02-07,11978,12629,11978,12129,134827,208120.0,8600000.0
2007-02-08,12379,12379,11853,12079,49275,207260.0,8600000.0
2007-02-09,12078,12128,11777,11928,67139,204680.0,8600000.0
2007-02-12,11853,11928,11677,11828,36808,202960.0,8600000.0
2007-02-13,11727,12078,11727,11828,42849,202960.0,8600000.0
2007-02-14,11853,12128,11853,12054,166631,206830.0,8600000.0
2007-02-15,12254,12254,11627,11803,175863,202530.0,8600000.0
2007-02-16,11727,11978,11627,11978,168993,205540.0,8600000.0
2007-02-20,12028,12529,11853,12480,78971,214140.0,8600000.0
2007-02-21,12755,12755,12329,12630,102137,216720.0,8600000.0
2007-02-22,12629,13005,12529,12981,142730,222740.0,8600000.0
2007-02-23,12880,13030,12680,12830,31054,220160.0,8600000.0
2007-02-26,12629,12830,12504,12605,35834,216290.0,8600000.0
2007-02-27,12579,12604,12203,12204,45824,209410.0,8600000.0
2007-02-28,11777,12203,11752,12204,55598,209410.0,8600000.0
2007-03-02,12203,12203,11978,12054,39312,206830.0,8600000.0
2007-03-05,12078,12078,11552,11577,83118,198660.0,8600000.0
2007-03-06,11376,12128,11376,12104,66848,207690.0,8600000.0
2007-03-07,12203,12279,12028,12029,29831,206400.0,8600000.0
2007-03-08,12028,12429,11903,12304,55463,211130.0,8600000.0
2007-03-09,12304,12404,12178,12204,24417,209410.0,8600000.0
2007-03-12,12228,12379,12078,12079,31472,207260.0,8600000.0
2007-03-13,12228,12254,11953,12229,36437,209840.0,8600000.0
2007-03-14,12028,12103,11953,11978,20226,205540.0,8600000.0
2007-03-15,12128,12429,12003,12379,48608,212420.0,8600000.0
2007-03-16,12429,13206,12404,13131,138056,225320.0,8600000.0
2007-03-19,13181,13582,12980,13582,117908,233060.0,8600000.0
2007-03-20,13657,13707,13281,13607,108059,233490.0,8600000.0
2007-03-21,13431,13657,13306,13582,90962,233060.0,8600000.0
2007-03-22,13732,13857,13582,13858,78518,237790.0,8600000.0
2007-03-23,13782,13782,13381,13482,65813,231340.0,8600000.0
2007-03-26,13431,13507,13181,13457,38489,230910.0,8600000.0
2007-03-27,13481,13481,13231,13432,29260,230480.0,8600000.0
2007-03-28,13281,13456,13106,13206,38101,226610.0,8600000.0
2007-03-29,13106,13431,13106,13382,46788,229620.0,8600000.0
2007-03-30,13532,13882,13431,13883,82415,238220.0,8600000.0
2007-04-02,13882,13882,13632,13783,52509,236500.0,8600000.0
2007-04-03,13682,14033,13657,13833,42625,237360.0,8600000.0
2007-04-04,13832,13983,13657,13783,141117,236500.0,8600000.0
2007-04-05,13757,13782,13557,13582,77735,233060.0,8600000.0
2007-04-06,13682,13682,13356,13582,72023,233060.0,8600000.0
2007-04-09,13632,13832,13331,13332,68891,228760.0,8600000.0
2007-04-10,13331,13507,13281,13332,69499,228760.0,8600000.0
2007-04-11,13406,13757,13381,13707,73220,235210.0,8600000.0
2007-04-12,13682,13782,13431,13682,65655,234780.0,8600000.0
2007-04-13,14058,14835,13782,14560,245971,249830.0,8600000.0
2007-04-16,14734,14785,14359,14735,111307,252840.0,8600000.0
2007-04-17,14885,14910,14333,14384,83878,246820.0,8600000.0
2007-04-18,14233,14359,13958,14334,88235,245960.0,8600000.0
2007-04-19,14283,14283,14058,14133,40722,242520.0,8600000.0
2007-04-20,13983,14509,13983,14509,52472,248970.0,8600000.0
2007-04-23,14684,14785,14359,14384,86301,246820.0,8600000.0
2007-04-24,14258,14333,14033,14033,61530,240800.0,8600000.0
2007-04-25,14308,14384,13607,13783,110044,236500.0,8600000.0
2007-04-26,13857,14810,13857,14434,135760,247680.0,8600000.0
2007-04-27,14534,15110,14484,14835,171174,254560.0,8600000.0
2007-04-30,14835,14935,14434,14835,57209,254560.0,8600000.0
2007-05-02,14734,15135,14584,15136,86767,259720.0,8600000.0
2007-05-03,15261,15261,14534,14835,115032,254560.0,8600000.0
2007-05-04,14835,14935,14158,14159,175681,242950.0,8600000.0
2007-05-07,14409,14534,14083,14184,218536,243380.0,8600000.0
2007-05-08,14233,14384,13983,14058,118828,241230.0,8600000.0
2007-05-09,13958,14108,13707,13883,210395,238220.0,8600000.0
2007-05-10,13907,14033,13832,13983,138925,239940.0,8600000.0
2007-05-11,13882,13882,13557,13783,132725,236500.0,8600000.0
2007-05-14,13857,14208,13782,14209,141008,243810.0,8600000.0
2007-05-15,14384,14384,14008,14008,81621,240370.0,8600000.0
2007-05-16,14133,14133,13832,14033,36089,240800.0,8600000.0
2007-05-17,14283,14283,13933,14033,109080,240800.0,8600000.0
2007-05-18,14183,14183,13933,14033,54656,240800.0,8600000.0
2007-05-21,14033,14283,13807,14133,106664,242520.0,8600000.0
2007-05-22,14359,14935,14233,14935,172382,256280.0,8600000.0
2007-05-23,15286,15286,14785,15036,90146,258000.0,8600000.0
2007-05-25,14935,15135,14609,15136,84526,259720.0,8600000.0
2007-05-28,15085,15286,14885,15036,108010,258000.0,8600000.0
2007-05-29,15060,15962,15060,15963,173954,273910.0,8600000.0
2007-05-30,16012,16238,15536,15863,90178,272190.0,8600000.0
2007-05-31,15862,16388,15687,16389,164144,281220.0,8600000.0
2007-06-01,16188,17391,16188,17015,271191,291970.0,8600000.0
2007-06-04,17240,17892,16789,16940,124041,290680.0,8600000.0
2007-06-05,17691,17691,16589,16840,100029,288960.0,8600000.0
2007-06-07,17441,18293,17065,18043,250201,309600.0,8600000.0
2007-06-08,17867,18443,17792,18444,115837,316480.0,8600000.0
2007-06-11,18368,18518,18017,18118,120844,310890.0,8600000.0
2007-06-12,18243,18468,17942,18068,72171,310030.0,8600000.0
2007-06-13,17992,19295,17992,19246,179640,330240.0,8600000.0
2007-06-14,19395,20298,18995,20048,205286,344000.0,8600000.0
2007-06-15,20047,20924,19696,20699,166659,355180.0,8600000.0
2007-06-18,21049,22854,21049,21701,263743,372380.0,8600000.0
2007-06-19,21776,23004,20849,21902,213551,375820.0,8600000.0
2007-06-20,21676,21876,20348,20549,223207,352600.0,8600000.0
2007-06-21,20097,20999,19922,20699,167905,355180.0,8600000.0
2007-06-22,20724,21049,20072,20699,89497,355180.0,8600000.0
2007-06-25,20348,20548,19596,20022,125265,343570.0,8600000.0
2007-06-26,19696,20298,18569,20298,205566,348300.0,8600000.0
2007-06-27,19897,20247,19095,19797,120881,339700.0,8600000.0
2007-06-28,19796,20047,19345,19922,91213,341850.0,8600000.0
2007-06-29,19796,20247,19496,19997,69952,343140.0,8600000.0
2007-07-02,19821,19997,19245,19396,67094,332820.0,8600000.0
2007-07-03,19521,20724,19095,19972,294529,342710.0,8600000.0
2007-07-04,20799,20924,19847,19847,230819,340560.0,8600000.0
2007-07-05,19947,20147,19345,19346,128443,331960.0,8600000.0
2007-07-06,19546,19947,19095,19897,117300,341420.0,8600000.0
2007-07-09,20197,20197,19345,19346,121278,331960.0,8600000.0
2007-07-10,19847,20097,18744,18845,204835,323360.0,8600000.0
2007-07-11,18869,19270,18844,19246,77442,330240.0,8600000.0
2007-07-12,19646,19947,19421,19471,309719,334110.0,8600000.0
2007-07-13,19671,19821,18819,19221,216214,329810.0,8600000.0
2007-07-16,19220,19646,18694,18945,113000,325080.0,8600000.0
2007-07-18,19070,19220,18969,19120,99726,328090.0,8600000.0
2007-07-19,18819,19295,18819,19221,70256,329810.0,8600000.0
2007-07-20,19295,19596,19045,19571,104126,335830.0,8600000.0
2007-07-23,19496,19796,19370,19571,92077,335830.0,8600000.0
2007-07-24,19746,20423,19646,20298,159993,348300.0,8600000.0
2007-07-25,19897,20448,19897,20173,65272,346150.0,8600000.0
2007-07-26,20247,20247,19095,19095,123428,327660.0,8600000.0
2007-07-27,18769,18769,17817,17892,97034,307020.0,8600000.0
2007-07-30,17541,18293,17341,18293,113685,313900.0,8600000.0
2007-07-31,18293,18518,17917,18519,123816,317770.0,8600000.0
2007-08-01,18393,18594,16338,17291,72966,296700.0,8600000.0
2007-08-02,17566,17792,16438,16790,123316,288100.0,8600000.0
2007-08-03,17290,17290,16714,17116,90000,293690.0,8600000.0
2007-08-06,16839,17115,16689,16840,49137,288960.0,8600000.0
2007-08-07,17165,17341,16789,17040,67023,292400.0,8600000.0
2007-08-08,17316,17967,17165,17792,72455,305300.0,8600000.0
2007-08-09,17842,17867,17115,17116,133907,293690.0,8600000.0
2007-08-10,16789,16789,15862,15888,143473,272620.0,8600000.0
2007-08-13,16063,16238,15311,15587,90232,267460.0,8600000.0
2007-08-14,15336,15637,14885,14935,105378,256280.0,8600000.0
2007-08-16,14208,14734,12705,12780,165085,219300.0,8600000.0
2007-08-17,12629,13782,12479,13031,113059,223600.0,8600000.0
2007-08-20,13707,14233,13607,14159,138039,242950.0,8600000.0
2007-08-21,14283,14434,13782,13983,93927,239940.0,8600000.0
2007-08-22,13832,14333,13507,13607,136637,233490.0,8600000.0
2007-08-23,13933,14384,13857,14284,155178,245100.0,8600000.0
2007-08-24,14308,15035,14083,14885,113945,255420.0,8600000.0
2007-08-27,15787,15787,15160,15286,168536,262300.0,8600000.0
2007-08-28,15261,16263,14935,15787,171586,270900.0,8600000.0
2007-08-29,15035,15536,14935,15286,68176,262300.0,8600000.0
2007-08-30,15737,16063,15110,16063,131295,275630.0,8600000.0
2007-08-31,16088,16338,15787,16339,51540,280360.0,8600000.0
2007-09-03,16438,16438,16038,16038,53616,275200.0,8600000.0
2007-09-04,16188,16188,15386,15963,88559,273910.0,8600000.0
2007-09-05,16188,16188,14609,14610,304548,250690.0,8600000.0
2007-09-06,14484,14885,14183,14359,188469,246390.0,8600000.0
2007-09-07,14684,14910,14409,14785,96579,253700.0,8600000.0
2007-09-10,14384,15010,14183,14785,76671,253700.0,8600000.0
2007-09-11,14985,15311,14734,14935,89563,256280.0,8600000.0
2007-09-12,15110,15135,14484,14935,78584,256280.0,8600000.0
2007-09-13,14785,14960,14534,14760,23231,253270.0,8600000.0
2007-09-14,14985,15311,14835,15261,58336,261870.0,8600000.0
2007-09-17,15211,15261,14785,14885,35371,255420.0,8600000.0
2007-09-18,14810,14885,14108,14660,145630,251550.0,8600000.0
2007-09-19,14960,15060,14509,14860,61225,254990.0,8600000.0
2007-09-20,14935,14935,14308,14434,40935,247680.0,8600000.0
2007-09-21,14283,14434,13933,13958,84268,239510.0,8600000.0
2007-09-27,14008,14033,13181,13482,203717,231340.0,8600000.0
2007-09-28,13782,14108,13732,13733,185940,235640.0,8600000.0
2007-10-01,13807,14785,13807,14760,215646,253270.0,8600000.0
2007-10-02,15236,15787,15035,15386,220398,264020.0,8600000.0
2007-10-04,15361,15687,14985,15587,83648,267460.0,8600000.0
2007-10-05,15436,15712,14960,15687,141023,269180.0,8600000.0
2007-10-08,15687,15787,15236,15512,70441,266170.0,8600000.0
2007-10-09,15662,15987,15361,15386,79518,264020.0,8600000.0
2007-10-10,15637,16163,15536,15662,159365,268750.0,8600000.0
2007-10-11,15887,15887,15160,15286,90887,262300.0,8600000.0
2007-10-12,15185,15185,14484,14785,93230,253700.0,8600000.0
2007-10-15,14734,14785,14233,14534,97737,249400.0,8600000.0
2007-10-16,14534,14634,14158,14284,75065,245100.0,8600000.0
2007-10-17,14158,14158,13682,13783,66358,236500.0,8600000.0
2007-10-18,14083,14785,13907,14785,87488,253700.0,8600000.0
2007-10-19,15035,15236,14659,15036,108032,258000.0,8600000.0
2007-10-22,14183,15386,13832,15086,103842,258860.0,8600000.0
2007-10-23,15336,15812,15185,15587,80706,267460.0,8600000.0
2007-10-24,15862,15862,14885,15036,115818,258000.0,8600000.0
2007-10-25,15135,15561,14709,15286,77036,262300.0,8600000.0
2007-10-26,15536,16664,15010,16639,141548,285520.0,8600000.0
2007-10-29,16940,17917,16789,17917,290023,307450.0,8600000.0
2007-10-30,17917,18343,17015,18343,183235,314760.0,8600000.0
2007-10-31,17967,18343,17817,18343,125084,314760.0,8600000.0
2007-11-01,18343,18844,17541,18744,206910,321640.0,8600000.0
2007-11-02,18092,18368,17366,17542,165872,301000.0,8600000.0
2007-11-05,17917,17942,17015,17692,52410,303580.0,8600000.0
2007-11-06,17591,18543,17416,18544,83768,318200.0,8600000.0
2007-11-07,19145,19245,17416,17968,175095,308310.0,8600000.0
2007-11-08,17290,17917,16388,16740,194381,287240.0,8600000.0
2007-11-09,16890,17090,15762,16539,111731,283800.0,8600000.0
2007-11-12,15987,16338,14985,15286,115396,262300.0,8600000.0
2007-11-13,15085,15687,15085,15361,59027,263590.0,8600000.0
2007-11-14,16038,16113,15411,15412,97570,264450.0,8600000.0
2007-11-15,15211,16113,15211,15787,86351,270900.0,8600000.0
2007-11-16,15737,15962,15286,15737,24197,270040.0,8600000.0
2007-11-19,15837,16213,15637,15637,32171,268320.0,8600000.0
2007-11-20,15486,15787,14734,15687,72330,269180.0,8600000.0
2007-11-21,15687,16063,15010,15061,44190,258430.0,8600000.0
2007-11-22,14935,15361,14759,15036,32167,258000.0,8600000.0
2007-11-23,14935,15185,14233,14309,32239,245530.0,8600000.0
2007-11-26,14559,15211,14559,15211,32325,261010.0,8600000.0
2007-11-27,15135,15185,14684,15111,32631,259290.0,8600000.0
2007-11-28,15586,15687,15386,15537,47466,266600.0,8600000.0
2007-11-29,15712,15837,15511,15812,36237,271330.0,8600000.0
2007-11-30,15837,15962,15737,15838,34397,271760.0,8600000.0
2007-12-03,16088,16088,15511,15512,20263,266170.0,8600000.0
2007-12-04,15536,16288,15536,16038,46768,275200.0,8600000.0
2007-12-05,16088,16113,15837,16038,24079,275200.0,8600000.0
2007-12-06,16288,16639,16163,16639,60753,285520.0,8600000.0
2007-12-07,16839,17190,16213,16238,54237,278640.0,8600000.0
2007-12-10,16263,16438,15837,16138,25847,276920.0,8600000.0
2007-12-11,16514,16514,15812,15812,20142,271330.0,8600000.0
2007-12-12,15511,15737,15361,15437,23251,264880.0,8600000.0
2007-12-13,15436,15637,15160,15211,20668,261010.0,8600000.0
2007-12-14,15211,15687,15135,15462,16190,265310.0,8600000.0
2007-12-17,15185,15461,15035,15036,20873,258000.0,8600000.0
2007-12-18,14734,14860,14459,14685,82081,251980.0,8600000.0
2007-12-20,14885,14885,14559,14585,32316,250260.0,8600000.0
2007-12-21,14684,14684,14083,14284,79389,245100.0,8600000.0
2007-12-24,14384,14734,14333,14409,35191,247250.0,8600000.0
2007-12-26,14584,15010,14434,14860,38031,254990.0,8600000.0
2007-12-27,14835,14835,14534,14835,25077,254560.0,8600000.0
2007-12-28,14709,15236,14684,15086,17347,258860.0,8600000.0
2008-01-02,15035,15085,14484,14484,37616,248540.0,8600000.0
2008-01-03,14384,14509,14108,14484,41161,248540.0,8600000.0
2008-01-04,14384,14459,14233,14334,31864,245960.0,8600000.0
2008-01-07,13882,13882,13682,13707,42073,235210.0,8600000.0
2008-01-08,13331,13431,12654,13081,128860,224460.0,8600000.0
2008-01-09,12755,13256,12755,13206,55916,226610.0,8600000.0
2008-01-10,13131,13181,12730,12780,62295,219300.0,8600000.0
2008-01-11,12805,12855,11903,12329,112366,211560.0,8600000.0
2008-01-14,12003,12304,11552,11552,76302,198230.0,8600000.0
2008-01-15,11577,11853,11376,11728,59881,201240.0,8600000.0
2008-01-16,11427,12028,11226,11277,64764,193500.0,8600000.0
2008-01-17,11427,11627,11051,11051,71673,189630.0,8600000.0
2008-01-18,10750,11577,10725,11527,51252,197800.0,8600000.0
2008-01-21,11702,11702,11151,11176,37247,191780.0,8600000.0
2008-01-22,11076,11176,9848,10274,90666,176300.0,8600000.0
2008-01-23,10575,10750,9723,10149,131789,174150.0,8600000.0
2008-01-24,10199,10424,10098,10199,112973,175010.0,8600000.0
2008-01-25,10524,10600,10249,10299,87367,176730.0,8600000.0
2008-01-28,10224,10424,10123,10274,85607,176300.0,8600000.0
2008-01-29,10600,10725,10199,10274,47656,176300.0,8600000.0
2008-01-30,10374,10650,9923,10174,63999,174580.0,8600000.0
2008-01-31,10299,10575,10149,10575,52903,181460.0,8600000.0
2008-02-01,10575,10725,10299,10324,87075,177160.0,8600000.0
2008-02-04,10725,10725,10374,10500,78290,180170.0,8600000.0
2008-02-05,10474,10650,10449,10650,37671,182750.0,8600000.0
2008-02-11,10399,10424,10249,10400,31312,178450.0,8600000.0
2008-02-12,10424,10474,10299,10400,18685,178450.0,8600000.0
2008-02-13,10524,10725,10449,10600,33360,181890.0,8600000.0
2008-02-14,10725,10825,10299,10400,117278,178450.0,8600000.0
2008-02-15,10324,10324,10073,10224,50169,175440.0,8600000.0
2008-02-18,10224,10474,10224,10400,52602,178450.0,8600000.0
2008-02-19,10424,10825,10399,10801,53384,185330.0,8600000.0
2008-02-20,10950,11151,10775,10826,99691,185760.0,8600000.0
2008-02-21,10850,11026,10675,10826,42817,185760.0,8600000.0
2008-02-22,10725,10900,10575,10826,33805,185760.0,8600000.0
2008-02-25,10875,10950,10650,10700,31676,183610.0,8600000.0
2008-02-26,10950,11727,10725,11151,251851,191350.0,8600000.0
2008-02-27,11151,11502,10950,11126,71947,190920.0,8600000.0
2008-02-28,11276,11326,11001,11227,47279,192640.0,8600000.0
2008-02-29,11076,11351,11026,11252,36652,193070.0,8600000.0
2008-03-03,10976,11276,10800,11202,30485,192210.0,8600000.0
2008-03-04,11076,11251,10850,10926,72179,187480.0,8600000.0
2008-03-05,10925,11051,10775,10876,39923,186620.0,8600000.0
2008-03-06,10925,11076,10775,11076,50426,190060.0,8600000.0
2008-03-07,10875,11151,10825,11076,36929,190060.0,8600000.0
2008-03-10,10925,11076,10850,10926,28753,187480.0,8600000.0
2008-03-11,10825,11351,10800,11352,40192,194790.0,8600000.0
2008-03-12,11677,11828,11402,11402,68458,195650.0,8600000.0
2008-03-13,11527,11527,11026,11327,35463,194360.0,8600000.0
2008-03-14,11477,11527,11126,11227,29830,192640.0,8600000.0
2008-03-17,11176,11226,10675,10876,25043,186620.0,8600000.0
2008-03-18,10900,11527,10775,11527,85147,197800.0,8600000.0
2008-03-19,11727,11727,11151,11427,71270,196080.0,8600000.0
2008-03-20,11276,11427,11076,11151,24086,191350.0,8600000.0
2008-03-21,11351,11402,11176,11202,28651,192210.0,8600000.0
2008-03-24,11201,11452,11201,11377,22956,195220.0,8600000.0
2008-03-25,11527,11652,11427,11602,36301,199090.0,8600000.0
2008-03-26,11502,11627,11376,11552,24496,198230.0,8600000.0
2008-03-27,11577,12178,11577,12054,128068,206830.0,8600000.0
2008-03-28,12153,12429,11978,12354,57659,211990.0,8600000.0
2008-03-31,12254,12379,12103,12154,48493,208550.0,8600000.0
2008-04-01,12128,12354,11828,12029,53680,206400.0,8600000.0
2008-04-02,12203,12529,12053,12505,91649,214570.0,8600000.0
2008-04-03,12604,12705,12078,12079,52416,207260.0,8600000.0
2008-04-04,12028,12479,11953,12429,47294,213280.0,8600000.0
2008-04-07,12429,12654,12254,12429,37885,213280.0,8600000.0
2008-04-08,12329,12454,12203,12429,25118,213280.0,8600000.0
2008-04-10,12429,12454,12153,12429,25345,213280.0,8600000.0
2008-04-11,12529,12604,12228,12404,32733,212850.0,8600000.0
2008-04-14,12228,12379,11752,11753,41668,201670.0,8600000.0
2008-04-15,11828,11828,11376,11427,46203,196080.0,8600000.0
2008-04-16,11452,11677,11427,11628,40401,199520.0,8600000.0
2008-04-17,11828,11878,11402,11402,37888,195650.0,8600000.0
2008-04-18,11502,11602,11076,11176,149027,191780.0,8600000.0
2008-04-21,11301,11376,11176,11302,50960,193930.0,8600000.0
2008-04-22,11326,11752,11326,11678,66836,200380.0,8600000.0
2008-04-23,11652,11777,11427,11427,58950,196080.0,8600000.0
2008-04-24,11527,11677,11402,11427,55278,196080.0,8600000.0
2008-04-25,11577,11602,11351,11477,43503,196940.0,8600000.0
2008-04-28,11577,11627,11326,11327,41113,194360.0,8600000.0
2008-04-29,11326,12003,11326,12003,91471,205970.0,8600000.0
2008-04-30,12178,12930,12178,12931,198646,221880.0,8600000.0
2008-05-02,13381,13532,13005,13332,191151,228760.0,8600000.0
2008-05-06,13156,13682,13156,13532,91633,232200.0,8600000.0
2008-05-07,13732,13732,13206,13657,89185,234350.0,8600000.0
2008-05-08,13507,13707,13030,13707,60796,235210.0,8600000.0
2008-05-09,13782,14033,13206,13332,84305,228760.0,8600000.0
2008-05-13,13481,13782,13306,13382,58558,229620.0,8600000.0
2008-05-14,13707,13958,12930,12981,113214,222740.0,8600000.0
2008-05-15,13030,13131,12680,12855,109688,220590.0,8600000.0
2008-05-16,12880,13030,12354,12855,138395,220590.0,8600000.0
2008-05-19,12705,12980,12454,12505,123481,214570.0,8600000.0
2008-05-20,12629,12755,12454,12555,62463,215430.0,8600000.0
2008-05-21,12379,13181,12279,12830,91997,220160.0,8600000.0
2008-05-22,12730,13181,12680,13181,76649,226180.0,8600000.0
2008-05-23,13281,13306,12730,12780,52574,219300.0,8600000.0
2008-05-26,12554,12604,11953,12179,143585,208980.0,8600000.0
2008-05-27,12053,12178,11652,11728,119057,201240.0,8600000.0
2008-05-28,11903,12153,11903,12129,86410,208120.0,8600000.0
2008-05-29,12254,12329,12053,12179,70048,208980.0,8600000.0
2008-05-30,12329,12654,12228,12530,62563,215000.0,8600000.0
2008-06-02,12554,12680,12329,12655,51538,217150.0,8600000.0
