칩스앤미디어(094360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-05,4408,4448,4298,4334,12208,29753.0,3435732.0
2015-11-06,4328,4328,4203,4289,16533,29444.0,3435732.0
2015-11-09,4288,4373,4058,4204,31070,28860.0,3435732.0
2015-11-10,4103,4393,4103,4183,7641,28723.0,3435732.0
2015-11-11,4268,4268,4058,4058,21096,27864.0,3435732.0
2015-11-12,4093,4298,4063,4204,5373,28860.0,3435732.0
2015-11-13,4083,4303,4033,4123,33342,28310.0,3435732.0
2015-11-16,4053,4203,4053,4113,8845,28242.0,3435732.0
2015-11-17,4198,4253,4103,4199,27688,28826.0,3435732.0
2015-11-18,4283,4448,4168,4389,12219,30131.0,3435732.0
2015-11-19,4388,4498,4388,4429,5591,30406.0,3435732.0
2015-11-20,4403,4648,4393,4529,17945,31093.0,3435732.0
2015-11-23,4648,4703,4528,4589,18029,31506.0,3435732.0
2015-11-24,4698,4698,4588,4619,4492,31712.0,3435732.0
2015-11-25,4648,4648,4503,4554,4453,31265.0,3435732.0
2015-11-26,4553,4598,4453,4564,6173,31334.0,3435732.0
2015-11-27,4503,4603,4443,4579,15046,31437.0,3435732.0
2015-11-30,4578,4578,4453,4544,4585,31196.0,3435732.0
2015-12-01,4478,4573,4468,4504,3511,30922.0,3435732.0
2015-12-02,4553,4578,4478,4529,5282,31093.0,3435732.0
2015-12-03,4523,4568,4463,4569,15467,31368.0,3435732.0
2015-12-04,4573,4573,4503,4559,3867,31300.0,3435732.0
2015-12-07,4578,4603,4513,4584,7717,31471.0,3435732.0
2015-12-08,4503,4678,4478,4584,11560,31471.0,3435732.0
2015-12-09,4523,4623,4508,4579,1677,31437.0,3435732.0
2015-12-10,4578,4638,4518,4564,16642,31334.0,3435732.0
2015-12-11,4528,4628,4528,4594,7778,31540.0,3435732.0
2015-12-14,4593,5104,4503,4704,139273,32296.0,3435732.0
2015-12-15,4899,4949,4723,4819,57760,33086.0,3435732.0
2015-12-16,4819,4889,4708,4724,22947,32433.0,3435732.0
2015-12-17,4763,4834,4723,4804,22078,33067.0,3444531.0
2015-12-18,4804,4879,4733,4854,14942,33412.0,3444531.0
2015-12-21,4809,4999,4809,4929,32209,33929.0,3444531.0
2015-12-22,4934,5054,4934,5004,30597,34445.0,3444531.0
2015-12-23,5004,5079,4949,5029,34468,34618.0,3444531.0
2015-12-24,5029,5954,5029,5379,201372,37029.0,3444531.0
2015-12-28,5379,6080,5379,5980,201190,41162.0,3444531.0
2015-12-29,5980,7160,5670,5800,198322,19978.0,3444531.0
2015-12-30,5830,6070,5800,6000,67595,20667.0,3444531.0
2016-01-04,5920,6120,5920,6050,66438,20839.0,3444531.0
2016-01-05,5910,6050,5770,5920,43045,20392.0,3444531.0
2016-01-06,6000,6020,5760,5920,30466,20392.0,3444531.0
2016-01-07,5800,5940,5500,5650,43289,19462.0,3444531.0
2016-01-08,5420,5900,5370,5850,41675,20151.0,3444531.0
2016-01-11,5850,5850,5620,5670,21796,19530.0,3444531.0
2016-01-12,5630,5790,5380,5400,35854,18600.0,3444531.0
2016-01-13,5400,5440,5200,5370,37803,18497.0,3444531.0
2016-01-14,5360,5380,5110,5200,37147,17912.0,3444531.0
2016-01-15,5210,5370,5110,5300,26279,18256.0,3444531.0
2016-01-18,5400,5410,5000,5270,13328,18153.0,3444531.0
2016-01-19,5100,5200,4915,5020,200320,34583.0,6889062.0
2016-01-20,5000,5010,4440,4750,256898,32723.0,6889062.0
2016-01-21,4790,4800,4505,4780,55601,32930.0,6889062.0
2016-01-22,4800,5000,4780,4995,72126,34411.0,6889062.0
2016-01-25,5000,5170,4865,4980,49545,34308.0,6889062.0
2016-01-26,5000,5000,4820,4900,26843,33756.0,6889062.0
2016-01-27,4900,5050,4830,4920,19830,33894.0,6889062.0
2016-01-28,4985,4985,4670,4820,52809,33205.0,6889062.0
2016-01-29,4815,4865,4675,4780,27765,32930.0,6889062.0
2016-02-01,4750,4800,4645,4775,17563,32895.0,6889062.0
2016-02-02,4775,4965,4720,4965,41121,34204.0,6889062.0
2016-02-03,4945,5020,4945,5010,85820,34514.0,6889062.0
2016-02-04,5000,5000,4700,4945,55122,34066.0,6889062.0
2016-02-05,4980,4980,4820,4930,29329,33963.0,6889062.0
2016-02-11,4895,4895,4610,4680,25302,32241.0,6889062.0
2016-02-12,4590,4690,4150,4460,90687,30725.0,6889062.0
2016-02-15,4460,4900,4340,4440,44472,30587.0,6889062.0
2016-02-16,4680,4680,4225,4485,105066,30897.0,6889062.0
2016-02-17,4500,4500,4260,4295,71612,29589.0,6889062.0
2016-02-18,4310,4655,4280,4355,41224,30002.0,6889062.0
2016-02-19,4355,4595,4300,4555,39349,31380.0,6889062.0
2016-02-22,4675,5140,4595,4945,106505,34066.0,6889062.0
2016-02-23,5010,6420,4900,6420,5708335,44228.0,6889062.0
2016-02-24,7010,7200,6150,7200,5791301,49601.0,6889062.0
2016-02-25,6780,6870,6140,6140,2460247,42299.0,6889062.0
2016-02-26,6000,6040,5660,5790,1257083,39888.0,6889062.0
2016-02-29,5850,7210,5850,6150,6224825,42368.0,6889062.0
2016-03-02,6350,6620,6060,6340,1389721,43677.0,6889062.0
2016-03-03,6270,6320,5900,6100,984278,42023.0,6889062.0
2016-03-04,6230,6490,6020,6490,1045029,44710.0,6889062.0
2016-03-07,6560,6750,6300,6300,1195524,43401.0,6889062.0
2016-03-08,6340,6450,6000,6040,570727,41610.0,6889062.0
2016-03-09,5970,6070,5810,5890,373268,40577.0,6889062.0
2016-03-10,5980,6060,5740,6060,483874,41748.0,6889062.0
2016-03-11,5960,6070,5870,5990,236356,41265.0,6889062.0
2016-03-14,6050,6170,5830,5990,265432,41265.0,6889062.0
2016-03-15,5990,6160,5870,6150,331828,42368.0,6889062.0
2016-03-16,6170,7990,6150,7800,5710103,53735.0,6889062.0
2016-03-17,7690,7990,7210,7400,2846875,50979.0,6889062.0
2016-03-18,7370,7570,7060,7410,1445661,51914.0,7005903.0
2016-03-21,7450,7720,7210,7260,1209056,50863.0,7005903.0
2016-03-22,7300,7360,7000,7120,453677,49882.0,7005903.0
2016-03-23,7170,7180,6890,6920,434291,48481.0,7005903.0
2016-03-24,6970,7520,6950,7150,1204744,50092.0,7005903.0
2016-03-25,7150,7180,6810,6880,480333,48201.0,7005903.0
2016-03-28,6880,6980,6670,6760,343727,47360.0,7005903.0
2016-03-29,6850,7160,6800,6900,445329,48341.0,7005903.0
2016-03-30,6970,7140,6780,7140,277010,50022.0,7005903.0
2016-03-31,7200,7280,6840,6960,288679,48761.0,7005903.0
2016-04-01,6950,7260,6930,6960,472480,48761.0,7005903.0
2016-04-04,7000,7090,6850,6940,212307,48621.0,7005903.0
2016-04-05,6950,7250,6890,7010,384112,49111.0,7005903.0
2016-04-06,7190,7710,7010,7340,1776046,51423.0,7005903.0
2016-04-07,7700,7890,7130,7230,816113,50653.0,7005903.0
2016-04-08,7150,7150,6920,6950,257251,48691.0,7005903.0
2016-04-11,7030,7030,6650,6650,331785,46589.0,7005903.0
2016-04-12,6710,6750,6500,6580,174344,46099.0,7005903.0
2016-04-14,6650,6690,6530,6610,128039,46309.0,7005903.0
2016-04-15,6650,6700,6520,6700,88189,46940.0,7005903.0
2016-04-18,6750,6750,6580,6670,75933,46729.0,7005903.0
2016-04-19,6580,6700,6550,6630,81903,46449.0,7005903.0
2016-04-20,6570,6720,6560,6650,115948,46589.0,7005903.0
2016-04-21,6650,6650,6560,6590,79315,46169.0,7005903.0
2016-04-22,6590,6950,6500,6950,202609,48691.0,7005903.0
2016-04-25,6920,7150,6800,6940,332398,48621.0,7005903.0
2016-04-26,7000,7030,6860,6950,145331,48691.0,7005903.0
2016-04-27,6910,6990,6550,6550,235131,45889.0,7005903.0
2016-04-28,6520,6660,6470,6640,147181,46519.0,7005903.0
2016-04-29,6600,6650,6480,6630,102368,46449.0,7005903.0
2016-05-02,6700,6750,6520,6620,77685,46379.0,7005903.0
2016-05-03,6630,6800,6490,6800,137738,47640.0,7005903.0
2016-05-04,6740,6740,6540,6620,94496,46379.0,7005903.0
2016-05-09,6620,6640,6470,6530,59974,45749.0,7005903.0
2016-05-10,6520,6580,6480,6530,52081,45749.0,7005903.0
2016-05-11,6510,6620,6430,6520,69669,45678.0,7005903.0
2016-05-12,6500,6860,6460,6650,181598,46589.0,7005903.0
2016-05-13,6700,6890,6620,6850,167059,47990.0,7005903.0
2016-05-16,6890,6960,6760,6900,154362,48341.0,7005903.0
2016-05-17,7000,7240,6750,6890,261133,48271.0,7005903.0
2016-05-18,7000,7100,6820,6880,249981,48201.0,7005903.0
2016-05-19,7510,8890,7000,7000,6058182,49041.0,7005903.0
2016-05-20,6930,7060,6770,6850,695570,47990.0,7005903.0
2016-05-23,7100,7140,6860,7010,417167,49111.0,7005903.0
2016-05-24,7000,7060,6820,6870,263470,48131.0,7005903.0
2016-05-25,6860,7240,6800,7050,583479,49392.0,7005903.0
2016-05-26,7100,7150,6960,7140,205197,50022.0,7005903.0
2016-05-27,7170,7690,7150,7600,838444,53245.0,7005903.0
2016-05-30,7690,8100,7240,7390,608725,51774.0,7005903.0
2016-05-31,7390,7500,7180,7490,200978,52474.0,7005903.0
2016-06-01,7550,7660,7380,7500,184649,52544.0,7005903.0
2016-06-02,7540,8300,7350,8220,1170928,57589.0,7005903.0
2016-06-03,8150,8150,7800,7950,453345,55697.0,7005903.0
2016-06-07,8000,8500,7810,8250,540783,57799.0,7005903.0
2016-06-08,8330,9290,8240,9000,2055353,63053.0,7005903.0
2016-06-09,9080,9980,8700,9110,2126395,63824.0,7005903.0
2016-06-10,9250,9960,9190,9960,1207530,69779.0,7005903.0
2016-06-13,9800,10150,9500,9580,554141,67117.0,7005903.0
2016-06-14,9430,9530,8830,9190,659199,64384.0,7005903.0
2016-06-15,9290,9620,9060,9200,480098,64454.0,7005903.0
2016-06-16,9170,9200,8640,8740,405699,61232.0,7005903.0
2016-06-17,8740,8930,8380,8420,325652,58990.0,7005903.0
2016-06-20,8430,9090,8380,9050,365657,63403.0,7005903.0
2016-06-21,9060,9060,8580,8810,300860,61722.0,7005903.0
2016-06-22,8810,9500,8810,9400,637587,65855.0,7005903.0
2016-06-23,9310,9850,9100,9600,544818,67257.0,7005903.0
2016-06-24,9700,10750,8600,9300,2679564,66835.0,7186543.0
2016-06-27,8990,9180,8700,8780,587633,63098.0,7186543.0
2016-06-28,8650,9050,8550,8910,393433,64032.0,7186543.0
2016-06-29,9030,9840,9020,9220,940826,66260.0,7186543.0
2016-06-30,9430,9500,9190,9290,295211,66763.0,7186543.0
2016-07-01,9390,9540,9110,9120,222152,65541.0,7186543.0
2016-07-04,9070,9750,9070,9580,387713,68847.0,7186543.0
2016-07-05,9680,10450,9550,10450,942836,75099.0,7186543.0
2016-07-06,10300,10950,9990,10450,891882,75099.0,7186543.0
2016-07-07,10550,10900,10250,10350,475681,74381.0,7186543.0
2016-07-08,10350,10550,9630,9960,568038,71578.0,7186543.0
2016-07-11,10050,10200,9800,9950,190900,71506.0,7186543.0
2016-07-12,10300,10450,9870,9880,298278,71003.0,7186543.0
2016-07-13,9990,10700,9790,10450,696388,75099.0,7186543.0
2016-07-14,10750,11100,10050,10300,495071,74021.0,7186543.0
2016-07-15,10300,10400,9980,10050,273664,72225.0,7186543.0
2016-07-18,10000,11400,9890,10600,884984,76177.0,7186543.0
2016-07-19,10500,10900,10300,10400,394312,74740.0,7186543.0
2016-07-20,10350,11100,10300,10900,574911,78333.0,7186543.0
2016-07-21,10800,11150,10700,10750,290239,77255.0,7186543.0
2016-07-22,10750,10750,10150,10400,281442,74740.0,7186543.0
2016-07-25,10350,10500,9980,10100,295849,72584.0,7186543.0
2016-07-26,9950,10300,9940,10000,140305,71865.0,7186543.0
2016-07-27,10050,10300,10000,10050,139315,72225.0,7186543.0
2016-07-28,10050,10150,9450,9560,445081,68703.0,7186543.0
2016-07-29,9580,10300,9460,10200,373628,73303.0,7186543.0
2016-08-01,10200,10500,10000,10200,215737,73303.0,7186543.0
2016-08-02,10150,10350,9920,10100,142293,72584.0,7186543.0
2016-08-03,9950,10050,9730,9760,114128,70141.0,7186543.0
2016-08-04,9700,10350,9700,10300,310523,74021.0,7186543.0
2016-08-05,10300,10400,9990,10100,156594,72584.0,7186543.0
2016-08-08,10000,10500,10000,10000,163046,71865.0,7186543.0
2016-08-09,10050,10150,9950,10000,95567,71865.0,7186543.0
2016-08-10,10000,10150,9850,9990,58155,71794.0,7186543.0
2016-08-11,9990,10450,9980,9990,238867,71794.0,7186543.0
2016-08-12,10050,11200,9990,10500,1238932,75459.0,7186543.0
2016-08-16,11350,13650,11250,13650,6979044,98096.0,7186543.0
2016-08-17,13550,14000,12800,14000,3219889,100612.0,7186543.0
2016-08-18,13650,14250,13350,13700,1451670,98456.0,7186543.0
2016-08-19,13850,14050,12550,12550,1521751,90191.0,7186543.0
2016-08-22,12550,12950,12250,12800,893972,91988.0,7186543.0
2016-08-23,12750,15150,12650,13800,5939435,99174.0,7186543.0
2016-08-24,13800,14750,13550,14350,1799628,103127.0,7186543.0
2016-08-25,14550,15650,14050,14450,1791029,103846.0,7186543.0
2016-08-26,14250,15150,14200,14700,781118,105642.0,7186543.0
2016-08-29,14800,15250,13550,13600,949862,97737.0,7186543.0
2016-08-30,13650,14350,13400,13450,666465,96659.0,7186543.0
2016-08-31,14000,15850,13750,15300,3117562,109954.0,7186543.0
2016-09-01,15250,15600,14800,15500,861206,111391.0,7186543.0
2016-09-02,15400,15550,14600,14850,717219,106720.0,7186543.0
2016-09-05,14750,15150,14350,14500,774711,104205.0,7186543.0
2016-09-06,15200,16200,15000,15250,1964796,109595.0,7186543.0
2016-09-07,15100,15250,14700,14800,488624,106361.0,7186543.0
2016-09-08,14800,14950,13600,14300,650384,102768.0,7186543.0
2016-09-09,13950,14000,13100,13400,467212,96300.0,7186543.0
2016-09-12,13000,13450,12600,12800,323013,91988.0,7186543.0
2016-09-13,13200,13650,12850,13150,475770,94503.0,7186543.0
2016-09-19,12950,13400,12750,13200,210652,94862.0,7186543.0
2016-09-20,13150,13700,13050,13450,312533,96659.0,7186543.0
2016-09-21,13500,13850,12800,13050,333950,93784.0,7186543.0
2016-09-22,13150,13200,12700,13200,215127,94862.0,7186543.0
2016-09-23,13350,13550,12950,13100,207559,94144.0,7186543.0
2016-09-26,12950,13350,12900,13300,181952,95581.0,7186543.0
2016-09-27,13300,15200,13150,15050,1826911,108157.0,7186543.0
2016-09-28,14900,15200,14400,14700,478723,105642.0,7186543.0
2016-09-29,14900,15600,14700,14750,715996,106002.0,7186543.0
2016-09-30,14700,15400,14550,14550,394206,104564.0,7186543.0
2016-10-04,14650,15500,14650,15350,499088,110313.0,7186543.0
2016-10-05,15400,15700,14750,14800,446400,106361.0,7186543.0
2016-10-06,14950,15200,14550,14550,223879,104564.0,7186543.0
2016-10-07,14500,14700,13650,13750,321476,98815.0,7186543.0
2016-10-10,13700,14100,13200,13550,244355,97378.0,7186543.0
2016-10-11,13900,14050,13300,13400,175821,96300.0,7186543.0
2016-10-12,13250,13750,13200,13600,99980,97737.0,7186543.0
2016-10-13,13550,13600,12950,12950,165309,93066.0,7186543.0
2016-10-14,13100,13900,13000,13400,235202,96300.0,7186543.0
2016-10-17,13500,13600,13100,13100,86582,94144.0,7186543.0
2016-10-18,13150,13350,12850,13150,69535,94503.0,7186543.0
2016-10-19,13300,13400,13100,13200,77033,94862.0,7186543.0
2016-10-20,13300,13650,12850,12900,255422,92706.0,7186543.0
2016-10-21,12800,13000,11800,12000,473332,86239.0,7186543.0
2016-10-24,11950,12200,11800,11850,145263,85161.0,7186543.0
2016-10-25,12000,12400,11300,12050,385020,86598.0,7186543.0
2016-10-26,11850,11900,11000,11400,396168,81927.0,7186543.0
2016-10-27,11300,12100,11300,12000,206951,86239.0,7186543.0
2016-10-28,11950,12100,11400,11450,144344,82286.0,7186543.0
2016-10-31,11300,12700,10700,12650,602438,90910.0,7186543.0
2016-11-01,12250,12500,11900,12050,214422,86598.0,7186543.0
2016-11-02,12050,12050,10950,10950,240965,78693.0,7186543.0
2016-11-03,10700,11250,10650,11150,134496,80130.0,7186543.0
2016-11-04,11200,11800,10800,11600,211007,83364.0,7186543.0
2016-11-07,11800,11800,11300,11600,100485,83364.0,7186543.0
2016-11-08,11800,12250,11600,11750,261221,84442.0,7186543.0
2016-11-09,11850,12000,9890,10850,616266,77974.0,7186543.0
2016-11-10,11100,11200,10850,11050,191038,79411.0,7186543.0
2016-11-11,10900,11050,10650,10850,145268,77974.0,7186543.0
2016-11-14,10850,11350,10800,11100,182206,79771.0,7186543.0
2016-11-15,11800,12950,11750,12400,1273579,89113.0,7186543.0
2016-11-16,12400,12750,12250,12550,317838,90191.0,7186543.0
2016-11-17,12450,12500,12000,12000,182240,86239.0,7186543.0
2016-11-18,12150,12300,11600,11650,154166,83723.0,7186543.0
2016-11-21,11600,11650,11100,11300,148923,81208.0,7186543.0
2016-11-22,11500,11600,11050,11200,121426,80489.0,7186543.0
2016-11-23,11300,11400,10750,10850,148061,77974.0,7186543.0
2016-11-24,10900,11100,10550,10550,127230,75818.0,7186543.0
2016-11-25,10550,11050,10500,10650,111860,76537.0,7186543.0
2016-11-28,10650,10850,10500,10600,57689,76177.0,7186543.0
2016-11-29,10500,10750,10200,10350,102277,74883.0,7235092.0
2016-11-30,10350,10550,10300,10400,58029,75245.0,7235092.0
2016-12-01,10400,10850,10300,10600,100871,76692.0,7235092.0
2016-12-02,10550,10650,10200,10200,69919,73798.0,7235092.0
2016-12-05,10200,10300,9650,9650,147877,69819.0,7235092.0
2016-12-06,9700,10100,9700,10100,72931,73074.0,7235092.0
2016-12-07,10100,10150,9650,9680,121342,70036.0,7235092.0
2016-12-08,9760,9950,9580,9640,125995,69746.0,7235092.0
2016-12-09,9650,10400,9620,10200,222733,73798.0,7235092.0
2016-12-12,10500,10500,10150,10250,91805,74160.0,7235092.0
2016-12-13,10200,10600,10100,10550,138360,76330.0,7235092.0
2016-12-14,10750,10750,10350,10500,84968,75968.0,7235092.0
2016-12-15,10350,10900,10350,10800,131048,78139.0,7235092.0
2016-12-16,10950,11800,10950,11450,722898,82842.0,7235092.0
2016-12-19,11450,11650,11300,11550,204358,83565.0,7235092.0
2016-12-20,11550,12600,11500,11750,802247,85012.0,7235092.0
2016-12-21,11900,12100,11450,12000,232442,86821.0,7235092.0
2016-12-22,12100,12250,11700,11700,148605,84651.0,7235092.0
2016-12-23,11650,12100,11650,11850,104553,85736.0,7235092.0
2016-12-26,11850,12050,11700,11800,85183,85374.0,7235092.0
2016-12-27,11700,12450,11700,12400,272248,89715.0,7235092.0
2016-12-28,12600,12750,12350,12600,217964,91162.0,7235092.0
2016-12-29,12450,13650,12450,13650,555280,98759.0,7235092.0
2017-01-02,14000,14350,13750,13950,503903,100930.0,7235092.0
2017-01-03,14050,14350,13800,13950,402765,100930.0,7235092.0
2017-01-04,14000,14100,13350,13350,342342,96588.0,7235092.0
2017-01-05,13500,13650,13100,13400,234303,97004.0,7239092.0
2017-01-06,13500,13500,12850,13050,329437,94470.0,7239092.0
2017-01-09,13400,14000,13350,13600,535262,98452.0,7239092.0
2017-01-10,13650,13900,13350,13350,331509,96642.0,7239092.0
2017-01-11,13300,13800,13100,13550,189243,98090.0,7239092.0
2017-01-12,13450,13600,13000,13200,207392,95556.0,7239092.0
2017-01-13,13200,13850,13200,13800,288056,99899.0,7239092.0
2017-01-16,13800,14250,13700,14000,438046,101347.0,7239092.0
2017-01-17,14000,14150,13200,13700,260158,99176.0,7239092.0
2017-01-18,13650,13850,13400,13800,147426,99899.0,7239092.0
2017-01-19,13850,14450,13600,14300,672859,103519.0,7239092.0
2017-01-20,14150,14250,13900,14200,198246,102795.0,7239092.0
2017-01-23,14500,14950,14000,14000,663964,101347.0,7239092.0
2017-01-24,14000,14700,13800,14700,337425,106415.0,7239092.0
2017-01-25,14550,14850,14450,14500,237889,104967.0,7239092.0
2017-01-26,14650,14650,14300,14550,171648,105329.0,7239092.0
2017-01-31,14600,14900,14400,14700,256386,106415.0,7239092.0
2017-02-01,14200,14450,13450,13500,784369,97728.0,7239092.0
2017-02-02,13300,13350,12800,12950,415362,93746.0,7239092.0
2017-02-03,13150,13300,12850,13000,152403,94108.0,7239092.0
2017-02-06,13000,13100,12500,12600,203699,91213.0,7239092.0
2017-02-07,12950,13300,12400,12650,371290,91575.0,7239092.0
2017-02-08,12700,13000,12400,12900,160742,93384.0,7239092.0
2017-02-09,12900,13100,12750,12800,105651,92660.0,7239092.0
2017-02-10,12850,12950,12450,12550,172151,90851.0,7239092.0
2017-02-13,12450,12550,11300,11500,462440,83250.0,7239092.0
2017-02-14,11500,11750,11350,11750,169584,85059.0,7239092.0
2017-02-15,11800,11800,11550,11650,110464,84335.0,7239092.0
2017-02-16,11800,12150,11650,12050,199212,87231.0,7239092.0
2017-02-17,12150,12950,11900,12950,530488,93746.0,7239092.0
2017-02-20,12900,13100,12800,12850,137632,93022.0,7239092.0
2017-02-21,13000,13350,12850,13000,199994,94108.0,7239092.0
2017-02-22,13100,13250,12800,12900,113949,93384.0,7239092.0
2017-02-23,13150,13600,12800,12900,415569,93384.0,7239092.0
2017-02-24,12850,12950,12200,12350,188246,89403.0,7239092.0
2017-02-27,12300,12400,11900,12050,178171,87231.0,7239092.0
2017-02-28,12100,12600,11950,12300,131875,89041.0,7239092.0
2017-03-02,12500,12500,12000,12150,92132,87955.0,7239092.0
2017-03-03,11900,12300,11750,12100,106627,87593.0,7239092.0
2017-03-06,12200,12600,12100,12300,196782,89041.0,7239092.0
2017-03-07,12300,12600,12250,12350,114008,89403.0,7239092.0
2017-03-08,12400,12500,12250,12400,67141,89765.0,7239092.0
2017-03-09,12450,13000,12450,12750,324191,92298.0,7239092.0
2017-03-10,12750,12950,12500,12800,180110,92660.0,7239092.0
2017-03-13,13100,13350,12900,12900,263822,93384.0,7239092.0
2017-03-14,13350,13500,13050,13200,369513,95556.0,7239092.0
2017-03-15,13150,13150,12700,12800,167855,92660.0,7239092.0
2017-03-16,13350,14000,13200,13550,1001483,98090.0,7239092.0
2017-03-17,13750,13800,13400,13500,216491,97728.0,7239092.0
2017-03-20,13550,13600,12900,13150,230984,95194.0,7239092.0
2017-03-21,13300,13650,13100,13400,387570,97004.0,7239092.0
2017-03-22,13100,13350,12850,12900,200753,93384.0,7239092.0
2017-03-23,12900,13150,12700,12850,224466,93022.0,7239092.0
2017-03-24,12950,13100,12800,12800,123680,92660.0,7239092.0
2017-03-27,12800,13100,12650,12650,140027,91575.0,7239092.0
2017-03-28,12700,13050,12600,13050,185099,94470.0,7239092.0
2017-03-29,13050,13200,12850,12950,150052,93746.0,7239092.0
2017-03-30,13100,13400,13000,13150,287125,95194.0,7239092.0
2017-03-31,13250,13300,12900,13000,98566,94108.0,7239092.0
2017-04-03,13100,13150,12900,13100,115784,94832.0,7239092.0
2017-04-04,13150,13200,12750,12800,140373,92660.0,7239092.0
2017-04-05,12700,12850,12350,12650,232753,91575.0,7239092.0
2017-04-06,12600,12650,12350,12650,71476,91575.0,7239092.0
2017-04-07,12650,12750,12400,12700,72598,94128.0,7411627.0
2017-04-10,12700,12700,12250,12250,154460,90792.0,7411627.0
2017-04-11,12250,12450,11850,12100,157920,89681.0,7411627.0
2017-04-12,12200,12200,11950,12000,60357,88940.0,7411627.0
2017-04-13,12000,12200,11750,11850,98361,87828.0,7411627.0
2017-04-14,11800,12200,11650,11750,122141,87087.0,7411627.0
2017-04-17,11750,12300,11750,12250,131132,90792.0,7411627.0
2017-04-18,12400,12400,12050,12250,99387,90792.0,7411627.0
2017-04-19,12200,12250,12000,12050,55552,89310.0,7411627.0
2017-04-20,12000,12200,11900,12000,67033,88940.0,7411627.0
2017-04-21,12050,12100,11850,11850,47643,87828.0,7411627.0
2017-04-24,11900,11950,11500,11650,131904,86345.0,7411627.0
2017-04-25,11800,11850,11700,11750,62029,87087.0,7411627.0
2017-04-26,11850,12150,11850,12000,75780,88940.0,7411627.0
2017-04-27,12050,12050,11650,11650,97487,86345.0,7411627.0
2017-04-28,10650,10850,10100,10100,786603,74857.0,7411627.0
2017-05-02,10100,10100,9370,9430,579604,69892.0,7411627.0
2017-05-04,9430,9930,9430,9640,325391,71448.0,7411627.0
2017-05-08,9650,9930,9490,9830,127624,72856.0,7411627.0
2017-05-10,9870,9930,9650,9650,164902,71522.0,7411627.0
2017-05-11,9600,9880,9600,9740,117324,72189.0,7411627.0
2017-05-12,9690,9690,9470,9530,146460,70633.0,7411627.0
2017-05-15,9520,9530,9360,9390,83665,69595.0,7411627.0
2017-05-16,9400,9410,9180,9230,146550,68409.0,7411627.0
2017-05-17,9280,9430,9170,9310,69377,69002.0,7411627.0
2017-05-18,9380,10350,9360,10000,1270055,74116.0,7411627.0
2017-05-19,9980,10100,9760,10000,269128,74116.0,7411627.0
2017-05-22,10100,10100,9850,9850,185851,73005.0,7411627.0
2017-05-23,9930,10150,9870,10000,157568,74116.0,7411627.0
2017-05-24,10050,10100,9850,9870,134100,73153.0,7411627.0
2017-05-25,9920,9940,9650,9650,134805,71522.0,7411627.0
2017-05-26,9620,9770,9500,9700,90392,71893.0,7411627.0
2017-05-29,9720,9920,9720,9720,86845,72041.0,7411627.0
2017-05-30,9740,10450,9650,10100,442995,74857.0,7411627.0
2017-05-31,10050,10100,9910,9940,131462,73672.0,7411627.0
2017-06-01,10000,10100,9910,10050,72184,74487.0,7411627.0
2017-06-02,10100,10450,10000,10400,320760,77081.0,7411627.0
2017-06-05,10450,10450,10200,10400,110758,77081.0,7411627.0
2017-06-07,10350,10400,10050,10100,129464,74857.0,7411627.0
2017-06-08,10200,10300,10050,10200,79887,75599.0,7411627.0
2017-06-09,10250,10400,10000,10250,129147,75969.0,7411627.0
2017-06-12,10100,10250,9980,10000,138229,74116.0,7411627.0
2017-06-13,10000,10150,9990,10000,84162,74116.0,7411627.0
2017-06-14,10050,10300,9980,10250,133885,75969.0,7411627.0
2017-06-15,10250,10700,10200,10250,311280,75969.0,7411627.0
2017-06-16,10250,10350,10100,10250,71058,75969.0,7411627.0
2017-06-19,10250,10500,10200,10400,150330,77081.0,7411627.0
2017-06-20,10350,10550,10150,10150,140562,75228.0,7411627.0
2017-06-21,10150,10250,9700,9790,192074,72560.0,7411627.0
2017-06-22,9790,9810,9450,9540,131435,70707.0,7411627.0
2017-06-23,9500,9710,9500,9670,54959,71670.0,7411627.0
2017-06-26,9670,9760,9530,9600,54261,71152.0,7411627.0
2017-06-27,9610,9640,9500,9600,46631,71152.0,7411627.0
2017-06-28,9590,9590,9400,9440,63535,69966.0,7411627.0
2017-06-29,9380,9490,9350,9440,54529,69966.0,7411627.0
2017-06-30,9340,10950,9280,9960,501755,73820.0,7411627.0
2017-07-03,10000,10200,9810,9900,216547,73375.0,7411627.0
2017-07-04,9970,10050,9760,9760,79689,72337.0,7411627.0
2017-07-05,9760,9880,9640,9810,56604,72708.0,7411627.0
2017-07-06,9810,10050,9750,9910,94671,73449.0,7411627.0
2017-07-07,9950,10000,9750,9800,43957,72634.0,7411627.0
2017-07-10,9720,10100,9710,10050,104972,74487.0,7411627.0
2017-07-11,10200,10600,10100,10200,382132,75599.0,7411627.0
2017-07-12,10250,10400,10050,10400,173403,77081.0,7411627.0
2017-07-13,10400,10450,10000,10050,141996,74487.0,7411627.0
2017-07-14,10100,10400,10050,10250,127441,75969.0,7411627.0
2017-07-17,10300,10850,10250,10600,415540,78563.0,7411627.0
2017-07-18,10700,10850,10550,10700,253450,79304.0,7411627.0
2017-07-19,10700,10750,10550,10700,133397,79304.0,7411627.0
2017-07-20,10700,11000,10600,10700,267393,79304.0,7411627.0
