바른손(018700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-10-06,26477,26477,23634,23727,43830,2861.0,1140000.0
1999-10-07,23804,25501,22672,24923,72660,3010.0,1140000.0
1999-10-08,21996,26430,21996,25011,86000,3021.0,1140000.0
1999-10-11,22101,27972,22101,27959,215310,3374.0,1140000.0
1999-10-12,31192,31285,29297,31286,74570,3773.0,1140000.0
1999-10-13,34940,34940,27770,30877,351380,3728.0,1140000.0
1999-10-14,29385,30240,27213,27200,130680,3283.0,1140000.0
1999-10-15,24085,28334,24085,28339,154190,3420.0,1140000.0
1999-10-18,27401,27401,24938,25507,89520,3078.0,1140000.0
1999-10-19,26912,27843,25964,27754,140390,3352.0,1140000.0
1999-10-20,28355,28355,26459,26646,49020,3215.0,1140000.0
1999-10-21,26829,27961,25498,26908,55380,3249.0,1140000.0
1999-10-22,27388,27388,25964,26441,30420,3192.0,1140000.0
1999-10-25,26449,26449,23329,24923,169090,3010.0,1140000.0
1999-10-26,25959,27855,23130,27842,479420,3363.0,1140000.0
1999-10-27,28339,31182,28339,31170,449470,3762.0,1140000.0
1999-10-28,33037,34823,31341,34262,724050,4138.0,1140000.0
1999-10-29,34936,36342,31159,32570,497790,3933.0,1140000.0
1999-11-01,32109,36450,31637,36452,714830,4400.0,1140000.0
1999-11-02,37999,40842,37343,40829,514910,4925.0,1140000.0
1999-11-03,45064,45629,45064,45615,284400,5506.0,1140000.0
1999-11-04,51013,51013,45344,48738,844240,5882.0,1140000.0
1999-11-05,50170,51959,42986,46199,488840,5575.0,1140000.0
1999-11-08,46281,51005,41556,45703,943270,5518.0,1140000.0
1999-11-09,46768,47240,40255,40246,410100,4856.0,1140000.0
1999-11-10,37403,40136,35416,37298,495990,4503.0,1140000.0
1999-11-11,37309,41083,34466,34467,431620,4161.0,1140000.0
1999-11-12,34958,37603,30419,31170,372910,3762.0,1140000.0
1999-11-15,30121,34845,27477,34846,299610,4207.0,1140000.0
1999-11-16,37765,38986,35028,38990,236080,4708.0,1140000.0
1999-11-17,42498,42498,34366,35226,590880,4252.0,1140000.0
1999-11-18,33911,33911,31086,31928,343430,3853.0,1140000.0
1999-11-19,33061,35705,33061,35692,195820,4309.0,1140000.0
1999-11-22,39962,39962,34964,37794,359700,4560.0,1140000.0
1999-11-23,38263,38263,34949,35897,212260,4332.0,1140000.0
1999-11-24,34976,36399,33081,34963,123540,4218.0,1140000.0
1999-11-25,34938,37781,32113,34467,443300,4161.0,1140000.0
1999-11-26,33087,35918,30443,31286,242880,3773.0,1140000.0
1999-11-29,28354,34498,28354,32133,151510,3876.0,1140000.0
1999-11-30,29755,34003,28335,31928,190710,3853.0,1140000.0
1999-12-01,29651,35705,29267,35692,496680,4309.0,1140000.0
1999-12-02,37688,39953,35810,39953,578190,4822.0,1140000.0
1999-12-03,43475,43475,35247,39486,901710,4765.0,1140000.0
1999-12-06,39682,43476,37693,41092,611900,4959.0,1140000.0
1999-12-07,42032,46007,39480,45995,1062120,5552.0,1140000.0
1999-12-08,50071,51494,50071,51482,600250,6213.0,1140000.0
1999-12-09,56660,57608,45316,48622,1828320,5871.0,1140000.0
1999-12-10,42871,48359,42871,42873,832800,5176.0,1140000.0
1999-12-13,37882,39684,37789,37794,288640,4560.0,1140000.0
1999-12-14,33274,38761,33274,34117,1180210,4115.0,1140000.0
1999-12-15,37700,37700,34109,35809,521480,4321.0,1140000.0
1999-12-16,35829,37724,31577,32133,405680,3876.0,1140000.0
1999-12-17,32397,33054,28343,31724,215615,3830.0,1140000.0
1999-12-20,30225,32106,27950,30031,213665,3625.0,1140000.0
1999-12-21,26440,26440,26440,26441,51660,3192.0,1140000.0
1999-12-22,23331,23331,23331,23319,6510,2816.0,1140000.0
1999-12-23,20574,23312,20574,20575,653725,2485.0,1140000.0
1999-12-24,18166,18915,18166,18153,161560,2189.0,1140000.0
1999-12-27,15976,16065,15976,15964,109520,1927.0,1140000.0
1999-12-28,14080,14080,14080,14067,75515,1699.0,1140000.0
2000-01-04,12457,12457,12457,12462,5170,1505.0,1140000.0
2000-01-05,11047,13308,11047,12929,274975,1562.0,1140000.0
2000-01-06,12969,12969,11454,11440,239000,1379.0,1140000.0
2000-01-07,10216,12767,10123,12666,208250,1528.0,1140000.0
2000-01-10,12290,12290,11157,11528,40660,1391.0,1140000.0
2000-01-11,11627,12667,10405,12579,137340,1516.0,1140000.0
2000-01-12,12752,13029,11147,12083,89290,1459.0,1140000.0
2000-01-13,12117,12117,10694,10682,84320,1288.0,1140000.0
2000-01-14,10384,11794,9436,11032,200245,1334.0,1140000.0
2000-01-17,10403,12029,9746,10682,250080,1288.0,1140000.0
2000-01-18,10364,10840,9708,9893,139475,1197.0,1140000.0
2000-01-19,8760,10183,8760,9893,97015,1197.0,1140000.0
2000-01-20,9081,9738,8974,9543,19505,1151.0,1140000.0
2000-01-21,9931,10694,9746,10682,140820,1288.0,1140000.0
2000-01-24,11877,11877,11785,11878,44100,1436.0,1140000.0
2000-01-25,13350,13350,13350,13337,38150,1607.0,1140000.0
2000-01-26,14821,14821,13508,14826,214990,1790.0,1140000.0
2000-01-27,16531,16531,16531,16518,7150,1995.0,1140000.0
2000-01-28,18516,18516,18516,18503,95780,2234.0,1140000.0
2000-01-31,20688,20688,20688,20692,113830,2497.0,1140000.0
2000-02-01,23142,23142,21736,23143,530990,2793.0,1140000.0
2000-02-02,23592,25853,23592,25857,80115,3124.0,1140000.0
2000-02-03,28906,28906,25878,28893,287770,3488.0,1140000.0
2000-02-07,32317,32317,25516,26266,616270,3169.0,1140000.0
2000-02-08,24455,29378,23137,29273,1051380,3534.0,1140000.0
2000-02-09,27300,31169,25881,26908,611280,3249.0,1140000.0
2000-02-10,25908,26001,23740,23727,270835,2861.0,1140000.0
2000-02-11,20876,26438,20876,21246,693910,2565.0,1140000.0
2000-02-14,21337,23140,18693,19262,232355,2326.0,1140000.0
2000-02-15,18873,19728,17269,19349,204520,2337.0,1140000.0
2000-02-16,17075,21614,17075,21129,922360,2554.0,1140000.0
2000-02-17,18800,22104,18711,19554,909660,2360.0,1140000.0
2000-02-18,18876,21609,18876,20283,295210,2451.0,1140000.0
2000-02-21,20331,21279,18908,20137,183690,2428.0,1140000.0
2000-02-22,19826,21707,18970,20196,372265,2440.0,1140000.0
2000-02-23,21640,22588,20891,22589,445445,2725.0,1140000.0
2000-02-24,25211,25211,25211,25216,43705,3044.0,1140000.0
2000-02-25,28263,28263,28263,28250,22875,3409.0,1140000.0
2000-02-28,31548,31548,28626,31548,386010,3808.0,1140000.0
2000-02-29,35342,35342,27774,31170,590645,3762.0,1140000.0
2000-03-02,27496,34006,27496,28339,640350,3420.0,1140000.0
2000-03-03,28801,31736,28801,31724,428345,3830.0,1140000.0
2000-03-06,32215,35516,32123,35518,227190,4286.0,1140000.0
2000-03-07,39777,39777,31276,34000,669530,4104.0,1140000.0
2000-03-08,34446,34446,30196,30673,262470,3705.0,1140000.0
2000-03-09,31159,33804,31159,32570,183670,3933.0,1140000.0
2000-03-10,32106,33618,28713,30031,296205,3625.0,1140000.0
2000-03-13,32107,32962,29278,31636,424750,3819.0,1140000.0
2000-03-14,27850,35414,27850,35401,1394865,4275.0,1140000.0
2000-03-15,35409,39657,35409,39662,887585,4788.0,1140000.0
2000-03-16,44321,44430,35916,36101,955780,4355.0,1140000.0
2000-03-17,36194,37798,31853,31840,323690,3842.0,1140000.0
2000-03-20,28336,31162,28045,28046,162850,3386.0,1140000.0
2000-03-21,24747,25986,24747,24749,174260,2987.0,1140000.0
2000-03-22,25522,27695,25522,27696,103310,3340.0,1140000.0
2000-03-23,30961,30961,30961,30965,49540,3739.0,1140000.0
2000-03-24,34656,34656,27288,29827,672200,3602.0,1140000.0
2000-03-27,26342,30502,26342,30031,488175,3625.0,1140000.0
2000-03-28,30055,33083,28160,32687,362440,3944.0,1140000.0
2000-03-29,29847,33165,28807,31928,356805,3853.0,1140000.0
2000-03-30,31166,35705,28518,35692,416440,4309.0,1140000.0
2000-03-31,39953,39953,39953,39953,742250,4822.0,1140000.0
2000-04-03,44665,44665,42493,44652,527580,5392.0,1140000.0
2000-04-04,44207,49588,39395,49118,1315110,5928.0,1140000.0
2000-04-06,50048,54954,44376,54954,1600235,6635.0,1140000.0
2000-04-07,61479,61479,48442,48446,1956880,5848.0,1140000.0
2000-04-10,45905,51009,42696,42697,2069335,5153.0,1140000.0
2000-04-11,40630,41560,37602,37589,495595,4537.0,1140000.0
2000-04-12,33159,36844,33159,35897,1006350,4332.0,1140000.0
2000-04-14,34945,40142,34562,40129,839330,4845.0,1140000.0
2000-04-17,44944,44944,40126,44944,932325,5426.0,1140000.0
2000-04-18,50342,50342,48170,50344,398075,6076.0,1140000.0
2000-04-19,56309,56309,56309,56297,44500,6794.0,1140000.0
2000-04-20,63005,63005,63005,63010,33520,7604.0,1140000.0
2000-04-21,70581,70581,55464,55450,3327690,6692.0,1140000.0
2000-04-24,55455,62070,50074,60470,2591545,7296.0,1140000.0
2000-04-25,59528,63777,53860,55742,1200820,6726.0,1140000.0
2000-04-26,52233,58470,49114,49118,718035,5928.0,1140000.0
2000-04-27,46314,51985,43289,45353,940600,5472.0,1140000.0
2000-04-28,47130,50722,44393,50722,633415,6122.0,1140000.0
2000-05-02,53839,56773,48368,50722,1072715,6122.0,1140000.0
2000-05-03,45809,56585,45809,52416,936105,6327.0,1140000.0
2000-05-04,56484,56484,50538,52328,572130,6316.0,1140000.0
2000-05-08,53855,56407,51026,54896,851935,6623.0,1140000.0
2000-05-09,54325,54325,50538,51015,437150,6156.0,1140000.0
2000-05-10,49603,55179,47708,48184,774900,5814.0,1140000.0
2000-05-12,53929,53929,52981,53933,454315,6509.0,1140000.0
2000-05-15,59491,60332,52875,56180,1701035,6783.0,1140000.0
2000-05-16,56211,57344,51015,53846,581570,6498.0,1140000.0
2000-05-17,53849,56583,47429,49585,530135,5985.0,1140000.0
2000-05-18,50442,51007,43734,45907,301505,5540.0,1140000.0
2000-05-19,44495,46191,40810,44390,315505,5358.0,1140000.0
2000-05-22,44381,49105,43067,44857,268060,5415.0,1140000.0
2000-05-23,40145,44393,39488,44303,481730,5347.0,1140000.0
2000-05-24,44301,44301,44301,44303,0,5347.0,1140000.0
2000-05-25,44301,44301,44301,44303,0,,
2000-05-26,44301,44301,44301,44303,0,,
2000-05-29,44301,44301,44301,44303,0,,
2000-05-30,44301,44301,44301,44303,0,,
2000-05-31,44301,44301,44301,44303,0,,
2000-06-01,44301,44301,44301,44303,0,,
2000-06-02,44301,44301,44301,44303,0,,
2000-06-05,44301,44301,44301,44303,0,,
2000-06-07,44301,44301,44301,44303,0,,
2000-06-08,44301,44301,44301,44303,0,,
2000-06-09,44301,44301,44301,44303,0,,
2000-06-12,44301,44301,44301,44303,0,,
2000-06-13,44301,44301,44301,44303,0,,
2000-06-14,44301,44301,44301,44303,0,,
2000-06-15,44301,44301,44301,44303,0,,
2000-06-16,44301,44301,44301,44303,0,,
2000-06-19,44301,44301,44301,44303,0,,
2000-06-20,44301,44301,44301,44303,0,,
2000-06-21,44301,44301,44301,44303,0,,
2000-06-22,44301,44301,44301,44303,0,,
2000-06-23,44301,44301,44301,44303,0,,
2000-06-26,49539,49539,49539,49526,225,19011.0,1086330.0
2000-06-27,55475,55475,55475,55480,360,21292.0,1086330.0
2000-06-28,62147,62147,62147,62134,1070,23845.0,1086330.0
2000-06-29,69484,69484,69484,69488,10550,26669.0,1086330.0
2000-06-30,77702,77702,77702,77689,7810,29820.0,1086330.0
2000-07-03,86881,86881,86881,86883,260760,33350.0,1086330.0
2000-07-04,97213,97213,97213,97214,1355,37315.0,1086330.0
2000-07-05,108842,108842,108842,108829,1430,41769.0,1086330.0
2000-07-06,121841,121841,121841,121845,1475,46767.0,1086330.0
2000-07-07,136437,136437,136437,136437,2575,52361.0,1086330.0
2000-07-10,152543,152543,152543,152548,1430,58553.0,1086330.0
2000-07-11,170670,170670,170670,170672,5085,65506.0,1086330.0
2000-07-12,191042,191042,191042,191042,53675,97493.0,1444346.0
2000-07-13,213977,213977,213977,213981,33285,109193.0,1444346.0
2000-07-14,239472,239472,239472,239460,16010,122192.0,1444346.0
2000-07-18,268030,268030,268030,268032,2445,141018.0,1489098.0
2000-07-19,300013,300013,300013,300017,3420,157844.0,1489098.0
2000-07-20,335414,335414,335414,335419,4055,176458.0,1489098.0
2000-07-21,375063,375063,375063,375051,52785,197305.0,1489098.0
2000-07-24,418928,418928,418928,418915,9625,220387.0,1489098.0
2000-07-25,468454,468454,468454,468442,5555,246446.0,1489098.0
2000-07-26,523625,523625,498150,523630,254540,275483.0,1489098.0
2000-07-27,585922,585922,585922,585910,4420,312875.0,1511474.0
2000-07-28,655251,655251,655251,655252,23920,349906.0,1511474.0
2000-07-31,580255,701975,577430,577416,838450,308341.0,1511474.0
2000-08-01,574602,645371,520822,645359,1100805,344616.0,1511474.0
2000-08-02,706204,721776,653834,721764,654130,385426.0,1511474.0
2000-08-03,710452,798199,635448,635435,971215,339326.0,1511474.0
2000-08-04,635446,686397,571765,594402,961000,317410.0,1511474.0
2000-08-07,608547,619870,523626,546277,631430,291714.0,1511474.0
2000-08-08,560448,611399,539221,611387,681100,326478.0,1511474.0
2000-08-09,615648,682154,597246,608557,776690,324967.0,1511474.0
2000-08-10,614225,652447,588750,611387,407635,326478.0,1511474.0
2000-08-11,614220,629791,597241,617049,254625,338281.0,1551749.0
2000-08-14,617048,617048,554772,583079,279975,319660.0,1551749.0
2000-08-16,583074,605725,560441,583079,287065,319660.0,1551749.0
2000-08-17,605718,652416,584491,652421,204935,357678.0,1551749.0
2000-08-18,701954,730255,701954,730256,200525,400351.0,1551749.0
2000-08-21,816580,816580,816580,816584,111595,447680.0,1551749.0
2000-08-22,914233,914233,718931,718933,841680,394144.0,1551749.0
2000-08-23,634048,687825,634048,634034,734885,347592.0,1551749.0
2000-08-24,622696,626946,559019,568924,1150140,311902.0,1551749.0
2000-08-25,568934,588756,510909,554769,629880,304143.0,1551749.0
2000-08-28,540633,588756,526480,554769,504705,305020.0,1556224.0
2000-08-29,556217,607165,549126,559030,750930,307354.0,1556224.0
2000-08-30,566093,577402,529294,534953,282660,294126.0,1556224.0
2000-08-31,529294,546286,475514,498151,366155,273895.0,1556224.0
2000-09-01,509474,557596,475518,557600,414915,306576.0,1556224.0
2000-09-04,568922,588726,523625,523630,340870,287901.0,1556224.0
2000-09-05,503820,546286,495339,505243,290415,277786.0,1556224.0
2000-09-06,515136,550511,493909,503813,459275,277008.0,1556224.0
2000-09-07,495341,498170,444393,444393,202000,246435.0,1569649.0
2000-09-08,427423,471299,416100,441562,465665,244865.0,1569649.0
2000-09-14,431650,438724,400519,401930,217555,222890.0,1569649.0
2000-09-15,404769,431650,370795,413254,533805,229169.0,1569649.0
2000-09-18,403368,407617,363740,363727,209935,201700.0,1569649.0
2000-09-19,339678,379306,321276,321263,221540,178155.0,1569649.0
2000-09-20,322660,348135,315586,322664,550810,178940.0,1569649.0
2000-09-21,325504,326924,284470,292955,327550,166627.0,1609925.0
2000-09-22,283049,287298,258980,258984,172335,147308.0,1609925.0
2000-09-25,242277,288689,234913,288694,533910,164212.0,1609925.0
2000-09-26,288704,317008,283035,300017,347190,170652.0,1609925.0
2000-09-27,291546,335422,291546,326925,502050,188531.0,1632301.0
2000-09-28,326932,348175,314203,332587,277285,191795.0,1632301.0
2000-09-29,333984,353804,317006,333988,720310,192612.0,1632301.0
2000-10-02,324089,362307,312766,336820,503630,194244.0,1632301.0
2000-10-04,332574,376448,328325,376452,718455,217096.0,1632301.0
2000-10-05,376448,376448,376448,376452,0,217096.0,1632301.0
2000-10-06,376448,376448,376448,376452,0,,
2000-10-09,393455,400533,332601,332587,880325,191795.0,16323010.0
2000-10-10,325513,348146,301444,312771,568314,180369.0,16323010.0
2000-10-11,311361,311361,275982,275970,364850,159149.0,16323010.0
2000-10-12,249077,280207,242844,242845,1308435,140051.0,16323010.0
2000-10-13,220777,226433,213977,213981,87894,123402.0,16323010.0
2000-10-16,211730,236915,210016,227290,4054064,131074.0,16323010.0
2000-10-17,216822,221926,200118,200118,420104,115404.0,16323010.0
2000-10-18,176358,223916,176358,223904,2240377,129115.0,16323010.0
2000-10-19,223891,244276,206349,206626,2610746,119158.0,16323010.0
2000-10-20,212285,217663,183980,186810,1561646,107732.0,16323010.0
2000-10-23,178329,185408,164467,164455,1321858,94837.0,16323010.0
2000-10-24,161333,183706,148604,175487,2723939,101203.0,16323010.0
2000-10-25,169849,196454,167297,196442,1898829,113282.0,16323010.0
2000-10-26,196446,219934,194458,219935,1008878,126830.0,16323010.0
2000-10-27,226449,240311,193608,220782,2918489,127319.0,16323010.0
2000-10-30,216526,217949,195299,206626,887300,119158.0,16323010.0
2000-10-31,182571,217964,182006,206919,1096683,119321.0,16323010.0
