에코바이오(038870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-01-05,17269,17269,16242,16552,2809649,9422.0,40093031.0
2005-01-06,17318,18339,16243,16909,7568287,9622.0,40093031.0
2005-01-07,17311,17668,16593,17258,2398400,9823.0,40093031.0
2005-01-10,17592,19019,17289,19019,4301112,10825.0,40093031.0
2005-01-11,19032,19394,17659,17963,3082121,10224.0,40093031.0
2005-01-12,18334,20122,17976,20074,6352523,11427.0,40093031.0
2005-01-13,20472,21903,19758,20780,7268591,11827.0,40093031.0
2005-01-14,20840,21201,19770,20432,3686123,11627.0,40093031.0
2005-01-17,21163,22541,20806,22542,3357347,12830.0,40093031.0
2005-01-18,23261,23974,21478,22193,7778359,12629.0,40093031.0
2005-01-19,22548,23618,22191,22193,5025664,12629.0,40093031.0
2005-01-20,22563,23281,19758,20780,6646548,11827.0,40093031.0
2005-01-21,20472,21546,19758,20780,5005987,11827.0,40093031.0
2005-01-24,21202,23294,21202,23246,7355828,13231.0,40093031.0
2005-01-25,24369,24369,21866,22889,5677966,13030.0,40093031.0
2005-01-26,22898,23611,21524,22542,3675968,12830.0,40093031.0
2005-01-27,22197,22554,20462,21128,3336075,12028.0,40093031.0
2005-01-28,20819,22197,20819,21128,1812296,12028.0,40093031.0
2005-01-31,21478,22548,21478,21835,2920683,12429.0,40093031.0
2005-02-01,22191,22548,20813,21835,3382009,12429.0,40093031.0
2005-02-02,22197,22197,20819,21128,2581891,12028.0,40093031.0
2005-02-03,20842,21203,19054,19724,5259517,11226.0,40093031.0
2005-02-04,19408,20840,19408,20074,4704816,11427.0,40093031.0
2005-02-07,20099,22191,20099,22193,6237183,12629.0,40093031.0
2005-02-11,21834,23974,21834,21835,6096954,12429.0,40093031.0
2005-02-14,22198,22555,21176,21485,4461195,12228.0,40093031.0
2005-02-15,21840,22197,20819,21128,4010447,12028.0,40093031.0
2005-02-16,21142,23649,20477,23596,9960847,13431.0,40093031.0
2005-02-17,24321,26413,24321,26419,4964717,15035.0,40093031.0
2005-02-18,28210,29583,26778,29584,15309112,16839.0,40093031.0
2005-02-21,30322,33180,30322,31702,12897586,18042.0,40093031.0
2005-02-22,31755,31755,28232,28180,7891073,16037.0,40093031.0
2005-02-23,26780,31016,25354,28877,9183114,16438.0,40093031.0
2005-02-24,28870,31015,28870,29584,5003279,16839.0,40093031.0
2005-02-25,26413,29270,26056,26062,7112781,14834.0,40093031.0
2005-02-28,25087,25443,23294,23246,3372715,13231.0,40093031.0
2005-03-02,20806,22898,20806,22542,12291024,12830.0,40093031.0
2005-03-03,24698,25055,23985,25007,2926145,14233.0,40093031.0
2005-03-04,27847,27847,22541,22542,19929970,12830.0,40093031.0
2005-03-07,22904,23974,21116,21835,11691045,12429.0,40093031.0
2005-03-08,22575,23293,19408,20432,8253703,11627.0,40093031.0
2005-03-09,20122,21553,18690,20074,13645757,11427.0,40093031.0
2005-03-10,18016,18016,18016,17963,367617,10224.0,40093031.0
2005-03-11,15900,15900,15900,15847,169102,9021.0,40093031.0
2005-03-14,14086,14086,14086,14086,315437,8019.0,40093031.0
2005-03-15,12734,13091,12734,12682,18439727,7217.0,40093031.0
2005-03-16,12373,13091,12015,12325,6385402,7016.0,40093031.0
2005-03-17,12380,12380,11310,11975,5379087,6816.0,40093031.0
2005-03-18,12734,13448,12015,12325,7259957,7016.0,40093031.0
2005-03-21,12030,12386,11312,11621,3364663,6615.0,40093031.0
2005-03-22,11673,12030,11312,11621,2607821,6615.0,40093031.0
2005-03-23,11627,11984,10914,11271,2313502,6415.0,40093031.0
2005-03-24,11312,11673,10955,11621,2849794,6615.0,40093031.0
2005-03-25,11660,12734,11660,12682,3850149,7217.0,40093031.0
2005-03-28,12697,13052,11270,11271,12315481,6415.0,40093031.0
2005-03-29,11627,11984,10914,11271,2831134,6415.0,40093031.0
2005-03-30,11270,11627,10914,11271,1915084,6415.0,40093031.0
2005-03-31,11277,11634,10559,10921,3462741,6214.0,40093031.0
2005-04-01,10559,11277,10559,10921,2424325,6214.0,40093031.0
2005-04-04,10920,11634,10559,10921,3056780,6214.0,40093031.0
2005-04-06,11673,12386,11312,11621,3871487,6615.0,40093031.0
2005-04-07,11673,12030,11312,11621,1635778,6615.0,40093031.0
2005-04-08,11673,12386,11312,11621,2515639,6615.0,40093031.0
2005-04-11,12015,13091,11659,12325,5037309,7016.0,40093031.0
2005-04-12,12386,12748,11312,11621,2836345,6615.0,40093031.0
2005-04-13,11634,11990,10920,10921,2947754,6214.0,40093031.0
2005-04-14,10920,11634,10559,10921,2417067,6214.0,40093031.0
2005-04-15,10558,10919,10201,10564,2679903,6014.0,40093031.0
2005-04-18,10216,10929,9907,9860,1901950,5613.0,40093031.0
2005-04-19,9907,10572,9551,9860,2566797,5613.0,40093031.0
2005-04-20,9904,11289,9548,10214,9557530,5813.0,40093031.0
2005-04-21,10216,10216,9551,9860,2894841,5613.0,40093031.0
2005-04-22,10276,10276,9206,9510,3692266,5413.0,40093031.0
2005-04-25,9562,9562,9562,9510,0,5413.0,40093031.0
2005-04-26,9562,9562,9562,9510,0,,
2005-04-27,9562,9562,9562,9510,0,,
2005-04-28,9562,9562,9562,9510,0,,
2005-04-29,9562,9562,9562,9510,0,,
2005-05-02,9562,9562,9562,9510,0,,
2005-05-03,9562,9562,9562,9510,0,,
2005-05-04,9562,9562,9562,9510,0,,
2005-05-06,9562,9562,9562,9510,0,,
2005-05-09,9562,9562,9562,9510,0,,
2005-05-10,9562,9562,9562,9510,0,,
2005-05-11,9562,9562,9562,9510,0,,
2005-05-12,9562,9562,9562,9510,0,,
2005-05-13,9562,9562,9562,9510,0,,
2005-05-16,9562,9562,9562,9510,0,,
2005-05-17,9542,10920,8675,10921,314977,5894.0,4009303.0
2005-05-18,12556,12556,12556,12557,68812,6776.0,4009303.0
2005-05-19,14464,14464,14464,14412,41341,7778.0,4009303.0
2005-05-20,16609,16609,13698,14822,1111027,7999.0,4009303.0
2005-05-23,16828,16828,12645,14637,481494,7898.0,4009303.0
2005-05-24,14647,14647,12705,14190,335500,7658.0,4009303.0
2005-05-25,13050,13763,12592,12593,353262,6796.0,4009303.0
2005-05-26,14479,14479,14479,14480,80247,5693.0,4009303.0
2005-05-27,14274,14274,13151,14072,282240,5533.0,4009303.0
2005-05-30,13661,14475,13352,13560,191114,5332.0,4009303.0
2005-05-31,13815,15550,13304,15550,260657,6114.0,4009303.0
2005-06-01,15553,17847,14478,15958,346196,6275.0,4009303.0
2005-06-02,15345,16819,15345,15346,138864,6034.0,4009303.0
2005-06-03,15292,15600,14627,14988,144429,5894.0,4009303.0
2005-06-07,14577,15242,14476,14786,79079,5813.0,4009303.0
2005-06-08,14428,15088,14428,14786,90866,5813.0,4009303.0
2005-06-09,14322,14732,14221,14274,92261,5613.0,4009303.0
2005-06-10,14172,14475,13559,13971,121178,5493.0,4009303.0
2005-06-13,13663,15292,13508,15090,194428,5934.0,4009303.0
2005-06-14,15292,15393,14270,15090,170910,5934.0,4009303.0
2005-06-15,14783,14889,14122,14581,104237,5733.0,4009303.0
2005-06-16,14019,14525,13152,13152,175410,5172.0,4009303.0
2005-06-17,13205,13407,12641,13307,240060,5232.0,4009303.0
2005-06-20,13661,13714,12947,13358,286992,5252.0,4009303.0
2005-06-21,13306,13359,12236,12849,229874,5052.0,4009303.0
2005-06-22,12951,13154,12440,12643,349044,4972.0,4009303.0
2005-06-23,12643,13154,12286,12643,229781,4972.0,4009303.0
2005-06-24,11977,12541,11317,11930,280931,4691.0,4009303.0
2005-06-27,11726,12131,11620,12031,122804,4731.0,4009303.0
2005-06-28,11620,12083,11572,12031,192593,4731.0,4009303.0
2005-06-29,11824,13810,11824,13816,647193,5433.0,4009303.0
2005-06-30,13608,15849,13608,15855,710768,6234.0,4009303.0
2005-07-01,16414,18201,16414,18202,244848,7157.0,4009303.0
2005-07-04,20903,20903,20903,20904,67369,8219.0,4009303.0
2005-07-05,21410,24013,19781,24013,1086990,9442.0,4009303.0
2005-07-06,24519,27574,20438,20443,6119587,8039.0,4009303.0
2005-07-07,20903,22229,17848,18966,1890887,7457.0,4009303.0
2005-07-08,19576,20289,18660,19475,1043375,7658.0,4009303.0
2005-07-11,19576,19880,18145,19578,789933,7698.0,4009303.0
2005-07-12,20238,21207,17843,19324,1765429,7598.0,4009303.0
2005-07-13,16462,16462,16462,16467,22887,6475.0,4009303.0
2005-07-14,14020,14680,14020,14021,3945717,5513.0,4009303.0
2005-07-15,13965,14524,13507,14173,2784208,13932.0,10023258.0
2005-07-18,14324,14478,13664,13867,1264188,13632.0,10023258.0
2005-07-19,13862,13968,12691,12900,1961750,12679.0,10023258.0
2005-07-20,12539,13763,12081,12338,1882424,12128.0,10023258.0
2005-07-21,12739,13096,12079,13001,1118812,12780.0,10023258.0
2005-07-22,12538,14374,12538,13816,2557444,13582.0,10023258.0
2005-07-25,13817,14072,12901,12950,877898,12730.0,10023258.0
2005-07-26,12948,13459,12438,12593,820384,12379.0,10023258.0
2005-07-27,14277,14479,13765,14480,893972,14233.0,10023258.0
2005-07-28,16619,16619,12333,14682,2805283,14433.0,10023258.0
2005-07-29,14270,14680,13508,13510,671937,13281.0,10023258.0
2005-08-01,13508,13614,12848,12849,723727,12629.0,10023258.0
2005-08-02,12741,14629,12741,13971,1181742,13732.0,10023258.0
2005-08-03,13764,14733,13051,13051,1183061,12830.0,10023258.0
2005-08-04,13256,14220,12692,13715,853889,13481.0,10023258.0
2005-08-05,13000,13661,12740,13256,468992,13030.0,10023258.0
2005-08-08,12896,13966,12896,13409,942011,13181.0,10023258.0
2005-08-09,13405,13559,12899,13256,1409537,15280.0,11753758.0
2005-08-10,13252,13454,12688,12694,556333,14633.0,11753758.0
2005-08-11,12792,13404,12537,12900,1291664,14869.0,11753758.0
2005-08-12,13460,13716,12848,12950,967124,14927.0,11753758.0
2005-08-16,12747,12848,11012,11012,1520340,12694.0,11753758.0
2005-08-17,11012,11417,10038,10858,670402,12518.0,11753758.0
2005-08-18,10803,12383,10803,11165,643349,12870.0,11753758.0
2005-08-19,10858,11523,10810,11012,283553,12694.0,11753758.0
2005-08-22,11060,11417,10959,11216,258303,12929.0,11753758.0
2005-08-23,10859,12338,10859,11828,816383,13634.0,11753758.0
2005-08-24,11620,12333,11572,12287,526087,14163.0,11753758.0
2005-08-25,12283,12794,12028,12593,843959,14516.0,11753758.0
2005-08-26,12641,13359,12540,12950,1202047,14927.0,11753758.0
2005-08-29,13259,13461,11114,12084,1280559,13928.0,11753758.0
2005-08-30,11928,12545,11012,11012,728767,12694.0,11753758.0
2005-08-31,10191,11926,10191,11522,472729,13282.0,11753758.0
2005-09-01,11318,12234,11318,11778,559995,13576.0,11753758.0
2005-09-02,11774,12131,11673,11930,168492,13752.0,11753758.0
2005-09-05,11726,12237,11678,11727,406645,13517.0,11753758.0
2005-09-06,11675,11926,11622,11677,431196,13458.0,11753758.0
2005-09-07,11727,13105,11679,12441,1070234,14340.0,11753758.0
2005-09-08,12229,12586,11873,11879,453780,13693.0,11753758.0
2005-09-09,12129,12794,11975,12694,972338,14633.0,11753758.0
2005-09-12,12744,12951,12286,12388,548647,14281.0,11753758.0
2005-09-13,12080,12437,11468,11522,632639,13282.0,11753758.0
2005-09-14,11617,11926,11314,11522,231053,13282.0,11753758.0
2005-09-15,11058,11617,11058,11266,405640,12988.0,11753758.0
2005-09-16,11063,11622,10962,11420,314729,13164.0,11753758.0
2005-09-20,11370,11673,11317,11572,168857,13341.0,11753758.0
2005-09-21,11367,11617,11367,11522,277961,13282.0,11753758.0
2005-09-22,11523,11981,11113,11370,383666,13105.0,11753758.0
2005-09-23,11369,11470,11267,11370,130818,13105.0,11753758.0
2005-09-26,11368,12134,11266,12134,447315,13987.0,11753758.0
2005-09-27,11726,12083,11572,11828,177670,13634.0,11753758.0
2005-09-28,12031,13559,11877,12745,1700290,14692.0,11753758.0
2005-09-29,12691,12951,12084,12388,432609,14281.0,11753758.0
2005-09-30,12541,12690,11519,12031,494764,13869.0,11753758.0
2005-10-04,11215,12237,11215,11828,329573,13634.0,11753758.0
2005-10-05,12081,12491,11777,12134,399332,13987.0,11753758.0
2005-10-06,12081,12283,11980,12134,208462,13987.0,11753758.0
2005-10-07,12131,12951,12131,12287,634403,14163.0,11753758.0
2005-10-10,12540,13460,12492,13307,1249203,15339.0,11753758.0
2005-10-11,13559,14527,12030,12287,6444186,14163.0,11753758.0
2005-10-12,12332,13051,12130,13051,1267770,15045.0,11753758.0
2005-10-13,13971,14376,13002,13307,2728429,15339.0,11753758.0
2005-10-14,13405,13762,12740,13256,1244050,15280.0,11753758.0
2005-10-17,13454,14476,13454,14274,1636012,16455.0,11753758.0
2005-10-18,14220,15289,13661,15295,1841762,17631.0,11753758.0
2005-10-19,15500,17588,14478,16518,6013022,19041.0,11753758.0
2005-10-20,16818,18499,15700,16212,3587132,18688.0,11753758.0
2005-10-21,14986,15290,13810,13816,2237358,15926.0,11753758.0
2005-10-24,13558,14223,12796,13765,1563062,15868.0,11753758.0
2005-10-25,13766,15038,13766,14581,1903733,16808.0,11753758.0
2005-10-26,14378,14836,13814,14581,950283,16808.0,11753758.0
2005-10-27,15089,16106,14680,15447,1972862,17807.0,11753758.0
2005-10-28,14932,15496,14118,15040,1205611,17337.0,11753758.0
2005-10-31,15292,16617,15089,15346,2442359,17689.0,11753758.0
2005-11-01,15647,16206,13763,14173,3085536,16338.0,11753758.0
2005-11-02,14072,15142,13561,14887,1764417,17160.0,11753758.0
2005-11-03,14889,15448,14426,14581,902471,16808.0,11753758.0
2005-11-04,14276,14888,13972,14123,891424,16279.0,11753758.0
2005-11-07,13917,14679,13917,14428,949882,16632.0,11753758.0
2005-11-08,14320,15086,14219,14938,1161700,17219.0,11753758.0
2005-11-09,14934,15599,14168,14173,1553952,16338.0,11753758.0
2005-11-10,14017,14321,13661,13971,807966,16103.0,11753758.0
2005-11-11,14169,14169,13354,13409,686048,15456.0,11753758.0
2005-11-14,12489,13766,11419,12643,2278493,14575.0,11753758.0
2005-11-15,12438,13104,12438,12950,568229,14927.0,11753758.0
2005-11-16,12642,12950,12030,12084,1407140,25671.0,21663627.0
2005-11-17,12030,12439,11726,12084,1079882,25671.0,21663627.0
2005-11-18,12083,12439,12083,12185,860377,25888.0,21663627.0
2005-11-21,12184,12386,12030,12084,941186,25671.0,21663627.0
2005-11-22,12232,12232,11726,12031,614421,25563.0,21663627.0
2005-11-23,12028,12336,11927,12134,885988,25780.0,21663627.0
2005-11-24,12030,12285,11876,11930,863836,25346.0,21663627.0
2005-11-25,11975,12230,11927,12236,687943,25996.0,21663627.0
2005-11-28,12129,12486,12129,12338,1134362,26213.0,21663627.0
2005-11-29,12336,12847,12182,12492,1547462,26538.0,21663627.0
2005-11-30,12794,14322,12592,12593,7494763,26755.0,21663627.0
2005-12-01,12949,13258,12593,12849,2694567,27296.0,21663627.0
2005-12-02,13149,13149,12691,12900,1705600,27404.0,21663627.0
2005-12-05,13150,14576,13102,13971,4123100,29679.0,21663627.0
2005-12-06,14271,16059,13813,16059,7153925,34120.0,21663627.0
2005-12-07,16918,18450,15188,15396,9761729,32712.0,21663627.0
2005-12-08,14836,16012,13867,14836,4020018,31521.0,21663627.0
2005-12-09,15188,16157,14475,15396,4125433,32712.0,21663627.0
2005-12-12,16615,17685,16514,17690,10192661,37586.0,21663627.0
2005-12-13,18149,18202,16211,16366,5178236,34770.0,21663627.0
2005-12-14,16314,18812,15447,18812,10770840,39969.0,21663627.0
2005-12-15,18659,20187,17590,18559,7845307,39428.0,21663627.0
2005-12-16,16721,17844,15801,15908,4482926,33795.0,21663627.0
2005-12-19,15397,17079,14732,16723,4476495,35528.0,21663627.0
2005-12-20,16311,17584,15748,15754,3536304,33470.0,21663627.0
2005-12-21,15444,16461,15444,16110,2434261,34229.0,21663627.0
2005-12-22,16514,16716,13709,13816,3412301,29354.0,21663627.0
2005-12-23,13306,13817,12082,12950,2169179,27513.0,21663627.0
2005-12-26,12740,13559,12740,13256,2032724,28163.0,21663627.0
2005-12-27,13250,13607,12946,13001,1480982,27621.0,21663627.0
2005-12-28,12793,14273,12793,13614,2193712,28921.0,21663627.0
2005-12-29,13762,14119,13405,13560,1087341,28813.0,21663627.0
2006-01-02,13614,15398,13561,14887,2286335,31629.0,21663627.0
2006-01-03,14627,15393,14323,15090,1797674,32062.0,21663627.0
2006-01-04,15549,15751,14324,14325,2028086,30437.0,21663627.0
2006-01-05,14430,14579,13408,13664,1850849,29029.0,21663627.0
2006-01-06,13662,15141,13662,14531,2053581,30871.0,21663627.0
2006-01-09,15089,15600,14376,15090,1787604,32062.0,21663627.0
2006-01-10,15344,15546,14269,14531,1142864,30871.0,21663627.0
2006-01-11,14321,14832,13911,13918,1271207,29571.0,21663627.0
2006-01-12,14066,14780,13965,14531,1290675,30871.0,21663627.0
2006-01-13,14221,14524,13763,14173,1123927,30112.0,21663627.0
2006-01-16,13912,14577,13763,14173,1160149,30112.0,21663627.0
2006-01-17,14168,14886,14018,14274,1503971,30329.0,21663627.0
2006-01-18,14019,14323,12492,13206,1867230,28054.0,21663627.0
2006-01-19,12949,13359,12641,12950,947299,27513.0,21663627.0
2006-01-20,12896,13152,11012,11216,1814549,23830.0,21663627.0
2006-01-23,10502,11013,9533,9534,1759162,20255.0,21663627.0
2006-01-24,9533,10092,8155,9635,1155914,20472.0,21663627.0
2006-01-25,9531,10756,9531,10197,1192115,21664.0,21663627.0
2006-01-26,10245,10548,9989,10502,517400,22314.0,21663627.0
2006-01-27,11012,11166,10602,10911,514394,23180.0,21663627.0
2006-01-31,10911,11773,10703,11216,872530,23830.0,21663627.0
2006-02-01,11065,11470,10091,10656,1111501,22638.0,21663627.0
2006-02-02,10708,10964,10091,10656,679325,22638.0,21663627.0
2006-02-03,10143,10399,9941,10197,834951,21664.0,21663627.0
2006-02-06,9991,10348,9842,10147,524421,21555.0,21663627.0
2006-02-07,10040,10705,10040,10450,722846,22205.0,21663627.0
2006-02-08,10196,10553,10143,10197,766827,21664.0,21663627.0
2006-02-09,10298,10447,10090,10197,693743,21664.0,21663627.0
2006-02-10,10196,10399,10042,10197,599808,21664.0,21663627.0
2006-02-13,10090,10346,10090,10197,704865,21664.0,21663627.0
2006-02-14,10194,10247,9890,9993,759291,21230.0,21663627.0
2006-02-15,10092,10194,9533,9736,500963,20689.0,21663627.0
2006-02-16,9683,9890,9635,9736,518031,20689.0,21663627.0
2006-02-17,9789,9890,9485,9534,576070,20255.0,21663627.0
2006-02-20,9530,9733,9024,9382,1236584,19931.0,21663627.0
2006-02-21,9533,9837,9379,9635,618333,20472.0,21663627.0
2006-02-22,9579,9834,9429,9585,489138,20364.0,21663627.0
2006-02-23,9632,10036,9429,9686,1400671,20580.0,21663627.0
2006-02-24,9632,9786,9530,9686,471837,20580.0,21663627.0
2006-02-27,9789,10092,9582,9993,917056,21230.0,21663627.0
2006-02-28,10146,10604,10093,10349,1111597,21989.0,21663627.0
2006-03-02,10497,10550,10092,10094,639200,21447.0,21663627.0
2006-03-03,9943,10044,9384,9534,890401,20255.0,21663627.0
2006-03-06,9277,9532,9176,9278,764991,19714.0,21663627.0
2006-03-07,9174,9376,9073,9227,541783,19606.0,21663627.0
2006-03-08,8966,9221,8763,8871,787158,18847.0,21663627.0
2006-03-09,8715,8970,8715,8769,667565,18631.0,21663627.0
2006-03-10,8614,8869,8508,8668,648163,18414.0,21663627.0
2006-03-13,8716,9174,8716,8972,748284,19064.0,21663627.0
2006-03-14,8869,9072,8667,8769,465957,18631.0,21663627.0
2006-03-15,8819,9022,8819,8820,446159,18739.0,21663627.0
2006-03-16,8867,8968,8564,8564,413965,18197.0,21663627.0
2006-03-17,8457,8616,8355,8463,445128,17981.0,21663627.0
2006-03-20,8354,8561,8354,8514,216840,18089.0,21663627.0
2006-03-21,8456,8864,8456,8871,652571,18847.0,21663627.0
2006-03-22,9123,9581,8819,8921,1113312,18956.0,21663627.0
2006-03-23,9128,9176,8511,8617,424427,18306.0,21663627.0
2006-03-24,8718,8718,8458,8564,396983,18197.0,21663627.0
2006-03-27,8508,9125,8508,8769,588400,18631.0,21663627.0
2006-03-28,8766,9123,8766,8921,688722,18956.0,21663627.0
2006-03-29,8968,9735,8819,9278,1441780,19714.0,21663627.0
2006-03-30,9378,9532,9075,9278,823783,19714.0,21663627.0
2006-03-31,9323,9632,9121,9585,648300,20364.0,21663627.0
2006-04-03,9938,10396,9736,10094,1298905,21447.0,21663627.0
2006-04-04,10146,11115,9992,10349,2027078,21989.0,21663627.0
2006-04-05,10450,10551,10040,10349,702593,21989.0,21663627.0
2006-04-06,10348,10401,9736,9790,673863,20797.0,21663627.0
2006-04-07,9686,10196,9686,10197,496060,21664.0,21663627.0
2006-04-10,10196,11063,10041,11064,1225610,23505.0,21663627.0
2006-04-11,11214,11672,10858,11216,1595417,23830.0,21663627.0
2006-04-12,10757,11369,10703,10858,549483,23072.0,21663627.0
2006-04-13,10348,10608,9278,9433,3116886,20039.0,21663627.0
2006-04-14,9533,9688,9331,9534,841424,20255.0,21663627.0
2006-04-17,9485,9688,9331,9534,1094532,20255.0,21663627.0
2006-04-18,9477,9579,9174,9227,914790,19606.0,21663627.0
2006-04-19,9323,10191,9275,9585,3076611,20364.0,21663627.0
2006-04-20,9735,9788,9277,9278,642760,19714.0,21663627.0
2006-04-21,9322,9428,8918,8972,732847,19064.0,21663627.0
2006-04-24,8771,9176,8771,9076,382946,19281.0,21663627.0
2006-04-25,8920,9224,8766,8820,400705,18739.0,21663627.0
2006-04-26,8718,8867,8511,8564,502294,18197.0,21663627.0
2006-04-27,8460,8619,8358,8412,417851,17872.0,21663627.0
2006-04-28,8307,8457,8201,8208,396883,17439.0,21663627.0
2006-05-02,8258,9328,8258,9126,961361,19389.0,21663627.0
2006-05-03,8970,9380,8561,8668,591661,18414.0,21663627.0
2006-05-04,8867,9224,8665,8820,691606,18739.0,21663627.0
2006-05-08,8819,9330,8617,8718,1818741,18522.0,21663627.0
2006-05-09,8718,8968,8665,8820,471476,18739.0,21663627.0
2006-05-10,8717,8818,8360,8362,538575,17764.0,21663627.0
2006-05-11,8363,8619,8156,8311,322570,17656.0,21663627.0
2006-05-12,8358,8460,8002,8412,422137,17872.0,21663627.0
2006-05-15,8156,8460,8055,8156,327710,17331.0,21663627.0
2006-05-16,8054,8261,7798,7853,392117,16681.0,21663627.0
2006-05-17,7798,8102,7745,7800,359577,16573.0,21663627.0
2006-05-18,7694,7897,6982,7647,773635,16248.0,21663627.0
2006-05-19,7543,7900,7442,7699,519916,16356.0,21663627.0
2006-05-22,7748,7902,7695,7903,333306,16789.0,21663627.0
2006-05-23,7848,7848,7492,7546,232835,19892.0,26881737.0
2006-05-24,7495,7596,7186,7442,526440,19624.0,26881737.0
2006-05-25,7494,7547,7089,7139,259750,18817.0,26881737.0
2006-05-26,7190,7340,6983,7139,461504,18817.0,26881737.0
2006-05-29,7340,7543,7186,7341,396650,19355.0,26881737.0
2006-05-30,7285,7492,7135,7392,898613,19489.0,26881737.0
2006-06-01,7641,7795,7338,7392,764343,19489.0,26881737.0
2006-06-02,7340,7548,7138,7240,666030,19086.0,26881737.0
2006-06-05,7236,7285,6827,6933,279501,18280.0,26881737.0
2006-06-07,6833,6833,5912,5966,1385423,15726.0,26881737.0
2006-06-08,5960,6423,5348,6169,705328,16263.0,26881737.0
2006-06-09,6165,6426,6117,6219,416840,16398.0,26881737.0
2006-06-12,6219,6320,6016,6219,200599,16398.0,26881737.0
2006-06-13,6114,6216,6013,6068,223958,15995.0,26881737.0
2006-06-14,5761,6219,5761,6118,226867,16129.0,26881737.0
2006-06-15,6625,6625,6061,6169,253167,16263.0,26881737.0
2006-06-16,6322,6423,6216,6323,200543,16667.0,26881737.0
2006-06-19,6216,6317,6114,6169,132705,16263.0,26881737.0
2006-06-20,5963,6219,5809,6118,250471,16129.0,26881737.0
2006-06-21,6170,6170,5915,6017,288732,15860.0,26881737.0
2006-06-22,6116,6219,5861,5862,271742,15457.0,26881737.0
2006-06-23,5705,6061,5705,5912,313118,15591.0,26881737.0
2006-06-26,5808,6063,5605,5761,260178,15188.0,26881737.0
2006-06-27,5760,5861,5451,5862,591271,15457.0,26881737.0
2006-06-28,5758,5758,5555,5609,354624,14785.0,26881737.0
2006-06-29,5710,5811,5608,5710,253075,15054.0,26881737.0
2006-06-30,5806,6061,5705,5811,418760,15323.0,26881737.0
2006-07-03,5859,6061,5806,5912,342732,15591.0,26881737.0
2006-07-04,6063,6063,5658,5862,665642,15457.0,26881737.0
2006-07-05,5758,6114,5657,6068,681219,15995.0,26881737.0
2006-07-06,6216,6731,6114,6323,2172967,16667.0,26881737.0
2006-07-07,6423,6476,6114,6323,543480,16667.0,26881737.0
2006-07-10,6219,6267,6064,6219,485129,16398.0,26881737.0
2006-07-11,6163,6317,6061,6270,547378,16532.0,26881737.0
2006-07-12,6216,6317,6163,6270,296299,16532.0,26881737.0
2006-07-13,6219,6426,6165,6219,668297,16398.0,26881737.0
2006-07-14,6216,6264,6061,6270,500473,16532.0,26881737.0
2006-07-18,6219,6272,5915,6017,639301,15860.0,26881737.0
2006-07-19,6264,6881,5806,5811,7115412,15323.0,26881737.0
2006-07-20,5909,6267,5557,5862,4495479,15457.0,26881737.0
2006-07-21,5859,5859,5555,5710,497836,15054.0,26881737.0
2006-07-24,5712,6015,5557,5559,1008801,14651.0,26881737.0
2006-07-25,5605,5861,5403,5404,2547685,14247.0,26881737.0
2006-07-26,5501,5554,5299,5353,611844,14113.0,26881737.0
2006-07-27,5347,5554,5347,5455,535533,14382.0,26881737.0
2006-07-28,5403,5557,5403,5505,466292,14516.0,26881737.0
2006-07-31,5557,5658,5504,5505,350161,14516.0,26881737.0
2006-08-01,5451,5605,5403,5505,181451,14516.0,26881737.0
2006-08-02,5400,5501,5347,5455,379252,14382.0,26881737.0
2006-08-03,5504,5504,4998,5201,671216,13710.0,26881737.0
2006-08-04,5201,5403,5099,5302,200086,13979.0,26881737.0
2006-08-07,5201,5350,5148,5148,352680,13575.0,26881737.0
2006-08-08,5145,5347,5145,5353,265205,14113.0,26881737.0
2006-08-09,5350,5504,5249,5404,506927,14247.0,26881737.0
2006-08-10,5299,5448,5299,5353,228050,14113.0,26881737.0
2006-08-11,5454,6114,5353,5609,2474081,14785.0,26881737.0
2006-08-14,5710,5710,5454,5609,417929,14785.0,26881737.0
2006-08-16,5658,5712,5557,5559,315518,14651.0,26881737.0
2006-08-17,5554,5656,5400,5455,372756,14382.0,26881737.0
2006-08-18,5403,5557,5403,5505,307772,14516.0,26881737.0
2006-08-21,5501,5554,5299,5353,373841,14113.0,26881737.0
2006-08-22,5299,5400,5246,5353,311155,14113.0,26881737.0
2006-08-23,5353,5608,5300,5609,396619,14785.0,26881737.0
2006-08-24,5557,5658,5403,5660,395296,14919.0,26881737.0
2006-08-25,5704,5757,5448,5455,142567,14382.0,26881737.0
2006-08-28,5554,5554,5299,5353,215454,14113.0,26881737.0
2006-08-29,5355,5712,5355,5559,589039,14651.0,26881737.0
2006-08-30,5557,5605,5350,5505,453992,14516.0,26881737.0
2006-08-31,5504,5813,5504,5660,674398,14919.0,26881737.0
2006-09-01,5604,5960,5604,5912,384963,15591.0,26881737.0
2006-09-04,6016,6325,5862,6017,1216769,15860.0,26881737.0
2006-09-05,6013,6216,5859,6068,586229,15995.0,26881737.0
2006-09-06,6117,6117,5968,6017,297720,15860.0,26881737.0
2006-09-07,6013,6013,5758,5811,289412,15323.0,26881737.0
2006-09-08,5704,6672,5704,6678,2295328,17608.0,26881737.0
2006-09-11,6778,6879,6320,6475,1922694,17070.0,26881737.0
2006-09-12,6625,6625,6264,6270,1099802,16532.0,26881737.0
