실리콘웍스(108320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-02-13,33850,34150,33100,33500,240311,544854.0,16264300.0
2012-02-14,34000,35400,33850,34000,717120,552986.0,16264300.0
2012-02-15,34350,34800,33400,34650,311587,563558.0,16264300.0
2012-02-16,34200,35400,34200,35000,358327,569250.0,16264300.0
2012-02-17,35300,35500,34600,35350,217102,574943.0,16264300.0
2012-02-20,35100,35350,33900,34000,201184,552986.0,16264300.0
2012-02-21,34300,35500,34000,35150,291065,571690.0,16264300.0
2012-02-22,35400,35850,34800,35400,214416,575756.0,16264300.0
2012-02-23,35400,35400,34100,34500,144330,561118.0,16264300.0
2012-02-24,34500,34800,33600,34100,139618,554613.0,16264300.0
2012-02-27,33700,34300,33250,33800,103234,549733.0,16264300.0
2012-02-28,34150,36450,34000,36450,383499,592834.0,16264300.0
2012-02-29,36450,36550,35800,36050,284544,586328.0,16264300.0
2012-03-02,36050,36050,35200,35600,153745,579009.0,16264300.0
2012-03-05,35650,36250,34750,35050,216013,570064.0,16264300.0
2012-03-06,35250,35350,34250,35300,123471,574130.0,16264300.0
2012-03-07,34450,35400,34450,34900,101296,567624.0,16264300.0
2012-03-08,35300,35600,34100,34100,214838,554613.0,16264300.0
2012-03-09,34300,34900,33050,34550,229624,561932.0,16264300.0
2012-03-12,34750,35250,34100,34100,147994,554613.0,16264300.0
2012-03-13,34100,34750,33450,33500,120941,544854.0,16264300.0
2012-03-14,33550,34100,33550,33700,153410,548107.0,16264300.0
2012-03-15,33800,34800,33800,34000,158988,552986.0,16264300.0
2012-03-16,34300,34650,34000,34300,89562,557865.0,16264300.0
2012-03-19,34550,34800,33800,33900,92157,551360.0,16264300.0
2012-03-20,34000,34650,33850,34400,96739,559492.0,16264300.0
2012-03-21,34500,36000,34500,35900,319119,583888.0,16264300.0
2012-03-22,35650,35750,34250,35000,168421,569250.0,16264300.0
2012-03-23,35000,35150,34050,34200,99835,556239.0,16264300.0
2012-03-26,34150,34400,33500,33850,151920,550547.0,16264300.0
2012-03-27,34550,34550,33900,34400,108441,559492.0,16264300.0
2012-03-28,34400,34400,33500,33900,75835,551360.0,16264300.0
2012-03-29,33550,34100,32400,33500,121718,544854.0,16264300.0
2012-03-30,33350,33950,33100,33950,103346,552173.0,16264300.0
2012-04-02,34200,34250,33000,33100,72779,538348.0,16264300.0
2012-04-03,33250,33350,32100,32600,125163,530216.0,16264300.0
2012-04-04,32600,32750,30700,31000,200316,504193.0,16264300.0
2012-04-05,30200,30950,28250,29900,586347,486303.0,16264300.0
2012-04-06,30150,30850,29550,29600,189450,481423.0,16264300.0
2012-04-09,29750,29750,27450,27750,268805,451334.0,16264300.0
2012-04-10,27500,28650,27500,28350,228606,461093.0,16264300.0
2012-04-12,28050,30700,28050,30050,258979,488742.0,16264300.0
2012-04-13,30200,30600,29850,30050,154348,488742.0,16264300.0
2012-04-16,29550,29750,28950,29250,67339,475731.0,16264300.0
2012-04-17,29200,29900,28250,28300,187392,460280.0,16264300.0
2012-04-18,29000,29150,28300,28350,135279,461093.0,16264300.0
2012-04-19,28150,28650,28050,28050,120707,456214.0,16264300.0
2012-04-20,27750,28500,26900,27600,188821,448895.0,16264300.0
2012-04-23,27500,28250,27300,28100,107054,457027.0,16264300.0
2012-04-24,27600,28000,26950,27300,112850,444015.0,16264300.0
2012-04-25,27900,28850,27850,28800,223822,468412.0,16264300.0
2012-04-26,29100,29100,27550,28650,160462,465972.0,16264300.0
2012-04-27,29000,29100,28000,28300,61367,460280.0,16264300.0
2012-04-30,28600,28600,27250,28300,127056,460280.0,16264300.0
2012-05-02,28600,28800,27800,28700,73372,466785.0,16264300.0
2012-05-03,28700,29600,28700,29200,89841,474918.0,16264300.0
2012-05-04,29450,29450,28750,28900,46855,470038.0,16264300.0
2012-05-07,28400,28650,27950,27950,49189,454587.0,16264300.0
2012-05-08,28100,28500,27700,28100,88341,457027.0,16264300.0
2012-05-09,28250,28450,27350,27350,85329,444829.0,16264300.0
2012-05-10,26950,27400,26900,27000,89753,439136.0,16264300.0
2012-05-11,26950,27850,26550,26600,95927,432630.0,16264300.0
2012-05-14,26600,26850,23800,24000,282287,390343.0,16264300.0
2012-05-15,23600,23900,21750,22500,559004,365947.0,16264300.0
2012-05-16,22700,24250,22650,22800,498223,370826.0,16264300.0
2012-05-17,22950,24000,22950,24000,242069,390343.0,16264300.0
2012-05-18,23300,23900,22600,23900,164149,388717.0,16264300.0
2012-05-21,24000,24350,23350,23400,125997,380585.0,16264300.0
2012-05-22,23900,24850,23600,24850,169745,404168.0,16264300.0
2012-05-23,24900,24900,24300,24800,95825,403355.0,16264300.0
2012-05-24,24800,25450,24550,24550,101777,399289.0,16264300.0
2012-05-25,24900,25200,24750,24950,78489,405794.0,16264300.0
2012-05-29,24800,25850,24500,25800,129813,419619.0,16264300.0
2012-05-30,26250,26250,25050,25050,78003,407421.0,16264300.0
2012-05-31,24600,25350,24300,25000,60963,406608.0,16264300.0
2012-06-01,25250,25350,24900,25000,48435,406608.0,16264300.0
2012-06-04,24000,24350,22950,22950,146826,373266.0,16264300.0
2012-06-05,22850,23400,22850,23200,63593,377332.0,16264300.0
2012-06-07,24000,24850,23750,24850,2230331,404168.0,16264300.0
2012-06-08,25500,25950,24250,24250,234492,394409.0,16264300.0
2012-06-11,24850,25100,24400,24700,105768,401728.0,16264300.0
2012-06-12,24150,24850,24150,24550,65289,399289.0,16264300.0
2012-06-13,25100,27300,24900,27150,308598,441576.0,16264300.0
2012-06-14,27300,27800,27000,27350,224125,444829.0,16264300.0
2012-06-15,27600,29100,27000,27700,340981,450521.0,16264300.0
2012-06-18,28400,29400,28100,28850,203997,469225.0,16264300.0
2012-06-19,28850,29150,28150,28250,132558,459466.0,16264300.0
2012-06-20,28600,29400,28550,28950,196258,470851.0,16264300.0
2012-06-21,29000,29200,28400,28650,110472,465972.0,16264300.0
2012-06-22,28000,28600,27500,28200,157987,458653.0,16264300.0
2012-06-25,28500,29650,28200,29000,164508,471665.0,16264300.0
2012-06-26,28250,29100,28250,28800,115555,468412.0,16264300.0
2012-06-27,29200,29200,28450,29000,72956,471665.0,16264300.0
2012-06-28,29400,29400,28700,29000,40927,471665.0,16264300.0
2012-06-29,29000,29000,28500,28900,42141,470038.0,16264300.0
2012-07-02,29350,29600,28200,28200,117470,458653.0,16264300.0
2012-07-03,28500,28700,27600,27900,87394,453774.0,16264300.0
2012-07-04,28500,29150,28150,28950,176394,470851.0,16264300.0
2012-07-05,29200,30300,29200,29800,184119,484676.0,16264300.0
2012-07-06,29800,30500,29750,29950,100407,487116.0,16264300.0
2012-07-09,30000,30050,29200,29200,49061,474918.0,16264300.0
2012-07-10,29550,30500,29550,30500,184115,496061.0,16264300.0
2012-07-11,30450,30650,29800,30300,124675,492808.0,16264300.0
2012-07-12,30300,30550,28900,28950,97172,470851.0,16264300.0
2012-07-13,29400,29500,27050,28650,100523,465972.0,16264300.0
2012-07-16,28700,29400,28650,29000,63900,471665.0,16264300.0
2012-07-17,28750,29100,27550,27550,157775,448081.0,16264300.0
2012-07-18,28250,28400,26200,26200,178699,426125.0,16264300.0
2012-07-19,27000,27100,25900,26350,168092,428564.0,16264300.0
2012-07-20,26500,27400,26100,27150,101882,441576.0,16264300.0
2012-07-23,26800,27100,26400,27100,55364,440763.0,16264300.0
2012-07-24,26500,27200,26400,27200,54741,442389.0,16264300.0
2012-07-25,26400,26600,25100,25700,240448,417993.0,16264300.0
2012-07-26,26100,26500,25200,25800,143318,419619.0,16264300.0
2012-07-27,26300,27300,26100,27000,196873,439136.0,16264300.0
2012-07-30,27550,28000,27350,27750,85092,451334.0,16264300.0
2012-07-31,28000,29250,27850,29200,170411,474918.0,16264300.0
2012-08-01,28900,29700,28650,29450,124772,478984.0,16264300.0
2012-08-02,29650,30550,29050,29200,166691,474918.0,16264300.0
2012-08-03,28550,30000,28450,28450,120171,462719.0,16264300.0
2012-08-06,29000,30050,29000,29650,97064,482236.0,16264300.0
2012-08-07,29400,30250,29400,30100,126962,489555.0,16264300.0
2012-08-08,30200,30950,30200,30900,113596,502567.0,16264300.0
2012-08-09,30950,31400,30200,31100,138813,505820.0,16264300.0
2012-08-10,31750,31850,30100,30400,87654,494435.0,16264300.0
2012-08-13,30300,30650,29600,29750,118449,483863.0,16264300.0
2012-08-14,30050,30600,29850,30200,85443,491182.0,16264300.0
2012-08-16,30350,33100,30350,32750,475451,532656.0,16264300.0
2012-08-17,32800,33550,32500,33000,300860,536722.0,16264300.0
2012-08-20,33100,33900,32850,33250,176219,540788.0,16264300.0
2012-08-21,33200,33500,32350,32400,215974,526963.0,16264300.0
2012-08-22,32400,32600,31450,32400,197228,526963.0,16264300.0
2012-08-23,32700,33250,31950,32100,228199,522084.0,16264300.0
2012-08-24,31850,31850,30650,30700,300723,499314.0,16264300.0
2012-08-27,31800,33000,31050,31300,390185,509073.0,16264300.0
2012-08-28,31900,31900,29950,30050,328933,488742.0,16264300.0
2012-08-29,30350,31350,30200,30700,197321,499314.0,16264300.0
2012-08-30,30700,30800,29500,29500,226052,479797.0,16264300.0
2012-08-31,29350,29850,29200,29350,153519,477357.0,16264300.0
2012-09-03,29700,30600,29500,30600,169368,497688.0,16264300.0
2012-09-04,30900,31000,29700,30150,142817,490369.0,16264300.0
2012-09-05,30400,30750,29300,29500,152400,479797.0,16264300.0
2012-09-06,29800,29950,28850,29200,133244,474918.0,16264300.0
2012-09-07,29700,29950,29150,29300,107308,476544.0,16264300.0
2012-09-10,29450,30500,29450,29700,179743,483050.0,16264300.0
2012-09-11,29900,30500,29850,30500,141414,496061.0,16264300.0
2012-09-12,30800,30800,29800,30000,270178,487929.0,16264300.0
2012-09-13,30000,30700,30000,30450,180799,495248.0,16264300.0
2012-09-14,30650,30750,29400,29550,321448,480610.0,16264300.0
2012-09-17,29550,29750,28650,28750,208351,467599.0,16264300.0
2012-09-18,29150,29250,28700,28850,167578,469225.0,16264300.0
2012-09-19,28900,28950,28450,28450,185637,462719.0,16264300.0
2012-09-20,28650,29400,28100,28250,232711,459466.0,16264300.0
2012-09-21,28400,28550,27550,27900,215805,453774.0,16264300.0
2012-09-24,27450,28150,26950,27750,163201,451334.0,16264300.0
2012-09-25,28600,29300,28300,29250,340295,475731.0,16264300.0
2012-09-26,29400,29700,28800,29250,224375,475731.0,16264300.0
2012-09-27,29300,29400,28450,28800,124040,468412.0,16264300.0
2012-09-28,29200,29450,28900,29350,103481,477357.0,16264300.0
2012-10-02,29350,29700,28400,28400,155646,461906.0,16264300.0
2012-10-04,28450,29150,28250,28550,121528,464346.0,16264300.0
2012-10-05,28800,28800,27900,28450,171700,462719.0,16264300.0
2012-10-08,28400,28450,27400,27600,227054,448895.0,16264300.0
2012-10-09,27800,27900,26950,27000,187445,439136.0,16264300.0
2012-10-10,27050,27050,26100,26100,229853,424498.0,16264300.0
2012-10-11,26000,26300,25400,25600,259727,416366.0,16264300.0
2012-10-12,25600,27150,25600,26450,352754,430191.0,16264300.0
2012-10-15,26750,27150,26150,26450,160100,430191.0,16264300.0
2012-10-16,27000,27500,26600,27500,141066,447268.0,16264300.0
2012-10-17,27700,28650,27600,28450,312231,462719.0,16264300.0
2012-10-18,28250,28800,27950,28800,188669,468412.0,16264300.0
2012-10-19,28650,29300,27500,27900,240435,453774.0,16264300.0
2012-10-22,27050,28350,26950,27550,121768,448081.0,16264300.0
2012-10-23,27650,28950,27650,28700,259060,466785.0,16264300.0
2012-10-24,28300,29050,28300,28700,225918,466785.0,16264300.0
2012-10-25,28950,29300,28250,28250,197134,459466.0,16264300.0
2012-10-26,28250,28250,26850,27450,117654,446455.0,16264300.0
2012-10-29,27600,28650,27450,27450,203028,446455.0,16264300.0
2012-10-30,27250,28450,27250,28050,208926,456214.0,16264300.0
2012-10-31,28200,28250,27600,27950,114915,454587.0,16264300.0
2012-11-01,27950,28050,27000,27100,121999,440763.0,16264300.0
2012-11-02,27500,28050,27100,27650,198685,449708.0,16264300.0
2012-11-05,28000,28000,26600,27400,257435,445642.0,16264300.0
2012-11-06,27200,27250,26500,26650,169349,433444.0,16264300.0
2012-11-07,26850,27600,26500,27600,132589,448895.0,16264300.0
2012-11-08,27000,28150,26600,27900,201876,453774.0,16264300.0
2012-11-09,27800,28450,27400,27600,171420,448895.0,16264300.0
2012-11-12,27600,27800,26600,26950,113577,438323.0,16264300.0
2012-11-13,27550,29400,27500,28750,662890,467599.0,16264300.0
2012-11-14,29000,29750,28000,29100,486632,473291.0,16264300.0
2012-11-15,29000,29800,25800,25800,712942,419619.0,16264300.0
2012-11-16,25850,26200,23150,24300,1091703,395222.0,16264300.0
2012-11-19,24300,25750,23800,25750,2116965,418806.0,16264300.0
2012-11-20,27000,27300,25950,26750,550673,435070.0,16264300.0
2012-11-21,26600,27350,25900,25950,329121,422059.0,16264300.0
2012-11-22,26100,26550,25650,26200,261894,426125.0,16264300.0
2012-11-23,26450,26450,25250,25500,271263,414740.0,16264300.0
2012-11-26,25700,26050,25200,25300,196605,411487.0,16264300.0
2012-11-27,25250,25600,25000,25400,120186,413113.0,16264300.0
2012-11-28,25300,25500,24700,24800,127063,403355.0,16264300.0
2012-11-29,25100,26200,24850,26100,252523,424498.0,16264300.0
2012-11-30,26050,26500,25750,26300,135868,427751.0,16264300.0
2012-12-03,26600,27000,26100,26200,174458,426125.0,16264300.0
2012-12-04,26300,26700,25950,26450,110674,430191.0,16264300.0
2012-12-05,26750,26800,26050,26150,87054,425311.0,16264300.0
2012-12-06,26150,26200,24700,24750,366454,402541.0,16264300.0
2012-12-07,24750,25100,24000,24500,216917,398475.0,16264300.0
2012-12-10,24500,25050,24200,24650,128603,400915.0,16264300.0
2012-12-11,24600,24800,24100,24150,151320,392783.0,16264300.0
2012-12-12,24350,24400,23250,23650,326983,384651.0,16264300.0
2012-12-13,23750,24400,23550,24250,141900,394409.0,16264300.0
2012-12-14,24200,24800,24050,24300,130597,395222.0,16264300.0
2012-12-17,24450,24750,24350,24350,111696,396036.0,16264300.0
2012-12-18,24400,24900,23500,23550,229008,383024.0,16264300.0
2012-12-20,23650,23750,22900,23400,202835,380585.0,16264300.0
2012-12-21,23250,23800,22100,22400,367096,364320.0,16264300.0
2012-12-24,22350,22350,20900,21100,606854,343177.0,16264300.0
2012-12-26,21200,22000,21200,21450,272676,348869.0,16264300.0
2012-12-27,21350,22150,21100,22050,149886,358628.0,16264300.0
2012-12-28,22150,22550,22000,22350,114175,363507.0,16264300.0
2013-01-02,22650,22850,22000,22300,214615,362694.0,16264300.0
2013-01-03,22400,22450,22000,22250,182705,361881.0,16264300.0
2013-01-04,22400,24050,22400,24050,600586,391156.0,16264300.0
2013-01-07,24600,24650,24050,24300,364652,395222.0,16264300.0
2013-01-08,24350,24550,23750,24050,173474,391156.0,16264300.0
2013-01-09,23600,23850,23000,23400,407977,380585.0,16264300.0
2013-01-10,23300,23850,23050,23800,289436,387090.0,16264300.0
2013-01-11,23800,24000,23100,23700,232586,385464.0,16264300.0
2013-01-14,23600,24600,23350,23350,386240,379771.0,16264300.0
2013-01-15,23200,23500,22200,22800,334723,370826.0,16264300.0
2013-01-16,22550,22800,21850,22100,254568,359441.0,16264300.0
2013-01-17,22200,22400,21300,21600,255358,351309.0,16264300.0
2013-01-18,21750,22150,21350,21500,228295,349682.0,16264300.0
2013-01-21,21700,22300,21500,22300,136660,362694.0,16264300.0
2013-01-22,22200,22300,21750,22200,115730,361067.0,16264300.0
2013-01-23,22300,22350,21850,21850,104735,355375.0,16264300.0
2013-01-24,21550,21600,20600,20850,407052,339111.0,16264300.0
2013-01-25,20900,21300,20550,20600,188045,335045.0,16264300.0
2013-01-28,20400,20600,19700,19700,331311,320407.0,16264300.0
2013-01-29,19900,20500,19900,20450,205477,332605.0,16264300.0
2013-01-30,20500,20750,20050,20350,92386,330979.0,16264300.0
2013-01-31,20300,20550,20000,20150,68550,327726.0,16264300.0
2013-02-01,20000,20450,20000,20350,97871,330979.0,16264300.0
2013-02-04,20450,20700,20050,20200,102186,328539.0,16264300.0
2013-02-05,20100,20150,19500,19500,132055,317154.0,16264300.0
2013-02-06,19600,20350,19550,20250,136168,329352.0,16264300.0
2013-02-07,20450,20700,20050,20250,118670,329352.0,16264300.0
2013-02-08,20800,20850,20450,20600,117500,335045.0,16264300.0
2013-02-12,20500,20500,19850,20000,178958,325286.0,16264300.0
2013-02-13,20100,20450,20000,20300,125139,330165.0,16264300.0
2013-02-14,20300,20600,20150,20550,134968,334231.0,16264300.0
2013-02-15,20700,21200,20600,21050,251354,342364.0,16264300.0
2013-02-18,21500,21650,20950,21150,195238,343990.0,16264300.0
2013-02-19,21150,21200,20900,20900,186482,339924.0,16264300.0
2013-02-20,21200,21200,20800,20850,232260,339111.0,16264300.0
2013-02-21,20500,20700,19900,20400,450140,331792.0,16264300.0
2013-02-22,20550,20700,20200,20550,141748,334231.0,16264300.0
2013-02-25,20750,21450,20700,21350,310583,347243.0,16264300.0
2013-02-26,21050,21300,20800,20900,208048,339924.0,16264300.0
2013-02-27,20950,21650,20900,21300,205825,346430.0,16264300.0
2013-02-28,21500,21550,21050,21300,225786,346430.0,16264300.0
2013-03-04,21500,21650,21150,21200,141026,344803.0,16264300.0
2013-03-05,21250,21400,21000,21100,198265,343177.0,16264300.0
2013-03-06,21350,21500,21100,21350,163725,347243.0,16264300.0
2013-03-07,21450,23000,21400,22550,986398,366760.0,16264300.0
2013-03-08,22800,23050,22300,22500,431900,365947.0,16264300.0
2013-03-11,22500,22550,21750,21900,280208,356188.0,16264300.0
2013-03-12,22100,22600,22050,22600,275788,367573.0,16264300.0
2013-03-13,22750,22750,21950,22000,402757,357815.0,16264300.0
2013-03-14,22100,22100,21300,21650,367692,352122.0,16264300.0
2013-03-15,21900,22450,21850,22300,397855,362694.0,16264300.0
2013-03-18,22050,22250,21700,21700,189860,352935.0,16264300.0
2013-03-19,21900,22300,21900,22100,144647,359441.0,16264300.0
2013-03-20,22200,22700,22100,22150,299162,360254.0,16264300.0
2013-03-21,22450,22500,21800,21850,190591,355375.0,16264300.0
2013-03-22,21850,22600,21850,22500,263063,365947.0,16264300.0
2013-03-25,22850,22900,22400,22600,217957,367573.0,16264300.0
2013-03-26,22600,22650,22150,22500,183412,365947.0,16264300.0
2013-03-27,22600,22850,22450,22600,185707,367573.0,16264300.0
2013-03-28,22700,23400,22700,23250,488939,378145.0,16264300.0
2013-03-29,23300,23350,22950,23000,228886,374079.0,16264300.0
2013-04-01,22750,22750,21500,21500,664427,349682.0,16264300.0
2013-04-02,21350,21500,20650,20900,441033,339924.0,16264300.0
2013-04-03,20950,21450,20950,21050,230939,342364.0,16264300.0
2013-04-04,20800,21500,20350,21450,211898,348869.0,16264300.0
2013-04-05,21700,21750,20650,20950,200148,340737.0,16264300.0
2013-04-08,20700,21200,20250,20250,228970,329352.0,16264300.0
2013-04-09,20100,20600,19800,20050,190113,326099.0,16264300.0
2013-04-10,20050,20650,19800,20450,120094,332605.0,16264300.0
2013-04-11,20700,20950,20450,20800,130884,338297.0,16264300.0
2013-04-12,20950,21000,20550,20600,135770,335045.0,16264300.0
2013-04-15,20800,20950,20400,20800,68649,338297.0,16264300.0
2013-04-16,20400,20850,20300,20850,109322,339111.0,16264300.0
2013-04-17,21050,21550,21000,21450,196403,348869.0,16264300.0
2013-04-18,21200,21250,20800,20950,118053,340737.0,16264300.0
2013-04-19,20750,21050,20500,21050,127133,342364.0,16264300.0
2013-04-22,21200,21400,20900,21400,115889,348056.0,16264300.0
2013-04-23,21600,21650,21200,21400,146336,348056.0,16264300.0
2013-04-24,21750,21800,21300,21400,224107,348056.0,16264300.0
2013-04-25,21350,21900,21250,21500,195475,349682.0,16264300.0
2013-04-26,21650,22200,21600,21900,257351,356188.0,16264300.0
2013-04-29,22050,23100,21850,23100,510482,375705.0,16264300.0
2013-04-30,23600,23750,22550,22750,610675,370013.0,16264300.0
2013-05-02,22700,23150,22400,22400,221986,364320.0,16264300.0
2013-05-03,22600,22750,21800,22000,306545,357815.0,16264300.0
2013-05-06,22200,23050,22150,22550,326884,366760.0,16264300.0
2013-05-07,22750,22950,22400,22800,204725,370826.0,16264300.0
2013-05-08,23000,23000,22500,22650,278068,368386.0,16264300.0
2013-05-09,22900,23600,22850,23500,527104,382211.0,16264300.0
2013-05-10,23600,23850,23200,23450,306782,381398.0,16264300.0
2013-05-13,23500,23950,22250,22250,318625,361881.0,16264300.0
2013-05-14,22350,22700,22150,22700,178668,369200.0,16264300.0
2013-05-15,22950,23600,22700,23450,248488,381398.0,16264300.0
2013-05-16,23600,23600,22950,23450,202445,381398.0,16264300.0
2013-05-20,23700,23950,23250,23750,171603,386277.0,16264300.0
2013-05-21,23900,24400,23500,24250,372592,394409.0,16264300.0
2013-05-22,24250,24300,23750,23900,198240,388717.0,16264300.0
2013-05-23,24050,24100,23350,23450,208659,381398.0,16264300.0
2013-05-24,23250,24050,23100,24000,205787,390343.0,16264300.0
2013-05-27,24200,24650,23600,23650,371757,384651.0,16264300.0
2013-05-28,23700,24100,23400,24000,151608,390343.0,16264300.0
2013-05-29,24100,24150,23550,23600,171061,383837.0,16264300.0
2013-05-30,23500,24050,23450,23700,160072,385464.0,16264300.0
2013-05-31,24000,25150,23900,25100,746070,408234.0,16264300.0
2013-06-03,25050,25450,24700,25400,368815,413113.0,16264300.0
2013-06-04,25450,26000,25200,25200,472680,409860.0,16264300.0
2013-06-05,25150,25200,23800,23800,362446,387090.0,16264300.0
2013-06-07,24000,24000,22200,22450,373557,365134.0,16264300.0
2013-06-10,22700,23250,22700,23250,142851,378145.0,16264300.0
2013-06-11,23250,23250,22650,23050,171620,374892.0,16264300.0
2013-06-12,22900,23950,22900,23300,196008,378958.0,16264300.0
2013-06-13,23100,23750,22800,23700,111842,385464.0,16264300.0
2013-06-14,23950,24400,23050,23300,169369,378958.0,16264300.0
2013-06-17,22950,23400,22250,22600,169302,367573.0,16264300.0
2013-06-18,22800,23050,22200,22850,107444,371639.0,16264300.0
2013-06-19,23050,23150,22200,22400,139591,364320.0,16264300.0
2013-06-20,22100,22250,21400,21700,178766,352935.0,16264300.0
2013-06-21,21100,21550,20600,21400,153662,348056.0,16264300.0
2013-06-24,21400,21800,21400,21500,82247,349682.0,16264300.0
2013-06-25,21150,21700,20400,20500,176547,333418.0,16264300.0
2013-06-26,20750,21300,20700,21200,103496,344803.0,16264300.0
2013-06-27,21350,22050,21350,21700,96263,352935.0,16264300.0
2013-06-28,21700,21900,21300,21800,98745,354562.0,16264300.0
2013-07-01,21800,22100,21750,21750,48349,353749.0,16264300.0
2013-07-02,22050,22050,21350,21800,54797,354562.0,16264300.0
2013-07-03,21850,21950,20900,20950,110138,340737.0,16264300.0
2013-07-04,21000,21300,20350,20800,126442,338297.0,16264300.0
2013-07-05,21050,21300,20900,21200,60740,344803.0,16264300.0
2013-07-08,21150,21400,20500,20850,56172,339111.0,16264300.0
2013-07-09,21100,21350,20950,21250,67141,345616.0,16264300.0
2013-07-10,21450,21750,21300,21500,99916,349682.0,16264300.0
2013-07-11,21850,22500,21700,22500,131036,365947.0,16264300.0
2013-07-12,22500,22800,21900,21950,144865,357001.0,16264300.0
2013-07-15,22000,22000,21500,21550,112476,350496.0,16264300.0
2013-07-16,21650,21700,21150,21250,136758,345616.0,16264300.0
2013-07-17,21300,21500,21050,21450,102041,348869.0,16264300.0
2013-07-18,21550,21600,21100,21250,93523,345616.0,16264300.0
2013-07-19,21350,21500,20900,20900,105348,339924.0,16264300.0
2013-07-22,20900,21300,20900,21200,49353,344803.0,16264300.0
2013-07-23,21150,21350,20900,21000,136914,341550.0,16264300.0
2013-07-24,21300,22300,21200,22200,285159,361067.0,16264300.0
2013-07-25,22350,22350,21950,22250,111909,361881.0,16264300.0
2013-07-26,22350,22350,21800,22100,82850,359441.0,16264300.0
2013-07-29,22200,22500,21850,21850,69243,355375.0,16264300.0
2013-07-30,22050,22300,21800,22100,79582,359441.0,16264300.0
2013-07-31,22250,22250,21800,21800,63169,354562.0,16264300.0
2013-08-01,22050,22350,21800,21850,103537,355375.0,16264300.0
2013-08-02,21950,22150,21600,21850,117164,355375.0,16264300.0
2013-08-05,22200,22250,21850,21900,77139,356188.0,16264300.0
2013-08-06,21950,22400,21800,22400,84772,364320.0,16264300.0
2013-08-07,22250,23100,22250,22700,247523,369200.0,16264300.0
2013-08-08,22850,22950,22500,22700,100713,369200.0,16264300.0
2013-08-09,22800,23100,22550,23000,95241,374079.0,16264300.0
2013-08-12,23000,23250,22800,23200,126769,377332.0,16264300.0
2013-08-13,23200,23350,22500,23000,107546,374079.0,16264300.0
2013-08-14,22850,23250,22700,22950,88969,373266.0,16264300.0
2013-08-16,22600,23050,22600,22950,49486,373266.0,16264300.0
2013-08-19,23150,23150,22800,22950,48167,373266.0,16264300.0
2013-08-20,22900,22900,21750,22000,142263,357815.0,16264300.0
2013-08-21,22100,22250,21150,21200,150715,344803.0,16264300.0
2013-08-22,21100,21850,20900,21800,105180,354562.0,16264300.0
2013-08-23,21700,22250,21500,22250,144877,361881.0,16264300.0
2013-08-26,22800,23500,22700,23350,352390,379771.0,16264300.0
2013-08-27,23250,23800,23150,23500,287917,382211.0,16264300.0
2013-08-28,23250,24150,23050,24150,251561,392783.0,16264300.0
2013-08-29,24300,24600,23900,24450,302386,397662.0,16264300.0
2013-08-30,24700,24750,24050,24200,199803,393596.0,16264300.0
2013-09-02,24400,24800,24050,24550,148283,399289.0,16264300.0
2013-09-03,24600,24750,24400,24550,110895,399289.0,16264300.0
2013-09-04,24700,25250,24650,24650,200953,400915.0,16264300.0
2013-09-05,24650,24650,23850,23950,196056,389530.0,16264300.0
2013-09-06,24100,24400,23650,23700,145017,385464.0,16264300.0
2013-09-09,23900,24550,23900,24500,162789,398475.0,16264300.0
2013-09-10,24700,25150,24350,24450,246590,397662.0,16264300.0
2013-09-11,24600,24750,22750,22800,765764,370826.0,16264300.0
2013-09-12,22800,23200,22800,22850,311793,371639.0,16264300.0
2013-09-13,22900,23250,22900,23000,121371,374079.0,16264300.0
2013-09-16,23200,23250,22950,22950,96420,373266.0,16264300.0
2013-09-17,22950,23300,22750,23300,95570,378958.0,16264300.0
2013-09-23,23500,23850,23450,23650,136377,384651.0,16264300.0
2013-09-24,24300,24500,23600,23600,183277,383837.0,16264300.0
2013-09-25,23800,23800,22750,22900,226628,372452.0,16264300.0
2013-09-26,22750,23250,22750,23000,145654,374079.0,16264300.0
2013-09-27,23300,24000,23250,23950,179765,389530.0,16264300.0
2013-09-30,23900,23900,23350,23550,74723,383024.0,16264300.0
2013-10-01,23400,23550,22950,23100,117480,375705.0,16264300.0
2013-10-02,23350,23450,22850,22850,81049,371639.0,16264300.0
2013-10-04,22900,23000,22150,22200,128496,361067.0,16264300.0
2013-10-07,22100,22250,21450,21600,185818,351309.0,16264300.0
2013-10-08,21600,22050,21550,21950,94301,357001.0,16264300.0
2013-10-10,21950,22350,21850,22200,79645,361067.0,16264300.0
2013-10-11,22500,22700,22300,22500,96988,365947.0,16264300.0
2013-10-14,22550,22600,21950,22000,92506,357815.0,16264300.0
2013-10-15,22400,22450,22100,22400,41172,364320.0,16264300.0
2013-10-16,22700,22950,22150,22200,129487,361067.0,16264300.0
2013-10-17,22450,22500,21900,21900,88263,356188.0,16264300.0
2013-10-18,21800,22350,21600,21950,122675,357001.0,16264300.0
2013-10-21,22150,22450,22050,22400,114835,364320.0,16264300.0
2013-10-22,22500,22950,22400,22800,172610,370826.0,16264300.0
2013-10-23,23050,23250,22600,22700,177654,369200.0,16264300.0
2013-10-24,23050,24300,22950,24300,469624,395222.0,16264300.0
2013-10-25,24300,24500,23800,23850,219494,387904.0,16264300.0
