테라젠이텍스(066700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-01-17,4260,4260,4050,4260,27643,48208.0,11316379.0
2008-01-18,4270,4270,3900,4250,54523,48095.0,11316379.0
2008-01-21,4250,4285,4110,4200,30414,47529.0,11316379.0
2008-01-22,4100,4200,4005,4090,7982,46387.0,11341567.0
2008-01-23,4190,4190,3935,4080,33191,46274.0,11341567.0
2008-01-24,4200,4200,4015,4100,13755,46500.0,11341567.0
2008-01-25,4110,4200,4070,4130,26543,46841.0,11341567.0
2008-01-28,4140,4170,3950,4120,22313,46727.0,11341567.0
2008-01-29,4125,4195,3800,3800,59738,43098.0,11341567.0
2008-01-30,3750,4090,3710,3800,66171,43098.0,11341567.0
2008-01-31,3945,3945,3800,3880,4501,44005.0,11341567.0
2008-02-01,3840,4150,3700,3770,254430,42758.0,11341567.0
2008-02-04,3910,3920,3755,3810,86125,43211.0,11341567.0
2008-02-05,3910,3990,3835,3835,90910,43495.0,11341567.0
2008-02-11,3985,3985,3835,3840,30569,43552.0,11341567.0
2008-02-12,3975,3975,3860,3865,28644,43835.0,11341567.0
2008-02-13,3940,4105,3870,4000,57432,45366.0,11341567.0
2008-02-14,4040,4130,4000,4000,88406,45366.0,11341567.0
2008-02-15,3950,4095,3930,4065,70510,46103.0,11341567.0
2008-02-18,4190,4190,4060,4155,43792,47124.0,11341567.0
2008-02-19,4150,4685,4150,4500,321556,51037.0,11341567.0
2008-02-20,4430,4650,4315,4450,85787,50470.0,11341567.0
2008-02-21,4450,4545,4310,4400,94653,49958.0,11354161.0
2008-02-22,4455,4630,4370,4390,463054,49845.0,11354161.0
2008-02-25,4400,4500,4400,4445,113278,50469.0,11354161.0
2008-02-26,4420,4500,4405,4460,73002,50640.0,11354161.0
2008-02-27,4500,4525,4320,4475,176947,50810.0,11354161.0
2008-02-28,4470,4470,4215,4215,93729,47858.0,11354161.0
2008-02-29,4250,4340,4050,4080,119613,46325.0,11354161.0
2008-03-03,4095,4095,3880,4095,67374,46495.0,11354161.0
2008-03-04,4280,4280,4100,4240,41381,48142.0,11354161.0
2008-03-05,4350,4350,4150,4170,27747,47347.0,11354161.0
2008-03-06,4170,4285,4000,4070,68527,46211.0,11354161.0
2008-03-07,4100,4180,3950,4050,38854,45984.0,11354161.0
2008-03-10,4140,4140,3920,4050,44290,45984.0,11354161.0
2008-03-11,3445,4000,3445,3950,64362,44849.0,11354161.0
2008-03-12,3950,3950,3750,3950,90239,44849.0,11354161.0
2008-03-13,3950,4090,3885,3900,17984,44281.0,11354161.0
2008-03-14,4100,4100,3860,3970,6496,45076.0,11354161.0
2008-03-17,4040,4040,3880,3975,11418,45133.0,11354161.0
2008-03-18,4000,4000,3800,3975,23049,45133.0,11354161.0
2008-03-19,3975,4130,3780,3930,72141,44622.0,11354161.0
2008-03-20,3840,3980,3805,3915,11182,44452.0,11354161.0
2008-03-21,3975,3975,3800,3890,82717,44658.0,11480104.0
2008-03-24,3900,3950,3880,3930,31273,45117.0,11480104.0
2008-03-25,3930,3985,3795,3865,72423,44371.0,11480104.0
2008-03-26,3850,3850,3680,3810,92577,43739.0,11480104.0
2008-03-27,3810,3880,3715,3810,30135,43739.0,11480104.0
2008-03-28,3840,4010,3655,3815,67603,43797.0,11480104.0
2008-03-31,3895,3895,3700,3820,61714,43854.0,11480104.0
2008-04-01,3850,4010,3760,3985,345603,45748.0,11480104.0
2008-04-02,3905,4040,3885,3945,60864,45289.0,11480104.0
2008-04-03,3915,3990,3850,3895,37471,44715.0,11480104.0
2008-04-04,3900,3995,3815,3860,84025,44313.0,11480104.0
2008-04-07,3900,3900,3790,3820,28937,43854.0,11480104.0
2008-04-08,3820,3860,3730,3860,54637,44313.0,11480104.0
2008-04-10,4000,4000,3740,3810,61496,43739.0,11480104.0
2008-04-11,3880,3900,3700,3780,36230,43395.0,11480104.0
2008-04-14,3780,3800,3660,3700,34147,42476.0,11480104.0
2008-04-15,3750,3750,3650,3735,22260,42878.0,11480104.0
2008-04-16,3700,3775,3670,3740,14003,42936.0,11480104.0
2008-04-17,3765,3765,3690,3710,27155,42591.0,11480104.0
2008-04-18,3700,3735,3600,3690,74218,42362.0,11480104.0
2008-04-21,3750,3750,3520,3520,92006,40410.0,11480104.0
2008-04-22,3550,3625,3350,3385,133147,38860.0,11480104.0
2008-04-23,3120,3200,2880,2880,953939,33063.0,11480104.0
2008-04-24,2705,3180,2680,2950,1116191,33866.0,11480104.0
2008-04-25,2995,2995,2830,2890,198334,33178.0,11480104.0
2008-04-28,2870,2940,2760,2805,93036,32202.0,11480104.0
2008-04-29,2800,2880,2720,2790,64968,32029.0,11480104.0
2008-04-30,2850,2890,2765,2820,45842,32374.0,11480104.0
2008-05-02,2875,2875,2720,2845,39665,32661.0,11480104.0
2008-05-06,2870,2870,2750,2810,47710,32259.0,11480104.0
2008-05-07,2810,2845,2700,2800,92124,32144.0,11480104.0
2008-05-08,2790,2805,2700,2805,33670,32202.0,11480104.0
2008-05-09,2860,2860,2745,2785,25899,31972.0,11480104.0
2008-05-13,2755,2790,2660,2680,66213,30767.0,11480104.0
2008-05-14,2750,2750,2635,2720,52123,31226.0,11480104.0
2008-05-15,2720,2720,2320,2455,163674,28184.0,11480104.0
2008-05-16,2470,2570,2350,2490,61402,28585.0,11480104.0
2008-05-19,2490,2655,2480,2560,44221,29389.0,11480104.0
2008-05-20,2570,2900,2550,2810,51699,32259.0,11480104.0
2008-05-21,2815,2845,2425,2775,33097,31892.0,11492730.0
2008-05-22,2740,2795,2620,2735,37449,31433.0,11492730.0
2008-05-23,2780,2780,2630,2640,23775,30341.0,11492730.0
2008-05-26,2690,2690,2575,2615,15276,30053.0,11492730.0
2008-05-27,2615,2670,2515,2580,22521,30162.0,11690553.0
2008-05-28,2525,2580,2400,2420,77633,28291.0,11690553.0
2008-05-29,2420,2530,2420,2525,40187,29519.0,11690553.0
2008-05-30,2645,2645,2520,2580,86957,30162.0,11690553.0
2008-06-02,2645,2645,2505,2550,26224,29811.0,11690553.0
2008-06-03,2490,2595,2430,2450,53479,28642.0,11690553.0
2008-06-04,2500,2500,2300,2450,19977,28642.0,11690553.0
2008-06-05,2520,2520,2420,2500,16761,29226.0,11690553.0
2008-06-09,2540,2540,2370,2465,29332,28817.0,11690553.0
2008-06-10,2495,2500,2380,2445,21391,28583.0,11690553.0
2008-06-11,2420,2490,2385,2440,69199,28525.0,11690553.0
2008-06-12,2405,2470,2360,2365,19378,27648.0,11690553.0
2008-06-13,2345,2425,2345,2380,38271,27824.0,11690553.0
2008-06-16,2445,2500,2380,2480,43483,28993.0,11690553.0
2008-06-17,2530,2540,2420,2470,14819,28876.0,11690553.0
2008-06-18,2420,2840,2410,2840,254850,33201.0,11690553.0
2008-06-19,2900,3120,2850,2930,440753,34253.0,11690553.0
2008-06-20,3050,3050,2800,2860,134282,33435.0,11690553.0
2008-06-23,2730,2900,2720,2770,47854,32383.0,11690553.0
2008-06-24,2810,2865,2625,2655,89605,31038.0,11690553.0
2008-06-25,2610,2725,2450,2700,117794,31564.0,11690553.0
2008-06-26,2785,2790,2605,2765,41772,32324.0,11690553.0
2008-06-27,2700,2780,2600,2780,76654,32500.0,11690553.0
2008-06-30,2750,2840,2750,2760,37601,32266.0,11690553.0
2008-07-01,2890,2900,2650,2750,51273,32149.0,11690553.0
2008-07-02,2750,2850,2750,2820,86517,32967.0,11690553.0
2008-07-03,2895,2895,2400,2520,310893,29460.0,11690553.0
2008-07-04,2600,2705,2590,2645,66587,30922.0,11690553.0
2008-07-07,2660,3040,2660,3040,208265,35539.0,11690553.0
2008-07-08,3185,3290,2650,2705,515035,31623.0,11690553.0
2008-07-09,2820,3100,2780,3100,253552,36241.0,11690553.0
2008-07-10,2950,3135,2900,3125,162198,36533.0,11690553.0
2008-07-11,3115,3115,2855,2970,146787,34721.0,11690553.0
2008-07-14,2950,2995,2810,2865,69749,33493.0,11690553.0
2008-07-15,2925,2935,2500,2695,97282,35452.0,13154817.0
2008-07-16,2800,2800,2695,2785,38907,36636.0,13154817.0
2008-07-17,2735,3000,2735,2810,25435,36965.0,13154817.0
2008-07-18,2850,3040,2700,2710,113939,35650.0,13154817.0
2008-07-21,2790,2790,2540,2670,27382,35123.0,13154817.0
2008-07-22,2670,2710,2505,2575,61617,33874.0,13154817.0
2008-07-23,2625,2625,2485,2590,64186,34071.0,13154817.0
2008-07-24,2590,2655,2510,2620,36261,34466.0,13154817.0
2008-07-25,2650,2650,2520,2600,15958,34203.0,13154817.0
2008-07-28,2600,2620,2495,2550,33958,33545.0,13154817.0
2008-07-29,2500,2565,2450,2520,18085,33150.0,13154817.0
2008-07-30,2560,2590,2490,2550,19719,33545.0,13154817.0
2008-07-31,2585,2585,2490,2490,10828,32755.0,13154817.0
2008-08-01,2510,2510,2430,2450,14549,32229.0,13154817.0
2008-08-04,2505,2545,2410,2485,13380,32690.0,13154817.0
2008-08-05,2500,2555,2390,2485,18394,32690.0,13154817.0
2008-08-06,2550,2550,2460,2490,20968,32755.0,13154817.0
2008-08-07,2545,2600,2355,2600,40676,34203.0,13154817.0
2008-08-08,2600,2680,2210,2570,31249,33808.0,13154817.0
2008-08-11,2505,2565,2460,2520,3331,33150.0,13154817.0
2008-08-12,2530,2530,2415,2520,49603,33150.0,13154817.0
2008-08-13,2470,2545,2425,2500,4993,32887.0,13154817.0
2008-08-14,2430,2525,2415,2475,4281,32558.0,13154817.0
2008-08-18,2360,2475,2360,2400,18398,31572.0,13154817.0
2008-08-19,2500,2500,2320,2385,21738,31374.0,13154817.0
2008-08-20,2310,2400,2045,2350,78484,30914.0,13154817.0
2008-08-21,2350,2500,2200,2305,43737,30322.0,13154817.0
2008-08-22,2370,2370,1990,2310,77846,30388.0,13154817.0
2008-08-25,2395,2395,2200,2300,10618,30256.0,13154817.0
2008-08-26,2300,2375,2200,2270,27222,29861.0,13154817.0
2008-08-27,2300,2300,2165,2165,20731,28480.0,13154817.0
2008-08-28,2165,2300,2050,2180,57029,28678.0,13154817.0
2008-08-29,2275,2275,2030,2140,55671,28151.0,13154817.0
2008-09-01,2100,2235,1870,2030,87733,26704.0,13154817.0
2008-09-02,2025,2190,1905,2110,31742,27757.0,13154817.0
2008-09-03,1940,2110,1795,2050,36408,26967.0,13154817.0
2008-09-04,2050,2105,1980,2030,37763,26704.0,13154817.0
2008-09-05,2040,2190,1995,2050,9734,26967.0,13154817.0
2008-09-08,2040,2050,1925,1940,33405,25520.0,13154817.0
2008-09-09,1965,2065,1660,2030,117810,26704.0,13154817.0
2008-09-10,2040,2060,1920,2000,27377,26310.0,13154817.0
2008-09-11,2015,2035,1905,1985,7358,26112.0,13154817.0
2008-09-12,2015,2030,1940,2000,14578,26310.0,13154817.0
2008-09-16,1950,1985,1850,1960,14851,25783.0,13154817.0
2008-09-17,1920,1980,1895,1930,32025,25389.0,13154817.0
2008-09-18,1920,1960,1820,1905,5229,25060.0,13154817.0
2008-09-19,1950,1955,1660,1820,81519,23942.0,13154817.0
2008-09-22,1810,1890,1785,1870,14548,24600.0,13154817.0
2008-09-23,1855,1910,1825,1850,5896,24336.0,13154817.0
2008-09-24,1850,2020,1820,1900,25117,24994.0,13154817.0
2008-09-25,1950,1950,1850,1850,6445,24336.0,13154817.0
2008-09-26,1850,1900,1825,1890,6602,24863.0,13154817.0
2008-09-29,1895,1895,1835,1865,2285,24534.0,13154817.0
2008-09-30,1865,1865,1795,1855,2207,24402.0,13154817.0
2008-10-01,1895,1895,1780,1850,7696,24336.0,13154817.0
2008-10-02,1850,1850,1720,1840,10090,24205.0,13154817.0
2008-10-06,1840,1885,1565,1820,18822,23942.0,13154817.0
2008-10-07,1800,1800,1620,1700,21923,22363.0,13154817.0
2008-10-08,1700,1700,1445,1480,47657,19469.0,13154817.0
2008-10-09,1480,1500,1390,1480,15813,19469.0,13154817.0
2008-10-10,1480,1550,1300,1550,15892,20390.0,13154817.0
2008-10-13,1595,1780,1580,1690,15062,22232.0,13154817.0
2008-10-14,1710,1810,1710,1800,8617,23679.0,13154817.0
2008-10-15,1890,1890,1725,1725,13831,22692.0,13154817.0
2008-10-16,1825,1825,1550,1630,26191,21442.0,13154817.0
2008-10-17,1600,1835,1600,1650,3878,21705.0,13154817.0
2008-10-20,1650,1650,1500,1590,8671,20916.0,13154817.0
2008-10-21,1600,1700,1440,1495,11567,19666.0,13154817.0
2008-10-22,1500,1540,1360,1480,21221,19469.0,13154817.0
2008-10-23,1485,1485,1290,1310,23096,17233.0,13154817.0
2008-10-24,1440,1440,1115,1190,43480,15654.0,13154817.0
2008-10-27,1015,1115,1015,1045,111386,13747.0,13154817.0
2008-10-28,1025,1050,890,1050,41801,13813.0,13154817.0
2008-10-29,1155,1185,1020,1110,21487,14602.0,13154817.0
2008-10-30,1015,1240,1015,1155,32161,15194.0,13154817.0
2008-10-31,1155,1285,1095,1195,48840,15720.0,13154817.0
2008-11-03,1250,1370,1220,1320,56925,17364.0,13154817.0
2008-11-04,1345,1515,1345,1515,86623,19930.0,13154817.0
2008-11-05,1595,1740,1525,1740,74460,22889.0,13154817.0
2008-11-06,1650,1900,1650,1900,53913,24994.0,13154817.0
2008-11-07,1750,2095,1650,2010,133315,26441.0,13154817.0
2008-11-10,1990,2190,1990,2010,29973,26441.0,13154817.0
2008-11-11,2090,2090,1970,2000,13502,26310.0,13154817.0
2008-11-12,1995,2110,1970,2015,44723,26507.0,13154817.0
2008-11-13,1960,2025,1900,1950,27732,25652.0,13154817.0
2008-11-14,2070,2075,1860,1905,22128,25060.0,13154817.0
2008-11-17,1905,1905,1750,1825,22626,24008.0,13154817.0
2008-11-18,1810,1870,1560,1580,118487,20785.0,13154817.0
2008-11-19,1665,1665,1515,1610,25664,21179.0,13154817.0
2008-11-20,1605,1840,1370,1535,350352,20193.0,13154817.0
2008-11-21,1380,1535,1315,1445,26339,19009.0,13154817.0
2008-11-24,1535,1535,1390,1440,17500,18943.0,13154817.0
2008-11-25,1490,1590,1435,1440,19448,18943.0,13154817.0
2008-11-26,1460,1515,1350,1480,17345,19469.0,13154817.0
2008-11-27,1520,1700,1445,1700,37339,22363.0,13154817.0
2008-11-28,1895,1895,1660,1790,24968,23547.0,13154817.0
2008-12-01,2020,2020,1750,1905,29545,25060.0,13154817.0
2008-12-02,1945,2080,1850,1975,60667,25981.0,13154817.0
2008-12-03,2055,2060,1780,1920,22694,25257.0,13154817.0
2008-12-04,1945,1995,1890,1925,35943,25323.0,13154817.0
2008-12-05,1950,1950,1720,1875,10586,24665.0,13154817.0
2008-12-08,1895,1900,1750,1875,18377,24665.0,13154817.0
2008-12-09,1950,1975,1760,1800,26012,23679.0,13154817.0
2008-12-10,1805,1805,1700,1790,22369,23547.0,13154817.0
2008-12-11,1895,1900,1665,1730,28058,22758.0,13154817.0
2008-12-12,1860,1875,1680,1795,12026,23613.0,13154817.0
2008-12-15,1795,1850,1795,1800,6901,23679.0,13154817.0
2008-12-16,1800,1800,1570,1720,62307,22626.0,13154817.0
2008-12-17,1710,1800,1665,1735,25342,22824.0,13154817.0
2008-12-18,1740,1770,1570,1670,58138,21969.0,13154817.0
2008-12-19,1690,1690,1480,1675,41115,22034.0,13154817.0
2008-12-22,1700,1700,1650,1680,3000,22100.0,13154817.0
2008-12-23,1580,1670,1520,1660,7041,21837.0,13154817.0
2008-12-24,1695,1725,1635,1675,7129,22034.0,13154817.0
2008-12-26,1730,1730,1440,1535,81021,20193.0,13154817.0
2008-12-29,1535,1535,1305,1430,69568,18811.0,13154817.0
2008-12-30,1475,1570,1440,1520,56040,19995.0,13154817.0
2009-01-02,1675,1675,1450,1545,18494,20324.0,13154817.0
2009-01-05,1520,1555,1460,1515,8107,19930.0,13154817.0
2009-01-06,1535,1585,1465,1520,32474,19995.0,13154817.0
2009-01-07,1455,1650,1455,1650,40864,21705.0,13154817.0
2009-01-08,1640,1790,1560,1700,66592,22363.0,13154817.0
2009-01-09,1695,1695,1610,1655,28138,21771.0,13154817.0
2009-01-12,1670,1670,1505,1595,7254,20982.0,13154817.0
2009-01-13,1595,1595,1470,1470,26908,19338.0,13154817.0
2009-01-14,1500,1560,1455,1540,11099,20258.0,13154817.0
2009-01-15,1540,1605,1500,1575,40376,21096.0,13394051.0
2009-01-16,1575,1645,1470,1535,49669,20560.0,13394051.0
2009-01-19,1570,1690,1475,1625,74316,21765.0,13394051.0
2009-01-20,1700,1700,1605,1650,29110,22100.0,13394051.0
2009-01-21,1700,1700,1605,1630,23854,21832.0,13394051.0
2009-01-22,1635,1640,1580,1625,19686,21765.0,13394051.0
2009-01-23,1620,1640,1565,1635,15459,21899.0,13394051.0
2009-01-28,1670,1670,1390,1390,140797,18618.0,13394051.0
2009-01-29,1370,1550,1370,1495,52644,20024.0,13394051.0
2009-01-30,1495,1500,1445,1460,10622,19555.0,13394051.0
2009-02-02,1495,1495,1400,1455,41069,19488.0,13394051.0
2009-02-03,1500,1500,1430,1430,30467,19153.0,13394051.0
2009-02-04,1460,1480,1410,1425,20986,19087.0,13394051.0
2009-02-05,1480,1480,1395,1425,13772,19087.0,13394051.0
2009-02-06,1445,1445,1395,1425,8341,19087.0,13394051.0
2009-02-09,1445,1445,1215,1315,383476,17613.0,13394051.0
2009-02-10,1315,1355,1235,1310,66454,17546.0,13394051.0
2009-02-11,1300,1310,1250,1310,33688,17546.0,13394051.0
2009-02-12,1280,1320,1240,1240,89499,16609.0,13394051.0
2009-02-13,1240,1290,1140,1220,158161,16341.0,13394051.0
2009-02-16,1210,1255,1200,1230,71863,16475.0,13394051.0
2009-02-17,1245,1245,1160,1230,44743,16475.0,13394051.0
2009-02-18,1135,1235,1135,1210,21912,16207.0,13394051.0
2009-02-19,1220,1390,1195,1270,188866,17010.0,13394051.0
2009-02-20,1280,1350,1120,1220,63364,16341.0,13394051.0
2009-02-23,1250,1250,1180,1210,24288,16207.0,13394051.0
2009-02-24,1210,1210,1120,1170,23002,15671.0,13394051.0
2009-02-25,1145,1245,1100,1155,48402,15470.0,13394051.0
2009-02-26,1185,1205,1115,1160,19969,15537.0,13394051.0
2009-02-27,1225,1225,1130,1155,5017,15470.0,13394051.0
2009-03-02,1150,1225,1080,1100,45342,14733.0,13394051.0
2009-03-03,1130,1160,1070,1140,9400,15269.0,13394051.0
2009-03-04,1150,1190,1130,1190,12821,15939.0,13394051.0
2009-03-05,1240,1240,1170,1195,23602,16006.0,13394051.0
2009-03-06,1220,1220,1150,1210,5718,16207.0,13394051.0
2009-03-09,1265,1265,1155,1190,9539,15939.0,13394051.0
2009-03-10,1240,1240,1130,1180,15632,15805.0,13394051.0
2009-03-11,1180,1225,1150,1205,37812,16140.0,13394051.0
2009-03-12,1220,1220,1175,1195,12824,16006.0,13394051.0
2009-03-13,1240,1280,1170,1205,122863,16140.0,13394051.0
2009-03-16,1225,1250,1210,1225,44000,16408.0,13394051.0
2009-03-17,1230,1260,1215,1235,19995,16542.0,13394051.0
2009-03-18,1255,1415,1225,1350,267347,18082.0,13394051.0
2009-03-19,1385,1490,1325,1460,206858,19555.0,13394051.0
2009-03-20,1440,1675,1440,1675,213681,22435.0,13394051.0
2009-03-23,1860,1925,1755,1925,148530,25784.0,13394051.0
2009-03-24,1925,2000,1800,1880,441963,25181.0,13394051.0
2009-03-25,1900,2160,1900,2150,637069,28797.0,13394051.0
2009-03-26,2275,2470,2255,2430,553949,32548.0,13394051.0
2009-03-27,2470,2530,2260,2445,280447,32748.0,13394051.0
2009-03-30,2480,2590,2445,2450,142085,32815.0,13394051.0
2009-03-31,2570,2570,2355,2420,168064,32414.0,13394051.0
2009-04-01,2460,2470,2140,2400,444854,32146.0,13394051.0
2009-04-02,2380,2485,2360,2390,177519,32012.0,13394051.0
2009-04-03,2335,2395,2250,2345,202249,31409.0,13394051.0
2009-04-06,2405,2430,2315,2415,178610,32347.0,13394051.0
2009-04-07,2690,2690,2360,2555,350060,34222.0,13394051.0
2009-04-08,2475,2580,2400,2485,383434,33284.0,13394051.0
2009-04-09,2495,2590,2420,2555,324728,34222.0,13394051.0
2009-04-10,2550,2935,2500,2935,695397,39312.0,13394051.0
2009-04-13,3005,3375,2935,3010,616583,40316.0,13394051.0
2009-04-14,3055,3070,2800,3055,642080,42730.0,13987051.0
2009-04-15,3095,3420,3090,3260,532194,45598.0,13987051.0
2009-04-16,3290,3745,3290,3575,817722,50004.0,13987051.0
2009-04-17,3730,4110,3690,4090,1241779,57207.0,13987051.0
2009-04-20,4190,4200,3725,4000,352641,55948.0,13987051.0
2009-04-21,3850,4600,3800,4430,734612,61963.0,13987051.0
2009-04-22,4490,4585,4300,4560,447798,63781.0,13987051.0
2009-04-23,4560,4610,4340,4350,502649,60844.0,13987051.0
2009-04-24,4250,4350,4150,4210,481424,58885.0,13987051.0
2009-04-27,4130,4305,3925,4040,300529,56508.0,13987051.0
2009-04-28,3940,4025,3535,3730,453405,52172.0,13987051.0
2009-04-29,3730,4285,3650,4285,393589,59935.0,13987051.0
2009-04-30,4285,4800,4255,4645,577437,64970.0,13987051.0
2009-05-04,4640,5000,4515,4915,223439,68746.0,13987051.0
2009-05-06,5080,5270,4860,5080,633891,71054.0,13987051.0
2009-05-07,5100,5160,4800,4880,332595,68257.0,13987051.0
2009-05-08,4880,4955,4460,4785,351917,75337.0,15744503.0
2009-05-11,4870,4870,4705,4750,129027,74786.0,15744503.0
2009-05-12,4750,4810,4700,4735,96909,74550.0,15744503.0
2009-05-13,4735,4980,4705,4730,249561,74471.0,15744503.0
2009-05-14,4750,4810,4630,4740,167643,74629.0,15744503.0
2009-05-15,4700,5450,4700,5450,410935,96625.0,17729343.0
2009-05-18,5790,6260,5750,5890,473401,104426.0,17729343.0
2009-05-19,5890,6200,5750,6140,269695,108858.0,17729343.0
2009-05-20,6150,6200,6000,6090,132138,107972.0,17729343.0
2009-05-21,6070,6070,5700,5750,201879,101944.0,17729343.0
2009-05-22,5720,6190,5690,6100,291129,111040.0,18203276.0
2009-05-25,6600,7010,6500,7010,618388,127605.0,18203276.0
2009-05-26,7980,8020,7200,7540,674483,137253.0,18203276.0
2009-05-27,7600,7780,6840,7300,313088,132884.0,18203276.0
2009-05-28,7290,7500,7080,7200,171634,131064.0,18203276.0
2009-05-29,7400,8190,7160,7900,273028,143806.0,18203276.0
2009-06-01,8060,8150,7700,7900,315128,143806.0,18203276.0
2009-06-02,8000,8000,7800,7900,188522,143806.0,18203276.0
2009-06-03,7800,7890,7300,7560,283338,137617.0,18203276.0
2009-06-04,7560,7670,6660,6750,363317,122872.0,18203276.0
2009-06-05,6730,7300,6440,7170,205745,130517.0,18203276.0
2009-06-08,7200,7480,7170,7270,99537,132338.0,18203276.0
2009-06-09,7340,7340,6810,6990,130595,127241.0,18203276.0
2009-06-10,7000,7400,6800,7200,226152,132526.0,18406390.0
2009-06-11,7230,7280,7030,7150,93825,131606.0,18406390.0
2009-06-12,7160,7180,6410,6940,273539,127740.0,18406390.0
2009-06-15,6940,6940,5900,5900,746888,108598.0,18406390.0
2009-06-16,5910,6690,5020,6310,823505,120003.0,19017874.0
2009-06-17,6320,7000,6310,6780,208886,128941.0,19017874.0
2009-06-18,6850,7190,6780,6800,143380,129322.0,19017874.0
2009-06-19,7150,7150,6020,6710,250868,127610.0,19017874.0
2009-06-22,6870,6900,6570,6730,109505,127990.0,19017874.0
2009-06-23,6790,6850,6550,6790,116654,129131.0,19017874.0
2009-06-24,6710,6940,6600,6600,140603,125518.0,19017874.0
2009-06-25,6960,6960,6570,6750,116494,128371.0,19017874.0
2009-06-26,6850,6930,6500,6610,74798,125708.0,19017874.0
2009-06-29,6730,6730,6450,6590,69947,125328.0,19017874.0
2009-06-30,6510,6630,6000,6100,107152,116009.0,19017874.0
2009-07-01,6240,6240,5700,6090,172025,115819.0,19017874.0
2009-07-02,6090,6990,5870,6570,366991,124947.0,19017874.0
2009-07-03,6510,6650,6320,6430,92287,122285.0,19017874.0
2009-07-06,6580,6580,6100,6240,107000,118672.0,19017874.0
2009-07-07,6270,6270,6100,6200,116166,117911.0,19017874.0
2009-07-08,6150,6270,5940,5950,140648,113156.0,19017874.0
2009-07-09,5930,6110,5910,6000,153172,114107.0,19017874.0
2009-07-10,6010,6050,5550,6000,136840,114107.0,19017874.0
2009-07-13,5900,6070,5100,5850,211830,111255.0,19017874.0
2009-07-14,5940,5940,5480,5730,77107,108972.0,19017874.0
2009-07-15,5620,5880,5600,5740,124215,109163.0,19017874.0
2009-07-16,5790,6250,5790,6130,178980,116580.0,19017874.0
2009-07-17,6220,6410,5800,6180,433496,117530.0,19017874.0
2009-07-20,6180,6220,5820,6100,72764,116009.0,19017874.0
2009-07-21,6190,6240,5950,6030,89330,114678.0,19017874.0
2009-07-22,5990,6190,5650,5740,182236,109163.0,19017874.0
2009-07-23,5710,5800,5300,5310,269759,100985.0,19017874.0
2009-07-24,5440,5480,5150,5320,188362,101175.0,19017874.0
2009-07-27,5160,5160,4530,4675,770989,88909.0,19017874.0
2009-07-28,4755,5030,4700,4800,207727,91286.0,19017874.0
2009-07-29,4990,5000,4830,4875,160200,92712.0,19017874.0
2009-07-30,5000,5000,4700,4850,107006,92237.0,19017874.0
2009-07-31,4800,4915,4710,4850,107169,92237.0,19017874.0
2009-08-03,4850,4870,4700,4780,98195,90905.0,19017874.0
2009-08-04,4860,5490,4700,5250,311100,99844.0,19017874.0
2009-08-05,5200,5770,5090,5580,348063,106120.0,19017874.0
2009-08-06,5600,5770,5350,5470,199250,104028.0,19017874.0
2009-08-07,5560,5560,4950,5230,309413,99463.0,19017874.0
2009-08-10,5230,5260,4800,4850,225248,92237.0,19017874.0
2009-08-11,4815,5150,4550,4995,323325,94994.0,19017874.0
2009-08-12,5070,5070,4865,4975,76074,94614.0,19017874.0
2009-08-13,4920,5340,4920,5280,243300,100414.0,19017874.0
2009-08-14,5590,5590,5310,5450,194074,103647.0,19017874.0
2009-08-17,5420,5450,5000,5150,101323,97942.0,19017874.0
2009-08-18,5140,5220,5000,5040,87089,95850.0,19017874.0
2009-08-19,5100,5290,5000,5200,105152,98893.0,19017874.0
2009-08-20,5200,5260,5000,5060,88263,96230.0,19017874.0
2009-08-21,5330,5810,5210,5810,223876,110494.0,19017874.0
2009-08-24,6660,6670,6030,6220,556571,118291.0,19017874.0
2009-08-25,6270,6270,5730,5850,211836,111255.0,19017874.0
2009-08-26,5850,6040,5810,6040,185332,114868.0,19017874.0
2009-08-27,6040,6140,5870,5980,118448,113727.0,19017874.0
2009-08-28,5950,6490,5950,6450,182069,122665.0,19017874.0
2009-08-31,6710,6930,6320,6450,204388,122665.0,19017874.0
2009-09-01,6450,6780,6400,6630,248958,126089.0,19017874.0
2009-09-02,6560,6590,6440,6470,109187,123046.0,19017874.0
2009-09-03,6470,6600,6300,6500,119905,123616.0,19017874.0
2009-09-04,6520,6530,6310,6340,84380,120573.0,19017874.0
2009-09-07,6450,6450,6240,6320,61607,120193.0,19017874.0
2009-09-08,6320,6740,6150,6680,123562,127039.0,19017874.0
2009-09-09,6680,6750,6350,6490,98459,123426.0,19017874.0
2009-09-10,6600,6620,6420,6420,129833,122095.0,19017874.0
2009-09-11,6450,6500,6280,6360,62303,120954.0,19017874.0
2009-09-14,6490,6640,6260,6520,147445,123997.0,19017874.0
2009-09-15,6640,7250,6500,7150,397019,135978.0,19017874.0
2009-09-16,7000,7490,7000,7380,241246,140352.0,19017874.0
2009-09-17,7450,7750,7310,7400,163229,140732.0,19017874.0
2009-09-18,7580,7580,7350,7480,162491,142254.0,19017874.0
2009-09-21,7370,7730,7370,7680,175682,146057.0,19017874.0
2009-09-22,7700,7870,7660,7820,127427,148720.0,19017874.0
2009-09-23,8000,8000,7030,7360,295449,139972.0,19017874.0
