테크윙(089030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-19,7070,7120,6980,6990,74903,115160.0,16474960.0
2013-07-22,7060,7060,6600,6610,276190,108899.0,16474960.0
2013-07-23,6630,6660,6450,6520,202528,107417.0,16474960.0
2013-07-24,6560,6600,6460,6520,84600,107417.0,16474960.0
2013-07-25,6530,6650,6530,6600,72489,108735.0,16474960.0
2013-07-26,6580,6650,6520,6540,79005,107746.0,16474960.0
2013-07-29,6570,6590,6190,6220,214463,102474.0,16474960.0
2013-07-30,6230,6370,5890,6000,329447,98850.0,16474960.0
2013-07-31,6010,6130,5980,6060,153646,99838.0,16474960.0
2013-08-01,6080,6240,5990,6230,151451,102639.0,16474960.0
2013-08-02,6230,6290,6080,6080,131468,100168.0,16474960.0
2013-08-05,5940,6020,5860,6000,152094,98850.0,16474960.0
2013-08-06,6060,6060,5890,5910,138880,97367.0,16474960.0
2013-08-07,5910,5970,5830,5850,159622,96379.0,16474960.0
2013-08-08,5850,5980,5840,5950,63201,98026.0,16474960.0
2013-08-09,6010,6020,5790,5840,123086,96214.0,16474960.0
2013-08-12,5880,5900,5600,5680,221812,93578.0,16474960.0
2013-08-13,5630,5690,5410,5410,308614,89130.0,16474960.0
2013-08-14,5420,5680,5420,5640,275577,92919.0,16474960.0
2013-08-16,5550,5760,5500,5760,159025,94896.0,16474960.0
2013-08-19,5770,5840,5720,5830,99628,96049.0,16474960.0
2013-08-20,5770,6000,5760,5780,236364,95225.0,16474960.0
2013-08-21,5780,5830,5650,5810,113456,95720.0,16474960.0
2013-08-22,5690,5780,5530,5530,118938,91107.0,16474960.0
2013-08-23,5530,5810,5530,5790,84279,95390.0,16474960.0
2013-08-26,5800,6050,5800,6030,180269,99344.0,16474960.0
2013-08-27,6070,6160,5920,5950,202043,98026.0,16474960.0
2013-08-28,5820,5860,5720,5770,162520,95061.0,16474960.0
2013-08-29,5780,5940,5750,5910,86994,97367.0,16474960.0
2013-08-30,5910,5980,5820,5820,75012,95884.0,16474960.0
2013-09-02,5850,5860,5720,5820,86999,95884.0,16474960.0
2013-09-03,5820,5950,5820,5930,145104,97697.0,16474960.0
2013-09-04,5950,6010,5880,5950,124453,98026.0,16474960.0
2013-09-05,6000,6000,5870,5900,83241,97202.0,16474960.0
2013-09-06,5930,5930,5750,5860,133081,96543.0,16474960.0
2013-09-09,5910,5930,5840,5880,73085,96873.0,16474960.0
2013-09-10,5890,6000,5890,5920,58627,97532.0,16474960.0
2013-09-11,5980,6090,5920,6040,182437,99509.0,16474960.0
2013-09-12,6040,6100,5960,6050,74179,99674.0,16474960.0
2013-09-13,6050,6100,5970,6040,90414,99509.0,16474960.0
2013-09-16,6030,6180,6030,6090,120074,100333.0,16474960.0
2013-09-17,6130,6140,6020,6090,78981,100333.0,16474960.0
2013-09-23,6050,6180,6050,6120,96146,100827.0,16474960.0
2013-09-24,6120,6160,6080,6140,69195,101156.0,16474960.0
2013-09-25,6150,6160,6070,6090,50394,100333.0,16474960.0
2013-09-26,6030,6140,5980,6090,70203,100333.0,16474960.0
2013-09-27,6100,6100,6030,6060,36548,99838.0,16474960.0
2013-09-30,6040,6060,5950,5970,67260,98356.0,16474960.0
2013-10-01,5910,6000,5830,5830,83016,96049.0,16474960.0
2013-10-02,5830,6030,5830,5970,59846,98356.0,16474960.0
2013-10-04,5970,6200,5960,6200,186967,102145.0,16474960.0
2013-10-07,6240,6350,6170,6200,123346,102145.0,16474960.0
2013-10-08,6160,6250,6070,6130,57022,100992.0,16474960.0
2013-10-10,6080,6200,6060,6100,53908,100497.0,16474960.0
2013-10-11,6150,6220,6090,6130,46538,100992.0,16474960.0
2013-10-14,6130,6300,6090,6300,127073,103792.0,16474960.0
2013-10-15,6340,6350,6200,6270,77642,103298.0,16474960.0
2013-10-16,6250,6300,6060,6100,103727,100497.0,16474960.0
2013-10-17,6120,6170,5980,6000,89756,98850.0,16474960.0
2013-10-18,5950,6050,5930,5940,50626,97861.0,16474960.0
2013-10-21,5950,6010,5940,5960,30265,98191.0,16474960.0
2013-10-22,6060,6090,5970,6020,41284,99179.0,16474960.0
2013-10-23,5990,6010,5930,5980,33726,98520.0,16474960.0
2013-10-24,5930,6040,5900,5960,58235,98191.0,16474960.0
2013-10-25,5980,5980,5800,5850,71264,96379.0,16474960.0
2013-10-28,5850,5900,5630,5780,123132,95225.0,16474960.0
2013-10-29,5790,5820,5680,5790,47948,95390.0,16474960.0
2013-10-30,5790,5800,5710,5800,51689,95555.0,16474960.0
2013-10-31,5750,6030,5740,5970,101690,98356.0,16474960.0
2013-11-01,5920,6020,5900,6020,39214,99179.0,16474960.0
2013-11-04,6040,6260,5980,6250,218264,102968.0,16474960.0
2013-11-05,6250,6270,6150,6180,78154,101815.0,16474960.0
2013-11-06,6160,6240,6100,6140,69452,101156.0,16474960.0
2013-11-07,6110,6160,5990,6010,55946,99015.0,16474960.0
2013-11-08,5920,6000,5780,5820,65650,95884.0,16474960.0
2013-11-11,5820,5990,5650,5720,75704,94237.0,16474960.0
2013-11-12,5680,5890,5680,5870,58308,96708.0,16474960.0
2013-11-13,5880,5930,5670,5760,52842,94896.0,16474960.0
2013-11-14,5760,5860,5760,5860,31761,96543.0,16474960.0
2013-11-15,5920,5940,5810,5930,40977,97697.0,16474960.0
2013-11-18,5930,5950,5630,5700,137488,93907.0,16474960.0
2013-11-19,5640,5700,5500,5520,132602,90942.0,16474960.0
2013-11-20,5520,5600,5500,5520,33936,90942.0,16474960.0
2013-11-21,5560,5580,5450,5470,42484,90118.0,16474960.0
2013-11-22,5530,5550,5490,5500,20652,90612.0,16474960.0
2013-11-25,5510,5590,5510,5560,18721,91601.0,16474960.0
2013-11-26,5600,5860,5520,5770,103844,95061.0,16474960.0
2013-11-27,5810,5840,5750,5830,39266,96049.0,16474960.0
2013-11-28,5780,5920,5780,5920,65993,97532.0,16474960.0
2013-11-29,5930,6040,5920,5950,74084,98026.0,16474960.0
2013-12-02,5920,5990,5860,5870,45192,96708.0,16474960.0
2013-12-03,5870,6030,5870,6000,63773,98850.0,16474960.0
2013-12-04,6040,6100,5970,6030,87308,99344.0,16474960.0
2013-12-05,6030,6100,6020,6040,56349,99509.0,16474960.0
2013-12-06,6020,6160,6020,6130,38182,100992.0,16474960.0
2013-12-09,6200,6210,6120,6130,64388,100992.0,16474960.0
2013-12-10,6080,6170,5970,6120,121703,100827.0,16474960.0
2013-12-11,6140,6140,6030,6040,49270,99509.0,16474960.0
2013-12-12,5980,6140,5970,6140,38011,101156.0,16474960.0
2013-12-13,6120,6170,6070,6110,53414,100662.0,16474960.0
2013-12-16,6110,6170,6070,6110,29330,100662.0,16474960.0
2013-12-17,6150,6170,6070,6150,43410,101321.0,16474960.0
2013-12-18,6200,6900,6180,6480,611912,106758.0,16474960.0
2013-12-19,6670,6680,6440,6590,303441,108570.0,16474960.0
2013-12-20,6660,6660,6490,6600,117773,108735.0,16474960.0
2013-12-23,6690,6900,6660,6740,298990,111041.0,16474960.0
2013-12-24,6780,6910,6750,6910,189320,113842.0,16474960.0
2013-12-26,6910,7010,6800,6910,181443,113842.0,16474960.0
2013-12-27,6860,7020,6810,6970,117578,114830.0,16474960.0
2013-12-30,7010,7050,6940,7000,84202,115325.0,16474960.0
2014-01-02,7030,7040,6660,6750,284400,111206.0,16474960.0
2014-01-03,6720,6800,6470,6650,230746,109558.0,16474960.0
2014-01-06,6700,6780,6600,6750,110760,111206.0,16474960.0
2014-01-07,6650,6700,6590,6620,104057,109064.0,16474960.0
2014-01-08,6700,6810,6650,6800,117327,112030.0,16474960.0
2014-01-09,6800,6880,6760,6800,101536,112030.0,16474960.0
2014-01-10,6930,6940,6760,6780,170323,111700.0,16474960.0
2014-01-13,6720,6860,6720,6750,90259,111206.0,16474960.0
2014-01-14,6720,6840,6700,6730,82880,110876.0,16474960.0
2014-01-15,6750,6800,6680,6680,96078,110053.0,16474960.0
2014-01-16,6700,6740,6470,6550,151084,107911.0,16474960.0
2014-01-17,6580,6590,6420,6460,98138,106428.0,16474960.0
2014-01-20,6500,6570,6410,6570,54958,108240.0,16474960.0
2014-01-21,6570,6620,6430,6430,67646,105934.0,16474960.0
2014-01-22,6490,6520,6380,6520,60997,107417.0,16474960.0
2014-01-23,6570,6710,6520,6640,132006,109394.0,16474960.0
2014-01-24,6630,6660,6500,6620,43903,109064.0,16474960.0
2014-01-27,6430,6480,6350,6480,81008,106758.0,16474960.0
2014-01-28,6600,6600,6430,6600,66959,108735.0,16474960.0
2014-01-29,6600,6750,6580,6700,92255,110382.0,16474960.0
2014-02-03,6730,6730,6550,6610,38748,108899.0,16474960.0
2014-02-04,6480,6480,6310,6380,69767,105110.0,16474960.0
2014-02-05,6410,6490,6300,6340,58574,104451.0,16474960.0
2014-02-06,6300,6390,6250,6350,68313,104616.0,16474960.0
2014-02-07,6360,6480,6320,6380,58112,105110.0,16474960.0
2014-02-10,6450,6470,6360,6450,62558,106263.0,16474960.0
2014-02-11,6500,6540,6380,6410,55935,105604.0,16474960.0
2014-02-12,6420,6480,6300,6310,71016,103957.0,16474960.0
2014-02-13,6310,6340,6110,6240,110587,102804.0,16474960.0
2014-02-14,6200,6350,6170,6350,70682,104616.0,16474960.0
2014-02-17,6350,6410,6220,6250,65358,102968.0,16474960.0
2014-02-18,6210,6300,6180,6260,74933,103133.0,16474960.0
2014-02-19,6260,6300,6180,6240,52367,102804.0,16474960.0
2014-02-20,6250,6250,6040,6060,84661,99838.0,16474960.0
2014-02-21,6000,6240,6000,6240,87434,102804.0,16474960.0
2014-02-24,6280,6280,6090,6100,47338,100497.0,16474960.0
2014-02-25,6030,6100,5950,6020,84761,99179.0,16474960.0
2014-02-26,6020,6090,5940,6020,80466,99179.0,16474960.0
2014-02-27,6050,6090,6000,6050,33676,99674.0,16474960.0
2014-02-28,6070,6130,6000,6090,54104,100333.0,16474960.0
2014-03-03,6090,6090,5890,5930,63585,97697.0,16474960.0
2014-03-04,5950,5950,5850,5900,54499,97202.0,16474960.0
2014-03-05,5950,5980,5920,5940,56368,97861.0,16474960.0
2014-03-06,5900,6090,5850,6070,75888,100003.0,16474960.0
2014-03-07,6070,6190,6070,6110,63936,100662.0,16474960.0
2014-03-10,6100,6110,5980,6040,51136,99509.0,16474960.0
2014-03-11,6080,6080,5980,6020,42842,99179.0,16474960.0
2014-03-12,6050,6050,5890,5890,64361,97038.0,16474960.0
2014-03-13,5860,5920,5770,5890,83091,97038.0,16474960.0
2014-03-14,5800,6160,5800,6110,151879,100662.0,16474960.0
2014-03-17,6140,6140,5980,6040,71327,99509.0,16474960.0
2014-03-18,6070,6090,5850,5960,45198,98191.0,16474960.0
2014-03-19,5920,6040,5920,5960,35011,98191.0,16474960.0
2014-03-20,5960,6060,5940,6030,53827,99344.0,16474960.0
2014-03-21,6100,6110,5930,5940,65582,97861.0,16474960.0
2014-03-24,5940,5980,5830,5900,93985,97202.0,16474960.0
2014-03-25,5890,6030,5850,5980,41734,98520.0,16474960.0
2014-03-26,5940,6090,5930,6040,83969,99509.0,16474960.0
2014-03-27,6050,6060,5900,5970,74781,98356.0,16474960.0
2014-03-28,5970,5990,5910,5910,50404,97367.0,16474960.0
2014-03-31,5900,5970,5850,5850,110844,96379.0,16474960.0
2014-04-01,5870,5930,5820,5880,59293,96873.0,16474960.0
2014-04-02,5850,5950,5850,5950,82515,98026.0,16474960.0
2014-04-03,6000,6070,5960,6010,114603,99015.0,16474960.0
2014-04-04,6060,6060,5970,6010,55586,99015.0,16474960.0
2014-04-07,5990,6060,5950,6030,62428,99344.0,16474960.0
2014-04-08,6000,6050,5950,5970,53275,98356.0,16474960.0
2014-04-09,5970,6110,5970,6090,96776,100333.0,16474960.0
2014-04-10,6100,6100,6020,6060,58764,99838.0,16474960.0
2014-04-11,6020,6070,5950,6020,35261,99179.0,16474960.0
2014-04-14,5990,6060,5970,6030,65362,99344.0,16474960.0
2014-04-15,6040,6050,5960,5970,70493,98356.0,16474960.0
2014-04-16,5980,6030,5910,5930,82975,97697.0,16474960.0
2014-04-17,5940,6000,5850,5880,71225,96873.0,16474960.0
2014-04-18,5880,5920,5820,5900,65155,97202.0,16474960.0
2014-04-21,5910,6160,5910,6130,176026,100992.0,16474960.0
2014-04-22,6240,6600,6150,6450,585698,106263.0,16474960.0
2014-04-23,6480,6500,6340,6430,183008,105934.0,16474960.0
2014-04-24,6470,6510,6310,6420,159656,105769.0,16474960.0
2014-04-25,6490,6590,6400,6480,130674,106758.0,16474960.0
2014-04-28,6450,6570,6400,6470,105962,106593.0,16474960.0
2014-04-29,6470,6540,6300,6320,157070,104122.0,16474960.0
2014-04-30,6400,6400,6230,6320,124369,104122.0,16474960.0
2014-05-02,6350,6600,6350,6540,182590,107746.0,16474960.0
2014-05-07,6530,6580,6360,6360,93376,104781.0,16474960.0
2014-05-08,6340,6470,6080,6320,208368,104122.0,16474960.0
2014-05-09,6490,6710,6470,6520,376755,107417.0,16474960.0
2014-05-12,6530,6720,6410,6670,202335,109888.0,16474960.0
2014-05-13,6710,6870,6700,6720,223547,110712.0,16474960.0
2014-05-14,6700,6830,6620,6740,95113,111041.0,16474960.0
2014-05-15,6850,6850,6600,6690,118222,110217.0,16474960.0
2014-05-16,6620,6680,6540,6650,82864,109558.0,16474960.0
2014-05-19,6610,6690,6430,6550,122337,107911.0,16474960.0
2014-05-20,6600,6630,6350,6460,82136,106428.0,16474960.0
2014-05-21,6610,6900,6570,6840,321637,112689.0,16474960.0
2014-05-22,6840,6960,6770,6900,169309,113677.0,16474960.0
2014-05-23,6920,6980,6790,6920,98988,114007.0,16474960.0
2014-05-26,6940,7060,6890,6910,136363,113842.0,16474960.0
2014-05-27,6950,7000,6770,6870,118060,113183.0,16474960.0
2014-05-28,6850,6920,6720,6720,83934,110712.0,16474960.0
2014-05-29,6730,6850,6650,6830,75122,112524.0,16474960.0
2014-05-30,6860,7050,6830,7040,228197,115984.0,16474960.0
2014-06-02,7090,7090,6820,6940,135251,114336.0,16474960.0
2014-06-03,7000,7000,6820,6900,71687,113677.0,16474960.0
2014-06-05,6900,6960,6760,6800,89825,112030.0,16474960.0
2014-06-09,6860,6940,6560,6750,123220,111206.0,16474960.0
2014-06-10,6750,6970,6720,6950,119608,114501.0,16474960.0
2014-06-11,6970,7250,6940,7240,337933,119279.0,16474960.0
2014-06-12,7380,7470,7160,7210,244357,118784.0,16474960.0
2014-06-13,7190,7310,7180,7250,68757,119443.0,16474960.0
2014-06-16,7400,7450,7310,7330,211166,120761.0,16474960.0
2014-06-17,7440,7600,7360,7530,237270,124056.0,16474960.0
2014-06-18,7580,7580,7460,7530,75214,124056.0,16474960.0
2014-06-19,7530,7620,7480,7600,110198,125210.0,16474960.0
2014-06-20,7600,7600,7400,7550,108081,124386.0,16474960.0
2014-06-23,7550,7590,7460,7480,61662,123233.0,16474960.0
2014-06-24,7570,7580,7120,7340,293573,120926.0,16474960.0
2014-06-25,7350,7400,7270,7330,56670,120761.0,16474960.0
2014-06-26,7350,7640,7350,7620,125329,125539.0,16474960.0
2014-06-27,7650,7740,7560,7740,96619,127516.0,16474960.0
2014-06-30,7750,7950,7750,7870,184437,129658.0,16474960.0
2014-07-01,7900,7930,7750,7850,117955,129328.0,16474960.0
2014-07-02,7820,7890,7780,7800,81534,128505.0,16474960.0
2014-07-03,7860,7930,7710,7820,86819,128834.0,16474960.0
2014-07-04,7890,7990,7730,7750,91619,127681.0,16474960.0
2014-07-07,7620,7840,7620,7700,82101,126857.0,16474960.0
2014-07-08,7750,7850,7670,7700,59659,126857.0,16474960.0
2014-07-09,7670,7980,7640,7820,109544,128834.0,16474960.0
2014-07-10,7890,7890,7600,7710,117230,127022.0,16474960.0
2014-07-11,7620,7780,7620,7760,94013,127846.0,16474960.0
2014-07-14,7780,7820,7660,7740,68754,127516.0,16474960.0
2014-07-15,7800,7890,7650,7660,120073,126198.0,16474960.0
2014-07-16,7690,7700,7250,7640,222858,125869.0,16474960.0
2014-07-17,7670,7830,7570,7800,85147,128505.0,16474960.0
2014-07-18,7760,7830,7680,7740,48243,127516.0,16474960.0
2014-07-21,7760,7860,7640,7810,65061,128669.0,16474960.0
2014-07-22,7870,8060,7820,7870,197067,129658.0,16474960.0
2014-07-23,7870,7930,7790,7820,94868,128834.0,16474960.0
2014-07-24,7850,7850,7540,7640,137292,125869.0,16474960.0
2014-07-25,7600,7640,7370,7380,171316,121585.0,16474960.0
2014-07-28,7370,7490,7160,7220,133362,118949.0,16474960.0
2014-07-29,7200,7250,6960,7160,160476,117961.0,16474960.0
2014-07-30,7100,7200,6990,7100,84165,116972.0,16474960.0
2014-07-31,7050,7170,6900,7080,126063,116643.0,16474960.0
2014-08-01,7000,7190,6950,7170,75931,118125.0,16474960.0
2014-08-04,7190,7500,7090,7370,140558,121420.0,16474960.0
2014-08-05,7460,7500,7280,7280,102209,119938.0,16474960.0
2014-08-06,7290,7370,7150,7250,36945,119443.0,16474960.0
2014-08-07,7380,7400,7190,7220,34949,118949.0,16474960.0
2014-08-08,7180,7280,7040,7250,46761,119443.0,16474960.0
2014-08-11,7250,7310,7080,7220,88650,118949.0,16474960.0
2014-08-12,7200,7290,7140,7240,45317,119279.0,16474960.0
2014-08-13,7240,7300,7170,7230,36909,119114.0,16474960.0
2014-08-14,7210,7450,7210,7450,65600,122738.0,16474960.0
2014-08-18,7490,7500,7270,7400,84751,121915.0,16474960.0
2014-08-19,7400,7530,7360,7440,66703,122574.0,16474960.0
2014-08-20,7490,7500,7350,7360,34262,121256.0,16474960.0
2014-08-21,7450,7500,7370,7440,48952,122574.0,16474960.0
2014-08-22,7440,7550,7410,7460,41659,122903.0,16474960.0
2014-08-25,7500,7500,7280,7280,57910,119938.0,16474960.0
2014-08-26,7290,7380,7250,7360,45113,121256.0,16474960.0
2014-08-27,7330,7390,7250,7320,63539,120597.0,16474960.0
2014-08-28,7280,7390,7220,7260,41647,119608.0,16474960.0
2014-08-29,7200,7280,7100,7190,52605,118455.0,16474960.0
2014-09-01,7190,7250,7120,7220,37070,118949.0,16474960.0
2014-09-02,7170,7330,7170,7240,30913,119279.0,16474960.0
2014-09-03,7250,7290,6990,7010,97858,115489.0,16474960.0
2014-09-04,7000,7130,6730,7000,149443,115325.0,16474960.0
2014-09-05,7100,7100,6990,7090,69320,116807.0,16474960.0
2014-09-11,7120,7170,7040,7080,42544,116643.0,16474960.0
2014-09-12,7020,7120,6930,6970,59985,114830.0,16474960.0
2014-09-15,6930,7120,6840,6940,54436,114336.0,16474960.0
2014-09-16,6890,6900,6750,6850,78643,112853.0,16474960.0
2014-09-17,6820,6940,6820,6920,74836,114007.0,16474960.0
2014-09-18,6830,6970,6830,6920,56447,114007.0,16474960.0
2014-09-19,6920,7040,6900,7020,54997,115654.0,16474960.0
2014-09-22,7020,7050,6860,6990,59693,115160.0,16474960.0
2014-09-23,6950,7100,6950,7050,86896,116148.0,16474960.0
2014-09-24,7000,7100,7000,7080,73396,116643.0,16474960.0
2014-09-25,7080,7260,7080,7200,112516,118620.0,16474960.0
2014-09-26,7200,7230,7120,7210,52585,118784.0,16474960.0
2014-09-29,7210,7270,7000,7180,72785,118290.0,16474960.0
2014-09-30,7110,7210,7030,7100,44248,116972.0,16474960.0
2014-10-01,7200,7200,7040,7100,34976,116972.0,16474960.0
2014-10-02,7030,7150,6990,7130,38501,117466.0,16474960.0
2014-10-06,7140,7150,7020,7040,34003,115984.0,16474960.0
2014-10-07,6970,7120,6900,7070,31219,116478.0,16474960.0
2014-10-08,7000,7130,6990,7100,21671,116972.0,16474960.0
2014-10-10,7040,7130,6930,6960,30798,114666.0,16474960.0
2014-10-13,6940,6940,6610,6750,83198,111206.0,16474960.0
2014-10-14,6700,6800,6680,6790,20453,111865.0,16474960.0
2014-10-15,6820,6820,6650,6700,65462,110382.0,16474960.0
2014-10-16,6700,6840,6470,6820,53918,112359.0,16474960.0
2014-10-17,6820,6950,6720,6840,41157,112689.0,16474960.0
2014-10-20,6910,6940,6740,6780,33893,111700.0,16474960.0
2014-10-21,6780,6850,6640,6660,38729,109723.0,16474960.0
2014-10-22,6690,7580,6660,7090,285368,116807.0,16474960.0
2014-10-23,7200,7270,7100,7140,163817,117631.0,16474960.0
2014-10-24,7230,7240,6990,7030,58295,115819.0,16474960.0
2014-10-27,7150,7150,7000,7040,24742,115984.0,16474960.0
2014-10-28,7040,7100,6910,7040,64872,115984.0,16474960.0
2014-10-29,7080,7160,7020,7030,50472,115819.0,16474960.0
2014-10-30,7050,7200,6990,7080,72088,116643.0,16474960.0
2014-10-31,7110,7360,7050,7310,166565,120432.0,16474960.0
2014-11-03,7420,7740,7380,7530,452655,124056.0,16474960.0
2014-11-04,7480,7610,7330,7410,174476,122079.0,16474960.0
2014-11-05,7480,7680,7370,7600,216710,125210.0,16474960.0
2014-11-06,7600,7630,7250,7370,163739,121420.0,16474960.0
2014-11-07,7360,7590,7300,7580,124292,124880.0,16474960.0
2014-11-10,7640,7790,7510,7560,158082,124551.0,16474960.0
2014-11-11,7700,7990,7660,7950,380367,130976.0,16474960.0
2014-11-12,7970,8260,7900,8160,471087,134436.0,16474960.0
2014-11-13,8230,8560,8080,8500,554580,140037.0,16474960.0
2014-11-14,8460,8580,8220,8250,298033,135918.0,16474960.0
2014-11-17,8250,8390,8070,8150,386533,134271.0,16474960.0
2014-11-18,8100,8220,8060,8200,112105,135095.0,16474960.0
2014-11-19,8200,8230,8000,8160,209984,134436.0,16474960.0
2014-11-20,8120,8400,8020,8220,156874,135424.0,16474960.0
2014-11-21,8420,8930,8360,8870,628631,146133.0,16474960.0
2014-11-24,8990,9000,8600,8600,295672,141685.0,16474960.0
2014-11-25,8610,8830,8580,8800,207997,144980.0,16474960.0
2014-11-26,8750,8750,8500,8540,225099,140696.0,16474960.0
2014-11-27,8600,8600,8320,8490,181282,139872.0,16474960.0
2014-11-28,8540,8670,8300,8300,116725,136742.0,16474960.0
2014-12-01,8300,8450,8200,8440,101786,139049.0,16474960.0
2014-12-02,8440,8830,8230,8690,236357,143167.0,16474960.0
2014-12-03,8770,8890,8690,8760,161274,144321.0,16474960.0
2014-12-04,8750,8880,8660,8660,106407,142673.0,16474960.0
2014-12-05,8630,8730,8150,8180,541320,134765.0,16474960.0
2014-12-08,8290,8580,8280,8540,193827,140696.0,16474960.0
2014-12-09,8540,8720,8510,8720,206766,143662.0,16474960.0
2014-12-10,8660,8770,8550,8580,89799,141355.0,16474960.0
2014-12-11,8560,8640,8270,8350,116206,137566.0,16474960.0
2014-12-12,8330,8430,8170,8340,77247,137401.0,16474960.0
2014-12-15,8100,8310,8040,8110,177999,133612.0,16474960.0
2014-12-16,8190,8190,7770,7850,230138,129328.0,16474960.0
2014-12-17,7850,8010,7710,7840,145060,129164.0,16474960.0
2014-12-18,7900,8090,7780,7950,346922,130976.0,16474960.0
2014-12-19,7950,8240,7900,8110,188137,133612.0,16474960.0
2014-12-22,8110,8210,8030,8140,103371,134106.0,16474960.0
2014-12-23,8190,8250,8020,8050,192126,132623.0,16474960.0
2014-12-24,8110,8110,7920,7950,84928,130976.0,16474960.0
2014-12-26,7940,8140,7850,8100,154017,133447.0,16474960.0
2014-12-29,7990,8320,7910,8130,173112,133941.0,16474960.0
2014-12-30,8130,8130,7870,7960,87671,131141.0,16474960.0
2015-01-02,7990,7990,7850,7960,58373,131141.0,16474960.0
2015-01-05,7980,8070,7900,7940,124178,130811.0,16474960.0
2015-01-06,7850,8210,7790,8020,292291,138581.0,17279415.0
2015-01-07,7980,8190,7970,8100,176080,139963.0,17279415.0
2015-01-08,8180,8330,8090,8300,233228,143419.0,17279415.0
2015-01-09,8350,8380,8190,8230,180954,142210.0,17279415.0
2015-01-12,8250,8630,8250,8590,363885,148430.0,17279415.0
2015-01-13,8600,8990,8530,8590,585806,148430.0,17279415.0
2015-01-14,8650,8760,8510,8700,166731,150331.0,17279415.0
2015-01-15,8730,8730,8430,8600,230111,148603.0,17279415.0
2015-01-16,8610,8610,8300,8440,235082,145838.0,17279415.0
2015-01-19,8540,8820,8450,8790,280983,151886.0,17279415.0
2015-01-20,8880,8890,8620,8780,165814,151713.0,17279415.0
2015-01-21,8760,9110,8640,8970,555970,154996.0,17279415.0
2015-01-22,9000,9460,8930,9360,923779,161735.0,17279415.0
2015-01-23,9740,10150,9680,9950,1729158,171930.0,17279415.0
2015-01-26,9990,10850,9970,10450,1488377,180570.0,17279415.0
2015-01-27,10400,10750,10300,10500,1581265,181434.0,17279415.0
2015-01-28,10500,10900,10350,10500,639416,181434.0,17279415.0
2015-01-29,10450,10550,10100,10250,546683,177114.0,17279415.0
2015-01-30,10300,10400,9980,10150,644328,175386.0,17279415.0
2015-02-02,10100,10300,10000,10200,556582,176250.0,17279415.0
2015-02-03,10250,10300,10000,10200,374856,176250.0,17279415.0
2015-02-04,10300,11100,10050,11100,1171581,191802.0,17279415.0
2015-02-05,11050,11150,10550,10650,962183,184026.0,17279415.0
2015-02-06,10550,10850,10350,10700,806292,184890.0,17279415.0
2015-02-09,10700,10750,9980,10150,762152,175386.0,17279415.0
2015-02-10,10000,10250,9770,10100,448324,174522.0,17279415.0
2015-02-11,10050,10250,10000,10150,288657,175386.0,17279415.0
2015-02-12,10200,10350,9970,10300,387142,177978.0,17279415.0
2015-02-13,10550,10550,10150,10200,371690,176250.0,17279415.0
2015-02-16,10200,10250,9950,9980,260664,172449.0,17279415.0
2015-02-17,10050,10450,9990,10100,522771,174522.0,17279415.0
2015-02-23,10300,10350,9930,10050,404978,173658.0,17279415.0
2015-02-24,10000,10100,9810,10000,250307,172794.0,17279415.0
2015-02-25,9940,10300,9930,9950,449746,171930.0,17279415.0
2015-02-26,9950,10100,9810,10050,358594,173658.0,17279415.0
2015-02-27,10150,10200,9980,10100,340173,174522.0,17279415.0
2015-03-02,10150,10150,9730,9830,395136,169857.0,17279415.0
2015-03-03,9790,9890,9400,9510,569128,164327.0,17279415.0
2015-03-04,9460,9640,9400,9440,376557,163118.0,17279415.0
2015-03-05,9800,10250,9790,10050,1178165,173658.0,17279415.0
2015-03-06,10000,10100,9820,10000,304596,172794.0,17279415.0
2015-03-09,9950,10050,9720,9800,318592,169338.0,17279415.0
2015-03-10,9760,9980,9500,9590,285200,165710.0,17279415.0
2015-03-11,9410,9600,9370,9550,213280,165018.0,17279415.0
2015-03-12,9610,9840,9480,9750,197889,168474.0,17279415.0
2015-03-13,9780,9850,9450,9570,198350,165364.0,17279415.0
2015-03-16,9520,10150,9310,10100,692787,174522.0,17279415.0
2015-03-17,10200,10250,9970,10050,394122,173658.0,17279415.0
2015-03-18,10000,10050,9650,9650,411641,166746.0,17279415.0
2015-03-19,9760,9940,9510,9640,270054,166574.0,17279415.0
2015-03-20,9560,9710,9390,9710,343464,167783.0,17279415.0
2015-03-23,9820,9840,9550,9630,315601,166401.0,17279415.0
2015-03-24,9630,10050,9450,9900,533053,171066.0,17279415.0
2015-03-25,10000,10200,9950,10100,622490,174522.0,17279415.0
2015-03-26,9990,10200,9780,9850,289951,170202.0,17279415.0
2015-03-27,9860,9970,9560,9640,264376,166574.0,17279415.0
2015-03-30,9630,9860,9610,9680,136357,167265.0,17279415.0
2015-03-31,9770,9800,9470,9700,253520,167610.0,17279415.0
2015-04-01,9690,9960,9530,9890,294330,170893.0,17279415.0
2015-04-02,10050,10150,9830,9870,309010,170548.0,17279415.0
2015-04-03,9900,10100,9890,9930,275179,171585.0,17279415.0
2015-04-06,10200,10750,10100,10600,1335975,183162.0,17279415.0
2015-04-07,10700,11500,10500,11150,2280168,192665.0,17279415.0
2015-04-08,11150,11550,11050,11150,1430029,192665.0,17279415.0
2015-04-09,11200,11450,10950,11400,799452,196985.0,17279415.0
