오리엔트정공(065500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-09-19,2392,2392,2392,2394,1129890,8006.0,6354030.0
2002-09-23,2388,2388,2104,2109,258189,7053.0,6354030.0
2002-09-24,1858,1915,1858,1862,1353680,6227.0,6354030.0
2002-09-25,1801,2067,1783,1843,3152035,6163.0,6354030.0
2002-09-26,1896,1953,1667,1710,1279916,5719.0,6354030.0
2002-09-27,1743,1783,1554,1577,842163,5274.0,6354030.0
2002-09-30,1516,1592,1441,1538,482052,5147.0,6354030.0
2002-10-01,1441,1573,1441,1557,301295,5210.0,6354030.0
2002-10-02,1573,1650,1478,1501,341182,5020.0,6354030.0
2002-10-04,1458,1534,1441,1520,156760,5083.0,6354030.0
2002-10-07,1497,1650,1478,1615,549851,5401.0,6354030.0
2002-10-08,1573,1667,1554,1577,347760,5274.0,6354030.0
2002-10-09,1611,1687,1592,1615,351380,5401.0,6354030.0
2002-10-10,1630,1801,1611,1806,1122974,6036.0,6354030.0
2002-10-11,1858,1972,1763,1806,868205,6036.0,6354030.0
2002-10-14,1839,1915,1783,1806,650154,6036.0,6354030.0
2002-10-15,1820,1972,1820,1919,933421,6418.0,6354030.0
2002-10-16,1934,1953,1820,1824,452787,6100.0,6354030.0
2002-10-17,1801,1858,1763,1786,223768,5973.0,6354030.0
2002-10-18,1801,1839,1763,1806,331344,6036.0,6354030.0
2002-10-21,1801,1858,1743,1747,209092,5846.0,6354030.0
2002-10-22,1743,1783,1667,1690,226517,5655.0,6354030.0
2002-10-23,1650,1706,1630,1690,225277,5655.0,6354030.0
2002-10-24,1687,1858,1667,1806,366023,6036.0,6354030.0
2002-10-25,1820,1839,1706,1786,222542,5973.0,6354030.0
2002-10-28,1783,1877,1763,1824,234033,6100.0,6354030.0
2002-10-29,1801,2029,1801,2032,409002,6799.0,6354030.0
2002-10-30,2128,2260,2053,2261,1515452,7561.0,6354030.0
2002-10-31,2369,2520,1991,1995,2411643,6672.0,6354030.0
2002-11-01,1991,2219,1972,2223,1503507,7434.0,6354030.0
2002-11-04,2293,2463,2162,2223,1625658,7434.0,6354030.0
2002-11-05,2219,2312,1991,2070,910524,6926.0,6354030.0
2002-11-06,2086,2162,1972,2090,420979,6989.0,6354030.0
2002-11-07,2124,2312,2010,2090,672686,6989.0,6354030.0
2002-11-08,2010,2086,2010,2052,253421,6862.0,6354030.0
2002-11-11,2071,2279,2033,2280,810555,7625.0,6354030.0
2002-11-12,2349,2388,2200,2242,923612,7498.0,6354030.0
2002-11-13,2297,2506,2242,2508,1557380,8387.0,6354030.0
2002-11-14,2696,2696,2243,2356,1207778,7879.0,6354030.0
2002-11-15,2411,2620,2335,2469,1289549,8260.0,6354030.0
2002-11-18,2430,2506,2279,2299,725278,7688.0,6354030.0
2002-11-19,2316,2373,2242,2375,513239,7943.0,6354030.0
2002-11-20,2430,2449,2260,2280,495868,7625.0,6354030.0
2002-11-21,2279,2354,2243,2336,436153,7815.0,6354030.0
2002-11-22,2373,2582,2336,2394,1114571,8006.0,6354030.0
2002-11-25,2445,2445,2238,2242,368303,7498.0,6354030.0
2002-11-26,2219,2254,2010,2070,584985,6926.0,6354030.0
2002-11-27,2029,2067,1934,1957,483814,6545.0,6354030.0
2002-11-28,1972,2067,1953,2014,389484,6735.0,6354030.0
2002-11-29,2029,2067,1896,1938,294298,6481.0,6354030.0
2002-12-02,1915,1991,1858,1976,281429,6608.0,6354030.0
2002-12-03,2010,2104,1991,2090,255902,6989.0,6354030.0
2002-12-04,2029,2086,2029,2090,129027,6989.0,6354030.0
2002-12-05,2067,2143,2047,2147,198882,7180.0,6354030.0
2002-12-06,2162,2181,2086,2109,215281,7053.0,6354030.0
2002-12-09,2124,2181,2067,2147,336082,7180.0,6354030.0
2002-12-10,2124,2143,2067,2109,293870,7053.0,6354030.0
2002-12-11,2162,2349,2104,2185,1468263,7307.0,6354030.0
2002-12-12,2238,2293,2143,2223,324447,7434.0,6354030.0
2002-12-13,2181,2254,2162,2166,160276,7244.0,6354030.0
2002-12-16,2104,2238,2104,2185,161004,7307.0,6354030.0
2002-12-17,2254,2274,2181,2204,213325,7371.0,6354030.0
2002-12-18,2238,2293,2200,2204,211808,7371.0,6354030.0
2002-12-20,2238,2238,2010,2128,182382,7117.0,6354030.0
2002-12-23,2086,2143,1915,1976,210485,6608.0,6354030.0
2002-12-24,1915,1972,1877,1919,60007,6418.0,6354030.0
2002-12-26,1972,1972,1877,1938,133349,6481.0,6354030.0
2002-12-27,1783,1896,1783,1806,92079,6036.0,6354030.0
2002-12-30,1725,1820,1667,1710,172690,5719.0,6354030.0
2003-01-02,1706,1839,1706,1767,159194,5909.0,6354030.0
2003-01-03,1839,1896,1801,1843,82408,6163.0,6354030.0
2003-01-06,1972,2047,1972,2052,325250,6862.0,6354030.0
2003-01-07,2181,2181,1953,1957,340394,6545.0,6354030.0
2003-01-08,2029,2029,1934,1957,87411,6545.0,6354030.0
2003-01-09,1934,1953,1858,1899,129441,6354.0,6354030.0
2003-01-10,1896,1953,1706,1806,153985,6036.0,6354030.0
2003-01-13,1801,2010,1801,1957,213710,6545.0,6354030.0
2003-01-14,1934,1934,1858,1862,102763,6227.0,6354030.0
2003-01-15,1858,1915,1801,1806,97684,6036.0,6354030.0
2003-01-16,1820,1839,1743,1806,68086,6036.0,6354030.0
2003-01-17,1763,1820,1763,1767,57959,5909.0,6354030.0
2003-01-20,1725,1783,1725,1747,36460,5846.0,6354030.0
2003-01-21,1743,1820,1743,1806,47827,6036.0,6354030.0
2003-01-22,1763,1801,1743,1767,112701,5909.0,6354030.0
2003-01-23,1763,1820,1743,1767,102348,5909.0,6354030.0
2003-01-24,1783,1801,1743,1806,111631,6036.0,6354030.0
2003-01-27,1725,1877,1725,1862,121045,6227.0,6354030.0
2003-01-28,1858,1858,1706,1824,84559,6100.0,6354030.0
2003-01-29,1839,1858,1763,1862,120219,6227.0,6354030.0
2003-01-30,1858,1991,1858,1899,177875,6354.0,6354030.0
2003-02-03,1877,1915,1820,1899,52847,6354.0,6354030.0
2003-02-04,1896,1896,1801,1824,81958,6100.0,6354030.0
2003-02-05,1801,1877,1783,1843,55189,6163.0,6354030.0
2003-02-06,1877,1934,1743,1843,102572,6163.0,6354030.0
2003-02-07,1801,2047,1801,2052,876121,6862.0,6354030.0
2003-02-10,2067,2238,2047,2166,823566,7244.0,6354030.0
2003-02-11,2204,2316,2128,2261,917871,7561.0,6354030.0
2003-02-12,2297,2525,2204,2527,1066823,8451.0,6354030.0
2003-02-13,2525,2601,2392,2451,593548,8197.0,6354030.0
2003-02-14,2488,2582,2392,2469,691987,8260.0,6354030.0
2003-02-17,2469,2715,2411,2508,696068,8387.0,6354030.0
2003-02-18,2488,2564,2392,2451,213065,8197.0,6354030.0
2003-02-19,2430,2734,2430,2736,888887,9150.0,6354030.0
2003-02-20,2773,2849,2488,2698,733209,9023.0,6354030.0
2003-02-21,2715,2715,2582,2678,159990,8959.0,6354030.0
2003-02-24,2639,2754,2544,2660,448803,8896.0,6354030.0
2003-02-25,2506,2810,2506,2717,474152,9086.0,6354030.0
2003-02-26,2677,3038,2677,3040,869587,10166.0,6354030.0
2003-02-27,3058,3134,2905,2963,340546,9912.0,6354030.0
2003-02-28,2943,3058,2905,2963,356456,9912.0,6354030.0
2003-03-03,2924,3058,2905,2907,365156,9722.0,6354030.0
2003-03-04,2905,3076,2753,2850,681010,9531.0,6354030.0
2003-03-05,2886,2924,2678,2830,234526,9468.0,6354030.0
2003-03-06,2810,2924,2734,2774,450901,9277.0,6354030.0
2003-03-07,2696,2905,2696,2830,454161,9468.0,6354030.0
2003-03-10,2886,2924,2733,2830,764015,9468.0,6354030.0
2003-03-11,2867,2886,2753,2850,387295,9531.0,6354030.0
2003-03-12,2773,2982,2773,2926,1257088,9785.0,6354030.0
2003-03-13,2905,2963,2810,2812,628751,9404.0,6354030.0
2003-03-14,2905,3114,2867,2887,1263220,9658.0,6354030.0
2003-03-17,2830,2886,2545,2545,695258,8514.0,6354030.0
2003-03-18,2658,2715,2544,2603,580640,8705.0,6354030.0
2003-03-19,2544,2886,2544,2774,646783,9277.0,6354030.0
2003-03-20,2753,2924,2639,2774,656137,9277.0,6354030.0
2003-03-21,2791,3095,2773,3097,565552,10357.0,6354030.0
2003-03-24,3152,3247,2943,3097,584665,10357.0,6354030.0
2003-03-25,2943,3038,2924,3002,333597,10039.0,6354030.0
2003-03-26,3019,3095,2905,2983,867181,9976.0,6354030.0
2003-03-27,2943,3323,2943,3324,787738,11120.0,6354030.0
2003-03-28,3343,3361,3133,3211,529277,10738.0,6354030.0
2003-03-31,3152,3247,3114,3172,368403,10611.0,6354030.0
2003-04-01,3152,3228,3095,3172,656615,10611.0,6354030.0
2003-04-02,3209,3267,3152,3230,517848,10802.0,6354030.0
2003-04-03,3247,3552,3209,3249,1068692,10865.0,6354030.0
2003-04-04,3209,3627,3209,3629,900552,12136.0,6354030.0
2003-04-07,3570,3742,3532,3609,747552,12073.0,6354030.0
2003-04-08,3570,3646,3532,3629,359635,12136.0,6354030.0
2003-04-09,3665,4046,3646,4046,962339,13534.0,6354030.0
2003-04-10,4064,4102,3913,4027,250886,13471.0,6354030.0
2003-04-11,3988,4064,3893,4009,616962,13407.0,6354030.0
2003-04-14,3969,4102,3930,3990,292112,13343.0,6354030.0
2003-04-15,4046,4159,3931,3971,849269,13280.0,6354030.0
2003-04-16,3950,3988,3512,3933,294435,13153.0,6354030.0
2003-04-17,3969,4140,3950,4066,682242,13598.0,6354030.0
2003-04-18,4064,4368,4046,4199,489001,14042.0,6354030.0
2003-04-21,4197,4255,4121,4199,323189,14042.0,6354030.0
2003-04-22,4216,4273,4139,4161,377573,13915.0,6354030.0
2003-04-23,4216,4311,4159,4294,444064,14360.0,6354030.0
2003-04-24,4273,4368,4235,4331,315156,14487.0,6354030.0
2003-04-25,4331,4387,4273,4351,404967,14551.0,6354030.0
2003-04-28,4273,4406,4273,4351,325427,14551.0,6354030.0
2003-04-29,4384,4746,4252,4579,519237,15313.0,6354030.0
2003-04-30,4577,4615,4368,4370,328341,14614.0,6354030.0
2003-05-02,4311,4425,4121,4255,681818,14233.0,6354030.0
2003-05-06,4178,4349,4178,4351,384180,14551.0,6354030.0
2003-05-07,4368,4501,4330,4446,592901,14868.0,6354030.0
2003-05-09,4403,4556,4384,4540,269611,15186.0,6354030.0
2003-05-12,4499,4632,4441,4616,505188,15440.0,6354030.0
2003-05-13,4575,4708,4556,4711,303642,15758.0,6354030.0
2003-05-14,4669,4878,4651,4882,467778,16330.0,6354030.0
2003-05-15,4802,4917,4726,4844,338152,16203.0,6354030.0
2003-05-16,4802,4897,4765,4901,380341,16393.0,6354030.0
2003-05-19,4935,4935,4802,4826,325324,16139.0,6354030.0
2003-05-20,4765,4841,4708,4806,415756,16076.0,6354030.0
2003-05-21,4746,4821,4651,4769,303551,15949.0,6354030.0
2003-05-22,4784,4860,4726,4826,376672,16139.0,6354030.0
2003-05-23,4726,4897,4726,4882,297892,16330.0,6354030.0
2003-05-26,4765,5030,4765,4959,333933,16584.0,6354030.0
2003-05-27,4860,4993,4765,4864,454960,16266.0,6354030.0
2003-05-28,4878,4935,4802,4901,345347,16393.0,6354030.0
2003-05-29,4897,4955,4841,4901,267315,16393.0,6354030.0
2003-05-30,4878,5087,4878,5091,417240,17029.0,6354030.0
2003-06-02,5011,5296,4973,5301,643223,17728.0,6354030.0
2003-06-03,5220,5372,5145,5358,312693,17918.0,6354030.0
2003-06-04,5259,5354,5163,5282,468017,17664.0,6354030.0
2003-06-05,5296,5372,5220,5301,350632,17728.0,6354030.0
2003-06-09,5316,5354,5220,5358,429525,17918.0,6354030.0
2003-06-10,5372,5392,5278,5376,201690,17982.0,6354030.0
2003-06-11,4746,4746,4746,4749,420539,15885.0,6354030.0
2003-06-12,4178,4178,4178,4180,23207,13979.0,6354030.0
2003-06-13,3684,3797,3684,3686,3663157,12327.0,6354030.0
2003-06-16,3627,3855,3437,3647,2029443,12200.0,6354030.0
2003-06-17,3742,3779,3589,3629,669552,12136.0,6354030.0
2003-06-18,3627,3684,3437,3457,591311,11564.0,6354030.0
2003-06-19,3361,3457,3058,3058,1185780,10230.0,6354030.0
2003-06-20,2943,3058,2849,3058,952922,10230.0,6354030.0
2003-06-23,3038,3209,2867,2887,632373,9658.0,6354030.0
2003-06-24,2773,2867,2658,2698,432303,9023.0,6354030.0
2003-06-25,2753,2982,2678,2793,616184,9340.0,6354030.0
2003-06-26,2753,2905,2753,2774,323673,9277.0,6354030.0
2003-06-27,2810,3019,2753,2907,508563,9722.0,6354030.0
2003-06-30,2963,3000,2886,2907,266433,9722.0,6354030.0
2003-07-01,2905,2924,2733,2850,320630,9531.0,6354030.0
2003-07-02,2849,2867,2773,2793,210998,9340.0,6354030.0
2003-07-03,2810,2849,2696,2698,337113,9023.0,6354030.0
2003-07-04,2715,2773,2658,2717,202126,9086.0,6354030.0
2003-07-07,2696,2773,2696,2717,195220,9086.0,6354030.0
2003-07-08,2754,2924,2754,2754,510420,9213.0,6354030.0
2003-07-09,2810,2810,2734,2774,170215,9277.0,6354030.0
2003-07-10,2791,2943,2791,2869,344492,9595.0,6354030.0
2003-07-11,2810,3076,2810,2983,414286,9976.0,6354030.0
2003-07-14,3058,3058,2886,3002,314300,10039.0,6354030.0
2003-07-15,3019,3058,2791,2830,245558,9468.0,6354030.0
2003-07-16,2791,2829,2658,2678,314053,8959.0,6354030.0
2003-07-18,2658,2678,2449,2489,276275,8324.0,6354030.0
2003-07-21,2469,2515,2402,2508,109139,8387.0,6354030.0
2003-07-22,2478,2478,2373,2432,95629,8133.0,6354030.0
2003-07-23,2392,2469,2345,2384,83402,7974.0,6354030.0
2003-07-24,2345,2411,2297,2318,88045,7752.0,6354030.0
2003-07-25,2279,2345,2269,2318,80278,7752.0,6354030.0
2003-07-28,2335,2564,2306,2508,114665,8387.0,6354030.0
2003-07-29,2488,2506,2364,2394,69770,8006.0,6354030.0
2003-07-30,2364,2459,2345,2365,90997,7911.0,6354030.0
2003-07-31,2336,2392,2306,2336,39598,7815.0,6354030.0
2003-08-01,2316,2354,2316,2356,31183,7879.0,6354030.0
2003-08-04,2316,2364,2316,2327,51772,7784.0,6354030.0
2003-08-05,2297,2383,2287,2290,45734,7657.0,6354030.0
2003-08-06,2274,2274,2143,2166,76361,7244.0,6354030.0
2003-08-07,2134,2181,2104,2137,74306,7148.0,6354030.0
2003-08-08,2124,2238,2124,2157,85780,7212.0,6354030.0
2003-08-11,2162,2209,2124,2147,122727,7180.0,6354030.0
2003-08-12,2152,2293,2114,2214,189414,7402.0,6354030.0
2003-08-13,2238,2238,2124,2137,69426,7148.0,6354030.0
2003-08-14,2095,2143,1981,2004,103746,6704.0,6354030.0
2003-08-18,1991,2047,1915,1938,75277,6481.0,6354030.0
2003-08-19,1944,1944,1877,1899,121288,6354.0,6354030.0
2003-08-20,1877,2038,1877,1957,104507,6545.0,6354030.0
2003-08-21,2001,2001,1886,1890,88006,6322.0,6354030.0
2003-08-22,1877,1934,1877,1881,59723,6290.0,6354030.0
2003-08-25,1868,1868,1783,1824,82739,6100.0,6354030.0
2003-08-26,1829,1886,1801,1872,36859,6259.0,6354030.0
2003-08-27,1849,1877,1801,1806,15462,6036.0,6354030.0
2003-08-28,1783,1839,1772,1786,48398,5973.0,6354030.0
2003-08-29,1849,1858,1783,1852,32480,6195.0,6354030.0
2003-09-01,1896,2058,1896,1966,69342,6576.0,6354030.0
2003-09-02,1934,1981,1896,1966,19217,6576.0,6354030.0
2003-09-03,1991,1991,1886,1938,73297,6481.0,6354030.0
2003-09-04,1944,2038,1905,2004,56836,6704.0,6354030.0
2003-09-05,2010,2238,2010,2232,194507,7466.0,6354030.0
2003-09-08,2213,2279,2128,2261,118689,7561.0,6354030.0
2003-09-09,2191,2254,2152,2185,100247,7307.0,6354030.0
2003-09-15,2200,2247,2152,2166,66516,7244.0,6354030.0
2003-09-16,2219,2219,2114,2128,61115,7117.0,6354030.0
2003-09-17,2134,2134,2077,2099,49091,7021.0,6354030.0
2003-09-18,2095,2124,1972,1995,39340,6672.0,6354030.0
2003-09-19,1981,2095,1972,2024,44401,6767.0,6354030.0
2003-09-22,1991,2124,1991,2128,57564,7117.0,6354030.0
2003-09-23,2143,2162,2010,2157,102146,7212.0,6354030.0
2003-09-24,2223,2411,2157,2413,299020,8070.0,6354030.0
2003-09-25,2449,2687,2373,2688,1087247,8991.0,6354030.0
2003-09-26,2830,2830,2373,2375,619179,7943.0,6354030.0
2003-09-29,2488,2658,2449,2660,355597,8896.0,6354030.0
2003-09-30,2972,2972,2610,2764,1211934,9245.0,6354030.0
2003-10-01,2658,2933,2639,2745,577868,9182.0,6354030.0
2003-10-02,2887,2887,2458,2508,439061,8387.0,6354030.0
2003-10-06,2478,2687,2392,2660,266162,8896.0,6354030.0
2003-10-07,2564,2649,2354,2441,229622,8165.0,6354030.0
2003-10-08,2487,2724,2487,2726,813262,9118.0,6354030.0
2003-10-09,2773,2982,2696,2754,999266,9213.0,6354030.0
2003-10-10,2839,2933,2678,2774,822383,9277.0,6354030.0
2003-10-13,2829,3104,2829,3106,1021629,10389.0,6354030.0
2003-10-14,3228,3476,3133,3476,1495311,11628.0,6354030.0
2003-10-15,3609,3722,3200,3287,1909623,10992.0,6354030.0
2003-10-16,3343,3533,3000,3230,1145411,10802.0,6354030.0
2003-10-17,3323,3608,3171,3506,1943506,11723.0,6354030.0
2003-10-20,3456,3808,3086,3097,2238157,10357.0,6354030.0
2003-10-21,3114,3276,2972,3211,878853,10738.0,6354030.0
2003-10-22,3228,3522,3124,3324,1237596,11120.0,6354030.0
2003-10-23,3247,3523,3076,3145,963102,10516.0,6354030.0
2003-10-24,3142,3228,3038,3106,370025,10389.0,6354030.0
2003-10-27,3190,3228,2991,3230,367146,10802.0,6354030.0
2003-10-28,3238,3447,3162,3258,847037,10897.0,6354030.0
2003-10-29,3276,3343,3114,3115,401863,10421.0,6354030.0
2003-10-30,3133,3209,3038,3211,286710,10738.0,6354030.0
2003-10-31,3276,3409,3228,3230,815978,10802.0,6354030.0
2003-11-03,3162,3313,3142,3315,283862,11088.0,6354030.0
2003-11-04,3418,3447,3228,3230,488442,10802.0,6354030.0
2003-11-05,3229,3304,2849,2850,651169,9531.0,6354030.0
2003-11-06,2896,2954,2573,2660,384201,8896.0,6354030.0
2003-11-07,2696,2724,2354,2594,228549,8673.0,6354030.0
2003-11-10,2592,2611,2421,2441,166344,8165.0,6354030.0
2003-11-11,2488,2592,2488,2574,159223,8610.0,6354030.0
2003-11-12,2573,2582,2488,2508,53038,8387.0,6354030.0
2003-11-13,2525,2535,2392,2441,135574,8165.0,6354030.0
2003-11-14,2402,2488,2373,2403,132570,8038.0,6354030.0
2003-11-17,2383,2411,2306,2336,88879,7815.0,6354030.0
2003-11-18,2340,2340,2162,2223,80254,7434.0,6354030.0
2003-11-19,2209,2254,2029,2109,85872,7053.0,6354030.0
2003-11-20,2086,2143,2086,2109,30662,7053.0,6354030.0
2003-11-21,2047,2200,2047,2185,60158,7307.0,6354030.0
2003-11-24,2134,2229,2134,2232,35379,7466.0,6354030.0
2003-11-25,2279,2488,2213,2451,128574,8197.0,6354030.0
2003-11-26,2516,2516,2297,2375,59945,7943.0,6354030.0
2003-11-27,2374,2383,2195,2280,77737,7625.0,6354030.0
2003-11-28,2260,2316,2223,2280,45343,7625.0,6354030.0
2003-12-01,2254,2274,2181,2204,84238,7371.0,6354030.0
2003-12-02,2254,2254,2181,2214,47728,7402.0,6354030.0
2003-12-03,2191,2238,2171,2194,60507,7339.0,6354030.0
2003-12-04,2171,2254,2171,2242,42527,7498.0,6354030.0
2003-12-05,2279,2478,2260,2365,437654,7911.0,6354030.0
2003-12-08,2354,2469,2325,2356,120922,7879.0,6354030.0
2003-12-09,2354,2392,2279,2346,56412,7847.0,6354030.0
2003-12-10,2336,2374,2233,2270,83462,7593.0,6354030.0
2003-12-11,2278,2535,2213,2536,430983,8483.0,6354030.0
2003-12-12,2620,2830,2535,2622,363234,8769.0,6354030.0
2003-12-15,2715,2715,2469,2536,143552,8483.0,6354030.0
2003-12-16,2564,2564,2373,2469,109099,8260.0,6354030.0
2003-12-17,2469,2488,2373,2441,176969,8165.0,6354030.0
2003-12-18,2439,2630,2439,2545,246439,8514.0,6354030.0
2003-12-19,2525,2611,2497,2527,133217,8451.0,6354030.0
2003-12-22,2554,2649,2515,2565,200641,8578.0,6354030.0
2003-12-23,2611,2820,2582,2660,735922,8896.0,6354030.0
2003-12-24,2706,2715,2430,2479,162038,8292.0,6354030.0
2003-12-26,2449,2506,2440,2460,57617,8228.0,6354030.0
2003-12-29,2321,2359,2162,2185,166966,7307.0,6354030.0
2003-12-30,2181,2238,2143,2223,91647,7434.0,6354030.0
2004-01-02,2223,2316,2223,2280,47383,7625.0,6354030.0
2004-01-05,2252,2306,2243,2299,42542,7688.0,6354030.0
2004-01-06,2330,2330,2191,2223,29773,7434.0,6354030.0
2004-01-07,2181,2219,2134,2147,52885,7180.0,6354030.0
2004-01-08,2152,2200,2058,2185,47766,7307.0,6354030.0
2004-01-09,2191,2191,2104,2109,18565,7053.0,6354030.0
2004-01-12,2124,2152,1991,1995,86921,6672.0,6354030.0
2004-01-13,2001,2038,1972,2024,54024,6767.0,6354030.0
2004-01-14,2019,2019,1925,1948,45463,6513.0,6354030.0
2004-01-15,1925,1962,1925,1957,39944,6545.0,6354030.0
2004-01-16,1981,1981,1905,1938,14682,6481.0,6354030.0
2004-01-19,1962,1962,1915,1948,21068,6513.0,6354030.0
2004-01-20,1944,1944,1915,1938,15836,6481.0,6354030.0
2004-01-26,1934,1944,1915,1948,17374,6513.0,6354030.0
2004-01-27,1953,2067,1934,1995,55598,6672.0,6354030.0
2004-01-28,2029,2047,1991,2032,19890,6799.0,6354030.0
2004-01-29,2010,2010,1934,1976,27730,6608.0,6354030.0
2004-01-30,1953,2029,1934,2032,54459,6799.0,6354030.0
2004-02-02,2019,2058,2010,2014,12237,6735.0,6354030.0
2004-02-03,2010,2038,1972,2014,31885,6735.0,6354030.0
2004-02-04,2010,2047,1962,2052,26920,6862.0,6354030.0
2004-02-05,2001,2104,1991,2024,21033,6767.0,6354030.0
2004-02-06,2038,2038,1981,2024,12982,6767.0,6354030.0
2004-02-09,1991,2029,1991,2004,18546,6704.0,6354030.0
2004-02-10,2001,2001,1915,1966,29140,6576.0,6354030.0
2004-02-11,1953,1972,1915,1966,34212,6576.0,6354030.0
2004-02-12,1953,2191,1944,1976,14716,6608.0,6354030.0
2004-02-13,1981,2001,1934,1985,21397,6640.0,6354030.0
2004-02-16,1972,2001,1934,1957,31023,6545.0,6354030.0
2004-02-17,1944,1981,1915,1957,23106,6545.0,6354030.0
2004-02-18,1953,1972,1944,1976,11147,6608.0,6354030.0
2004-02-19,1944,1981,1944,1957,8455,6545.0,6354030.0
2004-02-20,1944,1991,1944,1985,17662,6640.0,6354030.0
2004-02-23,1972,1981,1953,1966,14806,6576.0,6354030.0
2004-02-24,1953,1972,1934,1957,8882,6545.0,6354030.0
2004-02-25,1953,2001,1944,1985,28313,6640.0,6354030.0
2004-02-26,1991,2114,1962,2090,13392,6989.0,6354030.0
2004-02-27,2047,2047,2001,2042,6616,6831.0,6354030.0
2004-03-02,2047,2047,1991,2004,15903,6704.0,6354030.0
2004-03-03,2019,2038,1962,2024,42455,6767.0,6354030.0
2004-03-04,1991,2038,1972,1985,23749,6640.0,6354030.0
2004-03-05,1981,2001,1962,1995,30766,6672.0,6354030.0
2004-03-08,1972,2001,1962,1976,22250,6608.0,6354030.0
2004-03-09,1981,2029,1981,2014,31890,6735.0,6354030.0
2004-03-10,2010,2010,1972,1995,27201,6672.0,6354030.0
2004-03-11,1962,2010,1962,1995,16479,6672.0,6354030.0
2004-03-12,1991,2010,1810,1948,23396,6513.0,6354030.0
2004-03-15,1905,1991,1896,1928,27416,6449.0,6354030.0
2004-03-16,1915,1962,1915,1957,10623,6545.0,6354030.0
2004-03-17,1934,1972,1905,1957,11070,6545.0,6354030.0
2004-03-18,1962,2010,1934,1976,24307,6608.0,6354030.0
2004-03-19,1944,2001,1934,1966,19364,6576.0,6354030.0
2004-03-22,1962,2019,1953,1966,8849,6576.0,6354030.0
2004-03-23,1934,1972,1905,1957,7039,6545.0,6354030.0
2004-03-24,1915,1991,1915,1995,8270,6672.0,6354030.0
2004-03-25,1991,1991,1925,1928,7266,6449.0,6354030.0
2004-03-26,1934,1991,1934,1976,7056,6608.0,6354030.0
2004-03-29,1972,2200,1953,2204,223300,7371.0,6354030.0
2004-03-30,2200,2312,2095,2204,225539,7371.0,6354030.0
2004-03-31,2260,2392,2233,2299,209059,7688.0,6354030.0
2004-04-01,2349,2369,2181,2214,77175,7402.0,6354030.0
2004-04-02,2200,2229,2095,2118,85052,7085.0,6354030.0
2004-04-06,2124,2349,2095,2232,120836,7466.0,6354030.0
2004-04-07,2191,2274,2162,2251,69641,7530.0,6354030.0
2004-04-08,2274,2274,2162,2166,36241,7244.0,6354030.0
2004-04-09,2152,2200,2104,2128,32626,7117.0,6354030.0
2004-04-12,2095,2191,2095,2166,25711,7244.0,6354030.0
2004-04-13,2200,2415,2162,2204,147896,7371.0,6354030.0
2004-04-14,2269,2374,2223,2318,97714,7752.0,6354030.0
2004-04-16,2279,2354,2243,2280,58152,7625.0,6354030.0
2004-04-19,2229,2238,2124,2157,59565,7212.0,6354030.0
2004-04-20,2191,2191,2114,2185,54110,7307.0,6354030.0
2004-04-21,2134,2209,2124,2137,28474,7148.0,6354030.0
2004-04-22,2143,2181,2124,2128,46472,7117.0,6354030.0
2004-04-23,2124,2200,2124,2128,72821,7117.0,6354030.0
2004-04-26,2200,2200,2114,2147,51032,7180.0,6354030.0
2004-04-27,2134,2134,2067,2090,37480,6989.0,6354030.0
2004-04-28,2058,2124,2058,2081,189092,6958.0,6354030.0
2004-04-29,2038,2104,2001,2070,46562,6926.0,6354030.0
2004-04-30,2038,2143,1991,2147,535792,7180.0,6354030.0
2004-05-03,2181,2181,2104,2109,7977,7053.0,6354030.0
2004-05-04,2104,2143,2086,2090,2884,6989.0,6354030.0
2004-05-06,2086,2086,2038,2081,23866,6958.0,6354030.0
2004-05-07,2095,2171,1991,2175,72075,7275.0,6354030.0
2004-05-10,2143,2143,1934,2137,19731,7148.0,6354030.0
2004-05-11,1962,2124,1934,2128,26178,7117.0,6354030.0
2004-05-12,2095,2124,2019,2042,1876,6831.0,6354030.0
2004-05-13,2001,2058,1991,2014,16256,6735.0,6354030.0
2004-05-14,1991,2047,1953,1966,7868,6576.0,6354030.0
2004-05-17,1934,1991,1829,1957,22625,6545.0,6354030.0
2004-05-18,1934,1934,1896,1899,4302,6354.0,6354030.0
2004-05-19,1934,1981,1896,1966,8692,6576.0,6354030.0
2004-05-20,1962,1991,1925,1957,4186,6545.0,6354030.0
2004-05-21,1915,1972,1915,1966,468,6576.0,6354030.0
2004-05-24,1953,1972,1953,1976,1118,6608.0,6354030.0
2004-05-25,1991,1991,1925,1985,2736,6640.0,6354030.0
2004-05-27,1981,1991,1925,1976,3269,6608.0,6354030.0
2004-05-28,2001,2001,1905,1976,6511,6608.0,6354030.0
2004-05-31,1972,1972,1905,1966,6288,6576.0,6354030.0
2004-06-01,1962,1962,1915,1957,2624,6545.0,6354030.0
2004-06-02,1905,1962,1886,1890,15493,6322.0,6354030.0
2004-06-03,1896,1925,1896,1910,5546,6386.0,6354030.0
2004-06-04,1886,1934,1877,1938,10585,6481.0,6354030.0
2004-06-07,1934,1953,1896,1938,4145,6481.0,6354030.0
2004-06-08,1944,1944,1934,1948,10,6513.0,6354030.0
2004-06-09,1896,1944,1886,1948,9177,6513.0,6354030.0
