오리엔트정공(065500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-05,731,751,709,719,276278,24690.0,22143627.0
2015-08-06,731,737,712,725,183538,24912.0,22143627.0
2015-08-07,715,728,705,719,239837,24690.0,22143627.0
2015-08-10,718,718,686,706,177634,24247.0,22143627.0
2015-08-11,712,721,683,693,406601,23804.0,22143627.0
2015-08-12,693,693,663,693,238140,23804.0,22143627.0
2015-08-13,686,796,686,723,786843,24801.0,22143627.0
2015-08-17,731,731,683,690,178493,23694.0,22143627.0
2015-08-18,699,863,676,774,3556775,26572.0,22143627.0
2015-08-19,789,825,737,784,1091888,26905.0,22143627.0
2015-08-20,783,883,754,848,2036951,29119.0,22143627.0
2015-08-21,805,841,754,755,1311724,25908.0,22143627.0
2015-08-24,721,754,673,739,691634,25354.0,22143627.0
2015-08-25,737,789,718,761,533177,26129.0,22143627.0
2015-08-26,760,776,741,748,515798,25687.0,22143627.0
2015-08-27,763,970,747,970,2804578,33326.0,22143627.0
2015-08-28,1138,1186,966,1012,9406263,34765.0,22143627.0
2015-08-31,1044,1128,982,1026,6747184,35208.0,22143627.0
2015-09-01,1018,1040,947,1010,2021104,34655.0,22143627.0
2015-09-02,973,989,915,916,1477100,31444.0,22143627.0
2015-09-03,934,1038,905,964,3214877,33105.0,22143627.0
2015-09-04,944,963,850,855,916309,29340.0,22143627.0
2015-09-07,844,899,821,884,749972,30337.0,22143627.0
2015-09-08,889,892,838,874,434584,30005.0,22143627.0
2015-09-09,873,918,873,912,576519,31333.0,22143627.0
2015-09-10,908,908,854,909,525731,31223.0,22143627.0
2015-09-11,921,1012,896,968,1503860,33215.0,22143627.0
2015-09-14,970,1028,892,929,1643833,31887.0,22143627.0
2015-09-15,915,1050,899,958,2217154,32883.0,22143627.0
2015-09-16,980,992,921,935,712213,32108.0,22143627.0
2015-09-17,944,954,854,903,670528,31001.0,22143627.0
2015-09-18,908,921,883,903,300696,31001.0,22143627.0
2015-09-21,883,899,850,874,402799,30005.0,22143627.0
2015-09-22,873,886,844,867,386670,29783.0,22143627.0
2015-09-23,850,879,838,838,416085,28787.0,22143627.0
2015-09-24,850,863,821,855,281782,29340.0,22143627.0
2015-09-25,844,860,838,851,223561,29230.0,22143627.0
2015-09-30,841,844,821,825,248868,28344.0,22143627.0
2015-10-01,818,873,818,855,263591,29340.0,22143627.0
2015-10-02,860,896,847,864,295011,29672.0,22143627.0
2015-10-05,886,889,863,874,167203,30005.0,22143627.0
2015-10-06,883,947,838,893,1031621,30669.0,22143627.0
2015-10-07,902,924,870,874,335387,30005.0,22143627.0
2015-10-08,876,879,838,851,215916,29230.0,22143627.0
2015-10-12,854,870,841,848,162459,29119.0,22143627.0
2015-10-13,850,866,838,861,229622,29562.0,22143627.0
2015-10-14,866,866,825,838,208089,28787.0,22143627.0
2015-10-15,857,857,831,838,138525,28787.0,22143627.0
2015-10-16,863,957,857,893,1295267,30669.0,22143627.0
2015-10-19,921,960,886,932,720642,31998.0,22143627.0
2015-10-20,950,970,902,938,364271,32219.0,22143627.0
2015-10-21,940,966,905,968,354489,33215.0,22143627.0
2015-10-22,963,976,918,938,284903,32219.0,22143627.0
2015-10-23,934,954,902,942,455889,32330.0,22143627.0
2015-10-26,954,954,908,909,210064,31223.0,22143627.0
2015-10-27,915,976,902,974,561546,33437.0,22143627.0
2015-10-28,966,973,905,932,429576,31998.0,22143627.0
2015-10-29,924,934,870,890,276363,30558.0,22143627.0
2015-10-30,886,886,844,845,322491,29008.0,22143627.0
2015-11-02,838,860,808,851,222441,29230.0,22143627.0
2015-11-03,857,857,834,838,204878,28787.0,22143627.0
2015-11-04,876,886,847,887,162164,30447.0,22143627.0
2015-11-05,899,899,863,877,145433,30115.0,22143627.0
2015-11-06,870,1128,834,987,3812774,33880.0,22143627.0
2015-11-09,947,960,870,871,681364,29894.0,22143627.0
2015-11-10,870,896,838,851,378080,29230.0,22143627.0
2015-11-11,863,889,847,871,145203,29894.0,22143627.0
2015-11-12,886,905,873,906,162340,31112.0,22143627.0
2015-11-13,879,960,879,926,681339,31776.0,22143627.0
2015-11-16,921,954,854,861,450572,29562.0,22143627.0
2015-11-17,860,889,854,861,278353,29562.0,22143627.0
2015-11-18,860,921,860,864,522752,29672.0,22143627.0
2015-11-19,879,886,844,867,198835,29783.0,22143627.0
2015-11-20,876,876,850,864,153374,29672.0,22143627.0
2015-11-23,863,870,850,867,193224,29783.0,22143627.0
2015-11-24,876,876,854,867,120084,29783.0,22143627.0
2015-11-25,866,866,844,848,188991,29119.0,22143627.0
2015-11-26,850,863,838,855,254143,29340.0,22143627.0
2015-11-27,854,857,838,842,124397,28897.0,22143627.0
2015-11-30,844,854,805,835,260849,28676.0,22143627.0
2015-12-01,847,847,818,832,104172,28565.0,22143627.0
2015-12-02,831,850,821,845,206139,29008.0,22143627.0
2015-12-03,850,850,821,832,99734,28565.0,22143627.0
2015-12-04,831,831,776,803,200522,27569.0,22143627.0
2015-12-07,799,818,792,797,101623,27347.0,22143627.0
2015-12-08,792,792,751,751,297466,25797.0,22143627.0
2015-12-09,741,763,728,751,187540,25797.0,22143627.0
2015-12-10,744,763,741,755,102801,25908.0,22143627.0
2015-12-11,747,789,747,764,91292,26240.0,22143627.0
2015-12-14,747,754,728,729,176924,25022.0,22143627.0
2015-12-15,728,770,728,739,188166,25354.0,22143627.0
2015-12-16,760,760,741,755,79885,25908.0,22143627.0
2015-12-17,792,792,741,748,102680,25687.0,22143627.0
2015-12-18,747,779,747,774,168502,26572.0,22143627.0
2015-12-21,757,779,757,767,62039,26351.0,22143627.0
2015-12-22,792,792,763,774,75800,26572.0,22143627.0
2015-12-23,773,783,757,764,71483,26240.0,22143627.0
2015-12-24,757,857,737,758,1032025,26019.0,22143627.0
2015-12-28,754,770,744,745,123804,25576.0,22143627.0
2015-12-29,741,770,741,755,84337,25908.0,22143627.0
2015-12-30,754,760,744,755,70088,25908.0,22143627.0
2016-01-04,744,763,744,751,103507,25797.0,22143627.0
2016-01-05,747,767,744,758,165974,26019.0,22143627.0
2016-01-06,767,802,754,777,257856,26683.0,22143627.0
2016-01-07,776,876,763,813,713331,27901.0,22143627.0
2016-01-08,812,828,783,813,190283,27901.0,22143627.0
2016-01-11,825,866,796,822,221739,28233.0,22143627.0
2016-01-12,821,844,812,816,81094,28012.0,22143627.0
2016-01-13,834,834,805,813,54604,27901.0,22143627.0
2016-01-14,789,821,773,822,146248,28233.0,22143627.0
2016-01-15,838,847,796,832,191892,28565.0,22143627.0
2016-01-18,831,841,805,842,166149,28897.0,22143627.0
2016-01-19,841,873,828,842,426821,28897.0,22143627.0
2016-01-20,857,857,779,816,212803,28012.0,22143627.0
2016-01-21,834,834,783,803,94882,27569.0,22143627.0
2016-01-22,799,873,792,829,445322,28455.0,22143627.0
2016-01-25,828,1031,815,877,4015870,30115.0,22143627.0
2016-01-26,863,934,850,861,1329107,29562.0,22143627.0
2016-01-27,879,892,860,877,285568,30115.0,22143627.0
2016-01-28,876,931,873,906,630079,31112.0,22143627.0
2016-01-29,902,905,866,871,272837,29894.0,22143627.0
2016-02-01,870,998,860,938,2412154,32219.0,22143627.0
2016-02-02,928,934,889,890,545310,30558.0,22143627.0
2016-02-03,892,912,850,874,489807,30005.0,22143627.0
2016-02-04,886,889,854,887,170884,30447.0,22143627.0
2016-02-05,896,896,866,871,127832,29894.0,22143627.0
2016-02-11,857,857,825,835,139175,28676.0,22143627.0
2016-02-12,828,863,741,790,440410,27126.0,22143627.0
2016-02-15,808,847,799,838,140971,28787.0,22143627.0
2016-02-16,841,863,841,848,136413,29119.0,22143627.0
2016-02-17,854,860,841,848,73446,29119.0,22143627.0
2016-02-18,854,860,825,832,111084,28565.0,22143627.0
2016-02-19,841,857,825,855,71770,29340.0,22143627.0
2016-02-22,857,886,854,874,162634,30005.0,22143627.0
2016-02-23,876,931,870,900,387434,30890.0,22143627.0
2016-02-24,899,915,860,877,231265,30115.0,22143627.0
2016-02-25,883,899,860,867,138693,29783.0,22143627.0
2016-02-26,863,889,857,884,133735,30337.0,22143627.0
2016-02-29,876,889,866,867,95078,29783.0,22143627.0
2016-03-02,876,876,860,864,119327,29672.0,22143627.0
2016-03-03,866,883,847,880,166416,30226.0,22143627.0
2016-03-04,879,908,873,900,208475,30890.0,22143627.0
2016-03-07,928,928,892,906,159474,31112.0,22143627.0
2016-03-08,896,908,883,900,92745,30890.0,22143627.0
2016-03-09,896,905,883,890,148587,30558.0,22143627.0
2016-03-10,902,902,863,867,156919,29783.0,22143627.0
2016-03-11,863,883,863,877,52325,30115.0,22143627.0
2016-03-14,873,886,870,880,115297,30226.0,22143627.0
2016-03-15,876,896,873,887,85297,30447.0,22143627.0
2016-03-16,896,899,876,877,85769,30115.0,22143627.0
2016-03-17,870,908,870,909,317845,31223.0,22143627.0
2016-03-18,902,963,899,929,710466,31887.0,22143627.0
2016-03-21,934,950,889,896,233377,30780.0,22143627.0
2016-03-22,896,915,896,896,195728,30780.0,22143627.0
2016-03-23,896,921,886,922,193839,31665.0,22143627.0
2016-03-24,928,960,912,919,307389,31555.0,22143627.0
2016-03-25,757,815,757,780,2198667,26794.0,22143627.0
2016-03-28,773,773,737,748,637295,25687.0,22143627.0
2016-03-29,747,751,728,742,247874,25465.0,22143627.0
2016-03-30,747,747,702,725,426045,24912.0,22143627.0
2016-03-31,725,734,712,725,171170,24912.0,22143627.0
2016-04-01,731,731,715,719,152821,24690.0,22143627.0
2016-04-04,728,728,689,693,328077,23804.0,22143627.0
2016-04-05,695,728,689,716,265240,24579.0,22143627.0
2016-04-06,721,731,715,719,80902,24690.0,22143627.0
2016-04-07,721,754,718,742,210919,25465.0,22143627.0
2016-04-08,751,754,728,732,193015,25133.0,22143627.0
2016-04-11,737,783,725,735,381242,25244.0,22143627.0
2016-04-12,737,886,734,774,3748233,26572.0,22143627.0
2016-04-14,779,779,757,774,366803,26572.0,22143627.0
2016-04-15,773,776,757,767,233420,26351.0,22143627.0
2016-04-18,763,776,754,764,186759,26240.0,22143627.0
2016-04-19,763,799,760,780,481784,26794.0,22143627.0
2016-04-20,786,786,770,774,149276,26572.0,22143627.0
2016-04-21,783,802,776,797,332851,27347.0,22143627.0
2016-04-22,786,805,783,800,273631,27458.0,22143627.0
2016-04-25,799,808,789,800,226347,27458.0,22143627.0
2016-04-26,808,828,802,816,679621,28012.0,22143627.0
2016-04-27,834,844,821,829,386188,28455.0,22143627.0
2016-04-28,838,850,825,832,298945,28565.0,22143627.0
2016-04-29,838,847,821,838,258188,28787.0,22143627.0
2016-05-02,857,889,844,884,847414,30337.0,22143627.0
2016-05-03,955,1098,951,974,2998072,24137.0,22143627.0
2016-05-04,973,991,929,951,358117,23583.0,22143627.0
2016-05-09,946,978,942,951,189726,23583.0,22143627.0
2016-05-10,938,1027,938,960,653520,23804.0,22143627.0
2016-05-11,964,991,924,938,488035,23251.0,22143627.0
2016-05-12,938,946,911,929,345992,23029.0,22143627.0
2016-05-13,942,942,906,920,204870,22808.0,22143627.0
2016-05-16,920,964,920,951,219554,23583.0,22143627.0
2016-05-17,960,960,933,947,160769,23472.0,22143627.0
2016-05-18,942,960,924,934,288295,23140.0,22143627.0
2016-05-19,946,1022,933,996,1006962,24690.0,22143627.0
2016-05-20,1014,1098,987,1063,1012698,26351.0,22143627.0
2016-05-23,1089,1116,996,1018,1153965,25244.0,22143627.0
2016-05-24,1005,1040,996,1041,512148,25797.0,22143627.0
2016-05-25,1045,1094,1045,1063,883568,26351.0,22143627.0
2016-05-26,1063,1148,1022,1085,1126177,26905.0,22143627.0
2016-05-27,1112,1313,1089,1237,4912350,30669.0,22143627.0
2016-05-30,1232,1250,1156,1170,2157967,29008.0,22143627.0
2016-05-31,1197,1197,1107,1108,1130847,27458.0,22143627.0
2016-06-01,1112,1156,1081,1094,778031,27126.0,22143627.0
2016-06-02,1103,1116,1054,1068,975326,26462.0,22143627.0
2016-06-03,1058,1072,1014,1018,1105379,25244.0,22143627.0
2016-06-07,1005,1058,1005,1045,640793,25908.0,22143627.0
2016-06-08,1045,1054,1000,1018,512623,25244.0,22143627.0
2016-06-09,1022,1036,1000,1023,548838,25354.0,22143627.0
2016-06-10,1018,1045,1018,1036,264906,25687.0,22143627.0
2016-06-13,1036,1036,982,996,402100,24690.0,22143627.0
2016-06-14,1000,1036,991,1023,245520,25354.0,22143627.0
2016-06-15,1009,1031,991,1001,219244,24801.0,22143627.0
2016-06-16,1022,1022,969,983,231872,24358.0,22143627.0
2016-06-17,996,996,942,947,339089,23472.0,22143627.0
2016-06-20,942,991,938,983,203704,24358.0,22143627.0
2016-06-21,996,1277,969,1278,6150492,31665.0,22143627.0
2016-06-22,1255,1264,1116,1130,5721077,28012.0,22143627.0
2016-06-23,1098,1116,1022,1045,1764861,25908.0,22143627.0
2016-06-24,1063,1103,938,987,1834845,24469.0,22143627.0
2016-06-27,857,906,847,891,6158761,22077.0,22143627.0
2016-06-28,890,1022,888,956,9764630,23694.0,22143627.0
2016-06-29,946,973,924,943,3321900,55012.0,52143627.0
2016-06-30,946,964,938,960,1601740,56054.0,52143627.0
2016-07-01,964,991,946,960,2123118,56054.0,52143627.0
2016-07-04,960,964,911,934,2208311,54490.0,52143627.0
2016-07-05,929,929,897,929,1569344,54229.0,52143627.0
2016-07-06,915,964,915,929,1551159,54229.0,52143627.0
2016-07-07,951,951,929,938,858062,54751.0,52143627.0
2016-07-08,929,942,911,925,990519,53969.0,52143627.0
2016-07-11,929,933,906,916,648930,53447.0,52143627.0
2016-07-12,911,946,906,947,818139,55272.0,52143627.0
2016-07-13,946,955,933,947,792870,55272.0,52143627.0
2016-07-14,951,955,933,943,613996,55012.0,52143627.0
2016-07-15,938,982,938,974,2006664,56837.0,52143627.0
2016-07-18,973,1005,973,987,1920154,57619.0,52143627.0
2016-07-19,991,1005,955,969,868543,56576.0,52143627.0
2016-07-20,969,987,964,974,722659,56837.0,52143627.0
2016-07-21,969,982,946,969,978057,56576.0,52143627.0
2016-07-22,969,969,951,965,587947,56315.0,52143627.0
2016-07-25,964,969,946,956,730795,55794.0,52143627.0
2016-07-26,951,955,911,934,1308855,54490.0,52143627.0
2016-07-27,929,929,902,916,912180,53447.0,52143627.0
2016-07-28,920,942,906,934,514470,54490.0,52143627.0
2016-07-29,938,955,920,943,709567,55012.0,52143627.0
2016-08-01,933,946,915,929,464266,54229.0,52143627.0
2016-08-02,924,929,906,907,573749,52926.0,52143627.0
2016-08-03,906,920,890,920,562664,53708.0,52143627.0
2016-08-04,920,929,911,925,270859,53969.0,52143627.0
2016-08-05,929,929,902,925,505820,53969.0,52143627.0
2016-08-08,924,929,906,920,350815,53708.0,52143627.0
2016-08-09,920,938,915,934,406686,54490.0,52143627.0
2016-08-10,933,955,929,943,982678,55012.0,52143627.0
2016-08-11,938,960,938,943,580312,55012.0,52143627.0
2016-08-12,942,946,933,938,254130,54751.0,52143627.0
2016-08-16,942,951,929,943,388516,55012.0,52143627.0
2016-08-17,942,942,915,929,399781,54229.0,52143627.0
2016-08-18,929,933,906,907,535638,52926.0,52143627.0
2016-08-19,911,929,906,925,391947,53969.0,52143627.0
2016-08-22,924,929,897,907,563076,52926.0,52143627.0
2016-08-23,906,915,897,907,222872,52926.0,52143627.0
2016-08-24,906,915,897,907,260778,52926.0,52143627.0
2016-08-25,902,915,897,907,401781,52926.0,52143627.0
2016-08-26,911,920,897,907,270056,52926.0,52143627.0
2016-08-29,906,906,888,893,562617,52144.0,52143627.0
2016-08-30,906,920,888,888,640253,51831.0,52143627.0
2016-08-31,887,897,863,863,441713,50371.0,52143627.0
2016-09-01,858,859,808,853,517870,49797.0,52143627.0
2016-09-02,884,884,848,871,315807,50840.0,52143627.0
2016-09-05,879,902,871,893,424850,52144.0,52143627.0
2016-09-06,902,906,886,893,254901,52144.0,52143627.0
2016-09-07,893,911,890,893,268942,52144.0,52143627.0
2016-09-08,902,906,867,876,498765,51153.0,52143627.0
2016-09-09,863,884,862,880,222526,51361.0,52143627.0
2016-09-12,867,883,857,864,260321,50423.0,52143627.0
2016-09-13,866,876,863,871,180778,50840.0,52143627.0
2016-09-19,871,879,848,871,316246,50840.0,52143627.0
2016-09-20,870,890,861,891,264964,51987.0,52143627.0
2016-09-21,890,891,879,886,155646,51726.0,52143627.0
2016-09-22,886,920,885,893,377622,52091.0,52143627.0
2016-09-23,893,915,893,893,153443,52144.0,52143627.0
2016-09-26,891,902,888,898,139599,52404.0,52143627.0
2016-09-27,892,897,884,893,185236,52144.0,52143627.0
2016-09-28,902,902,880,881,294517,51414.0,52143627.0
2016-09-29,882,891,877,884,157502,51622.0,52143627.0
2016-09-30,884,891,865,866,249273,50527.0,52143627.0
2016-10-04,862,879,862,867,101611,50631.0,52143627.0
2016-10-05,868,878,866,869,198695,50736.0,52143627.0
2016-10-06,866,884,866,877,218593,51205.0,52143627.0
2016-10-07,877,880,866,880,149518,51361.0,52143627.0
2016-10-10,888,902,875,893,231584,52144.0,52143627.0
2016-10-11,906,906,875,884,216928,51622.0,52143627.0
2016-10-12,879,892,869,872,217465,50892.0,52143627.0
2016-10-13,879,902,868,872,301804,50892.0,52143627.0
2016-10-14,871,879,868,878,195346,51257.0,52143627.0
2016-10-17,878,879,863,864,208597,50423.0,52143627.0
2016-10-18,862,875,855,864,158781,50423.0,52143627.0
2016-10-19,863,873,852,856,162252,49954.0,52143627.0
2016-10-20,856,862,843,851,121680,49641.0,52143627.0
2016-10-21,850,857,834,842,168141,49171.0,52143627.0
2016-10-24,842,852,838,845,121583,49328.0,52143627.0
2016-10-25,841,854,831,835,167854,48754.0,52143627.0
2016-10-26,831,839,774,797,796893,46512.0,52143627.0
2016-10-27,800,811,786,793,154078,46304.0,52143627.0
2016-10-28,792,792,777,777,243779,45365.0,52143627.0
2016-10-31,768,777,705,742,535348,43279.0,52143627.0
2016-11-01,716,759,716,759,154560,44322.0,52143627.0
2016-11-02,759,767,728,728,105142,42497.0,52143627.0
2016-11-03,728,739,715,728,84598,42497.0,52143627.0
2016-11-04,731,731,714,725,153055,42288.0,52143627.0
2016-11-07,711,728,711,722,260487,42132.0,52143627.0
2016-11-08,726,729,718,719,176424,41976.0,52143627.0
2016-11-09,719,741,647,678,581304,39577.0,52143627.0
2016-11-10,714,725,687,703,192694,41037.0,52143627.0
2016-11-11,703,713,689,697,96421,40672.0,52143627.0
2016-11-14,693,712,693,700,101801,40881.0,52143627.0
2016-11-15,700,829,700,781,2464922,45574.0,52143627.0
2016-11-16,786,874,762,853,3305496,49797.0,52143627.0
2016-11-17,851,938,849,898,8732029,52404.0,52143627.0
2016-11-18,897,942,868,934,4380569,54490.0,52143627.0
2016-11-21,969,978,902,911,2851783,53186.0,52143627.0
2016-11-22,915,946,877,929,2145833,54229.0,52143627.0
2016-11-23,951,960,897,925,1592193,53969.0,52143627.0
2016-11-24,924,1027,881,965,5893477,56315.0,52143627.0
2016-11-25,960,1009,942,1010,2942408,58922.0,52143627.0
2016-11-28,1018,1058,969,1010,3015888,58922.0,52143627.0
2016-11-29,1014,1098,915,987,5784100,57619.0,52143627.0
2016-11-30,978,987,920,951,1703776,55533.0,52143627.0
2016-12-01,996,1014,933,943,2521515,55012.0,52143627.0
2016-12-02,946,964,906,965,1493939,56315.0,52143627.0
2016-12-05,978,1000,920,929,1486377,54229.0,52143627.0
2016-12-06,924,946,902,925,1279177,53969.0,52143627.0
2016-12-07,924,942,879,898,1460133,52404.0,52143627.0
2016-12-08,911,920,884,898,799342,52404.0,52143627.0
2016-12-09,906,946,897,925,1224683,53969.0,52143627.0
2016-12-12,951,964,924,960,1078050,56054.0,52143627.0
2016-12-13,964,964,924,929,567495,54229.0,52143627.0
2016-12-14,929,938,892,916,1340869,53447.0,52143627.0
2016-12-15,906,978,902,978,1981773,57097.0,52143627.0
2016-12-16,964,1005,929,960,1264207,56054.0,52143627.0
2016-12-19,946,964,938,947,535502,55272.0,52143627.0
2016-12-20,946,969,938,943,462603,55012.0,52143627.0
2016-12-21,942,969,938,947,633406,55272.0,52143627.0
2016-12-22,946,960,920,925,767112,53969.0,52143627.0
2016-12-23,924,929,911,911,315413,53186.0,52143627.0
2016-12-26,911,924,892,907,620848,52926.0,52143627.0
2016-12-27,902,915,902,911,201759,53186.0,52143627.0
2016-12-28,915,915,893,893,308443,52144.0,52143627.0
2016-12-29,897,911,892,902,385928,52665.0,52143627.0
2017-01-02,906,911,873,879,723848,51309.0,52143627.0
2017-01-03,879,892,876,882,204863,51466.0,52143627.0
2017-01-04,881,906,881,898,296208,52404.0,52143627.0
2017-01-05,897,897,889,893,273652,52144.0,52143627.0
2017-01-06,897,902,884,891,400338,51987.0,52143627.0
2017-01-09,893,946,890,938,1313777,54751.0,52143627.0
2017-01-10,946,955,920,934,449916,54490.0,52143627.0
2017-01-11,929,951,920,938,405054,54751.0,52143627.0
2017-01-12,933,946,911,929,427986,54229.0,52143627.0
2017-01-13,933,946,915,929,396705,54229.0,52143627.0
2017-01-16,929,933,892,898,415367,52404.0,52143627.0
2017-01-17,893,902,889,898,197680,52404.0,52143627.0
2017-01-18,902,911,889,890,200280,51935.0,52143627.0
2017-01-19,892,1152,889,1090,38213863,63615.0,52143627.0
2017-01-20,1089,1089,987,1036,10772714,60487.0,52143627.0
2017-01-23,1058,1170,982,1010,24670061,58922.0,52143627.0
2017-01-24,1009,1027,933,951,5369250,55533.0,52143627.0
2017-01-25,1009,1107,969,983,15663576,57358.0,52143627.0
2017-01-26,982,1027,951,1018,3354732,59444.0,52143627.0
2017-01-31,996,1014,933,943,4206722,55012.0,52143627.0
2017-02-01,946,991,924,983,2973375,57358.0,52143627.0
2017-02-02,982,982,924,925,2600988,53969.0,52143627.0
2017-02-03,924,929,891,902,1823865,52665.0,52143627.0
2017-02-06,906,929,893,929,910987,54229.0,52143627.0
2017-02-07,924,938,902,911,625887,53186.0,52143627.0
2017-02-08,915,929,890,891,757802,51987.0,52143627.0
2017-02-09,892,897,856,876,1297760,51153.0,52143627.0
2017-02-10,875,879,804,817,1774119,47711.0,52143627.0
2017-02-13,824,831,813,825,469918,48129.0,52143627.0
2017-02-14,830,830,811,820,422266,47868.0,52143627.0
2017-02-15,815,827,812,818,428325,47764.0,52143627.0
2017-02-16,821,838,820,827,323697,48285.0,52143627.0
2017-02-17,844,933,834,834,4760413,48702.0,52143627.0
2017-02-20,840,874,839,862,974782,50319.0,52143627.0
2017-02-21,893,902,858,861,1545432,50266.0,52143627.0
2017-02-22,861,885,857,875,556938,51049.0,52143627.0
2017-02-23,880,880,855,860,548067,50214.0,52143627.0
2017-02-24,857,861,835,835,503234,48754.0,52143627.0
2017-02-27,839,844,818,819,316623,47816.0,52143627.0
2017-02-28,817,844,817,827,309963,48285.0,52143627.0
2017-03-02,834,840,824,826,279210,48233.0,52143627.0
2017-03-03,829,829,778,806,748803,47034.0,52143627.0
2017-03-06,792,802,783,792,331034,46199.0,52143627.0
2017-03-07,791,798,782,797,189847,46512.0,52143627.0
2017-03-08,796,798,776,778,282506,45417.0,52143627.0
2017-03-09,780,794,772,791,219638,46147.0,52143627.0
2017-03-10,781,799,764,794,494108,46356.0,52143627.0
2017-03-13,796,816,785,809,334059,47242.0,52143627.0
2017-03-14,812,818,795,797,338446,46512.0,52143627.0
2017-03-15,821,821,774,782,421177,45626.0,52143627.0
2017-03-16,789,806,772,786,363014,45886.0,52143627.0
2017-03-17,795,795,765,767,433025,44739.0,52143627.0
2017-03-20,773,773,736,739,371627,43123.0,52143627.0
2017-03-21,754,754,737,740,182424,43175.0,52143627.0
2017-03-22,737,759,720,721,272858,42080.0,52143627.0
2017-03-23,739,812,729,751,1181151,43853.0,52143627.0
2017-03-24,765,765,721,730,436103,42601.0,52143627.0
2017-03-27,729,735,714,719,356009,41976.0,52143627.0
2017-03-28,703,710,691,696,662095,40620.0,52143627.0
2017-03-29,698,706,694,707,199337,41246.0,52143627.0
2017-03-30,706,708,697,708,142362,41298.0,52143627.0
2017-03-31,702,711,700,707,229842,41246.0,52143627.0
2017-04-03,702,765,695,719,776615,41976.0,52143627.0
2017-04-04,715,723,698,701,551290,40933.0,52143627.0
2017-04-05,817,829,729,733,3682987,42758.0,52143627.0
2017-04-06,731,732,704,706,688260,41193.0,52143627.0
2017-04-07,707,722,703,712,338474,41558.0,52143627.0
2017-04-10,708,712,680,683,708596,39890.0,52143627.0
2017-04-11,684,689,657,669,406473,39056.0,52143627.0
2017-04-12,668,696,667,688,263548,40151.0,52143627.0
2017-04-13,686,700,678,689,158492,40203.0,52143627.0
2017-04-14,688,692,661,675,535048,39421.0,52143627.0
2017-04-17,674,680,667,677,252560,39525.0,52143627.0
2017-04-18,674,679,668,673,244788,39264.0,52143627.0
2017-04-19,674,681,665,678,377296,39577.0,52143627.0
2017-04-20,678,682,673,677,149876,39525.0,52143627.0
2017-04-21,674,687,668,671,370100,39160.0,52143627.0
2017-04-24,671,676,660,664,356443,38743.0,52143627.0
2017-04-25,664,673,661,664,275252,38743.0,52143627.0
2017-04-26,665,835,665,741,19079279,43227.0,52143627.0
2017-04-27,731,738,693,712,3280583,41558.0,52143627.0
2017-04-28,712,718,695,707,979405,46762.0,59117127.0
2017-05-02,718,718,692,693,662412,45875.0,59117127.0
2017-05-04,687,701,663,674,1206708,44574.0,59117127.0
2017-05-08,673,682,669,677,401026,44811.0,59117127.0
2017-05-10,678,702,676,696,531699,46052.0,59117127.0
2017-05-11,695,702,687,698,284808,46170.0,59117127.0
2017-05-12,703,705,689,698,323518,46170.0,59117127.0
2017-05-15,698,711,690,698,368837,46170.0,59117127.0
2017-05-16,703,703,679,688,267353,45520.0,59117127.0
2017-05-17,688,691,652,659,1176402,43628.0,59117127.0
2017-05-18,660,674,629,631,1529266,41737.0,59117127.0
2017-05-19,636,655,631,648,284714,42860.0,59117127.0
2017-05-22,648,663,642,652,200805,43156.0,59117127.0
2017-05-23,648,660,647,648,205825,42860.0,59117127.0
2017-05-24,647,660,647,648,135367,42860.0,59117127.0
2017-05-25,656,656,629,635,365642,42032.0,59117127.0
2017-05-26,641,641,625,640,232322,42328.0,59117127.0
2017-05-29,639,640,630,633,238096,41914.0,59117127.0
2017-05-30,640,656,634,649,249500,42978.0,59117127.0
2017-05-31,652,660,646,656,292777,43392.0,59117127.0
2017-06-01,653,663,648,663,292682,43865.0,59117127.0
2017-06-02,663,676,656,674,291328,44574.0,59117127.0
2017-06-05,674,676,666,676,255331,44752.0,59117127.0
2017-06-07,680,680,662,670,390254,44338.0,59117127.0
2017-06-08,682,682,658,666,192265,44042.0,59117127.0
2017-06-09,661,672,661,673,265070,44515.0,59117127.0
2017-06-12,671,677,656,659,253188,43628.0,59117127.0
2017-06-13,660,669,656,659,563332,43628.0,59117127.0
2017-06-14,663,673,661,668,266822,44220.0,59117127.0
2017-06-15,663,670,659,666,140668,44042.0,59117127.0
2017-06-16,663,670,656,658,170017,43569.0,59117127.0
2017-06-19,662,662,640,647,483744,42801.0,59117127.0
2017-06-20,651,651,620,625,827963,41382.0,59117127.0
2017-06-21,625,630,608,615,633295,40673.0,59117127.0
2017-06-22,609,622,609,619,150364,40968.0,59117127.0
2017-06-23,619,631,617,625,102865,41382.0,59117127.0
2017-06-26,628,628,608,611,263981,40436.0,59117127.0
2017-06-27,603,626,603,616,150395,40791.0,59117127.0
2017-06-28,616,625,609,613,128547,40554.0,59117127.0
2017-06-29,611,625,611,616,79201,40791.0,59117127.0
2017-06-30,621,658,619,637,812277,42151.0,59117127.0
2017-07-03,645,645,625,635,178793,42032.0,59117127.0
2017-07-04,634,639,625,630,166020,41678.0,59117127.0
2017-07-05,624,632,622,633,155893,41855.0,59117127.0
2017-07-06,639,641,628,636,106091,42091.0,59117127.0
