네오위즈(095660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-07-02,39800,40150,38250,38450,148632,811291.0,21099905.0
2010-07-05,38700,38700,37650,37800,139980,797576.0,21099905.0
2010-07-06,37450,39000,37450,39000,159114,822896.0,21099905.0
2010-07-07,39300,40400,38850,40000,163696,843996.0,21099905.0
2010-07-08,40800,40900,39600,39600,176161,835556.0,21099905.0
2010-07-09,40000,40200,38500,39100,314543,825006.0,21099905.0
2010-07-12,39100,39100,38100,38200,339206,806016.0,21099905.0
2010-07-13,38450,38800,38050,38200,457867,806016.0,21099905.0
2010-07-14,38700,39350,38350,39300,433417,829226.0,21099905.0
2010-07-15,39000,39250,38300,38350,177161,809181.0,21099905.0
2010-07-16,38600,38750,37600,37650,194816,794411.0,21099905.0
2010-07-19,37200,38150,36700,36900,240812,778586.0,21099905.0
2010-07-20,37150,37250,35700,35900,388181,757487.0,21099905.0
2010-07-21,36100,36350,35500,35550,255918,750102.0,21099905.0
2010-07-22,35950,36200,34800,35000,342169,738497.0,21099905.0
2010-07-23,35400,36500,35350,36100,271748,761707.0,21099905.0
2010-07-26,36600,37000,36000,36100,253022,761707.0,21099905.0
2010-07-27,36300,36950,36100,36300,258859,765927.0,21099905.0
2010-07-28,37000,37400,36050,36200,331691,763817.0,21099905.0
2010-07-29,37000,37650,36650,37400,451098,789136.0,21099905.0
2010-07-30,37650,38200,37150,38100,372853,803906.0,21099905.0
2010-08-02,38000,38200,36800,36950,273507,779641.0,21099905.0
2010-08-03,37050,37300,36250,36600,261169,772257.0,21099905.0
2010-08-04,36350,37050,36300,36700,174860,774367.0,21099905.0
2010-08-05,36750,36900,35650,35850,214854,756432.0,21099905.0
2010-08-06,36000,37300,36000,37250,183498,785971.0,21099905.0
2010-08-09,37000,37650,36850,37600,188766,793356.0,21099905.0
2010-08-10,37600,37950,36850,37950,244086,800741.0,21099905.0
2010-08-11,37900,37950,36850,36900,195707,778586.0,21099905.0
2010-08-12,35900,36600,35800,36000,115409,759597.0,21099905.0
2010-08-13,36200,37000,36100,36700,92147,774367.0,21099905.0
2010-08-16,36600,37550,36500,37300,133970,787026.0,21099905.0
2010-08-17,37250,37900,37050,37600,124383,793356.0,21099905.0
2010-08-18,38000,38450,37650,38400,217411,810236.0,21099905.0
2010-08-19,38000,38800,37800,38800,196881,818676.0,21099905.0
2010-08-20,38300,39300,38250,39200,209108,827116.0,21099905.0
2010-08-23,39500,39500,38650,39200,153867,827116.0,21099905.0
2010-08-24,39200,39200,38250,38250,147722,807071.0,21099905.0
2010-08-25,37900,38300,37400,37500,108044,791246.0,21099905.0
2010-08-26,38000,38400,37150,37650,125330,794411.0,21099905.0
2010-08-27,37300,38350,36850,38000,111915,801796.0,21099905.0
2010-08-30,38300,38400,37650,38150,106832,804961.0,21099905.0
2010-08-31,37800,39000,37700,38950,175643,821841.0,21099905.0
2010-09-01,39100,39400,38650,39000,196796,822896.0,21099905.0
2010-09-02,39000,40200,38850,39550,253292,834501.0,21099905.0
2010-09-03,40500,43000,40050,42450,756835,895691.0,21099905.0
2010-09-06,43100,43350,41700,42400,360193,894636.0,21099905.0
2010-09-07,42400,42400,40950,41750,208724,880921.0,21099905.0
2010-09-08,41350,42450,41000,42000,162473,886196.0,21099905.0
2010-09-09,42200,43800,42150,43650,497595,921011.0,21099905.0
2010-09-10,43950,44150,43250,43650,315828,921011.0,21099905.0
2010-09-13,44050,44250,43100,43550,171805,918901.0,21099905.0
2010-09-14,44000,44800,42600,43300,239008,913626.0,21099905.0
2010-09-15,43550,44250,42200,42750,249805,902021.0,21099905.0
2010-09-16,42900,43750,42550,42900,171177,905186.0,21099905.0
2010-09-17,43350,43850,41500,42650,206163,899911.0,21099905.0
2010-09-20,42400,43500,42200,42700,135768,900966.0,21099905.0
2010-09-24,42300,43300,41900,43300,118611,913626.0,21099905.0
2010-09-27,43450,44500,42900,44300,297161,934726.0,21099905.0
2010-09-28,44600,47200,44600,46500,583167,981146.0,21099905.0
2010-09-29,46300,46800,45150,45300,229408,955826.0,21099905.0
2010-09-30,45500,46350,45000,46050,245923,971651.0,21099905.0
2010-10-01,45950,46200,44500,45000,298502,949496.0,21099905.0
2010-10-04,44950,45750,44300,44900,152019,947386.0,21099905.0
2010-10-05,44650,47100,44650,46850,289953,988531.0,21099905.0
2010-10-06,46150,46400,42950,44100,877121,930506.0,21099905.0
2010-10-07,44500,44650,42250,43100,494485,909406.0,21099905.0
2010-10-08,43200,43800,42750,43100,224241,909406.0,21099905.0
2010-10-11,43200,44250,43200,43500,169743,917846.0,21099905.0
2010-10-12,44000,44600,42850,43000,121365,907296.0,21099905.0
2010-10-13,43200,44300,43200,44200,118310,932616.0,21099905.0
2010-10-14,44450,44700,43700,44650,150773,942111.0,21099905.0
2010-10-15,45100,47350,44750,47300,634498,998026.0,21099905.0
2010-10-18,47650,49300,47200,47300,542804,998026.0,21099905.0
2010-10-19,47900,49550,47800,49200,382619,1038115.0,21099905.0
2010-10-20,49000,49700,48100,49200,155956,1038115.0,21099905.0
2010-10-21,49900,49900,47900,48000,152324,1012795.0,21099905.0
2010-10-22,48000,48700,47100,48150,184594,1015960.0,21099905.0
2010-10-25,48500,48500,47200,47700,142035,1006465.0,21099905.0
2010-10-26,47700,48100,46800,47700,197733,1006465.0,21099905.0
2010-10-27,47850,49300,47700,49150,327362,1037060.0,21099905.0
2010-10-28,48950,50400,48950,50000,211773,1054995.0,21099905.0
2010-10-29,50600,51200,49100,50000,273869,1054995.0,21099905.0
2010-11-01,51100,56400,50900,55100,785969,1162605.0,21099905.0
2010-11-02,53600,54500,52600,53900,398332,1137285.0,21099905.0
2010-11-03,53800,56400,53300,55900,314796,1179485.0,21099905.0
2010-11-04,56800,56800,53900,55600,207471,1173155.0,21099905.0
2010-11-05,55500,55500,52900,54000,571762,1139395.0,21099905.0
2010-11-08,54000,54000,52700,53100,109068,1120405.0,21099905.0
2010-11-09,53700,54500,51800,53100,292069,1120405.0,21099905.0
2010-11-10,52400,53000,51900,52100,189285,1099305.0,21099905.0
2010-11-11,51500,52600,51000,52000,283623,1097195.0,21099905.0
2010-11-12,52300,52400,47100,49800,520366,1050775.0,21099905.0
2010-11-15,49500,50400,48450,50000,151765,1054995.0,21099905.0
2010-11-16,50400,51100,49350,50400,157128,1063435.0,21099905.0
2010-11-17,49500,51600,49350,51400,199756,1084535.0,21099905.0
2010-11-18,51700,53700,51500,52500,221521,1107745.0,21099905.0
2010-11-19,53400,53400,51500,52400,122246,1105635.0,21099905.0
2010-11-22,52300,52700,49000,49900,345787,1052885.0,21099905.0
2010-11-23,49300,49850,47150,48450,405630,1022290.0,21099905.0
2010-11-24,46500,48500,46100,48450,212433,1022290.0,21099905.0
2010-11-25,48800,49100,48400,48900,126895,1031785.0,21099905.0
2010-11-26,49400,50000,47600,47700,154568,1006465.0,21099905.0
2010-11-29,47900,48800,47250,48800,91480,1029675.0,21099905.0
2010-11-30,49100,49100,47550,48250,154660,1018070.0,21099905.0
2010-12-01,47800,48200,47200,47600,181028,1004355.0,21099905.0
2010-12-02,48200,48650,47500,47500,170966,1002245.0,21099905.0
2010-12-03,48050,49650,47050,47050,475417,992751.0,21099905.0
2010-12-06,47600,48450,47000,48100,196004,1014905.0,21099905.0
2010-12-07,48100,49200,48100,48900,224081,1031785.0,21099905.0
2010-12-08,49500,50700,49200,50700,317869,1069765.0,21099905.0
2010-12-09,50800,51100,49800,50800,169946,1071875.0,21099905.0
2010-12-10,50800,50800,49850,50300,120231,1061325.0,21099905.0
2010-12-13,50300,50400,48750,49700,151290,1048665.0,21099905.0
2010-12-14,49700,50000,48450,48800,187236,1029675.0,21099905.0
2010-12-15,48500,49200,47250,47300,346253,998026.0,21099905.0
2010-12-16,46850,48000,46500,47650,270489,1005410.0,21099905.0
2010-12-17,47650,48050,46800,47500,217597,1002245.0,21099905.0
2010-12-20,46800,46800,44800,46050,289646,971651.0,21099905.0
2010-12-21,46500,46800,45200,45500,192020,960046.0,21099905.0
2010-12-22,45600,46950,45350,46450,254539,980091.0,21099905.0
2010-12-23,46450,46750,45050,45100,237610,951606.0,21099905.0
2010-12-24,45100,45650,43800,45400,316925,957936.0,21099905.0
2010-12-27,45100,45900,44300,44900,125795,947386.0,21099905.0
2010-12-28,44600,45850,44600,45600,106997,962156.0,21099905.0
2010-12-29,45950,46400,45650,45950,75837,969541.0,21099905.0
2010-12-30,46000,46350,45350,45950,115009,969541.0,21099905.0
2011-01-03,46300,46350,45300,45400,196070,957936.0,21099905.0
2011-01-04,45550,45700,44300,44550,330517,940001.0,21099905.0
2011-01-05,44400,45150,44400,44800,140728,945276.0,21099905.0
2011-01-06,44800,45100,43300,43600,309672,919956.0,21099905.0
2011-01-07,43900,45500,43700,45500,452427,960046.0,21099905.0
2011-01-10,45700,45700,44500,44600,201711,941056.0,21099905.0
2011-01-11,45000,47450,44550,47450,603702,1001190.0,21099905.0
2011-01-12,48200,48300,47400,47750,298192,1007520.0,21099905.0
2011-01-13,47500,47700,46650,47600,248332,1004355.0,21099905.0
2011-01-14,47700,47950,46500,47400,193733,1000135.0,21099905.0
2011-01-17,47200,47200,44100,44200,449318,932616.0,21099905.0
2011-01-18,44650,45100,43150,43450,496933,916791.0,21099905.0
2011-01-19,44000,44000,42300,43550,183178,918901.0,21099905.0
2011-01-20,43050,45200,43050,44650,153429,942111.0,21099905.0
2011-01-21,44300,45550,43900,44550,184390,940001.0,21099905.0
2011-01-24,45100,47950,45100,47900,397688,1010685.0,21099905.0
2011-01-25,48100,48400,46200,47350,253410,999081.0,21099905.0
2011-01-26,47800,48950,47350,47600,252734,1004355.0,21099905.0
2011-01-27,47600,48000,46650,47950,133561,1011740.0,21099905.0
2011-01-28,48400,48400,46800,48400,147771,1021235.0,21099905.0
2011-01-31,47850,48200,46500,48200,110597,1017015.0,21099905.0
2011-02-01,48200,48200,46900,47150,71580,994861.0,21099905.0
2011-02-07,47400,47650,45400,46100,198276,972706.0,21099905.0
2011-02-08,46000,46650,44900,45950,147434,969541.0,21099905.0
2011-02-09,46000,46000,44700,45250,109807,954771.0,21099905.0
2011-02-10,44550,45000,44300,44350,72451,935781.0,21099905.0
2011-02-11,44050,46250,44050,45550,198605,961101.0,21099905.0
2011-02-14,46800,46850,45550,46200,168749,974816.0,21099905.0
2011-02-15,46200,46500,45350,45900,72488,968486.0,21099905.0
2011-02-16,45900,46350,45200,46100,115012,972706.0,21099905.0
2011-02-17,46100,46100,44200,45150,104116,952661.0,21099905.0
2011-02-18,44500,46400,44500,46200,98636,974816.0,21099905.0
2011-02-21,46300,47550,45650,47500,125261,1002245.0,21099905.0
2011-02-22,47200,48050,46600,47950,193027,1011740.0,21099905.0
2011-02-23,48000,48700,46650,46700,194982,985366.0,21099905.0
2011-02-24,46250,47050,45600,45950,103299,969541.0,21099905.0
2011-02-25,46800,47350,46600,47000,93036,991696.0,21099905.0
2011-02-28,47400,48050,46300,46300,125598,1014665.0,21915008.0
2011-03-02,45800,46000,44700,46000,178586,1008090.0,21915008.0
2011-03-03,46400,46600,45000,45800,124122,1003707.0,21915008.0
2011-03-04,45800,46200,45050,45900,133147,1005899.0,21915008.0
2011-03-07,45150,45800,44850,45450,200737,996037.0,21915008.0
2011-03-08,45100,47700,45000,47700,198386,1045346.0,21915008.0
2011-03-09,47800,47800,46250,46850,226418,1026718.0,21915008.0
2011-03-10,47300,48400,46850,48400,291517,1060686.0,21915008.0
2011-03-11,48100,49150,47550,48800,248836,1069452.0,21915008.0
2011-03-14,48000,48000,46200,47300,181618,1036580.0,21915008.0
2011-03-15,46300,47250,42450,46700,298045,1023431.0,21915008.0
2011-03-16,46500,46700,44800,45100,239768,988367.0,21915008.0
2011-03-17,43300,44850,43300,44500,112422,975218.0,21915008.0
2011-03-18,44600,45950,43800,45750,245131,1002612.0,21915008.0
2011-03-21,45650,46800,45050,46200,174509,1012473.0,21915008.0
2011-03-22,46200,46850,46000,46300,141373,1014665.0,21915008.0
2011-03-23,46800,47900,46400,46900,162333,1027814.0,21915008.0
2011-03-24,47200,47950,46000,47450,159454,1039867.0,21915008.0
2011-03-25,47550,47900,46150,46200,162100,1012473.0,21915008.0
2011-03-28,46300,46900,46150,46200,72123,1012473.0,21915008.0
2011-03-29,46650,47800,46550,47250,208218,1035484.0,21915008.0
2011-03-30,47600,49650,47400,49000,490843,1073835.0,21915008.0
2011-03-31,49400,50700,48700,50300,292469,1102325.0,21915008.0
2011-04-01,50600,50700,49550,50300,188614,1102325.0,21915008.0
2011-04-04,49800,51500,49500,50600,247383,1108899.0,21915008.0
2011-04-05,50900,51200,49600,49600,182897,1086984.0,21915008.0
2011-04-06,49800,50500,49200,49500,236358,1084793.0,21915008.0
2011-04-07,49550,49950,48300,49800,163116,1091367.0,21915008.0
2011-04-08,50000,52900,49500,52600,437072,1152729.0,21915008.0
2011-04-11,52600,53100,51300,52200,207088,1143963.0,21915008.0
2011-04-12,52200,52900,50000,50500,196059,1106708.0,21915008.0
2011-04-13,50900,51900,50400,51600,152355,1130814.0,21915008.0
2011-04-14,51500,52300,50500,51700,136321,1133006.0,21915008.0
2011-04-15,51800,53700,51500,52300,244150,1146155.0,21915008.0
2011-04-18,52300,53200,49400,50000,543535,1095750.0,21915008.0
2011-04-19,49400,49900,48400,49200,155691,1078218.0,21915008.0
2011-04-20,50100,52100,49900,51600,264827,1130814.0,21915008.0
2011-04-21,52200,52300,50600,52100,220672,1141772.0,21915008.0
2011-04-22,52000,52000,50400,50600,108883,1108899.0,21915008.0
2011-04-25,50400,52700,50400,52300,241916,1146155.0,21915008.0
2011-04-26,52800,52900,51100,52600,222451,1152729.0,21915008.0
2011-04-27,52400,52500,49450,49550,445478,1085889.0,21915008.0
2011-04-28,49750,50500,48600,49900,97169,1093559.0,21915008.0
2011-04-29,49350,50100,48500,49950,99101,1094655.0,21915008.0
2011-05-02,49300,49950,48950,49400,98482,1082601.0,21915008.0
2011-05-03,49000,49750,46750,48000,248173,1051920.0,21915008.0
2011-05-04,47650,47750,46600,46850,153853,1026718.0,21915008.0
2011-05-06,47150,47250,45300,45600,109534,999324.0,21915008.0
2011-05-09,46200,47200,46200,47000,75315,1030005.0,21915008.0
2011-05-11,47100,47750,46600,47500,79912,1040963.0,21915008.0
2011-05-12,47500,48750,47000,48650,148888,1066165.0,21915008.0
2011-05-13,49400,50500,48650,50500,205113,1106708.0,21915008.0
2011-05-16,50300,50500,48450,48500,138066,1062878.0,21915008.0
2011-05-17,48000,49200,48000,49200,49651,1078218.0,21915008.0
2011-05-18,50000,50700,47500,48000,289825,1051920.0,21915008.0
2011-05-19,47500,47550,46100,46100,167987,1010282.0,21915008.0
2011-05-20,46100,46700,44150,44850,295085,982888.0,21915008.0
2011-05-23,44500,45500,44500,44550,84630,976314.0,21915008.0
2011-05-24,43500,45150,43500,44950,72401,985080.0,21915008.0
2011-05-25,44600,46200,44600,45400,82709,994941.0,21915008.0
2011-05-26,45500,45950,44150,45800,187625,1003707.0,21915008.0
2011-05-27,45800,46200,45250,45900,101546,1005899.0,21915008.0
2011-05-30,45700,46100,44250,44600,91277,977409.0,21915008.0
2011-05-31,45300,46400,44650,46350,104518,1015761.0,21915008.0
2011-06-01,46500,46550,45500,45500,132640,997133.0,21915008.0
2011-06-02,44900,46100,44250,46000,88089,1008090.0,21915008.0
2011-06-03,46200,47800,45600,47250,179198,1035484.0,21915008.0
2011-06-07,47300,49300,47250,48950,163441,1072740.0,21915008.0
2011-06-08,49250,49500,47650,48200,110219,1056303.0,21915008.0
2011-06-09,48050,48300,47100,47200,166901,1034388.0,21915008.0
2011-06-10,48050,48050,46300,47450,144345,1039867.0,21915008.0
2011-06-13,47300,47900,46600,47150,108651,1033293.0,21915008.0
2011-06-14,47550,49200,47250,49200,154518,1078218.0,21915008.0
2011-06-15,49200,49500,48800,48900,64583,1071644.0,21915008.0
2011-06-16,48700,49750,48100,48850,104098,1070548.0,21915008.0
2011-06-17,49350,50500,48900,50100,185398,1097942.0,21915008.0
2011-06-20,50500,51600,50500,50500,206627,1106708.0,21915008.0
2011-06-21,50500,50900,49500,50100,127292,1097942.0,21915008.0
2011-06-22,50800,51200,50000,50400,77851,1104516.0,21915008.0
2011-06-23,50100,51000,49700,50000,63581,1095750.0,21915008.0
2011-06-24,50500,50700,49800,50500,53845,1106708.0,21915008.0
2011-06-27,49550,50700,49550,50000,72730,1095750.0,21915008.0
2011-06-28,50100,52000,50100,52000,199915,1139580.0,21915008.0
2011-06-29,52000,53500,50800,53200,185755,1165878.0,21915008.0
2011-06-30,52600,53100,51800,52800,111240,1157112.0,21915008.0
2011-07-01,52500,52800,51600,51900,129412,1137389.0,21915008.0
2011-07-04,51900,52400,51400,51800,77231,1135197.0,21915008.0
2011-07-05,51900,53500,51600,52700,147204,1154921.0,21915008.0
2011-07-06,52700,54800,52200,54000,106779,1183410.0,21915008.0
2011-07-07,53700,55000,53600,54600,154255,1196559.0,21915008.0
2011-07-08,54900,54900,52600,53300,125350,1168070.0,21915008.0
2011-07-11,53300,54800,52300,52700,153722,1154921.0,21915008.0
2011-07-12,52000,52800,50800,52800,123922,1157112.0,21915008.0
2011-07-13,52900,55800,51800,55800,293208,1222857.0,21915008.0
2011-07-14,55800,56000,54900,55100,94491,1207517.0,21915008.0
2011-07-15,55200,56400,54600,55900,75161,1225049.0,21915008.0
2011-07-18,56400,60200,55300,59900,291242,1312709.0,21915008.0
2011-07-19,59000,60700,58300,60000,1018634,1314900.0,21915008.0
2011-07-20,57700,58500,54000,55000,852330,1205325.0,21915008.0
2011-07-21,56000,59400,56000,59100,456176,1295177.0,21915008.0
2011-07-22,58600,64000,58000,61600,283189,1349964.0,21915008.0
2011-07-25,61200,62400,59400,61700,160088,1352156.0,21915008.0
2011-07-26,61700,62000,59800,60900,148458,1334624.0,21915008.0
2011-07-27,61200,61500,60000,60900,132929,1334624.0,21915008.0
2011-07-28,60500,62000,59700,60100,149978,1317092.0,21915008.0
2011-07-29,60500,67900,60500,62300,534687,1365305.0,21915008.0
2011-08-01,61900,68700,61100,65800,666249,1442008.0,21915008.0
2011-08-02,66100,67400,60100,61100,552621,1339007.0,21915008.0
2011-08-03,59500,63400,58900,62100,442741,1360922.0,21915008.0
2011-08-04,63000,70800,62400,67000,821558,1468306.0,21915008.0
2011-08-05,63200,70600,60400,65400,955369,1433242.0,21915008.0
2011-08-08,66400,68400,55600,63000,884255,1380646.0,21915008.0
2011-08-09,61000,61400,54000,58000,528891,1271070.0,21915008.0
2011-08-10,62000,64900,58500,62600,930311,1371880.0,21915008.0
2011-08-11,59300,66600,58600,65300,614855,1431050.0,21915008.0
2011-08-12,67700,69300,62200,62200,710683,1363113.0,21915008.0
2011-08-16,64800,68700,63900,67300,575130,1474880.0,21915008.0
2011-08-17,67400,69000,65400,67200,624772,1472689.0,21915008.0
2011-08-18,68500,73200,67300,72400,824816,1586647.0,21915008.0
2011-08-19,72400,75400,70000,70000,705431,1534051.0,21915008.0
2011-08-22,71600,71600,63100,64000,516707,1402561.0,21915008.0
2011-08-23,64900,66000,60700,63800,568522,1398178.0,21915008.0
2011-08-24,64500,66000,61800,65000,660544,1424476.0,21915008.0
2011-08-25,65900,67500,63200,64600,446311,1415710.0,21915008.0
2011-08-26,64500,64900,62200,62200,195395,1363113.0,21915008.0
2011-08-29,62900,63700,62200,63600,128312,1393795.0,21915008.0
2011-08-30,64200,65500,61200,61500,510338,1347773.0,21915008.0
2011-08-31,62000,62600,59800,61200,469512,1341198.0,21915008.0
2011-09-01,61700,62500,59500,59600,332064,1306134.0,21915008.0
2011-09-02,59600,61000,59600,60500,268505,1325858.0,21915008.0
2011-09-05,60900,64700,60100,62200,525873,1363113.0,21915008.0
2011-09-06,62800,62900,55500,60500,549212,1325858.0,21915008.0
2011-09-07,60800,61800,57500,58800,699505,1288602.0,21915008.0
2011-09-08,59400,60400,55800,57000,604408,1249155.0,21915008.0
2011-09-09,56900,57700,52900,54300,567435,1189985.0,21915008.0
2011-09-14,54300,56100,52100,53600,318022,1174644.0,21915008.0
2011-09-15,55200,57200,53800,57200,371786,1253538.0,21915008.0
2011-09-16,58500,59900,57100,59900,489066,1312709.0,21915008.0
2011-09-19,59400,60600,58300,58900,202491,1290794.0,21915008.0
2011-09-20,59500,64200,58200,63200,399048,1385029.0,21915008.0
2011-09-21,63200,66200,62400,63300,467841,1387220.0,21915008.0
2011-09-22,62600,65400,61500,64000,207830,1402561.0,21915008.0
2011-09-23,62800,65100,62700,62800,248520,1376263.0,21915008.0
2011-09-26,64400,64600,57000,59300,235717,1299560.0,21915008.0
2011-09-27,61000,62800,59500,61500,112431,1347773.0,21915008.0
2011-09-28,61500,65000,60000,64600,234794,1415710.0,21915008.0
2011-09-29,65000,65700,63100,64200,192782,1406944.0,21915008.0
2011-09-30,64900,66800,64300,66000,245908,1446391.0,21915008.0
2011-10-04,63900,65300,62600,65300,109129,1431050.0,21915008.0
2011-10-05,66200,69300,65100,65100,283988,1426667.0,21915008.0
2011-10-06,67000,67500,64500,66900,143187,1466114.0,21915008.0
2011-10-07,67000,67700,63500,63500,288910,1391603.0,21915008.0
2011-10-10,64200,67500,63400,66700,202486,1461731.0,21915008.0
2011-10-11,67500,68200,65500,66900,193873,1466114.0,21915008.0
2011-10-12,67100,69600,66400,66900,209478,1466114.0,21915008.0
2011-10-13,67500,67500,65100,65900,236903,1444199.0,21915008.0
2011-10-14,65900,66800,64000,66800,183755,1463923.0,21915008.0
2011-10-17,67800,71200,67700,70000,316960,1534051.0,21915008.0
2011-10-18,69500,74700,68800,71000,494516,1555966.0,21915008.0
2011-10-19,72700,74000,71000,71400,347615,1564732.0,21915008.0
2011-10-20,71900,72700,67300,68500,321163,1501178.0,21915008.0
2011-10-21,69200,69500,67600,69200,143583,1516519.0,21915008.0
2011-10-24,70000,70000,68300,69500,182916,1523093.0,21915008.0
2011-10-25,70200,71900,68800,69200,161984,1516519.0,21915008.0
2011-10-26,69000,69800,68100,69300,149694,1518710.0,21915008.0
2011-10-27,68900,69700,66600,67100,189477,1470497.0,21915008.0
2011-10-28,67800,68000,64000,65500,260164,1435433.0,21915008.0
2011-10-31,65000,66600,64300,66600,99024,1459540.0,21915008.0
2011-11-01,66700,68200,65900,66000,103136,1446391.0,21915008.0
2011-11-02,64700,66700,64700,66000,110615,1446391.0,21915008.0
2011-11-03,66400,67400,65400,66400,92729,1455157.0,21915008.0
2011-11-04,67800,69400,67300,69400,167222,1520902.0,21915008.0
2011-11-07,68700,69700,67800,68600,84775,1503370.0,21915008.0
2011-11-08,69200,71400,69000,70200,203594,1538434.0,21915008.0
2011-11-09,70900,71600,69800,70600,120500,1547200.0,21915008.0
2011-11-10,69900,69900,66000,69000,175447,1512136.0,21915008.0
2011-11-11,69100,69500,66800,68100,74255,1492412.0,21915008.0
2011-11-14,68500,69200,67100,67500,120229,1479263.0,21915008.0
2011-11-15,67100,68400,67000,67200,37050,1472689.0,21915008.0
2011-11-16,67400,68600,65500,67000,60190,1468306.0,21915008.0
2011-11-17,66600,66700,60300,60600,711866,1328049.0,21915008.0
2011-11-18,58700,59500,54000,55900,1036704,1225049.0,21915008.0
2011-11-21,55300,57200,54300,54600,437652,1196559.0,21915008.0
2011-11-22,54500,56700,54400,56400,351259,1236006.0,21915008.0
2011-11-23,56100,56500,52200,53000,336614,1161495.0,21915008.0
2011-11-24,52500,53700,52300,52800,191260,1157112.0,21915008.0
2011-11-25,53000,53600,50800,51400,227052,1126431.0,21915008.0
2011-11-28,52000,52700,50200,52700,241287,1154921.0,21915008.0
2011-11-29,53100,53700,52100,53400,256668,1170261.0,21915008.0
2011-11-30,53400,54100,51500,53300,200549,1168070.0,21915008.0
2011-12-01,54000,54500,52500,53100,362765,1163687.0,21915008.0
2011-12-02,53300,55000,53200,54000,312574,1183410.0,21915008.0
2011-12-05,54600,54600,52700,53200,152897,1165878.0,21915008.0
2011-12-06,53300,53500,49500,50700,390434,1111091.0,21915008.0
2011-12-07,50800,51200,48550,49200,379149,1078218.0,21915008.0
2011-12-08,49200,50000,48000,49500,320401,1084793.0,21915008.0
2011-12-09,48400,49700,48150,48200,202498,1056303.0,21915008.0
2011-12-12,48300,48800,47350,47750,253296,1046442.0,21915008.0
2011-12-13,47000,48150,45650,46100,317324,1010282.0,21915008.0
2011-12-14,46000,48500,46000,46550,429304,1020144.0,21915008.0
2011-12-15,46200,47900,45750,46500,426283,1019048.0,21915008.0
2011-12-16,47100,47550,46500,47350,196607,1037676.0,21915008.0
2011-12-19,47700,47950,43000,45200,338826,990558.0,21915008.0
2011-12-20,45600,46100,44650,45050,128303,987271.0,21915008.0
2011-12-21,46100,47150,45800,46350,185618,1015761.0,21915008.0
2011-12-22,46450,48300,46450,47750,222624,1046442.0,21915008.0
2011-12-23,48000,49550,46700,49550,372013,1085889.0,21915008.0
2011-12-26,49550,49700,47350,48000,306779,1051920.0,21915008.0
2011-12-27,47600,47600,44050,44950,459254,985080.0,21915008.0
2011-12-28,44950,45500,43400,43850,217412,960973.0,21915008.0
2011-12-29,43500,43700,41700,43200,524027,946728.0,21915008.0
2012-01-02,43150,43550,41900,41900,287411,918239.0,21915008.0
2012-01-03,41800,42900,41750,42600,335930,933579.0,21915008.0
2012-01-04,42800,43600,42400,42500,342902,931388.0,21915008.0
2012-01-05,42900,45300,42650,44200,699146,968643.0,21915008.0
2012-01-06,44250,44550,42300,42500,239935,931388.0,21915008.0
2012-01-09,42650,43250,41800,43050,138854,943441.0,21915008.0
2012-01-10,43100,43700,42300,42300,192179,927005.0,21915008.0
2012-01-11,42450,42600,40850,41000,248989,898515.0,21915008.0
2012-01-12,41000,41850,40350,40750,244685,893037.0,21915008.0
2012-01-13,40900,42100,40900,41750,161842,914952.0,21915008.0
2012-01-16,41550,42400,41200,41800,154887,916047.0,21915008.0
2012-01-17,42150,42200,41100,41100,194192,900707.0,21915008.0
2012-01-18,41300,41700,40800,40800,164402,894132.0,21915008.0
2012-01-19,41100,41450,40800,41350,145811,906186.0,21915008.0
2012-01-20,41150,42700,41150,42350,456038,928101.0,21915008.0
2012-01-25,42750,44850,42550,44500,694400,975218.0,21915008.0
2012-01-26,44650,44650,42550,42550,573961,932484.0,21915008.0
2012-01-27,41950,42200,41000,41000,476730,898515.0,21915008.0
2012-01-30,41000,41700,40750,40900,225980,896324.0,21915008.0
2012-01-31,40700,41650,40600,41500,213115,909473.0,21915008.0
2012-02-01,41300,41700,41000,41050,206254,899611.0,21915008.0
2012-02-02,41050,41150,38600,38700,1072510,848111.0,21915008.0
2012-02-03,38800,39350,37600,37950,525262,831675.0,21915008.0
2012-02-06,38300,38550,35950,36100,731661,791132.0,21915008.0
2012-02-07,36100,37350,36000,37350,529833,818526.0,21915008.0
2012-02-08,37900,40500,37850,40150,1234073,879888.0,21915008.0
2012-02-09,39550,41150,38400,41150,849606,901803.0,21915008.0
2012-02-10,41300,41550,39300,39400,742148,863451.0,21915008.0
2012-02-13,39250,41100,38350,41000,460658,898515.0,21915008.0
2012-02-14,41300,42200,40700,41200,400069,902898.0,21915008.0
2012-02-15,41600,41700,40500,40600,394214,889749.0,21915008.0
2012-02-16,41300,44000,41050,43300,1226031,948920.0,21915008.0
2012-02-17,44100,44200,42550,42550,506430,932484.0,21915008.0
2012-02-20,42200,42750,41150,41550,362882,910569.0,21915008.0
2012-02-21,41350,42200,41250,41400,242617,907281.0,21915008.0
2012-02-22,41850,42300,41350,42300,194747,927005.0,21915008.0
2012-02-23,42050,42300,41350,41350,167241,906186.0,21915008.0
2012-02-24,41300,41700,40750,41100,181995,900707.0,21915008.0
2012-02-27,41350,41350,39700,40100,217226,878792.0,21915008.0
2012-02-28,40150,40950,38500,39400,336401,863451.0,21915008.0
