에프엔씨엔터(173940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-19,10700,10750,10550,10650,26106,152986.0,14364880.0
2016-08-22,10550,10750,10550,10600,25058,152268.0,14364880.0
2016-08-23,10750,10900,10650,10700,40913,153704.0,14364880.0
2016-08-24,10850,10850,10300,10400,80567,149395.0,14364880.0
2016-08-25,10350,10500,10350,10400,26810,149395.0,14364880.0
2016-08-26,10300,10550,10300,10450,24025,150113.0,14364880.0
2016-08-29,10500,10550,9990,10050,81824,144367.0,14364880.0
2016-08-30,10000,10200,9950,10000,82689,143649.0,14364880.0
2016-08-31,9950,10150,9950,9990,52248,143505.0,14364880.0
2016-09-01,9960,10100,9960,10000,36667,143649.0,14364880.0
2016-09-02,10100,10700,10000,10350,106783,148677.0,14364880.0
2016-09-05,10350,10550,10250,10350,40938,148677.0,14364880.0
2016-09-06,10350,10400,10100,10350,23081,148677.0,14364880.0
2016-09-07,10400,10400,10050,10050,57821,144367.0,14364880.0
2016-09-08,10050,10200,9980,10000,37654,143649.0,14364880.0
2016-09-09,10000,10000,9950,10000,20990,143649.0,14364880.0
2016-09-12,9950,10000,9720,9770,33644,140345.0,14364880.0
2016-09-13,9750,9950,9740,9910,32175,142356.0,14364880.0
2016-09-19,10000,10000,9830,9900,17011,142212.0,14364880.0
2016-09-20,9970,10750,9900,10400,172293,149395.0,14364880.0
2016-09-21,10600,11600,10550,10800,503303,155141.0,14364880.0
2016-09-22,10900,11100,10500,10700,94474,153704.0,14364880.0
2016-09-23,10750,10750,10550,10550,69392,151549.0,14364880.0
2016-09-26,10600,10950,10500,10800,64720,155141.0,14364880.0
2016-09-27,10800,11100,10700,10900,90499,156577.0,14364880.0
2016-09-28,10900,11150,10800,10900,60413,156577.0,14364880.0
2016-09-29,10800,10850,10600,10700,46405,153704.0,14364880.0
2016-09-30,10650,10700,10200,10350,49369,148677.0,14364880.0
2016-10-04,10400,10800,10200,10700,59989,153704.0,14364880.0
2016-10-05,10550,10900,10500,10750,47516,154422.0,14364880.0
2016-10-06,10750,10800,10600,10700,25302,153704.0,14364880.0
2016-10-07,10650,10700,10300,10350,60896,148677.0,14364880.0
2016-10-10,10350,10400,10200,10250,35987,147240.0,14364880.0
2016-10-11,10250,10500,10200,10250,46273,147240.0,14364880.0
2016-10-12,10250,10350,10050,10350,26615,148677.0,14364880.0
2016-10-13,10300,10350,10100,10300,33922,147958.0,14364880.0
2016-10-14,10250,10400,10200,10400,57620,149395.0,14364880.0
2016-10-17,10700,11050,10300,10500,120637,150831.0,14364880.0
2016-10-18,10450,10450,10250,10350,46188,148677.0,14364880.0
2016-10-19,10300,10400,10100,10150,41339,145804.0,14364880.0
2016-10-20,10150,10300,10150,10150,22414,145804.0,14364880.0
2016-10-21,10150,10250,10050,10050,22184,144367.0,14364880.0
2016-10-24,10100,10150,9980,10000,26861,143649.0,14364880.0
2016-10-25,10000,10050,9750,9980,53468,143362.0,14364880.0
2016-10-26,9780,9980,9610,9720,46069,139627.0,14364880.0
2016-10-27,9620,9900,9620,9840,29838,141350.0,14364880.0
2016-10-28,9810,9850,9700,9780,22429,140489.0,14364880.0
2016-10-31,9780,9780,9300,9300,62986,133593.0,14364880.0
2016-11-01,8910,9370,8910,9120,41446,131008.0,14364880.0
2016-11-02,8960,9070,8380,8430,116585,121096.0,14364880.0
2016-11-03,8350,8440,8220,8260,52282,118654.0,14364880.0
2016-11-04,8190,8270,7900,8120,43239,116643.0,14364880.0
2016-11-07,8120,8430,8120,8380,25893,120378.0,14364880.0
2016-11-08,8380,8560,8200,8390,20819,120521.0,14364880.0
2016-11-09,8380,8450,7790,8210,82718,117936.0,14364880.0
2016-11-10,8190,8590,8190,8590,47188,123394.0,14364880.0
2016-11-11,8360,8620,8360,8620,25498,123825.0,14364880.0
2016-11-14,8590,8660,8540,8610,16461,123682.0,14364880.0
2016-11-15,8560,8620,8390,8480,21768,121814.0,14364880.0
2016-11-16,8550,8760,8450,8700,31561,124974.0,14364880.0
2016-11-17,8710,8720,8450,8580,39535,123251.0,14364880.0
2016-11-18,8590,8650,8360,8400,23425,120665.0,14364880.0
2016-11-21,8320,8320,7650,7750,130934,111328.0,14364880.0
2016-11-22,7700,7820,7550,7650,29503,109891.0,14364880.0
2016-11-23,7590,7710,7370,7460,59466,107162.0,14364880.0
2016-11-24,7380,7500,7090,7200,69799,103427.0,14364880.0
2016-11-25,7200,7290,7100,7150,31973,102709.0,14364880.0
2016-11-28,7120,7270,7090,7270,25091,104433.0,14364880.0
2016-11-29,7270,7500,7200,7500,46792,107737.0,14364880.0
2016-11-30,7360,7480,7340,7440,25083,106875.0,14364880.0
2016-12-01,7380,7540,7300,7510,16594,107880.0,14364880.0
2016-12-02,7440,7500,7380,7480,18981,107449.0,14364880.0
2016-12-05,7360,7490,7160,7260,34263,104289.0,14364880.0
2016-12-06,7170,7300,7170,7250,16051,104145.0,14364880.0
2016-12-07,7250,7470,7200,7390,37149,106156.0,14364880.0
2016-12-08,7390,7650,7390,7630,36767,109604.0,14364880.0
2016-12-09,7690,7900,7560,7890,60363,113339.0,14364880.0
2016-12-12,7960,7970,7720,7830,74028,112477.0,14364880.0
2016-12-13,7850,7980,7830,7950,23444,114201.0,14364880.0
2016-12-14,7950,7980,7890,7890,21912,113339.0,14364880.0
2016-12-15,7850,8200,7850,8200,53314,117792.0,14364880.0
2016-12-16,8240,8250,8120,8200,28905,117792.0,14364880.0
2016-12-19,8200,8200,8050,8160,21617,117217.0,14364880.0
2016-12-20,8100,8170,8030,8040,26498,115494.0,14364880.0
2016-12-21,8030,8210,8010,8050,33324,115637.0,14364880.0
2016-12-22,8150,8150,7890,7990,40250,114775.0,14364880.0
2016-12-23,7930,8050,7930,8050,19650,115637.0,14364880.0
2016-12-26,8000,8100,8000,8050,14180,115637.0,14364880.0
2016-12-27,8000,8070,8000,8060,13462,115781.0,14364880.0
2016-12-28,8080,8120,8010,8120,25235,116643.0,14364880.0
2016-12-29,8120,8450,8080,8450,78197,121383.0,14364880.0
2017-01-02,8280,8290,8100,8180,74177,117505.0,14364880.0
2017-01-03,8120,8160,8040,8100,42274,116356.0,14364880.0
2017-01-04,8090,8170,8030,8110,34434,116499.0,14364880.0
2017-01-05,8020,8430,8020,8420,105673,120952.0,14364880.0
2017-01-06,8460,8480,8260,8430,46763,121096.0,14364880.0
2017-01-09,8440,8450,8280,8300,28401,119229.0,14364880.0
2017-01-10,8260,8300,8050,8170,55617,117361.0,14364880.0
2017-01-11,8170,8170,8060,8130,23984,116786.0,14364880.0
2017-01-12,8130,8150,8010,8090,27473,116212.0,14364880.0
2017-01-13,8030,8160,8020,8030,35803,115350.0,14364880.0
2017-01-16,8010,8100,7950,8050,30299,115637.0,14364880.0
2017-01-17,8000,8090,7940,8000,21712,114919.0,14364880.0
2017-01-18,7970,8030,7930,8030,22429,115350.0,14364880.0
2017-01-19,8020,8050,7910,8000,14024,114919.0,14364880.0
2017-01-20,8000,8000,7930,7970,19466,114488.0,14364880.0
2017-01-23,8010,8010,7750,7870,22332,113052.0,14364880.0
2017-01-24,7810,7860,7650,7770,31188,111615.0,14364880.0
2017-01-25,7780,7800,7470,7590,43172,109029.0,14364880.0
2017-01-26,7590,7640,7530,7570,14024,108742.0,14364880.0
2017-01-31,7520,7580,7400,7540,44616,108311.0,14364880.0
2017-02-01,7410,7600,7410,7490,36223,107593.0,14364880.0
2017-02-02,7500,7530,7430,7530,31347,108168.0,14364880.0
2017-02-03,7480,7600,7460,7540,19668,108311.0,14364880.0
2017-02-06,7540,7540,7390,7450,22574,107018.0,14364880.0
2017-02-07,7450,7530,7390,7460,17748,107162.0,14364880.0
2017-02-08,7180,7330,7120,7190,91397,103283.0,14364880.0
2017-02-09,7190,7200,7120,7190,23164,103283.0,14364880.0
2017-02-10,7170,7240,7160,7210,23527,103571.0,14364880.0
2017-02-13,7250,7480,7190,7450,41470,107018.0,14364880.0
2017-02-14,7480,7480,7380,7420,12428,106587.0,14364880.0
2017-02-15,7400,7630,7400,7630,27639,109604.0,14364880.0
2017-02-16,7630,7670,7040,7620,64199,109460.0,14364880.0
2017-02-17,7620,7750,7530,7720,31789,110897.0,14364880.0
2017-02-20,7770,7770,7620,7700,13709,110610.0,14364880.0
2017-02-21,7660,7750,7640,7650,12804,109891.0,14364880.0
2017-02-22,7670,7670,7600,7600,9574,109173.0,14364880.0
2017-02-23,7510,7630,7440,7550,33821,108455.0,14364880.0
2017-02-24,7440,7650,7440,7600,27470,109173.0,14364880.0
2017-02-27,7550,7620,7410,7490,29494,107593.0,14364880.0
2017-02-28,7450,7490,7350,7470,12169,107306.0,14364880.0
2017-03-02,7400,7420,7170,7270,48381,104433.0,14364880.0
2017-03-03,7120,7190,6840,6910,85949,99261.0,14364880.0
2017-03-06,6910,6920,6660,6800,41239,97681.0,14364880.0
2017-03-07,6730,6820,6560,6780,84978,97394.0,14364880.0
2017-03-08,6530,6730,6530,6720,31885,96532.0,14364880.0
2017-03-09,6760,7010,6750,6960,47286,99980.0,14364880.0
2017-03-10,7030,7050,6890,7040,23742,101129.0,14364880.0
2017-03-13,7050,7130,6960,7060,24100,101416.0,14364880.0
2017-03-14,7060,7070,6940,7040,15876,101129.0,14364880.0
2017-03-15,6950,7060,6920,7010,14128,100698.0,14364880.0
2017-03-16,6940,7050,6840,7050,27651,101272.0,14364880.0
2017-03-17,7050,7060,6680,6990,28331,100411.0,14364880.0
2017-03-20,6970,6980,6490,6590,139504,94665.0,14364880.0
2017-03-21,6590,6680,6490,6590,30703,94665.0,14364880.0
2017-03-22,6580,7150,6580,7030,154433,100985.0,14364880.0
2017-03-23,7050,7050,6840,6880,38838,98830.0,14364880.0
2017-03-24,6910,7030,6900,6980,36955,100267.0,14364880.0
2017-03-27,7040,7060,6930,7000,18050,100554.0,14364880.0
2017-03-28,6990,7120,6890,7120,23209,102278.0,14364880.0
2017-03-29,7070,7140,6980,7070,15784,101560.0,14364880.0
2017-03-30,7070,7130,6980,7050,18851,101272.0,14364880.0
2017-03-31,7050,7050,6820,6950,13980,99836.0,14364880.0
2017-04-03,6960,7160,6960,7140,49840,102565.0,14364880.0
2017-04-04,7140,7350,7140,7300,49778,104864.0,14364880.0
2017-04-05,7350,7470,7320,7460,49222,107162.0,14364880.0
2017-04-06,7460,7460,7200,7450,30684,107018.0,14364880.0
2017-04-07,7450,7600,7350,7600,87881,109173.0,14364880.0
2017-04-10,7450,7480,7180,7240,69770,104002.0,14364880.0
2017-04-11,7190,7280,7080,7120,37188,102278.0,14364880.0
2017-04-12,7090,7180,7090,7100,15757,101991.0,14364880.0
2017-04-13,7040,7220,7040,7220,24249,103714.0,14364880.0
2017-04-14,7240,7240,7090,7190,28625,103283.0,14364880.0
2017-04-17,7210,7380,7200,7350,39728,105582.0,14364880.0
2017-04-18,7390,7400,7290,7310,13715,105007.0,14364880.0
2017-04-19,7310,7460,7280,7400,26906,106300.0,14364880.0
2017-04-20,7400,7590,7330,7500,73836,107737.0,14364880.0
2017-04-21,7560,7560,7410,7470,33723,107306.0,14364880.0
2017-04-24,7410,9490,7410,8600,4280903,123538.0,14364880.0
2017-04-25,8340,8500,8150,8390,929055,120521.0,14364880.0
2017-04-26,8450,8600,8300,8300,653445,119229.0,14364880.0
2017-04-27,8230,8300,7920,8000,348178,114919.0,14364880.0
2017-04-28,8000,8070,7660,7740,221059,111184.0,14364880.0
2017-05-02,7760,7790,7600,7760,127340,111471.0,14364880.0
2017-05-04,7770,7940,7740,7900,140002,113483.0,14364880.0
2017-05-08,7900,7950,7830,7900,68564,113483.0,14364880.0
2017-05-10,8000,8000,7880,7990,83532,114775.0,14364880.0
2017-05-11,8000,8130,7930,8090,123343,116212.0,14364880.0
2017-05-12,8060,8300,8000,8200,156117,117792.0,14364880.0
2017-05-15,8250,8360,8130,8260,105200,118654.0,14364880.0
2017-05-16,8300,8300,8010,8120,128939,116643.0,14364880.0
2017-05-17,8190,8570,8130,8500,225880,122101.0,14364880.0
2017-05-18,8330,8710,8320,8670,376651,124544.0,14364880.0
2017-05-19,8700,8800,8510,8770,202352,125980.0,14364880.0
2017-05-22,8790,8820,8600,8700,134162,124974.0,14364880.0
2017-05-23,8680,9100,8580,9030,222283,129715.0,14364880.0
2017-05-24,9020,9060,8880,8980,82382,128997.0,14364880.0
2017-05-25,8970,9060,8600,9010,91827,129428.0,14364880.0
2017-05-26,9120,9120,8840,8900,54834,127847.0,14364880.0
2017-05-29,8900,9100,8400,8470,182871,121671.0,14364880.0
2017-05-30,8540,8670,8420,8420,42630,120952.0,14364880.0
2017-05-31,8450,8550,8250,8310,58530,119372.0,14364880.0
2017-06-01,8310,8370,8090,8100,91024,116356.0,14364880.0
2017-06-02,8100,8300,8100,8280,32239,118941.0,14364880.0
2017-06-05,8310,8380,7700,8110,52601,116499.0,14364880.0
2017-06-07,8140,8170,7930,7940,85303,114057.0,14364880.0
2017-06-08,8000,8000,7820,7900,48804,113483.0,14364880.0
2017-06-09,7840,8080,7820,8070,59896,115925.0,14364880.0
2017-06-12,8080,8210,8020,8160,50844,117217.0,14364880.0
2017-06-13,8110,8220,8110,8210,45847,117936.0,14364880.0
2017-06-14,8180,8220,8130,8150,40142,117074.0,14364880.0
2017-06-15,8150,8180,8030,8040,34644,115494.0,14364880.0
2017-06-16,8030,8100,7960,8050,31668,115637.0,14364880.0
2017-06-19,8050,8150,8030,8060,21313,115781.0,14364880.0
2017-06-20,8070,8110,7900,7930,25814,113913.0,14364880.0
2017-06-21,7920,7960,7810,7860,31021,112908.0,14364880.0
2017-06-22,7860,7880,7750,7860,20738,112908.0,14364880.0
2017-06-23,7800,7930,7770,7900,11842,113483.0,14364880.0
2017-06-26,7900,7940,7790,7860,17073,112908.0,14364880.0
2017-06-27,7820,7870,7720,7760,31341,111471.0,14364880.0
2017-06-28,7800,8020,7780,7990,61718,114775.0,14364880.0
2017-06-29,8040,8040,7870,7880,16100,113195.0,14364880.0
2017-06-30,7840,8000,7800,7810,25941,112190.0,14364880.0
2017-07-03,7840,7860,7750,7820,14888,112333.0,14364880.0
2017-07-04,7770,7930,7750,7770,19424,111615.0,14364880.0
2017-07-05,7770,8040,7720,7830,39305,112477.0,14364880.0
2017-07-06,7910,7970,7830,7910,18768,113626.0,14364880.0
2017-07-07,7860,7960,7810,7910,16708,113626.0,14364880.0
2017-07-10,7900,7920,7750,7790,23565,111902.0,14364880.0
2017-07-11,7790,8030,7760,8030,62309,115350.0,14364880.0
2017-07-12,8020,8040,7960,7990,32457,114775.0,14364880.0
2017-07-13,8010,8080,7980,7980,29785,114632.0,14364880.0
2017-07-14,7980,8030,7910,8000,10974,114919.0,14364880.0
2017-07-17,8010,8060,7900,7950,17801,114201.0,14364880.0
2017-07-18,7910,8060,7890,7940,31934,114057.0,14364880.0
2017-07-19,7950,8020,7910,7960,32695,114344.0,14364880.0
2017-07-20,7850,8000,7850,7930,34630,113913.0,14364880.0
2017-07-21,7810,7920,7810,7840,29952,112621.0,14364880.0
2017-07-24,7840,7910,7760,7810,19007,112190.0,14364880.0
2017-07-25,7750,7820,7650,7670,39267,110179.0,14364880.0
2017-07-26,7600,7710,7510,7510,28614,107880.0,14364880.0
2017-07-27,7510,7590,7460,7520,20796,108024.0,14364880.0
2017-07-28,7470,7530,7370,7440,16048,106875.0,14364880.0
2017-07-31,7440,7450,7000,7060,69355,101416.0,14364880.0
2017-08-01,6910,7150,6910,7070,18488,101560.0,14364880.0
2017-08-02,7040,7190,6960,7100,24538,101991.0,14364880.0
2017-08-03,7040,7040,6950,6980,25161,100267.0,14364880.0
2017-08-04,6980,7140,6980,7030,11772,100985.0,14364880.0
2017-08-07,7050,7130,7020,7090,6171,101847.0,14364880.0
2017-08-08,7090,7160,7090,7150,5891,102709.0,14364880.0
2017-08-09,7080,7140,7010,7020,14033,100841.0,14364880.0
2017-08-10,7080,7080,6950,7080,13954,101703.0,14364880.0
2017-08-11,7000,7070,6950,6980,21680,100267.0,14364880.0
2017-08-14,6870,6990,6870,6890,14197,98974.0,14364880.0
2017-08-16,6900,6990,6890,6900,11468,99118.0,14364880.0
2017-08-17,6870,6970,6870,6940,5861,99692.0,14364880.0
2017-08-18,6970,6970,6900,6940,9077,99692.0,14364880.0
2017-08-21,6970,7030,6930,6980,9301,100267.0,14364880.0
2017-08-22,6980,7060,6980,7040,10944,101129.0,14364880.0
2017-08-23,7060,7090,7040,7050,6736,101272.0,14364880.0
2017-08-24,7050,7090,7000,7030,14431,100985.0,14364880.0
2017-08-25,7060,7060,6980,7040,9783,101129.0,14364880.0
2017-08-28,7040,7110,7000,7100,36728,101991.0,14364880.0
2017-08-29,7130,7380,7100,7290,51893,104720.0,14364880.0
2017-08-30,7290,7430,7230,7400,46086,106300.0,14364880.0
2017-08-31,7430,7480,7320,7390,30168,106156.0,14364880.0
2017-09-01,7430,7430,7310,7410,15398,106444.0,14364880.0
2017-09-04,7330,7400,7180,7180,19826,103140.0,14364880.0
2017-09-05,7130,7210,7130,7150,7541,102709.0,14364880.0
2017-09-06,7050,7360,7050,7120,13928,102278.0,14364880.0
2017-09-07,7100,7260,7100,7200,7694,103427.0,14364880.0
2017-09-08,7170,7240,7090,7100,6111,101991.0,14364880.0
2017-09-11,7170,7190,7100,7130,11609,102422.0,14364880.0
2017-09-12,7190,7230,7040,7120,25347,102278.0,14364880.0
2017-09-13,7080,7150,6970,7030,19344,100985.0,14364880.0
2017-09-14,6960,7040,6950,7000,22075,100554.0,14364880.0
2017-09-15,6940,7010,6930,6980,17270,100267.0,14364880.0
2017-09-18,7000,7000,6940,6980,21219,100267.0,14364880.0
2017-09-19,7000,7020,6940,6990,13153,100411.0,14364880.0
2017-09-20,6990,6990,6900,6930,15635,99549.0,14364880.0
2017-09-21,6930,6970,6860,6860,12457,98543.0,14364880.0
2017-09-22,6780,6900,6690,6700,16110,96245.0,14364880.0
2017-09-25,6560,6730,6560,6610,15295,94952.0,14364880.0
2017-09-26,6430,6610,6430,6560,27625,94234.0,14364880.0
2017-09-27,6500,6580,6470,6490,22310,93228.0,14364880.0
2017-09-28,6450,6870,6450,6690,35442,96101.0,14364880.0
2017-09-29,6710,6900,6700,6810,12295,97825.0,14364880.0
2017-10-10,6810,6990,6770,6800,11910,97681.0,14364880.0
2017-10-11,6770,6890,6730,6850,13680,98399.0,14364880.0
2017-10-12,6860,6880,6750,6820,16306,97968.0,14364880.0
2017-10-13,6840,6840,6740,6820,13202,97968.0,14364880.0
2017-10-16,6760,6850,6710,6800,14166,97681.0,14364880.0
2017-10-17,6790,7970,6790,7150,785083,102709.0,14364880.0
2017-10-18,7160,7230,7000,7050,50810,101272.0,14364880.0
2017-10-19,7150,7150,7010,7080,24789,101703.0,14364880.0
2017-10-20,7080,7200,7020,7200,37808,103427.0,14364880.0
2017-10-23,7200,7250,7110,7190,37988,103283.0,14364880.0
2017-10-24,7190,7310,7140,7260,27286,104289.0,14364880.0
2017-10-25,7320,7360,7180,7290,22987,104720.0,14364880.0
2017-10-26,7260,7410,7200,7380,52195,106013.0,14364880.0
2017-10-27,7420,7640,7400,7460,82933,107162.0,14364880.0
2017-10-30,7650,7850,7560,7660,102833,110035.0,14364880.0
2017-10-31,7660,7910,7660,7800,83371,112046.0,14364880.0
2017-11-01,7930,7980,7850,7980,73173,114632.0,14364880.0
2017-11-02,7990,8060,7790,8000,78043,114919.0,14364880.0
2017-11-03,8040,8060,7810,7890,39646,113339.0,14364880.0
2017-11-06,7860,8200,7860,8180,84557,117505.0,14364880.0
2017-11-07,8160,8250,8100,8140,27378,116930.0,14364880.0
2017-11-08,8100,8210,8020,8100,48236,116356.0,14364880.0
2017-11-09,8110,8120,7860,7920,60373,113770.0,14364880.0
2017-11-10,7870,8040,7860,8010,35599,115063.0,14364880.0
2017-11-13,8050,8460,8050,8280,176467,118941.0,14364880.0
2017-11-14,8380,8390,8260,8350,43589,119947.0,14364880.0
2017-11-15,8370,8370,8190,8230,70185,118223.0,14364880.0
2017-11-16,8320,8320,8110,8250,51572,118510.0,14364880.0
2017-11-17,8250,8290,8190,8210,35940,117936.0,14364880.0
2017-11-20,8210,8310,8210,8270,37947,118798.0,14364880.0
2017-11-21,8270,8290,8020,8080,56976,116068.0,14364880.0
2017-11-22,8040,8100,7970,8080,47744,116068.0,14364880.0
2017-11-23,8080,8390,8070,8290,55738,119085.0,14364880.0
2017-11-24,8350,8450,8190,8400,87093,120665.0,14364880.0
2017-11-27,8400,8420,8170,8210,41046,117936.0,14364880.0
2017-11-28,8140,8270,8110,8120,21082,116643.0,14364880.0
2017-11-29,8190,8250,7950,8080,54680,116068.0,14364880.0
2017-11-30,8060,8140,7810,7830,46831,112477.0,14364880.0
2017-12-01,7900,7900,7650,7720,42960,110897.0,14364880.0
2017-12-04,7510,7860,7480,7710,28058,110753.0,14364880.0
2017-12-05,7710,8000,7700,7900,30790,113483.0,14364880.0
2017-12-06,7830,7980,7830,7930,19941,113913.0,14364880.0
2017-12-07,7930,7970,7710,7780,29347,111759.0,14364880.0
2017-12-08,7730,7850,7660,7780,29065,111759.0,14364880.0
2017-12-11,7780,7800,7650,7790,15138,111902.0,14364880.0
2017-12-12,7790,7810,7580,7700,40598,110610.0,14364880.0
2017-12-13,7700,7790,7630,7660,16933,110035.0,14364880.0
2017-12-14,7650,7700,7460,7580,31808,108886.0,14364880.0
2017-12-15,7640,9580,7600,8670,2215779,124544.0,14364880.0
2017-12-18,8510,8800,8450,8700,222263,124974.0,14364880.0
2017-12-19,8760,8780,8110,8110,203195,116499.0,14364880.0
2017-12-20,8130,8190,7700,7750,140935,111328.0,14364880.0
2017-12-21,7750,7880,7480,7480,84706,107449.0,14364880.0
2017-12-22,7080,7480,6730,7260,88435,104289.0,14364880.0
2017-12-26,7150,7540,7150,7280,50608,104576.0,14364880.0
2017-12-27,7210,7430,7200,7300,34615,104864.0,14364880.0
2017-12-28,7260,7410,7250,7410,22242,106444.0,14364880.0
2018-01-02,7400,7760,7260,7650,42456,109891.0,14364880.0
2018-01-03,7650,7850,7650,7730,42524,111041.0,14364880.0
2018-01-04,7830,7830,7620,7640,37083,109748.0,14364880.0
2018-01-05,7600,7680,7550,7620,23713,109460.0,14364880.0
2018-01-08,7600,7620,7400,7420,51444,106587.0,14364880.0
2018-01-09,7350,7400,7250,7280,28901,104576.0,14364880.0
2018-01-10,7600,7600,7260,7360,21554,105726.0,14364880.0
2018-01-11,7560,7560,7330,7350,35940,105582.0,14364880.0
2018-01-12,7350,7450,7230,7320,36662,105151.0,14364880.0
2018-01-15,7320,7320,7140,7220,36615,103714.0,14364880.0
2018-01-16,7300,7300,7140,7260,20640,104289.0,14364880.0
2018-01-17,7190,7400,7190,7370,46638,105869.0,14364880.0
2018-01-18,7390,7460,7290,7450,27512,107018.0,14364880.0
2018-01-19,7450,7580,7450,7550,19059,108455.0,14364880.0
2018-01-22,7560,7750,7550,7650,63192,109891.0,14364880.0
2018-01-23,7700,7770,7540,7620,30291,109460.0,14364880.0
2018-01-24,7570,7670,7470,7610,38922,109317.0,14364880.0
2018-01-25,7610,7780,7600,7770,68467,111615.0,14364880.0
2018-01-26,7800,8200,7770,8180,136609,117505.0,14364880.0
2018-01-29,8150,8230,8060,8190,73687,117648.0,14364880.0
2018-01-30,8190,8190,7980,8060,66327,115781.0,14364880.0
2018-01-31,7970,8080,7750,7900,49311,113483.0,14364880.0
2018-02-01,7900,8070,7890,8030,32750,115350.0,14364880.0
2018-02-02,8160,8180,7910,8010,41232,115063.0,14364880.0
2018-02-05,7750,7970,7660,7780,40502,111759.0,14364880.0
2018-02-06,7410,7570,7300,7540,85465,108311.0,14364880.0
2018-02-07,7690,7690,7400,7410,33063,106444.0,14364880.0
2018-02-08,7410,7500,7370,7370,48612,105869.0,14364880.0
2018-02-09,7200,7240,6970,7160,39715,102853.0,14364880.0
2018-02-12,7480,7480,7250,7280,18712,104576.0,14364880.0
2018-02-13,7250,7500,7250,7400,20171,106300.0,14364880.0
2018-02-14,7480,7480,7340,7400,17799,106300.0,14364880.0
2018-02-19,7310,7540,7310,7410,42933,106444.0,14364880.0
2018-02-20,7360,7740,7360,7460,15973,107162.0,14364880.0
2018-02-21,7460,7590,7400,7540,22414,108311.0,14364880.0
2018-02-22,7550,7590,7460,7480,17936,107449.0,14364880.0
2018-02-23,7700,7710,7550,7670,36009,110179.0,14364880.0
2018-02-26,7700,8010,7680,7910,62909,113626.0,14364880.0
2018-02-27,7910,7940,7360,7670,34500,110179.0,14364880.0
2018-02-28,7680,7740,7370,7440,34860,106875.0,14364880.0
2018-03-02,7530,7530,7300,7520,16689,108024.0,14364880.0
2018-03-05,7450,7530,7420,7460,17127,107162.0,14364880.0
2018-03-06,7550,7550,7320,7500,18807,107737.0,14364880.0
2018-03-07,7500,7560,7330,7340,20163,105438.0,14364880.0
2018-03-08,7300,7440,7300,7340,17297,105438.0,14364880.0
2018-03-09,7340,7610,7340,7530,28447,108168.0,14364880.0
2018-03-12,7720,7990,7700,7900,97266,113483.0,14364880.0
2018-03-13,8030,8130,7820,8050,91996,115637.0,14364880.0
2018-03-14,8000,8320,7950,8140,136902,116930.0,14364880.0
2018-03-15,8290,8350,8000,8100,97885,116356.0,14364880.0
2018-03-16,8150,8160,7900,8040,45781,115494.0,14364880.0
2018-03-19,7950,8080,7880,7920,25462,113770.0,14364880.0
2018-03-20,7760,8150,7760,8010,43309,115063.0,14364880.0
2018-03-21,7990,8140,7940,7990,27749,114775.0,14364880.0
2018-03-22,7990,8130,7780,7800,39953,112046.0,14364880.0
2018-03-23,7620,7780,7500,7590,42704,109029.0,14364880.0
2018-03-26,7470,7720,7470,7650,26027,109891.0,14364880.0
2018-03-27,7700,7940,7680,7830,34950,112477.0,14364880.0
2018-03-28,7850,8000,7790,7860,41994,112908.0,14364880.0
2018-03-29,7860,8040,7770,7870,18311,113052.0,14364880.0
2018-03-30,7930,8180,7890,8090,66035,116212.0,14364880.0
2018-04-02,8300,8750,8260,8390,295102,120521.0,14364880.0
2018-04-03,8390,8600,8390,8400,116175,120665.0,14364880.0
2018-04-04,8500,8530,8090,8190,111808,117648.0,14364880.0
2018-04-05,8190,8290,8090,8180,57637,117505.0,14364880.0
2018-04-06,8190,8490,8150,8450,134787,121383.0,14364880.0
2018-04-09,9460,10950,9410,10950,2039373,157295.0,14364880.0
2018-04-10,11700,13900,11300,13000,5506304,186743.0,14364880.0
2018-04-11,13100,13500,12750,13400,1361515,192489.0,14364880.0
2018-04-12,13200,13200,12900,13200,339092,189616.0,14364880.0
2018-04-13,13200,13900,13200,13900,386335,199672.0,14364880.0
2018-04-16,14250,14250,13250,13250,315220,190335.0,14364880.0
2018-04-17,13200,13300,12500,12650,339040,181716.0,14364880.0
2018-04-18,12700,12850,12200,12350,262088,177406.0,14364880.0
2018-04-19,12500,12550,11500,11900,388437,170942.0,14364880.0
2018-04-20,12050,12650,11900,12350,377097,177406.0,14364880.0
2018-04-23,11700,11800,10600,11200,786928,160887.0,14364880.0
2018-04-24,11200,11400,10900,11350,237938,163041.0,14364880.0
2018-04-25,11000,11400,10650,10650,184017,152986.0,14364880.0
2018-04-26,10650,10850,10400,10800,146882,155141.0,14364880.0
2018-04-27,10800,11100,10700,10950,100763,157295.0,14364880.0
2018-04-30,11100,11200,9950,10150,402126,145804.0,14364880.0
2018-05-02,10200,10200,9200,9620,420024,138190.0,14364880.0
2018-05-03,9630,9900,9500,9870,158291,141781.0,14364880.0
2018-05-04,9910,10400,9900,10050,329126,144367.0,14364880.0
2018-05-08,10150,10200,9380,9420,240335,135317.0,14364880.0
2018-05-09,9610,9860,9250,9750,167557,140058.0,14364880.0
2018-05-10,9750,9960,9540,9960,158461,143074.0,14364880.0
