에이치시티(072990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-05,6705,6771,6585,6652,11341,45662.0,4579934.0
2018-07-06,6538,6871,6531,6872,25322,47173.0,4579934.0
2018-07-09,7072,7138,6805,6905,52518,47402.0,4579934.0
2018-07-10,6972,7038,6805,7005,25975,48089.0,4579934.0
2018-07-11,6938,7038,6771,6939,24284,47631.0,4579934.0
2018-07-12,7005,7172,6838,7139,39113,49005.0,4579934.0
2018-07-13,7172,7172,6938,7139,21514,49005.0,4579934.0
2018-07-16,7105,7238,6905,7172,23865,49234.0,4579934.0
2018-07-17,7205,7372,7072,7172,43805,49234.0,4579934.0
2018-07-18,7205,7238,7072,7172,18115,49234.0,4579934.0
2018-07-19,7172,7172,6938,7005,15364,48089.0,4579934.0
2018-07-20,7005,7038,6665,6672,32012,45799.0,4579934.0
2018-07-23,6658,6658,6525,6545,14945,44929.0,4579934.0
2018-07-24,6545,6671,6485,6578,8299,45158.0,4579934.0
2018-07-25,6665,6665,6424,6478,8634,44471.0,4579934.0
2018-07-26,6478,6665,6404,6558,6306,45021.0,4579934.0
2018-07-27,6705,6705,6538,6652,8625,45662.0,4579934.0
2018-07-30,6658,6838,6651,6839,19571,46944.0,4579934.0
2018-07-31,7005,7005,6771,6872,10266,47173.0,4579934.0
2018-08-01,6972,6972,6771,6939,7097,47631.0,4579934.0
2018-08-02,6972,6972,6658,6772,13643,46486.0,4579934.0
2018-08-03,6771,6972,6738,6972,11556,47860.0,4579934.0
2018-08-06,6972,7072,6805,7005,18926,48089.0,4579934.0
2018-08-07,7072,7072,6938,7039,5827,48318.0,4579934.0
2018-08-08,7038,7038,6871,7039,5475,48318.0,4579934.0
2018-08-09,7005,7005,6805,6972,6588,47860.0,4579934.0
2018-08-10,6871,6972,6805,6939,8349,47631.0,4579934.0
2018-08-13,7005,7005,6671,6672,15434,45799.0,4579934.0
2018-08-14,6671,6838,6665,6705,7591,46028.0,4579934.0
2018-08-16,6671,6972,6571,6905,19483,47402.0,4579934.0
2018-08-17,6838,7305,6771,7272,74579,49921.0,4579934.0
2018-08-20,7305,7439,7172,7306,31944,50150.0,4579934.0
2018-08-21,7439,7472,7205,7472,17489,51295.0,4579934.0
2018-08-22,7472,7472,7305,7472,10307,51295.0,4579934.0
2018-08-23,7505,7505,7305,7472,15608,51295.0,4579934.0
2018-08-24,7539,7539,7338,7406,12595,50837.0,4579934.0
2018-08-27,7372,7472,7272,7406,12956,50837.0,4579934.0
2018-08-28,7405,7806,7372,7773,91388,53356.0,4579934.0
2018-08-29,7739,8039,7639,7839,162220,53814.0,4579934.0
2018-08-30,7906,7939,7505,7706,65354,52898.0,4579934.0
2018-08-31,7639,7972,7605,7873,57365,54043.0,4579934.0
2018-09-03,7872,8106,7405,7539,83481,51753.0,4579934.0
2018-09-04,7639,7639,7338,7439,34899,51066.0,4579934.0
2018-09-05,7439,7572,7272,7339,25440,50379.0,4579934.0
2018-09-06,7205,7372,7205,7339,13937,50379.0,4579934.0
2018-09-07,7305,7539,7305,7439,22684,51066.0,4579934.0
2018-09-10,7439,7505,7205,7339,14994,50379.0,4579934.0
2018-09-11,7305,7405,7205,7406,16628,50837.0,4579934.0
2018-09-12,7405,7572,7305,7506,18000,51524.0,4579934.0
2018-09-13,7605,7639,7439,7606,12600,52211.0,4579934.0
2018-09-14,7505,7639,7505,7639,10883,52440.0,4579934.0
2018-09-17,7639,7639,7372,7472,17640,51295.0,4579934.0
2018-09-18,7472,7572,7272,7472,11562,51295.0,4579934.0
2018-09-19,7439,7572,7272,7472,19796,51295.0,4579934.0
2018-09-20,7505,7739,7238,7472,15217,51295.0,4579934.0
2018-09-21,7605,7605,7272,7372,15976,50608.0,4579934.0
2018-09-27,7405,7439,7272,7439,6580,51066.0,4579934.0
2018-09-28,7338,7439,7305,7306,11783,50150.0,4579934.0
2018-10-01,7305,7439,7238,7372,7879,50608.0,4579934.0
2018-10-02,7372,7439,7305,7306,8138,50150.0,4579934.0
2018-10-04,7439,7439,7205,7239,8044,49692.0,4579934.0
2018-10-05,7338,7505,7205,7272,16770,49921.0,4579934.0
2018-10-08,7272,7439,7038,7206,12067,49463.0,4579934.0
2018-10-10,7072,7238,6938,7005,17109,48089.0,4579934.0
2018-10-11,6738,6905,6625,6632,28501,45525.0,4579934.0
2018-10-12,6605,6705,6538,6672,14695,45799.0,4579934.0
2018-10-15,6598,6665,6471,6472,12290,44425.0,4579934.0
2018-10-16,6538,6705,6471,6632,971,45525.0,4579934.0
2018-10-17,6838,6838,6638,6638,6224,45570.0,4579934.0
2018-10-18,6591,6705,6591,6638,2039,45570.0,4579934.0
2018-10-19,6705,6838,6518,6598,1556,45296.0,4579934.0
2018-10-22,6705,6805,6571,6652,8152,45662.0,4579934.0
2018-10-23,6705,6771,6404,6505,5355,44654.0,4579934.0
2018-10-24,6518,6605,6291,6292,13481,43189.0,4579934.0
2018-10-25,6071,6204,5951,6078,15169,41723.0,4579934.0
2018-10-26,6138,6331,6004,6005,11087,41219.0,4579934.0
2018-10-29,5891,6024,5437,5538,13919,38013.0,4579934.0
2018-10-30,5537,5851,5457,5598,5062,38426.0,4579934.0
2018-10-31,5651,5771,5651,5711,3732,39204.0,4579934.0
2018-11-01,5617,6118,5617,5698,6296,39113.0,4579934.0
2018-11-02,5691,5997,5684,5744,18521,39433.0,4579934.0
2018-11-05,5791,5871,5717,5831,1539,40029.0,4579934.0
2018-11-06,5804,5871,5804,5858,1478,40212.0,4579934.0
2018-11-07,5837,6278,5804,5998,7266,41174.0,4579934.0
2018-11-08,5997,6391,5997,6378,23292,43784.0,4579934.0
2018-11-09,6338,6404,6211,6358,7797,43647.0,4579934.0
2018-11-12,6351,6478,6164,6425,5851,44105.0,4579934.0
2018-11-13,6244,6491,6231,6492,7119,44563.0,4579934.0
2018-11-14,6491,6525,6378,6512,3497,44700.0,4579934.0
2018-11-15,6431,6571,6431,6465,8171,44380.0,4579934.0
2018-11-16,6538,6705,6344,6672,23534,45799.0,4579934.0
2018-11-19,6605,6871,6605,6672,6459,45799.0,4579934.0
2018-11-20,6545,6805,6545,6658,12981,45708.0,4579934.0
2018-11-21,6578,6905,6578,6805,11039,46715.0,4579934.0
2018-11-22,6738,6871,6705,6739,4058,46257.0,4579934.0
2018-11-23,6705,6972,6651,6672,4875,45799.0,4579934.0
2018-11-26,6738,7072,6738,7072,10580,48547.0,4579934.0
2018-11-27,7072,7338,7038,7139,30466,49005.0,4579934.0
2018-11-28,7105,7405,6972,7406,27602,50837.0,4579934.0
2018-11-29,7405,7405,6705,7005,89560,48089.0,4579934.0
2018-11-30,7005,7072,6631,6632,49406,45525.0,4579934.0
2018-12-03,6705,6771,6658,6739,4014,46257.0,4579934.0
2018-12-04,6705,6771,6658,6705,2860,46028.0,4579934.0
2018-12-05,6545,6671,6471,6598,5539,45296.0,4579934.0
2018-12-06,6645,6645,6444,6445,3570,44242.0,4579934.0
2018-12-07,6344,6671,6344,6432,2203,44151.0,4579934.0
2018-12-10,6338,6424,6191,6205,3139,42593.0,4579934.0
2018-12-11,6151,6204,6084,6085,2615,41769.0,4579934.0
2018-12-12,6017,6258,6017,6231,1681,42777.0,4579934.0
2018-12-13,6284,6284,6091,6158,5393,42273.0,4579934.0
2018-12-14,6158,6605,6158,6205,4717,42593.0,4579934.0
2018-12-17,6124,6218,6111,6158,928,42273.0,4579934.0
2018-12-18,6151,6151,5884,6011,8478,41265.0,4579934.0
2018-12-19,5924,6071,5871,5905,4980,40532.0,4579934.0
2018-12-20,5904,5931,5677,5845,8397,40120.0,4579934.0
2018-12-21,5811,5824,5717,5778,7223,39662.0,4579934.0
2018-12-24,5804,5991,5711,5938,6643,40761.0,4579934.0
2018-12-26,5924,6051,5871,5978,1325,41036.0,4579934.0
2018-12-27,5904,6037,5811,5931,2565,40716.0,4579934.0
2018-12-28,5937,5984,5897,5945,2507,40807.0,4579934.0
2019-01-02,6398,7705,6024,6038,594647,41448.0,4579934.0
2019-01-03,6071,6098,5811,5811,81927,39891.0,4579934.0
2019-01-04,5797,5824,5651,5758,40070,39525.0,4579934.0
2019-01-07,5771,5937,5751,5858,23077,40212.0,4579934.0
2019-01-08,5904,6064,5904,5905,34207,40532.0,4579934.0
2019-01-09,5904,6151,5904,6151,45899,42227.0,4579934.0
2019-01-10,6151,6151,6031,6085,10796,41769.0,4579934.0
2019-01-11,6084,7839,6024,7306,1493612,50150.0,4579934.0
2019-01-14,7205,7539,7005,7239,248495,49692.0,4579934.0
2019-01-15,7338,8873,7338,8540,1132063,58623.0,4579934.0
2019-01-16,8506,8673,8206,8573,286817,58852.0,4579934.0
2019-01-17,8506,8506,7939,8240,166560,56562.0,4579934.0
2019-01-18,8239,10141,8139,8840,2604813,60684.0,4579934.0
2019-01-21,8906,8906,8673,8773,95790,60226.0,4579934.0
2019-01-22,8773,8840,8640,8673,56894,59539.0,4579934.0
2019-01-23,8740,8773,8673,8773,83846,60226.0,4579934.0
2019-01-24,8873,9040,8373,8507,163446,58394.0,4579934.0
2019-01-25,8406,8473,8039,8440,158378,57936.0,4579934.0
2019-01-28,8539,8573,8172,8240,56945,56562.0,4579934.0
2019-01-29,8373,8740,8206,8673,155098,59539.0,4579934.0
2019-01-30,8673,9240,8573,8874,198019,60913.0,4579934.0
2019-01-31,8840,8940,8339,8540,54929,58623.0,4579934.0
2019-02-01,8339,8940,8339,8874,81202,60913.0,4579934.0
2019-02-07,8773,8873,8606,8773,24821,60226.0,4579934.0
2019-02-08,8773,8806,8273,8607,134172,59081.0,4579934.0
2019-02-11,8840,8840,8473,8573,86878,58852.0,4579934.0
2019-02-12,8740,8806,8339,8573,61919,58852.0,4579934.0
2019-02-13,8639,8806,8506,8707,52768,59768.0,4579934.0
2019-02-14,9140,9473,8506,8807,243600,60455.0,4579934.0
2019-02-15,8806,9240,8473,9240,212052,63432.0,4579934.0
2019-02-18,9540,9840,9140,9140,154405,62745.0,4579934.0
2019-02-19,9040,9140,8806,8907,65922,61142.0,4579934.0
2019-02-20,8906,8906,8539,8807,57580,60455.0,4579934.0
2019-02-21,8806,8873,8506,8740,69783,59997.0,4579934.0
2019-02-22,8639,8840,8606,8707,31524,59768.0,4579934.0
2019-02-25,8640,8773,8640,8740,15210,59997.0,4579934.0
2019-02-26,8873,9040,8673,8773,44400,60226.0,4579934.0
2019-02-27,8773,8940,8606,8640,61427,59310.0,4579934.0
2019-02-28,8573,8606,8106,8106,77824,55646.0,4579934.0
2019-03-04,8106,8539,8106,8406,38637,57707.0,4579934.0
2019-03-05,8339,8473,7939,8040,61173,55188.0,4579934.0
2019-03-06,8273,8273,7705,8073,56378,55417.0,4579934.0
2019-03-07,8006,8273,7872,8006,27564,54959.0,4579934.0
2019-03-08,8006,8072,7605,7939,37694,54501.0,4579934.0
2019-03-11,8673,8673,7705,8173,172703,56104.0,4579934.0
2019-03-12,8172,8239,7972,8206,35955,56333.0,4579934.0
2019-03-13,8206,8439,8172,8273,32055,56791.0,4579934.0
2019-03-14,8306,8640,8273,8640,34463,59310.0,4579934.0
2019-03-15,8673,8773,8172,8440,60304,57936.0,4579934.0
2019-03-18,8439,9273,8306,8940,246161,61371.0,4579934.0
2019-03-19,9140,9373,8773,8807,80546,60455.0,4579934.0
2019-03-20,8773,8906,8506,8740,55182,59997.0,4579934.0
2019-03-21,8740,8973,8573,8640,61936,59310.0,4579934.0
2019-03-22,8550,10450,8550,9330,365500,42731.0,4579934.0
2019-03-25,9330,9990,8960,9000,162760,41219.0,4579934.0
2019-03-26,9000,9200,8900,9030,26809,41357.0,4579934.0
2019-03-27,9040,9260,8900,9260,29398,42410.0,4579934.0
2019-03-28,9300,10200,9100,9400,244742,43051.0,4579934.0
2019-03-29,9640,9640,9340,9360,32342,42868.0,4579934.0
2019-04-01,9360,9360,9200,9240,21667,42319.0,4579934.0
2019-04-02,9400,9450,9160,9240,17524,42319.0,4579934.0
2019-04-03,9500,9500,9050,9250,18633,42364.0,4579934.0
2019-04-04,9280,9360,9150,9250,23212,42364.0,4579934.0
2019-04-05,9260,9260,9110,9230,20441,42273.0,4579934.0
2019-04-08,9230,9370,9160,9260,23579,42410.0,4579934.0
2019-04-09,9250,9370,9190,9360,38966,42868.0,4579934.0
2019-04-10,9360,9990,9180,9400,120319,43051.0,4579934.0
2019-04-11,9320,9520,9260,9420,47189,43143.0,4579934.0
2019-04-12,9180,9440,9160,9390,159991,64506.0,6869651.0
2019-04-15,9380,9380,9200,9330,57338,64094.0,6869651.0
2019-04-16,9330,9340,9100,9260,42611,63613.0,6869651.0
2019-04-17,9260,9260,9130,9190,25416,63132.0,6869651.0
2019-04-18,9130,9300,8990,9050,42338,62170.0,6869651.0
2019-04-19,8910,9270,8910,9060,36286,62239.0,6869651.0
2019-04-22,9070,9120,8800,8880,38637,61003.0,6869651.0
2019-04-23,8790,8910,8730,8740,29606,60041.0,6869651.0
2019-04-24,8770,8880,8640,8720,14294,59903.0,6869651.0
2019-04-25,8720,9030,8540,8860,60097,60865.0,6869651.0
2019-04-26,8890,8900,8660,8710,7859,59835.0,6869651.0
2019-04-29,8520,8850,8520,8700,27483,59766.0,6869651.0
2019-04-30,8620,8920,8550,8840,22434,60728.0,6869651.0
2019-05-02,8850,9970,8690,9970,573995,68490.0,6869651.0
2019-05-03,10000,10200,9850,10100,245000,69383.0,6869651.0
2019-05-07,9900,10250,9750,10250,149928,70414.0,6869651.0
2019-05-08,10400,11100,9390,9450,368647,64918.0,6869651.0
2019-05-09,9450,9680,8660,8710,214442,59835.0,6869651.0
2019-05-10,8750,9050,8500,8660,112576,59491.0,6869651.0
2019-05-13,8660,8920,8250,8450,103051,58049.0,6869651.0
2019-05-14,8300,8590,8200,8500,73571,58392.0,6869651.0
2019-05-15,8510,9000,8510,8870,85527,60934.0,6869651.0
2019-05-16,8880,8900,8600,8710,46486,59835.0,6869651.0
2019-05-17,8760,8810,8540,8650,41907,59422.0,6869651.0
2019-05-20,8650,8910,8550,8830,55469,60659.0,6869651.0
2019-05-21,8730,9380,8720,9250,125188,63544.0,6869651.0
2019-05-22,9700,9710,9160,9320,178029,64025.0,6869651.0
2019-05-23,9340,9800,9300,9550,206939,65605.0,6869651.0
2019-05-24,9580,9600,9060,9370,91737,64369.0,6869651.0
2019-05-27,9300,9760,9230,9480,88393,65124.0,6869651.0
2019-05-28,9480,10050,9430,10000,568877,68697.0,6869651.0
2019-05-29,10050,10450,9560,10100,641590,69383.0,6869651.0
2019-05-30,10000,10300,9520,9800,240415,67323.0,6869651.0
2019-05-31,9870,10200,9680,10200,216143,70070.0,6869651.0
2019-06-03,10200,10550,10000,10200,274539,70070.0,6869651.0
2019-06-04,10200,10300,9900,10200,147908,70070.0,6869651.0
2019-06-05,10400,10450,10000,10150,100620,69727.0,6869651.0
2019-06-07,10200,10750,10150,10650,406144,73162.0,6869651.0
2019-06-10,10650,10850,10450,10650,126275,73162.0,6869651.0
2019-06-11,10750,10850,10550,10700,128895,73505.0,6869651.0
2019-06-12,10700,10700,10150,10450,130077,71788.0,6869651.0
2019-06-13,10450,10600,10250,10600,86221,72818.0,6869651.0
2019-06-14,10650,10650,10300,10350,61191,71101.0,6869651.0
2019-06-17,10500,10500,10150,10150,71499,69727.0,6869651.0
2019-06-18,10400,10400,9980,9980,84611,68559.0,6869651.0
2019-06-19,10100,10450,9800,10050,165431,69040.0,6869651.0
2019-06-20,9960,10250,9960,10250,55624,70414.0,6869651.0
2019-06-21,10250,10250,9910,9910,87026,68078.0,6869651.0
2019-06-24,9850,10150,9750,9830,89015,67529.0,6869651.0
2019-06-25,9800,9850,9100,9390,124930,64506.0,6869651.0
2019-06-26,9390,9600,9290,9400,32859,64575.0,6869651.0
2019-06-27,9400,9670,9400,9510,33501,65330.0,6869651.0
2019-06-28,9420,9600,9420,9530,25073,65468.0,6869651.0
2019-07-01,9540,9690,9150,9210,58691,63269.0,6869651.0
2019-07-02,9010,9320,9010,9170,56439,62995.0,6869651.0
2019-07-03,9090,9400,9060,9290,49660,63819.0,6869651.0
2019-07-04,9310,9360,9120,9270,19986,63682.0,6869651.0
2019-07-05,9050,9210,9000,9160,51090,62926.0,6869651.0
2019-07-08,9170,9170,8720,8830,78965,60659.0,6869651.0
2019-07-09,8820,8900,8530,8700,39667,59766.0,6869651.0
2019-07-10,8870,8870,8580,8720,41491,59903.0,6869651.0
2019-07-11,8690,8900,8640,8820,31573,60590.0,6869651.0
2019-07-12,8720,8910,8720,8760,40783,60178.0,6869651.0
2019-07-15,8700,8810,8400,8490,92937,58323.0,6869651.0
2019-07-16,8400,8500,8250,8310,73842,57087.0,6869651.0
2019-07-17,8260,8340,8130,8300,65472,57018.0,6869651.0
2019-07-18,8230,8400,8190,8250,25698,56675.0,6869651.0
2019-07-19,8350,8700,8290,8610,38566,59148.0,6869651.0
2019-07-22,8710,8710,8500,8520,21502,58529.0,6869651.0
2019-07-23,8450,8560,8250,8350,30514,57362.0,6869651.0
2019-07-24,8390,8410,8240,8340,13843,57293.0,6869651.0
2019-07-25,8210,8800,8210,8770,58329,60247.0,6869651.0
2019-07-26,8650,9050,8650,8820,44298,60590.0,6869651.0
2019-07-29,8820,8850,8500,8690,34399,59697.0,6869651.0
2019-07-30,8690,9150,8610,9080,55296,62376.0,6869651.0
2019-07-31,9120,9350,8800,8800,108895,60453.0,6869651.0
2019-08-01,8760,8760,8300,8500,97161,58392.0,6869651.0
2019-08-02,8260,9080,8200,8710,113341,59835.0,6869651.0
2019-08-05,8660,8710,7850,7860,83871,53995.0,6869651.0
2019-08-06,7840,8240,7260,7650,80933,52553.0,6869651.0
2019-08-07,7610,8150,7610,7880,65571,54133.0,6869651.0
2019-08-08,8100,8360,7930,8320,59092,57155.0,6869651.0
2019-08-09,8400,8650,8310,8450,68934,58049.0,6869651.0
2019-08-12,8800,8950,8450,8880,100486,61003.0,6869651.0
2019-08-13,8920,8960,8700,8910,54991,61209.0,6869651.0
2019-08-14,9020,9200,9000,9160,64268,62926.0,6869651.0
2019-08-16,9010,9350,8890,9170,70065,62995.0,6869651.0
2019-08-19,9200,9300,8900,8940,62846,61415.0,6869651.0
2019-08-20,8900,8930,8750,8910,24777,61209.0,6869651.0
2019-08-21,8990,9400,8840,9280,53508,63750.0,6869651.0
2019-08-22,9280,9410,9090,9180,43680,63063.0,6869651.0
2019-08-23,9000,9300,8960,9290,64238,63819.0,6869651.0
2019-08-26,9080,9350,9020,9180,56731,63063.0,6869651.0
2019-08-27,9490,9490,9100,9240,68542,63476.0,6869651.0
2019-08-28,9910,10000,9460,9560,316093,65674.0,6869651.0
2019-08-29,9490,9790,9450,9660,38260,66361.0,6869651.0
2019-08-30,9690,9790,9670,9750,88964,66979.0,6869651.0
2019-09-02,9750,9870,9730,9860,53934,67735.0,6869651.0
2019-09-03,9990,10450,9800,10000,193789,68697.0,6869651.0
2019-09-04,10150,10550,10050,10250,150359,70414.0,6869651.0
2019-09-05,10350,10500,9990,10000,124488,68697.0,6869651.0
2019-09-06,10000,10100,9920,9990,36469,68628.0,6869651.0
2019-09-09,10150,10200,9820,9910,50063,68078.0,6869651.0
2019-09-10,9900,9940,9540,9680,58715,66498.0,6869651.0
2019-09-11,9570,9850,9570,9820,41734,67460.0,6869651.0
2019-09-16,9730,9790,9480,9790,59281,67254.0,6869651.0
2019-09-17,9790,10150,9760,9840,26686,67597.0,6869651.0
2019-09-18,9770,9890,9660,9810,48834,67391.0,6869651.0
2019-09-19,9850,10050,9770,9950,61784,68353.0,6869651.0
2019-09-20,10050,10050,9810,9900,24789,68010.0,6869651.0
2019-09-23,9990,9990,9740,9850,37041,67666.0,6869651.0
2019-09-24,9850,10100,9830,10100,52748,69383.0,6869651.0
2019-09-25,10000,10050,9820,9910,44858,68078.0,6869651.0
2019-09-26,9860,10100,9820,10050,53814,69040.0,6869651.0
2019-09-27,10000,10150,9950,10000,31572,68697.0,6869651.0
2019-09-30,10000,10100,9700,10050,39211,69040.0,6869651.0
2019-10-01,10050,10100,9850,9960,22247,68422.0,6869651.0
2019-10-02,9850,10000,9820,9920,8916,68147.0,6869651.0
2019-10-04,9890,9960,9610,9720,29137,66773.0,6869651.0
2019-10-07,9720,9720,9540,9630,20684,66155.0,6869651.0
