현성바이탈(204990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-23,9990,10000,9040,9070,5046,181400.0,20000000.0
2015-11-24,9990,9990,9320,9340,9237,186800.0,20000000.0
2015-11-25,8820,9990,8820,9980,31559,199600.0,20000000.0
2015-11-26,9980,10150,8550,10100,36575,202000.0,20000000.0
2015-11-27,8780,9500,8780,9500,27824,190000.0,20000000.0
2015-11-30,9500,9500,9030,9500,8244,190000.0,20000000.0
2015-12-01,9500,9990,9420,9700,7032,194000.0,20000000.0
2015-12-02,10450,10450,9330,10300,510,206000.0,20000000.0
2015-12-03,9240,9700,9240,9700,7677,194000.0,20000000.0
2015-12-04,9700,10150,9360,10150,9660,203000.0,20000000.0
2015-12-07,9900,9900,9420,9430,4800,188600.0,20000000.0
2015-12-08,9430,9800,9420,9460,4011,189200.0,20000000.0
2015-12-09,9430,10850,9430,9510,1643,190200.0,20000000.0
2015-12-10,9510,10200,9510,10200,1182,204000.0,20000000.0
2015-12-11,9600,9600,8790,9440,20111,188800.0,20000000.0
2015-12-14,9440,9790,8100,8860,9445,177200.0,20000000.0
2015-12-15,9800,9800,9220,9240,17359,184800.0,20000000.0
2015-12-16,9800,9800,9000,9050,15097,181000.0,20000000.0
2015-12-17,9490,9550,9180,9530,9212,190600.0,20000000.0
2015-12-18,9600,9970,9320,9900,6963,198000.0,20000000.0
2015-12-21,9880,9880,9430,9430,535,188600.0,20000000.0
2015-12-22,9530,9530,9020,9530,10603,190600.0,20000000.0
2015-12-23,9600,10000,9300,10000,2870,200000.0,20000000.0
2015-12-24,10000,10000,9650,9700,1972,194000.0,20000000.0
2015-12-28,9750,10450,9750,10000,9308,200000.0,20000000.0
2015-12-29,11500,11500,10500,11500,3675,230000.0,20000000.0
2015-12-30,11500,13200,11000,13200,10076,264000.0,20000000.0
2016-01-04,15150,15150,14000,15150,1060,303000.0,20000000.0
2016-01-05,17400,17400,15300,17350,9757,347000.0,20000000.0
2016-01-06,19500,19950,15650,19900,3486,398000.0,20000000.0
2016-01-07,22850,22850,16950,22850,7787,457000.0,20000000.0
2016-01-08,0,0,0,22850,0,457000.0,20000000.0
2016-01-11,25000,26250,20500,26250,4074,525000.0,20000000.0
2016-01-12,29800,30150,29800,30150,5905,603000.0,20000000.0
2016-01-13,34650,34650,34600,34650,4866,693000.0,20000000.0
2016-01-14,39800,39800,30000,34000,3310,680000.0,20000000.0
2016-01-15,34000,34000,30000,31000,1618,620000.0,20000000.0
2016-01-18,32500,33000,26350,26350,3603,527000.0,20000000.0
2016-01-19,22450,26350,22400,22400,8056,448000.0,20000000.0
2016-01-20,19050,25750,19050,24500,11197,490000.0,20000000.0
2016-01-21,27000,27000,22000,25000,739,500000.0,20000000.0
2016-01-22,28000,28000,24900,26500,699,530000.0,20000000.0
2016-01-25,29500,29500,23000,26000,324,520000.0,20000000.0
2016-01-26,23000,28000,23000,28000,360,560000.0,20000000.0
2016-01-27,29000,29000,25000,29000,3472,580000.0,20000000.0
2016-01-28,29500,29500,24650,26000,3441,520000.0,20000000.0
2016-01-29,29000,29000,22100,24900,10180,498000.0,20000000.0
2016-02-01,21200,25000,21200,24000,1073,480000.0,20000000.0
2016-02-02,21000,24000,21000,21700,445,434000.0,20000000.0
2016-02-03,24000,24000,19000,21000,676,420000.0,20000000.0
2016-02-04,22000,22000,19600,21500,468,430000.0,20000000.0
2016-02-05,22000,23000,19500,23000,1171,460000.0,20000000.0
2016-02-11,24000,24000,19600,21500,1663,430000.0,20000000.0
2016-02-12,23000,23000,18350,23000,3445,460000.0,20000000.0
2016-02-15,19550,25950,19550,22600,4125,452000.0,20000000.0
2016-02-16,23800,23800,19600,22000,334,440000.0,20000000.0
2016-02-17,21500,22900,20000,20000,6611,400000.0,20000000.0
2016-02-18,22000,22000,20000,21400,800,428000.0,20000000.0
2016-02-19,23000,23000,19500,20400,2063,408000.0,20000000.0
2016-02-22,22000,22000,18350,18450,1460,369000.0,20000000.0
2016-02-23,20000,20000,18400,19000,1294,380000.0,20000000.0
2016-02-24,18700,19500,18300,18300,4510,366000.0,20000000.0
2016-02-25,18400,19000,18300,18300,207,366000.0,20000000.0
2016-02-26,18300,18700,16100,17500,1767,350000.0,20000000.0
2016-02-29,18800,18800,15050,17950,422,359000.0,20000000.0
2016-03-02,18800,18800,15650,18000,1749,360000.0,20000000.0
2016-03-03,19400,19400,17500,18000,188,360000.0,20000000.0
2016-03-04,19900,19900,17000,18200,25,364000.0,20000000.0
2016-03-07,18200,19000,16000,17200,7904,344000.0,20000000.0
2016-03-08,18000,18500,16600,17000,1711,340000.0,20000000.0
2016-03-09,17000,18000,16100,16850,4409,337000.0,20000000.0
2016-03-10,16800,16800,15500,15950,354,319000.0,20000000.0
2016-03-11,17000,17000,15550,16000,2754,320000.0,20000000.0
2016-03-14,15950,15950,15450,15500,1579,310000.0,20000000.0
2016-03-15,15500,15600,13550,13800,2098,276000.0,20000000.0
2016-03-16,14000,14750,14000,14200,2138,284000.0,20000000.0
2016-03-17,13550,14500,13550,14500,3733,290000.0,20000000.0
2016-03-18,16650,16650,14050,16000,3389,320000.0,20000000.0
2016-03-21,16500,17000,15300,15950,1023,319000.0,20000000.0
2016-03-22,16450,16450,15100,15500,1640,310000.0,20000000.0
2016-03-23,14150,16000,14150,14600,1743,292000.0,20000000.0
2016-03-24,15450,15450,15000,15050,771,301000.0,20000000.0
2016-03-25,15500,15500,14650,15000,1635,300000.0,20000000.0
2016-03-28,15300,15300,13750,14300,4950,286000.0,20000000.0
2016-03-29,14000,14450,13050,13900,527,278000.0,20000000.0
2016-03-30,14900,14900,13750,13750,4098,275000.0,20000000.0
2016-03-31,15000,15000,13750,13900,1990,278000.0,20000000.0
2016-04-01,14200,14200,13600,14100,2493,282000.0,20000000.0
2016-04-04,13800,14500,13800,14200,3370,284000.0,20000000.0
2016-04-05,15000,15000,14500,14600,4903,292000.0,20000000.0
2016-04-06,14950,15000,14000,14900,2580,298000.0,20000000.0
2016-04-07,14900,15000,14700,14900,4668,298000.0,20000000.0
2016-04-08,15400,15400,14500,14700,2467,294000.0,20000000.0
2016-04-11,14100,14800,14100,14500,1392,290000.0,20000000.0
2016-04-12,15000,15000,14300,14300,8069,286000.0,20000000.0
2016-04-14,14300,14950,14250,14400,5665,288000.0,20000000.0
2016-04-15,14900,14900,14050,14050,2895,281000.0,20000000.0
2016-04-18,14400,14400,14250,14250,46,285000.0,20000000.0
2016-04-19,14900,14900,13800,14100,4401,282000.0,20000000.0
2016-04-20,14100,14150,13900,13900,752,278000.0,20000000.0
2016-04-21,14250,14250,13050,13950,6083,279000.0,20000000.0
2016-04-22,14500,14500,14000,14000,121,280000.0,20000000.0
2016-04-25,13800,14000,13700,14000,3172,280000.0,20000000.0
2016-04-26,14000,14000,13250,13600,720,272000.0,20000000.0
2016-04-27,13600,13700,13100,13400,5964,268000.0,20000000.0
2016-04-28,13800,14200,13250,13700,4604,274000.0,20000000.0
2016-04-29,13700,13700,12950,13200,13196,264000.0,20000000.0
2016-05-02,13000,13600,12600,12800,4606,256000.0,20000000.0
2016-05-03,12500,13450,12500,12700,1549,254000.0,20000000.0
2016-05-04,12500,14000,12500,13100,4723,262000.0,20000000.0
2016-05-09,12500,14000,12500,13200,1778,264000.0,20000000.0
2016-05-10,14000,14500,13300,14450,4388,289000.0,20000000.0
2016-05-11,14000,14050,12300,13450,4049,269000.0,20000000.0
2016-05-12,13900,13900,12800,12800,2788,256000.0,20000000.0
2016-05-13,12800,13750,11000,13200,4602,264000.0,20000000.0
2016-05-16,12550,12900,12500,12900,5159,258000.0,20000000.0
2016-05-17,13500,13500,12900,12950,2407,259000.0,20000000.0
2016-05-18,13000,13000,11900,12650,3441,253000.0,20000000.0
2016-05-19,11000,12950,11000,12100,1587,242000.0,20000000.0
2016-05-20,12950,12950,11950,12100,1565,242000.0,20000000.0
2016-05-23,10500,12100,10500,11250,10149,225000.0,20000000.0
2016-05-24,12150,12150,11050,11100,2658,222000.0,20000000.0
2016-05-25,10100,12250,10100,11900,1623,238000.0,20000000.0
2016-05-26,10150,11450,10150,11150,9802,223000.0,20000000.0
2016-05-27,10550,11500,10500,11200,885,224000.0,20000000.0
2016-05-30,10300,10950,10300,10500,5209,210000.0,20000000.0
2016-05-31,10900,11000,10400,10400,7218,208000.0,20000000.0
2016-06-01,10950,10950,10150,10350,356,207000.0,20000000.0
2016-06-02,10800,10800,10050,10150,4756,203000.0,20000000.0
2016-06-03,10150,10950,10150,10300,2069,206000.0,20000000.0
2016-06-07,10150,10600,9310,10000,10541,200000.0,20000000.0
2016-06-08,9650,9860,8540,9420,10219,188400.0,20000000.0
2016-06-09,9420,9990,8010,8880,10223,177600.0,20000000.0
2016-06-10,8400,9060,8400,9000,7733,180000.0,20000000.0
2016-06-13,9000,10350,8400,10300,6454,206000.0,20000000.0
2016-06-14,11100,11800,10900,11800,8338,236000.0,20000000.0
2016-06-15,12500,13550,12400,13500,2914,270000.0,20000000.0
2016-06-16,12050,15000,12050,14500,4868,290000.0,20000000.0
2016-06-17,12500,16000,12500,14800,4770,296000.0,20000000.0
2016-06-20,16450,16450,13900,14000,2603,280000.0,20000000.0
2016-06-21,15000,15000,11900,11900,5760,238000.0,20000000.0
2016-06-22,11900,12700,10150,10150,16312,203000.0,20000000.0
2016-06-23,9160,11200,9160,10200,10320,204000.0,20000000.0
2016-06-24,11450,11450,9900,10150,7194,203000.0,20000000.0
2016-06-27,8700,10450,8700,10100,5770,202000.0,20000000.0
2016-06-28,11350,11350,9990,10000,4615,200000.0,20000000.0
2016-06-29,10550,11100,10000,10500,8533,210000.0,20000000.0
2016-06-30,10500,11000,10400,10650,1791,213000.0,20000000.0
2016-07-01,11600,11650,10250,10650,5479,213000.0,20000000.0
2016-07-04,10750,10850,9550,10600,12464,212000.0,20000000.0
2016-07-05,10900,11000,10100,11000,24350,220000.0,20000000.0
2016-07-06,10450,11350,10350,10850,14287,217000.0,20000000.0
2016-07-07,10450,11000,10450,10900,7423,218000.0,20000000.0
2016-07-08,11350,11350,10750,11200,9096,224000.0,20000000.0
2016-07-11,10800,11000,10600,10800,7702,216000.0,20000000.0
2016-07-12,10700,11450,10650,10800,5793,216000.0,20000000.0
2016-07-13,10700,11000,10500,11000,506619,220000.0,20000000.0
2016-07-14,11850,12300,11300,12000,18328,240000.0,20000000.0
2016-07-15,12800,13800,12600,13800,14194,276000.0,20000000.0
2016-07-18,15850,15850,13400,14750,11595,295000.0,20000000.0
2016-07-19,14750,14750,13800,14100,18504,282000.0,20000000.0
2016-07-20,14100,15000,13700,14850,16423,297000.0,20000000.0
2016-07-21,15000,17050,13000,14600,50399,292000.0,20000000.0
2016-07-22,15050,15050,13950,14100,50221,282000.0,20000000.0
2016-07-25,14000,14350,13950,14050,1740,281000.0,20000000.0
2016-07-26,14250,14950,14050,14650,8377,293000.0,20000000.0
2016-07-27,14900,14900,14200,14200,1649,284000.0,20000000.0
2016-07-28,14550,14550,14200,14300,4810,286000.0,20000000.0
2016-07-29,14650,14650,13250,14000,21512,280000.0,20000000.0
2016-08-01,14050,14100,13900,13900,8484,278000.0,20000000.0
2016-08-02,13900,13900,13600,13600,4331,272000.0,20000000.0
2016-08-03,13600,13950,13400,13950,6236,279000.0,20000000.0
2016-08-04,14000,14300,13800,13950,16361,279000.0,20000000.0
2016-08-05,13600,14350,13600,14350,22198,287000.0,20000000.0
2016-08-08,13900,14500,13900,14100,4224,282000.0,20000000.0
2016-08-09,14600,14600,13800,13950,12063,279000.0,20000000.0
2016-08-10,13850,14000,13800,14000,1757,280000.0,20000000.0
2016-08-11,14150,14150,13850,13850,5328,277000.0,20000000.0
2016-08-12,14300,14300,13850,13900,1805,278000.0,20000000.0
2016-08-16,14100,14100,13550,13650,5998,273000.0,20000000.0
2016-08-17,13650,13900,13300,13750,3650,275000.0,20000000.0
2016-08-18,13550,13800,13550,13650,3145,273000.0,20000000.0
2016-08-19,13300,13950,13300,13600,2831,272000.0,20000000.0
2016-08-22,14450,14450,13600,13800,16581,276000.0,20000000.0
2016-08-23,14450,14450,13300,13550,22349,271000.0,20000000.0
2016-08-24,13850,13850,13350,13550,5477,271000.0,20000000.0
2016-08-25,13950,13950,13300,13500,14071,270000.0,20000000.0
2016-08-26,13450,13750,13100,13400,9540,268000.0,20000000.0
2016-08-29,14300,14300,13100,13200,5606,264000.0,20000000.0
2016-08-30,13100,13450,12700,13250,11988,265000.0,20000000.0
2016-08-31,13000,13200,12700,13000,4101,260000.0,20000000.0
2016-09-01,13150,13150,12600,12750,4203,255000.0,20000000.0
2016-09-02,12400,13000,12350,12800,939,256000.0,20000000.0
2016-09-05,13950,13950,13400,13500,4795,270000.0,20000000.0
2016-09-06,13600,13600,13000,13600,6978,272000.0,20000000.0
2016-09-07,13150,13800,13150,13600,11637,272000.0,20000000.0
2016-09-08,13600,14000,13200,13450,8275,269000.0,20000000.0
2016-09-09,13450,13500,12800,12800,5175,256000.0,20000000.0
2016-09-12,13000,13900,12900,13250,12266,265000.0,20000000.0
2016-09-13,15000,15000,12800,13450,7054,269000.0,20000000.0
2016-09-19,13400,13400,12700,13300,13914,266000.0,20000000.0
2016-09-20,12800,13250,12550,13050,16662,261000.0,20000000.0
2016-09-21,12950,13200,12600,13050,14204,261000.0,20000000.0
2016-09-22,12950,13200,12800,13200,17342,264000.0,20000000.0
2016-09-23,12900,13050,12800,13000,6123,260000.0,20000000.0
2016-09-26,12900,13000,12450,12650,17663,253000.0,20000000.0
2016-09-27,12600,12600,12100,12100,6855,242000.0,20000000.0
2016-09-28,12100,12500,11900,12100,4231,242000.0,20000000.0
2016-09-29,12600,12600,11800,11800,10575,236000.0,20000000.0
2016-09-30,12800,12800,12000,12400,16489,248000.0,20000000.0
2016-10-04,12900,12900,12350,12450,5820,249000.0,20000000.0
2016-10-05,12700,13000,12400,12500,6304,250000.0,20000000.0
2016-10-06,12500,13350,12500,12700,21950,254000.0,20000000.0
2016-10-07,12850,12950,12200,12600,3174,252000.0,20000000.0
2016-10-10,12500,12950,12150,12950,8418,259000.0,20000000.0
2016-10-11,13200,13200,12400,12700,6198,254000.0,20000000.0
2016-10-12,12500,12700,12300,12700,3838,254000.0,20000000.0
2016-10-13,12400,12400,12100,12150,3842,243000.0,20000000.0
2016-10-14,12200,12500,12000,12050,6866,241000.0,20000000.0
2016-10-17,12000,12100,11750,11950,10611,239000.0,20000000.0
2016-10-18,11750,11750,11400,11400,6780,228000.0,20000000.0
2016-10-19,11400,11750,11050,11400,3337,228000.0,20000000.0
2016-10-20,11650,11650,11000,11000,3282,220000.0,20000000.0
2016-10-21,11000,11300,10500,10500,5317,210000.0,20000000.0
2016-10-24,10500,10900,10150,10150,2287,203000.0,20000000.0
2016-10-25,10100,10300,9950,9950,12583,199000.0,20000000.0
2016-10-26,10000,10250,9550,10000,3910,200000.0,20000000.0
2016-10-27,9600,10200,9600,10050,2517,201000.0,20000000.0
2016-10-28,10300,11500,10300,11500,6231,230000.0,20000000.0
2016-10-31,12300,12300,11000,11450,353,229000.0,20000000.0
2016-11-01,10700,11900,10700,11700,1778,234000.0,20000000.0
2016-11-02,10950,11850,10950,11250,3052,225000.0,20000000.0
2016-11-03,11900,11900,10550,11500,579,230000.0,20000000.0
2016-11-04,11050,11850,10600,11300,4707,226000.0,20000000.0
2016-11-07,11300,11300,10450,10800,4949,216000.0,20000000.0
2016-11-08,10200,10900,10200,10300,3314,206000.0,20000000.0
2016-11-09,11000,11000,10200,10500,2595,210000.0,20000000.0
2016-11-10,10200,11100,10200,10700,2436,214000.0,20000000.0
2016-11-11,10500,10700,10500,10500,4486,210000.0,20000000.0
2016-11-14,10500,10500,10350,10450,1647,209000.0,20000000.0
2016-11-15,10450,10600,10300,10450,5194,209000.0,20000000.0
2016-11-16,10500,10500,10300,10300,1955,206000.0,20000000.0
2016-11-17,10300,10450,10000,10300,2147,206000.0,20000000.0
2016-11-18,10300,10500,10200,10250,1763,205000.0,20000000.0
2016-11-21,10450,10500,10200,10350,1721,207000.0,20000000.0
2016-11-22,10350,10500,10000,10250,5090,205000.0,20000000.0
2016-11-23,10250,10500,10250,10350,4817,207000.0,20000000.0
2016-11-24,11000,11000,10150,10200,5999,204000.0,20000000.0
2016-11-25,10000,10450,10000,10300,10192,206000.0,20000000.0
2016-11-28,11000,11000,10000,10400,7256,208000.0,20000000.0
2016-11-29,10800,10800,10400,10400,225,208000.0,20000000.0
2016-11-30,10400,10400,8850,8850,7437,177000.0,20000000.0
2016-12-01,8850,9770,7530,7530,29524,150600.0,20000000.0
2016-12-02,7530,8000,7400,7700,23853,154000.0,20000000.0
2016-12-05,8200,8480,7750,8180,8663,163600.0,20000000.0
2016-12-06,8190,8600,7740,8000,3012,160000.0,20000000.0
2016-12-07,8100,8200,7800,8000,13727,160000.0,20000000.0
2016-12-08,8100,8980,8000,8200,10452,164000.0,20000000.0
2016-12-09,6300,6300,4750,5090,4449870,110657.0,21740000.0
2016-12-12,5090,5400,5020,5260,782827,114352.0,21740000.0
2016-12-13,5320,6150,5180,5670,831103,123266.0,21740000.0
2016-12-14,5710,6530,5710,6110,957478,132831.0,21740000.0
2016-12-15,6160,6470,5880,6200,325604,134788.0,21740000.0
2016-12-16,6280,6370,6140,6200,127878,134788.0,21740000.0
2016-12-19,6280,6300,5940,6050,248067,131527.0,21740000.0
2016-12-20,6100,6230,6000,6020,99179,130875.0,21740000.0
2016-12-21,6150,6150,5850,5940,133689,129136.0,21740000.0
2016-12-22,5940,6050,5610,5640,128051,122614.0,21740000.0
2016-12-23,5700,5710,5450,5650,152320,122831.0,21740000.0
2016-12-26,5650,6400,5500,6060,602241,131744.0,21740000.0
2016-12-27,6060,6290,5870,6070,287536,131962.0,21740000.0
2016-12-28,6080,6220,5950,6190,184821,134571.0,21740000.0
2016-12-29,6190,6250,6020,6250,216918,135875.0,21740000.0
2017-01-02,6370,6370,6190,6260,82212,136092.0,21740000.0
2017-01-03,6300,6350,6180,6270,107172,136310.0,21740000.0
2017-01-04,6250,6270,6100,6270,80174,136310.0,21740000.0
2017-01-05,6180,6290,6180,6220,39047,135223.0,21740000.0
2017-01-06,6230,6430,6180,6350,193343,138049.0,21740000.0
2017-01-09,6350,6980,6350,6570,518600,142832.0,21740000.0
2017-01-10,6520,6560,6180,6380,208000,138701.0,21740000.0
2017-01-11,6410,6450,6290,6430,138376,139788.0,21740000.0
2017-01-12,6410,6660,6300,6610,319071,143701.0,21740000.0
2017-01-13,6610,6810,6500,6690,139797,145441.0,21740000.0
2017-01-16,6690,7100,6560,7010,275051,152397.0,21740000.0
