레이언스(228850),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-12-27,18000,18150,17900,18100,18580,300297.0,16591014.0
2017-12-28,18350,18550,18000,18500,35111,306934.0,16591014.0
2018-01-02,18500,18950,18450,18900,34613,313570.0,16591014.0
2018-01-03,18950,19300,18750,19000,45370,315229.0,16591014.0
2018-01-04,19250,19350,18800,18950,37853,314400.0,16591014.0
2018-01-05,19100,19100,18500,18800,22973,311911.0,16591014.0
2018-01-08,18600,19500,18300,19250,63726,319377.0,16591014.0
2018-01-09,19150,20050,19000,19500,98843,323525.0,16591014.0
2018-01-10,19600,19650,19200,19450,41387,322695.0,16591014.0
2018-01-11,19200,19700,18800,19550,39179,324354.0,16591014.0
2018-01-12,19600,19700,19350,19600,45824,325184.0,16591014.0
2018-01-15,19700,19700,19250,19500,16909,323525.0,16591014.0
2018-01-16,19650,19750,19000,19600,40208,325184.0,16591014.0
2018-01-17,19350,20150,19350,20100,62649,333479.0,16591014.0
2018-01-18,20100,20100,19450,19800,24194,328502.0,16591014.0
2018-01-19,19650,20050,19650,19900,47648,330161.0,16591014.0
2018-01-22,20000,20200,19550,20050,52254,332650.0,16591014.0
2018-01-23,20150,20650,19950,20600,81892,341775.0,16591014.0
2018-01-24,20900,21750,20550,21500,166146,356707.0,16591014.0
2018-01-25,22000,22350,21200,21600,142455,358366.0,16591014.0
2018-01-26,21500,21850,21150,21800,77867,361684.0,16591014.0
2018-01-29,21800,21800,21100,21450,71909,355877.0,16591014.0
2018-01-30,21450,21600,21100,21450,52917,355877.0,16591014.0
2018-01-31,21150,21400,20750,21200,32306,351729.0,16591014.0
2018-02-01,21300,21550,20900,21400,29229,355048.0,16591014.0
2018-02-02,21500,22300,20950,21600,201771,358366.0,16591014.0
2018-02-05,21200,21400,20700,21050,54454,349241.0,16591014.0
2018-02-06,20050,20750,19400,20150,180394,334309.0,16591014.0
2018-02-07,20500,20900,20050,20300,29560,336798.0,16591014.0
2018-02-08,20150,20550,20050,20450,26970,339286.0,16591014.0
2018-02-09,20100,20200,19250,19450,63966,322695.0,16591014.0
2018-02-12,19800,19950,19550,19850,10925,329332.0,16591014.0
2018-02-13,19550,19900,19250,19450,27018,322695.0,16591014.0
2018-02-14,19500,19750,19200,19750,18629,327673.0,16591014.0
2018-02-19,19400,19800,19100,19450,56743,322695.0,16591014.0
2018-02-20,19650,19650,19150,19250,43049,319377.0,16591014.0
2018-02-21,19250,19900,19250,19850,43279,329332.0,16591014.0
2018-02-22,20000,20000,19300,19550,24587,324354.0,16591014.0
2018-02-23,19550,20350,19250,20200,44940,335138.0,16591014.0
2018-02-26,20300,20300,19550,20050,33598,332650.0,16591014.0
2018-02-27,20150,20150,18900,19100,90563,316888.0,16591014.0
2018-02-28,19050,19600,19050,19300,20746,320207.0,16591014.0
2018-03-02,19000,19750,18800,19550,43030,324354.0,16591014.0
2018-03-05,19700,19700,19050,19200,20883,318547.0,16591014.0
2018-03-06,19650,19650,19000,19300,12659,320207.0,16591014.0
2018-03-07,19100,19550,19100,19250,8187,319377.0,16591014.0
2018-03-08,19400,19400,19050,19400,10851,321866.0,16591014.0
2018-03-09,19500,19750,19150,19400,12926,321866.0,16591014.0
2018-03-12,19750,19750,19100,19300,15875,320207.0,16591014.0
2018-03-13,19400,19400,19100,19300,17998,320207.0,16591014.0
2018-03-14,19300,19450,19150,19300,7998,320207.0,16591014.0
2018-03-15,19300,19500,19050,19350,23214,321036.0,16591014.0
2018-03-16,19500,19500,19050,19300,14133,320207.0,16591014.0
2018-03-19,19150,19350,19000,19150,19723,317718.0,16591014.0
2018-03-20,18950,19150,18450,19000,44516,315229.0,16591014.0
2018-03-21,19150,19250,18850,19250,19875,319377.0,16591014.0
2018-03-22,19300,19300,18800,19000,10525,315229.0,16591014.0
2018-03-23,18550,19050,18300,18500,24935,306934.0,16591014.0
2018-03-26,18150,18700,18100,18600,17107,308593.0,16591014.0
2018-03-27,18700,18850,18400,18850,5986,312741.0,16591014.0
2018-03-28,18850,18850,18200,18400,17586,305275.0,16591014.0
2018-03-29,18400,18550,18200,18550,14554,307763.0,16591014.0
2018-03-30,18800,18800,18250,18550,14460,307763.0,16591014.0
2018-04-02,18550,18550,18100,18300,12518,303616.0,16591014.0
2018-04-03,18250,18250,17900,18150,18621,301127.0,16591014.0
2018-04-04,18050,18500,17600,18500,69685,306934.0,16591014.0
2018-04-05,18300,18450,18100,18450,9058,306104.0,16591014.0
2018-04-06,18450,18800,18050,18700,29046,310252.0,16591014.0
2018-04-09,18600,19100,18450,18750,24784,311082.0,16591014.0
2018-04-10,18650,18900,18250,18750,22092,311082.0,16591014.0
2018-04-11,18650,18800,18200,18400,21063,305275.0,16591014.0
2018-04-12,18550,18650,18150,18550,21556,307763.0,16591014.0
2018-04-13,18400,18550,18200,18550,17677,307763.0,16591014.0
2018-04-16,18800,18800,18300,18800,17200,311911.0,16591014.0
2018-04-17,18750,19600,18750,19350,29370,321036.0,16591014.0
2018-04-18,19750,19750,19300,19500,27020,323525.0,16591014.0
2018-04-19,19550,19600,19250,19500,25300,323525.0,16591014.0
2018-04-20,19400,20100,19400,19850,42351,329332.0,16591014.0
2018-04-23,19750,19900,19000,19350,35234,321036.0,16591014.0
2018-04-24,19100,19800,19050,19550,36736,324354.0,16591014.0
2018-04-25,19350,19700,19050,19350,21055,321036.0,16591014.0
2018-04-26,19350,19550,19100,19400,29358,321866.0,16591014.0
2018-04-27,19700,19700,19100,19350,18948,321036.0,16591014.0
2018-04-30,19150,19350,18700,19200,21034,318547.0,16591014.0
2018-05-02,19250,19500,18800,19200,45386,318547.0,16591014.0
2018-05-03,19250,19250,18900,19200,11819,318547.0,16591014.0
2018-05-04,19200,19200,18900,19000,28556,315229.0,16591014.0
2018-05-08,19000,19200,18450,18700,35924,310252.0,16591014.0
2018-05-09,18700,19000,18150,18950,30034,314400.0,16591014.0
2018-05-10,19000,19150,18850,19100,20454,316888.0,16591014.0
2018-05-11,19100,19350,19000,19250,14767,319377.0,16591014.0
2018-05-14,19350,19550,19000,19000,54502,315229.0,16591014.0
2018-05-15,19050,19450,18900,19200,47259,318547.0,16591014.0
2018-05-16,19250,19350,19000,19300,26132,320207.0,16591014.0
2018-05-17,19350,19600,19100,19400,36723,321866.0,16591014.0
2018-05-18,19500,19500,19000,19350,18709,321036.0,16591014.0
2018-05-21,19400,19400,19150,19350,7495,321036.0,16591014.0
2018-05-23,19200,19450,19000,19150,18966,317718.0,16591014.0
2018-05-24,19150,19300,19100,19250,5692,319377.0,16591014.0
2018-05-25,19400,19400,18850,19200,19875,318547.0,16591014.0
2018-05-28,19350,19450,18950,18950,43949,314400.0,16591014.0
2018-05-29,19000,19350,18950,19300,36048,320207.0,16591014.0
2018-05-30,19300,19450,19000,19350,30404,321036.0,16591014.0
2018-05-31,19550,19550,19250,19550,40672,324354.0,16591014.0
2018-06-01,19600,20250,19600,20050,150018,332650.0,16591014.0
2018-06-04,20350,21150,20050,21000,271136,348411.0,16591014.0
2018-06-05,21000,21250,20700,21000,99912,348411.0,16591014.0
2018-06-07,21000,21000,20600,20950,48040,347582.0,16591014.0
2018-06-08,20900,20950,20550,20700,45782,343434.0,16591014.0
2018-06-11,20700,20950,20200,20250,51405,335968.0,16591014.0
2018-06-12,20550,20800,20300,20500,68413,340116.0,16591014.0
2018-06-14,20500,20800,20250,20750,34253,344264.0,16591014.0
2018-06-15,20850,20950,20300,20650,27772,342604.0,16591014.0
2018-06-18,20500,20700,19900,19950,50345,330991.0,16591014.0
2018-06-19,20000,20100,19300,19500,55875,323525.0,16591014.0
2018-06-20,19100,19700,19100,19600,14873,325184.0,16591014.0
2018-06-21,19600,20600,19600,20350,74334,337627.0,16591014.0
2018-06-22,20350,20800,20100,20500,41895,340116.0,16591014.0
2018-06-25,20700,20700,20250,20400,12567,338457.0,16591014.0
2018-06-26,20400,20750,20150,20600,35205,341775.0,16591014.0
2018-06-27,20650,20800,20450,20600,41094,341775.0,16591014.0
2018-06-28,20500,20500,19750,20000,30475,331820.0,16591014.0
2018-06-29,20050,20100,19400,19750,38606,327673.0,16591014.0
2018-07-02,19550,19900,19350,19650,17621,326013.0,16591014.0
2018-07-03,19800,20000,19350,19700,25899,326843.0,16591014.0
2018-07-04,19700,20200,19450,20200,20327,335138.0,16591014.0
2018-07-05,20100,20400,19800,20200,27111,335138.0,16591014.0
2018-07-06,20100,20300,19600,20050,29979,332650.0,16591014.0
2018-07-09,19850,20300,19800,20150,21105,334309.0,16591014.0
2018-07-10,20150,20800,20150,20650,53278,342604.0,16591014.0
2018-07-11,20650,20800,20400,20750,21635,344264.0,16591014.0
2018-07-12,20700,20750,20450,20550,16613,340945.0,16591014.0
2018-07-13,20650,20700,20300,20600,17002,341775.0,16591014.0
2018-07-16,20550,20550,20200,20500,18202,340116.0,16591014.0
2018-07-17,20500,20500,20100,20500,15016,340116.0,16591014.0
2018-07-18,20400,20400,19950,20300,89873,336798.0,16591014.0
2018-07-19,20450,20450,19600,19850,25396,329332.0,16591014.0
2018-07-20,19600,19850,19400,19700,15734,326843.0,16591014.0
2018-07-23,19950,20400,19450,19850,38884,329332.0,16591014.0
2018-07-24,19700,19750,19150,19150,35891,317718.0,16591014.0
2018-07-25,19200,19300,18900,19150,31034,317718.0,16591014.0
2018-07-26,19200,19300,18900,18950,17563,314400.0,16591014.0
2018-07-27,18950,19450,18950,19350,9241,321036.0,16591014.0
2018-07-30,19350,20050,19050,19850,55410,329332.0,16591014.0
2018-07-31,20000,20000,19400,19650,23390,326013.0,16591014.0
2018-08-01,19650,19850,19550,19700,10190,326843.0,16591014.0
2018-08-02,20050,20050,19350,19450,20308,322695.0,16591014.0
2018-08-03,19450,19700,19300,19400,24301,321866.0,16591014.0
2018-08-06,19300,19550,19300,19550,8542,324354.0,16591014.0
2018-08-07,19550,19550,19150,19450,16731,322695.0,16591014.0
2018-08-08,19650,19700,19200,19300,13227,320207.0,16591014.0
2018-08-09,19300,19400,18550,18800,98096,311911.0,16591014.0
2018-08-10,18900,19000,18100,18450,85404,306104.0,16591014.0
2018-08-13,18450,18450,17250,17600,98867,292002.0,16591014.0
2018-08-14,17600,17950,17550,17950,41458,297809.0,16591014.0
2018-08-16,17750,18350,17550,18350,28989,304445.0,16591014.0
2018-08-17,18400,18400,18050,18350,16408,304445.0,16591014.0
2018-08-20,18500,18650,18150,18400,16368,305275.0,16591014.0
2018-08-21,18500,18750,18350,18750,18942,311082.0,16591014.0
2018-08-22,18800,19100,18700,19000,41754,315229.0,16591014.0
2018-08-23,19100,19150,18800,19000,33882,315229.0,16591014.0
2018-08-24,19050,19050,18850,19000,23554,315229.0,16591014.0
2018-08-27,19000,19100,18800,19000,15612,315229.0,16591014.0
2018-08-28,19050,19050,18800,19000,15169,315229.0,16591014.0
2018-08-29,19050,19050,18750,18950,18432,314400.0,16591014.0
2018-08-30,18950,19500,18950,19350,48431,321036.0,16591014.0
2018-08-31,19400,19650,19050,19550,38488,324354.0,16591014.0
2018-09-03,19250,19500,18950,19100,18776,316888.0,16591014.0
2018-09-04,19050,19300,18800,19200,21645,318547.0,16591014.0
2018-09-05,19200,19400,18750,19150,20835,317718.0,16591014.0
2018-09-06,19150,19150,18600,19000,9691,315229.0,16591014.0
2018-09-07,19000,19050,18700,19000,12012,315229.0,16591014.0
2018-09-10,19000,19000,18600,18950,9766,314400.0,16591014.0
2018-09-11,18950,19100,18600,19050,23486,316059.0,16591014.0
2018-09-12,19050,19100,18700,18950,17534,314400.0,16591014.0
2018-09-13,18950,19050,18750,19000,10758,315229.0,16591014.0
2018-09-14,18950,19150,18900,19050,13152,316059.0,16591014.0
2018-09-17,19050,19150,18350,18550,37101,307763.0,16591014.0
2018-09-18,18600,19050,18400,19000,14392,315229.0,16591014.0
2018-09-19,18950,19000,18450,18900,18976,313570.0,16591014.0
2018-09-20,18900,18900,18550,18850,6698,312741.0,16591014.0
2018-09-21,18650,18900,18450,18700,32960,310252.0,16591014.0
2018-09-27,18550,18750,18400,18750,24263,311082.0,16591014.0
2018-09-28,18700,18950,18700,18900,16517,313570.0,16591014.0
2018-10-01,18950,19000,18700,18950,12457,314400.0,16591014.0
2018-10-02,18800,19150,18500,18900,16480,313570.0,16591014.0
2018-10-04,18900,19100,18750,18900,19417,313570.0,16591014.0
2018-10-05,18900,19250,18800,18950,17153,314400.0,16591014.0
2018-10-08,18900,19050,18650,19000,13798,315229.0,16591014.0
2018-10-10,18950,19000,18100,18550,19987,307763.0,16591014.0
2018-10-11,18000,18050,16800,16900,79288,280388.0,16591014.0
2018-10-12,16700,17600,16700,16850,417597,279559.0,16591014.0
2018-10-15,17100,17100,16250,16450,62442,272922.0,16591014.0
2018-10-16,16650,16700,16200,16350,49604,271263.0,16591014.0
2018-10-17,16500,16600,15950,16350,40143,271263.0,16591014.0
2018-10-18,16350,16650,16250,16350,41483,271263.0,16591014.0
2018-10-19,16250,16250,15500,16200,74608,268774.0,16591014.0
2018-10-22,16200,16200,15650,16000,34165,265456.0,16591014.0
2018-10-23,15900,15900,14800,15100,228626,250524.0,16591014.0
2018-10-24,15250,15350,14600,15000,54490,248865.0,16591014.0
2018-10-25,14600,14850,13950,14800,67952,245547.0,16591014.0
2018-10-26,14800,14800,13850,14200,70626,235592.0,16591014.0
2018-10-29,14100,14900,14100,14650,93665,243058.0,16591014.0
2018-10-30,14050,14450,12550,12750,1009568,211535.0,16591014.0
2018-10-31,13200,14600,12900,14400,553778,238911.0,16591014.0
2018-11-01,14300,15000,14300,14500,204954,240570.0,16591014.0
2018-11-02,15000,15500,14800,15150,158158,251354.0,16591014.0
2018-11-05,15200,15600,14850,15250,85055,253013.0,16591014.0
2018-11-06,15400,15450,15200,15250,61733,253013.0,16591014.0
2018-11-07,15250,15400,14700,14850,92714,246377.0,16591014.0
2018-11-08,15100,15150,14600,14800,55103,245547.0,16591014.0
2018-11-09,14750,14900,14050,14150,100827,234763.0,16591014.0
2018-11-12,14050,14200,13700,13950,67658,231445.0,16591014.0
2018-11-13,13450,14050,13450,14050,43906,233104.0,16591014.0
2018-11-14,14050,14550,13900,14300,36180,237252.0,16591014.0
2018-11-15,14150,14450,14100,14400,14963,238911.0,16591014.0
2018-11-16,14550,15000,14250,14850,29485,246377.0,16591014.0
2018-11-19,14850,14900,14550,14800,20005,245547.0,16591014.0
2018-11-20,14400,14550,14200,14200,25404,235592.0,16591014.0
2018-11-21,14050,14400,13800,14300,19556,237252.0,16591014.0
2018-11-22,14350,14350,14050,14200,14646,235592.0,16591014.0
2018-11-23,14100,14350,14000,14100,15609,233933.0,16591014.0
2018-11-26,14250,14600,13950,14500,16267,240570.0,16591014.0
2018-11-27,14500,14650,14350,14550,11685,241399.0,16591014.0
2018-11-28,14700,14900,14400,14700,29470,243888.0,16591014.0
2018-11-29,14900,15050,14450,14600,34956,242229.0,16591014.0
2018-11-30,14600,14750,14350,14400,29067,238911.0,16591014.0
2018-12-03,14650,14850,14450,14750,21366,244717.0,16591014.0
2018-12-04,14800,15150,14750,14900,29786,247206.0,16591014.0
2018-12-05,14650,15000,14500,14950,20680,248036.0,16591014.0
2018-12-06,14950,15000,14600,14800,17624,245547.0,16591014.0
2018-12-07,14700,15550,14350,15300,98309,253843.0,16591014.0
2018-12-10,15150,15650,15050,15500,90690,257161.0,16591014.0
2018-12-11,15550,16100,15500,16100,114872,267115.0,16591014.0
2018-12-12,16300,16450,15900,16300,72782,270434.0,16591014.0
2018-12-13,16450,16500,15950,16100,49889,267115.0,16591014.0
2018-12-14,16200,16300,15800,16000,53037,265456.0,16591014.0
2018-12-17,15900,16400,15500,16150,49413,267945.0,16591014.0
2018-12-18,16150,16850,15900,16600,134645,275411.0,16591014.0
2018-12-19,16700,17250,16700,17150,86796,284536.0,16591014.0
2018-12-20,17150,17150,16700,16900,43552,280388.0,16591014.0
2018-12-21,16700,17200,16700,16900,27485,280388.0,16591014.0
2018-12-24,16900,17050,16300,16400,29546,272093.0,16591014.0
2018-12-26,16250,16400,15800,16100,38419,267115.0,16591014.0
2018-12-27,16450,16700,16350,16650,27643,276240.0,16591014.0
2018-12-28,16750,16750,16200,16350,30321,271263.0,16591014.0
2019-01-02,16500,16700,16100,16100,16249,267115.0,16591014.0
2019-01-03,16150,16450,15750,15900,33595,263797.0,16591014.0
2019-01-04,15800,15800,15200,15450,64180,256331.0,16591014.0
2019-01-07,15500,15550,14750,15000,156512,248865.0,16591014.0
2019-01-08,15000,15500,15000,15200,98136,252183.0,16591014.0
2019-01-09,15300,15400,15000,15150,85915,251354.0,16591014.0
2019-01-10,15100,15400,15100,15300,68292,253843.0,16591014.0
2019-01-11,15400,15550,14900,15500,91046,257161.0,16591014.0
2019-01-14,15500,15850,15350,15500,27610,257161.0,16591014.0
2019-01-15,15550,15600,15250,15400,17067,255502.0,16591014.0
2019-01-16,15500,15500,15050,15450,23941,256331.0,16591014.0
2019-01-17,15450,15450,14750,14900,23477,247206.0,16591014.0
2019-01-18,15100,16350,15050,16350,112125,271263.0,16591014.0
2019-01-21,16250,16450,15900,16300,50858,270434.0,16591014.0
2019-01-22,16200,16200,15450,15550,33077,257990.0,16591014.0
2019-01-23,15550,15650,15100,15250,38844,253013.0,16591014.0
2019-01-24,15300,15300,15100,15250,21391,253013.0,16591014.0
2019-01-25,15350,16050,15200,16000,53277,265456.0,16591014.0
2019-01-28,16000,16000,15600,15900,20183,263797.0,16591014.0
2019-01-29,15900,15900,15300,15500,28042,257161.0,16591014.0
2019-01-30,15450,15650,15200,15300,42053,253843.0,16591014.0
2019-01-31,15400,15600,15300,15450,20235,256331.0,16591014.0
2019-02-01,15500,15550,15300,15400,30422,255502.0,16591014.0
2019-02-07,15300,16450,15300,16200,118980,268774.0,16591014.0
2019-02-08,16200,16300,15650,15650,56704,259649.0,16591014.0
2019-02-11,15650,15950,15550,15700,64118,260479.0,16591014.0
2019-02-12,15700,16100,15600,16000,48679,265456.0,16591014.0
2019-02-13,16250,16800,16250,16700,111316,277070.0,16591014.0
2019-02-14,16600,17100,16500,17000,99712,282047.0,16591014.0
2019-02-15,16850,17150,16600,16800,43821,278729.0,16591014.0
2019-02-18,16800,17100,16400,16450,52334,272922.0,16591014.0
2019-02-19,16500,17250,16350,16950,66635,281218.0,16591014.0
2019-02-20,16850,17150,16650,16900,34299,280388.0,16591014.0
2019-02-21,17150,17150,16600,16750,24482,277899.0,16591014.0
2019-02-22,16800,16800,16400,16650,20927,276240.0,16591014.0
2019-02-25,16700,16700,16400,16550,15243,274581.0,16591014.0
2019-02-26,16600,16900,16300,16550,64159,274581.0,16591014.0
2019-02-27,16550,16700,16250,16300,38085,270434.0,16591014.0
2019-02-28,16350,16500,15900,15950,49401,264627.0,16591014.0
2019-03-04,16000,16550,15900,16500,78392,273752.0,16591014.0
2019-03-05,16500,16550,16200,16500,26319,273752.0,16591014.0
2019-03-06,16500,16950,16200,16850,54247,279559.0,16591014.0
2019-03-07,16850,16850,16500,16550,30749,274581.0,16591014.0
2019-03-08,16450,16650,15650,16550,44344,274581.0,16591014.0
2019-03-11,16450,16500,16050,16250,32263,269604.0,16591014.0
2019-03-12,16200,16350,16150,16300,19608,270434.0,16591014.0
2019-03-13,16200,16800,16100,16750,66292,277899.0,16591014.0
2019-03-14,16950,16950,16500,16500,42789,273752.0,16591014.0
2019-03-15,16500,16950,16400,16950,75743,281218.0,16591014.0
2019-03-18,17000,17100,16800,17050,37926,282877.0,16591014.0
2019-03-19,17050,17050,16750,16850,28977,279559.0,16591014.0
2019-03-20,16800,16900,16450,16700,25282,277070.0,16591014.0
2019-03-21,16700,16950,16550,16950,25981,281218.0,16591014.0
2019-03-22,17050,17050,16600,16600,17983,275411.0,16591014.0
2019-03-25,16350,16700,16100,16100,27945,267115.0,16591014.0
2019-03-26,16300,16450,16050,16200,15540,268774.0,16591014.0
2019-03-27,16250,16450,16000,16300,20706,270434.0,16591014.0
2019-03-28,16400,16550,16200,16400,17028,272093.0,16591014.0
2019-03-29,16400,16600,16200,16550,20911,274581.0,16591014.0
2019-04-01,16550,16900,16450,16900,26850,280388.0,16591014.0
2019-04-02,17000,17050,16600,16850,20776,279559.0,16591014.0
2019-04-03,16750,16900,16550,16900,45979,280388.0,16591014.0
2019-04-04,16900,17100,16700,17100,58418,283706.0,16591014.0
2019-04-05,17150,17150,16900,17000,39909,282047.0,16591014.0
2019-04-08,17000,17100,16700,16950,39237,281218.0,16591014.0
2019-04-09,17100,17350,16950,17350,46623,287854.0,16591014.0
2019-04-10,17400,17400,17150,17300,24495,287025.0,16591014.0
2019-04-11,17300,17350,17000,17250,32930,286195.0,16591014.0
2019-04-12,17250,17500,17200,17450,25404,289513.0,16591014.0
2019-04-15,17500,17500,17250,17250,18708,286195.0,16591014.0
2019-04-16,17300,17300,16900,17000,23753,282047.0,16591014.0
2019-04-17,16950,17000,16800,17000,12611,282047.0,16591014.0
2019-04-18,17000,17000,16500,16700,33970,277070.0,16591014.0
2019-04-19,16650,17050,16400,17050,32602,282877.0,16591014.0
2019-04-22,17100,17100,16850,16950,8769,281218.0,16591014.0
2019-04-23,16950,16950,16550,16650,13034,276240.0,16591014.0
2019-04-24,16700,16750,16300,16350,19009,271263.0,16591014.0
2019-04-25,16400,16750,16200,16550,13059,274581.0,16591014.0
2019-04-26,16550,16700,16200,16400,19559,272093.0,16591014.0
2019-04-29,16550,16550,16350,16500,3396,273752.0,16591014.0
2019-04-30,16350,16500,16300,16350,6663,271263.0,16591014.0
2019-05-02,16350,16450,16200,16300,15129,270434.0,16591014.0
2019-05-03,16350,16350,16000,16150,25477,267945.0,16591014.0
2019-05-07,16000,16150,15700,15900,18572,263797.0,16591014.0
2019-05-08,15900,15900,15650,15850,18413,262968.0,16591014.0
2019-05-09,15650,16000,15150,15200,35594,252183.0,16591014.0
2019-05-10,15100,15350,14850,15050,31771,249695.0,16591014.0
2019-05-13,15000,15250,14800,15050,8756,249695.0,16591014.0
2019-05-14,14850,15200,14700,15050,9278,249695.0,16591014.0
2019-05-15,14900,15350,14800,15200,23279,252183.0,16591014.0
2019-05-16,15200,15200,14850,15000,9586,248865.0,16591014.0
2019-05-17,15050,15100,14700,15000,6769,248865.0,16591014.0
2019-05-20,14750,15000,14100,14750,19008,244717.0,16591014.0
2019-05-21,14750,14800,14450,14700,6209,243888.0,16591014.0
2019-05-22,14800,15050,14700,15050,8901,249695.0,16591014.0
2019-05-23,14900,15050,14750,14900,9337,247206.0,16591014.0
2019-05-24,14900,14900,14300,14500,18125,240570.0,16591014.0
2019-05-27,14650,14650,14100,14250,13202,236422.0,16591014.0
2019-05-28,14350,14400,13850,14200,17104,235592.0,16591014.0
2019-05-29,14250,14250,13800,14000,11636,232274.0,16591014.0
2019-05-30,13900,14050,13750,13750,14366,228126.0,16591014.0
2019-05-31,13800,14050,13700,14050,8755,233104.0,16591014.0
2019-06-03,14050,14100,13650,14100,20177,233933.0,16591014.0
2019-06-04,14100,14100,13700,13900,11700,230615.0,16591014.0
2019-06-05,14000,14100,13850,13850,22028,229786.0,16591014.0
2019-06-07,13850,14350,13850,14150,12749,234763.0,16591014.0
2019-06-10,14100,14650,14050,14550,22381,241399.0,16591014.0
2019-06-11,14500,14900,14500,14800,15970,245547.0,16591014.0
2019-06-12,14950,14950,14500,14500,8317,240570.0,16591014.0
2019-06-13,14400,14850,14400,14700,27290,243888.0,16591014.0
2019-06-14,14950,14950,14500,14700,18579,243888.0,16591014.0
2019-06-17,14700,14700,14450,14550,8761,241399.0,16591014.0
2019-06-18,14450,14850,14450,14800,11759,245547.0,16591014.0
2019-06-19,14800,14900,14700,14800,4213,245547.0,16591014.0
2019-06-20,14850,14900,14600,14750,5656,244717.0,16591014.0
2019-06-21,14750,14750,14100,14400,35168,238911.0,16591014.0
2019-06-24,14400,14450,14300,14450,4754,239740.0,16591014.0
2019-06-25,14450,14450,14100,14200,16458,235592.0,16591014.0
2019-06-26,14350,14350,13800,14100,33155,233933.0,16591014.0
2019-06-27,14250,14400,14050,14250,12041,236422.0,16591014.0
2019-06-28,14300,14850,14000,14800,24492,245547.0,16591014.0
2019-07-01,14800,15000,14500,14600,10454,242229.0,16591014.0
2019-07-02,14600,14950,14500,14650,11521,243058.0,16591014.0
2019-07-03,14800,14800,14450,14750,13316,244717.0,16591014.0
2019-07-04,14800,14800,14600,14700,11384,243888.0,16591014.0
2019-07-05,14800,15550,14700,15450,40023,256331.0,16591014.0
2019-07-08,15500,15500,14750,14750,27161,244717.0,16591014.0
2019-07-09,14750,15000,14300,14350,17457,238081.0,16591014.0
2019-07-10,14250,14600,14250,14550,7449,241399.0,16591014.0
2019-07-11,14450,14800,14350,14600,13878,242229.0,16591014.0
2019-07-12,14450,14650,14450,14600,5243,242229.0,16591014.0
2019-07-15,14700,14700,14200,14200,13930,235592.0,16591014.0
2019-07-16,14200,14300,13950,14100,18373,233933.0,16591014.0
2019-07-17,14050,14200,13800,13950,14880,231445.0,16591014.0
2019-07-18,14050,14150,13750,14150,20312,234763.0,16591014.0
2019-07-19,13950,14200,13900,14100,13113,233933.0,16591014.0
2019-07-22,14050,14400,14000,14100,23588,233933.0,16591014.0
2019-07-23,14150,14250,13900,14000,17193,232274.0,16591014.0
2019-07-24,14050,14050,13650,13650,29762,226467.0,16591014.0
2019-07-25,13750,13750,13150,13250,28088,219831.0,16591014.0
2019-07-26,13300,13350,12700,12750,57957,211535.0,16591014.0
2019-07-29,12750,12900,12000,12400,42697,205729.0,16591014.0
2019-07-30,12050,12250,11900,12050,93581,199922.0,16591014.0
2019-07-31,11950,12100,11700,12100,21672,200751.0,16591014.0
2019-08-01,12100,12250,12000,12000,18580,199092.0,16591014.0
2019-08-02,11850,12000,11600,11850,32023,196604.0,16591014.0
2019-08-05,11700,11750,10600,11000,94353,182501.0,16591014.0
2019-08-06,10500,11050,10400,10600,85713,175865.0,16591014.0
2019-08-07,10650,11100,10650,10950,17786,181672.0,16591014.0
2019-08-08,10950,11250,10900,11250,28788,186649.0,16591014.0
2019-08-09,11100,11350,11100,11300,14731,187478.0,16591014.0
2019-08-12,11300,11650,11000,11600,22315,192456.0,16591014.0
2019-08-13,11450,11550,11300,11550,16108,191626.0,16591014.0
2019-08-14,11650,11700,11400,11700,18933,194115.0,16591014.0
2019-08-16,11600,11600,11000,11200,16276,185819.0,16591014.0
2019-08-19,11300,11350,10900,11050,31718,183331.0,16591014.0
2019-08-20,11050,11400,11050,11350,14229,188308.0,16591014.0
2019-08-21,11350,11400,11200,11350,8367,188308.0,16591014.0
2019-08-22,11350,11400,11050,11150,13402,184990.0,16591014.0
2019-08-23,11000,11250,11000,11200,22014,185819.0,16591014.0
2019-08-26,11000,11000,10700,10900,15247,180842.0,16591014.0
2019-08-27,10900,11050,10750,10900,18148,180842.0,16591014.0
2019-08-28,10750,11100,10750,11100,9934,184160.0,16591014.0
2019-08-29,11200,11800,10900,11150,103623,184990.0,16591014.0
2019-08-30,11150,11400,11050,11350,22643,188308.0,16591014.0
2019-09-02,11150,11750,11150,11400,14662,189138.0,16591014.0
2019-09-03,11500,11650,11300,11600,18312,192456.0,16591014.0
2019-09-04,11500,11850,11450,11750,19539,194944.0,16591014.0
2019-09-05,11750,11800,11500,11650,19268,193285.0,16591014.0
2019-09-06,11750,11750,11350,11500,13086,190797.0,16591014.0
2019-09-09,11450,12050,11400,11650,62417,193285.0,16591014.0
2019-09-10,11650,11650,11350,11650,17707,193285.0,16591014.0
2019-09-11,11650,11700,11500,11700,9489,194115.0,16591014.0
2019-09-16,11700,11750,11450,11700,11158,194115.0,16591014.0
2019-09-17,11700,12350,11500,12150,75557,201581.0,16591014.0
2019-09-18,12150,12300,12000,12100,22811,200751.0,16591014.0
